
[00:00:00.000 --> 00:00:08.400]  漢語聖經協會總幹事李懿華先生的就職禮現在開始
[00:05:44.600 --> 00:05:47.600]  去宣讀上帝的話
[00:05:47.600 --> 00:05:50.600]  他們宣讀上帝的律法書
[00:05:50.600 --> 00:05:52.600]  並清楚解釋
[00:05:52.600 --> 00:05:54.600]  所讀的律法的含義
[00:05:54.600 --> 00:05:59.600]  幫助眾人明白每一個段落
[00:05:59.600 --> 00:06:02.600]  神的話寫下來
[00:06:02.600 --> 00:06:06.600]  是要流傳、推廣、傳遞、閱讀
[00:06:06.600 --> 00:06:08.600]  並且要去解釋
[00:06:08.600 --> 00:06:12.600]  甚至首先要有翻譯的過程
[00:06:12.600 --> 00:06:14.600]  這裡有幾個字說
[00:06:14.600 --> 00:06:16.600]  清楚解釋
[00:06:16.600 --> 00:06:21.600]  這個字的意思相當闊
[00:06:21.600 --> 00:06:23.600]  在以前的日本
[00:06:23.600 --> 00:06:25.600]  舊一點的日本
[00:06:25.600 --> 00:06:27.600]  我們比較知道的
[00:06:27.600 --> 00:06:31.600]  很篤定要直譯原文的NASB
[00:06:31.600 --> 00:06:34.600]  它也一直有修訂
[00:06:34.600 --> 00:06:36.600]  最新的2020
[00:06:36.600 --> 00:06:39.600]  這裡它譯作Translating
[00:06:39.600 --> 00:06:41.600]  翻譯
[00:06:41.600 --> 00:06:44.600]  現代比較多的日本譯作
[00:06:44.600 --> 00:06:46.600]  Intabulating
[00:06:46.600 --> 00:06:48.600]  不過我們知道
[00:06:48.600 --> 00:06:51.600]  Intabulating的意思很闊
[00:06:51.600 --> 00:06:54.600]  即時傳譯的人叫Intabulator
[00:06:54.600 --> 00:06:57.600]  所以我們有理由相信
[00:06:57.600 --> 00:06:59.600]  這班回歸的人
[00:06:59.600 --> 00:07:01.600]  去到異地新的一代
[00:07:01.600 --> 00:07:03.600]  可能已經不太熟悉
[00:07:03.600 --> 00:07:06.600]  他們的母語希伯來文
[00:07:06.600 --> 00:07:12.600]  以斯拉在宣讀希伯來文上帝的話
[00:07:12.600 --> 00:07:15.600]  利美人就幫忙去解釋
[00:07:15.600 --> 00:07:17.600]  甚至去翻譯
[00:07:17.600 --> 00:07:19.600]  讓這新一代
[00:07:19.600 --> 00:07:21.600]  已經不認識那些語文的人
[00:07:21.600 --> 00:07:23.600]  能夠明白
[00:07:23.600 --> 00:07:27.600]  聖經上帝的話
[00:07:27.600 --> 00:07:28.600]  需要寫下
[00:07:28.600 --> 00:07:30.600]  需要傳遞
[00:07:30.600 --> 00:07:32.600]  需要推廣
[00:07:32.600 --> 00:07:34.600]  然後需要翻譯
[00:07:34.600 --> 00:07:38.600]  給每一代新的讀者
[00:07:38.600 --> 00:07:41.600]  我們再看第四段經文
[00:07:41.600 --> 00:07:47.600]  彼得後書第三章第十五及十六節
[00:07:47.600 --> 00:07:49.600]  要記著我們主的恩愛
[00:07:49.600 --> 00:07:52.600]  是為了給人得救的機會
[00:07:52.600 --> 00:07:55.600]  我們親愛的保羅弟兄
[00:07:55.600 --> 00:07:58.600]  也以上帝所賜的智慧
[00:07:58.600 --> 00:08:01.600]  給你們寫了這些事
[00:08:01.600 --> 00:08:03.600]  他所有的書信中
[00:08:03.600 --> 00:08:06.600]  都有談及這些事
[00:08:06.600 --> 00:08:09.600]  他的一些話很難理解
[00:08:09.600 --> 00:08:15.600]  下面還有我們宣讀這部分
[00:08:15.600 --> 00:08:17.600]  隔了大概三百年
[00:08:17.600 --> 00:08:20.600]  和以上那幾段經文
[00:08:20.600 --> 00:08:22.600]  保羅所寫下的話
[00:08:22.600 --> 00:08:26.600]  開始收集、閱讀
[00:08:26.600 --> 00:08:29.600]  這裡說到不容易理解
[00:08:29.600 --> 00:08:32.600]  不是望聞生意
[00:08:32.600 --> 00:08:35.600]  是需要正確的解釋
[00:08:35.600 --> 00:08:36.600]  我們感謝主
[00:08:36.600 --> 00:08:40.600]  在很多年前興起了漢語聖經協會
[00:08:40.600 --> 00:08:43.600]  正是履行這樣的工作
[00:08:43.600 --> 00:08:48.600]  按照聖經準確的文本
[00:08:48.600 --> 00:08:52.600]  翻譯、印製、推廣
[00:08:52.600 --> 00:08:54.600]  讓人閱讀
[00:08:54.600 --> 00:08:56.600]  並且要有解釋
[00:08:56.600 --> 00:08:57.600]  有說明
[00:08:57.600 --> 00:09:00.600]  協助人明白
[00:09:00.600 --> 00:09:03.600]  今天帶領漢協
[00:09:03.600 --> 00:09:09.600]  作這個任重道遠的錦照
[00:09:09.600 --> 00:09:11.600]  是李耀華先生
[00:09:11.600 --> 00:09:13.600]  我有一天
[00:09:13.600 --> 00:09:14.600]  走過中環
[00:09:14.600 --> 00:09:16.600]  看到一個景象
[00:09:16.600 --> 00:09:18.600]  我立刻很具體地明白
[00:09:18.600 --> 00:09:20.600]  什麼叫做任重道遠
[00:09:20.600 --> 00:09:22.600]  立刻拍了一張照片
[00:09:22.600 --> 00:09:24.600]  就是這張
[00:09:24.600 --> 00:09:28.600]  我將這張照片送給李耀華先生
[00:09:28.600 --> 00:09:30.600]  香港很少見到這樣的車
[00:09:30.600 --> 00:09:33.600]  你數一下有多少輪
[00:09:33.600 --> 00:09:35.600]  很多交通督導員
[00:09:35.600 --> 00:09:38.600]  很多交通警察在維持秩序
[00:09:38.600 --> 00:09:41.600]  把空位給這輛車移進去
[00:09:41.600 --> 00:09:44.600]  然後我不知道他裝了什麼貨
[00:09:44.600 --> 00:09:45.600]  我只是走過
[00:09:45.600 --> 00:09:49.600]  然後我猜他也要很多人維持秩序
[00:09:49.600 --> 00:09:51.600]  才能出來
[00:09:51.600 --> 00:09:54.600]  然後沿途可以走
[00:09:54.600 --> 00:10:01.600]  我們正在做類似的任重道遠的工作
[00:10:01.600 --> 00:10:04.600]  李先生交給你了
[00:10:04.600 --> 00:10:12.600]  我相信上帝興起漢協
[00:10:12.600 --> 00:10:15.600]  同樣的與李先生同行
[00:10:15.600 --> 00:10:17.600]  給他力量
[00:10:17.600 --> 00:10:18.600]  給他智慧
[00:10:18.600 --> 00:10:21.600]  帶領我們去完成
[00:10:21.600 --> 00:10:23.600]  祝福給我們的托付
[00:10:23.600 --> 00:10:25.600]  祝福大家
[00:10:25.600 --> 00:10:35.600]  多謝歐霸屏幕師的見份
[00:10:35.600 --> 00:10:38.600]  今日的集體禮很簡單
[00:10:38.600 --> 00:10:40.600]  但很莊重
[00:10:40.600 --> 00:10:43.600]  最重要的時刻就是
[00:10:43.600 --> 00:10:46.600]  我們會受憑
[00:10:46.600 --> 00:10:55.600]  將總幹事的聘任證書交給李先生
[00:10:55.600 --> 00:10:59.600]  將公司的水印交給他
[00:10:59.600 --> 00:11:03.600]  象徵他是帶領這個機構
[00:11:03.600 --> 00:11:06.600]  然後我們請總幹事分享
[00:11:06.600 --> 00:11:10.600]  最後不可缺少的就是為他禱告
[00:11:10.600 --> 00:11:12.600]  將他的家屬交到上帝的手中
[00:11:12.600 --> 00:11:16.600]  現在我們恭請楊偉文博士
[00:11:16.600 --> 00:11:20.600]  代表董事會授證和交印
[00:11:20.600 --> 00:11:24.600]  請李偉華董事
[00:11:24.600 --> 00:11:38.600]  李偉華董事會授證和交印
[00:11:38.600 --> 00:11:40.600]  李偉華董事會授證和交印
[00:11:40.600 --> 00:11:41.600]  李偉華董事會授證和交印
[00:11:41.600 --> 00:11:42.600]  李偉華董事會授證和交印
[00:11:42.600 --> 00:11:43.600]  李偉華董事會授證和交印
[00:11:43.600 --> 00:11:44.600]  李偉華董事會授證和交印
[00:11:44.600 --> 00:11:45.600]  李偉華董事會授證和交印
[00:11:45.600 --> 00:11:46.600]  李偉華董事會授證和交印
[00:11:46.600 --> 00:11:47.600]  李偉華董事會授證和交印
[00:11:47.600 --> 00:11:48.600]  李偉華董事會授證和交印
[00:11:48.600 --> 00:11:49.600]  李偉華董事會授證和交印
[00:11:49.600 --> 00:11:50.600]  李偉華董事會授證和交印
[00:11:50.600 --> 00:11:52.600]  李偉華董事會授證和交印
[00:11:52.600 --> 00:12:06.600]  李偉華董事會授證和交印
[00:12:06.600 --> 00:12:12.600]  各位弟姐妹、董事和各位同工
[00:12:12.600 --> 00:12:18.600]  很開心在當中和大家有這個時間一起分享
[00:12:18.600 --> 00:12:20.600]  我很簡單說一說
[00:12:20.600 --> 00:12:23.600]  我只有一個願望
[00:12:23.600 --> 00:12:29.600]  就是能夠藉著上帝的恩典和恩賜給我們
[00:12:29.600 --> 00:12:38.600]  也能夠承著沈志超總幹事、孫淑儀先生第二任總幹事和郭博士
[00:12:38.600 --> 00:12:45.600]  三位總幹事打開了整個開業聖經會服務的格局
[00:12:45.600 --> 00:12:52.600]  我承傳著這種傳統去繼續開展聖經傳揚的工作
[00:12:52.600 --> 00:12:55.600]  翻譯和研究的出版
[00:12:55.600 --> 00:13:02.600]  也在董事的帶領上和其他同工一起努力
[00:13:02.600 --> 00:13:05.600]  也像我今天想說的題目一樣
[00:13:05.600 --> 00:13:07.600]  每天都能夠像我們一樣
[00:13:07.600 --> 00:13:12.600]  過神給我們的景日、尋常的每一天
[00:13:12.600 --> 00:13:15.600]  合神心意去過每一天
[00:13:15.600 --> 00:13:17.600]  而神就是我們的總幹事
[00:13:17.600 --> 00:13:19.600]  是我們的主、是我們的神、是我們的王
[00:13:19.600 --> 00:13:21.600]  一切榮耀重讚
[00:13:21.600 --> 00:13:22.600]  威比三位真神
[00:13:22.600 --> 00:13:24.600]  感謝董事和同工的支持
[00:13:25.600 --> 00:13:32.600]  (掌聲)
[00:13:32.600 --> 00:13:40.600]  我們一同為李耀華總幹事來禱告
[00:13:40.600 --> 00:13:44.600]  拯救選照的真神
[00:13:44.600 --> 00:13:50.600]  今天按照聖經協會總董事一致認定是神的帶領
[00:13:50.600 --> 00:13:56.600]  李耀華先生成為我們天主教議會的總幹事
[00:13:56.600 --> 00:13:58.600]  為了神的選照
[00:13:58.600 --> 00:14:00.600]  為神的預備
[00:14:00.600 --> 00:14:05.600]  李先生早年已經在我們本會有非常美好的服侍
[00:14:05.600 --> 00:14:09.600]  經過深造、又在神學院教學
[00:14:09.600 --> 00:14:11.600]  今天願意承擔重任
[00:14:11.600 --> 00:14:13.600]  我們恭敬求天父
[00:14:13.600 --> 00:14:15.600]  在我們親愛的總幹事
[00:14:15.600 --> 00:14:20.600]  無論是在行政、在帶領我們的翻譯人員
[00:14:20.600 --> 00:14:24.600]  然後推廣、籌款等等工作上
[00:14:24.600 --> 00:14:27.600]  更加見證神你的同在、你的恩典
[00:14:27.600 --> 00:14:32.600]  我們恭敬將李耀華總幹事身心靈交在恩主的手中
[00:14:32.600 --> 00:14:35.600]  使用他和師母同心合意
[00:14:35.600 --> 00:14:39.600]  一同好像我們所說的「救恩臨天下」
[00:14:39.600 --> 00:14:41.600]  福音能夠傳萬家
[00:14:41.600 --> 00:14:43.600]  聖經能夠傳到萬家
[00:14:43.600 --> 00:14:46.600]  懇求天父你自己的恩典同在
[00:14:46.600 --> 00:14:48.600]  以致我們親愛的同工
[00:14:48.600 --> 00:14:51.600]  能夠按著正確的真理
[00:14:51.600 --> 00:14:53.600]  分解真理的道
[00:14:53.600 --> 00:14:56.600]  竭力完成神所交託的使命
[00:14:56.600 --> 00:14:57.600]  我們還懂事
[00:14:57.600 --> 00:15:03.600]  香港的親愛的教務同工、機構領袖與他同心
[00:15:03.600 --> 00:15:05.600]  見證神你自己的心願
[00:15:05.600 --> 00:15:07.600]  將你的話語推廣
[00:15:07.600 --> 00:15:10.600]  救恩能夠臨到我們的同胞
[00:15:10.600 --> 00:15:14.600]  我們更加想念在香港滿有挑戰的時代
[00:15:14.600 --> 00:15:16.600]  我們的總幹事肯承擔重任
[00:15:16.600 --> 00:15:18.600]  求主你的恩典、慈愛
[00:15:18.600 --> 00:15:20.600]  一路與他同在
[00:15:20.600 --> 00:15:23.600]  見證主你無限的恩典
[00:15:23.600 --> 00:15:25.600]  願到主耶穌回來的時候
[00:15:25.600 --> 00:15:26.600]  能夠見證神
[00:15:26.600 --> 00:15:30.600]  你能夠稱祂為一個無愧的公人
[00:15:30.600 --> 00:15:32.600]  我們感謝讚美、交託
[00:15:32.600 --> 00:15:35.600]  奉賴耶穌、基督、聖名
[00:15:35.600 --> 00:15:36.600]  阿們
[00:15:36.600 --> 00:15:37.600]  阿們
[00:15:37.600 --> 00:15:38.600]  阿們
[00:15:38.600 --> 00:15:55.600]  總幹事就職禮
[00:15:55.600 --> 00:15:56.600]  圓滿的結束
[00:15:56.600 --> 00:16:05.600]  感謝觀看

