
[00:00:00.000 --> 00:00:05.480]  去年我記得在同樣的聚會
[00:03:59.640 --> 00:04:03.640]  第一節其實他不是想說壓沙龍
[00:04:03.640 --> 00:04:07.640]  不過他說壓沙龍有一個妹妹
[00:04:07.640 --> 00:04:11.640]  這個妹妹他給了兩個資料
[00:04:11.640 --> 00:04:13.640]  關於這個妹妹
[00:04:13.640 --> 00:04:15.640]  第一就是她很漂亮
[00:04:15.640 --> 00:04:18.640]  第二個資料就是她的名字
[00:04:18.640 --> 00:04:21.640]  她叫做Tama
[00:04:21.640 --> 00:04:24.640]  Tama很漂亮
[00:04:24.640 --> 00:04:26.640]  其實壓沙龍也很漂亮
[00:04:26.640 --> 00:04:29.640]  我們在第十四章就看到了
[00:04:29.640 --> 00:04:30.640]  她也是很漂亮的
[00:04:30.640 --> 00:04:34.640]  大概她媽媽漂亮不漂亮我就不知道
[00:04:34.640 --> 00:04:37.640]  不過她爸爸很漂亮我就知道
[00:04:37.640 --> 00:04:38.640]  因為大衛也很漂亮
[00:04:38.640 --> 00:04:43.640]  所以這就是一個背景的介紹
[00:04:43.640 --> 00:04:47.640]  由於Tama是壓沙龍的妹妹
[00:04:47.640 --> 00:04:51.640]  所以其實她也是暗戀的妹妹
[00:04:51.640 --> 00:04:54.640]  不過我們就看到
[00:04:54.640 --> 00:04:56.640]  由於這個是他的妹妹
[00:04:56.640 --> 00:04:58.640]  他愛她
[00:04:58.640 --> 00:05:02.640]  有些感覺上不是很舒服
[00:05:02.640 --> 00:05:06.640]  因為你知道暗戀愛Tama
[00:05:06.640 --> 00:05:09.640]  不是兄弟姐妹那種愛
[00:05:09.640 --> 00:05:12.640]  其實是一種邪惡的慾念
[00:05:12.640 --> 00:05:15.640]  要佔有的那種愛
[00:05:15.640 --> 00:05:19.640]  所以這個愛其實是有些病態的
[00:05:19.640 --> 00:05:21.640]  有些變態的
[00:05:21.640 --> 00:05:24.640]  他很想跟他的妹妹發生關係
[00:05:24.640 --> 00:05:30.640]  這個就是暗戀對Tama那種迷戀
[00:05:30.640 --> 00:05:33.640]  或者是一種變態的愛
[00:05:33.640 --> 00:05:36.640]  有些聖經亦是暗戀
[00:05:36.640 --> 00:05:39.640]  暗戀也不是說得到他的意思
[00:05:39.640 --> 00:05:41.640]  其實是一種很變態的愛
[00:05:41.640 --> 00:05:45.640]  第二節就說
[00:05:45.640 --> 00:05:50.640]  暗戀為他妹子Tama一烏鴿成病
[00:05:50.640 --> 00:05:52.640]  是不是真的病呢?
[00:05:52.640 --> 00:05:54.640]  當然不是
[00:05:54.640 --> 00:05:58.640]  因為後來她要詐病
[00:05:58.640 --> 00:06:01.640]  所以她不是真的病
[00:06:01.640 --> 00:06:03.640]  但是對他的影響
[00:06:03.640 --> 00:06:04.640]  有沒有呢?
[00:06:04.640 --> 00:06:05.640]  都有影響的
[00:06:05.640 --> 00:06:09.640]  因為他那種病態的戀慕
[00:06:09.640 --> 00:06:10.640]  去到一個地步
[00:06:10.640 --> 00:06:14.640]  他就是一天比一天的受虐
[00:06:14.640 --> 00:06:19.640]  這個都見到他真的是神經病的愛
[00:06:19.640 --> 00:06:22.640]  這個就是暗戀當時的情況
[00:06:22.640 --> 00:06:25.640]  第二節下半節就說
[00:06:25.640 --> 00:06:30.640]  Tama還是處女暗戀以為難向他行事
[00:06:30.640 --> 00:06:35.640]  這個句子大概和修本會譯得好一點
[00:06:35.640 --> 00:06:39.640]  因為Tama是處女
[00:06:39.640 --> 00:06:44.640]  暗戀眼看難以向他行事
[00:06:44.640 --> 00:06:47.640]  在暗戀的眼中
[00:06:47.640 --> 00:06:49.640]  他覺得很難下手
[00:06:49.640 --> 00:06:55.640]  他給個理由是因為他還是處女
[00:06:55.640 --> 00:07:00.640]  如果他說暗戀眼中很難下手
[00:07:00.640 --> 00:07:03.640]  是因為Tama是他妹妹
[00:07:03.640 --> 00:07:04.640]  那就不用解釋了
[00:07:04.640 --> 00:07:05.640]  因為他是妹妹
[00:07:05.640 --> 00:07:06.640]  怎麼下手呢?
[00:07:06.640 --> 00:07:08.640]  那就解釋了
[00:07:08.640 --> 00:07:11.640]  如果作者告訴我們
[00:07:11.640 --> 00:07:14.640]  暗戀眼中覺得很難下手
[00:07:14.640 --> 00:07:16.640]  因為他是阿沙隆的妹妹
[00:07:16.640 --> 00:07:19.640]  我們就容易解釋
[00:07:19.640 --> 00:07:25.640]  即是暗戀對阿沙隆有些忌憚
[00:07:25.640 --> 00:07:27.640]  有些顧忌
[00:07:27.640 --> 00:07:29.640]  因為他是阿沙隆的妹妹
[00:07:29.640 --> 00:07:31.640]  都可以解釋
[00:07:31.640 --> 00:07:35.640]  但現在他說Tama是處女
[00:07:35.640 --> 00:07:37.640]  所以在暗戀的眼中
[00:07:37.640 --> 00:07:39.640]  他覺得很難下手
[00:07:39.640 --> 00:07:45.640]  為什麼處女就覺得很難下手呢?
[00:07:45.640 --> 00:07:47.640]  按照下文
[00:07:47.640 --> 00:07:50.640]  我們會看到第三節
[00:07:50.640 --> 00:07:52.640]  一個新的段落出現
[00:07:52.640 --> 00:07:55.640]  有一個人物叫若拿達
[00:07:55.640 --> 00:07:59.640]  若拿達給暗戀的計
[00:07:59.640 --> 00:08:01.640]  那條計是什麼呢?
[00:08:01.640 --> 00:08:05.640]  就是讓Tama可以去他家
[00:08:05.640 --> 00:08:10.640]  所以解釋Tama是處女
[00:08:10.640 --> 00:08:12.640]  很難下手
[00:08:12.640 --> 00:08:18.640]  因為未嫁的公主不方便走動
[00:08:18.640 --> 00:08:21.640]  這就是最簡單的解釋原因
[00:08:21.640 --> 00:08:22.640]  因為他未出嫁
[00:08:22.640 --> 00:08:23.640]  是閨女
[00:08:23.640 --> 00:08:25.640]  是未嫁的公主
[00:08:25.640 --> 00:08:30.640]  所以他很難隨便上街購物
[00:08:30.640 --> 00:08:32.640]  這麼尊貴的身份
[00:08:32.640 --> 00:08:35.640]  怎會隨便出街呢?
[00:08:35.640 --> 00:08:40.640]  這就是後面的解釋
[00:08:40.640 --> 00:08:45.640]  第二節就是第一個段落
[00:08:45.640 --> 00:08:52.640]  交代了上半章故事的主要原因
[00:08:52.640 --> 00:08:58.640]  暗戀迷戀他的妹妹Tama
[00:08:58.640 --> 00:09:01.640]  但覺得很難下手
[00:09:01.640 --> 00:09:04.640]  所以帶來第二個段落
[00:09:04.640 --> 00:09:05.640]  就是第三節
[00:09:05.640 --> 00:09:07.640]  第三節開始
[00:09:07.640 --> 00:09:10.640]  應該去到哪裏完結呢?
[00:09:10.640 --> 00:09:13.640]  好像你現在看到的版本
[00:09:13.640 --> 00:09:16.640]  去到第六節就完結了
[00:09:16.640 --> 00:09:20.640]  我見到很多的譯本都是這樣
[00:09:20.640 --> 00:09:23.640]  第三節去到第六節就一段
[00:09:23.640 --> 00:09:27.640]  第七節就開一個新段落
[00:09:27.640 --> 00:09:29.640]  在這個段落裏
[00:09:29.640 --> 00:09:31.640]  有一個新的人物出場
[00:09:31.640 --> 00:09:35.640]  如果大衛的兒子阿沙隆
[00:09:35.640 --> 00:09:37.640]  有一個妹妹
[00:09:37.640 --> 00:09:39.640]  現在第三節
[00:09:39.640 --> 00:09:43.640]  大衛的兒子暗戀
[00:09:43.640 --> 00:09:48.640]  他也有一個朋友
[00:09:48.640 --> 00:09:52.640]  這個朋友的名字叫約拿達
[00:09:52.640 --> 00:09:56.640]  作者亦給我們一些資料
[00:09:56.640 --> 00:09:58.640]  關於這個朋友
[00:09:58.640 --> 00:10:00.640]  其中一個資料
[00:10:00.640 --> 00:10:02.640]  與夏文很有關係
[00:10:02.640 --> 00:10:05.640]  就是約拿達為人狡猾
[00:10:05.640 --> 00:10:09.640]  不單止說他為人狡猾
[00:10:09.640 --> 00:10:14.640]  再加上多個負詞在他前面
[00:10:14.640 --> 00:10:16.640]  就是極其狡猾
[00:10:16.640 --> 00:10:17.640]  很狡猾
[00:10:17.640 --> 00:10:20.640]  這個字你這樣翻譯
[00:10:20.640 --> 00:10:23.640]  是一個負面的意思
[00:10:23.640 --> 00:10:24.640]  這是對的
[00:10:24.640 --> 00:10:26.640]  因為你見到這個人不是好人
[00:10:26.640 --> 00:10:29.640]  但同時這個字是
[00:10:29.640 --> 00:10:31.640]  希伯來文常出現的字
[00:10:31.640 --> 00:10:33.640]  即是聰明的字
[00:10:33.640 --> 00:10:36.640]  所以其實從正面來說
[00:10:36.640 --> 00:10:37.640]  他很聰明
[00:10:37.640 --> 00:10:40.640]  當這個聰明用在壞事上
[00:10:40.640 --> 00:10:41.640]  是很狡猾的
[00:10:41.640 --> 00:10:43.640]  而且非常狡猾
[00:10:43.640 --> 00:10:47.640]  在第十三章約拿達
[00:10:47.640 --> 00:10:49.640]  出現了兩次
[00:10:49.640 --> 00:10:52.640]  第一次你見到他真的很壞
[00:10:52.640 --> 00:10:53.640]  很狡猾
[00:10:53.640 --> 00:10:56.640]  第二次出現就在下半章
[00:10:56.640 --> 00:10:57.640]  一會兒我們會看到
[00:10:57.640 --> 00:11:00.640]  見到他很聰明
[00:11:00.640 --> 00:11:02.640]  所以又聰明又狡猾
[00:11:02.640 --> 00:11:04.640]  都是在同一個人身上
[00:11:04.640 --> 00:11:07.640]  看看上帝給予的
[00:11:07.640 --> 00:11:09.640]  與生俱來的天賦
[00:11:09.640 --> 00:11:11.640]  你是用在什麼地方
[00:11:11.640 --> 00:11:14.640]  你用在好事就是聰明
[00:11:14.640 --> 00:11:17.640]  你用在壞事就是狡猾
[00:11:17.640 --> 00:11:21.640]  第三節先介紹了這個人物
[00:11:21.640 --> 00:11:24.640]  然後第四節開始
[00:11:24.640 --> 00:11:26.640]  一直到第六節
[00:11:26.640 --> 00:11:29.640]  你見到是兩個段落
[00:11:29.640 --> 00:11:34.640]  第一個段落是第四節到第五節
[00:11:34.640 --> 00:11:42.640]  那個是約拿達給予暗戀的建議
[00:11:42.640 --> 00:11:47.640]  然後第六節就是這個建議的執行
[00:11:47.640 --> 00:11:49.640]  所以你大概這樣理解
[00:11:49.640 --> 00:11:51.640]  先介紹了這個人物
[00:11:51.640 --> 00:11:55.640]  然後這個人物給予暗戀的建議
[00:11:55.640 --> 00:11:57.640]  解決他的難題
[00:11:57.640 --> 00:12:01.640]  最後第六節就是這個建議的執行
[00:12:01.640 --> 00:12:05.640]  我們看看經文怎樣寫
[00:12:05.640 --> 00:12:12.640]  第四節他問了兩個問題
[00:12:12.640 --> 00:12:16.640]  他先叫他「黃的仔」
[00:12:16.640 --> 00:12:19.640]  即是你有一個很尊貴的身份
[00:12:19.640 --> 00:12:21.640]  有這麼尊貴的身份
[00:12:21.640 --> 00:12:23.640]  有什麼事難倒你呢?
[00:12:23.640 --> 00:12:25.640]  你這麼尊貴
[00:12:25.640 --> 00:12:28.640]  然後問第一個問題
[00:12:28.640 --> 00:12:32.640]  為什麼一日比一日銷售呢?
[00:12:32.640 --> 00:12:35.640]  既然你有這麼尊貴的身份
[00:12:35.640 --> 00:12:37.640]  沒有事難倒你
[00:12:37.640 --> 00:12:40.640]  你沒理由現在一日比一日銷售
[00:12:40.640 --> 00:12:42.640]  這樣不合理
[00:12:42.640 --> 00:12:45.640]  然後他再問多一個問題
[00:12:45.640 --> 00:12:48.640]  和合本這裏翻譯改了
[00:12:48.640 --> 00:12:50.640]  本來是問句
[00:12:50.640 --> 00:12:52.640]  問句是你不告訴我
[00:12:52.640 --> 00:12:54.640]  應該是這樣
[00:12:54.640 --> 00:12:57.640]  所以如果我們看和合本的修訂版
[00:12:57.640 --> 00:13:00.640]  它應該是這樣翻譯的
[00:13:00.640 --> 00:13:05.640]  你為何不告訴我
[00:13:05.640 --> 00:13:07.640]  應該是一個問句
[00:13:07.640 --> 00:13:10.640]  和合本修訂版如果沒有改
[00:13:10.640 --> 00:13:14.640]  大家要期待新漢語的舊約
[00:13:14.640 --> 00:13:17.640]  應該保持這個問句
[00:13:17.640 --> 00:13:19.640]  你不告訴我嗎?
[00:13:19.640 --> 00:13:24.640]  當它變成陳述句
[00:13:24.640 --> 00:13:26.640]  請你告訴我
[00:13:26.640 --> 00:13:29.640]  所以這是第一個部分
[00:13:29.640 --> 00:13:32.640]  第四節是他的求問
[00:13:32.640 --> 00:13:34.640]  即是問暗戀
[00:13:34.640 --> 00:13:39.640]  暗戀可以容易理解
[00:13:39.640 --> 00:13:41.640]  你不告訴我嗎?
[00:13:41.640 --> 00:13:44.640]  即是暗戀這件事
[00:13:44.640 --> 00:13:46.640]  他一直都放在心裏
[00:13:46.640 --> 00:13:47.640]  沒有說出來
[00:13:47.640 --> 00:13:49.640]  但朋友問
[00:13:49.640 --> 00:13:52.640]  我們都容易理解
[00:13:52.640 --> 00:13:56.640]  為何暗戀在心裏不說出來
[00:13:56.640 --> 00:13:58.640]  這些壞事
[00:13:58.640 --> 00:14:01.640]  你怎可以算字於口
[00:14:01.640 --> 00:14:03.640]  所以很容易明白
[00:14:03.640 --> 00:14:05.640]  暗戀不出聲不說
[00:14:05.640 --> 00:14:09.640]  但這個朋友問
[00:14:09.640 --> 00:14:11.640]  這個朋友還有一個資料
[00:14:11.640 --> 00:14:13.640]  剛才我們沒有說
[00:14:13.640 --> 00:14:17.640]  他是大衛的兄長
[00:14:17.640 --> 00:14:19.640]  史米亞的兒子
[00:14:19.640 --> 00:14:24.640]  即是暗戀的堂兄弟
[00:14:24.640 --> 00:14:28.640]  亦都說出事實
[00:14:28.640 --> 00:14:31.640]  反映一個真實的情況
[00:14:31.640 --> 00:14:33.640]  通常那些富二代
[00:14:33.640 --> 00:14:36.640]  一起長大的都是富二代
[00:14:36.640 --> 00:14:38.640]  很少那些富二代
[00:14:38.640 --> 00:14:40.640]  會找一個來自草根
[00:14:40.640 --> 00:14:42.640]  來自基層的人
[00:14:42.640 --> 00:14:44.640]  做死黨的很難
[00:14:44.640 --> 00:14:47.640]  所以這個亦都反映一個真實
[00:14:47.640 --> 00:14:48.640]  和他一起長大
[00:14:48.640 --> 00:14:50.640]  或者是一個好的朋友
[00:14:50.640 --> 00:14:53.640]  其實就是他的堂兄弟
[00:14:53.640 --> 00:14:55.640]  然後就查問
[00:14:55.640 --> 00:14:57.640]  在這個查問底下
[00:14:57.640 --> 00:15:00.640]  暗戀就說出來了
[00:15:00.640 --> 00:15:03.640]  他就說我是愛我兄弟
[00:15:03.640 --> 00:15:06.640]  阿沙隆的妹就他媽
[00:15:06.640 --> 00:15:08.640]  所以對暗戀來說
[00:15:08.640 --> 00:15:11.640]  他覺得難以下手
[00:15:11.640 --> 00:15:13.640]  其實就不是因為她是妹
[00:15:13.640 --> 00:15:16.640]  亦都不是因為她是阿沙隆的妹
[00:15:16.640 --> 00:15:18.640]  我後面的意思就是說
[00:15:18.640 --> 00:15:21.640]  他根本就沒有把阿沙隆放在眼內
[00:15:21.640 --> 00:15:23.640]  而且暗戀這番說話
[00:15:23.640 --> 00:15:25.640]  作者的介紹
[00:15:25.640 --> 00:15:27.640]  他覺得難以下手
[00:15:27.640 --> 00:15:30.640]  就只是因為她是一個處女
[00:15:30.640 --> 00:15:32.640]  他都不是說她是一個妹
[00:15:32.640 --> 00:15:34.640]  和阿沙隆的妹
[00:15:34.640 --> 00:15:36.640]  那你可以想像到
[00:15:36.640 --> 00:15:38.640]  暗戀他看上眼的那些女孩
[00:15:38.640 --> 00:15:41.640]  就當災
[00:15:41.640 --> 00:15:44.640]  如果這樣覺得難以下手
[00:15:44.640 --> 00:15:46.640]  其他的就很容易下手
[00:15:46.640 --> 00:15:49.640]  所以你知道這個人有多壞
[00:15:49.640 --> 00:15:51.640]  現在你看到有一個
[00:15:51.640 --> 00:15:53.640]  同樣都是這麼壞
[00:15:53.640 --> 00:15:55.640]  兩個都是禽獸
[00:15:55.640 --> 00:15:57.640]  兩個都是畜生
[00:15:57.640 --> 00:15:59.640]  暗戀就告訴他
[00:15:59.640 --> 00:16:01.640]  他喜歡了他媽
[00:16:01.640 --> 00:16:04.640]  約拿達有第三個部分
[00:16:04.640 --> 00:16:09.640]  給他一個建議
[00:16:09.640 --> 00:16:11.640]  這個建議就是
[00:16:11.640 --> 00:16:14.640]  兩個命令式的動詞
[00:16:14.640 --> 00:16:16.640]  一個動詞就是躺
[00:16:16.640 --> 00:16:18.640]  一個命令式的動詞就是裝病
[00:16:18.640 --> 00:16:22.640]  其實是沒有不如這個字眼的
[00:16:22.640 --> 00:16:24.640]  看英文聖經你就見到
[00:16:24.640 --> 00:16:26.640]  你睡在床上
[00:16:26.640 --> 00:16:29.640]  Sit, Come, Sing, Keep Quiet
[00:16:29.640 --> 00:16:31.640]  這些命令式的動詞
[00:16:31.640 --> 00:16:35.640]  就是你睡著,然後就裝病
[00:16:35.640 --> 00:16:37.640]  作者在這裏
[00:16:37.640 --> 00:16:41.640]  特意加上在床上這個字眼
[00:16:41.640 --> 00:16:44.640]  其實是暗示和性有關
[00:16:44.640 --> 00:16:46.640]  因為按照夏文
[00:16:46.640 --> 00:16:48.640]  其實不用寫個床字都可以
[00:16:48.640 --> 00:16:51.640]  於是暗戀就躺臥
[00:16:51.640 --> 00:16:53.640]  然後就裝病就可以了
[00:16:53.640 --> 00:16:54.640]  已經夠了
[00:16:54.640 --> 00:16:56.640]  不過他特意加上在床上
[00:16:56.640 --> 00:16:59.640]  就是暗示和性有關
[00:16:59.640 --> 00:17:02.640]  你做了這件事之後
[00:17:02.640 --> 00:17:05.640]  你爸爸就會來看你
[00:17:05.640 --> 00:17:07.640]  這是很正常的
[00:17:07.640 --> 00:17:09.640]  因為他是兒子
[00:17:09.640 --> 00:17:11.640]  當你病成這樣
[00:17:11.640 --> 00:17:12.640]  他一定會來
[00:17:12.640 --> 00:17:14.640]  他來的時候
[00:17:14.640 --> 00:17:15.640]  你就跟爸爸說
[00:17:15.640 --> 00:17:18.640]  讓我妹妹他媽來
[00:17:18.640 --> 00:17:20.640]  讓她在我眼前
[00:17:20.640 --> 00:17:22.640]  準備食物
[00:17:22.640 --> 00:17:24.640]  遞給我客人
[00:17:24.640 --> 00:17:26.640]  使我看見
[00:17:26.640 --> 00:17:29.640]  我很從他手裏
[00:17:29.640 --> 00:17:31.640]  接過來吃
[00:17:31.640 --> 00:17:34.640]  在這裏我們已經看到
[00:17:34.640 --> 00:17:37.640]  第一,他媽會去他家
[00:17:37.640 --> 00:17:41.640]  第二,不是我們探病
[00:17:41.640 --> 00:17:45.640]  坐下來放下水果就可以走了
[00:17:45.640 --> 00:17:48.640]  因為他是要幫他備餐
[00:17:48.640 --> 00:17:50.640]  在他眼前做事
[00:17:50.640 --> 00:17:52.640]  所以他留在家裏
[00:17:52.640 --> 00:17:54.640]  是會有一段時間
[00:17:54.640 --> 00:17:56.640]  你做個餅
[00:17:56.640 --> 00:17:58.640]  然後烤熟
[00:17:58.640 --> 00:17:59.640]  是有一段時間
[00:17:59.640 --> 00:18:01.640]  你有沒有在家裏做過餅
[00:18:01.640 --> 00:18:03.640]  你做過餅就知道了
[00:18:03.640 --> 00:18:05.640]  不是三五分鐘的事
[00:18:05.640 --> 00:18:07.640]  是一段很長的時間的事
[00:18:07.640 --> 00:18:11.640]  所以這就是約拿達的計謀
[00:18:11.640 --> 00:18:13.640]  所以他說在我眼前
[00:18:13.640 --> 00:18:15.640]  就預備食物
[00:18:15.640 --> 00:18:16.640]  遞給我客人
[00:18:16.640 --> 00:18:18.640]  使我看見
[00:18:18.640 --> 00:18:20.640]  就是我看著他在我面前
[00:18:20.640 --> 00:18:21.640]  做這一切
[00:18:21.640 --> 00:18:24.640]  然後他說很從他手裏
[00:18:24.640 --> 00:18:27.640]  接過來吃
[00:18:27.640 --> 00:18:29.640]  原文其實是沒有
[00:18:29.640 --> 00:18:31.640]  接過來這三個字
[00:18:31.640 --> 00:18:33.640]  有這三個字
[00:18:33.640 --> 00:18:34.640]  和沒有這三個字
[00:18:34.640 --> 00:18:36.640]  是差很遠的
[00:18:36.640 --> 00:18:39.640]  我很從他手裏
[00:18:39.640 --> 00:18:40.640]  接過來吃
[00:18:40.640 --> 00:18:41.640]  和沒有
[00:18:41.640 --> 00:18:43.640]  我很從他手裏吃
[00:18:43.640 --> 00:18:45.640]  聽到分別嗎?
[00:18:45.640 --> 00:18:46.640]  差很遠的
[00:18:46.640 --> 00:18:49.640]  就是說讓他餵我
[00:18:49.640 --> 00:18:51.640]  暗戀不要以為
[00:18:51.640 --> 00:18:53.640]  就是小朋友
[00:18:53.640 --> 00:18:54.640]  不是的
[00:18:54.640 --> 00:18:56.640]  是成年人
[00:18:56.640 --> 00:18:59.640]  阿沙隆也是成年人
[00:18:59.640 --> 00:19:00.640]  我們按照下文
[00:19:00.640 --> 00:19:02.640]  阿沙隆有自己的事業
[00:19:02.640 --> 00:19:04.640]  就是剪羊毛
[00:19:04.640 --> 00:19:05.640]  他畜牧
[00:19:05.640 --> 00:19:08.640]  他可以大宴親朋戚友
[00:19:08.640 --> 00:19:09.640]  其實是成年人
[00:19:09.640 --> 00:19:11.640]  暗戀也是成年人
[00:19:11.640 --> 00:19:12.640]  不是兩個小朋友
[00:19:12.640 --> 00:19:15.640]  在中間的惡鬥
[00:19:15.640 --> 00:19:16.640]  不是的
[00:19:16.640 --> 00:19:18.640]  兩個是成年人
[00:19:18.640 --> 00:19:20.640]  成年人說
[00:19:20.640 --> 00:19:22.640]  讓我妹餵我吃
[00:19:22.640 --> 00:19:26.640]  對於約拿達的建議
[00:19:26.640 --> 00:19:30.640]  暗戀言聽計從
[00:19:30.640 --> 00:19:32.640]  因為你發覺
[00:19:32.640 --> 00:19:33.640]  不用仔細
[00:19:33.640 --> 00:19:35.640]  你見到他照抄
[00:19:35.640 --> 00:19:37.640]  所以你肚子餓
[00:19:37.640 --> 00:19:38.640]  你裝病
[00:19:38.640 --> 00:19:39.640]  第六節
[00:19:39.640 --> 00:19:41.640]  於是暗戀肚子餓
[00:19:41.640 --> 00:19:43.640]  裝病
[00:19:43.640 --> 00:19:44.640]  約拿達說
[00:19:44.640 --> 00:19:46.640]  你爸爸會來看你的
[00:19:46.640 --> 00:19:48.640]  第六節跟著那句
[00:19:48.640 --> 00:19:50.640]  王就來看他
[00:19:50.640 --> 00:19:52.640]  然後他跟王說
[00:19:52.640 --> 00:19:56.640]  舅父叫我妹子他馬來
[00:19:56.640 --> 00:19:58.640]  你見到好像照抄
[00:19:58.640 --> 00:20:01.640]  舅父叫我妹子他馬來
[00:20:01.640 --> 00:20:05.640]  在我眼前準備食物
[00:20:05.640 --> 00:20:08.640]  其實這裡很近
[00:20:08.640 --> 00:20:11.640]  我很從他手裏吃
[00:20:11.640 --> 00:20:13.640]  應該是這樣
[00:20:13.640 --> 00:20:17.640]  所以約拿達有建議
[00:20:17.640 --> 00:20:21.640]  接著建議的執行
[00:20:21.640 --> 00:20:24.640]  這是第二個段落
[00:20:24.640 --> 00:20:27.640]  我想跟你說那些段落
[00:20:27.640 --> 00:20:30.640]  因為那些段落是有意思的
[00:20:30.640 --> 00:20:33.640]  一會兒最後再說給你聽
[00:20:33.640 --> 00:20:35.640]  第三個段落
