
[00:00:00.000 --> 00:00:02.000]  在我們看聖經之前
[00:03:52.000 --> 00:04:00.000]  這兩個姐妹都是保羅福音事宮裏面的親密同工
[00:04:00.000 --> 00:04:03.000]  但是他們現在出現了關係的問題
[00:04:03.000 --> 00:04:07.000]  整封信裏面有很多其他地方
[00:04:07.000 --> 00:04:13.000]  都是保羅特別提醒信徒要彼此合一
[00:04:13.000 --> 00:04:15.000]  要保持好的關係
[00:04:15.000 --> 00:04:19.000]  顯出保羅心裏面很掛心這件事
[00:04:19.000 --> 00:04:21.000]  舉些例子
[00:04:21.000 --> 00:04:25.000]  一章二十七節中間說
[00:04:25.000 --> 00:04:28.000]  行事為人要配得上基督的福音
[00:04:28.000 --> 00:04:32.000]  那麼無論我再來探望你們
[00:04:32.000 --> 00:04:36.000]  還是只能聽到你們的情況
[00:04:36.000 --> 00:04:42.000]  我都知道你們懷著同一個心志和目標站在一起
[00:04:42.000 --> 00:04:48.000]  顯然保羅盼望見到他們同一個心志和站在一起
[00:04:48.000 --> 00:04:51.000]  又例如在二章十四節
[00:04:51.000 --> 00:04:57.000]  你們無論做什麼都不要抱怨或爭論
[00:04:57.000 --> 00:05:01.000]  至於我們準備看那段經文
[00:05:01.000 --> 00:05:10.000]  更加強調要彼此鼓舞、安慰、契合和憐憫
[00:05:10.000 --> 00:05:15.000]  從而達到共同目標實踐彼此相愛
[00:05:15.000 --> 00:05:17.000]  一起合作
[00:05:17.000 --> 00:05:20.000]  而且保羅說如果你們能夠做得到
[00:05:20.000 --> 00:05:22.000]  我就會歡喜快樂
[00:05:22.000 --> 00:05:27.000]  即是等於說保羅當時的快樂是有欠缺的
[00:05:27.000 --> 00:05:32.000]  因為教會裏面有不和的狀況
[00:05:32.000 --> 00:05:37.000]  的確當一個教會內部的關係出現問題
[00:05:37.000 --> 00:05:41.000]  弟兄姊妹都很難感到歡喜快樂
[00:05:41.000 --> 00:05:45.000]  就好像有時遇到壞天氣
[00:05:45.000 --> 00:05:48.000]  雲借天,沒有陽光
[00:05:48.000 --> 00:05:52.000]  人都不會那麼開心
[00:05:52.000 --> 00:05:55.000]  不過我都認為保羅仍然樂觀
[00:05:55.000 --> 00:05:59.000]  因為肥立比教會是一間很有心的教會
[00:05:59.000 --> 00:06:05.000]  對福音工作、對支持和關顧保羅方面仍然很熱心
[00:06:05.000 --> 00:06:11.000]  所以保羅能夠懷著一種信心和喜樂為他們禱告
[00:06:11.000 --> 00:06:14.000]  亦相信他們的問題是會得到解決
[00:06:14.000 --> 00:06:18.000]  他就按著聖靈的感動寫了這封信
[00:06:18.000 --> 00:06:25.000]  教會要追求合一、放下紛爭、重建美好的關係
[00:06:25.000 --> 00:06:29.000]  保羅很寄望這封信會收到好的效果
[00:06:29.000 --> 00:06:33.000]  另外他雖然被囚
[00:06:33.000 --> 00:06:38.000]  但他很成功地在監獄結出了宿靈的果子
[00:06:38.000 --> 00:06:43.000]  這都是讓保羅感到快樂的一些原因
[00:06:43.000 --> 00:06:46.000]  在我們讀經文的第一節
[00:06:46.000 --> 00:06:50.000]  請你注意保羅發出了四個訊問
[00:06:50.000 --> 00:06:55.000]  你們因為屬於基督而感到鼓舞嗎?
[00:06:55.000 --> 00:06:58.000]  因為他的愛而感到安慰嗎?
[00:06:58.000 --> 00:07:02.000]  在聖靈裡能契合相交嗎?
[00:07:02.000 --> 00:07:06.000]  懷有慈悲憐憫之心嗎?
[00:07:06.000 --> 00:07:10.000]  其實這些是反問句
[00:07:10.000 --> 00:07:14.000]  保羅邀請教會讀者去審查
[00:07:14.000 --> 00:07:21.000]  讓他們回顧這幾方面都是他們實實在在的經驗
[00:07:21.000 --> 00:07:25.000]  在過去他們認識和歸入基督
[00:07:25.000 --> 00:07:27.000]  真的得到很大的鼓舞
[00:07:27.000 --> 00:07:31.000]  亦感受到基督的大愛給他們的安慰
[00:07:31.000 --> 00:07:37.000]  弟兄姊妹在聖靈裡也有美好的團契和相交
[00:07:37.000 --> 00:07:47.000]  他們亦很明白用仁慈憐憫的心互相對待的重要和好處
[00:07:47.000 --> 00:07:51.000]  保羅發出這些反問後
[00:07:51.000 --> 00:07:54.000]  在第二節直接要求他們
[00:07:54.000 --> 00:08:00.000]  你們要全心全意地達成共識彼此相愛
[00:08:00.000 --> 00:08:05.000]  抱著一個共同的想法和目標一起合作
[00:08:05.000 --> 00:08:12.000]  因為他們根本已經有一個合一的充分基礎
[00:08:12.000 --> 00:08:14.000]  有跟隨主的心意
[00:08:14.000 --> 00:08:15.000]  經歷主的愛
[00:08:15.000 --> 00:08:17.000]  有聖靈內注
[00:08:17.000 --> 00:08:19.000]  有結出聖靈的果子
[00:08:19.000 --> 00:08:25.000]  然而他們有某些方面是不夠成熟的
[00:08:25.000 --> 00:08:27.000]  所以保羅要他們注意
[00:08:27.000 --> 00:08:30.000]  在第三和第四節提醒他們
[00:08:30.000 --> 00:08:35.000]  你們不要自私,不要譁眾取寵
[00:08:35.000 --> 00:08:41.000]  譁眾取寵在其他經文版本通常是譯作貪慕虛榮
[00:08:41.000 --> 00:08:47.000]  還有就是要謙卑,看別人比自己強
[00:08:47.000 --> 00:08:51.000]  最後還提醒不要只顧自己的利益
[00:08:51.000 --> 00:08:54.000]  而忽視別人的利益
[00:08:54.000 --> 00:08:56.000]  其實在這四節的經文
[00:08:56.000 --> 00:08:58.000]  下面的經文我們沒有讀出
[00:08:58.000 --> 00:09:00.000]  但也有關
[00:09:00.000 --> 00:09:05.000]  保羅吩咐信徒要有基督的心懷
[00:09:05.000 --> 00:09:09.000]  要思想基督的虛偽行動
[00:09:09.000 --> 00:09:14.000]  放下尊貴,自甘卑微,降身為人
[00:09:14.000 --> 00:09:19.000]  這個行動信徒要思想
[00:09:19.000 --> 00:09:24.000]  保羅用了主耶穌實踐謙卑的例證
[00:09:24.000 --> 00:09:29.000]  進一步加深了信徒的領受
[00:09:29.000 --> 00:09:35.000]  弟兄姊妹,這幾節經文相信你們都不陌生
[00:09:35.000 --> 00:09:38.000]  那時有查考過
[00:09:38.000 --> 00:09:41.000]  我過去在查經的時候
[00:09:41.000 --> 00:09:44.000]  對這段經文都遇到一些疑問
[00:09:44.000 --> 00:09:47.000]  關鍵就是裡面說
[00:09:47.000 --> 00:09:51.000]  禱要謙卑,看別人比自己強
[00:09:51.000 --> 00:09:55.000]  這句話如果按字面一般的理解
[00:09:55.000 --> 00:10:00.000]  總是覺得和上下文格格不入
[00:10:00.000 --> 00:10:05.000]  有時會問,經文當中謙卑的意思
[00:10:05.000 --> 00:10:09.000]  和中國人說的謙卑是否同樣意思呢?
[00:10:09.000 --> 00:10:13.000]  謙卑又實際如何幫助教會合一呢?
[00:10:13.000 --> 00:10:17.000]  中文謙卑或謙虛這個詞語
[00:10:17.000 --> 00:10:20.000]  是對個人修養的描述
[00:10:20.000 --> 00:10:23.000]  基本上是指不要自高自大
[00:10:23.000 --> 00:10:28.000]  不要把自己的價值抬高
[00:10:28.000 --> 00:10:31.000]  要承認自己不極不足
[00:10:31.000 --> 00:10:35.000]  要聽別人的意見
[00:10:35.000 --> 00:10:38.000]  學習別人的長處,尊重別人
[00:10:38.000 --> 00:10:43.000]  它的反義詞可以是傲慢或自負
[00:10:43.000 --> 00:10:48.000]  這種謙卑的品格和態度是好的
[00:10:48.000 --> 00:10:52.000]  但和經文中的謙卑或更恰當的
[00:10:52.000 --> 00:10:57.000]  就是經文原文謙卑的意思是否吻合呢?
[00:10:57.000 --> 00:11:01.000]  後來我有更多學習
[00:11:01.000 --> 00:11:04.000]  跟師長和更多查校後
[00:11:04.000 --> 00:11:10.000]  我知道這句話其實可以有另一種體會
[00:11:10.000 --> 00:11:14.000]  看別人比自己強這個強字
[00:11:14.000 --> 00:11:18.000]  在原文是有多重意思的
[00:11:18.000 --> 00:11:25.000]  可以代表優越、更高、地位在上
[00:11:25.000 --> 00:11:27.000]  多重不同的意思
[00:11:27.000 --> 00:11:32.000]  而不一定談論到能力的強弱
[00:11:32.000 --> 00:11:39.000]  我嘗試簡單地用另一個經文輔導去解釋
[00:11:39.000 --> 00:11:42.000]  我們看菲勒比書的三章八節
[00:11:42.000 --> 00:11:44.000]  三章八節記載
[00:11:44.000 --> 00:11:51.000]  「時的相比之下認識我主基督耶穌才是無價之寶
[00:11:51.000 --> 00:11:55.000]  其他的事都毫無價值」
[00:11:55.000 --> 00:11:59.000]  那句經文裏的無價之寶
[00:11:59.000 --> 00:12:04.000]  和「倒要謙卑看別人比自己強」
[00:12:04.000 --> 00:12:10.000]  這個強字兩個字無價之寶和強
[00:12:10.000 --> 00:12:13.000]  其實在原文是同一個字
[00:12:13.000 --> 00:12:15.000]  簡單來說
[00:12:15.000 --> 00:12:17.000]  三章八節的意思是
[00:12:17.000 --> 00:12:22.000]  認識耶穌基督比一切都寶貴
[00:12:22.000 --> 00:12:26.000]  如果將無價之寶或寶貴的意思
[00:12:26.000 --> 00:12:28.000]  搬到二章三節
[00:12:28.000 --> 00:12:32.000]  理解方向就很不同
[00:12:32.000 --> 00:12:38.000]  我們看別人比自己更寶貴
[00:12:38.000 --> 00:12:44.000]  弟兄姊妹,如果你能夠看其他人
[00:12:44.000 --> 00:12:46.000]  包括我們弟兄姊妹
[00:12:46.000 --> 00:12:48.000]  比自己更寶貴
[00:12:48.000 --> 00:12:52.000]  看待他們如珠如寶
[00:12:52.000 --> 00:12:56.000]  是否可以幫助我們更加合一呢?
[00:12:56.000 --> 00:13:01.000]  當然看別人做事的能力比自己強
[00:13:01.000 --> 00:13:06.000]  自己要謙卑是中國人喜歡強調的美德
[00:13:06.000 --> 00:13:09.000]  解釋上是一個可行的選擇
[00:13:09.000 --> 00:13:11.000]  但相對合則
[00:13:11.000 --> 00:13:13.000]  歸納起來
[00:13:13.000 --> 00:13:19.000]  再加上希臘文謙卑原來的意義查考
[00:13:19.000 --> 00:13:21.000]  我們就明白到
[00:13:21.000 --> 00:13:26.000]  要謙卑在經文當中其實是教導人
[00:13:26.000 --> 00:13:30.000]  要把自己的重要性降低
[00:13:30.000 --> 00:13:33.000]  來服侍別人的需要
[00:13:33.000 --> 00:13:39.000]  而原則就是看別人比自己寶貴
[00:13:39.000 --> 00:13:42.000]  其實和上下文教導
[00:13:42.000 --> 00:13:44.000]  不要自私自利
[00:13:44.000 --> 00:13:46.000]  不要只顧自己的利益
[00:13:46.000 --> 00:13:48.000]  是非常一致的
[00:13:48.000 --> 00:13:51.000]  其實主耶穌就是為我們做這件事
[00:13:51.000 --> 00:13:56.000]  在二章五至八節所記載的就是這件事
[00:13:56.000 --> 00:14:00.000]  耶穌犧牲自己服侍別人
[00:14:00.000 --> 00:14:03.000]  是非常清楚的
[00:14:03.000 --> 00:14:05.000]  弟兄姊妹
[00:14:05.000 --> 00:14:08.000]  我想作出一些鼓勵
[00:14:08.000 --> 00:14:10.000]  我想說的是
[00:14:10.000 --> 00:14:17.000]  其實這裡想帶出的聖經教導
[00:14:17.000 --> 00:14:23.000]  就是關於人看別人的標準
[00:14:23.000 --> 00:14:30.000]  人看人是應該看比自己更寶貴
[00:14:30.000 --> 00:14:38.000]  可以說這是違反現在世俗的文化
[00:14:38.000 --> 00:14:42.000]  很多人都非常重視自己
[00:14:42.000 --> 00:14:44.000]  很看重自己的需要
[00:14:44.000 --> 00:14:48.000]  希望自己在眾人當中特別突出
[00:14:48.000 --> 00:14:52.000]  比其他人更受人擁戴、愛護
[00:14:52.000 --> 00:14:55.000]  身份是尊貴過人
[00:14:55.000 --> 00:14:57.000]  這些都是社會潮流
[00:14:57.000 --> 00:15:02.000]  或者商業傳媒時常高舉的文化
[00:15:02.000 --> 00:15:08.000]  我不是要反對人去追求成就或地位
[00:15:08.000 --> 00:15:13.000]  但是這些東西對教會的合一
[00:15:13.000 --> 00:15:17.000]  對信徒彼此建立是沒有用途的
[00:15:17.000 --> 00:15:21.000]  也對人心靈所追求的滿足沒有幫助
[00:15:21.000 --> 00:15:23.000]  弟兄姊妹
[00:15:23.000 --> 00:15:26.000]  菲勒比書這幾節的經文
[00:15:26.000 --> 00:15:32.000]  卻可以成為你和我待人的至理名言
[00:15:32.000 --> 00:15:40.000]  「禱要謙卑,看別人比自己寶貴」
[00:15:40.000 --> 00:15:48.000]  我想起以前見到一個漫畫故事
[00:15:48.000 --> 00:15:54.000]  天使帶著一個人去遊覽地獄
[00:15:54.000 --> 00:16:02.000]  去到地獄見到一些人在吃飯、用餐
[00:16:02.000 --> 00:16:07.000]  大家圍著一個很大的桌子
[00:16:07.000 --> 00:16:11.000]  食物滿佈在桌子上
[00:16:11.000 --> 00:16:13.000]  供應是很足夠的
[00:16:13.000 --> 00:16:15.000]  但很特別的是
[00:16:15.000 --> 00:16:21.000]  每個人用的餐具是很長很長的
[00:16:21.000 --> 00:16:25.000]  運用起來是很麻煩很困難的
[00:16:25.000 --> 00:16:31.000]  每個人很辛苦才夾到飯菜到自己的口中
[00:16:31.000 --> 00:16:36.000]  然後天使又帶這個人去到天堂參觀
[00:16:36.000 --> 00:16:43.000]  竟然在天堂裏看到很多人圍著一個大的餐桌吃飯
[00:16:43.000 --> 00:16:48.000]  同樣是用一些很長很長很長的餐具
[00:16:48.000 --> 00:16:53.000]  但不同的是那裏的人吃得很順利很開心
[00:16:53.000 --> 00:16:56.000]  因為那裏的人用很長的餐具
[00:16:56.000 --> 00:16:59.000]  彼此去餵其他人吃飯
[00:16:59.000 --> 00:17:03.000]  夾菜到別人的嘴巴
[00:17:03.000 --> 00:17:07.000]  而不是自顧自己去吃飯
[00:17:07.000 --> 00:17:10.000]  希望大家都可以領略到
[00:17:10.000 --> 00:17:15.000]  菲律賓書的經文帶給我們提醒
[00:17:15.000 --> 00:17:20.000]  我們謙卑,看別人給我們寶貴
[00:17:20.000 --> 00:17:25.000]  降低我們自己的身份去服侍人
[00:17:25.000 --> 00:17:29.000]  這個可以讓教會合一
[00:17:29.000 --> 00:17:33.000]  我們做一個結束的禱告
[00:17:33.000 --> 00:17:37.000]  親愛的主耶穌基督
[00:17:37.000 --> 00:17:42.000]  我們在聖禁再次看到你為我們罪人所做的救贖工作
[00:17:42.000 --> 00:17:48.000]  是因著無私的愛犧牲自己的行動
[00:17:48.000 --> 00:17:51.000]  讓我們可以得著救恩
[00:17:51.000 --> 00:17:55.000]  我們都希望可以學習你的心懷意念
[00:17:55.000 --> 00:17:59.000]  謙卑自己來服侍其他人
[00:17:59.000 --> 00:18:02.000]  將其他人看為寶貴
[00:18:02.000 --> 00:18:06.000]  因為每個人都是按著神的樣式所創造
[00:18:06.000 --> 00:18:09.000]  神都看人是尊貴的
[00:18:09.000 --> 00:18:13.000]  主啊,世上教導我們不要自私
[00:18:13.000 --> 00:18:15.000]  不要只顧自己的利益
[00:18:15.000 --> 00:18:18.000]  乃要顧念別人的需要
[00:18:18.000 --> 00:18:20.000]  求主幫助我們成長
[00:18:20.000 --> 00:18:25.000]  能夠在生活中更多放下自己
[00:18:25.000 --> 00:18:27.000]  為了主去服侍人
[00:18:27.000 --> 00:18:30.000]  我們這樣祈禱感恩交託
[00:18:30.000 --> 00:18:32.000]  奉耶穌基督的聖名祈求
[00:18:32.000 --> 00:18:34.000]  阿門
[00:18:34.000 --> 00:18:38.000]  弟兄姊妹,我們在下一集再見
[00:18:38.000 --> 00:18:40.000]  拜拜
[00:18:41.000 --> 00:18:43.000]  (字幕製作:貝爾)
[00:18:44.000 --> 00:18:46.000]  (字幕製作:貝爾)
[00:18:47.000 --> 00:18:49.000]  (字幕製作:貝爾)
[00:18:49.000 --> 00:18:51.000]  (字幕製作:貝爾)
[00:18:51.000 --> 00:18:53.000]  (字幕製作:貝爾)

