主耶穌,多謝祢賜效華語。。
所以有本地人在這個時候就會採摘那些小果類來吃,。
但是那些小果類到真正成熟的時候應該是六到十月,。
到那時候樹上就會有成熟的無花果,。
上耶路撒冷去朝聖的人,。
肚餓的時候就可以先採摘這些小果類來充飢,。
如果我們看原文的話,。
就會看到一個藥既然是這樣,。
應該可以這樣的結構在裡面,。
所以主耶穌其實是看到有葉子,。
所以他就想應該可以看到有小果類的狀態,。
主耶穌是看到樹上有葉子,。
所以就過去找一下果子,。
很合理,。
但是出人意外的竟然是這棵樹有葉子沒有果子,。
似乎主耶穌這次的行動不是一個無理的要求,。
其實主耶穌是想暗示以色列民當刻的屬靈情況,。
他和這棵有葉子沒有果子的樹很相似,。
當時以色列民是神的地上的代表,。
主耶穌是想指出以色列民當時的問題,。
因為當我們繼續看下去的話,。
在第十五至十七節裡面就知道。
這一班的宗教領袖搞到聖殿烏煙瘴氣,。
激到主耶穌要反枱,。
祭司、文士、法利賽人都是宗教的代表,。
他們的角色就是要讓人去認識神,。
過敬虔的生活,。
讓神的國在列邦裡面被人認識,。
但是他們已經去到一個只重律法,。
形式外表上勁虔,有外表而沒有內容,。
所以就贏得一個假冒為善的評價。。
在馬克福音七章六節裡面,。
主耶穌曾經用以塞亞的說話,。
斥責那些宗教領袖,。
指出他們去到一個只是用嘴唇去尊敬神,。
但是心卻是遠離神的境況。。
無花果樹有葉無果的光景,。
正是反映了以色列的屬靈狀況。。
如果我們按照詩篇第一篇所理解,。
「二人是屬神的人,。
他們喜愛耶和華的律法,。
晝夜思想的華,。
按時候去結果指,。
是一件理所當然會發生的事。」。
但是主耶穌指出以色列當時的屬靈情況,。
才是不合理。。
所以主耶穌就藉這個機會,。
去指出以色列當時有葉無果,。
實在是一件很不正常的事情。。
丙姐妹,。
今天你們的屬靈情況又是怎樣的呢?。
有沒有按時候去成長?。
又或者會不會有些營養不良,。
而結不出果子的情況呢?。
還是別人會因為你有好的屬靈特質,。
而被吸引來認識耶穌呢?。
剛才我不是說到,。
神給了我很多塊鐵,。
去磨這塊爛鐵嗎?。
磨到差不多的時候,。
神就要我開竅了。。
我很喜歡打羽毛球,。
但是有一次,。
因為打羽毛球的緣故,。
我在同一天裡,。
弄到兩隻腳都跛了。。
就是這樣,。
我要兩個月在家裡休養,。
在這段時間,。
我就被迫要停下來。。
我每天就看著我的那雙天殘腳,。
就反思了很多事情。。
我在問自己,。
我是不是還要這樣去過我的生活呢?。
只是以不同的活動來充斥我每一天,。
口說很愛神,。
很想服侍神,。
但是雙腳卻不是朝著我所說的方向去行。。
所以從那時起,。
我就向神納志,。
我要活出我所說的,。
盡量吧,。
學習不要只是以嘴唇來尊敬神,。
但是心卻遠離神的境況。。
最近我在《宣教日人》裡,。
看到一段來自基督使者協會總幹事柏友誠教授的分享,。
他說其實信徒每一天都要向自己傳福音,。
讓福音在我們生命裡內化,。
否則我們就沒有東西可以傳給別人了。。
丙姐妹,。
你有沒有不時去評估自己的生命成長進度?。
有沒有不時去為自己的屬靈生命度高呢?。
丙姐妹,。
主耶穌期望在我們的身上找到果子,。
但是如果找不到的話,。
就會令祂很失望。。
丙姐妹,。
你有沒有令到主耶穌失望?。
接下來,。
我就看到第三個學習,。
還有一個令我很害怕的學習。。
剛才說到主耶穌最後對那棵無花果樹說了幾句話,。
那結局究竟是怎樣呢?。
原來那棵無花果樹因為結不出果子之後,。
就被耶穌咒詛,。
就這樣那棵無花果樹枯萎了。。
這段引起我注意的位置就是第20節,。
他們從那裡經過,。
看到那棵無花果樹連根都枯乾了。。
其實在《馬太福音》21章18至20節裡,。
都有說過這個片段。。
但是《馬可福音》在11章裡,。
連根都枯乾了,。
其實是更加細緻地形容給我們聽,。
提醒了我們,。
如果生命不結出果子的話,。
就會變成整棵樹由根部開始枯萎。。
表達的是這棵樹完全枯萎,。
再沒有再生的機會。。
我在想,一個人信了主之後,。
會有什麼可以變成這樣呢?。
結果疫情幫助我思考到這一點。。
本來我們每個星期都可以回教會學習,。
只要你固定地回團契、崇拜,。
加上一些主的學,。
你都勉強可以說跟主有連結。。
但是一個病毒的突襲,。
所有的聚會都停了。。
有一段時間我們都不能夠有實體的聚會,。
慢慢地我們回教會的心都冷淡了。。
就好像希伯來書裡說的那些,。
我們開始停止聚會,。
就好像那些停止灌尿的人一樣。。
慢慢地我們就會跟神疏遠,。
甚至將神放下,。
被世俗的洪流沖走。。
如果我們平時只是靠導師的分享的話,。
來維持我們的屬靈生命,。
慢慢地我們就會不進則退了。。
所以如果我們要成長,。
是不可以單靠別人的分享的。。
我們要自己花功夫去讀經和祈禱。。
如果我們不警醒,。
就有機會整個的屬靈生命都枯萎了。。
頂姐妹,。
不知道你聽到這裡有什麼感覺?。
我再看下去我就很害怕了,。
因為主耶穌其實在經文裡宣佈一個審判。。
昔日主耶穌對那些不信,。
甚至乎要棄絕他的百姓,。
預言到之後聖殿將會被毀,。
神再不需要他們作代表了。。
對我們來說又如何呢?。
《馬太福音》21:43,。
主耶穌說道:。
「所以我告訴你們,。
神的國必從你們奪去,。
切割那能結出結果子的百姓。」。
另外在《馬太福音》3:10裡也說道:。
「現在苦子已經放在樹根下,。
凡不結好果子的樹就撼下來,。
凋在火裡。」。
神決定不再需要那些。
結不出果子的百姓來為他作代表,。
給我們其實是一個很大的提醒。。
我們千萬不要以為。
可以侍奉神,。
回教會做神的代表。
是理所當然的事。。
原來神隨時可以不用我們。。
如果我們不願意結出果子的話,。
神就會將本來屬於你的那份。
給那些願意結出果子的肢體。。
丙姐妹,我們要留意的。
就是主人蘇從來都沒有。
行過一個這麼負面的神蹟。。
他一向所行的神蹟。
都是讓接觸他的人得到醫治,。
或者被建立。。
這次他是一個摧毀性的神蹟。。
這個象徵性的行動。
是教導我們要敬虔地去度日。。
我們相信神是有慈愛的一面,。
但也不能忽視他公義的一面。。
耶穌對樹說:。
從今以後,永沒有人吃你的果子。。
他的門徒都聽到了,。
每天晚上他們都到城外去。。
早晨他們從那裡經過,。
看見無花果樹連根都枯乾了。。
彼得想起耶穌的話來,。
就對他說:。
拉比,請看,。
你所就的無花果樹已經枯乾了。。
如果我們生命不結出果子的話,。
可能隨時會被取替。。
弟兄姊妹,。
我相信沒有人想主耶穌再回來的時候,。
會像我被媽媽抓到那麼尷尬吧?。
但是我們可能會以為。
主耶穌很久都沒有回來,。
認為有很多時間,。
所以就容讓自己閒懶不結果子。。
弟兄姊妹,。
如果主耶穌今天就回來,。
你想祂在這裡看到你在做什麼?。
我們合上雙眼,安靜一會兒吧。。
神今天有沒有跟你說話?。
如果主耶穌今天就回來,。
你想祂看到你在做什麼?。
看到你打機?。
看劇集?。
還是很勤力地為祂作供結果子呢?。
此刻你向神祈禱,。
求神幫助你吧。。
親愛的主耶穌,。
多謝祢賜效話語。。
祢的說話幾千年來都是不變,。
對昔日的門徒,。
以色列人有幫助,。
今天對我們仍然作出提醒,。
求祢讓我們有認真的態度,。
來思考,。
去默想祢自己的話語,。
以致我們可以用寬廣、輕散的心,。
來面對這個世界,。
求主祢賜給我們願意聽道而行道的心,。
感謝祢,。
誰聽我們禱告,。
奉靠主耶穌基督,。
得聖名自祈求。。
阿門。。
