
[00:00:00.000 --> 00:00:03.480]  各位兄弟姐妹早晨 主內平安
[00:03:57.080 --> 00:03:58.560]  或者不講大話
[00:03:58.560 --> 00:04:01.480]  而是在講信心
[00:04:01.480 --> 00:04:04.360]  我希望今天就從一個信心的角度
[00:04:04.360 --> 00:04:06.200]  來跟大家一起去思想
[00:04:06.200 --> 00:04:09.120]  《約書亞記》第二章這段經文
[00:04:09.120 --> 00:04:14.800]  究竟帶給我們甚麼樣的亮光和教導
[00:04:14.800 --> 00:04:20.040]  第一方面我想跟大家去看的就是信心的洞見
[00:04:20.040 --> 00:04:23.760]  正如剛才我們所看的一段經文
[00:04:23.760 --> 00:04:27.440]  講到《約書亞記》
[00:04:27.440 --> 00:04:30.680]  當兩個探子去到耶利哥城的時候
[00:04:30.680 --> 00:04:33.480]  那些探子就被人發現了
[00:04:33.480 --> 00:04:39.280]  但是為甚麼拉俠願意伸出援手
[00:04:39.280 --> 00:04:44.320]  去幫助去保護這兩個探子呢?
[00:04:44.320 --> 00:04:47.640]  答案就在剛才大家所讀的一段經文
[00:04:47.640 --> 00:04:50.440]  第二章九到十一節
[00:04:50.440 --> 00:04:54.280]  因為這段經文很清楚讓我們明白
[00:04:54.280 --> 00:04:57.440]  拉俠有三件事
[00:04:57.440 --> 00:05:01.560]  第一方面 他聽見
[00:05:01.560 --> 00:05:04.880]  在《約書亞記》第二章第十節那裏說
[00:05:04.880 --> 00:05:07.840]  因為我們聽見你們出埃及的時候
[00:05:07.840 --> 00:05:13.480]  耶和華怎樣在你們前面使紅海的水乾了
[00:05:13.480 --> 00:05:16.880]  並且你們怎樣代約旦河東的兩個
[00:05:16.880 --> 00:05:20.040]  阿摩利王、西弘和鄂
[00:05:20.040 --> 00:05:24.200]  將他們進行毀滅
[00:05:24.200 --> 00:05:30.040]  原來拉俠一早已經聽聞以色列人自出埃及以後
[00:05:30.040 --> 00:05:32.040]  一路的事跡
[00:05:32.040 --> 00:05:34.960]  他們也知道在迦南人的眼中
[00:05:34.960 --> 00:05:40.320]  阿摩利王、西弘和鄂是擁有龐大的軍力
[00:05:40.320 --> 00:05:46.080]  但是竟然被一班流浪在抗野的以色列人
[00:05:46.080 --> 00:05:49.200]  全然的打敗
[00:05:49.200 --> 00:05:51.800]  這個不可思議的訊息
[00:05:51.800 --> 00:05:56.240]  一早原來已經傳遍在耶利哥城
[00:05:56.240 --> 00:05:58.640]  所以拉俠聽到
[00:05:58.640 --> 00:06:04.520]  在《文素記》第二十一章三十四到三十五節那裏記載
[00:06:04.520 --> 00:06:06.240]  耶和華對摩西說
[00:06:06.240 --> 00:06:07.160]  不要怕他
[00:06:07.160 --> 00:06:12.640]  因我已將他和他的眾民並他的地都交在你手中
[00:06:12.640 --> 00:06:14.720]  你要代他將從前
[00:06:14.720 --> 00:06:19.520]  代著犧實本的阿摩利王、西弘一般
[00:06:19.520 --> 00:06:22.720]  於是他們殺了他和他的眾子
[00:06:22.720 --> 00:06:24.720]  並他的眾民
[00:06:24.720 --> 00:06:26.400]  沒有一個
[00:06:26.400 --> 00:06:28.000]  沒有留下一個
[00:06:28.000 --> 00:06:31.200]  就得了他的地
[00:06:31.200 --> 00:06:34.960]  拉俠清楚聽到甚麼呢?
[00:06:34.960 --> 00:06:36.720]  拉俠清楚聽到
[00:06:36.720 --> 00:06:41.360]  只要耶和華神與以色列人同在
[00:06:41.360 --> 00:06:44.200]  以色列人就無堅不摧
[00:06:44.200 --> 00:06:47.480]  只要神的計劃與以色列人同在的時候
[00:06:47.480 --> 00:06:49.280]  沒有任何一個強國
[00:06:49.280 --> 00:06:53.400]  沒有任何一個軍隊是可以抵擋
[00:06:53.400 --> 00:07:00.400]  在這段經文亦都給我們看到拉俠不單止聽見
[00:07:00.400 --> 00:07:03.400]  他亦都知道
[00:07:03.400 --> 00:07:08.160]  所以在約書記第二章第九節那裏這樣說
[00:07:08.160 --> 00:07:11.520]  我知道耶和華已經把這地賜給你們
[00:07:11.520 --> 00:07:13.520]  並且因你們的緣故
[00:07:13.520 --> 00:07:15.520]  我們都驚慌了
[00:07:15.520 --> 00:07:18.920]  這地的一切居民在你們面前
[00:07:18.920 --> 00:07:22.440]  心都消化了
[00:07:22.440 --> 00:07:24.240]  新普及譯本這樣譯
[00:07:24.240 --> 00:07:26.120]  他說我們都懼怕你們
[00:07:26.120 --> 00:07:32.280]  這裏的每一個人都活在恐懼之中
[00:07:32.280 --> 00:07:35.080]  雖然聖經沒有詳細講述
[00:07:35.080 --> 00:07:38.280]  但是拉俠很清楚地表達
[00:07:38.280 --> 00:07:40.800]  他已經知道耶和華神
[00:07:40.800 --> 00:07:46.440]  將迦南地交在以色列人的手中
[00:07:46.440 --> 00:07:48.040]  如果我們看英文版本
[00:07:48.040 --> 00:07:50.840]  他用了「has given」
[00:07:50.840 --> 00:07:52.760]  是已經完成了
[00:07:52.760 --> 00:07:55.480]  已經交在你們的手裏面
[00:07:55.480 --> 00:08:00.200]  還知道這個不單止是將耶利哥城交在他們的手裏面
[00:08:00.200 --> 00:08:07.800]  還是怎樣?是整個迦南地已經交在你們的手裏面
[00:08:07.800 --> 00:08:10.000]  拉俠不單止聽見
[00:08:10.000 --> 00:08:13.320]  他知道,他很清楚知道
[00:08:13.320 --> 00:08:18.840]  這個是將要出現的一個事實
[00:08:18.840 --> 00:08:20.120]  第三方面
[00:08:20.120 --> 00:08:23.240]  拉俠不單止聽見、知道
[00:08:23.240 --> 00:08:27.080]  他也相信
[00:08:27.080 --> 00:08:29.560]  在約書記第二章十一節那裏說
[00:08:29.560 --> 00:08:35.400]  「耶和華你的神本是上天下地的神」
[00:08:35.400 --> 00:08:37.080]  一句很平凡的說話
[00:08:37.080 --> 00:08:39.400]  對於信的人來講沒有甚麼特別
[00:08:39.400 --> 00:08:42.120]  但是對於一個外邦的女子來講
[00:08:42.120 --> 00:08:45.160]  這個確是一個很驚人的說話
[00:08:45.160 --> 00:08:48.760]  在一個充滿了不信耶華神的城市
[00:08:48.760 --> 00:08:53.960]  在一個充滿了拜偶像、拜多神的一個環境裏面
[00:08:53.960 --> 00:08:56.520]  一個外邦的女子
[00:08:56.520 --> 00:08:59.480]  這句說話絕對不平凡
[00:08:59.480 --> 00:09:03.640]  在一個從未嘗過麻辣的味道
[00:09:03.640 --> 00:09:07.080]  從未在曠野看見雲柱、火柱
[00:09:07.080 --> 00:09:10.440]  那種令人驚訝的經歷
[00:09:10.440 --> 00:09:14.440]  他能夠講出一句這樣的說話
[00:09:14.440 --> 00:09:17.640]  可以看出拉俠對神那種信心
[00:09:17.640 --> 00:09:22.040]  這個我們可以說是拉俠對神的一個認信
[00:09:22.040 --> 00:09:27.400]  承認耶華神就是唯一的神
[00:09:27.400 --> 00:09:34.040]  拉俠在信心上面的看見、聽見、知道、相信
[00:09:34.040 --> 00:09:41.880]  不單止令他決定伸出援手去幫這兩個探子
[00:09:41.880 --> 00:09:45.240]  他的信心更是讓那兩個探子
[00:09:45.240 --> 00:09:48.680]  全然地去相信他
[00:09:48.680 --> 00:09:53.160]  因為約書亞記二章23到24節那裏描述
[00:09:53.160 --> 00:09:54.840]  他說當那些探子回去之後
[00:09:54.840 --> 00:09:56.680]  他們對約書亞怎樣說呢?
[00:09:56.680 --> 00:09:59.240]  他們說二人就下山回來
[00:09:59.240 --> 00:10:03.240]  過了河到亂的遺址約書亞那裏
[00:10:03.240 --> 00:10:06.760]  向他述說所遭遇的一切事
[00:10:06.760 --> 00:10:08.600]  又對約書亞說
[00:10:08.600 --> 00:10:15.880]  耶華說果然將那全地交在我們手中
[00:10:15.880 --> 00:10:18.760]  如果你有留心
[00:10:18.760 --> 00:10:25.560]  這兩個探子只不過是重覆拉俠對他說的話
[00:10:25.560 --> 00:10:27.880]  一個素未謀面的人
[00:10:27.880 --> 00:10:34.600]  一個人看來在社會上面是被人唾棄的一個人
[00:10:34.600 --> 00:10:41.480]  竟然令兩個探子全然地相信
[00:10:41.480 --> 00:10:45.960]  如果你還記得經文的記載
[00:10:45.960 --> 00:10:50.440]  以色列人曾經也都猜派一些探子
[00:10:50.440 --> 00:10:51.640]  你記不記得?
[00:10:51.640 --> 00:10:54.200]  上一次是猜派多少個?
[00:10:54.200 --> 00:10:55.960]  是十二個探子
[00:10:55.960 --> 00:10:57.720]  大約在四十年前
[00:10:57.720 --> 00:10:59.640]  在這件事件的四十年前
[00:10:59.640 --> 00:11:02.120]  當時摩西要窺探迦南地
[00:11:02.120 --> 00:11:05.240]  所以他打發了十二個探子
[00:11:05.240 --> 00:11:08.440]  當中亦都包括了約書亞
[00:11:08.440 --> 00:11:11.640]  這十二個探子經過四十日的視察
[00:11:11.640 --> 00:11:13.720]  他們回來怎樣回報呢?
[00:11:13.720 --> 00:11:16.040]  我們一起讀一段經文
[00:11:16.040 --> 00:11:18.040]  那地的民強壯
[00:11:18.040 --> 00:11:20.600]  誠一也堅固寬大
[00:11:20.600 --> 00:11:25.720]  我們所窺探經過之地是吞吃居民之地
[00:11:25.720 --> 00:11:30.600]  我們在那裡所看見的人民都身量高大
[00:11:30.600 --> 00:11:35.320]  我們在那裡看見阿納族人就是偉人
[00:11:35.320 --> 00:11:37.720]  他們是偉人的後裔
[00:11:37.720 --> 00:11:43.560]  據我們看自己就如蚱蜢一樣
[00:11:43.560 --> 00:11:47.880]  兩個的猜派探子雖然人數不一樣
[00:11:47.880 --> 00:11:50.680]  但都是同一個的目的
[00:11:50.680 --> 00:11:54.040]  就是去探測這個敵情
[00:11:54.040 --> 00:11:59.560]  去看一下他們將要攻陷那個地方的虛實是怎樣
[00:11:59.560 --> 00:12:05.400]  但是它是出現了兩個截然不同的回報
[00:12:05.400 --> 00:12:09.320]  十二個探子我們看見他們只是看見敵人的強勁
[00:12:09.320 --> 00:12:11.000]  誠一的堅固
[00:12:11.000 --> 00:12:13.640]  環境的惡劣
[00:12:13.640 --> 00:12:16.840]  但是這次這兩個探子
[00:12:16.840 --> 00:12:20.120]  卻是藉著拉合的信心
[00:12:20.120 --> 00:12:21.800]  藉著拉合的口
[00:12:21.800 --> 00:12:27.400]  讓他看到有神的應許和神的同在
[00:12:27.400 --> 00:12:29.640]  拉合信心的洞見
[00:12:29.640 --> 00:12:30.840]  去感染了
[00:12:30.840 --> 00:12:35.640]  亦都讓這兩個探子深深地去相信
[00:12:35.640 --> 00:12:37.640]  只要神同在的時候
[00:12:37.640 --> 00:12:39.720]  甚麼都不需要害怕
[00:12:39.720 --> 00:12:43.320]  兩對探子的回報
[00:12:43.320 --> 00:12:47.160]  一班的探子只是聚焦在困難
[00:12:47.160 --> 00:12:49.080]  聚焦在不可能
[00:12:49.080 --> 00:12:53.960]  聚焦在不知道怎樣去做
[00:12:53.960 --> 00:12:58.520]  但是另外這兩個探子的回報
[00:12:58.520 --> 00:13:02.920]  卻是聚焦在神的身上
[00:13:02.920 --> 00:13:07.160]  丁姐妹你覺不覺得很諷刺
[00:13:07.160 --> 00:13:10.920]  兩個相信神的以色列人
[00:13:10.920 --> 00:13:15.320]  竟然是由一個不相信耶和神的外邦女子
[00:13:15.320 --> 00:13:17.000]  去告訴他們
[00:13:17.000 --> 00:13:19.800]  他們的神是多麼的偉大
[00:13:19.800 --> 00:13:23.480]  他們的神是多麼的信神
[00:13:23.480 --> 00:13:27.560]  你不覺得很諷刺嗎?
[00:13:27.560 --> 00:13:30.280]  但是這段經文它是提醒我們
[00:13:30.280 --> 00:13:33.880]  原來我們的信心就是這麼膚淺
[00:13:33.880 --> 00:13:37.320]  我們的信心常常只是單體環境
[00:13:37.320 --> 00:13:40.360]  原來我們的信心就是這麼容易動搖
[00:13:40.360 --> 00:13:44.120]  我們的信心就是這麼經不起考驗
[00:13:44.120 --> 00:13:47.400]  丁姐妹不要以為我們自己的信心很大
[00:13:47.400 --> 00:13:51.960]  不要以為我們的信心比身邊周圍的人強
[00:13:51.960 --> 00:13:56.360]  不要以為我們在信仰上的根基很穩妥
[00:13:56.360 --> 00:14:02.280]  不要以為我們的信心可以經得起任何風吹雨打
[00:14:02.280 --> 00:14:04.520]  因為這段經文讓我們看到
[00:14:04.520 --> 00:14:10.600]  原來有時我們的信心比一個未信的人都不如
[00:14:10.600 --> 00:14:17.480]  比一個未信的人都不如
[00:14:17.480 --> 00:14:21.560]  因為如果我們的信心只是建基在
[00:14:21.560 --> 00:14:28.600]  困難、不可能、不可行周圍的環境的時候
[00:14:28.600 --> 00:14:32.520]  我們就好像那十二個探子的回報那樣
[00:14:32.520 --> 00:14:36.600]  但是原來當我們好像拉合有這番動見
[00:14:36.600 --> 00:14:39.000]  我們聽見、我們知道
[00:14:39.000 --> 00:14:44.680]  並且去確信神的應許和祂的實在的時候
[00:14:44.680 --> 00:14:49.000]  我們的視野就完全不一樣
[00:14:49.000 --> 00:14:54.280]  我們的視野就完全不一樣
[00:14:54.280 --> 00:14:57.160]  第二方面想和大家去思想的
[00:14:57.160 --> 00:15:00.680]  就是信心的行動
[00:15:00.680 --> 00:15:07.320]  剛才我們明白了拉合為什麼願意去幫這兩個探子的原因
[00:15:07.320 --> 00:15:10.840]  但是當我們去看整個過程的時候
[00:15:10.840 --> 00:15:16.040]  我們看到拉合其實是冒著極大的風險
[00:15:16.040 --> 00:15:18.120]  不如我們一起來讀
[00:15:18.120 --> 00:15:21.160]  約書亞記第二章一到第七節
[00:15:21.160 --> 00:15:25.080]  在大家聖經裏面第二章一到第七節
[00:15:25.080 --> 00:15:27.720]  我們一起讀這段經文
[00:15:27.720 --> 00:15:36.200]  請「當下亂的兒子約書亞和撒平暗暗打發兩個人作探子」
[00:15:36.200 --> 00:15:40.840]  「你們去窺探那地和耶利哥」
[00:15:40.840 --> 00:15:42.840]  「於是二人去了」
[00:15:42.840 --> 00:15:46.280]  「來到一個寄裏名叫拉合的家裏」
[00:15:46.280 --> 00:15:48.600]  「就在那裏躺臥」
[00:15:48.600 --> 00:15:51.240]  「有人告訴耶利哥王說」
[00:15:51.240 --> 00:15:55.720]  「今夜有以色列人來到這裏窺探此地」
[00:15:55.720 --> 00:15:59.240]  「耶利哥王打發人去見拉合說」
[00:15:59.240 --> 00:16:03.960]  「那來到你這裏盡了你家的人要交出來」
[00:16:03.960 --> 00:16:07.000]  「因為他們來窺探全地」
[00:16:07.000 --> 00:16:10.840]  「人將二人躺臥就回答說」
[00:16:10.840 --> 00:16:13.400]  「那人果然到我這裏來」
[00:16:13.400 --> 00:16:16.840]  「他們是那裏來的我卻不知道」
[00:16:16.840 --> 00:16:21.000]  「天黑要關城門的時候他們出去了」
[00:16:21.000 --> 00:16:23.720]  「往那裏去我卻不知道」
[00:16:23.720 --> 00:16:28.040]  「你們快快地去追趕就必追上」
[00:16:28.040 --> 00:16:31.480]  「先是女人領二人上了房頂」
[00:16:31.480 --> 00:16:35.560]  「將他們藏在那裏所擺的磨階中」
[00:16:35.560 --> 00:16:40.920]  「那些人就往約旦河的渡口追趕他們去了」
[00:16:40.920 --> 00:16:46.200]  「追趕他們的人一出去城門就關了」
[00:16:46.200 --> 00:16:51.240]  正如我所講是一個很充滿了危機
[00:16:51.240 --> 00:16:53.240]  很戲劇性的一個描述
[00:16:54.440 --> 00:17:00.840]  原文說約書亞暗中去猜探兩個探子
[00:17:00.840 --> 00:17:06.040]  只有約書亞和兩個探子知道這件事情
[00:17:06.040 --> 00:17:08.680]  當這兩個探子以為神不知鬼不過
[00:17:08.680 --> 00:17:13.880]  進入到耶利哥城的時候
[00:17:13.880 --> 00:17:15.880]  沒多久就被人發現
[00:17:15.880 --> 00:17:19.800]  其實你看看探子的計謀他很周詳的
[00:17:19.800 --> 00:17:22.040]  他不去普通一個人的家
[00:17:22.040 --> 00:17:24.040]  他一去就去哪個?
[00:17:24.040 --> 00:17:27.320]  去一個妓女的家
[00:17:27.320 --> 00:17:28.840]  因為大家都會明白
[00:17:28.840 --> 00:17:33.320]  妓女工作的地方是隨時很多人出出入入的
[00:17:33.320 --> 00:17:35.080]  那些人是不會相識的
[00:17:35.080 --> 00:17:38.040]  大家亦都不會問大家是怎樣的
[00:17:38.040 --> 00:17:42.520]  這個正好就是躲藏的地方
[00:17:42.520 --> 00:17:46.200]  當他們以為自己的計謀算盡的時候
[00:17:46.200 --> 00:17:49.240]  但是竟然是行藏敗露
[00:17:49.240 --> 00:17:54.520]  然後王就立刻差一些人去找他們
[00:17:54.520 --> 00:17:56.520]  拉合都很聰明
[00:17:56.520 --> 00:17:58.840]  他沒有否認那些人來到
[00:17:58.840 --> 00:18:03.160]  但只不過他沒有將整個故事講出來
[00:18:03.160 --> 00:18:05.160]  他就說那些人來了
[00:18:05.160 --> 00:18:06.360]  我不知道他們是怎樣的
[00:18:06.360 --> 00:18:09.080]  但是我知道他們已經走了
[00:18:09.080 --> 00:18:11.720]  然後他和王的追兵說
[00:18:11.720 --> 00:18:14.840]  如果是你追他們的時候快點去追
[00:18:14.840 --> 00:18:18.840]  因為城門就快要關了
[00:18:18.840 --> 00:18:20.600]  然後那些追兵聽了他說
[00:18:20.600 --> 00:18:22.600]  馬上就追出去了
[00:18:22.600 --> 00:18:24.600]  雖然不知道去哪裏
[00:18:24.600 --> 00:18:27.080]  那些追兵一出城門
[00:18:27.080 --> 00:18:31.240]  門就關上
[00:18:31.240 --> 00:18:34.680]  如果你明白城門在晚上要關上
[00:18:34.680 --> 00:18:37.640]  要等第二天再開
[00:18:37.640 --> 00:18:41.160]  你就會明白其實拉合是多麼聰明
[00:18:41.160 --> 00:18:44.040]  你就會明白其實當城門關上的時候
[00:18:44.040 --> 00:18:47.400]  那些追兵就不會再去拉合家裡去找他
[00:18:47.400 --> 00:18:49.160]  去找那些探子
[00:18:49.160 --> 00:18:53.560]  起碼暫時他們是安全的
[00:18:53.560 --> 00:18:55.320]  但是你又會知道
[00:18:55.320 --> 00:18:57.000]  如果那些兵沒有追
[00:18:57.000 --> 00:18:58.520]  沒有聽拉合所講
[00:18:58.520 --> 00:19:02.440]  他們繼續去很仔細去找的時候
[00:19:02.440 --> 00:19:05.720]  拉合就要壓上自己的生命
[00:19:05.720 --> 00:19:08.360]  去冒這個險
[00:19:08.360 --> 00:19:11.800]  所以這個是一個生死存亡的決定
[00:19:11.800 --> 00:19:16.520]  幫探子是一個生死存亡的決定
[00:19:16.520 --> 00:19:19.080]  另外一個是不簡單的行動
[00:19:19.080 --> 00:19:21.320]  就是他要勸服他的家人
[00:19:21.320 --> 00:19:24.040]  去拉合自己的家裡
[00:19:24.040 --> 00:19:27.240]  去等那些人來救他
[00:19:27.240 --> 00:19:30.920]  約書亞記第二章第十八節
[00:19:30.920 --> 00:19:32.200]  這樣形容
[00:19:32.200 --> 00:19:34.360]  他說我們來到這裏的時候
[00:19:34.360 --> 00:19:39.960]  你要把這條珠紅線繩繫在隨我們下去的窗戶上
[00:19:39.960 --> 00:19:47.400]  並要使你的父母、弟兄和你父的全家都聚集在你家中
[00:19:47.400 --> 00:19:51.080]  這個是兩個探子和拉合講出的條件
[00:19:51.080 --> 00:19:54.360]  就是如果你想我們去救你全家的時候
[00:19:54.360 --> 00:19:57.320]  你必須要聚集你全家所有的人
[00:19:57.320 --> 00:20:01.080]  來到你的家裡
[00:20:01.080 --> 00:20:03.800]  如果我們細心去看看這個描述的時候
[00:20:03.800 --> 00:20:05.240]  我們會明白
[00:20:05.240 --> 00:20:08.360]  由於職業上、由於工作上的關係
[00:20:08.360 --> 00:20:13.240]  拉合我相信他不是和他的家人住
[00:20:13.240 --> 00:20:15.640]  而在當時
[00:20:15.640 --> 00:20:17.720]  他的家人也都知道他的工作
[00:20:17.720 --> 00:20:19.480]  可能會鄙視他
[00:20:19.480 --> 00:20:22.200]  可能會疏遠他
[00:20:22.200 --> 00:20:23.800]  所以他的家人
[00:20:23.800 --> 00:20:27.320]  我相信基本上一定不是和他一起住
[00:20:27.320 --> 00:20:33.880]  可能散居在耶利哥城各個不同的地方
[00:20:33.880 --> 00:20:39.960]  但是去到《約書記》第六章第25節那裏怎麽去形容呢?
[00:20:39.960 --> 00:20:43.320]  「約斯亞卻把妓女拉合與她夫家
[00:20:43.320 --> 00:20:47.640]  並她所有的都救活了」
[00:20:47.640 --> 00:20:49.400]  很清楚
[00:20:49.400 --> 00:20:53.080]  他爸爸或者是他的兄弟姐妹
[00:20:53.080 --> 00:20:55.880]  是聽了拉合所講
[00:20:55.880 --> 00:20:58.840]  真的去到他家裡去等候
[00:20:58.840 --> 00:21:01.400]  當約書亞攻城的時候
[00:21:01.400 --> 00:21:06.200]  就在他家裡等待救援
[00:21:06.200 --> 00:21:09.240]  這段的記載讓我們看到
[00:21:09.240 --> 00:21:11.480]  拉合堅強的信心
[00:21:11.480 --> 00:21:13.480]  堅定的信念
[00:21:13.480 --> 00:21:14.680]  他的感染力
[00:21:14.680 --> 00:21:17.640]  不單止去感染了兩個探子
[00:21:17.640 --> 00:21:20.520]  讓他們傳言的相信
[00:21:20.520 --> 00:21:25.640]  他也都令他每一個家人去相信
[00:21:25.640 --> 00:21:27.160]  你看多難啊
[00:21:27.160 --> 00:21:29.480]  一路來講他們都看不起拉合的
[00:21:29.480 --> 00:21:32.680]  一路可能跟他疏遠的
[00:21:32.680 --> 00:21:35.160]  今天拉合跟他說
[00:21:35.160 --> 00:21:37.720]  會有救援來到
[00:21:37.720 --> 00:21:39.000]  他會不會相信呢?
[00:21:39.000 --> 00:21:42.280]  還要是不是在他自己的安樂窩
[00:21:42.280 --> 00:21:44.520]  還要去到他家裡
[00:21:44.520 --> 00:21:47.000]  多難相信呢?
[00:21:47.000 --> 00:21:50.520]  但是拉合的行動
[00:21:50.520 --> 00:21:53.080]  他是令到他身邊的人
[00:21:53.080 --> 00:21:55.400]  沒有疑惑
[00:21:55.400 --> 00:21:57.160]  這段經文讓我們看到
[00:21:57.160 --> 00:22:00.200]  信心不是頭腦上面的認知
[00:22:00.200 --> 00:22:05.560]  信心是必須是加上實際的行動
[00:22:05.560 --> 00:22:08.440]  希伯來書當講到信心的時候
[00:22:08.440 --> 00:22:11.560]  他這樣描述
[00:22:11.560 --> 00:22:13.160]  他說「挪亞因著信
[00:22:13.160 --> 00:22:16.760]  既蒙神指示他未見的事
[00:22:16.760 --> 00:22:19.000]  動了敬畏的心
[00:22:19.000 --> 00:22:22.760]  預備了一隻方舟」
[00:22:22.760 --> 00:22:25.320]  都未開始下雨
[00:22:25.320 --> 00:22:28.280]  你怎麼猜到將來會是可以
[00:22:28.280 --> 00:22:32.680]  成為可以有水泊得起的方舟
[00:22:32.680 --> 00:22:36.280]  只會身邊的人恥笑他
[00:22:36.280 --> 00:22:38.520]  「阿伯拉罕因著信蒙照的時候
[00:22:38.520 --> 00:22:40.200]  就遵命出去
[00:22:40.200 --> 00:22:43.400]  往將來要得為業的地方去
[00:22:43.400 --> 00:22:45.480]  出去的時候
[00:22:45.480 --> 00:22:48.360]  還不知往那裡去
[00:22:48.360 --> 00:22:49.960]  都不知去邊
[00:22:49.960 --> 00:22:51.960]  就聽神的吩咐
[00:22:51.960 --> 00:22:56.760]  收拾行裝就起行」
[00:22:56.760 --> 00:22:58.600]  各位姐妹
[00:22:58.600 --> 00:23:00.760]  神的挑戰來到的時候
[00:23:00.760 --> 00:23:05.720]  我們真的不會知道前面的路怎麼走
[00:23:05.720 --> 00:23:08.760]  我想大家都很熟悉約伯記
[00:23:08.760 --> 00:23:11.880]  大家還記不記得約伯記最後結局是怎樣
