
[00:00:00.000 --> 00:00:03.820]  是的 鼎姐妹 午安
[00:02:45.540 --> 00:02:48.580]  你要我們怎麼做好
[00:02:48.580 --> 00:02:53.300]  無論是父母還是子女的角色
[00:02:53.300 --> 00:02:57.300]  主要我們更加看到在教會裏面
[00:02:57.300 --> 00:03:01.140]  我們怎麼去彼此的影響
[00:03:01.140 --> 00:03:03.880]  主求你在當中去幫助人們
[00:03:03.880 --> 00:03:07.520]  我們將會透過教堂獨斷名球 阿門
[00:03:07.520 --> 00:03:11.820]  我們一起讀一下這四節經文
[00:03:11.820 --> 00:03:15.940]  《已不鎖書》六章一至四節
[00:03:15.940 --> 00:03:20.400]  這次我們主要讀中文
[00:03:20.400 --> 00:03:23.000]  我們一起完成這四節經文
[00:03:23.000 --> 00:03:24.320]  1、2、3
[00:03:24.320 --> 00:03:26.280]  「你們作兒女的
[00:03:26.280 --> 00:03:29.040]  要在主裡聽從父母
[00:03:29.040 --> 00:03:31.360]  這是理所當然的
[00:03:31.360 --> 00:03:36.020]  要孝敬父母使你得福在世長壽
[00:03:36.020 --> 00:03:39.440]  這是第一條大英雄的誡命
[00:03:39.440 --> 00:03:43.320]  你們作父親的不要惹子女的氣
[00:03:43.320 --> 00:03:48.800]  只要照著主的教訓和警戒養育他們」
[00:03:48.800 --> 00:03:54.300]  今天的講道主要是分兒女篇和父母篇
[00:03:54.300 --> 00:03:58.600]  我們先看保羅對兒女的呼籤
[00:03:58.600 --> 00:04:03.580]  他說「你們作兒女的要在主裡聽從父母
[00:04:03.580 --> 00:04:05.320]  這是理所當然的
[00:04:05.320 --> 00:04:09.900]  要孝敬父母使你得福在世長壽
[00:04:09.900 --> 00:04:13.860]  這是第一條大英雄的誡命」
[00:04:13.860 --> 00:04:16.060]  短短三節經文
[00:04:16.060 --> 00:04:22.620]  是整段家庭的規範裏面第二組的關係
[00:04:22.620 --> 00:04:25.440]  接住了夫妻之後
[00:04:25.440 --> 00:04:28.080]  獨人和主人之前
[00:04:28.080 --> 00:04:31.140]  雖然篇幅比夫妻少
[00:04:31.140 --> 00:04:34.640]  但是色經同樣的重要
[00:04:34.640 --> 00:04:38.940]  因為保羅是將五章十五至二十一節
[00:04:38.940 --> 00:04:42.760]  在聖靈裏面我們要過一個智慧的生活
[00:04:42.760 --> 00:04:47.440]  具體地落實在家庭最基本的關係
[00:04:47.440 --> 00:04:53.480]  有幾個詞語很想和大家一起去探討
[00:04:53.480 --> 00:04:56.620]  保羅說到「作兒女」
[00:04:56.620 --> 00:04:59.960]  這個不單單是一個稱呼
[00:04:59.960 --> 00:05:02.420]  而是說到是一個關係
[00:05:02.420 --> 00:05:05.800]  是指到仍然依賴父母
[00:05:05.800 --> 00:05:08.100]  未完全獨立的人
[00:05:08.100 --> 00:05:12.960]  保羅正在針對那些仍然在父母權力之下
[00:05:12.960 --> 00:05:17.420]  仍然在成長學習階段的孩子
[00:05:17.420 --> 00:05:21.820]  仍然需要被教導、被引導的兒女
[00:05:21.820 --> 00:05:24.300]  但是更加重要的是
[00:05:24.300 --> 00:05:29.100]  保羅是向教會裏面的兒女說話
[00:05:29.100 --> 00:05:31.420]  這一點是很重要的
[00:05:31.420 --> 00:05:34.540]  初期的教會聚會裏面
[00:05:34.540 --> 00:05:36.640]  就不會像現在這樣
[00:05:36.640 --> 00:05:38.460]  兒童有兒童主日賀
[00:05:38.460 --> 00:05:41.140]  青少年有青少年聚會
[00:05:41.140 --> 00:05:44.540]  當時的信徒家庭是一起敬拜
[00:05:44.540 --> 00:05:45.940]  一起聽道
[00:05:45.940 --> 00:05:48.300]  所以保羅寫這篇信的時候
[00:05:48.300 --> 00:05:53.820]  是假設兒女是教會的一部份
[00:05:53.820 --> 00:05:57.460]  兒女亦都是聽道的人
[00:05:57.460 --> 00:06:02.900]  兒女是需要回應神話語的人
[00:06:02.900 --> 00:06:06.300]  一向橫教會都有一個觀念
[00:06:06.300 --> 00:06:08.540]  或者有一個做法
[00:06:08.540 --> 00:06:14.220]  就是兒童侍工不用特別請一個童工去做
[00:06:14.220 --> 00:06:17.660]  那通常是誰去做的 弟兄姊妹?
[00:06:17.660 --> 00:06:19.380]  通常就是請一個牧師
[00:06:19.380 --> 00:06:24.060]  然後就問他:你太太擅不擅長做兒童侍工?
[00:06:24.060 --> 00:06:25.420]  如果擅長的話
[00:06:25.420 --> 00:06:30.620]  其實那句話就是:我們想你買一送一
[00:06:30.620 --> 00:06:36.940]  這個觀念對我們今天很重要
[00:06:36.940 --> 00:06:40.700]  兒童不是供屬品
[00:06:40.700 --> 00:06:44.620]  是在神家裏真正的成員
[00:06:44.620 --> 00:06:47.740]  他們可能未完全明白信仰
[00:06:47.740 --> 00:06:53.100]  但是已經在教會裏面被牧養、被引導
[00:06:53.100 --> 00:06:55.300]  在過去的侍奉日子裏面
[00:06:55.300 --> 00:07:00.900]  其中一個女孩子給我留下一個深刻的印象
[00:07:00.900 --> 00:07:05.980]  她是從媽媽的肚子裏已經回教會了
[00:07:05.980 --> 00:07:09.900]  我想問這裏是否有很多是從媽媽的肚子裏
[00:07:09.900 --> 00:07:11.580]  已經回教會的?
[00:07:11.580 --> 00:07:14.220]  可以給一些示意嗎?
[00:07:14.220 --> 00:07:18.860]  都沒有的 沒有理由的
[00:07:18.860 --> 00:07:22.060]  今天特別青少年和我們一起
[00:07:22.060 --> 00:07:29.580]  這個女孩子是從媽媽的肚子裏已經回教會了
[00:07:29.580 --> 00:07:36.500]  媽媽和爸爸都是很多活動的人
[00:07:36.500 --> 00:07:40.020]  星期天回教會是其中一項活動
[00:07:40.020 --> 00:07:43.460]  還有其它各方面的活動
[00:07:43.460 --> 00:07:45.820]  所以在這個小朋友裏面
[00:07:45.820 --> 00:07:52.300]  他的成長不是每個星期都回教會的
[00:07:52.300 --> 00:07:55.580]  但是去到四年級的時候
[00:07:55.580 --> 00:07:57.980]  有一天他媽媽和他說
[00:07:57.980 --> 00:08:02.260]  「我們今天不回教會,我們今天去哪裏玩?」
[00:08:02.260 --> 00:08:07.180]  這個小朋友就因為在教會學習了一些真理
[00:08:07.180 --> 00:08:10.940]  他那天就鼓起勇氣和媽媽說
[00:08:10.940 --> 00:08:13.260]  「不如你送我回教會」
[00:08:13.260 --> 00:08:15.100]  「然後你自己去玩」
[00:08:15.100 --> 00:08:20.220]  「你玩完你一點鐘再回來接我行不行?」
[00:08:20.220 --> 00:08:21.820]  面對著這個要求
[00:08:21.820 --> 00:08:24.980]  家長們你怎樣選擇?
[00:08:24.980 --> 00:08:28.380]  玩還是回教會?
[00:08:28.380 --> 00:08:30.060]  很難回答
[00:08:30.060 --> 00:08:32.420]  約好了
[00:08:32.420 --> 00:08:38.500]  最後這個媽媽就選擇和女兒一起回教會
[00:08:38.500 --> 00:08:41.340]  但是回來就馬上和我說
[00:08:41.340 --> 00:08:44.060]  「我女兒今天和我說了一些這樣的東西」
[00:08:44.060 --> 00:08:46.300]  其實下一句可能就是心裏想
[00:08:46.300 --> 00:08:49.060]  「是不是你教她的?」
[00:08:49.060 --> 00:08:52.380]  但是我覺得對這個女孩子來說
[00:08:52.380 --> 00:08:54.460]  不是人去影響她
[00:08:54.460 --> 00:08:57.220]  是神的話語去吸引她
[00:08:57.220 --> 00:09:02.340]  以致她有這個勇氣去和她父母說
[00:09:02.340 --> 00:09:06.500]  「我很想回教會認識耶穌」
[00:09:06.500 --> 00:09:09.660]  早兩天在哈勞基小組裏面
[00:09:09.660 --> 00:09:11.780]  有弟兄帶我們去看一本
[00:09:11.780 --> 00:09:15.580]  已故的楊木菊牧師的書
[00:09:15.580 --> 00:09:21.220]  書名叫《亂世風言:耶穌比喻的現代言》
[00:09:21.220 --> 00:09:26.380]  當天弟兄就帶我們去看浪子的比喻
[00:09:26.380 --> 00:09:28.060]  我在這裏不詳細說
[00:09:28.060 --> 00:09:30.060]  大家都知道浪子的比喻就是
[00:09:30.060 --> 00:09:32.380]  小孩子拿了父親的錢
[00:09:32.380 --> 00:09:34.980]  然後出去玩完
[00:09:34.980 --> 00:09:37.980]  沒有錢又回來
[00:09:37.980 --> 00:09:43.220]  楊牧師他在那個比喻裏面提到
[00:09:43.220 --> 00:09:48.540]  大兒子對他的弟弟回來的回應
[00:09:48.540 --> 00:09:54.060]  他表達哥哥是一個局外人
[00:09:54.060 --> 00:09:56.420]  他更加在書中提到
[00:09:56.420 --> 00:10:01.260]  其實教會都可能有很多局外人
[00:10:01.260 --> 00:10:03.820]  這些局外人是誰?
[00:10:03.820 --> 00:10:08.020]  就是弟兄姐妹你們回來認識主
[00:10:08.020 --> 00:10:09.620]  一路成長
[00:10:09.620 --> 00:10:12.820]  然後去到結婚、生孩子
[00:10:12.820 --> 00:10:15.900]  你帶著你的下一代回來
[00:10:15.900 --> 00:10:18.980]  這一幫第二代信徒
[00:10:18.980 --> 00:10:21.340]  他們從小就在教會
[00:10:21.340 --> 00:10:26.340]  但是他們是很容易成為教會的局外人
[00:10:26.340 --> 00:10:29.140]  我們從來不知道什麼時候
[00:10:29.140 --> 00:10:36.420]  我們的下一代回教會不再跟著父母回教會
[00:10:36.420 --> 00:10:39.780]  是因為他們自己很想回教會
[00:10:39.780 --> 00:10:42.380]  我們也不知道在什麼時候
[00:10:42.380 --> 00:10:47.380]  他們不再藉著父母的生命去認識上帝
[00:10:47.380 --> 00:10:52.220]  而是他們親自和主有一個關係
[00:10:52.220 --> 00:10:55.580]  我們和神的關係是父子的關係
[00:10:55.580 --> 00:10:57.700]  是不是啊? 弟兄姐妹
[00:10:57.700 --> 00:11:01.220]  我們的下一代和神的關係
[00:11:01.220 --> 00:11:04.260]  是不是都是父子的關係啊?
[00:11:04.260 --> 00:11:07.100]  楊牧師他就提到
[00:11:07.100 --> 00:11:11.940]  上帝只有子就沒有孫子
[00:11:11.940 --> 00:11:15.100]  今天 但是我們很多時候
[00:11:15.100 --> 00:11:18.740]  會不會都將我們的下一代
[00:11:18.740 --> 00:11:24.340]  視為只是回來的一個副產品呢?
[00:11:24.340 --> 00:11:26.100]  求主去幫我們
[00:11:26.100 --> 00:11:28.100]  究竟我們很想我們的下一代
[00:11:28.100 --> 00:11:30.060]  是因為我們而回教會
[00:11:30.060 --> 00:11:38.620]  還是他們都是一幫願意回應上帝恩典的人?
[00:11:38.620 --> 00:11:43.420]  第二個字是很想看「在主裡聽從」
[00:11:43.420 --> 00:11:46.580]  「聽從」是一個強烈的動詞
[00:11:46.580 --> 00:11:52.620]  意思是將自己放在權柄之下去聽
[00:11:52.620 --> 00:11:55.300]  並且按著所聽的去行
[00:11:55.300 --> 00:11:56.780]  在保羅的書信裡面
[00:11:56.780 --> 00:11:59.140]  這個字通常用來形容就是
[00:11:59.140 --> 00:12:04.220]  聽從基督、聽從福音、聽從使徒的教導
[00:12:04.220 --> 00:12:07.940]  所以保羅不是單純說家庭倫理
[00:12:07.940 --> 00:12:11.540]  而是說兒女對父母的信服
[00:12:11.540 --> 00:12:15.460]  是他們對基督信服的一部分
[00:12:15.460 --> 00:12:19.300]  「在主裡」不是在形容父母
[00:12:19.300 --> 00:12:24.980]  是在形容兒女的動機
[00:12:24.980 --> 00:12:27.780]  不是因為父母永遠是對的
[00:12:27.780 --> 00:12:30.940]  所以他們去聽從
[00:12:30.940 --> 00:12:32.980]  不是因為父母完美
[00:12:32.980 --> 00:12:34.620]  所以他們聽從
[00:12:34.620 --> 00:12:38.300]  而是因為兒女屬於主
[00:12:38.300 --> 00:12:40.420]  兒女知道自己屬於主
[00:12:40.420 --> 00:12:42.340]  所以他們聽從
[00:12:42.340 --> 00:12:44.540]  所以兒女去聽從
[00:12:44.540 --> 00:12:48.900]  其實這個回應是一種敬拜
[00:12:48.900 --> 00:12:51.900]  是一種門徒操練
[00:12:51.900 --> 00:12:55.060]  也是一種屬靈的姿態
[00:12:55.060 --> 00:12:57.660]  這裡和五章二十一節
[00:12:57.660 --> 00:13:01.820]  他說「全敬畏基督的心彼此信服」
[00:13:01.820 --> 00:13:05.060]  那個教導完全一致
[00:13:05.060 --> 00:13:09.860]  所以問題不是父母值不值得我們去聽
[00:13:09.860 --> 00:13:13.260]  而是我屬不屬於主
[00:13:13.260 --> 00:13:14.540]  不過弟兄姊妹在這裡
[00:13:14.540 --> 00:13:17.460]  也有一樣東西要說得很清楚的是
[00:13:17.460 --> 00:13:20.860]  聖經從來沒有要求兒女要信服罪
[00:13:20.860 --> 00:13:22.140]  信服暴力
[00:13:22.140 --> 00:13:24.540]  或者信服任何操控他們的人
[00:13:24.540 --> 00:13:26.140]  傷害他們的人
[00:13:26.140 --> 00:13:29.140]  在主裡面的聽從信服
[00:13:29.140 --> 00:13:31.460]  永遠不會違反主的心
[00:13:31.460 --> 00:13:33.580]  主的真理、主的愛
[00:13:33.580 --> 00:13:37.540]  如果父母的要求是要我們去違反聖經
[00:13:37.540 --> 00:13:38.620]  違反良心
[00:13:38.620 --> 00:13:42.620]  傷害自己或者其他人的話
[00:13:42.620 --> 00:13:47.740]  這些不是保羅所教導的聽從信服
[00:13:47.740 --> 00:13:54.180]  在這種情況裡面 神不會勉強你強行去支持
[00:13:54.180 --> 00:13:59.900]  而是要你在主裡面尋求幫助、保護和慈惠
[00:13:59.900 --> 00:14:03.860]  可能就是和教會牧者、道士
[00:14:03.860 --> 00:14:07.260]  成熟的弟兄姊妹去求助
[00:14:07.260 --> 00:14:10.220]  因為真正在主裡面的聽從
[00:14:10.220 --> 00:14:12.380]  是信靠神的心意
[00:14:12.380 --> 00:14:16.900]  而不是縱容任何可以摧毀生命
[00:14:16.900 --> 00:14:20.700]  扭曲神形象的權柄
[00:14:20.700 --> 00:14:22.140]  第三個字眼
[00:14:22.140 --> 00:14:24.700]  「這是理所當然」
[00:14:24.700 --> 00:14:26.380]  「理所當然」這個字
[00:14:26.380 --> 00:14:30.180]  可以譯作「公義的合乎」
[00:14:30.180 --> 00:14:33.300]  這句話其實有三重意思
[00:14:33.300 --> 00:14:34.900]  第一重意思是
[00:14:34.900 --> 00:14:37.380]  合乎一般的倫理
[00:14:37.380 --> 00:14:40.740]  在希臘和羅馬的世界裡面
[00:14:40.740 --> 00:14:45.060]  孝敬父母是維持社會秩序的基礎
[00:14:45.060 --> 00:14:49.700]  不聽從父母被視為敗壞的象徵
[00:14:49.700 --> 00:14:52.940]  我們可以想像一個小朋友去過馬路
[00:14:52.940 --> 00:14:54.860]  父母叫他停一停
[00:14:54.860 --> 00:14:57.940]  望去左又望向右
[00:14:57.940 --> 00:15:01.180]  小朋友完全可以自己衝
[00:15:01.180 --> 00:15:04.260]  但是大家都會知道
[00:15:04.260 --> 00:15:07.380]  聽父母的話是理所當然
[00:15:07.380 --> 00:15:12.060]  因為這樣是安全又合理
[00:15:12.060 --> 00:15:15.860]  第二重意思是合乎神的律法
[00:15:15.860 --> 00:15:19.700]  保羅隨即引用了十誡第五誡
[00:15:19.700 --> 00:15:24.260]  顯示了孝敬父母不僅是一個文化的要求
[00:15:24.260 --> 00:15:26.300]  也是神的命令
[00:15:26.300 --> 00:15:31.220]  即是認同父母不僅是一個社會的常識
[00:15:31.220 --> 00:15:34.220]  而是遵行神的命令
[00:15:34.220 --> 00:15:39.740]  第三重意思是合乎神創造家庭秩序
[00:15:39.740 --> 00:15:43.060]  父母是神所設立的權柄
[00:15:43.060 --> 00:15:46.780]  責責教導、保護、引導兒女
[00:15:46.780 --> 00:15:52.420]  而兒女也在秩序裡面學習信服、學習信任
[00:15:52.420 --> 00:15:54.700]  學習領受信命
[00:15:54.700 --> 00:15:58.660]  就像我剛才說小朋友過馬路的例子一樣
[00:15:58.660 --> 00:16:02.940]  信服父母不僅是服從一個人的權威
[00:16:02.940 --> 00:16:06.860]  而是在神所設計的秩序裡面
[00:16:06.860 --> 00:16:09.820]  學習信靠和被引導
[00:16:09.820 --> 00:16:16.180]  所以理所當然這個字不是說父母永遠是完美
[00:16:16.180 --> 00:16:21.540]  而是說神設立的秩序
[00:16:21.540 --> 00:16:27.020]  這個秩序包括社會倫理、神的律法、家庭創造的秩序
[00:16:27.020 --> 00:16:31.140]  當我們願意聽從、信服父母的時候
[00:16:31.140 --> 00:16:34.740]  我們就在進行社會上的行為
[00:16:34.740 --> 00:16:37.780]  當我們願意聽從父母的時候
[00:16:37.780 --> 00:16:41.820]  我們就是在敬畏神、進行神的名利
[00:16:41.820 --> 00:16:45.460]  我們就是活在神創造的家庭秩序裡面
[00:16:45.460 --> 00:16:48.380]  被保護、被培育、被引導
[00:16:48.380 --> 00:16:49.780]  換句話說
[00:16:49.780 --> 00:16:54.740]  兒女的信服就是指導日常生活裡面
[00:16:54.740 --> 00:16:59.540]  活出怎樣去信靠神
[00:16:59.540 --> 00:17:03.460]  但是這些是不是真的這麼合理呢?
[00:17:03.460 --> 00:17:10.820]  為什麼神要將祝福和這份信服放在一起呢?
[00:17:10.820 --> 00:17:17.140]  第二至第三節是在說孝敬父母
[00:17:17.140 --> 00:17:21.140]  這是第一條帶應他的誡明
[00:17:21.140 --> 00:17:25.020]  保羅引用了《出埃及》的20章12節
[00:17:25.020 --> 00:17:30.900]  這樣說:「要孝敬父母使你得福在世長壽」
[00:17:30.900 --> 00:17:37.060]  並且他補充這是第一條帶應他的誡明
[00:17:37.060 --> 00:17:43.820]  孝敬在舊約的意思是信服、尊重、照顧父母的需要
[00:17:43.820 --> 00:17:47.820]  孝敬父母是一種贖靈生命的表現
[00:17:47.820 --> 00:17:50.740]  反映了一個人對神的敬畏
[00:17:50.740 --> 00:17:54.420]  為什麼說是第一條帶應他的誡明呢?
[00:17:54.420 --> 00:17:59.420]  在十誡裡面只有第五誡清楚地附帶這個應許
[00:17:59.420 --> 00:18:02.020]  其他誡明雖然都會有祝福
[00:18:02.020 --> 00:18:05.300]  但是第五誡特別強調
[00:18:05.300 --> 00:18:08.260]  因為家庭秩序的重要性
[00:18:08.260 --> 00:18:11.020]  尊重生命源頭的重要性
[00:18:11.020 --> 00:18:15.060]  這條誡明對整個社會的影響
[00:18:15.060 --> 00:18:19.660]  而保羅如何重新應用這個應許呢?
[00:18:19.660 --> 00:18:22.380]  在《出埃及記》裡面他提到
[00:18:22.380 --> 00:18:27.940]  「使你在耶和華所賜你的地上得享長久日子」
[00:18:27.940 --> 00:18:30.660]  但是保羅就將應許普及化
[00:18:30.660 --> 00:18:34.940]  說成「使你得福在世長壽」
[00:18:34.940 --> 00:18:37.820]  他沒有再提「那地」這個字
[00:18:37.820 --> 00:18:40.940]  因為在新約的神的指紋裡面
[00:18:40.940 --> 00:18:46.060]  不再被局限在一塊地圖當中
[00:18:46.060 --> 00:18:50.660]  他將應許變成了普世性的原則
[00:18:50.660 --> 00:18:54.700]  這個應許也不是贖靈化的長壽
[00:18:54.700 --> 00:18:58.660]  有一些猶太文獻會將長壽贖靈化
[00:18:58.660 --> 00:19:00.460]  但是保羅沒有這樣做
[00:19:00.460 --> 00:19:04.180]  他所說的是一般貴文學的原則
[00:19:04.180 --> 00:19:07.460]  他說的是「安神自慰而行」的人
[00:19:07.460 --> 00:19:09.060]  人生更加有秩序
[00:19:09.060 --> 00:19:10.700]  更加無保護
[00:19:10.700 --> 00:19:14.140]  更加得人尊重
[00:19:14.140 --> 00:19:16.820]  不是保證沒有苦難
[00:19:16.820 --> 00:19:19.660]  而是尊重生命源頭的人
[00:19:19.660 --> 00:19:22.820]  生命會更加整全
[00:19:22.820 --> 00:19:24.780]  在舊約路德記記載
[00:19:24.780 --> 00:19:27.620]  路德信從了他的婆婆
[00:19:27.620 --> 00:19:30.340]  撈米回到耶路撒冷
[00:19:30.340 --> 00:19:33.900]  雖然前途很不明朗
[00:19:33.900 --> 00:19:37.020]  但是他的信服帶來了神的祝福
[00:19:37.020 --> 00:19:40.420]  最終成為了耶穌加譜的一部分
[00:19:40.420 --> 00:19:42.780]  這裡提醒我們
[00:19:42.780 --> 00:19:45.420]  聽從父母或者屬靈長輩
[00:19:45.420 --> 00:19:48.020]  是信靠神的自慰
[00:19:48.020 --> 00:19:54.780]  孝敬父母是信服、尊重、照顧、敬畏神的表現
[00:19:54.780 --> 00:19:56.780]  信服帶來了祝福
[00:19:56.780 --> 00:19:59.500]  這個祝福不單只是影響自己
[00:19:59.500 --> 00:20:03.180]  也可能影響整個屬靈的歷史
[00:20:03.180 --> 00:20:07.180]  就好像路德一樣
[00:20:07.180 --> 00:20:10.100]  當保羅說完兒女的責任之後
[00:20:10.100 --> 00:20:13.500]  他就將焦點轉向父母
[00:20:13.500 --> 00:20:14.260]  他這樣說
[00:20:14.260 --> 00:20:18.780]  「你們作父親的,不要惹他的氣
[00:20:18.780 --> 00:20:23.700]  只要照著主的教訓和警戒養育他們」
[00:20:23.700 --> 00:20:26.060]  在當時的世界裏面
[00:20:26.060 --> 00:20:30.460]  這句話是極具顛覆性
[00:20:30.460 --> 00:20:32.820]  他是說「你們作父親」
[00:20:32.820 --> 00:20:37.940]  為甚麼特別說到「對父親說話」呢?
[00:20:37.940 --> 00:20:42.380]  在第一、第二節明明是用「父母」這個字
[00:20:42.380 --> 00:20:47.060]  但在第六節,他清楚指出「你們作父親」
[00:20:47.060 --> 00:20:49.300]  原因最少有三個
[00:20:49.300 --> 00:20:50.460]  第一個就是
[00:20:50.460 --> 00:20:55.220]  在當時的社會,父親是握有極大的權力
[00:20:55.220 --> 00:20:58.980]  在猶太和希羅文化裏面
[00:20:58.980 --> 00:21:03.580]  父親掌握著家庭裏面的絕對權柄
[00:21:03.580 --> 00:21:05.700]  在羅馬的法律裏面
[00:21:05.700 --> 00:21:09.420]  父親幾乎擁有完全的決定權
[00:21:09.420 --> 00:21:14.900]  決定他們小朋友的婚姻、教育和未來
[00:21:14.900 --> 00:21:22.100]  有權去決定初生的嬰兒是否繼續活在這個世界上
[00:21:22.100 --> 00:21:28.300]  也可以決定是否將他們的兒女埋葬成為奴隸
[00:21:28.300 --> 00:21:31.820]  正因為權力集中在父親手中
[00:21:31.820 --> 00:21:35.620]  他們最需要被福音去重塑
[00:21:35.620 --> 00:21:39.820]  但是今天的環境
[00:21:39.820 --> 00:21:46.620]  會不會是姐妹、媽媽的權力都很大呢?
[00:21:46.620 --> 00:21:49.900]  這個我們可以都消失
[00:21:49.900 --> 00:21:53.700]  第二個原因為何他特別提到「作父親」
[00:21:53.700 --> 00:21:57.500]  是本來要重新定義父親的角色
[00:21:57.500 --> 00:22:01.540]  福音並非為父權背書
[00:22:01.540 --> 00:22:05.020]  而是為家庭帶來了一個新的秩序
[00:22:05.020 --> 00:22:09.100]  父親不再是權力的象徵
[00:22:09.100 --> 00:22:11.620]  而是屬靈的牧者
[00:22:11.620 --> 00:22:15.140]  以基督為榜樣養育兒女
[00:22:15.140 --> 00:22:21.100]  保羅呼召父親由掌控者轉為牧養者
[00:22:21.100 --> 00:22:27.180]  由權力的中心轉為愛的中心
[00:22:27.180 --> 00:22:33.180]  第三個原因是父親對孩子的影響極深
[00:22:33.180 --> 00:22:37.020]  父親的態度、言語、反應、行為
[00:22:37.020 --> 00:22:39.820]  會深刻地影響下一代
[00:22:39.820 --> 00:22:44.460]  怎樣去理解權柄、怎樣去看自己的價值
[00:22:44.460 --> 00:22:49.700]  怎樣去想像天父的愛
[00:22:49.700 --> 00:22:53.460]  所以保羅特別對父親說話
[00:22:53.460 --> 00:22:56.540]  不是因為父親更加重要
[00:22:56.540 --> 00:23:01.020]  而是因為他們的影響力更大、責任更大
[00:23:01.020 --> 00:23:06.300]  更需要被基督的愛去根深
[00:23:06.300 --> 00:23:09.860]  在兒童主教學的服侍裏
[00:23:09.860 --> 00:23:14.140]  我們回到教會很多年的弟兄姊妹
[00:23:14.140 --> 00:23:15.980]  可能都會有一個印象
[00:23:15.980 --> 00:23:19.140]  通常是姊妹做主教學
[00:23:19.140 --> 00:23:23.340]  還是弟兄做主教學
[00:23:23.340 --> 00:23:27.260]  通常是姊妹做定型的
[00:23:27.260 --> 00:23:31.100]  兒童主教學通常是全女班
[00:23:31.100 --> 00:23:35.060]  但是我記得有一年我在香港服侍的時候
[00:23:35.060 --> 00:23:40.420]  有一屆的年度一級的小朋友
[00:23:40.420 --> 00:23:44.580]  全部都是男孩子 十個
[00:23:44.580 --> 00:23:49.780]  頭一兩年還可以找一些姨姨去照顧他們
[00:23:49.780 --> 00:23:53.460]  因為還很可愛的 一、二年班
[00:23:53.460 --> 00:23:58.620]  去到三年班已經DEE跟我說 搞他們不行
[00:23:58.620 --> 00:24:01.940]  去到五年班的時候
[00:24:01.940 --> 00:24:06.220]  我就發出了一個邀請給兩個弟兄
[00:24:06.220 --> 00:24:13.860]  我問他們 你們願不願意來承擔這班小朋友的生命
[00:24:13.860 --> 00:24:19.780]  他們兩個就說 好啦 我們輪流來
[00:24:19.780 --> 00:24:24.100]  他們來跟小朋友玩 他們來給小朋友玩
[00:24:24.100 --> 00:24:26.580]  他們來教聖經
[00:24:26.580 --> 00:24:28.940]  但是更加重要的是
[00:24:28.940 --> 00:24:33.060]  他們兩個的生命就是在影響小朋友
