
[00:00:00.000 --> 00:00:02.820]  今天跟大家分享的一個題目是
[00:02:03.120 --> 00:02:04.400]  我仍這樣
[00:02:04.400 --> 00:02:05.940]  直到你們發白
[00:02:05.940 --> 00:02:07.480]  我仍懷差
[00:02:07.480 --> 00:02:08.760]  我已造作
[00:02:08.760 --> 00:02:10.280]  也必補抱
[00:02:10.280 --> 00:02:11.820]  我必懷抱
[00:02:11.820 --> 00:02:13.360]  也必拯救
[00:02:13.360 --> 00:02:17.460]  你們將誰與我相比,與我相等
[00:02:17.460 --> 00:02:19.500]  可以與我比較
[00:02:19.760 --> 00:02:21.040]  使我們相同呢
[00:02:21.040 --> 00:02:23.600]  那同郎中找金子
[00:02:23.600 --> 00:02:25.140]  用天平平
[00:02:25.140 --> 00:02:26.160]  銀子的人
[00:02:26.160 --> 00:02:28.720]  故銀像製造神像
[00:02:28.720 --> 00:02:30.000]  他們又苦服
[00:02:30.000 --> 00:02:31.280]  又叩拜
[00:02:31.280 --> 00:02:33.580]  他們將神像抬起
[00:02:33.580 --> 00:02:35.120]  降在肩上
[00:02:35.120 --> 00:02:36.660]  安置在定處
[00:02:36.660 --> 00:02:37.940]  他就站立
[00:02:37.940 --> 00:02:39.220]  不離本位
[00:02:39.220 --> 00:02:42.040]  人夫求他,他不能答應
[00:02:42.040 --> 00:02:44.600]  也不能救人脫離患難
[00:02:44.600 --> 00:02:46.900]  你們當想念這時
[00:02:46.900 --> 00:02:48.940]  自己作大丈夫
[00:02:49.200 --> 00:02:49.960]  活役的人啊
[00:02:49.960 --> 00:02:51.760]  要心裡思想
[00:02:51.760 --> 00:02:54.320]  你們要追念上古的事
[00:02:54.320 --> 00:02:55.860]  因為我是神
[00:02:55.860 --> 00:02:57.140]  並無別神
[00:02:57.140 --> 00:02:58.160]  我是神
[00:02:58.160 --> 00:03:00.200]  再沒有能比我的
[00:03:00.200 --> 00:03:04.040]  我從起初指明末後的事
[00:03:04.040 --> 00:03:06.860]  從古時言明未成的事說
[00:03:06.860 --> 00:03:08.920]  我的囚算必立定
[00:03:08.920 --> 00:03:10.440]  凡我所喜悅的
[00:03:10.440 --> 00:03:11.720]  我必成就
[00:03:11.720 --> 00:03:14.800]  我朝至了從東方來
[00:03:14.800 --> 00:03:17.620]  朝那成就我囚算的人
[00:03:17.620 --> 00:03:18.900]  從遠方來
[00:03:19.160 --> 00:03:20.440]  我已說出
[00:03:20.440 --> 00:03:21.720]  也必成就
[00:03:21.720 --> 00:03:23.260]  我已謀定
[00:03:23.260 --> 00:03:24.540]  也必造成
[00:03:24.540 --> 00:03:27.340]  你們這聲心中還緊
[00:03:27.340 --> 00:03:28.640]  遠離公義的
[00:03:28.640 --> 00:03:29.920]  當聽我言
[00:03:29.920 --> 00:03:32.220]  我指我的公義臨近
[00:03:32.220 --> 00:03:33.500]  必不遠離
[00:03:33.500 --> 00:03:34.780]  我的救恩
[00:03:34.780 --> 00:03:36.060]  必不遲然
[00:03:36.060 --> 00:03:38.620]  我要為以色列我的榮耀
[00:03:38.620 --> 00:03:40.920]  在錫安施行救恩
[00:03:40.920 --> 00:03:48.600]  我會從三點跟大家分享
[00:03:49.120 --> 00:03:50.140]  一生的保障
[00:03:50.140 --> 00:03:53.980]  第一段是一至二節和六至七節
[00:03:53.980 --> 00:03:56.020]  偶像不是保障
[00:03:56.020 --> 00:03:57.300]  三至五節
[00:03:57.300 --> 00:03:59.100]  有一個很重要的訊息
[00:03:59.100 --> 00:04:01.140]  保抱我們到底的神
[00:04:01.140 --> 00:04:02.180]  八至十三節
[00:04:02.180 --> 00:04:05.240]  是講到言出必行的神
[00:04:05.240 --> 00:04:09.860]  我們看到頭兩節其實都
[00:04:09.860 --> 00:04:12.160]  講到這裡有一些偶像
[00:04:12.160 --> 00:04:15.480]  其實這些偶像是巴比倫的守護神
[00:04:15.480 --> 00:04:18.040]  在巴比倫的守護神
[00:04:18.300 --> 00:04:22.640]  其他民族會講到巴力
[00:04:22.640 --> 00:04:24.700]  巴力就是神的意思
[00:04:24.700 --> 00:04:25.980]  或者主的意思
[00:04:25.980 --> 00:04:29.060]  在第一節會講到彼勒
[00:04:29.060 --> 00:04:33.920]  或者尼波就是巴比倫的守護神
[00:04:33.920 --> 00:04:35.960]  彼勒就是
[00:04:35.960 --> 00:04:37.240]  主的意思
[00:04:37.240 --> 00:04:38.520]  又稱為
[00:04:38.520 --> 00:04:39.800]  馬杜克
[00:04:39.800 --> 00:04:43.640]  尼波就是馬杜克的兒子
[00:04:43.640 --> 00:04:44.920]  尼波就是
[00:04:47.480 --> 00:04:51.580]  亞述和巴比倫的智慧和寫作之神
[00:04:51.580 --> 00:04:54.660]  可能很多家長都很受歡迎
[00:04:54.660 --> 00:05:01.300]  每一年新年都會把這些巴比倫的神像很巨大
[00:05:01.300 --> 00:05:02.580]  搬出來
[00:05:02.580 --> 00:05:06.160]  然後在街上遊行
[00:05:06.160 --> 00:05:07.960]  讓人們景仰
[00:05:07.960 --> 00:05:11.800]  但在頭兩節裡,剛才我對你讀過
[00:05:11.800 --> 00:05:13.600]  一開始就講到
[00:05:14.100 --> 00:05:18.460]  形容他們「屈身扑倒,彎腰跌落」
[00:05:18.460 --> 00:05:20.240]  即是「一扑一擼」的意思
[00:05:20.240 --> 00:05:23.580]  才知道預言這些巴比倫帝國
[00:05:23.580 --> 00:05:28.940]  預言巴比倫帝國
[00:05:28.940 --> 00:05:29.980]  有一天
[00:05:29.980 --> 00:05:32.020]  他也會被打敗
[00:05:32.020 --> 00:05:34.840]  就是被波斯打敗
[00:05:34.840 --> 00:05:40.220]  日後這些彼勒、尼波這些偶像
[00:05:40.220 --> 00:05:43.280]  不但不能拯救他們的信眾
[00:05:43.540 --> 00:05:49.420]  反而人們和生畜要帶著這些偶像去走難
[00:05:49.420 --> 00:05:53.000]  成為他們的重托
[00:05:53.000 --> 00:05:57.620]  所以這幾節的經文主要的字就是「重托」
[00:05:57.620 --> 00:05:59.660]  成為他們的重擔
[00:05:59.660 --> 00:06:05.040]  所謂「過江自身難保」的意思
[00:06:05.040 --> 00:06:11.180]  在六至七節裡,更加講到
[00:06:11.440 --> 00:06:14.000]  這些偶像是人手所做的
[00:06:14.000 --> 00:06:19.380]  沒有生命,沒有口,不能做事,又沒有腳,不能走路
[00:06:19.380 --> 00:06:24.500]  他們沒有口,沒有氣息,不能回答你,你問他問題,他回答不了你
[00:06:24.500 --> 00:06:27.820]  他不能拯救你脫離患難
[00:06:27.820 --> 00:06:30.900]  而這些偶像其實是
[00:06:30.900 --> 00:06:33.960]  傳言不可以信靠的
[00:06:33.960 --> 00:06:37.040]  不過自古至今,人們
[00:06:37.040 --> 00:06:38.320]  就真的很
[00:06:39.340 --> 00:06:44.460]  很喜歡製造這些神明來做保障
[00:06:44.460 --> 00:06:46.000]  石頭
[00:06:46.000 --> 00:06:47.520]  木頭
[00:06:47.520 --> 00:06:48.800]  偶像
[00:06:48.800 --> 00:06:49.840]  雕像
[00:06:49.840 --> 00:06:52.140]  甚至是護身符
[00:06:52.140 --> 00:06:54.440]  會不會反映其實
[00:06:54.440 --> 00:06:55.460]  今天
[00:06:55.460 --> 00:06:58.800]  我們人不能夠掌控很多的事情
[00:06:58.800 --> 00:07:02.900]  真的,人根本掌控不了很多事情
[00:07:02.900 --> 00:07:05.200]  以致我們害怕
[00:07:05.200 --> 00:07:08.280]  害怕掌控不了
[00:07:08.780 --> 00:07:11.600]  那就用人手所做的神明來
[00:07:11.600 --> 00:07:13.140]  自我安慰
[00:07:13.140 --> 00:07:15.180]  自我感覺良好一番
[00:07:15.180 --> 00:07:16.720]  抑或
[00:07:16.720 --> 00:07:19.540]  講到底是人敵黨
[00:07:19.540 --> 00:07:22.340]  神的心態
[00:07:22.340 --> 00:07:23.880]  作祟
[00:07:23.880 --> 00:07:28.740]  保羅在《羅馬書》裡也曾經這樣說過
[00:07:28.740 --> 00:07:31.300]  他說:自從造天使以來
[00:07:31.300 --> 00:07:34.120]  神的永能和神聖是明明可知的
[00:07:34.120 --> 00:07:35.660]  雖是眼不能見,但
[00:07:35.920 --> 00:07:39.240]  藉著所造之物便可以叫人無可推諉
[00:07:39.240 --> 00:07:41.800]  因為他們雖然知道神
[00:07:41.800 --> 00:07:44.360]  他不當作神榮耀他
[00:07:44.360 --> 00:07:45.900]  也不感謝他
[00:07:45.900 --> 00:07:50.520]  他們的思念變為虛妄,無知的心就昏暗
[00:07:50.520 --> 00:07:56.140]  偶像不是保障
[00:07:56.140 --> 00:07:59.720]  他們沒有口,沒有手,他們要人抬著
[00:07:59.720 --> 00:08:01.260]  但是
[00:08:01.260 --> 00:08:03.060]  今天我們的神
[00:08:03.060 --> 00:08:05.880]  是那位保抱我們到底的神
[00:08:06.380 --> 00:08:07.400]  這個保抱
[00:08:07.400 --> 00:08:09.200]  是「抬」的意思
[00:08:09.200 --> 00:08:11.240]  他不用我們抬
[00:08:11.240 --> 00:08:13.040]  是他抬著我們
[00:08:13.040 --> 00:08:18.420]  在這段經文裡三節五節
[00:08:18.420 --> 00:08:20.460]  一切剩餘的
[00:08:20.460 --> 00:08:22.260]  是指什麼人呢
[00:08:22.260 --> 00:08:25.080]  公義的神藉著巴比倫
[00:08:25.080 --> 00:08:27.380]  審判背約的百姓
[00:08:27.380 --> 00:08:30.200]  他們經歷過戰火的洗禮之後
[00:08:30.200 --> 00:08:31.480]  沒有屈服
[00:08:31.480 --> 00:08:32.500]  外邦神
[00:08:32.500 --> 00:08:34.280]  沒有屈服這些偶像
[00:08:34.540 --> 00:08:36.600]  他們仍然忠信
[00:08:36.600 --> 00:08:39.160]  去敬拜耶和華神
[00:08:39.160 --> 00:08:41.720]  而這群人民
[00:08:41.720 --> 00:08:43.500]  這群子民
[00:08:43.500 --> 00:08:45.040]  就叫愚民
[00:08:45.040 --> 00:08:47.080]  剩餘的
[00:08:47.080 --> 00:08:48.100]  民眾
[00:08:48.100 --> 00:08:49.140]  愚民
[00:08:49.140 --> 00:08:54.000]  他們仍然經過苦難、艱難
[00:08:54.000 --> 00:08:55.800]  即是考驗
[00:08:55.800 --> 00:08:59.380]  他們仍然有將來,因為神一直帶著他們
[00:08:59.380 --> 00:09:03.220]  在第四節說到「直到」,有兩個「直到」
[00:09:03.720 --> 00:09:06.540]  「直到你們年老,我仍這樣」
[00:09:06.540 --> 00:09:10.120]  「直到你們發白,我仍懷差」
[00:09:10.120 --> 00:09:13.440]  意思就是「一生之久」
[00:09:13.440 --> 00:09:15.500]  「一生補抱」
[00:09:15.500 --> 00:09:17.280]  「一生懷差」
[00:09:17.280 --> 00:09:19.340]  「一生的拯救」
[00:09:19.340 --> 00:09:24.720]  當然,我們每一個人在世上究竟有多少年,我們一生有多少年
[00:09:24.720 --> 00:09:27.520]  沒有人知道,神就知道
[00:09:27.520 --> 00:09:30.860]  各人有神給我們的份
[00:09:31.880 --> 00:09:34.440]  「我仍這樣」是甚麼意思呢?
[00:09:34.440 --> 00:09:37.000]  就是「我就是他」
[00:09:37.000 --> 00:09:39.040]  「I am here」
[00:09:39.040 --> 00:09:42.640]  這是神祂自己的自稱
[00:09:42.640 --> 00:09:45.960]  丁姐妹,神是不會老的
[00:09:45.960 --> 00:09:47.500]  我們是會老的
[00:09:47.500 --> 00:09:49.540]  神是不會倒的
[00:09:49.540 --> 00:09:52.880]  祂的愛是不會變的
[00:09:52.880 --> 00:09:55.440]  祂不需要被抬著
[00:09:55.440 --> 00:09:58.240]  反而祂保抱我們
[00:09:58.240 --> 00:10:00.040]  「抬」和「保抱」是同一個字
[00:10:00.560 --> 00:10:04.920]  因為祂的存在是不需要藉著外力的
[00:10:04.920 --> 00:10:08.500]  祂是「自有永有,自我獨立,自我永存」
[00:10:08.500 --> 00:10:09.520]  「色在」
[00:10:09.520 --> 00:10:10.800]  「金在」
[00:10:10.800 --> 00:10:13.620]  「永在」的獨一真神
[00:10:13.620 --> 00:10:19.000]  一生愛我們到底的神,比起地上父母的愛
[00:10:19.000 --> 00:10:20.020]  實在是
[00:10:20.020 --> 00:10:22.840]  難以用筆墨來形容
[00:10:22.840 --> 00:10:29.240]  所以當我們慶祝父親節、父親節的時候,我們應該更加去感謝上主的愛
[00:10:30.260 --> 00:10:31.040]  上主
[00:10:31.040 --> 00:10:32.560]  給我們有父母
[00:10:32.560 --> 00:10:34.360]  上主給我們
[00:10:34.360 --> 00:10:35.640]  是知道
[00:10:35.640 --> 00:10:38.200]  祂的愛比地上的父母
[00:10:38.200 --> 00:10:42.560]  更豐盛、更長久、更永遠
[00:10:42.560 --> 00:10:46.640]  在這兩經文裡面,其實有三幅的意象
[00:10:46.640 --> 00:10:48.180]  有三幅的圖畫
[00:10:48.180 --> 00:10:52.540]  當我們看到這三幅圖畫的時候,我們就會看到我們這位神
[00:10:52.540 --> 00:10:53.560]  是一個怎樣的神
[00:10:53.560 --> 00:10:56.120]  第一幅圖畫就是一個爸爸
[00:10:56.380 --> 00:11:01.240]  懷抱他的孩子,生命記一章31節,我們一起讀吧
[00:11:01.240 --> 00:11:04.060]  你們在曠野所行的路上
[00:11:04.060 --> 00:11:07.900]  也曾見耶和華,你們的神撫養你們
[00:11:07.900 --> 00:11:10.720]  如同人撫養兒子一般
[00:11:10.720 --> 00:11:13.020]  爸爸抱著兒子
[00:11:13.020 --> 00:11:14.560]  一幅圖畫
[00:11:14.560 --> 00:11:15.840]  哇,真是
[00:11:15.840 --> 00:11:17.380]  非常之
[00:11:17.380 --> 00:11:18.660]  溫馨
[00:11:18.660 --> 00:11:21.220]  還有一個十足的保障
[00:11:21.220 --> 00:11:23.260]  這個「撫養」這個字
[00:11:23.520 --> 00:11:26.340]  就是「抱抱」或「抬」這個字
[00:11:26.340 --> 00:11:28.640]  希伯羅文叫「納沙」
[00:11:28.640 --> 00:11:30.680]  第二幅圖畫
[00:11:30.680 --> 00:11:32.740]  是一個牧羊人
[00:11:32.740 --> 00:11:38.360]  抱著一個小羊,不知道大家有沒有抱過小羊呢
[00:11:38.360 --> 00:11:41.700]  可能很可愛,毛很滑
[00:11:41.700 --> 00:11:45.020]  是很大的保障,很大的保護
[00:11:45.020 --> 00:11:48.860]  在詩篇28篇8-9節,我們一起讀吧
[00:11:48.860 --> 00:11:51.940]  耶和華是他百姓的力量
[00:11:52.440 --> 00:11:55.760]  又是他受高者得救的保障
[00:11:55.760 --> 00:11:58.080]  求你拯救你的百姓
[00:11:58.080 --> 00:12:00.380]  賜福給你的產業
[00:12:00.380 --> 00:12:01.920]  牧養他們
[00:12:01.920 --> 00:12:03.460]  扶持他們
[00:12:03.460 --> 00:12:05.240]  直到永遠
[00:12:05.240 --> 00:12:07.040]  「扶持」這個字
[00:12:07.040 --> 00:12:08.580]  就是「抱抱」
[00:12:08.580 --> 00:12:09.600]  納沙
[00:12:09.600 --> 00:12:13.680]  是一個十足的保障,並且這個保障是
[00:12:13.680 --> 00:12:14.960]  直到什麼
[00:12:14.960 --> 00:12:16.000]  不是一生
[00:12:16.000 --> 00:12:19.060]  是直到永遠遠
[00:12:19.060 --> 00:12:21.380]  第三幅的意象
[00:12:21.640 --> 00:12:22.920]  第三幅的圖畫
[00:12:22.920 --> 00:12:26.760]  就是一隻老鷹背著一個初鷹
[00:12:26.760 --> 00:12:32.140]  在《出埃及記》和《生命記》
[00:12:32.140 --> 00:12:34.700]  有這兩節的經文,我們一起讀
[00:12:34.700 --> 00:12:37.520]  我向埃及人所行的事
[00:12:37.520 --> 00:12:39.300]  你們都看見了
[00:12:39.300 --> 00:12:44.420]  且看見我如鷹將你們背在翅膀上
[00:12:44.420 --> 00:12:45.960]  帶來歸我
[00:12:46.480 --> 00:12:51.860]  猶如鷹攪動巢窩,在初鷹耳上兩翼
[00:12:51.860 --> 00:12:53.140]  扇展
[00:12:53.140 --> 00:12:57.480]  接取初鷹背在兩翼之上
[00:12:57.480 --> 00:13:00.820]  這樣也或說獨自引導他
[00:13:00.820 --> 00:13:03.640]  並無外邦臣與他同在
[00:13:03.640 --> 00:13:06.960]  這個圖畫
[00:13:06.960 --> 00:13:09.000]  實在是
[00:13:09.000 --> 00:13:11.320]  無論父親抱著兒子
[00:13:11.320 --> 00:13:14.640]  或者牧羊人抱著小羊
[00:13:14.900 --> 00:13:19.240]  甚至這個老鷹背著初鷹這三幅的意象
[00:13:19.240 --> 00:13:21.300]  是完全表達了
[00:13:21.300 --> 00:13:24.120]  以塞亞先知這一段的經文
[00:13:24.120 --> 00:13:26.680]  究竟一隻老鷹
[00:13:26.680 --> 00:13:31.280]  是怎樣來照顧和訓練小鷹的呢
[00:13:31.280 --> 00:13:34.620]  當暴風雨來到的時候
[00:13:34.620 --> 00:13:37.420]  或者當敵人來到的時候
[00:13:37.420 --> 00:13:42.040]  這隻老鷹這隻母鷹就會堅定不移
[00:13:42.040 --> 00:13:44.340]  守在巢窩的前面
[00:13:44.600 --> 00:13:48.440]  用厚厚的羽毛和寬大的翅膀
[00:13:48.440 --> 00:13:50.740]  將這隻小鷹包圍著
[00:13:50.740 --> 00:13:52.020]  動也不動
[00:13:52.020 --> 00:13:54.080]  讓牠們免於
[00:13:54.080 --> 00:13:55.600]  風吹雨打
[00:13:55.600 --> 00:13:57.400]  呵護備至
[00:13:57.400 --> 00:13:59.960]  這是一個很大的保障
[00:13:59.960 --> 00:14:03.040]  但是到了三個月大的時候
[00:14:03.040 --> 00:14:05.600]  這隻小鷹就要準備學飛了
[00:14:05.600 --> 00:14:06.880]  這隻母鷹
[00:14:06.880 --> 00:14:09.680]  先在小鷹的面前
[00:14:09.680 --> 00:14:12.000]  飛行滑翔
[00:14:12.500 --> 00:14:14.800]  讓這隻小鷹示範
[00:14:14.800 --> 00:14:16.600]  教牠們怎樣飛
[00:14:16.600 --> 00:14:18.380]  之後某一天
[00:14:18.380 --> 00:14:19.920]  這隻母鷹
[00:14:19.920 --> 00:14:22.480]  就會突然搞動那個巢
[00:14:22.480 --> 00:14:26.840]  將那些毛、皮很舒服、軟綿綿
[00:14:26.840 --> 00:14:28.120]  那些葉
[00:14:28.120 --> 00:14:30.160]  全部拋出來
[00:14:30.160 --> 00:14:32.220]  然後剩下
[00:14:32.220 --> 00:14:36.820]  堅硬、有刺的樹葉、樹枝
[00:14:36.820 --> 00:14:39.120]  石頭、荊棘
[00:14:39.120 --> 00:14:41.180]  這樣就很不舒服了
[00:14:41.440 --> 00:14:44.760]  這個巢窩就開始搖晃晃了
[00:14:44.760 --> 00:14:45.800]  現在
[00:14:45.800 --> 00:14:51.160]  那些小鷹看到有刺人的,連最安全的地方都沒有
[00:14:51.160 --> 00:14:53.980]  這隻小鷹就無可選擇
[00:14:53.980 --> 00:14:58.840]  這隻母鷹就將這隻小鷹從高崖上
[00:14:58.840 --> 00:14:59.880]  推下去
[00:14:59.880 --> 00:15:03.200]  從巢窩裡拋出去
[00:15:03.200 --> 00:15:05.760]  就是這隻小鷹
[00:15:06.280 --> 00:15:12.420]  不知會不會飛,像兩個翅膀那樣趴下趴下
[00:15:12.420 --> 00:15:15.240]  差不多要到第二時間,這隻母鷹
[00:15:15.240 --> 00:15:18.060]  這個時間就急速俯衝下去
[00:15:18.060 --> 00:15:22.400]  在最緊急的關頭就穩穩將這隻小鷹接住
[00:15:22.400 --> 00:15:25.220]  又從下面托起牠
[00:15:25.220 --> 00:15:27.520]  強而有力的背
[00:15:27.520 --> 00:15:29.580]  背著牠
[00:15:29.580 --> 00:15:34.180]  這就是這段經文的圖畫
[00:15:35.460 --> 00:15:40.320]  在以塞亞書六十三章九節裡面說
[00:15:40.320 --> 00:15:44.420]  他們在一切苦難中,他也同受苦難
[00:15:44.420 --> 00:15:46.480]  並且在他面前的使者
[00:15:46.480 --> 00:15:48.000]  拯救他們
[00:15:48.000 --> 00:15:51.840]  他以慈愛和憐憫救贖他們
[00:15:51.840 --> 00:15:55.180]  在古時的日子上補抱他們
[00:15:55.180 --> 00:15:56.720]  懷差他們
[00:15:56.720 --> 00:15:58.760]  補抱他們
[00:15:58.760 --> 00:16:00.540]  懷差他們
[00:16:00.540 --> 00:16:01.580]  Nasa
[00:16:04.640 --> 00:16:06.940]  記住這三幅圖畫
[00:16:06.940 --> 00:16:09.240]  第一幅是爸爸抱著兒子
[00:16:09.240 --> 00:16:15.140]  第二幅是牧羊人抱著小羊,第三幅是老鷹背著初鷹
[00:16:15.140 --> 00:16:16.660]  另外
[00:16:16.660 --> 00:16:20.500]  這段經文有四個「我必」
[00:16:20.500 --> 00:16:27.940]  我已造作,我也補抱,我必懷抱,我也必拯救
[00:16:27.940 --> 00:16:31.260]  來加強保證
[00:16:32.040 --> 00:16:35.360]  我是你們一生的保障
[00:16:35.360 --> 00:16:36.640]  我會
[00:16:36.640 --> 00:16:38.700]  一生補抱你們
[00:16:38.700 --> 00:16:43.300]  值得注意的是我已造作
[00:16:43.300 --> 00:16:46.620]  在呂鎮忠譯本是這樣譯
[00:16:46.620 --> 00:16:48.680]  是我造了你們
[00:16:48.680 --> 00:16:51.240]  是我造了你們
[00:16:51.240 --> 00:16:52.260]  弟兄姊妹
[00:16:52.260 --> 00:16:55.080]  知不知道誰造你們的
[00:16:55.080 --> 00:16:57.900]  一定要記住
[00:16:57.900 --> 00:17:00.460]  是這位創造的神
[00:17:00.720 --> 00:17:02.520]  去造了我們
[00:17:02.520 --> 00:17:07.640]  生命一個相當相當重要的認定和支點
[00:17:07.640 --> 00:17:10.440]  是神創造了我們
[00:17:10.440 --> 00:17:11.980]  他是創造者
[00:17:11.980 --> 00:17:13.260]  人
[00:17:13.260 --> 00:17:14.280]  每一個人
[00:17:14.280 --> 00:17:17.100]  都必須承認
[00:17:17.100 --> 00:17:19.160]  自己是受造物
[00:17:19.160 --> 00:17:21.460]  我們是他造的
[00:17:21.460 --> 00:17:26.320]  在任何時間任何地點任何時空
[00:17:26.320 --> 00:17:30.420]  人都要謙卑來依靠他
[00:17:31.700 --> 00:17:34.760]  不知道大家有沒有這份危機感
[00:17:34.760 --> 00:17:38.600]  其實不需要他,我都
[00:17:38.600 --> 00:17:39.880]  挺好的
[00:17:39.880 --> 00:17:41.420]  沒有穿沒有爛
[00:17:41.420 --> 00:17:43.980]  我不依靠他,過得過的
[00:17:43.980 --> 00:17:45.000]  都OK的
[00:17:45.000 --> 00:17:47.060]  弟兄姊妹,你有沒有這個危機感
[00:17:47.060 --> 00:17:48.840]  一切
[00:17:48.840 --> 00:17:52.440]  都需要這位創造主
[00:17:52.440 --> 00:17:54.220]  的存保
[00:17:54.220 --> 00:17:57.300]  你買保險,你會買存保
[00:17:58.060 --> 00:18:00.880]  但這位的神能夠存保我們
[00:18:00.880 --> 00:18:03.440]  就好像人需要空氣
[00:18:03.440 --> 00:18:06.000]  人永遠不能夠脫離神而活
[00:18:06.000 --> 00:18:09.840]  那位造了我們和全世界的神
[00:18:09.840 --> 00:18:12.400]  他不單止繼續的保抱我們
[00:18:12.400 --> 00:18:14.440]  護理我們、眷顧我們
[00:18:14.440 --> 00:18:15.720]  撫養我們
[00:18:15.720 --> 00:18:17.000]  背起我們
[00:18:17.000 --> 00:18:19.060]  並且他絕對有能力
[00:18:19.060 --> 00:18:20.340]  拯救我們
[00:18:20.340 --> 00:18:22.120]  他會負責任
[00:18:22.120 --> 00:18:24.160]  他絕對會負責任
[00:18:25.960 --> 00:18:29.280]  這位保抱我們到底的神
[00:18:29.280 --> 00:18:31.840]  是無可比擬的神
[00:18:31.840 --> 00:18:39.020]  你們將誰與我相比,與我同等,可以與我比較,使我們相同呢
[00:18:39.020 --> 00:18:43.360]  在詩篇一百二十一篇,大家都很熟悉的詩篇
[00:18:43.360 --> 00:18:48.240]  詩人說:我要向山舉目,我的幫助從何而來
[00:18:48.240 --> 00:18:51.820]  我的幫助是從做天地的事和華而來
[00:18:51.820 --> 00:18:55.400]  神的本性有三個特性
[00:18:55.660 --> 00:18:56.680]  他不搖動
[00:18:56.680 --> 00:18:58.220]  不打頓
[00:18:58.220 --> 00:19:02.060]  他不睡覺
[00:19:02.060 --> 00:19:07.180]  所以從他而來的幫助都有三個特色
[00:19:07.180 --> 00:19:12.300]  他不會傷你、不會害你、不會離開你
[00:19:12.300 --> 00:19:15.880]  在公元二世紀
[00:19:15.880 --> 00:19:17.680]  有一位主教
[00:19:17.680 --> 00:19:19.220]  他是仕途約翰
[00:19:19.220 --> 00:19:21.260]  很寵愛的叛徒之一
[00:19:21.260 --> 00:19:22.800]  在十歲之前
[00:19:22.800 --> 00:19:24.080]  就信了耶穌
[00:19:24.600 --> 00:19:26.380]  為人宗託一生
[00:19:26.380 --> 00:19:28.700]  他大半生的時間
[00:19:28.700 --> 00:19:30.240]  恆心的服侍主
[00:19:30.240 --> 00:19:33.040]  直至八十六歲高齡
[00:19:33.040 --> 00:19:35.360]  當時教會大受逼迫
[00:19:35.360 --> 00:19:37.140]  很多基督徒被捕
[00:19:37.140 --> 00:19:38.940]  落到監獄裡
