
[00:00:00.000 --> 00:00:04.500]  今日想同大家去一齊學習的題目是
[00:02:44.500 --> 00:02:45.500]  這樣不公平
[00:02:45.500 --> 00:02:49.500]  在橫滿 人家不經意的時候
[00:02:49.500 --> 00:02:52.500]  你插隊 又是錢
[00:02:52.500 --> 00:02:54.500]  錢可以這樣
[00:02:54.500 --> 00:02:56.500]  錢我想人們越來越覺得
[00:02:56.500 --> 00:02:58.500]  是一個自我滿足
[00:02:58.500 --> 00:03:01.500]  能夠給自己更多享受的東西
[00:03:01.500 --> 00:03:05.500]  我們很少想到去施與
[00:03:05.500 --> 00:03:07.500]  這麼辛苦賺來的錢
[00:03:07.500 --> 00:03:09.500]  我們要好好地享用
[00:03:09.500 --> 00:03:13.500]  有一本書叫《Money, Power and Sex》
[00:03:13.500 --> 00:03:15.500]  是Richard Forster所寫的
[00:03:15.500 --> 00:03:17.500]  他記載一個醫生
[00:03:17.500 --> 00:03:20.500]  叫做Carl Manager
[00:03:20.500 --> 00:03:22.500]  他說有一個病人有很多錢
[00:03:22.500 --> 00:03:25.500]  於是問他怎樣處理你的錢
[00:03:25.500 --> 00:03:27.500]  他說我不是很清楚
[00:03:27.500 --> 00:03:29.500]  不過我很擔憂
[00:03:29.500 --> 00:03:30.500]  那麼多錢
[00:03:30.500 --> 00:03:32.500]  擔憂就是不知怎樣用
[00:03:32.500 --> 00:03:34.500]  很多擔憂
[00:03:34.500 --> 00:03:36.500]  醫生就說
[00:03:36.500 --> 00:03:38.500]  你是不是覺得這樣擔憂下去
[00:03:38.500 --> 00:03:41.500]  是令你開心一點呢
[00:03:41.500 --> 00:03:43.500]  他說當然不是
[00:03:43.500 --> 00:03:44.500]  不過有一件事我很怕
[00:03:44.500 --> 00:03:45.500]  怕什麼呢
[00:03:45.500 --> 00:03:47.500]  怕我的錢給了別人
[00:03:47.500 --> 00:03:50.500]  那些錢放在那裡
[00:03:50.500 --> 00:03:51.500]  又不開心
[00:03:51.500 --> 00:03:53.500]  但又怕給別人
[00:03:53.500 --> 00:03:55.500]  那些錢在那裡誰用呢
[00:03:55.500 --> 00:03:59.500]  這就是一些人的矛盾
[00:03:59.500 --> 00:04:00.500]  基督教很奇妙
[00:04:00.500 --> 00:04:02.500]  經常說是施與
[00:04:02.500 --> 00:04:04.500]  施與令人感覺到
[00:04:04.500 --> 00:04:08.500]  要拿錢出來好像很吃虧
[00:04:08.500 --> 00:04:11.500]  或者自己的錢拿出來
[00:04:11.500 --> 00:04:13.500]  你發覺基督徒所說的
[00:04:13.500 --> 00:04:16.500]  一些施與的事情
[00:04:16.500 --> 00:04:18.500]  和世人有些不同
[00:04:18.500 --> 00:04:20.500]  在社會裡面我們都有很多施與
[00:04:20.500 --> 00:04:22.500]  其實這個代表人類的美善
[00:04:22.500 --> 00:04:24.500]  這個是非常好的
[00:04:24.500 --> 00:04:26.500]  但你發覺基督教所說的施與
[00:04:26.500 --> 00:04:28.500]  是和外面的很不同
[00:04:28.500 --> 00:04:29.500]  原因就是因為
[00:04:29.500 --> 00:04:31.500]  基督教的施與是基於神
[00:04:31.500 --> 00:04:33.500]  我們的態度也不同
[00:04:33.500 --> 00:04:35.500]  也在神的教導下
[00:04:35.500 --> 00:04:37.500]  我們進行施與
[00:04:37.500 --> 00:04:40.500]  其實神就是一個愛施與的神
[00:04:40.500 --> 00:04:42.500]  如果你看聖經舊約的時候
[00:04:42.500 --> 00:04:44.500]  是神已經規定
[00:04:44.500 --> 00:04:46.500]  那些以色列的民族
[00:04:46.500 --> 00:04:49.500]  如果有些果園
[00:04:49.500 --> 00:04:51.500]  或者耕田的地方
[00:04:51.500 --> 00:04:54.500]  不要收割的時候全部拿走
[00:04:54.500 --> 00:04:57.500]  就剩下一些有需要的人可以拿
[00:04:57.500 --> 00:04:59.500]  三年裡面
[00:04:59.500 --> 00:05:01.500]  十分之一的收成
[00:05:01.500 --> 00:05:03.500]  是給窮苦的人家
[00:05:03.500 --> 00:05:06.500]  一些寄居的孤兒寡婦
[00:05:06.500 --> 00:05:10.500]  神是一個愛顧這些有需要的人
[00:05:10.500 --> 00:05:15.500]  信徒也要這樣去實踐施與的恩典
[00:05:15.500 --> 00:05:17.500]  所以我們這樣角度來看
[00:05:17.500 --> 00:05:20.500]  基督徒我們看施與
[00:05:20.500 --> 00:05:22.500]  是一種神的恩典
[00:05:22.500 --> 00:05:23.500]  很不同
[00:05:23.500 --> 00:05:25.500]  或者這段經文
[00:05:25.500 --> 00:05:27.500]  讓我們一起學習
[00:05:27.500 --> 00:05:29.500]  恩典中裡面的施與
[00:05:29.500 --> 00:05:31.500]  我們會看到
[00:05:31.500 --> 00:05:33.500]  哥倫多後書在這段落
[00:05:33.500 --> 00:05:36.500]  講施與這個課題
[00:05:36.500 --> 00:05:38.500]  你會看回前文後理
[00:05:38.500 --> 00:05:39.500]  前文就講到
[00:05:39.500 --> 00:05:41.500]  保羅跟那些
[00:05:41.500 --> 00:05:43.500]  哥倫多教會的人
[00:05:43.500 --> 00:05:45.500]  去跟他們講他們的關係
[00:05:45.500 --> 00:05:48.500]  他們做一些行為
[00:05:48.500 --> 00:05:50.500]  令保羅失望
[00:05:50.500 --> 00:05:51.500]  在罪惡裡面生活
[00:05:51.500 --> 00:05:55.500]  所以保羅之前已經寫了一封流淚的信
[00:05:55.500 --> 00:05:57.500]  這封信收效
[00:05:57.500 --> 00:05:59.500]  信徒去改變
[00:05:59.500 --> 00:06:01.500]  所以在上一段落就講到
[00:06:01.500 --> 00:06:03.500]  他們去悔改
[00:06:03.500 --> 00:06:07.500]  他們會懂得在裡面改變他們的生命
[00:06:07.500 --> 00:06:09.500]  轉化了他們的生命
[00:06:09.500 --> 00:06:11.500]  其實保羅還有另外一個課題要跟他們談
[00:06:11.500 --> 00:06:14.500]  就是他們懷疑保羅的權柄
[00:06:14.500 --> 00:06:16.500]  是神的使徒的權柄
[00:06:16.500 --> 00:06:19.500]  所以這個保羅在第十章會講
[00:06:19.500 --> 00:06:22.500]  但很奇怪在這段經文八至九章
[00:06:22.500 --> 00:06:24.500]  突然間講起施與的事情
[00:06:24.500 --> 00:06:26.500]  為什麼呢?
[00:06:26.500 --> 00:06:27.500]  其實很合理的
[00:06:27.500 --> 00:06:31.500]  因為當一些信徒悔改認罪的時候
[00:06:31.500 --> 00:06:33.500]  他們走在神的心意裡面
[00:06:33.500 --> 00:06:34.500]  保羅就在這個時候
[00:06:34.500 --> 00:06:37.500]  去鼓勵他們做一些合乎神心意的事情
[00:06:37.500 --> 00:06:41.500]  是一些信徒成熟的應該有的表現
[00:06:41.500 --> 00:06:42.500]  就是施與
[00:06:42.500 --> 00:06:45.500]  所以這段經文就在這裡提
[00:06:45.500 --> 00:06:49.500]  而保羅在哥倫多前書十六章之前
[00:06:49.500 --> 00:06:52.500]  再早一些的信
[00:06:52.500 --> 00:06:55.500]  比這個流淚的信還要早
[00:06:55.500 --> 00:06:59.500]  就是叫他們去捐獻
[00:06:59.500 --> 00:07:01.500]  但是因為他們的屬靈的情況
[00:07:01.500 --> 00:07:03.500]  他們本來是有心去做
[00:07:03.500 --> 00:07:06.500]  但是一直拖延
[00:07:06.500 --> 00:07:08.500]  當保羅覺得他們悔改了
[00:07:08.500 --> 00:07:10.500]  是這個時候了
[00:07:10.500 --> 00:07:11.500]  所以提醒他們
[00:07:11.500 --> 00:07:13.500]  你們忘記了一些事情
[00:07:13.500 --> 00:07:14.500]  一直拖延
[00:07:14.500 --> 00:07:16.500]  你們要去施與
[00:07:16.500 --> 00:07:18.500]  去捐獻給一些有需要的人
[00:07:18.500 --> 00:07:20.500]  為了什麼呢?
[00:07:20.500 --> 00:07:22.500]  我解釋一些背景
[00:07:22.500 --> 00:07:23.500]  因為當時耶路撒冷
[00:07:23.500 --> 00:07:26.500]  有一些信徒是猶太人
[00:07:26.500 --> 00:07:28.500]  他們在那裡有饑荒
[00:07:28.500 --> 00:07:32.500]  並且遭受一些猶太人或者本族的人
[00:07:32.500 --> 00:07:37.500]  他們因為見到這些人信了耶穌
[00:07:37.500 --> 00:07:39.500]  他們覺得他們信錯了
[00:07:39.500 --> 00:07:41.500]  有很多攻擊
[00:07:41.500 --> 00:07:43.500]  所以在這樣的情況下
[00:07:43.500 --> 00:07:45.500]  他們變成一個很艱難
[00:07:45.500 --> 00:07:47.500]  很窮困的時候
[00:07:47.500 --> 00:07:49.500]  所以保羅就勸勉
[00:07:49.500 --> 00:07:52.500]  他們在外邦的地方去傳福音
[00:07:52.500 --> 00:07:54.500]  很多外邦的信徒信了主
[00:07:54.500 --> 00:07:56.500]  保羅就說你們應該顧念
[00:07:56.500 --> 00:07:58.500]  同系主的身體的猶太人
[00:07:58.500 --> 00:08:00.500]  雖然是外邦人、猶太人
[00:08:00.500 --> 00:08:03.500]  所有民族都是合一的身體
[00:08:03.500 --> 00:08:05.500]  所以彼此相顧
[00:08:05.500 --> 00:08:06.500]  去到哪裡的地方呢?
[00:08:06.500 --> 00:08:08.500]  你發覺時路行轉
[00:08:08.500 --> 00:08:11.500]  保羅的宗旨都是去說這件事
[00:08:11.500 --> 00:08:14.500]  希望所有的外邦的信徒
[00:08:14.500 --> 00:08:17.500]  有這個施與
[00:08:17.500 --> 00:08:19.500]  而有剎那的信徒
[00:08:19.500 --> 00:08:21.500]  所以背景是這樣
[00:08:21.500 --> 00:08:24.500]  保羅在這裡用了一群外邦人
[00:08:24.500 --> 00:08:27.500]  特別是在馬其頓的地方的信徒
[00:08:27.500 --> 00:08:32.500]  去鼓勵這些信徒
[00:08:32.500 --> 00:08:34.500]  哥倫多教會的人
[00:08:34.500 --> 00:08:36.500]  你們應該去效法
[00:08:36.500 --> 00:08:38.500]  所以這一段經文在一至七節
[00:08:38.500 --> 00:08:41.500]  在哥倫多後書第八章一至七節
[00:08:41.500 --> 00:08:43.500]  或者我們先看看這段經文
[00:08:43.500 --> 00:08:47.500]  保羅說這些弟兄姊妹
[00:08:47.500 --> 00:08:50.500]  他們在馬其頓所做的一切
[00:08:50.500 --> 00:08:53.500]  他們的施與是很慷慨
[00:08:53.500 --> 00:08:55.500]  而這些是來自神的
[00:08:55.500 --> 00:08:56.500]  是很獨特的
[00:08:56.500 --> 00:08:58.500]  所以保羅首先說說
[00:08:58.500 --> 00:09:02.500]  他們慷慨的捐助的情況
[00:09:02.500 --> 00:09:05.500]  他說弟兄們
[00:09:05.500 --> 00:09:10.500]  我們要把神賜給馬其頓宗教會的恩惠告訴你們
[00:09:10.500 --> 00:09:13.500]  或者恩典 恩惠恩典
[00:09:13.500 --> 00:09:17.500]  馬其頓在今天歐洲的南邊
[00:09:17.500 --> 00:09:20.500]  應該包括了保羅在當時的傳播音
[00:09:20.500 --> 00:09:22.500]  去到馬其頓的地方
[00:09:22.500 --> 00:09:24.500]  主要是有三個地方
[00:09:24.500 --> 00:09:28.500]  菲律賓、貼薩羅尼加和比利亞
[00:09:28.500 --> 00:09:30.500]  大家看回就知道
[00:09:30.500 --> 00:09:32.500]  我們發覺這些地方
[00:09:32.500 --> 00:09:34.500]  都是面受攻擊的
[00:09:34.500 --> 00:09:35.500]  是被人迫害的
[00:09:35.500 --> 00:09:37.500]  所以他們都很艱難
[00:09:37.500 --> 00:09:42.500]  但這裏就說他們仍然樂意去捐獻
[00:09:42.500 --> 00:09:44.500]  所以這裏就說
[00:09:44.500 --> 00:09:46.500]  留意這個字很特別
[00:09:46.500 --> 00:09:51.500]  我們要把神賜給馬其頓宗教會的恩惠
[00:09:51.500 --> 00:09:52.500]  奇怪
[00:09:52.500 --> 00:09:55.500]  這班人是捐獻去付出的
[00:09:55.500 --> 00:09:57.500]  我們都看為付出
[00:09:57.500 --> 00:09:58.500]  剛才我們都看過
[00:09:58.500 --> 00:10:00.500]  但保羅不是這樣說
[00:10:00.500 --> 00:10:03.500]  是接受了神的恩惠
[00:10:03.500 --> 00:10:07.500]  所以這是一個很不同的理解或是角度
[00:10:07.500 --> 00:10:10.500]  去看施與這件事情
[00:10:10.500 --> 00:10:12.500]  或者我們看看為何叫恩典
[00:10:12.500 --> 00:10:13.500]  恩典是什麼意思
[00:10:13.500 --> 00:10:14.500]  是白白的
[00:10:14.500 --> 00:10:16.500]  原來當我們做這個慈惠的事情
[00:10:16.500 --> 00:10:19.500]  我們是在領受神的恩典
[00:10:19.500 --> 00:10:21.500]  以致我們可以這樣做
[00:10:21.500 --> 00:10:22.500]  是白白的
[00:10:22.500 --> 00:10:24.500]  你想想是不是
[00:10:24.500 --> 00:10:28.500]  人不會做一些覺得自己利益衝突的事情
[00:10:28.500 --> 00:10:31.500]  我要把錢去施與給人
[00:10:31.500 --> 00:10:34.500]  好好的辛辛苦苦賺到的錢
[00:10:34.500 --> 00:10:37.500]  留給自己用是多麼不好
[00:10:37.500 --> 00:10:41.500]  所以這樣做其實是經歷了神的恩典
[00:10:41.500 --> 00:10:42.500]  白白的恩典
[00:10:42.500 --> 00:10:44.500]  不是你和我可以做到的
[00:10:44.500 --> 00:10:51.500]  這違反了我們自己有的自我中心的心態
[00:10:51.500 --> 00:10:53.500]  怎樣恩典呢
[00:10:53.500 --> 00:10:56.500]  首先耶穌基督白白的把救恩給了我們
[00:10:56.500 --> 00:10:57.500]  為我們捨身流血
[00:10:57.500 --> 00:10:59.500]  以致我們有了救恩
[00:10:59.500 --> 00:11:02.500]  並且我們的生命得到轉化
[00:11:02.500 --> 00:11:04.500]  未信主的我們就自我中心
[00:11:04.500 --> 00:11:06.500]  什麼都是自己的
[00:11:06.500 --> 00:11:09.500]  信得住我們以神為中心
[00:11:09.500 --> 00:11:10.500]  未信主的時候
[00:11:10.500 --> 00:11:14.500]  我們很多時候都是積蓄自己好處的東西
[00:11:14.500 --> 00:11:16.500]  或者甚至在別人的手上
[00:11:16.500 --> 00:11:18.500]  希望拿一些益處
[00:11:18.500 --> 00:11:19.500]  信得住呢
[00:11:19.500 --> 00:11:20.500]  不是的
[00:11:20.500 --> 00:11:23.500]  有一個賜予的心或者施予的心
[00:11:23.500 --> 00:11:26.500]  是希望別人得到益處得到好處
[00:11:26.500 --> 00:11:29.500]  就好像《耳窟所書》說到
[00:11:29.500 --> 00:11:33.500]  那些窮等的人會去偷東西
[00:11:33.500 --> 00:11:37.500]  在第四章《耳窟所書》提到
[00:11:37.500 --> 00:11:40.500]  你們從前偷竊的現在不要再偷了
[00:11:40.500 --> 00:11:41.500]  反而要做正經事
[00:11:41.500 --> 00:11:47.500]  以致你們自己有餘可以分給其他人
[00:11:47.500 --> 00:11:51.500]  從一個裸去到一個贈
[00:11:51.500 --> 00:11:53.500]  這樣的生命轉變
[00:11:53.500 --> 00:11:55.500]  這就是一個很大的恩典
[00:11:55.500 --> 00:11:58.500]  所以當你們這樣去捐獻的時候
[00:11:58.500 --> 00:12:01.500]  其實你們已經蒙受了神的恩典
[00:12:01.500 --> 00:12:04.500]  神的生命基本上是在你們的生命裡面
[00:12:04.500 --> 00:12:05.500]  顯出祂的作為
[00:12:05.500 --> 00:12:08.500]  你的生命被神轉化
[00:12:08.500 --> 00:12:09.500]  很重要
[00:12:09.500 --> 00:12:11.500]  我們知道在我們的社會裡面
[00:12:11.500 --> 00:12:14.500]  我們都會有捐獻
[00:12:14.500 --> 00:12:16.500]  這是好的
[00:12:16.500 --> 00:12:21.500]  但是我們往往會看重捐款的人
[00:12:21.500 --> 00:12:24.500]  我們會去表揚這些人
[00:12:24.500 --> 00:12:27.500]  我們說是善長仁翁
[00:12:27.500 --> 00:12:30.500]  但是基督徒怎麼說呢?
[00:12:30.500 --> 00:12:33.500]  原來我們是蒙受了神的恩典
[00:12:33.500 --> 00:12:37.500]  所以我們絕對不會將這些功勞歸功於自己
[00:12:37.500 --> 00:12:39.500]  反而是接受了神的恩典
[00:12:39.500 --> 00:12:45.500]  我很謙卑地將我領受神的恩典賜予給其他人
[00:12:45.500 --> 00:12:47.500]  絕對不會誇口
[00:12:47.500 --> 00:12:51.500]  在十九世紀有一個傳道人很出名
[00:12:51.500 --> 00:12:54.500]  他叫斯布真
[00:12:54.500 --> 00:12:58.500]  他是過著一個簡樸的生活
[00:12:58.500 --> 00:13:07.500]  有一次當時有些基督教的雜誌刊登
[00:13:07.500 --> 00:13:11.500]  說斯布真是一個很吝嗇的人
[00:13:11.500 --> 00:13:14.500]  好像是炒一些黑材料
[00:13:14.500 --> 00:13:17.500]  說他在家裡養了一些雞
[00:13:17.500 --> 00:13:19.500]  生了一些蛋
[00:13:19.500 --> 00:13:22.500]  這些雞蛋從來不會分給別人
[00:13:22.500 --> 00:13:24.500]  一定要用錢買
[00:13:24.500 --> 00:13:26.500]  就算很熟悉的家人來到他那裡
[00:13:26.500 --> 00:13:28.500]  他就說
[00:13:28.500 --> 00:13:30.500]  如果你放下這些錢
[00:13:30.500 --> 00:13:33.500]  你就可以拿我這些雞蛋
[00:13:33.500 --> 00:13:37.500]  這些雞蛋這麼緊張
[00:13:37.500 --> 00:13:41.500]  但是斯布真看到這些報道
[00:13:41.500 --> 00:13:43.500]  一言不發
[00:13:43.500 --> 00:13:46.500]  後來到斯布真離開這個世界
[00:13:46.500 --> 00:13:48.500]  原來才知道事實的背後
[00:13:48.500 --> 00:13:51.500]  其實斯布真把每隻雞蛋買了的錢
[00:13:51.500 --> 00:13:57.500]  是用來幫助兩名年老的寡婦
[00:13:57.500 --> 00:13:59.500]  斯布真心想
[00:13:59.500 --> 00:14:01.500]  我做善事是神的榮耀
[00:14:01.500 --> 00:14:02.500]  榮神益人
[00:14:02.500 --> 00:14:03.500]  我不需要跟別人說
[00:14:03.500 --> 00:14:04.500]  就算有人這樣說
[00:14:04.500 --> 00:14:07.500]  我也不想再宣揚出去
[00:14:07.500 --> 00:14:09.500]  我們無可誇
[00:14:09.500 --> 00:14:11.500]  全部是神的恩典
[00:14:11.500 --> 00:14:12.500]  我們去施穴
[00:14:12.500 --> 00:14:14.500]  我們能夠有這些雞蛋
[00:14:14.500 --> 00:14:16.500]  都是神的恩典
[00:14:16.500 --> 00:14:20.500]  從這個角度看施穴是很不同的
[00:14:20.500 --> 00:14:22.500]  我們再看看
[00:14:22.500 --> 00:14:23.500]  這個施穴是神的恩典
[00:14:23.500 --> 00:14:27.500]  更加在馬其頓的教會可以看到
[00:14:27.500 --> 00:14:28.500]  我們看看他的施穴
[00:14:28.500 --> 00:14:30.500]  是超乎常人的
[00:14:30.500 --> 00:14:31.500]  怎樣超乎常人呢?
[00:14:31.500 --> 00:14:32.500]  我們看看
[00:14:32.500 --> 00:14:36.500]  他說他們在患難中受到大考驗
[00:14:36.500 --> 00:14:37.500]  一方面我們剛才說過
[00:14:37.500 --> 00:14:38.500]  患難當中
[00:14:38.500 --> 00:14:40.500]  這個考驗不是小的
[00:14:40.500 --> 00:14:41.500]  是很大的
[00:14:41.500 --> 00:14:43.500]  當然我們用考驗
[00:14:43.500 --> 00:14:44.500]  神一定有祂的意思
[00:14:44.500 --> 00:14:45.500]  信徒經歷這些
[00:14:45.500 --> 00:14:47.500]  大考驗
[00:14:47.500 --> 00:14:50.500]  還有極度的貧窮
[00:14:50.500 --> 00:14:52.500]  每描寫一樣不好的東西
[00:14:52.500 --> 00:14:54.500]  都是很極端的
[00:14:54.500 --> 00:14:56.500]  那個考驗是大的
[00:14:56.500 --> 00:14:58.500]  那個貧窮是極度的
[00:14:58.500 --> 00:15:00.500]  但是同時很吊詭
[00:15:00.500 --> 00:15:01.500]  這種生命
[00:15:01.500 --> 00:15:03.500]  他們也有很豐富
[00:15:03.500 --> 00:15:06.500]  很豐滿的一些經歷
[00:15:06.500 --> 00:15:09.500]  仍然滿有喜樂
[00:15:09.500 --> 00:15:10.500]  這個喜樂是滿有
[00:15:10.500 --> 00:15:11.500]  即是很充滿的
[00:15:11.500 --> 00:15:13.500]  還有這個滿有喜樂
[00:15:13.500 --> 00:15:16.500]  同時在人生的困惑當中
[00:15:16.500 --> 00:15:18.500]  竟然生出了什麼呢?
[00:15:18.500 --> 00:15:20.500]  顯出額外的
[00:15:20.500 --> 00:15:22.500]  又是超乎常
[00:15:22.500 --> 00:15:24.500]  即是剛剛好
[00:15:24.500 --> 00:15:25.500]  是額外的
[00:15:25.500 --> 00:15:28.500]  顯出他們樂觀的慷慨
[00:15:28.500 --> 00:15:30.500]  樂觀的慷慨
[00:15:30.500 --> 00:15:31.500]  即是說
[00:15:31.500 --> 00:15:33.500]  是一些
[00:15:33.500 --> 00:15:35.500]  這個詞是說到
[00:15:35.500 --> 00:15:38.500]  是一些很豐富的詩語
[00:15:38.500 --> 00:15:39.500]  但是這些詩語
[00:15:39.500 --> 00:15:40.500]  是一心一意
[00:15:40.500 --> 00:15:41.500]  全心全意
[00:15:41.500 --> 00:15:47.500]  沒有集這些不好的動機
[00:15:47.500 --> 00:15:48.500]  是很純真
[00:15:48.500 --> 00:15:49.500]  一心一意這樣去
[00:15:49.500 --> 00:15:51.500]  這個是很不同的
[00:15:51.500 --> 00:15:52.500]  在這樣的情況
[00:15:52.500 --> 00:15:54.500]  能夠經歷過這些
[00:15:54.500 --> 00:15:55.500]  自己有困難
[00:15:55.500 --> 00:15:57.500]  但是竟然有喜樂去捐助
[00:15:57.500 --> 00:15:58.500]  並且是很豐富
[00:15:58.500 --> 00:16:00.500]  根據他們的富有
[00:16:00.500 --> 00:16:01.500]  我們可想而知
[00:16:01.500 --> 00:16:02.500]  他們的富有
[00:16:02.500 --> 00:16:04.500]  可能都
[00:16:04.500 --> 00:16:06.500]  不是真的說太多
[00:16:06.500 --> 00:16:07.500]  但是他們會
[00:16:07.500 --> 00:16:08.500]  這個還是這樣說
[00:16:08.500 --> 00:16:09.500]  他說
[00:16:09.500 --> 00:16:11.500]  第三節說
[00:16:11.500 --> 00:16:13.500]  我可以證明他們是按能力的
[00:16:13.500 --> 00:16:18.500]  而且超過能力去捐助
[00:16:18.500 --> 00:16:20.500]  超出他們的能力
[00:16:20.500 --> 00:16:22.500]  怎會有這樣的生命呢?
[00:16:22.500 --> 00:16:24.500]  唯有神的心在裏面
[00:16:24.500 --> 00:16:25.500]  一種愛
[00:16:25.500 --> 00:16:28.500]  他們願意這樣和人分享
[00:16:28.500 --> 00:16:29.500]  一種這樣
[00:16:29.500 --> 00:16:30.500]  還有呢
[00:16:30.500 --> 00:16:32.500]  他們是主動的
[00:16:32.500 --> 00:16:33.500]  他說
[00:16:33.500 --> 00:16:35.500]  這裏是很奇特的
[00:16:35.500 --> 00:16:36.500]  他說
[00:16:36.500 --> 00:16:38.500]  是懇求保羅去捐
[00:16:38.500 --> 00:16:40.500]  有沒有人會這樣捐錢呢?
[00:16:40.500 --> 00:16:41.500]  求求你吧
[00:16:41.500 --> 00:16:42.500]  給我吧
[00:16:42.500 --> 00:16:43.500]  你要我的錢吧
[00:16:43.500 --> 00:16:44.500]  還有呢
[00:16:44.500 --> 00:16:45.500]  再三
[00:16:45.500 --> 00:16:46.500]  你會發覺
[00:16:46.500 --> 00:16:47.500]  這裏全部都加了一個
[00:16:47.500 --> 00:16:49.500]  很特別的字在裏面
[00:16:49.500 --> 00:16:50.500]  再三其實就是說
[00:16:50.500 --> 00:16:51.500]  很多的請求
[00:16:51.500 --> 00:16:53.500]  這樣去求人
[00:16:53.500 --> 00:16:55.500]  求什麼呢?
[00:16:55.500 --> 00:16:57.500]  求保羅去施恩
[00:16:57.500 --> 00:16:59.500]  求一個恩典
[00:16:59.500 --> 00:17:01.500]  這個原文沒有在這裏出現
[00:17:01.500 --> 00:17:02.500]  就是
[00:17:02.500 --> 00:17:04.500]  求保羅給一個恩慰他
[00:17:04.500 --> 00:17:05.500]  給一個什麼恩慰呢?
[00:17:05.500 --> 00:17:07.500]  給他能夠參與這個侍奉
[00:17:07.500 --> 00:17:10.500]  能夠參與捐獻的事情
[00:17:10.500 --> 00:17:12.500]  來幫助這些聖徒
[00:17:12.500 --> 00:17:16.500]  這樣來到一個這樣的情況
[00:17:16.500 --> 00:17:18.500]  你發覺這個是
[00:17:18.500 --> 00:17:20.500]  給錢出來都怪的
[00:17:20.500 --> 00:17:23.500]  這樣的心態就更加是非比尋常
[00:17:23.500 --> 00:17:25.500]  唯有在領受神的恩典的人
[00:17:25.500 --> 00:17:26.500]  才會這樣做
[00:17:26.500 --> 00:17:28.500]  是很不同的
[00:17:28.500 --> 00:17:29.500]  這裏再說
[00:17:29.500 --> 00:17:31.500]  並且他們所做的
