
[00:00:00.000 --> 00:00:02.080]  今天如果大家看outline的時候
[00:08:10.000 --> 00:08:12.000]  唏器汗啊
[00:08:12.000 --> 00:08:15.000]  這說話的不都是加里里人嗎
[00:08:15.000 --> 00:08:17.000]  我們各人怎麼聽見
[00:08:17.000 --> 00:08:19.000]  他們講我們生來
[00:08:19.000 --> 00:08:21.000]  所用的香談呢
[00:08:21.000 --> 00:08:23.000]  我剛纔特別強調
[00:08:23.000 --> 00:08:26.000]  這羣來守節的猶太人
[00:08:26.000 --> 00:08:28.000]  是一些什麼樣的猶太人
[00:08:28.000 --> 00:08:29.000]  來守節的
[00:08:29.000 --> 00:08:30.000]  虔誠的猶太人
[00:08:30.000 --> 00:08:32.000]  他們是非常宗教的
[00:08:32.000 --> 00:08:33.000]  好像大家一樣
[00:08:33.000 --> 00:08:34.000]  每個星期來聚會
[00:08:34.000 --> 00:08:37.000]  可能比大家更有過節義務不及
[00:08:37.000 --> 00:08:38.000]  從世界各地
[00:08:38.000 --> 00:08:39.000]  特別是耶路撒冷
[00:08:39.000 --> 00:08:41.000]  守節調性
[00:08:41.000 --> 00:08:43.000]  他們遵守舊約聖經
[00:08:43.000 --> 00:08:44.000]  和後來經學家
[00:08:44.000 --> 00:08:46.000]  加上他們很多的規條
[00:08:46.000 --> 00:08:47.000]  他們呢
[00:08:47.000 --> 00:08:49.000]  做足了信仰的功夫
[00:08:49.000 --> 00:08:51.000]  他們敬拜他們祈禱
[00:08:51.000 --> 00:08:52.000]  他們奉獻
[00:08:52.000 --> 00:08:53.000]  他們感識
[00:08:53.000 --> 00:08:54.000]  甚至來守節
[00:08:54.000 --> 00:08:55.000]  這些人
[00:08:55.000 --> 00:08:56.000]  你說他們不虔誠
[00:08:56.000 --> 00:08:58.000]  十分虔誠
[00:08:58.000 --> 00:08:59.000]  但問題在哪裏
[00:08:59.000 --> 00:09:01.000]  雖然他們這麼虔誠
[00:09:01.000 --> 00:09:02.000]  但是天父上帝
[00:09:02.000 --> 00:09:03.000]  害這羣人
[00:09:03.000 --> 00:09:05.000]  以爲自己很虔誠的人
[00:09:05.000 --> 00:09:08.000]  沉默了四百年
[00:09:08.000 --> 00:09:09.000]  四百年
[00:09:09.000 --> 00:09:11.000]  神自從瑪尼基主之後
[00:09:11.000 --> 00:09:13.000]  沒有再透過任何的先知
[00:09:13.000 --> 00:09:14.000]  或者任何的人
[00:09:14.000 --> 00:09:16.000]  和他們說過任何的說話
[00:09:16.000 --> 00:09:18.000]  一直在沉默
[00:09:18.000 --> 00:09:19.000]  這不等於神不來
[00:09:19.000 --> 00:09:20.000]  神要讓他們知道
[00:09:20.000 --> 00:09:21.000]  這是時機
[00:09:21.000 --> 00:09:24.000]  當時機到來的時候
[00:09:24.000 --> 00:09:27.000]  我要將一個更加偉大的救恩
[00:09:27.000 --> 00:09:29.000]  帶給你們中人
[00:09:29.000 --> 00:09:30.000]  四百年之後
[00:09:30.000 --> 00:09:31.000]  耶穌來
[00:09:31.000 --> 00:09:33.000]  完成了聖經的應許
[00:09:33.000 --> 00:09:34.000]  告訴我們
[00:09:34.000 --> 00:09:36.000]  天父上帝沒有放棄猶太人
[00:09:36.000 --> 00:09:37.000]  同樣今天我告訴你們
[00:09:37.000 --> 00:09:38.000]  無論你是誰
[00:09:38.000 --> 00:09:39.000]  天父上帝都沒有放棄過你
[00:09:39.000 --> 00:09:41.000]  可能你聽不到神的聲音
[00:09:41.000 --> 00:09:43.000]  可能你覺得神沒有做任何的事
[00:09:43.000 --> 00:09:44.000]  可能你覺得
[00:09:44.000 --> 00:09:45.000]  有神的
[00:09:45.000 --> 00:09:46.000]  但是他不在乎我
[00:09:46.000 --> 00:09:48.000]  我告訴你們
[00:09:48.000 --> 00:09:50.000]  神的沉默不等於神不理我們
[00:09:50.000 --> 00:09:53.000]  神在乎你們每一個人
[00:09:53.000 --> 00:09:54.000]  不僅如此
[00:09:54.000 --> 00:09:55.000]  神要幫助我們
[00:09:55.000 --> 00:09:56.000]  要拯救我們
[00:09:56.000 --> 00:09:58.000]  而且要我們成爲教會
[00:09:58.000 --> 00:10:00.000]  成爲另類的社羣
[00:10:00.000 --> 00:10:02.000]  因爲他不僅愛你愛我
[00:10:02.000 --> 00:10:03.000]  他愛全世界的人
[00:10:03.000 --> 00:10:04.000]  他要改變這個世界
[00:10:04.000 --> 00:10:05.000]  改變這個社會
[00:10:05.000 --> 00:10:07.000]  他要教會成爲另類的社羣
[00:10:07.000 --> 00:10:08.000]  進入社會當中
[00:10:08.000 --> 00:10:09.000]  撥亂歸正
[00:10:09.000 --> 00:10:11.000]  這是我們今天教會
[00:10:11.000 --> 00:10:13.000]  所需要承擔的責任
[00:10:13.000 --> 00:10:14.000]  所有弟兄姊妹
[00:10:14.000 --> 00:10:16.000]  I don't know about you
[00:10:16.000 --> 00:10:17.000]  希望今天你們坐在這裏的時候
[00:10:17.000 --> 00:10:18.000]  我是基督徒
[00:10:18.000 --> 00:10:20.000]  所以每個禮拜都要去教堂聚會
[00:10:20.000 --> 00:10:22.000]  我希望你們不會變成
[00:10:22.000 --> 00:10:24.000]  好像當天那些猶太人一樣
[00:10:24.000 --> 00:10:25.000]  看似虔誠
[00:10:25.000 --> 00:10:27.000]  每個禮拜來崇拜聚會
[00:10:27.000 --> 00:10:29.000]  參加小組
[00:10:29.000 --> 00:10:30.000]  又幫忙做一樣
[00:10:30.000 --> 00:10:32.000]  幫忙做那樣
[00:10:32.000 --> 00:10:33.000]  我相信你們很多同事朋友
[00:10:33.000 --> 00:10:34.000]  知道你們每個禮拜
[00:10:34.000 --> 00:10:35.000]  用這麼多時間在教會
[00:10:35.000 --> 00:10:36.000]  他一定會說
[00:10:36.000 --> 00:10:38.000]  哇 人家很虔誠
[00:10:38.000 --> 00:10:40.000]  啊 這麼熱心
[00:10:40.000 --> 00:10:41.000]  不但你虔誠
[00:10:41.000 --> 00:10:42.000]  還做熱心
[00:10:42.000 --> 00:10:43.000]  每個禮拜去教會
[00:10:43.000 --> 00:10:44.000]  又幫忙做一樣
[00:10:44.000 --> 00:10:45.000]  幫忙做那樣
[00:10:45.000 --> 00:10:46.000]  有時令我們自己有個錯覺
[00:10:46.000 --> 00:10:47.000]  我們多虔誠
[00:10:47.000 --> 00:10:49.000]  都差不多了吧
[00:10:49.000 --> 00:10:50.000]  日後如果在天家
[00:10:50.000 --> 00:10:51.000]  見到天父的時候
[00:10:51.000 --> 00:10:53.000]  應該不會太難看吧
[00:10:53.000 --> 00:10:54.000]  不知道大家會不會
[00:10:54.000 --> 00:10:56.000]  有這樣的錯覺呢
[00:10:56.000 --> 00:10:57.000]  不知道大家會不會
[00:10:57.000 --> 00:10:59.000]  這樣去看我們自己呢
[00:10:59.000 --> 00:11:00.000]  可能你的家人
[00:11:00.000 --> 00:11:01.000]  你的朋友告訴你
[00:11:01.000 --> 00:11:03.000]  哇 你很另類
[00:11:03.000 --> 00:11:04.000]  這個是什麼新的詞
[00:11:04.000 --> 00:11:05.000]  I don't know
[00:11:05.000 --> 00:11:07.000]  其實用了很久了
[00:11:07.000 --> 00:11:08.000]  可能你在你的家人
[00:11:08.000 --> 00:11:09.000]  同事朋友當中
[00:11:09.000 --> 00:11:11.000]  你很另類的
[00:11:11.000 --> 00:11:13.000]  能不能在他們的生命當中
[00:11:13.000 --> 00:11:14.000]  造成什麼影響
[00:11:14.000 --> 00:11:16.000]  我們的教會
[00:11:16.000 --> 00:11:18.000]  能不能像我剛纔所說的
[00:11:18.000 --> 00:11:19.000]  帶給我們的社會
[00:11:19.000 --> 00:11:21.000]  一些正能量
[00:11:21.000 --> 00:11:23.000]  當我們聚集在一起的時候
[00:11:23.000 --> 00:11:27.000]  我們能夠爲神做些什麼
[00:11:27.000 --> 00:11:29.000]  如果我看早期教會的時候
[00:11:29.000 --> 00:11:31.000]  真的情況不是這樣
[00:11:31.000 --> 00:11:32.000]  他們從不是很另類
[00:11:32.000 --> 00:11:34.000]  變成很另類
[00:11:34.000 --> 00:11:36.000]  早期的教會
[00:11:36.000 --> 00:11:38.000]  他們是怎麼變成這樣的呢
[00:11:38.000 --> 00:11:39.000]  是怎麼開始的呢
[00:11:39.000 --> 00:11:40.000]  當然我剛纔看聖經的時候
[00:11:40.000 --> 00:11:41.000]  很明顯的就是
[00:11:41.000 --> 00:11:42.000]  五旬之綱領
[00:11:42.000 --> 00:11:45.000]  神透過彼得和宗師和港道
[00:11:45.000 --> 00:11:49.000]  然後那些人的心靈被觸動
[00:11:49.000 --> 00:11:52.000]  於是就開始了教會的紀元
[00:11:52.000 --> 00:11:53.000]  我們看看
[00:11:53.000 --> 00:11:55.000]  聖經第二章第37節
[00:11:55.000 --> 00:11:57.000]  衆人聽見這話
[00:11:57.000 --> 00:11:59.000]  覺得扎心
[00:11:59.000 --> 00:12:01.000]  就對彼得和其餘的仕途說
[00:12:01.000 --> 00:12:02.000]  弟兄們
[00:12:02.000 --> 00:12:04.000]  我們當怎樣行
[00:12:04.000 --> 00:12:05.000]  清靈綱領
[00:12:05.000 --> 00:12:06.000]  彼得和宗師和啓禮
[00:12:06.000 --> 00:12:07.000]  講說話
[00:12:07.000 --> 00:12:08.000]  港道
[00:12:08.000 --> 00:12:09.000]  將耶穌的救恩
[00:12:09.000 --> 00:12:11.000]  耶穌就是救主
[00:12:11.000 --> 00:12:12.000]  這個信息
[00:12:12.000 --> 00:12:13.000]  告訴他們
[00:12:13.000 --> 00:12:15.000]  這羣人覺得扎心
[00:12:15.000 --> 00:12:18.000]  他們受到聖靈那種感動的時候
[00:12:18.000 --> 00:12:20.000]  他們不能夠再抵受
[00:12:20.000 --> 00:12:21.000]  那怎麼辦呢
[00:12:21.000 --> 00:12:22.000]  我心裏很不舒服
[00:12:22.000 --> 00:12:23.000]  這個就是我的情況
[00:12:23.000 --> 00:12:24.000]  這個就是我的處境
[00:12:24.000 --> 00:12:25.000]  我們以爲我們很好
[00:12:25.000 --> 00:12:26.000]  我們很不錯
[00:12:26.000 --> 00:12:28.000]  我們等候尼賽亞的綱領
[00:12:28.000 --> 00:12:29.000]  我是一個很虔誠的人
[00:12:29.000 --> 00:12:31.000]  在等候主的再來
[00:12:31.000 --> 00:12:32.000]  綱領到我們當中
[00:12:32.000 --> 00:12:34.000]  但是現在你這樣說
[00:12:34.000 --> 00:12:35.000]  弟兄們
[00:12:35.000 --> 00:12:36.000]  我們當怎樣行
[00:12:36.000 --> 00:12:37.000]  我們要做些什麼呢
[00:12:37.000 --> 00:12:39.000]  你們看到
[00:12:39.000 --> 00:12:40.000]  當這些猶太人
[00:12:40.000 --> 00:12:41.000]  所謂虔誠的猶太人
[00:12:41.000 --> 00:12:44.000]  這樣去問彼得和其他仕途的時候
[00:12:44.000 --> 00:12:46.000]  這個告訴我們一件什麼事
[00:12:46.000 --> 00:12:48.000]  當然是受感動
[00:12:48.000 --> 00:12:49.000]  爲什麼會受感動
[00:12:49.000 --> 00:12:50.000]  爲什麼
[00:12:50.000 --> 00:12:52.000]  因爲他們相信彼得的說話
[00:12:52.000 --> 00:12:53.000]  因爲他們相信
[00:12:53.000 --> 00:12:56.000]  耶穌就是天父上帝
[00:12:56.000 --> 00:13:00.000]  差遣來到我們當中的救主
[00:13:00.000 --> 00:13:02.000]  所以他們纔會心緊不安
[00:13:02.000 --> 00:13:04.000]  因爲每個人都在耶路撒冷
[00:13:04.000 --> 00:13:06.000]  每個人都眼巴巴看着耶穌
[00:13:06.000 --> 00:13:08.000]  明知道是無辜的
[00:13:08.000 --> 00:13:09.000]  被釘在十字架上
[00:13:09.000 --> 00:13:11.000]  甚至他們有份去舉手
[00:13:11.000 --> 00:13:12.000]  釘死他釘死他
[00:13:12.000 --> 00:13:14.000]  他甚至覺得難過
[00:13:14.000 --> 00:13:16.000]  就算他親手去參與
[00:13:16.000 --> 00:13:19.000]  他覺得我們釘死了一個無辜的人
[00:13:19.000 --> 00:13:21.000]  這個不是一個無辜的人這麼簡單
[00:13:21.000 --> 00:13:23.000]  他就是神所差來的救主
[00:13:23.000 --> 00:13:24.000]  他是爲我們而死的
[00:13:24.000 --> 00:13:25.000]  但是現在復活了
[00:13:25.000 --> 00:13:27.000]  所以我們要做些什麼呢
[00:13:27.000 --> 00:13:28.000]  我們要做些什麼呢
[00:13:28.000 --> 00:13:29.000]  我們要做些什麼呢
[00:13:29.000 --> 00:13:30.000]  我不知道今天
[00:13:30.000 --> 00:13:32.000]  你心裏面會不會有這樣的問題呢
[00:13:32.000 --> 00:13:33.000]  大家來教會很久了
[00:13:33.000 --> 00:13:34.000]  有很多人
[00:13:34.000 --> 00:13:35.000]  長短不一樣
[00:13:35.000 --> 00:13:37.000]  每個星期都回來
[00:13:37.000 --> 00:13:38.000]  你又坐在這裏
[00:13:38.000 --> 00:13:39.000]  很乖
[00:13:39.000 --> 00:13:40.000]  我經常很自豪
[00:13:40.000 --> 00:13:41.000]  我的會衆
[00:13:41.000 --> 00:13:42.000]  會衆很乖
[00:13:42.000 --> 00:13:43.000]  我經常說
[00:13:43.000 --> 00:13:44.000]  那又怎麼樣呢
[00:13:44.000 --> 00:13:45.000]  你可以繼續這麼乖
[00:13:45.000 --> 00:13:47.000]  我也喜歡你很乖
[00:13:47.000 --> 00:13:49.000]  但是我想你做些什麼
[00:13:49.000 --> 00:13:51.000]  我希望每個星期回來的時候
[00:13:51.000 --> 00:13:53.000]  不是一個習慣
[00:13:53.000 --> 00:13:54.000]  你來敬拜的時候
[00:13:54.000 --> 00:13:56.000]  當神向你說話
[00:13:56.000 --> 00:13:57.000]  你受感動
