
[00:00:00.000 --> 00:00:04.860]  非常感恩可以在新的一年開始跟大家分享整個話語
[00:01:28.300 --> 00:01:32.100]  但是會不會有時候有些很重要的事情我們忽略了呢?
[00:01:32.100 --> 00:01:35.300]  所以今天我們會從詩篇九十篇裡面
[00:01:35.300 --> 00:01:40.100]  探討到我們應該有的禱告的內容是什麼
[00:01:40.100 --> 00:01:42.700]  禱告是很重要的
[00:01:42.700 --> 00:01:45.300]  聖經裡面很清楚指出
[00:01:45.300 --> 00:01:47.100]  今天神是永大人
[00:01:47.100 --> 00:01:48.100]  是短暫的
[00:01:48.100 --> 00:01:50.100]  詩篇九十篇
[00:01:50.100 --> 00:01:51.700]  你要看的細節
[00:01:51.700 --> 00:01:53.700]  就是摩西所寫的
[00:01:54.100 --> 00:02:00.800]  而我們也看到詩篇九十篇跟《生命記》的文字是非常相似的
[00:02:00.800 --> 00:02:03.800]  所以如果真的是摩西所寫的話
[00:02:03.800 --> 00:02:06.500]  這篇詩篇是非常古老的一篇詩篇
[00:02:06.500 --> 00:02:09.500]  因為很多詩篇都是大衛所寫的
[00:02:09.500 --> 00:02:12.900]  但是摩西是比大衛做了很多很多年的
[00:02:12.900 --> 00:02:16.700]  而我們又了解了摩西經歷的時候
[00:02:16.700 --> 00:02:19.300]  就更加體會到這篇詩篇說的是什麼
[00:02:19.300 --> 00:02:21.400]  摩西帶領以色列人出埃及
[00:02:21.500 --> 00:02:24.200]  因為以色列人不斷犯罪埋怨神
[00:02:24.200 --> 00:02:27.100]  結果後來他所帶領的那幫人
[00:02:27.100 --> 00:02:30.800]  基本上全部都在抗疫的四十年裡面死去
[00:02:30.800 --> 00:02:33.900]  進去迦南地的只是第二代
[00:02:33.900 --> 00:02:37.700]  真正第一代進去迦南地的只有迦納和約書人
[00:02:37.700 --> 00:02:40.200]  所以看到很多人離世的時候
[00:02:40.200 --> 00:02:42.400]  他心中有很大的感慨
[00:02:42.400 --> 00:02:43.700]  而寫下了這篇詩篇
[00:02:43.700 --> 00:02:47.800]  第一部分就說到神的永恆和人的短暫
[00:02:47.800 --> 00:02:48.400]  好
[00:02:48.400 --> 00:02:49.700]  我們來看看
[00:02:49.700 --> 00:02:54.900]  讀出詩篇九十篇的第一到第四節
[00:02:54.900 --> 00:02:56.000]  第一到第四節
[00:02:56.000 --> 00:02:57.000]  主啊
[00:02:57.000 --> 00:02:59.800]  祢是世世代代作我們的居所
[00:02:59.800 --> 00:03:01.700]  諸三未曾生出
[00:03:01.700 --> 00:03:03.800]  地與世界祢未曾造成
[00:03:03.800 --> 00:03:05.300]  從耿古到永遠
[00:03:05.300 --> 00:03:06.200]  祢是神
[00:03:06.200 --> 00:03:08.700]  祢使人歸於塵土說
[00:03:08.700 --> 00:03:10.900]  你們世人要歸回
[00:03:10.900 --> 00:03:12.200]  在祢看來
[00:03:12.200 --> 00:03:13.800]  千年如已過的昨日
[00:03:13.800 --> 00:03:15.900]  猶如夜間的一更
[00:03:15.900 --> 00:03:18.900]  摩西一開始就宣告神的永恆
[00:03:19.100 --> 00:03:20.200]  神的屬性
[00:03:20.200 --> 00:03:21.500]  祂確認
[00:03:21.500 --> 00:03:23.700]  神就是世界的創造者
[00:03:23.700 --> 00:03:25.500]  神是一切的開始
[00:03:25.500 --> 00:03:27.400]  而神是永恆的
[00:03:27.400 --> 00:03:30.200]  祂是沒有開始也沒有終結
[00:03:30.200 --> 00:03:32.200]  我們有出生
[00:03:32.200 --> 00:03:33.300]  我們有死亡
[00:03:33.300 --> 00:03:34.000]  有分別
[00:03:34.000 --> 00:03:35.200]  祂特別提出
[00:03:35.200 --> 00:03:37.400]  諸三未曾生出
[00:03:37.400 --> 00:03:39.800]  原來神的子民
[00:03:39.800 --> 00:03:42.000]  他們看到山的時候
[00:03:42.000 --> 00:03:44.600]  是覺得非常堅固
[00:03:44.600 --> 00:03:45.400]  很穩妥
[00:03:45.400 --> 00:03:47.500]  當他們去敬拜神的時候
[00:03:47.500 --> 00:03:49.700]  耶路撒冷有上行之詩
[00:03:49.700 --> 00:03:53.100]  其中就是詩篇121篇的第一、第二節
[00:03:53.100 --> 00:03:56.900]  好,我們聽聽Tennis讀出第一、第二節好不好?
[00:03:56.900 --> 00:03:59.300]  好,詩篇121篇
[00:03:59.300 --> 00:04:01.000]  「我要向山舉目
[00:04:01.000 --> 00:04:03.200]  我的幫助從何而來?
[00:04:03.200 --> 00:04:07.300]  我的幫助從造天地的耶和華而來」
[00:04:07.300 --> 00:04:09.900]  所以他們覺得山是很穩固
[00:04:09.900 --> 00:04:11.500]  神是創造山的
[00:04:11.500 --> 00:04:14.100]  所以可以安穩地投靠祂
[00:04:14.100 --> 00:04:16.100]  事實上在世界上
[00:04:16.100 --> 00:04:18.200]  有誰是值得我們信賴的?
[00:04:18.200 --> 00:04:22.700]  我相信我們不會信任任何一位政治領袖
[00:04:22.700 --> 00:04:25.800]  他們說的話往往前言不對後語
[00:04:25.800 --> 00:04:28.400]  往往說的話都是很虛假的
[00:04:28.400 --> 00:04:32.200]  甚至我們自己可信任的人
[00:04:32.200 --> 00:04:33.400]  可能我們的家人
[00:04:33.400 --> 00:04:35.100]  可能他們也會離世
[00:04:35.100 --> 00:04:36.600]  很簡單舉個例子
[00:04:36.600 --> 00:04:37.800]  有人來了美國
[00:04:37.800 --> 00:04:39.000]  有些人去了英國
[00:04:39.000 --> 00:04:41.200]  但是當他在香港的家人
[00:04:41.200 --> 00:04:43.800]  可能爸爸或者爺爺有病
[00:04:43.800 --> 00:04:45.100]  甚至病危了
[00:04:45.100 --> 00:04:48.600]  都未必能夠即時回去探望他
[00:04:48.600 --> 00:04:50.400]  因為如果回香港的時候
[00:04:50.400 --> 00:04:52.300]  也要封鎖了他21天
[00:04:52.300 --> 00:04:54.300]  我們的伴侶、我們的兒女
[00:04:54.300 --> 00:04:56.200]  是不是可以成為我們永遠的倚靠呢?
[00:04:56.200 --> 00:04:56.800]  不是
[00:04:56.800 --> 00:04:59.400]  只有神才是我們永恆的主
[00:04:59.400 --> 00:05:01.100]  所以第一節的時候
[00:05:01.100 --> 00:05:03.200]  摩西一開始就說到
[00:05:03.200 --> 00:05:07.200]  主啊!世世代代祢作我們的居所
[00:05:07.200 --> 00:05:11.800]  這個字對我們來說是有特別的意義的
[00:05:12.000 --> 00:05:15.600]  因為當時記不記得摩西在曠野裡面漂流的時候
[00:05:15.600 --> 00:05:18.000]  他們是住在帳棚那裡的
[00:05:18.000 --> 00:05:20.200]  他們是要怎麼樣呢?
[00:05:20.200 --> 00:05:22.600]  他們居無定所
[00:05:22.600 --> 00:05:25.400]  朝寒晚拆
[00:05:25.400 --> 00:05:27.600]  可能住幾天又要拆帳棚
[00:05:27.600 --> 00:05:28.900]  但是又要走了
[00:05:28.900 --> 00:05:31.600]  他們很難有一個安定的地方
[00:05:31.600 --> 00:05:33.400]  所以祂說如果
[00:05:33.400 --> 00:05:35.700]  神啊!祢就是我們世世代代的居所
[00:05:35.700 --> 00:05:36.600]  是差很遠的
[00:05:36.600 --> 00:05:39.700]  有一個自己的地方
[00:05:39.700 --> 00:05:41.300]  是較為穩定的
[00:05:41.300 --> 00:05:42.400]  你明白我的意思嗎?
[00:05:42.400 --> 00:05:45.000]  所以這個居所是很重要的
[00:05:45.000 --> 00:05:48.000]  摩西曾經宣告神是我們的居所
[00:05:48.000 --> 00:05:49.100]  好,我們一起來看
[00:05:49.100 --> 00:05:51.700]  《生命記》33章第27節,好嗎?
[00:05:51.700 --> 00:05:55.000]  永生的神是祢的居所
[00:05:55.000 --> 00:05:57.800]  祂永久的放被在祢耳下
[00:05:57.800 --> 00:06:00.200]  這裡很清楚講到
[00:06:00.200 --> 00:06:01.700]  原來這個居所
[00:06:01.700 --> 00:06:04.900]  不單單是居住的地方
[00:06:04.900 --> 00:06:08.200]  是給你可以得到保障
[00:06:08.200 --> 00:06:09.500]  得到保護的
[00:06:10.100 --> 00:06:13.400]  昨日以色列人因為他們不斷的離棄神
[00:06:13.400 --> 00:06:15.200]  不聽先知的教導
[00:06:15.200 --> 00:06:17.700]  忠於神讓他們亡國
[00:06:17.700 --> 00:06:20.600]  他們被迫分散到不同的地方
[00:06:20.600 --> 00:06:22.500]  但是雖然如此
[00:06:22.500 --> 00:06:23.900]  他們是流亡
[00:06:23.900 --> 00:06:25.300]  被迫去到外地
[00:06:25.300 --> 00:06:27.300]  但是神仍然憐憫他們
[00:06:27.300 --> 00:06:28.700]  給他們有應許的
[00:06:28.700 --> 00:06:31.200]  好,我們一起來看一看
[00:06:31.200 --> 00:06:33.600]  又跳過了
[00:06:33.600 --> 00:06:41.800]  在《以色列書》第11章第6節
[00:06:41.800 --> 00:06:42.900]  他說道
[00:06:42.900 --> 00:06:44.000]  「所以你當說
[00:06:44.000 --> 00:06:45.100]  也說如此說
[00:06:45.100 --> 00:06:50.000]  我須將以色列人全家遠遠的遷離到列國中
[00:06:50.000 --> 00:06:52.500]  將他們分散在列邦內
[00:06:52.500 --> 00:06:55.100]  我還要在他們所到的列邦
[00:06:55.100 --> 00:06:57.200]  暫作他們的聖所」
[00:06:57.200 --> 00:07:02.300]  原來居所是指可以得到隱蔽的地方
[00:07:02.300 --> 00:07:04.200]  神是我們的避難所
[00:07:04.200 --> 00:07:07.000]  今天我們是世上的過客
[00:07:07.000 --> 00:07:08.600]  我們是寄居者
[00:07:08.600 --> 00:07:12.100]  有一天我們也會離開這個塵世
[00:07:12.100 --> 00:07:14.300]  去到永恆的歸宿當中
[00:07:14.300 --> 00:07:17.300]  而在這個世上有不少的凶險
[00:07:17.300 --> 00:07:19.600]  有不同的迫害
[00:07:19.600 --> 00:07:21.800]  可能政治上的迫害
[00:07:21.800 --> 00:07:24.500]  可能我們與人際之間的關係不好
[00:07:24.500 --> 00:07:27.900]  於是有人來傷害我們
[00:07:27.900 --> 00:07:30.100]  魔鬼也不斷攻擊我們
[00:07:30.400 --> 00:07:33.000]  但是投靠神成為了我們的保障
[00:07:33.000 --> 00:07:36.200]  接著詩篇90篇第3節
[00:07:36.200 --> 00:07:37.200]  他怎麼說呢?
[00:07:37.200 --> 00:07:37.800]  他說
[00:07:37.800 --> 00:07:41.000]  「你使世人來得去歸回
[00:07:41.000 --> 00:07:44.700]  說你們世人要歸回」
[00:07:44.700 --> 00:07:45.400]  是不是?
[00:07:45.400 --> 00:07:47.100]  這裡很清楚
[00:07:47.100 --> 00:07:48.800]  你留意到兩句話
[00:07:48.800 --> 00:07:52.000]  他說你要使人歸於塵土
[00:07:52.000 --> 00:07:56.400]  很明顯是指人會死
[00:07:56.400 --> 00:07:58.100]  人犯罪
[00:07:58.100 --> 00:07:59.900]  所以人要面對死亡
[00:08:00.500 --> 00:08:04.400]  我們說如果一個人100歲就已經是長壽了
[00:08:04.400 --> 00:08:05.300]  是人祟
[00:08:05.300 --> 00:08:06.700]  香港你知道嗎?
[00:08:06.700 --> 00:08:11.100]  邵逸夫過了100歲才離開世界
[00:08:11.100 --> 00:08:12.800]  葉錫恩也是
[00:08:12.800 --> 00:08:14.600]  哇!這個很厲害
[00:08:14.600 --> 00:08:16.800]  但是相對聖經
[00:08:16.800 --> 00:08:18.100]  《創世紀》裡面
[00:08:18.100 --> 00:08:22.100]  大家記不記得最長壽的叫什麼名字?
[00:08:22.100 --> 00:08:25.600]  馬土薩拉
[00:08:25.600 --> 00:08:27.700]  馬土薩拉多少歲?
[00:08:29.200 --> 00:08:30.700]  有兩個數字
[00:08:30.700 --> 00:08:32.500]  我們較為熟悉
[00:08:32.500 --> 00:08:33.900]  69
[00:08:33.900 --> 00:08:36.000]  不是689
[00:08:36.000 --> 00:08:38.400]  是969
[00:08:38.400 --> 00:08:39.700]  969歲
[00:08:39.700 --> 00:08:42.400]  他的兒子叫拉麥
[00:08:42.400 --> 00:08:44.300]  大家知道拉麥多少歲嗎?
[00:08:44.300 --> 00:08:47.900]  我今次講完這篇大家一定會記得
[00:08:47.900 --> 00:08:50.200]  拉麥的歲數
[00:08:50.200 --> 00:08:51.700]  跟我們很熟悉
[00:08:51.700 --> 00:08:53.600]  是777
[00:08:53.600 --> 00:08:56.600]  是777歲
[00:08:56.600 --> 00:08:58.100]  所以大家一定會記得
[00:08:58.100 --> 00:08:59.800]  拉麥是777
[00:08:59.800 --> 00:09:03.700]  羅亞的兒子閃也活到700歲
[00:09:03.700 --> 00:09:06.500]  所以古代的人是很長壽的
[00:09:06.500 --> 00:09:09.800]  只不過是因為人的罪惡越來越大
[00:09:09.800 --> 00:09:12.700]  世界的污染也越來越厲害
[00:09:12.700 --> 00:09:14.900]  壓力也越來越大之下
[00:09:14.900 --> 00:09:17.400]  人的壽命才會越來越短
[00:09:17.400 --> 00:09:18.700]  大家留意到
[00:09:18.700 --> 00:09:20.900]  特里斯世人歸回塵土
[00:09:20.900 --> 00:09:22.000]  就是人會死
[00:09:22.000 --> 00:09:24.800]  說你們世人要歸回
[00:09:24.800 --> 00:09:27.500]  但是你們世人要歸回是另一個意思
[00:09:27.900 --> 00:09:30.800]  就是原來我們屬神的人離開世界的時候
[00:09:30.800 --> 00:09:33.300]  我們會回到神的身邊
[00:09:33.300 --> 00:09:34.800]  這時候
[00:09:34.800 --> 00:09:36.500]  神就說你回來了
[00:09:36.500 --> 00:09:39.000]  回到我這個家裡面我擁抱你
[00:09:39.000 --> 00:09:41.300]  所以今天請你記住
[00:09:41.300 --> 00:09:44.800]  我們信徒最終的歸宿就是天家
[00:09:44.800 --> 00:09:47.600]  在第四節那裏
[00:09:47.600 --> 00:09:49.100]  他就會這樣說
[00:09:49.100 --> 00:09:51.200]  人的生命是很短暫的
[00:09:51.200 --> 00:09:54.500]  我們一起來看90篇的第四節好嗎?
[00:09:55.000 --> 00:09:59.200]  在你看來千年如已過的昨日
[00:09:59.200 --> 00:10:01.500]  猶如夜間的一更
[00:10:01.500 --> 00:10:02.700]  沒錯
[00:10:02.700 --> 00:10:05.500]  剛才我說馬可撒拉這麼長壽
[00:10:05.500 --> 00:10:07.300]  但是在神的眼中
[00:10:07.300 --> 00:10:08.700]  也是很短暫的
[00:10:08.700 --> 00:10:10.800]  在神的眼中
[00:10:10.800 --> 00:10:12.900]  千年如已過的昨日
[00:10:12.900 --> 00:10:15.300]  中國人也是一句話說
[00:10:15.300 --> 00:10:17.300]  山中方七日
[00:10:17.300 --> 00:10:19.800]  世上幾千年
[00:10:19.800 --> 00:10:23.600]  原來神仙境界的地方和人的時間
[00:10:23.600 --> 00:10:24.900]  是很不同的
[00:10:25.100 --> 00:10:27.900]  祂說我們如已過的昨天
[00:10:27.900 --> 00:10:30.200]  猶如夜間的一更
[00:10:30.200 --> 00:10:32.400]  晚上你睡覺
[00:10:32.400 --> 00:10:34.000]  睡著了的時候
[00:10:34.000 --> 00:10:36.900]  你有沒有留意到時間是很快地流逝的?
[00:10:36.900 --> 00:10:38.900]  你睡了好幾個小時
[00:10:38.900 --> 00:10:40.200]  都市睡不夠這樣起來
[00:10:40.200 --> 00:10:40.800]  啊?
[00:10:40.800 --> 00:10:42.400]  我已經睡了六七個小時了
[00:10:42.400 --> 00:10:43.100]  是不是?
[00:10:43.100 --> 00:10:48.000]  原來古時一晚是有三更的
[00:10:48.000 --> 00:10:49.600]  就是在舊約裡面
[00:10:49.600 --> 00:10:52.500]  中國人半夜就是三更
[00:10:52.700 --> 00:10:56.800]  但是到了新約時代就改為四更
[00:10:56.800 --> 00:10:58.300]  無論如何
[00:10:58.300 --> 00:11:01.400]  神的永恆與人的生命相比
[00:11:01.400 --> 00:11:02.600]  真是滄海一屬
[00:11:02.600 --> 00:11:04.000]  但是感恩
[00:11:04.000 --> 00:11:07.200]  有一天我們會歸回永恆了
[00:11:07.200 --> 00:11:08.200]  好了
[00:11:08.200 --> 00:11:09.800]  我們看到這個對比就是
[00:11:09.800 --> 00:11:11.000]  神的永恆
[00:11:11.000 --> 00:11:12.400]  人的短暫
[00:11:12.400 --> 00:11:16.000]  但是最大的可悲是什麼呢?
[00:11:16.000 --> 00:11:18.500]  原來我們活在世上
[00:11:18.500 --> 00:11:20.000]  是很無奈
[00:11:20.000 --> 00:11:21.700]  活得很苦的
[00:11:22.000 --> 00:11:24.600]  我們一起來看詩篇第十篇
[00:11:24.600 --> 00:11:26.800]  第五到第十節
[00:11:26.800 --> 00:11:27.400]  好不好?
[00:11:27.400 --> 00:11:31.000]  你叫他們如水沖去
[00:11:31.000 --> 00:11:32.900]  他們如睡一覺
[00:11:32.900 --> 00:11:35.900]  早晨他們如生長的草
[00:11:35.900 --> 00:11:37.600]  早晨發芽生長
[00:11:37.600 --> 00:11:39.500]  晚上割下枯乾
[00:11:39.500 --> 00:11:42.100]  我們因你的怒氣而消滅
[00:11:42.100 --> 00:11:44.300]  因你的憤怒而驚惶
[00:11:44.300 --> 00:11:48.400]  你將我們的罪孽擺在你面前
[00:11:48.400 --> 00:11:52.300]  將我們的忍惡擺在你面光之中
[00:11:52.300 --> 00:11:56.000]  我們經過的日子都在你震怒之下
[00:11:56.000 --> 00:11:59.600]  我們進度的年歲好像一聲嘆息
[00:11:59.600 --> 00:12:02.500]  我們一生的年日是七十歲
[00:12:02.500 --> 00:12:05.000]  若是強壯可到八十歲
[00:12:05.000 --> 00:12:07.200]  但其中所經過的
[00:12:07.200 --> 00:12:09.700]  不過是勞苦愁煩
[00:12:09.700 --> 00:12:11.000]  轉眼成空
[00:12:11.000 --> 00:12:13.400]  我們便如飛而去
[00:12:13.400 --> 00:12:15.400]  你有沒有留意到
[00:12:15.500 --> 00:12:20.300]  摩西就用了很多不同的形容詞描繪人生短暫
[00:12:20.300 --> 00:12:22.300]  如水沖去
[00:12:22.300 --> 00:12:25.100]  我想我們老人家就會知道
[00:12:25.100 --> 00:12:26.800]  什麼叫如水沖去呢?
[00:12:26.800 --> 00:12:28.500]  我記得我小時候
[00:12:28.500 --> 00:12:31.300]  我們住的唐樓是不會有浴室的
[00:12:31.300 --> 00:12:34.200]  我們小時候找一個木盆來洗澡
[00:12:34.200 --> 00:12:36.900]  洗完那些骯髒的水就在盆裡
[00:12:36.900 --> 00:12:37.700]  那你會怎樣?
[00:12:37.700 --> 00:12:38.800]  倒水
[00:12:38.800 --> 00:12:42.000]  倒水你會很快就倒光了
[00:12:42.000 --> 00:12:43.400]  現在我們有浴室
[00:12:43.400 --> 00:12:44.500]  但你也有沖水
[00:12:44.500 --> 00:12:46.800]  去完廁所你就按按鈕
[00:12:46.800 --> 00:12:48.600]  那些水是否去得很快?
[00:12:48.600 --> 00:12:50.900]  如水沖去就很快
[00:12:50.900 --> 00:12:53.200]  還有就是如睡一覺
[00:12:53.200 --> 00:12:55.300]  所謂春宵苦短
[00:12:55.300 --> 00:12:56.900]  很快就睡醒一覺
[00:12:56.900 --> 00:12:58.000]  那就完了
[00:12:58.000 --> 00:13:01.100]  他說也好像如草被割下
[00:13:01.100 --> 00:13:03.500]  早上割下晚上枯乾
[00:13:03.500 --> 00:13:06.000]  這個就是中國人所描繪的
[00:13:06.000 --> 00:13:07.500]  剛陰似箭
[00:13:07.500 --> 00:13:09.300]  日月如梭
[00:13:09.300 --> 00:13:10.900]  大家知道那個梭是什麼?
[00:13:10.900 --> 00:13:12.600]  不是一把梭的梭
[00:13:12.700 --> 00:13:14.600]  日月如梭是指什麼呢?
[00:13:14.600 --> 00:13:15.800]  那時候的織布機
[00:13:15.800 --> 00:13:17.200]  織插織插織插
[00:13:17.200 --> 00:13:18.500]  那個就是梭
[00:13:18.500 --> 00:13:21.000]  人生如白驅過驅
[00:13:21.000 --> 00:13:22.500]  人生如朝露
[00:13:22.500 --> 00:13:25.600]  就算陶淵明也寫了一首詩
[00:13:25.600 --> 00:13:27.900]  盛年不從來
[00:13:27.900 --> 00:13:29.800]  一日難再辰
[00:13:29.800 --> 00:13:33.300]  及時當勉勵歲月不待人
[00:13:33.300 --> 00:13:34.000]  是啊
[00:13:34.000 --> 00:13:36.600]  自駕五五離地
[00:13:36.600 --> 00:13:37.700]  但是他停留的
[00:13:37.700 --> 00:13:40.500]  而描繪人生的短暫
[00:13:40.500 --> 00:13:42.100]  但更加可悲
[00:13:42.500 --> 00:13:45.100]  就是人生有很多不開心的事
[00:13:45.100 --> 00:13:47.400]  我們常常都會說
[00:13:47.400 --> 00:13:48.900]  福無從至
[00:13:48.900 --> 00:13:49.700]  但是怎樣呢?
[00:13:49.700 --> 00:13:51.500]  禍不單行
[00:13:51.500 --> 00:13:56.900]  還有就是人生不如意事十常八九
[00:13:56.900 --> 00:14:00.000]  就是說我們人生是很可悲的
[00:14:00.000 --> 00:14:02.400]  所以摩西就寫出了
[00:14:02.400 --> 00:14:06.400]  第九節和第十節
[00:14:06.400 --> 00:14:09.300]  說到我們一生的年日是七十歲
[00:14:09.300 --> 00:14:11.500]  若是強壯可以到八十歲
[00:14:12.500 --> 00:14:15.300]  中國人多少歲才可以擺大壽呢?
[00:14:15.300 --> 00:14:17.800]  是六十歲才可以擺大壽
[00:14:17.800 --> 00:14:22.300]  所以說到六十歲之前擺生日宴
[00:14:22.300 --> 00:14:24.600]  是會帶來禍患的
[00:14:24.600 --> 00:14:26.600]  我們真的看到
[00:14:26.600 --> 00:14:28.900]  有些五十多歲的人
[00:14:28.900 --> 00:14:31.200]  請別人去餐廳吃東西
[00:14:31.200 --> 00:14:33.100]  有二百多人
[00:14:33.100 --> 00:14:34.800]  現在個個都中招了
[00:14:34.800 --> 00:14:36.800]  就有禍患了
[00:14:36.800 --> 00:14:39.200]  所以未到六十歲來擺生日
[00:14:39.200 --> 00:14:40.500]  隨時出事
[00:14:40.500 --> 00:14:43.100]  這真是前人所說的
[00:14:43.100 --> 00:14:44.800]  我們不可以不聽
[00:14:44.800 --> 00:14:46.400]  六十歲擺大壽
[00:14:46.400 --> 00:14:48.200]  可能強壯是七十歲
[00:14:48.200 --> 00:14:50.600]  但是再久一點
[00:14:50.600 --> 00:14:52.100]  更厲害的就是八十歲
[00:14:52.100 --> 00:14:53.600]  下面一句是什麼呢?
[00:14:53.600 --> 00:14:57.600]  其中所驚誇的不過是奴婦受罰
[00:14:57.600 --> 00:14:59.400]  在我們當中
[00:14:59.400 --> 00:15:01.000]  如果超過七十歲以上的人
[00:15:01.000 --> 00:15:02.700]  黃太那些就會知道
[00:15:02.700 --> 00:15:03.700]  喂
[00:15:03.700 --> 00:15:05.600]  在五六十年代
[00:15:05.600 --> 00:15:07.400]  甚至更早的時候
[00:15:07.400 --> 00:15:09.600]  你所經歷的就是奴婦
[00:15:09.800 --> 00:15:11.900]  那時候生活是非常辛苦的
[00:15:11.900 --> 00:15:13.500]  跟現在這一代是很不一樣的
[00:15:13.500 --> 00:15:15.400]  奴婦還有什麼呢?
[00:15:15.400 --> 00:15:16.400]  你有愛心
[00:15:16.400 --> 00:15:18.200]  你就會有仇犯
[00:15:18.200 --> 00:15:20.600]  你去關心你的孩子
[00:15:20.600 --> 00:15:22.100]  關心你的配偶
[00:15:22.100 --> 00:15:23.500]  關心你的家人
[00:15:23.500 --> 00:15:25.300]  他們有什麼事你會擔心
[00:15:25.300 --> 00:15:26.000]  是不是?
[00:15:26.000 --> 00:15:27.200]  正如我所說
[00:15:27.200 --> 00:15:28.600]  我女兒放十一點鐘
[00:15:28.600 --> 00:15:30.200]  我會去接她下班
[00:15:30.200 --> 00:15:32.200]  因為擔心她會有事
[00:15:32.200 --> 00:15:34.400]  晚上容易有醉酒鬼
[00:15:34.400 --> 00:15:36.600]  有些人對她不規矩
[00:15:36.600 --> 00:15:38.300]  而且我女兒這麼漂亮
[00:15:38.300 --> 00:15:40.200]  所以一定要接她
[00:15:40.200 --> 00:15:42.400]  如果你是沒有愛的
[00:15:42.400 --> 00:15:43.500]  反而輕鬆
[00:15:43.500 --> 00:15:47.200]  原來我們所生活的很多苦楚
[00:15:47.200 --> 00:15:48.600]  奴婦受罰
[00:15:48.600 --> 00:15:49.800]  不過罪名是什麼呢?
[00:15:49.800 --> 00:15:52.500]  轉眼成空便如飛而去
[00:15:52.500 --> 00:15:54.400]  這是很可悲的
[00:15:54.400 --> 00:15:55.800]  甚至
[00:15:55.800 --> 00:15:57.600]  摩西話道
[00:15:57.600 --> 00:15:59.700]  我們到盡的年歲
[00:15:59.700 --> 00:16:03.100]  好像一聲嘆息
[00:16:03.100 --> 00:16:05.200]  這就是第九詞
[00:16:05.200 --> 00:16:06.600]  不是歡呼
[00:16:06.600 --> 00:16:07.700]  是嘆息
[00:16:08.200 --> 00:16:10.300]  原來人一生下來就要哭
[00:16:10.300 --> 00:16:11.200]  你有沒有留意到?
[00:16:11.200 --> 00:16:13.300]  嬰兒出生
[00:16:13.300 --> 00:16:15.700]  他不哭也好
[00:16:15.700 --> 00:16:16.700]  很可憐的
[00:16:16.700 --> 00:16:18.700]  姑娘要打到他哭
[00:16:18.700 --> 00:16:20.800]  這時候讓他透氣
[00:16:20.800 --> 00:16:22.100]  我記得
[00:16:22.100 --> 00:16:23.800]  為什麼我叫永善呢?
[00:16:23.800 --> 00:16:25.400]  我爸爸後來跟我說
[00:16:25.400 --> 00:16:26.900]  我很牛頸的
[00:16:26.900 --> 00:16:28.700]  當我出生的時候
[00:16:28.700 --> 00:16:30.200]  姑娘打我的時候
[00:16:30.200 --> 00:16:31.600]  我是不哭的
[00:16:31.600 --> 00:16:34.000]  打到姑娘手也痛
[00:16:34.000 --> 00:16:38.900]  所以爸爸說我這麼牛頸需要改永善
[00:16:38.900 --> 00:16:41.400]  因為女兒已經很牛精了
