
[00:00:00.000 --> 00:00:06.000]  大家有沒有試過買東西的時候
[00:04:47.000 --> 00:04:52.000]  還有為什麼這個故事是關乎信仰的真假呢?
[00:04:52.000 --> 00:04:56.000]  還有為什麼這個故事是有關於信仰的真假呢?
[00:04:56.000 --> 00:05:04.000]  大家知不知道聖經為什麼要特別用智慧去形容女人所獻的珍瑪達香膏呢?
[00:05:04.000 --> 00:05:14.000]  大家知不知道聖經為什麼要特別用智慧、珍貴這個詞來形容女人所獻的珍瑪達香膏呢?
[00:05:14.000 --> 00:05:18.000]  還不止是智慧還要加上一個珍字來形容
[00:05:18.000 --> 00:05:22.000]  還不止是智慧還要加上一個真假的珍字來形容
[00:05:22.000 --> 00:05:27.000]  因為有真就有假,有貴也有便宜
[00:05:27.000 --> 00:05:31.000]  因為有真就有假,有貴也有便宜
[00:05:31.000 --> 00:05:42.000]  這個拿達香膏就是一種頂級和很昂貴的一種油膏
[00:05:42.000 --> 00:05:46.000]  它是由一種叫做拿達的植物提煉出來的
[00:05:46.000 --> 00:05:50.000]  因為拿達香膏是一種很珍貴、頂級、昂貴的香膏
[00:05:50.000 --> 00:05:55.000]  是由一種名為拿達的植物提煉出來的
[00:05:55.000 --> 00:06:00.000]  這種植物它的貴在於它不是哪裡都可以找到的
[00:06:00.000 --> 00:06:04.000]  這種植物它的貴在於它不是哪裡都可以找到的
[00:06:04.000 --> 00:06:12.000]  只有生長在北印度喜馬拉雅山的山峰裡面或者山谷之間才有的
[00:06:12.000 --> 00:06:18.000]  它只生長在北印度喜馬拉雅山的石縫或者山谷裡面
[00:06:18.000 --> 00:06:21.000]  山谷裡面才有
[00:06:21.000 --> 00:06:25.000]  它的生長期很短,只有七個月
[00:06:25.000 --> 00:06:28.000]  採摘它的時候需要很大的努力
[00:06:28.000 --> 00:06:36.000]  那時候人們採摘它的原因是因為它的根莖會產生極其芬芳的香味
[00:06:36.000 --> 00:06:42.000]  當時人們採摘它的原因是因為它的根莖會產生極其芬芳的香味
[00:06:42.000 --> 00:06:51.000]  經文五節明確地提到當時這個女人獻的真拿達香膏價值是三十兩銀子
[00:06:51.000 --> 00:06:58.000]  經文五節明確地提到當時這個女人獻的真拿達香膏價值是三十兩銀子
[00:06:58.000 --> 00:07:00.000]  究竟值多少錢呢?
[00:07:00.000 --> 00:07:08.000]  經文五節明確地提到當時這個女人獻的真拿達香膏價值是三十兩銀子
[00:07:08.000 --> 00:07:11.000]  究竟值多少錢呢?
[00:07:11.000 --> 00:07:19.000]  耶穌時代的羅馬帝國常用的銀幣是拿得利
[00:07:19.000 --> 00:07:23.000]  等於三十兩銀子等於三百個拿得利銀幣
[00:07:23.000 --> 00:07:27.000]  相當於當時普通人接近一年的工資
[00:07:27.000 --> 00:07:31.000]  在耶穌時代的羅馬帝國常用的銀幣是拿得利
[00:07:31.000 --> 00:07:36.000]  而拿得利三十兩的銀幣是等於三百拿得利銀幣
[00:07:36.000 --> 00:07:39.000]  也相當於當時普通人接近一年的工資
[00:07:39.000 --> 00:07:43.000]  這個女人居然用這麼貴重的香膏獻給主
[00:07:43.000 --> 00:07:46.000]  這種不是奉獻又是什麼呢?
[00:07:46.000 --> 00:07:50.000]  這個女人居然用這麼貴重的香膏獻給主
[00:07:50.000 --> 00:07:52.000]  這種不是奉獻又是什麼呢?
[00:07:52.000 --> 00:07:55.000]  有很多牧師傳代人說
[00:07:55.000 --> 00:07:57.000]  今天這個奉獻的故事的時候
[00:07:57.000 --> 00:08:04.000]  都是用現今世代的平均工資去計算這個女人所獻的香膏價值
[00:08:04.000 --> 00:08:07.000]  很多牧師在講今天這個奉獻故事的時候
[00:08:07.000 --> 00:08:13.000]  都會用現今時代的平均工資去計算女人所獻的香膏價值
[00:08:13.000 --> 00:08:16.000]  但我認為不是最好的方法
[00:08:16.000 --> 00:08:18.000]  但我認為不是最好的方法
[00:08:18.000 --> 00:08:20.000]  因為我們在座這麼多有工作的人
[00:08:20.000 --> 00:08:23.000]  各人的一年工資都是不一樣的
[00:08:23.000 --> 00:08:25.000]  因為我們在座這麼多工作的人
[00:08:25.000 --> 00:08:28.000]  每個人的一年的平均工資都是不一樣的
[00:08:28.000 --> 00:08:32.000]  如果你的年薪好幾百萬的話有沒有在這裡?
[00:08:32.000 --> 00:08:35.000]  如果你的年薪好幾百萬這邊有沒有?
[00:08:35.000 --> 00:08:41.000]  社會的平均工資計算的金額對你來講可能都不算多
[00:08:41.000 --> 00:08:45.000]  那這個社會上的平均工資而言對你來說也不算很多
[00:08:45.000 --> 00:08:47.000]  所以我想大家想一想
[00:08:47.000 --> 00:08:51.000]  如果是你以現今你的一年的工資計算
[00:08:51.000 --> 00:08:54.000]  你願不願意為主獻上一年的工資呢?
[00:08:54.000 --> 00:08:55.000]  所以我想大家想一想
[00:08:55.000 --> 00:08:58.000]  如果以你現在一年的工資來計算
[00:08:58.000 --> 00:09:01.000]  你會不會願意為主獻上你一年的工資?
[00:09:01.000 --> 00:09:05.000]  總之是一次性的奉獻不是全年累積
[00:09:05.000 --> 00:09:07.000]  而且還是一次性的奉獻
[00:09:07.000 --> 00:09:10.000]  不是說一年裡累積的奉獻
[00:09:10.000 --> 00:09:17.000]  你過去做過的一次性的奉獻裡有沒有等同於或者相當於一年的工資呢?
[00:09:17.000 --> 00:09:19.000]  你過去一次性的奉獻
[00:09:19.000 --> 00:09:23.000]  你的金額有沒有等同於或相當於一年的工資呢?
[00:09:23.000 --> 00:09:28.000]  我相信我們中間應該有人是有這樣的人的
[00:09:28.000 --> 00:09:31.000]  我相信我們當中應該有這樣的人的
[00:09:31.000 --> 00:09:36.000]  甚至可能比聖經中裡面的女人所獻的更加多
[00:09:36.000 --> 00:09:39.000]  甚至比聖經中這位女人所獻的更加的多
[00:09:39.000 --> 00:09:43.000]  在我過去二十幾年的教會生活裡面
[00:09:43.000 --> 00:09:48.000]  感謝神給我遇到過很多次的教會建堂
[00:09:48.000 --> 00:09:51.000]  在我過去二十幾年的教會生活裡
[00:09:51.000 --> 00:09:54.000]  感謝神讓我遇到了好幾次的教會建堂
[00:09:54.000 --> 00:09:57.000]  所以我也很誠實地告訴大家
[00:09:57.000 --> 00:10:02.000]  我曾經為教會建堂奉獻過相當於我一年的人工
[00:10:02.000 --> 00:10:04.000]  所以我可以很誠實地告訴大家
[00:10:04.000 --> 00:10:08.000]  我也曾經為了教會建堂而奉獻過相當於自己一年的工資
[00:10:08.000 --> 00:10:13.000]  過去我在香港就遇過兩次的建堂
[00:10:13.000 --> 00:10:15.000]  過去我在香港遇到兩次建堂
[00:10:15.000 --> 00:10:19.000]  但是也想不到去到韓國神也讓我遇到
[00:10:19.000 --> 00:10:25.000]  也沒有想到過年去韓國生活也讓我遇到
[00:10:25.000 --> 00:10:26.000]  真的謝謝
[00:10:26.000 --> 00:10:28.000]  真的是感謝
[00:10:28.000 --> 00:10:31.000]  我回來香港之前
[00:10:31.000 --> 00:10:33.000]  我所服侍的韓國教會
[00:10:33.000 --> 00:10:38.000]  剛剛開始建造一個新的教會座堂
[00:10:38.000 --> 00:10:40.000]  在我回來香港服侍之前
[00:10:40.000 --> 00:10:45.000]  我在韓國的教會裡面剛剛開始了他們新的教會座堂
[00:10:45.000 --> 00:10:48.000]  現在雖然我回到香港服侍
[00:10:48.000 --> 00:10:52.000]  但是我每個月仍然為韓國的教會建堂奉獻
[00:10:52.000 --> 00:10:55.000]  現在雖然我已經回到香港服侍
[00:10:55.000 --> 00:10:59.000]  但我每個月還在為了韓國的教會建堂而奉獻
[00:10:59.000 --> 00:11:01.000]  大家看一下四周
[00:11:01.000 --> 00:11:03.000]  大家可以看一下我們四周
[00:11:03.000 --> 00:11:05.000]  我們教會雖然有幾十年的歷史
[00:11:05.000 --> 00:11:09.000]  但是我們教會的裝修和設備都算不錯
[00:11:09.000 --> 00:11:12.000]  我們教會雖然已經有幾十年的歷史
[00:11:12.000 --> 00:11:15.000]  但我們的裝修和設備還算是不錯的
[00:11:15.000 --> 00:11:17.000]  我們現在所享用的一切
[00:11:17.000 --> 00:11:20.000]  其實都是由我們當中的一些弟兄姊妹
[00:11:20.000 --> 00:11:23.000]  和我們前面的一些前輩們所奉獻的
[00:11:23.000 --> 00:11:26.000]  我們現在所享有的一切
[00:11:26.000 --> 00:11:31.000]  也都是我們當中的一些弟兄姊妹和我們的前輩所奉獻的
[00:11:31.000 --> 00:11:34.000]  我們在享用這麼舒服的環境
[00:11:34.000 --> 00:11:37.000]  其實我們都會感到滿意和喜悅的
[00:11:37.000 --> 00:11:40.000]  我們享用這麼舒適的環境
[00:11:40.000 --> 00:11:42.000]  也會感到滿意和喜悅的
[00:11:42.000 --> 00:11:46.000]  所以我相信我們的主也會喜悅弟兄姊妹的獻上
[00:11:46.000 --> 00:11:50.000]  所以我相信我們的主也會喜悅弟兄姊妹的獻上
[00:11:50.000 --> 00:11:53.000]  其實新的聖經有三卷福音書
[00:11:53.000 --> 00:11:56.000]  馬太、馬可和約翰福音
[00:11:56.000 --> 00:11:59.000]  都有記載這個女人奉獻香膏的故事
[00:11:59.000 --> 00:12:02.000]  其實新的聖經裡有三卷福音書
[00:12:02.000 --> 00:12:05.000]  包括馬太福音、馬可福音和約翰福音
[00:12:05.000 --> 00:12:08.000]  都有記載這位女人奉獻香膏的故事
[00:12:08.000 --> 00:12:12.000]  不過唯獨約翰福音告訴我們這個女人的身份是誰
[00:12:12.000 --> 00:12:14.000]  她就是瑪麗亞
[00:12:14.000 --> 00:12:18.000]  不過唯獨約翰福音告訴我們這位女人的身份是誰
[00:12:18.000 --> 00:12:19.000]  她就是瑪麗亞
[00:12:19.000 --> 00:12:23.000]  因為聖經提及很多位瑪麗亞
[00:12:23.000 --> 00:12:25.000]  所以我想跟大家說明一下
[00:12:25.000 --> 00:12:27.000]  免得大家錯誤理解
[00:12:27.000 --> 00:12:30.000]  因為聖經裡提及了好幾位瑪麗亞
[00:12:30.000 --> 00:12:31.000]  所以我要跟大家說明一下
[00:12:31.000 --> 00:12:33.000]  免得大家錯誤理解
[00:12:33.000 --> 00:12:38.000]  約翰福音十二章的二到三節內容
[00:12:38.000 --> 00:12:43.000]  我們可以知道獻上珍拿達香膏的瑪麗亞
[00:12:43.000 --> 00:12:47.000]  是那位被耶穌令她從死裡復活的拉撒路
[00:12:47.000 --> 00:12:49.000]  她的親姐姐
[00:12:49.000 --> 00:12:52.000]  從約翰福音十二章二到三節內容
[00:12:52.000 --> 00:12:55.000]  我們可以知道獻上珍拿達香膏的瑪麗亞
[00:12:55.000 --> 00:12:59.000]  是那位被耶穌使她從死裡復活的拉撒路
[00:12:59.000 --> 00:13:01.000]  她的親姐姐
[00:13:01.000 --> 00:13:03.000]  另外就是盧家福音的七章
[00:13:03.000 --> 00:13:08.000]  雖然都有提到一位瑪麗亞拿著香膏去抹耶穌
[00:13:08.000 --> 00:13:11.000]  但是兩位瑪麗亞是不同的人
[00:13:11.000 --> 00:13:13.000]  另外在路加福音第七章
[00:13:13.000 --> 00:13:16.000]  雖然也提到一位瑪麗亞拿香膏去抹耶穌
[00:13:16.000 --> 00:13:19.000]  但是兩位瑪麗亞是不同的人
[00:13:19.000 --> 00:13:21.000]  在盧家福音七章的瑪麗亞
[00:13:21.000 --> 00:13:25.000]  是曾經被七隻鬼附身的莫大拉瑪麗亞
[00:13:25.000 --> 00:13:28.000]  在路加福音七章的瑪麗亞
[00:13:28.000 --> 00:13:31.000]  是曾經被七隻鬼附身的摩大拉瑪麗亞
[00:13:31.000 --> 00:13:35.000]  而今天故事獻香膏的瑪麗亞是拉撒路的姐姐
[00:13:35.000 --> 00:13:39.000]  而今天獻香膏的瑪麗亞是拉撒路的姐姐
[00:13:39.000 --> 00:13:42.000]  除了獻香膏的瑪麗亞是不同人之外
[00:13:42.000 --> 00:13:47.000]  她們兩個奉獻的原因都是不同的
[00:13:47.000 --> 00:13:53.000]  除了獻香膏的瑪麗亞是不同的人
[00:13:53.000 --> 00:13:56.000]  她們兩個奉獻的原因也是不一樣的
[00:13:56.000 --> 00:14:01.000]  莫大拉的瑪麗亞用香膏抹耶穌是出於悔罪的心
[00:14:01.000 --> 00:14:03.000]  因為她曾經是一位妓女
[00:14:03.000 --> 00:14:06.000]  也曾經被污鬼附身
[00:14:06.000 --> 00:14:11.000]  莫大拉的瑪麗亞她用香膏去抹耶穌是出於悔罪的心
[00:14:11.000 --> 00:14:13.000]  因為她曾經是一位妓女
[00:14:13.000 --> 00:14:16.000]  也是曾經被污鬼附身
[00:14:16.000 --> 00:14:19.000]  今天故事中的瑪麗亞
[00:14:19.000 --> 00:14:24.000]  她這樣做是出於對耶穌的信仰
[00:14:24.000 --> 00:14:30.000]  今天這位瑪麗亞她這樣做是出於對耶穌的信仰
[00:14:30.000 --> 00:14:32.000]  因為聖經告訴我們
[00:14:32.000 --> 00:14:36.000]  她是為耶穌釘十字架的事去做準備
[00:14:36.000 --> 00:14:40.000]  因為她知道耶穌是救主彌賽亞
[00:14:40.000 --> 00:14:41.000]  因為聖經告訴我們
[00:14:41.000 --> 00:14:45.000]  她是為耶穌釘十字架的事去做準備
[00:14:45.000 --> 00:14:48.000]  因為她知道耶穌是救主彌賽亞
[00:14:48.000 --> 00:14:53.000]  有些解音家歸咎於瑪麗亞的行動
[00:14:53.000 --> 00:14:56.000]  是因為她們對主耶穌的感恩
[00:14:56.000 --> 00:14:59.000]  因為她們兩個都受過耶穌的恩惠
[00:14:59.000 --> 00:15:03.000]  有些解音家會將兩位瑪麗亞的行動的原因
[00:15:03.000 --> 00:15:05.000]  都歸於她們對耶穌的感恩
[00:15:05.000 --> 00:15:08.000]  因為她們都受過耶穌的恩惠
[00:15:08.000 --> 00:15:17.000]  莫達拉的瑪麗亞被耶穌從犯罪和魔鬼捆綁中釋放
[00:15:17.000 --> 00:15:23.000]  因為莫達拉的瑪麗亞被耶穌從犯罪和魔鬼捆綁中釋放
[00:15:23.000 --> 00:15:25.000]  而今天這個故事中的瑪麗亞
[00:15:25.000 --> 00:15:30.000]  她的弟弟拉薩路被耶穌從死亡中復活
[00:15:30.000 --> 00:15:32.000]  而今天故事中的瑪麗亞
[00:15:32.000 --> 00:15:36.000]  她的弟弟拉薩路被耶穌從死亡裡復活
[00:15:36.000 --> 00:15:41.000]  不過耶穌知道拉薩路的姐姐瑪麗亞
[00:15:41.000 --> 00:15:45.000]  去獻奉獻的目的不是為了感恩
[00:15:45.000 --> 00:15:51.000]  但耶穌知道拉薩路姐姐瑪麗亞的奉獻目的不是為了感恩
[00:15:51.000 --> 00:15:57.000]  我請Toby為我讀馬可福音十四章八節的一段經文
[00:15:57.000 --> 00:15:59.000]  馬可福音十四章八節
[00:15:59.000 --> 00:16:06.000]  她是為我安葬的事,把香膏預先交在我身上
[00:16:06.000 --> 00:16:13.000]  本身這個拿達香膏的作用就是為了死人安葬而用的
[00:16:13.000 --> 00:16:18.000]  本身這個拿達香膏的作用就是為了死人安葬的時候用的
[00:16:18.000 --> 00:16:22.000]  所以瑪麗亞這個行動是關乎她對主的信仰
[00:16:22.000 --> 00:16:26.000]  所以瑪麗亞這個行動是關乎她對主的信仰
[00:16:26.000 --> 00:16:29.000]  聽到這裡大家可能都想問
[00:16:29.000 --> 00:16:32.000]  這個故事究竟跟真假信仰有什麼關係呢?
[00:16:32.000 --> 00:16:34.000]  聽到這裡大家可能也會想要問
[00:16:34.000 --> 00:16:38.000]  這個故事跟真假信仰有什麼關係呢?
[00:16:38.000 --> 00:16:41.000]  是不是關於這個假拿達香膏?
[00:16:41.000 --> 00:16:43.000]  是不是關於這個假的拿達香膏?
[00:16:43.000 --> 00:16:45.000]  難道有人獻過假貨給耶穌?
[00:16:45.000 --> 00:16:47.000]  難道有人獻過假貨給耶穌?
[00:16:47.000 --> 00:16:50.000]  所以作者就要特別提真拿達了
[00:16:50.000 --> 00:16:53.000]  所以作者特別提起真拿達
[00:16:53.000 --> 00:16:57.000]  當年那時候的確是有假的拿達香膏
[00:16:57.000 --> 00:17:00.000]  那個時候的確是有假的拿達香膏
[00:17:00.000 --> 00:17:06.000]  是用那些便宜的原材料的植物來冒充貴重的真拿達植物
[00:17:06.000 --> 00:17:12.000]  是用比較便宜的原材料植物來冒充貴重的真拿達植物
[00:17:12.000 --> 00:17:17.000]  但是作者用真除了要強調這個香膏的價值之外呢?
[00:17:17.000 --> 00:17:24.000]  但是作者用真除了要強調這個香膏的價值之外呢?
[00:17:24.000 --> 00:17:32.000]  也要顯明那個責備女人行為的人心目中的信仰的虛偽
[00:17:32.000 --> 00:17:35.000]  也要凸顯那些責備這位女子行為的人
[00:17:35.000 --> 00:17:39.000]  他們心中對於信仰的真偽、虛偽
[00:17:39.000 --> 00:17:44.000]  馬克福音雖然沒有提到責備女人行為的門徒他們的名字
[00:17:44.000 --> 00:17:44.000]  馬克福音雖然沒有提到那些責備女人行為的門徒他們的名字
[00:17:44.000 --> 00:17:49.000]  馬克福音雖然沒有提到那些責備女人行為的門徒他們的名字
[00:17:49.000 --> 00:17:51.000]  但是約翰福音就有
[00:17:51.000 --> 00:17:58.000]  約翰福音十二章四到五節就清楚點明其中一位出賣耶穌的猶大
[00:17:58.000 --> 00:18:03.000]  但是在約翰福音的十二章四到五節卻很清楚地點明了
[00:18:03.000 --> 00:18:06.000]  其中一位就是出賣耶穌的猶大
[00:18:06.000 --> 00:18:09.000]  他反對瑪利亞奉獻的行為
[00:18:09.000 --> 00:18:11.000]  他反對瑪利亞奉獻的行為
[00:18:11.000 --> 00:18:18.000]  一個是為耶穌的救贖行動而奉獻貴重的香膏的瑪利亞
[00:18:18.000 --> 00:18:23.000]  一個是為了耶穌救贖行為而奉獻貴重香膏的瑪利亞
[00:18:23.000 --> 00:18:31.000]  但是對比幾個就以金錢和其他原因來衡量奉獻是不是值得的門徒
[00:18:31.000 --> 00:18:32.000]  包括出賣耶穌的猶大
[00:18:32.000 --> 00:18:40.000]  對比幾個以金錢和別的原因來衡量奉獻是否值得的門徒
[00:18:40.000 --> 00:18:43.000]  包括這位出賣耶穌的猶大
[00:18:43.000 --> 00:18:50.000]  在耶穌眼裡面兩邊的信仰你覺得誰才是更真實無畏呢?
[00:18:50.000 --> 00:18:55.000]  在耶穌的眼中兩邊的信仰哪一位更加的真實無畏呢?
[00:18:55.000 --> 00:18:59.000]  而且我們都知道不單止猶大出賣了耶穌
[00:18:59.000 --> 00:19:04.000]  其他門徒在主耶穌被捕之後其實都是四散
[00:19:04.000 --> 00:19:07.000]  而且我們都知道不只猶大出賣了耶穌
[00:19:07.000 --> 00:19:11.000]  而且其他門徒也在耶穌被捕的時候四散逃跑
[00:19:11.000 --> 00:19:16.000]  唯獨瑪利亞和其他的婦人由頭到尾都是跟隨主
[00:19:16.000 --> 00:19:19.000]  這些才是真正無畏的信仰
[00:19:19.000 --> 00:19:23.000]  唯有瑪利亞和其他婦人從頭到尾一直跟隨主
[00:19:23.000 --> 00:19:25.000]  這些才是真實無畏的信仰
[00:19:25.000 --> 00:19:28.000]  各位姐妹今天關於奉獻的第一個問題
[00:19:28.000 --> 00:19:29.000]  為什麼要奉獻?
[00:19:29.000 --> 00:19:32.000]  弟兄姊妹今天關於奉獻的第一個問題
[00:19:32.000 --> 00:19:33.000]  為什麼要奉獻?
[00:19:33.000 --> 00:19:37.000]  答案也是奉獻的第一個原則
[00:19:37.000 --> 00:19:40.000]  答案也是奉獻的第一個原則
[00:19:40.000 --> 00:19:45.000]  奉獻最重要的動機必須是因為信仰的緣故
[00:19:45.000 --> 00:19:48.000]  奉獻最重要的動機必須是因為信仰的緣故
[00:19:48.000 --> 00:19:52.000]  當每個禮拜崇拜主席在奉獻的時候說
[00:19:52.000 --> 00:19:54.000]  奉獻是基督徒的責任
[00:19:54.000 --> 00:19:59.000]  當每週崇拜的時候主席在奉獻的時候說
[00:19:59.000 --> 00:20:01.000]  奉獻是基督徒的責任
[00:20:01.000 --> 00:20:03.000]  不明白的朋友可以不必奉獻
[00:20:03.000 --> 00:20:06.000]  不明白的朋友可以不必奉獻
[00:20:06.000 --> 00:20:12.000]  因為誰會為自己不認識和未信仰的神獻上金錢呢?
[00:20:12.000 --> 00:20:17.000]  因為誰會為自己不認識、不信仰的神而奉上金錢呢?
[00:20:17.000 --> 00:20:21.000]  相反,如果我們覺得自己是真正信仰基督
[00:20:21.000 --> 00:20:23.000]  但又不願意奉獻的話
[00:20:23.000 --> 00:20:26.000]  那我們對主的信仰又有多少是真的呢?
[00:20:26.000 --> 00:20:30.000]  相反,如果我們覺得自己是真正的信仰基督
[00:20:30.000 --> 00:20:32.000]  但又不願意去奉獻
[00:20:32.000 --> 00:20:36.000]  那麼我們對主的信仰又有多少是真實的呢?
[00:20:36.000 --> 00:20:40.000]  第二個問題,為誰去奉獻呢?
[00:20:40.000 --> 00:20:43.000]  第二個問題,為誰而奉獻?
[00:20:43.000 --> 00:20:47.000]  剛才我說奉獻是要為信仰而做
[00:20:47.000 --> 00:20:50.000]  剛才我說奉獻是要為信仰而做
[00:20:50.000 --> 00:20:56.000]  我這樣不是要否定其他感恩或者其他目的的奉獻
[00:20:56.000 --> 00:21:00.000]  我這樣不是要否定其他感恩或者其他目的的奉獻
[00:21:00.000 --> 00:21:07.000]  而信仰必須是奉獻最原始的一個動機
