
[00:00:00.000 --> 00:00:00.920]  弟子們早晨
[00:02:43.080 --> 00:02:46.160]  若營救討人的喜歡
[00:02:46.160 --> 00:02:49.160]  我就不是基督的僕人了
[00:02:49.160 --> 00:02:50.160]  弟兄們
[00:02:50.160 --> 00:02:51.600]  我告訴你們
[00:02:51.600 --> 00:02:54.120]  我素來所傳的福音
[00:02:54.120 --> 00:02:56.080]  不是出於人的而是
[00:02:56.080 --> 00:02:58.600]  因為我不是從人領受的
[00:02:58.600 --> 00:03:00.960]  也不是人教導我的
[00:03:00.960 --> 00:03:04.320]  乃是從耶穌基督起始來的
[00:03:04.320 --> 00:03:05.960]  新的英文翻譯
[00:03:05.960 --> 00:03:07.400]  第十節
[00:03:07.400 --> 00:03:09.040]  第一章
[00:03:09.040 --> 00:03:12.360]  我現在是要得人的喜歡呢
[00:03:12.360 --> 00:03:13.600]  還是要得神的喜歡呢
[00:03:13.600 --> 00:03:17.040]  還是要討人的喜歡呢
[00:03:17.040 --> 00:03:20.720]  若我現在是要討人的喜歡
[00:03:20.720 --> 00:03:23.840]  我就不是基督的僕人了
[00:03:23.840 --> 00:03:26.000]  弟兄們
[00:03:26.000 --> 00:03:27.680]  我現在是要告訴你們
[00:03:27.680 --> 00:03:29.640]  我所宗的福音
[00:03:29.640 --> 00:03:32.440]  不是出於人的
[00:03:32.440 --> 00:03:34.040]  因為我不是從人領受的
[00:03:34.040 --> 00:03:36.480]  也不是人教導我的
[00:03:36.480 --> 00:03:41.960]  而是由耶穌基督起始來的
[00:03:44.400 --> 00:03:50.840]  在廣東人裏面有很多做人做事的理語
[00:03:50.840 --> 00:03:53.520]  其中我們比較多聽見的
[00:03:53.520 --> 00:03:55.080]  包括譬如
[00:03:55.080 --> 00:03:57.320]  「刨精無植木」
[00:03:57.320 --> 00:03:58.160]  或者
[00:03:58.160 --> 00:04:00.680]  「識時務者為俊傑」
[00:04:00.680 --> 00:04:03.600]  更加有一句比較地道的
[00:04:03.600 --> 00:04:06.520]  「忠忠直直,忠雖乞食」
[00:04:06.520 --> 00:04:09.400]  類似的這些理語
[00:04:09.400 --> 00:04:10.920]  其實都很多
[00:04:10.920 --> 00:04:12.920]  不過他們都想
[00:04:12.920 --> 00:04:15.600]  有一個共同的訊息提出來的
[00:04:15.600 --> 00:04:18.800]  就是無論做人、做事也好
[00:04:18.800 --> 00:04:23.000]  需要經過放棄自己一些原則
[00:04:23.000 --> 00:04:26.240]  去遷就一下其他人的愛好呢
[00:04:26.240 --> 00:04:28.120]  這樣的情況之下
[00:04:28.120 --> 00:04:32.120]  甚至可能需要到我們完全去順著
[00:04:32.120 --> 00:04:34.720]  別人的喜歡而去做事
[00:04:34.720 --> 00:04:37.520]  這樣我們才可以
[00:04:37.520 --> 00:04:41.080]  從當中可以得到一些好處
[00:04:41.080 --> 00:04:44.000]  或者一些的利益
[00:04:44.000 --> 00:04:46.720]  這些是人生的哲理
[00:04:46.720 --> 00:04:50.920]  但究竟聖經是否這樣教導我們呢?
[00:04:50.920 --> 00:04:55.120]  當然在我們每個主日的聽眾裏面
[00:04:55.120 --> 00:04:59.280]  大部分都是一些主內的弟兄姊妹
[00:04:59.280 --> 00:05:02.040]  我在這裏不是去和大家討論一些
[00:05:02.040 --> 00:05:05.880]  出於聖經其他地方的一些人生哲理
[00:05:05.880 --> 00:05:08.200]  而是我們很希望
[00:05:08.200 --> 00:05:11.120]  去重返聖經裏面去看看
[00:05:11.120 --> 00:05:13.720]  侍奉神究竟是一回甚麼的事
[00:05:13.720 --> 00:05:17.520]  因為侍奉神就是我們整個人生
[00:05:17.520 --> 00:05:20.280]  是我們今天每一天的活動
[00:05:20.280 --> 00:05:24.160]  如果我們將剛才所說的
[00:05:24.160 --> 00:05:28.440]  一些世俗人的一些對於行事的標準
[00:05:28.440 --> 00:05:30.360]  用在侍奉的時候
[00:05:30.360 --> 00:05:33.400]  這樣會發生甚麼情況呢?
[00:05:33.400 --> 00:05:36.520]  究竟我們去按照聖經的教導
[00:05:36.520 --> 00:05:40.880]  還是去按照這個世人的標準而去行事
[00:05:40.880 --> 00:05:45.000]  而兩者又造成一些不同的局面呢?
[00:05:45.000 --> 00:05:49.280]  今天我們就透過《迦拉太書》第一章
[00:05:49.280 --> 00:05:51.840]  從第十節到第十二節裏面
[00:05:51.840 --> 00:05:54.160]  我們就一起思想這個題目
[00:05:54.160 --> 00:05:59.040]  怎樣和為甚麼我們去侍奉主愛的神
[00:05:59.040 --> 00:06:01.680]  我們先回去看這段聖經
[00:06:01.680 --> 00:06:05.120]  我們先看第十節的第一節
[00:06:05.120 --> 00:06:09.280]  第十節這樣說:我現在是要得人的心呢
[00:06:09.280 --> 00:06:11.800]  還是要得神的心呢?
[00:06:11.800 --> 00:06:14.480]  我豈是討人的喜歡嗎?
[00:06:14.480 --> 00:06:17.000]  若營救討人的喜歡
[00:06:17.000 --> 00:06:19.520]  我就不是基督的僕人了
[00:06:19.520 --> 00:06:22.400]  我現在是要得人的心呢?
[00:06:22.400 --> 00:06:24.720]  還是要得神的心呢?
[00:06:24.720 --> 00:06:27.800]  我只要討人的喜歡嗎?
[00:06:27.800 --> 00:06:30.560]  若營救討人的喜歡
[00:06:30.560 --> 00:06:33.520]  我就不是基督的僕人了
[00:06:33.520 --> 00:06:36.480]  我現在是要得人的喜歡嗎?
[00:06:36.480 --> 00:06:37.760]  還是要得神的心呢?
[00:06:37.760 --> 00:06:40.640]  我現在是要討人的喜歡嗎?
[00:06:40.640 --> 00:06:43.360]  若營救討人的喜歡
[00:06:43.360 --> 00:06:46.800]  我就不是基督的僕人了
[00:06:46.800 --> 00:06:51.280]  保羅在這裏用了一連串的反問式的句子
[00:06:51.280 --> 00:06:56.560]  其實每逢我們看見聖經有關於一些反問式的句子
[00:06:56.560 --> 00:07:01.960]  其實都是叫你和我邀請我們去反思
[00:07:01.960 --> 00:07:04.160]  一下看看這個情況
[00:07:04.160 --> 00:07:05.240]  反思什麼情況?
[00:07:05.240 --> 00:07:07.920]  就是侍奉的實況
[00:07:07.920 --> 00:07:10.120]  其實在聖經裏面
[00:07:10.120 --> 00:07:13.040]  我們最初已經看過很多
[00:07:13.040 --> 00:07:15.000]  特別是在《加拉太書》前文
[00:07:15.000 --> 00:07:15.920]  我們已經看過
[00:07:15.920 --> 00:07:18.360]  特別是第六節至第九節裏面
[00:07:18.360 --> 00:07:21.880]  保羅已經很不客氣地說
[00:07:21.880 --> 00:07:24.520]  如果有些人傳福音
[00:07:24.520 --> 00:07:30.080]  是傳那些與保羅先前不一樣的福音的話
[00:07:30.080 --> 00:07:34.560]  保羅就說這些人是應當被咒作
[00:07:34.560 --> 00:07:35.960]  保羅不單止說了一次
[00:07:35.960 --> 00:07:37.560]  保羅說了兩次
[00:07:37.560 --> 00:07:41.280]  意思是這是很重要的題目
[00:07:41.280 --> 00:07:42.720]  上一次我們已經說過
[00:07:42.720 --> 00:07:45.600]  這是生死攸關的問題
[00:07:45.600 --> 00:07:47.640]  在永恆生命上面
[00:07:47.640 --> 00:07:49.920]  究竟你和我的屬靈生命
[00:07:49.920 --> 00:07:52.200]  是否能夠活在永恆當中呢?
[00:07:52.200 --> 00:07:55.440]  從今天開始我們怎樣活下去呢?
[00:07:55.440 --> 00:07:57.960]  這是一個很重要的課題
[00:07:57.960 --> 00:08:00.640]  保羅這麼緊張的心情
[00:08:00.640 --> 00:08:04.160]  似乎沒有因為問完這兩條問題之後
[00:08:04.160 --> 00:08:05.760]  他就有緩和的跡象
[00:08:05.760 --> 00:08:08.240]  相反,我們一開始從第十節裏面
[00:08:08.240 --> 00:08:11.960]  我們看見保羅他更加要進一步的
[00:08:11.960 --> 00:08:17.880]  去展述他那份對加拉太教會的信徒的關心的知情
[00:08:17.880 --> 00:08:20.440]  所以在這裏保羅這樣說的時候
[00:08:20.440 --> 00:08:21.840]  就讓我們想起
[00:08:21.840 --> 00:08:25.040]  剛剛我在開頭的開場白裏面說
[00:08:25.040 --> 00:08:28.760]  那些甚麼「刨精就無植木」
[00:08:28.760 --> 00:08:30.760]  「識時務者為俊傑」
[00:08:30.760 --> 00:08:35.160]  或者「忠直直,忠衰乞直食」等等
[00:08:35.160 --> 00:08:37.040]  這些說話
[00:08:37.040 --> 00:08:40.960]  其實保羅都似乎是完全不同意
[00:08:40.960 --> 00:08:48.120]  可以說保羅的行動取態是逆勢道的風氣而行
[00:08:48.120 --> 00:08:49.080]  用英文說
[00:08:49.080 --> 00:08:51.880]  Go against the grains
[00:08:51.880 --> 00:08:55.760]  保羅在這裏要申述的是甚麼呢?
[00:08:55.760 --> 00:08:59.120]  是否要為了反對那些假教師
[00:08:59.120 --> 00:09:01.360]  或者存留在加拉太教會裏面
[00:09:01.360 --> 00:09:04.480]  那些自稱為「仕途門徒」的人
[00:09:04.480 --> 00:09:06.200]  他們的傳話
[00:09:06.200 --> 00:09:10.680]  保羅為反對他們而說得這麼激烈呢?
[00:09:10.680 --> 00:09:14.680]  很多的基督徒對聖經就不了解
[00:09:14.680 --> 00:09:16.680]  讀到這一類型的經文
[00:09:16.680 --> 00:09:19.440]  他們就很喜歡引用來成為
[00:09:19.440 --> 00:09:26.440]  他們去反對一些事情的聖經基礎
[00:09:26.440 --> 00:09:29.800]  尤其是在近年我們會發覺到
[00:09:29.800 --> 00:09:31.800]  在整個世界裏面
[00:09:31.800 --> 00:09:35.680]  有很多所謂反種族歧視的運動
[00:09:35.680 --> 00:09:37.680]  反暴政的運動
[00:09:37.680 --> 00:09:41.840]  不少教會的信徒都習慣了
[00:09:41.840 --> 00:09:46.680]  很喜歡因為用這種斷章取義的方式去解釋聖經
[00:09:46.680 --> 00:09:49.920]  引用聖經去支持自己的看法
[00:09:49.920 --> 00:09:53.600]  這種所謂「Proof Textile Teaching」
[00:09:53.600 --> 00:09:57.600]  在今天教會已經廣泛地流行的情況下
[00:09:57.600 --> 00:09:59.400]  於是很多信徒就說
[00:09:59.400 --> 00:10:00.600]  「還不是?」
[00:10:00.600 --> 00:10:03.960]  「這段聖經連保羅都告訴我們」
[00:10:03.960 --> 00:10:08.240]  「原來我們要為了社會大圍的趨勢」
[00:10:08.240 --> 00:10:14.440]  「我們於是要去爭取教會應該參與一份……」
[00:10:14.440 --> 00:10:17.280]  有些更加引用聖經歷史
[00:10:17.280 --> 00:10:21.280]  說在十六世紀的時候的宗教改革
[00:10:21.280 --> 00:10:24.600]  The Reformation in the 16th Century的時候
[00:10:24.600 --> 00:10:26.280]  他說「意思是甚麼?」
[00:10:26.280 --> 00:10:29.360]  「我們基督徒就是等同於反對派」
[00:10:29.360 --> 00:10:32.360]  「所以我們有個名叫Protestants」
[00:10:32.360 --> 00:10:34.240]  「反對者」
[00:10:34.240 --> 00:10:38.120]  「教會的角色就是反對這個世界的東西」
[00:10:38.120 --> 00:10:40.840]  「所以有些要反對的事情的時候」
[00:10:40.840 --> 00:10:44.680]  「我們就像保羅一樣帶隊出來去反對」
[00:10:44.680 --> 00:10:49.760]  「當這個世界的人說要反對這個所謂種族歧視」
[00:10:49.760 --> 00:10:53.080]  「我們都要參與其中」
[00:10:53.080 --> 00:10:55.680]  不過,其實弟兄姊妹
[00:10:55.680 --> 00:10:57.640]  這一類型的解釋聖經
[00:10:57.640 --> 00:10:59.360]  或者它對聖經的理解
[00:10:59.360 --> 00:11:03.240]  其實是一種錯解聖經的方式
[00:11:03.240 --> 00:11:11.120]  甚至引用教會的宗教改革這段歷史
[00:11:11.120 --> 00:11:13.520]  都是解釋錯誤
[00:11:13.520 --> 00:11:15.120]  因為為甚麼呢?
[00:11:15.120 --> 00:11:17.440]  如果我們只是斷章取義地
[00:11:17.440 --> 00:11:19.520]  去將一些聖經的經節
[00:11:19.520 --> 00:11:23.320]  成為支持我們去做一些事情的時候
[00:11:23.320 --> 00:11:25.600]  很容易我們就缺乏了理解
[00:11:25.600 --> 00:11:27.320]  聖經這句經文
[00:11:27.320 --> 00:11:33.280]  原本整體在內容裏面原本有的意義
[00:11:33.280 --> 00:11:37.400]  而我們甚至引用這個所謂宗教改革來支持我們
[00:11:37.400 --> 00:11:39.280]  所以我們要在這個時代裏面
[00:11:39.280 --> 00:11:43.400]  參與很多時代革命或者改革等等
[00:11:43.400 --> 00:11:45.480]  其實這個也是錯解
[00:11:45.480 --> 00:11:47.960]  因為宗教改革裏面的宗旨
[00:11:47.960 --> 00:11:51.920]  不是去講這個種族歧視的問題
[00:11:51.920 --> 00:11:55.280]  而是講對聖經的解釋的錯誤
[00:11:55.280 --> 00:11:57.160]  而重新要去修正
[00:11:57.160 --> 00:11:58.320]  所以換句話來說
[00:11:58.320 --> 00:11:59.880]  他引用宗教改革
[00:11:59.880 --> 00:12:02.920]  他正正是錯在宗教改革時期
[00:12:02.920 --> 00:12:05.640]  很多錯解聖經的人
[00:12:05.640 --> 00:12:07.800]  要去應該修正的事情
[00:12:07.800 --> 00:12:10.320]  而他們重蹈覆轍的意思
[00:12:10.320 --> 00:12:11.480]  聖經在這裏
[00:12:11.480 --> 00:12:14.440]  以至保羅不是要鼓吹反對
[00:12:14.440 --> 00:12:16.760]  不是鼓吹改革
[00:12:16.760 --> 00:12:19.320]  而是要強調另一件事
[00:12:19.320 --> 00:12:21.720]  就是正正這段聖經裏面所講的
[00:12:21.720 --> 00:12:23.440]  就是侍奉者
[00:12:23.440 --> 00:12:27.920]  和福音兩者之間的關係
[00:12:27.920 --> 00:12:30.320]  保羅很清楚明白到
[00:12:30.320 --> 00:12:33.640]  福音是由父神和基督耶穌
[00:12:33.640 --> 00:12:39.160]  他們兩個人獨力聯手去成就的福音
[00:12:39.160 --> 00:12:42.120]  所以最重要的是
[00:12:42.120 --> 00:12:46.040]  我們要明白父神的心意是甚麼
[00:12:46.040 --> 00:12:49.040]  整個在這段聖經當中
[00:12:49.040 --> 00:12:55.160]  保羅其實要告訴當時加拉太教會的信徒知道
[00:12:55.160 --> 00:12:57.800]  其實耶穌基督的福音
[00:12:57.800 --> 00:13:02.560]  本身上是毫無任何人的意思
[00:13:02.560 --> 00:13:05.800]  或者意念是藏在其中的
[00:13:05.800 --> 00:13:08.080]  所以保羅在一開始
[00:13:08.080 --> 00:13:10.960]  我們去看這個《閔安語》的第一節
[00:13:10.960 --> 00:13:12.560]  保羅已經指出
[00:13:12.560 --> 00:13:15.000]  不但他自己的使徒的身份
[00:13:15.000 --> 00:13:18.960]  他的來源是源自於上帝
[00:13:18.960 --> 00:13:21.560]  並且他要證明給我們看
[00:13:21.560 --> 00:13:28.040]  他自己也完全甘心信服在上帝的旨意裏面
[00:13:28.040 --> 00:13:33.480]  而不是信服在人的歡心當中
[00:13:33.480 --> 00:13:36.360]  所以在這十節裏面他就講得很清楚
[00:13:36.360 --> 00:13:40.000]  「我現在是要得人的心呢?」
[00:13:40.000 --> 00:13:43.760]  其實這句話的答案就是「不是」
[00:13:43.760 --> 00:13:47.720]  然後他說「還是要得到上帝的心呢?」
[00:13:47.720 --> 00:13:50.880]  這個答案也很明顯是「正是」
[00:13:50.880 --> 00:13:54.240]  所以保羅在這裏打蛇除棍想說
[00:13:54.240 --> 00:13:56.640]  「我起事要討人的喜歡嗎?」
[00:13:56.640 --> 00:13:58.720]  再次用一個否定語
[00:13:58.720 --> 00:14:03.520]  「我根本就不是要做一些要取悅人的心意的事情」
[00:14:03.520 --> 00:14:05.760]  因為他給了一個理由
[00:14:05.760 --> 00:14:10.360]  如果一個人要去取悅人的心意去侍奉神的話
[00:14:10.360 --> 00:14:13.080]  這些人就不再是
[00:14:13.080 --> 00:14:14.440]  請聽清楚
[00:14:14.440 --> 00:14:16.480]  不再是
[00:14:16.480 --> 00:14:18.480]  是一個絕對的否定
[00:14:18.480 --> 00:14:21.360]  不再是基督的服人了
[00:14:21.360 --> 00:14:25.000]  保羅在這裏斬釘截鐵告訴我們
[00:14:25.000 --> 00:14:29.720]  當一個人如果說要去侍奉神
[00:14:29.720 --> 00:14:32.200]  無論他是一個全職的傳道人
[00:14:32.200 --> 00:14:35.680]  或者一個我們稱之為聘殉徒
[00:14:35.680 --> 00:14:37.360]  他們都是侍奉神的
[00:14:37.360 --> 00:14:41.320]  只是在不同的層次上去侍奉而已
[00:14:41.320 --> 00:14:45.760]  但是如果在任何他的層次上去侍奉
[00:14:45.760 --> 00:14:48.080]  都有一點的意思
[00:14:48.080 --> 00:14:50.760]  是要去取悅人的心意
[00:14:50.760 --> 00:14:52.760]  取悅人的喜好的話
[00:14:52.760 --> 00:14:57.480]  他馬上侍奉的身份
[00:14:57.480 --> 00:14:59.440]  在《原文聖經》說到
[00:14:59.440 --> 00:15:00.560]  基督的服人
[00:15:00.560 --> 00:15:04.560]  甚至說基督的奴隸
[00:15:04.560 --> 00:15:05.800]  Doulos
[00:15:05.800 --> 00:15:07.480]  是說到奴隸
[00:15:07.480 --> 00:15:10.040]  你連這樣的質素你根本都做不到
[00:15:10.040 --> 00:15:11.320]  因為奴隸是怎樣?
[00:15:11.320 --> 00:15:14.640]  要完全順服他的主人
[00:15:14.640 --> 00:15:15.840]  保羅在這裏說到
[00:15:15.840 --> 00:15:17.400]  如果當一個人
[00:15:17.400 --> 00:15:19.760]  他不能夠做到這樣的時候
[00:15:19.760 --> 00:15:23.280]  他就不能夠稱之為基督的僕人
[00:15:23.280 --> 00:15:25.240]  而保羅轉過來
[00:15:25.240 --> 00:15:28.440]  其實是等同於同時說給當時的
[00:15:28.440 --> 00:15:31.760]  加拉太教會的信徒知道
[00:15:31.760 --> 00:15:34.560]  他自己就完全毀身在
[00:15:34.560 --> 00:15:39.360]  這個作為基督的奴隸的身份上
[00:15:39.360 --> 00:15:42.080]  但相反來去看到
[00:15:42.080 --> 00:15:45.360]  在他們當中第七節裏面所說到
[00:15:45.360 --> 00:15:48.280]  「有識搞擾你們的人」
[00:15:48.280 --> 00:15:49.360]  那些人
[00:15:49.360 --> 00:15:53.400]  他正正的取向就是要取悅人的心意
[00:15:53.400 --> 00:15:55.760]  所以保羅其實是用這樣的方式
[00:15:55.760 --> 00:15:57.680]  去說出他自己
[00:15:57.680 --> 00:16:03.400]  和這班當時在加拉太教會
[00:16:03.400 --> 00:16:05.880]  自稱為教師的人
[00:16:05.880 --> 00:16:10.040]  其實他們整個侍奉的取向
[00:16:10.040 --> 00:16:12.160]  態度都截然不同
[00:16:12.160 --> 00:16:13.560]  而那個不同之處
[00:16:13.560 --> 00:16:16.880]  就在於福音的本質上面
[00:16:16.880 --> 00:16:20.480]  福音其實正正要反映出
[00:16:20.480 --> 00:16:22.600]  順服上帝這個心意
[00:16:22.600 --> 00:16:24.760]  而福音能夠得以成就
[00:16:24.760 --> 00:16:26.840]  亦都因為耶穌基督
[00:16:26.840 --> 00:16:31.240]  完全順服在上帝的心意裏面
[00:16:31.240 --> 00:16:34.800]  所以保羅在這裏要告訴所有人知道
[00:16:34.800 --> 00:16:37.480]  甚至今天當我們去讀到加拉太書的時候
[00:16:37.480 --> 00:16:40.360]  我們應該同樣反思得到的就是
[00:16:40.360 --> 00:16:41.920]  如果當一個人
[00:16:41.920 --> 00:16:44.960]  他沒有了對上帝完全順服
[00:16:44.960 --> 00:16:48.080]  作為基督的奴僕這種心態
[00:16:48.080 --> 00:16:50.560]  而去說侍奉的話
[00:16:50.560 --> 00:16:54.640]  他根本的侍奉是一個虛假的侍奉
[00:16:54.640 --> 00:16:55.560]  所以由此可見
[00:16:55.560 --> 00:16:58.200]  我們看見保羅所指出
[00:16:58.200 --> 00:17:00.840]  作為一個基督的使徒
[00:17:00.840 --> 00:17:03.520]  他的工作很自自然然
[00:17:03.520 --> 00:17:09.880]  跟普世其他人的價值是截然不同的
[00:17:09.880 --> 00:17:13.600]  一般這個普世世界的價值就是
[00:17:13.600 --> 00:17:16.400]  我們要取悅人的喜悅
[00:17:16.400 --> 00:17:17.880]  人喜歡怎樣做
[00:17:17.880 --> 00:17:19.320]  我們就跟著怎樣做
[00:17:19.320 --> 00:17:21.480]  好像上一堂道我們所說
[00:17:21.480 --> 00:17:24.720]  如果回來教會那批大眾
[00:17:24.720 --> 00:17:28.360]  總之他們的奉獻是少一點
[00:17:28.360 --> 00:17:30.160]  但是只要他們是大眾
[00:17:30.160 --> 00:17:33.040]  教會能夠迎合他們需要的時候
[00:17:33.040 --> 00:17:35.680]  他們就很自然地留在那裡
[00:17:35.680 --> 00:17:37.120]  教會就能夠生存
[00:17:37.120 --> 00:17:40.080]  這一點的思想已經偏離了
[00:17:40.080 --> 00:17:41.680]  保羅在這裡所說
[00:17:41.680 --> 00:17:46.520]  完全順服於上帝作為基督奴僕
[00:17:46.520 --> 00:17:49.920]  這個見證本身的意義
[00:17:49.920 --> 00:17:53.760]  而這樣的人根本就不是真正的信徒
[00:17:53.760 --> 00:17:55.280]  也都不是基督
[00:17:55.280 --> 00:18:01.720]  耶穌基督所派來作為全主道的使徒或僕人
[00:18:01.720 --> 00:18:03.240]  所以從這個角度來看
[00:18:03.240 --> 00:18:05.560]  如果一宗一宗今天的教會
[00:18:05.560 --> 00:18:08.320]  它為了取悅大部分人的喜悅
[00:18:08.320 --> 00:18:11.240]  按照大部分人的心意
[00:18:11.240 --> 00:18:14.400]  而它希望能夠維繫著這些人
[00:18:14.400 --> 00:18:16.680]  留在教會裡面的時候
[00:18:16.680 --> 00:18:19.680]  這種取態就已經反映出
[00:18:19.680 --> 00:18:24.760]  這些教會不是神所建立的教會
[00:18:24.760 --> 00:18:28.040]  雖然它可能有美麗的教堂
[00:18:28.040 --> 00:18:30.280]  而且建得非常宏偉
[00:18:30.280 --> 00:18:33.960]  可能好像水晶一樣那麼漂亮
[00:18:33.960 --> 00:18:36.080]  但是它們的實體
[00:18:36.080 --> 00:18:37.840]  其實在上帝的裡面
[00:18:37.840 --> 00:18:41.320]  它們根本就不是上帝所使用
[00:18:41.320 --> 00:18:43.760]  甚至委派的使徒
[00:18:43.760 --> 00:18:46.960]  將上帝的信息傳開去
[00:18:46.960 --> 00:18:50.840]  保羅在這裡其實是有意用這樣的方式
[00:18:50.840 --> 00:18:52.760]  去提出來
[00:18:52.760 --> 00:18:58.080]  去讓加拉太教會的信徒自身去發現
[00:18:58.080 --> 00:19:02.040]  在他們當中所處的一大群
[00:19:02.040 --> 00:19:07.240]  雖然縱使稱之為教師或者傳道人
[00:19:07.240 --> 00:19:10.120]  或者甚至他們可能稱自己為使徒
[00:19:10.120 --> 00:19:14.800]  但是這批人根本就是沒有上帝的委派
[00:19:14.800 --> 00:19:15.920]  而在當中
[00:19:15.920 --> 00:19:20.920]  因為他們只曉得去賺取你們的歡心
[00:19:20.920 --> 00:19:23.320]  而他們不惜就去放棄
[00:19:23.320 --> 00:19:26.120]  或者去遷就或者扭曲了
[00:19:26.120 --> 00:19:29.160]  原本由父神與耶穌基督獨立
[00:19:29.160 --> 00:19:32.200]  所聯手成就的福音的內容
[00:19:32.200 --> 00:19:33.800]  今天我們來看看
