
[00:00:00.000 --> 00:00:03.000]  好,各位梁化堂的弟兄姊妹,大家平安
[00:09:06.000 --> 00:09:08.000]  就毫無用處
[00:09:08.000 --> 00:09:11.000]  你以為你的專業可以令你成功嗎?
[00:09:11.000 --> 00:09:12.000]  但是經文說到
[00:09:12.000 --> 00:09:16.000]  專家都會被自己的專業範疇裡面
[00:09:16.000 --> 00:09:18.000]  受到傷害的
[00:09:18.000 --> 00:09:21.000]  這個令我想到林牧師
[00:09:21.000 --> 00:09:24.000]  整天都提起一套波蘭導演
[00:09:24.000 --> 00:09:26.000]  奇斯洛夫斯基那套
[00:09:26.000 --> 00:09:28.000]  大家知道叫什麼嗎?
[00:09:28.000 --> 00:09:30.000]  十戒那套戲
[00:09:30.000 --> 00:09:32.000]  他之前很多時候都提到
[00:09:32.000 --> 00:09:34.000]  那套十戒的那套劇
[00:09:34.000 --> 00:09:36.000]  十戒那套劇本身就是
[00:09:36.000 --> 00:09:39.000]  二八十年代波蘭社會的處境
[00:09:39.000 --> 00:09:43.000]  去探討道德倫理和人性的問題
[00:09:43.000 --> 00:09:46.000]  而其中有一個單元就是第一戒
[00:09:46.000 --> 00:09:47.000]  除了《夜禍華》以外
[00:09:47.000 --> 00:09:49.000]  不可有別的神的那一戒
[00:09:49.000 --> 00:09:53.000]  就是講述有一個數學的教授
[00:09:53.000 --> 00:09:55.000]  一直都認為萬事萬物
[00:09:55.000 --> 00:09:59.000]  都可以用科學的定律去計算
[00:09:59.000 --> 00:10:01.000]  只要掌握了數據
[00:10:01.000 --> 00:10:03.000]  生活的大大小小問題
[00:10:03.000 --> 00:10:06.000]  甚至命運都可以掌握
[00:10:06.000 --> 00:10:07.000]  他還教他的兒子
[00:10:07.000 --> 00:10:12.000]  用電腦去計算附近湖的冰的厚度
[00:10:12.000 --> 00:10:16.000]  適不適宜去溜冰
[00:10:16.000 --> 00:10:18.000]  不過千算萬算
[00:10:18.000 --> 00:10:21.000]  理性和科學都不可以避免
[00:10:21.000 --> 00:10:24.000]  一場無法挽回的意外
[00:10:24.000 --> 00:10:26.000]  教授的兒子
[00:10:26.000 --> 00:10:30.000]  最終以為湖很安全
[00:10:30.000 --> 00:10:32.000]  因為他已經計算好
[00:10:32.000 --> 00:10:36.000]  所以就在湖上溜冰
[00:10:36.000 --> 00:10:39.000]  但最後因為意外而死了
[00:10:39.000 --> 00:10:42.000]  專家不一定成功
[00:10:42.000 --> 00:10:45.000]  甚至生命都無法挽回
[00:10:45.000 --> 00:10:47.000]  因為是會有意外的
[00:10:47.000 --> 00:10:48.000]  聽到這裏
[00:10:48.000 --> 00:10:51.000]  可能大家都開始很沉重了
[00:10:51.000 --> 00:10:54.000]  對,人生真的很荒謬
[00:10:54.000 --> 00:10:55.000]  不過等等
[00:10:55.000 --> 00:10:57.000]  還有一個虛空要說的
[00:10:57.000 --> 00:11:01.000]  剛才那些可能都是自以為是
[00:11:01.000 --> 00:11:05.000]  甚至可能是愚昧而產生出來的結果
[00:11:05.000 --> 00:11:08.000]  但是你有智慧的話
[00:11:08.000 --> 00:11:12.000]  都不一定有好的結果
[00:11:12.000 --> 00:11:16.000]  好像在這一段的經文這樣說
[00:11:16.000 --> 00:11:18.000]  我們又一起讀好嗎
[00:11:18.000 --> 00:11:21.000]  我們可以多了解當中的經文
[00:11:21.000 --> 00:11:23.000]  在日光之下
[00:11:23.000 --> 00:11:26.000]  我又看見一樣智慧
[00:11:48.000 --> 00:11:59.000]  智慧被藐視
[00:11:59.000 --> 00:12:02.000]  就算他救了一座城
[00:12:02.000 --> 00:12:05.000]  智慧人都無人紀念
[00:12:05.000 --> 00:12:08.000]  聖經強調他是一個窮人
[00:12:08.000 --> 00:12:11.000]  他的身份沒有因為他有智慧而被提升
[00:12:11.000 --> 00:12:16.000]  相反,他的智慧和他的身份一同被藐視
[00:12:16.000 --> 00:12:18.000]  聽起來都很灰
[00:12:18.000 --> 00:12:20.000]  強者未必能成
[00:12:20.000 --> 00:12:23.000]  專家未必能成功
[00:12:23.000 --> 00:12:26.000]  智慧人也無人紀念
[00:12:26.000 --> 00:12:30.000]  傳道書描述這些人的種種際遇很真實
[00:12:30.000 --> 00:12:33.000]  因為我們或多或少都經歷過
[00:12:33.000 --> 00:12:35.000]  就算我們未必是第一身經歷
[00:12:35.000 --> 00:12:37.000]  但是在時代的進程裏面
[00:12:37.000 --> 00:12:39.000]  我們都見證過
[00:12:39.000 --> 00:12:41.000]  這些現實的處境
[00:12:41.000 --> 00:12:43.000]  真的令人覺得很唏噓
[00:12:43.000 --> 00:12:46.000]  也覺得很荒謬
[00:12:46.000 --> 00:12:47.000]  我們都會不禁問
[00:12:47.000 --> 00:12:50.000]  為什麼人世間要面對這麼多荒謬
[00:12:50.000 --> 00:12:52.000]  和虛空的事呢?
[00:12:52.000 --> 00:12:56.000]  生活在世有什麼益處呢?
[00:12:56.000 --> 00:12:59.000]  如果我們單單看著這些虛空
[00:12:59.000 --> 00:13:01.000]  的確真的很灰
[00:13:01.000 --> 00:13:03.000]  但是傳道書就告訴我們
[00:13:03.000 --> 00:13:06.000]  這些虛空本身的意義
[00:13:06.000 --> 00:13:09.000]  以至於我們能夠用另一種眼界
[00:13:09.000 --> 00:13:11.000]  去看世上的事
[00:13:11.000 --> 00:13:15.000]  首先我們要看看虛空的原因
[00:13:15.000 --> 00:13:18.000]  我們一起讀這段經文吧
[00:13:18.000 --> 00:13:22.000]  我曾用智慧專心追求
[00:13:22.000 --> 00:13:25.000]  所發生的一切事
[00:13:25.000 --> 00:13:29.000]  原來神給予世人的是勞苦的膽子
[00:13:29.000 --> 00:13:32.000]  叫他們為此煩惱
[00:13:32.000 --> 00:13:34.000]  我們的勞苦仇犯
[00:13:34.000 --> 00:13:37.000]  原來是上帝給的
[00:13:37.000 --> 00:13:39.000]  上帝賜的
[00:13:39.000 --> 00:13:42.000]  再讀下一段經文吧
[00:13:42.000 --> 00:13:44.000]  人最好是吃喝
[00:13:44.000 --> 00:13:46.000]  在此的牢獄中
[00:13:46.000 --> 00:13:48.000]  只得期待
[00:13:48.000 --> 00:13:51.000]  我者也是出於上帝
[00:13:51.000 --> 00:13:53.000]  但是叫我們在牢獄裡
[00:13:53.000 --> 00:13:55.000]  要享樂的是誰?
[00:13:55.000 --> 00:13:56.000]  神
[00:13:56.000 --> 00:13:59.000]  對,也是出於上帝
[00:13:59.000 --> 00:14:01.000]  就是說叫我們勞苦仇犯的
[00:14:01.000 --> 00:14:02.000]  是上帝
[00:14:02.000 --> 00:14:04.000]  叫我們在牢獄裡享樂的
[00:14:04.000 --> 00:14:06.000]  也是上帝
[00:14:06.000 --> 00:14:08.000]  就是神是祂
[00:14:08.000 --> 00:14:10.000]  什麼都是祂
[00:14:10.000 --> 00:14:12.000]  不僅如此
[00:14:12.000 --> 00:14:16.000]  我們繼續看第三章十一節
[00:14:16.000 --> 00:14:17.000]  我們一起讀吧
[00:14:17.000 --> 00:14:33.000]  這裡說
[00:14:33.000 --> 00:14:37.000]  上帝將永恆放在人的心裡
[00:14:37.000 --> 00:14:40.000]  永恆在這裡不是指時間
[00:14:40.000 --> 00:14:42.000]  而是永恆的意識
[00:14:42.000 --> 00:14:43.000]  就是
[00:14:43.000 --> 00:14:48.000]  上帝永恆不變的真理的意識
[00:14:48.000 --> 00:14:49.000]  永恆不變
[00:14:49.000 --> 00:14:51.000]  也是有圓滿或者完美
[00:14:51.000 --> 00:14:54.000]  就是不會改變的真理
[00:14:54.000 --> 00:14:55.000]  所以也是
[00:14:55.000 --> 00:14:57.000]  上帝圓滿真理的意思
[00:14:57.000 --> 00:14:59.000]  那是什麼意思呢?
[00:14:59.000 --> 00:15:01.000]  就是完全的愛
[00:15:01.000 --> 00:15:04.000]  完全的完美的公義等等
[00:15:04.000 --> 00:15:08.000]  這些的意識放在我們裡面
[00:15:08.000 --> 00:15:12.000]  所以當人既在一個有限的世界裡面
[00:15:12.000 --> 00:15:14.000]  就是那個有短暫不穩
[00:15:14.000 --> 00:15:16.000]  以及捉不住的世界裡面
[00:15:16.000 --> 00:15:18.000]  卻要對著永恆
[00:15:18.000 --> 00:15:20.000]  有這個渴望
[00:15:20.000 --> 00:15:21.000]  很想去追求
[00:15:21.000 --> 00:15:25.000]  當還沒有得到滿足的時候
[00:15:25.000 --> 00:15:30.000]  這個雄溝就產生了虛空感
[00:15:30.000 --> 00:15:32.000]  簡單來說
[00:15:32.000 --> 00:15:36.000]  就是現實和理想的落差
[00:15:36.000 --> 00:15:37.000]  講兩個例子
[00:15:37.000 --> 00:15:39.000]  可能大家會明白多一點
[00:15:39.000 --> 00:15:40.000]  就是譬如
[00:15:40.000 --> 00:15:42.000]  當你被人打尖的時候
[00:15:42.000 --> 00:15:43.000]  你很生氣
[00:15:43.000 --> 00:15:44.000]  為什麼生氣?
[00:15:44.000 --> 00:15:46.000]  因為不公道嘛
[00:15:46.000 --> 00:15:49.000]  心裡有一種公義感在裡面
[00:15:49.000 --> 00:15:51.000]  這個公義感是從哪裡來的?
[00:15:51.000 --> 00:15:52.000]  你一出生就有了
[00:15:52.000 --> 00:15:54.000]  上帝給你的嘛
[00:15:54.000 --> 00:15:55.000]  因為你渴望永恆
[00:15:55.000 --> 00:15:56.000]  渴望圓滿
[00:15:56.000 --> 00:15:57.000]  渴望公義
[00:15:57.000 --> 00:16:00.000]  所以對打尖的人很生氣
[00:16:00.000 --> 00:16:03.000]  但是當你看到對方紋身
[00:16:03.000 --> 00:16:05.000]  再加上凶神惡煞的時候
[00:16:05.000 --> 00:16:06.000]  那你怎麼辦?
[00:16:06.000 --> 00:16:07.000]  沒辦法
[00:16:07.000 --> 00:16:08.000]  你都不夠打
[00:16:08.000 --> 00:16:10.000]  你不夠他惡嘛
[00:16:10.000 --> 00:16:11.000]  那你的心是怎麼樣?
[00:16:11.000 --> 00:16:13.000]  很生氣
[00:16:13.000 --> 00:16:15.000]  你生氣因為你有公義感
[00:16:15.000 --> 00:16:16.000]  但是你很生氣
[00:16:16.000 --> 00:16:18.000]  因為你沒辦法
[00:16:18.000 --> 00:16:20.000]  那就有空虛感了
[00:16:20.000 --> 00:16:21.000]  又或者
[00:16:21.000 --> 00:16:24.000]  本來應該惡人受苦
[00:16:24.000 --> 00:16:25.000]  義人長壽
[00:16:25.000 --> 00:16:27.000]  好人有好報
[00:16:27.000 --> 00:16:28.000]  惡人有惡報
[00:16:28.000 --> 00:16:30.000]  這個永恆的盼望
[00:16:30.000 --> 00:16:31.000]  完美的渴望
[00:16:31.000 --> 00:16:33.000]  和公義的渴望
[00:16:33.000 --> 00:16:34.000]  但是
[00:16:34.000 --> 00:16:36.000]  我們人是有限制的
[00:16:36.000 --> 00:16:38.000]  我們的力量是有限制的
[00:16:38.000 --> 00:16:40.000]  當惡人當道的時候
[00:16:40.000 --> 00:16:42.000]  我們沒辦法
[00:16:42.000 --> 00:16:44.000]  就會覺得很虛空的了
[00:16:44.000 --> 00:16:46.000]  但是這些勞苦受煩
[00:16:46.000 --> 00:16:47.000]  傳道書
[00:16:47.000 --> 00:16:48.000]  告訴我們
[00:16:48.000 --> 00:16:50.000]  是上帝賜給我們的
[00:16:50.000 --> 00:16:52.000]  為什麼上帝做我們的時候
[00:16:52.000 --> 00:16:54.000]  會賜這些東西給我們呢?
[00:16:54.000 --> 00:16:56.000]  我們再看一看
[00:16:56.000 --> 00:16:59.000]  我們一起讀這一段經文吧
[00:16:59.000 --> 00:17:14.000]  虛空
[00:17:14.000 --> 00:17:16.000]  讓我們傳敬畏的心
[00:17:16.000 --> 00:17:20.000]  傳道書所指的敬畏的意思
[00:17:20.000 --> 00:17:23.000]  是提醒人回到人的本質
[00:17:23.000 --> 00:17:25.000]  人是受造之物
[00:17:25.000 --> 00:17:26.000]  而不是上帝
[00:17:26.000 --> 00:17:28.000]  而至於提醒我們
[00:17:28.000 --> 00:17:30.000]  去敬畏上帝
[00:17:30.000 --> 00:17:34.000]  上帝才是受敬畏的那位造物主
[00:17:34.000 --> 00:17:36.000]  所以人之所以
[00:17:36.000 --> 00:17:38.000]  因為限制而帶來虛空感
[00:17:38.000 --> 00:17:40.000]  正正是提醒我們
[00:17:40.000 --> 00:17:42.000]  我們是受造物
[00:17:42.000 --> 00:17:43.000]  我們不是上帝
[00:17:43.000 --> 00:17:45.000]  我們要敬畏上帝
[00:17:45.000 --> 00:17:48.000]  如果沒有了這個空虛感
[00:17:48.000 --> 00:17:50.000]  或者沒有了這個虛空感
[00:17:50.000 --> 00:17:52.000]  去提醒我們的話
[00:17:52.000 --> 00:17:54.000]  人的自我就會膨脹
[00:17:54.000 --> 00:17:57.000]  當以為自己無限的時候
[00:17:57.000 --> 00:17:59.000]  說有就有的時候
[00:17:59.000 --> 00:18:01.000]  就會自己做上帝了
[00:18:01.000 --> 00:18:04.000]  也就是人類在創世紀所犯的
[00:18:04.000 --> 00:18:06.000]  最大的罪惡
[00:18:06.000 --> 00:18:08.000]  要吃善惡果的果子
[00:18:08.000 --> 00:18:10.000]  要跟神同等
[00:18:10.000 --> 00:18:12.000]  要跟神同一個等級
[00:18:12.000 --> 00:18:15.000]  要自己決定什麼是善惡好壞
[00:18:15.000 --> 00:18:18.000]  要越過人受造的界限
[00:18:18.000 --> 00:18:20.000]  而人種種罪惡的根源
[00:18:20.000 --> 00:18:22.000]  就是因為這樣開始
[00:18:22.000 --> 00:18:25.000]  當人自己定什麼是好什麼是壞
[00:18:25.000 --> 00:18:27.000]  這個世界就會進入
[00:18:27.000 --> 00:18:30.000]  罪惡和混亂之中
[00:18:30.000 --> 00:18:32.000]  所以虛空感
[00:18:32.000 --> 00:18:35.000]  在傳道書是有積極的意義的
[00:18:35.000 --> 00:18:37.000]  就是提醒人的本質
[00:18:37.000 --> 00:18:39.000]  人是受造物
[00:18:39.000 --> 00:18:41.000]  提醒我們要敬畏上帝
[00:18:41.000 --> 00:18:43.000]  提醒我們不要做上帝
[00:18:43.000 --> 00:18:46.000]  而是指我們是受造之物
[00:18:46.000 --> 00:18:49.000]  也只有回去做人的本質
[00:18:49.000 --> 00:18:51.000]  敬畏上帝
[00:18:51.000 --> 00:18:54.000]  人和上帝才能有一個圓滿
[00:18:54.000 --> 00:18:56.000]  正確的關係
[00:18:56.000 --> 00:18:58.000]  我們的生命才會美好
[00:18:58.000 --> 00:19:00.000]  這個世界才會美好
[00:19:00.000 --> 00:19:03.000]  所以虛空是好東西
[00:19:03.000 --> 00:19:06.000]  有限制才會提醒你
[00:19:06.000 --> 00:19:09.000]  回到上帝的那裡
[00:19:09.000 --> 00:19:11.000]  所以當你有虛空的時候
[00:19:11.000 --> 00:19:13.000]  要為此感謝上帝
[00:19:13.000 --> 00:19:15.000]  讓你做回一個人
[00:19:15.000 --> 00:19:17.000]  不只是這樣
[00:19:17.000 --> 00:19:19.000]  傳道書的作者
[00:19:19.000 --> 00:19:21.000]  在我們虛空的處境裡
[00:19:21.000 --> 00:19:24.000]  留下了不少錦囊
[00:19:24.000 --> 00:19:27.000]  而在第九至第十章
[00:19:27.000 --> 00:19:30.000]  傳道者給了我們兩個錦囊
[00:19:30.000 --> 00:19:33.000]  我們先說第十章的錦囊
[00:19:33.000 --> 00:19:37.000]  因為這個可能對大家比較熟悉
