
[00:00:00.000 --> 00:00:04.000]  各位,我們今天的題目是
[00:06:37.000 --> 00:06:40.000]  耶穌就問他們
[00:06:40.000 --> 00:06:43.000]  你們要什麼?
[00:06:43.000 --> 00:06:45.000]  他們跟耶穌了
[00:06:45.000 --> 00:06:48.000]  耶穌就問他們你們要什麼?
[00:06:48.000 --> 00:06:52.000]  原文還有一個解釋
[00:06:52.000 --> 00:06:59.000]  你們要尋找什麼?
[00:06:59.000 --> 00:07:06.000]  尋找這個字跟漢見C這個字有關連
[00:07:06.000 --> 00:07:11.000]  C加K就是尋找
[00:07:11.000 --> 00:07:13.000]  當你尋找一樣東西
[00:07:13.000 --> 00:07:18.000]  你是不是先用眼周圍去尋找?
[00:07:18.000 --> 00:07:22.000]  門徒就回應拉比
[00:07:22.000 --> 00:07:24.000]  即是夫子
[00:07:24.000 --> 00:07:28.000]  你去哪裡住呢?
[00:07:28.000 --> 00:07:32.000]  我們想跟你一起住
[00:07:32.000 --> 00:07:34.000]  想跟著你
[00:07:34.000 --> 00:07:36.000]  耶穌就回應
[00:07:36.000 --> 00:07:40.000]  你們來看吧
[00:07:40.000 --> 00:07:45.000]  別人問你去你家住
[00:07:45.000 --> 00:07:48.000]  你當然回應好來住
[00:07:48.000 --> 00:07:52.000]  但耶穌的答法就是你們來看
[00:07:52.000 --> 00:07:56.000]  這個漢是含有你們來認識我
[00:07:56.000 --> 00:08:00.000]  了解我
[00:08:00.000 --> 00:08:08.000]  然後有提到那時大約是下午四時
[00:08:08.000 --> 00:08:11.000]  有提到四點鐘這個時間
[00:08:11.000 --> 00:08:17.000]  這個時間在我們香港四點都開始黑
[00:08:17.000 --> 00:08:22.000]  但在中東地方三點已經黑
[00:08:22.000 --> 00:08:25.000]  耶穌死的時候都是下午三點
[00:08:25.000 --> 00:08:26.000]  天都黑
[00:08:26.000 --> 00:08:28.000]  四點就更加黑
[00:08:28.000 --> 00:08:30.000]  即是晚上黑
[00:08:30.000 --> 00:08:35.000]  他們就去跟耶穌住
[00:08:35.000 --> 00:08:40.000]  安德烈和一個不知名的人
[00:08:40.000 --> 00:08:42.000]  跟了耶穌
[00:08:42.000 --> 00:08:45.000]  然後四十一節又提到
[00:08:45.000 --> 00:08:48.000]  安德烈跟了耶穌之後
[00:08:48.000 --> 00:08:51.000]  可能都覺得這個耶穌不錯
[00:08:51.000 --> 00:08:55.000]  就去找他的兄弟西門
[00:08:55.000 --> 00:08:57.000]  講給西門聽
[00:08:57.000 --> 00:09:01.000]  剛才我們的讀經員很能夠表達到
[00:09:01.000 --> 00:09:04.000]  他特別講得興奮
[00:09:04.000 --> 00:09:07.000]  我們遇見了尼塞亞
[00:09:07.000 --> 00:09:09.000]  溫弟兄讀得很好
[00:09:09.000 --> 00:09:11.000]  他表達到
[00:09:11.000 --> 00:09:15.000]  因為他講給西門聽
[00:09:15.000 --> 00:09:17.000]  很興奮
[00:09:17.000 --> 00:09:18.000]  見到基督
[00:09:18.000 --> 00:09:20.000]  見到救世主
[00:09:20.000 --> 00:09:22.000]  多開心
[00:09:22.000 --> 00:09:27.000]  西門聽到就跟了安德烈去
[00:09:27.000 --> 00:09:32.000]  耶穌看著安德烈的哥哥
[00:09:32.000 --> 00:09:33.000]  即是彼得
[00:09:33.000 --> 00:09:35.000]  當時叫西門
[00:09:35.000 --> 00:09:39.000]  就說你的名字不要叫西門
[00:09:39.000 --> 00:09:41.000]  你要叫基發
[00:09:41.000 --> 00:09:45.000]  基發的意思就是我們現在叫彼得
[00:09:45.000 --> 00:09:48.000]  彼得的意思有兩個
[00:09:48.000 --> 00:09:50.000]  一個就是石頭
[00:09:50.000 --> 00:09:57.000]  各位你生子女很少人會叫他石頭
[00:09:57.000 --> 00:10:00.000]  我都見過教會有個弟兄的兒子
[00:10:00.000 --> 00:10:03.000]  爸爸有個石字叫石仔
[00:10:03.000 --> 00:10:05.000]  這個石仔很厲害
[00:10:05.000 --> 00:10:07.000]  喜歡咬人
[00:10:07.000 --> 00:10:10.000]  小時候壓力很大
[00:10:10.000 --> 00:10:15.000]  石頭在以色列是好東西
[00:10:15.000 --> 00:10:19.000]  石頭是表示有用的人
[00:10:19.000 --> 00:10:23.000]  甚至彼得被稱為盤石
[00:10:23.000 --> 00:10:26.000]  教會要建立在他身上
[00:10:26.000 --> 00:10:28.000]  所以耶穌一見到彼得
[00:10:28.000 --> 00:10:30.000]  他已經看到彼得的未來
[00:10:30.000 --> 00:10:32.000]  厲不厲害
[00:10:32.000 --> 00:10:34.000]  石頭是用來建屋的
[00:10:34.000 --> 00:10:37.000]  用來建聖殿的
[00:10:37.000 --> 00:10:41.000]  即是說你大有前途
[00:10:41.000 --> 00:10:44.000]  你是未來國家的石頭
[00:10:44.000 --> 00:10:47.000]  國家的棟樑
[00:10:47.000 --> 00:10:51.000]  安德烈帶了彼得之後
[00:10:51.000 --> 00:10:53.000]  到第四天
[00:10:53.000 --> 00:10:55.000]  因為四十三節
[00:10:55.000 --> 00:10:59.000]  猶在講猶過了一天
[00:10:59.000 --> 00:11:02.000]  他們找到一個叫肥力
[00:11:02.000 --> 00:11:05.000]  應該是安德烈找到
[00:11:05.000 --> 00:11:07.000]  因為這個肥力是他親戚
[00:11:07.000 --> 00:11:10.000]  帶了來之後
[00:11:10.000 --> 00:11:13.000]  耶穌也收了他
[00:11:13.000 --> 00:11:17.000]  而肥力又繼續帶人
[00:11:17.000 --> 00:11:20.000]  他帶了一個叫拿彈葉
[00:11:20.000 --> 00:11:22.000]  這個拿彈葉
[00:11:22.000 --> 00:11:27.000]  他告訴他摩西港的先知
[00:11:27.000 --> 00:11:29.000]  我們所等候的位置
[00:11:29.000 --> 00:11:31.000]  我遇見了
[00:11:31.000 --> 00:11:33.000]  誰呢?
[00:11:33.000 --> 00:11:37.000]  就是這個拿撒納人耶穌
[00:11:37.000 --> 00:11:39.000]  拿撒納人耶穌
[00:11:39.000 --> 00:11:43.000]  為什麼我們特別在聖經重複去講呢?
[00:11:43.000 --> 00:11:45.000]  就是因為拿撒納
[00:11:45.000 --> 00:11:47.000]  是真的有一個這樣的地方
[00:11:47.000 --> 00:11:50.000]  而這個地方是有它的特色的
[00:11:50.000 --> 00:11:52.000]  那裡的人是做木的
[00:11:52.000 --> 00:11:57.000]  工業可以說是在當時發達的
[00:11:57.000 --> 00:11:59.000]  拿撒納人耶穌
[00:11:59.000 --> 00:12:03.000]  拿彈葉聽到就說
[00:12:03.000 --> 00:12:09.000]  拿撒納還可以出什麼好東西
[00:12:09.000 --> 00:12:13.000]  其實他們很歧視拿撒納的人
[00:12:13.000 --> 00:12:15.000]  因為他們做了一些木
[00:12:15.000 --> 00:12:19.000]  有很多被羅馬人迫他們要去做十字架
[00:12:19.000 --> 00:12:22.000]  去釘他們自己的猶太人
[00:12:22.000 --> 00:12:24.000]  所以大家想一想
[00:12:24.000 --> 00:12:26.000]  他們這個行列
[00:12:26.000 --> 00:12:28.000]  肯定是很受歧視的
[00:12:28.000 --> 00:12:30.000]  那肥力就說
[00:12:30.000 --> 00:12:32.000]  不信你來看
[00:12:32.000 --> 00:12:34.000]  你來看就是你來了解
[00:12:34.000 --> 00:12:37.000]  那耶穌一見到拿彈葉
[00:12:37.000 --> 00:12:39.000]  走來的時候
[00:12:39.000 --> 00:12:41.000]  馬上對他說
[00:12:41.000 --> 00:12:44.000]  看啊,這個是真的以色列人
[00:12:44.000 --> 00:12:47.000]  他心裡沒有鬼扎
[00:12:47.000 --> 00:12:49.000]  有個句就講個句
[00:12:49.000 --> 00:12:51.000]  很透明的
[00:12:51.000 --> 00:12:53.000]  那個人沒有鬼扎
[00:12:53.000 --> 00:12:56.000]  拿彈葉就對耶穌說
[00:12:56.000 --> 00:12:59.000]  馬上他的反應就是
[00:12:59.000 --> 00:13:01.000]  你在哪裡認識我
[00:13:01.000 --> 00:13:03.000]  你怎麼會認識我
[00:13:03.000 --> 00:13:05.000]  那耶穌的回答就是
[00:13:05.000 --> 00:13:10.000]  肥力,我在沒呼喚你的名字的時候
[00:13:10.000 --> 00:13:13.000]  你在無花那裡跟人聊天
[00:13:13.000 --> 00:13:17.000]  我就已經看到你了
[00:13:17.000 --> 00:13:19.000]  我已經認識你了
[00:13:19.000 --> 00:13:22.000]  那拿彈葉看到
[00:13:22.000 --> 00:13:25.000]  哇,這個耶穌真是厲害
[00:13:25.000 --> 00:13:27.000]  所以他就說
[00:13:27.000 --> 00:13:30.000]  夫子,你就是神的兒子
[00:13:30.000 --> 00:13:32.000]  以色列的王
[00:13:32.000 --> 00:13:35.000]  那耶穌表示對拿彈葉的欣賞
[00:13:35.000 --> 00:13:36.000]  就說
[00:13:36.000 --> 00:13:39.000]  我說我在無花那樹底下看到你
[00:13:39.000 --> 00:13:41.000]  你就相信我嗎
[00:13:41.000 --> 00:13:43.000]  你將要看到的
[00:13:43.000 --> 00:13:45.000]  未來將要看到的
[00:13:45.000 --> 00:13:49.000]  比這些有更大的事
[00:13:49.000 --> 00:13:52.000]  各位,整段的經文裡面
[00:13:52.000 --> 00:13:54.000]  有很多寶貝
[00:13:54.000 --> 00:13:57.000]  我們很細心去看的話
[00:13:57.000 --> 00:14:00.000]  你會拿到很多東西
[00:14:00.000 --> 00:14:02.000]  第一個
[00:14:02.000 --> 00:14:04.000]  我們要去思想的時候
[00:14:04.000 --> 00:14:07.000]  人的看見
[00:14:07.000 --> 00:14:10.000]  人的看見
[00:14:10.000 --> 00:14:12.000]  很多學者認為
[00:14:12.000 --> 00:14:18.000]  最少有三種人有三隻眼睛
[00:14:18.000 --> 00:14:21.000]  第一隻是肉眼
[00:14:21.000 --> 00:14:24.000]  這個肉眼就是你可以感覺到
[00:14:24.000 --> 00:14:27.000]  肉眼是要求你看得清楚
[00:14:27.000 --> 00:14:28.000]  看得準
[00:14:28.000 --> 00:14:30.000]  看得明
[00:14:30.000 --> 00:14:32.000]  看得透
[00:14:32.000 --> 00:14:34.000]  什麼行業
[00:14:34.000 --> 00:14:37.000]  所有的行業差不多
[00:14:37.000 --> 00:14:42.000]  都需要你有這種肉眼的眼力
[00:14:42.000 --> 00:14:44.000]  特別是醫生
[00:14:44.000 --> 00:14:46.000]  他如果斷錯症
[00:14:46.000 --> 00:14:49.000]  看錯症的時候會治死人
[00:14:49.000 --> 00:14:52.000]  給錯藥的時候會吃死人
[00:14:52.000 --> 00:14:56.000]  所以他的眼睛是不是很重要
[00:14:56.000 --> 00:15:00.000]  飛機師的眼睛也很重要
[00:15:00.000 --> 00:15:03.000]  或者去打仗士兵的眼睛
[00:15:03.000 --> 00:15:06.000]  他要去面對敵人的眼力
[00:15:06.000 --> 00:15:11.000]  特別是瞄準對付對方的時候
[00:15:11.000 --> 00:15:14.000]  人的眼睛是很重要的
[00:15:14.000 --> 00:15:17.000]  但是在蘇格拉底的時期
[00:15:17.000 --> 00:15:19.000]  已經有一位學者
[00:15:19.000 --> 00:15:23.000]  叫巴門尼德斯
[00:15:23.000 --> 00:15:25.000]  這位希臘哲學家
[00:15:25.000 --> 00:15:28.000]  他已經提出了一個理論
[00:15:28.000 --> 00:15:33.000]  到現在仍然受到尊崇
[00:15:33.000 --> 00:15:35.000]  他的理論很簡單
[00:15:35.000 --> 00:15:37.000]  但是很深奧
[00:15:37.000 --> 00:15:39.000]  他說存在者
[00:15:39.000 --> 00:15:43.000]  存在的東西就會存在
[00:15:43.000 --> 00:15:46.000]  不存在者就不存在
[00:15:46.000 --> 00:15:48.000]  說什麼呢
[00:15:48.000 --> 00:15:51.000]  存在的東西當然是存在
[00:15:51.000 --> 00:15:55.000]  不存在的東西怎麼會存在呢
[00:15:55.000 --> 00:15:59.000]  在這個物理的世界裡
[00:15:59.000 --> 00:16:02.000]  這是對以後科學的發展
[00:16:02.000 --> 00:16:04.000]  很重要的一個思維
[00:16:04.000 --> 00:16:06.000]  他說存在
[00:16:06.000 --> 00:16:08.000]  在世界上有的東西
[00:16:08.000 --> 00:16:11.000]  是會永遠都有的
[00:16:11.000 --> 00:16:13.000]  就算一個人死了之後
[00:16:13.000 --> 00:16:15.000]  他腐化了
[00:16:15.000 --> 00:16:17.000]  他的肉骨都慢慢被吸收
[00:16:17.000 --> 00:16:21.000]  或者被蟲吃掉
[00:16:21.000 --> 00:16:24.000]  這個人到最後
[00:16:24.000 --> 00:16:27.000]  他可能完全你看不到他
[00:16:27.000 --> 00:16:29.000]  但是他身體的各部分
[00:16:29.000 --> 00:16:32.000]  已經在整個宇宙萬物裡
[00:16:32.000 --> 00:16:36.000]  用另一種形式去存在
[00:16:36.000 --> 00:16:39.000]  羅馬另外一個哲學家
[00:16:39.000 --> 00:16:41.000]  叫做德莫克尼特
[00:16:41.000 --> 00:16:43.000]  Democritus
[00:16:43.000 --> 00:16:49.000]  他在公元前四百六十到三百多年的當中
[00:16:49.000 --> 00:16:54.000]  他繼承了巴門尼特斯的思想
[00:16:54.000 --> 00:16:57.000]  他有一個更多的發現
[00:16:57.000 --> 00:17:00.000]  這個發現影響到近代
[00:17:00.000 --> 00:17:03.000]  所謂的虛無主義
[00:17:03.000 --> 00:17:11.000]  因為鄧博士很常說虛無主義
[00:17:11.000 --> 00:17:13.000]  這個思想在最早期
[00:17:13.000 --> 00:17:17.000]  在羅馬的時期
[00:17:17.000 --> 00:17:21.000]  這個學者認為
[00:17:21.000 --> 00:17:24.000]  我們如果拿一個蘋果
[00:17:24.000 --> 00:17:27.000]  將這個蘋果切開一塊塊之後
[00:17:27.000 --> 00:17:30.000]  成為一粒粒之後
[00:17:30.000 --> 00:17:33.000]  這個蘋果就散了
[00:17:33.000 --> 00:17:37.000]  這個蘋果就不再有一個形
[00:17:37.000 --> 00:17:39.000]  但是這個一粒粒的蘋果
[00:17:39.000 --> 00:17:41.000]  再將它不停地切
[00:17:41.000 --> 00:17:43.000]  切到最後
[00:17:43.000 --> 00:17:45.000]  沒有辦法再切下去的時候
[00:17:45.000 --> 00:17:47.000]  到最後的話
[00:17:47.000 --> 00:17:51.000]  它就會成為只剩下一個原子
[00:17:51.000 --> 00:17:53.000]  但是原子
[00:17:53.000 --> 00:17:56.000]  我們人的眼睛是沒有辦法看得到的
[00:17:56.000 --> 00:17:58.000]  細到不得了
[00:17:58.000 --> 00:18:01.000]  甚至普通顯微鏡也看不到
[00:18:01.000 --> 00:18:05.000]  所有的原子散播在全世界裏面
[00:18:05.000 --> 00:18:08.000]  當它去到沒有東西之後
[00:18:08.000 --> 00:18:11.000]  它成為原子的時候
[00:18:11.000 --> 00:18:13.000]  它的原子就到處走
[00:18:13.000 --> 00:18:15.000]  就浮游了
[00:18:15.000 --> 00:18:18.000]  這些浮游的東西我們都是看不到的
[00:18:18.000 --> 00:18:20.000]  進入一個虛無狀態
[00:18:20.000 --> 00:18:24.000]  虛無狀態就是一個不存在的
[00:18:24.000 --> 00:18:26.000]  我們所看到的
[00:18:26.000 --> 00:18:28.000]  它是不存在的東西
[00:18:28.000 --> 00:18:31.000]  但是其實它是存在的
[00:18:31.000 --> 00:18:33.000]  所以他說
[00:18:33.000 --> 00:18:35.000]  不存在的
[00:18:35.000 --> 00:18:38.000]  這仍然都存在
[00:18:38.000 --> 00:18:42.000]  這個就影響到近代的思想
[00:18:42.000 --> 00:18:45.000]  在這裏要帶出一件事
[00:18:45.000 --> 00:18:48.000]  我們人的眼睛所看到的東西
[00:18:48.000 --> 00:18:50.000]  我們很多時候
[00:18:50.000 --> 00:18:52.000]  人會很詫異
[00:18:52.000 --> 00:18:54.000]  詫異的東西很大
[00:18:54.000 --> 00:18:56.000]  但是你有沒有詫異到
[00:18:56.000 --> 00:18:58.000]  很細很細的東西
[00:18:58.000 --> 00:19:02.000]  我們看不到很細很細的東西
[00:19:02.000 --> 00:19:04.000]  那些的原子
[00:19:04.000 --> 00:19:08.000]  是以幾多億分之一米
[00:19:08.000 --> 00:19:10.000]  做單位的
[00:19:10.000 --> 00:19:14.000]  幾多百億分之一為單位的
[00:19:14.000 --> 00:19:18.000]  你想像一下是幾細的
[00:19:18.000 --> 00:19:21.000]  所以我們所看見的東西
[00:19:21.000 --> 00:19:23.000]  其實是很有限的
[00:19:23.000 --> 00:19:26.000]  我們人如果以我能夠看見的東西
[00:19:26.000 --> 00:19:28.000]  就自誇的話
[00:19:28.000 --> 00:19:31.000]  這個是我們的失策
[00:19:31.000 --> 00:19:33.000]  另外我們還要留意
[00:19:33.000 --> 00:19:35.000]  我們的心眼
[00:19:35.000 --> 00:19:37.000]  就是心靈的眼
[00:19:37.000 --> 00:19:39.000]  心靈的眼
[00:19:39.000 --> 00:19:41.000]  在哲學家來看
[00:19:41.000 --> 00:19:44.000]  就是一個理解的能力
[00:19:44.000 --> 00:19:46.000]  分析的能力
[00:19:46.000 --> 00:19:48.000]  感應的能力
[00:19:48.000 --> 00:19:50.000]  是我們心靈的眼
[00:19:50.000 --> 00:19:52.000]  然後是慧眼
[00:19:52.000 --> 00:19:55.000]  就是能夠領略人生智慧的眼
[00:19:55.000 --> 00:19:57.000]  一種獨到的慧眼
[00:19:57.000 --> 00:20:00.000]  有眼光
[00:20:00.000 --> 00:20:02.000]  我們都聽過有些人
[00:20:02.000 --> 00:20:04.000]  有眼無珠
[00:20:04.000 --> 00:20:05.000]  識錯人
[00:20:05.000 --> 00:20:07.000]  就是他沒有慧眼
[00:20:07.000 --> 00:20:09.000]  沒有智慧
[00:20:09.000 --> 00:20:11.000]  在基督教的信仰上
[00:20:11.000 --> 00:20:14.000]  還強調一種信心的眼
[00:20:14.000 --> 00:20:16.000]  一種屬靈的眼
[00:20:16.000 --> 00:20:18.000]  這一種的眼
[00:20:18.000 --> 00:20:21.000]  是能夠讓我們去超越
[00:20:21.000 --> 00:20:23.000]  去看這個環境
[00:20:23.000 --> 00:20:25.000]  這個限制
[00:20:25.000 --> 00:20:27.000]  甚至人一般的思維
[00:20:27.000 --> 00:20:29.000]  去看我們的神
[00:20:29.000 --> 00:20:31.000]  我們的主
[00:20:31.000 --> 00:20:33.000]  在約翰來看
[00:20:33.000 --> 00:20:35.000]  我們留意他講
[00:20:35.000 --> 00:20:37.000]  看上帝的羔羊
[00:20:37.000 --> 00:20:39.000]  看這個字
[00:20:39.000 --> 00:20:41.000]  就不是普通那些
[00:20:41.000 --> 00:20:44.000]  閉一閉眼看一看
[00:20:44.000 --> 00:20:46.000]  看這個眼在原文
[00:20:46.000 --> 00:20:48.000]  用形式
[00:20:48.000 --> 00:20:49.000]  形式就是說
[00:20:49.000 --> 00:20:51.000]  很細心去看
[00:20:51.000 --> 00:20:53.000]  很細心的去了解
[00:20:53.000 --> 00:20:55.000]  你們要定睛去看
[00:20:55.000 --> 00:20:57.000]  不是就這樣看一看
[00:20:57.000 --> 00:20:59.000]  這個耶穌是羔羊
[00:20:59.000 --> 00:21:01.000]  你要了解祂
[00:21:01.000 --> 00:21:03.000]  在小時候
[00:21:03.000 --> 00:21:06.000]  很記得女兒很喜歡扮靚
[00:21:06.000 --> 00:21:09.000]  很多時候她會走來我們家
[00:21:09.000 --> 00:21:11.000]  爸爸媽媽家
[00:21:11.000 --> 00:21:13.000]  多靚啊
[00:21:13.000 --> 00:21:16.000]  我們如果稱讚她靚就很開心
[00:21:16.000 --> 00:21:19.000]  好像鳥在唱歌
[00:21:19.000 --> 00:21:22.000]  不理她就很難過
[00:21:22.000 --> 00:21:25.000]  各位我們都是希望人去注意
[00:21:25.000 --> 00:21:27.000]  人的肯定
[00:21:27.000 --> 00:21:29.000]  未來某位大人物
[00:21:29.000 --> 00:21:31.000]  會出現公開的
[00:21:31.000 --> 00:21:33.000]  或者暗中的
[00:21:33.000 --> 00:21:35.000]  有人叫我們看
[00:21:35.000 --> 00:21:38.000]  香港不滅陰點的特首
[00:21:38.000 --> 00:21:42.000]  是姓曾姓鄭姓林姓劉姓胡
[00:21:42.000 --> 00:21:44.000]  或者統統都不是
[00:21:44.000 --> 00:21:45.000]  另一個姓
[00:21:45.000 --> 00:21:47.000]  姓許都不一定
[00:21:47.000 --> 00:21:49.000]  但我不會去競選
[00:21:49.000 --> 00:21:50.000]  你要注意
[00:21:50.000 --> 00:21:53.000]  你也要深入的去了解
[00:21:53.000 --> 00:21:55.000]  這個被抬舉的人
[00:21:55.000 --> 00:21:57.000]  他是不是對板的呢
[00:21:57.000 --> 00:21:59.000]  這個也是我們
[00:21:59.000 --> 00:22:03.000]  現代香港人最近的掙扎
[00:22:03.000 --> 00:22:05.000]  人用肉眼去看
[00:22:05.000 --> 00:22:08.000]  用心眼去了解
[00:22:08.000 --> 00:22:11.000]  用胃眼來處世
[00:22:11.000 --> 00:22:14.000]  用屬靈的眼去看我們的信仰
