
[00:00:00.000 --> 00:00:06.360]  多謝施班唱出那個應許的確切
[00:04:32.840 --> 00:04:34.040]  是完整的
[00:04:34.040 --> 00:04:37.240]  這樣的人是有福的人
[00:04:37.240 --> 00:04:38.440]  第二個特點
[00:04:38.440 --> 00:04:41.640]  這篇字母詩是孖生的
[00:04:41.640 --> 00:04:46.040]  它和前面一篇一百一十一篇是孖生的
[00:04:46.040 --> 00:04:47.840]  我們不懂得希伯來文不要緊
[00:04:47.840 --> 00:04:49.640]  但你懂得看上文下理
[00:04:49.640 --> 00:04:51.840]  你看到你唐用聖經
[00:04:51.840 --> 00:04:54.040]  有多少節?一百一十一篇
[00:04:54.040 --> 00:04:55.640]  同樣是十節
[00:04:55.640 --> 00:04:58.640]  同樣是第一節有三行
[00:04:58.640 --> 00:05:01.840]  最後九十節是有三行
[00:05:01.840 --> 00:05:03.640]  一樣的有一個標題
[00:05:03.640 --> 00:05:05.040]  Hallelujah
[00:05:05.040 --> 00:05:08.240]  然後二十二行的詩歌
[00:05:08.240 --> 00:05:10.440]  孖生的
[00:05:10.440 --> 00:05:13.240]  裡面的用字都非常相似
[00:05:13.240 --> 00:05:15.640]  因典、廉文、公義
[00:05:15.640 --> 00:05:17.640]  孖生兄弟
[00:05:17.640 --> 00:05:18.640]  第三個特點
[00:05:18.640 --> 00:05:21.040]  一百一十二篇
[00:05:21.040 --> 00:05:22.640]  雖然它有個孖生兄弟
[00:05:22.640 --> 00:05:26.040]  不過兩篇的焦點是不同的
[00:05:26.040 --> 00:05:28.040]  都是字母詩用字相似
[00:05:28.040 --> 00:05:31.240]  但它的主角是不同的
[00:05:31.240 --> 00:05:33.840]  一百一十一篇是講上帝
[00:05:33.840 --> 00:05:38.040]  一百一十二篇是講敬畏上帝的人
[00:05:38.040 --> 00:05:41.240]  這樣我們大概可以讀到
[00:05:41.240 --> 00:05:45.840]  一百一十二篇今天我們要了解的精義
[00:05:45.840 --> 00:05:47.840]  在一百一十一篇裡面
[00:05:47.840 --> 00:05:51.240]  最後那一節的第一行
[00:05:51.240 --> 00:05:52.640]  這樣寫
[00:05:52.640 --> 00:05:55.440]  有一句我們很熟悉的箏言
[00:05:55.440 --> 00:05:57.440]  敬畏耶和華
[00:05:57.440 --> 00:06:00.040]  是智慧的開端
[00:06:00.040 --> 00:06:02.440]  你不是說不是在箏言的嗎?
[00:06:02.440 --> 00:06:03.240]  是的
[00:06:03.240 --> 00:06:07.640]  詩篇這裡再重複這句這麼重要的字句
[00:06:07.640 --> 00:06:09.440]  所以接著一百一十二篇
[00:06:09.440 --> 00:06:12.440]  這個被稱為有福的人的起點
[00:06:12.440 --> 00:06:15.840]  同樣你看到一百一十二篇的第二行
[00:06:15.840 --> 00:06:20.640]  一開始也是敬畏耶和華
[00:06:20.640 --> 00:06:23.040]  其實這個開端這個字
[00:06:23.040 --> 00:06:24.640]  有更好的翻譯
[00:06:24.640 --> 00:06:27.240]  用我們今天比較中式的說法
[00:06:27.240 --> 00:06:30.240]  是重中之重
[00:06:30.240 --> 00:06:33.040]  是一個最重要的終點
[00:06:33.040 --> 00:06:35.440]  目標的目的地
[00:06:35.440 --> 00:06:36.640]  什麼意思呢?
[00:06:36.640 --> 00:06:37.840]  在我們的人生當中
[00:06:37.840 --> 00:06:39.640]  無論你做什麼事
[00:06:39.640 --> 00:06:41.240]  你對準這個目的地
[00:06:41.240 --> 00:06:42.840]  這個目標
[00:06:42.840 --> 00:06:46.040]  記得這個是重中之重
[00:06:46.040 --> 00:06:50.240]  然後你人生必然走在一條正路上
[00:06:50.240 --> 00:06:51.640]  這樣的人
[00:06:51.640 --> 00:06:54.840]  怎會不是有福的呢?
[00:06:54.840 --> 00:06:57.040]  我們常常都誤會
[00:06:57.040 --> 00:07:00.840]  敬畏只是表示一種尊敬
[00:07:00.840 --> 00:07:02.640]  恭恭敬敬的樣子
[00:07:02.640 --> 00:07:03.640]  不止這樣
[00:07:03.640 --> 00:07:05.040]  其實敬畏更重要的意思
[00:07:05.040 --> 00:07:07.840]  就是一個懼怕的意思
[00:07:07.840 --> 00:07:10.040]  原來懂得怕上帝
[00:07:10.040 --> 00:07:12.040]  是重中之重
[00:07:12.040 --> 00:07:15.440]  懼怕不是怕祂罰你
[00:07:15.440 --> 00:07:18.240]  做得不對要懲罰你
[00:07:18.240 --> 00:07:19.240]  不是這樣
[00:07:19.240 --> 00:07:22.240]  而是懼怕錯失這個目的地
[00:07:22.240 --> 00:07:25.040]  這個重要的目標
[00:07:25.040 --> 00:07:27.640]  懼怕自己走歪路
[00:07:27.640 --> 00:07:29.240]  懼怕自己沒有抱緊
[00:07:29.240 --> 00:07:32.440]  這個重中之重的上帝
[00:07:32.440 --> 00:07:36.240]  這樣我們能夠捉實對準
[00:07:36.240 --> 00:07:39.840]  我們最終會走到這個目的地
[00:07:39.840 --> 00:07:44.040]  我們人生豈不是一路朝向迎見上帝嗎?
[00:07:44.040 --> 00:07:47.040]  所以在第二行的下半句
[00:07:47.040 --> 00:07:47.840]  那裡說
[00:07:47.840 --> 00:07:49.240]  這個敬畏耶和華的人
[00:07:49.240 --> 00:07:53.840]  是會熱愛神的誡命的
[00:07:53.840 --> 00:07:58.040]  這個人會對神所說的命令去記熟
[00:07:58.040 --> 00:08:01.440]  你又說誡命是說不可以做什麼
[00:08:01.440 --> 00:08:02.440]  不是
[00:08:02.440 --> 00:08:04.240]  這個誡命是重要
[00:08:04.240 --> 00:08:09.240]  是因為令他可以繼續長久生存下去
[00:08:09.240 --> 00:08:11.440]  曾經看過一個科學節目
[00:08:11.440 --> 00:08:15.240]  是說到火箭將人帶上太空
[00:08:15.240 --> 00:08:17.040]  是很艱難的
[00:08:17.040 --> 00:08:18.040]  要製造一個火箭
[00:08:18.040 --> 00:08:19.840]  要怎樣脫離這個重力
[00:08:19.840 --> 00:08:21.840]  衝上太空是很難的
[00:08:21.840 --> 00:08:24.840]  但是要在太空順利降落地球
[00:08:24.840 --> 00:08:26.640]  是更難的
[00:08:26.640 --> 00:08:27.240]  有什麼難呢?
[00:08:27.240 --> 00:08:28.440]  那個節目說
[00:08:28.440 --> 00:08:31.440]  原來在太空人那個太空艙
[00:08:31.440 --> 00:08:35.040]  離開了地球在軌道上繞行的時候
[00:08:35.040 --> 00:08:37.640]  那個繞行的速度
[00:08:37.640 --> 00:08:39.240]  不是時速一百多公里
[00:08:39.240 --> 00:08:39.840]  二百多公里
[00:08:39.840 --> 00:08:40.640]  三百多公里
[00:08:40.640 --> 00:08:41.640]  不是
[00:08:41.640 --> 00:08:42.840]  是一萬公里
[00:08:42.840 --> 00:08:44.440]  每小時一萬公里
[00:08:44.440 --> 00:08:47.440]  很高速地圍繞著地球旋轉
[00:08:47.440 --> 00:08:49.240]  如果那個入切的角度
[00:08:49.240 --> 00:08:52.440]  進入大氣層的角度一有偏差
[00:08:52.440 --> 00:08:54.240]  操作的程序一有錯誤
[00:08:54.240 --> 00:08:56.240]  提早放了降落傘
[00:08:56.240 --> 00:08:57.840]  按錯不同的按鈕
[00:08:57.840 --> 00:09:00.040]  就在那裡玩完了
[00:09:00.040 --> 00:09:01.040]  所以每一個太空人
[00:09:01.040 --> 00:09:03.040]  他必定會熟記
[00:09:03.040 --> 00:09:07.440]  每一個進入目的地的命令
[00:09:07.440 --> 00:09:11.040]  每一個程序絕不能有偏差
[00:09:11.040 --> 00:09:13.240]  因為他知道一個錯誤
[00:09:13.240 --> 00:09:16.040]  都會令他葬身大氣層
[00:09:16.040 --> 00:09:17.240]  他有懼怕
[00:09:17.240 --> 00:09:19.640]  他是能夠帶給他生命
[00:09:19.640 --> 00:09:21.240]  一個正確的命令
[00:09:21.240 --> 00:09:22.840]  他去熟讀的時候
[00:09:22.840 --> 00:09:26.440]  能夠帶他回來地球
[00:09:26.440 --> 00:09:28.240]  弟兄姊妹 我不知道你有沒有視
[00:09:28.240 --> 00:09:30.640]  上帝是你的重中之重
[00:09:30.640 --> 00:09:32.440]  他所說的話
[00:09:32.440 --> 00:09:36.040]  是不是你所緊張的呢?
[00:09:36.040 --> 00:09:38.240]  就算你是一個高層
[00:09:38.240 --> 00:09:40.240]  是教會的領袖
[00:09:40.240 --> 00:09:42.240]  你是一個上司
[00:09:42.240 --> 00:09:44.040]  你是一個專業人士
[00:09:44.040 --> 00:09:46.440]  是一個博士也好
[00:09:46.440 --> 00:09:50.040]  你都要學會懼怕上帝
[00:09:50.040 --> 00:09:52.440]  熟習他在聖經裡面所吩咐
[00:09:52.440 --> 00:09:53.840]  對你人生有益處
[00:09:53.840 --> 00:09:57.240]  帶你去到目的地的吩咐和命令
[00:09:57.240 --> 00:09:59.240]  以致你不論在平常
[00:09:59.240 --> 00:10:02.040]  無常還是反常的狀態之下
[00:10:02.040 --> 00:10:05.840]  都仍然成為有福的人
[00:10:05.840 --> 00:10:07.640]  除了這個標題
[00:10:07.640 --> 00:10:09.440]  你們要讚美耶和華以外
[00:10:09.440 --> 00:10:10.640]  我們看到
[00:10:10.640 --> 00:10:13.040]  接著有六行的詩句
[00:10:13.040 --> 00:10:15.840]  第一到第三節接著那六行的詩句
[00:10:15.840 --> 00:10:18.640]  是形容敬畏神的人
[00:10:18.640 --> 00:10:21.240]  是一個平常的人生
[00:10:21.240 --> 00:10:23.040]  或者一個順境的人生
[00:10:23.040 --> 00:10:25.040]  好像這隻肥羊
[00:10:25.040 --> 00:10:27.440]  在青草地溪水旁
[00:10:27.440 --> 00:10:30.040]  他過著的生活很富足
[00:10:30.040 --> 00:10:31.440]  他會成家立室
[00:10:31.440 --> 00:10:33.040]  可能會生兒養女
[00:10:33.040 --> 00:10:36.840]  甚至積聚財富
[00:10:36.840 --> 00:10:39.240]  但是這個有福的名正
[00:10:39.240 --> 00:10:42.040]  這些財富、表面的事物
[00:10:42.040 --> 00:10:45.240]  背後它是隱藏一個重要的真理
[00:10:45.240 --> 00:10:47.240]  我請你幫我讀第三節
[00:10:47.240 --> 00:10:48.840]  短短的一節
[00:10:48.840 --> 00:11:01.040]  「他」在貨物、錢財、積聚的背後
[00:11:01.040 --> 00:11:02.640]  很平常的人生
[00:11:02.640 --> 00:11:06.040]  平常的時候會累積很多東西
[00:11:06.040 --> 00:11:09.440]  你生活好的時候會胖
[00:11:09.440 --> 00:11:10.640]  在順境日子裡
[00:11:10.640 --> 00:11:16.240]  敬畏上主人會積聚一些生活的豐富
[00:11:16.240 --> 00:11:17.840]  但是在這個豐富的背後
[00:11:17.840 --> 00:11:19.840]  卻需要有人意
[00:11:19.840 --> 00:11:21.440]  你看看旁邊的和學本
[00:11:21.440 --> 00:11:23.640]  他怎樣翻譯「人意」
[00:11:23.640 --> 00:11:25.840]  就是「公義」這個字
[00:11:25.840 --> 00:11:29.240]  我們用「公義」這個譯法比較統一
[00:11:29.240 --> 00:11:32.040]  「公義」我們重溫一下是什麼意思
[00:11:32.040 --> 00:11:34.440]  「公義」就是Siddhaka的原文
[00:11:34.440 --> 00:11:37.040]  表達在一個社會、一個社群、一個團體裡
[00:11:37.040 --> 00:11:39.640]  人應該懂得自動自覺
[00:11:39.640 --> 00:11:41.640]  做應該要做的事
[00:11:41.640 --> 00:11:44.640]  就好像在不同的地方都要排隊
[00:11:44.640 --> 00:11:47.440]  要有秩序、要井井有條
[00:11:47.440 --> 00:11:49.240]  也好像在我們的家庭裡
[00:11:49.240 --> 00:11:52.640]  工作間、教會裡、社會上
[00:11:52.640 --> 00:11:53.840]  做不同的事的時候
[00:11:53.840 --> 00:11:55.840]  都要有合理的原則
[00:11:55.840 --> 00:11:59.640]  人人都自動自覺做應該做的事
[00:11:59.640 --> 00:12:01.040]  在過程當中
[00:12:01.040 --> 00:12:03.640]  跟隨各樣不同的安排
[00:12:03.640 --> 00:12:06.240]  保障不會有人受到惡待
[00:12:06.240 --> 00:12:08.640]  虧虧、被欺騙
[00:12:08.640 --> 00:12:12.640]  這個就是「公義」Siddhaka
[00:12:12.640 --> 00:12:16.040]  一個敬畏上主人他有公義
[00:12:16.040 --> 00:12:18.440]  這個公義為什麼要特別放在
[00:12:18.440 --> 00:12:22.240]  財物、金錢這一句之後呢?
[00:12:22.240 --> 00:12:23.440]  其實是在表達
[00:12:23.440 --> 00:12:27.440]  在他積聚這些財物、金錢的時候
[00:12:27.440 --> 00:12:29.640]  得到富有的時候
[00:12:29.640 --> 00:12:33.240]  他不是在當中去謀取暴利
[00:12:33.240 --> 00:12:35.440]  或者去犯規、去偷捕
[00:12:35.440 --> 00:12:39.640]  去利用一些漏洞來獲取一些利益
[00:12:39.640 --> 00:12:40.840]  他不會這樣做
[00:12:40.840 --> 00:12:42.840]  為什麼?因為敬畏神的人
[00:12:42.840 --> 00:12:45.840]  他會熟習神的吩咐和律例
[00:12:45.840 --> 00:12:48.240]  知道這樣是偏離了
[00:12:48.240 --> 00:12:51.240]  上帝定給他的正路
[00:12:51.240 --> 00:12:55.240]  所以他絕對不會這樣去得罪上帝
[00:12:55.240 --> 00:12:59.840]  在財富、金錢的背後要有公義
[00:12:59.840 --> 00:13:02.840]  他這個公義是能夠傳到永遠
[00:13:02.840 --> 00:13:04.840]  表示他這個做法是能夠帶領他
[00:13:04.840 --> 00:13:06.440]  一直走、一直走、一直走
[00:13:06.440 --> 00:13:08.440]  長久地走下去
[00:13:08.440 --> 00:13:11.640]  直到去見上帝
[00:13:11.640 --> 00:13:14.240]  Siddhaka公義
[00:13:14.240 --> 00:13:18.240]  更加能夠帶給他所身處的那個世代
[00:13:18.240 --> 00:13:20.640]  第二節的第二行
[00:13:20.640 --> 00:13:22.440]  那裡說「正直人的後代」
[00:13:22.440 --> 00:13:23.640]  「後代」這個字更好
[00:13:23.640 --> 00:13:25.240]  反而是generation
[00:13:25.240 --> 00:13:26.440]  是世代
[00:13:26.440 --> 00:13:29.440]  他所屬的那個正直人的世代
[00:13:29.440 --> 00:13:32.040]  因為有這個敬畏神的人
[00:13:32.040 --> 00:13:36.640]  大家都得到祝福、蒙受福氣
[00:13:36.640 --> 00:13:39.040]  弟兄姊妹
[00:13:39.040 --> 00:13:42.640]  如果我們在平常的日子裡
[00:13:42.640 --> 00:13:46.440]  我們要記得我們要行公義
[00:13:46.440 --> 00:13:49.040]  而且人生的重中之重
[00:13:49.040 --> 00:13:50.840]  是敬畏神
[00:13:50.840 --> 00:13:53.440]  平常日子行公義
[00:13:53.440 --> 00:13:54.840]  重中之重
[00:13:54.840 --> 00:13:57.440]  敬畏神
[00:13:57.440 --> 00:13:58.840]  這個平常的日子
[00:13:58.840 --> 00:14:01.040]  人生美好的階段
[00:14:01.040 --> 00:14:02.240]  我們都會有過
[00:14:02.240 --> 00:14:05.040]  而且通常是比較長的時間
[00:14:05.040 --> 00:14:06.840]  在當中我們會有計劃
[00:14:06.840 --> 00:14:09.840]  去做這樣、做那樣
[00:14:09.840 --> 00:14:12.640]  但當你和我的年紀越來越增加的時候
[00:14:12.640 --> 00:14:14.240]  你越來越體會更多的時候
[00:14:14.240 --> 00:14:18.440]  我們的生命不是掌握在我們的手中
[00:14:18.440 --> 00:14:21.640]  日子總不會天色常藍
[00:14:21.640 --> 00:14:23.640]  花香常蔓
[00:14:23.640 --> 00:14:27.440]  人生是有機會遭遇到一些無常的日子
[00:14:27.440 --> 00:14:29.240]  而黑暗就是象徵著
[00:14:29.240 --> 00:14:32.240]  這個無常日子裡的感受
[00:14:32.240 --> 00:14:33.840]  漆黑一片
[00:14:33.840 --> 00:14:36.040]  可能不是很見到光明
[00:14:36.040 --> 00:14:37.240]  因為敬畏神的人
[00:14:37.240 --> 00:14:39.640]  都會遭遇到這些無常的日子
[00:14:39.640 --> 00:14:42.440]  所以接下來的第四到第六節
[00:14:42.440 --> 00:14:44.640]  那六行的詩句
[00:14:44.640 --> 00:14:47.440]  就是講到在一個無常的日子裡
[00:14:47.440 --> 00:14:50.440]  一個敬畏神的人會有怎樣的反應
[00:14:50.440 --> 00:14:52.240]  你又幫我讀第四節吧
[00:14:52.240 --> 00:14:53.440]  預備起
[00:14:53.440 --> 00:14:57.840]  聖聖人在黑暗中有光照人下
[00:14:57.840 --> 00:14:59.840]  他們有近視
[00:14:59.840 --> 00:15:03.240]  好臉相行公義
[00:15:03.240 --> 00:15:05.040]  單從這一節來推論
[00:15:05.040 --> 00:15:07.440]  這裡似乎是在說
[00:15:07.440 --> 00:15:09.440]  即使在黑暗當中
[00:15:09.440 --> 00:15:13.440]  上帝會保守正直的人
[00:15:13.440 --> 00:15:16.840]  這個推論也是很合理的道理
[00:15:16.840 --> 00:15:18.040]  不過
[00:15:18.040 --> 00:15:20.440]  你記得剛才我們提過
[00:15:20.440 --> 00:15:24.840]  詩篇111篇和112篇是孖生的
[00:15:24.840 --> 00:15:27.440]  不過兩者有不同的焦點
[00:15:27.440 --> 00:15:30.440]  111篇是講神的
[00:15:30.440 --> 00:15:33.840]  112篇是敬畏神的人
[00:15:33.840 --> 00:15:36.040]  主角是不同的
[00:15:36.040 --> 00:15:39.040]  而且我們看回上文下理一到三節
[00:15:39.040 --> 00:15:41.440]  是在說敬畏上帝的人
[00:15:41.440 --> 00:15:44.440]  他怎樣活出公義
[00:15:44.440 --> 00:15:46.040]  所以四至六節
[00:15:46.040 --> 00:15:51.040]  理當聚焦繼續在敬畏上主人身上
[00:15:51.040 --> 00:15:53.040]  而更好的翻譯
[00:15:53.040 --> 00:15:55.840]  根據原文來說是這樣的
[00:15:55.840 --> 00:15:57.640]  在黑暗中
[00:15:57.640 --> 00:16:01.040]  祂起來作光
[00:16:01.040 --> 00:16:06.440]  照向那些正直人
[00:16:06.440 --> 00:16:09.040]  當他落在一個無常的處境裡
[00:16:09.040 --> 00:16:11.040]  大家在一個黑暗的環境當中
[00:16:11.040 --> 00:16:12.240]  環境出現了變化
[00:16:12.240 --> 00:16:14.840]  日子不再好過
[00:16:14.840 --> 00:16:16.040]  這個敬畏神的人
[00:16:16.040 --> 00:16:19.640]  他在他的社群遭遇這些艱難的時候
[00:16:19.640 --> 00:16:25.040]  他起來作光
[00:16:25.040 --> 00:16:25.840]  照向
[00:16:25.840 --> 00:16:27.440]  留意原文是眾數
[00:16:27.440 --> 00:16:31.640]  那一群正直的人
[00:16:31.640 --> 00:16:35.840]  光是能夠產生實際作用的
[00:16:35.840 --> 00:16:38.040]  好像你晚上回到家
[00:16:38.040 --> 00:16:40.040]  一進去門口在客廳裡
[00:16:40.040 --> 00:16:41.440]  黑漆漆的
[00:16:41.440 --> 00:16:42.840]  按個按鈕
[00:16:42.840 --> 00:16:44.240]  開著燈
[00:16:44.240 --> 00:16:46.640]  立刻全屋光明
[00:16:46.640 --> 00:16:51.040]  光照是能夠改變黑暗的環境
[00:16:51.040 --> 00:16:53.240]  這個敬畏神的人會做些什麼呢?
[00:16:53.240 --> 00:16:54.840]  你又幫我讀第五節吧
[00:16:54.840 --> 00:16:55.840]  預備起
[00:16:55.840 --> 00:17:05.440]  「恩代人」
[00:17:05.440 --> 00:17:06.640]  在舊約的時代
[00:17:06.640 --> 00:17:09.240]  他們是身處一個農業的社會
[00:17:09.240 --> 00:17:10.440]  種植穀物
[00:17:10.440 --> 00:17:12.840]  還有養牛養羊
[00:17:12.840 --> 00:17:15.640]  不過有時候會遇到一些無常的日子
[00:17:15.640 --> 00:17:17.440]  譬如遇到旱災
[00:17:17.440 --> 00:17:19.040]  風災
[00:17:19.040 --> 00:17:20.440]  蝗災
[00:17:20.440 --> 00:17:21.840]  在這些艱難的日子裡
[00:17:21.840 --> 00:17:24.240]  很多人會生活艱難
[00:17:24.240 --> 00:17:26.040]  生計不保
[00:17:26.040 --> 00:17:27.240]  繼而
[00:17:27.240 --> 00:17:29.640]  因為不能夠有糧食
[00:17:29.640 --> 00:17:33.640]  很多人會引發社會上的動盪
[00:17:33.640 --> 00:17:38.040]  這裏經文說敬畏神的人會去借貸給別人
[00:17:38.040 --> 00:17:39.240]  我們立刻想
[00:17:39.240 --> 00:17:39.840]  好了
[00:17:39.840 --> 00:17:41.240]  我們做財務公司
[00:17:41.240 --> 00:17:42.840]  易借易還
[00:17:42.840 --> 00:17:45.040]  趁火打劫多好
[00:17:45.040 --> 00:17:45.640]  不是
[00:17:45.640 --> 00:17:47.240]  這裏不是說這個意思
[00:17:47.240 --> 00:17:49.240]  借貸給別人的意思是
[00:17:49.240 --> 00:17:50.840]  本身你看到一至三節
[00:17:50.840 --> 00:17:54.040]  他積蓄了一些財富和金錢
[00:17:54.040 --> 00:17:55.440]  他有一些能力
[00:17:55.440 --> 00:17:58.040]  他就拿起自己這些收藏的穀物
[00:17:58.040 --> 00:18:00.240]  給另外一些有需要的家庭
[00:18:00.240 --> 00:18:05.040]  讓他們有穀可以在旱災這段時間
[00:18:05.040 --> 00:18:06.440]  沒有東西出產的時間
[00:18:06.440 --> 00:18:07.440]  有東西可以吃
[00:18:07.440 --> 00:18:08.440]  可能是三個月
[00:18:08.440 --> 00:18:09.240]  半年
[00:18:09.240 --> 00:18:11.240]  他都會借一些穀種
[00:18:11.240 --> 00:18:13.440]  給這些有需要的人
[00:18:13.440 --> 00:18:17.440]  讓他們可以在自己的田地重新再種植
[00:18:17.440 --> 00:18:19.840]  以致當三個月六個月之後
[00:18:19.840 --> 00:18:21.240]  收成的時候
[00:18:21.240 --> 00:18:23.240]  這些人就可以拿這些穀物
[00:18:23.240 --> 00:18:26.440]  還給借貸的人
[00:18:26.440 --> 00:18:28.240]  這樣去幫助人
[00:18:28.240 --> 00:18:30.240]  不單止是憐憫別人
[00:18:30.240 --> 00:18:36.040]  更加是幫人重建一個黑暗之後的生活
[00:18:36.040 --> 00:18:36.640]  弟兄姊妹
