
[00:00:00.000 --> 00:00:03.840]  今天我們講一篇是很街坊的道
[00:01:19.320 --> 00:01:21.440]  例如說他不禁食
[00:01:21.440 --> 00:01:23.960]  不像那些法利菜人那麼虔誠
[00:01:23.960 --> 00:01:25.720]  又或者說他貪吃好酒
[00:01:25.720 --> 00:01:30.280]  不像施西約翰那麼功克己身
[00:01:30.280 --> 00:01:32.480]  常常禁食
[00:01:32.480 --> 00:01:35.120]  又或者罵耶穌和他的門徒
[00:01:35.120 --> 00:01:36.800]  在吃飯之前沒有洗手
[00:01:36.800 --> 00:01:38.520]  那不是為衛生的緣故
[00:01:38.520 --> 00:01:42.720]  而是他們沒有遵守猶太教的潔淨禮儀
[00:01:42.720 --> 00:01:45.640]  當然,耶穌吃飯的問題
[00:01:45.640 --> 00:01:47.800]  招來最多的批評是什麼呢?
[00:01:47.800 --> 00:01:50.200]  就是他和很多五三五四的人
[00:01:50.200 --> 00:01:52.440]  那些在道德、在宗教上
[00:01:52.440 --> 00:01:54.400]  都被視為不潔淨的人
[00:01:54.400 --> 00:01:56.120]  一起吃飯,是不是?
[00:01:56.120 --> 00:02:00.920]  那些人甚至你和他同坐、聊天都不應該
[00:02:00.920 --> 00:02:02.160]  一起吃飯
[00:02:02.160 --> 00:02:05.080]  就是罪大惡極
[00:02:05.080 --> 00:02:07.960]  耶穌對這些批評都做了很多的回應
[00:02:07.960 --> 00:02:10.280]  我們今天不詳細講
[00:02:10.280 --> 00:02:14.000]  耶穌的神蹟也和吃飯有關
[00:02:14.000 --> 00:02:15.440]  祂第一個神蹟
[00:02:15.440 --> 00:02:17.120]  就是在加拿大婚宴
[00:02:17.120 --> 00:02:19.320]  去喝酒的場合
[00:02:19.320 --> 00:02:21.720]  晚飯的場合做出來的
[00:02:21.720 --> 00:02:22.960]  是不是?
[00:02:22.960 --> 00:02:26.280]  耶穌偉大的神蹟
[00:02:26.280 --> 00:02:31.320]  莫過於祂一次或者兩次
[00:02:31.320 --> 00:02:32.960]  用很少的餅
[00:02:32.960 --> 00:02:34.360]  很少的魚
[00:02:34.360 --> 00:02:37.640]  為很多人預備了晚餐,是不是?
[00:02:37.640 --> 00:02:40.560]  為了四千人、五千人
[00:02:40.560 --> 00:02:44.280]  當然,你要講耶穌最偉大
[00:02:44.280 --> 00:02:46.120]  在吃飯的時候做的事
[00:02:46.120 --> 00:02:47.800]  一定不是五餅二魚
[00:02:47.800 --> 00:02:48.680]  是什麼呢?
[00:02:48.680 --> 00:02:50.480]  在祂最後晚餐的時候
[00:02:50.480 --> 00:02:53.000]  設立聖餐這件事
[00:02:53.000 --> 00:02:55.280]  這是最偉大的事
[00:02:55.280 --> 00:02:56.280]  是不是?
[00:02:56.280 --> 00:02:59.000]  耶穌在最後晚餐的時候
[00:02:59.000 --> 00:03:02.760]  祂吩咐門徒要世世代代
[00:03:02.760 --> 00:03:06.080]  去重演那一晚做的事
[00:03:06.080 --> 00:03:07.920]  作為祂的紀念
[00:03:07.920 --> 00:03:13.440]  天幕浸信教會從來都不敢忽略耶穌這個教訓
[00:03:13.440 --> 00:03:18.240]  我們每個月定期繼續去舉行聖餐
[00:03:18.240 --> 00:03:20.760]  紀念我們的主
[00:03:20.760 --> 00:03:22.480]  對於門徒來說
[00:03:22.480 --> 00:03:23.600]  最後晚餐
[00:03:23.600 --> 00:03:25.680]  耶穌和他們吃的最後一頓飯
[00:03:25.680 --> 00:03:27.480]  確實是最值得紀念
[00:03:27.480 --> 00:03:30.400]  印象最深刻的事
[00:03:30.400 --> 00:03:32.120]  因為耶穌在這一頓飯裡面
[00:03:32.120 --> 00:03:33.480]  講了很多事
[00:03:33.480 --> 00:03:35.360]  又做了很多事
[00:03:35.360 --> 00:03:37.440]  耶穌真的講了很多事
[00:03:37.440 --> 00:03:39.080]  如果你看《約翰福音》
[00:03:39.080 --> 00:03:41.400]  十三章到十七章
[00:03:41.400 --> 00:03:44.600]  整整五章聖經都是記載最後晚餐講的事
[00:03:44.600 --> 00:03:46.680]  哇!講了五章聖經
[00:03:46.680 --> 00:03:49.240]  如果我只讀一次,你們就睡了
[00:03:49.240 --> 00:03:52.640]  耶穌在那頓飯裡面講了很多話
[00:03:52.640 --> 00:03:54.280]  最後一餐當然講了很多話
[00:03:54.280 --> 00:03:56.080]  囉囉嗦嗦
[00:03:56.080 --> 00:03:58.320]  最後的叮嚀
[00:03:58.320 --> 00:03:59.360]  除了講了很多話之外
[00:03:59.360 --> 00:04:00.800]  耶穌也做了很多事
[00:04:00.800 --> 00:04:02.320]  很重要的事
[00:04:02.320 --> 00:04:04.120]  包括了我們最記得的
[00:04:04.120 --> 00:04:06.360]  祂為門徒洗腳
[00:04:06.360 --> 00:04:10.320]  那不僅僅是一個行為
[00:04:10.320 --> 00:04:12.560]  是一個示範
[00:04:12.560 --> 00:04:14.920]  耶穌告訴我們
[00:04:14.920 --> 00:04:17.960]  在教會運作的模式
[00:04:17.960 --> 00:04:20.200]  做大的要服侍小的
[00:04:20.200 --> 00:04:23.400]  是藉著祂自己親身示範的行為
[00:04:23.400 --> 00:04:25.720]  去說明這個道理
[00:04:25.720 --> 00:04:26.760]  另外
[00:04:26.760 --> 00:04:30.240]  耶穌鞏固彼得的信心
[00:04:30.240 --> 00:04:32.880]  耶穌想挽回加勒人猶大
[00:04:32.880 --> 00:04:33.720]  等等等等
[00:04:33.720 --> 00:04:38.520]  這些都是在最後晚餐的時候發生的故事
[00:04:38.520 --> 00:04:39.840]  耶穌在最後晚餐的時候
[00:04:39.840 --> 00:04:41.600]  祂跟門徒說
[00:04:41.600 --> 00:04:46.720]  祂在世上跟門徒吃的最後一餐飯
[00:04:46.720 --> 00:04:48.520]  就是這一餐了
[00:04:48.520 --> 00:04:50.080]  接著下一餐
[00:04:50.080 --> 00:04:52.880]  就會在天上跟他們吃的了
[00:04:52.880 --> 00:04:54.600]  我不再喝這葡萄汁
[00:04:54.600 --> 00:04:59.520]  直到我在上帝的國裡喝新的那一日子
[00:04:59.520 --> 00:05:03.000]  馬克福音十四章二十五節
[00:05:03.000 --> 00:05:03.560]  好了
[00:05:03.560 --> 00:05:04.720]  講到復活
[00:05:04.720 --> 00:05:06.440]  復活之後的耶穌
[00:05:06.440 --> 00:05:09.280]  曾經很多次跟門徒顯現
[00:05:09.280 --> 00:05:11.600]  其中頭三次的顯現
[00:05:11.600 --> 00:05:14.840]  有兩次都跟食有些關係的
[00:05:14.840 --> 00:05:16.120]  第一次
[00:05:16.120 --> 00:05:20.480]  在復活日的當日
[00:05:20.480 --> 00:05:23.800]  當門徒聚集在一起
[00:05:23.800 --> 00:05:30.200]  那兩個在二馬五司路上遇見主的門徒
[00:05:30.200 --> 00:05:32.360]  回來告訴其他人
[00:05:32.360 --> 00:05:34.440]  他們見到主之後
[00:05:34.440 --> 00:05:39.800]  耶穌就在他們中間向他們顯現
[00:05:39.800 --> 00:05:41.680]  在那一晚
[00:05:41.680 --> 00:05:45.200]  在二馬五司的小村子裡面
[00:05:45.200 --> 00:05:49.800]  耶穌跟那兩個門徒一起吃飯
[00:05:49.800 --> 00:05:51.080]  不過
[00:05:51.080 --> 00:05:53.440]  當耶穌拿個餅
[00:05:53.440 --> 00:05:55.720]  抹開竹蔗的時候
[00:05:55.720 --> 00:05:57.520]  那兩個門徒就認出他們了
[00:05:57.520 --> 00:05:59.160]  耶穌就馬上閃了
[00:05:59.160 --> 00:06:01.280]  所以耶穌大概沒有吃那一餐飯
[00:06:01.280 --> 00:06:02.800]  沒有吃到
[00:06:02.800 --> 00:06:09.880]  然後在耶穌向眾門徒一起顯現的時候
[00:06:09.880 --> 00:06:13.280]  耶穌就問他們拿了一塊魚來吃
[00:06:13.280 --> 00:06:15.000]  去證明祂自己是人
[00:06:15.000 --> 00:06:15.680]  不是鬼魂
[00:06:15.680 --> 00:06:16.760]  鬼魂不能吃東西
[00:06:16.760 --> 00:06:18.520]  吃鹽補蠟燭香
[00:06:18.520 --> 00:06:20.960]  總之是祂吃了一塊魚
[00:06:20.960 --> 00:06:23.640]  但是耶穌也沒有跟門徒一起吃飯
[00:06:23.640 --> 00:06:26.920]  所以耶穌沒有違反祂說
[00:06:26.920 --> 00:06:29.120]  最後晚餐是我最後一餐飯
[00:06:29.120 --> 00:06:31.480]  祂只是吃了一塊魚
[00:06:31.480 --> 00:06:32.880]  那一晚不是吃飯的時候
[00:06:32.880 --> 00:06:34.240]  耶穌是做教導的時候
[00:06:34.240 --> 00:06:35.960]  這是第一次顯現
[00:06:35.960 --> 00:06:38.720]  第二次顯現是一個星期之後
[00:06:38.720 --> 00:06:41.280]  由於第一次顯現的時候多瑪不在
[00:06:41.280 --> 00:06:43.720]  多瑪是一個很有疑心的人
[00:06:43.720 --> 00:06:45.320]  他不相信其他門徒的見證
[00:06:45.320 --> 00:06:47.120]  不相信耶穌已經復活了
[00:06:47.120 --> 00:06:51.520]  所以耶穌專門為他再顯現一次
[00:06:51.520 --> 00:06:55.360]  今天我們所讀的聖經是第三次顯現的故事
[00:06:55.360 --> 00:06:58.560]  大概是在第二次之後一段時間
[00:06:58.560 --> 00:06:59.720]  不知道多久
[00:06:59.720 --> 00:07:00.400]  為什麼呢?
[00:07:00.400 --> 00:07:04.280]  因為事件發生的地點是在加利利
[00:07:04.280 --> 00:07:07.040]  而不是在耶路撒冷
[00:07:07.040 --> 00:07:09.880]  門徒已經回到北邊的加利利
[00:07:09.880 --> 00:07:13.800]  就是他們原來生活工作的地方
[00:07:13.800 --> 00:07:16.040]  門徒為什麼要回到加利利呢?
[00:07:16.040 --> 00:07:17.240]  答案是
[00:07:17.240 --> 00:07:19.920]  這是耶穌基督對他們的吩咐
[00:07:19.920 --> 00:07:21.520]  《馬可波音》記載
[00:07:21.520 --> 00:07:23.040]  耶穌在最後晚餐的時候
[00:07:23.040 --> 00:07:26.920]  預先吩咐門徒在他復活之後要回到加利利
[00:07:26.920 --> 00:07:29.760]  然後說祂會讓他們先去加利利
[00:07:29.760 --> 00:07:31.000]  在那裡和他們見面
[00:07:31.000 --> 00:07:34.040]  這是《馬可波音》十四章二十八節記載的
[00:07:34.040 --> 00:07:35.840]  在復活日那天
[00:07:35.840 --> 00:07:38.280]  穆達拉的瑪利亞和幾個婦女
[00:07:38.280 --> 00:07:42.680]  在耶穌的墳墓門口見到天使
[00:07:42.680 --> 00:07:46.480]  天使也吩咐這幾個婦女
[00:07:46.480 --> 00:07:48.560]  你們去轉告門徒
[00:07:48.560 --> 00:07:50.280]  彼得各個門徒
[00:07:50.280 --> 00:07:52.640]  叫他們去加利利
[00:07:52.640 --> 00:07:55.320]  耶穌會在那裡和他們會面
[00:07:55.320 --> 00:07:58.960]  這是在《馬可波音》十六章七節記載的
[00:07:58.960 --> 00:08:01.320]  《馬可波音》也記載
[00:08:01.320 --> 00:08:07.240]  耶穌約定門徒在加利利某一個山頭和他們見面
[00:08:07.240 --> 00:08:13.320]  然後在那裡和他們頒佈我們很熟悉的大使命
[00:08:13.320 --> 00:08:17.160]  大使命是在加利利頒佈
[00:08:17.160 --> 00:08:19.680]  不是在耶路撒冷
[00:08:19.680 --> 00:08:22.720]  是在加利利頒佈的
[00:08:22.720 --> 00:08:26.400]  《馬可波音》指出十一個門徒都回到加利利
[00:08:26.400 --> 00:08:30.440]  但是《約翰福音》二十一章第二節剛才所讀的聖經就說
[00:08:30.440 --> 00:08:32.480]  有七個門徒回到加利利
[00:08:32.480 --> 00:08:36.280]  這就是彼得、多瑪、拿丹、葉、雅各、約翰
[00:08:36.280 --> 00:08:39.280]  和兩個沒有記名字的門徒
[00:08:39.280 --> 00:08:42.840]  我相信是十一個門徒都回到加利利
[00:08:42.840 --> 00:08:46.200]  不過那一晚去打魚的只有七個門徒
[00:08:46.200 --> 00:08:48.920]  其他四個就搞搞豬在家裡睡覺
[00:08:48.920 --> 00:08:54.840]  所以有七個門徒在那一晚出現
[00:08:56.440 --> 00:08:59.440]  我們知道耶穌最初服侍的地區是在加利利
[00:08:59.440 --> 00:09:01.880]  祂十二個門徒都是在當地呼召的
[00:09:01.880 --> 00:09:04.040]  有理由相信他們都是加利利人
[00:09:04.040 --> 00:09:06.520]  都是加利利地區的人
[00:09:06.520 --> 00:09:09.440]  剛才我們所說的七個人的名字裡面
[00:09:09.440 --> 00:09:13.120]  最少有三個我們相信是漁民
[00:09:13.120 --> 00:09:16.080]  那就是彼得、雅各和約翰
[00:09:16.080 --> 00:09:18.760]  他們信了耶穌之後
[00:09:18.760 --> 00:09:23.120]  就撇下漁網離開了漁船跟隨耶穌
[00:09:23.120 --> 00:09:25.080]  在那一天他們要等耶穌
[00:09:25.080 --> 00:09:27.680]  不知耶穌何時顯現
[00:09:27.680 --> 00:09:29.520]  彼得百無聊賴
[00:09:29.520 --> 00:09:30.760]  突然間手癢
[00:09:30.760 --> 00:09:34.120]  不如找一艘船晚上去打魚
[00:09:34.120 --> 00:09:36.240]  有六個人響應他
[00:09:36.240 --> 00:09:37.280]  跟著你去
[00:09:37.280 --> 00:09:40.400]  於是那一晚就七個人一起浩浩蕩蕩
[00:09:40.400 --> 00:09:43.120]  就上了一艘船去打魚
[00:09:43.120 --> 00:09:45.120]  不知道是他們運氣不好
[00:09:45.120 --> 00:09:48.800]  還是彼得苟疏顫顫
[00:09:48.800 --> 00:09:50.240]  身手差
[00:09:50.240 --> 00:09:54.080]  結果一條魚毛都捉不到
[00:09:54.080 --> 00:09:58.240]  到天漲亮的時候
[00:09:58.240 --> 00:10:02.800]  他們遙遠在岸上見到一個人
[00:10:02.800 --> 00:10:05.360]  不過由於天氣很黑
[00:10:05.360 --> 00:10:09.480]  天氣怎麼黑呢?
[00:10:09.480 --> 00:10:11.200]  由於那個環境很黑
[00:10:11.200 --> 00:10:14.360]  他們認不出這個是復活之後的耶穌
[00:10:14.360 --> 00:10:16.040]  耶穌隔遠對他們說
[00:10:16.040 --> 00:10:19.080]  「小子,你們有沒有吃的東西?」
[00:10:19.080 --> 00:10:22.040]  意思不是問你有沒有帶乾糧來做早餐
[00:10:22.040 --> 00:10:23.680]  而是問你有沒有捉到魚
[00:10:23.680 --> 00:10:24.640]  捉到魚就有東西吃
[00:10:24.640 --> 00:10:26.640]  捉不到魚就沒有東西吃
[00:10:26.640 --> 00:10:27.680]  他們就回答
[00:10:27.680 --> 00:10:28.520]  沒有
[00:10:28.520 --> 00:10:29.440]  一條魚都捉不到
[00:10:29.440 --> 00:10:30.920]  沒有東西吃
[00:10:30.920 --> 00:10:32.360]  耶穌於是吩咐他們
[00:10:32.360 --> 00:10:34.680]  你們將網紮在船的右邊
[00:10:34.680 --> 00:10:36.440]  你們就會捉到魚
[00:10:36.440 --> 00:10:38.000]  他們依照耶穌的吩咐去做
[00:10:38.000 --> 00:10:40.400]  結果就捉了很多的魚
[00:10:40.400 --> 00:10:44.560]  魚的數量多到他們拉不到網上船
[00:10:44.560 --> 00:10:46.400]  約翰在門徒中
[00:10:46.400 --> 00:10:48.400]  最年輕的那個
[00:10:48.400 --> 00:10:49.480]  眼力比較好
[00:10:49.480 --> 00:10:51.200]  沒有我這樣有老花
[00:10:51.200 --> 00:10:55.360]  他就看到岸上那個是主
[00:10:55.360 --> 00:10:56.880]  他告訴彼得
[00:10:56.880 --> 00:10:58.080]  彼得是行動派
[00:10:58.080 --> 00:10:59.200]  一聽到是主
[00:10:59.200 --> 00:11:03.040]  馬上就等不及船埋岸
[00:11:03.040 --> 00:11:04.360]  就要跳下海
[00:11:04.360 --> 00:11:07.600]  游岸去會耶穌
[00:11:07.600 --> 00:11:10.040]  不過捉魚的時候他們是脫光衣服的
[00:11:10.040 --> 00:11:11.640]  不想弄髒衣服
[00:11:11.640 --> 00:11:15.240]  他就馬上把衣服放在腰上
[00:11:15.240 --> 00:11:17.160]  因為游泳也不需要穿這件衣服
[00:11:17.160 --> 00:11:18.560]  但上岸要穿
[00:11:18.560 --> 00:11:21.000]  馬上就游上岸
[00:11:21.000 --> 00:11:24.000]  其他的門徒沒那麼頻臨
[00:11:24.000 --> 00:11:28.680]  他們就先努力把船和牽著的
[00:11:28.680 --> 00:11:30.680]  仍然在水的那一網魚
[00:11:30.680 --> 00:11:33.440]  慢慢靠攏岸邊
[00:11:33.440 --> 00:11:36.040]  然後才去見耶穌
[00:11:36.040 --> 00:11:37.440]  上了岸之後
[00:11:37.440 --> 00:11:40.400]  他們看到岸上生了一團火
[00:11:40.400 --> 00:11:42.920]  然後上面就敲著餅
[00:11:42.920 --> 00:11:44.640]  也敲著魚
[00:11:44.640 --> 00:11:47.240]  耶穌在為他們預備早餐
[00:11:47.240 --> 00:11:48.800]  耶穌還特別吩咐
[00:11:48.800 --> 00:11:51.640]  「把你們剛才捉的魚拿幾條來」
[00:11:51.640 --> 00:11:55.280]  他要用他們剛捉回來的魚為他們加餸
[00:11:55.280 --> 00:11:58.720]  彼得於是就去處理那一網裡面的魚
[00:11:58.720 --> 00:12:00.040]  拉上來之後
[00:12:00.040 --> 00:12:02.200]  就發覺真的很多魚
[00:12:02.200 --> 00:12:04.200]  有153條大魚
[00:12:04.200 --> 00:12:05.040]  很厲害
[00:12:05.040 --> 00:12:07.920]  一網捉到百多條魚
[00:12:07.920 --> 00:12:09.280]  食物預備好之後
[00:12:09.280 --> 00:12:13.760]  耶穌就幫門徒一起進早餐
[00:12:13.760 --> 00:12:16.760]  把餅和魚分給他們
[00:12:16.760 --> 00:12:19.440]  主大概是他們沒有吃的
[00:12:19.440 --> 00:12:23.200]  門徒都認出眼前這個是復活了之後的主
[00:12:23.200 --> 00:12:27.200]  不過由於你和一個死過又復活過的人一起吃飯
[00:12:27.200 --> 00:12:29.760]  你總是覺得很奇怪、很邪門的
[00:12:29.760 --> 00:12:32.400]  大家總是心情有點古怪
[00:12:32.400 --> 00:12:35.640]  可能頭都不敢抬高來看耶穌
[00:12:35.640 --> 00:12:37.120]  又不敢問祂話
[00:12:37.120 --> 00:12:40.400]  總之氣氛很詭異、很古怪
[00:12:40.400 --> 00:12:42.520]  吃飯本來是一個交易的場合
[00:12:42.520 --> 00:12:46.240]  不過那天大概沒有什麼交易可以做
[00:12:46.240 --> 00:12:47.160]  好了
[00:12:47.160 --> 00:12:50.440]  這是耶穌基督和門徒第三次見面的故事
[00:12:50.440 --> 00:12:51.160]  講完了
[00:12:51.160 --> 00:12:54.760]  解經解完了
[00:12:54.760 --> 00:12:57.840]  接下來的《約翰福音》有一章記載的是什麼?
[00:12:57.840 --> 00:13:01.160]  就是耶穌三次問彼得愛不愛祂
[00:13:01.160 --> 00:13:03.240]  然後再度呼召彼得的故事
[00:13:03.240 --> 00:13:04.560]  這個我們大家很熟悉的
[00:13:04.560 --> 00:13:07.960]  今天不講這個故事
[00:13:07.960 --> 00:13:08.480]  好了
[00:13:08.480 --> 00:13:11.640]  剛才我們所講的故事有什麼重要的?
[00:13:11.640 --> 00:13:13.880]  帶給我們什麼訊息和教訓呢?
[00:13:13.880 --> 00:13:15.920]  如果要我很簡單地講
[00:13:15.920 --> 00:13:17.400]  就是耶穌愛門徒
[00:13:17.400 --> 00:13:18.560]  要說明
[00:13:18.560 --> 00:13:23.880]  耶穌知道門徒捉一晚都捉不到一條魚
[00:13:23.880 --> 00:13:26.400]  於是就給他們一個提示
[00:13:26.400 --> 00:13:27.760]  讓他們捉到魚
[00:13:27.760 --> 00:13:31.400]  耶穌又知道門徒捉了一晚很辛苦
[00:13:31.400 --> 00:13:32.000]  沒有東西吃
[00:13:32.000 --> 00:13:32.720]  很餓
[00:13:32.720 --> 00:13:35.560]  於是又特別為他們預備早餐
[00:13:35.560 --> 00:13:36.600]  是不是這樣?
[00:13:36.600 --> 00:13:39.320]  整個故事就說明耶穌愛門徒
[00:13:39.320 --> 00:13:43.120]  你說耶穌愛門徒一定不會錯的
[00:13:43.120 --> 00:13:45.120]  不過不需要這個故事
[00:13:45.120 --> 00:13:47.720]  我也知道耶穌愛門徒
[00:13:47.720 --> 00:13:49.840]  所以這個故事有什麼特別呢?
[00:13:49.840 --> 00:13:52.360]  我看來看去也看不到有什麼特別
[00:13:52.360 --> 00:13:54.720]  事實上很可能真的
[00:13:54.720 --> 00:13:56.320]  這個故事真的一點也不特別
[00:13:56.320 --> 00:13:57.320]  沒什麼的
[00:13:57.320 --> 00:14:00.000]  耶穌只是選擇在這個場合
[00:14:00.000 --> 00:14:02.000]  跟他們做第三次顯現而已
[00:14:02.000 --> 00:14:04.680]  我猜接下來耶穌基督
[00:14:04.680 --> 00:14:08.080]  三次查問彼得的愛心
[00:14:08.080 --> 00:14:09.080]  然後呼召彼得
[00:14:09.080 --> 00:14:10.280]  這才是重要的事情
[00:14:10.280 --> 00:14:12.560]  然後再可能接下來就是
[00:14:12.560 --> 00:14:17.000]  耶穌在加里尼向十一個門徒頒佈大使命
[00:14:17.000 --> 00:14:21.000]  那更加是教會非常關鍵的大事
[00:14:21.000 --> 00:14:24.520]  有不少研究聖經的學者
[00:14:24.520 --> 00:14:26.840]  都相信《約翰福音》二十一章
[00:14:26.840 --> 00:14:29.400]  是後來加上去的聖經
[00:14:29.400 --> 00:14:32.680]  因為如果你看《約翰福音》第二十章
[00:14:32.680 --> 00:14:34.400]  你看第三十三十一節
[00:14:34.400 --> 00:14:36.760]  你會看到是一個很完整的結束
[00:14:36.760 --> 00:14:39.880]  根本不需要第二十一章
[00:14:40.200 --> 00:14:42.720]  已經是一個完全完整的故事
[00:14:42.720 --> 00:14:46.480]  並且第二十一章確實是一個很奇怪的故事
[00:14:46.480 --> 00:14:49.080]  就是耶穌基督復活了
[00:14:49.080 --> 00:14:52.760]  然後他吩咐門徒在耶路撒冷等候聖靈
[00:14:52.760 --> 00:14:53.640]  很簡單
[00:14:53.640 --> 00:14:55.080]  然後插牽他出去
[00:14:55.080 --> 00:14:56.560]  那就已經夠了
[00:14:56.560 --> 00:14:59.240]  為什麼無緣無故又要他回到加里尼
[00:14:59.240 --> 00:15:00.440]  又要捉刺魚
[00:15:00.440 --> 00:15:01.920]  然後又再查問愛心
[00:15:01.920 --> 00:15:03.200]  為什麼要做這些事情呢?
[00:15:03.200 --> 00:15:05.560]  我猜
[00:15:05.560 --> 00:15:07.960]  就算是福音派的學者
[00:15:07.960 --> 00:15:10.840]  都很難否定《約翰福音》二十一章
[00:15:10.840 --> 00:15:13.200]  是一個外加的一章
[00:15:13.200 --> 00:15:14.880]  不是本來有的
[00:15:14.880 --> 00:15:17.400]  是後來才貼上去的一章聖經
[00:15:17.400 --> 00:15:19.760]  不過當然對我來說
[00:15:19.760 --> 00:15:23.520]  後來加上去的不等於這章聖經是作出來的
[00:15:23.520 --> 00:15:26.600]  我相信這章聖經所記載的仍然是真實的故事
[00:15:26.600 --> 00:15:28.640]  甚至我可以相信
[00:15:28.640 --> 00:15:31.280]  這章聖經仍然是紹約翰所寫的
[00:15:31.280 --> 00:15:34.720]  只不過他先寫了一到二十章
[00:15:34.720 --> 00:15:37.880]  然後後來他自己再加上第二十一章
[00:15:38.800 --> 00:15:41.120]  為什麼他後來要加上第二十一章呢?
[00:15:41.120 --> 00:15:43.760]  對我來說最簡單的解釋就是
[00:15:43.760 --> 00:15:51.040]  約翰想到有幾個故事是很重要的
[00:15:51.040 --> 00:15:54.960]  他在之前寫《約翰福音》的時候沒有寫下來
[00:15:54.960 --> 00:15:57.960]  於是他特別再加上一章
[00:15:57.960 --> 00:16:01.600]  將這些他認為是重要的故事記錄下來
[00:16:01.600 --> 00:16:04.560]  你問我為什麼要
[00:16:05.760 --> 00:16:09.480]  要有剛才所說的那個故事
[00:16:09.480 --> 00:16:11.480]  即是吃早餐的那個故事
[00:16:11.480 --> 00:16:14.480]  對我來說最簡單的說法就是
[00:16:14.480 --> 00:16:19.040]  這個故事對約翰留下很深刻的印象
[00:16:19.040 --> 00:16:22.160]  他記得這個故事的每一個細節
[00:16:22.160 --> 00:16:24.160]  甚至包括了魚的數目
[00:16:24.160 --> 00:16:25.440]  一百五十三條
[00:16:25.440 --> 00:16:27.440]  這麼零丁的數字他都記得
[00:16:27.440 --> 00:16:30.040]  這個故事對他很深刻
[00:16:30.040 --> 00:16:31.440]  意義很重大
[00:16:31.440 --> 00:16:33.440]  所以他就將它記錄下來
[00:16:35.400 --> 00:16:38.000]  其實整個故事是一個生活性的神蹟
[00:16:38.000 --> 00:16:40.240]  沒有戲劇性的情節
[00:16:40.240 --> 00:16:42.240]  沒有一些巴巴閉閉的場面
[00:16:42.240 --> 00:16:45.760]  如果耶穌是用手指著水
[00:16:45.760 --> 00:16:48.160]  然後叫魚自己自殺地跳上來
[00:16:48.160 --> 00:16:49.920]  一百五十三條輪流跳上來
[00:16:49.920 --> 00:16:51.920]  場面的確是很壯觀的
[00:16:51.920 --> 00:16:54.240]  你瞎了眼也看到是神蹟
[00:16:54.240 --> 00:16:56.240]  但耶穌沒有這樣做
[00:16:56.240 --> 00:16:58.240]  耶穌叫他們下網捕魚而已
[00:16:58.240 --> 00:17:00.240]  就算捕了很多魚
[00:17:00.240 --> 00:17:01.640]  他們很容易可以解釋
[00:17:01.640 --> 00:17:02.960]  今天運氣真的很好
[00:17:02.960 --> 00:17:04.680]  耶穌真的開口重
[00:17:04.680 --> 00:17:06.680]  說有魚就有魚
[00:17:06.680 --> 00:17:09.000]  我們可以很容易用各樣的理由
[00:17:09.000 --> 00:17:10.680]  簡單地打發過去
[00:17:10.680 --> 00:17:12.680]  沒有什麼特別的
[00:17:12.680 --> 00:17:15.440]  唯有是對當事人
[00:17:15.440 --> 00:17:18.320]  彼得、約翰這些門徒
[00:17:18.320 --> 00:17:22.880]  他們才知道這件事非比尋常
[00:17:22.880 --> 00:17:23.960]  對他們來說
[00:17:23.960 --> 00:17:26.880]  這確實是一個不折不扣的神蹟
[00:17:26.880 --> 00:17:29.480]  例如對彼得來說
