
[00:00:00.000 --> 00:00:04.800]  今日分享的題目是「混亂中跟隨神」
[00:01:32.320 --> 00:01:35.840]  然後不同的人有不同的砌法
[00:01:35.840 --> 00:01:39.280]  我記得初初我都不太知道那幅砌台在砌甚麼
[00:01:39.280 --> 00:01:40.800]  後來我終於看到了
[00:01:40.800 --> 00:01:42.960]  是「Thomas and Friends」
[00:01:42.960 --> 00:01:44.640]  即是那個火車頭
[00:01:44.640 --> 00:01:46.240]  於是我開始砌
[00:01:46.240 --> 00:01:47.760]  突然間我旁邊的少年就說
[00:01:47.760 --> 00:01:51.680]  「肥盛!先砌個頭!先砌個頭!」
[00:01:51.680 --> 00:01:53.360]  我的頭在哪?
[00:01:53.360 --> 00:01:54.720]  然後另一個旁邊的少年就跟我說
[00:01:54.720 --> 00:01:58.640]  「不是,肥盛!先砌個車廂!先砌個車廂!」
[00:01:58.640 --> 00:02:01.120]  然後我說「那車廂又在哪?」
[00:02:01.120 --> 00:02:02.800]  於是另一個旁邊的少年就跟我說
[00:02:02.800 --> 00:02:05.120]  「不是,肥盛!先砌個招牌」
[00:02:05.120 --> 00:02:07.440]  「Thomas and Friends」那個最熱砌的
[00:02:07.440 --> 00:02:11.600]  於是三個少年就在那裡搶來搶去
[00:02:11.600 --> 00:02:13.760]  我明明已經砌了半個頭
[00:02:13.760 --> 00:02:15.520]  旁邊的少年又搶了我的砌圖
[00:02:15.520 --> 00:02:17.760]  都說「不是這樣砌!這樣砌!」
[00:02:17.760 --> 00:02:20.480]  於是我說「那即是怎樣砌?」
[00:02:20.480 --> 00:02:22.720]  於是不同的人不同的聲音
[00:02:22.720 --> 00:02:24.400]  不同的聲音砌完之後
[00:02:24.400 --> 00:02:26.000]  又說「搶啊!搶啊!」
[00:02:26.000 --> 00:02:28.240]  我覺得十分之混亂
[00:02:28.240 --> 00:02:29.520]  而在最混亂的時候
[00:02:29.520 --> 00:02:31.840]  最慘的是你看一看旁邊
[00:02:31.840 --> 00:02:33.760]  「他們快要砌好了」
[00:02:33.760 --> 00:02:37.040]  「這裡還在搶啊!搶啊!」
[00:02:37.040 --> 00:02:39.200]  於是那一刻我真是不知如何是好
[00:02:39.200 --> 00:02:40.800]  心又急
[00:02:40.800 --> 00:02:42.480]  我不知道你有沒有試過
[00:02:42.480 --> 00:02:44.240]  生命都是這樣
[00:02:44.240 --> 00:02:47.200]  有時你有很多東西要處理
[00:02:47.200 --> 00:02:49.280]  但你又覺得很亂
[00:02:49.280 --> 00:02:51.920]  你又不知道在哪裏入手去處理
[00:02:51.920 --> 00:02:53.600]  接著就會有很多的聲音
[00:02:53.600 --> 00:02:56.000]  「你先做了這件事吧!」
[00:02:56.000 --> 00:02:57.520]  「你先處理那件事吧!」
[00:02:57.520 --> 00:02:59.280]  接著你處理這件事後又會跟人說
[00:02:59.280 --> 00:03:01.520]  「不是!不是這樣做!」
[00:03:01.520 --> 00:03:02.640]  「你先處理另一件事吧!」
[00:03:02.640 --> 00:03:04.640]  於是你不斷沉迷
[00:03:04.640 --> 00:03:06.000]  都不知道為甚麼
[00:03:06.000 --> 00:03:07.920]  有時生命就是這樣
[00:03:07.920 --> 00:03:10.320]  特別很多時其實不同的聲音
[00:03:10.320 --> 00:03:14.640]  是包含了很多不同的價值觀和看法
[00:03:14.640 --> 00:03:17.680]  有時當我們活在這麼混亂的世界裏面
[00:03:17.680 --> 00:03:21.520]  我們又怎樣去堅定地跟隨神呢?
[00:03:21.520 --> 00:03:23.360]  剛才我講過幾堂的崇拜
[00:03:23.360 --> 00:03:25.280]  我們不同的牧者都分享了
[00:03:25.280 --> 00:03:28.320]  阿哈和皇后耶西別的生命
[00:03:28.320 --> 00:03:30.400]  他們敬拜巴力
[00:03:30.400 --> 00:03:32.960]  殺害耶和華的先知
[00:03:32.960 --> 00:03:37.520]  用律法的掩蓋去誣衊和殺害人
[00:03:37.520 --> 00:03:40.480]  為了去滿足自己的私慾
[00:03:40.480 --> 00:03:41.680]  上一次的講道
[00:03:41.680 --> 00:03:44.160]  其實陳牧師分享阿哈的終結
[00:03:44.160 --> 00:03:46.720]  都是十分之混亂的
[00:03:46.720 --> 00:03:48.240]  在這麼混亂的裏面
[00:03:48.240 --> 00:03:50.400]  我們又怎樣去跟隨神呢?
[00:03:50.400 --> 00:03:51.680]  當我們繼續今日去看
[00:03:51.680 --> 00:03:53.520]  二十二章餘下的經文
[00:03:53.520 --> 00:03:56.560]  以及列王記下第一章的經文
[00:03:56.560 --> 00:03:59.360]  我們一起去裏面學三個功課
[00:03:59.360 --> 00:04:04.080]  我們怎樣能夠在混亂裏面去跟隨神呢?
[00:04:04.080 --> 00:04:05.840]  今日我們學的第一個功課
[00:04:05.840 --> 00:04:08.640]  是在錯誤之中去修正
[00:04:08.640 --> 00:04:10.960]  我們一起由二十二章的四十一節
[00:04:10.960 --> 00:04:12.080]  讀到第五十節
[00:04:12.080 --> 00:04:12.880]  我們一起讀
[00:04:12.880 --> 00:04:13.920]  一二三
[00:04:13.920 --> 00:04:16.800]  以色列王阿哈第四年
[00:04:16.800 --> 00:04:19.280]  阿薩的兒子約撒法
[00:04:19.280 --> 00:04:21.760]  登基作了由大王
[00:04:21.760 --> 00:04:25.760]  約撒法登基的時候年三十五歲
[00:04:25.760 --> 00:04:29.360]  在耶路撒冷作王二十五年
[00:04:29.360 --> 00:04:31.840]  他母親名叫阿蘇巴
[00:04:31.840 --> 00:04:34.240]  乃是李希的女兒
[00:04:34.240 --> 00:04:38.160]  約撒法行他父親阿撒所行的道
[00:04:38.160 --> 00:04:40.000]  不偏離左右
[00:04:40.000 --> 00:04:43.440]  行耶和華眼中看為正的事
[00:04:43.440 --> 00:04:46.560]  只是幽壇還沒有廢墟
[00:04:46.560 --> 00:04:50.240]  百姓仍在那裏憲制燒香
[00:04:50.240 --> 00:04:53.280]  約撒法與以色列王和好
[00:04:53.280 --> 00:04:57.760]  約撒法其餘的事和他所顯出的勇力
[00:04:57.760 --> 00:05:00.080]  並他怎樣爭戰
[00:05:00.080 --> 00:05:03.520]  都寫在由大列王記上
[00:05:03.520 --> 00:05:06.560]  約撒法將他父親阿撒
[00:05:06.560 --> 00:05:09.120]  在世所剩下的戀童
[00:05:09.120 --> 00:05:11.840]  都從國中除去了
[00:05:11.840 --> 00:05:14.080]  那時已都沒有王
[00:05:14.080 --> 00:05:16.080]  有總督治理
[00:05:16.080 --> 00:05:19.040]  約撒法製造他師船隻
[00:05:19.040 --> 00:05:20.800]  要往俄飛去
[00:05:20.800 --> 00:05:22.640]  將金子運來
[00:05:22.640 --> 00:05:24.320]  只是沒有去
[00:05:24.320 --> 00:05:28.000]  因為船載已順家別破壞了
[00:05:28.000 --> 00:05:31.840]  阿哈的兒子阿哈謝對約撒法說
[00:05:31.840 --> 00:05:34.320]  容我的僕人和你的僕人
[00:05:34.320 --> 00:05:36.080]  坐船同去吧
[00:05:36.080 --> 00:05:38.160]  約撒法卻不肯
[00:05:38.160 --> 00:05:40.720]  約撒法與列祖同睡
[00:05:40.720 --> 00:05:44.640]  葬在大衛城他列祖的墳地裏
[00:05:44.640 --> 00:05:47.920]  他兒子若蘭接族他作王
[00:05:47.920 --> 00:05:51.840]  這段聖經是描述由大王約撒法的
[00:05:51.840 --> 00:05:54.960]  如果上個星期你有聽過陳牧師的講道
[00:05:54.960 --> 00:05:57.600]  你應該知道約撒法是在列王記裏面
[00:05:57.600 --> 00:06:00.240]  八個好皇帝其中之一
[00:06:00.240 --> 00:06:04.080]  我們看看上個星期陳牧師帶我們去看的經文
[00:06:04.080 --> 00:06:08.240]  當阿哈去找約撒法一起打仗的時候
[00:06:08.240 --> 00:06:11.120]  約撒法第一樣東西就和他講第五節
[00:06:11.120 --> 00:06:13.600]  約撒法對以色列王說
[00:06:13.600 --> 00:06:16.720]  請你先求問耶和華
[00:06:16.720 --> 00:06:19.120]  到阿哈找了四百個先知
[00:06:19.120 --> 00:06:21.120]  那四百個先知都說可以去
[00:06:21.120 --> 00:06:22.240]  去吧
[00:06:22.240 --> 00:06:24.960]  約撒法亦都回應第七節說
[00:06:24.960 --> 00:06:28.240]  這裏不是還有耶和華的先知
[00:06:28.240 --> 00:06:30.640]  我們可以求問他嗎
[00:06:30.640 --> 00:06:35.760]  我們看到約撒法是一個願意去跟隨神旨意的人
[00:06:35.760 --> 00:06:39.280]  但最後因為我們知道以色列比由大強大
[00:06:39.280 --> 00:06:43.200]  最後約撒法都去了和阿哈一起打仗
[00:06:43.200 --> 00:06:45.840]  而阿哈最後陣亡
[00:06:45.840 --> 00:06:49.040]  那究竟約撒法又是一個什麼的皇帝呢
[00:06:49.040 --> 00:06:51.440]  如果我們去看第四十三節
[00:06:51.440 --> 00:06:56.160]  那裏說約撒法行他父親阿撒所行的道
[00:06:56.160 --> 00:06:58.080]  不偏離左右
[00:06:58.080 --> 00:07:01.440]  行耶和華眼中看為正的事
[00:07:01.440 --> 00:07:04.640]  但這裏有一個附加就是說
[00:07:04.640 --> 00:07:07.840]  只是休壇還沒有廢墟
[00:07:07.840 --> 00:07:11.760]  百姓仍在那裏獻祭燒香
[00:07:11.760 --> 00:07:15.600]  這裏告訴我們約撒法行他父親阿撒的道
[00:07:15.600 --> 00:07:18.480]  行耶和華眼中看為正的事
[00:07:18.480 --> 00:07:20.800]  這個你不要以為很容易
[00:07:20.800 --> 00:07:24.320]  因為我們知道阿撒他的祖父和曾祖父
[00:07:24.320 --> 00:07:26.640]  就是羅邦安和所羅門
[00:07:26.640 --> 00:07:28.560]  所羅門在晚年的時候
[00:07:28.560 --> 00:07:32.080]  因為娶了外邦的女子離開了神的道
[00:07:32.080 --> 00:07:36.160]  羅邦安亦都跟隨他父親離開了神的道
[00:07:36.160 --> 00:07:39.360]  所以他跟隨他父親阿撒
[00:07:39.360 --> 00:07:41.680]  去行耶和華看為正的事
[00:07:41.680 --> 00:07:44.320]  其實並不是那麼容易
[00:07:44.320 --> 00:07:47.760]  但為何休壇還沒有廢墟呢
[00:07:47.760 --> 00:07:50.960]  如果我們去看歷代至下的一段聖經
[00:07:50.960 --> 00:07:53.360]  會給我們多一點的了解
[00:07:53.360 --> 00:07:56.400]  我們一起讀歷代至下十七章一至六節
[00:07:56.400 --> 00:07:57.840]  一二三
[00:07:57.840 --> 00:08:01.920]  阿撒的兒子約撒法接族他作王
[00:08:01.920 --> 00:08:05.280]  奮勇自強防備以色列人
[00:08:05.280 --> 00:08:09.600]  安置軍兵在猶大一切兼顧城裡
[00:08:09.600 --> 00:08:12.560]  又安置防兵在猶大地
[00:08:12.560 --> 00:08:16.720]  和他父阿撒所得以法連的成一中
[00:08:16.720 --> 00:08:19.600]  耶和華與約撒法同在
[00:08:19.600 --> 00:08:23.360]  因為他行他祖大衛初行的道
[00:08:23.360 --> 00:08:25.120]  不尋求霸力
[00:08:25.120 --> 00:08:27.600]  只尋求他父親的神
[00:08:27.600 --> 00:08:29.440]  遵行他的誡命
[00:08:29.440 --> 00:08:32.080]  不效法以色列人的行為
[00:08:32.080 --> 00:08:34.880]  所以耶和華堅定他的國
[00:08:34.880 --> 00:08:37.440]  猶大眾人給他進貢
[00:08:37.440 --> 00:08:40.480]  約撒法大有尊榮之材
[00:08:40.480 --> 00:08:43.440]  他高興遵行耶和華的道
[00:08:43.440 --> 00:08:47.920]  並且從猶大除掉一切幽壇和木偶
[00:08:47.920 --> 00:08:50.240]  原來約撒法的初心
[00:08:50.240 --> 00:08:54.400]  是希望去除掉這些一切的幽壇和木偶
[00:08:54.400 --> 00:08:59.440]  但是因為原來百姓仍然在那裡獻祭燒香
[00:08:59.440 --> 00:09:05.040]  所以他最後完成不了除去一切的幽壇
[00:09:05.040 --> 00:09:06.480]  但是雖然是這樣
[00:09:06.480 --> 00:09:12.160]  我們看到他仍然很竭力去嘗試去做耶和華捍衛正的事
[00:09:12.160 --> 00:09:15.200]  所以在第46節就告訴我們
[00:09:15.200 --> 00:09:22.560]  約撒法將他父親亞撒在世所剩下的戀童都從國中除去了
[00:09:22.560 --> 00:09:25.200]  我們知道戀童是一些廟忌
[00:09:25.200 --> 00:09:26.960]  是有男女的廟忌
[00:09:26.960 --> 00:09:30.720]  當時他們那些外邦神的廟
[00:09:30.720 --> 00:09:32.480]  有時候會有一些廟忌
[00:09:32.480 --> 00:09:34.720]  跟這些廟忌發生性行為
[00:09:34.720 --> 00:09:37.840]  是他們敬拜這些外邦神的動作
[00:09:37.840 --> 00:09:45.760]  而這裡告訴我們約撒法將他父親亞撒剩下的戀童都從國中除去了
[00:09:45.760 --> 00:09:46.720]  不只是這樣
[00:09:46.720 --> 00:09:49.360]  我們一起看第48和49節
[00:09:49.360 --> 00:09:52.240]  這裡說約撒法去做船
[00:09:52.240 --> 00:09:54.000]  很希望去到俄非
[00:09:54.000 --> 00:09:55.760]  將金運回來
[00:09:55.760 --> 00:09:57.280]  但是沒有去到為什麼
[00:09:57.280 --> 00:09:59.920]  因為船在二信家別破壞了
[00:09:59.920 --> 00:10:00.880]  就在這個時候
[00:10:00.880 --> 00:10:05.200]  阿哈的兒子 我們知道之前約撒法跟阿哈一起去打仗
[00:10:05.200 --> 00:10:07.760]  阿哈的兒子阿哈隻就跟約撒法說
[00:10:07.760 --> 00:10:12.240]  不如你容我的僕人和你的僕人坐船同去吧
[00:10:12.240 --> 00:10:14.240]  這次約撒法不同
[00:10:14.240 --> 00:10:16.880]  之前他跟了阿哈一起去打仗
[00:10:16.880 --> 00:10:20.480]  但是這次他說約撒法卻不肯
[00:10:20.480 --> 00:10:23.760]  歷代之下也給了我們多一點資訊
[00:10:23.760 --> 00:10:27.600]  我們一起去看歷代之下20章36至37節
[00:10:27.600 --> 00:10:28.240]  我們一起讀
[00:10:28.240 --> 00:10:29.280]  1 2 3
[00:10:29.280 --> 00:10:33.040]  二王合夥做船要往他師去
[00:10:33.040 --> 00:10:35.840]  誰在二信家別做船
[00:10:35.840 --> 00:10:39.680]  那時馬利沙人多大亞的兒子
[00:10:39.680 --> 00:10:43.280]  以利爾謝向約撒法預言說
[00:10:43.280 --> 00:10:46.000]  因你與阿哈謝交好
[00:10:46.000 --> 00:10:48.720]  耶和華必破壞你所做的
[00:10:48.720 --> 00:10:51.360]  後來那船果然破壞
[00:10:51.360 --> 00:10:53.920]  不能往他師去了
[00:10:53.920 --> 00:10:56.800]  之前約撒法他跟了阿哈去打仗
[00:10:56.800 --> 00:10:58.960]  這次他聽到有人警告他
[00:10:58.960 --> 00:11:02.480]  他不能再跟阿哈一起合謀
[00:11:02.480 --> 00:11:05.040]  所以這次我們看到
[00:11:05.040 --> 00:11:08.960]  約撒法修正他生命過去的錯誤
[00:11:08.960 --> 00:11:14.160]  他不再跟阿哈一起去做船運金
[00:11:14.160 --> 00:11:17.040]  所以原來有時在很混亂的時候
[00:11:17.040 --> 00:11:21.360]  我們要懂得如何在錯誤中修正
[00:11:21.360 --> 00:11:24.720]  上一次我講過我打網球的故事
[00:11:24.720 --> 00:11:28.000]  今天我想繼續講我學打網球的續集
[00:11:28.000 --> 00:11:30.960]  上一次大家記得我打網球的時候
[00:11:30.960 --> 00:11:34.400]  師傅發現原來我拿板的手勢錯了
[00:11:34.400 --> 00:11:37.360]  所以他說你要改正你拿板的手勢
[00:11:37.360 --> 00:11:38.800]  那你就會進步
[00:11:38.800 --> 00:11:40.880]  我以為我真的進步了很多
[00:11:40.880 --> 00:11:44.080]  於是回到英國又跟我的同學約他們打球
[00:11:44.080 --> 00:11:46.560]  誰知我竟然打輸了給我的同學
[00:11:46.560 --> 00:11:48.480]  於是我回到香港放假的時候
[00:11:48.480 --> 00:11:50.560]  我又找到那個教練跟他說
[00:11:50.560 --> 00:11:53.040]  我又打輸了給我的同學
[00:11:53.040 --> 00:11:56.240]  其實我有什麼可以更加改正和進步
[00:11:56.240 --> 00:11:58.000]  這次他又這樣跟我說
[00:11:58.000 --> 00:12:02.320]  他說這次你要改正你打反手的手勢
[00:12:02.320 --> 00:12:03.520]  我就問他
[00:12:03.520 --> 00:12:08.160]  那究竟我打反手的手勢又錯了在哪裡呢
[00:12:08.160 --> 00:12:10.720]  如果你在我的年代看網球
[00:12:10.720 --> 00:12:13.280]  你應該認識這兩位球星
[00:12:13.280 --> 00:12:15.600]  一個是 Agassi Agassi
[00:12:15.600 --> 00:12:18.640]  另一個是 Sampras Sampras
[00:12:18.640 --> 00:12:20.480]  我的教練就這樣跟我說
[00:12:20.480 --> 00:12:23.440]  他說你打反手的手勢錯了
[00:12:23.440 --> 00:12:26.000]  因為你打了 Agassi
[00:12:26.000 --> 00:12:27.680]  他說你要改
[00:12:27.680 --> 00:12:30.240]  你需要成為 Sampras
[00:12:30.240 --> 00:12:32.160]  你需要成為森柏斯
[00:12:32.160 --> 00:12:34.640]  我就問其實為什麼一定要改呢
[00:12:34.640 --> 00:12:36.000]  給大家一點背景
[00:12:36.000 --> 00:12:41.920]  Agassi打反手是兩隻手拿板這樣打的
[00:12:41.920 --> 00:12:43.600]   Agassi是這樣打的
[00:12:43.600 --> 00:12:50.160]  森柏斯打反手是一隻手拿板然後這樣打的
[00:12:50.160 --> 00:12:52.480]  你上網可以找的
[00:12:52.480 --> 00:12:56.800]  你就覺得其實 Agassi雙手打反手
[00:12:56.800 --> 00:12:59.520]  和森柏斯單手打反手
[00:12:59.520 --> 00:13:01.440]  其實兩個都打得很厲害
[00:13:01.440 --> 00:13:04.080]  為什麼我一定要做森柏斯呢
[00:13:04.080 --> 00:13:06.080]  然後我的教練就這樣跟我說
[00:13:06.080 --> 00:13:07.680]  因為你胖
[00:13:07.680 --> 00:13:09.200]  我說為什麼
[00:13:09.200 --> 00:13:12.240]  他說因為你用雙手去打反手
[00:13:12.240 --> 00:13:14.880]  其實你的球要很接近你的身體才打到
[00:13:14.880 --> 00:13:16.320]  因為你雙手這樣打
[00:13:16.320 --> 00:13:19.360]  那你就需要球很接近你的身體才打到反手
[00:13:19.360 --> 00:13:23.440]  但是如果你單手打反手
[00:13:23.440 --> 00:13:26.000]  你的球距離你遠你都打得到
[00:13:26.000 --> 00:13:27.440]  他說你這麼胖
[00:13:27.440 --> 00:13:29.360]  你都走不近那個球
[00:13:29.360 --> 00:13:31.440]  你還打 Agassi
[00:13:31.440 --> 00:13:33.200]  那就錯了
[00:13:33.200 --> 00:13:35.200]  他說現在我說英文的教練來的
[00:13:35.200 --> 00:13:36.560]  他是墨西哥人來的
[00:13:36.560 --> 00:13:40.320]  他說 Fat guys do not play Agassi
[00:13:40.320 --> 00:13:44.960]  就是胖子是不像 Agassi那樣打反手的
[00:13:44.960 --> 00:13:46.240]  我說是嗎
[00:13:46.240 --> 00:13:47.600]  但是我很固執
[00:13:47.600 --> 00:13:50.800]  他問了為什麼你想做 Agassi
[00:13:50.800 --> 00:13:54.320]  我就是給了他一個很膚淺的答案
[00:13:54.320 --> 00:13:55.920]  帥吧
[00:13:55.920 --> 00:13:58.480]  他的女朋友是波基小斯
[00:13:58.480 --> 00:13:59.920]  知道波基小斯嗎
[00:13:59.920 --> 00:14:02.480]  你認識的跟我差不多年紀了
[00:14:02.480 --> 00:14:04.560]  但是後來他沒有跟波基小斯結婚
[00:14:04.560 --> 00:14:08.000]  他跟了加富另外一位網球手結婚
[00:14:08.000 --> 00:14:10.480]  他就說你回去想一想
[00:14:10.480 --> 00:14:11.680]  你搞錯了
[00:14:11.680 --> 00:14:13.120]  我一開始是不肯改的
[00:14:13.120 --> 00:14:16.000]  我回到英國又輸給我的同學
[00:14:16.000 --> 00:14:18.800]  我後來發現我的同學跟我說一件事
[00:14:18.800 --> 00:14:21.280]  他說其實我是專攻你的反手的
[00:14:21.280 --> 00:14:23.680]  因為知道你根本追不到那個球
[00:14:23.680 --> 00:14:25.440]  所以我就知道錯了
[00:14:25.440 --> 00:14:27.680]  我再回來我就跟教練說
[00:14:27.680 --> 00:14:31.120]  我要改變我打反手的手勢了
[00:14:31.120 --> 00:14:33.600]  I need to be semperous
[00:14:33.600 --> 00:14:36.240]  我需要用森柏斯打的手勢
[00:14:36.240 --> 00:14:38.160]  他就教我
[00:14:38.160 --> 00:14:39.680]  然後他就跟我說
[00:14:39.680 --> 00:14:41.360]  如果你真的想改
[00:14:41.360 --> 00:14:43.680]  你一定要有一個動作
[00:14:43.680 --> 00:14:45.040]  我說什麼動作
[00:14:45.040 --> 00:14:46.400]  他說由今天開始
[00:14:46.400 --> 00:14:47.600]  因為他是我的教練
[00:14:47.600 --> 00:14:49.200]  沒辦法他就看著我打球
[00:14:49.200 --> 00:14:50.800]  你每一次來跟我練球
[00:14:50.800 --> 00:14:52.240]  你打反手的時候
[00:14:52.240 --> 00:14:53.120]  你還要喊
[00:14:53.120 --> 00:14:55.920]  semperous
[00:14:55.920 --> 00:14:57.920]  我真的覺得很丟臉
[00:14:57.920 --> 00:14:59.920]  網球場不是只有我一個嗎
[00:14:59.920 --> 00:15:02.560]  我在公眾場打了十幾個場
[00:15:02.560 --> 00:15:04.480]  你要我每一次打反手的時候
[00:15:04.480 --> 00:15:06.080]  就semperous
[00:15:06.080 --> 00:15:08.560]  我真的semperous也不要緊
[00:15:08.560 --> 00:15:10.320]  我每次打完之後反手
[00:15:10.320 --> 00:15:11.600]  semperous
[00:15:11.600 --> 00:15:13.040]  然後球落網
[00:15:13.040 --> 00:15:14.560]  我說這樣真的很丟臉
[00:15:14.560 --> 00:15:16.560]  他說你一定要跟自己說
[00:15:16.560 --> 00:15:18.800]  為什麼我會逼你每一次打反手
[00:15:18.800 --> 00:15:20.080]  說semperous
[00:15:20.080 --> 00:15:22.080]  因為你從今天知道
[00:15:22.080 --> 00:15:24.960]  你不再是跟隨阿加斯的方法
[00:15:24.960 --> 00:15:27.360]  你要跟隨森柏斯的方法
[00:15:27.360 --> 00:15:29.280]  於是有一段時間我真的瘀到爆
[00:15:29.280 --> 00:15:30.400]  因為每一次打反手
[00:15:30.400 --> 00:15:32.240]  semperous
[00:15:32.240 --> 00:15:32.960]  那球呢
[00:15:32.960 --> 00:15:34.720]  那球去哪了
[00:15:34.720 --> 00:15:36.880]  但是原來真的可以
[00:15:36.880 --> 00:15:39.920]  因為開始你的腦袋會調整
[00:15:39.920 --> 00:15:41.600]  什麼是對的
[00:15:41.600 --> 00:15:44.720]  然後你怎樣去打回一個適合你的手勢
[00:15:44.720 --> 00:15:48.000]  同樣今天我們作為耶穌的門徒
[00:15:48.000 --> 00:15:50.320]  在這個很混亂的世代
[00:15:50.320 --> 00:15:53.120]  你要常常知道你跟隨的是哪一個
[00:15:53.120 --> 00:15:55.120]  當然我不是叫你現在走出街道
[00:15:55.120 --> 00:15:56.160]  我是耶穌的門徒
[00:15:56.160 --> 00:15:57.600]  我是耶穌的門徒
[00:15:57.600 --> 00:15:58.800]  不是這樣
[00:15:58.800 --> 00:16:00.800]  但是你要弄得很清楚
[00:16:00.800 --> 00:16:02.800]  而且有時候我還會打錯
[00:16:02.800 --> 00:16:05.600]  因為有時候我又用了兩隻手來打反手
[00:16:05.600 --> 00:16:07.280]  然後教練就說記住
[00:16:07.280 --> 00:16:08.480]  semperous
[00:16:08.480 --> 00:16:10.000]  semperous
[00:16:10.000 --> 00:16:11.040]  於是我跟自己說
[00:16:11.040 --> 00:16:12.320]  semperous
[00:16:12.320 --> 00:16:13.600]  semperous
[00:16:13.600 --> 00:16:15.920]  最後我發現我的反手
[00:16:15.920 --> 00:16:18.240]  比正手還要打得更厲害
[00:16:18.240 --> 00:16:20.880]  因為我逼自己常常要做semperous
[00:16:20.880 --> 00:16:23.120]  但是正手我反而鬆懈了
[00:16:23.120 --> 00:16:24.640]  所以有一次有個隊員跟我說
[00:16:24.640 --> 00:16:26.880]  為什麼你的反手打得比正手好
[00:16:26.880 --> 00:16:30.240]  我說因為以前我的教練逼我這樣練反手
[00:16:30.240 --> 00:16:33.120]  所以今天如果我們的生命在混亂裡面
[00:16:33.120 --> 00:16:36.240]  我們要懂得在錯誤中間糾正
[00:16:36.240 --> 00:16:38.800]  我很欣賞其中一位肢體
[00:16:38.800 --> 00:16:40.240]  他信耶穌之前
[00:16:40.240 --> 00:16:43.360]  其實在他的工作裡面有很多不合神心意
[00:16:43.360 --> 00:16:46.960]  和不合神真理的價值觀和行為
[00:16:46.960 --> 00:16:48.000]  他信了耶穌之後
[00:16:48.000 --> 00:16:50.000]  他說有時候都很難去改
[00:16:50.000 --> 00:16:51.440]  有時候都不記得了
[00:16:51.440 --> 00:16:54.240]  他都會有失敗或者做得不好的地方
[00:16:54.240 --> 00:16:56.240]  但是他不斷提醒自己
[00:16:56.240 --> 00:16:58.800]  今天我是耶穌的門徒
[00:16:58.800 --> 00:17:01.360]  今天我要改變我的價值觀
[00:17:01.360 --> 00:17:03.360]  今天我是耶穌的門徒
[00:17:03.360 --> 00:17:07.040]  今天我不要去再不合乎神心意的事
[00:17:07.040 --> 00:17:09.600]  是啊 可能我們都會有我們的限制
[00:17:09.600 --> 00:17:11.680]  我們可能有時仍然會失敗
[00:17:11.680 --> 00:17:14.320]  但是今天在混亂之中
[00:17:14.320 --> 00:17:18.080]  我們要在錯誤之中去修正
[00:17:18.080 --> 00:17:19.920]  第二個 今天我們學的功課
[00:17:19.920 --> 00:17:22.000]  是在混亂困難裡面
[00:17:22.000 --> 00:17:25.280]  我們要認定哪一個才是真神
[00:17:25.280 --> 00:17:28.800]  我們由二十二章五十一節讀到一章八節
[00:17:28.800 --> 00:17:30.640]  我們一起讀 一二三
