
[00:00:00.000 --> 00:00:04.720]  各位 今天是年初三
[00:03:25.800 --> 00:03:29.120]  這件事就應驗先知所說
[00:03:29.120 --> 00:03:31.120]  對石安的居民說
[00:03:31.120 --> 00:03:35.040]  「康拉 你的王來到你這裏了」
[00:03:35.040 --> 00:03:38.160]  這個王 以王來稱呼耶穌基督
[00:03:38.160 --> 00:03:41.920]  這個王是溫柔的 騎著驢就是驢仔
[00:03:41.920 --> 00:03:44.760]  門徒就照耶穌基督的吩咐去做
[00:03:44.760 --> 00:03:48.320]  有一大群人把自己的衣服鋪在驢上
[00:03:48.320 --> 00:03:51.120]  有人在樹上把樹枝撼下來
[00:03:51.120 --> 00:03:53.680]  鋪在路上 前呼後擁
[00:03:53.680 --> 00:03:57.440]  來叫「和珊吶 歸於大衛的子孫
[00:03:57.440 --> 00:03:59.240]  奉主明來的是應當
[00:03:59.240 --> 00:04:03.880]  稱頌的高天之上 當上和珊吶」
[00:04:03.880 --> 00:04:08.120]  所以耶穌基督是以王的身份進耶路撒冷
[00:04:08.120 --> 00:04:11.560]  所以祂是王 也是新郎
[00:04:11.560 --> 00:04:13.680]  在《馬太福音》第25章
[00:04:13.680 --> 00:04:15.560]  剛才江穆斯給我們讀的
[00:04:15.560 --> 00:04:18.800]  第一節就說「天國好讓十個同類
[00:04:18.800 --> 00:04:21.920]  拿著貪的燈出去迎接新郎」
[00:04:21.920 --> 00:04:23.920]  天國的皇帝來
[00:04:23.920 --> 00:04:25.200]  所以耶穌基督是王
[00:04:25.200 --> 00:04:26.720]  祂也是新郎
[00:04:26.720 --> 00:04:29.800]  這十個同類就是迎接祂
[00:04:29.800 --> 00:04:31.600]  既然新郎是耶穌
[00:04:31.600 --> 00:04:33.800]  那麼新娘是誰呢?
[00:04:33.800 --> 00:04:35.600]  新娘就是教會
[00:04:35.600 --> 00:04:38.280]  《新約聖經》講得很清楚
[00:04:38.280 --> 00:04:41.320]  「以不鎖書」第5章25到27節
[00:04:41.320 --> 00:04:44.400]  保羅說「你們做丈夫的要愛妻子
[00:04:44.400 --> 00:04:46.160]  好讓基督愛教會
[00:04:46.160 --> 00:04:47.640]  為教會捨己
[00:04:47.640 --> 00:04:51.360]  為的是要用水藉著渡把教會洗淨
[00:04:51.360 --> 00:04:52.520]  成為聖潔
[00:04:52.520 --> 00:04:57.760]  可以在榮耀的教會歸給自己
[00:04:57.760 --> 00:05:00.680]  什麼污點咒文都沒有
[00:05:00.680 --> 00:05:05.120]  而且是聖潔沒有瑕疵的」
[00:05:05.120 --> 00:05:07.960]  我們知道新郎是耶穌
[00:05:07.960 --> 00:05:09.000]  新娘是教會
[00:05:09.000 --> 00:05:10.520]  那麼十個同類是誰呢?
[00:05:10.520 --> 00:05:16.680]  十個同類就是那些籌備婚禮的工人
[00:05:16.680 --> 00:05:21.240]  在新郎和新娘中間服侍的
[00:05:21.240 --> 00:05:24.920]  這個就是你和我了
[00:05:24.920 --> 00:05:26.840]  我們就是神的工人
[00:05:26.840 --> 00:05:29.840]  你說不是
[00:05:29.840 --> 00:05:33.760]  神的工人應該就是綱衛名牧師
[00:05:33.760 --> 00:05:36.040]  我是聘訊道
[00:05:36.040 --> 00:05:38.360]  睡得很平在聽道而已
[00:05:38.360 --> 00:05:39.760]  我是旁觀者
[00:05:39.760 --> 00:05:40.960]  這就錯了
[00:05:40.960 --> 00:05:42.240]  聖經告訴我們
[00:05:42.240 --> 00:05:44.480]  你的身份很重要
[00:05:44.480 --> 00:05:46.480]  我們看看彼得前書第二章
[00:05:46.480 --> 00:05:49.360]  你是有王族的身份
[00:05:49.360 --> 00:05:50.720]  有祭司的身份
[00:05:50.720 --> 00:05:53.760]  「然而你們是蒙簡選的族類
[00:05:53.760 --> 00:05:55.120]  是君尊的祭司
[00:05:55.120 --> 00:05:56.680]  是聖潔的國民
[00:05:56.680 --> 00:05:58.120]  是屬神的子民
[00:05:58.120 --> 00:06:00.560]  為要叫你們宣揚
[00:06:00.560 --> 00:06:04.800]  那召你們出黑暗入光明者的美德」
[00:06:04.800 --> 00:06:06.720]  宣揚耶穌基督的美德
[00:06:06.720 --> 00:06:10.920]  「祂就可召你們出黑暗入光明者的美德」
[00:06:10.920 --> 00:06:12.840]  你看多厲害
[00:06:12.840 --> 00:06:16.120]  所以我們現在開始看這個比喻
[00:06:16.120 --> 00:06:20.120]  究竟教訓他們一些什麼的東西
[00:06:20.120 --> 00:06:21.440]  這個比喻
[00:06:21.440 --> 00:06:24.120]  是記載在《馬太福音》二十四、二十五節
[00:06:24.120 --> 00:06:28.320]  就是耶穌生命最後的階段
[00:06:28.320 --> 00:06:30.720]  如果你看三年半之前
[00:06:30.720 --> 00:06:32.120]  耶穌出來講道
[00:06:32.120 --> 00:06:34.520]  在《馬太福音》第五至七章
[00:06:34.520 --> 00:06:37.120]  他講到另一番的談論
[00:06:37.120 --> 00:06:39.920]  那個叫登山補糞
[00:06:39.920 --> 00:06:40.920]  在山上講的
[00:06:40.920 --> 00:06:43.320]  現在最後那個階段
[00:06:43.320 --> 00:06:45.720]  就是末日的談論
[00:06:45.720 --> 00:06:48.520]  《馬太福音》二十四到二十五章
[00:06:48.520 --> 00:06:53.720]  這兩段的英文叫Discourse
[00:06:53.720 --> 00:07:00.120]  一個談論是耶穌基督的侍奉生涯裏面
[00:07:00.120 --> 00:07:03.920]  一個頭一個尾都很重要的兩段談話
[00:07:03.920 --> 00:07:05.920]  在末日談論裏面
[00:07:05.920 --> 00:07:07.520]  耶穌講了四個比喻
[00:07:07.520 --> 00:07:10.520]  二十四章四十五到五十一節
[00:07:10.520 --> 00:07:12.720]  就是忠心與不忠心的僕人
[00:07:12.720 --> 00:07:14.520]  二十五章一到十三節
[00:07:14.520 --> 00:07:15.920]  就是我們今天要講的
[00:07:15.920 --> 00:07:17.920]  聰明與愚蠢的同類
[00:07:17.920 --> 00:07:21.120]  然後二十五章十四到三十節
[00:07:21.120 --> 00:07:23.920]  就是三個不同才幹的僕人
[00:07:23.920 --> 00:07:26.520]  二十五章三十一到四十六節
[00:07:26.520 --> 00:07:30.920]  就是山羊與綿羊的分開和審判
[00:07:30.920 --> 00:07:34.520]  我今天集中講第二個
[00:07:34.520 --> 00:07:40.520]  我們留意一下幾節的經文
[00:07:40.520 --> 00:07:46.920]  我們講到十個同類
[00:07:46.920 --> 00:07:49.320]  因為同類就是神的工人
[00:07:49.320 --> 00:07:55.920]  就是僕人去服侍新郎和新娘
[00:07:55.920 --> 00:08:00.520]  有五個是愚蠢、五個是聰明
[00:08:00.520 --> 00:08:02.520]  或者你會問
[00:08:02.520 --> 00:08:04.120]  你讀聖經多的話
[00:08:04.120 --> 00:08:05.920]  牧師貴不是的
[00:08:05.920 --> 00:08:07.520]  我不是工人
[00:08:07.520 --> 00:08:09.520]  我應該是新娘
[00:08:09.520 --> 00:08:12.120]  因為教會是新娘
[00:08:12.120 --> 00:08:13.720]  我是屬於教會
[00:08:13.720 --> 00:08:15.720]  傳恩堂有會、有名冊
[00:08:15.720 --> 00:08:18.320]  我的名字和大頭相都在那裏
[00:08:18.320 --> 00:08:20.920]  我是新娘就不應該是工人
[00:08:20.920 --> 00:08:22.920]  為什麼我會做了工人呢?
[00:08:22.920 --> 00:08:25.720]  我們要看一看
[00:08:25.720 --> 00:08:28.520]  新娘的確是教會
[00:08:28.520 --> 00:08:30.720]  教會就是古往今來
[00:08:30.720 --> 00:08:34.120]  所有屬於耶穌基督的人
[00:08:34.120 --> 00:08:36.120]  加在一起就是新娘
[00:08:36.120 --> 00:08:38.920]  將來耶穌基督要回來
[00:08:38.920 --> 00:08:42.520]  新郎這個君王第二次回來就要接他的
[00:08:42.520 --> 00:08:45.520]  耶穌基督第一次來了
[00:08:45.520 --> 00:08:48.120]  釘十字架為我們寫生
[00:08:48.120 --> 00:08:50.520]  打敗了撒旦的權勢
[00:08:50.520 --> 00:08:54.120]  復活升天
[00:08:54.120 --> 00:08:56.120]  建立了這個教會五旬節
[00:08:56.120 --> 00:09:00.120]  教會開始從五旬節一直到將來永世
[00:09:00.120 --> 00:09:02.920]  裡面的基督徒都是教會的一部分
[00:09:02.920 --> 00:09:04.920]  將來他要接這個教會
[00:09:04.920 --> 00:09:06.520]  回到天國裡面
[00:09:06.520 --> 00:09:09.920]  和他在永恆裡面享福
[00:09:09.920 --> 00:09:12.720]  但是我們個別信徒
[00:09:12.720 --> 00:09:16.120]  在地上、世上有另一個身份
[00:09:16.120 --> 00:09:16.920]  就是神的僕人
[00:09:16.920 --> 00:09:19.320]  就是剛才我所讀的彼得前書
[00:09:19.320 --> 00:09:20.520]  君尊濟私
[00:09:20.520 --> 00:09:21.520]  聖潔過渡
[00:09:21.520 --> 00:09:23.920]  屬臣子民的一個身份
[00:09:23.920 --> 00:09:30.120]  所以今天你將自己代入這個身份裡面
[00:09:30.120 --> 00:09:34.920]  好奇將來在永恆的天國裡面
[00:09:34.920 --> 00:09:36.720]  我和其他所有信徒
[00:09:36.720 --> 00:09:42.520]  就是基督的新娘、新婦聖經說
[00:09:42.520 --> 00:09:43.720]  享受永恆
[00:09:43.720 --> 00:09:45.520]  但是現在在地上
[00:09:45.520 --> 00:09:47.120]  我是神的僕人
[00:09:47.120 --> 00:09:49.720]  我是濟私、僕人
[00:09:49.720 --> 00:09:55.320]  我要去服侍基督
[00:09:55.320 --> 00:10:00.520]  這個就是你和我今天要看的
[00:10:00.520 --> 00:10:03.520]  另外第五節就說到
[00:10:03.520 --> 00:10:06.120]  新郎在晚還未到
[00:10:06.120 --> 00:10:07.320]  新郎就是耶穌
[00:10:07.320 --> 00:10:09.520]  其實耶穌在地上很多次說了
[00:10:09.520 --> 00:10:10.920]  我會再回來
[00:10:10.920 --> 00:10:13.920]  也提到我回來的時候
[00:10:13.920 --> 00:10:15.320]  你不知道什麼時候
[00:10:15.320 --> 00:10:17.320]  甚至祂暗示過
[00:10:17.320 --> 00:10:22.120]  是會比你們想像中遲的
[00:10:22.120 --> 00:10:24.720]  你們要等我回來
[00:10:24.720 --> 00:10:26.920]  第五節又說到
[00:10:26.920 --> 00:10:32.120]  童女五個聰明、五個愚蠢
[00:10:32.120 --> 00:10:34.520]  但是十個都睡著了
[00:10:34.520 --> 00:10:36.120]  很奇怪
[00:10:36.120 --> 00:10:41.720]  耶穌基督沒有責備他們睡覺
[00:10:41.720 --> 00:10:45.720]  聰明的五個就被新郎稱讚
[00:10:45.720 --> 00:10:48.720]  新郎沒有說:為什麼你睡覺?
[00:10:48.720 --> 00:10:51.320]  這個其實給我們都有啟發
[00:10:51.320 --> 00:10:53.320]  睡覺是沒有錯的
[00:10:53.320 --> 00:10:56.920]  睡覺就是日常生活的一部分
[00:10:56.920 --> 00:10:58.920]  侍奉和休息
[00:10:58.920 --> 00:11:00.720]  是我們基督徒的一部分
[00:11:00.720 --> 00:11:02.520]  不需要分割出來
[00:11:02.520 --> 00:11:03.920]  你說:是的
[00:11:03.920 --> 00:11:06.120]  羅牧師你說到我睡覺行不行?
[00:11:06.120 --> 00:11:06.920]  是不行的
[00:11:06.920 --> 00:11:08.120]  為什麼不行呢?
[00:11:08.120 --> 00:11:12.920]  就是因為這篇比喻讓我們知道
[00:11:12.920 --> 00:11:15.520]  我們等耶穌基督回來的時候
[00:11:15.520 --> 00:11:18.320]  我們要在過日常生活中等祂
[00:11:18.320 --> 00:11:22.120]  有些極端的邪教
[00:11:22.120 --> 00:11:26.120]  他們的牧師就說:我們等耶穌回來
[00:11:26.120 --> 00:11:29.520]  我們變賣所有的房產、財產
[00:11:29.520 --> 00:11:31.520]  去到山頂等祂回來
[00:11:31.520 --> 00:11:33.320]  這個就不對了
[00:11:33.320 --> 00:11:37.120]  這個就好像硬著眼睛不睡覺的童女一樣
[00:11:37.120 --> 00:11:39.720]  因為我們不知道耶穌基督何時回來
[00:11:39.720 --> 00:11:42.320]  所以我們要在日常生活中
[00:11:42.320 --> 00:11:45.920]  要顧及我們的等候
[00:11:45.920 --> 00:11:49.120]  我們屬靈的等候
[00:11:49.120 --> 00:11:51.320]  和我們的日常生活
[00:11:51.320 --> 00:11:55.520]  要有一個和諧的平衡
[00:11:55.520 --> 00:11:58.320]  不要分割出來
[00:11:58.320 --> 00:12:00.720]  到第八節
[00:12:00.720 --> 00:12:03.120]  愚蠢的童女對聰明的說:
[00:12:03.120 --> 00:12:05.920]  請你把你的油分一點給我
[00:12:05.920 --> 00:12:07.920]  我們的燈快滅了
[00:12:07.920 --> 00:12:09.720]  如果我是聰明的童女
[00:12:09.720 --> 00:12:11.920]  別人問我拿油我就給了他
[00:12:11.920 --> 00:12:13.920]  甚至燈也給了他
[00:12:13.920 --> 00:12:15.320]  這個是錯的
[00:12:15.320 --> 00:12:19.320]  為什麼聰明的童女不給那些油?
[00:12:19.320 --> 00:12:21.520]  那些愚蠢的童女
[00:12:21.520 --> 00:12:23.520]  你知道我們的生命中
[00:12:23.520 --> 00:12:25.520]  有些東西是不可以分出去的
[00:12:25.520 --> 00:12:27.520]  我們對上帝的信心
[00:12:27.520 --> 00:12:29.920]  我們對上帝的忠誠
[00:12:29.920 --> 00:12:31.320]  我們是不能分的
[00:12:31.320 --> 00:12:32.920]  是屬於我們自己
[00:12:32.920 --> 00:12:38.520]  這些油就是代表我們對上帝的忠心
[00:12:38.520 --> 00:12:40.920]  我們對上帝的信靠
[00:12:40.920 --> 00:12:43.120]  這個是你自己才有
[00:12:43.120 --> 00:12:44.320]  不能分出來
[00:12:44.320 --> 00:12:47.920]  你可以鼓勵別人去獲得這些油
[00:12:47.920 --> 00:12:49.920]  去買、去準備好
[00:12:49.920 --> 00:12:51.920]  但你不能夠給他
[00:12:51.920 --> 00:12:55.520]  這個童女就做得對了
[00:12:55.520 --> 00:12:59.120]  下一節就講到第十二節
[00:12:59.120 --> 00:13:01.920]  新郎對那些愚蠢的童女說:
[00:13:01.920 --> 00:13:03.920]  我實在告訴你們
[00:13:03.920 --> 00:13:05.920]  我不認識你們
[00:13:05.920 --> 00:13:08.120]  嘩!很嚴重的
[00:13:08.120 --> 00:13:10.120]  這個是神的僕人
[00:13:10.120 --> 00:13:11.520]  服侍了她
[00:13:11.520 --> 00:13:13.520]  但這個新郎說:我不認識他們
[00:13:13.520 --> 00:13:17.320]  你說這個責備是多麼嚴重呢?
[00:13:17.320 --> 00:13:18.920]  聖經告訴我們
[00:13:18.920 --> 00:13:20.920]  有一天所有的基督徒
[00:13:20.920 --> 00:13:23.320]  都要面對耶穌基督
[00:13:23.320 --> 00:13:29.320]  在基督臺前要接受評估
[00:13:29.320 --> 00:13:32.920]  這個不是你信不信天堂的評估
[00:13:32.920 --> 00:13:36.920]  而是你來到耶穌基督面前
[00:13:36.920 --> 00:13:39.520]  可能就是你回去見他的時候
[00:13:39.520 --> 00:13:41.920]  他又會對你說:羅碩堅
[00:13:41.920 --> 00:13:43.920]  我給了這麼多東西你
[00:13:43.920 --> 00:13:46.920]  你在地上做了些什麼呢?
[00:13:46.920 --> 00:13:48.920]  如果我說:耶穌基督
[00:13:48.920 --> 00:13:49.920]  主耶穌基督
[00:13:49.920 --> 00:13:51.320]  這個問題真是好了
[00:13:51.320 --> 00:13:53.320]  我回來途中就剛剛想起
[00:13:53.320 --> 00:13:55.320]  都不知道有什麼答案
[00:13:55.320 --> 00:13:57.320]  這樣就論盡了
[00:13:57.320 --> 00:14:02.320]  如果我們不忠心的話
[00:14:02.320 --> 00:14:06.120]  我們會面對很嚴重的責罰
[00:14:06.120 --> 00:14:10.120]  或者會失去很多很好的賞賜
[00:14:10.120 --> 00:14:14.520]  所以保羅說:我要功克己身以身復我
[00:14:14.520 --> 00:14:17.120]  恐怕我傳福音給別人
[00:14:17.120 --> 00:14:19.720]  自己反而甩了底
[00:14:19.720 --> 00:14:20.720]  不行的
[00:14:20.720 --> 00:14:24.120]  反被棄絕的意思就是
[00:14:24.120 --> 00:14:30.120]  沒有了我想要的獎賞
[00:14:30.120 --> 00:14:32.520]  沒有了耶穌基督的稱讚
[00:14:32.520 --> 00:14:35.720]  得不到我本來可以得到的很豐富的東西
[00:14:35.720 --> 00:14:37.320]  反被棄絕
[00:14:37.320 --> 00:14:39.920]  所以這是值得我們去反思
[00:14:39.920 --> 00:14:41.520]  究竟你現在所做的
[00:14:41.520 --> 00:14:43.520]  你的生命裡面所做的事情
[00:14:43.520 --> 00:14:44.920]  是不是警醒呢?
[00:14:44.920 --> 00:14:48.320]  究竟你是一個愚蠢的同類呢?
[00:14:48.320 --> 00:14:49.920]  還是聰明的同類呢?
[00:14:49.920 --> 00:14:53.320]  今天我們就要在年初三最好的時候
[00:14:53.320 --> 00:14:54.720]  反思這個問題
[00:14:54.720 --> 00:14:56.720]  還有為自己立志
[00:14:56.720 --> 00:14:59.520]  還有一節的經文
[00:14:59.520 --> 00:15:00.720]  就在第十三節
[00:15:00.720 --> 00:15:02.320]  所以你們要警醒
[00:15:02.320 --> 00:15:05.120]  因為不知道哪日子或哪時間
[00:15:05.120 --> 00:15:06.520]  可能是今天
[00:15:06.520 --> 00:15:07.720]  可能是明年
[00:15:07.720 --> 00:15:09.720]  可能是很多年我們不知道
[00:15:09.720 --> 00:15:11.320]  但是我們要警醒
[00:15:11.320 --> 00:15:12.920]  好像是好的同類
[00:15:12.920 --> 00:15:14.520]  我們怎樣警醒呢?
[00:15:14.520 --> 00:15:16.920]  我們就要看看
[00:15:16.920 --> 00:15:19.720]  愚蠢的同類犯了什麼錯誤呢?
[00:15:19.720 --> 00:15:20.720]  他犯了一個錯誤
[00:15:20.720 --> 00:15:23.520]  就是沒有準備好
[00:15:23.520 --> 00:15:24.520]  他可以睡覺
[00:15:24.520 --> 00:15:25.720]  睡覺不是罪
[00:15:25.720 --> 00:15:27.320]  但是你睡覺之前
[00:15:27.320 --> 00:15:30.120]  你要準備好油的燈
[00:15:30.120 --> 00:15:32.320]  他沒有一個應該有的準備
[00:15:32.320 --> 00:15:34.520]  沒有一個警醒的心
[00:15:34.520 --> 00:15:37.920]  我們基督徒都犯了同樣的錯誤
[00:15:37.920 --> 00:15:40.120]  歸根結底
[00:15:40.120 --> 00:15:43.520]  就是我們沒有重視自己的身份
[00:15:43.520 --> 00:15:46.320]  那個神的僕人
[00:15:46.320 --> 00:15:48.720]  那個君尊的祭司
[00:15:48.720 --> 00:15:50.320]  聖潔的國度
[00:15:50.320 --> 00:15:52.920]  屬神的子民的身份
[00:15:52.920 --> 00:15:57.720]  以致我們沒有準備好油在燈裏面
[00:15:57.720 --> 00:15:59.320]  到耶穌回來的時候
[00:15:59.320 --> 00:16:00.920]  就烏啊烏啊這樣
[00:16:02.920 --> 00:16:06.320]  好了 我們來做一些反思
[00:16:06.320 --> 00:16:07.120]  第一
[00:16:07.120 --> 00:16:09.120]  你是否一個警醒的基督徒呢?
[00:16:09.120 --> 00:16:11.720]  你有沒有做好準備呢?
[00:16:11.720 --> 00:16:12.320]  第二
[00:16:12.320 --> 00:16:18.120]  你知不知道沒有做準備會損失很多呢?
[00:16:18.120 --> 00:16:19.520]  第三
[00:16:19.520 --> 00:16:22.520]  你等候耶穌基督回來不是等到不耐煩
[00:16:22.520 --> 00:16:25.720]  以為他還是不會回來的
[00:16:25.720 --> 00:16:26.320]  第四
[00:16:26.320 --> 00:16:29.120]  你的侍奉和你的生活是不是分割了?
[00:16:29.120 --> 00:16:31.120]  星期日還上禮拜堂
[00:16:31.120 --> 00:16:33.920]  現在還省了坐車
[00:16:33.920 --> 00:16:41.120]  正常工作和休閒有沒有好的平衡呢?
[00:16:41.120 --> 00:16:44.720]  我希望鼓勵大家今天立志做兩點
[00:16:44.720 --> 00:16:45.920]  第一
[00:16:45.920 --> 00:16:48.320]  就是盼望耶穌基督回來
[00:16:48.320 --> 00:16:54.720]  但是他可能不是你想像的那個時間
[00:16:54.720 --> 00:16:57.520]  他可能會遲
[00:16:57.520 --> 00:17:00.520]  所謂遲就是沒有你想像的那麼早回來
[00:17:00.520 --> 00:17:02.320]  有時候就不記得了
[00:17:02.320 --> 00:17:04.720]  或者沒有好的準備
[00:17:04.720 --> 00:17:06.720]  但是我們要盼望
[00:17:06.720 --> 00:17:08.920]  當我們有盼望的時候
[00:17:08.920 --> 00:17:10.520]  我們就有準備了
[00:17:10.520 --> 00:17:14.520]  第二點就是預備好你生命的油燈
[00:17:14.520 --> 00:17:18.120]  這個有幾樣落實的東西我們可以想
[00:17:18.120 --> 00:17:19.520]  第一
[00:17:19.520 --> 00:17:21.720]  就是你的身心靈
[00:17:21.720 --> 00:17:25.320]  人家說新年快樂、身體健康
[00:17:25.320 --> 00:17:26.720]  這個也重要
[00:17:26.720 --> 00:17:28.520]  要保持健康
[00:17:28.520 --> 00:17:31.720]  所以我每天現在上班
[00:17:31.720 --> 00:17:34.720]  是走半個小時上班、走半個小時下班
[00:17:34.720 --> 00:17:38.320]  每天大約走一萬步左右
[00:17:38.320 --> 00:17:43.320]  我每天在家做伸展運動、舉重
[00:17:43.320 --> 00:17:45.920]  都有半小時
[00:17:45.920 --> 00:17:48.320]  希望保持自己的身體
[00:17:48.320 --> 00:17:50.120]  因為如果你身體不好
[00:17:50.120 --> 00:17:51.720]  你甚麼都做不到
[00:17:51.720 --> 00:17:53.520]  人生規劃
[00:17:53.520 --> 00:17:56.920]  很多人就這樣過一輩子
[00:17:56.920 --> 00:17:59.520]  浪費時間
[00:17:59.520 --> 00:18:02.120]  一失足成千古恨
[00:18:02.120 --> 00:18:06.320]  或者突然間就已經50歲了
[00:18:06.320 --> 00:18:08.720]  第三就是理財有度
[00:18:08.720 --> 00:18:09.720]  目前沒有問題
[00:18:09.720 --> 00:18:10.720]  現在疫情期間
[00:18:10.720 --> 00:18:12.720]  我每年都想去日本旅行
[00:18:12.720 --> 00:18:13.320]  現在都沒得去
[00:18:13.320 --> 00:18:14.120]  省下很多錢
[00:18:14.120 --> 00:18:16.520]  都不知道怎麼辦
[00:18:16.520 --> 00:18:18.520]  其實如果你計算清楚
[00:18:18.520 --> 00:18:22.320]  你可能真的要好好地管理自己的錢財
[00:18:22.320 --> 00:18:24.720]  這個也是預備生命的油燈
[00:18:24.720 --> 00:18:26.320]  我記得好幾年前
[00:18:26.320 --> 00:18:28.120]  就不是這間教會
[00:18:28.120 --> 00:18:31.120]  以前有位姐妹住在家裏
[00:18:31.120 --> 00:18:32.320]  就四十多歲
[00:18:32.320 --> 00:18:34.320]  找工作也不少錢
[00:18:34.320 --> 00:18:36.120]  目前我準備早點退休
[00:18:36.120 --> 00:18:37.320]  五十歲退休
[00:18:37.320 --> 00:18:40.120]  我有八、二百萬都夠得慣
[00:18:40.120 --> 00:18:40.920]  我說喂
[00:18:40.920 --> 00:18:41.920]  怎麼夠?
[00:18:41.920 --> 00:18:43.320]  你現在才四十多歲
[00:18:43.320 --> 00:18:44.920]  你可能回到九十歲
[00:18:44.920 --> 00:18:46.120]  你到八十歲的時候
[00:18:46.120 --> 00:18:47.920]  要請一個姐姐來照顧你
[00:18:47.920 --> 00:18:49.520]  那間屋又不是你的
[00:18:49.520 --> 00:18:51.320]  你媽將來過世之後
[00:18:51.320 --> 00:18:54.120]  可能幾兄弟跟你搶著搬
[00:18:54.120 --> 00:18:57.320]  那時候你只剩下一百多萬你熬得多久?
[00:18:57.320 --> 00:18:58.320]  我跟她計算
[00:18:58.320 --> 00:18:59.120]  計算完之後
[00:18:59.120 --> 00:19:02.920]  她說不僅要有間屋要還債
