
[00:00:00.000 --> 00:00:02.100]  可能很多病 所以經常說病
[00:01:18.540 --> 00:01:23.720]  內地的臨床執業醫師的綜合筆試
[00:01:23.720 --> 00:01:24.980]  很厲害的
[00:01:24.980 --> 00:01:27.560]  合格分數是三百六十分
[00:01:27.560 --> 00:01:30.920]  但是這個機械人竟然可以考到四百五十六分
[00:01:30.920 --> 00:01:32.720]  相當高的一個分數
[00:01:32.720 --> 00:01:33.700]  如果是人來說
[00:01:33.700 --> 00:01:36.600]  他就即時可以做一個臨床的醫師了
[00:01:36.600 --> 00:01:37.600]  但是當然他是機械人
[00:01:37.600 --> 00:01:39.100]  還需要一些過程
[00:01:39.100 --> 00:01:40.700]  但是讓我們看到人工智能
[00:01:40.700 --> 00:01:42.540]  其實不斷的發展的時間
[00:01:42.540 --> 00:01:46.340]  將來會取代不少的工作
[00:01:46.340 --> 00:01:48.740]  有些工作會被人工智能取代
[00:01:48.740 --> 00:01:50.740]  其中醫生特別是家庭醫生
[00:01:50.740 --> 00:01:52.880]  是有可能會被取代
[00:01:52.880 --> 00:01:55.180]  這是可能性當中的其中一種
[00:01:55.180 --> 00:01:56.520]  我問大家
[00:01:56.520 --> 00:02:00.960]  將來你們會不會選擇人工智能的機械人做你的醫生呢
[00:02:00.960 --> 00:02:03.620]  可能這是一個很特別的問題
[00:02:03.620 --> 00:02:04.700]  但是更加重要的是
[00:02:04.700 --> 00:02:07.660]  我覺得可能他可以解決很多的病
[00:02:07.660 --> 00:02:09.360]  知道很多的病的情況
[00:02:09.360 --> 00:02:10.360]  但是有一種病
[00:02:10.360 --> 00:02:13.060]  人工智能是永遠解決不了的
[00:02:13.060 --> 00:02:15.940]  這種病就是今天我們聖經裏面所提到的
[00:02:15.940 --> 00:02:17.340]  耶穌裏面講到的
[00:02:17.340 --> 00:02:19.840]  和罪有關的一個疾病
[00:02:19.840 --> 00:02:22.440]  它不是一個肉體的疾病
[00:02:22.440 --> 00:02:27.680]  它是指到屬靈生命屬靈層面的疾病
[00:02:27.680 --> 00:02:30.280]  耶穌講健康的人不需要醫生
[00:02:30.280 --> 00:02:32.280]  有病的人才需要
[00:02:32.280 --> 00:02:37.420]  耶穌來本不是要招異人去悔改
[00:02:37.420 --> 00:02:41.060]  乃是要招罪人去悔改
[00:02:41.060 --> 00:02:42.300]  面對這句話的時間
[00:02:42.300 --> 00:02:44.360]  我們會問自己一個問題
[00:02:44.360 --> 00:02:45.800]  我有病嗎
[00:02:45.800 --> 00:02:47.740]  我想不想做醫生呢
[00:02:47.740 --> 00:02:51.480]  我到底是耶穌口裏面所講的那位異人呢
[00:02:51.480 --> 00:02:56.180]  還是耶穌口裏面所講的那位罪人呢
[00:02:56.180 --> 00:02:57.580]  回看經文
[00:02:57.580 --> 00:02:59.340]  其實想和大家回顧一下
[00:02:59.340 --> 00:03:04.580]  這段經文前前後後寫了很多耶穌的神蹟奇事
[00:03:04.580 --> 00:03:07.160]  有兩個開始點和一個結束點
[00:03:07.160 --> 00:03:08.960]  我希望大家留意的是
[00:03:08.960 --> 00:03:13.500]  四張頭的時間講到耶穌在曠野受試探
[00:03:13.500 --> 00:03:16.200]  直到祂在六張中間的時間
[00:03:16.200 --> 00:03:20.140]  講到祂正式選立十二個使徒
[00:03:20.140 --> 00:03:22.000]  在過程當中發生了很多事
[00:03:22.000 --> 00:03:24.000]  但在過程當中我們發覺
[00:03:24.000 --> 00:03:26.000]  其實有另一群人物
[00:03:26.000 --> 00:03:31.080]  和耶穌有一個很特別的互動
[00:03:31.080 --> 00:03:33.520]  這群人就是法利塞人和教法師
[00:03:33.520 --> 00:03:35.120]  即是宗教領袖
[00:03:35.120 --> 00:03:37.120]  我們見到在前面的時間
[00:03:37.120 --> 00:03:38.720]  他們是未出場的
[00:03:38.720 --> 00:03:42.120]  因為耶穌不斷在行神跡去教導的時間
[00:03:42.120 --> 00:03:45.420]  是積累著這群人對祂的關注
[00:03:45.420 --> 00:03:48.760]  直到五章十七節的時間
[00:03:48.760 --> 00:03:51.240]  他們聚集去聽耶穌的教導
[00:03:51.240 --> 00:03:53.560]  然後他們發覺耶穌講的話裏面
[00:03:53.560 --> 00:03:55.900]  有一句是不合他們心意的
[00:03:55.900 --> 00:03:58.840]  他們就說耶穌講這個沉默的說話
[00:03:58.840 --> 00:03:59.980]  慢慢發展
[00:03:59.980 --> 00:04:02.780]  他向耶穌的門徒講軟言
[00:04:02.780 --> 00:04:03.980]  直到最後的時間
[00:04:03.980 --> 00:04:06.980]  他們滿心大怒
[00:04:06.980 --> 00:04:10.580]  要相依彼此去處置耶穌
[00:04:10.580 --> 00:04:13.420]  在短短的一章多的經文
[00:04:13.420 --> 00:04:14.920]  兩章多的經文裏面
[00:04:14.920 --> 00:04:16.320]  其實就見到
[00:04:16.320 --> 00:04:20.360]  他們對耶穌的反應是不斷在改變的
[00:04:20.360 --> 00:04:24.660]  當我們知道耶穌選擇十二使徒之後
[00:04:24.660 --> 00:04:27.200]  這群法利塞人就想方設計
[00:04:27.200 --> 00:04:30.840]  想用所有的方法去捉拿耶穌
[00:04:30.840 --> 00:04:33.240]  或者處置耶穌
[00:04:33.240 --> 00:04:34.940]  回看今天的經文
[00:04:34.940 --> 00:04:36.140]  十七節講到
[00:04:36.140 --> 00:04:38.240]  有一天耶穌教訓人
[00:04:38.240 --> 00:04:41.440]  有法利塞人和教法師在旁邊坐著
[00:04:41.440 --> 00:04:48.160]  他們是從加利利的鄉村和猶大並耶路撒冷來的
[00:04:48.160 --> 00:04:51.160]  路加沒有講這件事發生的地點
[00:04:51.160 --> 00:04:54.760]  但同樣記載這個故事的馬可福音裏面
[00:04:54.760 --> 00:04:58.060]  是告訴我們這件事發生在加伯隆
[00:04:58.060 --> 00:05:01.060]  在發生這件事之前
[00:05:01.060 --> 00:05:03.760]  我剛才已經講到耶穌已經相當有名氣
[00:05:03.760 --> 00:05:08.340]  祂吸引了很多的宗教領袖來聽祂講道
[00:05:08.340 --> 00:05:10.140]  這些宗教領袖就好像我們現在
[00:05:10.140 --> 00:05:12.280]  如果用現今世代的理解
[00:05:12.280 --> 00:05:15.880]  就好像很多神學院的教授老師
[00:05:15.880 --> 00:05:18.520]  聽到有一個突然出了名的知名的
[00:05:18.520 --> 00:05:22.120]  新進的老師講道講得很有權柄
[00:05:22.120 --> 00:05:25.520]  他們就聚集去聽到底這個人在講什麼
[00:05:25.520 --> 00:05:28.100]  而且這個人不單止講話有權柄
[00:05:28.100 --> 00:05:30.600]  而且他還有行神蹟的能力
[00:05:30.600 --> 00:05:33.840]  這個更加引起這些宗教領袖的注意
[00:05:33.840 --> 00:05:36.400]  十七節講道
[00:05:36.400 --> 00:05:38.300]  主的能力與耶穌同在
[00:05:38.300 --> 00:05:40.200]  使祂能夠醫治病人
[00:05:40.200 --> 00:05:44.680]  這個很強調耶穌神的能力與祂同在
[00:05:44.680 --> 00:05:46.440]  接著發生了一個很特別的故事
[00:05:46.440 --> 00:05:48.440]  講道有一個人
[00:05:48.440 --> 00:05:52.920]  有一個癱子被他的朋友抬到耶穌面前
[00:05:52.920 --> 00:05:54.260]  馬可福音告訴我們
[00:05:54.260 --> 00:05:56.960]  他的朋友總共有四個
[00:05:56.960 --> 00:05:58.660]  當時發生的情況就是
[00:05:58.660 --> 00:06:00.620]  人很多 塞住了門口
[00:06:00.620 --> 00:06:04.800]  他們沒有辦法將這個癱子直接送到耶穌面前
[00:06:04.800 --> 00:06:06.060]  所以他們做了一個
[00:06:06.060 --> 00:06:09.040]  我們都覺得是沒辦法想像的一個舉動
[00:06:09.040 --> 00:06:12.340]  他們竟然將癱子抬到屋頂
[00:06:12.340 --> 00:06:15.500]  接著拆了屋頂 調進去給耶穌
[00:06:15.500 --> 00:06:16.580]  在21世紀的香港
[00:06:16.580 --> 00:06:18.840]  我們沒有辦法能夠明白這個圖畫
[00:06:18.840 --> 00:06:21.040]  但我們看這張圖片的時間
[00:06:21.040 --> 00:06:26.020]  我們知道當時加勃隆的房屋是怎樣的
[00:06:26.020 --> 00:06:28.080]  見不見到房屋是四四方方的
[00:06:28.080 --> 00:06:29.960]  屋頂是平的
[00:06:29.960 --> 00:06:32.620]  屋頂上面大家看到什麼
[00:06:32.620 --> 00:06:35.000]  正在曬雨 可能是鹹雨
[00:06:35.000 --> 00:06:37.760]  他們漁夫捉了魚回來之後
[00:06:37.760 --> 00:06:40.460]  他們有時候會曬雨 以致於吃不完
[00:06:40.460 --> 00:06:43.940]  曬雨以後可以做糧食 或者賣出去
[00:06:43.940 --> 00:06:46.440]  所以他們的屋頂是平的
[00:06:46.440 --> 00:06:48.540]  而且他們預備了一個樓梯
[00:06:48.540 --> 00:06:50.200]  大家中間有沒有看到樓梯
[00:06:50.200 --> 00:06:54.020]  樓梯是走上去曬雨 或者做其他的事
[00:06:54.020 --> 00:06:58.180]  所以這四個朋友帶著癱子
[00:06:58.180 --> 00:07:00.520]  直著樓梯上到屋頂
[00:07:00.520 --> 00:07:03.260]  接著要將屋頂慢慢拆開
[00:07:03.260 --> 00:07:05.220]  但很奇怪的
[00:07:05.220 --> 00:07:09.720]  整個拆屋頂的過程應該不會幾分鐘就結束
[00:07:09.720 --> 00:07:11.360]  拆的過程當中
[00:07:11.360 --> 00:07:13.900]  下面的人在聽耶穌講道
[00:07:13.900 --> 00:07:17.540]  但竟然包括耶穌 包括法利賽人
[00:07:17.540 --> 00:07:21.540]  這些宗教領袖竟然沒有人去阻止他們做這件事
[00:07:21.540 --> 00:07:23.940]  想想如果我們在講道 聽道
[00:07:23.940 --> 00:07:25.980]  突然上面有人拆東西 鑽牆
[00:07:25.980 --> 00:07:27.080]  你會怎樣
[00:07:27.080 --> 00:07:28.920]  很緊張 什麼事 發生什麼事
[00:07:28.920 --> 00:07:31.120]  接著會打電話上去問什麼事
[00:07:31.120 --> 00:07:33.980]  但他們竟然整件事就成了
[00:07:33.980 --> 00:07:35.560]  他們就下來
[00:07:35.560 --> 00:07:38.020]  但更加奇怪的是 我問大家一個問題
[00:07:38.020 --> 00:07:40.820]  為什麼這四個朋友和癱子
[00:07:40.820 --> 00:07:43.360]  要這麼急去見耶穌呢
[00:07:43.360 --> 00:07:46.300]  不如禮貌一點 等耶穌講完道
[00:07:46.300 --> 00:07:47.600]  幾個小時而已 我想
[00:07:47.600 --> 00:07:49.000]  耶穌也會吃飯的
[00:07:49.000 --> 00:07:50.600]  講完道就送去耶穌那裡
[00:07:50.600 --> 00:07:52.440]  等耶穌醫治就可以了
[00:07:52.440 --> 00:07:56.380]  為什麼不能等 為什麼要這麼急
[00:07:56.380 --> 00:07:58.680]  這些朋友為什麼有這些計劃 我真的不清楚
[00:07:58.680 --> 00:08:01.420]  但我用逆向的思維去想的時間
[00:08:01.420 --> 00:08:05.580]  將這個故事如果不是這樣發生的時間
[00:08:05.580 --> 00:08:08.360]  是當他們散會了之後
[00:08:08.360 --> 00:08:12.100]  這些癱子送到耶穌面前得醫治
[00:08:12.100 --> 00:08:14.560]  會有什麼情況發生呢
[00:08:14.560 --> 00:08:18.500]  很有可能耶穌和法利賽人的交手
[00:08:18.500 --> 00:08:20.800]  那個對話就不會產生
[00:08:20.800 --> 00:08:24.000]  法利賽人可能散會之後就不會留在這裡
[00:08:24.000 --> 00:08:27.580]  接著他更加 除了看不到這個神蹟之外
[00:08:27.580 --> 00:08:29.940]  他更加不會和耶穌有對話
[00:08:29.940 --> 00:08:31.880]  更加不會聽到耶穌說
[00:08:31.880 --> 00:08:34.480]  他是那位赦罪的主
[00:08:34.480 --> 00:08:37.420]  所以這一系列奇怪的行動
[00:08:37.420 --> 00:08:41.020]  後面耶穌也作出了一個奇怪的宣告
[00:08:41.020 --> 00:08:43.860]  耶穌說 因為看到癱子和他朋友的信心
[00:08:43.860 --> 00:08:47.800]  就宣告這個癱子的罪得赦免
[00:08:47.800 --> 00:08:50.700]  其實這個根本不是癱子內心裡面
[00:08:50.700 --> 00:08:53.060]  他想著來耶穌面前得到的
[00:08:53.060 --> 00:08:54.540]  他是想著得醫治的
[00:08:54.540 --> 00:08:56.800]  他都沒有想過罪得赦免
[00:08:56.800 --> 00:08:59.580]  同樣道理 對這群宗教領袖
[00:08:59.580 --> 00:09:02.780]  他更覺得耶穌所說的這番話
[00:09:02.780 --> 00:09:06.280]  是一番恃妄神的說話
[00:09:06.280 --> 00:09:09.520]  他們說 這恃妄話的是誰
[00:09:09.520 --> 00:09:13.080]  除了神以外 誰能赦罪呢
[00:09:13.080 --> 00:09:15.420]  聖經裡面說他們議論
[00:09:15.420 --> 00:09:17.820]  其實更加好的翻譯 更加準確的翻譯
[00:09:17.820 --> 00:09:19.820]  我們看新譯本 看其他版本的翻譯
[00:09:19.820 --> 00:09:20.700]  看英文的翻譯
[00:09:20.700 --> 00:09:23.640]  是說裡面 心裡面議論
[00:09:23.640 --> 00:09:27.040]  心裡面議論這件事
[00:09:27.040 --> 00:09:30.740]  其實 耶穌的說話遭到他們的質疑
[00:09:30.740 --> 00:09:32.480]  他們原先坐在那裡聽到
[00:09:32.480 --> 00:09:35.120]  他們一直在冷眼旁觀
[00:09:35.120 --> 00:09:40.420]  看看這位教師 耶穌到底在說什麼
[00:09:40.420 --> 00:09:41.980]  在他們的教導當中
[00:09:41.980 --> 00:09:45.520]  他們一開始找不到什麼值得爭論的地方
[00:09:45.520 --> 00:09:49.460]  直到耶穌說 這個人的罪赦了
[00:09:49.460 --> 00:09:52.400]  他們覺得這是恃妄神的說話
[00:09:52.400 --> 00:09:56.160]  因為這個只是有神可以說出來
[00:09:56.160 --> 00:09:57.640]  更加令他們驚奇的是
[00:09:57.640 --> 00:09:59.240]  耶穌竟然在這個時候
[00:09:59.240 --> 00:10:01.840]  聽到他們內心的說話
[00:10:01.840 --> 00:10:06.040]  耶穌跟他們說 你們心裡議論的是什麼
[00:10:06.040 --> 00:10:08.340]  其實這是一個很大的衝擊
[00:10:08.340 --> 00:10:10.880]  當你裡面在想事情的時候
[00:10:10.880 --> 00:10:14.460]  突然間知道你在想什麼 回應你
[00:10:14.460 --> 00:10:17.080]  如果我在當中的話 我一定會覺得很害怕
[00:10:17.080 --> 00:10:19.920]  因為他竟然聽到我內心在說什麼
[00:10:19.920 --> 00:10:21.160]  耶穌繼續說
[00:10:21.160 --> 00:10:26.460]  「或說你的罪赦了 或說你起來行走哪一樣容易呢
[00:10:26.460 --> 00:10:27.960]  但是叫你們知道
[00:10:27.960 --> 00:10:31.800]  人子在地上有赦罪的權柄」
[00:10:31.800 --> 00:10:35.080]  請大家留意 耶穌並不是在比較
[00:10:35.080 --> 00:10:39.280]  到底赦罪和醫治 哪一樣更加難
[00:10:39.280 --> 00:10:44.780]  祂在說 說這兩樣東西 哪一樣更加難
[00:10:44.780 --> 00:10:48.980]  表面上 說一個人的罪得赦免
[00:10:48.980 --> 00:10:51.920]  比起說一個人立刻得醫治
[00:10:51.920 --> 00:10:56.320]  能夠起來行走是容易一點
[00:10:56.320 --> 00:11:00.960]  為什麼呢 因為前面那個說罪得赦免是看不到的
[00:11:00.960 --> 00:11:02.800]  我們怎麼知道他是不是真的罪得赦免呢
[00:11:02.800 --> 00:11:06.140]  但是如果說這個人得醫治 要起來行走
[00:11:06.140 --> 00:11:10.100]  要馬上有個驗證 到底是不是這樣
[00:11:10.100 --> 00:11:13.540]  整個對話 整個表述 其實重點是耶穌說
[00:11:13.540 --> 00:11:16.880]  耶穌作為人子 他在地上有赦罪的權柄
[00:11:16.880 --> 00:11:19.280]  而正正這個赦罪的權柄
[00:11:19.280 --> 00:11:24.360]  就是藉著他透過這個坦子得醫治
[00:11:24.360 --> 00:11:29.360]  可以起來行走 來證明他說的話的真實
[00:11:29.360 --> 00:11:30.760]  耶穌對坦子說
[00:11:30.760 --> 00:11:34.440]  「我吩咐你 你起來 拿起你的玉子回家去吧」
[00:11:34.440 --> 00:11:36.440]  那個人就當眾起了身
[00:11:36.440 --> 00:11:39.440]  跟著拿著他的玉子回家
[00:11:39.440 --> 00:11:43.000]  而且一路走 一路歸榮耀給神
[00:11:43.000 --> 00:11:47.880]  這個對當時的宗教領袖來說 是一個很大的衝擊
[00:11:47.880 --> 00:11:52.680]  他們一方面看到這個神蹟的發現 非常的震撼
[00:11:52.680 --> 00:11:57.400]  聖經這樣說 今天看見非常的事了
[00:11:57.400 --> 00:12:02.120]  但是另一方面 他對耶穌的說話產生了很大的懷疑
[00:12:02.120 --> 00:12:07.640]  在他內心裏面 他無法整合耶穌所說的和耶穌所做的
[00:12:07.640 --> 00:12:13.000]  他們內心裏面 無法將耶穌有一個完整的定位
[00:12:13.000 --> 00:12:16.000]  他們看到神的能力和耶穌同在
[00:12:16.000 --> 00:12:23.280]  但是他們不能相信 耶穌宣告他是那位赦罪的主
[00:12:23.280 --> 00:12:26.680]  其實有兩方面的原因 導致這些宗教領袖這樣想
[00:12:26.680 --> 00:12:31.200]  第一方面 他們跳不出神學框框的限制
[00:12:31.200 --> 00:12:33.680]  他們以往對神 對聖經的認識
[00:12:33.680 --> 00:12:38.320]  局限了他們對耶穌 對神的救恩的認識
[00:12:38.320 --> 00:12:40.760]  因為在他們內心裏面 他們有一個假設
[00:12:40.760 --> 00:12:43.160]  神是不可能成為一個人
[00:12:43.160 --> 00:12:49.000]  好像耶穌那樣來到他們當中 去施行這些奇妙的事情
[00:12:49.000 --> 00:12:53.520]  神是不可以成為一個人在他們當中的
[00:12:53.520 --> 00:12:55.760]  所以他們說 人的罪得赦
[00:12:55.760 --> 00:12:59.800]  這個只有神才能說 為什麼會透過人來說呢?
[00:12:59.800 --> 00:13:03.520]  還有的是 他們想起耶穌的背景
[00:13:03.520 --> 00:13:10.560]  耶穌只是一個來自拿撒勒一個不知名的小地方的木匠兒子
[00:13:10.560 --> 00:13:13.160]  他的父親是一個很普通的人
[00:13:13.160 --> 00:13:15.720]  他更加沒有受過很好的宗教教育
[00:13:15.720 --> 00:13:20.520]  他又不是某某著名拉比的高徒
[00:13:20.520 --> 00:13:22.560]  為什麼他可以說這些話?
[00:13:22.560 --> 00:13:27.200]  他們完全不能接受耶穌說 他有赦罪的權柄
[00:13:27.200 --> 00:13:31.400]  第二方面 其實他們的生命有一個很嚴重的問題
[00:13:31.400 --> 00:13:37.840]  就是他們不斷地以自己的行為自以為意
[00:13:37.840 --> 00:13:40.920]  內心裡的驕傲 蒙蔽了他們的屬靈眼睛
[00:13:40.920 --> 00:13:43.600]  讓他們看不到在他們面前的這位
[00:13:43.600 --> 00:13:48.400]  就是他們需要等待的那位拯救主
[00:13:48.400 --> 00:13:50.320]  二十七節這樣說
[00:13:50.320 --> 00:13:52.960]  「這是以後耶穌出去見到一個碎尼
[00:13:52.960 --> 00:13:56.760]  名叫尼美 坐在碎棺上
[00:13:56.760 --> 00:13:58.840]  就對他們說 你跟從我來
[00:13:58.840 --> 00:14:03.280]  他就撇下所有的喜來 跟從了耶穌」
[00:14:03.280 --> 00:14:05.280]  一波未平 一波又起
[00:14:05.280 --> 00:14:09.240]  剛剛耶穌說他有赦罪的能力 赦罪的權柄
[00:14:09.240 --> 00:14:12.360]  接著他再做一件事
[00:14:12.360 --> 00:14:16.920]  他離開了剛剛被屋頂拆掉的房間
[00:14:16.920 --> 00:14:20.680]  去到很有可能是城門口附近的一個地方
[00:14:20.680 --> 00:14:24.240]  見到一個碎尼 他叫尼美
[00:14:24.240 --> 00:14:26.600]  當然我們知道他的另一個名字叫馬太
[00:14:26.600 --> 00:14:28.080]  他就是使徒馬太
[00:14:28.080 --> 00:14:30.680]  接著他呼召使徒馬太
[00:14:30.680 --> 00:14:33.400]  呼召馬太 你跟從我來
[00:14:33.400 --> 00:14:35.600]  非常簡單的一句呼召
[00:14:35.600 --> 00:14:37.280]  結果是怎樣呢
[00:14:37.280 --> 00:14:40.840]  馬太立即撇下所有的來跟從耶穌
[00:14:40.840 --> 00:14:42.760]  其實這裡也很奇怪
[00:14:42.760 --> 00:14:47.600]  耶穌用同樣的說話去呼召彼得跟從他
[00:14:47.600 --> 00:14:51.640]  但起碼之前也被彼得見到一個神跡
[00:14:51.640 --> 00:14:55.040]  就是在捕魚裡面 他彰顯了一個神跡
[00:14:55.040 --> 00:14:59.560]  叫彼得去跟從他 這個也有些道理
[00:14:59.560 --> 00:15:03.600]  但馬太是自己沒有親身經歷過神的神跡
[00:15:03.600 --> 00:15:05.160]  就是耶穌單單一句話
[00:15:05.160 --> 00:15:09.880]  你來跟從我 他就聽從
[00:15:09.880 --> 00:15:13.120]  另一方面我們在思考一個問題
[00:15:13.120 --> 00:15:15.960]  這些宗教領袖到底怎樣知道
[00:15:15.960 --> 00:15:19.800]  馬太是被神呼召成他的門徒呢
[00:15:19.800 --> 00:15:23.520]  當然有可能他們像狗仔隊一樣跟在耶穌的背後
[00:15:23.520 --> 00:15:26.520]  當散會之後就跟著耶穌走去另一個地方
[00:15:26.520 --> 00:15:28.240]  但這個可能性我覺得比較低
[00:15:28.240 --> 00:15:31.920]  因為他們那麼驕傲 怎會跟著耶穌呢
[00:15:31.920 --> 00:15:34.200]  但另一個更加有可能的就是
[00:15:34.200 --> 00:15:36.800]  因為馬太成為了耶穌的門徒之後
[00:15:36.800 --> 00:15:38.280]  他做了一件事
[00:15:38.280 --> 00:15:40.360]  做了一件很出位的事
[00:15:40.360 --> 00:15:42.960]  他辦了一場拜師宴
[00:15:42.960 --> 00:15:46.280]  他宴請了所有的同事 一眾的稅吏
[00:15:46.280 --> 00:15:50.960]  和其他不被主流社會所接納的罪人
[00:15:50.960 --> 00:15:54.880]  來慶祝耶穌收他們為門徒
[00:15:54.880 --> 00:16:00.800]  這場拜師宴肯定引起了整個加勃隆的關注
[00:16:00.800 --> 00:16:04.040]  一群原先被輕視 被藐視的罪人
[00:16:04.040 --> 00:16:07.080]  現在竟然公開地大擺筵席
[00:16:07.080 --> 00:16:08.440]  更加離奇的是
[00:16:08.440 --> 00:16:11.920]  那位受注目的耶穌帶著彼得的門徒
[00:16:11.920 --> 00:16:14.840]  一起參與 一起吃飯
[00:16:14.840 --> 00:16:19.680]  不要忘記 在猶太文化裏吃飯是很重要的
[00:16:19.680 --> 00:16:21.800]  吃飯的習俗和律例
[00:16:21.800 --> 00:16:25.400]  是表現了你到底信仰是否純潔
[00:16:25.400 --> 00:16:28.560]  不同的外邦人吃飯 不同的罪人吃飯
[00:16:28.560 --> 00:16:30.440]  表明了猶太人自己
[00:16:30.440 --> 00:16:35.400]  覺得自己是信仰純潔的一種方式
[00:16:35.400 --> 00:16:38.160]  這群屬靈的領袖開始埋怨
[00:16:38.160 --> 00:16:43.680]  他們說你為什麼可以和罪人一起吃飯
[00:16:43.680 --> 00:16:44.920]  耶穌當然知道這個問題
[00:16:44.920 --> 00:16:46.880]  不是單單和他的門徒說的
[00:16:46.880 --> 00:16:48.920]  而是直接針對耶穌
[00:16:48.920 --> 00:16:50.320]  針對的背後
[00:16:50.320 --> 00:16:54.760]  問耶穌為什麼要選一個罪人 瑞利做你的門徒
[00:16:54.760 --> 00:16:59.880]  為什麼要和這群罪人一起吃飯
[00:16:59.880 --> 00:17:03.480]  我們仔細想想
[00:17:03.480 --> 00:17:05.880]  其實這群屬靈的領袖背後
[00:17:05.880 --> 00:17:08.320]  可能還有一個疑惑
[00:17:08.320 --> 00:17:12.120]  如果耶穌真的從神而來
[00:17:12.120 --> 00:17:14.880]  為什麼耶穌會選那些漁夫
[00:17:14.880 --> 00:17:17.040]  那些罪人做他的門徒
[00:17:17.040 --> 00:17:20.200]  但是從來都不問這群宗教領袖
[00:17:20.200 --> 00:17:23.080]  這群聖經的教師
[00:17:23.080 --> 00:17:25.520]  甚至可以說這群神學的教授
[00:17:25.520 --> 00:17:28.880]  他們這麼懂聖經 這麼敬虔
[00:17:28.880 --> 00:17:30.720]  為什麼不問他們
[00:17:30.720 --> 00:17:33.000]  你不如成為我的門徒
[00:17:33.000 --> 00:17:36.520]  他從來沒有主動地向法利塞人
[00:17:36.520 --> 00:17:39.880]  邀請他成為他的門徒
[00:17:39.880 --> 00:17:42.120]  耶穌做出了一個回應
[00:17:42.120 --> 00:17:44.360]  沒有病的人用不著醫生
[00:17:44.360 --> 00:17:46.360]  有病的人總用得著
[00:17:46.360 --> 00:17:49.000]  我來本不是召義人悔改
[00:17:49.000 --> 00:17:51.880]  乃是召罪人悔改
[00:17:51.880 --> 00:17:56.760]  其實這裡點出了這些屬靈領袖的核心問題
[00:17:56.760 --> 00:17:59.080]  就是他們自以為意
[00:17:59.080 --> 00:18:00.680]  不覺得自己是罪人
[00:18:00.680 --> 00:18:04.080]  他們覺得屬靈生命裡很敬虔
[00:18:04.080 --> 00:18:06.640]  他們根本沒有問題
[00:18:06.640 --> 00:18:08.040]  當然另一方面我們知道
[00:18:08.040 --> 00:18:10.320]  耶穌和這些罪人在一起的時候
[00:18:10.320 --> 00:18:12.760]  祂不是認同這些罪人的行為
[00:18:12.760 --> 00:18:15.440]  祂們是要表明神的拯救
[00:18:15.440 --> 00:18:18.680]  是要臨到那些不自以為意
[00:18:18.680 --> 00:18:22.120]  承認自己是罪人的人當中
[00:18:22.120 --> 00:18:25.120]  當然馬太就是屬於這個群體
[00:18:25.120 --> 00:18:27.400]  馬太對於耶穌的呼召
