
[00:00:00.000 --> 00:00:04.560]  約瑟的聖誕路是甚麼路呢?
[00:01:31.760 --> 00:01:33.200]  有一班弟兄姊妹
[00:01:33.200 --> 00:01:35.000]  六月開始跟我一起
[00:01:35.000 --> 00:01:36.000]  講故事查經
[00:01:36.000 --> 00:01:38.160]  我們很想將這個講故事查經
[00:01:38.160 --> 00:01:40.800]  和這個門徒訓練去整合
[00:01:40.800 --> 00:01:42.960]  所以第一季我們都會
[00:01:42.960 --> 00:01:44.840]  由用一下港島講故事的方式
[00:01:44.840 --> 00:01:46.560]  又用一下
[00:01:46.560 --> 00:01:48.960]  塑造著生命門徒的門訓材料
[00:01:48.960 --> 00:01:50.280]  最終發現
[00:01:50.280 --> 00:01:51.520]  大部份弟兄姊妹跟不了
[00:01:51.520 --> 00:01:54.080]  塑造著生命門徒的材料去
[00:01:54.080 --> 00:01:56.880]  就決定完全用完這個
[00:01:56.880 --> 00:01:58.560]  講故事查經
[00:01:58.560 --> 00:02:01.040]  那就更大的挑戰了
[00:02:01.040 --> 00:02:04.560]  因為究竟怎樣再進一步
[00:02:04.560 --> 00:02:07.160]  去讓神的道去衝擊
[00:02:07.160 --> 00:02:10.040]  去更新弟兄姊妹的生命呢
[00:02:10.040 --> 00:02:11.560]  這個邀請
[00:02:11.560 --> 00:02:13.880]  是需要有很多的信心的體會
[00:02:13.880 --> 00:02:16.720]  因為當中有一位是執事
[00:02:16.720 --> 00:02:18.440]  就會有一個很大的掙扎
[00:02:18.440 --> 00:02:21.960]  以前查經不是這樣查的
[00:02:21.960 --> 00:02:25.800]  為甚麼現在好像有很多聖經留白的地方
[00:02:25.800 --> 00:02:27.960]  弟兄姊妹有這麼多東西說
[00:02:27.960 --> 00:02:29.920]  好像很危險
[00:02:29.920 --> 00:02:30.560]  我說是呀
[00:02:30.560 --> 00:02:33.360]  跟聖靈同行有時候是有些危險性的
[00:02:33.360 --> 00:02:35.320]  我們信不信這個聖靈的帶領呢
[00:02:35.320 --> 00:02:37.600]  信不信弟兄姊妹一起在這裡
[00:02:37.600 --> 00:02:39.720]  一同的互相的守望
[00:02:39.720 --> 00:02:41.560]  一同的互相的實踐
[00:02:41.560 --> 00:02:43.880]  這個信仰的建立呢
[00:02:43.880 --> 00:02:45.320]  所以今天都想
[00:02:45.320 --> 00:02:48.560]  用一點點講故事查經的信念
[00:02:48.560 --> 00:02:53.560]  跟大家再一次的去看約瑟的故事
[00:02:53.560 --> 00:02:58.560]  剛才主席已經帶領我們一起去讀了這段經文
[00:02:58.560 --> 00:03:00.240]  你閉上眼
[00:03:00.240 --> 00:03:02.480]  想一想這個故事
[00:03:02.480 --> 00:03:05.440]  你記得些甚麼呢
[00:03:05.440 --> 00:03:08.120]  你記得些甚麼呢
[00:03:08.120 --> 00:03:11.600]  我們很重視要將聖經的故事
[00:03:11.600 --> 00:03:14.320]  放入心裡去
[00:03:14.320 --> 00:03:15.600]  聖經是這樣教我們的
[00:03:15.600 --> 00:03:18.600]  將整個懷疑藏在心裡
[00:03:18.600 --> 00:03:20.120]  然後怎樣呢
[00:03:20.120 --> 00:03:24.080]  可以日夜的去反覆思想
[00:03:24.080 --> 00:03:26.960]  讓整個說話繼續對我們說話
[00:03:26.960 --> 00:03:29.560]  繼續去啟發我們
[00:03:29.560 --> 00:03:31.960]  聖靈的啟發光照是很重要的
[00:03:31.960 --> 00:03:35.920]  但是這個操練在我們的生活裡面是比較少的
[00:03:35.920 --> 00:03:37.360]  就算用我們的用語
[00:03:37.360 --> 00:03:38.800]  我們的祈禱
[00:03:38.800 --> 00:03:40.080]  我們分享
[00:03:40.080 --> 00:03:41.800]  弟兄姊妹的分享裡面
[00:03:41.800 --> 00:03:45.400]  聖靈這個作為都是比較相對地
[00:03:45.400 --> 00:03:46.680]  在三位體的神裡面
[00:03:46.680 --> 00:03:49.160]  我們是比較少
[00:03:49.160 --> 00:03:52.400]  比較弱的敏感度
[00:03:52.400 --> 00:03:55.160]  所以大家閉上眼
[00:03:55.160 --> 00:03:56.600]  試一下按著鄭華
[00:03:56.600 --> 00:03:58.920]  鄭華讀過的經文
[00:03:58.920 --> 00:04:00.120]  去想一想
[00:04:00.120 --> 00:04:03.520]  複述這個故事有多少呢
[00:04:03.520 --> 00:04:10.320]  我的信念其實很簡單
[00:04:10.320 --> 00:04:14.560]  就是當我們能夠去圖像化故事多一點的時候
[00:04:14.560 --> 00:04:15.960]  這個圖像化的畫面
[00:04:15.960 --> 00:04:21.240]  就是成為聖靈光照你的一個主要的渠道
[00:04:21.240 --> 00:04:25.960]  所以我會再讀一次聖經的故事
[00:04:25.960 --> 00:04:29.040]  你就閉上眼
[00:04:29.040 --> 00:04:32.920]  嘗試去想像
[00:04:32.920 --> 00:04:39.600]  視覺化你所聽到的聖經的說話
[00:04:39.600 --> 00:04:42.680]  耶穌基督降生的事
[00:04:42.680 --> 00:04:46.880]  記在下面
[00:04:46.880 --> 00:04:52.400]  他母親瑪利亞已經許配了約瑟
[00:04:52.400 --> 00:04:55.320]  還沒有迎娶
[00:04:55.320 --> 00:05:02.200]  瑪利亞就從聖靈懷了孕
[00:05:02.200 --> 00:05:04.760]  你嘗試看看約瑟的臉
[00:05:04.760 --> 00:05:10.640]  他丈夫約瑟是個二人
[00:05:10.640 --> 00:05:15.360]  不願意明明地去羞辱他
[00:05:15.360 --> 00:05:20.840]  想要暗暗地把他幽了
[00:05:20.840 --> 00:05:27.240]  再嘗試看看約瑟在做甚麼
[00:05:27.240 --> 00:05:30.840]  正思念者事的時候
[00:05:30.840 --> 00:05:39.000]  有主的使者向他夢中顯現說
[00:05:39.000 --> 00:05:47.200]  大衛的子孫約瑟不要怕
[00:05:47.200 --> 00:05:51.760]  只管娶過你的妻子瑪利亞來
[00:05:51.760 --> 00:05:58.520]  因她所懷的孕從聖靈來的
[00:05:58.520 --> 00:06:02.000]  她要生一個兒子
[00:06:02.000 --> 00:06:04.400]  你要給他起名叫耶穌
[00:06:04.400 --> 00:06:08.640]  因他要把他的百姓從罪裡救出來
[00:06:08.640 --> 00:06:10.600]  這一切的事成就
[00:06:10.600 --> 00:06:14.160]  就像應驗主席先知所說的話說
[00:06:14.160 --> 00:06:16.800]  必有同女懷孕生子
[00:06:16.800 --> 00:06:23.920]  人要稱他的名為以馬來尼
[00:06:23.920 --> 00:06:26.920]  看看約瑟他醒了
[00:06:26.920 --> 00:06:29.560]  約瑟醒了
[00:06:29.560 --> 00:06:33.400]  起來就遵主使者的吩咐
[00:06:33.400 --> 00:06:35.120]  把妻子娶過來
[00:06:35.120 --> 00:06:38.960]  只是沒有和他同房等他生了兒子
[00:06:38.960 --> 00:06:48.880]  就給他起名叫耶穌
[00:06:48.880 --> 00:06:51.760]  好多謝大家這麼投入
[00:06:51.760 --> 00:06:53.840]  你看到些甚麼
[00:06:53.840 --> 00:06:56.480]  看不看到約瑟的樣子
[00:06:56.480 --> 00:07:00.080]  約瑟的樣子有沒有變化
[00:07:00.080 --> 00:07:04.840]  我試過和一些生命中甚至無關的弟兄姊妹去做實驗
[00:07:04.840 --> 00:07:09.960]  就說未求聖靈光照之前看一段經文
[00:07:09.960 --> 00:07:13.560]  將他看到的畫面表達出來
[00:07:13.560 --> 00:07:18.080]  和祈禱求神光照之後再看一段經文
[00:07:18.080 --> 00:07:22.560]  然後祝福他在祈禱求聖靈光照之後
[00:07:22.560 --> 00:07:26.680]  看到的畫面出來
[00:07:26.680 --> 00:07:29.720]  十個有六七個不敢說全部
[00:07:29.720 --> 00:07:33.480]  都承認自己跟這個世界走
[00:07:33.480 --> 00:07:38.000]  沒有按著神的要求去調整生命
[00:07:38.000 --> 00:07:40.160]  原來聖靈的光照
[00:07:40.160 --> 00:07:42.920]  正在幫弟兄姊妹面對自己生命
[00:07:42.920 --> 00:07:46.720]  一些自己沒有去察看的地方
[00:07:46.720 --> 00:07:48.800]  這個其實一向都知道聖靈會做這些事
[00:07:48.800 --> 00:07:52.680]  不過沒有想過在讀經或查經的過程中
[00:07:52.680 --> 00:07:57.240]  這樣邀請聖靈參與幫自己
[00:07:57.240 --> 00:08:01.040]  今天你看到約瑟的時候
[00:08:01.040 --> 00:08:04.720]  你看到約瑟的臉容有沒有變化呢?
[00:08:04.720 --> 00:08:09.840]  聖經說「約瑟是個異人」
[00:08:09.840 --> 00:08:13.200]  你看到他的樣子是怎樣的呢?
[00:08:13.200 --> 00:08:16.800]  是不是很有基本的自信和自尊
[00:08:16.800 --> 00:08:19.360]  和神的關係他頗有把握
[00:08:19.360 --> 00:08:24.040]  因為他能夠按著律法的要求
[00:08:24.040 --> 00:08:26.560]  做了律法要做
[00:08:26.560 --> 00:08:31.760]  盡量對神 絕對對神的那種聽從
[00:08:31.760 --> 00:08:35.760]  盡量對人有神的那種屬性
[00:08:35.760 --> 00:08:39.840]  怎樣良善恩慈的對人
[00:08:39.840 --> 00:08:43.040]  這個就是一個異人
[00:08:43.040 --> 00:08:47.760]  你有沒有看到他怎樣異法呢?
[00:08:47.760 --> 00:08:50.360]  你有沒有代入約瑟
[00:08:50.360 --> 00:08:57.360]  當他聽到「瑪利亞從聖靈懷了恩」
[00:08:57.360 --> 00:09:00.360]  當他第一次聽到這個說話的時候
[00:09:00.360 --> 00:09:04.120]  你有沒有看到他的樣子呢?
[00:09:04.120 --> 00:09:05.880]  有沒有看到他的樣子怎樣呢?
[00:09:05.880 --> 00:09:09.120]  掉了個下巴下來
[00:09:09.120 --> 00:09:12.360]  這樣都可以?
[00:09:12.360 --> 00:09:13.840]  還有沒有呢?
[00:09:13.840 --> 00:09:15.400]  然後呢?
[00:09:15.400 --> 00:09:18.520]  心裏面閃過很多黑色的聯想
[00:09:18.520 --> 00:09:20.120]  我們很慣常的
[00:09:20.120 --> 00:09:25.160]  「啊!瑪利亞 我所愛的女人」
[00:09:25.160 --> 00:09:28.760]  「我從小認識到你大」
[00:09:28.760 --> 00:09:32.960]  「我兩個青梅竹馬 開開心心」
[00:09:32.960 --> 00:09:35.960]  「大家都在計劃著結婚」
[00:09:35.960 --> 00:09:40.440]  猶太人的婚禮是分兩大
[00:09:40.440 --> 00:09:41.960]  甚至三個階段
[00:09:41.960 --> 00:09:44.240]  第一個階段就好像我們父母
[00:09:44.240 --> 00:09:46.440]  中國人一樣 指腹為婚類似
[00:09:46.440 --> 00:09:49.960]  小時候就許配
[00:09:49.960 --> 00:09:52.600]  到有個訂婚的儀式之後
[00:09:52.600 --> 00:09:57.200]  有一年訂婚的時間
[00:09:57.200 --> 00:10:00.200]  基本上可以稱呼對方丈夫太太
[00:10:00.200 --> 00:10:02.960]  不過他們是未行婚禮
[00:10:02.960 --> 00:10:04.960]  就好像我們現在要結婚的時候
[00:10:04.960 --> 00:10:07.600]  為了申請居屋
[00:10:07.600 --> 00:10:10.800]  先去註冊 註冊了
[00:10:10.800 --> 00:10:12.200]  但是未行婚禮
[00:10:12.200 --> 00:10:16.000]  基督徒來說都是不應該有婚姻的生活
[00:10:16.000 --> 00:10:19.000]  所以等婚禮正式舉行之後
[00:10:19.000 --> 00:10:21.240]  一個七天長的婚禮
[00:10:21.240 --> 00:10:25.000]  這些始終是農村的婚禮
[00:10:25.000 --> 00:10:26.600]  流水宴 諸如此類
[00:10:26.600 --> 00:10:29.560]  很多這些很高興的活動
[00:10:29.560 --> 00:10:31.400]  七天之後婚禮完結後
[00:10:31.400 --> 00:10:33.600]  他們就正式結婚
[00:10:33.600 --> 00:10:35.800]  這樣就可以有婚姻的生活
[00:10:35.800 --> 00:10:38.760]  在這裡就說還沒有迎娶
[00:10:38.760 --> 00:10:40.760]  因為還未去到婚禮
[00:10:40.760 --> 00:10:44.520]  但是在訂婚階段的裏面
[00:10:44.520 --> 00:10:47.720]  嘩 很美好的夢想
[00:10:47.720 --> 00:10:49.600]  很開心和自己所愛的人
[00:10:49.600 --> 00:10:51.200]  等待了很多年
[00:10:51.200 --> 00:10:53.800]  正在準備進入婚姻的時候
[00:10:53.800 --> 00:10:56.400]  嘩 神
[00:10:56.400 --> 00:11:00.000]  當然聽起來不知是否覺得是神
[00:11:00.000 --> 00:11:01.400]  瑪麗亞跟我說
[00:11:01.400 --> 00:11:08.400]  聖靈感人 我懷孕了
[00:11:08.400 --> 00:11:12.400]  未婚妻懷孕
[00:11:12.400 --> 00:11:16.000]  我不是經手人
[00:11:16.000 --> 00:11:19.600]  很震撼的消息
[00:11:19.600 --> 00:11:21.400]  你會怎樣呢
[00:11:21.400 --> 00:11:23.800]  如果你是弱勢會怎樣呢
[00:11:23.800 --> 00:11:26.400]  你第一個黑色的聯想
[00:11:26.400 --> 00:11:28.600]  負面的聯想是什麼
[00:11:28.600 --> 00:11:30.600]  瑪麗亞 我這麼愛你
[00:11:30.600 --> 00:11:33.800]  為什麼你要說我這麼偉大的謊話
[00:11:33.800 --> 00:11:37.600]  騙我
[00:11:37.600 --> 00:11:39.800]  我們所活的年代
[00:11:39.800 --> 00:11:44.200]  是一個人神很大距離的年代
[00:11:44.200 --> 00:11:47.200]  不要說這種這麼親密的關係
[00:11:47.200 --> 00:11:48.800]  仇人的關係
[00:11:48.800 --> 00:11:51.000]  就算連見到神
[00:11:51.000 --> 00:11:53.600]  見到神的使者靈
[00:11:53.600 --> 00:11:55.600]  都會怎樣
[00:11:55.600 --> 00:11:57.200]  人那種誤配
[00:11:57.200 --> 00:12:00.200]  只會被擊殺
[00:12:00.200 --> 00:12:03.600]  是受不住的一種臨在
[00:12:03.600 --> 00:12:05.200]  但你竟然告訴我
[00:12:05.200 --> 00:12:07.800]  聖靈感人
[00:12:07.800 --> 00:12:10.800]  我現在懷孕了
[00:12:10.800 --> 00:12:14.400]  第二個黑色的聯想會是什麼
[00:12:14.400 --> 00:12:16.200]  你覺得是什麼
[00:12:16.200 --> 00:12:18.200]  被出賣
[00:12:18.200 --> 00:12:20.400]  是不是
[00:12:20.400 --> 00:12:23.600]  我的忠誠 我的愛被踐踏
[00:12:23.600 --> 00:12:28.800]  我的自尊去了哪裡
[00:12:28.800 --> 00:12:34.200]  很大的衝擊
[00:12:34.200 --> 00:12:36.200]  我不知道 我們血氣一點的人
[00:12:36.200 --> 00:12:39.000]  沒有弱勢這麼好操練的二人
[00:12:39.000 --> 00:12:42.600]  第一件事是什麼 報復
[00:12:42.600 --> 00:12:45.000]  你不仁 我不義
[00:12:45.000 --> 00:12:47.400]  對他出來 羞辱他
[00:12:47.400 --> 00:12:48.400]  優辱他 告訴他
[00:12:48.400 --> 00:12:50.800]  哇 這個就是一個
[00:12:50.800 --> 00:12:53.200]  貌似很聽神話
[00:12:53.200 --> 00:12:54.600]  你看他
[00:12:54.600 --> 00:12:56.400]  做這種事對我
[00:12:56.400 --> 00:12:57.800]  我真的很跟從神的
[00:12:57.800 --> 00:13:01.200]  所以我就不會接受這種事
[00:13:01.200 --> 00:13:03.400]  是不是這樣
[00:13:03.400 --> 00:13:06.600]  裡面很大的反彈
[00:13:06.600 --> 00:13:09.600]  他是嘗試忠於他的信仰
[00:13:09.600 --> 00:13:13.000]  真的相信神的律法
[00:13:13.000 --> 00:13:17.000]  是一切啟示的綱領 框架
[00:13:17.000 --> 00:13:19.200]  神的作為不應該超越律法
[00:13:19.200 --> 00:13:20.800]  怎麼可以讓一個
[00:13:20.800 --> 00:13:22.400]  在訂婚階段的女子
[00:13:22.400 --> 00:13:23.800]  神不可能讓一個
[00:13:23.800 --> 00:13:27.200]  在訂婚階段的女子去受孕
[00:13:27.200 --> 00:13:29.200]  這個不是神的作為
[00:13:29.200 --> 00:13:32.200]  這個不可能是神的作為
[00:13:32.200 --> 00:13:34.600]  但當他冷靜一點的時候
[00:13:34.600 --> 00:13:37.800]  我愛了他這麼多年
[00:13:37.800 --> 00:13:39.600]  我很想保護他
[00:13:39.600 --> 00:13:42.000]  如果我明明羞辱他
[00:13:42.000 --> 00:13:43.600]  對他出來
[00:13:43.600 --> 00:13:46.600]  說他多壞 背叛我
[00:13:46.600 --> 00:13:50.000]  後果是什麼呢
[00:13:50.000 --> 00:13:58.200]  後果就是瑪利亞會被石頭扔死
[00:13:58.200 --> 00:14:06.800]  我所愛的人彷彿背離了自己
[00:14:06.800 --> 00:14:10.000]  我啃了這隻死貓行不行
[00:14:10.000 --> 00:14:13.400]  我啃了牠吧
[00:14:13.400 --> 00:14:16.800]  你知道啃了牠有什麼後果嗎
[00:14:16.800 --> 00:14:20.000]  人們會說 這個弱勢
[00:14:20.000 --> 00:14:23.400]  頂窿都是二等二人
[00:14:23.400 --> 00:14:25.600]  去到比較灰色地帶
[00:14:25.600 --> 00:14:28.400]  就不控制自己亂來
[00:14:28.400 --> 00:14:31.000]  弄大了自己還沒分親的肚子
[00:14:31.000 --> 00:14:35.400]  現在就抱著肚子離去結婚
[00:14:35.400 --> 00:14:37.200]  有沒有這些事
[00:14:37.200 --> 00:14:39.400]  教會也有發生
[00:14:39.400 --> 00:14:40.600]  你知不知道
[00:14:40.600 --> 00:14:44.400]  三宗曾經想去調查
[00:14:44.400 --> 00:14:47.800]  教會年青弟兄姊妹
[00:14:47.800 --> 00:14:50.400]  婚前性行為的問題
[00:14:50.400 --> 00:14:52.800]  結果有兩宗不敢做
[00:14:52.800 --> 00:14:55.200]  免得面對結果
[00:14:55.200 --> 00:14:58.000]  有一宗就做了
[00:14:58.000 --> 00:15:01.200]  你知道結果是什麼嗎
[00:15:01.200 --> 00:15:06.000]  三分之二的年青弟兄姊妹
[00:15:06.000 --> 00:15:10.000]  在婚前性行為上出錯
[00:15:10.000 --> 00:15:12.000]  嚴不嚴重
[00:15:12.000 --> 00:15:14.400]  嚴重吧
[00:15:14.400 --> 00:15:18.000]  但就是這樣的處境
[00:15:18.000 --> 00:15:20.400]  你問那些弟兄姊妹愛不愛神
[00:15:20.400 --> 00:15:21.800]  愛神
[00:15:21.800 --> 00:15:23.000]  願不願意跟隨神
[00:15:23.000 --> 00:15:24.200]  都願意
[00:15:24.200 --> 00:15:26.400]  當然程度有不同
[00:15:26.400 --> 00:15:31.400]  但最終他們就在這個世界的昏迷裡
[00:15:31.400 --> 00:15:33.400]  去失守
[00:15:33.400 --> 00:15:36.600]  所以美男真相會十幾二十年前
[00:15:36.600 --> 00:15:39.800]  已經推出了一個行動
[00:15:39.800 --> 00:15:42.000]  真愛可等待的運動
[00:15:42.000 --> 00:15:44.600]  因為在美國
[00:15:44.600 --> 00:15:47.000]  你高中讀高中還沒有性行為
[00:15:47.000 --> 00:15:49.200]  你不知道是不是人類
[00:15:49.200 --> 00:15:52.200]  你這樣壓抑自己
[00:15:52.200 --> 00:15:54.600]  不去面對自己的生理需要
[00:15:54.600 --> 00:15:56.600]  諸如此類
[00:15:56.600 --> 00:15:58.200]  不行的
[00:15:58.200 --> 00:16:00.000]  是被嘲弄的對象
[00:16:00.000 --> 00:16:01.400]  你知不知道現在的大學
[00:16:01.400 --> 00:16:02.600]  同樣是這樣的
[00:16:02.600 --> 00:16:05.000]  香港的大學
[00:16:05.000 --> 00:16:08.800]  那個敵基督的文化
[00:16:08.800 --> 00:16:11.200]  那種性放縱的文化
[00:16:11.200 --> 00:16:12.200]  去到盡
[00:16:12.200 --> 00:16:14.200]  你知不知道最近忘記了
[00:16:14.200 --> 00:16:16.200]  是理工還是中大的
[00:16:16.200 --> 00:16:18.200]  所謂基督徒學生團體
[00:16:18.200 --> 00:16:20.200]  搞了什麼活動
[00:16:20.200 --> 00:16:22.200]  教你享受性生活
[00:16:22.200 --> 00:16:25.200]  請一個性工作者來教基督徒
[00:16:25.200 --> 00:16:28.200]  去討論怎樣享受
[00:16:28.200 --> 00:16:30.200]  這個性生活
[00:16:30.200 --> 00:16:33.200]  嘩 什麼世界
[00:16:33.200 --> 00:16:37.200]  虐室很不想成為一個
[00:16:37.200 --> 00:16:39.200]  心向著神
[00:16:39.200 --> 00:16:41.200]  彷彿但是
[00:16:41.200 --> 00:16:43.200]  屬血器的異人
[00:16:43.200 --> 00:16:44.200]  屬血器的基督徒
[00:16:44.200 --> 00:16:47.200]  只是去滿足自己短暫的
[00:16:47.200 --> 00:16:48.200]  最終之樂
[00:16:48.200 --> 00:16:51.200]  不嘗試去讓神去改變
[00:16:51.200 --> 00:16:53.200]  還有他的生命到一個地步
[00:16:53.200 --> 00:16:57.200]  可以抵抗這個世俗的紅樓
[00:16:57.200 --> 00:17:02.200]  他不想背負這些羞恥
[00:17:02.200 --> 00:17:04.200]  很難
[00:17:04.200 --> 00:17:08.200]  明明的不想
[00:17:08.200 --> 00:17:11.200]  硬吃這個死貓不想
[00:17:11.200 --> 00:17:14.200]  可以怎樣呢
[00:17:14.200 --> 00:17:16.200]  你們體驗到他的苦惱了沒有
[00:17:16.200 --> 00:17:18.200]  這個是我所愛的人
[00:17:18.200 --> 00:17:20.200]  我不想他受傷害
[00:17:20.200 --> 00:17:22.200]  但我又不想
[00:17:22.200 --> 00:17:24.200]  違背了自己的信仰
[00:17:24.200 --> 00:17:27.200]  或者已經有那個公開的形象
[00:17:27.200 --> 00:17:29.200]  一個異人
[00:17:29.200 --> 00:17:32.200]  我的村子的人都以我為榮
[00:17:32.200 --> 00:17:36.200]  因為我很謹守神的律法
[00:17:36.200 --> 00:17:38.200]  很多的掙扎
[00:17:38.200 --> 00:17:40.200]  黯黯休了他
[00:17:40.200 --> 00:17:42.200]  其實可以嗎
[00:17:42.200 --> 00:17:44.200]  有什麼黯黯休的
[00:17:44.200 --> 00:17:47.200]  在香港這麼大的城市就可以
[00:17:47.200 --> 00:17:49.200]  在農村可以嗎
[00:17:49.200 --> 00:17:52.200]  農村可以黯黯休了一個人嗎
[00:17:52.200 --> 00:17:55.200]  休不了
[00:17:55.200 --> 00:17:58.200]  他想最美好
[00:17:58.200 --> 00:18:02.200]  希望能夠給瑪利亞一個保護
[00:18:02.200 --> 00:18:09.200]  但又不需要自己背負這些羞恥
[00:18:09.200 --> 00:18:11.200]  很難想
[00:18:11.200 --> 00:18:13.200]  所以在他的掙扎的歷程裏面
[00:18:13.200 --> 00:18:16.200]  他和神有一種好的關係
[00:18:16.200 --> 00:18:19.200]  但這個好的關係
[00:18:19.200 --> 00:18:22.200]  過不過人化
[00:18:22.200 --> 00:18:26.200]  看不看到聖靈和神的臨在
[00:18:26.200 --> 00:18:28.200]  和他們的交往
[00:18:28.200 --> 00:18:30.200]  少的
[00:18:30.200 --> 00:18:33.200]  是很理性地看自己守不守到
[00:18:33.200 --> 00:18:35.200]  神的律法
[00:18:35.200 --> 00:18:37.200]  去和神交往
[00:18:37.200 --> 00:18:40.200]  不是很過人化
[00:18:40.200 --> 00:18:42.200]  聖靈未被差遣
[00:18:42.200 --> 00:18:44.200]  所以在他們的日子
[00:18:44.200 --> 00:18:46.200]  他們見到天使、使者
[00:18:46.200 --> 00:18:48.200]  或者在夢裏面的顯現
[00:18:48.200 --> 00:18:51.200]  已經是一個很強烈的啟示經驗
[00:18:51.200 --> 00:18:54.200]  不是多的
[00:18:54.200 --> 00:18:56.200]  所以他和神的關係
[00:18:56.200 --> 00:19:00.200]  有些缺陷和限制
[00:19:00.200 --> 00:19:03.200]  在這個思念的過程裏面
[00:19:03.200 --> 00:19:05.200]  他睡著了
[00:19:05.200 --> 00:19:12.200]  是一個很疲累很困難的思考過程
[00:19:12.200 --> 00:19:17.200]  神的使者就向他顯現
[00:19:17.200 --> 00:19:21.200]  但神的使者第一句說甚麼
[00:19:21.200 --> 00:19:25.200]  大衛的子孫若實
[00:19:25.200 --> 00:19:26.200]  挺有趣的
[00:19:26.200 --> 00:19:28.200]  為甚麼不說阿拉罕的子孫
[00:19:28.200 --> 00:19:30.200]  又說大衛的子孫呢
[00:19:30.200 --> 00:19:32.200]  會不會有些不同的想法呢
[00:19:32.200 --> 00:19:38.200]  大衛是一個合神心意的王
[00:19:38.200 --> 00:19:40.200]  一個很聽神話的王
[00:19:40.200 --> 00:19:45.200]  不過犯了罪
[00:19:45.200 --> 00:19:51.200]  神的恩典仍然揀選他的宗族
[00:19:51.200 --> 00:19:58.200]  成為神的救恩歷史的發源地方
[00:19:58.200 --> 00:20:02.200]  彷彿在這裏提醒若實
[00:20:02.200 --> 00:20:07.200]  你的生命的祖先那條線
[00:20:07.200 --> 00:20:10.200]  其實都隱含著這個很重要
[00:20:10.200 --> 00:20:12.200]  在神的心意以外
[00:20:12.200 --> 00:20:14.200]  或者在人的理解以外
[00:20:14.200 --> 00:20:15.200]  神可以做到的
[00:20:15.200 --> 00:20:17.200]  表達到的恩典那種大
[00:20:17.200 --> 00:20:19.200]  是怎樣的一個神
[00:20:19.200 --> 00:20:21.200]  最強調的第一件事就是
[00:20:21.200 --> 00:20:28.200]  不要怕
[00:20:28.200 --> 00:20:32.200]  怕甚麼呢
[00:20:32.200 --> 00:20:35.200]  若實怕甚麼呢
[00:20:35.200 --> 00:20:37.200]  怕愛一個罪人
[00:20:37.200 --> 00:20:38.200]  會怎樣呢
[00:20:38.200 --> 00:20:40.200]  包容了他的罪
[00:20:40.200 --> 00:20:42.200]  怕甚麼呢
[00:20:42.200 --> 00:20:44.200]  怕羞恥
[00:20:44.200 --> 00:20:47.200]  如果他要硬撐的話
[00:20:47.200 --> 00:20:48.200]  我就要承認
[00:20:48.200 --> 00:20:49.200]  我就要被人說
[00:20:49.200 --> 00:20:52.200]  我是一個次等的義人
[00:20:52.200 --> 00:20:54.200]  一個未是最好的義人
