
[00:00:00.000 --> 00:00:03.600]  我們今天的主題是愛人如己
[00:02:46.720 --> 00:02:49.520]  One body many parts
[00:02:49.520 --> 00:02:51.520]  一個身體有很多肢體
[00:02:51.520 --> 00:02:56.800]  其實電腦版每一塊東西就像一個肢體
[00:02:56.800 --> 00:03:00.560]  黏在一起駁在一起就有它的功用
[00:03:00.560 --> 00:03:07.200]  無論是一個喇叭、一把風扇、一個開關掣
[00:03:07.200 --> 00:03:09.440]  或者一些很複雜的
[00:03:09.440 --> 00:03:12.480]  我也要學以前的物理學
[00:03:12.480 --> 00:03:16.000]  又說有些晶片IC circuit
[00:03:16.000 --> 00:03:17.040]  這個做什麼的?
[00:03:17.040 --> 00:03:19.920]  這個做警鐘的
[00:03:19.920 --> 00:03:25.040]  這個有些電容、感光、探測、感應器
[00:03:25.040 --> 00:03:28.400]  很多部份黏在一起
[00:03:28.400 --> 00:03:31.520]  就做了一個電腦出來
[00:03:31.520 --> 00:03:34.240]  電腦很多時候都有它的功能
[00:03:34.240 --> 00:03:39.760]  如果一開啟這個電腦是很有趣的
[00:03:39.760 --> 00:03:43.280]  一開啟就會
[00:03:43.280 --> 00:03:47.600]  又有聲音又有什麼的
[00:03:47.600 --> 00:03:49.200]  又會轉的
[00:03:49.200 --> 00:03:52.400]  但是關鍵所在是什麼呢?
[00:03:52.400 --> 00:03:54.960]  如果拔掉電芯
[00:03:54.960 --> 00:03:56.000]  你們是每個部份
[00:03:56.000 --> 00:03:58.800]  但是這樣行不行?
[00:03:58.800 --> 00:04:01.040]  不行吧?
[00:04:01.040 --> 00:04:02.960]  所以在電腦當中
[00:04:02.960 --> 00:04:05.440]  我們每個肢體當中有一樣東西是運行的
[00:04:05.440 --> 00:04:06.640]  就是這些電子
[00:04:06.640 --> 00:04:09.760]  這些電池裏面的電子
[00:04:09.760 --> 00:04:12.640]  有些電子在周圍走
[00:04:12.640 --> 00:04:15.120]  它就有發揮到它的作用
[00:04:15.120 --> 00:04:19.120]  所以其實上個星期我們學了
[00:04:19.120 --> 00:04:22.640]  每個人的肢體有不同的因子
[00:04:22.640 --> 00:04:24.720]  但是之中要有愛
[00:04:24.720 --> 00:04:28.960]  這個就是愛在我們當中每個肢體裏面運行
[00:04:28.960 --> 00:04:32.960]  才可以發揮到它的功能
[00:04:32.960 --> 00:04:34.160]  所以你可以想像一下
[00:04:34.160 --> 00:04:38.080]  這些電就好像主耶穌的愛一樣
[00:04:38.080 --> 00:04:41.040]  我們每個人之間就要有愛
[00:04:41.040 --> 00:04:43.120]  就可以發揮到功能
[00:04:43.120 --> 00:04:44.400]  明白嗎?小朋友
[00:04:44.400 --> 00:04:45.040]  明白嗎?
[00:04:45.040 --> 00:04:45.680]  OK
[00:04:45.680 --> 00:04:46.240]  好了
[00:04:46.240 --> 00:04:46.720]  謝謝你
[00:04:46.720 --> 00:04:56.960]  回去打電話給我們
[00:04:56.960 --> 00:05:00.800]  所以我們當中運行的其實是愛
[00:05:00.800 --> 00:05:01.920]  我們上個星期
[00:05:01.920 --> 00:05:03.040]  其實剛剛的星期五
[00:05:03.040 --> 00:05:08.240]  我都參加了其中一些團契的聚會
[00:05:08.240 --> 00:05:09.200]  星期五晚
[00:05:09.200 --> 00:05:14.400]  他們就討論團契裏面學習怎樣不要生氣
[00:05:14.400 --> 00:05:19.360]  這個其實當中是一個愛的功課
[00:05:19.360 --> 00:05:20.400]  是一個愛的功課
[00:05:20.400 --> 00:05:21.280]  在聖經裏面
[00:05:21.280 --> 00:05:24.960]  羅馬書第一章至十一章裏面
[00:05:24.960 --> 00:05:27.920]  就學到基督教訓我們
[00:05:27.920 --> 00:05:29.440]  保羅就在那裏教訓我們
[00:05:29.440 --> 00:05:30.640]  基督教
[00:05:30.640 --> 00:05:33.520]  我們教義的原則是甚麼
[00:05:33.520 --> 00:05:35.280]  我們當中有很多金句
[00:05:35.280 --> 00:05:36.400]  大家都會識背
[00:05:36.400 --> 00:05:37.920]  但是又不知道有時在哪裏出來
[00:05:37.920 --> 00:05:40.000]  有時都會知道的
[00:05:40.000 --> 00:05:41.200]  其實譬如
[00:05:41.200 --> 00:05:43.360]  譬如這句剛才大家都一起讀過
[00:05:43.360 --> 00:05:46.560]  唯有基督在我們還作罪人的時候
[00:05:46.560 --> 00:05:47.760]  為我們死
[00:05:47.760 --> 00:05:51.600]  神的愛就在此向我們顯明了
[00:05:51.600 --> 00:05:54.960]  這個神的愛就是基督寫生的愛
[00:05:54.960 --> 00:05:57.440]  就是知道從祂的受死
[00:05:57.440 --> 00:06:00.240]  我們就知道神多愛我們
[00:06:00.240 --> 00:06:04.320]  這個愛就是我們的動力
[00:06:04.320 --> 00:06:06.880]  是我們當中運行的事情
[00:06:06.880 --> 00:06:10.160]  我們今天的學習
[00:06:10.160 --> 00:06:13.600]  在羅馬書的結構繼續看下去
[00:06:13.600 --> 00:06:15.440]  在十二章至十四章裏面
[00:06:15.440 --> 00:06:19.200]  其實就是講了我們很多實用的守則
[00:06:19.200 --> 00:06:22.480]  保羅先講教義上的原則
[00:06:22.480 --> 00:06:25.360]  接著教我們在十二章至十四章裏面
[00:06:25.360 --> 00:06:29.920]  教我們在基督徒生活裏面
[00:06:29.920 --> 00:06:31.680]  怎樣可以走出來
[00:06:31.680 --> 00:06:32.960]  是兩個前後
[00:06:32.960 --> 00:06:35.040]  兩個部分是前後呼應的
[00:06:35.040 --> 00:06:37.600]  所以我們千萬不要太感恩
[00:06:37.600 --> 00:06:42.560]  至於大家弟兄姊妹一路來聽一至十一章的訊息
[00:06:42.560 --> 00:06:45.040]  上個禮拜是十二章的開頭
[00:06:45.040 --> 00:06:48.640]  我們今天會繼續在十二章第九節開始
[00:06:48.640 --> 00:06:52.400]  就是講到愛這個功課
[00:06:52.400 --> 00:06:54.480]  我們今天的主題就是
[00:06:54.480 --> 00:06:57.440]  究竟在這個動盪不安的社會中
[00:06:57.440 --> 00:07:00.000]  我們基督徒應該存著什麼態度
[00:07:00.000 --> 00:07:05.200]  去面對各種人與人之間的關係
[00:07:05.200 --> 00:07:08.160]  我們就是看看從羅馬書裏面
[00:07:08.160 --> 00:07:10.240]  可以學到的功課是什麼
[00:07:10.240 --> 00:07:14.400]  我們一起做個祈禱
[00:07:14.400 --> 00:07:15.680]  愛你的天父
[00:07:15.680 --> 00:07:17.120]  好多謝你
[00:07:17.120 --> 00:07:19.520]  你的愛
[00:07:19.520 --> 00:07:22.400]  真是無盡的愛
[00:07:22.400 --> 00:07:24.720]  向我們顯明已經向我們顯明出來
[00:07:24.720 --> 00:07:28.160]  因為基督主耶穌基督為我們的罪受死
[00:07:28.160 --> 00:07:29.200]  求你幫助我們
[00:07:29.200 --> 00:07:30.720]  求聖靈幫助我們
[00:07:30.720 --> 00:07:38.400]  在我們各人當中可以有存著謙卑的心
[00:07:38.400 --> 00:07:40.320]  來聆聽你的教導
[00:07:40.320 --> 00:07:42.240]  求主打開你的眼睛
[00:07:42.240 --> 00:07:43.520]  打開你的耳朵
[00:07:43.520 --> 00:07:45.840]  使我們能夠清楚明白
[00:07:45.840 --> 00:07:50.560]  看得清楚你所指的愛的功課是什麼
[00:07:50.560 --> 00:07:52.640]  使我們明白在這個混亂的社會
[00:07:52.640 --> 00:07:54.640]  這個社會動盪的時候
[00:07:54.640 --> 00:07:58.240]  我們怎樣去面對這些人與人之間的關係
[00:07:58.240 --> 00:07:59.440]  求主幫助我們
[00:07:59.440 --> 00:08:01.760]  我們以上感恩的祈禱
[00:08:01.760 --> 00:08:03.760]  是奉主耶穌得聖的明智祈求
[00:08:03.760 --> 00:08:05.760]  阿們
[00:08:05.760 --> 00:08:12.880]  當時保羅寫這封羅馬書的時候
[00:08:12.880 --> 00:08:17.120]  是處於一個羅馬帝國管轄的年代
[00:08:17.120 --> 00:08:19.120]  羅馬帝國那時的時代
[00:08:19.120 --> 00:08:23.120]  他們有很多的皇帝叫凱撒
[00:08:23.120 --> 00:08:24.720]  他們的名稱叫凱撒
[00:08:24.720 --> 00:08:26.720]  在耶穌一出生的時候
[00:08:26.720 --> 00:08:29.520]  在奧古斯都那個年代開始
[00:08:29.520 --> 00:08:32.640]  直到保羅的年代
[00:08:32.640 --> 00:08:35.120]  格魯德和尼祿的時候
[00:08:35.120 --> 00:08:38.320]  他們是做那些凱撒
[00:08:38.320 --> 00:08:39.520]  兩位凱撒
[00:08:39.520 --> 00:08:41.840]  我們在羅馬書上的主要都提到
[00:08:41.840 --> 00:08:44.640]  羅馬書都提到一件事情
[00:08:44.640 --> 00:08:48.560]  在《斯坦傳》第十八章那裡提到
[00:08:48.560 --> 00:08:52.000]  羅馬那個城是羅馬帝國的首都
[00:08:52.000 --> 00:08:55.040]  他們都發生過在大約五十年代的時候
[00:08:55.040 --> 00:08:57.920]  大約五十年多的時候就發生了動亂
[00:08:57.920 --> 00:09:02.320]  動亂的原因就是根據歷史的記載
[00:09:02.320 --> 00:09:06.800]  就是信基督的猶太人
[00:09:06.800 --> 00:09:11.120]  和不信基督的猶太人發生衝突
[00:09:11.120 --> 00:09:14.400]  令到城裡面很多動亂
[00:09:14.400 --> 00:09:20.880]  所以所有的猶太人就被逐出羅馬城
[00:09:20.880 --> 00:09:23.200]  之後保羅寫這封信的時候
[00:09:23.200 --> 00:09:24.720]  大約主後五十六年
[00:09:24.720 --> 00:09:28.320]  就是尼祿凱撒的管轄的時候
[00:09:28.320 --> 00:09:32.000]  那個時候依然是那些凱撒很短時間
[00:09:32.000 --> 00:09:34.240]  他們都是一些很不正常的
[00:09:34.240 --> 00:09:38.320]  很不得人愛的君王
[00:09:38.320 --> 00:09:41.680]  所以在這個動盪的社會裡面
[00:09:41.680 --> 00:09:44.240]  保羅就寫了這封信
[00:09:44.240 --> 00:09:46.000]  在這個背景之下寫
[00:09:46.000 --> 00:09:51.760]  他們當時的猶太人和非猶太人的基督徒
[00:09:51.760 --> 00:09:55.600]  已經回到羅馬這個城的地方
[00:09:55.600 --> 00:10:00.320]  我們看羅馬書第十二章第九節
[00:10:00.320 --> 00:10:01.600]  那裡這樣說
[00:10:01.600 --> 00:10:04.320]  愛人不可虛假
[00:10:04.320 --> 00:10:08.080]  惡要厭惡善要親近
[00:10:08.080 --> 00:10:12.320]  這個經文其實可以說一個主日也說不完
[00:10:12.320 --> 00:10:17.200]  但是這個經文是一個愛的宣言的開始
[00:10:17.200 --> 00:10:22.000]  這個愛是剛才第五章第八節那個愛
[00:10:22.000 --> 00:10:24.000]  阿加皮的愛是真愛
[00:10:24.000 --> 00:10:25.840]  如果大家看原文的時候
[00:10:25.840 --> 00:10:27.520]  看希臘原文的時候
[00:10:27.520 --> 00:10:29.360]  它的文化很特別
[00:10:29.360 --> 00:10:31.920]  它的文化特別在於什麼地方呢
[00:10:31.920 --> 00:10:36.320]  它有個article有個貫詞在愛之前
[00:10:36.320 --> 00:10:38.320]  the有article然後有愛
[00:10:38.320 --> 00:10:40.640]  然後就不虛假
[00:10:40.640 --> 00:10:42.480]  without hypocrisy
[00:10:42.480 --> 00:10:45.280]  這三個字串在一起的結構
[00:10:45.280 --> 00:10:48.160]  這個次序和有多少個貫詞
[00:10:48.160 --> 00:10:52.080]  在文法上有很重要的解釋
[00:10:52.080 --> 00:10:58.080]  去理解這短句的意思
[00:10:58.080 --> 00:10:59.920]  其實愛
[00:10:59.920 --> 00:11:03.680]  我就提到這個愛就是之前五章八節那個愛
[00:11:03.680 --> 00:11:05.520]  神的愛那個愛
[00:11:05.520 --> 00:11:07.040]  是個名詞
[00:11:07.040 --> 00:11:10.400]  但是這裡在十二章第九節
[00:11:10.400 --> 00:11:13.440]  開始應用在我們身上
[00:11:13.440 --> 00:11:17.280]  我們怎麼回應這個愛去對人
[00:11:17.280 --> 00:11:22.400]  所以這個組織短句的結構
[00:11:22.400 --> 00:11:24.480]  不是強調不虛假
[00:11:24.480 --> 00:11:26.880]  也不是只是強調愛
[00:11:26.880 --> 00:11:28.800]  是兩個都重要
[00:11:28.800 --> 00:11:31.600]  但是可能是偏愛這個阿加皮
[00:11:31.600 --> 00:11:34.400]  這個真愛要突出這個真愛
[00:11:34.400 --> 00:11:36.880]  這個不虛假這個字
[00:11:36.880 --> 00:11:39.600]  其實大家都可能會
[00:11:39.600 --> 00:11:46.800]  有些嗜好 喜歡看話劇 舞台劇 京劇 粵劇
[00:11:46.800 --> 00:11:49.840]  舞台的劇集
[00:11:49.840 --> 00:11:52.320]  人們上到每一個台上
[00:11:52.320 --> 00:11:54.640]  好像我剛才說的那樣
[00:11:54.640 --> 00:11:59.200]  很多時候會在戲劇的台上
[00:11:59.200 --> 00:12:01.360]  都扮演一些角色
[00:12:01.360 --> 00:12:06.160]  在那裡有互相對話的時候
[00:12:06.160 --> 00:12:07.920]  這個互相對話的時候
[00:12:07.920 --> 00:12:10.160]  就好像這個原文的字
[00:12:10.160 --> 00:12:12.400]  就是說舞台劇有這樣的背景
[00:12:12.400 --> 00:12:13.680]  就是互相對話
[00:12:13.680 --> 00:12:16.080]  這些對話就假的了
[00:12:16.080 --> 00:12:17.200]  你扮演那個角色
[00:12:17.200 --> 00:12:18.480]  你講這個 我講那個
[00:12:18.480 --> 00:12:20.080]  就好像虛假一樣
[00:12:20.080 --> 00:12:21.680]  你講一句 我講一句
[00:12:21.680 --> 00:12:23.440]  寒暄一番那樣
[00:12:23.440 --> 00:12:25.680]  這句經文就說
[00:12:25.680 --> 00:12:27.280]  愛不虛假
[00:12:27.280 --> 00:12:28.800]  其實愛是不虛假
[00:12:28.800 --> 00:12:30.960]  但是我們翻譯是愛人不可虛假
[00:12:30.960 --> 00:12:32.800]  因為翻譯的人知道
[00:12:32.800 --> 00:12:36.720]  這個是應用在人與人之間的關係當中
[00:12:36.720 --> 00:12:39.920]  因為再看後面的半截
[00:12:39.920 --> 00:12:43.040]  惡要厭惡 善要親近
[00:12:43.040 --> 00:12:46.320]  所以愛當中是有善與惡
[00:12:46.320 --> 00:12:49.280]  這個概念
[00:12:49.280 --> 00:12:52.480]  我們要知道要分開善
[00:12:52.480 --> 00:12:55.760]  什麼是好和壞的事情
[00:12:55.760 --> 00:12:57.520]  所以這個愛
[00:12:57.520 --> 00:13:00.160]  我們是愛人不可虛假
[00:13:00.160 --> 00:13:02.000]  惡要厭惡 善要親近
[00:13:02.000 --> 00:13:10.720]  我們做表演的當中有些弟兄
[00:13:10.720 --> 00:13:14.320]  是讀電影或者學過舞台劇的表演的
[00:13:14.320 --> 00:13:17.120]  都知道互相對答
[00:13:17.120 --> 00:13:18.240]  在那裡寒暄一番
[00:13:18.240 --> 00:13:22.480]  有時說由左去右
[00:13:22.480 --> 00:13:23.280]  這是我的右手
[00:13:23.280 --> 00:13:24.320]  明明是你看到左邊
[00:13:24.320 --> 00:13:25.680]  那我就說左去右
[00:13:25.680 --> 00:13:30.000]  明明是由西去東
[00:13:30.000 --> 00:13:30.960]  就變成東去西
[00:13:30.960 --> 00:13:31.840]  因為左右相反
[00:13:31.840 --> 00:13:34.640]  這個角色在那裡
[00:13:34.640 --> 00:13:36.080]  因為你身為一個角色
[00:13:36.080 --> 00:13:38.320]  戴著一個面具
[00:13:38.320 --> 00:13:41.040]  就會有虛假的情況
[00:13:41.040 --> 00:13:43.040]  但是愛的教導就說
[00:13:43.040 --> 00:13:45.040]  我們要分得清楚善與惡
[00:13:45.040 --> 00:13:47.200]  要分得清清楚楚
[00:13:47.200 --> 00:13:49.840]  這個是愛的其中一個功課
[00:13:49.840 --> 00:13:51.520]  就是不虛假的愛
[00:13:51.520 --> 00:13:55.920]  愛人不可虛假
[00:13:55.920 --> 00:13:59.280]  接著保羅就提到
[00:13:59.280 --> 00:14:00.320]  繼續提下去
[00:14:00.320 --> 00:14:02.400]  今天的經文是十二章九節
[00:14:02.400 --> 00:14:04.800]  至十三章十四節
[00:14:04.800 --> 00:14:07.280]  我們這段經文分開三個部分來看
[00:14:07.280 --> 00:14:08.240]  第一個部分是
[00:14:08.240 --> 00:14:09.440]  剛才的九節開始
[00:14:09.440 --> 00:14:12.080]  第九節至第二章的十七節
[00:14:12.080 --> 00:14:15.360]  這個是我們的第一部分
[00:14:15.360 --> 00:14:17.120]  在上文第八節那裡提到
[00:14:17.120 --> 00:14:18.720]  我們有很多恩賜
[00:14:18.720 --> 00:14:20.240]  每個人都有不同的恩賜
[00:14:20.240 --> 00:14:22.400]  但是在哥林多前書那裡都提到
[00:14:22.400 --> 00:14:25.200]  都同時提到恩賜與愛的關係
[00:14:25.200 --> 00:14:26.640]  在哥林多前書十二章
[00:14:26.640 --> 00:14:28.880]  第十三十一節當中提到
[00:14:28.880 --> 00:14:30.960]  更大的恩賜就是愛
[00:14:30.960 --> 00:14:33.280]  因為無論你有什麼恩賜
[00:14:33.280 --> 00:14:35.760]  如果當中沒有愛的存在
[00:14:35.760 --> 00:14:39.040]  所有事情都是沒有意思的
[00:14:39.040 --> 00:14:42.160]  好像剛才我們做的示範一樣
[00:14:42.160 --> 00:14:44.960]  如果當中沒有愛的運行當中
[00:14:44.960 --> 00:14:46.960]  所有的恩賜都是沒有意思的
[00:14:46.960 --> 00:14:50.720]  但是這個愛其實我們要學習
[00:14:50.720 --> 00:14:54.720]  首先保羅在第九節那裡提到
[00:14:54.720 --> 00:14:56.080]  愛是不虛假
[00:14:56.080 --> 00:14:57.440]  愛人不可虛假
[00:14:57.440 --> 00:14:59.120]  他保羅就繼續說
[00:14:59.120 --> 00:15:01.600]  對我們弟兄姊妹之間
[00:15:01.600 --> 00:15:03.440]  我們信了主耶穌基督
[00:15:03.440 --> 00:15:06.880]  這個愛的宣言包括了什麼呢?
[00:15:06.880 --> 00:15:09.440]  包括了我們要彼此親熱
[00:15:09.440 --> 00:15:10.880]  還要很多東西
[00:15:10.880 --> 00:15:12.480]  要彼此推讓
[00:15:12.480 --> 00:15:14.160]  要火裡心熱
[00:15:14.160 --> 00:15:17.360]  要常常侍奉主
[00:15:17.360 --> 00:15:18.400]  又要喜樂
[00:15:18.400 --> 00:15:19.200]  子亡中喜樂
[00:15:19.200 --> 00:15:20.480]  患難中要忍耐
[00:15:20.480 --> 00:15:22.080]  禱告中要行切
[00:15:22.080 --> 00:15:23.520]  缺乏要幫助
[00:15:23.520 --> 00:15:25.520]  乞要一味款待
[00:15:25.520 --> 00:15:27.520]  所以這個愛的宣言
[00:15:27.520 --> 00:15:29.520]  在羅馬書愛的宣言
[00:15:29.520 --> 00:15:31.520]  是包括了很多東西
[00:15:31.520 --> 00:15:33.520]  這幾樣東西
[00:15:33.520 --> 00:15:35.520]  這幾個方面是
[00:15:35.520 --> 00:15:39.680]  對基督徒和基督徒之間的愛的表現
[00:15:39.680 --> 00:15:43.600]  的愛的回應
[00:15:43.600 --> 00:15:46.960]  好像我們去看醫生一樣
[00:15:46.960 --> 00:15:51.760]  有時放在腳上的反射反應
[00:15:51.760 --> 00:15:53.760]  一放在腳上就彈開
[00:15:53.760 --> 00:15:58.160]  這個反應是很自然的回應
[00:15:58.160 --> 00:16:01.680]  是我們對基督徒和基督徒弟兄姊妹之間的回應
[00:16:01.680 --> 00:16:02.800]  我們繼續看下去
[00:16:02.800 --> 00:16:04.320]  如果我們繼續看下去
[00:16:04.320 --> 00:16:07.840]  繼續看下去的時候就提到
[00:16:07.840 --> 00:16:08.560]  保羅提到
[00:16:08.560 --> 00:16:10.560]  我們對非基督徒
[00:16:10.560 --> 00:16:13.440]  我們應該會有什麼回應呢?
[00:16:13.440 --> 00:16:18.880]  非基督徒他們未必會用愛對待你
[00:16:18.880 --> 00:16:20.480]  未必會這樣的
[00:16:20.480 --> 00:16:21.200]  他們說
[00:16:21.200 --> 00:16:22.960]  如果他逼迫你的
[00:16:22.960 --> 00:16:24.960]  你就要替他祝福
[00:16:24.960 --> 00:16:26.960]  他罵你的
[00:16:26.960 --> 00:16:28.960]  為他祝福
[00:16:28.960 --> 00:16:30.960]  但是不要詛咒他
[00:16:30.960 --> 00:16:36.160]  這個是我們對非基督徒要存弱的心
[00:16:36.160 --> 00:16:37.520]  第十九節有提到
[00:16:37.520 --> 00:16:39.520]  不要自己為自己伸冤
[00:16:39.520 --> 00:16:41.520]  很多時候受到很多委屈
[00:16:41.520 --> 00:16:43.520]  如果你愛一個人
[00:16:43.520 --> 00:16:45.520]  就算你幫另一個人
[00:16:45.520 --> 00:16:47.520]  誰知道別人誤會了你
[00:16:47.520 --> 00:16:49.520]  他會在你背後罵你
[00:16:49.520 --> 00:16:51.520]  可能會走來走去罵你
[00:16:51.520 --> 00:16:53.520]  這是委屈
[00:16:53.520 --> 00:16:55.520]  但是保羅提到
[00:16:55.520 --> 00:16:57.520]  我們的愛不虛假
[00:16:57.520 --> 00:16:59.520]  愛人不可虛假
[00:16:59.520 --> 00:17:01.520]  對這些非基督徒的人
[00:17:01.520 --> 00:17:03.520]  我們都不可以為自己伸冤
[00:17:03.520 --> 00:17:05.520]  因為
[00:17:05.520 --> 00:17:07.520]  因為我們只可以讓步
[00:17:07.520 --> 00:17:09.520]  因為經常主神說過
[00:17:09.520 --> 00:17:11.520]  伸冤在我
[00:17:11.520 --> 00:17:13.520]  我必報應
[00:17:13.520 --> 00:17:15.520]  我們不是詛咒他
[00:17:15.520 --> 00:17:17.520]  但是我們要讓一些空間
[00:17:17.520 --> 00:17:19.520]  給神
[00:17:19.520 --> 00:17:21.520]  去替我們作主
[00:17:21.520 --> 00:17:23.520]  這個功課
[00:17:23.520 --> 00:17:25.520]  我們都很難學
[00:17:25.520 --> 00:17:27.520]  因為其實我們看回
[00:17:27.520 --> 00:17:29.520]  舊約聖經那裡
[00:17:29.520 --> 00:17:31.520]  約拿去傳福音
[00:17:31.520 --> 00:17:33.520]  明明傳了福音
[00:17:33.520 --> 00:17:35.520]  都想那個城被毀滅
[00:17:35.520 --> 00:17:37.520]  因為他想著
[00:17:37.520 --> 00:17:39.520]  神一定要報應
[00:17:39.520 --> 00:17:41.520]  他有他自己報應的方法
[00:17:41.520 --> 00:17:43.520]  的想法
[00:17:43.520 --> 00:17:45.520]  其實神就是救了尼米城
[00:17:45.520 --> 00:17:47.520]  這個城市裏面的人
[00:17:47.520 --> 00:17:49.520]  現在可能大家去伊拉克
[00:17:49.520 --> 00:17:51.520]  北面的都有一些基督徒在那裏
[00:17:51.520 --> 00:17:53.520]  其實神都可以
[00:17:53.520 --> 00:17:55.520]  有他的計劃當中
[00:17:55.520 --> 00:17:57.520]  所以我們不要有我們自己的
[00:17:57.520 --> 00:17:59.520]  心思意念放在神
[00:17:59.520 --> 00:18:01.520]  必報應的
[00:18:01.520 --> 00:18:03.520]  我們給神一些空間
[00:18:03.520 --> 00:18:05.520]  去
[00:18:05.520 --> 00:18:07.520]  去聽神
[00:18:07.520 --> 00:18:09.520]  怎樣發落
[00:18:09.520 --> 00:18:11.520]  我們要讓步
[00:18:11.520 --> 00:18:13.520]  這是我們愛的宣言的其中一個部分
[00:18:13.520 --> 00:18:15.520]  讓步
[00:18:15.520 --> 00:18:17.520]  在第十二章完的時候
[00:18:17.520 --> 00:18:19.520]  就看到
[00:18:19.520 --> 00:18:21.520]  這個就是愛宣言的結束
[00:18:21.520 --> 00:18:23.520]  他怎樣結束了保羅
[00:18:23.520 --> 00:18:25.520]  保羅結束的方法就是
[00:18:25.520 --> 00:18:27.520]  回應善惡分明的方法
[00:18:27.520 --> 00:18:29.520]  善和惡的事情
[00:18:29.520 --> 00:18:31.520]  我們千萬不要
[00:18:31.520 --> 00:18:33.520]  因為非基督徒
[00:18:33.520 --> 00:18:35.520]  或者基督徒
[00:18:35.520 --> 00:18:37.520]  做了什麼事情
[00:18:37.520 --> 00:18:39.520]  我們要以眼還眼
[00:18:39.520 --> 00:18:41.520]  以牙還牙的方法去報應
[00:18:41.520 --> 00:18:43.520]  去報仇
[00:18:43.520 --> 00:18:45.520]  保羅提到我們不可
[00:18:45.520 --> 00:18:47.520]  為惡所成
[00:18:47.520 --> 00:18:49.520]  反而要
[00:18:49.520 --> 00:18:51.520]  以善勝惡
[00:18:51.520 --> 00:18:53.520]  所以總括來說
[00:18:53.520 --> 00:18:55.520]  這個愛的宣言
[00:18:55.520 --> 00:18:57.520]  就是教我們怎樣去
[00:18:57.520 --> 00:18:59.520]  處理人際關係
[00:18:59.520 --> 00:19:01.520]  無論是基督徒或非基督徒的關係
[00:19:01.520 --> 00:19:03.520]  我們有些書籍
[00:19:03.520 --> 00:19:05.520]  都教我們怎樣學習人際關係
[00:19:05.520 --> 00:19:09.520]  蕭牧師和
[00:19:09.520 --> 00:19:11.520]  許棣興
[00:19:11.520 --> 00:19:13.520]  蕭壽華牧師都寫了一本書
