
[00:00:00.000 --> 00:00:04.340]  今天我的講道題目是「分真辨假」
[00:09:37.200 --> 00:09:39.400]  不合乎神的心意
[00:09:39.400 --> 00:09:40.520]  還有就是
[00:09:40.520 --> 00:09:44.400]  破壞了這個婚姻關係所帶來的後果
[00:09:44.400 --> 00:09:48.360]  就會造成更多的破碎家庭
[00:09:48.360 --> 00:09:54.320]  也會有更多的下一代來受苦
[00:09:54.320 --> 00:09:57.440]  這個也不是神所喜悅的
[00:09:57.440 --> 00:09:59.200]  因此我們作為基督徒
[00:09:59.200 --> 00:10:04.920]  我們也不認同這個事實婚姻的制度
[00:10:04.920 --> 00:10:08.080]  其實剛才所說的只是其中一個例子
[00:10:08.080 --> 00:10:10.080]  關於婚姻觀念
[00:10:10.080 --> 00:10:13.080]  這個只是其中一個例子
[00:10:13.080 --> 00:10:14.680]  其中一個衝擊
[00:10:14.680 --> 00:10:16.400]  而我們也可以預期
[00:10:16.400 --> 00:10:21.320]  這個衝擊會越來越嚴峻
[00:10:21.320 --> 00:10:23.320]  在這個不信的世代
[00:10:23.320 --> 00:10:28.960]  其實真正擁抱《聖經》的只是小眾
[00:10:28.960 --> 00:10:31.760]  我們需要有心理準備
[00:10:31.760 --> 00:10:34.960]  這一場是一場持久戰
[00:10:34.960 --> 00:10:36.960]  我們也要小心
[00:10:36.960 --> 00:10:39.520]  不要被人誤導
[00:10:39.520 --> 00:10:41.920]  隨波逐流
[00:10:41.920 --> 00:10:44.520]  哥羅西教會所面對的異端
[00:10:44.520 --> 00:10:45.960]  第一個特點就是
[00:10:45.960 --> 00:10:48.640]  他們是出於仁義的
[00:10:48.640 --> 00:10:51.720]  而這個特點其實
[00:10:51.720 --> 00:10:54.520]  也引伸到第二個特點
[00:10:54.520 --> 00:10:58.000]  就是貶低基督
[00:10:58.000 --> 00:11:00.720]  其實這是很自然的
[00:11:00.720 --> 00:11:04.680]  當這些異端出於仁義的時候
[00:11:04.680 --> 00:11:07.200]  自然他們會抬舉人的意思
[00:11:07.200 --> 00:11:10.640]  就會貶低這個真神
[00:11:10.640 --> 00:11:12.400]  在保羅的陳述中
[00:11:12.400 --> 00:11:14.240]  我們可以看到
[00:11:14.240 --> 00:11:15.280]  這些異端
[00:11:15.280 --> 00:11:17.280]  其實他們也認同
[00:11:17.280 --> 00:11:19.320]  基督是有尊貴的身份
[00:11:19.320 --> 00:11:21.040]  有尊貴的地位
[00:11:21.040 --> 00:11:23.840]  不過他們也認為
[00:11:23.840 --> 00:11:27.520]  基督只是一個受造物
[00:11:27.520 --> 00:11:30.000]  他是被創造出來的
[00:11:30.000 --> 00:11:35.040]  他只是眾多被造物中的其中之一
[00:11:35.040 --> 00:11:38.600]  所以保羅在這兩節經文中
[00:11:38.600 --> 00:11:43.960]  說「因為神本性一切的豐盛
[00:11:43.960 --> 00:11:48.400]  都有形有體地居住在基督裡面
[00:11:48.400 --> 00:11:52.160]  你們在他裡面也得了豐盛
[00:11:52.160 --> 00:11:57.240]  他是各樣執政掌權者的元首」
[00:11:57.240 --> 00:12:00.040]  這裡凸顯了基督兩個特點
[00:12:00.040 --> 00:12:01.760]  第一個特點就是
[00:12:01.760 --> 00:12:06.640]  基督是將這位本來我們看不見的神
[00:12:06.640 --> 00:12:11.440]  有形有體地顯露出來
[00:12:11.440 --> 00:12:13.800]  而他是將神的本性
[00:12:13.800 --> 00:12:15.720]  完完全全地顯露
[00:12:15.720 --> 00:12:16.760]  換句話說
[00:12:16.760 --> 00:12:21.440]  基督就是這個完完全全的神
[00:12:21.440 --> 00:12:26.960]  他就是神在地上有形有體的存在
[00:12:26.960 --> 00:12:28.600]  而第二個特點就是
[00:12:28.600 --> 00:12:33.080]  基督是一切執政掌權者的元首
[00:12:33.080 --> 00:12:36.920]  這些執政掌權者可以是地上的
[00:12:36.920 --> 00:12:39.320]  對於異端來說
[00:12:39.320 --> 00:12:42.440]  他們也認為在人之上
[00:12:42.440 --> 00:12:46.400]  還有很多所謂空中的掌權者
[00:12:46.400 --> 00:12:48.080]  保羅當他這樣說的時候
[00:12:48.080 --> 00:12:52.280]  不等於他認同有所謂的空中掌權者
[00:12:52.280 --> 00:12:55.280]  他只是說即使有
[00:12:55.280 --> 00:12:58.760]  基督也在他們之上
[00:12:58.760 --> 00:13:02.880]  萬物都要服膺在他的權下
[00:13:02.880 --> 00:13:05.080]  他才是那位真正的元首
[00:13:05.080 --> 00:13:08.000]  真正的掌權者
[00:13:08.000 --> 00:13:09.720]  其實這個觀點
[00:13:09.720 --> 00:13:12.440]  保羅在《哥羅西書》第一章裡
[00:13:12.440 --> 00:13:13.840]  也曾經說過
[00:13:13.840 --> 00:13:15.920]  而且也說得很清楚
[00:13:15.920 --> 00:13:18.040]  這兩節經文也是前兩次
[00:13:18.040 --> 00:13:22.640]  陳崇亮傳道和我們正道時所解釋過的
[00:13:22.640 --> 00:13:24.400]  我們一起來讀
[00:13:24.400 --> 00:13:28.560]  「愛子是那不能看見之神的像
[00:13:28.560 --> 00:13:30.080]  是守身的
[00:13:30.080 --> 00:13:33.160]  在一切被做的以先
[00:13:33.160 --> 00:13:36.640]  因為萬有都是靠他做的
[00:13:36.640 --> 00:13:38.840]  無論是天上的
[00:13:38.840 --> 00:13:40.000]  地上的
[00:13:40.000 --> 00:13:41.560]  能看見的
[00:13:41.560 --> 00:13:43.320]  不能看見的
[00:13:43.320 --> 00:13:45.080]  或是有為的
[00:13:45.080 --> 00:13:46.280]  主治的
[00:13:46.280 --> 00:13:47.360]  執政的
[00:13:47.360 --> 00:13:48.640]  掌權的
[00:13:48.640 --> 00:13:51.960]  一概都是藉著他做的
[00:13:51.960 --> 00:13:54.280]  又是為他做的
[00:13:54.280 --> 00:13:56.080]  這裡所說的「守身」
[00:13:56.080 --> 00:13:58.440]  不是指時間的先後次序
[00:13:58.440 --> 00:14:01.480]  不是說上帝先讓我們出生
[00:14:01.480 --> 00:14:02.760]  他是我們的大哥
[00:14:02.760 --> 00:14:04.120]  不是這個意思
[00:14:04.120 --> 00:14:05.840]  而是指
[00:14:05.840 --> 00:14:09.480]  萬物還未被做成的時候
[00:14:09.480 --> 00:14:12.800]  基督就已經存在
[00:14:12.800 --> 00:14:16.040]  萬物是因他來被做
[00:14:16.040 --> 00:14:19.680]  也是為了他來被做而成
[00:14:19.680 --> 00:14:23.920]  所以基督不僅不是受造之物
[00:14:23.920 --> 00:14:26.600]  更加是萬物的源頭
[00:14:26.600 --> 00:14:28.040]  說到源頭
[00:14:28.040 --> 00:14:31.240]  說明源頭只有一個
[00:14:31.240 --> 00:14:33.640]  所以基督就是獨一的
[00:14:33.640 --> 00:14:34.680]  唯一的源頭
[00:14:34.680 --> 00:14:36.240]  他絕對不是
[00:14:36.240 --> 00:14:40.720]  滿天神佛裡面的其中之一
[00:14:40.720 --> 00:14:44.600]  其實今天我們不難在身邊發現
[00:14:44.600 --> 00:14:47.680]  有類似的似是而非的道理
[00:14:47.680 --> 00:14:49.520]  例如
[00:14:49.520 --> 00:14:52.200]  我們經常聽到人說
[00:14:52.200 --> 00:14:56.040]  宗教都是導人向善的
[00:14:56.040 --> 00:14:59.120]  我們信誰都不要緊
[00:14:59.120 --> 00:15:00.880]  條條大路通羅馬
[00:15:00.880 --> 00:15:02.200]  你們有沒有聽過?
[00:15:02.200 --> 00:15:03.600]  有沒有人這樣跟你說過?
[00:15:03.600 --> 00:15:06.240]  宗教都是導人向善的
[00:15:06.240 --> 00:15:09.640]  還有一些宗教更加是打正旗號
[00:15:09.640 --> 00:15:11.520]  宣揚這個道理
[00:15:11.520 --> 00:15:14.480]  其中一個就是一貫道
[00:15:14.480 --> 00:15:15.920]  有沒有聽過?
[00:15:15.920 --> 00:15:17.640]  一貫道還有另一個名字
[00:15:17.640 --> 00:15:20.640]  就是天道五教
[00:15:20.640 --> 00:15:25.800]  他們主張宇宙真理雖然只有一個
[00:15:25.800 --> 00:15:28.760]  但是可以經由各種形式
[00:15:28.760 --> 00:15:32.720]  依照各地的風俗傳統文情
[00:15:32.720 --> 00:15:34.520]  來顯現出來
[00:15:34.520 --> 00:15:37.560]  所以世界上有五大宗教
[00:15:37.560 --> 00:15:39.680]  這五大宗教就是
[00:15:39.680 --> 00:15:42.520]  儒、釋、道、耶、會
[00:15:42.520 --> 00:15:44.240]  「儒」是什麼?
[00:15:44.240 --> 00:15:45.280]  儒家
[00:15:45.280 --> 00:15:46.560]  「釋」呢?
[00:15:46.560 --> 00:15:47.560]  佛家
[00:15:47.560 --> 00:15:49.000]  「道」就是道家
[00:15:49.000 --> 00:15:50.520]  「耶」是什麼?
[00:15:50.520 --> 00:15:52.200]  耶穌就是基督教
[00:15:52.200 --> 00:15:54.320]  「會」就是會教
[00:15:54.320 --> 00:15:57.480]  這五大宗教分別在世界各地
[00:15:57.480 --> 00:15:59.400]  來展現真理
[00:15:59.400 --> 00:16:01.120]  教化人心
[00:16:01.120 --> 00:16:03.320]  他們的宗旨都是一個
[00:16:03.320 --> 00:16:06.880]  就是導人向善
[00:16:06.880 --> 00:16:10.040]  這些道理他們不是否定基督
[00:16:10.040 --> 00:16:12.600]  他們不是否定我們所信的神
[00:16:12.600 --> 00:16:13.720]  他們認為
[00:16:13.720 --> 00:16:17.760]  基督只是眾多神裡面的其中之一
[00:16:17.760 --> 00:16:22.840]  他的救贖是將人的道德水平提升
[00:16:22.840 --> 00:16:25.600]  使人能夠成為做到好人
[00:16:25.600 --> 00:16:29.600]  這個說法表面上是接納包容基督教
[00:16:29.600 --> 00:16:33.200]  但實際上是將我們所信的獨一真神
[00:16:33.200 --> 00:16:35.600]  那位創造天地萬物的神
[00:16:35.600 --> 00:16:39.080]  貶低成為被造之物
[00:16:39.080 --> 00:16:44.400]  成為一個只是教導人向善的老師
[00:16:44.400 --> 00:16:45.920]  所以其實很厲害
[00:16:45.920 --> 00:16:47.080]  天道五教
[00:16:47.080 --> 00:16:49.080]  他不是否定耶穌
[00:16:49.080 --> 00:16:52.480]  他也包含了
[00:16:52.480 --> 00:16:55.320]  其實信耶穌的真正目的
[00:16:55.320 --> 00:16:58.920]  不是為了向善
[00:16:58.920 --> 00:17:02.880]  其實無論如何我們去導人
[00:17:02.880 --> 00:17:06.400]  也無法導人向善
[00:17:06.400 --> 00:17:11.040]  連三歲的小孩也會心中有詭詐
[00:17:11.040 --> 00:17:14.320]  而我們回望我們一生的時候
[00:17:14.320 --> 00:17:15.640]  即使我們信了耶穌
[00:17:15.640 --> 00:17:19.160]  我們每天也可能犯很多的罪
[00:17:19.160 --> 00:17:21.120]  我們不到死的那一天
[00:17:21.120 --> 00:17:22.480]  蓋棺定論
[00:17:22.480 --> 00:17:27.960]  我們也不知道我們會繼續犯多少罪
[00:17:27.960 --> 00:17:30.640]  我記得在我二十多歲的時候
[00:17:30.640 --> 00:17:33.240]  現在數一數也很久了
[00:17:33.240 --> 00:17:35.800]  有一位同事結婚
[00:17:35.800 --> 00:17:37.480]  我做姐妹
[00:17:37.480 --> 00:17:40.960]  做姐妹當然要打扮得漂亮一點
[00:17:40.960 --> 00:17:47.200]  新郎哥向朋友借了一輛很漂亮的私家車
[00:17:47.200 --> 00:17:48.960]  做姐妹車
[00:17:48.960 --> 00:17:50.480]  我在開車門的時候
[00:17:50.480 --> 00:17:54.200]  不小心碰到別人的漂亮車的車門
[00:17:54.200 --> 00:17:58.280]  我當時不知道怎麼辦
[00:17:58.280 --> 00:18:01.120]  唯有當若無其事
[00:18:01.120 --> 00:18:03.720]  不知道發生什麼事
[00:18:03.720 --> 00:18:06.360]  但其實當時也有其他人在場
[00:18:06.360 --> 00:18:10.760]  我相信新郎哥事後也知道
[00:18:10.760 --> 00:18:15.440]  這件事令我一直耿耿於懷
[00:18:15.440 --> 00:18:17.160]  我耿耿於懷的是
[00:18:17.160 --> 00:18:21.200]  我當時連說一句對不起的勇氣也沒有
[00:18:21.200 --> 00:18:24.760]  我為了這件事也很不安
[00:18:24.760 --> 00:18:26.160]  我們做錯事的時候
[00:18:26.160 --> 00:18:30.080]  連我們自己也不能夠放過自己
[00:18:30.080 --> 00:18:32.400]  何況那位天上的神
[00:18:32.400 --> 00:18:34.160]  那位審判的神
[00:18:34.160 --> 00:18:37.680]  祂更加不會視若無睹
[00:18:37.680 --> 00:18:40.880]  而耶穌所做的就是
[00:18:40.880 --> 00:18:45.800]  祂不僅教我們如何做好人
[00:18:45.800 --> 00:18:49.240]  而是親自為我們釘在十字架上
[00:18:49.240 --> 00:18:53.120]  為我們的罪來承擔罪債
[00:18:53.120 --> 00:18:54.880]  承擔後果
[00:18:54.880 --> 00:18:57.520]  讓每一個向祂承認罪
[00:18:57.520 --> 00:18:59.720]  向祂認罪
[00:18:59.720 --> 00:19:01.320]  願意悔改的人
[00:19:01.320 --> 00:19:03.080]  都可以得著新的生命
[00:19:03.080 --> 00:19:06.200]  可以重新開始
[00:19:06.200 --> 00:19:09.280]  所以我們的信仰
[00:19:09.280 --> 00:19:13.320]  不僅是導人向善這麼簡單
[00:19:13.320 --> 00:19:17.560]  而是將我們從罪惡的綑綁中釋放出來
[00:19:17.560 --> 00:19:20.240]  使我們能夠重新來過
[00:19:20.240 --> 00:19:24.200]  有力量去效法耶穌
[00:19:24.200 --> 00:19:26.440]  做祂所喜悅的事
[00:19:26.440 --> 00:19:34.280]  我們從此不再需要背負著那些罪咎
[00:19:34.280 --> 00:19:39.080]  這就是我們和其他宗教所不同的地方
[00:19:39.080 --> 00:19:42.640]  其他宗教從來沒有一個
[00:19:42.640 --> 00:19:47.200]  宗教的教主會說自己是創造天地的神
[00:19:47.200 --> 00:19:51.560]  更加不會處理人的罪問題
[00:19:51.560 --> 00:19:52.920]  但我們所信的神
[00:19:52.920 --> 00:19:54.880]  祂就是親自成為人
[00:19:54.880 --> 00:19:57.840]  並且背負我們罪債的那一位
[00:19:57.840 --> 00:20:01.200]  讓我們每一個願意向祂認罪悔改的人
[00:20:01.200 --> 00:20:03.880]  我們的罪都得著赦免
[00:20:03.880 --> 00:20:07.720]  我們能夠有一個輕散的生命
[00:20:07.720 --> 00:20:12.360]  既然哥羅西教會所面對的異端是貶低基督
[00:20:12.360 --> 00:20:17.400]  自然也會將人自己的能力抬舉
[00:20:17.400 --> 00:20:19.920]  所以第三個特點是
[00:20:19.920 --> 00:20:23.640]  他們是靠行為來改變生命的
[00:20:23.640 --> 00:20:25.640]  在這段經文中我們也看到
[00:20:25.640 --> 00:20:28.040]  這些異端有這方面的教導
[00:20:28.040 --> 00:20:30.000]  我們看第十六節
[00:20:30.000 --> 00:20:34.280]  「所以不拘在飲食上或節期、月朔、安息日
[00:20:34.280 --> 00:20:37.760]  都不可讓人論斷你們」
[00:20:37.760 --> 00:20:41.760]  這些異端思想在飲食條例上
[00:20:41.760 --> 00:20:44.040]  應該吃什麼不吃什麼
[00:20:44.040 --> 00:20:48.600]  在守節期的事情上定下嚴格的規矩
[00:20:48.600 --> 00:20:50.720]  要人遵守
[00:20:50.720 --> 00:20:54.920]  他們這樣做是要凸顯他們的屬靈
[00:20:54.920 --> 00:20:58.120]  比別人更加屬靈
[00:20:58.120 --> 00:21:03.480]  保羅教導信徒要小心
[00:21:03.480 --> 00:21:10.480]  不要在這些事情上成為別人批評的對象
[00:21:10.480 --> 00:21:12.560]  在第十七節裏
[00:21:12.560 --> 00:21:18.960]  保羅形容這些規條是一些影儀
[00:21:18.960 --> 00:21:22.880]  而基督才是真正的形體
[00:21:22.880 --> 00:21:25.080]  我們什麼時候會有影呢?
[00:21:25.080 --> 00:21:27.080]  太陽照射下來
[00:21:27.080 --> 00:21:28.280]  一個人站著
[00:21:28.280 --> 00:21:31.480]  先有一個人才有一個影
[00:21:31.480 --> 00:21:34.200]  所以這個比喻告訴我們
[00:21:34.200 --> 00:21:37.440]  真正重要的是基督耶穌本身
[00:21:37.440 --> 00:21:41.600]  而這些規條並不是最重要的
[00:21:41.600 --> 00:21:46.520]  加上他們有些規條不是神定出來的
[00:21:46.520 --> 00:21:49.560]  是他們額外加上去
