
[00:00:00.000 --> 00:00:01.440]  各位電影主媒《平安》
[00:02:57.720 --> 00:03:01.960]  而絲印狀上面有兩個基路柏
[00:03:01.960 --> 00:03:04.480]  聖經說這兩個基路柏
[00:03:04.480 --> 00:03:08.680]  是用金去做出來的
[00:03:08.680 --> 00:03:11.520]  就是說全個都是金的
[00:03:11.520 --> 00:03:13.160]  跟藥櫃很不同
[00:03:13.160 --> 00:03:15.080]  藥櫃那些是用木
[00:03:15.080 --> 00:03:16.680]  不過包金
[00:03:16.680 --> 00:03:20.040]  但是基路柏和絲印狀
[00:03:20.040 --> 00:03:23.840]  全部都是很貴
[00:03:23.840 --> 00:03:28.720]  很重要的精金做出來的
[00:03:28.720 --> 00:03:31.800]  代表這個絲印狀
[00:03:31.800 --> 00:03:34.360]  就是神的寶座
[00:03:34.360 --> 00:03:37.120]  所以每一年大祭司
[00:03:37.120 --> 00:03:40.960]  就要爬進這個致聖所裡面
[00:03:40.960 --> 00:03:45.520]  因為那裡是垂下了木簾
[00:03:45.520 --> 00:03:48.480]  所以祂要在下面爬進去
[00:03:48.480 --> 00:03:53.320]  然後就向這個絲印狀彈血
[00:03:53.320 --> 00:03:57.000]  代表血是救贖的意思
[00:03:57.000 --> 00:03:59.200]  每一年一次
[00:03:59.200 --> 00:04:01.520]  祂要進到致聖所裡面
[00:04:01.520 --> 00:04:03.240]  朝見神
[00:04:03.240 --> 00:04:06.120]  神就會在絲印狀上面
[00:04:06.120 --> 00:04:08.880]  向祂說話
[00:04:08.880 --> 00:04:13.760]  而一個的藥櫃只能夠用祭司去抬
[00:04:13.760 --> 00:04:15.360]  大家都會記得
[00:04:15.360 --> 00:04:18.120]  當約書亞帶領以色列人
[00:04:18.120 --> 00:04:20.920]  去過約旦河的時候
[00:04:20.920 --> 00:04:24.680]  是藥櫃走在前面的
[00:04:24.680 --> 00:04:26.520]  那些百姓和藥櫃
[00:04:26.520 --> 00:04:28.760]  中間要有一段距離
[00:04:28.760 --> 00:04:32.480]  就等人看到藥櫃走到哪裡
[00:04:32.480 --> 00:04:34.360]  他們就跟隨
[00:04:34.360 --> 00:04:39.280]  原來神要成為我們人生裡面的一個引導
[00:04:39.280 --> 00:04:41.240]  我們看著神去走
[00:04:41.240 --> 00:04:42.840]  神帶我們去哪裡
[00:04:42.840 --> 00:04:44.360]  我們就走到哪裡
[00:04:44.360 --> 00:04:47.400]  所以藥櫃就是一個這樣的作用
[00:04:47.400 --> 00:04:48.760]  但是很可惜
[00:04:48.760 --> 00:04:52.640]  後來以色列人他們錯誤了解
[00:04:52.640 --> 00:04:55.320]  當他們和菲律師人打仗的時候
[00:04:55.320 --> 00:04:57.880]  竟然抬著藥櫃出來
[00:04:57.880 --> 00:05:01.000]  因此他們受到一個很大的打擊
[00:05:01.000 --> 00:05:05.520]  就藥櫃竟然被菲律師人拿走了
[00:05:05.520 --> 00:05:08.440]  這個真的是很震驚的消息
[00:05:08.440 --> 00:05:12.320]  神的藥櫃怎麼可以被敵人拿走了呢
[00:05:12.320 --> 00:05:16.040]  因此當時就發生了很多很詫異的事情
[00:05:16.040 --> 00:05:19.680]  他們將這個藥櫃放在菲律師人的廟裡面
[00:05:19.680 --> 00:05:22.440]  廟裡的神像全部趴下
[00:05:22.440 --> 00:05:24.680]  發生了很多疾病
[00:05:24.680 --> 00:05:27.400]  於是菲律師人覺得這個藥櫃不要得了
[00:05:27.400 --> 00:05:30.640]  於是送回來給以色列人
[00:05:30.640 --> 00:05:32.680]  於是藥櫃開始漂流
[00:05:32.680 --> 00:05:39.040]  直到大衛他要將藥櫃搬離耶路撒冷
[00:05:39.040 --> 00:05:42.600]  因為當藥櫃停在誰的家庭裡
[00:05:42.600 --> 00:05:46.800]  那個家庭就領受祝福
[00:05:46.800 --> 00:05:50.160]  停在俄比爾東的家
[00:05:50.160 --> 00:05:53.160]  神就祝福俄比爾東的家
[00:05:53.160 --> 00:05:55.760]  還有在基列耶林
[00:05:55.760 --> 00:06:00.000]  有一個叫做阿比那達的家
[00:06:00.000 --> 00:06:02.720]  神有祝福這個家
[00:06:02.720 --> 00:06:06.560]  代表我們將神帶到哪裡
[00:06:06.560 --> 00:06:09.400]  神的恩典 神的賜福
[00:06:09.400 --> 00:06:11.800]  就會臨到我們身上
[00:06:11.800 --> 00:06:15.280]  所以藥櫃就代表神的同在
[00:06:15.280 --> 00:06:18.080]  那私恩座是代表什麼呢
[00:06:18.080 --> 00:06:22.440]  私恩座就代表我們今天都可以來到神的面前
[00:06:22.440 --> 00:06:24.800]  來到私恩寶座面前
[00:06:24.800 --> 00:06:27.480]  向祂禱告 向祂呼求
[00:06:27.480 --> 00:06:33.840]  大家記不記得在希伯來書第四章十六節那裡說
[00:06:33.840 --> 00:06:37.080]  只管坦然無懼的
[00:06:37.080 --> 00:06:40.040]  來到私恩的座前
[00:06:40.040 --> 00:06:43.400]  我們向我們的神祈求
[00:06:43.400 --> 00:06:48.160]  為了要得連縮 蒙恩惠
[00:06:48.160 --> 00:06:51.600]  做我們隨時的幫助
[00:06:51.600 --> 00:06:53.640]  各位親愛的弟兄姊妹
[00:06:53.640 --> 00:06:58.000]  神的寶座就設立在我們的當中
[00:06:58.000 --> 00:07:02.560]  我們今天透過耶穌在十字架上面釘死
[00:07:02.560 --> 00:07:09.160]  聖殿的萬子從上到下列為兩半
[00:07:09.160 --> 00:07:12.280]  我們因此今天可以不用透過祭司
[00:07:12.280 --> 00:07:16.320]  我們就直接去到神的面前
[00:07:16.320 --> 00:07:18.960]  於是這個私恩座
[00:07:18.960 --> 00:07:22.520]  就成為我們可以去親近神
[00:07:22.520 --> 00:07:28.680]  向神禱告 向神祈求的一個很大的象徵
[00:07:28.680 --> 00:07:30.720]  所以舊約裡面
[00:07:30.720 --> 00:07:34.480]  他們就在這個會幕
[00:07:34.480 --> 00:07:37.200]  有聖所又有至聖所
[00:07:37.200 --> 00:07:40.720]  若跪就放在至聖所裡面
[00:07:40.720 --> 00:07:44.000]  到了聳門王見聖殿的時候
[00:07:44.000 --> 00:07:47.480]  聖殿裡面也是有個至聖所
[00:07:47.480 --> 00:07:51.040]  就放在若跪的所在
[00:07:51.040 --> 00:07:55.120]  我希望當我們大家明白了若跪之後
[00:07:55.120 --> 00:07:58.800]  我們就對這個舊約的物品
[00:07:58.800 --> 00:08:01.640]  我們不會覺得陌生
[00:08:01.640 --> 00:08:04.560]  那到底若跪裡面放了些什麼呢?
[00:08:04.560 --> 00:08:07.640]  又有三樣東西放在若跪裡面
[00:08:07.640 --> 00:08:15.440]  第一就是神親手寫的十誡的兩塊法板
[00:08:15.440 --> 00:08:17.000]  放在若跪裡面
[00:08:17.000 --> 00:08:19.080]  代表神的律法
[00:08:19.080 --> 00:08:20.360]  代表神的誡命
[00:08:20.360 --> 00:08:23.920]  第二就裝著瑪拿
[00:08:23.920 --> 00:08:26.440]  有個金的罐
[00:08:26.440 --> 00:08:28.040]  張起曠野
[00:08:28.040 --> 00:08:31.440]  神每一天從天上降下來的瑪拿
[00:08:31.440 --> 00:08:35.360]  他們收藏起放在若跪裡面
[00:08:35.360 --> 00:08:40.800]  代表神天天供應我們的糧食
[00:08:40.800 --> 00:08:43.920]  今天我們都要領受屬靈的糧食
[00:08:43.920 --> 00:08:45.960]  就是天上面的瑪拿
[00:08:45.960 --> 00:08:48.960]  是天天新鮮神供應我們
[00:08:48.960 --> 00:08:51.280]  第三樣東西放在若跪裡面
[00:08:51.280 --> 00:08:52.920]  就是亞倫
[00:08:52.920 --> 00:08:54.680]  摩西的哥哥
[00:08:54.680 --> 00:08:57.560]  摩西的代言人
[00:08:57.560 --> 00:08:59.760]  有一次他拿著一支象
[00:08:59.760 --> 00:09:01.640]  要跟法老說
[00:09:01.640 --> 00:09:03.680]  Let my people go
[00:09:03.680 --> 00:09:05.240]  給我的百姓去
[00:09:05.240 --> 00:09:07.200]  用我的百姓去
[00:09:07.200 --> 00:09:09.880]  神叫他把這支象放在地上
[00:09:09.880 --> 00:09:13.160]  那支象就發芽
[00:09:13.160 --> 00:09:16.440]  所以亞倫發芽那支象
[00:09:16.440 --> 00:09:18.320]  又放在若跪裡面
[00:09:18.320 --> 00:09:21.680]  代表神與以色列人同在
[00:09:21.680 --> 00:09:23.760]  神是行其事的神
[00:09:23.760 --> 00:09:29.320]  神是上上等我們顯示祂的作為的神
[00:09:29.320 --> 00:09:32.840]  所以今天透過講解若跪
[00:09:32.840 --> 00:09:37.880]  我希望大家對若跪有更深刻的認識
[00:09:37.880 --> 00:09:41.240]  我們必須要專神為性
[00:09:41.240 --> 00:09:46.120]  我們必須要讓神帶領我們走人生的路
[00:09:46.120 --> 00:09:48.120]  願神賜福給各位
