
[00:00:00.000 --> 00:00:03.000]  第一節目早晨,主佬平安
[00:10:20.000 --> 00:10:24.000]  「秦盤石裡面湧出甘甜的水給他們喝」
[00:10:24.000 --> 00:10:28.000]  「白天曬,就有運柱保護他們」
[00:10:28.000 --> 00:10:32.000]  「晚上很冷,就有火柱給他們溫暖」
[00:10:32.000 --> 00:10:38.000]  「當他們想吃肉的時候,就有鵪鶉飛來任他們捉,任他們吃」
[00:10:38.000 --> 00:10:43.000]  「這些種種的神蹟,其實都是發生在這班人的身上」
[00:10:43.000 --> 00:10:48.000]  「但是這班人遇到困難的時候,他們只是埋怨神」
[00:10:48.000 --> 00:10:53.000]  「他們忘記神曾經給他們一切的恩惠」
[00:10:53.000 --> 00:10:57.000]  「這就是他們的軟弱和不信服」
[00:10:57.000 --> 00:11:01.000]  「但是我想大家留意,當我們看這些事情的時候」
[00:11:01.000 --> 00:11:05.000]  「我們不要只是指指點點,是的,他們是這樣」
[00:11:05.000 --> 00:11:08.000]  「會不會我們都是這樣呢?」
[00:11:08.000 --> 00:11:11.000]  「會不會我們都和以色列人一樣?」
[00:11:11.000 --> 00:11:15.000]  「當我們的人生非常順利,我們就多得神」
[00:11:15.000 --> 00:11:20.000]  「輕輕地說,當我們面對困難的時候」
[00:11:20.000 --> 00:11:24.000]  「我們埋怨上帝,就好像以色列人一樣」
[00:11:24.000 --> 00:11:28.000]  「經文講到迦勒和約書亞是不一樣的」
[00:11:28.000 --> 00:11:31.000]  「他們專心去注目,看見的是神」
[00:11:31.000 --> 00:11:34.000]  「他們不看環境,他們不看人說什麼」
[00:11:34.000 --> 00:11:38.000]  「只是相信神的話,相信神的應許,必能成就」
[00:11:38.000 --> 00:11:41.000]  「縱然當時有很多反對的聲音」
[00:11:41.000 --> 00:11:44.000]  「他們仍然提醒當時的以色列人」
[00:11:44.000 --> 00:11:46.000]  「要去跟從神」
[00:11:46.000 --> 00:11:49.000]  「熟悉以色列歷史的就知道了」
[00:11:49.000 --> 00:11:52.000]  「最後,神大大的發怒」
[00:11:52.000 --> 00:11:55.000]  「因為神對這群以色列人大大的失望」
[00:11:55.000 --> 00:11:58.000]  「覺得他們實在太不成熟了」
[00:11:58.000 --> 00:12:02.000]  「是沒有辦法進入這個流奶與物之地」
[00:12:02.000 --> 00:12:06.000]  「竟然在這個關鍵的時刻,去到面前了」
[00:12:06.000 --> 00:12:09.000]  「所以進去迦南地的時候,他們打退堂鼓」
[00:12:09.000 --> 00:12:12.000]  「肅殺,堅持不下去」
[00:12:12.000 --> 00:12:17.000]  「因此,神在文數記十四章二十九至三十節說」
[00:12:17.000 --> 00:12:20.000]  「你們的屍體必倒在這曠野中」
[00:12:20.000 --> 00:12:25.000]  「你們中間被數點犯二十歲以上向我發怨言的」
[00:12:25.000 --> 00:12:29.000]  「必不得盡我所喜誓應許給你們居住的那地」
[00:12:29.000 --> 00:12:35.000]  「唯有耶夫尼的兒子迦勒和亂的兒子約書亞才能進去」
[00:12:35.000 --> 00:12:41.000]  「果然,那些哭哭鬧鬧說我們沒辦法進去迦南地的那群人」
[00:12:41.000 --> 00:12:45.000]  「就一個一個死在迦南地」
[00:12:45.000 --> 00:12:48.000]  「文數記三十二章十三節」
[00:12:48.000 --> 00:12:52.000]  「耶和華的怒氣向以色列發作」
[00:12:52.000 --> 00:12:54.000]  「使他們在曠野漂流四十年」
[00:12:54.000 --> 00:13:00.000]  「直到在耶和華眼前作惡的那一代都消滅了」
[00:13:00.000 --> 00:13:03.000]  有一個挺有趣的地方
[00:13:03.000 --> 00:13:05.000]  大家有沒有留意我剛才說
[00:13:05.000 --> 00:13:09.000]  那十二個探子進去迦南地探了多少天?
[00:13:09.000 --> 00:13:11.000]  探了四十天
[00:13:11.000 --> 00:13:15.000]  然後現在就是要在曠野過四十年
[00:13:15.000 --> 00:13:20.000]  「只有一定能夠進去的兩個人迦勒和約書亞」
[00:13:20.000 --> 00:13:23.000]  「他們的腳現在就站在神所應許的地方」
[00:13:23.000 --> 00:13:28.000]  「因為聖經說他們是專心跟從耶和華」
[00:13:28.000 --> 00:13:31.000]  從迦勒的身上我們可以學習到
[00:13:31.000 --> 00:13:34.000]  除了他不看人不看環境之外
[00:13:34.000 --> 00:13:36.000]  專心跟從耶和華神
[00:13:36.000 --> 00:13:39.000]  他也是一個非常馴服的人
[00:13:39.000 --> 00:13:41.000]  他有馴服的心
[00:13:41.000 --> 00:13:44.000]  迦勒和約書亞是同時期的人
[00:13:44.000 --> 00:13:46.000]  他們同樣是優秀的人才
[00:13:46.000 --> 00:13:50.000]  他們同樣是十二個探子脫穎而出
[00:13:50.000 --> 00:13:53.000]  同樣他們都得到神的應許
[00:13:53.000 --> 00:13:57.000]  不過他們的未來際遇卻很不同
[00:13:57.000 --> 00:14:02.000]  神在摩西死後就揀選了約書亞做以色列的領袖
[00:14:02.000 --> 00:14:04.000]  沒有揀選迦勒
[00:14:04.000 --> 00:14:07.000]  所以我們剛才看的很大段的段落
[00:14:07.000 --> 00:14:09.000]  迦勒好像不見了
[00:14:09.000 --> 00:14:11.000]  兄姊妹如果是你
[00:14:11.000 --> 00:14:13.000]  你會怎樣呢?
[00:14:13.000 --> 00:14:15.000]  你會不會好像迦勒一樣
[00:14:15.000 --> 00:14:20.000]  毫無怨言今生去馴服在新選出的領袖約書亞
[00:14:20.000 --> 00:14:22.000]  接受他的領導
[00:14:22.000 --> 00:14:24.000]  還是向神發脾氣呢?
[00:14:24.000 --> 00:14:27.000]  為什麼你選他而不選我呢?
[00:14:27.000 --> 00:14:31.000]  一本小說大家很熟悉的《三國演義》
[00:14:31.000 --> 00:14:33.000]  裡面說到在三國的時代
[00:14:33.000 --> 00:14:35.000]  有兩個很聰明的人
[00:14:35.000 --> 00:14:36.000]  一個是諸葛亮
[00:14:36.000 --> 00:14:38.000]  他是蜀國劉備的軍師
[00:14:38.000 --> 00:14:41.000]  另一個是東吳的周瑜
[00:14:41.000 --> 00:14:45.000]  有一次他們互相比試大家的聰明智慧
[00:14:45.000 --> 00:14:48.000]  比試自然有勝負
[00:14:48.000 --> 00:14:51.000]  最後是諸葛亮贏了
[00:14:51.000 --> 00:14:52.000]  周瑜很生氣
[00:14:52.000 --> 00:14:55.000]  生氣得激死了
[00:14:55.000 --> 00:14:57.000]  就留下了一句說話
[00:14:57.000 --> 00:15:00.000]  既生瑜何生亮
[00:15:00.000 --> 00:15:03.000]  意思是既然有周瑜
[00:15:03.000 --> 00:15:06.000]  為什麼要有諸葛亮呢?
[00:15:06.000 --> 00:15:11.000]  但我們看到迦勒和約書亞沒有這些事情發生
[00:15:11.000 --> 00:15:14.000]  我們看到約書亞被選為領袖
[00:15:14.000 --> 00:15:17.000]  迦勒完完全全的馴服
[00:15:17.000 --> 00:15:19.000]  其實是不容易的事情
[00:15:20.000 --> 00:15:23.000]  我們一起去看剛才我們讀的經文
[00:15:23.000 --> 00:15:26.000]  約書亞記第十四章六至九節
[00:15:26.000 --> 00:15:27.000]  我講過了
[00:15:27.000 --> 00:15:29.000]  今天我們會讀多一點
[00:15:29.000 --> 00:15:31.000]  我們都不厭其煩
[00:15:31.000 --> 00:15:33.000]  我們再讀一次
[00:15:33.000 --> 00:15:34.000]  這次反過來
[00:15:34.000 --> 00:15:35.000]  你們讀雙節數
[00:15:35.000 --> 00:15:37.000]  我讀單節數
[00:15:37.000 --> 00:15:38.000]  大家預備
[00:15:38.000 --> 00:15:39.000]  預備起
[00:15:50.000 --> 00:16:00.000]  我們考驗一下大家
[00:16:00.000 --> 00:16:03.000]  多聲度可以齊整一點
[00:16:03.000 --> 00:16:05.000]  我來
[00:16:05.000 --> 00:16:08.000]  耶和華的僕人摩西
[00:16:08.000 --> 00:16:10.000]  從迦底斯巴尼亞
[00:16:10.000 --> 00:16:12.000]  他派我窺探者們的時候
[00:16:12.000 --> 00:16:14.000]  我剛四十歲
[00:16:14.000 --> 00:16:17.000]  我把心裡的話向他報告
[00:16:17.000 --> 00:16:31.000]  哪日摩西起齊說
[00:16:31.000 --> 00:16:36.000]  你的所達之地必要歸你和你的子孫永遠為業
[00:16:36.000 --> 00:16:40.000]  因為你專心跟從耶和華我的神
[00:16:40.000 --> 00:16:44.000]  讀完了
[00:16:44.000 --> 00:16:47.000]  那是我的四節
[00:16:47.000 --> 00:16:50.000]  迦勒沒有忘記這個英許
[00:16:50.000 --> 00:16:52.000]  在曠野四十年的時間
[00:16:52.000 --> 00:16:55.000]  除了以色列人進入埃及之外
[00:16:55.000 --> 00:16:57.000]  他日日都記住這個英許
[00:16:57.000 --> 00:17:00.000]  所以以色列人眼中這個老人家
[00:17:00.000 --> 00:17:01.000]  這個長者
[00:17:01.000 --> 00:17:02.000]  是帶著神的英許
[00:17:02.000 --> 00:17:03.000]  摩西的樂園
[00:17:03.000 --> 00:17:06.000]  今時今日來到約書亞的面前
[00:17:06.000 --> 00:17:09.000]  去宣告他應該得到的東西
[00:17:09.000 --> 00:17:11.000]  迦勒是一個平凡的人
[00:17:11.000 --> 00:17:14.000]  但是他的心智卻不平凡
[00:17:14.000 --> 00:17:16.000]  他只有一個心智是什麼
[00:17:16.000 --> 00:17:18.000]  跟從耶和華神
[00:17:18.000 --> 00:17:21.000]  在經文裡面連續的說了兩次
[00:17:21.000 --> 00:17:23.000]  你一會兒還記不記得
[00:17:23.000 --> 00:17:25.000]  其實還有一節在第十四節
[00:17:25.000 --> 00:17:27.000]  都同樣地說到
[00:17:27.000 --> 00:17:29.000]  他專心跟從耶和華神
[00:17:29.000 --> 00:17:31.000]  他緊緊捉住神所給他的英許
[00:17:31.000 --> 00:17:34.000]  所以他不看世界怎樣去看他
[00:17:34.000 --> 00:17:37.000]  究竟他是不是次等一點
[00:17:37.000 --> 00:17:39.000]  他不是領袖這個問題
[00:17:39.000 --> 00:17:41.000]  而是他實實在在的
[00:17:41.000 --> 00:17:43.000]  在神的眼中活出他自己
[00:17:43.000 --> 00:17:45.000]  所以弟兄姊妹我們看的
[00:17:45.000 --> 00:17:47.000]  不是看周遭的人
[00:17:47.000 --> 00:17:48.000]  我們應該看什麼
[00:17:48.000 --> 00:17:49.000]  看上帝
[00:17:49.000 --> 00:17:50.000]  上帝想你怎樣呢
[00:17:50.000 --> 00:17:52.000]  當你知道上帝想你怎樣的時候
[00:17:52.000 --> 00:17:54.000]  我們不需要去自卑
[00:17:54.000 --> 00:17:56.000]  我們不需要尊大
[00:17:56.000 --> 00:17:59.000]  但是我們緊緊捉住神給我們英許
[00:17:59.000 --> 00:18:01.000]  去行我們的人心
[00:18:01.000 --> 00:18:02.000]  在當時
[00:18:02.000 --> 00:18:06.000]  摩西向迦勒的樂園是什麼
[00:18:06.000 --> 00:18:11.000]  「你腳所踏之地,定要歸你和你的子孫為業」
[00:18:11.000 --> 00:18:15.000]  這個可以說是給了迦勒一個很大的強心針
[00:18:15.000 --> 00:18:17.000]  讓他不斷地
[00:18:17.000 --> 00:18:19.000]  當他站在這個地方的時候
[00:18:19.000 --> 00:18:23.000]  就記得這個地方是神告訴我的
[00:18:23.000 --> 00:18:25.000]  他就持守住這個信念
[00:18:25.000 --> 00:18:29.000]  一持守就持守了四十五年
[00:18:29.000 --> 00:18:31.000]  我們繼續去看一下
[00:18:31.000 --> 00:18:34.000]  迦勒的信針怎樣給我們看見呢
[00:18:34.000 --> 00:18:36.000]  就在約書亞記的十四章
[00:18:36.000 --> 00:18:38.000]  第十節到第十二節
[00:18:38.000 --> 00:18:39.000]  我們一起讀
[00:18:39.000 --> 00:18:40.000]  預備起
[00:18:40.000 --> 00:18:46.000]  「現在看,耶和華照他所說的使我活了這四十五年」
[00:18:46.000 --> 00:18:49.000]  「當以色列人在曠野漂流的時候」
[00:18:49.000 --> 00:18:52.000]  「耶和華曾對摩西說了這話」
[00:18:52.000 --> 00:18:56.000]  「現在看,我已經八十五歲了」
[00:18:56.000 --> 00:18:58.000]  「現在我還很健壯」
[00:18:58.000 --> 00:19:02.000]  「像摩西差派我去的那天一樣」
[00:19:02.000 --> 00:19:04.000]  「無論是戰爭還是出入」
[00:19:04.000 --> 00:19:08.000]  「我現在的力量和那時的力量一樣」
[00:19:08.000 --> 00:19:13.000]  「請你將耶和華那天所說的這三區給我」
[00:19:13.000 --> 00:19:15.000]  「那天你也曾聽說」
[00:19:15.000 --> 00:19:20.000]  「這裡有阿臘族人以及寬大堅固的城」
[00:19:20.000 --> 00:19:24.000]  「或許耶和華會照他所說的與我同在」
[00:19:24.000 --> 00:19:27.000]  「我就把他們趕出去」
[00:19:29.000 --> 00:19:32.000]  從這段經文中我們看到
[00:19:32.000 --> 00:19:34.000]  迦勒的心智
[00:19:34.000 --> 00:19:37.000]  從他過去的英許的堅持
[00:19:37.000 --> 00:19:39.000]  以及他持守他很忍耐的
[00:19:39.000 --> 00:19:42.000]  一直拿著神給他的英許
[00:19:42.000 --> 00:19:44.000]  去走他的人生的目標
[00:19:44.000 --> 00:19:49.000]  其實迦勒所面對的環境不是一個容易的環境
[00:19:49.000 --> 00:19:52.000]  正如他四十五年前
[00:19:52.000 --> 00:19:54.000]  十個對兩個
[00:19:54.000 --> 00:19:56.000]  說一些這麼消極的消息
[00:19:56.000 --> 00:19:59.000]  實際上也不是馬上入到迦南
[00:19:59.000 --> 00:20:02.000]  實際上不是真的得到整個迦南地
[00:20:02.000 --> 00:20:05.000]  他們還要在曠野多走四十年的時間
[00:20:05.000 --> 00:20:08.000]  在他的人生裏面都會面對很多的沮喪
[00:20:08.000 --> 00:20:10.000]  但是仍然決心去跟從神
[00:20:10.000 --> 00:20:12.000]  這個是迦勒的
[00:20:12.000 --> 00:20:16.000]  其實迦勒這個生命都同樣可以是我們的生命
[00:20:16.000 --> 00:20:18.000]  我們有沒有這個心態呢?
[00:20:18.000 --> 00:20:20.000]  迦勒都好像我們大家一樣
[00:20:20.000 --> 00:20:22.000]  都是小人物來的
[00:20:22.000 --> 00:20:24.000]  但是我們不要小看自己
[00:20:24.000 --> 00:20:26.000]  英許說了什麼
[00:20:26.000 --> 00:20:28.000]  在菲勒比書四章十三章我們一起中讀
[00:20:28.000 --> 00:20:31.000]  我靠著那家給我力量的
[00:20:31.000 --> 00:20:33.000]  凡事都能做
[00:20:33.000 --> 00:20:35.000]  我們不要小看自己
[00:20:35.000 --> 00:20:38.000]  只可以做一些小事
[00:20:38.000 --> 00:20:41.000]  雖然我們是微小
[00:20:41.000 --> 00:20:45.000]  但是神可以使用我們這些這麼微小的
[00:20:45.000 --> 00:20:47.000]  去為神做大事
[00:20:47.000 --> 00:20:50.000]  迦勒這個時候已經多少歲了?
[00:20:50.000 --> 00:20:52.000]  八十五歲了
[00:20:52.000 --> 00:20:54.000]  一個八十五歲的老人家
[00:20:54.000 --> 00:20:56.000]  你覺得他們可以做些什麼呢?
[00:20:56.000 --> 00:20:59.000]  我們在座都有幾個
[00:20:59.000 --> 00:21:01.000]  八十幾的了
[00:21:01.000 --> 00:21:03.000]  過了八十五的了
[00:21:03.000 --> 00:21:07.000]  這個八十五歲的老迦勒
[00:21:07.000 --> 00:21:09.000]  在他同時期
[00:21:09.000 --> 00:21:10.000]  還有約書亞
[00:21:10.000 --> 00:21:12.000]  他去到約書亞的面前
[00:21:12.000 --> 00:21:15.000]  仍然是面對神的信心是沒有減過的
[00:21:15.000 --> 00:21:18.000]  他要去拿英許之地
[00:21:18.000 --> 00:21:22.000]  還有他拿的那塊地不是容易拿的一塊地
[00:21:22.000 --> 00:21:25.000]  他不是一個這麼容易放棄的人
[00:21:25.000 --> 00:21:28.000]  在剛才大家中讀的經文裡
[00:21:28.000 --> 00:21:29.000]  十一到十二節
[00:21:29.000 --> 00:21:30.000]  他是這麼說的
[00:21:30.000 --> 00:21:32.000]  現今我還很健壯
[00:21:32.000 --> 00:21:34.000]  他不是四十歲
[00:21:34.000 --> 00:21:36.000]  他是八十五歲的人
[00:21:36.000 --> 00:21:37.000]  我現在還很健壯
[00:21:37.000 --> 00:21:39.000]  就好像摩西差派我去那天一樣
[00:21:39.000 --> 00:21:41.000]  無論是戰爭還是出入
[00:21:41.000 --> 00:21:43.000]  我現在的力量就好像那時候
[00:21:43.000 --> 00:21:45.000]  就是四十歲的時候
[00:21:45.000 --> 00:21:50.000]  請你把耶和華那天所說的這個山區給我
[00:21:50.000 --> 00:21:52.000]  那天你也一起聽的
[00:21:52.000 --> 00:21:54.000]  這裡有阿納族人
[00:21:54.000 --> 00:21:56.000]  以及寬大堅固的城
[00:21:56.000 --> 00:22:00.000]  或許耶和華會照他所說的給我
[00:22:00.000 --> 00:22:01.000]  與我同在
[00:22:01.000 --> 00:22:04.000]  我就將他們趕出去
[00:22:04.000 --> 00:22:08.000]  戰爭換言之就是要打仗
[00:22:08.000 --> 00:22:11.000]  出入就是一些平常的時間
[00:22:11.000 --> 00:22:12.000]  不需要打仗
[00:22:12.000 --> 00:22:15.000]  加勒在這裡說無論是戰爭還是出入
[00:22:15.000 --> 00:22:17.000]  我現在的力量
[00:22:17.000 --> 00:22:21.000]  和我四十歲的時候的力量都是一樣
[00:22:21.000 --> 00:22:24.000]  這句話是我隨時都準備好
[00:22:24.000 --> 00:22:27.000]  由四十歲到八十五歲這個期間
[00:22:27.000 --> 00:22:30.000]  加勒是和以色列人一起
[00:22:30.000 --> 00:22:33.000]  在寸草不生的曠野去漂流
[00:22:33.000 --> 00:22:35.000]  每一天做些什麼呢
[00:22:35.000 --> 00:22:38.000]  一早起床去撿麻辣
[00:22:38.000 --> 00:22:40.000]  修營
[00:22:40.000 --> 00:22:41.000]  起行
[00:22:41.000 --> 00:22:44.000]  晚上又開營
[00:22:44.000 --> 00:22:46.000]  到第二天睡醒
[00:22:46.000 --> 00:22:49.000]  又重複前一天所做的事
[00:22:49.000 --> 00:22:50.000]  重複又重複
[00:22:50.000 --> 00:22:54.000]  總共重複了四十年
[00:22:54.000 --> 00:22:58.000]  你認為會對一個人造成一個什麼影響呢
[00:22:58.000 --> 00:23:01.000]  這麼黑板式的生活
[00:23:01.000 --> 00:23:06.000]  在長期成就未能夠去活現的時候
[00:23:06.000 --> 00:23:10.000]  很容易會令人意志消沉
[00:23:10.000 --> 00:23:14.000]  尤其當見到自己一天一天這樣去路
[00:23:14.000 --> 00:23:16.000]  又遇到這麼多挫敗
[00:23:16.000 --> 00:23:19.000]  是很容易灰心失望的
[00:23:19.000 --> 00:23:22.000]  甚至會放棄的
[00:23:22.000 --> 00:23:26.000]  曾經有一個長跑家這樣說
[00:23:26.000 --> 00:23:31.000]  長途賽跑最艱苦的路程是中間那一段
[00:23:31.000 --> 00:23:37.000]  因為一開始大家意志很堅強
[00:23:37.000 --> 00:23:41.000]  還未開始跑 一下子就去跑了
[00:23:41.000 --> 00:23:43.000]  快要去終點的時候
[00:23:43.000 --> 00:23:45.000]  都快要去到終點了
[00:23:45.000 --> 00:23:48.000]  所以會很興奮地繼續跑下去
[00:23:48.000 --> 00:23:52.000]  最考驗一個跑手就是中間那段路
[00:23:52.000 --> 00:23:54.000]  究竟他有沒有這個耐力
[00:23:54.000 --> 00:23:57.000]  這個勇氣去跑完呢
[00:23:57.000 --> 00:24:00.000]  我們看見迦勒
[00:24:00.000 --> 00:24:02.000]  他不一樣
[00:24:02.000 --> 00:24:07.000]  雖然他仍然在曠野裏面毫無挑戰的日子
[00:24:07.000 --> 00:24:08.000]  四十年如一日
[00:24:08.000 --> 00:24:12.000]  但他仍然很努力保持作戰的狀態
[00:24:12.000 --> 00:24:14.000]  相信大家都有見過
[00:24:14.000 --> 00:24:18.000]  有些歌手休息了十年
[00:24:18.000 --> 00:24:20.000]  然後他復出的
