
[00:00:00.000 --> 00:00:02.760]  鼎姐妹早晨 新年快樂
[00:02:16.080 --> 00:02:18.080]  來獻上他的金銀
[00:02:18.080 --> 00:02:20.080]  所有一切和他的生命
[00:02:20.080 --> 00:02:23.080]  也有人認爲這可能是他的宮殿
[00:02:23.080 --> 00:02:25.080]  在他建皇宮的時候
[00:02:25.080 --> 00:02:28.080]  大家記得他迎接約會
[00:02:28.080 --> 00:02:30.080]  他來敬拜神
[00:02:30.080 --> 00:02:32.080]  所以這裏無論如何
[00:02:32.080 --> 00:02:34.080]  大衛有一種感恩
[00:02:34.080 --> 00:02:36.080]  尊敬神的心
[00:02:36.080 --> 00:02:39.080]  在獻殿的時候作詩歌
[00:02:39.080 --> 00:02:43.080]  我們來讀一讀12節的經文
[00:02:43.080 --> 00:02:47.080]  我們一同來跟着讀 好不好?
[00:02:47.080 --> 00:02:49.080]  第一節
[00:02:49.080 --> 00:02:52.080]  「而我說:我要尊崇你
[00:02:52.080 --> 00:02:54.080]  因爲你曾提拔我
[00:02:54.080 --> 00:02:57.080]  不叫仇敵向我誇耀
[00:02:57.080 --> 00:02:59.080]  而我說:我的上帝呀
[00:02:59.080 --> 00:03:03.080]  我曾呼求你來醫治了我」
[00:03:03.080 --> 00:03:07.080]  這個正是我們剛剛提出的
[00:03:07.080 --> 00:03:09.080]  在很多的患難當中
[00:03:09.080 --> 00:03:11.080]  大衛呼求神
[00:03:11.080 --> 00:03:13.080]  經歷神的醫治
[00:03:13.080 --> 00:03:15.080]  有很多仇敵向他誇耀
[00:03:15.080 --> 00:03:19.080]  但是神卻提拔他
[00:03:19.080 --> 00:03:21.080]  所以他有一個感恩的心
[00:03:21.080 --> 00:03:23.080]  獻上他的讚美
[00:03:23.080 --> 00:03:25.080]  他說我要尊崇神
[00:03:25.080 --> 00:03:28.080]  「而我說:我的上帝」
[00:03:28.080 --> 00:03:30.080]  第三節
[00:03:30.080 --> 00:03:34.080]  「而我說:你曾把我的靈魂
[00:03:34.080 --> 00:03:36.080]  從陰間救上來
[00:03:36.080 --> 00:03:38.080]  使我存活
[00:03:38.080 --> 00:03:40.080]  不至於下行
[00:03:40.080 --> 00:03:42.080]  而我說的聖民呀
[00:03:42.080 --> 00:03:43.080]  你們要歌頌他
[00:03:43.080 --> 00:03:46.080]  稱頌他可紀念的聖名」
[00:03:46.080 --> 00:03:48.080]  所以這是大衛呼籲所有
[00:03:48.080 --> 00:03:51.080]  和他一樣經歷神的恩典的人
[00:03:51.080 --> 00:03:54.080]  特別是在靈魂得着拯救
[00:03:54.080 --> 00:03:56.080]  他得以甦醒
[00:03:56.080 --> 00:03:58.080]  得蒙恩典
[00:03:58.080 --> 00:04:01.080]  他說我們所有耶和華的聖民
[00:04:01.080 --> 00:04:03.080]  我們都要歌頌他
[00:04:03.080 --> 00:04:06.080]  稱頌他可紀念的聖名
[00:04:06.080 --> 00:04:08.080]  爲什麼呢?第五節
[00:04:08.080 --> 00:04:10.080]  「因爲他的怒氣
[00:04:10.080 --> 00:04:12.080]  不過是轉眼之間
[00:04:12.080 --> 00:04:15.080]  他的恩典乃是一生之舊
[00:04:15.080 --> 00:04:17.080]  一叔雖然有哭泣
[00:04:17.080 --> 00:04:20.080]  早辰便別歡呼」
[00:04:20.080 --> 00:04:24.080]  大衛在這裏提到這種情況
[00:04:24.080 --> 00:04:27.080]  因爲他經歷過神的恩典
[00:04:27.080 --> 00:04:29.080]  經歷神的怒氣
[00:04:29.080 --> 00:04:30.080]  一瞬間
[00:04:30.080 --> 00:04:33.080]  恩典卻一生之舊
[00:04:33.080 --> 00:04:37.080]  經歷過是晚間有眼淚
[00:04:37.080 --> 00:04:38.080]  有哭泣
[00:04:38.080 --> 00:04:42.080]  但又經歷到神給他新的一天
[00:04:42.080 --> 00:04:45.080]  他以歡呼代替哭泣
[00:04:45.080 --> 00:04:47.080]  一叔雖然有哭泣
[00:04:47.080 --> 00:04:50.080]  早辰便別歡呼
[00:04:50.080 --> 00:04:52.080]  第六節至第十節
[00:04:52.080 --> 00:04:55.080]  有人認爲他是一個認罪反省
[00:04:55.080 --> 00:04:56.080]  所以在這裏提到
[00:04:56.080 --> 00:04:57.080]  他說「至於我
[00:04:57.080 --> 00:04:59.080]  我凡事平順
[00:04:59.080 --> 00:05:02.080]  便說我永不動搖
[00:05:02.080 --> 00:05:03.080]  耶和華你曾施恩
[00:05:03.080 --> 00:05:05.080]  叫我的江山穩固
[00:05:05.080 --> 00:05:08.080]  你掩了面我就驚慌」
[00:05:08.080 --> 00:05:11.080]  這裏好像是大衛有點太自信
[00:05:11.080 --> 00:05:13.080]  認爲一切平順的時候
[00:05:13.080 --> 00:05:15.080]  就永不動搖
[00:05:15.080 --> 00:05:17.080]  但他經歷到神向他掩面
[00:05:17.080 --> 00:05:20.080]  發現敵人圍繞他
[00:05:20.080 --> 00:05:21.080]  苦害他
[00:05:21.080 --> 00:05:23.080]  但又感謝神
[00:05:23.080 --> 00:05:24.080]  當他求告神的時候
[00:05:24.080 --> 00:05:26.080]  神又請救他
[00:05:26.080 --> 00:05:27.080]  向他施恩
[00:05:27.080 --> 00:05:29.080]  所以他經過這個認罪反省
[00:05:29.080 --> 00:05:31.080]  再一次體會神的恩典
[00:05:31.080 --> 00:05:32.080]  第八節
[00:05:32.080 --> 00:05:35.080]  耶和華我曾求告你
[00:05:35.080 --> 00:05:37.080]  我向耶和華懇求說
[00:05:37.080 --> 00:05:40.080]  我被害流血
[00:05:40.080 --> 00:05:41.080]  下到坑中
[00:05:41.080 --> 00:05:42.080]  有什麼益處呢?
[00:05:42.080 --> 00:05:44.080]  塵土豈能清謝你
[00:05:44.080 --> 00:05:47.080]  傳說你的誠實嗎?
[00:05:47.080 --> 00:05:48.080]  第十節
[00:05:48.080 --> 00:05:51.080]  耶和華求你應允我
[00:05:51.080 --> 00:05:52.080]  廉恕我
[00:05:52.080 --> 00:05:54.080]  耶和華求你幫助我
[00:05:54.080 --> 00:05:57.080]  這是他向神的討告
[00:05:57.080 --> 00:05:58.080]  有認罪
[00:05:58.080 --> 00:05:59.080]  有悔悟
[00:05:59.080 --> 00:06:00.080]  有反省
[00:06:00.080 --> 00:06:02.080]  也有懇求
[00:06:02.080 --> 00:06:04.080]  求神再一次應允他
[00:06:04.080 --> 00:06:07.080]  他的確經歷了神的恩典
[00:06:07.080 --> 00:06:08.080]  所以到結束的時候
[00:06:08.080 --> 00:06:09.080]  十一、十二節
[00:06:09.080 --> 00:06:13.080]  你已將我的哀哭變爲跳舞
[00:06:13.080 --> 00:06:15.080]  將我的麻衣脫去
[00:06:15.080 --> 00:06:17.080]  給我披上喜樂
[00:06:17.080 --> 00:06:18.080]  這裏再讓我們看見
[00:06:18.080 --> 00:06:22.080]  他的哀哭轉化成爲喜樂
[00:06:22.080 --> 00:06:24.080]  神將喜樂披上去
[00:06:24.080 --> 00:06:26.080]  以至他能夠歡呼
[00:06:26.080 --> 00:06:28.080]  甚至跳躍、跳舞
[00:06:28.080 --> 00:06:29.080]  將麻衣脫去
[00:06:29.080 --> 00:06:31.080]  悲哀過去
[00:06:31.080 --> 00:06:32.080]  披上喜樂
[00:06:32.080 --> 00:06:33.080]  第十二節
[00:06:33.080 --> 00:06:35.080]  好叫我的靈歌頌你
[00:06:35.080 --> 00:06:36.080]  並不助聲
[00:06:36.080 --> 00:06:38.080]  耶和華我的上帝呀
[00:06:38.080 --> 00:06:42.080]  我要欽謝你直到永遠
[00:06:42.080 --> 00:06:43.080]  剛纔我也指出
[00:06:43.080 --> 00:06:44.080]  如果大家有留意到
[00:06:44.080 --> 00:06:46.080]  在十二節詩篇裏面
[00:06:46.080 --> 00:06:47.080]  三十篇
[00:06:47.080 --> 00:06:50.080]  我們發覺有兩節
[00:06:50.080 --> 00:06:54.080]  第五節和剛剛所讀的第十一節
[00:06:54.080 --> 00:06:58.080]  兩節都可以形容大衛有哀哭
[00:06:58.080 --> 00:07:00.080]  有哭泣的時候
[00:07:00.080 --> 00:07:02.080]  有悲哀的時候
[00:07:02.080 --> 00:07:03.080]  這個哀哭
[00:07:03.080 --> 00:07:06.080]  實際上是反映出內心的憂傷
[00:07:06.080 --> 00:07:08.080]  或者是痛悔
[00:07:08.080 --> 00:07:11.080]  或者是因爲他面對的艱難和困難
[00:07:11.080 --> 00:07:14.080]  好像他所形容的下道坑中
[00:07:14.080 --> 00:07:15.080]  有敵人圍繞他
[00:07:15.080 --> 00:07:17.080]  使他受苦
[00:07:17.080 --> 00:07:20.080]  但是感謝神在兩節經文裏面
[00:07:20.080 --> 00:07:23.080]  都是有相反的形容詞
[00:07:23.080 --> 00:07:25.080]  來代替了
[00:07:25.080 --> 00:07:29.080]  哭泣讓歡呼代替了
[00:07:29.080 --> 00:07:32.080]  哀哭讓喜樂代替了
[00:07:32.080 --> 00:07:34.080]  所以剛纔第五節
[00:07:34.080 --> 00:07:36.080]  一叔雖然有哭泣
[00:07:36.080 --> 00:07:40.080]  但是早晨便必歡呼
[00:07:40.080 --> 00:07:41.080]  第十一節
[00:07:41.080 --> 00:07:44.080]  你已將我的哀哭變爲跳舞
[00:07:44.080 --> 00:07:46.080]  將我的麻衣脫去
[00:07:46.080 --> 00:07:50.080]  給我披上喜樂
[00:07:50.080 --> 00:07:54.080]  感謝主雖然有哭泣
[00:07:54.080 --> 00:07:57.080]  但是神又似歡呼
[00:07:57.080 --> 00:07:59.080]  雖然有哀哭
[00:07:59.080 --> 00:08:03.080]  但是神讓他披上喜樂
[00:08:03.080 --> 00:08:06.080]  相信我們人人都經歷過哭泣的時候
[00:08:06.080 --> 00:08:09.080]  人一生下來
[00:08:09.080 --> 00:08:10.080]  一生下來
[00:08:10.080 --> 00:08:11.080]  第一件事是什麼
[00:08:11.080 --> 00:08:12.080]  不是笑
[00:08:12.080 --> 00:08:14.080]  我們現在看BB出生
[00:08:14.080 --> 00:08:16.080]  他笑了 很開心
[00:08:16.080 --> 00:08:18.080]  其實他來到這個世界
[00:08:18.080 --> 00:08:19.080]  第一件事不是笑
[00:08:19.080 --> 00:08:21.080]  第一件事是哭
[00:08:21.080 --> 00:08:22.080]  他來到這個世界
[00:08:22.080 --> 00:08:23.080]  第一件事就是哭
[00:08:23.080 --> 00:08:25.080]  如果出生的時候不哭
[00:08:25.080 --> 00:08:27.080]  你們做爸爸那些
[00:08:27.080 --> 00:08:28.080]  Benji有沒有試過
[00:08:28.080 --> 00:08:29.080]  如果他出生
[00:08:29.080 --> 00:08:31.080]  兒子不哭 那怎麼辦
[00:08:31.080 --> 00:08:35.080]  未試過不哭
[00:08:35.080 --> 00:08:39.080]  不哭 姑娘要打他屁股打到哭
[00:08:39.080 --> 00:08:40.080]  爲什麼呢
[00:08:40.080 --> 00:08:43.080]  因爲他纔可以呼吸
[00:08:43.080 --> 00:08:45.080]  所以他在媽媽的肚腹裏靠磁帶
[00:08:45.080 --> 00:08:46.080]  傳播
[00:08:46.080 --> 00:08:49.080]  出來要靠自己的肺呼吸
[00:08:49.080 --> 00:08:50.080]  所以
[00:08:50.080 --> 00:08:51.080]  其實
[00:08:51.080 --> 00:08:52.080]  爲什麼不笑呢
[00:08:52.080 --> 00:08:54.080]  不笑也可以呼吸
[00:08:54.080 --> 00:08:55.080]  但是
[00:08:55.080 --> 00:08:56.080]  我們發覺人生下來
[00:08:56.080 --> 00:08:58.080]  頭一件事
[00:08:58.080 --> 00:08:59.080]  他不是笑
[00:08:59.080 --> 00:09:01.080]  他是哭
[00:09:01.080 --> 00:09:03.080]  這個世界的確充滿着很多東西
[00:09:03.080 --> 00:09:06.080]  不是令到我們可以見到就笑
[00:09:06.080 --> 00:09:08.080]  相反可能
[00:09:08.080 --> 00:09:09.080]  是見到是哭
[00:09:09.080 --> 00:09:12.080]  人生也有很多的愁苦
[00:09:12.080 --> 00:09:14.080]  愁煩
[00:09:14.080 --> 00:09:17.080]  哭泣是人生必經的
[00:09:17.080 --> 00:09:20.080]  請問誰沒有哭過呢
[00:09:20.080 --> 00:09:21.080]  有些人表面不哭
[00:09:21.080 --> 00:09:23.080]  一生都沒有哭過
[00:09:23.080 --> 00:09:24.080]  男兒大丈夫
[00:09:24.080 --> 00:09:25.080]  什麼
[00:09:25.080 --> 00:09:27.080]  流血不流淚
[00:09:27.080 --> 00:09:28.080]  是不是呢
[00:09:28.080 --> 00:09:31.080]  其實他所謂表面不哭
[00:09:31.080 --> 00:09:33.080]  很多時候
[00:09:33.080 --> 00:09:35.080]  我們廣東話好像一首歌
[00:09:35.080 --> 00:09:37.080]  眼淚從哪裏流
[00:09:37.080 --> 00:09:40.080]  從心裏流
[00:09:40.080 --> 00:09:42.080]  的確是2020年
[00:09:42.080 --> 00:09:45.080]  世界充滿着眼淚的一年
[00:09:45.080 --> 00:09:47.080]  很多人因爲疾病
[00:09:47.080 --> 00:09:49.080]  困境
[00:09:49.080 --> 00:09:51.080]  死傷
[00:09:51.080 --> 00:09:52.080]  痛苦
[00:09:52.080 --> 00:09:54.080]  心碎
[00:09:54.080 --> 00:09:56.080]  當然也表達出來
[00:09:56.080 --> 00:09:58.080]  就是流淚
[00:09:58.080 --> 00:10:01.080]  其實流淚或者哭
[00:10:01.080 --> 00:10:04.080]  是神賜給我們的恩典
[00:10:04.080 --> 00:10:06.080]  哭得出其實是好事
[00:10:06.080 --> 00:10:08.080]  有些人哭不出
[00:10:08.080 --> 00:10:12.080]  可能是壓抑情緒的過度
[00:10:12.080 --> 00:10:15.080]  這是神給我們一個情緒的自然反應
[00:10:15.080 --> 00:10:17.080]  可以抒發我們的情緒
[00:10:17.080 --> 00:10:20.080]  但似乎神也不是希望我們
[00:10:20.080 --> 00:10:24.080]  不斷在這些哭泣裏面
[00:10:24.080 --> 00:10:26.080]  所以在剛纔的經文說
[00:10:26.080 --> 00:10:28.080]  一宿雖有哭泣
[00:10:28.080 --> 00:10:30.080]  但早晨
[00:10:30.080 --> 00:10:33.080]  就再可以歡呼了
[00:10:33.080 --> 00:10:36.080]  所以神是次盼望的上帝
[00:10:36.080 --> 00:10:39.080]  祂願意我們經過眼淚
[00:10:39.080 --> 00:10:42.080]  但卻不要停留在
[00:10:42.080 --> 00:10:44.080]  這些哀傷當中
[00:10:44.080 --> 00:10:46.080]  太長久
[00:10:46.080 --> 00:10:49.080]  所以大衛雖然有眼淚
[00:10:49.080 --> 00:10:51.080]  但第九第十節
[00:10:51.080 --> 00:10:53.080]  我們見到他經歷很不幸的事
[00:10:53.080 --> 00:10:54.080]  他說被害流血
[00:10:54.080 --> 00:10:56.080]  下到坑中
[00:10:56.080 --> 00:10:57.080]  他跟神訴說
[00:10:57.080 --> 00:10:59.080]  他說有什麼益處呢?
[00:10:59.080 --> 00:11:01.080]  這樣的人生有什麼意義呢?
[00:11:01.080 --> 00:11:04.080]  我相信他當時是被人苦害
[00:11:04.080 --> 00:11:05.080]  在這些痛苦當中
[00:11:05.080 --> 00:11:07.080]  在一個困境裏面
[00:11:07.080 --> 00:11:09.080]  也可能是他經過反省
[00:11:09.080 --> 00:11:11.080]  有神的管教
[00:11:11.080 --> 00:11:13.080]  以至他也在神面前承認
[00:11:13.080 --> 00:11:16.080]  他自己的不是
[00:11:16.080 --> 00:11:17.080]  懇求神的憐憫
[00:11:17.080 --> 00:11:19.080]  和祂的幫助
[00:11:19.080 --> 00:11:20.080]  但整括來說
[00:11:20.080 --> 00:11:22.080]  我們見到一頭一尾
[00:11:22.080 --> 00:11:24.080]  大衛這篇詩篇是得到祕訣的
[00:11:24.080 --> 00:11:26.080]  因爲他的祕訣就是
[00:11:26.080 --> 00:11:28.080]  能以歡呼代替哭泣
[00:11:28.080 --> 00:11:32.080]  使他的靈命重新振作
[00:11:32.080 --> 00:11:34.080]  他能夠再一次歌頌
[00:11:34.080 --> 00:11:36.080]  讚美瑤華上帝
[00:11:36.080 --> 00:11:38.080]  所以去到最後這兩節
[00:11:38.080 --> 00:11:40.080]  剛纔我們剛剛讀過
[00:11:40.080 --> 00:11:48.080]  他經歷到神賜給他一個新的喜樂
[00:11:48.080 --> 00:11:52.080]  以至他能夠讓他的靈來歌頌神
[00:11:52.080 --> 00:11:54.080]  並不注聲
[00:11:54.080 --> 00:11:55.080]  瑤華的神
[00:11:55.080 --> 00:11:57.080]  我要稱重你直到永遠
[00:11:57.080 --> 00:12:00.080]  這是一個德性的經驗
[00:12:00.080 --> 00:12:02.080]  所以他以這兩節爲結束
[00:12:02.080 --> 00:12:04.080]  是一個德性的經驗
[00:12:04.080 --> 00:12:07.080]  勝過這些哀傷
[00:12:07.080 --> 00:12:09.080]  然後回到第四節
[00:12:09.080 --> 00:12:11.080]  剛纔我提過瑤華的聖文
[00:12:11.080 --> 00:12:12.080]  你們要歌頌他
[00:12:12.080 --> 00:12:15.080]  稱重他可紀念的聖名
[00:12:15.080 --> 00:12:18.080]  所以在最後是相通的
[00:12:18.080 --> 00:12:20.080]  特別在第四節他提醒
[00:12:20.080 --> 00:12:22.080]  所有瑤華的聖文
[00:12:22.080 --> 00:12:24.080]  你們都要來歌頌他
[00:12:24.080 --> 00:12:25.080]  因爲這個德性的經歷
[00:12:25.080 --> 00:12:28.080]  是每一個人都可以經驗到
[00:12:28.080 --> 00:12:29.080]  祕訣就是
[00:12:29.080 --> 00:12:32.080]  我們有沒有像大衛一樣
[00:12:32.080 --> 00:12:38.080]  來依靠仰望祈求上帝的恩典
[00:12:38.080 --> 00:12:39.080]  不知道過往一年
[00:12:39.080 --> 00:12:42.080]  有沒有一些難過的事
[00:12:42.080 --> 00:12:44.080]  或者一些哀傷的事
[00:12:44.080 --> 00:12:46.080]  曾經困擾我們
[00:12:46.080 --> 00:12:51.080]  或許是一些病痛的經驗
[00:12:51.080 --> 00:12:53.080]  或許是一些經濟的困難
[00:12:53.080 --> 00:12:55.080]  或者失業
[00:12:55.080 --> 00:12:59.080]  也或許我們有親人離異
[00:12:59.080 --> 00:13:01.080]  我自己在2020年
[00:13:01.080 --> 00:13:04.080]  經歷兩位至親離開
[00:13:04.080 --> 00:13:08.080]  都是一個年頭一個年中間
[00:13:08.080 --> 00:13:10.080]  下半年
[00:13:10.080 --> 00:13:13.080]  都是非常哀傷的事
[00:13:13.080 --> 00:13:15.080]  難過的時刻
[00:13:15.080 --> 00:13:17.080]  但這些只是告訴我們
[00:13:17.080 --> 00:13:21.080]  人生是難免的事實
[00:13:21.080 --> 00:13:22.080]  我們今天
[00:13:22.080 --> 00:13:26.080]  是否一同來到大衛的呼籲
[00:13:26.080 --> 00:13:29.080]  亦是大衛所領會的
[00:13:29.080 --> 00:13:31.080]  以至我們在新的一年彼此鼓勵
[00:13:31.080 --> 00:13:34.080]  一叔雖有哭泣
[00:13:34.080 --> 00:13:36.080]  早辰便別歡呼
[00:13:36.080 --> 00:13:38.080]  將憂傷除去
[00:13:38.080 --> 00:13:41.080]  以至我們來行走新的一年
[00:13:41.080 --> 00:13:46.080]  2021年能夠靠主有新的力量
[00:13:46.080 --> 00:13:47.080]  首先在這篇詩篇裏
[00:13:47.080 --> 00:13:51.080]  我們來認識一下憂傷是什麼
[00:13:51.080 --> 00:13:54.080]  不知道大家有沒有看過這部動畫戲
[00:13:54.080 --> 00:13:56.080]  迪士尼的戲
[00:13:56.080 --> 00:13:58.080]  最近在家裏放假
[00:13:58.080 --> 00:14:01.080]  看了看電影
[00:14:01.080 --> 00:14:04.080]  也看了看卡通片
[00:14:04.080 --> 00:14:05.080]  這部不是我這次看的
[00:14:05.080 --> 00:14:07.080]  不過是上映的
[00:14:07.080 --> 00:14:08.080]  這部叫《Inside Out》
[00:14:08.080 --> 00:14:11.080]  你們有沒有看過《Inside Out》
[00:14:11.080 --> 00:14:12.080]  挺有意思的
[00:14:12.080 --> 00:14:14.080]  挺有哲理性的
[00:14:14.080 --> 00:14:19.080]  講到憂傷與喜樂的關係
[00:14:19.080 --> 00:14:22.080]  這個正是其中一個主角
[00:14:22.080 --> 00:14:27.080]  他經常都很憂傷
[00:14:27.080 --> 00:14:35.080]  我們在憂傷是一個正常的情緒反應之一
[00:14:35.080 --> 00:14:37.080]  喜怒哀樂
[00:14:37.080 --> 00:14:39.080]  當然有哀
[00:14:39.080 --> 00:14:42.080]  但問題是這些憂傷的情緒
[00:14:42.080 --> 00:14:45.080]  是不應該那麼久的
[00:14:45.080 --> 00:14:51.080]  或者是不應該完全掩蓋了我們正常的生活
[00:14:51.080 --> 00:14:52.080]  如果是這樣
[00:14:52.080 --> 00:14:54.080]  可能會有問題出現
[00:14:54.080 --> 00:14:59.080]  因爲憂傷類同憂鬱
[00:14:59.080 --> 00:15:02.080]  憂鬱也是一種情緒的表現
[00:15:02.080 --> 00:15:05.080]  但如果在都市的壓力
[00:15:05.080 --> 00:15:07.080]  人際之間的關係
[00:15:07.080 --> 00:15:12.080]  那麼充滿着很多傷害
[00:15:12.080 --> 00:15:15.080]  以及環境所造成的壓力
[00:15:15.080 --> 00:15:19.080]  我們發覺現代人事實上有很多這些問題
[00:15:19.080 --> 00:15:21.080]  憂傷、憂鬱
[00:15:21.080 --> 00:15:23.080]  甚至成爲一種疾病
[00:15:23.080 --> 00:15:27.080]  憂鬱症
[00:15:27.080 --> 00:15:30.080]  憂鬱這種情緒被專家認爲
[00:15:30.080 --> 00:15:33.080]  叫做The Common Cold of the Mind
[00:15:33.080 --> 00:15:36.080]  即是說我們身體有時候會有傷風感冒
[00:15:36.080 --> 00:15:39.080]  這些時間都容易有
[00:15:39.080 --> 00:15:42.080]  但如果傷風感冒是身體的
[00:15:42.080 --> 00:15:47.080]  傷風感冒對於精神方面的傷風感冒
[00:15:47.080 --> 00:15:49.080]  可以說是憂鬱
[00:15:49.080 --> 00:15:53.080]  所以這裏彼此有關
[00:15:53.080 --> 00:15:55.080]  在統計來說
[00:15:55.080 --> 00:15:57.080]  美國十個人就有一個
[00:15:57.080 --> 00:16:00.080]  這個已經是比較舊的資料
[00:16:00.080 --> 00:16:03.080]  就有這些憂鬱
[00:16:03.080 --> 00:16:07.080]  長期憂鬱或者是症候
[00:16:07.080 --> 00:16:10.080]  一個Syndrome
[00:16:10.080 --> 00:16:13.080]  最近前幾天看新聞還令我嚇怕
[00:16:13.080 --> 00:16:15.080]  不知道大家有沒有留意到
[00:16:15.080 --> 00:16:19.080]  他說在這個Pandemic 2020這幾個月裏
[00:16:19.080 --> 00:16:23.080]  由18歲至24歲的羣體裏
[00:16:23.080 --> 00:16:25.080]  你猜多少個?
[00:16:25.080 --> 00:16:28.080]  四個,四個有一個
[00:16:28.080 --> 00:16:30.080]  即是25%
[00:16:30.080 --> 00:16:33.080]  是有這種憂鬱的問題
[00:16:33.080 --> 00:16:36.080]  相信很多這些我們可以瞭解
[00:16:36.080 --> 00:16:38.080]  他們讀書又受到很多難處
[00:16:38.080 --> 00:16:40.080]  人際關係很多問題
[00:16:40.080 --> 00:16:43.080]  困在家裏,前途好像渺茫
[00:16:43.080 --> 00:16:46.080]  有些又不能出去
[00:16:46.080 --> 00:16:49.080]  他們很想去活動又不能動
[00:16:49.080 --> 00:16:54.080]  再加上整個市面
[00:16:54.080 --> 00:16:58.080]  好像令到很多人都在這種憂鬱的情緒裏面
[00:16:58.080 --> 00:17:04.080]  竟然四個裏面有一個羣體裏面
[00:17:04.080 --> 00:17:07.080]  所以都令我們實在有些擔憂
[00:17:07.080 --> 00:17:11.080]  希望我們能夠彼此鼓勵
[00:17:11.080 --> 00:17:14.080]  在這些充滿着憂傷的日子裏面
[00:17:14.080 --> 00:17:20.080]  帶來希望,帶來鼓勵,帶來神的恩典
[00:17:20.080 --> 00:17:23.080]  心理學家分析
[00:17:23.080 --> 00:17:26.080]  憂傷或者憂鬱的主要原因
[00:17:26.080 --> 00:17:30.080]  總括來說就是Loss,失去
[00:17:30.080 --> 00:17:34.080]  失去前景,失去希望等等
[00:17:34.080 --> 00:17:36.080]  有些是屬於具體的
[00:17:36.080 --> 00:17:39.080]  例如失去工作,具體的
[00:17:39.080 --> 00:17:43.080]  或者失去親人,失去愛人
[00:17:43.080 --> 00:17:47.080]  失戀之類的,或者失去好朋友
[00:17:47.080 --> 00:17:51.080]  我記得有一位好朋友
[00:17:51.080 --> 00:17:55.080]  好朋友去世,令到我的女兒難過了很久
[00:17:55.080 --> 00:17:58.080]  就是一個意外,忽然間她死了
[00:17:58.080 --> 00:18:03.080]  實在是令我們產生很大的一種憂傷
[00:18:03.080 --> 00:18:06.080]  或者金錢的失去
[00:18:06.080 --> 00:18:10.080]  健康,這些是很具體的失去
[00:18:10.080 --> 00:18:12.080]  也有一些是抽象的失去
[00:18:12.080 --> 00:18:13.080]  Loss,Loss是什麼呢?
[00:18:13.080 --> 00:18:17.080]  失去剛纔我說的盼望,失去了前景
[00:18:17.080 --> 00:18:21.080]  或者你被人abuse的時候失去了自尊
[00:18:21.080 --> 00:18:26.080]  或者你是忽然間失去了工作
