
[00:00:00.000 --> 00:00:02.500]  (主席) 請問我們信諾諸多年
[00:02:02.500 --> 00:02:04.500]  禱告不是這麼簡單的一件事情
[00:02:04.500 --> 00:02:06.500]  我們今天就透過
[00:02:06.500 --> 00:02:08.500]  剛才所讀那段經文中間
[00:02:08.500 --> 00:02:10.500]  其實是一個很大的提醒
[00:02:10.500 --> 00:02:12.500]  你想想全能的神
[00:02:12.500 --> 00:02:14.500]  他怎樣和他的子民
[00:02:14.500 --> 00:02:16.500]  說呢
[00:02:16.500 --> 00:02:18.500]  你們將我給誰
[00:02:18.500 --> 00:02:20.500]  很多時候我們
[00:02:20.500 --> 00:02:22.500]  拿其他東西和神去比較
[00:02:22.500 --> 00:02:24.500]  或者拿神和其他東西比較
[00:02:24.500 --> 00:02:26.500]  你有沒有
[00:02:26.500 --> 00:02:28.500]  試過拿你現在所信的耶穌
[00:02:28.500 --> 00:02:30.500]  和偶像比較
[00:02:30.500 --> 00:02:32.500]  當然不會
[00:02:32.500 --> 00:02:34.500]  我從偶像歸向神
[00:02:34.500 --> 00:02:36.500]  歸向耶穌,我怎會和
[00:02:36.500 --> 00:02:38.500]  耶穌和偶像比較
[00:02:38.500 --> 00:02:40.500]  舉個例,如果你
[00:02:40.500 --> 00:02:42.500]  昔日向偶像祈禱
[00:02:42.500 --> 00:02:44.500]  他沒有替你承受那些東西
[00:02:44.500 --> 00:02:46.500]  你說那些偶像不行,那我信了耶穌
[00:02:46.500 --> 00:02:48.500]  信了耶穌
[00:02:48.500 --> 00:02:50.500]  耶穌有沒有
[00:02:50.500 --> 00:02:52.500]  替你承受你所有祈禱的東西
[00:02:52.500 --> 00:02:54.500]  如果耶穌
[00:02:54.500 --> 00:02:56.500]  都沒有替你承受你所有
[00:02:56.500 --> 00:02:58.500]  祈禱的東西的時候,那你要找誰
[00:02:58.500 --> 00:03:00.500]  牧師
[00:03:00.500 --> 00:03:02.500]  這樣有什麼
[00:03:02.500 --> 00:03:04.500]  最近我和弟兄姊妹
[00:03:04.500 --> 00:03:06.500]  分享了一個我聽回來
[00:03:06.500 --> 00:03:08.500]  我沒親眼見過
[00:03:08.500 --> 00:03:10.500]  但是因為其中的人物
[00:03:10.500 --> 00:03:12.500]  包括我們教會中間有同工
[00:03:12.500 --> 00:03:14.500]  曾經接觸過的
[00:03:14.500 --> 00:03:16.500]  所以我比較肯定肯講這件事情
[00:03:16.500 --> 00:03:18.500]  在國內
[00:03:18.500 --> 00:03:20.500]  有一個高官
[00:03:20.500 --> 00:03:22.500]  在某個省裏
[00:03:22.500 --> 00:03:24.500]  他高官
[00:03:24.500 --> 00:03:26.500]  原先他自己是信道教的
[00:03:26.500 --> 00:03:28.500]  他是道教裏面
[00:03:28.500 --> 00:03:30.500]  都是高深
[00:03:30.500 --> 00:03:32.500]  道行頗高的人
[00:03:32.500 --> 00:03:34.500]  因為接觸到我們基督教
[00:03:34.500 --> 00:03:36.500]  在裏面傳福音
[00:03:36.500 --> 00:03:38.500]  和做福利事業
[00:03:38.500 --> 00:03:40.500]  因此他看看
[00:03:40.500 --> 00:03:42.500]  發覺這班人
[00:03:42.500 --> 00:03:44.500]  真的不是開玩笑
[00:03:44.500 --> 00:03:46.500]  是真的
[00:03:46.500 --> 00:03:48.500]  多年之後
[00:03:48.500 --> 00:03:50.500]  他都信耶穌
[00:03:50.500 --> 00:03:54.500]  因為我們不單止
[00:03:54.500 --> 00:03:56.500]  講又做
[00:03:56.500 --> 00:03:58.500]  他都信耶穌
[00:03:58.500 --> 00:04:00.500]  他不單止信耶穌,他有無度的追求
[00:04:00.500 --> 00:04:02.500]  不過他很誠實地告訴
[00:04:02.500 --> 00:04:04.500]  其實我們中間的
[00:04:04.500 --> 00:04:06.500]  各經各執事
[00:04:06.500 --> 00:04:08.500]  都向他做過福音工作的人
[00:04:08.500 --> 00:04:12.500]  就告訴我們
[00:04:12.500 --> 00:04:14.500]  我信了,但是我不可以表態
[00:04:14.500 --> 00:04:16.500]  因為我的身份
[00:04:16.500 --> 00:04:18.500]  我現在的工作,不可以隨便表態
[00:04:18.500 --> 00:04:20.500]  大家都知道
[00:04:20.500 --> 00:04:22.500]  他不單止自己信
[00:04:22.500 --> 00:04:24.500]  他還帶著太太信
[00:04:24.500 --> 00:04:26.500]  很多時候我們講見證講到這裏
[00:04:26.500 --> 00:04:28.500]  覺得我們很成功
[00:04:28.500 --> 00:04:30.500]  感謝主
[00:04:30.500 --> 00:04:32.500]  靠著主的恩典可以說成功
[00:04:32.500 --> 00:04:34.500]  這位太太
[00:04:34.500 --> 00:04:36.500]  信了之後,她媽媽病了
[00:04:36.500 --> 00:04:38.500]  她就說
[00:04:38.500 --> 00:04:40.500]  不如我們叫教會
[00:04:40.500 --> 00:04:42.500]  為她媽媽祈禱
[00:04:42.500 --> 00:04:44.500]  祈禱一年
[00:04:44.500 --> 00:04:46.500]  祈禱兩年
[00:04:46.500 --> 00:04:48.500]  祈禱三年
[00:04:48.500 --> 00:04:50.500]  都沒有什麼起色
[00:04:50.500 --> 00:04:52.500]  她有一天,這位太太
[00:04:52.500 --> 00:04:54.500]  就跟她先生講
[00:04:54.500 --> 00:04:56.500]  她說
[00:04:56.500 --> 00:04:58.500]  每次都是這樣
[00:04:58.500 --> 00:05:00.500]  不如
[00:05:00.500 --> 00:05:02.500]  你回去道觀那裏
[00:05:02.500 --> 00:05:04.500]  找一個道行更加高的人來
[00:05:04.500 --> 00:05:06.500]  看看有沒有辦法
[00:05:06.500 --> 00:05:08.500]  幫我媽媽
[00:05:08.500 --> 00:05:10.500]  這位先生聽著聽著
[00:05:10.500 --> 00:05:12.500]  想一想,都可以
[00:05:12.500 --> 00:05:14.500]  於是他就回去道觀請一個
[00:05:14.500 --> 00:05:16.500]  可能
[00:05:16.500 --> 00:05:18.500]  我不知道是不是真的有
[00:05:18.500 --> 00:05:20.500]  比他道行更加高一級的人
[00:05:20.500 --> 00:05:22.500]  就請他回來
[00:05:22.500 --> 00:05:24.500]  這位仁兄
[00:05:24.500 --> 00:05:26.500]  去到他家裏
[00:05:26.500 --> 00:05:28.500]  作法
[00:05:28.500 --> 00:05:30.500]  掛一道符,放在那個女人那裏
[00:05:30.500 --> 00:05:32.500]  等了沒多久
[00:05:32.500 --> 00:05:34.500]  那個女人
[00:05:34.500 --> 00:05:36.500]  起身
[00:05:36.500 --> 00:05:38.500]  本來臥病不起,現在起身
[00:05:38.500 --> 00:05:40.500]  這位太太就說
[00:05:40.500 --> 00:05:42.500]  你看看
[00:05:42.500 --> 00:05:44.500]  你和我所傳的耶穌
[00:05:44.500 --> 00:05:46.500]  我其實三年都是這樣
[00:05:46.500 --> 00:05:48.500]  你看看,這個搞定了
[00:05:48.500 --> 00:05:50.500]  她還回不回教會
[00:05:50.500 --> 00:05:52.500]  她不回了
[00:05:52.500 --> 00:05:54.500]  她先生還回不回
[00:05:54.500 --> 00:05:56.500]  信心都動搖了
[00:05:56.500 --> 00:05:58.500]  因為
[00:05:58.500 --> 00:06:00.500]  將一件
[00:06:00.500 --> 00:06:02.500]  病人起不起身
[00:06:02.500 --> 00:06:04.500]  來作為一個試驗
[00:06:04.500 --> 00:06:06.500]  看看這個神明靈不靈
[00:06:06.500 --> 00:06:08.500]  你有沒有這樣做過
[00:06:08.500 --> 00:06:12.500]  當那個牧師
[00:06:12.500 --> 00:06:14.500]  跟我說這段消息的時候
[00:06:14.500 --> 00:06:16.500]  有點心暗暗
[00:06:16.500 --> 00:06:18.500]  我聽完之後都很心暗
[00:06:18.500 --> 00:06:20.500]  後來我跟我同工
[00:06:20.500 --> 00:06:22.500]  分享的時候,我們同工都說
[00:06:22.500 --> 00:06:24.500]  是的,我們去過那裏,是有這樣一個人
[00:06:24.500 --> 00:06:28.500]  信耶穌是這樣的
[00:06:28.500 --> 00:06:32.500]  道種落在淺土,落在荊棘
[00:06:32.500 --> 00:06:34.500]  落在窄泥裏面,很多時候不能夠
[00:06:34.500 --> 00:06:36.500]  向下窄,結果是要忍耐
[00:06:36.500 --> 00:06:38.500]  有時間的
[00:06:38.500 --> 00:06:42.500]  聽到這裏
[00:06:42.500 --> 00:06:44.500]  很有興趣
[00:06:44.500 --> 00:06:46.500]  到底是不是真的那些道行那麼高
[00:06:46.500 --> 00:06:48.500]  是不是那麼好的
[00:06:48.500 --> 00:06:50.500]  我可以講一個寓言給你聽
[00:06:50.500 --> 00:06:54.500]  那個起身的女人
[00:06:54.500 --> 00:06:56.500]  將來肯定要死的
[00:06:56.500 --> 00:07:00.500]  或者將來都會病的
[00:07:00.500 --> 00:07:02.500]  我不是詛咒她,我是講寓言
[00:07:02.500 --> 00:07:04.500]  是不是
[00:07:04.500 --> 00:07:06.500]  等於你會知道
[00:07:06.500 --> 00:07:08.500]  人生按著定命
[00:07:08.500 --> 00:07:10.500]  必有一死,死後且有審判
[00:07:10.500 --> 00:07:12.500]  人的生老病死
[00:07:12.500 --> 00:07:14.500]  自從亞當犯罪之後
[00:07:14.500 --> 00:07:16.500]  已經是一個定局
[00:07:16.500 --> 00:07:20.500]  不過我們可以求神憐憫我們
[00:07:20.500 --> 00:07:22.500]  在痛楚裏面減輕一點
[00:07:22.500 --> 00:07:24.500]  求神憐憫我們
[00:07:24.500 --> 00:07:26.500]  讓我們知道我們不是今生
[00:07:26.500 --> 00:07:28.500]  活在這個世上
[00:07:28.500 --> 00:07:30.500]  我們是有永恆盼望的人
[00:07:30.500 --> 00:07:32.500]  弟兄姊妹
[00:07:32.500 --> 00:07:34.500]  祈禱不是一個
[00:07:34.500 --> 00:07:36.500]  宗教的儀式
[00:07:36.500 --> 00:07:38.500]  或者一個宗教的行為
[00:07:38.500 --> 00:07:42.500]  祈禱不是單單
[00:07:42.500 --> 00:07:44.500]  向上帝講說話
[00:07:44.500 --> 00:07:46.500]  或者聽聽上帝的聲音
[00:07:46.500 --> 00:07:48.500]  不僅是
[00:07:48.500 --> 00:07:50.500]  向上帝講說話
[00:07:50.500 --> 00:07:52.500]  去年年底做見證的弟兄姊妹
[00:07:52.500 --> 00:07:54.500]  都獲贈一本書叫
[00:07:54.500 --> 00:07:56.500]  《祈禱不僅是說話》
[00:07:56.500 --> 00:07:58.500]  不過那本書賣到斷版
[00:07:58.500 --> 00:08:00.500]  如果你想看
[00:08:00.500 --> 00:08:02.500]  去年年底做見證的
[00:08:02.500 --> 00:08:04.500]  祈禱不僅是說話
[00:08:04.500 --> 00:08:06.500]  上帝聽我說話
[00:08:06.500 --> 00:08:08.500]  祈禱不僅是
[00:08:08.500 --> 00:08:10.500]  屬靈生命的呼吸
[00:08:10.500 --> 00:08:12.500]  有人說呼吸
[00:08:12.500 --> 00:08:14.500]  比喻都不錯
[00:08:14.500 --> 00:08:16.500]  或者是一種運動
[00:08:16.500 --> 00:08:18.500]  因為祈禱
[00:08:18.500 --> 00:08:20.500]  是一個活人
[00:08:20.500 --> 00:08:22.500]  不是死人
[00:08:22.500 --> 00:08:24.500]  在這個行為上
[00:08:24.500 --> 00:08:26.500]  祈禱前
[00:08:26.500 --> 00:08:28.500]  到祈禱後
[00:08:28.500 --> 00:08:30.500]  在這三個階段中間
[00:08:30.500 --> 00:08:32.500]  如果他體驗
[00:08:32.500 --> 00:08:34.500]  體會和經歷了
[00:08:34.500 --> 00:08:36.500]  原來
[00:08:36.500 --> 00:08:38.500]  這個我所祈禱的對象
[00:08:38.500 --> 00:08:40.500]  是獨一的真神
[00:08:40.500 --> 00:08:44.500]  這個信念很重要
[00:08:44.500 --> 00:08:46.500]  耶和華神在先知耳塞
[00:08:46.500 --> 00:08:48.500]  口中向他的子民說
[00:08:48.500 --> 00:08:50.500]  你們給我哪一個
[00:08:50.500 --> 00:08:54.500]  我們的神是不是用金做的
[00:08:56.500 --> 00:08:58.500]  如果沒那麼多錢就用木做
[00:08:58.500 --> 00:09:00.500]  還有一些很厲害
[00:09:00.500 --> 00:09:02.500]  用石雕刻的
[00:09:02.500 --> 00:09:04.500]  用玉的也有
[00:09:04.500 --> 00:09:06.500]  不過我做到
[00:09:06.500 --> 00:09:08.500]  到目前為止我沒見過用鑽石做
[00:09:08.500 --> 00:09:12.500]  因為鑽石可能太硬
[00:09:12.500 --> 00:09:14.500]  行不行
[00:09:14.500 --> 00:09:16.500]  行嗎
[00:09:16.500 --> 00:09:18.500]  你們做鑽石出來
[00:09:18.500 --> 00:09:22.500]  我們的神
[00:09:22.500 --> 00:09:24.500]  他直接說你給我哪一個比較
[00:09:24.500 --> 00:09:26.500]  今天很多時候
[00:09:26.500 --> 00:09:28.500]  我們在信仰裏面
[00:09:28.500 --> 00:09:30.500]  我們不認識
[00:09:30.500 --> 00:09:32.500]  神是甚麼神
[00:09:32.500 --> 00:09:34.500]  他是創造天地萬物
[00:09:34.500 --> 00:09:36.500]  這裏說的說話
[00:09:36.500 --> 00:09:38.500]  和若白傑說的很相似
[00:09:38.500 --> 00:09:40.500]  是不是
[00:09:40.500 --> 00:09:42.500]  在歷史的神
[00:09:42.500 --> 00:09:44.500]  而是看著一代過去
[00:09:44.500 --> 00:09:46.500]  一代又來的神
[00:09:46.500 --> 00:09:48.500]  當我見到兒童詩班唱詩的時候
[00:09:48.500 --> 00:09:50.500]  我突然想起一件事
[00:09:50.500 --> 00:09:52.500]  若果主還沒回來
[00:09:52.500 --> 00:09:54.500]  30年後我應該也不在
[00:09:54.500 --> 00:09:56.500]  但可能他們
[00:09:56.500 --> 00:09:58.500]  由那裏站到那裏
[00:09:58.500 --> 00:10:00.500]  那班少年詩班
[00:10:00.500 --> 00:10:02.500]  如果他們還在主裏面的話
[00:10:02.500 --> 00:10:04.500]  是不是
[00:10:04.500 --> 00:10:06.500]  由那裏站就站在中間那裏
[00:10:06.500 --> 00:10:08.500]  這班人要移位了
[00:10:08.500 --> 00:10:10.500]  30年夠不夠
[00:10:10.500 --> 00:10:14.500]  很多人說夠
[00:10:14.500 --> 00:10:18.500]  一代過一代又來
[00:10:18.500 --> 00:10:20.500]  但是這些世代會改變
[00:10:20.500 --> 00:10:22.500]  輝煌都會過去
[00:10:22.500 --> 00:10:24.500]  但這個神有沒有改變
[00:10:24.500 --> 00:10:26.500]  沒有改變
[00:10:26.500 --> 00:10:28.500]  所以在25節裏面
[00:10:28.500 --> 00:10:30.500]  說我們有限的人
[00:10:30.500 --> 00:10:32.500]  用有限的思維
[00:10:32.500 --> 00:10:34.500]  去看一個無限的神
[00:10:34.500 --> 00:10:36.500]  其實真的很渺小很愚蠢
[00:10:36.500 --> 00:10:40.500]  刺不刺得起身
[00:10:40.500 --> 00:10:42.500]  就說他是不是神
[00:10:42.500 --> 00:10:44.500]  這樣的人的信仰
[00:10:44.500 --> 00:10:46.500]  是很危險的
[00:10:46.500 --> 00:10:48.500]  不要給那些異能
[00:10:48.500 --> 00:10:50.500]  用神即這個字
[00:10:50.500 --> 00:10:52.500]  不要給那些異能來動搖了
[00:10:52.500 --> 00:10:54.500]  你對這個神的信心
[00:10:54.500 --> 00:10:56.500]  摩西將朱棍
[00:10:56.500 --> 00:10:58.500]  扔下去的時候
[00:10:58.500 --> 00:11:00.500]  哪條蛇
[00:11:00.500 --> 00:11:02.500]  摩埃及地的術士
[00:11:02.500 --> 00:11:04.500]  都可以這樣做
[00:11:04.500 --> 00:11:06.500]  這個世界
[00:11:06.500 --> 00:11:08.500]  有靈界的
[00:11:08.500 --> 00:11:10.500]  惡者可不可以
[00:11:10.500 --> 00:11:12.500]  做一些為非作歹
[00:11:12.500 --> 00:11:14.500]  或者迷惑人的事
[00:11:14.500 --> 00:11:16.500]  肯定可以的
[00:11:16.500 --> 00:11:18.500]  最大的迷惑
[00:11:18.500 --> 00:11:20.500]  用金錢迷惑人
[00:11:20.500 --> 00:11:22.500]  但是感謝神
[00:11:22.500 --> 00:11:24.500]  當你清楚到誰是獨一無二的真神的時候
[00:11:24.500 --> 00:11:28.500]  問題在這裏
[00:11:28.500 --> 00:11:30.500]  你相信他
[00:11:30.500 --> 00:11:32.500]  不過
[00:11:32.500 --> 00:11:34.500]  很多時候做神的兒女
[00:11:34.500 --> 00:11:36.500]  問這個問題
[00:11:36.500 --> 00:11:38.500]  神看不看見
[00:11:38.500 --> 00:11:40.500]  所以這裏有說
[00:11:40.500 --> 00:11:42.500]  雅各雅尼為何說
[00:11:42.500 --> 00:11:44.500]  我道路向夜話為隱藏
[00:11:44.500 --> 00:11:46.500]  為何而我的冤屈神並不知道
[00:11:46.500 --> 00:11:48.500]  神呀
[00:11:48.500 --> 00:11:50.500]  你看不看見的
[00:11:50.500 --> 00:11:52.500]  他偶像看不看見你
[00:11:52.500 --> 00:11:54.500]  你擺他在這裏
[00:11:54.500 --> 00:11:56.500]  以為他看見你
[00:11:56.500 --> 00:11:58.500]  但神看不看見你你都不知道的嗎
[00:11:58.500 --> 00:12:00.500]  還有
[00:12:00.500 --> 00:12:02.500]  神理不理我的事
[00:12:02.500 --> 00:12:04.500]  這個是
[00:12:04.500 --> 00:12:06.500]  信徒最大的疑惑
[00:12:06.500 --> 00:12:08.500]  我病呀你知不知道的
[00:12:08.500 --> 00:12:10.500]  我有困難呀你知不知道的
[00:12:10.500 --> 00:12:12.500]  你理不理的
[00:12:12.500 --> 00:12:14.500]  所以在這段經文
[00:12:14.500 --> 00:12:16.500]  說到最後的時候
[00:12:16.500 --> 00:12:18.500]  他就告訴我們
[00:12:18.500 --> 00:12:20.500]  在二十八召說
[00:12:20.500 --> 00:12:22.500]  這個神創造地極的主
[00:12:22.500 --> 00:12:24.500]  並不疲乏也不困原
[00:12:24.500 --> 00:12:26.500]  他的智慧
[00:12:26.500 --> 00:12:28.500]  無法測度
[00:12:28.500 --> 00:12:30.500]  留心這個字
[00:12:30.500 --> 00:12:32.500]  他的想法和你的想法
[00:12:32.500 --> 00:12:34.500]  差得遠了
[00:12:34.500 --> 00:12:36.500]  你有沒有和小朋友玩過
[00:12:36.500 --> 00:12:38.500]  不過我現在發覺小朋友
[00:12:38.500 --> 00:12:40.500]  你和他玩的時候他可能比你厲害
[00:12:40.500 --> 00:12:42.500]  一般我們以為我們經驗比他好
[00:12:42.500 --> 00:12:44.500]  是不是
[00:12:44.500 --> 00:12:46.500]  有時候發覺
[00:12:46.500 --> 00:12:48.500]  智慧
[00:12:48.500 --> 00:12:50.500]  一比對下面
[00:12:50.500 --> 00:12:52.500]  真是有高有低
[00:12:52.500 --> 00:12:54.500]  請問我們和神的智慧
[00:12:54.500 --> 00:12:56.500]  比對的時候
[00:12:56.500 --> 00:12:58.500]  你又信得過他的時候
[00:12:58.500 --> 00:13:00.500]  你會不會有時候覺得
[00:13:00.500 --> 00:13:02.500]  神沒有你這麼精明
[00:13:02.500 --> 00:13:04.500]  我精打細算
[00:13:04.500 --> 00:13:06.500]  你都好像不行
[00:13:06.500 --> 00:13:08.500]  我的計劃是這樣的時候
[00:13:08.500 --> 00:13:10.500]  你不可以對著
[00:13:10.500 --> 00:13:12.500]  照我的計劃做就搞定
[00:13:12.500 --> 00:13:16.500]  你看小朋友就知道
[00:13:16.500 --> 00:13:18.500]  當你一個
[00:13:18.500 --> 00:13:20.500]  很愛他
[00:13:20.500 --> 00:13:22.500]  你自己有能力的時候
[00:13:22.500 --> 00:13:24.500]  看到他一些行為的時候
[00:13:24.500 --> 00:13:26.500]  你想矯正他
[00:13:26.500 --> 00:13:28.500]  他那種反叛那種潑逆的時候
[00:13:28.500 --> 00:13:30.500]  你覺得他真的很蠢
[00:13:30.500 --> 00:13:32.500]  當然你是愛他那些人
[00:13:32.500 --> 00:13:34.500]  今日
[00:13:34.500 --> 00:13:36.500]  利爾索亞說
[00:13:36.500 --> 00:13:38.500]  神知不知道
[00:13:38.500 --> 00:13:40.500]  所以最後他舉了一句說話
[00:13:40.500 --> 00:13:42.500]  就是疲乏的是他的潛能力
[00:13:42.500 --> 00:13:44.500]  軟弱的是他的家力量
[00:13:44.500 --> 00:13:46.500]  少年人都要
[00:13:46.500 --> 00:13:48.500]  疲乏困倦
[00:13:48.500 --> 00:13:50.500]  強壯的亦必全然跌倒
[00:13:50.500 --> 00:13:52.500]  第三十一節
[00:13:52.500 --> 00:13:54.500]  一起讀
[00:13:54.500 --> 00:13:56.500]  但那等候耶和華的
[00:13:56.500 --> 00:13:58.500]  必重新得力
[00:14:04.500 --> 00:14:06.500]  等候耶和華
[00:14:06.500 --> 00:14:10.500]  在神的作為裏面
[00:14:10.500 --> 00:14:12.500]  我們日日時時都在進行中
[00:14:12.500 --> 00:14:14.500]  特別在宇宙裏面
[00:14:14.500 --> 00:14:16.500]  在你的身上
[00:14:16.500 --> 00:14:18.500]  在你的身邊
[00:14:18.500 --> 00:14:20.500]  問題是直到你真正體會
[00:14:20.500 --> 00:14:22.500]  經歷
[00:14:22.500 --> 00:14:24.500]  那你才會見證
[00:14:24.500 --> 00:14:26.500]  請問有什麼時刻
[00:14:26.500 --> 00:14:28.500]  會令到你真正體會
[00:14:28.500 --> 00:14:30.500]  經歷
[00:14:30.500 --> 00:14:32.500]  神是一位這麼偉大的神
[00:14:32.500 --> 00:14:34.500]  除了讀經
[00:14:34.500 --> 00:14:36.500]  思想上有明白之外
[00:14:36.500 --> 00:14:38.500]  最大一個
[00:14:38.500 --> 00:14:40.500]  體會的時刻
[00:14:40.500 --> 00:14:42.500]  就是當你學習到
[00:14:42.500 --> 00:14:44.500]  去祈禱的時候
[00:14:44.500 --> 00:14:46.500]  很多信徒
[00:14:46.500 --> 00:14:48.500]  我想包括我自己在內
[00:14:48.500 --> 00:14:50.500]  都是自己沒辦法的時候
[00:14:50.500 --> 00:14:52.500]  向神像禱告
[00:14:52.500 --> 00:14:54.500]  做自己以為有能力做的時候
[00:14:54.500 --> 00:14:56.500]  都不會去靠上帝
[00:14:56.500 --> 00:14:58.500]  當你向禱告之後
[00:14:58.500 --> 00:15:00.500]  發覺搞定了
[00:15:00.500 --> 00:15:02.500]  就是這樣
[00:15:02.500 --> 00:15:08.500]  當我們能夠識得具體
[00:15:08.500 --> 00:15:10.500]  安靜禱告交託給神之後
[00:15:10.500 --> 00:15:12.500]  你才會能夠體驗到
[00:15:12.500 --> 00:15:14.500]  認識這個神是一個什麼神
[00:15:14.500 --> 00:15:18.500]  我們是憑信心
[00:15:18.500 --> 00:15:20.500]  來到神的面前
[00:15:20.500 --> 00:15:24.500]  人非有信
[00:15:24.500 --> 00:15:26.500]  就不能得神的喜悅
[00:15:26.500 --> 00:15:28.500]  因為到神面前來的人
[00:15:28.500 --> 00:15:30.500]  必須信有神
[00:15:30.500 --> 00:15:32.500]  並且相信祂會賞賜
[00:15:32.500 --> 00:15:34.500]  那些尋求祂的人
[00:15:34.500 --> 00:15:36.500]  這個信就是一個
[00:15:36.500 --> 00:15:38.500]  完全的信賴
[00:15:38.500 --> 00:15:40.500]  不是只是頭腦上
[00:15:40.500 --> 00:15:42.500]  知不知道
[00:15:42.500 --> 00:15:44.500]  意思就是說
[00:15:44.500 --> 00:15:46.500]  不會錯的了
[00:15:46.500 --> 00:15:48.500]  一定沒問題的了
[00:15:48.500 --> 00:15:50.500]  這樣你才去嘛
[00:15:50.500 --> 00:15:52.500]  但你以為我去就50/50
[00:15:52.500 --> 00:15:54.500]  可以就來囉
[00:15:54.500 --> 00:15:56.500]  不行就過主去隔離
[00:15:56.500 --> 00:15:58.500]  No
[00:15:58.500 --> 00:16:00.500]  人到神的面前必須信有神
[00:16:00.500 --> 00:16:02.500]  這樣的人
[00:16:02.500 --> 00:16:04.500]  才可以得到上帝的喜悅
[00:16:04.500 --> 00:16:08.500]  那我基於什麼信啊
[00:16:08.500 --> 00:16:10.500]  基於神的說話
[00:16:10.500 --> 00:16:12.500]  基於聖靈將這個信
[00:16:12.500 --> 00:16:14.500]  放在我裡面
[00:16:14.500 --> 00:16:16.500]  基於很多時候我看到弟兄姊妹的經歷
[00:16:16.500 --> 00:16:18.500]  都令我覺得
[00:16:18.500 --> 00:16:20.500]  神是值得可信的
[00:16:20.500 --> 00:16:22.500]  信和我相通交互
[00:16:22.500 --> 00:16:24.500]  好了
[00:16:24.500 --> 00:16:26.500]  這個信的時候我們去到主的面前祈求
[00:16:26.500 --> 00:16:28.500]  有沒有害怕啊
[00:16:28.500 --> 00:16:30.500]  有時候都會有的
[00:16:30.500 --> 00:16:32.500]  不過大部分的人
