
[00:00:00.000 --> 00:00:03.020]  讓我們在聆聽神的話語之先
[00:04:18.100 --> 00:04:20.740]  九點五百秒大概多久呢?
[00:04:20.740 --> 00:04:22.340]  剛剛我說的那番話
[00:04:22.340 --> 00:04:23.620]  就是九點五百秒
[00:04:23.620 --> 00:04:24.580]  有多了
[00:04:24.580 --> 00:04:27.740]  但是已經有人可以跑完一百米了
[00:04:27.740 --> 00:04:29.740]  這個紀錄
[00:04:29.740 --> 00:04:33.220]  就是由亞馬遮的一個選手
[00:04:33.220 --> 00:04:35.820]  在2009年的8月16日
[00:04:35.820 --> 00:04:37.700]  世界田徑賽裡面
[00:04:37.700 --> 00:04:38.860]  創造出來的
[00:04:38.860 --> 00:04:40.020]  到現在
[00:04:40.020 --> 00:04:43.180]  都還沒有人破了這個紀錄
[00:04:43.180 --> 00:04:44.380]  九點五百秒
[00:04:44.380 --> 00:04:47.900]  但是長跑就不同了
[00:04:47.900 --> 00:04:49.340]  如果長跑
[00:04:49.340 --> 00:04:52.100]  是用短跑的方法進行的話
[00:04:52.100 --> 00:04:53.500]  大家可以想像
[00:04:53.500 --> 00:04:54.780]  會怎麼樣呢?
[00:04:54.780 --> 00:04:56.500]  嘩!砰一聲
[00:04:56.500 --> 00:04:58.580]  最初那幾百米衝得很快
[00:04:58.580 --> 00:05:00.820]  但是相信之後沒什麼氣
[00:05:00.820 --> 00:05:02.820]  就會停下來
[00:05:02.820 --> 00:05:06.940]  長跑就需要講求耐力
[00:05:06.940 --> 00:05:10.860]  也要注意呼吸的方式
[00:05:10.860 --> 00:05:13.220]  讓自己有足夠的氣力
[00:05:13.220 --> 00:05:14.660]  可以跑不全程
[00:05:14.660 --> 00:05:19.620]  我們在香港近十年八載
[00:05:19.620 --> 00:05:22.700]  有很多人都喜歡一年一度的盛事
[00:05:22.700 --> 00:05:24.860]  就是跑馬拉松
[00:05:24.860 --> 00:05:27.340]  這個馬拉松有多長呢?
[00:05:27.340 --> 00:05:29.820]  有國際的標準
[00:05:29.820 --> 00:05:31.580]  42.195公里
[00:05:31.580 --> 00:05:34.260]  有些人當然跑不了這麼多
[00:05:34.260 --> 00:05:36.180]  大概跑十公里
[00:05:36.180 --> 00:05:40.460]  你需要有足夠的耐力
[00:05:40.460 --> 00:05:41.260]  韌力
[00:05:41.260 --> 00:05:44.980]  才能夠完成長跑
[00:05:45.580 --> 00:05:48.620]  一個人對上帝的虔誠
[00:05:48.620 --> 00:05:49.780]  忠心
[00:05:49.780 --> 00:05:52.140]  其實也像長跑一樣
[00:05:52.140 --> 00:05:54.660]  也是一種耐力的考驗
[00:05:54.660 --> 00:05:57.660]  絕對不能夠是三分鐘的熱度
[00:05:57.660 --> 00:05:59.340]  突然之間熱心
[00:05:59.340 --> 00:06:01.540]  突然之間虔誠
[00:06:01.540 --> 00:06:03.620]  發揮一下爆炸力
[00:06:03.620 --> 00:06:07.100]  讓人看到你每件事都去參與
[00:06:07.100 --> 00:06:10.620]  每一件事情你都去做
[00:06:10.620 --> 00:06:12.620]  每一個聚會你也到
[00:06:12.940 --> 00:06:16.060]  只不過是維持一個短的時間的話
[00:06:16.060 --> 00:06:20.580]  這個絕對說不上是一種真正的虔誠
[00:06:20.580 --> 00:06:22.940]  只不過可能是三分鐘的熱度
[00:06:22.940 --> 00:06:25.860]  很快就已經停下來
[00:06:25.860 --> 00:06:28.860]  今天因為是敬老主日
[00:06:28.860 --> 00:06:32.620]  很想跟領子妹從聖經當中
[00:06:32.620 --> 00:06:33.980]  去分享
[00:06:33.980 --> 00:06:37.020]  在聖經裡面有兩位人物
[00:06:37.020 --> 00:06:38.500]  都是長者
[00:06:38.500 --> 00:06:41.980]  在他們的生命裡面去示範
[00:06:41.980 --> 00:06:44.940]  什麼叫做終身的敬虔
[00:06:44.940 --> 00:06:46.500]  不是三分鐘的熱度
[00:06:46.500 --> 00:06:48.260]  不是一個短的時間
[00:06:48.260 --> 00:06:51.020]  是在整個人生當中
[00:06:51.020 --> 00:06:55.300]  他們都是來持守著這種敬虔的生活
[00:06:55.300 --> 00:06:56.940]  有敬虔的榜樣
[00:06:56.940 --> 00:06:59.700]  對我們來說是十分有意思的
[00:06:59.700 --> 00:07:03.580]  這段經文就是我們剛剛聽到的
[00:07:03.580 --> 00:07:06.060]  在《路加福音》的第二章
[00:07:06.060 --> 00:07:08.820]  二十五到第三十八節
[00:07:09.340 --> 00:07:15.460]  這段經文出現在耶穌出生不久之後發生的
[00:07:15.460 --> 00:07:20.700]  按照著猶太人的規定
[00:07:20.700 --> 00:07:23.460]  律法的要求
[00:07:23.460 --> 00:07:28.580]  在一個小孩子出生滿了四十天之後
[00:07:28.580 --> 00:07:32.220]  也就是在第二十二節裡面
[00:07:32.220 --> 00:07:33.420]  大家會看到
[00:07:33.420 --> 00:07:36.540]  就是按照著摩西的律法
[00:07:36.540 --> 00:07:38.300]  滿了潔淨的日子
[00:07:38.500 --> 00:07:41.060]  耶穌的父母
[00:07:41.060 --> 00:07:42.380]  約瑟和瑪利亞
[00:07:42.380 --> 00:07:45.020]  就帶著耶穌上耶路撒冷
[00:07:45.020 --> 00:07:47.100]  要將祂獻給主
[00:07:47.100 --> 00:07:50.220]  他們就按照著這樣的要求
[00:07:50.220 --> 00:07:53.180]  滿了四十天的時間
[00:07:53.180 --> 00:07:58.260]  當他們帶著耶穌上到耶路撒冷的時候
[00:07:58.260 --> 00:08:03.500]  接著就出現了我們今天所讀所聽到的經文
[00:08:03.500 --> 00:08:06.900]  首先在這段經文裡面
[00:08:06.900 --> 00:08:10.460]  就第二十五節到第三十五節
[00:08:10.460 --> 00:08:13.180]  是介紹第一位的長者
[00:08:13.180 --> 00:08:15.740]  第一位我們要認識的人物
[00:08:15.740 --> 00:08:20.620]  這個人叫做西冕
[00:08:20.620 --> 00:08:24.740]  在聖經裡面怎麼介紹他
[00:08:24.740 --> 00:08:26.020]  怎麼形容他呢?
[00:08:26.020 --> 00:08:28.660]  首先說說地點
[00:08:28.660 --> 00:08:31.140]  就說在耶路撒冷有一個人
[00:08:31.140 --> 00:08:32.780]  就叫做西冕
[00:08:32.780 --> 00:08:36.140]  這個人又公義又虔誠
[00:08:36.140 --> 00:08:39.460]  這是聖經的介紹
[00:08:39.460 --> 00:08:41.820]  又公義又虔誠
[00:08:41.820 --> 00:08:43.500]  大家可以想想
[00:08:43.500 --> 00:08:47.060]  一個人可不可能又公義
[00:08:47.060 --> 00:08:48.660]  但是不虔誠呢?
[00:08:48.660 --> 00:08:50.700]  可能也可以的
[00:08:50.700 --> 00:08:54.500]  因為可能他不是一個認識神的人
[00:08:54.500 --> 00:08:57.180]  不認識神的人不代表不公義
[00:08:57.180 --> 00:09:01.020]  他仍然會有一些所謂公義的標準
[00:09:01.020 --> 00:09:01.860]  也可以的
[00:09:01.860 --> 00:09:03.380]  他履行公義
[00:09:03.380 --> 00:09:05.020]  但是可能還沒有認識神
[00:09:05.020 --> 00:09:06.900]  所以他可以是一個又公義
[00:09:06.900 --> 00:09:09.820]  卻不可以稱得上虔誠的人
[00:09:09.820 --> 00:09:11.620]  但是反過來
[00:09:11.620 --> 00:09:15.100]  可不可能有一個人是虔誠
[00:09:15.100 --> 00:09:16.620]  不過不公義呢?
[00:09:16.620 --> 00:09:18.700]  這件事情就不太行了
[00:09:18.700 --> 00:09:20.620]  你虔誠的人
[00:09:20.620 --> 00:09:23.620]  對上帝一個忠誠的人
[00:09:23.620 --> 00:09:25.700]  不可能是不公義的
[00:09:25.700 --> 00:09:27.100]  是說不過去的
[00:09:27.100 --> 00:09:30.340]  你沒有按照上帝的標準
[00:09:30.340 --> 00:09:31.580]  來生活
[00:09:31.580 --> 00:09:33.740]  你就不公義了
[00:09:33.740 --> 00:09:36.740]  怎麼可能說得上是一個虔誠的人呢?
[00:09:36.740 --> 00:09:37.820]  好了
[00:09:37.820 --> 00:09:40.540]  所以在西冕這個人來說
[00:09:40.540 --> 00:09:42.020]  他兩樣東西都有
[00:09:42.020 --> 00:09:43.660]  他是一個公義的人
[00:09:43.660 --> 00:09:45.780]  也是一個認識神的人
[00:09:45.780 --> 00:09:49.460]  而且是被評價為虔誠的
[00:09:49.460 --> 00:09:53.140]  那麼他的公義和虔誠在哪裡可以看到呢?
[00:09:53.140 --> 00:09:56.100]  其實在聖經當中
[00:09:56.100 --> 00:09:58.580]  除了《路加福音》之外
[00:09:58.580 --> 00:10:02.380]  沒有其他地方介紹這位西冕
[00:10:02.380 --> 00:10:05.380]  所以我們不知道他究竟做了什麼事情
[00:10:05.380 --> 00:10:10.180]  是能夠被聖經評價為一個又公義又虔誠的人
[00:10:10.180 --> 00:10:11.580]  但是很肯定
[00:10:11.580 --> 00:10:16.060]  聖經裡面一定不會隨便來吹捧一個人
[00:10:16.060 --> 00:10:18.580]  當那個人有問題的時候
[00:10:18.580 --> 00:10:21.020]  也會指出他那個問題所在
[00:10:21.020 --> 00:10:23.300]  但是如果那個人值得稱讚的話
[00:10:23.300 --> 00:10:27.060]  在聖經裡面也會很清楚地顯示出來
[00:10:27.060 --> 00:10:28.780]  那麼看來
[00:10:29.180 --> 00:10:32.460]  這個又公義又虔誠的西冕
[00:10:32.460 --> 00:10:36.980]  他很肯定就是從其他人來看
[00:10:36.980 --> 00:10:40.140]  他處事很公正
[00:10:40.140 --> 00:10:44.300]  也追求在很多事情上都有公義
[00:10:44.300 --> 00:10:46.900]  是人對他的評價
[00:10:46.900 --> 00:10:48.300]  一種欣賞
[00:10:48.300 --> 00:10:50.220]  那麼可以說
[00:10:50.220 --> 00:10:52.820]  就算是對於教外的人
[00:10:52.820 --> 00:10:54.740]  也對他有肯定的
[00:10:54.740 --> 00:10:56.140]  另外
[00:10:56.140 --> 00:10:57.260]  說虔誠
[00:10:57.260 --> 00:10:58.180]  很明顯了
[00:10:58.180 --> 00:11:02.380]  就是他應該經常在聖殿出現
[00:11:02.380 --> 00:11:05.940]  而在聖經裡面有一點點的註腳
[00:11:05.940 --> 00:11:07.460]  去說他那種虔誠
[00:11:07.460 --> 00:11:11.700]  就是他素常盼望以色列的安慰者來到
[00:11:11.700 --> 00:11:14.300]  又有聖靈在他身上
[00:11:14.300 --> 00:11:17.300]  作為一個猶太人
[00:11:17.300 --> 00:11:21.940]  他們去渴望那位叫做以色列的安慰者
[00:11:21.940 --> 00:11:22.980]  為什麼呢?
[00:11:22.980 --> 00:11:25.220]  因為在耶穌的時代
[00:11:25.340 --> 00:11:29.740]  以色列只不過是羅馬帝國裡面其中一個殖民地
[00:11:29.740 --> 00:11:33.860]  他們的國家基本上已經被滅亡了
[00:11:33.860 --> 00:11:36.060]  一段相當長的時間
[00:11:36.060 --> 00:11:40.380]  他們只有享受過短暫相對獨立的身份
[00:11:40.380 --> 00:11:45.540]  但基本上仍然是被不同的帝國來管理過
[00:11:45.540 --> 00:11:47.420]  包括有巴比倫
[00:11:47.420 --> 00:11:48.300]  有馬代
[00:11:48.300 --> 00:11:49.340]  有波斯
[00:11:49.340 --> 00:11:51.860]  到了耶穌的時代就是羅馬帝國
[00:11:52.300 --> 00:11:55.460]  因此這位以色列的安慰者
[00:11:55.460 --> 00:11:58.820]  要來將以色列復興
[00:11:58.820 --> 00:12:01.940]  成為了以色列百姓的拯救
[00:12:01.940 --> 00:12:06.940]  而西勉就是經常等待這個人會來到
[00:12:06.940 --> 00:12:08.100]  為什麼呢?
[00:12:08.100 --> 00:12:10.540]  因為這樣的緣故就說他是虔誠呢?
[00:12:10.540 --> 00:12:13.140]  因為有很多人
[00:12:13.140 --> 00:12:14.940]  當等著等著
[00:12:14.940 --> 00:12:17.740]  都看不到所說的事情發生
[00:12:17.740 --> 00:12:19.420]  可能就會懷疑了
[00:12:19.740 --> 00:12:22.940]  會懷疑究竟這個預言是不是真的呢?
[00:12:22.940 --> 00:12:25.060]  究竟神是不是真的呢?
[00:12:25.060 --> 00:12:27.900]  特別是對於我們今天有很多的人來說
[00:12:27.900 --> 00:12:29.620]  我們要眼見
[00:12:29.620 --> 00:12:32.020]  才相信是真的
[00:12:32.020 --> 00:12:34.100]  所以如果告訴你
[00:12:34.100 --> 00:12:37.100]  將會有一個這樣的人物出現
[00:12:37.100 --> 00:12:39.260]  但是說了很久他都不來
[00:12:39.260 --> 00:12:41.180]  那可能你會覺得是騙人
[00:12:41.180 --> 00:12:43.180]  不是真實的
[00:12:43.180 --> 00:12:44.660]  只不過是哄人而已
[00:12:44.660 --> 00:12:47.580]  但是這位西勉
[00:12:47.580 --> 00:12:49.940]  他很肯定、很相信
[00:12:49.940 --> 00:12:52.260]  這位以色列安慰者
[00:12:52.260 --> 00:12:53.940]  從舊約的預言
[00:12:53.940 --> 00:12:55.740]  從先知裡面所說的
[00:12:55.740 --> 00:12:56.740]  是會出現的
[00:12:56.740 --> 00:13:00.420]  因此他就經常來等待這個人
[00:13:00.420 --> 00:13:03.780]  因此在聖經裡面就說他是虔誠
[00:13:03.780 --> 00:13:06.620]  因為他對上帝的信心
[00:13:06.620 --> 00:13:09.060]  又有聖靈在他身上
[00:13:09.060 --> 00:13:12.380]  那怎麼看得出有聖靈在他身上呢?
[00:13:12.380 --> 00:13:13.580]  當然了
[00:13:13.580 --> 00:13:16.060]  今天如果作為牧師我一看
[00:13:16.780 --> 00:13:18.620]  我會看到有多少人
[00:13:18.620 --> 00:13:20.700]  有聖靈在他身上呢?
[00:13:20.700 --> 00:13:23.220]  就算牧師照一下自己的鏡子
[00:13:23.220 --> 00:13:24.700]  也不是立刻說到
[00:13:24.700 --> 00:13:26.740]  有聖靈在我身上
[00:13:26.740 --> 00:13:28.860]  那可能
[00:13:28.860 --> 00:13:33.500]  從一些我們叫做外顯的事情
[00:13:33.500 --> 00:13:35.060]  我們可以說到有一個人
[00:13:35.060 --> 00:13:36.660]  他有聖靈在他身上
[00:13:36.660 --> 00:13:41.580]  譬如他有聖靈所賜一些的恩賜能力
[00:13:41.580 --> 00:13:44.540]  其中有些人追求的是什麼呢?
[00:13:44.540 --> 00:13:46.100]  可能是講方言
[00:13:46.100 --> 00:13:49.020]  翻方言、有醫治等等
[00:13:49.020 --> 00:13:50.220]  這些能力
[00:13:50.220 --> 00:13:53.260]  很明顯他有聖靈在他身上
[00:13:53.260 --> 00:13:54.780]  除此之外
[00:13:54.780 --> 00:13:56.740]  我們在聖經當中知道
[00:13:56.740 --> 00:13:58.780]  聖靈所結的果子
[00:13:58.780 --> 00:14:01.580]  不是一些我們眼見的行動
[00:14:01.580 --> 00:14:03.660]  而是一些生命的質素
[00:14:03.660 --> 00:14:05.660]  人內喜樂和平
[00:14:05.660 --> 00:14:07.060]  忍耐恩慈良善
[00:14:07.060 --> 00:14:08.500]  信實溫柔節制
[00:14:08.500 --> 00:14:10.020]  有九樣東西
[00:14:10.020 --> 00:14:12.700]  就讓我們看到這個人
[00:14:12.700 --> 00:14:14.380]  他的生命特質
[00:14:14.380 --> 00:14:17.180]  是讓我們很欣賞
[00:14:17.180 --> 00:14:18.540]  很羨慕
[00:14:18.540 --> 00:14:21.420]  因此就可以告訴別人
[00:14:21.420 --> 00:14:23.780]  這個人有聖靈在他身上
[00:14:23.780 --> 00:14:25.380]  可以這麼說
[00:14:25.380 --> 00:14:26.500]  就是說
[00:14:26.500 --> 00:14:28.300]  差不多這個西面
[00:14:28.300 --> 00:14:29.980]  無論在人的眼中
[00:14:29.980 --> 00:14:31.380]  在神的眼中
[00:14:31.380 --> 00:14:34.540]  似乎都是一個很完全的人
[00:14:34.540 --> 00:14:35.860]  完全到一個地步
[00:14:35.860 --> 00:14:36.700]  我們就說
[00:14:36.700 --> 00:14:39.020]  這麼完全的人通常都是一種遺憾
[00:14:39.020 --> 00:14:40.900]  怎麼可能會這麼完全呢?
[00:14:40.900 --> 00:14:41.940]  不過呢
[00:14:41.940 --> 00:14:43.660]  當然可能他不是
[00:14:43.940 --> 00:14:44.660]  就是
[00:14:44.660 --> 00:14:46.860]  從年輕到年老都是這樣
[00:14:46.860 --> 00:14:48.300]  可能是經過一個歷程
[00:14:48.300 --> 00:14:49.660]  到了這個階段
[00:14:49.660 --> 00:14:51.700]  在人在神的眼中
[00:14:51.700 --> 00:14:54.580]  這個人都是非常難得的
[00:14:54.580 --> 00:14:58.180]  而他得到聖靈的啟示
[00:14:58.180 --> 00:14:59.020]  是什麼呢?
[00:14:59.020 --> 00:15:01.380]  就是知道自己在未死之前
[00:15:01.380 --> 00:15:03.580]  必看見主所立的基督
[00:15:03.580 --> 00:15:05.860]  這個就真的很重要
[00:15:05.860 --> 00:15:08.380]  如果我能夠知道
[00:15:08.380 --> 00:15:10.100]  在我未死之前
[00:15:10.100 --> 00:15:12.540]  有一件事會必定發生的話
[00:15:13.060 --> 00:15:15.380]  我相信是非常重要的
[00:15:15.380 --> 00:15:17.500]  其實今天有很多人都是
[00:15:17.500 --> 00:15:21.340]  很想知道自己將來會怎麼樣
[00:15:21.340 --> 00:15:24.220]  如果沒有什麼人想知道的話
[00:15:24.220 --> 00:15:25.820]  我們相信
[00:15:25.820 --> 00:15:28.420]  很多講獎賞
[00:15:28.420 --> 00:15:30.900]  講星座等等的書
[00:15:30.900 --> 00:15:32.220]  就沒有人去買了
[00:15:32.220 --> 00:15:34.620]  為什麼會有這麼多人很希望
[00:15:34.620 --> 00:15:36.980]  去知道自己所謂的運程呢?
[00:15:36.980 --> 00:15:39.180]  就是當我知道運程的時候
[00:15:39.180 --> 00:15:41.340]  我就不會這麼敝履了
[00:15:41.340 --> 00:15:43.420]  因為我現在每一件事都不妥當
[00:15:43.420 --> 00:15:45.780]  如果我知道自己將來會怎麼樣
[00:15:45.780 --> 00:15:47.580]  我就很安心了
[00:15:47.580 --> 00:15:49.500]  現在買房子也好,不買房子也好
[00:15:49.500 --> 00:15:50.860]  我現在努力一點也好
[00:15:50.860 --> 00:15:51.980]  還是享受一點也好
[00:15:51.980 --> 00:15:53.860]  我知道我的運程的時候
[00:15:53.860 --> 00:15:57.260]  這一切自然而然可以解決
[00:15:57.260 --> 00:15:59.340]  我不需要去關心
[00:15:59.340 --> 00:16:01.020]  也不需要去擔心
[00:16:01.020 --> 00:16:03.340]  很多人都是這樣
[00:16:03.340 --> 00:16:05.180]  但是西面
[00:16:05.180 --> 00:16:06.540]  他所想的
[00:16:06.540 --> 00:16:09.540]  並不是一些物質的享受
[00:16:09.540 --> 00:16:12.780]  也不是跟自己個人有關
[00:16:12.780 --> 00:16:15.620]  他所等待所渴望的
[00:16:15.620 --> 00:16:18.020]  是跟整個民族有關的
[00:16:18.020 --> 00:16:21.780]  是跟上帝的預言是否應驗有關的
[00:16:21.780 --> 00:16:23.940]  而他得到的啟示就是
[00:16:23.940 --> 00:16:25.860]  他一直所等待的
[00:16:25.860 --> 00:16:27.260]  終有一天
[00:16:27.260 --> 00:16:29.340]  在他離世以前
[00:16:29.340 --> 00:16:32.100]  他可以親眼見得到
[00:16:32.100 --> 00:16:35.620]  就是說他畢生最大的心願
[00:16:35.620 --> 00:16:37.380]  能夠得到滿足
[00:16:38.820 --> 00:16:39.820]  大家想想
[00:16:39.820 --> 00:16:43.180]  如果你畢生的心願
[00:16:43.180 --> 00:16:45.100]  是可以賺到很多很多錢
[00:16:45.100 --> 00:16:46.980]  可能有一天你賺到了
[00:16:46.980 --> 00:16:48.500]  那怎麼辦呢?
[00:16:48.500 --> 00:16:51.660]  下一刻不知道真的該怎麼辦
[00:16:51.660 --> 00:16:55.420]  因為在今天這個科技的世界裡面
[00:16:55.420 --> 00:16:58.060]  有些人在三十歲之前
[00:16:58.060 --> 00:17:02.420]  可能已經完成了有些人畢生所期待的
[00:17:02.420 --> 00:17:05.380]  就是能夠有很大很大的財富
[00:17:05.740 --> 00:17:08.940]  所以大概在十幾年前
[00:17:08.940 --> 00:17:11.820]  有一個科網泡沫的時候
[00:17:11.820 --> 00:17:14.740]  在矽谷裡面有很多年輕人
[00:17:14.740 --> 00:17:16.420]  他們一夜之間
[00:17:16.420 --> 00:17:19.580]  他們的財富是暴漲
[00:17:19.580 --> 00:17:21.740]  跳了不知道多少百倍
[00:17:21.740 --> 00:17:25.780]  他們在三十歲之前已經完成了
[00:17:25.780 --> 00:17:27.660]  很多人要努力一生
[00:17:27.660 --> 00:17:29.940]  所希望追求到的財富
[00:17:29.940 --> 00:17:31.940]  結果他們患了一種病
[00:17:31.940 --> 00:17:33.540]  叫做暴富症
[00:17:33.900 --> 00:17:36.620]  突然之間賺到很多很多錢
[00:17:36.620 --> 00:17:38.940]  人生下一刻還要做些什麼呢?
[00:17:38.940 --> 00:17:41.620]  再繼續賺很多錢也沒有意思了
[00:17:41.620 --> 00:17:45.300]  結果有些人就想到了
[00:17:45.300 --> 00:17:48.860]  有什麼方式可以幫助這些患暴富症的人呢?
[00:17:48.860 --> 00:17:50.700]  就是幫他們多花點錢
[00:17:50.700 --> 00:17:53.140]  因為財散人安樂
[00:17:53.140 --> 00:17:56.300]  結果他們不是做很複雜的事情
[00:17:56.300 --> 00:17:58.060]  就給很多錢
[00:17:58.060 --> 00:18:02.340]  找一些心理專家跟他們聊天
[00:18:02.340 --> 00:18:03.660]  解了他們的結
[00:18:03.820 --> 00:18:06.980]  因為給了這麼多錢之後覺得安樂一點
[00:18:06.980 --> 00:18:09.860]  就平衡一下自己的心態
[00:18:09.860 --> 00:18:13.180]  那麼畢生的心願
[00:18:13.180 --> 00:18:14.420]  會是什麼呢?
