
[00:00:00.000 --> 00:00:02.080]  各位頂尖的我們到了七月份
[00:01:46.080 --> 00:01:48.160]  他們就立刻捨了網
[00:01:48.160 --> 00:01:49.880]  跟從他」
[00:01:49.880 --> 00:01:53.320]  而《馬太福音》第三章十三至十五節說
[00:01:53.320 --> 00:01:54.320]  「耶穌上了山
[00:01:54.320 --> 00:01:56.480]  把自己所要的人召來
[00:01:56.480 --> 00:01:58.440]  他們就來到他那裡
[00:01:58.440 --> 00:02:00.440]  於是他設立十二個人
[00:02:00.440 --> 00:02:02.320]  又稱他們為仕徒
[00:02:02.320 --> 00:02:04.760]  要他們常和自己同在
[00:02:04.760 --> 00:02:07.120]  也要差他們去傳道
[00:02:07.120 --> 00:02:08.920]  並給他們權柄
[00:02:08.920 --> 00:02:09.920]  趕鬼」
[00:02:09.920 --> 00:02:14.200]  等著我們今天要看一個很重要的主題
[00:02:14.200 --> 00:02:15.600]  也是我們每個基督徒
[00:02:15.600 --> 00:02:17.360]  今天我們領受了福音之後
[00:02:17.360 --> 00:02:19.560]  耶穌基督對我們的一個呼召
[00:02:19.560 --> 00:02:22.920]  就是「作主門徒」的呼召
[00:02:22.920 --> 00:02:26.280]  有時候我們對呼召這個名稱
[00:02:26.280 --> 00:02:28.200]  有時候會有些誤解
[00:02:28.200 --> 00:02:30.760]  我有沒有神的呼召
[00:02:30.760 --> 00:02:33.320]  特別去做某一件事呢?
[00:02:33.320 --> 00:02:37.520]  我們覺得這些特別的呼召
[00:02:37.520 --> 00:02:38.520]  有些呼召
[00:02:38.520 --> 00:02:40.800]  我去做傳道人
[00:02:40.800 --> 00:02:41.800]  或者呼召
[00:02:41.800 --> 00:02:45.640]  你在某個崗位裡面去做某些工作
[00:02:45.640 --> 00:02:46.960]  或者最近
[00:02:46.960 --> 00:02:49.040]  我感謝主祭President一位弟兄
[00:02:49.040 --> 00:02:50.880]  蒙上帝的呼召
[00:02:50.880 --> 00:02:54.680]  全世界的宗教神學院裡面去進修
[00:02:54.680 --> 00:02:56.920]  這些都是一些特別的呼召
[00:02:56.920 --> 00:03:00.040]  但是有一些對每一個基督徒的
[00:03:00.040 --> 00:03:03.440]  我們所謂的General Calling
[00:03:03.440 --> 00:03:06.840]  每一個基督徒都應該去做的一些事情
[00:03:06.840 --> 00:03:08.240]  其中一件事就是
[00:03:08.240 --> 00:03:12.200]  耶穌基督呼召我們每一個「作主門徒」
[00:03:12.200 --> 00:03:14.120]  John Maxwell
[00:03:14.120 --> 00:03:15.280]  我想大家都很熟悉的
[00:03:15.280 --> 00:03:18.600]  教領教學
[00:03:18.600 --> 00:03:24.360]  也教很多的組織、機構、教會
[00:03:24.360 --> 00:03:26.240]  怎樣去做一個好的領導
[00:03:26.240 --> 00:03:28.240]  他曾經說過一句這樣的說話
[00:03:28.240 --> 00:03:33.560]  "A leader's lasting value is measured by succession, not success."
[00:03:33.560 --> 00:03:35.600]  這個中文我就這麼翻譯
[00:03:35.600 --> 00:03:38.640]  他說一位領袖的終身評價
[00:03:38.640 --> 00:03:41.680]  是在乎他的成全
[00:03:41.680 --> 00:03:44.280]  而不是他的成功
[00:03:44.280 --> 00:03:45.800]  每一個領袖
[00:03:45.800 --> 00:03:49.080]  其實我們都很想事公做得好
[00:03:49.080 --> 00:03:50.960]  很想教會、機構
[00:03:50.960 --> 00:03:56.680]  那樣的事情能夠完成了上帝交付我們的積分
[00:03:56.680 --> 00:03:58.960]  但是如果這個組織或者機構
[00:03:58.960 --> 00:04:02.880]  不是一個在你存在就存在
[00:04:02.880 --> 00:04:06.280]  在你不存在的時候就滅亡的一個組織的時候
[00:04:06.280 --> 00:04:07.520]  我們只要想的就是
[00:04:07.520 --> 00:04:08.920]  當我們離開了
[00:04:08.920 --> 00:04:09.840]  當我們死了
[00:04:09.840 --> 00:04:10.840]  當我們退休了
[00:04:10.840 --> 00:04:14.000]  當我們不在這個機構裡面的時候
[00:04:14.000 --> 00:04:16.560]  這個組織怎樣繼續發展下去
[00:04:16.560 --> 00:04:20.120]  怎樣去繼續推動上帝給我們的意象呢?
[00:04:20.120 --> 00:04:21.760]  我們剛剛完成了《約書亞記》
[00:04:21.760 --> 00:04:22.600]  上個禮拜
[00:04:22.600 --> 00:04:24.080]  趙牧師提醒我們
[00:04:24.080 --> 00:04:26.280]  一個傳承的重要
[00:04:26.280 --> 00:04:27.760]  至於我和我家
[00:04:27.760 --> 00:04:30.800]  我們都侍奉我們的耶和華
[00:04:30.800 --> 00:04:33.800]  這個是我們每一個人的心願
[00:04:33.800 --> 00:04:36.320]  當你看《新聞記》
[00:04:36.320 --> 00:04:37.760]  轉到《約書亞記》
[00:04:37.760 --> 00:04:40.200]  我們看到約書亞怎樣
[00:04:40.200 --> 00:04:43.960]  承接了摩西叫他做的領導的工作
[00:04:43.960 --> 00:04:46.400]  帶領以色列人進入迦南地
[00:04:46.400 --> 00:04:47.720]  連連爭戰
[00:04:47.720 --> 00:04:50.040]  也就是說可能這樣連連爭戰
[00:04:50.040 --> 00:04:52.880]  以至約書亞沒有這樣的時間
[00:04:52.880 --> 00:04:57.160]  沒有這樣的心力去栽培下一代
[00:04:57.160 --> 00:04:58.640]  但是如果你看完《約書亞記》之後
[00:04:58.640 --> 00:05:00.000]  再看《時事記》
[00:05:00.000 --> 00:05:04.000]  你會看到一個很悲滄的景象
[00:05:04.000 --> 00:05:06.040]  就是當約書亞死了之後
[00:05:06.040 --> 00:05:08.360]  慢慢慢慢以色列人
[00:05:08.360 --> 00:05:09.920]  隔了一兩代之後
[00:05:09.920 --> 00:05:13.280]  他們就沒有再侍奉耶和華
[00:05:13.280 --> 00:05:17.240]  這對我們來說是一件很悲傷的事
[00:05:17.240 --> 00:05:19.240]  雖然約書亞有這樣的心
[00:05:19.240 --> 00:05:21.640]  但也可能因為他有太多事情要做
[00:05:21.640 --> 00:05:22.880]  連連爭戰
[00:05:22.880 --> 00:05:24.520]  他沒有空間
[00:05:24.520 --> 00:05:26.400]  但是試想一下
[00:05:26.400 --> 00:05:29.840]  如果我們今天能夠為主去連連爭戰
[00:05:29.840 --> 00:05:31.640]  為主奪取很多土地
[00:05:31.640 --> 00:05:35.760]  當我們離開了侍奉崗位之後
[00:05:35.760 --> 00:05:37.440]  我們所建立的所有東西
[00:05:37.440 --> 00:05:39.200]  為主建立的所有東西
[00:05:39.200 --> 00:05:40.920]  就歸於無尤
[00:05:40.920 --> 00:05:44.720]  下一代他們就不再侍奉耶和華
[00:05:44.720 --> 00:05:48.520]  這豈不是一個很可悲的景況呢?
[00:05:48.520 --> 00:05:50.880]  你只能夠光輝數十年
[00:05:50.880 --> 00:05:54.000]  之後就什麼都沒有了
[00:05:54.000 --> 00:05:57.320]  這豈不是一個很可憐
[00:05:57.320 --> 00:05:58.840]  很可悲、很可惜的事呢?
[00:05:58.840 --> 00:05:59.920]  弟兄姊妹
[00:05:59.920 --> 00:06:03.000]  這也是我們要反問的一件事
[00:06:03.000 --> 00:06:04.960]  如果耶穌基督昔日
[00:06:04.960 --> 00:06:07.720]  祂沒有塑造門徒
[00:06:07.720 --> 00:06:09.120]  祂在地上已經三年
[00:06:09.120 --> 00:06:11.320]  哇!風光偉績
[00:06:11.320 --> 00:06:14.800]  成千上萬的人信祂
[00:06:14.800 --> 00:06:17.200]  祂建立了很多東西
[00:06:17.200 --> 00:06:18.760]  但是當祂死了之後
[00:06:18.760 --> 00:06:22.080]  是沒有門徒去承接
[00:06:22.080 --> 00:06:23.480]  那麼今天的信仰
[00:06:23.480 --> 00:06:25.840]  我們的信仰會是怎麼樣呢?
[00:06:25.840 --> 00:06:28.520]  或者我們還會不會有這個信仰呢?
[00:06:28.520 --> 00:06:30.320]  這也是我們所有
[00:06:30.320 --> 00:06:33.040]  我和每一個做教會領袖的
[00:06:33.040 --> 00:06:35.640]  都需要去思想的一個問題
[00:06:35.640 --> 00:06:40.200]  究竟今天教會我們看了很多的資料
[00:06:40.200 --> 00:06:41.400]  美國也好
[00:06:41.400 --> 00:06:42.200]  香港也好
[00:06:42.200 --> 00:06:46.520]  香港的資料說到很多牧師傳道人退休了
[00:06:46.520 --> 00:06:48.640]  現在香港的政治形勢
[00:06:48.640 --> 00:06:52.920]  更加有名的牧者都離開了
[00:06:52.920 --> 00:06:55.880]  教會又沒有人去承傳
[00:06:55.880 --> 00:06:59.280]  我們等候承傳的就是等人空降
[00:06:59.280 --> 00:07:01.320]  或者罵人家
[00:07:01.320 --> 00:07:03.440]  教會的牧羊人過來
[00:07:03.440 --> 00:07:06.480]  你有傳承
[00:07:06.480 --> 00:07:08.720]  但是別人就沒有一個牧者了
[00:07:08.720 --> 00:07:13.280]  這些豈不是我們今天需要去思想的地方呢?
[00:07:13.280 --> 00:07:25.080]  我有時候都會很喜歡去了解一些成功的牧者的風光偉績
[00:07:25.080 --> 00:07:26.560]  在當中去學習
[00:07:26.560 --> 00:07:27.760]  其中一樣我經常說的
[00:07:27.760 --> 00:07:29.200]  克里斯多德教堂
[00:07:29.200 --> 00:07:30.560]  現在叫做克里斯多德教堂
[00:07:30.560 --> 00:07:31.480]  是洛杉磯的
[00:07:31.480 --> 00:07:36.160]  羅伯特·希爾勒如何在一個廢的停車場
[00:07:36.160 --> 00:07:41.320]  就是一個戶外的放映院裡面
[00:07:41.320 --> 00:07:44.040]  站在一輛車上去廣道
[00:07:44.040 --> 00:07:45.800]  建立這間教會
[00:07:45.800 --> 00:07:48.160]  幾十年的風光偉績
[00:07:48.160 --> 00:07:49.160]  輝煌數十年
[00:07:49.160 --> 00:07:52.240]  但是之後當他退休
[00:07:52.240 --> 00:07:53.440]  沒有人承接
[00:07:53.440 --> 00:07:55.360]  沒有人承接到
[00:07:55.360 --> 00:07:57.720]  於是教會破產
[00:07:57.720 --> 00:07:59.200]  要賣給天主教
[00:07:59.200 --> 00:08:02.040]  做克里斯多德教堂
[00:08:02.040 --> 00:08:04.000]  而另外一個人
[00:08:04.000 --> 00:08:05.880]  十幾年前我去英國的時候
[00:08:05.880 --> 00:08:07.080]  我有一個心想
[00:08:07.080 --> 00:08:10.080]  我好仰望這個屬靈偉人
[00:08:10.080 --> 00:08:13.120]  我想去他家鄉去看看他所建立的
[00:08:13.120 --> 00:08:14.840]  為主所建立的
[00:08:14.840 --> 00:08:18.040]  這個人就叫做喬治·穆勒
[00:08:18.040 --> 00:08:20.480]  他在英國的布里斯多德
[00:08:20.480 --> 00:08:22.520]  在十九世紀末的時候
[00:08:22.520 --> 00:08:26.640]  當英國和美國打完獨立戰爭之後
[00:08:26.640 --> 00:08:30.400]  英國開始經濟蕭條
[00:08:30.400 --> 00:08:32.160]  很多人失業
[00:08:32.160 --> 00:08:34.720]  很多的兒童被遺棄
[00:08:34.720 --> 00:08:36.000]  於是很多的孤兒
[00:08:36.000 --> 00:08:38.120]  於是他就建立了
[00:08:38.120 --> 00:08:41.320]  用很少很少的錢
[00:08:41.320 --> 00:08:43.480]  靠信心、靠祈禱
[00:08:43.480 --> 00:08:46.920]  在布里斯多德這個地方建立了五間孤兒院
[00:08:46.920 --> 00:08:48.360]  住了幾千個孤兒
[00:08:48.360 --> 00:08:50.400]  而在他的生平裡面
[00:08:50.400 --> 00:08:54.760]  是牧養了超過十二萬人
[00:08:54.760 --> 00:08:59.080]  超過一萬個孤兒被他去收養、去照顧
[00:08:59.080 --> 00:09:03.000]  而十幾萬人透過他的工作
[00:09:03.000 --> 00:09:05.160]  得到好的教育
[00:09:05.160 --> 00:09:06.600]  一個這樣的偉人
[00:09:06.600 --> 00:09:07.920]  我真的要去看看
[00:09:07.920 --> 00:09:11.080]  於是我就去到喬治·穆勒的博物館
[00:09:11.080 --> 00:09:15.920]  那些工作人員就帶我去欣賞喬治·穆勒的事跡
[00:09:15.920 --> 00:09:17.520]  於是我就問
[00:09:17.520 --> 00:09:22.200]  我說我很想看一下他所建立的五間孤兒院
[00:09:22.200 --> 00:09:24.680]  在布里斯多德的五間孤兒院
[00:09:24.680 --> 00:09:26.680]  現在還有沒有去運作
[00:09:26.680 --> 00:09:29.000]  還有沒有一些遺跡可以去看一下
[00:09:29.000 --> 00:09:31.200]  那個工作人員就跟我說
[00:09:31.200 --> 00:09:32.600]  他說沒有了
[00:09:32.600 --> 00:09:34.200]  一早就賣光了
[00:09:34.200 --> 00:09:37.200]  我說還有沒有人去照顧那些孤兒呢
[00:09:37.200 --> 00:09:38.520]  他說沒有了
[00:09:38.520 --> 00:09:40.280]  當喬治·穆勒死了之後
[00:09:40.280 --> 00:09:42.320]  他的後人就成立了一個基金
[00:09:42.320 --> 00:09:43.600]  賣光這些東西
[00:09:43.600 --> 00:09:47.640]  成立一個基金去給錢去幫助有需要的人
[00:09:47.640 --> 00:09:51.040]  現在基金都是慢慢越來越少錢了
[00:09:51.040 --> 00:09:53.560]  現在剩下的就是這個博物館
[00:09:53.560 --> 00:09:55.560]  被人去貧掉
[00:09:55.560 --> 00:09:57.520]  弟兄姊妹
[00:09:57.520 --> 00:10:00.560]  我真的不想correspond(相似)
[00:10:00.560 --> 00:10:04.720]  或者任何你們不是correspond(相似)的弟兄姊妹的教會
[00:10:04.720 --> 00:10:06.840]  其實弟兄姊妹看到的是
[00:10:06.840 --> 00:10:07.840]  有一天
[00:10:07.840 --> 00:10:12.240]  我們只看到correspond的博物館
[00:10:12.240 --> 00:10:16.400]  那些所有喬治·穆勒建立的風光遺跡
[00:10:16.400 --> 00:10:18.800]  已經成為了舊事了
[00:10:18.800 --> 00:10:20.800]  沒有人去承接了
[00:10:20.800 --> 00:10:25.080]  接著當問到以前Millpeters, Peasant, Tracy
[00:10:25.080 --> 00:10:27.480]  那些地方在哪裡
[00:10:27.480 --> 00:10:29.480]  原來已經全部賣光了
[00:10:29.480 --> 00:10:31.480]  已經沒有了教會的存在
[00:10:31.480 --> 00:10:36.160]  這個是不是我們需要去更加努力去思想的就是
[00:10:36.160 --> 00:10:37.800]  其實上帝呼召我們
[00:10:37.800 --> 00:10:39.800]  耶穌基督呼召我們做主的門徒
[00:10:39.800 --> 00:10:41.800]  我們今天應該怎麼去回應
[00:10:41.800 --> 00:10:44.440]  這個不僅僅是遵從上帝的吩咐
[00:10:44.440 --> 00:10:49.280]  更加是我們每一個屬靈的群體
[00:10:49.280 --> 00:10:51.080]  無論是教會還是組織
[00:10:51.080 --> 00:10:53.680]  我們要繼續延續主的使命的時候
[00:10:53.680 --> 00:10:56.920]  必須要考慮和必須要做的一件事
[00:10:56.920 --> 00:10:58.120]  因為我們每一個人
[00:10:58.120 --> 00:11:01.320]  我們蒙恩也是被蒙召
[00:11:01.320 --> 00:11:02.320]  蒙召做什麼呢?
[00:11:02.320 --> 00:11:03.320]  你看看耶穌怎麼說
[00:11:03.320 --> 00:11:05.320]  祂臨走之前跟我們說
[00:11:05.320 --> 00:11:06.320]  所以你們要去
[00:11:06.320 --> 00:11:07.120]  第十九節
[00:11:07.120 --> 00:11:10.840]  第十八章十九節說
[00:11:10.840 --> 00:11:12.840]  你們要去作主的門徒
[00:11:12.840 --> 00:11:14.840]  萬民作門徒
[00:11:14.840 --> 00:11:16.840]  奉父之聖靈的名為他們施浸
[00:11:16.840 --> 00:11:19.240]  就是說我們要為他們施浸
[00:11:19.240 --> 00:11:21.720]  我們要將主的教導教導他們
[00:11:21.720 --> 00:11:25.640]  目的是要叫萬民做主的門徒
[00:11:25.640 --> 00:11:29.640]  而不僅僅是拿著天堂的入場券
[00:11:29.640 --> 00:11:33.080]  我們要培訓他們做主的門徒
[00:11:33.080 --> 00:11:34.480]  他們被受浸
[00:11:34.480 --> 00:11:36.480]  就是信了主之後被浸
[00:11:36.480 --> 00:11:38.680]  然後被教導
[00:11:38.680 --> 00:11:40.080]  都是為了一個目的
[00:11:40.080 --> 00:11:42.880]  就是要幫助他們成為主的門徒
[00:11:42.880 --> 00:11:44.880]  這是主對每一個基督徒的呼召
[00:11:44.880 --> 00:11:46.520]  不僅僅是信耶穌
[00:11:46.520 --> 00:11:50.240]  信耶穌只是一個開始就是作主門徒的一個開始
[00:11:50.240 --> 00:11:52.520]  就像一個人出生了
[00:11:52.520 --> 00:11:53.960]  一個新生的嬰孩
[00:11:53.960 --> 00:11:55.480]  你還要慢慢培育他
[00:11:55.480 --> 00:11:57.680]  以致他能夠長大成人之後
[00:11:57.680 --> 00:12:00.320]  他去再生產
[00:12:00.320 --> 00:12:01.840]  再複製
[00:12:01.840 --> 00:12:04.600]  這就是上帝要我們做的事
[00:12:04.600 --> 00:12:07.040]  要不是耶穌那三年做完所有的事之後
[00:12:07.040 --> 00:12:09.040]  接著就什麼都沒有了
[00:12:09.040 --> 00:12:15.120]  究竟我們今天怎麼能夠去完成主吩咐的使命呢?
[00:12:15.120 --> 00:12:17.520]  不僅僅是一個吩咐我們必須要去做
[00:12:17.520 --> 00:12:19.520]  而是教會的生存
[00:12:19.520 --> 00:12:22.720]  也是必須要去做的一件事
[00:12:22.720 --> 00:12:24.720]  訴訟門徒有很多的迷思
[00:12:24.720 --> 00:12:27.040]  這些都是不全面的
[00:12:27.040 --> 00:12:28.760]  我不是說他不正確
[00:12:28.760 --> 00:12:31.040]  而是不全面的
[00:12:31.040 --> 00:12:35.680]  包括有人以為就是多給一些資訊
[00:12:35.680 --> 00:12:37.840]  上網多聽一些道
[00:12:37.840 --> 00:12:41.400]  你知道現在上網
[00:12:41.400 --> 00:12:44.000]  全世界最好的道理你都可以聽得完
[00:12:44.000 --> 00:12:47.920]  多一點看書
[00:12:47.920 --> 00:12:49.560]  上網看資料
[00:12:49.560 --> 00:12:51.720]  如果上網你什麼資料都可以拿到
[00:12:51.720 --> 00:12:53.320]  你就能夠成為主門徒
[00:12:53.320 --> 00:12:54.840]  又或者有些人說
[00:12:54.840 --> 00:12:56.840]  你多回一些聚會
[00:12:56.840 --> 00:13:01.320]  祈禱會、崇拜、小組、特會
[00:13:01.320 --> 00:13:02.360]  多去一些聚會
[00:13:02.360 --> 00:13:06.000]  特別是去一些特會能夠提高自己的腎上腺素
[00:13:06.000 --> 00:13:09.080]  靈命能夠突然間飆升
[00:13:09.080 --> 00:13:13.040]  這些你就會很快做了一個主門徒
[00:13:13.040 --> 00:13:15.440]  或者多上一些課程
[00:13:15.440 --> 00:13:18.080]  或者多拿一些材料
[00:13:18.080 --> 00:13:21.800]  你去任何研討會裡面
[00:13:21.800 --> 00:13:23.680]  如果沒有一疊材料拿回來
[00:13:23.680 --> 00:13:26.760]  始終覺得有些遺憾或者是虧了
[00:13:26.760 --> 00:13:32.520]  所以想著拿這些材料回家
[00:13:32.520 --> 00:13:36.480]  我們看完這些材料就能夠成為主門徒
[00:13:36.480 --> 00:13:39.160]  或者多點祈禱讀經
[00:13:39.160 --> 00:13:40.640]  訓練你的靈命
[00:13:40.640 --> 00:13:42.200]  你就自然成為主門徒
[00:13:42.200 --> 00:13:45.240]  或者你在教會裡面服侍多一點
[00:13:45.240 --> 00:13:46.600]  你能夠多做一些事情
[00:13:46.600 --> 00:13:47.960]  做著做著的時候
[00:13:47.960 --> 00:13:49.560]  你就會自然成為主門徒
[00:13:49.560 --> 00:13:51.480]  我不是說這些都是錯的
[00:13:51.480 --> 00:13:53.920]  但是這些不是全面
[00:13:53.920 --> 00:13:56.880]  因為我覺得每一間教會
[00:13:56.880 --> 00:13:59.160]  作為一個屬靈的群體
[00:13:59.160 --> 00:14:02.480]  教會是有責任去推動
[00:14:02.480 --> 00:14:03.720]  我們不能夠強迫
[00:14:03.720 --> 00:14:06.200]  我們不能夠去按個按鈕
[00:14:06.200 --> 00:14:07.120]  所有人就做了門徒
[00:14:07.120 --> 00:14:07.800]  不是
[00:14:07.800 --> 00:14:12.000]  但是我們有責任去塑造主門徒
[00:14:12.000 --> 00:14:13.760]  因為這是主給我們的吩咐
[00:14:13.760 --> 00:14:15.560]  我們一群做門徒的
[00:14:15.560 --> 00:14:16.680]  我們不僅做主門徒
[00:14:16.680 --> 00:14:18.480]  我們更加要叫萬民
[00:14:18.480 --> 00:14:20.080]  那些信了耶穌的
[00:14:20.080 --> 00:14:21.120]  做他的門徒
[00:14:21.120 --> 00:14:25.320]  這就是我們今天會點的使命
[00:14:25.320 --> 00:14:28.240]  我們今天怎樣去做主門徒呢?
[00:14:28.240 --> 00:14:32.160]  我們就嘗試從其中一方面入手去看
[00:14:32.160 --> 00:14:34.160]  耶穌基督的呼召
[00:14:34.160 --> 00:14:36.360]  究竟祂的呼召是什麼?
[00:14:36.360 --> 00:14:38.480]  還有祂呼召門徒的時候
[00:14:38.480 --> 00:14:41.400]  要我們塑造門徒的方法究竟是怎樣?
[00:14:41.400 --> 00:14:43.160]  我們從祂的呼召裡面看一下
[00:14:43.160 --> 00:14:44.560]  塑造門徒的方式
[00:14:44.560 --> 00:14:49.360]  還有塑造門徒的目標是為了什麼呢?
[00:14:49.360 --> 00:14:52.520]  一段很簡短的經文
[00:14:52.520 --> 00:14:55.560]  我們當然會看其他的經文
[00:14:55.560 --> 00:14:57.320]  我們從主的呼召
[00:14:57.320 --> 00:14:59.760]  看到祂怎樣看門徒
[00:14:59.760 --> 00:15:01.720]  訓練塑造門徒的真諦
[00:15:01.720 --> 00:15:03.400]  究竟是怎樣呢?
[00:15:03.400 --> 00:15:05.040]  很簡短的一段經文
[00:15:05.040 --> 00:15:05.920]  一開始的時候
[00:15:05.920 --> 00:15:09.720]  耶穌看到西門和他的兄弟在這裡
[00:15:09.720 --> 00:15:11.960]  大家也知道他們在做漁夫
[00:15:11.960 --> 00:15:13.560]  這些不需要多說
[00:15:13.560 --> 00:15:15.480]  但是耶穌說了一句話
[00:15:15.480 --> 00:15:18.200]  就是「來,跟從我」
[00:15:18.200 --> 00:15:22.240]  所有最popular
[00:15:22.240 --> 00:15:26.280]  就是最多人用的一堆聖經
[00:15:26.280 --> 00:15:30.680]  包括和合本、和修本、新譯本、漢語聖經
[00:15:30.680 --> 00:15:32.800]  現代中文譯本、呂鎮忠譯本
[00:15:32.800 --> 00:15:35.960]  所有市面上可以找到的
[00:15:35.960 --> 00:15:38.520]  最多人用的聖經工具
[00:15:38.520 --> 00:15:39.520]  就是聖經
[00:15:39.520 --> 00:15:41.080]  的中文譯本
[00:15:41.080 --> 00:15:44.040]  都是譯作「來,跟從我」
[00:15:44.040 --> 00:15:48.840]  英文有些舊的譯本就是
[00:15:48.840 --> 00:15:50.840]  叫做「come, follow me」
[00:15:50.840 --> 00:15:55.720]  為什麼中文不譯作「跟隨」呢?
[00:15:55.720 --> 00:15:57.840]  如果你說「follow me」
[00:15:57.840 --> 00:16:00.360]  就是「跟著我」
[00:16:00.360 --> 00:16:03.120]  廣東話就是「來跟隨我」
[00:16:03.120 --> 00:16:05.840]  這個字在原文裡面究竟是什麼意思呢?
[00:16:05.840 --> 00:16:07.880]  為什麼中文不譯作「跟隨」
[00:16:07.880 --> 00:16:09.880]  而要譯作「跟從」呢?
[00:16:09.880 --> 00:16:12.120]  原來這個字在希臘文裡面
[00:16:12.120 --> 00:16:13.720]  不是一個動詞
[00:16:13.720 --> 00:16:17.800]  是一個叫人來的口語
[00:16:17.800 --> 00:16:20.680]  如果你看完文是沒有一個動詞的
[00:16:20.680 --> 00:16:23.320]  就是叫人過來
[00:16:23.320 --> 00:16:26.520]  一個口語的用詞
[00:16:26.520 --> 00:16:28.960]  所以那個譯法
[00:16:28.960 --> 00:16:31.960]  其實不應該譯作「跟隨」
[00:16:31.960 --> 00:16:33.960]  因為這個話的意思
[00:16:33.960 --> 00:16:36.680]  指的不是一個肉身跟在人的後面
[00:16:36.680 --> 00:16:39.120]  而是一個拉比
[00:16:39.120 --> 00:16:40.760]  一個老師
[00:16:40.760 --> 00:16:46.320]  叫喚人做他門徒的一個呼喚
[00:16:46.320 --> 00:16:48.320]  不是單純肉身跟在後面
[00:16:48.320 --> 00:16:50.320]  而是要仿效他
[00:16:50.320 --> 00:16:55.640]  成為拉比的一個學生
[00:16:55.640 --> 00:16:58.000]  選擇做他的門徒
[00:16:58.000 --> 00:16:59.480]  而做門徒的時候
[00:16:59.480 --> 00:17:03.600]  不單止是你跑步的時候有人在後面跟著你
[00:17:03.600 --> 00:17:07.720]  更加你要學他的生活方式
[00:17:07.720 --> 00:17:11.440]  你要學他的態度
[00:17:11.440 --> 00:17:13.440]  你要學他的價值觀
[00:17:13.440 --> 00:17:15.160]  當時的文化
[00:17:15.160 --> 00:17:16.640]  有一些解經家就說
[00:17:16.640 --> 00:17:19.440]  通常都是學生選老師的
[00:17:19.440 --> 00:17:22.440]  學生你看過那麼多老師
[00:17:22.440 --> 00:17:23.080]  誰好呢?
[00:17:23.080 --> 00:17:24.520]  於是就去拉比那裡
[00:17:24.520 --> 00:17:26.520]  你可不可以收我做學生
[00:17:26.520 --> 00:17:31.240]  而耶穌也是一個革命分子
[00:17:31.240 --> 00:17:34.760]  對於這群人說
[00:17:34.760 --> 00:17:39.120]  不如你們跟從我吧
[00:17:39.120 --> 00:17:41.120]  這個字的意思
[00:17:41.120 --> 00:17:42.640]  在英文譯本
[00:17:42.640 --> 00:17:44.040]  如果你看近代
