
[00:00:00.000 --> 00:00:03.900]  引任意而行的警告
[00:03:09.900 --> 00:03:12.400]  這個主角叫什麼名字呢?
[00:03:12.400 --> 00:03:14.600]  叫做米加
[00:03:14.600 --> 00:03:18.600]  他去的地方叫以法連山
[00:03:18.600 --> 00:03:20.600]  十二支派其中一個支派
[00:03:20.600 --> 00:03:24.400]  特別是新信或者初初慕道的朋友
[00:03:24.400 --> 00:03:26.300]  什麼叫支派呢?
[00:03:26.300 --> 00:03:27.800]  當時有十二支派
[00:03:27.800 --> 00:03:31.300]  你當我們有十二個鄉下地方
[00:03:31.300 --> 00:03:35.800]  福建人、海南人、廣東產人等等
[00:03:35.800 --> 00:03:38.600]  又或者陳李、張、王、何
[00:03:38.600 --> 00:03:39.600]  這樣不同
[00:03:39.600 --> 00:03:41.800]  但是都是同一個民族
[00:03:41.800 --> 00:03:43.600]  不過有不同的支派
[00:03:43.600 --> 00:03:44.600]  發生什麼事呢?
[00:03:44.600 --> 00:03:45.400]  我們一起讀好不好?
[00:03:45.400 --> 00:03:47.200]  第一節第二節十七章
[00:03:47.200 --> 00:03:48.600]  預備起
[00:03:48.600 --> 00:03:52.600]  以法連山地有一個人名叫米加
[00:03:52.600 --> 00:04:00.600]  你因此受助
[00:04:00.600 --> 00:04:02.600]  並且告訴了我
[00:04:02.600 --> 00:04:09.600]  這個人叫米加
[00:04:09.600 --> 00:04:11.100]  他講了第一句話
[00:04:11.100 --> 00:04:14.100]  第二節非常仔細
[00:04:14.100 --> 00:04:16.100]  你明白了整個背景是什麼
[00:04:16.100 --> 00:04:19.100]  就是他媽媽對著他媽媽說
[00:04:19.100 --> 00:04:23.500]  你拿一千一百四十萬的錢被人偷了
[00:04:23.500 --> 00:04:25.500]  他媽媽當然不知道是誰偷
[00:04:25.500 --> 00:04:27.500]  而他媽媽被人偷錢
[00:04:27.500 --> 00:04:29.500]  就助偷他的人
[00:04:29.500 --> 00:04:32.500]  當日就助很相信會發生
[00:04:32.500 --> 00:04:34.500]  因為人的說話有能力
[00:04:34.500 --> 00:04:38.500]  他覺得有能力會發生
[00:04:38.500 --> 00:04:41.500]  所以你就助那個人我知道了
[00:04:41.500 --> 00:04:44.500]  因為這樣我還是給你錢
[00:04:44.500 --> 00:04:46.500]  不是因為他知錯
[00:04:46.500 --> 00:04:48.500]  不是因為他覺得
[00:04:48.500 --> 00:04:51.500]  我偷了東西不孝順父母
[00:04:51.500 --> 00:04:56.500]  是因為他怕這個助助帶來懲罰
[00:04:56.500 --> 00:05:00.500]  所以他就把錢拿回來
[00:05:00.500 --> 00:05:02.500]  一千一百赦赫勒
[00:05:02.500 --> 00:05:04.500]  即是多少錢呢?
[00:05:04.500 --> 00:05:06.500]  當時的人工
[00:05:06.500 --> 00:05:08.500]  大概一年的人工
[00:05:08.500 --> 00:05:10.500]  是十赦赫勒
[00:05:10.500 --> 00:05:12.500]  即是多少呢?
[00:05:12.500 --> 00:05:15.500]  普通的人工一萬多一個月
[00:05:15.500 --> 00:05:17.500]  一年當二十萬港幣
[00:05:17.500 --> 00:05:19.500]  十赦赫勒等於二十萬
[00:05:19.500 --> 00:05:22.500]  一千一百赦赫勒即是多少錢呢?
[00:05:22.500 --> 00:05:25.500]  即是二千二百萬
[00:05:25.500 --> 00:05:27.500]  即是他很有錢
[00:05:27.500 --> 00:05:30.500]  我不知道你家有沒有二千二百萬現金
[00:05:30.500 --> 00:05:31.500]  被人偷
[00:05:31.500 --> 00:05:33.500]  如果有你舉一下手
[00:05:33.500 --> 00:05:35.500]  讓我們告訴我們
[00:05:35.500 --> 00:05:37.500]  隨時講即是說這個是夫婦
[00:05:37.500 --> 00:05:39.500]  這個媽媽很有錢
[00:05:39.500 --> 00:05:40.500]  在家裏的
[00:05:40.500 --> 00:05:42.500]  而更有趣就是
[00:05:42.500 --> 00:05:45.500]  當她媽媽原來發現
[00:05:45.500 --> 00:05:47.500]  知道這個宅仔是她的兒子
[00:05:47.500 --> 00:05:49.500]  又拿回錢之後
[00:05:49.500 --> 00:05:52.500]  她不單止沒有罵他
[00:05:52.500 --> 00:05:55.500]  更諷刺就是她這樣回應
[00:05:55.500 --> 00:05:56.500]  我們一起讀
[00:05:56.500 --> 00:05:57.500]  十七章第二節
[00:05:57.500 --> 00:05:58.500]  下半段
[00:05:58.500 --> 00:05:59.500]  一二三
[00:05:59.500 --> 00:06:00.500]  他母親說
[00:06:00.500 --> 00:06:02.500]  我兒呀
[00:06:02.500 --> 00:06:06.500]  匪夷所思的是
[00:06:06.500 --> 00:06:07.500]  沒有道德判斷
[00:06:07.500 --> 00:06:09.500]  沒有責罵他
[00:06:09.500 --> 00:06:11.500]  沒有信仰基礎
[00:06:11.500 --> 00:06:13.500]  亦都沒有勸喻
[00:06:13.500 --> 00:06:15.500]  他不應該這樣做
[00:06:15.500 --> 00:06:19.500]  甚至將上帝擺在自己的手
[00:06:19.500 --> 00:06:20.500]  任由操弄
[00:06:20.500 --> 00:06:22.500]  我喜歡就受助理
[00:06:22.500 --> 00:06:25.500]  我喜歡就祝福你
[00:06:25.500 --> 00:06:27.500]  真是奇怪
[00:06:27.500 --> 00:06:29.500]  難怪第一件事
[00:06:29.500 --> 00:06:32.500]  會有這樣發展下去
[00:06:32.500 --> 00:06:33.500]  這個是背景
[00:06:33.500 --> 00:06:34.500]  第一個主角
[00:06:34.500 --> 00:06:37.500]  這個家庭這麼有錢的富豪
[00:06:37.500 --> 00:06:40.500]  究竟跟著這個故事怎樣下去呢?
[00:06:40.500 --> 00:06:41.500]  我們一起讀
[00:06:41.500 --> 00:06:42.500]  第三節
[00:06:42.500 --> 00:06:43.500]  第四節
[00:06:43.500 --> 00:06:44.500]  預備起
[00:06:44.500 --> 00:06:50.500]  米家就把這一千一百赤鹹勒的銀子還他母親
[00:06:50.500 --> 00:06:52.500]  他母親說
[00:06:52.500 --> 00:06:54.500]  我奉承這一千一百赤鹹勒的銀子
[00:06:54.500 --> 00:06:54.500]  奉承這一千一百赤鹹勒的銀子
[00:06:54.500 --> 00:06:54.500]  奉承這一千一百赤鹹勒的銀子
[00:06:54.500 --> 00:06:54.500]  奉承這一千一百赤鹹勒的銀子
[00:06:54.500 --> 00:06:54.500]  奉承這一千一百赤鹹勒的銀子
[00:06:54.500 --> 00:06:54.500]  奉承這一千一百赤鹹勒的銀子
[00:06:54.500 --> 00:06:54.500]  奉承這一千一百赤鹹勒的銀子
[00:06:54.500 --> 00:07:08.500]  我奉承這一千一百赤鹹勒的銀子
[00:07:08.500 --> 00:07:08.500]  奉承這一千一百赤鹹勒的銀子
[00:07:08.500 --> 00:07:09.500]  奉承這一千一百赤鹹勒的銀子
[00:07:09.500 --> 00:07:09.500]  奉承這一千一百赤鹹勒的銀子
[00:07:09.500 --> 00:07:09.500]  奉承這一千一百赤鹹勒的銀子
[00:07:09.500 --> 00:07:09.500]  奉承這一千一百赤鹹勒的銀子
[00:07:09.500 --> 00:07:09.500]  奉承這一千一百赤鹹勒的銀子
[00:07:09.500 --> 00:07:09.500]  奉承這一千一百赤鹹勒的銀子
[00:07:09.500 --> 00:07:09.500]  奉承這一千一百赤鹹勒的銀子
[00:07:09.500 --> 00:07:09.500]  奉承這一千一百赤鹹勒的銀子
[00:07:09.500 --> 00:07:36.500]  奉承這一千一百赤鹹勒的銀子
[00:07:39.500 --> 00:07:41.500]  就是一千一百赤鹹勒
[00:07:41.500 --> 00:07:43.500]  接著就是多少赤鹹勒呢?
[00:07:43.500 --> 00:07:45.500]  二百
[00:07:45.500 --> 00:07:47.500]  即是當他真的做的時候
[00:07:47.500 --> 00:07:51.500]  結果一千一百就變成了二百
[00:07:51.500 --> 00:07:53.500]  講就天下無敵
[00:07:53.500 --> 00:07:55.500]  做就有心無力
[00:07:55.500 --> 00:07:56.500]  假的
[00:07:56.500 --> 00:07:58.500]  更有趣的是他將錢
[00:07:58.500 --> 00:08:01.500]  本來應該拿去當時的會幕
[00:08:01.500 --> 00:08:03.500]  會幕在哪裏呢?
[00:08:03.500 --> 00:08:05.500]  在士羅
[00:08:05.500 --> 00:08:08.500]  士羅在哪裏呢?我們來看看
[00:08:08.500 --> 00:08:10.500]  剛才我們看到了
[00:08:10.500 --> 00:08:12.500]  在這個地圖的中間是二百年
[00:08:12.500 --> 00:08:15.500]  士羅其實就在二百年境裏
[00:08:15.500 --> 00:08:18.500]  當時在約書亞記記載
[00:08:18.500 --> 00:08:20.500]  十八章第一節
[00:08:20.500 --> 00:08:21.500]  一二三
[00:08:21.500 --> 00:08:25.500]  以色列的全會眾都聚集在士羅
[00:08:25.500 --> 00:08:28.500]  把會幕設立在那裏?
[00:08:28.500 --> 00:08:31.500]  在以色列的全會眾都聚集在士羅
[00:08:31.500 --> 00:08:34.500]  本來的東西應該拿去聖殿
[00:08:34.500 --> 00:08:36.500]  應該去會幕
[00:08:36.500 --> 00:08:39.500]  結果他不單止一千一百變成二百
[00:08:39.500 --> 00:08:42.500]  最後還拿去哪裏呢?
[00:08:42.500 --> 00:08:45.500]  最後放在自己的家裏
[00:08:45.500 --> 00:08:49.500]  然後雕刻了一個像
[00:08:49.500 --> 00:08:51.500]  又鑄成了一個像
[00:08:51.500 --> 00:08:55.500]  他就說那裏是獻給耶和華
[00:08:55.500 --> 00:08:58.500]  原來他在創造一個新的宗教
[00:08:58.500 --> 00:09:02.500]  這個宗教叫做耶和華的宗教
[00:09:02.500 --> 00:09:07.500]  他用他的實踐,實踐這個信仰的方法
[00:09:07.500 --> 00:09:10.500]  有趣的是他們不如這樣
[00:09:10.500 --> 00:09:12.500]  沒有指義人,信到亂了
[00:09:12.500 --> 00:09:15.500]  不如把自己的家,這個富豪的家
[00:09:15.500 --> 00:09:18.500]  經營成為宗教事業
[00:09:18.500 --> 00:09:21.500]  正所謂有錢就可以任性
[00:09:21.500 --> 00:09:26.500]  結果他媽媽就這樣提議去做的時候
[00:09:26.500 --> 00:09:28.500]  他的兒子就立刻有反應
[00:09:28.500 --> 00:09:30.500]  第十七章第五節他這樣說
[00:09:30.500 --> 00:09:32.500]  我們一起讀,1,2,3
[00:09:32.500 --> 00:09:41.500]  「這米家有了神堂」
[00:09:41.500 --> 00:09:43.500]  接著他做了耳筆燈
[00:09:43.500 --> 00:09:46.500]  耳筆燈是用來祭司的外衣
[00:09:46.500 --> 00:09:49.500]  用來獻祭和神祈禱
[00:09:49.500 --> 00:09:55.500]  當時可以做這個聖職的是利未人
[00:09:55.500 --> 00:09:57.500]  其中一個支派
[00:09:57.500 --> 00:10:00.500]  他是被神選去服侍
[00:10:00.500 --> 00:10:02.500]  裡面可以有人去做祭司
[00:10:02.500 --> 00:10:05.500]  今天我們做傳道不是你叫我做
[00:10:05.500 --> 00:10:07.500]  也不是我叫我做
[00:10:07.500 --> 00:10:11.500]  是上帝的召命我們去跟從
[00:10:11.500 --> 00:10:14.500]  所以這個耳筆燈很有趣
[00:10:14.500 --> 00:10:19.500]  他不用找利未人,也不用去聖殿
[00:10:19.500 --> 00:10:23.500]  我自己來,把我兒子弄成祭司
[00:10:23.500 --> 00:10:26.500]  正所謂這些經營宗教事業
[00:10:26.500 --> 00:10:28.500]  全套服務
[00:10:28.500 --> 00:10:30.500]  一手包辦,我搞定
[00:10:30.500 --> 00:10:32.500]  真是有趣
[00:10:32.500 --> 00:10:34.500]  第一樣東西我們值得學的
[00:10:34.500 --> 00:10:37.500]  在這個角色裡面,米家裡面
[00:10:37.500 --> 00:10:39.500]  我們小心
[00:10:39.500 --> 00:10:44.500]  切勿經營自我陶醉的宗教燈
[00:10:44.500 --> 00:10:46.500]  那裡好像有神像
[00:10:46.500 --> 00:10:48.500]  那裡好像有祭司
[00:10:48.500 --> 00:10:50.500]  那裡好像有奉獻
[00:10:50.500 --> 00:10:54.500]  不過那裡是沒有神的
[00:10:54.500 --> 00:10:57.500]  我們今天也是,很多人信了主
[00:10:57.500 --> 00:10:59.500]  我們覺得我可以這樣做
[00:10:59.500 --> 00:11:01.500]  或者這樣去走
[00:11:01.500 --> 00:11:05.500]  但是知不知道那裡是否真的跟從主呢?
[00:11:05.500 --> 00:11:08.500]  很多人信主都搞亂了
[00:11:08.500 --> 00:11:12.500]  我信主,不過我們不用有教會,不用有群體
[00:11:12.500 --> 00:11:14.500]  那你怎樣學到神的話?
[00:11:14.500 --> 00:11:16.500]  怎樣去走呢?
[00:11:16.500 --> 00:11:19.500]  這個地方其實他犯了最少四戒
[00:11:19.500 --> 00:11:21.500]  十戒犯了四戒
[00:11:21.500 --> 00:11:23.500]  第一,孝敬父母犯了
[00:11:23.500 --> 00:11:26.500]  他得罪了他媽媽
[00:11:26.500 --> 00:11:29.500]  第二,還要偷渡,拿走他的錢
[00:11:29.500 --> 00:11:32.500]  第三,除我以外不可有別的神
[00:11:32.500 --> 00:11:33.500]  第一戒
[00:11:33.500 --> 00:11:34.500]  第四,他犯了第二戒
[00:11:34.500 --> 00:11:36.500]  不可以為自己雕刻偶像
[00:11:36.500 --> 00:11:40.500]  並且他在這個這樣犯戒命的地方
[00:11:40.500 --> 00:11:45.500]  竟然在那裡敬拜神
[00:11:45.500 --> 00:11:47.500]  真是有趣
[00:11:47.500 --> 00:11:49.500]  自我陶醉,我不知道大家想起什麼
[00:11:49.500 --> 00:11:52.500]  我突然想起一些畫面
[00:11:52.500 --> 00:11:57.500]  例如,我不知道大家喜不喜歡去唱卡拉OK
[00:11:57.500 --> 00:11:59.500]  在卡拉OK當你拿起咪高峰
[00:11:59.500 --> 00:12:03.500]  你發現你已經是一個歌星
[00:12:03.500 --> 00:12:05.500]  接著你一邊唱的時候
[00:12:05.500 --> 00:12:08.500]  唱到下一首,別人怎樣唱你都不太記得
[00:12:08.500 --> 00:12:11.500]  你繼續在那裡陶醉
[00:12:11.500 --> 00:12:14.500]  我也是,現在沒得去
[00:12:14.500 --> 00:12:15.500]  也是,我想著想著
[00:12:15.500 --> 00:12:18.500]  我突然間很快速,不用練
[00:12:18.500 --> 00:12:22.500]  也不用去準備,就會變成他
[00:12:22.500 --> 00:12:24.500]  我想起我小時候讀書的時候
[00:12:24.500 --> 00:12:28.500]  中學的年代,我是張國榮的年代
[00:12:28.500 --> 00:12:30.500]  我很喜歡聽,例如那個年代
[00:12:30.500 --> 00:12:33.500]  有沒有聽過《為你鍾情》
[00:12:33.500 --> 00:12:35.500]  有吧?
[00:12:35.500 --> 00:12:37.500]  你一有,你就中招了
[00:12:37.500 --> 00:12:38.500]  中了我的圈套
[00:12:38.500 --> 00:12:39.500]  知道你是什麼年代
[00:12:39.500 --> 00:12:40.500]  又或者
[00:12:40.500 --> 00:12:41.500]  《Thanks》
[00:12:41.500 --> 00:12:42.500]  《Thanks》
[00:12:42.500 --> 00:12:43.500]  《Thanks》
[00:12:43.500 --> 00:12:44.500]  《Thanks》什麼呀?
[00:12:44.500 --> 00:12:47.500]  是呀,你還讀出來
[00:12:47.500 --> 00:12:48.500]  我有時候很陶醉
[00:12:48.500 --> 00:12:50.500]  不單是洗澡的時候唱
[00:12:50.500 --> 00:12:52.500]  我乘電梯上學的時候
[00:12:52.500 --> 00:12:54.500]  背囊我還在電梯上唱
[00:12:54.500 --> 00:12:56.500]  應該沒有人
[00:12:56.500 --> 00:12:58.500]  應該沒有人
[00:12:58.500 --> 00:12:59.500]  真的這樣唱
[00:12:59.500 --> 00:13:00.500]  《Thanks》
[00:13:00.500 --> 00:13:01.500]  《Thanks》
[00:13:01.500 --> 00:13:03.500]  《Thanks Monica》
[00:13:03.500 --> 00:13:05.500]  不過有一次我真的中了招
[00:13:05.500 --> 00:13:07.500]  因為我陶醉到
[00:13:07.500 --> 00:13:09.500]  一邊唱一邊做完手勢一開眼
[00:13:09.500 --> 00:13:11.500]  原來電梯在中間停了
[00:13:11.500 --> 00:13:13.500]  已經有人正在進來
[00:13:13.500 --> 00:13:15.500]  他看著我,我又看著他
[00:13:15.500 --> 00:13:17.500]  我馬上
[00:13:17.500 --> 00:13:22.500]  這些情況笑一下是可以的
[00:13:22.500 --> 00:13:24.500]  不過米家這個情況
[00:13:24.500 --> 00:13:26.500]  就很危險
[00:13:26.500 --> 00:13:29.500]  不單只是笑一下這麼簡單
[00:13:29.500 --> 00:13:31.500]  而最有趣最諷刺的就是
[00:13:31.500 --> 00:13:33.500]  米家這個名字的原文是
[00:13:33.500 --> 00:13:37.500]  有誰像耶和華
[00:13:37.500 --> 00:13:39.500]  但是他的表達就是
[00:13:39.500 --> 00:13:42.500]  耶和華其實在我的手裏
[00:13:42.500 --> 00:13:44.500]  多恐怖
[00:13:44.500 --> 00:13:46.500]  真的
[00:13:46.500 --> 00:13:47.500]  我們信主是
[00:13:47.500 --> 00:13:49.500]  耶穌基督說得很清楚
[00:13:49.500 --> 00:13:51.500]  就是來看見耶穌
[00:13:51.500 --> 00:13:54.500]  耶穌基督說來跟從我的耶穌
[00:13:54.500 --> 00:13:56.500]  但很多時候我們信一信
[00:13:56.500 --> 00:13:58.500]  不單止沒有來跟從耶穌
[00:13:58.500 --> 00:13:59.500]  沒有來
[00:13:59.500 --> 00:14:01.500]  我們將生命馴服
[00:14:01.500 --> 00:14:02.500]  寫給耶穌
[00:14:02.500 --> 00:14:04.500]  好像耶穌要來我的那裏
[00:14:04.500 --> 00:14:06.500]  我在那裏
[00:14:06.500 --> 00:14:08.500]  神就在那裏
[00:14:08.500 --> 00:14:10.500]  很小心
[00:14:10.500 --> 00:14:12.500]  究竟神是主角
[00:14:12.500 --> 00:14:14.500]  還是我們的主角
[00:14:14.500 --> 00:14:16.500]  當時這樣記載
[00:14:16.500 --> 00:14:18.500]  十七章第六節再講一次
[00:14:18.500 --> 00:14:22.500]  那時以色列中沒有王
[00:14:22.500 --> 00:14:26.500]  各人任意而行
[00:14:26.500 --> 00:14:28.500]  上帝的王不在我們那裏
[00:14:28.500 --> 00:14:30.500]  任意而行
[00:14:30.500 --> 00:14:32.500]  好像夠又好像不夠
[00:14:32.500 --> 00:14:36.500]  我不知道大家有沒有看過紀錄片
[00:14:36.500 --> 00:14:38.500]  在2004年
[00:14:38.500 --> 00:14:42.500]  在美國有個叫Morgan Spurlock的人
[00:14:42.500 --> 00:14:44.500]  他用了六萬五千元美金
[00:14:44.500 --> 00:14:46.500]  拍了一套紀錄片
[00:14:46.500 --> 00:14:48.500]  竟然票房大收
[00:14:48.500 --> 00:14:50.500]  收到二千二百萬美金
[00:14:50.500 --> 00:14:52.500]  億幾港幣
[00:14:52.500 --> 00:14:54.500]  他拍了什麼呢
[00:14:54.500 --> 00:14:56.500]  原來他拍的東西很簡單
[00:14:56.500 --> 00:14:58.500]  就是他拍了自己一個月
[00:14:58.500 --> 00:15:02.500]  每日每餐都吃麥當勞
[00:15:02.500 --> 00:15:04.500]  一個月之後
[00:15:04.500 --> 00:15:06.500]  他會變成怎樣
[00:15:06.500 --> 00:15:08.500]  一個月之後
[00:15:08.500 --> 00:15:10.500]  他變成怎樣呢
[00:15:10.500 --> 00:15:12.500]  就是他重了二十四磅
[00:15:12.500 --> 00:15:16.500]  肝功能開始有脂肪積聚
[00:15:16.500 --> 00:15:18.500]  膽固醇飆高
[00:15:18.500 --> 00:15:20.500]  情緒失控
[00:15:20.500 --> 00:15:28.500]  性的反應已經不再有正常的情況
[00:15:28.500 --> 00:15:32.500]  每餐都吃飽
[00:15:32.500 --> 00:15:38.500]  但其實每餐的生命一直被摧殘
[00:15:38.500 --> 00:15:42.500]  有些假的
[00:15:42.500 --> 00:15:44.500]  現在不是在拜其他神
[00:15:44.500 --> 00:15:48.500]  他在拜一個偽耶和華
[00:15:48.500 --> 00:15:50.500]  我們有時都要小心
[00:15:50.500 --> 00:15:52.500]  好像飽的
[00:15:52.500 --> 00:15:56.500]  但最後你的生命一直下退
[00:15:56.500 --> 00:15:58.500]  我們要搞清楚
[00:15:58.500 --> 00:16:00.500]  究竟哪裏才能找到神
[00:16:00.500 --> 00:16:02.500]  我們要活出新視野
[00:16:02.500 --> 00:16:04.500]  我們敬拜
[00:16:04.500 --> 00:16:06.500]  我們每日的靈修
[00:16:06.500 --> 00:16:08.500]  我們每日對準上帝
[00:16:08.500 --> 00:16:10.500]  小組互相的激勵
[00:16:10.500 --> 00:16:14.500]  那個情況不是我們有多少出席率
[00:16:14.500 --> 00:16:16.500]  我們在裏面是經歷生命的轉化
[00:16:16.500 --> 00:16:18.500]  中的
[00:16:18.500 --> 00:16:20.500]  是神的話語
[00:16:20.500 --> 00:16:22.500]  裏面開始經歷了一個新的視野
[00:16:22.500 --> 00:16:24.500]  在一個黑暗的裏面
[00:16:24.500 --> 00:16:26.500]  我們見到光
[00:16:26.500 --> 00:16:30.500]  並且有一個印證
[00:16:30.500 --> 00:16:32.500]  當你發現甚麼時候有問題
[00:16:32.500 --> 00:16:34.500]  就是當你發現你的生命
[00:16:34.500 --> 00:16:36.500]  倒轉了這一句
[00:16:36.500 --> 00:16:38.500]  就是你開始沒有變新
[00:16:38.500 --> 00:16:40.500]  開始你裏面沒有轉化
[00:16:40.500 --> 00:16:42.500]  停留了
[00:16:42.500 --> 00:16:44.500]  沒有經歷那個
[00:16:44.500 --> 00:16:48.500]  不停轉化新造的人的生命
[00:16:48.500 --> 00:16:50.500]  那裏就出現問題
[00:16:50.500 --> 00:16:52.500]  聖經說
[00:16:52.500 --> 00:16:54.500]  若有人在基督裏
[00:16:54.500 --> 00:16:56.500]  新造的人
[00:16:56.500 --> 00:16:58.500]  這個新造的人不是
[00:16:58.500 --> 00:17:02.500]  一個祈禱就完結
[00:17:02.500 --> 00:17:04.500]  是一個轉化的過程
[00:17:04.500 --> 00:17:06.500]  從內到外
[00:17:06.500 --> 00:17:10.500]  米加他自己創作一個宗教
[00:17:10.500 --> 00:17:12.500]  恐怖到
[00:17:12.500 --> 00:17:16.500]  他覺得他正在敬拜耶和華
[00:17:16.500 --> 00:17:18.500]  大家小心
[00:17:18.500 --> 00:17:20.500]  第一個提醒
[00:17:20.500 --> 00:17:22.500]  第二個
[00:17:22.500 --> 00:17:24.500]  第二個角色出現
[00:17:24.500 --> 00:17:26.500]  他叫利美人
[00:17:26.500 --> 00:17:28.500]  剛才沒有利美人
[00:17:28.500 --> 00:17:30.500]  這裏有
[00:17:30.500 --> 00:17:32.500]  讀讀第二個角色
[00:17:32.500 --> 00:17:34.500]  是甚麼事發生
[00:17:34.500 --> 00:17:36.500]  17章第七節
[00:17:36.500 --> 00:17:38.500]  預備起
[00:17:38.500 --> 00:17:40.500]  猶大伯利恆有一個少年人
[00:17:40.500 --> 00:17:48.500]  猶大
