
[00:00:00.000 --> 00:00:02.500]  今天的題目很有趣
[00:02:23.900 --> 00:02:28.180]  以色列人求撒姆爾幫他們立一個王
[00:02:28.180 --> 00:02:32.140]  經文說「現在求你爲我們立一個王
[00:02:32.140 --> 00:02:36.940]  治理我們,將列國一樣」
[00:02:36.940 --> 00:02:40.180]  有很多自由派的神學家
[00:02:40.180 --> 00:02:43.140]  我叫他們Liberal Theologians
[00:02:43.140 --> 00:02:44.660]  他們說什麼?
[00:02:44.660 --> 00:02:49.460]  他們說生命紀十七章十四節不是預言
[00:02:49.460 --> 00:02:50.900]  是什麼?
[00:02:50.900 --> 00:02:56.740]  是神認同贊同以色列人
[00:02:56.740 --> 00:02:58.540]  會立一個君王
[00:02:58.540 --> 00:03:02.260]  所以一早就已經鋪定路
[00:03:02.260 --> 00:03:05.500]  在生命紀十七章十四節
[00:03:05.500 --> 00:03:10.780]  說以色列人會立王
[00:03:10.780 --> 00:03:12.180]  他們甚至說
[00:03:12.180 --> 00:03:16.580]  神是鼓勵以色列人去立一個君王
[00:03:16.580 --> 00:03:18.060]  但我們要很小心
[00:03:18.060 --> 00:03:20.780]  很多這些自由派的神學家
[00:03:20.780 --> 00:03:23.820]  他們很少很少說到預言
[00:03:23.820 --> 00:03:27.340]  甚至很少說聖經裏面的神蹟其事
[00:03:27.340 --> 00:03:31.620]  他們將聖經變成了一本智慧書
[00:03:31.620 --> 00:03:35.780]  變成了一本道德的教科書
[00:03:35.780 --> 00:03:38.940]  其實聖經裏面有四分之一的經文
[00:03:38.940 --> 00:03:40.740]  都是說預言
[00:03:40.740 --> 00:03:43.700]  所以預言在聖經裏面很重要
[00:03:43.700 --> 00:03:44.620]  我們要很小心
[00:03:44.620 --> 00:03:47.220]  這些自由派的神學家
[00:03:47.220 --> 00:03:51.700]  他們大大限制了聖經預言的能力
[00:03:51.700 --> 00:03:54.500]  他們限制了聖經的權威
[00:03:54.500 --> 00:03:56.220]  權威去了哪裏?
[00:03:56.220 --> 00:03:59.380]  權威去了他們自己的身上
[00:03:59.380 --> 00:04:05.100]  所以我們要很小心
[00:04:05.100 --> 00:04:08.660]  我們說出埃及的時候
[00:04:08.660 --> 00:04:10.300]  我們都見過
[00:04:10.300 --> 00:04:12.860]  神一向是帶領以色列人
[00:04:12.860 --> 00:04:15.500]  自己親自帶領他們出埃及
[00:04:15.500 --> 00:04:19.940]  神是自己帶領他們進入迦南地
[00:04:19.940 --> 00:04:22.980]  現在去到撒姆爾上八章五節
[00:04:22.980 --> 00:04:27.260]  以色列人居然要求一位王
[00:04:27.260 --> 00:04:29.860]  究竟一早在《生命紀》
[00:04:29.860 --> 00:04:33.180]  我們知道《生命紀》是早過撒姆爾紀
[00:04:33.180 --> 00:04:36.980]  究竟在《生命紀》十七章十四節裏面
[00:04:36.980 --> 00:04:39.180]  神說你們立王的時候
[00:04:39.180 --> 00:04:41.180]  君王有什麼要做
[00:04:41.180 --> 00:04:44.740]  究竟這段經文是預言
[00:04:44.740 --> 00:04:48.060]  還是真的好像這些自由派的神學家說
[00:04:48.060 --> 00:04:52.020]  是神一早安排要爲以色列人立王
[00:04:52.020 --> 00:04:55.180]  所以已經爲他們鋪路
[00:04:55.180 --> 00:04:58.900]  其實我們要解答是很簡單
[00:04:58.900 --> 00:05:02.060]  我們看回撒姆爾上八章七節
[00:05:02.060 --> 00:05:05.620]  就在撒姆爾上八章五節後兩節的經文
[00:05:05.620 --> 00:05:06.980]  經文說什麼
[00:05:06.980 --> 00:05:09.340]  耶和華對撒姆爾說
[00:05:09.340 --> 00:05:11.780]  百姓向你說的一切話
[00:05:11.780 --> 00:05:16.260]  你只管依從因爲他們不是厭棄你
[00:05:16.260 --> 00:05:17.780]  乃是厭棄我
[00:05:17.780 --> 00:05:21.020]  不要我作他們的王
[00:05:21.020 --> 00:05:23.340]  你在這裏看到神是否很開心
[00:05:23.340 --> 00:05:25.940]  要爲以色列人立一位王
[00:05:25.940 --> 00:05:27.180]  神說不是
[00:05:27.180 --> 00:05:30.260]  神和撒姆爾說
[00:05:30.260 --> 00:05:31.740]  他們不是厭棄你
[00:05:31.740 --> 00:05:33.140]  他們是厭棄我
[00:05:33.140 --> 00:05:36.820]  他們不要我做他們的王
[00:05:36.820 --> 00:05:39.060]  在聖經裏我們見到
[00:05:39.060 --> 00:05:43.260]  彭彭神和以色列人說要他們分別爲姓
[00:05:43.260 --> 00:05:47.180]  你們千萬不要學其他國家一樣
[00:05:47.180 --> 00:05:51.900]  現在以色列人要學其他國家要有一個王
[00:05:51.900 --> 00:05:54.220]  你想想是不是神的心意
[00:05:54.220 --> 00:05:55.060]  當然不是
[00:05:55.060 --> 00:05:57.500]  好像利尾記二十章二十六節
[00:05:57.500 --> 00:06:00.100]  神叫他們要分別爲姓
[00:06:00.100 --> 00:06:04.180]  不要學其他國家一樣
[00:06:04.180 --> 00:06:09.420]  神甚至叫摩西警告以色列人
[00:06:09.420 --> 00:06:11.260]  說你們要王
[00:06:11.260 --> 00:06:14.020]  你知不知道這個王將來會怎樣
[00:06:14.020 --> 00:06:16.340]  他會管轄你們
[00:06:16.340 --> 00:06:19.380]  他會搶奪你們的兒女
[00:06:19.380 --> 00:06:20.860]  你們的田園
[00:06:20.860 --> 00:06:22.980]  你們的麓皮
[00:06:22.980 --> 00:06:26.180]  你們的畜牲
[00:06:26.180 --> 00:06:29.540]  他會收很重的稅
[00:06:29.540 --> 00:06:32.420]  他甚至會當你們是奴隸
[00:06:32.420 --> 00:06:34.740]  到那時你們回來求我
[00:06:34.740 --> 00:06:37.860]  神說我是不會理你們
[00:06:37.860 --> 00:06:41.700]  這些經文都記在撒姆爾上第八章
[00:06:41.700 --> 00:06:43.820]  講得很清楚
[00:06:43.820 --> 00:06:46.420]  相信最好的證明
[00:06:46.420 --> 00:06:49.420]  立一位王不是神的旨意
[00:06:49.420 --> 00:06:53.020]  是在荷西亞書第十三章第十一節
[00:06:53.020 --> 00:06:54.380]  神怎樣說
[00:06:54.380 --> 00:06:57.980]  我在怒氣中將神賜你
[00:06:57.980 --> 00:07:01.660]  又在烈爐中將王廢去
[00:07:01.660 --> 00:07:02.740]  很清楚
[00:07:02.740 --> 00:07:06.660]  立一位王不是神贊同
[00:07:06.660 --> 00:07:08.500]  有很多人都會說
[00:07:08.500 --> 00:07:11.180]  聖經有說的就是神贊同的
[00:07:11.180 --> 00:07:14.500]  尤其是在律例典章裏面
[00:07:14.500 --> 00:07:16.900]  我記得我超過20年前
[00:07:16.900 --> 00:07:20.740]  和我的前姐夫有一個辯論
[00:07:20.740 --> 00:07:22.500]  爲什麼是前姐夫
[00:07:22.500 --> 00:07:25.420]  因爲他已經和我的姐姐離婚了
[00:07:25.420 --> 00:07:27.060]  20年前
[00:07:27.060 --> 00:07:28.580]  他要和我姐姐離婚
[00:07:28.580 --> 00:07:30.420]  我姐姐又要和他離婚
[00:07:30.420 --> 00:07:32.140]  我們兩個人就有一個辯論
[00:07:32.140 --> 00:07:33.820]  究竟聖經
[00:07:33.820 --> 00:07:37.540]  究竟神是否贊同離婚
[00:07:37.540 --> 00:07:39.740]  我的姐夫很熟悉聖經
[00:07:39.740 --> 00:07:40.460]  他跟我說
[00:07:40.460 --> 00:07:43.260]  他說在神的律例典章當中
[00:07:43.260 --> 00:07:46.580]  在摩西的律法已經說了
[00:07:46.580 --> 00:07:50.660]  當你離婚的時候應該怎麼做
[00:07:50.660 --> 00:07:52.460]  在律例典章裏面
[00:07:52.460 --> 00:07:56.860]  絕對是神贊同人離婚
[00:07:56.860 --> 00:07:58.700]  我怎麼回答
[00:07:58.700 --> 00:08:01.020]  我說在神的律例典章當中
[00:08:01.020 --> 00:08:03.620]  都有說人謀殺之後
[00:08:03.620 --> 00:08:06.100]  應該要怎麼處理
[00:08:06.100 --> 00:08:08.740]  但是否神贊同
[00:08:08.740 --> 00:08:11.420]  甚至是鼓勵人去謀殺
[00:08:11.420 --> 00:08:13.420]  絕對不是
[00:08:13.420 --> 00:08:15.140]  所以我們要很小心
[00:08:15.140 --> 00:08:18.340]  尤其是對這些自由派的神學家
[00:08:18.340 --> 00:08:19.940]  他們的神學
[00:08:19.940 --> 00:08:22.540]  說到《新命紀》第18章
[00:08:22.540 --> 00:08:24.900]  不妨又看多一個例子
[00:08:24.900 --> 00:08:28.100]  在《新命紀》第18章第18節
[00:08:28.100 --> 00:08:29.860]  那些自由的神學家
[00:08:29.860 --> 00:08:32.460]  又有他們獨特的見解
[00:08:32.460 --> 00:08:34.540]  《新命紀》第18章第18節
[00:08:34.540 --> 00:08:36.100]  是說什麼呢?
[00:08:36.100 --> 00:08:37.140]  經文說
[00:08:37.140 --> 00:08:39.700]  「我要在他們弟兄中間
[00:08:39.700 --> 00:08:43.220]  給他們興起一位先知將來
[00:08:43.220 --> 00:08:45.900]  我要將當說的話傳給他
[00:08:45.900 --> 00:08:48.420]  他要將我一切所吩咐的
[00:08:48.420 --> 00:08:50.940]  都傳給他們」
[00:08:50.940 --> 00:08:52.180]  這裏說
[00:08:52.180 --> 00:08:55.500]  神將會興起一位先知
[00:08:55.500 --> 00:08:57.780]  這個問題就在這裏
[00:08:57.780 --> 00:09:01.340]  我們知道先知從來不是一位
[00:09:01.340 --> 00:09:02.980]  我們知道有很多先知
[00:09:02.980 --> 00:09:04.220]  有以塞亞先知
[00:09:04.220 --> 00:09:05.740]  有耶利米先知
[00:09:05.740 --> 00:09:07.300]  以西傑但以尼
[00:09:07.300 --> 00:09:08.900]  小先知都十二位
[00:09:08.900 --> 00:09:10.260]  你不要說
[00:09:10.260 --> 00:09:11.420]  還有
[00:09:11.420 --> 00:09:12.660]  以利亞
[00:09:12.660 --> 00:09:13.820]  以利沙先知
[00:09:13.820 --> 00:09:15.860]  還有很多很多先知
[00:09:15.860 --> 00:09:18.860]  爲什麼這裏突然間說要興起一位先知
[00:09:18.860 --> 00:09:22.780]  好像摩西一樣
[00:09:22.780 --> 00:09:25.220]  自由派的神學家就會說
[00:09:25.220 --> 00:09:26.660]  很簡單
[00:09:26.660 --> 00:09:29.940]  你看前面經文第十七章是說什麼
[00:09:29.940 --> 00:09:31.620]  是說黃的
[00:09:31.620 --> 00:09:34.660]  所以這裏其實一位先知是說黃
[00:09:34.660 --> 00:09:37.140]  黃是隻有一位
[00:09:37.140 --> 00:09:40.420]  「曾幾何時黃是變了先知?
[00:09:40.420 --> 00:09:45.020]  就算大胃都需要有一位拿丹先知
[00:09:45.020 --> 00:09:49.100]  來將神的話語說給自己聽」
[00:09:49.100 --> 00:09:53.180]  所以這裏絕對不是說一位黃
[00:09:53.180 --> 00:09:55.180]  那是說什麼呢?
[00:09:55.180 --> 00:09:57.620]  你看耶穌基督自己有說
[00:09:57.620 --> 00:10:00.340]  在約翰福音五章四十六節
[00:10:00.340 --> 00:10:03.660]  「你們如果信摩西也必信我
[00:10:03.660 --> 00:10:07.460]  因爲他書上有旨着我寫的話」
[00:10:07.460 --> 00:10:09.340]  耶穌基督說
[00:10:09.340 --> 00:10:12.780]  摩西的律法書上是有旨主旨
[00:10:12.780 --> 00:10:15.500]  我相信《生命紀》十八章十八節
[00:10:15.500 --> 00:10:17.580]  就是這一節的經文
[00:10:17.580 --> 00:10:18.540]  但是你說
[00:10:18.540 --> 00:10:22.580]  摩西五經裏面有很多有關耶穌基督的預言
[00:10:22.580 --> 00:10:27.100]  爲什麼你一定要說是《生命紀》十八章十八節
[00:10:27.100 --> 00:10:31.140]  如果你再看約翰福音四章二十五節
[00:10:31.140 --> 00:10:33.660]  撒瑪利亞婦人都知道
[00:10:33.660 --> 00:10:36.540]  記不記得耶穌基督和撒瑪利亞婦人說話
[00:10:36.540 --> 00:10:38.300]  撒瑪利亞怎麼回答
[00:10:38.300 --> 00:10:42.100]  祂說「我知道尼賽亞有個括弧括住
[00:10:42.100 --> 00:10:45.300]  就是那稱爲基督的要來
[00:10:45.300 --> 00:10:49.220]  他來了必將一切的事告訴我們」
[00:10:49.220 --> 00:10:51.820]  你比較一下兩節的經文
[00:10:51.820 --> 00:10:54.940]  「他來了要將一切的事告訴我們」
[00:10:54.940 --> 00:10:58.220]  你看看《生命紀》十八章第八節
[00:10:58.220 --> 00:11:03.380]  「他要將一切的吩咐都傳給你們」
[00:11:03.380 --> 00:11:05.220]  所以我們看到這裏
[00:11:05.220 --> 00:11:08.300]  絕對是耶穌基督的預言
[00:11:08.300 --> 00:11:11.780]  但是自由派的神學家就會說不是預言
[00:11:11.780 --> 00:11:14.420]  因爲他們不信有預言
[00:11:14.420 --> 00:11:17.780]  將很多的預言都有第二種的解釋
[00:11:17.780 --> 00:11:20.500]  我們要很小心
[00:11:20.500 --> 00:11:24.540]  我們看回我們今天的經文
[00:11:24.540 --> 00:11:30.380]  既然神是容許以色列人有君王
[00:11:30.380 --> 00:11:33.180]  君王是有三個不可
[00:11:33.180 --> 00:11:36.900]  我們首先看看《生命紀》第十七章第十六節
[00:11:36.900 --> 00:11:41.060]  經文說「只是王不可爲自己加添馬匹
[00:11:41.060 --> 00:11:44.460]  也不可使百姓回埃及去
[00:11:44.460 --> 00:11:47.140]  爲要加添他們的馬匹
[00:11:47.140 --> 00:11:53.020]  因耶和華曾吩咐你們說不可再回那條路去」
[00:11:53.020 --> 00:11:55.820]  在中東的古代
[00:11:55.820 --> 00:11:59.220]  馬匹是很少用作其他用途
[00:11:59.220 --> 00:12:01.140]  除了戰爭以外
[00:12:01.140 --> 00:12:04.580]  很少有人騎馬走去玩
[00:12:04.580 --> 00:12:10.740]  或者用馬車來載物件
[00:12:10.740 --> 00:12:14.780]  通常馬車都是用來打仗
[00:12:14.780 --> 00:12:17.900]  如果我們記得《詩篇》第二十篇第七節
[00:12:17.900 --> 00:12:19.140]  就很清楚
[00:12:19.140 --> 00:12:22.620]  人是靠駒 有人是靠馬
[00:12:22.620 --> 00:12:26.620]  但我們要提到耶和華 我們神的名
[00:12:26.620 --> 00:12:32.220]  所以駒馬都是代表軍事的力量
[00:12:32.220 --> 00:12:36.740]  那你說爲什麼不可以回去埃及?經文說
[00:12:36.740 --> 00:12:41.180]  如果你看完《以賽亞書》三十一章一節
[00:12:41.180 --> 00:12:44.300]  你就知道爲什麼不可以回去埃及
[00:12:44.300 --> 00:12:45.300]  經文說
[00:12:45.300 --> 00:12:50.180]  「何在那些下埃及求幫助的
[00:12:50.180 --> 00:12:53.180]  是因仗賴馬匹
[00:12:53.180 --> 00:12:56.140]  倚靠甚多的駒馬
[00:12:56.140 --> 00:12:58.900]  並倚靠強壯的馬兵
[00:12:58.900 --> 00:13:01.620]  卻不仰望以色列的聖者
[00:13:01.620 --> 00:13:04.300]  也不求問耶和華」
[00:13:04.300 --> 00:13:07.580]  原來埃及是出產兵馬
[00:13:07.580 --> 00:13:09.940]  是供應兵馬的地方
[00:13:09.940 --> 00:13:13.220]  每個國家要招兵買馬都走去埃及
[00:13:13.220 --> 00:13:18.900]  神說你不可以將百姓送去埃及
[00:13:18.900 --> 00:13:23.220]  帶些金銀財寶去換取馬匹回來
[00:13:23.220 --> 00:13:26.180]  是鞏固你自己的勢力
[00:13:26.180 --> 00:13:28.860]  當然也有人說
[00:13:28.860 --> 00:13:31.900]  另外一個原因爲什麼不可以回埃及
[00:13:31.900 --> 00:13:33.300]  就是我們知道
[00:13:33.300 --> 00:13:38.020]  以色列人一有少少挫折就怎樣?
[00:13:38.020 --> 00:13:41.300]  收拾書包回埃及了
[00:13:41.300 --> 00:13:43.620]  我們見過很多次在埃及
[00:13:43.620 --> 00:13:48.140]  十四章四節其中一個例子是《文書記》
[00:13:48.140 --> 00:13:49.700]  小小事就回去了
[00:13:49.700 --> 00:13:54.340]  當一個君王將所有的錢放在軍事上
[00:13:54.340 --> 00:13:55.820]  徵很重的稅
[00:13:55.820 --> 00:13:58.220]  搞到民不聊生的時候
[00:13:58.220 --> 00:14:00.460]  那些以色列民會怎樣?
[00:14:00.460 --> 00:14:02.300]  不如回埃及了
[00:14:02.300 --> 00:14:03.980]  所以這又是另外一個解釋
[00:14:03.980 --> 00:14:05.860]  兩個解釋都解得通
[00:14:05.860 --> 00:14:09.700]  我相信兩個解釋都是很好的解釋
[00:14:09.700 --> 00:14:13.700]  我們再看看
[00:14:13.700 --> 00:14:18.340]  以前的軍事是靠兵馬的
[00:14:18.340 --> 00:14:20.180]  現在是靠什麼?
[00:14:20.180 --> 00:14:22.180]  現在是靠戰車
[00:14:22.180 --> 00:14:23.700]  靠坦克
[00:14:23.700 --> 00:14:27.940]  靠核子彈頭
[00:14:27.940 --> 00:14:31.660]  神說你不要多積兵馬
[00:14:31.660 --> 00:14:34.860]  神不是說你不要有兵馬
[00:14:34.860 --> 00:14:38.500]  你記不記得就算機電
[00:14:38.500 --> 00:14:42.620]  神叫機電去打米電
[00:14:42.620 --> 00:14:43.620]  機電怎樣?
[00:14:43.620 --> 00:14:45.900]  將他的軍隊減少減少
[00:14:45.900 --> 00:14:48.020]  減到只剩下300個人
[00:14:48.020 --> 00:14:49.020]  爲什麼?
[00:14:49.020 --> 00:14:51.740]  因爲他要依靠的是神的力量
[00:14:51.740 --> 00:14:53.260]  不是靠自己的兵馬
[00:14:53.260 --> 00:14:54.980]  和我們這裏所說的一樣
[00:14:54.980 --> 00:14:57.620]  不是說要你完全沒有兵馬
[00:14:57.620 --> 00:14:59.820]  但是當你將你的依靠力
[00:14:59.820 --> 00:15:02.540]  放在兵馬那裏的時候
[00:15:02.540 --> 00:15:04.660]  你就是做錯了
[00:15:04.660 --> 00:15:07.220]  如果我們將我們的依靠放在兵馬
[00:15:07.220 --> 00:15:09.580]  多多都不夠
[00:15:09.580 --> 00:15:11.900]  隔離的國家有5匹馬
[00:15:11.900 --> 00:15:13.580]  你要6匹
[00:15:13.580 --> 00:15:17.220]  隔離的國家有10匹馬
[00:15:17.220 --> 00:15:18.820]  你要11匹
[00:15:18.820 --> 00:15:20.980]  隔離的國家有100個核子彈頭
[00:15:20.980 --> 00:15:22.180]  你要多少個?
[00:15:22.180 --> 00:15:24.580]  你要101個
[00:15:24.580 --> 00:15:26.900]  這個就叫做什麼?
[00:15:26.900 --> 00:15:29.180]  叫做Arms Race
[00:15:29.180 --> 00:15:31.580]  是軍備的競爭
[00:15:31.580 --> 00:15:33.140]  在Safety Journal
[00:15:33.140 --> 00:15:36.700]  最近出版了一篇文章
[00:15:36.700 --> 00:15:40.060]  這篇文章是Michigan Technology University
[00:15:40.060 --> 00:15:42.300]  和Tennessee State University
[00:15:42.300 --> 00:15:44.700]  一起來做一個實驗
[00:15:44.700 --> 00:15:47.460]  來公佈他們的結果
[00:15:47.460 --> 00:15:49.380]  他們說如果有一個國家
[00:15:49.380 --> 00:15:51.740]  去攻擊別的國家
[00:15:51.740 --> 00:15:54.660]  用到100個核子彈頭
[00:15:54.660 --> 00:15:57.500]  就會開始連自己都不行了
[00:15:57.500 --> 00:16:01.980]  那些核子塵會吹回自己那裏
[00:16:01.980 --> 00:16:06.340]  你知不知道全世界有多少個核子彈頭?
[00:16:06.340 --> 00:16:09.540]  有15000個
[00:16:09.540 --> 00:16:11.980]  100個核子彈頭已經很不行了
[00:16:11.980 --> 00:16:14.060]  你去攻擊別人
[00:16:14.060 --> 00:16:16.620]  攻擊到自己都不行
[00:16:16.620 --> 00:16:18.100]  100個已經做成這樣
[00:16:18.100 --> 00:16:20.940]  有15000個
[00:16:20.940 --> 00:16:23.980]  90%的核子彈頭都在哪裏?
[00:16:23.980 --> 00:16:26.860]  在俄羅斯和美國
[00:16:26.860 --> 00:16:28.300]  90%
[00:16:28.300 --> 00:16:31.940]  我們真的很需要爲美國
[00:16:31.940 --> 00:16:32.820]  俄羅斯
[00:16:32.820 --> 00:16:36.700]  和爲了他們的領袖來禱告
[00:16:36.700 --> 00:16:40.900]  如果我們將我們的實力
[00:16:40.900 --> 00:16:43.860]  將我們的依賴放在自己的身上
[00:16:43.860 --> 00:16:45.300]  多多都不夠
[00:16:45.300 --> 00:16:47.420]  我們是應該將我們的依賴
[00:16:47.420 --> 00:16:49.700]  放在耶和華的身上
[00:16:49.700 --> 00:16:52.900]  第二樣有何不可?
[00:16:52.900 --> 00:16:55.300]  在《生命紀》17章17節
[00:16:55.300 --> 00:16:58.340]  他也不可爲自己多立非奔
[00:16:58.340 --> 00:17:01.500]  恐怕他的心偏扯
[00:17:01.500 --> 00:17:04.860]  不可多立非奔,心會偏扯
[00:17:04.860 --> 00:17:06.380]  這裏不是說
[00:17:06.380 --> 00:17:10.020]  做皇帝不可娶妻
[00:17:10.020 --> 00:17:11.500]  一定要做和尚
[00:17:11.500 --> 00:17:12.620]  不是這麼說
[00:17:12.620 --> 00:17:14.340]  你可以立妻
[00:17:14.340 --> 00:17:16.740]  甚至可以有妾侍
[00:17:16.740 --> 00:17:20.220]  但是你不可有那麼多
[00:17:20.220 --> 00:17:22.700]  有人會說:傻的
[00:17:22.700 --> 00:17:24.780]  中國人的後宮3000
[00:17:24.780 --> 00:17:28.460]  什麼時候有心偏扯纔行
[00:17:28.460 --> 00:17:31.780]  爲什麼會心偏扯?你看《出埃及記》
[00:17:31.780 --> 00:17:34.980]  34章14節你就知道
[00:17:34.980 --> 00:17:38.420]  神叫以色列人不要和外邦人通婚
[00:17:38.420 --> 00:17:39.460]  他怎麼說?
[00:17:39.460 --> 00:17:42.820]  他說:你的兒子娶他們的女兒爲妻
[00:17:42.820 --> 00:17:47.460]  他們的女兒隨從他們的神行邪淫
[00:17:47.460 --> 00:17:52.180]  使你的兒子也隨從他們的神行邪淫
[00:17:52.180 --> 00:17:55.340]  你去娶外邦的媳婦
[00:17:55.340 --> 00:17:57.780]  你打算多一個女兒
[00:17:57.780 --> 00:18:01.620]  誰知道這個是拜邪教的,拜偶像的
[00:18:01.620 --> 00:18:03.140]  連兒子都沒了
[00:18:03.140 --> 00:18:04.500]  你的兒子跑去拜偶像
[00:18:04.500 --> 00:18:06.980]  這裏就是這麼說
[00:18:06.980 --> 00:18:12.580]  你說和君王娶妻有什麼關係?
[00:18:12.580 --> 00:18:15.060]  如果你看《列王紀相》
[00:18:15.060 --> 00:18:18.220]  第11章3-4節你就知道
[00:18:18.220 --> 00:18:20.940]  所羅門王有多少個妃娃?
[00:18:20.940 --> 00:18:22.980]  700個妃子
[00:18:22.980 --> 00:18:25.460]  妃就是太太的意思
[00:18:25.460 --> 00:18:27.500]  奔就是妾侍
[00:18:27.500 --> 00:18:30.660]  爲什麼有700個太太
[00:18:30.660 --> 00:18:34.300]  原來每個太太都是公主
[00:18:34.300 --> 00:18:36.340]  娶了很多公主
[00:18:36.340 --> 00:18:38.820]  爲什麼700個是太太
[00:18:38.820 --> 00:18:40.580]  300個纔是妃婢
[00:18:40.580 --> 00:18:42.300]  你娶個公主回來
[00:18:42.300 --> 00:18:43.980]  你不可以讓她做妾侍
[00:18:43.980 --> 00:18:45.900]  你要讓她做太太
[00:18:45.900 --> 00:18:49.100]  所以有700個是太太
[00:18:49.100 --> 00:18:51.980]  這些都是外邦人
[00:18:51.980 --> 00:18:55.620]  這些都是拜偶像的
[00:18:55.620 --> 00:18:57.540]  娶了回來就大事了
[00:18:57.540 --> 00:18:59.900]  我們知道所羅門王就是這樣
[00:18:59.900 --> 00:19:01.180]  經文說他什麼
[00:19:01.180 --> 00:19:05.660]  他的妃嬪又說他的心是隨從別的神
[00:19:05.660 --> 00:19:07.060]  這裏就是這麼說
[00:19:07.060 --> 00:19:10.340]  原來是用來和親
[00:19:10.340 --> 00:19:12.620]  不是說娶多妻妾不好
[00:19:12.620 --> 00:19:14.020]  但如果你用來和親
[00:19:14.020 --> 00:19:16.060]  你打算鞏固自己的實力
[00:19:16.060 --> 00:19:17.580]  但誰知道怎麼樣
[00:19:17.580 --> 00:19:21.260]  被他們帶領你反而去信是偶像
[00:19:21.260 --> 00:19:25.340]  去拜偶像
[00:19:25.340 --> 00:19:27.660]  第三樣的不可又是什麼
[00:19:27.660 --> 00:19:32.660]  第一就是不可有多馬匹
[00:19:32.660 --> 00:19:33.940]  第二是什麼
[00:19:33.940 --> 00:19:38.500]  就是不可爲自己多娶妃嬪
[00:19:38.500 --> 00:19:39.780]  第三呢
[00:19:39.780 --> 00:19:43.340]  第三是《新明記》17章17節尾
[00:19:43.340 --> 00:19:47.420]  也不可爲自己多積金銀
[00:19:47.420 --> 00:19:49.420]  這裏又是讓我們看到
[00:19:49.420 --> 00:19:50.900]  他說不可以多積
[00:19:50.900 --> 00:19:53.380]  不是不可以沒有金銀
[00:19:53.380 --> 00:19:57.140]  你不要說做皇帝神不是要你一貧如洗
[00:19:57.140 --> 00:19:58.540]  要你兩袖清風
[00:19:58.540 --> 00:20:00.340]  要你每餐挨白粥
