
[00:00:00.000 --> 00:00:02.220]  請您再次同心我地同祈禱
[00:02:26.660 --> 00:02:29.620]  我記得有一個星期日 教會開到六點零七點鐘
[00:02:29.620 --> 00:02:30.940]  我返到屋企
[00:02:30.940 --> 00:02:33.780]  竟然之間 空空如也
[00:02:33.780 --> 00:02:36.140]  太太又唔喺度
[00:02:36.140 --> 00:02:39.620]  仔女又唔喺度 佢又無話畀我聽佢邊度
[00:02:39.620 --> 00:02:42.980]  咁我諗佢梗係出咗去唔知咩啦 咁喺度等
[00:02:42.980 --> 00:02:46.100]  等到七點幾 都唔見人
[00:02:46.100 --> 00:02:49.180]  我就開始呢 諗三諗四啦
[00:02:49.180 --> 00:02:50.620]  我又諗下 咦
[00:02:50.620 --> 00:02:52.960]  係咪俾人哋擄劫呢
[00:02:53.440 --> 00:02:55.260]  咦 係咪
[00:02:55.260 --> 00:02:58.240]  交通意外呢 咦
[00:02:58.240 --> 00:02:59.760]  有啲咩事呢
[00:02:59.760 --> 00:03:02.720]  就開始打電話去問嗰啲朋友啊
[00:03:02.720 --> 00:03:05.980]  咁嚇到嗰啲弟兄姊妹朋友仲以為
[00:03:05.980 --> 00:03:08.740]  我太太失咗蹤 啲仔佢失咗蹤添啊
[00:03:08.740 --> 00:03:12.100]  緊緊張張 淨係最緊張嘅時候呢
[00:03:12.100 --> 00:03:15.200]  七點三十五分 門就開咗啦
[00:03:15.200 --> 00:03:18.080]  嗰個見我太太帶住啲細蚊仔返嚟
[00:03:18.080 --> 00:03:21.160]  咁我姐話 你去咗邊度啊 我以為你咩事
[00:03:21.160 --> 00:03:23.800]  佢做咩咁緊張啊 七點半咋嘛
[00:03:23.800 --> 00:03:25.740]  天仲咁光 你驚乜嘢
[00:03:25.740 --> 00:03:27.780]  我諗下又係我驚啲乜嘢啫
[00:03:27.780 --> 00:03:31.460]  我諗 我嘅驚係有理由嘅
[00:03:31.460 --> 00:03:34.880]  同我家庭背景好有關係啦
[00:03:34.880 --> 00:03:36.780]  我記得我細個嘅時候
[00:03:36.780 --> 00:03:39.620]  一把 抹抹大眼 阿媽唔見咗
[00:03:39.620 --> 00:03:42.540]  細佬唔見咗 細妹唔見咗
[00:03:42.540 --> 00:03:46.140]  原來佢帶咗兩個就返去大陸
[00:03:46.140 --> 00:03:48.940]  自此之後 我就冇再見到我爸爸
[00:03:48.940 --> 00:03:50.440]  我冇見到我媽媽
[00:03:51.560 --> 00:03:53.840]  呢個陰影一路存喺我裏面
[00:03:53.840 --> 00:03:56.140]  好怕分離
[00:03:56.140 --> 00:04:00.120]  好怕突然之間 屋企人分曬
[00:04:00.120 --> 00:04:02.720]  所以造成我一種好緊張
[00:04:02.720 --> 00:04:04.680]  好緊張嘅心態喺裏面
[00:04:04.680 --> 00:04:07.860]  有兩本書
[00:04:07.860 --> 00:04:11.080]  係 我諗值得每個中國人去睇嘅
[00:04:11.080 --> 00:04:15.380]  一本書係大陸嘅作家 一本書係台灣嘅作家
[00:04:15.380 --> 00:04:19.700]  第一本書係叫做《紅》 係張融寫嘅
[00:04:19.940 --> 00:04:22.020]  有幾人睇過《紅》呢本書
[00:04:22.020 --> 00:04:25.780]  未睇嘅 我好鼓勵你 發住你睇
[00:04:25.780 --> 00:04:27.960]  英文叫做《The Wild Swan》
[00:04:27.960 --> 00:04:30.640]  中文譯咗《紅》
[00:04:30.640 --> 00:04:33.860]  係一個作者叫做張融
[00:04:33.860 --> 00:04:35.900]  另一本書就係龍應台寫嘅
[00:04:35.900 --> 00:04:39.040]  《1949大江大海》 有幾人睇過呢本書
[00:04:39.040 --> 00:04:40.860]  都唔係好多人睇
[00:04:40.860 --> 00:04:42.840]  我諗作為一個中國人呢
[00:04:42.840 --> 00:04:45.400]  我覺得應該睇呢兩本書
[00:04:45.400 --> 00:04:48.780]  張融呢一本書《紅》 係講
[00:04:48.880 --> 00:04:54.700]  所謂一家三代女人嘅故事
[00:04:54.700 --> 00:04:57.080]  尤其是女士更加要睇呢本書
[00:04:57.080 --> 00:05:00.500]  可以話係中國近代歷史嘅縮影
[00:05:00.500 --> 00:05:02.880]  反映咗中國
[00:05:02.880 --> 00:05:05.560]  喺一個大動亂嘅
[00:05:05.560 --> 00:05:08.580]  大變遷嘅一個環境裏面
[00:05:08.580 --> 00:05:10.860]  種種發生嘅悲劇
[00:05:10.860 --> 00:05:14.020]  張融嘅阿婆
[00:05:14.020 --> 00:05:16.220]  喺1920年代
[00:05:16.700 --> 00:05:19.080]  畀佢利欲分心嘅爸爸
[00:05:19.080 --> 00:05:20.960]  賣咗畀一個軍閥做妾侍
[00:05:20.960 --> 00:05:23.140]  過住地獄式嘅生活
[00:05:23.140 --> 00:05:26.340]  後來終於呢一個軍閥
[00:05:26.340 --> 00:05:27.780]  敗退
[00:05:27.780 --> 00:05:30.240]  佢得以脫離出嚟
[00:05:30.240 --> 00:05:33.120]  嫁咗畀一個喺滿洲嘅醫生
[00:05:33.120 --> 00:05:35.320]  從此就喺滿洲生活
[00:05:35.320 --> 00:05:37.620]  日本統治
[00:05:37.620 --> 00:05:40.880]  過住日治時間嘅黑暗嘅生活
[00:05:40.880 --> 00:05:44.280]  眼見自己嘅同胞被虐待
[00:05:47.240 --> 00:05:48.940]  第二次世界結束
[00:05:48.940 --> 00:05:50.580]  蘇聯入侵
[00:05:50.580 --> 00:05:51.800]  入嚟
[00:05:51.800 --> 00:05:53.460]  佢又眼見
[00:05:53.460 --> 00:05:56.240]  自己嘅國民點樣被遊掠
[00:05:56.240 --> 00:05:59.120]  跟住國共打仗
[00:05:59.120 --> 00:06:03.680]  張融嘅媽媽加入咗共產黨
[00:06:03.680 --> 00:06:07.340]  為咗新中國捐軀
[00:06:07.340 --> 00:06:11.160]  被國民黨特務拉咗
[00:06:11.160 --> 00:06:13.100]  拉去打靶
[00:06:13.100 --> 00:06:16.040]  但唔係打靶 係陪打靶
[00:06:16.040 --> 00:06:18.080]  佢開頭唔知 以為真係打靶
[00:06:18.080 --> 00:06:21.220]  見到隔離個碌喺度 點解自己仲唔碌呢
[00:06:21.220 --> 00:06:25.280]  嗰種恐懼係難以形容
[00:06:25.280 --> 00:06:28.600]  終於新中國出現
[00:06:28.600 --> 00:06:31.720]  佢同一個革命同志結咗婚
[00:06:31.720 --> 00:06:34.700]  遠遠去到四川
[00:06:34.700 --> 00:06:36.760]  本來有好日子過
[00:06:36.760 --> 00:06:38.360]  冇幾耐
[00:06:38.360 --> 00:06:41.080]  大動蕩
[00:06:41.080 --> 00:06:42.980]  文革
[00:06:43.540 --> 00:06:46.500]  父親被鬥 勞改
[00:06:46.500 --> 00:06:48.580]  所受嘅痛苦
[00:06:48.580 --> 00:06:50.580]  比以前更加厲害
[00:06:50.580 --> 00:06:54.840]  張融就喺一個咁樣嘅環境裏面長大
[00:06:54.840 --> 00:06:56.280]  去描繪
[00:06:56.280 --> 00:06:59.740]  佢家族裏面三代唔同嘅女人
[00:06:59.740 --> 00:07:00.740]  嘅故事
[00:07:00.740 --> 00:07:02.580]  佢本身
[00:07:02.580 --> 00:07:04.340]  係做過紅衛兵
[00:07:04.340 --> 00:07:07.320]  文革結束之後 係第一批
[00:07:07.320 --> 00:07:10.140]  被中國送到去外國讀書
[00:07:10.140 --> 00:07:13.240]  喺英國 York University
[00:07:13.240 --> 00:07:15.920]  攞咗個英國文學嘅博士學位
[00:07:15.920 --> 00:07:18.820]  喺呢本書裏面
[00:07:18.820 --> 00:07:22.240]  係最撈尾嗰一頁 佢有咁講法
[00:07:22.240 --> 00:07:24.380]  個筆喺邊
[00:07:24.380 --> 00:07:27.640]  係中國人生活主要嘅特徵
[00:07:27.640 --> 00:07:29.160]  就係恐懼
[00:07:29.160 --> 00:07:32.060]  1989年春天
[00:07:32.060 --> 00:07:34.440]  我有機會返去中國
[00:07:34.440 --> 00:07:39.080]  目睹成千上萬嘅人喺天安門示威
[00:07:42.020 --> 00:07:44.660]  佢話我中國似乎變咗
[00:07:44.660 --> 00:07:49.220]  恐懼似乎已經離開咗中國人
[00:07:49.220 --> 00:07:52.940]  我哋可以吸取下一啲嘅自由
[00:07:52.940 --> 00:07:54.500]  不恐懼嘅空氣
[00:07:54.500 --> 00:07:56.760]  但係
[00:07:56.760 --> 00:07:58.660]  呢個係夢想
[00:07:58.660 --> 00:08:02.820]  原來呢班嘅人似乎已經將恐懼
[00:08:02.820 --> 00:08:04.820]  忘記得一乾二淨
[00:08:04.820 --> 00:08:09.700]  幾百萬嘅人居然冇幾多個
[00:08:09.820 --> 00:08:13.580]  係感受到危險已經近在眉睫
[00:08:13.580 --> 00:08:18.200]  直到軍隊闖入天安門
[00:08:18.200 --> 00:08:21.640]  開槍先至驚醒起來
[00:08:21.640 --> 00:08:26.620]  恐懼似乎始終會有離開中國
[00:08:26.620 --> 00:08:29.360]  毛澤東個雙眼
[00:08:29.360 --> 00:08:31.260]  仍然喺天安門
[00:08:31.260 --> 00:08:34.500]  掃視像幾億嘅中國人
[00:08:37.640 --> 00:08:41.100]  我相信中國人嘅特徵
[00:08:41.100 --> 00:08:44.100]  會好似我嘅家族一樣
[00:08:44.100 --> 00:08:47.920]  好多個恐懼喺裏面
[00:08:47.920 --> 00:08:50.620]  可能唔係喺中國出世
[00:08:50.620 --> 00:08:52.900]  唔係喺中國經歷啲大憂患嘅人
[00:08:52.900 --> 00:08:54.460]  未必能夠了解
[00:08:54.460 --> 00:08:56.800]  但我諗深一層
[00:08:56.800 --> 00:08:59.040]  點知係中國人
[00:08:59.040 --> 00:09:02.980]  每一個人可想唔係
[00:09:02.980 --> 00:09:06.160]  恐懼同人生分唔開
[00:09:07.160 --> 00:09:08.720]  可能因住我哋嘅背景
[00:09:08.720 --> 00:09:09.460]  我哋嘅際遇
[00:09:09.460 --> 00:09:10.380]  我哋嘅心理
[00:09:10.380 --> 00:09:12.180]  帶畀我哋各樣嘅恐懼
[00:09:12.180 --> 00:09:14.840]  我哋怕失敗
[00:09:14.840 --> 00:09:17.040]  有啲怕見人
[00:09:17.040 --> 00:09:20.580]  有啲怕太過畀人了解
[00:09:20.580 --> 00:09:23.380]  所以喺教會都最好就係
[00:09:23.380 --> 00:09:27.640]  隔開好啲
[00:09:27.640 --> 00:09:31.160]  我哋怕畀人睇小
[00:09:31.160 --> 00:09:32.960]  我哋怕失去一啲嘢
[00:09:32.960 --> 00:09:34.400]  失去朋友
[00:09:34.400 --> 00:09:35.180]  失去親人
[00:09:35.180 --> 00:09:35.900]  失去家人
[00:09:35.900 --> 00:09:36.620]  失去財產
[00:09:36.620 --> 00:09:37.260]  失去愛
[00:09:37.260 --> 00:09:38.360]  失去面子
[00:09:38.360 --> 00:09:41.760]  人生同恐懼似乎分唔開
[00:09:41.760 --> 00:09:45.320]  更唔何況人生裏面有好多嘅暴風雨
[00:09:45.320 --> 00:09:46.740]  係難以避免
[00:09:46.740 --> 00:09:50.020]  究竟喺邊度得到呢個保障
[00:09:50.020 --> 00:09:52.860]  喺邊度得到呢個安全
[00:09:52.860 --> 00:09:55.400]  耶穌話
[00:09:55.400 --> 00:09:56.720]  視我
[00:09:56.720 --> 00:09:57.840]  不要怕
[00:09:57.840 --> 00:10:00.640]  或者我哋睇睇呢一段嘅聖經
[00:10:00.640 --> 00:10:02.560]  其實怕
[00:10:02.560 --> 00:10:04.180]  你唔係一個好嘅感受
[00:10:04.180 --> 00:10:06.220]  正如人生裏面有痛
[00:10:06.220 --> 00:10:09.060]  痛係上帝俾人一個好好嘅恩賜
[00:10:09.060 --> 00:10:11.220]  一個人唔痛係一個病
[00:10:11.220 --> 00:10:14.000]  痛係一個防禦系統
[00:10:14.000 --> 00:10:15.580]  即係你身體有啲唔妥
[00:10:15.580 --> 00:10:16.780]  你需要療理
[00:10:16.780 --> 00:10:18.200]  恐懼
[00:10:18.200 --> 00:10:22.180]  可能係叫我哋意識到可能有危險嚟到嘅時候
[00:10:22.180 --> 00:10:24.900]  我哋要醒一醒
[00:10:24.900 --> 00:10:27.860]  首先我哋睇睇十四節至十五節
[00:10:27.860 --> 00:10:29.940]  十四節至十五節
[00:10:29.940 --> 00:10:32.580]  我哋一齊打開呢段聖經
[00:10:32.580 --> 00:10:35.900]  一齊睇一睇十四節同埋十五節
[00:10:36.700 --> 00:10:39.220]  人們看見耶穌所行的神蹟
[00:10:39.220 --> 00:10:39.980]  就說
[00:10:39.980 --> 00:10:43.060]  這真是那要來到世上的先知
[00:10:43.060 --> 00:10:46.140]  耶穌知他他們要來強迫他作王
[00:10:46.140 --> 00:10:48.780]  就獨自又退到山上去
[00:10:48.780 --> 00:10:50.500]  奇怪
[00:10:50.500 --> 00:10:52.580]  耶穌都有怕
[00:10:52.580 --> 00:10:54.500]  耶穌都有恐懼
[00:10:54.500 --> 00:10:57.540]  佢怕跌入去撒旦嘅陷阱裏面
[00:10:57.540 --> 00:11:01.340]  佢怕唔完成到上帝俾佢嘅使命
[00:11:01.340 --> 00:11:03.460]  佢怕唔聽上帝嘅心意
[00:11:03.660 --> 00:11:07.820]  呢段聖經嘅背景係講到耶穌行完五餅二嘅神蹟之後
[00:11:07.820 --> 00:11:10.260]  有好多嘅群眾就話
[00:11:10.260 --> 00:11:13.660]  這真是那要來世間的先知
[00:11:13.660 --> 00:11:16.100]  如果我哋要明白呢句說話
[00:11:16.100 --> 00:11:18.180]  我哋一定要明白猶太人嘅觀念
[00:11:18.180 --> 00:11:21.060]  喺《生命記》第十八章十五節
[00:11:21.060 --> 00:11:22.060]  有咁樣講過
[00:11:22.060 --> 00:11:24.900]  耶和華你啲神要從你哋中間弟兄中
[00:11:24.900 --> 00:11:27.060]  興起一位先知像我
[00:11:27.060 --> 00:11:28.580]  你哋要聽從他
[00:11:28.580 --> 00:11:30.940]  喺猶太人嘅觀念裏面
[00:11:31.140 --> 00:11:34.700]  上帝應許過會有一個先知臨到你中間
[00:11:34.700 --> 00:11:37.540]  呢個先知唔係某一個先知
[00:11:37.540 --> 00:11:38.940]  唔係a prophet
[00:11:38.940 --> 00:11:40.780]  而係the prophet
[00:11:40.780 --> 00:11:41.980]  係某一個先知
[00:11:41.980 --> 00:11:43.380]  係個一個先知
[00:11:43.380 --> 00:11:45.580]  呢個先知係一個乜嘢嘅先知
[00:11:45.580 --> 00:11:49.460]  呢個係同你喺水深火熱裏面拯救你出嚟嘅
[00:11:49.460 --> 00:11:52.460]  呢個先知係可以能夠餵飽人
[00:11:52.460 --> 00:11:54.380]  係可以能夠拯救人
[00:11:54.380 --> 00:11:57.700]  係可以能夠去醫治人嘅一個先知嚟嘅
[00:11:57.700 --> 00:12:00.940]  當你見到一個係餵飽你醫治你嘅時候
[00:12:00.940 --> 00:12:02.860]  你就知道呢個先知嚟到
[00:12:02.860 --> 00:12:04.460]  呢個先知就係
[00:12:04.460 --> 00:12:07.140]  以色列人所等候緊嘅尼塞亞
[00:12:07.140 --> 00:12:09.500]  你要明白到
[00:12:09.500 --> 00:12:12.980]  以色列人喺公元前六百幾年亡國
[00:12:12.980 --> 00:12:14.980]  大部分畀人移到去
[00:12:14.980 --> 00:12:17.380]  千幾里以外嘅伊拉克嘅地方
[00:12:17.380 --> 00:12:19.580]  過住一個冇自己國土
[00:12:19.580 --> 00:12:20.900]  冇自己王國
[00:12:20.900 --> 00:12:22.340]  冇自己嘅身份
[00:12:22.340 --> 00:12:24.860]  一個嘅亡國奴嘅生涯
[00:12:24.860 --> 00:12:27.220]  你諗吓如果你係一個猶太人
[00:12:27.220 --> 00:12:30.340]  何等渴望呢一個先知早日嚟到
[00:12:30.740 --> 00:12:32.620]  而家見到呢一位耶穌
[00:12:32.620 --> 00:12:34.260]  五個餅
[00:12:34.260 --> 00:12:35.060]  兩條魚
[00:12:35.060 --> 00:12:36.540]  食飽五千個男人
[00:12:36.540 --> 00:12:38.740]  呢個起唔係先知裏面
[00:12:38.740 --> 00:12:40.780]  聖經裏面所講嘅先知來臨
[00:12:40.780 --> 00:12:42.660]  係可以餵飽好多人
[00:12:42.660 --> 00:12:45.260]  去醫治人起唔係呢個就係先知
[00:12:45.260 --> 00:12:47.180]  所以佢哋就話啦
[00:12:47.180 --> 00:12:48.140]  耶和和
[00:12:48.140 --> 00:12:49.820]  呢個就係先知
[00:12:49.820 --> 00:12:52.060]  《中人康經》耶穌所行嘅神蹟就說
[00:12:52.060 --> 00:12:55.980]  這真是要嚟到世間嘅先知
[00:12:55.980 --> 00:12:58.660]  唔好忘記
[00:12:59.180 --> 00:13:01.260]  猶太人所講呢個彌賽亞
[00:13:01.260 --> 00:13:02.620]  係有三個身份
[00:13:02.620 --> 00:13:05.060]  第一個身份係先知嘅身份
[00:13:05.060 --> 00:13:07.260]  第二個身份係祭司嘅身份
[00:13:07.260 --> 00:13:09.860]  第三個身份係王嘅身份
[00:13:09.860 --> 00:13:13.620]  係三個嘅身份當中
[00:13:13.620 --> 00:13:16.860]  假如之間你係一個猶太人
[00:13:16.860 --> 00:13:20.460]  好明顯你最恨嘅係呢個王嚟到
[00:13:20.460 --> 00:13:22.300]  所以跟住就話
[00:13:22.300 --> 00:13:26.740]  耶穌既知道眾人要求強迫他作王
[00:13:26.740 --> 00:13:29.980]  就獨自退到山上去了
[00:13:29.980 --> 00:13:33.780]  留意約翰所講
[00:13:33.780 --> 00:13:35.900]  佢話耶穌既知道
[00:13:35.900 --> 00:13:37.700]  既然間耶穌知道
[00:13:37.700 --> 00:13:41.540]  眾人一定有呢一個嘅做法
[00:13:41.540 --> 00:13:42.580]  個做法係咩呢
[00:13:42.580 --> 00:13:45.100]  係強迫他做王
[00:13:45.100 --> 00:13:46.740]  去領導群雄
[00:13:46.740 --> 00:13:47.780]  搞革命
[00:13:47.780 --> 00:13:51.900]  強迫呢個字係一個好有趣嘅字嚟
[00:13:51.900 --> 00:13:54.740]  喺希臘文呢個字叫Apostle
[00:13:54.740 --> 00:13:56.580]  Apostle呢個字呢
[00:13:56.580 --> 00:13:59.780]  係英文可以叫Drag
[00:13:59.780 --> 00:14:00.660]  Force
[00:14:00.660 --> 00:14:02.540]  所以英文譯成英文叫By Force
[00:14:02.540 --> 00:14:03.860]  即係用力
[00:14:03.860 --> 00:14:05.300]  或者係拉佢
[00:14:05.300 --> 00:14:06.540]  或者係逼佢
[00:14:06.540 --> 00:14:07.900]  或者係強迫佢
[00:14:07.900 --> 00:14:09.900]  甚至用暴力或者用鬼鬼
[00:14:09.900 --> 00:14:11.180]  用其他方法
[00:14:11.180 --> 00:14:13.980]  用盡嘅方法係捧佢上去
[00:14:13.980 --> 00:14:15.300]  捧佢上去做咩呀
[00:14:15.300 --> 00:14:16.700]  領導群雄
[00:14:16.700 --> 00:14:19.100]  打低呢個羅馬嘅政府
[00:14:19.100 --> 00:14:21.380]  圈入呢個政治嘅圈套裏面
[00:14:21.380 --> 00:14:26.260]  耶穌知道佢哋咁做
[00:14:27.580 --> 00:14:31.180]  呢個好機會嚟
[00:14:31.180 --> 00:14:34.980]  喺掌聲
[00:14:34.980 --> 00:14:37.380]  歡呼聲
[00:14:37.380 --> 00:14:39.180]  支持聲
[00:14:39.180 --> 00:14:42.380]  民意極高漲嘅時候
[00:14:42.380 --> 00:14:44.980]  係最好乘勝追擊
[00:14:44.980 --> 00:14:49.380]  群眾擁戴你
[00:14:49.380 --> 00:14:52.980]  喺掌聲之下
[00:14:52.980 --> 00:14:54.180]  歡呼聲之下
[00:14:54.180 --> 00:14:55.980]  就被逼上到去
[00:14:55.980 --> 00:14:58.180]  做呢個王
[00:14:58.180 --> 00:15:01.180]  但耶穌唔係咁
[00:15:01.180 --> 00:15:04.180]  耶穌退到山上去
[00:15:04.180 --> 00:15:06.580]  我諗吓
[00:15:06.580 --> 00:15:10.780]  做傳道人
[00:15:10.780 --> 00:15:14.180]  應該嚟講最怕係咩事
[00:15:14.180 --> 00:15:16.580]  做傳道人
[00:15:16.580 --> 00:15:18.380]  最怕一樣嘢
[00:15:18.380 --> 00:15:21.580]  就俾人捧到上去
[00:15:21.580 --> 00:15:24.380]  然後人在江湖
[00:15:24.380 --> 00:15:28.180]  身不由己
[00:15:28.180 --> 00:15:30.380]  喺歡呼聲
[00:15:30.380 --> 00:15:33.780]  讚美聲
[00:15:33.780 --> 00:15:35.780]  噓嘅聲之下
[00:15:35.780 --> 00:15:38.780]  往往係迷失咗自己
[00:15:38.780 --> 00:15:40.980]  冇咗自己嘅方向
[00:15:40.980 --> 00:15:43.980]  冇咗自己嘅身份
[00:15:43.980 --> 00:15:46.780]  係極之危險
[00:15:46.780 --> 00:15:51.380]  極之危險
[00:15:51.380 --> 00:15:54.780]  我曾經同自己講過
[00:15:54.780 --> 00:15:56.580]  呢個唔係聖經裏面係自己
[00:15:56.580 --> 00:15:59.180]  係我講嘅
[00:15:59.180 --> 00:16:00.380]  我係一個
[00:16:00.380 --> 00:16:01.980]  我自己喺教會裏面做
[00:16:01.980 --> 00:16:04.980]  最好唔好超過十五年
[00:16:04.980 --> 00:16:06.180]  所以點解我要退休
[00:16:06.180 --> 00:16:07.780]  你明呀
[00:16:07.780 --> 00:16:09.180]  唔好超過十五年
[00:16:09.180 --> 00:16:10.780]  如果十五年做得好好
[00:16:10.780 --> 00:16:12.380]  咁你就危險
[00:16:12.380 --> 00:16:12.980]  你做得唔好
[00:16:12.980 --> 00:16:14.780]  你唔好意思繼續做落去
[00:16:14.780 --> 00:16:15.980]  你都應該要退
[00:16:15.980 --> 00:16:17.980]  俾人哋更加
[00:16:17.980 --> 00:16:20.180]  所以保羅喺一個地方唔會多過三年
[00:16:20.180 --> 00:16:23.380]  最多係以弗所三年
[00:16:23.380 --> 00:16:26.580]  當一個人捧到佢最高
[00:16:26.580 --> 00:16:28.780]  喺歡呼聲
[00:16:28.780 --> 00:16:30.580]  吶喊聲之下
[00:16:30.580 --> 00:16:33.380]  好容易迷失方向
[00:16:33.380 --> 00:16:36.980]  耶穌點樣去對付呢一個嘅局面
[00:16:36.980 --> 00:16:37.980]  十五節
[00:16:37.980 --> 00:16:42.180]  佢就獨自去到山上去獨處
[00:16:42.180 --> 00:16:46.580]  耶穌去解決呢一個壓力
[00:16:46.580 --> 00:16:47.380]  就獨處
[00:16:47.380 --> 00:16:48.980]  獨處唔係逃避
[00:16:48.980 --> 00:16:51.580]  唔係避靜
[00:16:51.580 --> 00:16:54.580]  獨處唔係打boxing咁樣
[00:16:54.580 --> 00:16:55.580]  一個回合完咗
[00:16:55.580 --> 00:16:56.180]  抹下油
[00:16:56.180 --> 00:16:57.380]  咁跟住去打
[00:16:57.380 --> 00:16:59.380]  呢個唔係獨處
[00:16:59.380 --> 00:17:00.980]  獨處係返到神嗰度
[00:17:00.980 --> 00:17:03.380]  睇清楚自己嘅去向
[00:17:03.380 --> 00:17:05.980]  睇清楚自己嘅使命
[00:17:05.980 --> 00:17:08.580]  睇清楚神嘅聲音
[00:17:08.580 --> 00:17:10.380]  喺人嘅歡呼聲之下
[00:17:10.380 --> 00:17:13.780]  往往我哋視野會迷糊不清
[00:17:13.780 --> 00:17:15.580]  我哋睇唔清嘅時候
[00:17:15.580 --> 00:17:17.580]  我哋就要去到上帝嗰度
[00:17:17.580 --> 00:17:20.380]  去睇清得清楚
[00:17:20.380 --> 00:17:22.180]  我哋嘅問題係咩
[00:17:22.180 --> 00:17:25.780]  係對人嘅聲音過分嘅敏感
[00:17:25.780 --> 00:17:29.780]  係對上帝嘅聲音過分嘅不敏感
[00:17:29.780 --> 00:17:35.380]  於是就引申好多好多好多問題
[00:17:35.380 --> 00:17:38.180]  今日我哋咪怕呢樣嘢
[00:17:38.180 --> 00:17:39.780]  耶穌都怕
[00:17:39.780 --> 00:17:43.180]  但耶穌怕係怕上帝
[00:17:43.180 --> 00:17:45.180]  敬畏上帝
[00:17:45.180 --> 00:17:46.980]  今日我哋嘅問題
[00:17:46.980 --> 00:17:50.180]  我哋嘅怕就怕錯對象
