
[00:00:00.000 --> 00:00:03.360]  我們上次的訊息大家還記得嗎 那已經是兩個禮拜前
[00:02:59.600 --> 00:03:02.720]  所以
[00:03:02.720 --> 00:03:04.480]  在這個
[00:03:04.480 --> 00:03:09.040]  在這個知跟行之間
[00:03:09.040 --> 00:03:11.960]  這是我們基督徒一生要追求的
[00:03:11.960 --> 00:03:18.040]  我們在教堂裡面 我們可以參加查經班 我們可以參加逐日學
[00:03:18.280 --> 00:03:22.360]  我們可以讀聖經 我們可以參加門訓 我們可以讀羅馬書
[00:03:22.360 --> 00:03:26.160]  第八章 甚至把羅馬書第八章都倒背如流 是不是
[00:03:26.160 --> 00:03:27.200]  師會
[00:03:27.200 --> 00:03:34.280]  我們師會這個羅馬書第八章背得很好
[00:03:34.280 --> 00:03:36.520]  我們班上都背得不錯
[00:03:36.520 --> 00:03:40.760]  下次應該
[00:03:40.760 --> 00:03:43.880]  請你們上來背一遍給大家聽
[00:03:46.400 --> 00:03:51.840]  丟子妹 但是請我一再在課堂上面 我常常會強調一件事情
[00:03:51.840 --> 00:03:56.400]  丟子妹 我們讀神的話 要把他活出來
[00:03:56.400 --> 00:03:59.640]  跟你旁邊說 活出來
[00:03:59.640 --> 00:04:08.520]  知識很重要 我們並不是反智主義 知很重要
[00:04:08.520 --> 00:04:10.960]  真知更重要
[00:04:11.760 --> 00:04:16.880]  你不僅僅是頭腦知識 保羅在這邊禱告的滿心之道
[00:04:16.880 --> 00:04:19.440]  原文的意思就是真知道
[00:04:19.440 --> 00:04:23.800]  什麼叫真知道呢 充分的知道 完全的知道
[00:04:23.800 --> 00:04:32.240]  所以你今天教逐日學 你今天上逐日學 你今天讀經 你今天或者聽到 你要有一個禱告抓
[00:04:32.240 --> 00:04:33.520]  我要真知啊
[00:04:33.520 --> 00:04:41.200]  我不要是糊裡糊塗的 不要只是一知半解 也不要好像只是模模糊糊的
[00:04:41.320 --> 00:04:45.800]  我要真正的知道你的心意是什麼 但是真知不夠 真知要怎麼樣
[00:04:45.800 --> 00:04:48.280]  要力行
[00:04:48.280 --> 00:04:52.480]  只有你行出來的 才是活得到
[00:04:52.480 --> 00:04:56.680]  行不出來 那是死的知識
[00:04:56.680 --> 00:04:59.720]  所以真知力行
[00:04:59.720 --> 00:05:02.640]  那麼另外一個說法就是說
[00:05:02.640 --> 00:05:04.720]  你認識神
[00:05:04.720 --> 00:05:07.680]  你才會知道要服侍神
[00:05:08.200 --> 00:05:11.280]  今天教會普遍的光景 就是服侍的人少
[00:05:11.280 --> 00:05:19.120]  對不對 百分之二十八十這個比例 甚至很多教會可能是百分之五服侍 百分之五的人服侍
[00:05:19.120 --> 00:05:24.280]  百分之九十五的人在那邊怎麼樣 坐著當平信徒
[00:05:24.280 --> 00:05:33.600]  但我們都希望 我想特別是傳道人 我們都希望大家起來服侍啊 服侍 但現在如果越來越一件事情
[00:05:34.200 --> 00:05:39.760]  服侍主越久 越來越深的看見一件事情 一個人如果他不認識主 他不會服侍主的
[00:05:39.760 --> 00:05:47.920]  只有一個人認識了這位神 他才知道服侍他是理所當然的
[00:05:47.920 --> 00:05:54.680]  因此 我們今天來看
[00:05:54.680 --> 00:05:59.600]  在這個地方 保羅講的說
[00:06:00.880 --> 00:06:05.880]  討教你們行事為人 對得起主 凡事蒙他喜悅
[00:06:05.880 --> 00:06:09.720]  接下來他用了希臘文的四個分詞
[00:06:09.720 --> 00:06:15.560]  來帶出來一個人如果認識了神的旨意之後呢
[00:06:15.560 --> 00:06:23.240]  那麼他的結果會是什麼呢 也就是說 當你說你認識神的旨意 你真知道神的旨意
[00:06:23.240 --> 00:06:24.760]  讓我看一下
[00:06:24.760 --> 00:06:29.920]  這四件事情 那今天時間的關係 我只能講前面兩件事情
[00:06:30.600 --> 00:06:37.240]  這四件事情 第一個就是結果之 第二個就是多知道神 第三個是利上加利 第四個是感謝神
[00:06:37.240 --> 00:06:44.240]  我們今天要看結果之跟多知道神 結果之跟多知道神 這兩個
[00:06:44.240 --> 00:06:47.720]  可以說其實是彼此相關的
[00:06:47.720 --> 00:06:55.160]  在第六節的聖經裡面 保羅提到說 這福音傳到你們中間 也傳到了普天下
[00:06:55.880 --> 00:07:01.640]  這個福音 然後他講的形容是什麼呢 形容結果 然後呢 增長
[00:07:01.640 --> 00:07:09.400]  這個第六節的結果增長 就是在這裡提到的結果之跟多知道神 看到沒有
[00:07:09.400 --> 00:07:19.360]  所以結果之這是第一個 一個人認識神 很自然他會結果之
[00:07:21.200 --> 00:07:28.920]  家裡沒有種果樹的 有沒有 有沒有 你家種什麼果樹 我們待會來看看 有沒有種芭樂的 有沒有
[00:07:28.920 --> 00:07:33.080]  芭樂 芭樂就是番石榴
[00:07:33.080 --> 00:07:40.160]  芭樂現在開了 有了嗎 還沒有 是不是 現在什麼有了 種琵琶的有沒有
[00:07:40.160 --> 00:07:46.400]  有 琵琶產了沒有 產了 下禮拜拿點來貢獻一下
[00:07:49.480 --> 00:07:58.840]  好 現在還有什麼產啊 橙橙是不是 好 橙橙會產啊 是不是 好 你去看見
[00:07:58.840 --> 00:08:05.240]  這一棵樹 如果你種下去 你期待它長果子嗎 期不期待
[00:08:05.240 --> 00:08:13.120]  假設一棵樹種了半天 結果都不長果子 怎麼辦 耶穌說什麼 要把它砍掉 是不是
[00:08:13.120 --> 00:08:16.400]  我們家已經砍掉了兩棵
[00:08:17.760 --> 00:08:22.160]  那個叫做加州梨 聽過嗎 大大的 是不是
[00:08:22.160 --> 00:08:25.240]  當初不知道為什麼會種那個梨
[00:08:25.240 --> 00:08:27.400]  我覺得那個梨不好吃
[00:08:27.400 --> 00:08:36.520]  還是小小的很juicy的那個好吃 對不對 以前我們剛開始有一個 但是後來這個枯掉了 所以後來種了兩棵
[00:08:36.520 --> 00:08:44.040]  兩棵結果 兩棵都死了 不是兩棵都死了 兩棵都不結果子 所以兩棵都把它砍了
[00:08:46.360 --> 00:08:51.960]  就是說 一個樹如果它是有生命的 這個樹應該會結果子
[00:08:51.960 --> 00:09:03.680]  現在就是說 同樣的一個基督徒 如果是有生命的基督徒 它一定會結果子 那個結果是什麼意思呢
[00:09:03.680 --> 00:09:06.360]  結果子的意思
[00:09:06.360 --> 00:09:09.360]  這個結果子的意思
[00:09:09.960 --> 00:09:18.280]  就是這個結果子就是 原文其實就是結出來 就是produce 那麼這個產生
[00:09:18.280 --> 00:09:21.600]  這個brain force的fruit
[00:09:21.600 --> 00:09:29.440]  所以是結出來的 兄弟們請記得這個很重要 果子是結出來的 不是怎麼樣
[00:09:29.440 --> 00:09:32.800]  不是裝出來的
[00:09:32.800 --> 00:09:37.080]  不是擠出來的 它是自然怎麼樣
[00:09:38.200 --> 00:09:43.040]  養分供應到一個地步 自然怎麼樣 就結出果子來了
[00:09:43.040 --> 00:09:47.640]  保羅說要在一切的善事上面
[00:09:47.640 --> 00:09:49.680]  結果子
[00:09:49.680 --> 00:09:54.000]  什麼叫做一切的善事
[00:09:54.000 --> 00:09:59.800]  我們中國人講到善 就想到那個做善事 有沒有做好事 是不是
[00:09:59.800 --> 00:10:02.920]  其實善確實是好的意思
[00:10:03.680 --> 00:10:12.600]  英文就是good right 什麼叫一切善事 簡單說一切的善事 就是一切好的行為
[00:10:12.600 --> 00:10:23.360]  換句話說 如果我們認識神的旨意 會帶來一個結果 就是我們的生命會有好的行為出來
[00:10:23.360 --> 00:10:27.640]  這就是剛才我們講的 真知力行
[00:10:29.240 --> 00:10:35.080]  認識神帶來一個結果 就是他的生命會去
[00:10:35.080 --> 00:10:40.040]  有好的行為 會有好的行為表現出來 這個才叫做真知識
[00:10:40.040 --> 00:10:43.720]  所以聖經上裡面告訴我們說 好樹結
[00:10:43.720 --> 00:10:46.360]  好果 壞樹結
[00:10:46.360 --> 00:10:52.000]  壞果 是不是 那麼你會不會
[00:10:53.240 --> 00:10:59.240]  這個橘子樹結果結出了什麼 結出了葡萄 會不會
[00:10:59.240 --> 00:11:08.760]  不會 是不是 你是什麼果子可以看出 耶穌說憑著他的果子就可以認出這個 什麼
[00:11:08.760 --> 00:11:10.040]  這個樹
[00:11:10.040 --> 00:11:17.400]  什麼叫憑著果子 我憑著你的行為 我可以看見你的生命
[00:11:22.760 --> 00:11:23.160]  有一個
[00:11:23.160 --> 00:11:30.720]  有一個快餐店的早餐店的一個老闆 他是一個基督徒
[00:11:30.720 --> 00:11:33.720]  那麼他有一個年輕的小夥計
[00:11:33.720 --> 00:11:39.240]  所以他怕這個年輕小夥計收帳的時候不誠實
[00:11:39.240 --> 00:11:45.640]  所以每天早上開始開店之前 他會找這個小夥計一同禱告
[00:11:47.920 --> 00:11:53.640]  那麼 然後告訴他 你不應該拿不該拿的錢喔 就教導一番
[00:11:53.640 --> 00:11:57.720]  你如果拿不該拿的錢 上帝一定會懲罰你
[00:11:57.720 --> 00:12:07.320]  所以呢 每一次他叫這個夥計禱告之前 他都會問說 耶 Jimmy 這個咖啡豆裡面加了黑豆沒有
[00:12:07.320 --> 00:12:11.280]  牛奶燙了水了沒有
[00:12:12.880 --> 00:12:18.320]  牛油裡面加了黃瓜沒有 不是黃瓜 南瓜沒有
[00:12:18.320 --> 00:12:26.280]  好 等到這個夥計都說都弄好了 老闆就跟他一起禱告 每一天都是這樣子啊
[00:12:26.280 --> 00:12:31.840]  禱告了幾年之後 這個老闆發現 這個年輕小夥計不老實
[00:12:31.840 --> 00:12:36.160]  他偷了他不少錢啊 所以他把這個夥計叫來
[00:12:36.160 --> 00:12:41.880]  他說我每天帶你禱告 你難道做這種事情你不怕上帝嗎
[00:12:43.880 --> 00:12:54.880]  這個夥計回答 他就是因為我怕上帝啊 所以我每天幫你把從牛奶 牛油 咖啡豆的錢拿走 免得你被上帝懲罰
[00:12:54.880 --> 00:13:02.880]  有這樣子的老闆 所以有這樣子的夥計
[00:13:02.880 --> 00:13:07.880]  這老闆是基督徒 請問他是基督徒嗎
[00:13:11.880 --> 00:13:16.880]  如果你不信主 你看到這樣老闆 你會認為他是基督徒嗎
[00:13:16.880 --> 00:13:26.880]  如果我是一個基督徒 我的生命就能夠活出基督的樣子來對不對
[00:13:26.880 --> 00:13:34.880]  所以我們的行為 在見證我們所信的
[00:13:39.880 --> 00:13:44.880]  這裡告訴我們說 好樹就會學好果子 壞樹就會學壞果子
[00:13:44.880 --> 00:13:48.880]  這個原則就是來讓我們檢驗我們自己
[00:13:48.880 --> 00:13:54.880]  我們有沒有在一切的善事上面結果子 而且是多結果子
[00:13:54.880 --> 00:13:59.880]  你知道聖經上有一個人叫撒該 聽過撒該的故事嗎
[00:13:59.880 --> 00:14:06.880]  有沒有 撒該 記得撒該 個子很矮
[00:14:07.880 --> 00:14:12.880]  有一天他聽說耶穌 聽了很久 所以有一天他聽說耶穌來了
[00:14:12.880 --> 00:14:18.880]  人很多 個子矮怎麼辦 又不像這個張磊穆斯或者是高志祥
[00:14:18.880 --> 00:14:26.880]  我們這三個同工 在我們凌陽堂一站起來都是最高的
[00:14:26.880 --> 00:14:28.880]  還好我也不矮
[00:14:31.880 --> 00:14:38.880]  所以每次英文堂的看到我們就說 哇 他說你們國語堂的都很高
[00:14:38.880 --> 00:14:48.880]  但是不管高跟矮 上帝都愛 高也不要驕傲 矮也不要自卑
[00:14:48.880 --> 00:14:55.880]  撒該就矮 所以人很多 他看不見耶穌 他怕自己看不見耶穌
[00:14:55.880 --> 00:14:57.880]  所以他想一個辦法 他就怎麼樣
[00:14:58.880 --> 00:15:03.880]  他跑到樹上面去 他就爬到樹上面 從樹上面下來看耶穌
[00:15:03.880 --> 00:15:08.880]  當耶穌經過的時候 耶穌第一眼就叫撒該下來
[00:15:08.880 --> 00:15:14.880]  那一天當撒該 耶穌把他叫過來
[00:15:14.880 --> 00:15:19.880]  他歡喜快樂的把耶穌接待到他的家裡面
[00:15:19.880 --> 00:15:21.880]  耶穌說救恩臨到了家
[00:15:21.880 --> 00:15:24.880]  你知道嗎 聖經裡面就記載說
[00:15:25.880 --> 00:15:30.880]  當他接待耶穌的時候 他跟主說 主啊 我把所有的一半給窮人
[00:15:30.880 --> 00:15:34.880]  我若訛詐了誰就還他四倍
[00:15:34.880 --> 00:15:37.880]  你算數比較好 算一算
[00:15:37.880 --> 00:15:41.880]  他說我若訛詐了誰 他說我把我所有的一半
[00:15:41.880 --> 00:15:45.880]  你看他所有的一半都給窮人了 那他剩下多少
[00:15:45.880 --> 00:15:47.880]  剩下一半對不對
[00:15:47.880 --> 00:15:52.880]  他說然後我若訛詐了別人 我就怎麼樣還他幾倍
[00:15:53.880 --> 00:15:55.880]  四倍這按照舊約的律法 好
[00:15:55.880 --> 00:15:59.880]  那親愛的兄弟們 我估計他如果真這樣做的話 他會破產
[00:15:59.880 --> 00:16:06.880]  因為你要知道 當時候的稅率 幾乎可以說他的錢通通是訛詐來的
[00:16:06.880 --> 00:16:10.880]  沒有正經事件的 都是貪官
[00:16:10.880 --> 00:16:15.880]  所以他竟然敢做這一件事情 親愛的兄弟們
[00:16:15.880 --> 00:16:21.880]  請問 他生命是不是改變了 是不是
[00:16:22.880 --> 00:16:25.880]  一個人信了耶穌 他的生命一定會改變
[00:16:25.880 --> 00:16:31.880]  如果你信了耶穌 你收了洗
[00:16:31.880 --> 00:16:34.880]  但是別人看不見你生命的改變
[00:16:34.880 --> 00:16:39.880]  兄弟們 我要說 你可能從生得救有問題
[00:16:39.880 --> 00:16:43.880]  這是一個可能性
[00:16:43.880 --> 00:16:45.880]  第二個可能性
[00:16:45.880 --> 00:16:50.880]  有的人信主了三十年 四十年 信了很長的時間
[00:16:51.880 --> 00:16:57.880]  但是你發現 好像他的生命沒有什麼太大的變化
[00:16:57.880 --> 00:17:04.880]  也許剛剛信耶穌的時候 前面幾年的時候 生命有一些的改變
[00:17:04.880 --> 00:17:08.880]  但是從此之後 生命停滯了
[00:17:08.880 --> 00:17:16.880]  就像我們家有一棵桃子樹 桃子嗎 不是桃子
[00:17:17.880 --> 00:17:22.880]  Pitch叫什麼 是桃子
[00:17:22.880 --> 00:17:30.880]  那個桃子樹 前面剛來的時候一兩年了 我好喜歡吃啊
[00:17:30.880 --> 00:17:34.880]  真是又好吃 講得你都想流口水了
[00:17:34.880 --> 00:17:37.880]  後來結果就不結了
[00:17:37.880 --> 00:17:42.880]  每一次結就結了一些 然後長得小小的 未熟就脫落
[00:17:47.880 --> 00:17:49.880]  有人就開始供應我的
[00:17:49.880 --> 00:17:54.880]  我也知道 我聽說我女兒也告訴說 可能是長蟲了 或者是有病了
[00:17:54.880 --> 00:17:59.880]  我們也殺蟲了 去年殺了蟲 看看今年怎麼樣
[00:17:59.880 --> 00:18:08.880]  一棵樹如果是健康的 它一定會怎麼樣 結果值 是不是
[00:18:08.880 --> 00:18:13.880]  如果不結果值 生命有問題
[00:18:15.880 --> 00:18:19.880]  保羅在這邊講的這個結果值 他不僅僅講結果值
[00:18:19.880 --> 00:18:23.880]  你可以看見 其實他講的多結果值
[00:18:23.880 --> 00:18:29.880]  多結果值 而且在原文裡面這個結果值 也是分詞
[00:18:29.880 --> 00:18:33.880]  它是不斷結果值的意思 持續不斷的結果值
[00:18:33.880 --> 00:18:37.880]  不斷的produce 不斷的在那邊bury food
[00:18:42.880 --> 00:18:45.880]  我們家有一棵檸檬樹 真的就像這樣子的樹
[00:18:45.880 --> 00:18:51.880]  檸檬當然 檸檬沒有人天天吃檸檬
[00:18:51.880 --> 00:18:56.880]  我意思是說沒有人天天把檸檬當水果吃的吧
[00:18:56.880 --> 00:18:59.880]  有嗎 有這樣的人嗎 有啊
[00:18:59.880 --> 00:19:03.880]  那我一定要送你一點檸檬
[00:19:03.880 --> 00:19:11.880]  那個檸檬長到一個地步 真是結果累累
[00:19:13.880 --> 00:19:15.880]  然後呢 還沒吃完
[00:19:15.880 --> 00:19:20.880]  又開始結了 又開始結了
[00:19:20.880 --> 00:19:23.880]  我發現柑橘類都有這種現象 是不是
[00:19:23.880 --> 00:19:25.880]  又開始結了
[00:19:25.880 --> 00:19:29.880]  現在留著沒 那就是應該是基督徒的樣子
[00:19:29.880 --> 00:19:32.880]  基督徒就是應該不斷的結果值
[00:19:32.880 --> 00:19:37.880]  不斷的結果值 多結果值 more more more than much more
[00:19:39.880 --> 00:19:42.880]  就這樣子你說的 有沒有 結果值
[00:19:42.880 --> 00:19:45.880]  結果值更多 多結果值
[00:19:45.880 --> 00:19:51.880]  其實在原來的意思裡面就是 more than much more
[00:19:51.880 --> 00:19:56.880]  親愛的同學們 我們基督徒的生命就是應該是這樣子的
[00:19:56.880 --> 00:19:59.880]  因為耶穌說 我來了是要教養得生命
[00:19:59.880 --> 00:20:03.880]  並且得的怎麼樣 更豐盛
[00:20:03.880 --> 00:20:07.880]  我信耶穌 我受洗了 我得到基督基督的新生命
[00:20:08.880 --> 00:20:11.880]  That's it 是嗎 不是 我得到這個生命之後
[00:20:11.880 --> 00:20:14.880]  這個生命要越來越追求 越來越多的向耶穌基督
[00:20:14.880 --> 00:20:18.880]  生命越來越豐盛 越來越多結果值
[00:20:18.880 --> 00:20:23.880]  越來越多的人看見我的生命行為 越來越不一樣
[00:20:23.880 --> 00:20:32.880]  第二個 保祿在這裡講說 第二件事情就是什麼
[00:20:33.880 --> 00:20:38.880]  多知道神 漸漸地多知道神
[00:20:38.880 --> 00:20:42.880]  多就是增加
[00:20:42.880 --> 00:20:45.880]  所以你有沒有看見 不管前面講的 後面
[00:20:45.880 --> 00:20:52.880]  他都在強調這個生命是一個逐漸的 不斷的 持續進行的
[00:20:52.880 --> 00:20:58.880]  所以我們剛提說 希臘文用現在分詞來開始
[00:20:58.880 --> 00:21:02.880]  表明這四件事情都是一個持續不斷的一件事情
[00:21:03.880 --> 00:21:06.880]  我們要漸漸地多知道神
[00:21:06.880 --> 00:21:11.880]  對神的認識是漸漸 一天比一天 越來越多的認識
[00:21:11.880 --> 00:21:15.880]  千金同志們 你每一年都 你每一年
[00:21:15.880 --> 00:21:21.880]  像有的團系 今年查史圖形傳 明年查馬可福音
[00:21:21.880 --> 00:21:26.880]  後年查菲利比書 再過來圖什麼羅馬書
[00:21:26.880 --> 00:21:29.880]  我們就是不斷的查經 不斷查經
[00:21:29.880 --> 00:21:31.880]  但是千金同志們 請你記得一件事情
[00:21:32.880 --> 00:21:37.880]  為什麼要查這些經 為什麼 為了什麼
[00:21:37.880 --> 00:21:41.880]  因為我要更多知道聖經 瞭解聖經 對不對
[00:21:41.880 --> 00:21:45.880]  那我再問 我為什麼要更多知道聖經 瞭解聖經
[00:21:45.880 --> 00:21:49.880]  為什麼 為什麼
[00:21:49.880 --> 00:21:55.880]  如果我更多的知道聖經
[00:21:55.880 --> 00:21:58.880]  沒有帶來我生命的改變
[00:21:58.880 --> 00:22:01.880]  那個聖經的是一個知識
[00:22:02.880 --> 00:22:03.880]  瞭解我意思嗎
[00:22:03.880 --> 00:22:08.880]  除非是個神的話 能夠帶來produce
[00:22:08.880 --> 00:22:11.880]  能夠reproduce我們的這個fruit
[00:22:11.880 --> 00:22:14.880]  能夠帶出果子來 帶出生命的見證來
[00:22:14.880 --> 00:22:20.880]  使得我們的行為改變 否則這個道 它只是一個知識
[00:22:20.880 --> 00:22:25.880]  因此 保羅說 他禱告
[00:22:25.880 --> 00:22:27.880]  他希望我們要更多認識神
[00:22:28.880 --> 00:22:32.880]  更多認識神的旨意 好叫我們漸漸更多知道神
[00:22:32.880 --> 00:22:34.880]  你發現認識神的旨意 跟認識神
[00:22:34.880 --> 00:22:36.880]  請問這兩個當中有什麼不同
[00:22:36.880 --> 00:22:38.880]  有什麼不同
[00:22:38.880 --> 00:22:42.880]  認識葛穆斯 跟認識他講的話 有什麼不同
[00:22:42.880 --> 00:22:48.880]  有什麼不同
[00:22:48.880 --> 00:22:54.880]  當然 如果一個人不講話的話
[00:22:54.880 --> 00:22:56.880]  你就很難認識他 是嗎
[00:22:57.880 --> 00:22:59.880]  其實那個一直在講話的人
[00:22:59.880 --> 00:23:01.880]  其實你很容易認識他 對不對
[00:23:01.880 --> 00:23:05.880]  因為他一直在把他自己裡面都講給你聽
[00:23:05.880 --> 00:23:08.880]  最怕就是那種人怎麼樣 沉浮很深
[00:23:08.880 --> 00:23:11.880]  你跟他在一起
[00:23:11.880 --> 00:23:14.880]  你沒有辦法摸到他裡面在想什麼
[00:23:14.880 --> 00:23:17.880]  最怕跟這樣子的人在一起
[00:23:17.880 --> 00:23:24.880]  我們的神把他的心意通通放在哪裡
[00:23:26.880 --> 00:23:27.880]  他放在聖經裡面
[00:23:27.880 --> 00:23:29.880]  神啟示他自己
[00:23:29.880 --> 00:23:33.880]  藉著啟示小玉 歷史的先知君王
[00:23:33.880 --> 00:23:35.880]  歷史的這些使徒
[00:23:35.880 --> 00:23:37.880]  把他的心意告訴他們
[00:23:37.880 --> 00:23:39.880]  寫成了這一本聖經
[00:23:39.880 --> 00:23:41.880]  告訴我們他的心意
[00:23:41.880 --> 00:23:43.880]  所以當我們認識他的話
[00:23:43.880 --> 00:23:46.880]  認識他的心意 我們就是什麼
[00:23:46.880 --> 00:23:48.880]  我們就在認識他 懂這意思嗎
[00:23:48.880 --> 00:23:54.880]  但是這個認識
[00:23:55.880 --> 00:23:57.880]  應當要帶來一個結果
[00:23:57.880 --> 00:24:01.880]  就是讓我們的信心越來越增加
[00:24:01.880 --> 00:24:06.880]  亞伯拉罕人稱他叫做信心之父
[00:24:06.880 --> 00:24:08.880]  你發現在聖經裡面
[00:24:08.880 --> 00:24:11.880]  提到有兩點之所以稱他叫信心之父
[00:24:11.880 --> 00:24:13.880]  第一點是什麼
[00:24:13.880 --> 00:24:18.880]  他是死無變有的神 看到沒有
[00:24:18.880 --> 00:24:21.880]  什麼叫他是死無變有的神
[00:24:22.880 --> 00:24:25.880]  保羅所信的 亞伯拉罕所信的是死無變有的神
[00:24:25.880 --> 00:24:27.880]  那是什麼意思 那個意思表明一件事情就是說
[00:24:27.880 --> 00:24:31.880]  保羅所信的這位神曾經在
[00:24:31.880 --> 00:24:33.880]  撒拉都已經絕了孕
[00:24:33.880 --> 00:24:36.880]  就是已經過了生育的年齡
[00:24:36.880 --> 00:24:38.880]  不能夠再生孩子的時候
[00:24:38.880 --> 00:24:41.880]  上帝跟亞伯拉罕說 你要生一個孩子對不對
[00:24:41.880 --> 00:24:45.880]  請問當上帝跟他說的時候
[00:24:45.880 --> 00:24:48.880]  撒拉聽了這句話 撒拉怎麼樣
[00:24:48.880 --> 00:24:50.880]  還在那邊
[00:24:51.880 --> 00:24:53.880]  顯然撒拉不太相信
[00:24:53.880 --> 00:24:56.880]  但是聖經裡面提到
[00:24:56.880 --> 00:24:59.880]  亞伯拉罕信 看到沒有
[00:24:59.880 --> 00:25:04.880]  什麼時候以撒出生
[00:25:04.880 --> 00:25:08.880]  什麼時候 隔了多少年
[00:25:08.880 --> 00:25:10.880]  隔一年生
[00:25:10.880 --> 00:25:15.880]  各位你們有沒有在讀聖經班的
[00:25:15.880 --> 00:25:17.880]  那個舊約歷史的
[00:25:20.880 --> 00:25:22.880]  亞伯拉罕一百歲的時候
[00:25:22.880 --> 00:25:24.880]  生了以撒
[00:25:24.880 --> 00:25:27.880]  親愛的兄弟們
[00:25:27.880 --> 00:25:30.880]  所以聖經上說 他是
[00:25:30.880 --> 00:25:33.880]  亞伯拉罕所信的那是一位
[00:25:33.880 --> 00:25:36.880]  死無變有的神指的這件事情
[00:25:36.880 --> 00:25:38.880]  但是接下來又說
[00:25:38.880 --> 00:25:40.880]  亞伯拉罕所信的是
[00:25:40.880 --> 00:25:42.880]  死人復活的神
[00:25:42.880 --> 00:25:44.880]  這什麼意思
[00:25:44.880 --> 00:25:46.880]  這邊又講到
[00:25:46.880 --> 00:25:48.880]  亞伯拉罕後來最高峰
[00:25:49.880 --> 00:25:50.880]  他的信心最高峰是什麼呢
[00:25:50.880 --> 00:25:52.880]  就是上帝跟他說
[00:25:52.880 --> 00:25:54.880]  以撒 你的兒子
[00:25:54.880 --> 00:25:56.880]  獨生的兒子獻祭給我
[00:25:56.880 --> 00:25:58.880]  什麼叫獻祭給我
[00:25:58.880 --> 00:26:00.880]  那個意思是什麼
[00:26:00.880 --> 00:26:03.880]  獻祭要殺的
[00:26:03.880 --> 00:26:05.880]  對不對 所以
[00:26:05.880 --> 00:26:08.880]  亞伯拉罕心想說
