
[00:00:00.000 --> 00:00:02.000]  今天要分享的題目是
[00:03:05.000 --> 00:03:07.000]  這是其中一個的宣告
[00:03:07.000 --> 00:03:10.000]  所以在第八章裡面就已經講到光這個主題
[00:03:10.000 --> 00:03:12.000]  然後在第九章
[00:03:12.000 --> 00:03:14.000]  其實繼續的還是講光這個主題
[00:03:14.000 --> 00:03:17.000]  不過兩者有一點點的區別
[00:03:17.000 --> 00:03:23.000]  第八章比較著重的是從神學方面的去講
[00:03:23.000 --> 00:03:28.000]  他是從神學性的敘述去講光
[00:03:28.000 --> 00:03:30.000]  但是第九章有點不一樣
[00:03:30.000 --> 00:03:33.000]  他是從倫理性的去講應用
[00:03:33.000 --> 00:03:35.000]  他講了一個事情
[00:03:35.000 --> 00:03:38.000]  是在倫理的層面上的一個應用
[00:03:38.000 --> 00:03:40.000]  所以在第九章裡面講到
[00:03:40.000 --> 00:03:41.000]  耶穌是世界的光
[00:03:41.000 --> 00:03:43.000]  這個光是倫理性的
[00:03:43.000 --> 00:03:44.000]  是應用性的
[00:03:44.000 --> 00:03:48.000]  叫那些活在黑暗裡面的人
[00:03:48.000 --> 00:03:49.000]  他們能夠得著光明
[00:03:49.000 --> 00:03:51.000]  能夠得著溫暖
[00:03:51.000 --> 00:03:56.000]  這個是要應驗舊約裡面的一個預言
[00:03:56.000 --> 00:03:59.000]  舊約裡面曾經講到說
[00:03:59.000 --> 00:04:02.000]  因為你的光已經來到
[00:04:02.000 --> 00:04:04.000]  耶和華的榮耀發現照耀你
[00:04:04.000 --> 00:04:06.000]  看那黑暗遮蓋大地
[00:04:06.000 --> 00:04:08.000]  幽暗遮蓋萬民
[00:04:08.000 --> 00:04:11.000]  耶和華卻要顯現照耀你
[00:04:11.000 --> 00:04:13.000]  他的榮耀要現在你身上
[00:04:13.000 --> 00:04:15.000]  萬國要來救你的光
[00:04:15.000 --> 00:04:18.000]  君王要來救你發現的光輝
[00:04:18.000 --> 00:04:19.000]  這是寫在以色列書
[00:04:19.000 --> 00:04:21.000]  舊約裡面的一個預言
[00:04:21.000 --> 00:04:22.000]  然後教授的經文
[00:04:22.000 --> 00:04:24.000]  我想大家跟我一起來念
[00:04:24.000 --> 00:04:25.000]  一二起
[00:04:25.000 --> 00:04:28.000]  但那受過痛苦的
[00:04:28.000 --> 00:04:30.000]  必不再見幽暗
[00:04:30.000 --> 00:04:33.000]  從前神使西部倫地
[00:04:33.000 --> 00:04:36.000]  和拿浦他地被藐視
[00:04:36.000 --> 00:04:39.000]  幕後卻使這海的路
[00:04:39.000 --> 00:04:41.000]  約旦河外
[00:04:41.000 --> 00:04:43.000]  外邦人的迦勒利地
[00:04:43.000 --> 00:04:44.000]  得著榮耀
[00:04:44.000 --> 00:04:47.000]  在黑暗中行走的百姓
[00:04:47.000 --> 00:04:49.000]  看見了大光
[00:04:49.000 --> 00:04:51.000]  住在死因之地的人
[00:04:51.000 --> 00:04:54.000]  有光照耀他們
[00:04:54.000 --> 00:04:56.000]  這個光已經來到了
[00:04:56.000 --> 00:04:57.000]  就是耶穌基督
[00:04:57.000 --> 00:04:59.000]  他自己也宣告說
[00:04:59.000 --> 00:05:01.000]  他是世界的光
[00:05:01.000 --> 00:05:03.000]  那這個光究竟給我們
[00:05:03.000 --> 00:05:05.000]  帶來什麼樣的影響呢
[00:05:05.000 --> 00:05:06.000]  從這段經文來看
[00:05:06.000 --> 00:05:08.000]  我大概分了四個方面
[00:05:08.000 --> 00:05:11.000]  第一方面就是
[00:05:11.000 --> 00:05:19.000]  真光帶來醫治
[00:05:19.000 --> 00:05:21.000]  大家看這個圖
[00:05:21.000 --> 00:05:23.000]  你就是可以大概明白
[00:05:23.000 --> 00:05:25.000]  這個故事是什麼樣的
[00:05:25.000 --> 00:05:29.000]  這裡有一個天生就是瞎眼的人
[00:05:29.000 --> 00:05:30.000]  耶穌看到他了
[00:05:30.000 --> 00:05:32.000]  然後就醫治了他
[00:05:32.000 --> 00:05:35.000]  那這個人就可以看見了
[00:05:35.000 --> 00:05:36.000]  不過因為這個事情
[00:05:36.000 --> 00:05:38.000]  會有來很多人的不滿
[00:05:38.000 --> 00:05:42.000]  因為有人說耶穌是行邪術
[00:05:42.000 --> 00:05:44.000]  有的說他是騙人的
[00:05:44.000 --> 00:05:46.000]  不是真的是行了一個神蹟
[00:05:46.000 --> 00:05:48.000]  有的不相信這個瞎眼的人
[00:05:48.000 --> 00:05:50.000]  天生就是瞎眼的
[00:05:50.000 --> 00:05:53.000]  可能是跟耶穌合謀演一場戲
[00:05:53.000 --> 00:05:55.000]  來騙他們的
[00:05:55.000 --> 00:05:57.000]  在整個故事裡面
[00:05:57.000 --> 00:05:59.000]  其實就是講到這個
[00:05:59.000 --> 00:06:01.000]  耶穌醫治了一個
[00:06:01.000 --> 00:06:03.000]  生來是瞎眼的人
[00:06:03.000 --> 00:06:05.000]  使他能夠得見光明
[00:06:05.000 --> 00:06:06.000]  在這裡你要留意
[00:06:06.000 --> 00:06:09.000]  是使他得見光明
[00:06:09.000 --> 00:06:12.000]  而不是重見光明
[00:06:12.000 --> 00:06:13.000]  不是重見光明
[00:06:13.000 --> 00:06:15.000]  因為他從來就沒有見過光
[00:06:15.000 --> 00:06:18.000]  是讓他得見光明
[00:06:18.000 --> 00:06:21.000]  你想想這個生來就是瞎眼的人
[00:06:21.000 --> 00:06:22.000]  他當時的處境
[00:06:22.000 --> 00:06:25.000]  還有他的心境是什麼樣的
[00:06:25.000 --> 00:06:26.000]  天生就是瞎眼
[00:06:26.000 --> 00:06:30.000]  大概他的心理的狀況會怎麼樣
[00:06:30.000 --> 00:06:33.000]  會不會非常的自卑
[00:06:33.000 --> 00:06:35.000]  也沒有什麼盼望
[00:06:35.000 --> 00:06:36.000]  非常的自卑
[00:06:36.000 --> 00:06:37.000]  沒有什麼盼望
[00:06:37.000 --> 00:06:40.000]  也是他的生活也會非常的窮困
[00:06:40.000 --> 00:06:41.000]  潦倒
[00:06:41.000 --> 00:06:45.000]  可能要被迫要討飯才能夠度日
[00:06:45.000 --> 00:06:47.000]  他也沒有什麼樣的朋友
[00:06:47.000 --> 00:06:49.000]  可能會被人排擠
[00:06:49.000 --> 00:06:54.000]  他有沒有見過加利利的那麼美麗的風光
[00:06:54.000 --> 00:06:56.000]  有誰去過加利利的
[00:06:56.000 --> 00:06:57.000]  有沒有人
[00:06:57.000 --> 00:06:58.000]  還是有的
[00:06:58.000 --> 00:07:00.000]  我們當中有一些人去過聖地
[00:07:00.000 --> 00:07:02.000]  非常美的風景
[00:07:02.000 --> 00:07:04.000]  可是這個生來就瞎眼的人
[00:07:04.000 --> 00:07:06.000]  他從來沒有這個機會
[00:07:06.000 --> 00:07:10.000]  他從來就沒有看過加利利任何的風光
[00:07:10.000 --> 00:07:15.000]  也沒有見過那些開在野地上面的花
[00:07:15.000 --> 00:07:17.000]  所以對於這樣的一個人
[00:07:17.000 --> 00:07:19.000]  門徒的反應非常奇怪的
[00:07:19.000 --> 00:07:20.000]  你會發現
[00:07:20.000 --> 00:07:24.000]  當門徒看到這個天生就瞎眼的人的時候
[00:07:24.000 --> 00:07:28.000]  他們本來應該要表現出什麼呢
[00:07:28.000 --> 00:07:29.000]  應該是什麼樣的態度
[00:07:29.000 --> 00:07:31.000]  看到這樣一個人
[00:07:31.000 --> 00:07:33.000]  應該是有憐憫
[00:07:33.000 --> 00:07:34.000]  有愛
[00:07:34.000 --> 00:07:37.000]  這個還是比較正常的反應對不對
[00:07:37.000 --> 00:07:39.000]  可是他們不是表現出憐憫和愛
[00:07:39.000 --> 00:07:43.000]  他們表現出什麼呢
[00:07:43.000 --> 00:07:45.000]  他們是表現出疑問
[00:07:45.000 --> 00:07:48.000]  他們是很有疑問
[00:07:48.000 --> 00:07:52.000]  他們開始提出一個神學的問題
[00:07:52.000 --> 00:07:55.000]  這個問題是很難的一個問題
[00:07:55.000 --> 00:07:59.000]  就是說這個人他天生就是瞎眼
[00:07:59.000 --> 00:08:01.000]  究竟是誰犯了罪
[00:08:01.000 --> 00:08:03.000]  是他的父母犯了罪
[00:08:03.000 --> 00:08:05.000]  還是他自己犯了罪呢
[00:08:05.000 --> 00:08:09.000]  以至於他生下來就是瞎眼的
[00:08:09.000 --> 00:08:11.000]  換句話來說就是說
[00:08:11.000 --> 00:08:15.000]  究竟是誰的責任
[00:08:15.000 --> 00:08:20.000]  他的瞎眼究竟是誰的責任
[00:08:20.000 --> 00:08:23.000]  他們的問題其實是一個很有代表性的問題
[00:08:23.000 --> 00:08:27.000]  我想很多人都曾經有問過類似的問題
[00:08:27.000 --> 00:08:29.000]  對約翰來講
[00:08:29.000 --> 00:08:31.000]  寫約翰福音的時候
[00:08:31.000 --> 00:08:33.000]  他特意的指出
[00:08:33.000 --> 00:08:35.000]  耶穌看見這個人
[00:08:35.000 --> 00:08:39.000]  然後門徒就無問耶穌
[00:08:39.000 --> 00:08:42.000]  我看到這裡的時候我就會留意說
[00:08:42.000 --> 00:08:45.000]  其實不是當耶穌看到這個人的時候
[00:08:45.000 --> 00:08:47.000]  門徒才看到這個人
[00:08:47.000 --> 00:08:50.000]  其實這個人已經在這裡可能很久的時間了
[00:08:50.000 --> 00:08:52.000]  門徒也知道這個人在這裡
[00:08:52.000 --> 00:08:53.000]  也留意過他
[00:08:53.000 --> 00:08:56.000]  不過平常就已經把他忽略掉了
[00:08:56.000 --> 00:08:58.000]  可是今天有點不一樣
[00:08:58.000 --> 00:09:01.000]  今天他們跟耶穌在一起的時候
[00:09:01.000 --> 00:09:03.000]  耶穌也看到這個人了
[00:09:03.000 --> 00:09:07.000]  而且約翰特意描寫看見他
[00:09:07.000 --> 00:09:09.000]  所以當耶穌有這個反應
[00:09:09.000 --> 00:09:11.000]  看到這個人的時候
[00:09:11.000 --> 00:09:13.000]  門徒又有新的反應了
[00:09:13.000 --> 00:09:16.000]  他們馬上就問耶穌這個問題
[00:09:16.000 --> 00:09:18.000]  究竟是誰犯了罪
[00:09:18.000 --> 00:09:22.000]  所以我們看到
[00:09:22.000 --> 00:09:26.000]  當基督的眼光投在這個人身上的時候
[00:09:26.000 --> 00:09:28.000]  就引起了門徒的注意了
[00:09:28.000 --> 00:09:31.000]  不過他們問了一個難題
[00:09:31.000 --> 00:09:36.000]  不過你留意這個難題本身就有問題
[00:09:36.000 --> 00:09:39.000]  就是門徒所問的問題本身就有問題
[00:09:39.000 --> 00:09:41.000]  有什麼問題呢
[00:09:41.000 --> 00:09:47.000]  他們是怎麼問的
[00:09:47.000 --> 00:09:48.000]  他們說拉比
[00:09:48.000 --> 00:09:50.000]  這人生來是瞎眼的
[00:09:50.000 --> 00:09:51.000]  是誰犯了罪
[00:09:51.000 --> 00:09:55.000]  這人那還是他父母呢
[00:09:55.000 --> 00:09:56.000]  那我就想
[00:09:56.000 --> 00:09:59.000]  如果是他自己的話
[00:09:59.000 --> 00:10:00.000]  怎麼可能呢
[00:10:00.000 --> 00:10:03.000]  因為他都還沒有出生
[00:10:03.000 --> 00:10:05.000]  他生來就瞎眼
[00:10:05.000 --> 00:10:06.000]  怎麼犯罪呢
[00:10:06.000 --> 00:10:08.000]  如果是因為他犯罪才瞎眼的話
[00:10:08.000 --> 00:10:10.000]  應該是說
[00:10:10.000 --> 00:10:13.000]  應該是他出生以後能看見了
[00:10:13.000 --> 00:10:16.000]  然後因為他犯罪所以才瞎眼了
[00:10:16.000 --> 00:10:18.000]  他就不會生來就瞎眼了
[00:10:18.000 --> 00:10:21.000]  他們問的問題本身就有點奇怪對不對
[00:10:21.000 --> 00:10:22.000]  他們應該怎麼問呢
[00:10:22.000 --> 00:10:25.000]  應該說這個人生來就瞎眼
[00:10:25.000 --> 00:10:28.000]  是不是他們的父母犯罪了
[00:10:28.000 --> 00:10:29.000]  應該只是這樣問
[00:10:29.000 --> 00:10:31.000]  他不會說是不是也是他犯罪
[00:10:31.000 --> 00:10:33.000]  因為他不可能犯罪
[00:10:33.000 --> 00:10:35.000]  為什麼他們會這樣問呢
[00:10:35.000 --> 00:10:40.000]  原因是因為當時的猶太的學者
[00:10:40.000 --> 00:10:43.000]  猶太人他們會有一個奇怪的想法
[00:10:43.000 --> 00:10:46.000]  他們會認為就算他還沒有出生
[00:10:46.000 --> 00:10:50.000]  他在母父的時候就有可能犯罪了
[00:10:50.000 --> 00:10:52.000]  這是當時的他們的一個文化
[00:10:52.000 --> 00:10:54.000]  他們會有這種的觀念
[00:10:54.000 --> 00:10:58.000]  第二個的原因他們會這麼想是因為
[00:10:58.000 --> 00:11:02.000]  在《聖經》舊約裡面有記載說
[00:11:02.000 --> 00:11:06.000]  因為我伊和華尼的上帝是忌邪的上帝
[00:11:06.000 --> 00:11:08.000]  恨我的我必追討他的罪
[00:11:08.000 --> 00:11:10.000]  至父及子
[00:11:10.000 --> 00:11:11.000]  直到三世代
[00:11:11.000 --> 00:11:13.000]  他們是認為這個是一個咒詛
[00:11:13.000 --> 00:11:15.000]  在舊約裡面所記載的
[00:11:15.000 --> 00:11:16.000]  他們會提出來
[00:11:16.000 --> 00:11:18.000]  有可能是他們的父母犯罪了
[00:11:18.000 --> 00:11:21.000]  所以這個咒詛淋到這個人身上
[00:11:21.000 --> 00:11:26.000]  不過這個是很多人的一個錯覺
[00:11:26.000 --> 00:11:29.000]  是很多人的一個錯覺
[00:11:29.000 --> 00:11:32.000]  這個錯覺會讓人覺得說
[00:11:32.000 --> 00:11:36.000]  人的禍福是因為個人本身的那個原因
[00:11:36.000 --> 00:11:40.000]  他們把這個原因歸咎在個人身上
[00:11:40.000 --> 00:11:44.000]  或者是歸咎在他的親屬身上
[00:11:44.000 --> 00:11:49.000]  所以一般的人都很容易接受這種因果的觀念
[00:11:49.000 --> 00:11:53.000]  事實上他們這種的觀念是沒有任何的根據的
[00:11:53.000 --> 00:11:59.000]  也容易把人誤導到一個偶像崇拜的宗教裡面去
[00:11:59.000 --> 00:12:03.000]  我們來看主耶穌的這個回答
[00:12:03.000 --> 00:12:06.000]  他的回答是非常的有啟發
[00:12:06.000 --> 00:12:10.000]  把人的這個錯誤觀念能夠糾正過來
[00:12:10.000 --> 00:12:13.000]  耶穌怎麼講呢
[00:12:13.000 --> 00:12:17.000]  他說也不是這個人犯了罪
[00:12:17.000 --> 00:12:19.000]  也不是他父母犯了罪
[00:12:19.000 --> 00:12:24.000]  是要在他的身上顯出神的作為來
[00:12:24.000 --> 00:12:25.000]  所以你看耶穌的回答
[00:12:25.000 --> 00:12:28.000]  至少有兩方面的一個意思
[00:12:28.000 --> 00:12:29.000]  哪兩方面的意思呢
[00:12:29.000 --> 00:12:31.000]  一方面就是說
[00:12:31.000 --> 00:12:34.000]  神他並沒有追究這個人
[00:12:34.000 --> 00:12:37.000]  他的天生的殘缺的這個原因
[00:12:37.000 --> 00:12:39.000]  他沒有追究這個
[00:12:39.000 --> 00:12:43.000]  因為所有的人都是罪人
[00:12:43.000 --> 00:12:45.000]  都是亞當的後代
[00:12:45.000 --> 00:12:48.000]  所以罪所帶來的這個殘缺
[00:12:48.000 --> 00:12:50.000]  罪所帶來的這個影響
[00:12:50.000 --> 00:12:51.000]  這已經是確定的
[00:12:51.000 --> 00:12:53.000]  只要你是亞當的後代
[00:12:53.000 --> 00:12:56.000]  就一定會有缺陷
[00:12:56.000 --> 00:12:58.000]  一定會有殘缺
[00:12:58.000 --> 00:13:00.000]  不管是肉體上的
[00:13:00.000 --> 00:13:02.000]  還是精神上的
[00:13:02.000 --> 00:13:04.000]  還是靈性上的
[00:13:04.000 --> 00:13:08.000]  有的時候我們看到的是外面的肉體上的殘缺
[00:13:08.000 --> 00:13:10.000]  我們看不到裡面的精神上的
[00:13:10.000 --> 00:13:12.000]  或者是靈性上的這個殘缺
[00:13:12.000 --> 00:13:14.000]  但不管什麼樣的人
[00:13:14.000 --> 00:13:15.000]  只要你是亞當的後代
[00:13:15.000 --> 00:13:19.000]  都會有殘缺
[00:13:19.000 --> 00:13:22.000]  好了 另一方面
[00:13:22.000 --> 00:13:24.000]  耶穌的這個回答
[00:13:24.000 --> 00:13:25.000]  要表達的意思就是說
[00:13:25.000 --> 00:13:28.000]  神要在這個殘缺的人身上
[00:13:28.000 --> 00:13:30.000]  要顯出恩典來
[00:13:30.000 --> 00:13:33.000]  神不會因為這個人有缺陷而放棄他
[00:13:33.000 --> 00:13:37.000]  而是要把他的恩典賜給這個人
[00:13:37.000 --> 00:13:39.000]  讓這個人的殘缺變成完全
[00:13:39.000 --> 00:13:43.000]  來顯出神的榮耀
[00:13:43.000 --> 00:13:45.000]  所以人起初受教的時候就有一個目的
[00:13:45.000 --> 00:13:48.000]  這個目的就是要榮耀神
[00:13:48.000 --> 00:13:49.000]  不過後來人墮落以後
[00:13:49.000 --> 00:13:53.000]  就是說虧缺了神的榮耀
[00:13:53.000 --> 00:13:54.000]  所以在這裡
[00:13:54.000 --> 00:13:58.000]  神的榮耀要透過上帝的恩典
[00:13:58.000 --> 00:13:59.000]  臨到這個人身上
[00:13:59.000 --> 00:14:03.000]  重新的恢復他的榮耀
[00:14:03.000 --> 00:14:04.000]  所以我們看到
[00:14:04.000 --> 00:14:07.000]  其實人有時候受苦
[00:14:07.000 --> 00:14:10.000]  是可以顯出上帝的作為來的
[00:14:10.000 --> 00:14:12.000]  人的受苦、人的憂傷
[00:14:12.000 --> 00:14:14.000]  人的痛苦、失望、沮喪等等
[00:14:14.000 --> 00:14:19.000]  都是上帝施恩給我們的一個良機
[00:14:19.000 --> 00:14:21.000]  有時候我們會看到
[00:14:21.000 --> 00:14:23.000]  當一個人受到很大的打擊的時候
[00:14:23.000 --> 00:14:25.000]  如果他沒有信仰的話
[00:14:25.000 --> 00:14:29.000]  他很容易就會整個人要崩潰了
[00:14:29.000 --> 00:14:30.000]  但是如果有信仰的話
[00:14:30.000 --> 00:14:32.000]  他靠著神的恩典
[00:14:32.000 --> 00:14:35.000]  他能夠有信心去面對
[00:14:35.000 --> 00:14:40.000]  也能夠有勇氣、有耐心去面對他的困難
[00:14:40.000 --> 00:14:41.000]  那不是靠著他自己
[00:14:41.000 --> 00:14:44.000]  是上帝在他身上有恩典
[00:14:44.000 --> 00:14:48.000]  他是仰望上帝
[00:14:48.000 --> 00:14:50.000]  另外一方面
[00:14:50.000 --> 00:14:52.000]  對於那些在苦難當中的人
[00:14:52.000 --> 00:14:56.000]  我們也能夠向他們顯明上帝的榮耀
[00:14:56.000 --> 00:14:57.000]  如果我們去幫助他們
[00:14:57.000 --> 00:14:59.000]  我們去鼓勵他們
[00:14:59.000 --> 00:15:01.000]  我們去安慰他們
[00:15:01.000 --> 00:15:04.000]  我們就能夠顯出上帝的榮耀
[00:15:04.000 --> 00:15:06.000]  所以主不只是說
[00:15:06.000 --> 00:15:08.000]  只是要顯出那個作為
[00:15:08.000 --> 00:15:09.000]  而且你要去做
[00:15:09.000 --> 00:15:10.000]  怎麼做呢?
[00:15:10.000 --> 00:15:12.000]  接下來在第四節和第五節裡面
[00:15:12.000 --> 00:15:14.000]  就會講到說
[00:15:14.000 --> 00:15:15.000]  趁著白日
[00:15:15.000 --> 00:15:18.000]  我們必須做那猜我來者的功
[00:15:18.000 --> 00:15:19.000]  黑夜將到
[00:15:19.000 --> 00:15:20.000]  就沒有人能做功了
[00:15:20.000 --> 00:15:21.000]  我在世上的時候
[00:15:21.000 --> 00:15:23.000]  就是世上的光
[00:15:23.000 --> 00:15:24.000]  這裡講到
[00:15:24.000 --> 00:15:27.000]  我們必須要做那猜我來者的功
[00:15:27.000 --> 00:15:29.000]  我們就包括誰在裡面
[00:15:29.000 --> 00:15:32.000]  包括所有的門徒在裡面
[00:15:32.000 --> 00:15:33.000]  表示說
[00:15:33.000 --> 00:15:36.000]  我們都有份於他的這個工作
[00:15:36.000 --> 00:15:38.000]  不只是耶穌自己去做
[00:15:38.000 --> 00:15:42.000]  所以他在福音書裡面也曾經講過說
[00:15:42.000 --> 00:15:44.000]  我們也是世界的光
[00:15:44.000 --> 00:15:45.000]  還記得嗎?
[00:15:45.000 --> 00:15:47.000]  在馬太福音裡面有講
[00:15:47.000 --> 00:15:48.000]  我們也是世上的光
[00:15:48.000 --> 00:15:51.000]  不只是耶穌
[00:15:51.000 --> 00:15:56.000]  所以我們也應當去照亮別人
[00:15:56.000 --> 00:15:57.000]  好了
[00:15:57.000 --> 00:16:00.000]  最後其實耶穌整個的回答
[00:16:00.000 --> 00:16:02.000]  應該怎麼理解呢?
[00:16:02.000 --> 00:16:05.000]  其實他並不是說那個瞎眼的人
[00:16:05.000 --> 00:16:07.000]  沒有責任
[00:16:07.000 --> 00:16:09.000]  也不是說他的父母
[00:16:09.000 --> 00:16:11.000]  不需要負任何的責任
[00:16:11.000 --> 00:16:14.000]  而是真正的意思是說什麼呢?
[00:16:14.000 --> 00:16:16.000]  不管是誰的責任多好
[00:16:16.000 --> 00:16:17.000]  你看見了
[00:16:17.000 --> 00:16:19.000]  就是你的責任了
[00:16:19.000 --> 00:16:21.000]  我們所有的人
[00:16:21.000 --> 00:16:23.000]  都有責任
[00:16:23.000 --> 00:16:26.000]  當你問這個事情的時候
[00:16:26.000 --> 00:16:28.000]  當你看見這個事情的時候
[00:16:28.000 --> 00:16:33.000]  你就有責任了
[00:16:33.000 --> 00:16:34.000]  還記得
[00:16:34.000 --> 00:16:38.000]  耶穌講的這個好撒瑪利亞人的故事嗎?
[00:16:38.000 --> 00:16:40.000]  這個律法師來試探耶穌
[00:16:40.000 --> 00:16:41.000]  問他說
[00:16:41.000 --> 00:16:43.000]  要怎麼做才能夠承受永生
[00:16:43.000 --> 00:16:45.000]  然後耶穌就告訴他
[00:16:45.000 --> 00:16:46.000]  要愛神
[00:16:46.000 --> 00:16:48.000]  還要愛人如己
[00:16:48.000 --> 00:16:50.000]  還要愛你的靈色
[00:16:50.000 --> 00:16:52.000]  然後這個律法師聽了以後
[00:16:52.000 --> 00:16:53.000]  他就問耶穌
[00:16:53.000 --> 00:16:55.000]  那誰是我的靈色呢?
[00:16:55.000 --> 00:16:57.000]  其實他這樣問的時候是什麼意思呢?
[00:16:57.000 --> 00:16:58.000]  就是說
[00:16:58.000 --> 00:17:00.000]  我不知道誰是我的靈色
[00:17:00.000 --> 00:17:03.000]  所以我就不需要去履行
[00:17:03.000 --> 00:17:06.000]  愛靈色的這個要求
[00:17:06.000 --> 00:17:08.000]  或者是這個責任了
[00:17:08.000 --> 00:17:11.000]  因為我不知道誰是我的靈色
[00:17:11.000 --> 00:17:13.000]  其實跟這裡有點像
[00:17:13.000 --> 00:17:14.000]  當人去問
[00:17:14.000 --> 00:17:16.000]  是誰的責任的時候
[00:17:16.000 --> 00:17:17.000]  他壓根沒有想到
[00:17:17.000 --> 00:17:19.000]  是他自己有責任在裡面
[00:17:19.000 --> 00:17:20.000]  他都會想到說
[00:17:20.000 --> 00:17:22.000]  是不是他父母的責任
[00:17:22.000 --> 00:17:23.000]  或者是他自己的責任呢?
[00:17:23.000 --> 00:17:25.000]  耶穌告訴他們
[00:17:25.000 --> 00:17:26.000]  都不是
[00:17:26.000 --> 00:17:27.000]  你看到了
[00:17:27.000 --> 00:17:29.000]  就是你的責任了
[00:17:29.000 --> 00:17:36.000]  所以
