
[00:00:00.000 --> 00:00:03.000]  今日和大家分享的題目
[00:11:45.000 --> 00:11:47.000]  聖經裡面說
[00:11:47.000 --> 00:11:48.000]  以色列即是雅各
[00:11:48.000 --> 00:11:52.000]  他愛藥室多過其他的兒子
[00:11:52.000 --> 00:11:55.000]  很擺明的,很明顯的
[00:11:55.000 --> 00:11:57.000]  個個都沒有一件漂亮的衣服
[00:11:57.000 --> 00:12:00.000]  好像你家裡有三兄弟姊妹
[00:12:00.000 --> 00:12:02.000]  試吃新飯
[00:12:02.000 --> 00:12:04.000]  爸爸都是夾雞腿給大哥
[00:12:04.000 --> 00:12:06.000]  很明顯,人人都知道
[00:12:06.000 --> 00:12:09.000]  而這個藥室也有些有趣
[00:12:09.000 --> 00:12:13.000]  他不單有件很搶眼的長袍
[00:12:13.000 --> 00:12:15.000]  還很喜歡做夢
[00:12:15.000 --> 00:12:18.000]  他做完夢又喜歡跟別人分享
[00:12:18.000 --> 00:12:22.000]  而那些夢令到他的哥哥甚至爸爸
[00:12:22.000 --> 00:12:24.000]  都有點不高興
[00:12:24.000 --> 00:12:27.000]  而這些夢那件長袍
[00:12:27.000 --> 00:12:29.000]  令到他的哥哥知道
[00:12:29.000 --> 00:12:33.000]  原來爸爸真的疼藥室多過疼他們
[00:12:33.000 --> 00:12:35.000]  於是演變成什麼呢?
[00:12:35.000 --> 00:12:39.000]  在一段經文裡面有幾個恨字
[00:12:39.000 --> 00:12:41.000]  一二三個恨字
[00:12:41.000 --> 00:12:45.000]  最後就是疾度
[00:12:45.000 --> 00:12:47.000]  雅各疼藥室
[00:12:47.000 --> 00:12:53.000]  疼得其他人都討厭藥室
[00:12:53.000 --> 00:12:57.000]  可以想像一下這個家庭會是怎樣
[00:12:57.000 --> 00:13:03.000]  友大正正就是在這個家庭裡長大
[00:13:03.000 --> 00:13:06.000]  他們憎藥室憎到什麼地步呢?
[00:13:06.000 --> 00:13:09.000]  憎到我們經常說想殺掉他
[00:13:09.000 --> 00:13:10.000]  你會不會跟朋友說?
[00:13:10.000 --> 00:13:12.000]  有時生氣到想殺掉他
[00:13:12.000 --> 00:13:14.000]  他們不是說說
[00:13:14.000 --> 00:13:17.000]  他們真的憎他憎到想殺掉他
[00:13:17.000 --> 00:13:21.000]  有一次在《創世紀三十七章》裡有記載
[00:13:21.000 --> 00:13:23.000]  機會來到了
[00:13:23.000 --> 00:13:26.000]  就是有一把雅各叫藥室
[00:13:26.000 --> 00:13:28.000]  你的哥哥去了放羊
[00:13:28.000 --> 00:13:29.000]  你出去幫我找找他們
[00:13:29.000 --> 00:13:33.000]  看他們是否安全
[00:13:33.000 --> 00:13:35.000]  當藥室一開始不知所措
[00:13:35.000 --> 00:13:37.000]  到處去找又去問人
[00:13:37.000 --> 00:13:39.000]  終於找到他的哥哥
[00:13:39.000 --> 00:13:43.000]  他的哥哥遠遠看到他
[00:13:43.000 --> 00:13:45.000]  還未走近
[00:13:45.000 --> 00:13:47.000]  《聖經》裡形容他
[00:13:47.000 --> 00:13:51.000]  圖謀要殺掉他
[00:13:51.000 --> 00:13:53.000]  因為他是誰?
[00:13:53.000 --> 00:13:55.000]  就是藥室
[00:13:55.000 --> 00:13:59.000]  他們憎他憎到要殺掉他
[00:13:59.000 --> 00:14:01.000]  但是十二個兄弟裡
[00:14:01.000 --> 00:14:04.000]  大哥,唯一一個大哥
[00:14:04.000 --> 00:14:07.000]  很想救藥室
[00:14:07.000 --> 00:14:11.000]  其他都說好啊,殺掉他吧
[00:14:11.000 --> 00:14:14.000]  他的大哥跟他的兄弟姊妹說
[00:14:14.000 --> 00:14:18.000]  不可以殺掉他,不要害他的命
[00:14:18.000 --> 00:14:19.000]  但是從後面的經文裡看
[00:14:19.000 --> 00:14:22.000]  其實他都不是很有能力阻止他們
[00:14:22.000 --> 00:14:24.000]  因為他們照樣怎樣呢?
[00:14:24.000 --> 00:14:26.000]  他們拿著一件很漂亮的彩衣
[00:14:26.000 --> 00:14:28.000]  然後將它扔到洞裡
[00:14:28.000 --> 00:14:32.000]  捉住它,扔到坑裡
[00:14:32.000 --> 00:14:35.000]  你想像藥室會怎樣呢?
[00:14:35.000 --> 00:14:37.000]  《聖經》裡特別記載
[00:14:37.000 --> 00:14:40.000]  裡面是沒有水的
[00:14:40.000 --> 00:14:41.000]  可能就這樣扔下去
[00:14:41.000 --> 00:14:43.000]  沒有人理會,乾煎
[00:14:43.000 --> 00:14:45.000]  它就會餓死
[00:14:45.000 --> 00:14:50.000]  或者真的會有野獸來吃掉它
[00:14:50.000 --> 00:14:53.000]  裡面很想阻止這件事發生
[00:14:53.000 --> 00:14:55.000]  但是當他剛剛走開了
[00:14:55.000 --> 00:14:58.000]  這群人坐在一起吃飯的時候
[00:14:58.000 --> 00:15:01.000]  竟然被他們離遠看到有一群人在來
[00:15:01.000 --> 00:15:03.000]  這群人是什麼人呢?
[00:15:03.000 --> 00:15:04.000]  以實瑪利
[00:15:04.000 --> 00:15:06.000]  一群做生意的人,商人
[00:15:06.000 --> 00:15:08.000]  剛剛路過
[00:15:08.000 --> 00:15:10.000]  尤達就出場了
[00:15:10.000 --> 00:15:13.000]  剛才說,裡面雖然很想救藥室
[00:15:13.000 --> 00:15:17.000]  但是那些兄弟似乎不是很聽他的
[00:15:17.000 --> 00:15:20.000]  但是尤達見到機會來了
[00:15:20.000 --> 00:15:22.000]  尤達跟他們說什麼呢?
[00:15:22.000 --> 00:15:25.000]  我們殺了我弟弟
[00:15:25.000 --> 00:15:28.000]  遮掩他的血有什麼好處呢?
[00:15:28.000 --> 00:15:31.000]  我殺了他,其實我沒有贖的
[00:15:31.000 --> 00:15:34.000]  我們不如將他賣給以實瑪利人吧
[00:15:34.000 --> 00:15:36.000]  不要下手害他
[00:15:36.000 --> 00:15:38.000]  他始終是我們的弟弟
[00:15:38.000 --> 00:15:40.000]  是我們的骨肉
[00:15:40.000 --> 00:15:42.000]  不知道你看的時候
[00:15:42.000 --> 00:15:47.000]  你覺得哪個才是重點呢?
[00:15:47.000 --> 00:15:50.000]  有什麼好處呢?
[00:15:50.000 --> 00:15:55.000]  還是我們流我們的血
[00:15:55.000 --> 00:15:58.000]  有骨肉的關係呢?
[00:15:58.000 --> 00:16:03.000]  最終他說服了他那群兄弟
[00:16:03.000 --> 00:16:06.000]  他的兄弟聽從了他
[00:16:06.000 --> 00:16:10.000]  於是他就將他賣給了以實瑪利人
[00:16:10.000 --> 00:16:12.000]  賣了多少錢呢?
[00:16:12.000 --> 00:16:16.000]  20塊銀子
[00:16:16.000 --> 00:16:20.000]  尤達是一個怎樣的人呢?
[00:16:20.000 --> 00:16:22.000]  應該很有領導才能
[00:16:22.000 --> 00:16:26.000]  他雖然排第四,但是可以做大佬
[00:16:26.000 --> 00:16:29.000]  也是一個很實際的人
[00:16:29.000 --> 00:16:31.000]  殺了他有什麼用呢?
[00:16:31.000 --> 00:16:33.000]  我只是不想見到他
[00:16:33.000 --> 00:16:38.000]  賣了他吧,還有錢放在口袋裡
[00:16:38.000 --> 00:16:42.000]  這群兄弟很同心
[00:16:42.000 --> 00:16:45.000]  很同心地去憎恨一個兄弟
[00:16:45.000 --> 00:16:48.000]  這個恨,這個妒忌
[00:16:48.000 --> 00:16:50.000]  特別不是自己個人
[00:16:50.000 --> 00:16:54.000]  是群體性
[00:16:54.000 --> 00:16:57.000]  當我在想這個例子的時候
[00:16:57.000 --> 00:16:58.000]  我想最貼身的
[00:16:58.000 --> 00:17:03.000]  都是在我們公司會發生的
[00:17:03.000 --> 00:17:06.000]  不知道你有沒有試過
[00:17:06.000 --> 00:17:09.000]  明明見到一個同事
[00:17:09.000 --> 00:17:11.000]  這樣做事的
[00:17:11.000 --> 00:17:15.000]  轉身,他升了兩級,你還在那裡
[00:17:15.000 --> 00:17:20.000]  你不知道怎樣和你的同事分享這個感受呢?
[00:17:20.000 --> 00:17:22.000]  他覺得不值得
[00:17:22.000 --> 00:17:25.000]  這群兄弟怎樣看藥室也是
[00:17:25.000 --> 00:17:28.000]  為什麼爸爸要疼他多一點呢?
[00:17:28.000 --> 00:17:31.000]  他是最小的,尾二
