
[00:00:00.000 --> 00:00:05.080]  今次的題目是《進入安息》
[00:04:48.000 --> 00:04:53.440]  那張椅子不能坐的,那張椅子是祖父坐的
[00:04:53.440 --> 00:04:57.040]  這個就有一點神聖的概念
[00:04:57.040 --> 00:04:58.080]  那張椅子
[00:04:58.080 --> 00:04:59.960]  神聖不可侵犯
[00:04:59.960 --> 00:05:02.760]  專門給祖父坐的
[00:05:02.760 --> 00:05:05.360]  這樣就叫Holy
[00:05:05.360 --> 00:05:07.440]  專用的
[00:05:07.440 --> 00:05:10.000]  所以我們按這個概念去想
[00:05:10.000 --> 00:05:11.240]  差不多了
[00:05:11.240 --> 00:05:12.560]  什麼叫聖呢?
[00:05:12.560 --> 00:05:14.280]  神專用的
[00:05:14.280 --> 00:05:16.880]  專門給了神
[00:05:16.880 --> 00:05:18.200]  定為聖人
[00:05:18.200 --> 00:05:19.520]  就是這一天
[00:05:19.520 --> 00:05:22.320]  專門給了神
[00:05:22.320 --> 00:05:24.120]  所有其他的東西
[00:05:24.120 --> 00:05:26.400]  麻煩排後面
[00:05:26.400 --> 00:05:27.880]  先給了神
[00:05:27.880 --> 00:05:30.160]  這個也是我們面對很多弟兄姊妹
[00:05:30.160 --> 00:05:33.320]  就是說星期天你要回來教會
[00:05:33.320 --> 00:05:34.320]  要一起聚會
[00:05:34.320 --> 00:05:35.840]  見拜神
[00:05:35.840 --> 00:05:38.720]  你說我今天去家裡喝茶
[00:05:38.720 --> 00:05:42.120]  今天我約了一些朋友去旅行
[00:05:42.120 --> 00:05:44.040]  今天我有些什麼
[00:05:44.040 --> 00:05:46.280]  永遠都一定有很多東西
[00:05:46.280 --> 00:05:49.080]  因為星期天是最好用的
[00:05:49.080 --> 00:05:52.200]  但是你有沒有定一天為聖日
[00:05:52.200 --> 00:05:53.640]  先給了神
[00:05:53.640 --> 00:05:56.280]  所有其他的東西排後面
[00:05:56.280 --> 00:05:58.120]  這是一個很大的考驗
[00:05:58.120 --> 00:06:00.600]  另外有一個教會
[00:06:00.600 --> 00:06:01.960]  有一個醫生
[00:06:01.960 --> 00:06:04.440]  他星期天開門的
[00:06:04.440 --> 00:06:06.880]  不過做到十點鐘就停了
[00:06:06.880 --> 00:06:08.120]  他早上八點鐘開工
[00:06:08.120 --> 00:06:09.440]  做到十點鐘就停了
[00:06:09.440 --> 00:06:11.160]  因為他要回崇拜了
[00:06:11.160 --> 00:06:12.360]  因為崇拜在他鄰街
[00:06:12.360 --> 00:06:13.520]  他住在附近
[00:06:13.520 --> 00:06:20.400]  關閘說主人崇拜時間停工
[00:06:20.400 --> 00:06:21.760]  星期天停工
[00:06:21.760 --> 00:06:24.680]  最多人有空去看醫生
[00:06:24.680 --> 00:06:26.280]  不好意思就是停工
[00:06:26.280 --> 00:06:27.680]  賺少很多
[00:06:27.680 --> 00:06:28.800]  賺少一點就少一點
[00:06:28.800 --> 00:06:29.640]  不要緊的
[00:06:29.640 --> 00:06:30.640]  夠就行了
[00:06:30.640 --> 00:06:33.800]  那怎麼叫夠呢?
[00:06:33.800 --> 00:06:35.000]  怎樣都是不夠的
[00:06:35.000 --> 00:06:37.520]  人們看錢都是不夠的
[00:06:37.520 --> 00:06:39.480]  銀行戶口很多個零
[00:06:39.480 --> 00:06:40.320]  都是不夠
[00:06:40.320 --> 00:06:42.040]  想多一個零
[00:06:42.040 --> 00:06:43.560]  怎樣才夠呢?
[00:06:43.560 --> 00:06:45.720]  其實你給了這一天給神
[00:06:45.720 --> 00:06:48.000]  神就自然會讓你足夠
[00:06:48.000 --> 00:06:51.560]  這就是對很多信徒來講的一些考驗
[00:06:51.560 --> 00:06:53.240]  其實我已經講完了
[00:06:53.240 --> 00:06:54.280]  回來再講
[00:06:54.280 --> 00:06:55.720]  令這一天為聖日
[00:06:55.720 --> 00:06:57.200]  就是說這一天很特別
[00:06:57.200 --> 00:06:59.880]  神覺得這一天
[00:06:59.880 --> 00:07:04.800]  你們以後的人要尊這一天為聖
[00:07:04.800 --> 00:07:05.920]  是給了神的
[00:07:05.920 --> 00:07:07.640]  這是剛剛提到
[00:07:07.640 --> 00:07:13.080]  《創世紀》已經有這樣的意思
[00:07:13.080 --> 00:07:15.720]  對這一天有些特別的想法
[00:07:15.720 --> 00:07:18.360]  之後的聖經也有提到
[00:07:18.360 --> 00:07:19.640]  到了《春夏集記》
[00:07:19.640 --> 00:07:22.480]  《春夏集記》我們大概知道
[00:07:22.480 --> 00:07:27.400]  神頒布了一些律法和規條給以色列人遵守
[00:07:27.400 --> 00:07:31.480]  到了《春夏集記》二十章八至十一節
[00:07:31.480 --> 00:07:34.000]  當紀念安息人守為聖人
[00:07:34.000 --> 00:07:36.040]  和《創世紀》一樣
[00:07:36.040 --> 00:07:38.320]  六日要勞碌做一切的工
[00:07:38.320 --> 00:07:42.360]  但第七日是向耶和華李神當守的安息日
[00:07:42.360 --> 00:07:45.560]  第一日你和你的兒女伏在生畜
[00:07:45.560 --> 00:07:46.960]  牛也不准耕田
[00:07:46.960 --> 00:07:48.960]  不是說人不准做事
[00:07:48.960 --> 00:07:51.560]  令你城裡寄居的客女
[00:07:51.560 --> 00:07:54.480]  來到這裡做客女經過的
[00:07:54.480 --> 00:07:55.560]  都要遵守
[00:07:55.560 --> 00:07:57.560]  無論何工也不可做
[00:07:57.560 --> 00:08:00.160]  不准做事
[00:08:00.160 --> 00:08:02.120]  六日之內
[00:08:02.120 --> 00:08:03.320]  講的原因
[00:08:03.320 --> 00:08:04.520]  是包括《創世紀》
[00:08:04.520 --> 00:08:07.440]  六日之內耶和華做天地海和其中的萬物
[00:08:07.440 --> 00:08:08.760]  第七日便安息
[00:08:08.760 --> 00:08:11.840]  所以耶和華賜福與安息日定為聖日
[00:08:11.840 --> 00:08:13.200]  這裡解釋一個原因
[00:08:13.200 --> 00:08:15.400]  為什麼你們不可以做工呢?
[00:08:15.400 --> 00:08:17.720]  神定了這一天為聖日
[00:08:17.720 --> 00:08:19.360]  神做了六日的事
[00:08:19.360 --> 00:08:22.160]  第七日也休息不做事了
[00:08:22.160 --> 00:08:23.320]  停低了
[00:08:23.320 --> 00:08:26.520]  所以你們要尊這一天為聖日
[00:08:26.520 --> 00:08:28.520]  不准做工
[00:08:28.520 --> 00:08:31.360]  這個很重要
[00:08:31.360 --> 00:08:34.280]  是神頒布的規矩
[00:08:34.280 --> 00:08:39.040]  我們知道以色列人的做法是怎麼樣的
[00:08:39.040 --> 00:08:40.760]  做不到的
[00:08:40.760 --> 00:08:43.480]  接著
[00:08:43.480 --> 00:08:44.680]  因為經文的問題
[00:08:44.680 --> 00:08:46.160]  我的文字又小了一點
[00:08:46.160 --> 00:08:49.320]  到了《創世禮記》三十一章的時候
[00:08:49.320 --> 00:08:51.080]  耶和華就曉如摩西話
[00:08:51.080 --> 00:08:52.680]  你要吩咐以色列人
[00:08:52.680 --> 00:08:54.400]  又重提那件事
[00:08:54.400 --> 00:08:56.600]  你們不要守我的安息日
[00:08:56.600 --> 00:09:00.640]  因為這是你我之間世世代代的證據
[00:09:00.640 --> 00:09:02.560]  使你們知道我耶和華
[00:09:02.560 --> 00:09:04.760]  叫你們成為聖敵
[00:09:04.760 --> 00:09:06.640]  原來這一天
[00:09:06.640 --> 00:09:09.840]  神又用了它作為世世代代的證據
[00:09:09.840 --> 00:09:11.280]  證據就是擺出來
[00:09:11.280 --> 00:09:15.080]  講述那個事實是怎麼樣的
[00:09:15.080 --> 00:09:16.480]  提醒人們
[00:09:16.480 --> 00:09:18.040]  是有這件事的
[00:09:18.040 --> 00:09:19.560]  是一個證據
[00:09:19.560 --> 00:09:22.480]  所以你們要守這個安息日以為聖日
[00:09:22.480 --> 00:09:26.360]  凡干犯是怎麼樣的呢?
[00:09:26.360 --> 00:09:28.120]  必要把他致死
[00:09:28.120 --> 00:09:30.320]  哇!很大問題
[00:09:30.320 --> 00:09:31.880]  起初說尊為聖日
[00:09:31.880 --> 00:09:33.080]  就尊為聖日
[00:09:33.080 --> 00:09:34.120]  沒有說
[00:09:34.120 --> 00:09:35.680]  不遵守是怎麼樣的
[00:09:35.680 --> 00:09:36.720]  現在說了
[00:09:36.720 --> 00:09:37.880]  不遵守是怎麼樣的呢?
[00:09:37.880 --> 00:09:39.560]  必把他致死
[00:09:39.560 --> 00:09:40.880]  要不要致死呢?
[00:09:40.880 --> 00:09:43.600]  安息日做做事而已
[00:09:43.600 --> 00:09:45.000]  對不起
[00:09:45.000 --> 00:09:46.120]  就是要
[00:09:46.120 --> 00:09:50.160]  「凡在這日做工的必從民中前循」
[00:09:50.160 --> 00:09:52.520]  是最大惡極的
[00:09:52.520 --> 00:09:54.240]  為什麼是最大惡極呢?
[00:09:54.240 --> 00:09:57.240]  你沒有尊這位神為神
[00:09:57.240 --> 00:09:58.920]  這樣就最大惡極了
[00:09:58.920 --> 00:09:59.840]  你明白嗎?
[00:09:59.840 --> 00:10:01.360]  六天要做工
[00:10:01.880 --> 00:10:02.920]  但第七天
[00:10:02.920 --> 00:10:06.440]  安息聖日向耶和華守為聖日
[00:10:06.440 --> 00:10:08.760]  凡在安息日做工的必凡他致死
[00:10:08.760 --> 00:10:11.560]  故此以色列人要世世代代
[00:10:11.560 --> 00:10:14.120]  從當時的世代
[00:10:14.120 --> 00:10:14.920]  幾千年前
[00:10:14.920 --> 00:10:15.840]  一直到現在
[00:10:15.840 --> 00:10:16.880]  一直到以後都是
[00:10:16.880 --> 00:10:19.880]  要守這個安息日為永遠的約
[00:10:19.880 --> 00:10:22.840]  這是我的神
[00:10:22.840 --> 00:10:24.880]  和以色列人永遠的證據
[00:10:24.880 --> 00:10:26.680]  這個證據一擺出來
[00:10:26.680 --> 00:10:31.280]  就是以色列民和神之間的關係
[00:10:31.520 --> 00:10:33.520]  神是以色列人的神
[00:10:33.520 --> 00:10:35.520]  以色列人是神的子民
[00:10:35.520 --> 00:10:37.760]  安息日就是一個證據
[00:10:37.760 --> 00:10:38.920]  所以
[00:10:38.920 --> 00:10:41.160]  安息日非常重要
[00:10:41.160 --> 00:10:42.680]  又提到一個原因
[00:10:42.680 --> 00:10:44.520]  六天創造第七天安息
[00:10:44.520 --> 00:10:48.600]  以色列人這麼清晰
[00:10:48.600 --> 00:10:50.920]  律法說得這麼明白
[00:10:50.920 --> 00:10:52.200]  這麼大罪
[00:10:52.200 --> 00:10:53.440]  那就遵守吧
[00:10:53.440 --> 00:10:54.760]  沒有什麼問題的
[00:10:54.760 --> 00:10:57.600]  但是我們如果有讀過舊約
[00:10:57.600 --> 00:10:59.400]  知道一下以色列人的歷史
[00:10:59.400 --> 00:11:02.800]  我們知道他們是否遵守神的律法
[00:11:02.800 --> 00:11:06.800]  是否故意不遵守呢?
[00:11:06.800 --> 00:11:09.280]  有時候不是故意的
[00:11:09.280 --> 00:11:11.560]  就好像我們教小朋友一樣
[00:11:11.560 --> 00:11:13.360]  教多久他都不聽
[00:11:13.360 --> 00:11:15.080]  其實你告訴他道理
[00:11:15.080 --> 00:11:16.080]  他又好像知道
[00:11:16.080 --> 00:11:17.600]  他又懂得
[00:11:17.600 --> 00:11:18.880]  但是他又做不到
[00:11:18.880 --> 00:11:20.880]  一次、兩次、三次、四次
[00:11:20.880 --> 00:11:21.720]  都會是這樣的
[00:11:21.720 --> 00:11:24.240]  以色列人就很像這樣的情況
[00:11:24.240 --> 00:11:25.480]  他又不是不知道
[00:11:25.480 --> 00:11:27.120]  但是又好像控制不了
[00:11:27.120 --> 00:11:28.440]  又會
[00:11:29.440 --> 00:11:31.400]  又好像不斷悔改
[00:11:31.400 --> 00:11:33.320]  但是又重蹈覆轍
[00:11:33.320 --> 00:11:34.640]  經常是這樣的
[00:11:34.640 --> 00:11:35.800]  過了很多年
[00:11:35.800 --> 00:11:37.080]  我們看回那個歷史
[00:11:37.080 --> 00:11:38.040]  過了很多年
[00:11:38.040 --> 00:11:39.080]  都是這樣的
[00:11:39.080 --> 00:11:40.680]  以致到
[00:11:40.680 --> 00:11:44.520]  到王國沒落的時候
[00:11:44.520 --> 00:11:46.400]  神興起一些外邦
[00:11:46.400 --> 00:11:48.280]  將他們擄走
[00:11:48.280 --> 00:11:50.920]  給他們一個很大的懲罰
[00:11:50.920 --> 00:11:53.920]  因為他們犯了很多神的律法
[00:11:53.920 --> 00:11:56.880]  其中當然包括安息日
[00:11:57.720 --> 00:12:00.480]  我們看《以西傑書》有一段
[00:12:00.480 --> 00:12:02.920]  提到他們犯安息日
[00:12:02.920 --> 00:12:06.520]  神說
[00:12:06.520 --> 00:12:09.760]  祂將我的律法賜給他們
[00:12:09.760 --> 00:12:11.880]  神將祂的律法賜給以色列人
[00:12:11.880 --> 00:12:13.800]  將我的典章指示他們
[00:12:13.800 --> 00:12:16.560]  人若遵行就因此活著
[00:12:16.560 --> 00:12:17.840]  神很簡單而已
[00:12:17.840 --> 00:12:20.520]  這些律例典章你們遵行就活著了
[00:12:20.520 --> 00:12:22.520]  又將我的安息日
[00:12:22.520 --> 00:12:23.400]  特別是提安息日
[00:12:23.400 --> 00:12:24.600]  賜給他們
[00:12:24.600 --> 00:12:27.400]  這個就是說賜安息日
[00:12:27.400 --> 00:12:29.320]  這個規條給他們遵守
[00:12:29.320 --> 00:12:31.560]  讓他們做安息日可以休息
[00:12:31.560 --> 00:12:33.840]  遵守為誠
[00:12:33.840 --> 00:12:36.680]  好在我與他們中間作為證據
[00:12:36.680 --> 00:12:39.360]  使他們知道我要叫他們誠誠
[00:12:39.360 --> 00:12:41.120]  以色列加強了什麼呢?
[00:12:41.120 --> 00:12:44.320]  在抗夜的時候已經是潑液我了
[00:12:44.320 --> 00:12:46.360]  不信從我的律例
[00:12:46.360 --> 00:12:47.800]  厭棄我的典章
[00:12:47.800 --> 00:12:51.120]  大大干犯我的安息日
[00:12:51.120 --> 00:12:54.600]  我就要在抗夜將我的憤怒
[00:12:54.600 --> 00:12:55.560]  傾在他們身上
[00:12:55.560 --> 00:12:56.280]  滅絕他們
[00:12:56.560 --> 00:12:58.320]  其實一出埃及的時候
[00:12:58.320 --> 00:13:00.080]  抗夜那段時間
[00:13:00.080 --> 00:13:01.920]  他們已經叛逆神了
[00:13:01.920 --> 00:13:04.240]  已經不守安息日了
[00:13:04.240 --> 00:13:05.800]  剛剛頒佈而已
[00:13:05.800 --> 00:13:06.560]  都不守
[00:13:06.560 --> 00:13:08.080]  通常我們就說
[00:13:08.080 --> 00:13:10.240]  久了就好像不多見
[00:13:10.240 --> 00:13:11.920]  大大不守
[00:13:11.920 --> 00:13:13.520]  新鮮滾熱辣
[00:13:13.520 --> 00:13:14.320]  都是這樣
[00:13:14.320 --> 00:13:16.880]  但是神怎麼說?
[00:13:16.880 --> 00:13:19.480]  祂說我卻為我明的緣故
[00:13:19.480 --> 00:13:20.400]  沒有這樣
[00:13:20.400 --> 00:13:21.920]  免愛明
[00:13:21.920 --> 00:13:24.040]  在我領他們出埃及
[00:13:24.240 --> 00:13:26.560]  的滅國人眼前被褻瀆
[00:13:26.560 --> 00:13:31.400]  神為了自己的名譽地位
[00:13:31.400 --> 00:13:33.760]  忍一忍你們
[00:13:33.760 --> 00:13:35.880]  免得一帶你們離開埃及
[00:13:35.880 --> 00:13:37.080]  就擊殺你們
[00:13:37.080 --> 00:13:40.400]  就好像沒面子一樣
[00:13:40.400 --> 00:13:41.280]  被人褻瀆
[00:13:41.280 --> 00:13:42.680]  並且
[00:13:42.680 --> 00:13:45.200]  神在抗夜向他們起誓
[00:13:45.200 --> 00:13:49.960]  必不令他們進入我所賜給他們流瀾餘物之地
[00:13:49.960 --> 00:13:53.240]  那地在萬國中是有榮耀的
[00:13:53.480 --> 00:13:55.400]  神帶他們離開埃及
[00:13:55.400 --> 00:13:58.200]  目的是想將他們帶入迦納地
[00:13:58.200 --> 00:13:59.920]  一個很美麗的地方
[00:13:59.920 --> 00:14:02.080]  一個很好的福氣
[00:14:02.080 --> 00:14:05.240]  但是因著以色列人這樣叛逆
[00:14:05.240 --> 00:14:06.640]  干犯了安息日
[00:14:06.640 --> 00:14:09.880]  神沒有將他們帶入這個地方
[00:14:09.880 --> 00:14:11.960]  我們再看下去
[00:14:11.960 --> 00:14:14.440]  因為原因就是他們厭棄我的典章
[00:14:14.440 --> 00:14:15.680]  沒有順從我的律例
[00:14:15.680 --> 00:14:17.080]  干犯了我的安息日
[00:14:17.080 --> 00:14:17.760]  又提了
[00:14:17.760 --> 00:14:19.080]  之前提過這裡又提了
[00:14:19.080 --> 00:14:22.480]  他們的心原來隨從了自己的偶像
[00:14:23.240 --> 00:14:25.880]  他們在耶和華神之外
[00:14:25.880 --> 00:14:27.560]  再有很多偶像
[00:14:27.560 --> 00:14:30.120]  我剛剛前兩天聽了國民慈母師
[00:14:30.120 --> 00:14:33.880]  這個培靈園應大會的一個講道
[00:14:33.880 --> 00:14:34.880]  所以你們有機會
[00:14:34.880 --> 00:14:36.640]  那邊貼了一張時間表
[00:14:36.640 --> 00:14:37.960]  有機會也去一下
[00:14:37.960 --> 00:14:39.240]  雖然你去不齊
[00:14:39.240 --> 00:14:41.200]  一定可以有些好處得著
[00:14:41.200 --> 00:14:42.840]  國民慈母師說
[00:14:42.840 --> 00:14:47.640]  他說以色列人其實一直都沒有離開神的
[00:14:47.640 --> 00:14:50.040]  有些會長聽到就說不是吧
[00:14:50.040 --> 00:14:51.080]  他說你聽清楚我說
[00:14:51.080 --> 00:14:53.120]  他們一直沒有離開神
[00:14:53.840 --> 00:14:56.760]  不過他們要埋那些偶像而已
[00:14:56.760 --> 00:14:58.920]  前一兩次我說過
[00:14:58.920 --> 00:15:01.840]  以色列人他們要耶和華的
[00:15:01.840 --> 00:15:04.440]  不過他們又要埋那些偶像
[00:15:04.440 --> 00:15:07.000]  神就說不行
[00:15:07.000 --> 00:15:11.320]  所以人在人類中的婚姻關係
[00:15:11.320 --> 00:15:16.320]  非常奧秘、奇妙、偉大
[00:15:16.320 --> 00:15:17.560]  可歌
[00:15:17.560 --> 00:15:21.040]  你可不可以容納
[00:15:21.040 --> 00:15:22.920]  我專門模仿可歌
[00:15:22.920 --> 00:15:24.040]  是一件好事
[00:15:24.040 --> 00:15:27.280]  你能不能夠容納你的另一半
[00:15:27.280 --> 00:15:30.640]  在外面多有一兩個
[00:15:30.640 --> 00:15:32.880]  一定不行
[00:15:32.880 --> 00:15:35.600]  在他心中多一兩個也不行
[00:15:35.600 --> 00:15:37.240]  不要說真正有沒有
[00:15:37.240 --> 00:15:39.320]  想一想也不行
[00:15:39.320 --> 00:15:42.800]  有些很恩愛的走在街上
[00:15:42.800 --> 00:15:44.920]  看一看也不行
[00:15:44.920 --> 00:15:45.680]  才會這樣
[00:15:45.680 --> 00:15:47.160]  就是了
[00:15:47.160 --> 00:15:49.640]  尊耶和華為神
[00:15:50.000 --> 00:15:53.800]  你不可以埋一些偶像
[00:15:53.800 --> 00:15:54.880]  要埋是不可以的
[00:15:54.880 --> 00:15:58.160]  那正是以色列人一直的問題
[00:15:58.160 --> 00:15:59.960]  隨從心中的偶像
[00:15:59.960 --> 00:16:01.960]  雖然如此
[00:16:01.960 --> 00:16:02.800]  神就說
[00:16:02.800 --> 00:16:05.320]  我仍然固釋他們
[00:16:05.320 --> 00:16:06.280]  不會滅絕他們
[00:16:06.280 --> 00:16:09.640]  沒有將他們在抗爭中滅絕正盡
[00:16:09.640 --> 00:16:12.440]  只是叫他們那一輩的人
[00:16:12.440 --> 00:16:14.640]  死了之後才進入迦納
[00:16:14.640 --> 00:16:18.480]  因為這些是他們所犯的事情
[00:16:18.480 --> 00:16:19.360]  再看下去
[00:16:20.000 --> 00:16:21.080]  這裡又再提了
[00:16:21.080 --> 00:16:24.280]  干犯我的安息人
[00:16:24.280 --> 00:16:24.880]  就是了
[00:16:24.880 --> 00:16:27.600]  他們一直干犯神的安息人
[00:16:27.600 --> 00:16:29.000]  干犯神的安息人
[00:16:29.000 --> 00:16:31.840]  神看這個安息人為很重要
[00:16:31.840 --> 00:16:36.960]  所以以色列人不斷不守他的律例
[00:16:36.960 --> 00:16:38.720]  干犯他的安息人
[00:16:38.720 --> 00:16:42.560]  神幾次在《以西傑書》提出來
