
[00:00:00.000 --> 00:00:04.000]  傳福音外送又得
[00:04:31.000 --> 00:04:36.000]  所以我們特別在和他們接觸的時候 我們更加關顧的是他們家庭上
[00:04:36.000 --> 00:04:41.000]  整個家庭裡面的福音的需要和他們靈魂的救贖
[00:04:41.000 --> 00:04:44.000]  我們很希望可以和耶穌一起去同工
[00:04:44.000 --> 00:04:48.000]  然後讓被服侍的人 家庭群體
[00:04:48.000 --> 00:04:51.000]  他們不單止是得到物資上面的援助
[00:04:51.000 --> 00:04:56.000]  他們能夠更加藉著我們和他們接觸 可以認識福音和救恩
[00:04:56.000 --> 00:05:02.000]  他們能夠在他們的生命裡面 經歷神改變的大能
[00:05:02.000 --> 00:05:08.000]  各位頂子妹 如果你們是近年才回我們的教會的話
[00:05:08.000 --> 00:05:10.000]  我想和大家重溫一下
[00:05:10.000 --> 00:05:14.000]  其實同福堂建堂 為什麼叫同福堂呢
[00:05:14.000 --> 00:05:17.000]  其實是出自菲臘比書的第一章的經文
[00:05:17.000 --> 00:05:22.000]  就是同心合意 興旺福音
[00:05:22.000 --> 00:05:25.000]  這個就是神給我們同福堂的使命
[00:05:25.000 --> 00:05:28.000]  神就不斷鼓勵我們的教會
[00:05:28.000 --> 00:05:32.000]  不要只是專注在四福祥裡面的牧羊侍奉
[00:05:32.000 --> 00:05:36.000]  不要只是很重要 雖然弟兄姊妹的牧羊建立
[00:05:36.000 --> 00:05:39.000]  茶經 相交非常之重要
[00:05:39.000 --> 00:05:44.000]  但是神也都提醒我們 記住要帶著弟兄姊妹一起出去
[00:05:44.000 --> 00:05:51.000]  我們一起去接觸社會 接觸一些美德之民
[00:05:51.000 --> 00:05:55.000]  所以當同福堂建堂建了三十幾年
[00:05:55.000 --> 00:05:57.000]  今年是第31年
[00:05:57.000 --> 00:06:00.000]  在九百年至二零零八年的十年之間
[00:06:00.000 --> 00:06:03.000]  我們經歷了神很大的復興
[00:06:03.000 --> 00:06:07.000]  藉著各樣各樣不同的福音外展
[00:06:07.000 --> 00:06:10.000]  我們出去派單張 我們出去派禮物
[00:06:10.000 --> 00:06:14.000]  街頭報道 神就將得救的人數加給我們
[00:06:14.000 --> 00:06:17.000]  我們當時最初回來的時候
[00:06:17.000 --> 00:06:21.000]  最初九百年的時候 我們可能只有一百多人
[00:06:21.000 --> 00:06:23.000]  我們的教會只有一百多人
[00:06:23.000 --> 00:06:26.000]  但是十年之間 神給我們
[00:06:26.000 --> 00:06:29.000]  就是由一百多人變成五千多人
[00:06:29.000 --> 00:06:33.000]  這個是數十倍的增長
[00:06:33.000 --> 00:06:37.000]  而到二零零八年至二零一三年之間
[00:06:37.000 --> 00:06:40.000]  神又給教會另一個意象 就是差派
[00:06:40.000 --> 00:06:43.000]  一些不同的牧區的牧者和弟兄姊妹
[00:06:43.000 --> 00:06:45.000]  我們開始建立社區的分堂
[00:06:45.000 --> 00:06:48.000]  到今天你見到我們知道我們有柴灣堂
[00:06:48.000 --> 00:06:52.000]  有屯門堂 有東涌堂 有九龍東堂
[00:06:52.000 --> 00:06:55.000]  同時我們也在教會裏面興起了一些
[00:06:55.000 --> 00:06:58.000]  去服侍一些特殊有需要的群體
[00:06:58.000 --> 00:07:03.000]  我們開始服侍一些監獄裏面的囚友
[00:07:03.000 --> 00:07:06.000]  他們出了監之後的更新人士
[00:07:06.000 --> 00:07:09.000]  我們去服侍一些性工作者
[00:07:09.000 --> 00:07:12.000]  然後我們去服侍一些智障人士
[00:07:12.000 --> 00:07:14.000]  和他們的家庭
[00:07:14.000 --> 00:07:17.000]  就是現在我們的Gem Gem Ministry
[00:07:17.000 --> 00:07:19.000]  寶石家族崇拜
[00:07:19.000 --> 00:07:22.000]  我們又去服侍一些兒童之家
[00:07:22.000 --> 00:07:26.000]  一些有需要的兒童和他們的家人
[00:07:26.000 --> 00:07:29.000]  而到一五一六年 近年
[00:07:29.000 --> 00:07:34.000]  我們銅鑼灣又開始重啟我們的外展傳福音
[00:07:34.000 --> 00:07:38.000]  開始的時候是服侍我們社區的長者開始
[00:07:38.000 --> 00:07:40.000]  發展到今時今日
[00:07:40.000 --> 00:07:44.000]  大家都應該有聽過我們有東區的家庭探訪
[00:07:44.000 --> 00:07:47.000]  我們有筲箕灣的街頭報道
[00:07:47.000 --> 00:07:50.000]  和我們去維多利亞公園的清潔工
[00:07:50.000 --> 00:07:55.000]  和花籠的探訪 關懷 傳福音
[00:07:55.000 --> 00:07:58.000]  而特別剛才我報告都有提過
[00:07:58.000 --> 00:08:03.000]  我們正在今年年尾和明年將會開展的
[00:08:03.000 --> 00:08:08.000]  有我們去服侍普通話群體的新家園試工
[00:08:08.000 --> 00:08:12.000]  而且我們教會亦不會忘記
[00:08:12.000 --> 00:08:14.000]  弟兄姊妹所在的職場
[00:08:14.000 --> 00:08:17.000]  你們很多的同事都是微信主
[00:08:17.000 --> 00:08:19.000]  我們亦都會有職場試工
[00:08:19.000 --> 00:08:22.000]  會在明年去開展
[00:08:22.000 --> 00:08:24.000]  所以各位弟兄姊妹
[00:08:24.000 --> 00:08:28.000]  教會未來的福音的大軍裏面
[00:08:28.000 --> 00:08:31.000]  有沒有你份 有沒有我們份
[00:08:31.000 --> 00:08:36.000]  我們願不願意接受耶穌的差遣
[00:08:36.000 --> 00:08:41.000]  還是我們四圍望 望左望右
[00:08:41.000 --> 00:08:44.000]  然後細細聲向耶穌說
[00:08:44.000 --> 00:08:48.000]  我在這裏 請差遣祂
[00:08:48.000 --> 00:08:53.000]  這是第一點 耶穌差遣我們出去
[00:08:53.000 --> 00:08:55.000]  第二點 到我們主導了
[00:08:55.000 --> 00:08:56.000]  聖經裏面說
[00:08:56.000 --> 00:09:00.000]  我們祈求主去收莊稼
[00:09:00.000 --> 00:09:02.000]  主去收莊稼
[00:09:02.000 --> 00:09:04.000]  經文說 他對他們說
[00:09:04.000 --> 00:09:06.000]  莊稼多 工人少
[00:09:06.000 --> 00:09:08.000]  所以你們要求莊稼的主人
[00:09:08.000 --> 00:09:13.000]  趕緊差派工人去收割他的莊稼
[00:09:13.000 --> 00:09:15.000]  另外我們可以參考馬太福音
[00:09:15.000 --> 00:09:17.000]  九章三十六至三十八節
[00:09:17.000 --> 00:09:20.000]  使徒馬太有一個比較詳細的表述
[00:09:20.000 --> 00:09:23.000]  耶穌看見許多的人就憐憫他們
[00:09:23.000 --> 00:09:25.000]  因為他們困苦流離
[00:09:25.000 --> 00:09:27.000]  如同羊沒有牧人一樣
[00:09:27.000 --> 00:09:30.000]  於是對門徒說要收的莊稼多
[00:09:30.000 --> 00:09:32.000]  做工的人少
[00:09:32.000 --> 00:09:35.000]  所以你們當求莊稼的主打發工人
[00:09:35.000 --> 00:09:39.000]  出去收他的莊稼
[00:09:39.000 --> 00:09:40.000]  在猶太文化裏面
[00:09:40.000 --> 00:09:43.000]  因為猶太人是以農務為生
[00:09:43.000 --> 00:09:47.000]  他們用農業的意象
[00:09:47.000 --> 00:09:48.000]  用農業的意象來比喻
[00:09:48.000 --> 00:09:52.000]  靈性的收割是一個很普遍的手法
[00:09:52.000 --> 00:09:55.000]  而且耶穌在不同的場合
[00:09:55.000 --> 00:09:59.000]  不斷重提不斷提出同一個課題
[00:09:59.000 --> 00:10:02.000]  代表耶穌很重視這件事
[00:10:02.000 --> 00:10:05.000]  耶穌所看到的是莊稼
[00:10:05.000 --> 00:10:07.000]  是那些可以收成的收割
[00:10:07.000 --> 00:10:10.000]  是看到一些沒有牧羊人的羊
[00:10:10.000 --> 00:10:13.000]  是看到一些未得救的靈魂
[00:10:13.000 --> 00:10:14.000]  弟兄姊妹
[00:10:14.000 --> 00:10:17.000]  我們看不看到耶穌所看見的呢
[00:10:17.000 --> 00:10:19.000]  我們一起讀約語書
[00:10:19.000 --> 00:10:21.000]  幾個字的一段經文
[00:10:21.000 --> 00:10:25.000]  非常之有能力的
[00:10:25.000 --> 00:10:29.000]  「開廉罷,因為莊稼熟了」
[00:10:29.000 --> 00:10:31.000]  大家城市人不知道什麼叫廉刀
[00:10:31.000 --> 00:10:33.000]  給大家看一把廉刀
[00:10:33.000 --> 00:10:35.000]  好像一些很彎的刀
[00:10:35.000 --> 00:10:38.000]  一割下去就可以收割
[00:10:38.000 --> 00:10:41.000]  耶穌吩咐我們要立架撐
[00:10:41.000 --> 00:10:43.000]  我們要拿起我們的武器
[00:10:43.000 --> 00:10:45.000]  傳福音不可以延遲
[00:10:45.000 --> 00:10:48.000]  「因為莊稼已經熟了」
[00:10:48.000 --> 00:10:51.000]  莊稼熟了你不去收割會怎樣
[00:10:51.000 --> 00:10:53.000]  就會爛了
[00:10:53.000 --> 00:10:56.000]  所以弟兄姊妹
[00:10:56.000 --> 00:10:59.000]  「立架撐,開廉,收割」
[00:10:59.000 --> 00:11:01.000]  這是耶穌的吩咐
[00:11:01.000 --> 00:11:03.000]  不過耶穌不是叫我們
[00:11:03.000 --> 00:11:05.000]  馬上走出去行動
[00:11:05.000 --> 00:11:06.000]  耶穌在這裡給了我們
[00:11:06.000 --> 00:11:08.000]  一個很明確的禱告功課
[00:11:08.000 --> 00:11:10.000]  祂告訴我們什麼
[00:11:10.000 --> 00:11:13.000]  祂說「莊稼多,工人少」
[00:11:13.000 --> 00:11:14.000]  幾個字而已
[00:11:14.000 --> 00:11:16.000]  耶穌不會說多餘的話
[00:11:16.000 --> 00:11:18.000]  「莊稼多,工人少」
[00:11:18.000 --> 00:11:21.000]  耶穌就要我們向
[00:11:21.000 --> 00:11:23.000]  莊稼的主人去求
[00:11:23.000 --> 00:11:26.000]  去趕快派工人出去收割
[00:11:26.000 --> 00:11:28.000]  祂的莊稼
[00:11:28.000 --> 00:11:30.000]  莊稼是屬於誰的
[00:11:30.000 --> 00:11:31.000]  莊稼的主
[00:11:31.000 --> 00:11:33.000]  莊稼的主是誰
[00:11:33.000 --> 00:11:34.000]  耶穌
[00:11:34.000 --> 00:11:36.000]  我們做工的
[00:11:36.000 --> 00:11:37.000]  當然我們要出隊
[00:11:37.000 --> 00:11:39.000]  我們當然先要去求
[00:11:39.000 --> 00:11:41.000]  祂去差派
[00:11:41.000 --> 00:11:42.000]  跟耶穌一起同工
[00:11:42.000 --> 00:11:44.000]  祂跟我們一起去
[00:11:44.000 --> 00:11:45.000]  很不同
[00:11:45.000 --> 00:11:47.000]  所以我們要收割
[00:11:47.000 --> 00:11:48.000]  我們要帶人信主
[00:11:48.000 --> 00:11:49.000]  我們經常都說
[00:11:49.000 --> 00:11:50.000]  我們要帶人信主
[00:11:50.000 --> 00:11:52.000]  我們當然第一樣東西
[00:11:52.000 --> 00:11:54.000]  就要去向祂祈禱
[00:11:54.000 --> 00:11:55.000]  祈禱
[00:11:55.000 --> 00:11:57.000]  再祈禱
[00:11:57.000 --> 00:12:02.000]  重要的東西要說三次
[00:12:02.000 --> 00:12:03.000]  因為我們知道
[00:12:03.000 --> 00:12:05.000]  傳福音不是一件
[00:12:05.000 --> 00:12:07.000]  很地上屬地上的事
[00:12:07.000 --> 00:12:09.000]  是一個屬靈爭戰
[00:12:09.000 --> 00:12:13.000]  是信主和不信主的人相遇
[00:12:13.000 --> 00:12:16.000]  是信基督的和信其他的宗教
[00:12:16.000 --> 00:12:19.000]  其他的偶像的人相遇
[00:12:19.000 --> 00:12:22.000]  也是我們的主和魔鬼受敵
[00:12:22.000 --> 00:12:25.000]  去搶奪靈魂的一個爭戰
[00:12:25.000 --> 00:12:28.000]  所以哥羅西書史圖保羅說
[00:12:28.000 --> 00:12:31.000]  祂要救我們脫離黑暗的權勢
[00:12:31.000 --> 00:12:35.000]  把我們遷到祂愛子的國度裏面
[00:12:35.000 --> 00:12:37.000]  我們每一個都曾經在
[00:12:37.000 --> 00:12:39.000]  魔鬼撒旦的黑暗的權勢裏面
[00:12:39.000 --> 00:12:43.000]  是因爵耶穌祂將我們移民
[00:12:43.000 --> 00:12:46.000]  遷徙到愛子的國度裏面
[00:12:46.000 --> 00:12:49.000]  我們已經在愛子的國度裏面
[00:12:49.000 --> 00:12:51.000]  享受天恩的福樂
[00:12:51.000 --> 00:12:53.000]  我們願不願意見到
[00:12:53.000 --> 00:12:55.000]  我們身邊周圍我們所愛的人
[00:12:55.000 --> 00:12:59.000]  仍然在黑暗的權勢裏面呢
[00:12:59.000 --> 00:13:01.000]  所以實在
[00:13:01.000 --> 00:13:02.000]  耶穌告訴我們
[00:13:02.000 --> 00:13:04.000]  向主禱告
[00:13:04.000 --> 00:13:07.000]  才是一個傳福音最有效的方法
[00:13:07.000 --> 00:13:10.000]  而史圖保羅當他去傳道的時候
[00:13:10.000 --> 00:13:13.000]  他亦都要弟兄姊妹為他代求
[00:13:13.000 --> 00:13:16.000]  我們再看下去哥羅西書的四章三節
[00:13:16.000 --> 00:13:18.000]  他說也要為我們禱告
[00:13:18.000 --> 00:13:21.000]  求神給我們開傳道的門
[00:13:21.000 --> 00:13:23.000]  能以講基督的奧秘
[00:13:23.000 --> 00:13:28.000]  所以弟兄姊妹再重申跟大家說
[00:13:28.000 --> 00:13:29.000]  我們本身已經
[00:13:29.000 --> 00:13:31.000]  我相信在在已經有超過
[00:13:31.000 --> 00:13:35.000]  大部分都是沒有什麼新朋友在
[00:13:35.000 --> 00:13:37.000]  九成或者九成多以上的
[00:13:37.000 --> 00:13:39.000]  我們都是已經接受了福音
[00:13:39.000 --> 00:13:42.000]  我們是享受天恩的福樂
[00:13:42.000 --> 00:13:49.000]  但是我們究竟有多少擺上
[00:13:49.000 --> 00:13:54.000]  去為一些要修的莊稼去祈禱呢
[00:13:54.000 --> 00:13:55.000]  我們有擺上
[00:13:55.000 --> 00:13:58.000]  究竟平時我們擺上有多少
[00:13:58.000 --> 00:14:02.000]  去為神未得的民去祈禱呢
[00:14:02.000 --> 00:14:04.000]  教會都要反省
[00:14:04.000 --> 00:14:07.000]  我們經常都在想怎樣去宣傳多些
[00:14:07.000 --> 00:14:08.000]  怎樣去組織活動
[00:14:08.000 --> 00:14:11.000]  怎樣招募弟兄姊妹去傳福音
[00:14:11.000 --> 00:14:13.000]  但是耶穌在這裡告訴我們
[00:14:13.000 --> 00:14:16.000]  你們要求莊稼的主人
[00:14:16.000 --> 00:14:18.000]  即是求祂
[00:14:18.000 --> 00:14:20.000]  所以我們每有行動之先
[00:14:20.000 --> 00:14:22.000]  我們先要去祈禱
[00:14:22.000 --> 00:14:23.000]  我們先去祈禱
[00:14:23.000 --> 00:14:24.000]  我們再有行動
[00:14:24.000 --> 00:14:25.000]  我們先要祈禱
[00:14:25.000 --> 00:14:28.000]  我們再去組織我們不同的活動
[00:14:28.000 --> 00:14:29.000]  先要祈禱
[00:14:29.000 --> 00:14:31.000]  我們再去招募各位弟兄姊妹
[00:14:31.000 --> 00:14:34.000]  我深信我現在在這裡跟你說
[00:14:34.000 --> 00:14:36.000]  在座有些認識我的
[00:14:36.000 --> 00:14:37.000]  或者跟我比較熟悉的
[00:14:37.000 --> 00:14:38.000]  都會回應我
[00:14:38.000 --> 00:14:40.000]  都會參加一下
[00:14:40.000 --> 00:14:42.000]  但是怎樣都不夠
[00:14:42.000 --> 00:14:45.000]  耶穌親自去動員你們
[00:14:45.000 --> 00:14:49.000]  動員大家的反應這麼熱烈
[00:14:49.000 --> 00:14:51.000]  如果耶穌親自跟你們說
[00:14:51.000 --> 00:14:53.000]  我們就一定會去
[00:14:53.000 --> 00:14:56.000]  所以我們要先去祈禱
[00:14:56.000 --> 00:14:59.000]  以下是施布珍 Charles Bergen
[00:14:59.000 --> 00:15:00.000]  說了一句話
[00:15:00.000 --> 00:15:03.000]  亦都是很值得我們細味的
[00:15:03.000 --> 00:15:05.000]  他的解說就是
[00:15:05.000 --> 00:15:08.000]  對於趕緊派工人去這句說話
[00:15:08.000 --> 00:15:10.000]  他說希臘文這個意思是
[00:15:10.000 --> 00:15:12.000]  將他們往前推
[00:15:12.000 --> 00:15:14.000]  將他們趕出去
[00:15:14.000 --> 00:15:18.000]  他說等同於有人被鬼附
[00:15:18.000 --> 00:15:20.000]  要在那個被鬼附的人身上
[00:15:20.000 --> 00:15:22.000]  將那隻鬼趕出來
[00:15:22.000 --> 00:15:24.000]  所以要用的是同一個詞
[00:15:24.000 --> 00:15:28.000]  原來他的意思就是說
[00:15:28.000 --> 00:15:30.000]  在我們的弟兄姊妹當中
[00:15:30.000 --> 00:15:32.000]  神要趕我們出去傳福音
[00:15:32.000 --> 00:15:37.000]  等同於趕鬼要用同一個力量
[00:15:37.000 --> 00:15:39.000]  這個是施布珍說的
[00:15:39.000 --> 00:15:40.000]  不是我說的
[00:15:40.000 --> 00:15:42.000]  你有什麼不認同他
[00:15:42.000 --> 00:15:45.000]  你就找施布珍 Charles Bergen談談
[00:15:45.000 --> 00:15:48.000]  他講得很有意思
[00:15:48.000 --> 00:15:49.000]  但是真的
[00:15:49.000 --> 00:15:53.000]  我們很多時被魔鬼去蒙騙
[00:15:53.000 --> 00:15:56.000]  魔鬼最怕我們就是將福音傳開
[00:15:56.000 --> 00:15:59.000]  他經常種下很多的謊話
[00:15:59.000 --> 00:16:00.000]  跟我們說
[00:16:00.000 --> 00:16:02.000]  我們很多的限制
[00:16:02.000 --> 00:16:05.000]  很多的灰心
[00:16:05.000 --> 00:16:07.000]  怕被人拒絕
[00:16:07.000 --> 00:16:11.000]  怕被人不信
[00:16:11.000 --> 00:16:13.000]  好像很愚蠢那樣
[00:16:13.000 --> 00:16:15.000]  亦都我們這個人不冷不熱
[00:16:15.000 --> 00:16:16.000]  不好
[00:16:16.000 --> 00:16:18.000]  沒有什麼心去傳福音
[00:16:18.000 --> 00:16:19.000]  去蒙蔽我們
[00:16:19.000 --> 00:16:21.000]  但是很想問弟兄姊妹
[00:16:21.000 --> 00:16:24.000]  你覺得傳福音是不是很難
[00:16:24.000 --> 00:16:27.000]  有點難度
[00:16:27.000 --> 00:16:29.000]  但是我告訴你
[00:16:29.000 --> 00:16:32.000]  其實傳福音一點都不難
[00:16:32.000 --> 00:16:35.000]  我相信信了主一段時間的人
[00:16:35.000 --> 00:16:38.000]  一定學習過傳福音的方法
[00:16:38.000 --> 00:16:40.000]  什麼三福四律
[00:16:40.000 --> 00:16:42.000]  神的創造
[00:16:42.000 --> 00:16:43.000]  人的罪
[00:16:43.000 --> 00:16:46.000]  耶穌的救贖
[00:16:46.000 --> 00:16:48.000]  神的應許
[00:16:48.000 --> 00:16:50.000]  你一定有你自己
[00:16:50.000 --> 00:16:51.000]  可以用兩三分鐘
[00:16:51.000 --> 00:16:54.000]  可以講你個人見證的得救見證
[00:16:54.000 --> 00:16:56.000]  除非你沒有
[00:16:56.000 --> 00:16:57.000]  你不會沒有
[00:16:57.000 --> 00:16:59.000]  你一定有一個得救的見證
[00:16:59.000 --> 00:17:01.000]  三文治大家都學過
[00:17:01.000 --> 00:17:04.000]  信主前是一個我們怎樣的人
[00:17:04.000 --> 00:17:07.000]  耶穌怎樣進入我們的生命裡面
[00:17:07.000 --> 00:17:08.000]  信了主之後
[00:17:08.000 --> 00:17:10.000]  我們有什麼經歷生命的改變
[00:17:10.000 --> 00:17:12.000]  所以傳福音有多難
[00:17:12.000 --> 00:17:13.000]  是不是
[00:17:13.000 --> 00:17:14.000]  一定傳到的
[00:17:14.000 --> 00:17:16.000]  你一定講到的
[00:17:16.000 --> 00:17:17.000]  難是難在什麼
[00:17:17.000 --> 00:17:19.000]  難在你怕別人不信
[00:17:19.000 --> 00:17:21.000]  你怕你自己講了
[00:17:21.000 --> 00:17:22.000]  很努力地預備
[00:17:22.000 --> 00:17:24.000]  預備完之後那個人不理你
[00:17:24.000 --> 00:17:26.000]  說不好住
[00:17:26.000 --> 00:17:27.000]  怕魚而已
[00:17:27.000 --> 00:17:28.000]  是不是
[00:17:28.000 --> 00:17:30.000]  所以不要將兩樣東西分開
[00:17:30.000 --> 00:17:32.000]  傳福音一點都不難
[00:17:32.000 --> 00:17:34.000]  但是對方信不信
[00:17:34.000 --> 00:17:36.000]  我們要學習的一件事
[00:17:36.000 --> 00:17:38.000]  我們要更新我們的意念
[00:17:38.000 --> 00:17:40.000]  是不關我們的事
[00:17:40.000 --> 00:17:43.000]  那個人信不信是耶穌決定的
[00:17:43.000 --> 00:17:45.000]  耶穌沒有說你跟他傳
[00:17:45.000 --> 00:17:46.000]  他一定會信的
[00:17:46.000 --> 00:17:49.000]  可能耶穌叫你傳完之後
[00:17:49.000 --> 00:17:50.000]  他這次不信
[00:17:50.000 --> 00:17:51.000]  他下一個人跟他傳
[00:17:51.000 --> 00:17:53.000]  他就會信的
[00:17:53.000 --> 00:17:56.000]  所以我們要學習的是
[00:17:56.000 --> 00:17:57.000]  跟耶穌一起同工
[00:17:57.000 --> 00:17:58.000]  我們身體力行
[00:17:58.000 --> 00:18:00.000]  不要計較結果
[00:18:00.000 --> 00:18:01.000]  我們很重要
[00:18:01.000 --> 00:18:03.000]  其實傳福音是在我們的過程當中
[00:18:03.000 --> 00:18:04.000]  去經歷神
[00:18:04.000 --> 00:18:07.000]  是對我們的一個詛咒
[00:18:07.000 --> 00:18:09.000]  因為神很愛我們
[00:18:09.000 --> 00:18:10.000]  神愛我們有一個地步
[00:18:10.000 --> 00:18:12.000]  我們沒有辦法不跟別人講
[00:18:12.000 --> 00:18:13.000]  神很愛我們
[00:18:13.000 --> 00:18:16.000]  等於我們去過一間很好吃的米芝蓮
[00:18:16.000 --> 00:18:17.000]  三星的餐廳
[00:18:17.000 --> 00:18:18.000]  吃過一頓很豐富的餐
[00:18:18.000 --> 00:18:20.000]  很好吃的餐的時候
[00:18:20.000 --> 00:18:23.000]  你都四處很雀躍很興奮
[00:18:23.000 --> 00:18:25.000]  你去過很漂亮的地方之後
[00:18:25.000 --> 00:18:26.000]  你都很雀躍很興奮
[00:18:26.000 --> 00:18:28.000]  介紹給其他人知道
[00:18:28.000 --> 00:18:30.000]  福音正不正
[00:18:30.000 --> 00:18:33.000]  值不值得我們去介紹給其他人知道
[00:18:33.000 --> 00:18:35.000]  所以不要怕傳福音
[00:18:35.000 --> 00:18:37.000]  也不要怕被人拒絕
[00:18:37.000 --> 00:18:40.000]  我們就單單的去求神
[00:18:40.000 --> 00:18:43.000]  去使用我們成為祂的一個中心的工人
[00:18:43.000 --> 00:18:46.000]  成為祂的流通管子就行了
[00:18:46.000 --> 00:18:48.000]  明白嗎
[00:18:48.000 --> 00:18:50.000]  約翰福音四章三十五節跟我們說
[00:18:50.000 --> 00:18:51.000]  我告訴你們
[00:18:51.000 --> 00:18:53.000]  舉目向田觀看
[00:18:53.000 --> 00:18:55.000]  莊稼已經熟了
[00:18:55.000 --> 00:18:56.000]  可以收割了
[00:18:56.000 --> 00:18:57.000]  又來了
[00:18:57.000 --> 00:18:58.000]  耶穌再一次
[00:18:58.000 --> 00:19:01.000]  約翰記下了耶穌所說的
[00:19:01.000 --> 00:19:03.000]  莊稼已經熟了
[00:19:03.000 --> 00:19:05.000]  可以收割
