
[00:00:00.000 --> 00:00:03.640]  各位弟兄姊妹,新年平安
[00:04:24.880 --> 00:04:27.920]  它基本上是沒有生命的跡象
[00:04:27.920 --> 00:04:29.960]  它就是動來動去
[00:04:29.960 --> 00:04:35.200]  搬一些比它體重多很多倍的東西
[00:04:35.200 --> 00:04:38.760]  它說你懶惰的人去看看螞蟻
[00:04:38.760 --> 00:04:42.880]  你們智慧要學學沙蕃
[00:04:42.880 --> 00:04:45.000]  這種很軟弱的動物
[00:04:45.000 --> 00:04:49.360]  它建巢在岩石的縫隙當中
[00:04:49.360 --> 00:04:51.920]  獅子、老虎要來捉它們的時候
[00:04:51.920 --> 00:04:54.720]  手又伸不進去
[00:04:54.720 --> 00:04:56.960]  還有很多很多的動物
[00:04:56.960 --> 00:04:58.960]  新約主耶穌很喜歡
[00:04:58.960 --> 00:05:02.000]  用大自然的東西來比喻
[00:05:02.000 --> 00:05:05.560]  它說你看看天空的飛鳥不種也不收
[00:05:05.560 --> 00:05:08.560]  天父尚且養活它們
[00:05:08.560 --> 00:05:12.400]  何況你們是神所愛的兒女呢
[00:05:12.400 --> 00:05:16.520]  保羅教導說牛在踩谷的時候
[00:05:16.520 --> 00:05:18.560]  你不要綁住牠的嘴
[00:05:18.560 --> 00:05:21.160]  同樣我們服侍神的人
[00:05:21.160 --> 00:05:24.160]  神自然要供應
[00:05:24.160 --> 00:05:27.480]  《啟示錄》裡面更加多動物
[00:05:27.480 --> 00:05:32.440]  來表徵歷史要發生的事情
[00:05:32.440 --> 00:05:34.560]  所以我們看到
[00:05:34.560 --> 00:05:35.840]  在《聖經》裡面
[00:05:35.840 --> 00:05:40.080]  動物是一種神啟示的方式
[00:05:40.080 --> 00:05:42.640]  《宗教改革》加瑪丁路德
[00:05:42.640 --> 00:05:47.160]  是德文版伊索二元的翻譯者
[00:05:47.160 --> 00:05:50.440]  他《宗教改革》還有空去翻譯一本
[00:05:50.440 --> 00:05:53.400]  好像小朋友看的小說
[00:05:53.400 --> 00:05:55.640]  然後他在序言裡面說
[00:05:55.640 --> 00:06:00.840]  任何人從這些童話式的動物故事裡面
[00:06:00.840 --> 00:06:04.560]  都能夠獲得教訓和益處
[00:06:04.560 --> 00:06:06.560]  所以我們看到
[00:06:06.560 --> 00:06:08.360]  每年生鮮肉動物
[00:06:08.360 --> 00:06:16.880]  既然充斥在網絡、電視、地鐵的廣告、報刊、雜誌
[00:06:16.880 --> 00:06:21.320]  任何社會裡面的話題、祝福的說話
[00:06:21.320 --> 00:06:25.720]  都充滿了那一年的動物
[00:06:25.720 --> 00:06:31.600]  我們就可以用這種動物的文化象徵
[00:06:31.600 --> 00:06:36.800]  來給我們有提醒的作用
[00:06:36.800 --> 00:06:40.720]  昨晚我講了一個苦的題目
[00:06:40.720 --> 00:06:44.680]  昨天下午,夫婦區又講了一個苦的題目
[00:06:44.680 --> 00:06:47.840]  我這件衣服反轉了三次
[00:06:47.840 --> 00:06:50.200]  為了大家辨認
[00:06:50.200 --> 00:06:54.480]  哪一堂的那件衣服是哪種顏色
[00:06:54.480 --> 00:06:56.200]  紅色的是哪一堂
[00:06:56.200 --> 00:06:57.840]  藍色的是哪一堂
[00:06:57.840 --> 00:07:01.200]  有這條頸巾的是哪一堂
[00:07:01.200 --> 00:07:03.640]  鼓勵弟兄姊妹都聽
[00:07:03.640 --> 00:07:08.600]  所以我就將重點分開三堂有不同
[00:07:08.600 --> 00:07:11.120]  最後有時間我再複述
[00:07:11.120 --> 00:07:15.400]  昨天下午和昨晚的訊息
[00:07:15.400 --> 00:07:20.480]  今天我就著重在苦年
[00:07:20.480 --> 00:07:23.600]  這個很兇猛的年裡面
[00:07:23.600 --> 00:07:27.720]  我們生活上五種的適應
[00:07:27.720 --> 00:07:30.600]  不是功夫上的猛虎五色
[00:07:30.600 --> 00:07:34.200]  而是面對一個好像苦一樣
[00:07:34.200 --> 00:07:36.200]  這麼兇猛的年
[00:07:36.200 --> 00:07:40.120]  我們怎樣去調節我們的生活
[00:07:40.120 --> 00:07:46.200]  讓我們繼續能夠榮臣益人盡己
[00:07:46.200 --> 00:07:48.640]  前晚我看新聞報告
[00:07:48.640 --> 00:07:52.160]  那些確診個案還是百多宗
[00:07:52.160 --> 00:07:54.800]  但是昨天的新聞報告
[00:07:54.800 --> 00:07:57.680]  已經是升了一倍以上
[00:07:57.680 --> 00:08:00.080]  三百五十宗以上
[00:08:00.080 --> 00:08:05.040]  其中很多宗都找不到
[00:08:05.040 --> 00:08:07.360]  在禮賓府
[00:08:07.360 --> 00:08:09.920]  在一些高級的住宅區
[00:08:09.920 --> 00:08:12.760]  污水檢疫
[00:08:12.760 --> 00:08:17.200]  都發現這個病毒在裡面
[00:08:17.200 --> 00:08:21.720]  基本上好像全香港到處都有
[00:08:21.720 --> 00:08:24.240]  在一個這麼不穩定
[00:08:24.240 --> 00:08:28.640]  和疫情這麼厲害的情況底下
[00:08:28.640 --> 00:08:30.360]  我覺得我們要適應
[00:08:30.360 --> 00:08:31.680]  就是怎樣呢
[00:08:31.680 --> 00:08:33.760]  所以今年很多人恭喜人
[00:08:33.760 --> 00:08:37.040]  不再恭喜發財
[00:08:37.040 --> 00:08:38.280]  有財
[00:08:38.280 --> 00:08:39.800]  但是沒有健康
[00:08:39.800 --> 00:08:41.440]  有什麼作用呢
[00:08:41.440 --> 00:08:43.280]  所以每個人第一句話
[00:08:43.280 --> 00:08:47.600]  是恭祝你身壯力健
[00:08:47.600 --> 00:08:50.720]  龍馬精神
[00:08:50.720 --> 00:08:52.600]  比較多人說這句
[00:08:52.600 --> 00:08:53.560]  真的
[00:08:53.560 --> 00:08:54.800]  在這個情況底下
[00:08:54.800 --> 00:08:58.920]  我們每個人都要保持身體健康
[00:08:58.920 --> 00:09:02.040]  所以我用了兩句苦的成語
[00:09:02.040 --> 00:09:04.960]  來跟大家勉勵
[00:09:04.960 --> 00:09:06.760]  大家要鍛鍊到
[00:09:06.760 --> 00:09:09.400]  虎背熊腰一樣
[00:09:09.400 --> 00:09:11.760]  但是其實它的精義就是說
[00:09:11.760 --> 00:09:13.680]  我們要很矯健
[00:09:13.680 --> 00:09:15.640]  和很健康
[00:09:15.640 --> 00:09:16.960]  好活躍
[00:09:16.960 --> 00:09:19.480]  龍行虎躍
[00:09:19.480 --> 00:09:21.320]  就是這樣
[00:09:21.320 --> 00:09:25.920]  大家不要認為是一種生態的描述
[00:09:25.920 --> 00:09:29.120]  不要認為是身段的描述
[00:09:29.120 --> 00:09:32.080]  這個龍精虎猛
[00:09:32.080 --> 00:09:34.920]  聖經這樣說的
[00:09:34.920 --> 00:09:38.680]  從來沒有人恨惡自己的身子
[00:09:38.680 --> 00:09:41.040]  總是保養固息
[00:09:41.040 --> 00:09:45.240]  正像基督待教會一樣
[00:09:45.240 --> 00:09:47.640]  這段經文是講夫妻
[00:09:47.640 --> 00:09:51.880]  也是講教會和基督的關係
[00:09:51.880 --> 00:09:54.680]  但是裡面提到一件事
[00:09:54.680 --> 00:09:57.520]  就是每個人都愛惜自己的身體
[00:09:57.520 --> 00:10:00.000]  沒有人說我不喜歡喝橄欖油
[00:10:00.000 --> 00:10:03.160]  麻煩給我喝一些地溝油
[00:10:03.160 --> 00:10:05.240]  沒有人說我的血糖很高
[00:10:05.240 --> 00:10:11.080]  麻煩給我多放幾匙糖進奶茶裡
[00:10:11.080 --> 00:10:14.400]  每個人知道自己身體欠缺的地方
[00:10:14.400 --> 00:10:15.720]  就去補足
[00:10:15.720 --> 00:10:19.240]  知道自己身體要避忌的地方
[00:10:19.240 --> 00:10:21.920]  就去調整
[00:10:21.920 --> 00:10:24.760]  所以今年大家有一個目標
[00:10:24.760 --> 00:10:27.480]  就是鍛鍊身體
[00:10:27.480 --> 00:10:29.720]  保持安康
[00:10:29.720 --> 00:10:32.080]  因為身體是聖靈的電
[00:10:32.080 --> 00:10:33.600]  你要健康
[00:10:33.600 --> 00:10:38.040]  能夠繼續活下去就是一種見證
[00:10:38.040 --> 00:10:41.080]  教會感染人數最少
[00:10:41.080 --> 00:10:44.000]  回教會的人都健康
[00:10:44.000 --> 00:10:45.600]  當然我們要打針
[00:10:45.600 --> 00:10:46.720]  要洗手
[00:10:46.720 --> 00:10:48.400]  要有社交距離
[00:10:48.400 --> 00:10:51.880]  要戴口罩
[00:10:51.880 --> 00:10:55.760]  保護自己保護別人的一種習慣
[00:10:55.760 --> 00:10:58.720]  馬丁路德說在疫情當中
[00:10:58.720 --> 00:11:02.720]  當時歐洲的黑死病蔓延幾年
[00:11:02.720 --> 00:11:07.800]  他說凡是不去用根掩面
[00:11:07.800 --> 00:11:10.440]  不去做清潔的程序
[00:11:10.440 --> 00:11:12.280]  保護自己保護別人
[00:11:12.280 --> 00:11:15.120]  他犯了兩種罪
[00:11:15.120 --> 00:11:17.280]  第一就是自殺
[00:11:17.280 --> 00:11:19.640]  第二就是他殺
[00:11:19.640 --> 00:11:22.800]  因為你明知危險你還不保護自己
[00:11:22.800 --> 00:11:26.560]  你明明就是將上帝賜給你的生命
[00:11:26.560 --> 00:11:29.880]  去不保養固性
[00:11:29.880 --> 00:11:33.400]  而且就算你沒事你感染別人
[00:11:33.400 --> 00:11:36.040]  我雖不殺白人
[00:11:36.040 --> 00:11:38.360]  白人因我而死
[00:11:38.360 --> 00:11:40.760]  這樣你還不是他殺
[00:11:40.760 --> 00:11:42.000]  你想想
[00:11:42.000 --> 00:11:46.480]  距離我們現在五百年前的宗教改革加
[00:11:46.480 --> 00:11:49.880]  他在病疫當中都是這樣說
[00:11:49.880 --> 00:11:53.160]  所以約翰三書第二節說
[00:11:53.160 --> 00:11:57.440]  我願你們身體健壯
[00:11:57.440 --> 00:12:02.040]  靈明興盛凡事都興盛
[00:12:02.040 --> 00:12:05.240]  我覺得如果我們不感染
[00:12:05.240 --> 00:12:08.320]  以及靠主的恩典
[00:12:08.320 --> 00:12:12.080]  能夠健康渡過這個疫情
[00:12:12.080 --> 00:12:15.320]  來數算神的恩典感恩
[00:12:15.320 --> 00:12:18.280]  就是一件非常美麗的見證
[00:12:18.280 --> 00:12:21.280]  大家要堅持這樣去做
[00:12:21.280 --> 00:12:25.120]  第二就是在現在這個疫情之間
[00:12:25.120 --> 00:12:27.480]  訊息非常混亂
[00:12:27.480 --> 00:12:30.400]  一會兒又說歐洲烏克蘭那邊要打
[00:12:30.400 --> 00:12:32.640]  一會兒又說台灣學一學
[00:12:32.640 --> 00:12:34.520]  一會兒就南海
[00:12:34.520 --> 00:12:36.520]  一會兒就中東
[00:12:36.520 --> 00:12:38.040]  嘩!好亂
[00:12:38.040 --> 00:12:42.200]  經濟又好有問題
[00:12:42.200 --> 00:12:47.600]  心靈裡面混得久我們都很害怕
[00:12:47.600 --> 00:12:49.800]  旅行、看戲
[00:12:49.800 --> 00:12:51.520]  什麼吃東西都沒得去
[00:12:51.520 --> 00:12:53.240]  連教會都沒得去
[00:12:53.240 --> 00:12:56.960]  大部分長者就困在自己家裡
[00:12:56.960 --> 00:13:00.680]  兒孫為了安全都不見
[00:13:00.680 --> 00:13:04.040]  心裡面不是很平衡
[00:13:04.040 --> 00:13:07.000]  特別兩夫婦面對得多
[00:13:07.000 --> 00:13:09.640]  吵架就會自然多
[00:13:09.640 --> 00:13:13.280]  正在這種情況下我們要靠主
[00:13:13.280 --> 00:13:16.720]  聖經說你們要休息
[00:13:16.720 --> 00:13:19.720]  你們要知道在休息裡面
[00:13:19.720 --> 00:13:23.840]  在安靜、在一切的活動都停頓底下
[00:13:23.840 --> 00:13:27.240]  你能夠經歷神、體會神
[00:13:27.240 --> 00:13:31.560]  聖經說得力在乎平靜、安穩
[00:13:31.560 --> 00:13:33.960]  我開玩笑的說
[00:13:33.960 --> 00:13:37.720]  如果不幸有人被感染
[00:13:37.720 --> 00:13:41.320]  但最重要不要重病
[00:13:41.320 --> 00:13:45.960]  還有生命不會受到威脅
[00:13:45.960 --> 00:13:49.160]  走去祝高安Staycation的時候
[00:13:49.160 --> 00:13:50.960]  你不要笑極去看
[00:13:50.960 --> 00:13:53.440]  什麼每餐都是這些
[00:13:53.440 --> 00:13:55.240]  每餐都不來
[00:13:55.240 --> 00:13:58.320]  我們基督徒開玩笑的
[00:13:58.320 --> 00:14:01.160]  可以有一種方法來對應
[00:14:01.160 --> 00:14:05.880]  感謝主有21天免費的Staycation
[00:14:05.880 --> 00:14:08.680]  去一間我從未住過的酒店
[00:14:08.680 --> 00:14:11.720]  能夠看看21天
[00:14:11.720 --> 00:14:13.440]  聖經能夠讀到多少
[00:14:13.440 --> 00:14:15.120]  能不能夠讀一次
[00:14:15.120 --> 00:14:17.920]  帶一本一千頁的小說
[00:14:17.920 --> 00:14:20.600]  平時讀了一年都還沒讀完
[00:14:20.600 --> 00:14:23.040]  看看在那裡能不能讀完
[00:14:23.040 --> 00:14:26.240]  可以寫一下你的心路歷程
[00:14:26.240 --> 00:14:27.480]  這21天
[00:14:27.480 --> 00:14:29.160]  或者酒店的隔離
[00:14:29.160 --> 00:14:31.160]  甚至是家居隔離
[00:14:31.160 --> 00:14:33.840]  都是一個非常之好
[00:14:33.840 --> 00:14:35.760]  很可能我們基督徒
[00:14:35.760 --> 00:14:38.320]  用這種態度去看的時候
[00:14:38.320 --> 00:14:41.600]  這21天是你禁食禱告的時刻
[00:14:41.600 --> 00:14:46.160]  是你從未有過的一種特別經歷
[00:14:46.160 --> 00:14:50.360]  原來基督徒看事物和人真的不同
[00:14:50.360 --> 00:14:51.680]  萬事互相效力
[00:14:51.680 --> 00:14:54.160]  叫愛神的人得益處
[00:14:54.160 --> 00:14:56.080]  所以約瑟雅記這裡說
[00:14:56.080 --> 00:14:59.840]  你要剛強壯膽
[00:14:59.840 --> 00:15:04.480]  就是無論你往哪裡去
[00:15:04.480 --> 00:15:06.720]  都可以順利
[00:15:06.720 --> 00:15:09.600]  耶利米蘇第一章也是
[00:15:09.600 --> 00:15:12.160]  神要耶利米去傳一個
[00:15:12.160 --> 00:15:14.400]  由君王到百姓
[00:15:14.400 --> 00:15:16.600]  由祭司到官長
[00:15:16.600 --> 00:15:23.040]  社會所有人都不同意的看法
[00:15:23.040 --> 00:15:26.080]  但是上帝就要去做這件苦差
[00:15:26.080 --> 00:15:29.440]  結果他是怎樣呢?
[00:15:29.440 --> 00:15:35.440]  神說我要作你的堅誠鐵柱和銅柵
[00:15:35.440 --> 00:15:37.760]  只要你按我的感動
[00:15:37.760 --> 00:15:41.960]  按真理來行事說話
[00:15:41.960 --> 00:15:44.400]  在這個訊息很混亂
[00:15:44.400 --> 00:15:47.720]  和心靈很懼怕的時候
[00:15:47.720 --> 00:15:50.680]  我們要靠主剛強壯膽
[00:15:50.680 --> 00:15:53.160]  逆境自強
[00:15:53.160 --> 00:15:55.800]  第三方面就是
[00:15:55.800 --> 00:15:57.920]  在疫情的底下
[00:15:57.920 --> 00:16:00.320]  這麼混亂的情況
[00:16:00.320 --> 00:16:03.960]  我們Loss of insight
[00:16:03.960 --> 00:16:06.360]  會失去了一種觀點
[00:16:06.360 --> 00:16:11.880]  角度、視野、洞悉、亮光
[00:16:11.880 --> 00:16:12.800]  很多時候會的
[00:16:12.800 --> 00:16:16.600]  亡亂當中我們就連自己都失去
[00:16:16.600 --> 00:16:19.360]  聖經說萬物的結局近了
[00:16:19.360 --> 00:16:22.320]  所以你們要謹慎自守
[00:16:22.320 --> 00:16:24.920]  警醒禱告
[00:16:24.920 --> 00:16:30.120]  我們要警醒禱告時刻守望
[00:16:30.120 --> 00:16:33.680]  你想想一個近代
[00:16:33.680 --> 00:16:37.120]  不要說中世紀出名的黑死病
[00:16:37.120 --> 00:16:42.720]  也不要說上世紀初的西班牙流感
[00:16:42.720 --> 00:16:47.240]  這個我相信在歷史裏會留名
[00:16:47.240 --> 00:16:49.200]  因為當世界成為一體
[00:16:49.200 --> 00:16:52.640]  大家知道對方看電視、看微信
[00:16:52.640 --> 00:16:56.440]  就知道世界發生什麼事情的時候
[00:16:56.440 --> 00:17:00.000]  竟然有一個這樣的疫症
[00:17:00.000 --> 00:17:01.800]  影響全球
[00:17:01.800 --> 00:17:06.360]  令經濟、令交通、令一切的溝通
[00:17:06.360 --> 00:17:09.080]  都幾乎短絕
[00:17:09.080 --> 00:17:11.760]  你覺得這件事是偶然
[00:17:11.760 --> 00:17:14.880]  還是上帝在歷史的末後
[00:17:14.880 --> 00:17:17.880]  要對世人一個提醒呢?
[00:17:17.880 --> 00:17:19.160]  我們唯一感謝神
[00:17:19.160 --> 00:17:21.960]  就是說這個病毒的死亡率
[00:17:21.960 --> 00:17:25.640]  是約莽2%
[00:17:25.640 --> 00:17:32.040]  但現在全球接近有4億人感染
[00:17:32.040 --> 00:17:36.640]  死亡人數邁向600萬
[00:17:36.640 --> 00:17:39.320]  其中有四分一是在美國
[00:17:39.320 --> 00:17:42.480]  這麼強大的國家
[00:17:42.480 --> 00:17:48.000]  叫政治的領袖、軍事的強國
[00:17:48.000 --> 00:17:52.480]  生意上的強人能夠謙卑下來
[00:17:52.480 --> 00:17:54.920]  原來我坐在那間貴賓房
[00:17:54.920 --> 00:18:00.000]  20米以外有一個人呼吸那粒病毒
[00:18:00.000 --> 00:18:02.120]  一路飛飛飛飛
[00:18:02.120 --> 00:18:04.160]  竟然穿過門縫
[00:18:04.160 --> 00:18:06.280]  或者在通風系統下去
[00:18:06.280 --> 00:18:08.520]  下了我那塊咕嚕肉
[00:18:08.520 --> 00:18:11.720]  這樣吃下去就確診了
[00:18:11.720 --> 00:18:14.080]  或者我在某一個地鐵站
[00:18:14.080 --> 00:18:15.800]  去轉車的時候
[00:18:15.800 --> 00:18:18.120]  和另外一個人擦肩而過
[00:18:18.120 --> 00:18:19.840]  九秒之間
[00:18:19.840 --> 00:18:23.080]  我又可以確診了
[00:18:23.080 --> 00:18:24.000]  所以給我們看見
[00:18:24.000 --> 00:18:26.400]  除了你做足很多事情
[00:18:26.400 --> 00:18:29.600]  真的要神的保守
[00:18:29.600 --> 00:18:33.200]  求主保守我們每一個屬父去的兒女
[00:18:33.200 --> 00:18:37.280]  能夠在我們不知道的情況底下
[00:18:37.280 --> 00:18:39.360]  避過一切的疫症
[00:18:39.360 --> 00:18:41.680]  好像詩篇所說
[00:18:41.680 --> 00:18:43.360]  那些人在你左邊死亡
[00:18:43.360 --> 00:18:44.760]  在右邊倒下
[00:18:44.760 --> 00:18:47.000]  你仍然可以繼續前行
[00:18:47.000 --> 00:18:50.600]  這個就是見英神和榮耀主
[00:18:50.600 --> 00:18:52.160]  在這種情況底下
[00:18:52.160 --> 00:18:59.320]  我們要守望和在危當中找機會
[00:18:59.320 --> 00:19:02.040]  無論做生意
[00:19:02.040 --> 00:19:06.720]  無論你個人的發展
[00:19:06.720 --> 00:19:08.680]  無論學業
[00:19:08.680 --> 00:19:11.120]  無論家庭都是
[00:19:11.120 --> 00:19:14.040]  有些人報了哈佛大學
[00:19:14.040 --> 00:19:18.520]  報了英國最出名的牛津大學
[00:19:18.520 --> 00:19:22.000]  這兩年去讀碩士真的便宜很多
[00:19:22.000 --> 00:19:25.080]  因為全部網絡上課
[00:19:25.080 --> 00:19:26.920]  省了食宿
[00:19:26.920 --> 00:19:29.160]  省了機票
[00:19:29.160 --> 00:19:31.720]  省了酒店的錢
[00:19:31.720 --> 00:19:33.200]  只給學費
[00:19:33.200 --> 00:19:35.040]  而且不用上課
[00:19:35.040 --> 00:19:38.000]  這樣就拿了一個學位
[00:19:38.000 --> 00:19:41.560]  這是千載難逢的機會
[00:19:41.560 --> 00:19:42.960]  做生意的人
[00:19:42.960 --> 00:19:47.560]  由製衣轉做口罩
[00:19:47.560 --> 00:19:51.560]  一般化驗所轉型變做檢測
[00:19:51.560 --> 00:19:55.520]  你想想多發達
[00:19:55.520 --> 00:20:01.560]  有些人就說我這間店舖快要倒閉了
[00:20:01.560 --> 00:20:09.480]  有些人從快速傳遞食物的公司學到
[00:20:09.480 --> 00:20:12.560]  你來自己取我給你折扣
[00:20:12.560 --> 00:20:17.880]  或者將給快遞公司的折扣
[00:20:17.880 --> 00:20:20.920]  來請一個人去遞些東西
[00:20:20.920 --> 00:20:25.280]  這樣他便能生存下去
[00:20:25.280 --> 00:20:31.120]  有時真是上帝給很多人抓住機會的人
[00:20:31.120 --> 00:20:34.920]  就能夠在困難當中渡過
[00:20:34.920 --> 00:20:36.960]  2019年的時候
[00:20:36.960 --> 00:20:40.000]  我在外地的小女兒那裡
[00:20:40.000 --> 00:20:42.080]  當時美國的報紙
[00:20:42.080 --> 00:20:45.720]  報道每日的情況各樣東西
[00:20:45.720 --> 00:20:49.640]  那些航空股跌
[00:20:49.640 --> 00:20:50.680]  我不懂賣股票
[00:20:50.680 --> 00:20:53.040]  我也不會賣股票
[00:20:53.040 --> 00:20:54.840]  不花時間
[00:20:54.840 --> 00:20:56.360]  我跟女兒說
[00:20:56.360 --> 00:21:00.720]  你們醫生的退休金可以動的話
[00:21:00.720 --> 00:21:07.040]  你應該撥少少去某一隻電動車的股
[00:21:07.040 --> 00:21:14.320]  還有買一些在網絡上開會的股
[00:21:14.320 --> 00:21:18.320]  我女兒聽我說撥了少少
[00:21:18.320 --> 00:21:20.400]  早一輪她打電話來
[00:21:20.400 --> 00:21:22.640]  說爸爸你很厲害
[00:21:22.640 --> 00:21:24.160]  我說做什麼
[00:21:24.160 --> 00:21:28.320]  她說你叫我買的升了400%
[00:21:28.320 --> 00:21:30.960]  即是升了4倍
[00:21:30.960 --> 00:21:32.400]  我退休後
[00:21:32.400 --> 00:21:35.960]  我都跟師母和子女說
[00:21:35.960 --> 00:21:38.800]  我退休後仍然要讀聖經
[00:21:38.800 --> 00:21:40.200]  研讀聖經
[00:21:40.200 --> 00:21:42.080]  繼續寫作
[00:21:42.080 --> 00:21:43.720]  做神的工作
[00:21:43.720 --> 00:21:45.640]  直至到最後一刻
[00:21:45.640 --> 00:21:49.080]  有衣有食就當持續
[00:21:49.080 --> 00:21:51.640]  不過有時很可能那些人
[00:21:51.640 --> 00:21:53.440]  聽我道受啟發
[00:21:53.440 --> 00:21:55.440]  賺錢也不知道
[00:21:55.440 --> 00:21:57.920]  這幾天我退休前在講道說
[00:21:57.920 --> 00:22:02.000]  我從北京聽到弟兄姊妹去中山
[00:22:02.000 --> 00:22:05.160]  我退休到中山
[00:22:05.160 --> 00:22:10.320]  拿教會公積金去買一個
[00:22:10.320 --> 00:22:12.960]  當時很便宜
