
[00:00:00.000 --> 00:00:02.000]  各位頂子妹平安
[00:03:12.800 --> 00:03:16.800]  士兵請了辯護律師
[00:03:16.800 --> 00:03:18.800]  為他們來辯解
[00:03:19.520 --> 00:03:21.840]  而他們的辯護律師就認為
[00:03:21.840 --> 00:03:24.400]  根據東德的法律
[00:03:24.400 --> 00:03:29.600]  東德的民眾是沒有自由離開自己國家的權利
[00:03:29.600 --> 00:03:32.560]  槍擊非法離境的人
[00:03:32.560 --> 00:03:34.560]  是一個合法的執行
[00:03:34.560 --> 00:03:39.120]  而四名的士兵也都堅稱自己是執行上級的命令
[00:03:39.120 --> 00:03:41.120]  並沒有違法
[00:03:41.120 --> 00:03:44.000]  當時的主審法官
[00:03:44.000 --> 00:03:46.480]  叫做Fyodor Seydor
[00:03:46.960 --> 00:03:50.880]  他就裁定射殺Chris的那位士兵是有罪
[00:03:50.880 --> 00:03:53.440]  他說雖然作為士兵
[00:03:53.440 --> 00:03:56.240]  他們是執行東德的法律
[00:03:56.240 --> 00:03:59.120]  和是連串上級的命令
[00:03:59.120 --> 00:04:01.120]  他們是屬於最底層
[00:04:01.120 --> 00:04:03.120]  不過
[00:04:03.120 --> 00:04:05.120]  法官說了一句很重要的話
[00:04:05.120 --> 00:04:08.000]  他說不是一切合法的事情
[00:04:08.000 --> 00:04:10.000]  就是對的
[00:04:10.000 --> 00:04:12.000]  英文的翻譯就是
[00:04:12.000 --> 00:04:14.640]  Not everything that is legal is right
[00:04:15.600 --> 00:04:17.600]  接著他還補充
[00:04:17.600 --> 00:04:19.600]  他說在二十世紀的末期
[00:04:19.600 --> 00:04:22.880]  代表著權力結構去殺人的時候
[00:04:22.880 --> 00:04:26.320]  沒有人有權去忽視自己的良心
[00:04:26.320 --> 00:04:28.320]  當然
[00:04:28.320 --> 00:04:30.320]  法官這個判決
[00:04:30.320 --> 00:04:32.320]  引起了很大的爭論
[00:04:32.320 --> 00:04:35.440]  而他也不是按照自己的喜好去判斷
[00:04:35.440 --> 00:04:39.920]  他是根據一些以往的案例
[00:04:39.920 --> 00:04:41.920]  來做這個判斷
[00:04:41.920 --> 00:04:45.840]  當然這個判斷帶來了這麼大的迴響
[00:04:45.840 --> 00:04:50.080]  也都被定罪的士兵決定要去上訴
[00:04:50.080 --> 00:04:52.080]  在上訴的時候
[00:04:52.080 --> 00:04:54.080]  另外一個法官
[00:04:54.080 --> 00:04:56.080]  仍然裁定
[00:04:56.080 --> 00:04:58.080]  殺害Chris的士兵是有罪
[00:04:58.080 --> 00:05:01.440]  不過他就用了另外一個法律的觀點
[00:05:01.440 --> 00:05:06.240]  他認為按照法律去執行是正確的
[00:05:06.240 --> 00:05:08.240]  不過
[00:05:08.240 --> 00:05:10.240]  以槍殺的方式
[00:05:10.240 --> 00:05:12.240]  去對付手無寸鐵
[00:05:12.240 --> 00:05:14.240]  逃離國家的人
[00:05:14.240 --> 00:05:17.040]  是一種不成比例的武力
[00:05:17.040 --> 00:05:19.040]  所以最後士兵都是有罪
[00:05:19.040 --> 00:05:21.040]  不過在上訴之後
[00:05:21.040 --> 00:05:23.040]  本來監禁的刑期
[00:05:23.040 --> 00:05:27.040]  就改以換刑的方式來執行
[00:05:27.040 --> 00:05:29.040]  由此我們看到
[00:05:29.040 --> 00:05:31.040]  奉命行事
[00:05:31.040 --> 00:05:33.040]  其實是很直接
[00:05:33.040 --> 00:05:35.040]  很簡單
[00:05:35.040 --> 00:05:38.000]  但是實在在不同的處境裡面
[00:05:38.000 --> 00:05:40.000]  並非一件簡單的事
[00:05:40.000 --> 00:05:45.200]  基督徒顯然是需要去聽命耶穌基督
[00:05:45.200 --> 00:05:47.200]  也都要去竭力
[00:05:47.200 --> 00:05:49.200]  按照著基督所吩咐去做
[00:05:49.200 --> 00:05:52.240]  不過在不同的處境當中
[00:05:52.240 --> 00:05:54.240]  我們怎樣去執行
[00:05:54.240 --> 00:05:56.880]  又是有很多值得我們心思的地方
[00:05:56.880 --> 00:06:00.720]  今天我們就集中去看
[00:06:00.720 --> 00:06:02.720]  一段經文
[00:06:02.720 --> 00:06:05.520]  可能是所有基督徒都非常熟悉的
[00:06:05.520 --> 00:06:10.000]  《馬太福音》第八章十六到第二十節
[00:06:10.000 --> 00:06:12.000]  我們去想想
[00:06:12.000 --> 00:06:15.520]  基督徒應該奉基督的命
[00:06:15.520 --> 00:06:17.520]  行什麼事呢?
[00:06:17.520 --> 00:06:24.480]  在耶穌復活顯現到尾聲的時候
[00:06:24.480 --> 00:06:30.160]  耶穌就要頒佈被稱為大使命的命令
[00:06:30.160 --> 00:06:32.160]  給十一位使徒
[00:06:32.160 --> 00:06:34.960]  當時已經剩下十一位
[00:06:34.960 --> 00:06:36.960]  因為出賣主的猶大
[00:06:36.960 --> 00:06:38.960]  已經不在其中
[00:06:38.960 --> 00:06:42.000]  在經文的十六節去記載
[00:06:42.000 --> 00:06:44.560]  門徒到了加利利
[00:06:44.560 --> 00:06:48.960]  上到耶穌約定他們的山上
[00:06:48.960 --> 00:06:52.160]  頂姐妹你有沒有想過
[00:06:52.160 --> 00:06:54.960]  為什麼要去加利利?
[00:06:54.960 --> 00:06:56.960]  為什麼要去到山上?
[00:06:56.960 --> 00:07:00.160]  很多時候我們背經文的時候
[00:07:00.160 --> 00:07:02.160]  這些地方我們會忽略
[00:07:02.160 --> 00:07:05.120]  但其實裏面也有很多的意思
[00:07:05.120 --> 00:07:07.120]  很多的提醒
[00:07:07.120 --> 00:07:11.600]  按照《馬太福音》第四章十二節所記載
[00:07:11.600 --> 00:07:14.320]  耶穌就是在加利利這個地方
[00:07:14.320 --> 00:07:16.320]  開始祂的全道工作
[00:07:16.320 --> 00:07:18.800]  現在
[00:07:18.800 --> 00:07:22.640]  祂已經去到在世上最後的日子
[00:07:22.640 --> 00:07:26.320]  而祂的門徒就要延續祂的工作
[00:07:26.320 --> 00:07:27.520]  故此
[00:07:27.520 --> 00:07:31.280]  加利利是耶穌工作的起點
[00:07:31.280 --> 00:07:34.480]  也是祂在世的終點
[00:07:34.480 --> 00:07:39.200]  也是門徒來領受基督的吩咐
[00:07:39.200 --> 00:07:43.200]  開始工作的重要起點
[00:07:43.200 --> 00:07:47.680]  究竟耶穌和門徒約定在哪一座山?
[00:07:47.680 --> 00:07:51.280]  大家讀聖經的時候有沒有去考究過?
[00:07:51.280 --> 00:07:55.760]  在這裏沒有記載那座山的名稱
[00:07:55.760 --> 00:08:01.200]  不過這座山似乎有一定的標誌性
[00:08:01.200 --> 00:08:04.800]  同樣在《馬太福音》第五章
[00:08:04.800 --> 00:08:06.800]  可能都是大家熟悉的
[00:08:06.800 --> 00:08:09.680]  就是登山補訓
[00:08:09.680 --> 00:08:13.520]  耶穌在山上來教導門徒和眾人
[00:08:13.520 --> 00:08:16.720]  同樣是一座沒有名字的山
[00:08:16.720 --> 00:08:19.840]  我們只知道是在山上
[00:08:19.840 --> 00:08:22.240]  去到《馬太福音》第十七章
[00:08:22.240 --> 00:08:25.520]  記載著耶穌帶著彼得、雅各、約翰
[00:08:25.520 --> 00:08:28.640]  三個最親近的門徒去到山上
[00:08:28.640 --> 00:08:31.600]  然後改變了它的形象
[00:08:31.600 --> 00:08:33.280]  和之前一樣
[00:08:33.280 --> 00:08:37.600]  又是沒有記載那座山的名稱
[00:08:37.600 --> 00:08:40.240]  《馬太福音》的作者很有趣
[00:08:40.240 --> 00:08:43.200]  總是不告訴大家去了哪座山
[00:08:43.200 --> 00:08:48.080]  大家自己就去考究、去猜測
[00:08:48.080 --> 00:08:51.120]  不同的聖經學者都有不同的說法
[00:08:51.120 --> 00:08:53.920]  但基本上都有一個猜測
[00:08:53.920 --> 00:08:57.280]  就是一個靠近加利利這個地方
[00:08:57.280 --> 00:08:59.440]  本身就沒有山,不過它附近
[00:08:59.440 --> 00:09:02.880]  在西面靠岸邊的地方
[00:09:02.880 --> 00:09:05.360]  就有高山
[00:09:05.360 --> 00:09:08.160]  雖然我們不知道山的名稱
[00:09:08.160 --> 00:09:12.320]  不過山卻是隱含了重要的教導
[00:09:12.320 --> 00:09:14.160]  如登山補訓
[00:09:14.160 --> 00:09:16.000]  重要的關係
[00:09:16.000 --> 00:09:19.280]  耶穌在山上改變了它的形象
[00:09:19.280 --> 00:09:23.040]  在山上與摩西、以利亞來對話
[00:09:23.040 --> 00:09:26.160]  顯示祂和上主的關係
[00:09:26.160 --> 00:09:29.440]  當耶穌要和門徒分別的時候
[00:09:29.440 --> 00:09:35.440]  重要的命令也在山上頒布
[00:09:35.440 --> 00:09:38.320]  上山學藝
[00:09:38.320 --> 00:09:39.920]  對於我們來說
[00:09:39.920 --> 00:09:43.040]  是一種非比尋常的感覺
[00:09:43.040 --> 00:09:46.960]  意味著你要進入另一個境界之前
[00:09:46.960 --> 00:09:52.640]  需要鍛鍊、提升能力、準備心智
[00:09:52.640 --> 00:09:55.600]  學成之日、下山之時
[00:09:55.600 --> 00:09:59.440]  你就可以顯出你的一身好武功
[00:09:59.440 --> 00:10:03.520]  在我們當中也有我們神學院的同學
[00:10:03.520 --> 00:10:06.560]  來到讀神學
[00:10:06.560 --> 00:10:08.000]  在崇基讀
[00:10:08.000 --> 00:10:09.840]  有一種感覺
[00:10:09.840 --> 00:10:13.760]  由車站來到神學院的地方
[00:10:13.760 --> 00:10:15.120]  上山
[00:10:15.120 --> 00:10:18.720]  有些時候還要在其他地方上通識
[00:10:18.720 --> 00:10:20.560]  或其他學系的課
[00:10:20.560 --> 00:10:22.800]  越走越上
[00:10:22.800 --> 00:10:29.600]  當然平時要補給也要上山才有機會
[00:10:29.600 --> 00:10:33.360]  幾年的神學訓練就像上山學藝
[00:10:33.360 --> 00:10:35.840]  要有聖經的研究、神學的思考
[00:10:35.840 --> 00:10:37.680]  研讀教會的歷史
[00:10:37.680 --> 00:10:40.320]  並且有實踐的嘗試
[00:10:40.320 --> 00:10:45.760]  完成之後下山成為上主所使用的僕人
[00:10:45.760 --> 00:10:48.320]  在幾年前我們神學院的畢業禮上
[00:10:48.320 --> 00:10:51.600]  有一位講員提醒他的師弟妹
[00:10:51.600 --> 00:10:54.080]  因為他自己也是這裏的校友
[00:10:54.080 --> 00:10:56.960]  他給了幾句字提醒他們
[00:10:56.960 --> 00:11:01.200]  下山之後好好做人
[00:11:01.200 --> 00:11:04.000]  門徒在山上領受使命
[00:11:04.000 --> 00:11:06.480]  看著基督升天
[00:11:06.480 --> 00:11:08.320]  之後他們下山
[00:11:08.320 --> 00:11:10.720]  開展一個新的時代
[00:11:10.720 --> 00:11:14.640]  將基督的福音傳開
[00:11:14.640 --> 00:11:17.120]  耶穌所呼召的門徒
[00:11:17.120 --> 00:11:19.680]  並不是好像我們所想像
[00:11:19.680 --> 00:11:22.400]  是社會當中的精英分子
[00:11:22.400 --> 00:11:26.880]  能力超卓、膽大包天的人
[00:11:26.880 --> 00:11:30.640]  他們基本上都是非常平凡的人
[00:11:30.640 --> 00:11:33.120]  對耶穌有不同的期望
[00:11:33.120 --> 00:11:36.720]  甚至乎可能是在計算
[00:11:36.720 --> 00:11:42.080]  究竟能夠在耶穌的身上得到甚麼好處呢?
[00:11:42.080 --> 00:11:46.160]  這一班就是跟從耶穌的門徒
[00:11:46.160 --> 00:11:51.360]  這幾年我很有興趣思想一件事
[00:11:51.360 --> 00:11:54.240]  就是在耶穌門徒當中
[00:11:54.240 --> 00:11:58.160]  他們的政治光譜是怎樣的呢?
[00:11:58.160 --> 00:12:01.040]  在十二個門徒裏面
[00:12:01.040 --> 00:12:03.040]  有管錢
[00:12:03.040 --> 00:12:04.880]  並且間中
[00:12:04.880 --> 00:12:08.160]  用廣東話來說叫做「穿櫃筒」
[00:12:08.160 --> 00:12:11.760]  即是私下盜用公款
[00:12:11.760 --> 00:12:16.480]  這個人就是賣主的猶太
[00:12:16.480 --> 00:12:18.400]  有瑞利馬泰
[00:12:18.400 --> 00:12:19.920]  又名利未
[00:12:19.920 --> 00:12:24.320]  很明顯他跟羅馬政府有密切的關係
[00:12:24.320 --> 00:12:28.160]  所以才能夠做到這個位置
[00:12:28.160 --> 00:12:31.040]  更加有粉瑞黨的西門
[00:12:31.040 --> 00:12:32.880]  粉瑞黨就是不惜以武力
[00:12:32.880 --> 00:12:37.680]  來對抗羅馬政府的一個政黨、一個組織
[00:12:37.680 --> 00:12:41.200]  希望以色列國能夠復興
[00:12:41.200 --> 00:12:42.400]  大家聽聽
[00:12:42.400 --> 00:12:43.600]  十二個門徒裏面
[00:12:43.600 --> 00:12:45.200]  我只提這幾個
[00:12:45.200 --> 00:12:47.600]  大家已經可以想像到
[00:12:47.600 --> 00:12:52.400]  這一班人是非常不同
[00:12:52.400 --> 00:12:57.440]  他們雖然同樣成為了耶穌核心的門徒
[00:12:57.440 --> 00:13:00.080]  經常跟耶穌在一起
[00:13:00.080 --> 00:13:03.440]  不過這一班人跟耶穌在一起的時候
[00:13:03.440 --> 00:13:06.480]  他們之間的那種張力
[00:13:06.480 --> 00:13:09.520]  以前我們讀經可能想像不到
[00:13:09.520 --> 00:13:12.640]  但現在可能你常常都想像到
[00:13:12.640 --> 00:13:13.920]  你打開你的手機
[00:13:13.920 --> 00:13:15.120]  你看到那些群組
[00:13:15.120 --> 00:13:20.480]  你就看到那種感受的張力是多麼的大
[00:13:20.480 --> 00:13:22.720]  那麼不同意見的人
[00:13:22.720 --> 00:13:26.960]  耶穌竟然呼召他們成為自己的門徒
[00:13:26.960 --> 00:13:28.400]  如果你是耶穌
[00:13:28.400 --> 00:13:29.840]  你想以根清靜
[00:13:29.840 --> 00:13:33.280]  你會不會想這樣選擇呢?
[00:13:33.280 --> 00:13:36.640]  當耶穌準備離開他們的時候
[00:13:36.640 --> 00:13:38.960]  他們在山上遇見耶穌
[00:13:38.960 --> 00:13:40.480]  又敬拜祂
[00:13:40.480 --> 00:13:43.600]  但也有懷疑祂
[00:13:43.600 --> 00:13:46.160]  在第十七節就是這樣記載
[00:13:46.160 --> 00:13:49.120]  又敬拜又懷疑
[00:13:49.120 --> 00:13:52.080]  如果綜合其他的福音書和《侍奴行傳》
[00:13:52.080 --> 00:13:54.080]  我們就可以估計到
[00:13:54.080 --> 00:13:57.760]  這些門徒對於耶穌是否真真正正復活
[00:13:57.760 --> 00:14:02.320]  一直是採取半信半疑的態度
[00:14:02.320 --> 00:14:04.080]  就算是現在
[00:14:04.080 --> 00:14:06.800]  他們在山上集合了
[00:14:06.800 --> 00:14:11.280]  按照《侍奴行傳》第一章第六節所記載
[00:14:11.280 --> 00:14:16.400]  門徒以為耶穌是準備啟動復興以色列國的一個運動
[00:14:16.400 --> 00:14:17.680]  所以就問耶穌
[00:14:17.680 --> 00:14:22.080]  你復興這個以色列國是否在這個時候呢?
[00:14:22.080 --> 00:14:24.160]  這些說話顯示他們
[00:14:24.160 --> 00:14:29.600]  仍然未真正認識耶穌的身份和使命
[00:14:29.600 --> 00:14:33.680]  原來耶穌所呼召和差遣的人
[00:14:33.680 --> 00:14:35.920]  都是很普通的人
[00:14:35.920 --> 00:14:39.520]  或者更加直接來說
[00:14:39.520 --> 00:14:45.200]  耶穌會呼召和差遣任何人
[00:14:45.200 --> 00:14:48.400]  不論你自己怎樣來看自己
[00:14:48.400 --> 00:14:52.160]  你覺得是配還是不配
[00:14:52.160 --> 00:14:55.920]  你覺得很有能力還是沒有能力
[00:14:55.920 --> 00:14:59.600]  是充滿信心還是信心不足
[00:14:59.600 --> 00:15:04.320]  原來你都可以被耶穌呼召和差遣
[00:15:04.320 --> 00:15:09.600]  因為我們每一個都是任何人之列
[00:15:09.600 --> 00:15:13.120]  既然任何人都可以被呼召和差遣
[00:15:13.120 --> 00:15:15.920]  關鍵就不在於人
[00:15:15.920 --> 00:15:18.400]  而是在於耶穌基督
[00:15:18.400 --> 00:15:21.840]  因為祂得著絕對的主權
[00:15:21.840 --> 00:15:23.520]  在第十八節說
[00:15:23.520 --> 00:15:26.720]  是天上地下所有的權柄
[00:15:26.720 --> 00:15:29.520]  都已經賜了給祂
[00:15:29.520 --> 00:15:34.480]  在主耶穌教導門徒的禱告裡面有一句說話
[00:15:34.480 --> 00:15:37.760]  也是我們經常作為祈禱的
[00:15:37.760 --> 00:15:40.640]  我們一會兒都會這樣來祈禱
[00:15:40.640 --> 00:15:42.320]  其中那句說話是什麼呢?
[00:15:42.320 --> 00:15:47.360]  「願祢的旨意行在地上,如同行在天上」
[00:15:47.360 --> 00:15:50.320]  《馬太福音》第六章十節
[00:15:50.320 --> 00:15:54.080]  《馬太福音》主禱文的版本是這樣說的
[00:15:54.080 --> 00:15:57.200]  這樣的禱告是顯示什麼呢?
[00:15:57.200 --> 00:16:02.880]  「天上、地下,因著罪的緣故而有隔閡」
[00:16:02.880 --> 00:16:04.720]  所以上帝的旨意
[00:16:04.720 --> 00:16:08.320]  似乎在地上要運行的時候
[00:16:08.320 --> 00:16:10.000]  有點難阻
[00:16:10.000 --> 00:16:13.600]  如果不是的話就不需要作這個禱告
[00:16:13.600 --> 00:16:20.320]  「願祢的旨意行在地上,如同行在天上」
[00:16:20.320 --> 00:16:22.160]  現在罪的隔閡
[00:16:22.160 --> 00:16:26.240]  「因著基督的犧牲和復活,得到修補」
[00:16:26.240 --> 00:16:29.040]  天上、地下再不是分隔
[00:16:29.040 --> 00:16:32.320]  而是回復上帝原初的創造
[00:16:32.320 --> 00:16:35.200]  是一個新的創造的經歷
[00:16:35.200 --> 00:16:38.880]  也讓我們看見為什麼在今天主日的經課裡
[00:16:38.880 --> 00:16:45.200]  舊約就是選用了《創世紀》一章一至二節
[00:16:45.200 --> 00:16:48.160]  上帝原初的創造
[00:16:48.160 --> 00:16:52.560]  根本上就是不會有罪的分隔
[00:16:52.560 --> 00:16:57.680]  所有的權柄現在因著基督的犧牲和復活
[00:16:57.680 --> 00:17:02.480]  已經是能夠得到修補
[00:17:02.480 --> 00:17:06.800]  「使徒因著基督的權柄接受了差遣」
[00:17:06.800 --> 00:17:09.200]  這個差遣就是一個委任
[00:17:09.200 --> 00:17:10.720]  是命令
[00:17:10.720 --> 00:17:15.360]  而這個差遣其實是包含了三部分的
[00:17:15.360 --> 00:17:19.200]  第一個部分就是要去洗萬民作主的門徒
[00:17:19.200 --> 00:17:23.040]  第二就是要奉父子聖靈的名來施洗
[00:17:23.040 --> 00:17:28.960]  第三就是教導人遵守主所吩咐的一切
[00:17:28.960 --> 00:17:33.600]  要去洗萬民成為主的門徒
[00:17:33.600 --> 00:17:36.480]  你們要去
[00:17:36.480 --> 00:17:40.560]  就是試圖要主動地將福音傳開
[00:17:40.560 --> 00:17:44.160]  而不是等其他人來找他們
[00:17:44.160 --> 00:17:48.720]  這個做法其實是有違慣常的情況
[00:17:48.720 --> 00:17:51.440]  從古至今大部分的時間
[00:17:51.440 --> 00:17:55.440]  都是學生來尋找名師
[00:17:55.440 --> 00:17:59.920]  很少有老師要去找學生
[00:17:59.920 --> 00:18:04.320]  我相信這個情況在大學裏面是非常普遍
[00:18:04.320 --> 00:18:07.200]  如果有學生想讀博士的話
[00:18:07.200 --> 00:18:11.440]  他第一件事就不是埋頭埋腦去寫研究計劃
[00:18:11.440 --> 00:18:15.120]  第一件事是看看有沒有老闆肯收他
[00:18:15.120 --> 00:18:19.280]  他寫了一個很好的計劃然後沒有人願意指導他
[00:18:19.280 --> 00:18:21.760]  根本上是行不通的
[00:18:21.760 --> 00:18:26.160]  所以第一件事當然是學生就去找老師
[00:18:26.160 --> 00:18:31.280]  如果老師要去找學生的話大概有什麼情況呢?
[00:18:31.280 --> 00:18:32.800]  第一個情況可能就是
[00:18:32.800 --> 00:18:35.680]  這個老師恐怕自己畢生所學
[00:18:35.680 --> 00:18:38.160]  沒有人來繼承
[00:18:38.160 --> 00:18:42.320]  眼前的這班學生似乎都不是很適合
[00:18:42.320 --> 00:18:46.240]  需要去主動找繼承人
[00:18:46.240 --> 00:18:48.240]  另一個可能性就是
[00:18:48.240 --> 00:18:50.640]  這個老師吸引不到學生
[00:18:50.640 --> 00:18:54.000]  所以唯有到處找學生
[00:18:54.000 --> 00:18:57.760]  在香港的小學和中學界早前有一段日子
[00:18:57.760 --> 00:19:02.000]  出現所謂「縮班殺校」的情況
[00:19:02.000 --> 00:19:05.280]  原因是因為適齡的學童人數減少
[00:19:05.280 --> 00:19:07.600]  以致學額過剩
[00:19:07.600 --> 00:19:10.800]  有些學校收不到學生就唯有縮班
[00:19:10.800 --> 00:19:13.440]  甚至乎面對殺校的情況
[00:19:13.440 --> 00:19:15.840]  為了保住學校的生存
[00:19:15.840 --> 00:19:20.720]  學校就要用各種方法去吸引家長去報讀
[00:19:20.720 --> 00:19:24.240]  所以大家見到很多學校要拉很多橫幅在門口
[00:19:24.240 --> 00:19:27.200]  說他拿了什麼獎學生有什麼成績
[00:19:27.200 --> 00:19:30.960]  希望吸引收生
[00:19:30.960 --> 00:19:34.560]  其實這些情況也都影響了大學
[00:19:34.560 --> 00:19:40.320]  有不少學系都面對著報名人數不足的威脅
[00:19:40.320 --> 00:19:44.000]  如果少了學生來報讀
[00:19:44.000 --> 00:19:49.280]  學系得到的撥款或其他資源就會減少
[00:19:49.280 --> 00:19:53.280]  為了保持競爭力和大學的生存
[00:19:53.280 --> 00:19:56.560]  不少學系都要想辦法去做宣傳
[00:19:56.560 --> 00:19:59.440]  希望增加收生
[00:19:59.440 --> 00:20:01.360]  今年更加困難
[00:20:01.360 --> 00:20:05.280]  所有招生活動幾乎都做不到
[00:20:05.280 --> 00:20:08.960]  因為我的兒子準備要入大學
[00:20:08.960 --> 00:20:13.920]  所以收到很多大學寄來的宣傳品
[00:20:13.920 --> 00:20:17.760]  使徒不能等待人來認識
[00:20:17.760 --> 00:20:20.240]  有關耶穌基督的道理
[00:20:20.240 --> 00:20:22.400]  他們必須出去
[00:20:22.400 --> 00:20:25.520]  甚至去到自己未曾到過的地方
[00:20:25.520 --> 00:20:30.000]  這樣才符合萬民的要求
[00:20:30.000 --> 00:20:34.560]  不過關鍵仍然在於「門徒」這兩個字
[00:20:34.560 --> 00:20:37.520]  今天絕大部分的教會和基督徒
[00:20:37.520 --> 00:20:41.040]  都十分認真看待傳福音的工作
[00:20:41.040 --> 00:20:46.240]  同時亦在教會的使命宣言中提出
[00:20:46.240 --> 00:20:51.680]  「建立門徒」就是教會核心的使命所在
[00:20:51.680 --> 00:20:54.000]  不過實際上
[00:20:54.000 --> 00:21:00.800]  教會很多時候的核心未必放在「建立門徒」
[00:21:00.800 --> 00:21:02.560]  而放在甚麼呢?
[00:21:02.560 --> 00:21:06.240]  放在我們的數字增加了多少
[00:21:06.240 --> 00:21:09.280]  增加了多少人加入教會
[00:21:09.280 --> 00:21:13.280]  增加了多少收入和支出
[00:21:13.280 --> 00:21:18.880]  就是代表著教會做了應該做的事
[00:21:18.880 --> 00:21:22.960]  但當這個數字成為重點
[00:21:22.960 --> 00:21:27.760]  究竟這個數字是否反映了人成為「門徒」呢?
[00:21:27.760 --> 00:21:30.720]  這是值得我們深思的
[00:21:30.720 --> 00:21:32.560]  人數增加
[00:21:32.560 --> 00:21:34.880]  加入教會的人多
[00:21:34.880 --> 00:21:37.440]  可能這些人只是教會的會員
[00:21:37.440 --> 00:21:39.840]  我們稱為「會員」
[00:21:39.840 --> 00:21:42.640]  多了一些會員
[00:21:42.640 --> 00:21:44.720]  怎樣會成為會員呢?
[00:21:44.720 --> 00:21:49.760]  大家想想你加入了甚麼購物會
[00:21:49.760 --> 00:21:54.240]  或者甚麼公司、中心、商場
[00:21:54.240 --> 00:21:56.240]  成為了會員呢?
[00:21:56.240 --> 00:21:59.600]  會員最著緊的就是福利
[00:21:59.600 --> 00:22:01.680]  你加入某些購物會
[00:22:01.680 --> 00:22:04.960]  看看你的消費去到某個水平
[00:22:04.960 --> 00:22:07.280]  是否會得到更多的優惠
[00:22:07.280 --> 00:22:11.200]  或者當推出一些產品
[00:22:11.200 --> 00:22:13.120]  不是每個人都有機會有的時候
[00:22:13.120 --> 00:22:18.000]  你作為會員就會優先得到
[00:22:18.000 --> 00:22:20.160]  有不同的優惠、不同的好處
