
[00:00:00.000 --> 00:00:05.500]  開始講到的時候,我很想簡單去做一個民調
[00:02:04.920 --> 00:02:07.000]  我們一起讀這一段經文好嗎?
[00:02:07.000 --> 00:02:08.720]  一二三
[00:02:08.720 --> 00:02:12.880]  你們要將一切的憂慮卸給神
[00:02:12.880 --> 00:02:17.880]  因為祂鼓勵你們,務要謹守警醒
[00:02:17.880 --> 00:02:23.120]  因為你們的仇敵魔鬼如同敲叫的獅子
[00:02:23.120 --> 00:02:27.360]  遍地遊行,尋找可吞吃的人
[00:02:27.360 --> 00:02:31.240]  你們要用堅固的信心抵擋祂
[00:02:31.240 --> 00:02:35.040]  因為知道你們在世上的眾弟兄
[00:02:35.040 --> 00:02:37.960]  也是經歷這樣的苦難
[00:02:37.960 --> 00:02:43.400]  那次諸般因典的神曾在基督裡召你們
[00:02:43.400 --> 00:02:46.080]  得享祂永遠的榮耀
[00:02:46.080 --> 00:02:49.240]  等你們暫受苦難之後
[00:02:49.240 --> 00:02:52.000]  必要親自承傳你們
[00:02:52.000 --> 00:02:55.600]  堅固你們,賜力量給你們
[00:02:55.600 --> 00:02:58.280]  阿們
[00:02:58.280 --> 00:03:00.000]  我們首先去認識
[00:03:00.000 --> 00:03:02.520]  究竟撒旦是誰呢?
[00:03:02.520 --> 00:03:04.560]  我們知道撒旦這個名字
[00:03:04.560 --> 00:03:07.200]  但我們一直聽過魔鬼是甚麼
[00:03:07.200 --> 00:03:10.920]  其實魔鬼的別名叫做撒旦
[00:03:10.920 --> 00:03:13.480]  撒旦的別名又叫做魔鬼
[00:03:13.480 --> 00:03:17.320]  他是神創造的天使、天使長
[00:03:17.320 --> 00:03:21.680]  專責是去敬拜神、讚美神
[00:03:21.680 --> 00:03:23.480]  但因為罪的緣故
[00:03:23.480 --> 00:03:25.760]  他墮落敗壞
[00:03:25.760 --> 00:03:28.720]  成為我們今天所說的撒旦
[00:03:28.720 --> 00:03:32.760]  而在聖經以西結書28章裡
[00:03:32.760 --> 00:03:34.160]  他有這樣形容
[00:03:34.160 --> 00:03:35.960]  他說撒旦是誰?
[00:03:35.960 --> 00:03:37.920]  他說:「你無所不備
[00:03:37.920 --> 00:03:40.600]  智慧充足,傳言美麗
[00:03:40.600 --> 00:03:44.720]  你是那受高遮掩若貴的基路柏
[00:03:44.720 --> 00:03:47.400]  你因美麗心中高傲
[00:03:47.400 --> 00:03:49.680]  又因榮光敗壞智慧
[00:03:49.680 --> 00:03:51.520]  我已將你摔倒在地
[00:03:51.520 --> 00:03:54.040]  使你倒在君王面前
[00:03:54.040 --> 00:03:56.720]  好叫他們目睹眼見」
[00:03:56.720 --> 00:03:57.720]  這裡說甚麼?
[00:03:57.720 --> 00:04:00.280]  他說原來未敗壞之前
[00:04:00.280 --> 00:04:02.600]  那個天使長是怎樣的?
[00:04:02.600 --> 00:04:05.880]  神其實賜給了他很多好東西
[00:04:05.880 --> 00:04:06.840]  他無所不備
[00:04:06.840 --> 00:04:09.360]  他需要的東西神賜給了他
[00:04:09.360 --> 00:04:10.640]  他有智慧
[00:04:10.640 --> 00:04:14.680]  並且他可以剪去美麗的翅膀
[00:04:14.680 --> 00:04:16.240]  去到神的面前
[00:04:16.240 --> 00:04:18.160]  經文說是
[00:04:18.160 --> 00:04:21.200]  若貴在神同在的地方
[00:04:21.200 --> 00:04:26.000]  與神面對面去敬拜、去服侍神
[00:04:26.000 --> 00:04:27.360]  如果我們說今天
[00:04:27.360 --> 00:04:31.080]  就等於我們公司裡的大老闆
[00:04:31.080 --> 00:04:33.960]  誰會站在大老闆的旁邊
[00:04:33.960 --> 00:04:35.960]  去幫大老闆做事?
[00:04:35.960 --> 00:04:39.960]  當然是那些信任得過的人
[00:04:39.960 --> 00:04:41.800]  那些得力助手
[00:04:41.800 --> 00:04:44.640]  當時天使長就是這樣
[00:04:44.640 --> 00:04:47.200]  在神的旁邊服侍神
[00:04:47.200 --> 00:04:51.080]  但他沒有因為神賜給他各樣好處
[00:04:51.080 --> 00:04:52.400]  他去感恩
[00:04:52.400 --> 00:04:56.240]  去到二世結書28章17節說甚麼?
[00:04:56.240 --> 00:04:59.480]  他是因為他的美麗高傲
[00:04:59.480 --> 00:05:02.440]  因他的榮光敗壞
[00:05:02.440 --> 00:05:05.480]  他說「我不想再站在神旁邊」
[00:05:05.480 --> 00:05:07.000]  「我想成為神」
[00:05:07.000 --> 00:05:09.000]  「我想與神同等」
[00:05:09.000 --> 00:05:10.960]  於是聖經就是記載這樣
[00:05:10.960 --> 00:05:13.360]  他被神逐出去的面
[00:05:13.360 --> 00:05:15.040]  因為他的高傲
[00:05:15.040 --> 00:05:16.320]  他敗壞
[00:05:16.320 --> 00:05:17.560]  而當我們知道
[00:05:17.560 --> 00:05:21.000]  原來撒旦的始源就是天使長
[00:05:21.000 --> 00:05:23.040]  但因為高傲的緣故
[00:05:23.040 --> 00:05:25.240]  他被神逐出去之後
[00:05:25.240 --> 00:05:26.320]  他今天
[00:05:26.320 --> 00:05:28.760]  他又擔任一個甚麼角色
[00:05:28.760 --> 00:05:30.880]  他繼續的敵黨真理
[00:05:30.880 --> 00:05:33.320]  他繼續的千方百計
[00:05:33.320 --> 00:05:37.040]  讓我們與神之間的關係斷絕
[00:05:37.040 --> 00:05:40.280]  我想起撒旦有兩個角色
[00:05:40.280 --> 00:05:41.200]  第一
[00:05:41.200 --> 00:05:44.160]  就是他是一個撒謊者
[00:05:44.160 --> 00:05:46.480]  原來在聖經裡
[00:05:46.480 --> 00:05:49.480]  當耶穌在地上傳道時
[00:05:49.480 --> 00:05:52.760]  面對一群群眾不相信耶穌
[00:05:52.760 --> 00:05:55.800]  甚至是不停的敵黨耶穌時
[00:05:55.800 --> 00:05:58.720]  耶穌在約翰福音說甚麼?
[00:05:58.720 --> 00:06:02.280]  「你們是出於你們的父魔鬼
[00:06:02.280 --> 00:06:04.440]  他說謊是出於自己
[00:06:04.440 --> 00:06:06.480]  因他本來是說謊的
[00:06:06.480 --> 00:06:09.600]  也是說謊人之父」
[00:06:09.600 --> 00:06:10.520]  他在說甚麼?
[00:06:10.520 --> 00:06:13.960]  原來說謊的源頭
[00:06:13.960 --> 00:06:17.160]  是來自魔鬼撒旦
[00:06:17.160 --> 00:06:19.920]  我們今天說甚麼是說謊?
[00:06:19.920 --> 00:06:22.080]  甚麼是說謊?
[00:06:22.080 --> 00:06:23.360]  即是說
[00:06:23.360 --> 00:06:24.760]  你出貓
[00:06:24.760 --> 00:06:26.360]  然後老師問你有沒有出貓
[00:06:26.360 --> 00:06:27.960]  然後你說沒有
[00:06:27.960 --> 00:06:29.200]  這是否說謊?
[00:06:29.200 --> 00:06:30.160]  是吧
[00:06:30.160 --> 00:06:33.800]  但原來說謊在聖經裡說的謊話
[00:06:33.800 --> 00:06:35.440]  不單止是「沒有」
[00:06:35.440 --> 00:06:36.880]  那麼簡單
[00:06:36.880 --> 00:06:39.120]  謊話的英文是「falsehood」
[00:06:39.120 --> 00:06:40.160]  即是說甚麼?
[00:06:40.160 --> 00:06:41.720]  你將事實
[00:06:41.720 --> 00:06:43.520]  你用你的說話技巧
[00:06:43.520 --> 00:06:45.240]  你去扭曲了它
[00:06:45.240 --> 00:06:47.720]  又或者你用你的說話技巧
[00:06:47.720 --> 00:06:49.640]  令到聽的人
[00:06:49.640 --> 00:06:53.400]  他不能夠知道事實的真相的時候
[00:06:53.400 --> 00:06:56.080]  這也是說謊
[00:06:56.080 --> 00:06:57.480]  大家又知不知道
[00:06:57.480 --> 00:07:02.040]  聖經裡第一個謊話是說甚麼的?
[00:07:02.040 --> 00:07:04.680]  有沒有想過?
[00:07:04.680 --> 00:07:06.400]  原來在聖經裡
[00:07:06.400 --> 00:07:09.760]  第一個謊言都是來自撒旦
[00:07:09.760 --> 00:07:10.840]  它說甚麼?
[00:07:10.840 --> 00:07:12.640]  在《創世紀》三章
[00:07:12.640 --> 00:07:14.120]  一至三節那裡
[00:07:14.120 --> 00:07:15.720]  蛇即是魔鬼
[00:07:15.720 --> 00:07:17.120]  它跟女人說
[00:07:17.120 --> 00:07:19.840]  「神起時真說不許」
[00:07:19.840 --> 00:07:23.720]  「你們是園中所有樹上的果子嗎?」
[00:07:23.720 --> 00:07:26.480]  然後女人就跟蛇說
[00:07:26.480 --> 00:07:29.680]  「園中樹上的果子我們可以吃」
[00:07:29.680 --> 00:07:33.360]  「唯有園中當中那棵樹上的果子」
[00:07:33.360 --> 00:07:36.400]  「神陳說你們不可吃也不可摸」
[00:07:36.400 --> 00:07:38.520]  「免得你們死」
[00:07:38.520 --> 00:07:40.760]  當我去預備這段經文的時候
[00:07:40.760 --> 00:07:41.640]  我會看
[00:07:41.640 --> 00:07:43.280]  咦?蛇說的說話
[00:07:43.280 --> 00:07:44.720]  它說的謊話
[00:07:44.720 --> 00:07:46.560]  嘩!真是高超
[00:07:46.560 --> 00:07:50.440]  原來每個字都是謊話
[00:07:50.440 --> 00:07:51.160]  你想想
[00:07:51.160 --> 00:07:53.240]  它不直接跟夏娃說
[00:07:53.240 --> 00:07:54.440]  「神這樣說」
[00:07:54.440 --> 00:07:57.360]  它說「神真的這樣說嗎?」
[00:07:57.360 --> 00:07:59.480]  蛤?它真的叫你這樣說嗎?
[00:07:59.480 --> 00:08:00.440]  這樣做嗎?
[00:08:00.440 --> 00:08:02.800]  不聽一次會不會死?
[00:08:02.800 --> 00:08:04.800]  我們會不會有時候心裏面
[00:08:04.800 --> 00:08:06.520]  我們都會有一個這樣的疑問
[00:08:06.520 --> 00:08:08.920]  撒旦會不會都在我們生命裏面
[00:08:08.920 --> 00:08:09.520]  這樣說
[00:08:09.520 --> 00:08:11.160]  蛤?看聖經
[00:08:11.160 --> 00:08:12.480]  聖經這樣說
[00:08:12.480 --> 00:08:13.880]  是不是真的?
[00:08:13.880 --> 00:08:15.920]  不做一次行不行?
[00:08:15.920 --> 00:08:17.600]  然後說甚麼?
[00:08:17.600 --> 00:08:19.000]  那條蛇繼續說
[00:08:19.000 --> 00:08:23.120]  「園中所有樹上的果子都不可以吃」
[00:08:23.120 --> 00:08:26.000]  所有?明明是那棵樹
[00:08:26.000 --> 00:08:27.720]  神叫它不要吃而已
[00:08:27.720 --> 00:08:31.320]  為甚麼撒旦這麼強調是「所有」?
[00:08:31.320 --> 00:08:34.520]  因為它想將神的屬性去扭曲
[00:08:34.520 --> 00:08:36.800]  它想令夏娃覺得是甚麼?
[00:08:36.800 --> 00:08:38.880]  不是所有東西神都給她
[00:08:38.880 --> 00:08:41.160]  因為神為自己留一手
[00:08:41.160 --> 00:08:45.600]  將最好的留給自己
[00:08:45.600 --> 00:08:50.280]  當夏娃聽到蛇這樣跟她說這個謊話的時候
[00:08:50.280 --> 00:08:52.200]  她誤信了撒旦的謊話
[00:08:52.200 --> 00:08:55.800]  她以為神真的為自己留一手
[00:08:55.800 --> 00:08:57.280]  將最好的留給自己
[00:08:57.280 --> 00:08:58.920]  不會給夏娃
[00:08:58.920 --> 00:09:01.440]  她以為其實不聽神說一次
[00:09:01.440 --> 00:09:03.160]  不會死而已
[00:09:03.160 --> 00:09:04.920]  於是乎怎樣?
[00:09:04.920 --> 00:09:07.360]  於是乎夏娃就中了這個陷阱
[00:09:07.360 --> 00:09:10.120]  結果她就吃了這個禁果
[00:09:10.120 --> 00:09:14.800]  她要承受最大禮給她的後果
[00:09:14.800 --> 00:09:15.760]  所以我們今天
[00:09:15.760 --> 00:09:18.000]  當我們說撒旦在我們生命裏面
[00:09:18.000 --> 00:09:20.040]  扮演一個甚麼的角色
[00:09:20.040 --> 00:09:23.400]  讓我們跟神之間的關係破壞的時候
[00:09:23.400 --> 00:09:24.200]  小心
[00:09:24.200 --> 00:09:27.320]  小心就是撒旦這個謊言
[00:09:27.320 --> 00:09:28.920]  而第二樣東西
[00:09:28.920 --> 00:09:30.880]  第二個角色我會想起
[00:09:30.880 --> 00:09:32.640]  其實撒旦用甚麼角色
[00:09:32.640 --> 00:09:36.520]  去令我們跟神之間的關係破壞呢?
[00:09:36.520 --> 00:09:39.160]  就是一個控告者的身份
[00:09:39.160 --> 00:09:40.280]  控告者
[00:09:40.280 --> 00:09:41.800]  剛才我們讀的經文
[00:09:41.800 --> 00:09:43.920]  在彼得前書五章八節
[00:09:43.920 --> 00:09:46.120]  它說「慕要謹守警誠」
[00:09:46.120 --> 00:09:48.760]  「因為你們的仇敵魔鬼」
[00:09:48.760 --> 00:09:51.720]  用甚麼形容魔鬼呢?
[00:09:51.720 --> 00:09:53.160]  「仇敵」
[00:09:53.160 --> 00:09:54.680]  就是你的敵人
[00:09:54.680 --> 00:09:57.280]  而我們去看漁民的時候
[00:09:57.280 --> 00:10:00.960]  這個「仇敵」不單止是敵人那麼簡單
[00:10:00.960 --> 00:10:02.600]  這個詞會甚麼時候用呢?
[00:10:02.600 --> 00:10:05.800]  就是你去上法庭的時候
[00:10:05.800 --> 00:10:07.520]  記起法庭當中
[00:10:07.520 --> 00:10:09.000]  那個指控你的人
[00:10:09.000 --> 00:10:10.640]  是不停地樣樣的
[00:10:10.640 --> 00:10:11.880]  會怎樣呢?
[00:10:11.880 --> 00:10:13.160]  舉證
[00:10:13.160 --> 00:10:15.560]  告訴你你做錯了甚麼
[00:10:15.560 --> 00:10:20.040]  告訴你希望到最後有一個結案層次是甚麼
[00:10:20.040 --> 00:10:23.280]  「你是一個罪人」
[00:10:23.280 --> 00:10:25.840]  原來魔鬼撒旦的角色就是
[00:10:25.840 --> 00:10:28.240]  不停地像是在法庭當中
[00:10:28.240 --> 00:10:30.640]  舉證說「你是何等的不配」
[00:10:30.640 --> 00:10:31.880]  「你是一個罪人」
[00:10:31.880 --> 00:10:33.920]  「你是無救的」
[00:10:33.920 --> 00:10:34.960]  弟兄姊妹,你知不知道
[00:10:34.960 --> 00:10:36.800]  在這段時間當中
[00:10:36.800 --> 00:10:39.120]  我們說教會要「復常」,對嗎?
[00:10:39.120 --> 00:10:41.800]  之前我們也有一段短片說
[00:10:41.800 --> 00:10:43.000]  「社會復常」
[00:10:43.000 --> 00:10:44.720]  「教會所以都要復常」
[00:10:44.720 --> 00:10:46.840]  「弟兄姊妹,你回到我們當中」
[00:10:46.840 --> 00:10:48.280]  「一起的敬拜」
[00:10:48.280 --> 00:10:50.360]  「一起的在群體當中」
[00:10:50.360 --> 00:10:53.120]  「我們去經歷神的真實」
[00:10:53.120 --> 00:10:56.440]  當我們這樣去說的時候
[00:10:56.440 --> 00:10:58.400]  鼓勵弟兄姊妹回來的時候
[00:10:58.400 --> 00:11:00.280]  有些弟兄姊妹就會說
[00:11:00.280 --> 00:11:02.680]  「你們是否在追數啊?」
[00:11:02.680 --> 00:11:06.680]  其實我想我們每一個作為牧者的
[00:11:06.680 --> 00:11:09.520]  我們會看數字其實是死
[00:11:09.520 --> 00:11:11.040]  但最重要的是甚麼
[00:11:11.040 --> 00:11:13.800]  你知道嗎?每個數字後面是代表著
[00:11:13.800 --> 00:11:15.320]  一個生命
[00:11:15.320 --> 00:11:16.760]  這是甚麼生命?
[00:11:16.760 --> 00:11:20.760]  這是耶穌基督用重價贖回的生命
[00:11:20.760 --> 00:11:22.040]  所以我們很擔心的就是
[00:11:22.040 --> 00:11:23.000]  弟兄姊妹
[00:11:23.000 --> 00:11:25.800]  你今天跟神之間的關係是怎樣的?
[00:11:25.800 --> 00:11:27.440]  你今天有沒有失落到
[00:11:27.440 --> 00:11:29.280]  屬神兒女的身份?
[00:11:29.280 --> 00:11:30.680]  在這個「新常態」當中
[00:11:30.680 --> 00:11:32.320]  你有沒有迷失?
[00:11:32.320 --> 00:11:34.960]  當我們這樣跟弟兄姊妹說的時候
[00:11:34.960 --> 00:11:36.920]  弟兄姊妹最初就會說
[00:11:36.920 --> 00:11:38.800]  「我工作忙」
[00:11:38.800 --> 00:11:40.720]  「我下班累了」
[00:11:40.720 --> 00:11:42.480]  「這是不是原因?」
[00:11:42.480 --> 00:11:46.000]  是,但當你再跟她說的時候
[00:11:46.000 --> 00:11:48.880]  你會發現原來在她生命的裏面
[00:11:48.880 --> 00:11:50.400]  她有一個掙扎
[00:11:50.400 --> 00:11:54.240]  因為有一個聲音不停指控她是甚麼
[00:11:54.240 --> 00:11:56.240]  「你不受歡迎」
[00:11:56.240 --> 00:11:57.840]  「你做錯事了」
[00:11:57.840 --> 00:11:59.400]  「你不聽話」
[00:11:59.400 --> 00:12:03.480]  「所以你是一個不合格的基督徒」
[00:12:03.480 --> 00:12:05.000]  弟兄姊妹,我想問你
[00:12:05.000 --> 00:12:07.120]  我們當中有沒有人會這樣
[00:12:07.120 --> 00:12:09.360]  去標籤我們的弟兄姊妹
[00:12:09.360 --> 00:12:11.240]  是不合格的基督徒?
[00:12:11.240 --> 00:12:12.840]  是不受歡迎的基督徒?
[00:12:12.840 --> 00:12:14.360]  會不會?
[00:12:14.360 --> 00:12:15.520]  不會的
[00:12:15.520 --> 00:12:18.760]  那誰在標籤她?
[00:12:18.760 --> 00:12:20.200]  在聖經中說甚麼?
[00:12:20.200 --> 00:12:21.800]  就是魔鬼撒旦
[00:12:21.800 --> 00:12:23.640]  不停地去指控
[00:12:23.640 --> 00:12:24.360]  指控我們
[00:12:24.360 --> 00:12:26.280]  令到我們的弟兄姊妹
[00:12:26.280 --> 00:12:28.760]  有時候有很大的掙扎
[00:12:28.760 --> 00:12:31.200]  而在聖經中一直在說的時候
[00:12:31.200 --> 00:12:32.680]  她說甚麼?
[00:12:32.680 --> 00:12:36.120]  原來魔鬼撒旦不單是一次指控我們
[00:12:36.120 --> 00:12:38.840]  在啟示62章10節中說甚麼?
[00:12:38.840 --> 00:12:42.120]  是晝夜地控告我們
[00:12:42.120 --> 00:12:44.960]  晝夜地不停地去令到我們
[00:12:44.960 --> 00:12:48.280]  經常以為自己是何等的不配
[00:12:48.280 --> 00:12:50.440]  我是一個罪人的身份
[00:12:50.440 --> 00:12:52.280]  但是聖經說甚麼?
[00:12:52.280 --> 00:12:54.360]  這些是出於那惡者
[00:12:54.360 --> 00:12:56.680]  叫我們不能夠跟神
[00:12:56.680 --> 00:13:00.400]  進入一個更深的關係之中
[00:13:00.400 --> 00:13:05.040]  而當魔鬼不停地指控我們的時候
[00:13:05.040 --> 00:13:06.640]  我們再看一段聖經
[00:13:06.640 --> 00:13:07.800]  那裡說甚麼?
[00:13:07.800 --> 00:13:08.720]  五章八節
[00:13:08.720 --> 00:13:10.200]  它說這個仇敵魔鬼
[00:13:10.200 --> 00:13:12.000]  他對我們的方法
[00:13:12.000 --> 00:13:13.360]  對我們的指控
[00:13:13.360 --> 00:13:16.320]  就是如同敲叫的獅子
[00:13:16.320 --> 00:13:17.760]  遍地遊行
[00:13:17.760 --> 00:13:20.120]  尋找可吞吃的人
[00:13:20.120 --> 00:13:20.840]  這裡說
[00:13:20.840 --> 00:13:24.040]  原來那惡者仇敵
[00:13:24.040 --> 00:13:26.240]  他就是如敲叫的獅子
[00:13:26.240 --> 00:13:27.640]  四面遊行
[00:13:27.640 --> 00:13:29.080]  到處去找
[00:13:29.080 --> 00:13:31.640]  找一些可以吞吃的人
[00:13:31.640 --> 00:13:34.320]  請問各位有沒有見過獅子?
[00:13:34.320 --> 00:13:35.920]  有沒有人見過真正的獅子?
[00:13:35.920 --> 00:13:37.200]  不是獅子王
[00:13:37.200 --> 00:13:38.680]  這邊有吧?
[00:13:38.680 --> 00:13:41.640]  我其實沒有見過真正的獅子
[00:13:41.640 --> 00:13:44.560]  好像香港其實沒有真正的獅子
[00:13:44.560 --> 00:13:46.720]  在外國可能動物園有那些
[00:13:46.720 --> 00:13:48.600]  那我就上網去找
[00:13:48.600 --> 00:13:51.720]  究竟獅子是怎樣的呢?
[00:13:51.720 --> 00:13:54.040]  聖經當中形容
[00:13:54.040 --> 00:13:57.720]  仇敵魔鬼是如敲叫的獅子的時候
[00:13:57.720 --> 00:14:00.280]  獅子他甚麼時候會叫呢?
[00:14:00.280 --> 00:14:03.280]  我在網上找到的資料是甚麼呢?
[00:14:03.280 --> 00:14:05.760]  原來獅子甚麼時候叫?
[00:14:05.760 --> 00:14:08.320]  就是他在捏食的時候
[00:14:08.320 --> 00:14:12.040]  他就會發出一些很大的敲叫聲
[00:14:12.040 --> 00:14:15.200]  而這個敲叫聲在平原上
[00:14:15.200 --> 00:14:17.320]  在八千米以外
[00:14:17.320 --> 00:14:19.120]  都會聽到
[00:14:19.120 --> 00:14:20.800]  嘩!八千米?
[00:14:20.800 --> 00:14:22.840]  即是有多遠?
[00:14:22.840 --> 00:14:24.360]  打個比喻就是
[00:14:24.360 --> 00:14:26.960]  大家知道北角會在哪裏吧?
[00:14:26.960 --> 00:14:28.520]  在北角碼頭那裏
[00:14:28.520 --> 00:14:29.680]  八千米
[00:14:29.680 --> 00:14:31.440]  即是說去到
[00:14:31.440 --> 00:14:34.520]  中山紀念公園那裏都會聽到
[00:14:34.520 --> 00:14:35.720]  嘩!你想想
[00:14:35.720 --> 00:14:37.360]  你在北角那裏
[00:14:37.360 --> 00:14:39.360]  有隻獅子在那裏叫
[00:14:39.360 --> 00:14:41.520]  去到中山紀念公園那裏
[00:14:41.520 --> 00:14:43.920]  這麼遠的距離都聽到
[00:14:43.920 --> 00:14:47.200]  如果你聽到這個叫聲你會怎樣?
[00:14:47.200 --> 00:14:48.120]  走?
[00:14:48.120 --> 00:14:49.080]  你走到哪裏?
[00:14:49.080 --> 00:14:50.400]  八千米那裏是嗎?
[00:14:50.400 --> 00:14:52.360]  會很害怕是嗎?
[00:14:52.360 --> 00:14:53.640]  原來
[00:14:53.640 --> 00:14:55.600]  獅子他叫的時候
[00:14:55.600 --> 00:14:57.480]  他要表達一樣甚麼?
[00:14:57.480 --> 00:14:58.560]  第一是要你害怕
[00:14:58.560 --> 00:14:59.520]  好像大英之門說的
[00:14:59.520 --> 00:15:00.400]  害怕
[00:15:00.400 --> 00:15:02.160]  然後他會告訴你
[00:15:02.160 --> 00:15:04.040]  我在捏食當中
[00:15:04.040 --> 00:15:06.600]  我要將你在愛子耶穌
[00:15:06.600 --> 00:15:08.080]  基督的國度裏面
[00:15:08.080 --> 00:15:09.400]  我搶回來
[00:15:09.400 --> 00:15:10.760]  然後我要
[00:15:10.760 --> 00:15:12.200]  將你成為獵物
[00:15:12.200 --> 00:15:15.080]  放在我的黑暗的權勢裏面
[00:15:15.080 --> 00:15:16.200]  所以原來
[00:15:16.200 --> 00:15:20.520]  這個撒旦如敲叫的獅子的時候
[00:15:20.520 --> 00:15:22.400]  就是要告訴我們
[00:15:22.400 --> 00:15:24.680]  我要將你成為我的獵物
[00:15:24.680 --> 00:15:26.520]  我要令你害怕
[00:15:26.520 --> 00:15:27.720]  所以去到這裏的時候
[00:15:27.720 --> 00:15:28.960]  我就會想起
[00:15:28.960 --> 00:15:31.640]  我自己在今年年初
[00:15:31.640 --> 00:15:33.560]  我去了日本旅行
[00:15:33.560 --> 00:15:34.960]  去到日本旅行的時候
[00:15:34.960 --> 00:15:36.520]  就玩了一個遊戲
[00:15:36.520 --> 00:15:37.840]  就叫做VR
[00:15:37.840 --> 00:15:40.320]  當中有沒有大兄姊妹玩過VR?
[00:15:40.320 --> 00:15:41.400]  有吧?
[00:15:41.400 --> 00:15:43.800]  就是會戴著眼鏡
[00:15:43.800 --> 00:15:46.680]  然後你就會見到一些景象
[00:15:46.680 --> 00:15:49.160]  好像很真實的景象
[00:15:49.160 --> 00:15:52.080]  VR的全名叫做
[00:15:52.080 --> 00:15:54.360]  Virtual Reality
[00:15:54.360 --> 00:15:54.960]  中文呢?
[00:15:54.960 --> 00:15:57.280]  知道中文是甚麼嗎?
[00:15:57.280 --> 00:15:59.120]  虛擬實境
[00:15:59.120 --> 00:16:00.720]  我想問大家
[00:16:00.720 --> 00:16:02.600]  如果你在遊戲裏面
[00:16:02.600 --> 00:16:05.160]  你看到的東西、聽到的聲音
[00:16:05.160 --> 00:16:09.440]  是虛還是實?
[00:16:09.440 --> 00:16:11.000]  有些人說虛
[00:16:11.000 --> 00:16:14.760]  有些人說又虛又實
[00:16:14.760 --> 00:16:17.160]  它告訴你虛擬實境的時候
[00:16:17.160 --> 00:16:20.760]  就是說將一些是虛擬的東西
[00:16:20.760 --> 00:16:24.160]  很真實地呈現在你眼前
[00:16:24.160 --> 00:16:27.000]  我記得我去玩這個遊戲之前
[00:16:27.000 --> 00:16:30.240]  就要在館外排隊
[00:16:30.240 --> 00:16:31.200]  因為要等
[00:16:31.200 --> 00:16:33.200]  裏面有一批人在玩
[00:16:33.200 --> 00:16:36.080]  當我在等的過程裏面
[00:16:36.080 --> 00:16:36.880]  我甚麼都看不到
[00:16:36.880 --> 00:16:39.040]  我不知道他們會看到甚麼
[00:16:39.040 --> 00:16:40.880]  但我聽到的是甚麼?
[00:16:40.880 --> 00:16:43.240]  那些尖叫聲
[00:16:43.240 --> 00:16:46.240]  有小朋友害怕到好像哭的聲音
[00:16:46.240 --> 00:16:47.920]  然後我腦裏面
