
[00:00:00.000 --> 00:00:09.000]  我們先來看看從這經目裏頭看到這個保羅寫鐵杓人家後書的目的
[00:03:08.000 --> 00:03:11.000]  這就是當時的預言
[00:03:11.000 --> 00:03:16.000]  當你已經預言過在主耶穌回來以前
[00:03:16.000 --> 00:03:19.000]  在世界上有一個最後一個七
[00:03:19.000 --> 00:03:22.000]  是可以說是指一個大災難
[00:03:22.000 --> 00:03:27.000]  所以大災難的時間一般認爲是七年
[00:03:27.000 --> 00:03:29.000]  七年大災難
[00:03:29.000 --> 00:03:32.000]  所以這個是舊約有預言
[00:03:32.000 --> 00:03:36.000]  到了新約的話主耶穌就特別提出來
[00:03:36.000 --> 00:03:40.000]  首先我們看看世界上的話
[00:03:40.000 --> 00:03:45.000]  我們親身所看到所聽到的的確是很多很多
[00:03:45.000 --> 00:03:50.000]  常常是有地震啊
[00:03:50.000 --> 00:03:53.000]  地震是連連不斷
[00:03:53.000 --> 00:03:55.000]  有很多空難
[00:03:55.000 --> 00:03:57.000]  危急時勢
[00:03:57.000 --> 00:04:00.000]  有些洪水
[00:04:00.000 --> 00:04:04.000]  那麼還有特別就是社會的動盪不安
[00:04:04.000 --> 00:04:08.000]  現在可以看到有好多地方的話
[00:04:08.000 --> 00:04:13.000]  這些恐怖主義分子他們所進行的
[00:04:13.000 --> 00:04:15.000]  也可以看到在社會上
[00:04:15.000 --> 00:04:21.000]  這些青年人起來來反對這個現在的政權
[00:04:21.000 --> 00:04:25.000]  不管是在東方西方都有這些事情
[00:04:25.000 --> 00:04:28.000]  過去好像都比較安定一些
[00:04:28.000 --> 00:04:31.000]  現在可以應作要要獨立
[00:04:31.000 --> 00:04:33.000]  我要獨立
[00:04:33.000 --> 00:04:36.000]  我要民主
[00:04:36.000 --> 00:04:40.000]  那麼就可以有各種各樣的暴力的手段
[00:04:40.000 --> 00:04:42.000]  來達到目的
[00:04:42.000 --> 00:04:45.000]  所以我們知道這有大的災難
[00:04:45.000 --> 00:04:48.000]  那麼啓示錄裏頭也特別提到
[00:04:48.000 --> 00:04:51.000]  還有災難有七個硬
[00:04:51.000 --> 00:04:54.000]  有七個好
[00:04:54.000 --> 00:04:56.000]  還有七個壞
[00:04:56.000 --> 00:05:02.000]  所以這個都是在聖經裏頭所預言的大災難
[00:05:02.000 --> 00:05:07.000]  當時的鐵上龍一家的信徒
[00:05:07.000 --> 00:05:10.000]  他們也遇到很大的困難
[00:05:10.000 --> 00:05:13.000]  他們在信了主以後
[00:05:13.000 --> 00:05:17.000]  就看到他們受到逼迫
[00:05:17.000 --> 00:05:21.000]  由他們當地的人逼迫他們
[00:05:21.000 --> 00:05:26.000]  可能會有些人家產就被沒收了
[00:05:26.000 --> 00:05:33.000]  或者有些人就受到人生的攻擊了
[00:05:33.000 --> 00:05:37.000]  所以這個他們覺得是很困難
[00:05:37.000 --> 00:05:41.000]  那麼有些他們親人就離開了
[00:05:41.000 --> 00:05:44.000]  所以保羅就安慰他們
[00:05:44.000 --> 00:05:50.000]  說是他們就認爲這個主的日子就到了
[00:05:50.000 --> 00:05:53.000]  所以在前書主也說
[00:05:53.000 --> 00:05:55.000]  保羅就安慰他們
[00:05:55.000 --> 00:06:01.000]  他說你們不要因爲親人離開了
[00:06:01.000 --> 00:06:03.000]  當主來的時候
[00:06:03.000 --> 00:06:05.000]  聖徒被劫了
[00:06:05.000 --> 00:06:09.000]  但是已經死去的聖徒怎麼辦呢
[00:06:09.000 --> 00:06:13.000]  所以保羅在前書就安慰他們說
[00:06:13.000 --> 00:06:15.000]  要先有福薄
[00:06:15.000 --> 00:06:18.000]  這些在主裏死去的碎了聖徒
[00:06:18.000 --> 00:06:19.000]  要先福薄
[00:06:19.000 --> 00:06:25.000]  然後活着還存留的聖徒
[00:06:25.000 --> 00:06:28.000]  要一同被提到空中
[00:06:28.000 --> 00:06:30.000]  與主相聚
[00:06:30.000 --> 00:06:33.000]  所以他們可以放心
[00:06:33.000 --> 00:06:35.000]  將來主來的時候
[00:06:35.000 --> 00:06:39.000]  你們死去的親人是在主裏的
[00:06:39.000 --> 00:06:41.000]  他們要先福薄
[00:06:41.000 --> 00:06:43.000]  那我們已經在主裏頭
[00:06:43.000 --> 00:06:46.000]  活着的人就要被提到空中
[00:06:46.000 --> 00:06:49.000]  與他們一同相會
[00:06:49.000 --> 00:06:52.000]  所以保羅安慰他們
[00:06:52.000 --> 00:06:55.000]  但是爲什麼又寫後書呢
[00:06:55.000 --> 00:07:00.000]  後書就是看到這些聖徒
[00:07:00.000 --> 00:07:04.000]  他們以爲主的日子已經來到了
[00:07:04.000 --> 00:07:07.000]  已經進到大災難裏頭了
[00:07:07.000 --> 00:07:10.000]  他們已經在災難裏頭了
[00:07:10.000 --> 00:07:13.000]  但是他們還沒有被提
[00:07:13.000 --> 00:07:16.000]  所以他就沒有搞清楚
[00:07:16.000 --> 00:07:23.000]  被提跟災難有什麼關係
[00:07:23.000 --> 00:07:27.000]  所以他們覺得有點失去盼望
[00:07:27.000 --> 00:07:31.000]  所以保羅就是告訴他們
[00:07:31.000 --> 00:07:35.000]  他說主的日子來以前
[00:07:35.000 --> 00:07:38.000]  還有一些大的事情要發生
[00:07:38.000 --> 00:07:42.000]  就在世上有大罪人要出現
[00:07:42.000 --> 00:07:45.000]  這些種種的情形
[00:07:45.000 --> 00:07:50.000]  然後主才能夠降臨到地上
[00:07:50.000 --> 00:07:55.000]  所以在後書就要糾正
[00:07:55.000 --> 00:07:58.000]  這些聖徒對主的日子
[00:07:58.000 --> 00:08:02.000]  跟大災難這些錯誤的理解
[00:08:02.000 --> 00:08:06.000]  所以寫後書跟前書
[00:08:06.000 --> 00:08:08.000]  總的配合起來
[00:08:08.000 --> 00:08:12.000]  可以糾正安慰聖徒
[00:08:12.000 --> 00:08:15.000]  對主的認識
[00:08:15.000 --> 00:08:25.000]  對他們應該是怎樣的生活
[00:08:25.000 --> 00:08:28.000]  在這個後書第一章裏面
[00:08:28.000 --> 00:08:35.000]  先開始保羅爲了信徒感謝神
[00:08:35.000 --> 00:08:40.000]  他說爲了信徒在這個逼迫跟患難中間
[00:08:40.000 --> 00:08:42.000]  他們仍然有信心
[00:08:42.000 --> 00:08:44.000]  仍然有愛心
[00:08:44.000 --> 00:08:46.000]  爲了感謝神
[00:08:46.000 --> 00:08:53.000]  所以在第一章第三節第四節
[00:08:53.000 --> 00:08:57.000]  就說到你們的信心格外增長
[00:08:57.000 --> 00:09:04.000]  而且你們縱容彼此相愛的心也都充足
[00:09:04.000 --> 00:09:07.000]  但是跟前書不同的
[00:09:07.000 --> 00:09:10.000]  就是沒有提到盼望
[00:09:10.000 --> 00:09:14.000]  本來在前書是提過有盼望的
[00:09:14.000 --> 00:09:18.000]  你們心心所做的工作
[00:09:18.000 --> 00:09:21.000]  你們的愛心所受的勞苦
[00:09:21.000 --> 00:09:24.000]  你們應該盼望還有忍耐
[00:09:24.000 --> 00:09:28.000]  信望愛在前書都提到了
[00:09:28.000 --> 00:09:35.000]  但在後書就沒有提到盼望這兩個字
[00:09:35.000 --> 00:09:39.000]  所以他們不是沒有盼望
[00:09:39.000 --> 00:09:41.000]  他們還有盼望
[00:09:41.000 --> 00:09:43.000]  但這個盼望不太明確
[00:09:43.000 --> 00:09:45.000]  比較暗淡一些
[00:09:45.000 --> 00:09:47.000]  不太清楚
[00:09:47.000 --> 00:09:52.000]  所以就沒有提到他們盼望兩個字
[00:09:52.000 --> 00:09:57.000]  因爲信望愛這三樣是合在一起的
[00:09:57.000 --> 00:09:59.000]  是基本的
[00:09:59.000 --> 00:10:02.000]  是信徒基本的信仰
[00:10:02.000 --> 00:10:04.000]  是缺一不可的
[00:10:04.000 --> 00:10:08.000]  所以保羅在後書就要糾正他們
[00:10:08.000 --> 00:10:12.000]  應該仍然要有盼望
[00:10:12.000 --> 00:10:15.000]  因爲主耶穌快要回來了
[00:10:15.000 --> 00:10:20.000]  但是說到盼望我們都知道很重要
[00:10:20.000 --> 00:10:22.000]  但是盼望不太容易
[00:10:22.000 --> 00:10:25.000]  尤其你看到現實的情況
[00:10:25.000 --> 00:10:29.000]  而且很長的時間都沒有解決
[00:10:29.000 --> 00:10:32.000]  你的盼望就會慢慢的暗淡了
[00:10:32.000 --> 00:10:36.000]  特別是在艱苦困難的日子中間
[00:10:36.000 --> 00:10:39.000]  好像你抬頭看不見天日
[00:10:39.000 --> 00:10:41.000]  好像一片茫茫
[00:10:41.000 --> 00:10:43.000]  不知道前途怎麼辦
[00:10:43.000 --> 00:10:45.000]  所以這樣的情況下
[00:10:45.000 --> 00:10:50.000]  人很容易心裏面就會膽怯
[00:10:50.000 --> 00:10:52.000]  就會失去盼望
[00:10:52.000 --> 00:10:57.000]  所以這個盼望實在是我們是很需要的
[00:10:57.000 --> 00:11:05.000]  對待一些困難的情形是非常需要的
[00:11:05.000 --> 00:11:09.000]  我想起我自己在國內的時候
[00:11:09.000 --> 00:11:14.000]  受到政治上的迫害
[00:11:14.000 --> 00:11:17.000]  我的信仰受到迫害
[00:11:17.000 --> 00:11:19.000]  所以就得加上一個罪名
[00:11:19.000 --> 00:11:21.000]  反革命分子
[00:11:21.000 --> 00:11:24.000]  這個分子不是說單單說說你
[00:11:24.000 --> 00:11:27.000]  對你各方面都有影響
[00:11:27.000 --> 00:11:28.000]  不管你的工作
[00:11:28.000 --> 00:11:30.000]  你的待遇
[00:11:30.000 --> 00:11:32.000]  你的政治的地位
[00:11:32.000 --> 00:11:35.000]  而且你的子女的前途
[00:11:35.000 --> 00:11:37.000]  都是有影響的
[00:11:37.000 --> 00:11:40.000]  開始的時候我想的很簡單
[00:11:40.000 --> 00:11:45.000]  不過就是很短的時間就可以過去了
[00:11:45.000 --> 00:11:51.000]  所以每到一定的階期
[00:11:51.000 --> 00:11:53.000]  國慶
[00:11:53.000 --> 00:11:57.000]  國慶現在是要有十週年了
[00:11:57.000 --> 00:11:59.000]  那到十週年呢
[00:11:59.000 --> 00:12:04.000]  一般都很多時候有一個大赦
[00:12:04.000 --> 00:12:07.000]  就是把過去的事情都算了
[00:12:07.000 --> 00:12:09.000]  就說過去了
[00:12:09.000 --> 00:12:10.000]  沒有
[00:12:10.000 --> 00:12:12.000]  十年的時候也沒有大赦
[00:12:12.000 --> 00:12:15.000]  二十年也沒有大赦
[00:12:15.000 --> 00:12:18.000]  就是你好長時間都看不見
[00:12:18.000 --> 00:12:24.000]  你仍然是長時間活在這種被人藐視
[00:12:24.000 --> 00:12:29.000]  好像你變成二等公民這樣的一個生活中間
[00:12:29.000 --> 00:12:32.000]  是覺得沒有辦法
[00:12:32.000 --> 00:12:33.000]  所以就
[00:12:33.000 --> 00:12:36.000]  那就對將來的孩子也是有影響的
[00:12:36.000 --> 00:12:37.000]  他們的升學
[00:12:37.000 --> 00:12:42.000]  他們的進階工作都有關係
[00:12:42.000 --> 00:12:46.000]  所以就是不知道什麼時候能結束
[00:12:46.000 --> 00:12:48.000]  什麼時候能夠結束
[00:12:48.000 --> 00:12:50.000]  能夠有轉變
[00:12:50.000 --> 00:12:52.000]  沒有看到盼望
[00:12:52.000 --> 00:12:55.000]  所以心裏面是很沉重的
[00:12:55.000 --> 00:12:57.000]  但是感謝神
[00:12:57.000 --> 00:13:00.000]  我仍然是相信神
[00:13:00.000 --> 00:13:03.000]  把自己交給神
[00:13:03.000 --> 00:13:07.000]  我就說我如果不能離開青海
[00:13:07.000 --> 00:13:12.000]  我就是主若是要我死在青海
[00:13:12.000 --> 00:13:14.000]  那我也是願意
[00:13:14.000 --> 00:13:16.000]  所以在沒有盼望中間
[00:13:16.000 --> 00:13:18.000]  仍然有主的話
[00:13:18.000 --> 00:13:21.000]  主的安慰
[00:13:21.000 --> 00:13:25.000]  就幫助我過來這幾十年
[00:13:25.000 --> 00:13:27.000]  所以盼望是非常重要
[00:13:27.000 --> 00:13:28.000]  所以弟兄姊妹
[00:13:28.000 --> 00:13:31.000]  每個人都有困難
[00:13:31.000 --> 00:13:33.000]  大小的不同
[00:13:33.000 --> 00:13:36.000]  但是我們都對盼望
[00:13:36.000 --> 00:13:39.000]  知道我們是屬於主的
[00:13:39.000 --> 00:13:41.000]  主知道我們的情形
[00:13:41.000 --> 00:13:44.000]  他並不是不管
[00:13:44.000 --> 00:13:48.000]  他乃是在暗中在幫助我們
[00:13:48.000 --> 00:13:50.000]  在訓練我們
[00:13:50.000 --> 00:13:51.000]  在造就我們
[00:13:51.000 --> 00:13:54.000]  好像我們在困難中間
[00:13:54.000 --> 00:13:56.000]  因着能夠來依靠他
[00:13:56.000 --> 00:14:00.000]  我們就生命上就能夠漸漸的長大
[00:14:00.000 --> 00:14:02.000]  感謝神
[00:14:02.000 --> 00:14:06.000]  我們是有盼望的人
[00:14:06.000 --> 00:14:09.000]  保羅在這個地上裏頭
[00:14:09.000 --> 00:14:10.000]  他有鼓勵
[00:14:10.000 --> 00:14:13.000]  他有警告
[00:14:13.000 --> 00:14:16.000]  第一個保羅提出來
[00:14:16.000 --> 00:14:20.000]  他說你們
[00:14:20.000 --> 00:14:21.000]  弟兄姊說
[00:14:21.000 --> 00:14:23.000]  他說你們受苦
[00:14:23.000 --> 00:14:28.000]  這正是神公義判斷的明證
[00:14:28.000 --> 00:14:33.000]  你受苦怎麼還會是公義判斷的明證呢
[00:14:33.000 --> 00:14:34.000]  那這句話呢
[00:14:34.000 --> 00:14:37.000]  有些英文的譯本就說
[00:14:37.000 --> 00:14:44.000]  神藉着這個逼迫來顯明他的公正
[00:14:44.000 --> 00:14:49.000]  使你們與他的國相稱
[00:14:49.000 --> 00:14:53.000]  所以公義判斷的明證的意思就是
[00:14:53.000 --> 00:14:55.000]  雖然看起來你們是受的逼迫
[00:14:55.000 --> 00:14:58.000]  但是這個逼迫跟苦難呢
[00:14:58.000 --> 00:15:04.000]  是神所用來顯明他的公正
[00:15:04.000 --> 00:15:08.000]  使你們跟他的國能夠相稱
[00:15:08.000 --> 00:15:11.000]  那爲什麼信徒受苦
[00:15:11.000 --> 00:15:15.000]  還是神公義的判斷的明證呢
[00:15:15.000 --> 00:15:19.000]  因爲神雖然是藉着苦難
[00:15:19.000 --> 00:15:22.000]  允許苦難領導他們
[00:15:22.000 --> 00:15:25.000]  但是也要藉着苦難呢
[00:15:25.000 --> 00:15:28.000]  給他們屬靈的祝福
[00:15:28.000 --> 00:15:30.000]  苦難不是害我們
[00:15:30.000 --> 00:15:34.000]  不是要叫我們沒有出路
[00:15:34.000 --> 00:15:37.000]  苦難乃是神要藉着苦難
[00:15:37.000 --> 00:15:42.000]  給我們祝福顯明他的公義的
[00:15:42.000 --> 00:15:46.000]  所以天上人家弟兄姊妹
[00:15:46.000 --> 00:15:48.000]  在受苦中呢
[00:15:48.000 --> 00:15:52.000]  依然存在信心、愛心、忍耐
[00:15:52.000 --> 00:15:57.000]  這個呢顯明他們是配爲神的國受苦
[00:15:57.000 --> 00:16:02.000]  人家說教你們可算配得神的國
[00:16:02.000 --> 00:16:05.000]  教的意思就是神教的
[00:16:05.000 --> 00:16:08.000]  神教的意思是神有他目的
[00:16:08.000 --> 00:16:10.000]  神之教這些人受苦呢
[00:16:10.000 --> 00:16:13.000]  就在受苦中間倚靠神
[00:16:13.000 --> 00:16:16.000]  就在受苦中間神的看顧、保守
[00:16:16.000 --> 00:16:21.000]  神的祝福叫這些人經過受苦以後
[00:16:21.000 --> 00:16:25.000]  他們證明他們是神國的子民
[00:16:25.000 --> 00:16:27.000]  他們是屬於神的國的
[00:16:27.000 --> 00:16:29.000]  這樣的話呢
[00:16:29.000 --> 00:16:33.000]  神給他們神的國度
[00:16:33.000 --> 00:16:35.000]  將來祝福他們
[00:16:35.000 --> 00:16:39.000]  叫他們能夠得到神的賞賜
[00:16:39.000 --> 00:16:43.000]  這個都是神這個公義的
[00:16:43.000 --> 00:16:46.000]  證明神的公義的
[00:16:46.000 --> 00:16:48.000]  所以這個地方
[00:16:48.000 --> 00:16:51.000]  我們應該在苦難中間能夠認識到
[00:16:51.000 --> 00:16:56.000]  我們能夠不能夠配得神的國
[00:16:56.000 --> 00:17:00.000]  配得神的國就是跟神的國
[00:17:00.000 --> 00:17:05.000]  這個要求、這個榮耀能夠相配
[00:17:05.000 --> 00:17:08.000]  如果我們說我們是神國的子民
[00:17:08.000 --> 00:17:10.000]  我們碰到困難了以後
[00:17:10.000 --> 00:17:12.000]  我們就灰心、我們就失望
[00:17:12.000 --> 00:17:13.000]  那這樣的話
[00:17:13.000 --> 00:17:16.000]  那你還不配跟神的國
[00:17:16.000 --> 00:17:18.000]  這樣的國你還不配
[00:17:18.000 --> 00:17:22.000]  神的國就是要經過了許多的艱難
[00:17:22.000 --> 00:17:24.000]  才能進入的
[00:17:24.000 --> 00:17:26.000]  如果說我們能夠堅持
[00:17:26.000 --> 00:17:30.000]  有信心、有愛心、有忍耐、有盼望
[00:17:30.000 --> 00:17:32.000]  那我們這樣的話
[00:17:32.000 --> 00:17:34.000]  他們就別人看見過
[00:17:34.000 --> 00:17:36.000]  他們是基督徒
[00:17:36.000 --> 00:17:38.000]  他們是屬於神的國的
[00:17:38.000 --> 00:17:41.000]  這樣的神就得到榮耀
[00:17:41.000 --> 00:17:45.000]  所以配得神的國
[00:17:45.000 --> 00:17:49.000]  所以問題就是你爲什麼受苦
[00:17:49.000 --> 00:17:51.000]  如果你爲自己的錯誤
[00:17:51.000 --> 00:17:53.000]  你的犯罪而受苦
[00:17:53.000 --> 00:17:55.000]  那是不太值得的
[00:17:55.000 --> 00:18:00.000]  如果你真的是爲了神的國受苦
[00:18:00.000 --> 00:18:02.000]  那麼這樣的話
[00:18:02.000 --> 00:18:04.000]  爲了主受苦
[00:18:04.000 --> 00:18:06.000]  爲了福音受苦
[00:18:06.000 --> 00:18:08.000]  那是有價值的
[00:18:08.000 --> 00:18:11.000]  神爲此得到榮耀
[00:18:11.000 --> 00:18:16.000]  所以我們看到在教會的歷史中間
[00:18:16.000 --> 00:18:18.000]  有好多的聖徒
[00:18:18.000 --> 00:18:20.000]  他們爲了神的國
[00:18:20.000 --> 00:18:22.000]  爲了神的福音
[00:18:22.000 --> 00:18:25.000]  離開家鄉、離開自己的家
[00:18:25.000 --> 00:18:27.000]  到遠方去傳福音
[00:18:27.000 --> 00:18:30.000]  他們是受了很多的苦
[00:18:30.000 --> 00:18:32.000]  但是呢
[00:18:32.000 --> 00:18:34.000]  在神看來
[00:18:34.000 --> 00:18:36.000]  他們是配得神的國
[00:18:36.000 --> 00:18:40.000]  跟神的國的身份是相稱的
[00:18:40.000 --> 00:18:42.000]  神得到榮耀
[00:18:42.000 --> 00:18:48.000]  所以基督徒爲了信仰受苦的話
[00:18:48.000 --> 00:18:53.000]  是神在他們中間做功的一個證據
[00:18:53.000 --> 00:19:00.000]  所以在第五節開始就說到
[00:19:02.000 --> 00:19:09.000]  就是爲什麼受苦還是神在中間的工作
[00:19:09.000 --> 00:19:14.000]  第一個可以看到呢
[00:19:14.000 --> 00:19:16.000]  就是剛纔我們說的
[00:19:16.000 --> 00:19:18.000]  他們就配得神的國
[00:19:18.000 --> 00:19:21.000]  你們就是爲這國受苦
[00:19:21.000 --> 00:19:24.000]  所以神藉着苦難造就
[00:19:24.000 --> 00:19:26.000]  預備他們
[00:19:26.000 --> 00:19:30.000]  預備這些神國的子民
[00:19:30.000 --> 00:19:33.000]  但是不是說你受苦了
[00:19:33.000 --> 00:19:35.000]  那就配
[00:19:35.000 --> 00:19:37.000]  而是你呢
[00:19:37.000 --> 00:19:39.000]  是能夠在受苦中間
[00:19:39.000 --> 00:19:41.000]  你還能夠來依靠神
[00:19:41.000 --> 00:19:43.000]  來順服神
[00:19:43.000 --> 00:19:45.000]  你能夠在這個過程中間
[00:19:45.000 --> 00:19:48.000]  能夠依靠神
[00:19:48.000 --> 00:19:50.000]  不離開神
[00:19:50.000 --> 00:19:52.000]  不放棄信仰
[00:19:52.000 --> 00:19:54.000]  那這樣的話
[00:19:54.000 --> 00:20:00.000]  就是能夠配得神的國
[00:20:00.000 --> 00:20:05.000]  所以神允許的苦難
[00:20:05.000 --> 00:20:07.000]  領導信徒的目的呢
[00:20:07.000 --> 00:20:10.000]  就是藉着在苦難中間
[00:20:10.000 --> 00:20:14.000]  顯出我們是信神
[00:20:14.000 --> 00:20:16.000]  我們是依靠神
[00:20:16.000 --> 00:20:18.000]  我們是順服神的
[00:20:18.000 --> 00:20:22.000]  我們可以從我們的順服和信靠中間
[00:20:22.000 --> 00:20:26.000]  能看到我們所領受的生命
[00:20:26.000 --> 00:20:30.000]  是一個真實的生命
[00:20:30.000 --> 00:20:33.000]  我們不是單單是口頭信仰
[00:20:33.000 --> 00:20:38.000]  我們所得到的是一個新的生命
[00:20:38.000 --> 00:20:40.000]  是神的生命
[00:20:40.000 --> 00:20:41.000]  那這樣的話
[00:20:41.000 --> 00:20:43.000]  我們能夠證明
[00:20:43.000 --> 00:20:46.000]  我們的生命是真實的
[00:20:46.000 --> 00:20:48.000]  那這樣的話
[00:20:48.000 --> 00:20:52.000]  神給我們的公益 給我們獎賞的話
[00:20:52.000 --> 00:20:53.000]  將來給我們獎賞
[00:20:53.000 --> 00:20:57.000]  也說明神是公益的
[00:20:57.000 --> 00:20:58.000]  所以第一個證據呢
[00:20:58.000 --> 00:21:05.000]  就是他叫他們能夠配得神的國
[00:21:05.000 --> 00:21:07.000]  第二個
[00:21:07.000 --> 00:21:10.000]  有什麼證據呢
[00:21:10.000 --> 00:21:11.000]  這個
[00:21:11.000 --> 00:21:13.000]  這樣的就是
[00:21:13.000 --> 00:21:17.000]  顯明這個世界是應該被定罪的
[00:21:17.000 --> 00:21:19.000]  所以底下說
[00:21:19.000 --> 00:21:28.000]  神要將患難報應那家患難給你們的人
[00:21:28.000 --> 00:21:29.000]  而且呢
[00:21:29.000 --> 00:21:30.000]  這個時候呢
[00:21:30.000 --> 00:21:35.000]  你要叫受患難的人都想安息
[00:21:35.000 --> 00:21:43.000]  神不會忘記每一個爲他的國而受苦的人
[00:21:43.000 --> 00:21:48.000]  所以對什麼時候能夠把這個患難
[00:21:48.000 --> 00:21:50.000]  對這個逼迫基督徒
[00:21:50.000 --> 00:21:54.000]  把患難加給基督徒的人來報應他們呢
[00:21:54.000 --> 00:21:56.000]  是到主的日子
[00:21:56.000 --> 00:21:59.000]  現在還不是主的日子
[00:21:59.000 --> 00:22:02.000]  但是有一天主來了
[00:22:02.000 --> 00:22:03.000]  主的日子
[00:22:03.000 --> 00:22:05.000]  主來到地上了
[00:22:05.000 --> 00:22:10.000]  神要把患難加給那些逼迫基督徒
[00:22:10.000 --> 00:22:14.000]  把患難加給信徒的人
[00:22:14.000 --> 00:22:19.000]  而且當時對這個受患難的人呢
[00:22:19.000 --> 00:22:25.000]  那就是跟聖徒第七節說
[00:22:25.000 --> 00:22:30.000]  不但一方面將患難報應那家患難給你們的人
[00:22:30.000 --> 00:22:31.000]  另一方面呢
[00:22:31.000 --> 00:22:32.000]  第七節說呢
[00:22:32.000 --> 00:22:39.000]  也必使你們這受患難的人與我們同得平安
[00:22:39.000 --> 00:22:41.000]  同得平安
[00:22:41.000 --> 00:22:47.000]  同得平安的意思就是同得安息
[00:22:47.000 --> 00:22:55.000]  所以你看到在讀到啓示錄第六章的時候
[00:22:55.000 --> 00:22:57.000]  讀到有七個應
[00:22:57.000 --> 00:22:59.000]  第一應是什麼
[00:22:59.000 --> 00:23:01.000]  第二應是什麼
[00:23:01.000 --> 00:23:04.000]  讀到第五應的時候呢
[00:23:04.000 --> 00:23:07.000]  不是講到戰爭了
[00:23:07.000 --> 00:23:10.000]  不是講到這個饑荒了
[00:23:10.000 --> 00:23:13.000]  而是講到在祭壇下的人
[00:23:13.000 --> 00:23:14.000]  在祭壇下的人
[00:23:14.000 --> 00:23:20.000]  他們有呼聲說求主給他們聖約
[00:23:20.000 --> 00:23:23.000]  那麼就有話對他們說了
[00:23:23.000 --> 00:23:25.000]  安息片時
[00:23:25.000 --> 00:23:28.000]  安息等等
[00:23:28.000 --> 00:23:30.000]  主快回來了
[00:23:30.000 --> 00:23:32.000]  他要實現報應了
[00:23:32.000 --> 00:23:34.000]  所以這安息片時呢
[00:23:34.000 --> 00:23:37.000]  不是說你不受患難
[00:23:37.000 --> 00:23:39.000]  而是要忍耐
[00:23:39.000 --> 00:23:43.000]  要等候主的回來
[00:23:43.000 --> 00:23:46.000]  當我們能夠等候的時候呢
