
[00:00:00.000 --> 00:00:01.700]  聽子們午安
[00:08:57.800 --> 00:09:02.280]  而是我女兒生了一對孫子
[00:09:02.280 --> 00:09:04.160]  是不是很可愛
[00:09:04.160 --> 00:09:07.920]  每個爺爺奶奶都說自己的孫子可愛
[00:09:07.920 --> 00:09:10.560]  不過她是真的很可愛
[00:09:10.560 --> 00:09:15.640]  你有沒有發現BB最會吵架是什麼時候
[00:09:15.640 --> 00:09:16.840]  肚子餓不餓
[00:09:16.840 --> 00:09:18.720]  肚子餓給一瓶奶就搞定了
[00:09:18.720 --> 00:09:20.240]  什麼時候最會吵架
[00:09:20.240 --> 00:09:23.960]  什麼
[00:09:23.960 --> 00:09:26.760]  睜着眼睛睡的時候
[00:09:26.760 --> 00:09:30.120]  她要睡覺但又不肯睡
[00:09:30.120 --> 00:09:34.760]  那個時候真是難搞
[00:09:34.760 --> 00:09:36.160]  記得有一次
[00:09:36.160 --> 00:09:38.920]  我太太和我女兒去聚會
[00:09:38.920 --> 00:09:43.080]  叫我看着孫子兩個小時
[00:09:43.080 --> 00:09:44.120]  我說行
[00:09:44.120 --> 00:09:45.040]  這麼可愛
[00:09:45.040 --> 00:09:47.680]  兩個小天使看兩個小時
[00:09:47.680 --> 00:09:49.480]  當然行
[00:09:49.480 --> 00:09:51.800]  然後他們走了
[00:09:51.800 --> 00:09:54.080]  最初都挺可愛
[00:09:54.080 --> 00:09:57.720]  接着開始睜着眼睛睡
[00:09:57.720 --> 00:09:59.080]  那種情況
[00:09:59.080 --> 00:10:01.000]  咬着腰
[00:10:01.000 --> 00:10:02.640]  我想你睜着眼睛睡
[00:10:02.640 --> 00:10:03.760]  你就睡吧
[00:10:03.760 --> 00:10:04.800]  她需要睡覺
[00:10:04.800 --> 00:10:05.960]  但又不肯睡
[00:10:05.960 --> 00:10:07.360]  在那裏吵架
[00:10:07.360 --> 00:10:09.120]  抱這個就那個哭
[00:10:09.120 --> 00:10:10.640]  抱那個就這個哭
[00:10:10.640 --> 00:10:12.080]  抱這個就快要睡着
[00:10:12.080 --> 00:10:14.000]  那個哭醒她
[00:10:14.000 --> 00:10:15.080]  你明白嗎
[00:10:15.080 --> 00:10:16.960]  崩潰
[00:10:16.960 --> 00:10:19.800]  我們在牧師崩潰的時候會怎樣
[00:10:19.800 --> 00:10:21.640]  會想起聖經的真理
[00:10:21.640 --> 00:10:22.880]  我真的很熟悉
[00:10:22.880 --> 00:10:25.120]  我真的想起聖經說什麼
[00:10:25.120 --> 00:10:26.600]  《儀塞俠書》30章
[00:10:26.600 --> 00:10:27.600]  那裏說神
[00:10:27.600 --> 00:10:28.400]  說以色列人
[00:10:28.400 --> 00:10:33.080]  他說你們得救在乎歸回安息
[00:10:33.080 --> 00:10:34.680]  得救不是說信耶穌得救
[00:10:34.680 --> 00:10:36.400]  而是說得到上帝的拯救
[00:10:36.400 --> 00:10:37.840]  就可以歸回安息
[00:10:37.840 --> 00:10:39.160]  不是主懷安息
[00:10:39.160 --> 00:10:41.800]  你可以安息在神的懷抱裏面
[00:10:41.800 --> 00:10:44.200]  你就可以得到神的拯救
[00:10:44.200 --> 00:10:47.920]  你們得力在乎平靜安穩
[00:10:47.920 --> 00:10:49.920]  你們平靜安穩在神的面前
[00:10:49.920 --> 00:10:52.080]  你就可以重新得力
[00:10:52.080 --> 00:10:54.600]  結果怎樣
[00:10:54.600 --> 00:10:57.920]  你們謹自不肯
[00:10:57.920 --> 00:11:02.400]  不就是扭眼瞓
[00:11:02.400 --> 00:11:06.360]  很多時候我們就是這樣的情況
[00:11:06.360 --> 00:11:08.680]  我們整天在兜兜轉轉
[00:11:08.680 --> 00:11:11.360]  我們將神拒於門外
[00:11:11.360 --> 00:11:14.320]  但是上帝一直在等着我們
[00:11:14.320 --> 00:11:17.560]  祂說你早早得到祂的慈愛
[00:11:17.560 --> 00:11:19.040]  什麼叫神的慈愛
[00:11:19.040 --> 00:11:23.520]  神的慈愛最高峯的表現就是十字架
[00:11:23.520 --> 00:11:24.320]  我們大家都知道
[00:11:24.320 --> 00:11:29.200]  耶穌爲我們的罪被釘在十字架上
[00:11:29.200 --> 00:11:32.800]  問題就是如果耶穌要死
[00:11:32.800 --> 00:11:35.040]  爲我們死
[00:11:35.040 --> 00:11:39.280]  那不用釘十字架那麼麻煩
[00:11:39.280 --> 00:11:40.800]  你要死而已
[00:11:40.800 --> 00:11:42.320]  如果是我
[00:11:42.320 --> 00:11:43.440]  我會怎樣做呢
[00:11:43.440 --> 00:11:45.000]  如果我是耶穌
[00:11:45.000 --> 00:11:47.880]  我就會選一個好日
[00:11:47.880 --> 00:11:50.600]  叫所有天使天君來
[00:11:50.600 --> 00:11:54.200]  一起圍觀
[00:11:54.200 --> 00:11:55.120]  然後說
[00:11:55.120 --> 00:11:56.720]  各位
[00:11:56.720 --> 00:12:00.560]  我今天就要爲人類犧牲
[00:12:00.560 --> 00:12:02.080]  然後服毒自殺
[00:12:02.080 --> 00:12:03.680]  就像羅曼加的朱利爾那樣
[00:12:03.680 --> 00:12:05.320]  多浪漫
[00:12:05.320 --> 00:12:07.240]  或者像日本武士那樣
[00:12:07.240 --> 00:12:09.560]  浮浮直直的
[00:12:09.560 --> 00:12:11.320]  多悲壯
[00:12:11.320 --> 00:12:13.720]  爲什麼要搞那麼多東西
[00:12:13.720 --> 00:12:15.520]  有十字架
[00:12:15.520 --> 00:12:17.280]  聖經這樣說
[00:12:17.280 --> 00:12:19.920]  因爲他受了刑罰
[00:12:19.920 --> 00:12:21.240]  我們得到平安
[00:12:21.240 --> 00:12:23.640]  原來耶穌不是要死那麼簡單
[00:12:23.640 --> 00:12:25.920]  他是一個刑罰
[00:12:25.920 --> 00:12:28.880]  十字架是一個行刑的工具
[00:12:28.880 --> 00:12:30.560]  耶穌在十字架上
[00:12:30.560 --> 00:12:33.840]  爲我們承受了罪的刑罰
[00:12:33.840 --> 00:12:35.720]  以致我們得到平安
[00:12:35.720 --> 00:12:39.880]  平安不單是內心那種平穩平靜的感覺
[00:12:39.880 --> 00:12:43.000]  而是我們可以來到上帝面前
[00:12:43.000 --> 00:12:46.640]  有一個和好的關係
[00:12:46.640 --> 00:12:47.920]  如果你釘十字架
[00:12:47.920 --> 00:12:49.320]  你在天上釘就行了
[00:12:49.320 --> 00:12:49.960]  不用下來
[00:12:49.960 --> 00:12:50.880]  不用被人戲弄
[00:12:50.880 --> 00:12:55.000]  不用被人嘲笑
[00:12:55.000 --> 00:12:57.080]  接着第二句
[00:12:57.080 --> 00:12:59.600]  因他受的變相
[00:12:59.600 --> 00:13:02.480]  我們得到意志
[00:13:02.480 --> 00:13:08.080]  爲什麼耶穌來到世界上
[00:13:08.080 --> 00:13:11.560]  因爲祂唯獨來到世界上成爲人
[00:13:11.560 --> 00:13:15.880]  祂才能夠明白我們人的需要
[00:13:15.880 --> 00:13:17.880]  明白人的苦痛
[00:13:17.880 --> 00:13:20.160]  祂擔當我們的憂患
[00:13:20.160 --> 00:13:22.280]  揹負我們的痛苦
[00:13:22.280 --> 00:13:25.520]  上帝不是一個不食人間煙火的
[00:13:25.520 --> 00:13:26.360]  高高在上的
[00:13:26.360 --> 00:13:27.800]  祂明白
[00:13:27.800 --> 00:13:31.520]  有些事你想告訴別人
[00:13:31.520 --> 00:13:33.920]  別人是不明白的
[00:13:33.920 --> 00:13:35.440]  你告訴了他
[00:13:35.440 --> 00:13:36.960]  他也不明白
[00:13:36.960 --> 00:13:38.680]  甚至誤解
[00:13:38.680 --> 00:13:39.640]  因爲他不知道
[00:13:39.640 --> 00:13:41.440]  他沒有試過
[00:13:41.440 --> 00:13:43.040]  但是當耶穌說
[00:13:43.040 --> 00:13:44.480]  我明白我試過
[00:13:44.480 --> 00:13:45.840]  你所面對的事
[00:13:45.840 --> 00:13:46.920]  他試過
[00:13:46.920 --> 00:13:49.160]  他經歷過
[00:13:49.160 --> 00:13:50.920]  鞭傷
[00:13:50.920 --> 00:13:54.320]  如果大家有看耶穌的電影
[00:13:54.320 --> 00:13:56.720]  你見到羅馬的軍隊
[00:13:56.720 --> 00:13:59.720]  是用鞭去鞭打耶穌
[00:13:59.720 --> 00:14:00.760]  聖經學者告訴我
[00:14:00.760 --> 00:14:03.000]  那個鞭叫狗牙鞭
[00:14:03.000 --> 00:14:06.600]  鞭的後面有九條小的鞭
[00:14:06.600 --> 00:14:08.920]  每一條小的鞭的後面
[00:14:08.920 --> 00:14:11.000]  有一個金屬的物體
[00:14:11.000 --> 00:14:12.160]  以至當他鞭的時候
[00:14:12.160 --> 00:14:13.240]  一鞭下去當然很痛
[00:14:13.240 --> 00:14:14.640]  一扯的時候
[00:14:14.640 --> 00:14:16.560]  每一個金屬的物體
[00:14:16.560 --> 00:14:18.200]  就在耶穌的背上
[00:14:18.200 --> 00:14:21.800]  留下了一行一行的血痕
[00:14:21.800 --> 00:14:24.240]  這個情景就好像告訴我們
[00:14:24.240 --> 00:14:26.040]  今天你的憂患
[00:14:26.040 --> 00:14:27.280]  你的傷痕
[00:14:27.280 --> 00:14:30.160]  你曾經受過別人的傷害
[00:14:30.160 --> 00:14:35.320]  原來都在耶穌的背上的傷痕裏面
[00:14:35.320 --> 00:14:38.160]  是找得到的
[00:14:38.160 --> 00:14:40.840]  因爲他的鞭傷
[00:14:40.840 --> 00:14:42.640]  我們得到意志
[00:14:42.640 --> 00:14:46.480]  一個心靈真正的意志
[00:14:46.480 --> 00:14:48.360]  耶穌手上的釘痕
[00:14:48.360 --> 00:14:50.840]  耶穌身上的鞭傷
[00:14:50.840 --> 00:14:57.160]  這些痕跡就好像一個烙印一樣
[00:14:57.160 --> 00:14:57.960]  今天是主人崇拜
[00:14:57.960 --> 00:15:00.400]  我相信大部分都是弟兄姊妹
[00:15:00.400 --> 00:15:02.720]  已經接受了主耶穌
[00:15:02.720 --> 00:15:04.040]  但我也很相信
[00:15:04.040 --> 00:15:06.480]  在座當中可能有一些人
[00:15:06.480 --> 00:15:08.800]  雖然你來了教會多年
[00:15:08.800 --> 00:15:11.120]  或者來了教會一段時間
[00:15:11.120 --> 00:15:15.080]  但一直你都徘徊在救恩的門外
[00:15:15.080 --> 00:15:21.560]  你還未曾願意真正接受耶穌做救主
[00:15:21.560 --> 00:15:22.680]  很多時候問他們的時候
[00:15:22.680 --> 00:15:24.320]  他們會說
[00:15:24.320 --> 00:15:25.920]  等下吧
[00:15:25.920 --> 00:15:28.760]  看下吧
[00:15:28.760 --> 00:15:30.640]  請問你要等多久
[00:15:30.640 --> 00:15:35.720]  求主讓我們早早把握他的恩惠
[00:15:35.720 --> 00:15:36.920]  今天
[00:15:36.920 --> 00:15:38.760]  我希望我可以帶大家
[00:15:38.760 --> 00:15:41.840]  做一個很重要的禱告
[00:15:41.840 --> 00:15:44.480]  這個就是接受耶穌基督
[00:15:44.480 --> 00:15:47.840]  做我們救主的祈禱
[00:15:47.840 --> 00:15:49.280]  一會兒我會做這個祈禱
[00:15:49.280 --> 00:15:52.800]  如果你已經接受了主
[00:15:52.800 --> 00:15:55.280]  你知道耶穌在你心裏
[00:15:55.280 --> 00:15:57.720]  你不需要跟着我做這個祈禱
[00:15:57.720 --> 00:15:59.200]  不需要了
[00:15:59.200 --> 00:16:01.760]  但是如果你知道
[00:16:01.760 --> 00:16:04.880]  自己其實還未曾清楚
[00:16:04.880 --> 00:16:07.280]  接受祂做你救主
[00:16:07.280 --> 00:16:11.720]  或者你的信仰已經離開了
[00:16:11.720 --> 00:16:13.400]  放棄了
[00:16:13.400 --> 00:16:17.360]  今天你可以再次來到神的面前
[00:16:17.360 --> 00:16:19.000]  我接着會做這個禱告
[00:16:19.000 --> 00:16:22.200]  我希望如果你願意接受主的
[00:16:22.200 --> 00:16:23.560]  你跟着我
[00:16:23.560 --> 00:16:24.720]  我說一句
[00:16:24.720 --> 00:16:27.760]  你在心裏面跟着說一句
[00:16:27.760 --> 00:16:33.840]  這個恐怕是你人生最重要的一個祈禱
[00:16:33.840 --> 00:16:38.720]  我們一起祈禱
[00:16:38.720 --> 00:16:41.840]  親愛的主耶穌
[00:16:41.840 --> 00:16:44.240]  多謝禰
[00:16:44.240 --> 00:16:49.920]  在十字架上爲我被釘死
[00:16:49.920 --> 00:16:53.920]  我現在願意打我的心
[00:16:53.920 --> 00:16:58.480]  接受禰做我救主
[00:16:58.480 --> 00:17:01.880]  求禰進入我心裏面
[00:17:01.880 --> 00:17:04.760]  赦免我的罪
[00:17:04.760 --> 00:17:08.840]  我知道由現在這一刻開始
[00:17:08.840 --> 00:17:11.760]  我就是神的異類
[00:17:11.760 --> 00:17:15.360]  主耶穌要住在我裏面
[00:17:15.360 --> 00:17:18.240]  永遠都不會離開
[00:17:18.240 --> 00:17:20.520]  我這樣祈禱
[00:17:20.520 --> 00:17:24.920]  是奉主耶穌的名祈求
[00:17:24.920 --> 00:17:26.920]  阿們
