
[00:00:00.000 --> 00:00:02.320]  聖經對於烏西瓦王的記述
[00:02:17.600 --> 00:02:19.600]  看不見自己不足的地方
[00:02:19.600 --> 00:02:24.560]  強盛和驕傲可以說是烏西亞王的寫照
[00:02:24.560 --> 00:02:26.560]  所以今天講到的題目是
[00:02:26.560 --> 00:02:29.120]  強盛與驕傲 烏西亞王
[00:02:29.120 --> 00:02:31.120]  我想和大家一起思想一下
[00:02:31.120 --> 00:02:34.320]  看看烏西亞王怎樣從微小開始
[00:02:34.320 --> 00:02:35.920]  怎樣不斷地努力
[00:02:35.920 --> 00:02:37.920]  而最終成為強盛的王
[00:02:37.920 --> 00:02:40.320]  帶領著強盛的國家
[00:02:40.320 --> 00:02:42.320]  但當強盛之後
[00:02:42.320 --> 00:02:44.880]  他怎樣由自大而驕傲
[00:02:44.880 --> 00:02:46.880]  最終被隔離
[00:02:46.880 --> 00:02:48.880]  成為一個被隔離的王
[00:02:48.880 --> 00:02:50.880]  孤獨地渡過餘生
[00:02:50.880 --> 00:02:52.880]  讓我們先在神面前有個禱告
[00:03:18.880 --> 00:03:20.880]  在這個時代 這個社會裏面
[00:03:20.880 --> 00:03:23.280]  有很多的科技 有很多的成就
[00:03:23.280 --> 00:03:26.000]  於是整個人類都在你面前驕傲
[00:03:26.000 --> 00:03:28.880]  很自然我們都會覺得自己比別人強
[00:03:28.880 --> 00:03:30.320]  願你幫助我們
[00:03:30.320 --> 00:03:33.360]  教我們真正學習耶穌基督的榜樣
[00:03:33.360 --> 00:03:34.560]  就是自卑
[00:03:34.560 --> 00:03:35.920]  願你祝福我們
[00:03:35.920 --> 00:03:37.920]  奉耶穌基督名求
[00:03:37.920 --> 00:03:41.200]  猶大王烏西亞
[00:03:41.200 --> 00:03:43.200]  是猶大王亞馬祭的兒子
[00:03:43.200 --> 00:03:46.480]  猶大王約亞斯的孫
[00:03:46.480 --> 00:03:50.000]  上一次我們講過這個猶大王約亞斯
[00:03:50.000 --> 00:03:51.440]  當時我們指出
[00:03:51.440 --> 00:03:54.480]  約亞斯是一個有恥無忠的王
[00:03:54.480 --> 00:03:56.720]  因為約亞斯年幼的時候
[00:03:56.720 --> 00:03:59.280]  在大祭司耶和耶大的輔助之下
[00:03:59.280 --> 00:04:00.800]  他來認識神
[00:04:00.800 --> 00:04:01.840]  敬畏神
[00:04:01.840 --> 00:04:04.080]  專心地遵行神的律法
[00:04:04.080 --> 00:04:06.080]  成為了一代的賢君
[00:04:06.080 --> 00:04:07.120]  只可惜
[00:04:07.120 --> 00:04:09.760]  當大祭司耶和耶大死了之後
[00:04:09.760 --> 00:04:11.440]  他就倒行逆施
[00:04:11.440 --> 00:04:15.360]  將從前宗教改革裏面的一切事都推倒
[00:04:15.360 --> 00:04:17.360]  然後重新拜偶像
[00:04:17.360 --> 00:04:18.880]  重建巴黎
[00:04:18.880 --> 00:04:21.760]  他又殺死了曾經輔助他的大祭司
[00:04:21.760 --> 00:04:24.640]  耶和耶大的兒子撒加利亞
[00:04:24.640 --> 00:04:28.000]  最後神的管教臨到他身上
[00:04:28.000 --> 00:04:29.600]  阿蘭王入侵
[00:04:29.600 --> 00:04:32.880]  於是阿蘭王將民眾的眾首領殺死
[00:04:32.880 --> 00:04:36.240]  又搶奪了宮殿裏面很多的財富
[00:04:36.240 --> 00:04:38.000]  送到大馬塞的船
[00:04:38.000 --> 00:04:40.000]  當阿蘭人離開之後
[00:04:40.000 --> 00:04:41.840]  約亞斯王就病了
[00:04:41.840 --> 00:04:43.280]  病重的時候
[00:04:43.280 --> 00:04:45.280]  他的神僕背叛他
[00:04:45.280 --> 00:04:46.480]  將他刺殺
[00:04:46.480 --> 00:04:48.080]  他死在床上
[00:04:48.080 --> 00:04:51.920]  他死後甚至不能夠葬在皇室的陵墓裏面
[00:04:51.920 --> 00:04:53.440]  約亞斯王死了
[00:04:53.440 --> 00:04:56.160]  他死的時候是47歲
[00:04:56.160 --> 00:04:57.600]  約亞斯王之後
[00:04:57.600 --> 00:05:00.000]  就是他的兒子阿瑪謝作王
[00:05:00.000 --> 00:05:03.600]  阿瑪謝同樣是一位來遵行神旨意的王
[00:05:03.600 --> 00:05:04.960]  所以聖經稱呼他
[00:05:04.960 --> 00:05:08.080]  說他是行耶和華眼中看為正的事
[00:05:08.080 --> 00:05:09.600]  算是一個好的王
[00:05:09.600 --> 00:05:10.480]  只可惜
[00:05:10.480 --> 00:05:13.760]  阿瑪謝和他的父王約亞斯一樣
[00:05:13.760 --> 00:05:15.440]  起初信從神
[00:05:15.440 --> 00:05:17.280]  後來背逆神
[00:05:17.280 --> 00:05:18.960]  最終拜偶像
[00:05:18.960 --> 00:05:21.360]  最終不得善終
[00:05:21.360 --> 00:05:22.960]  為什麼說不得善終呢?
[00:05:22.960 --> 00:05:25.440]  因為他和以色列王打仗
[00:05:25.440 --> 00:05:28.800]  以色列王的名字和他父親的名字約亞斯一樣
[00:05:28.800 --> 00:05:30.320]  以色列王約亞斯
[00:05:30.320 --> 00:05:33.200]  所以大家每次讀聖經讀到那裏的時候要留意了
[00:05:33.200 --> 00:05:36.080]  以色列王約亞斯將他打敗
[00:05:36.080 --> 00:05:37.360]  將他捉了去
[00:05:37.360 --> 00:05:39.760]  又將耶路撒冷的城牆拆毀
[00:05:39.760 --> 00:05:42.000]  將聖殿裏面的金器銀器
[00:05:42.000 --> 00:05:44.400]  和皇宮裏面的財寶都帶走
[00:05:44.400 --> 00:05:46.480]  甚至帶走了人質
[00:05:46.480 --> 00:05:48.160]  所以晚年的約亞斯
[00:05:48.160 --> 00:05:51.040]  可以說是一個很低沉的王
[00:05:51.040 --> 00:05:53.360]  於是他就讓他的兒子
[00:05:53.360 --> 00:05:56.800]  即是烏西瓦王一齊來執政
[00:05:56.800 --> 00:05:59.040]  大概是因為戰敗之後
[00:05:59.040 --> 00:06:00.400]  在國內失勢
[00:06:00.400 --> 00:06:01.520]  受人批評
[00:06:01.520 --> 00:06:03.520]  所以就安排了自己的兒子約亞斯
[00:06:03.520 --> 00:06:04.320]  烏西瓦
[00:06:04.320 --> 00:06:06.000]  和他一齊來作王
[00:06:06.000 --> 00:06:08.800]  自己過一個半退休的生活
[00:06:08.800 --> 00:06:10.160]  但雖然是這樣
[00:06:10.160 --> 00:06:13.760]  最後亞馬遮仍然被叛黨所殺
[00:06:13.760 --> 00:06:16.160]  即是沒有一個善終
[00:06:16.160 --> 00:06:17.840]  聖經裏面記載
[00:06:17.840 --> 00:06:20.240]  烏西瓦作王的時候是十六歲
[00:06:20.240 --> 00:06:22.400]  他作王總共有二十五年
[00:06:22.400 --> 00:06:23.760]  聖經學者告訴我們
[00:06:23.760 --> 00:06:26.000]  在這五十二年裏面
[00:06:26.000 --> 00:06:27.360]  頭那二十四年
[00:06:27.360 --> 00:06:30.880]  他是和他父親亞馬遮一齊共同執政
[00:06:30.880 --> 00:06:32.320]  然後有十六年之久
[00:06:32.320 --> 00:06:34.000]  他獨自的作王
[00:06:34.000 --> 00:06:36.560]  然後他有了大麻瘋之後
[00:06:36.560 --> 00:06:37.760]  有了十二年
[00:06:37.760 --> 00:06:39.760]  和他兒子一同的攝政
[00:06:39.760 --> 00:06:41.840]  最後他死在耶路撒冷裏面
[00:06:41.840 --> 00:06:44.000]  因為他有大麻瘋的緣故
[00:06:44.000 --> 00:06:46.400]  在律法上被視為不潔
[00:06:46.400 --> 00:06:47.600]  所以死的時候
[00:06:47.600 --> 00:06:50.240]  他不是葬在皇室的陵墓裏面
[00:06:50.240 --> 00:06:52.720]  而是葬在皇陵的田間那裏
[00:06:52.720 --> 00:06:55.440]  即是皇陵附近的地方
[00:06:55.440 --> 00:06:58.320]  從推算裏面可以大概來計算
[00:06:58.320 --> 00:06:59.600]  他有大麻瘋的時候
[00:06:59.600 --> 00:07:02.560]  應該大概是五十六歲左右
[00:07:02.560 --> 00:07:05.440]  聖經對於烏西瓦王最重要的描述
[00:07:05.440 --> 00:07:07.760]  就是強盛這個詞語
[00:07:07.760 --> 00:07:08.880]  聖經學者告訴我們
[00:07:08.880 --> 00:07:11.040]  烏西瓦王在位的時候
[00:07:11.040 --> 00:07:13.360]  北面的以色列國
[00:07:13.360 --> 00:07:15.760]  是耶羅伯安二世作王
[00:07:15.760 --> 00:07:18.400]  耶羅伯安二世是我們的稱呼
[00:07:18.400 --> 00:07:20.480]  聖經裏面稱他為耶羅伯安
[00:07:20.480 --> 00:07:22.480]  由於總共有兩個耶羅伯安
[00:07:22.480 --> 00:07:24.800]  一般聖經學者將第二位的耶羅伯安
[00:07:24.800 --> 00:07:26.960]  稱為耶羅伯安二世
[00:07:26.960 --> 00:07:28.880]  這兩個王在世的時候
[00:07:28.880 --> 00:07:31.760]  將北角耶羅伯安二世的國世
[00:07:31.760 --> 00:07:33.040]  和版圖
[00:07:33.040 --> 00:07:36.560]  和南角猶大王烏西瓦的國世
[00:07:36.560 --> 00:07:38.480]  和版圖相加
[00:07:38.480 --> 00:07:40.560]  當時的國世和版圖
[00:07:40.560 --> 00:07:42.640]  完全可以和所羅門王
[00:07:42.640 --> 00:07:45.120]  最強盛的時候比美
[00:07:45.120 --> 00:07:46.320]  由此可見
[00:07:46.320 --> 00:07:48.560]  烏西瓦王在位的時候
[00:07:48.560 --> 00:07:52.160]  當時南角猶大是多麼強盛
[00:07:52.160 --> 00:07:53.600]  我們從另一個例子裏面
[00:07:53.600 --> 00:07:55.680]  也可以看見南角猶大
[00:07:55.680 --> 00:07:57.440]  在烏西瓦王在位的時候
[00:07:57.440 --> 00:07:59.360]  強盛的情況
[00:07:59.360 --> 00:08:01.120]  就是先知以塞瓦
[00:08:01.120 --> 00:08:03.680]  在以塞瓦書裏面第六章那句寄述
[00:08:03.680 --> 00:08:06.080]  他在聖殿裏面見異象
[00:08:06.080 --> 00:08:07.840]  第六章一開始這樣說
[00:08:07.840 --> 00:08:10.160]  在烏西瓦王殯的那一年
[00:08:10.160 --> 00:08:13.280]  先知就在聖殿裏面見異象
[00:08:13.280 --> 00:08:15.440]  先知在聖殿裏面見到神采
[00:08:15.440 --> 00:08:16.880]  高高的寶座上面
[00:08:16.880 --> 00:08:18.240]  衣裳垂下
[00:08:18.240 --> 00:08:20.000]  借滿了整個聖殿
[00:08:20.000 --> 00:08:22.320]  整個榮光充滿了整個聖殿
[00:08:22.320 --> 00:08:24.880]  甚至沒有人能夠在聖殿裏面侍納
[00:08:24.880 --> 00:08:26.400]  當時撒拉法在聖殿裏面
[00:08:26.400 --> 00:08:28.160]  非常大聲的呼喊說
[00:08:28.160 --> 00:08:30.160]  聖哉!聖哉!聖哉!
[00:08:30.160 --> 00:08:31.760]  萬軍的耶和華
[00:08:31.760 --> 00:08:34.560]  他的榮光充滿全地
[00:08:34.560 --> 00:08:37.440]  這個異象很多的頂尖都很熟悉
[00:08:37.440 --> 00:08:40.320]  但為甚麼聖經作者特別記載這個異象
[00:08:40.320 --> 00:08:43.520]  並且指明在烏西瓦王殯的那一年
[00:08:43.520 --> 00:08:45.680]  他見到這個異象呢?
[00:08:45.680 --> 00:08:48.240]  因為烏西瓦王帶領著國家
[00:08:48.240 --> 00:08:50.800]  還有一個最繁盛的時代
[00:08:50.800 --> 00:08:53.920]  當時整個國家的百姓民心
[00:08:53.920 --> 00:08:57.680]  都將希望放在這個國家裏面的王那裏
[00:08:57.680 --> 00:09:01.040]  所以當烏西瓦王駕崩的時候
[00:09:01.040 --> 00:09:02.880]  百姓相當之傷心
[00:09:02.880 --> 00:09:05.360]  他失去了帶領國家的巨人
[00:09:05.360 --> 00:09:07.040]  對他來說彷彿好像失去了
[00:09:07.040 --> 00:09:08.560]  一切的希望
[00:09:08.560 --> 00:09:10.320]  而神在異象裏面
[00:09:10.320 --> 00:09:11.920]  告訴才知道
[00:09:11.920 --> 00:09:15.200]  真正坐在寶座上的那位君王
[00:09:15.200 --> 00:09:16.640]  是神自己
[00:09:16.640 --> 00:09:18.720]  神才是天上的君王
[00:09:18.720 --> 00:09:20.640]  祂坐在寶座上
[00:09:20.640 --> 00:09:22.720]  所以雖然烏西瓦王駕崩
[00:09:22.720 --> 00:09:25.120]  但神依然在寶座上
[00:09:25.120 --> 00:09:29.120]  神仍然是充滿著能力和威嚴
[00:09:29.120 --> 00:09:32.640]  從烏西瓦王駕崩才見異象這個技術
[00:09:32.640 --> 00:09:34.880]  我們可以側面地看見
[00:09:34.880 --> 00:09:37.360]  當時烏西瓦王在位的時候
[00:09:37.360 --> 00:09:40.000]  猶大國是多麼的強盛
[00:09:40.000 --> 00:09:43.360]  而這位王也是多麼的強盛的王
[00:09:43.360 --> 00:09:46.480]  強盛這個詞語在《列代志》下二十六章裏面
[00:09:46.480 --> 00:09:48.240]  總共有三次的技術
[00:09:48.240 --> 00:09:49.520]  分別在第八節
[00:09:49.520 --> 00:09:51.520]  十五節和十六節那裏
[00:09:51.520 --> 00:09:52.800]  第八節那裏講到
[00:09:52.800 --> 00:09:55.280]  阿滿人怎樣進貢
[00:09:55.280 --> 00:09:56.320]  然後就說
[00:09:56.320 --> 00:09:58.400]  他是明星傳到埃及
[00:09:58.400 --> 00:10:01.680]  因為他極其的強盛
[00:10:01.680 --> 00:10:02.880]  十五節那裏講到
[00:10:02.880 --> 00:10:06.640]  他怎樣製造不同的兵械和器械
[00:10:06.640 --> 00:10:07.840]  然後就說
[00:10:07.840 --> 00:10:10.400]  烏西瓦的明星傳到遠方
[00:10:10.400 --> 00:10:12.400]  因為他得到非常的幫助
[00:10:12.400 --> 00:10:14.960]  使他十分的強盛
[00:10:14.960 --> 00:10:16.720]  十六節那裏記述
[00:10:16.720 --> 00:10:18.560]  烏西瓦強盛起來
[00:10:18.560 --> 00:10:20.400]  就心高氣傲
[00:10:20.400 --> 00:10:23.040]  竟然冒犯了他的神
[00:10:23.040 --> 00:10:24.400]  三個強盛
[00:10:24.400 --> 00:10:25.680]  頭兩個強盛
[00:10:25.680 --> 00:10:27.920]  是講他強盛的內容
[00:10:27.920 --> 00:10:29.280]  第三個強盛
[00:10:29.280 --> 00:10:31.920]  是講強盛帶來的結果
[00:10:31.920 --> 00:10:34.080]  就是他的高傲
[00:10:34.080 --> 00:10:37.120]  我們看看這兩個強盛的內容是甚麼
[00:10:37.120 --> 00:10:39.840]  這兩節聖經所講的強盛的內容
[00:10:39.840 --> 00:10:41.760]  第一方面是講
[00:10:41.760 --> 00:10:46.240]  他在軍事上或國防上的強盛
[00:10:46.240 --> 00:10:47.840]  第六到第八節那裏
[00:10:47.840 --> 00:10:50.880]  講到他怎樣打敗了其他外國
[00:10:50.880 --> 00:10:53.120]  包括打敗了菲律賓人
[00:10:53.120 --> 00:10:54.080]  阿拉伯人
[00:10:54.080 --> 00:10:55.440]  米烏尼人
[00:10:55.440 --> 00:10:56.800]  甚至阿滿人
[00:10:56.800 --> 00:10:58.560]  都向他進貢
[00:10:58.560 --> 00:11:00.240]  所以聖經的結論就是說
[00:11:00.240 --> 00:11:02.560]  他的名聲傳到埃及的邊境
[00:11:02.560 --> 00:11:04.880]  因為他極其的強盛
[00:11:04.880 --> 00:11:07.200]  埃及在當時的世界裏面
[00:11:07.200 --> 00:11:08.880]  是強大國家
[00:11:08.880 --> 00:11:11.280]  連埃及都聽到他的名聲
[00:11:11.280 --> 00:11:12.800]  埃及都注意他
[00:11:12.800 --> 00:11:14.160]  足以讓我們看見
[00:11:14.160 --> 00:11:16.560]  當時連埃及都看得起烏西瓦
[00:11:16.560 --> 00:11:19.680]  烏西瓦是多麼的強盛
[00:11:19.680 --> 00:11:22.080]  為甚麼在國內他要加強防禦
[00:11:22.080 --> 00:11:24.560]  另一方面在國內他要加強防禦
[00:11:24.560 --> 00:11:26.560]  他要重建軍隊
[00:11:26.560 --> 00:11:29.840]  甚至發展很多新式的軍事裝備
[00:11:29.840 --> 00:11:32.560]  第九節提到他怎樣加強防禦
[00:11:32.560 --> 00:11:34.000]  在耶路撒冷的國門
[00:11:34.000 --> 00:11:36.720]  谷門和城牆的轉角地方
[00:11:36.720 --> 00:11:38.240]  他建造了城樓
[00:11:38.240 --> 00:11:41.600]  這些城樓是非常堅固的
[00:11:41.600 --> 00:11:44.320]  十一節提到他怎樣編制軍隊
[00:11:44.320 --> 00:11:45.360]  訓練軍隊
[00:11:45.360 --> 00:11:47.520]  並且是相當有效率的軍隊
[00:11:47.520 --> 00:11:49.360]  他數點軍隊的數目
[00:11:49.360 --> 00:11:53.040]  又任命了哈拿尼亞作為將軍
[00:11:53.040 --> 00:11:55.280]  來帶領軍隊去作戰
[00:11:55.280 --> 00:11:56.960]  十四十五節提到
[00:11:56.960 --> 00:12:00.720]  他在軍事上發展了很多新的軍事裝備
[00:12:00.720 --> 00:12:03.600]  他為全部的軍隊配備了盾牌
[00:12:03.600 --> 00:12:07.840]  矛槍 頭盔 鎧甲 弓箭和垃石的機研
[00:12:07.840 --> 00:12:10.400]  又製造考仗所發明的機械
[00:12:10.400 --> 00:12:14.080]  安放在城牆 城樓和城閣上面
[00:12:14.080 --> 00:12:16.320]  用來發射利箭和大石
[00:12:16.320 --> 00:12:18.160]  看完這些描述
[00:12:18.160 --> 00:12:20.880]  你可以想像一下他的軍隊有多強盛
[00:12:20.880 --> 00:12:23.440]  相信他的軍隊全部都是飛虎隊
[00:12:23.440 --> 00:12:25.680]  如果將他的軍隊和大衛王相比
[00:12:25.680 --> 00:12:29.520]  或者和塑羅王相比的話
[00:12:29.520 --> 00:12:32.080]  提到塑羅的時候去打仗
[00:12:32.080 --> 00:12:35.200]  除了塑羅和他的兒子有劍之外
[00:12:35.200 --> 00:12:38.320]  當時普通的士兵連劍都沒有
[00:12:38.320 --> 00:12:40.560]  從這個比較我們看見
[00:12:40.560 --> 00:12:42.480]  烏西亞在位的時候
[00:12:42.480 --> 00:12:45.680]  國家的實力相當的強大
[00:12:45.680 --> 00:12:49.280]  為什麼烏西亞這麼重視軍事和國防呢
[00:12:49.280 --> 00:12:51.920]  難道烏西亞是一位喜歡去打仗
[00:12:51.920 --> 00:12:53.840]  侵略的王嗎
[00:12:53.840 --> 00:12:55.040]  我想未必
[00:12:55.040 --> 00:12:58.240]  如果從他成長的故事去看的時候
[00:12:58.240 --> 00:12:59.920]  我們大概就明白
[00:12:59.920 --> 00:13:03.440]  由於他父親阿瑪謝曾經戰敗
[00:13:03.440 --> 00:13:07.280]  甚至在戰敗的時候被敵人抓去
[00:13:07.280 --> 00:13:08.720]  所以對烏西亞來說
[00:13:08.720 --> 00:13:10.480]  可能有很多童年的陰影
[00:13:10.480 --> 00:13:12.320]  於是乎他作王之後
[00:13:12.320 --> 00:13:15.120]  他加強了國家裏面的防禦
[00:13:15.120 --> 00:13:17.440]  特別重視國防
[00:13:17.440 --> 00:13:19.680]  不過聖經的記述讓我們看見
[00:13:19.680 --> 00:13:21.920]  他不只是重視國防
[00:13:21.920 --> 00:13:24.640]  重視軍隊的強大的王
[00:13:24.640 --> 00:13:28.160]  他同時都重視國家裏面實力的強大
[00:13:28.160 --> 00:13:29.760]  所以第二方面的強盛
[00:13:29.760 --> 00:13:33.360]  就反映在農業上面的強盛
[00:13:33.360 --> 00:13:35.120]  第十字那句說給我們聽
[00:13:35.120 --> 00:13:37.440]  烏西亞如何重視國防之外
[00:13:37.440 --> 00:13:39.520]  重視鼓勵農業
[00:13:39.520 --> 00:13:40.800]  第十字那句話
[00:13:40.800 --> 00:13:43.600]  他在曠野那裡建造了一些瞭望樓
[00:13:43.600 --> 00:13:46.000]  又挖掘了很多的蓄水池
[00:13:46.000 --> 00:13:49.280]  因為他在高原和平原上有很多的新蓄
[00:13:49.280 --> 00:13:52.320]  又因為他喜愛種植
[00:13:52.320 --> 00:13:54.960]  所以在山地和果園裏面
[00:13:54.960 --> 00:13:57.680]  固有農夫來修剪葡萄樹的
[00:13:57.680 --> 00:14:00.240]  和修剪葡萄樹的工人
[00:14:00.240 --> 00:14:01.760]  這裏給我們看見
[00:14:01.760 --> 00:14:04.080]  他怎樣來推動農業
[00:14:04.080 --> 00:14:07.680]  以色列地不是一個常年都有雨的地方
[00:14:07.680 --> 00:14:10.080]  所以蓄水池是相當重要的
[00:14:10.080 --> 00:14:13.600]  有了蓄水才可以有農耕
[00:14:13.600 --> 00:14:17.440]  有了農耕就有豐足的糧草
[00:14:17.440 --> 00:14:18.960]  經濟就強大
[00:14:18.960 --> 00:14:20.960]  才有能力去打仗
[00:14:20.960 --> 00:14:23.280]  所以從十五節的說話讓我們看見
[00:14:23.280 --> 00:14:26.000]  烏西亞的名聲怎樣傳到遠方
[00:14:26.000 --> 00:14:27.520]  而這個傳到遠方
[00:14:27.520 --> 00:14:29.360]  是因為他真是強盛
[00:14:29.360 --> 00:14:30.400]  而這個強盛
[00:14:30.400 --> 00:14:33.440]  不是僅僅是外表上有很多軍事
[00:14:33.440 --> 00:14:37.920]  而是在內在裏面有強盛的經濟實力
[00:14:37.920 --> 00:14:41.520]  強盛是對烏西亞王的最好描述
[00:14:41.520 --> 00:14:44.080]  但是強盛有個孿生的兄弟
[00:14:44.080 --> 00:14:47.200]  這個孿生的兄弟就是高傲
[00:14:47.200 --> 00:14:51.440]  所以第十六節可以說是烏西亞新的轉捩點
[00:14:51.440 --> 00:14:53.120]  第十六節那時候這樣說
[00:14:53.120 --> 00:14:55.200]  他說烏西亞強盛起來
[00:14:55.200 --> 00:14:57.120]  就心高氣傲
[00:14:57.120 --> 00:14:59.120]  以致自尋毀滅
[00:14:59.120 --> 00:15:02.640]  竟然冒犯耶和華他的神
[00:15:02.640 --> 00:15:05.280]  聖經用了最嚴厲的詞語
[00:15:05.280 --> 00:15:07.040]  就是自尋毀滅
[00:15:07.040 --> 00:15:09.360]  來描述烏西亞王
[00:15:09.360 --> 00:15:11.520]  到底烏西亞做了甚麼事
[00:15:11.520 --> 00:15:13.920]  使到他自尋毀滅呢
[00:15:13.920 --> 00:15:15.600]  這件事很簡單
[00:15:15.600 --> 00:15:17.600]  就是他進入耶和華神的殿
[00:15:17.600 --> 00:15:20.240]  而在香壇上燒香
[00:15:20.240 --> 00:15:21.680]  可能對很多頂尖的來說
[00:15:21.680 --> 00:15:23.120]  好啊
[00:15:23.120 --> 00:15:26.000]  代表著他真的很喜歡神
[00:15:26.000 --> 00:15:27.040]  很愛神
[00:15:27.040 --> 00:15:28.480]  要來親近神
[00:15:28.480 --> 00:15:29.920]  而在神面前燒香
[00:15:29.920 --> 00:15:31.440]  這件絕對是好事
[00:15:31.440 --> 00:15:33.200]  應該得神的祝福
[00:15:33.200 --> 00:15:36.960]  為甚麼竟然招來神的刑罰呢
[00:15:36.960 --> 00:15:38.560]  聖經第十七節說
[00:15:38.560 --> 00:15:40.400]  勇敢的祭司亞撒尼亞
[00:15:40.400 --> 00:15:42.560]  和另外八十位祭司上前
[00:15:42.560 --> 00:15:44.720]  來攔阻烏西亞王
[00:15:44.720 --> 00:15:47.200]  告訴烏西亞王
[00:15:47.200 --> 00:15:48.560]  他說:烏西亞
[00:15:48.560 --> 00:15:51.680]  給耶和華燒香不是你應做的事
[00:15:51.680 --> 00:15:54.800]  而是亞倫的子孫作祭司的事
[00:15:54.800 --> 00:15:57.760]  他們分別為聖作燒香的事
[00:15:57.760 --> 00:15:59.360]  請離開聖所吧
[00:15:59.360 --> 00:16:01.600]  因為你做了不應該做的事
[00:16:01.600 --> 00:16:06.720]  你必不能從耶和華神那裡得著尊榮
[00:16:06.720 --> 00:16:09.200]  引著人的心高氣傲
[00:16:09.200 --> 00:16:11.840]  結果人就好像盲眼一樣
[00:16:11.840 --> 00:16:13.520]  以為自己做甚麼都可以
[00:16:13.520 --> 00:16:15.760]  甚麼都看不見
[00:16:15.760 --> 00:16:19.760]  聖經裡的律法很清楚寫明不可以的事
[00:16:19.760 --> 00:16:24.160]  結果烏西亞不但沒有聽祭司的勸告
[00:16:24.160 --> 00:16:26.080]  他甚至向祭司發怒
[00:16:26.080 --> 00:16:28.880]  堅持自己要來燒香
[00:16:28.880 --> 00:16:31.440]  舊約的律法很清楚地指出
[00:16:31.440 --> 00:16:36.000]  不是每個人都可以在聖殿裡侍奉
[00:16:36.000 --> 00:16:39.120]  在祭壇前侍奉神的
[00:16:39.120 --> 00:16:41.920]  是神所選召的利尾之派
[00:16:41.920 --> 00:16:45.040]  利尾之派才可以在祭壇那裡侍奉
