
[00:00:00.800 --> 00:00:03.240]  各位好,先跟大家拜個年
[00:03:22.340 --> 00:03:24.340]  有誰想過的?有的,是不是?
[00:03:24.340 --> 00:03:26.340]  我們每年都在想,是不是?
[00:03:26.340 --> 00:03:29.340]  每年都在想,證明我們下一年又再想過,是不是?
[00:03:29.340 --> 00:03:31.340]  就是去到今年初一了
[00:03:31.340 --> 00:03:34.340]  我知道大家吃了很多東西,應該都是失敗的
[00:03:34.340 --> 00:03:37.340]  不過不要緊,我們繼續不要氣餒
[00:03:37.340 --> 00:03:40.340]  健康的人,或者健康的生命
[00:03:40.340 --> 00:03:45.340]  總是有一些好的習慣要養成,或者壞的習慣要除去的
[00:03:45.340 --> 00:03:47.340]  教會其實都是一樣,對不對?
[00:03:47.340 --> 00:03:52.340]  健康的教會,有一些壞習慣,我們需要去除去
[00:03:52.340 --> 00:03:55.340]  有些新的習慣,好的習慣,我們需要再pick up 回,對不對?
[00:03:55.340 --> 00:03:59.340]  懶了的,我們疏懶了的東西,我們要再pick up 回
[00:03:59.340 --> 00:04:03.340]  一個健康的基督徒,也都是一樣
[00:04:03.340 --> 00:04:06.340]  有一些懶了的習慣,忘記了
[00:04:06.340 --> 00:04:10.340]  忘記了的東西,我們就要再pick up 回
[00:04:10.340 --> 00:04:15.340]  有一些好的習慣,我們要養成,對不對?
[00:04:15.340 --> 00:04:18.340]  都是一樣,我們作為一個family
[00:04:18.340 --> 00:04:21.340]  作為神的家,我們都需要去想一想
[00:04:21.340 --> 00:04:23.340]  所以呢,為什麼呢?
[00:04:23.340 --> 00:04:26.340]  在我們今天開始
[00:04:26.340 --> 00:04:29.340]  我所說的這個series,是跟大家去想一想
[00:04:29.340 --> 00:04:32.340]  怎樣應用一下,我們作為一個family
[00:04:32.340 --> 00:04:35.340]  作為一個教會,我們應該要做些什麼,對不對?
[00:04:35.340 --> 00:04:39.340]  疫情總算過去了,對不對?
[00:04:39.340 --> 00:04:42.340]  對嗎?總算過去了
[00:04:42.340 --> 00:04:45.340]  對於一些人來說,疫情仍然持續的
[00:04:45.340 --> 00:04:49.340]  不出街,不敢去見人等等
[00:04:49.340 --> 00:04:53.340]  有時候未必是因為疫情,可能你需要這個疫情
[00:04:53.340 --> 00:04:56.340]  你想有這個疫情
[00:04:56.340 --> 00:04:59.340]  那你可以避免很多其他東西,對不對?
[00:04:59.340 --> 00:05:04.340]  真的,疫情已經散去了,對不對?
[00:05:04.340 --> 00:05:08.340]  那,要想一想
[00:05:08.340 --> 00:05:11.340]  到底這個疫情對我們有什麼影響呢?
[00:05:11.340 --> 00:05:14.340]  幾年的時間,全球的疫情
[00:05:14.340 --> 00:05:17.340]  在去年,2022年
[00:05:17.340 --> 00:05:20.340]  在英國做了一個研究
[00:05:20.340 --> 00:05:23.340]  在英國做了一個研究,說什麼呢?
[00:05:23.340 --> 00:05:26.340]  就是說這個疫情,就問
[00:05:26.340 --> 00:05:29.340]  到底有多少個family
[00:05:29.340 --> 00:05:32.340]  有多少個人,覺得這個疫情
[00:05:32.340 --> 00:05:35.340]  是會令到他們的家庭的關係
[00:05:35.340 --> 00:05:38.340]  令到人際關係
[00:05:38.340 --> 00:05:41.340]  是有進步的,有改善的
[00:05:41.340 --> 00:05:44.340]  因為這個疫情而有改善的
[00:05:44.340 --> 00:05:47.340]  你知道嗎?調查結果,是有多少人認為這個疫情
[00:05:47.340 --> 00:05:50.340]  是幫到大家關係的
[00:05:50.340 --> 00:05:53.340]  你猜猜,有多少?百分之多少?
[00:05:53.340 --> 00:05:56.340]  10%是好,三分一
[00:05:56.340 --> 00:05:59.340]  三分一
[00:05:59.340 --> 00:06:02.340]  換句話說,三分一這麼多,不是吧?
[00:06:02.340 --> 00:06:05.340]  我不知道是不是太過 optimistic
[00:06:05.340 --> 00:06:08.340]  總之,他就說有三分之一的人
[00:06:08.340 --> 00:06:11.340]  只會有三分之一的人
[00:06:11.340 --> 00:06:14.340]  說這個疫情是幫到他們的關係
[00:06:14.340 --> 00:06:17.340]  那就是說三分之二是什麼人?
[00:06:17.340 --> 00:06:20.340]  很可能就是令到關係
[00:06:20.340 --> 00:06:23.340]  更加差,和張力更加大
[00:06:23.340 --> 00:06:26.340]  換句話說,這裡這麼多人
[00:06:26.340 --> 00:06:29.340]  為什麼要分三分一?
[00:06:29.340 --> 00:06:32.340]  大家做過調查
[00:06:32.340 --> 00:06:35.340]  做完調查之後,我們問同一個問題
[00:06:35.340 --> 00:06:38.340]  就是這個疫情有沒有令到你的關係
[00:06:38.340 --> 00:06:41.340]  或者家庭的關係,婚姻的關係,是會有改善的
[00:06:41.340 --> 00:06:44.340]  三分一這裡,怎樣回答?
[00:06:44.340 --> 00:06:47.340]  只有一分之一說有改善而已
[00:06:47.340 --> 00:06:50.340]  然後我們這兩分之一就掘住他
[00:06:50.340 --> 00:06:53.340]  我沒搞錯,是不是?
[00:06:53.340 --> 00:06:56.340]  所以這是一個很悲傷的消息
[00:06:56.340 --> 00:06:59.340]  想想你自己是不是這樣
[00:06:59.340 --> 00:07:02.340]  第二個問題,這個英國的研究
[00:07:02.340 --> 00:07:05.340]  就是說在英國
[00:07:05.340 --> 00:07:08.340]  最大的家庭法律公司
[00:07:08.340 --> 00:07:11.340]  他們的報告
[00:07:11.340 --> 00:07:14.340]  就是他們的報告,去年
[00:07:14.340 --> 00:07:17.340]  就是說離婚率增加了多少
[00:07:17.340 --> 00:07:20.340]  猜猜增加了多少
[00:07:20.340 --> 00:07:23.340]  百分之多少?
[00:07:23.340 --> 00:07:26.340]  百分之九十五
[00:07:26.340 --> 00:07:29.340]  哇,很開心,是不是?
[00:07:29.340 --> 00:07:32.340]  我的律師很開心
[00:07:32.340 --> 00:07:35.340]  多了離婚率,多了百分之九十五
[00:07:35.340 --> 00:07:38.340]  打官司都打到手軟,是不是?
[00:07:38.340 --> 00:07:41.340]  換句話說,我們用這裡做一個樣本
[00:07:41.340 --> 00:07:44.340]  算了,算了
[00:07:44.340 --> 00:07:47.340]  不要說這些,新年快樂
[00:07:47.340 --> 00:07:50.340]  不要說這些,新年快樂
[00:07:50.340 --> 00:07:53.340]  怎樣都好,這個疫情對我們來說
[00:07:53.340 --> 00:07:56.340]  是很大的影響
[00:07:56.340 --> 00:07:59.340]  無論你的工作也好,你的個人的生命也好
[00:07:59.340 --> 00:08:02.340]  甚至教會也好
[00:08:02.340 --> 00:08:05.340]  所以這個時候我們想想,回到聖經裡面,怎樣去看
[00:08:05.340 --> 00:08:08.340]  關係,怎樣去看教會呢
[00:08:08.340 --> 00:08:11.340]  那我就選了
[00:08:11.340 --> 00:08:14.340]  這段聖經來開始
[00:08:14.340 --> 00:08:17.340]  這段聖經的時候,我想問你一個問題
[00:08:17.340 --> 00:08:20.340]  就是當我讀這段聖經,從頭讀到尾的時候
[00:08:20.340 --> 00:08:23.340]  你有什麼感覺
[00:08:23.340 --> 00:08:26.340]  你的feeling是什麼
[00:08:26.340 --> 00:08:29.340]  你聽這段聖經,可能是一段很熟悉的聖經
[00:08:29.340 --> 00:08:32.340]  又或者如果你
[00:08:32.340 --> 00:08:35.340]  當這段聖經是你第一次聽
[00:08:35.340 --> 00:08:38.340]  第一次來讀,你有什麼感覺呢
[00:08:38.340 --> 00:08:41.340]  我們開始,好嗎
[00:08:41.340 --> 00:08:44.340]  以佛所書第五章,第21節
[00:08:44.340 --> 00:08:47.340]  要全敬畏基督的心
[00:08:47.340 --> 00:08:50.340]  彼此馴服
[00:08:50.340 --> 00:08:53.340]  作妻子的,你們要馴服自己的丈夫
[00:08:53.340 --> 00:08:56.340]  如同馴服主,因為丈夫是妻子的頭
[00:08:56.340 --> 00:08:59.340]  如同基督是教會的頭
[00:08:59.340 --> 00:09:02.340]  他又是這身體的救主
[00:09:02.340 --> 00:09:05.340]  教會怎樣馴服基督
[00:09:05.340 --> 00:09:08.340]  妻子也要怎樣馴服丈夫
[00:09:08.340 --> 00:09:11.340]  25節,作丈夫的,你們要愛自己的妻子
[00:09:11.340 --> 00:09:14.340]  如同基督愛教會
[00:09:14.340 --> 00:09:17.340]  為教會社稷,以水直著道
[00:09:17.340 --> 00:09:20.340]  把教會洗淨,使它成為聖潔
[00:09:20.340 --> 00:09:23.340]  好現給自己作榮耀的教會
[00:09:23.340 --> 00:09:26.340]  毫無顛污、皺紋等類的缺陷
[00:09:26.340 --> 00:09:29.340]  而是聖潔沒有瑕疵的
[00:09:29.340 --> 00:09:32.340]  28節,丈夫也要照樣愛妻子
[00:09:32.340 --> 00:09:35.340]  如同愛自己的身體
[00:09:35.340 --> 00:09:38.340]  愛妻子就是愛自己
[00:09:38.340 --> 00:09:41.340]  從來沒有人恨護自己的身體
[00:09:41.340 --> 00:09:44.340]  總是保養愛惜,正如基督對教會一樣
[00:09:44.340 --> 00:09:47.340]  因我們是他身體的肢體
[00:09:47.340 --> 00:09:50.340]  31節
[00:09:50.340 --> 00:09:53.340]  為這個緣故
[00:09:53.340 --> 00:09:56.340]  人要離開父母與妻子聯合
[00:09:56.340 --> 00:09:59.340]  以人成為一體,這是極大的奧秘
[00:09:59.340 --> 00:10:02.340]  而我是指基督和教會說的
[00:10:02.340 --> 00:10:05.340]  然而,你們每個人
[00:10:05.340 --> 00:10:08.340]  都要愛妻子,如同愛自己一樣
[00:10:08.340 --> 00:10:11.340]  妻子也要敬重丈夫
[00:10:11.340 --> 00:10:14.340]  讀到這裡
[00:10:14.340 --> 00:10:17.340]  有什麼感覺?
[00:10:17.340 --> 00:10:20.340]  我們做個調查
[00:10:20.340 --> 00:10:23.340]  有誰是feel good?
[00:10:23.340 --> 00:10:26.340]  男人!我看不到女人feel good
[00:10:26.340 --> 00:10:29.340]  ok,feel good
[00:10:29.340 --> 00:10:32.340]  很明白聖經的道理
[00:10:32.340 --> 00:10:35.340]  有誰不太feel good?
[00:10:35.340 --> 00:10:38.340]  不一定feel bad
[00:10:38.340 --> 00:10:41.340]  可能不太feel good
[00:10:41.340 --> 00:10:44.340]  有人嗎?ok
[00:10:44.340 --> 00:10:47.340]  可能有,但你不敢舉手
[00:10:47.340 --> 00:10:50.340]  很可能
[00:10:50.340 --> 00:10:53.340]  你們覺得不太合聽
[00:10:53.340 --> 00:10:56.340]  現代人,我們說什麼?
[00:10:56.340 --> 00:10:59.340]  平等
[00:10:59.340 --> 00:11:02.340]  丈夫和妻子應該是平等的
[00:11:02.340 --> 00:11:05.340]  應該是平起平坐
[00:11:05.340 --> 00:11:08.340]  大家應該是平等的地位和待遇
[00:11:08.340 --> 00:11:11.340]  這段聖經為什麼不合聽?
[00:11:11.340 --> 00:11:14.340]  因為一直叫女人馴服
[00:11:14.340 --> 00:11:17.340]  所以有些人
[00:11:17.340 --> 00:11:20.340]  都會這樣硬來解釋
[00:11:20.340 --> 00:11:23.340]  總之,老公做什麼
[00:11:23.340 --> 00:11:26.340]  什麼都好,妻子就一定要馴服
[00:11:26.340 --> 00:11:29.340]  因為要馴服,所以每件事都要聽話
[00:11:29.340 --> 00:11:32.340]  老公叫你洗廁所,你就要洗廁所
[00:11:32.340 --> 00:11:35.340]  你不要去洗爐頭
[00:11:35.340 --> 00:11:38.340]  一定要
[00:11:38.340 --> 00:11:41.340]  叫你走左,不要走右
[00:11:41.340 --> 00:11:44.340]  所以我們現代人會覺得
[00:11:44.340 --> 00:11:47.340]  可能有些甚至oppressive
[00:11:47.340 --> 00:11:50.340]  有些人會覺得oppressive
[00:11:50.340 --> 00:11:53.340]  不知道你有沒有這種感覺
[00:11:53.340 --> 00:11:56.340]  可能會有這種感覺,這是understandable
[00:11:56.340 --> 00:11:59.340]  好像很古板的一些古代人
[00:11:59.340 --> 00:12:02.340]  盲目的去信訟
[00:12:02.340 --> 00:12:05.340]  對嗎?
[00:12:05.340 --> 00:12:08.340]  我不是說了你心聲嗎?
[00:12:08.340 --> 00:12:11.340]  我看聖經怎麼看呢?我經常都這樣說
[00:12:11.340 --> 00:12:14.340]  聖經不是直接寫給我們
[00:12:14.340 --> 00:12:17.340]  這段聖經不是直接寫給我們現代人
[00:12:17.340 --> 00:12:20.340]  它一定是針對當時的處境
[00:12:20.340 --> 00:12:23.340]  去講這番話的
[00:12:23.340 --> 00:12:26.340]  但我不是說將聖經框在以前的社會裡面
[00:12:26.340 --> 00:12:29.340]  而是它藉著當時社會所了解的語言也好
[00:12:29.340 --> 00:12:32.340]  或者那些比喻也好
[00:12:32.340 --> 00:12:35.340]  那些說法也好
[00:12:35.340 --> 00:12:38.340]  用那種思想形態
[00:12:38.340 --> 00:12:41.340]  來溝通某一樣東西
[00:12:41.340 --> 00:12:44.340]  那樣東西,上帝啟示要溝通的
[00:12:44.340 --> 00:12:47.340]  那種處境來溝通
[00:12:47.340 --> 00:12:50.340]  然後我們抓到那個精義
[00:12:50.340 --> 00:12:53.340]  那個精義就是橫跨所有時空
[00:12:53.340 --> 00:12:56.340]  我應該是這樣看聖經
[00:12:56.340 --> 00:12:59.340]  因為聖經不是直接寫給我們,而是為我們而寫
[00:12:59.340 --> 00:13:02.340]  所以我們看這段聖經也是一樣
[00:13:02.340 --> 00:13:05.340]  雖然這段聖經好像很熟悉
[00:13:05.340 --> 00:13:08.340]  為什麼好像很熟悉呢?
[00:13:08.340 --> 00:13:11.340]  我做過很多婚禮,很多時候都選這段
[00:13:11.340 --> 00:13:14.340]  我做過很多婚禮,很多時候都選這段
[00:13:14.340 --> 00:13:17.340]  我做過很多婚禮,很多時候都選這段
[00:13:17.340 --> 00:13:20.340]  我做過很多婚禮,很多時候都選這段
[00:13:20.340 --> 00:13:23.340]  我做過很多婚禮,很多時候都選這段
[00:13:23.340 --> 00:13:26.340]  在婚禮的時候要聽得清楚
[00:13:26.340 --> 00:13:29.340]  他覺得sounds good,OK
[00:13:29.340 --> 00:13:32.340]  OK的,有些聖經我們婚禮的時候用
[00:13:32.340 --> 00:13:35.340]  當然要sounds good
[00:13:35.340 --> 00:13:38.340]  難道你婚禮的時候
[00:13:38.340 --> 00:13:41.340]  但我想你今天看,就好像第一世紀
[00:13:41.340 --> 00:13:44.340]  的婚禮
[00:13:44.340 --> 00:13:47.340]  讀這段聖經,就不是二十一世紀
[00:13:47.340 --> 00:13:50.340]  如果第一世紀的耳朵
[00:13:50.340 --> 00:13:53.340]  去聽這段聖經的時候,會有什麼
[00:13:53.340 --> 00:13:56.340]  的分別,還有你捉到什麼
[00:13:56.340 --> 00:13:59.340]  的正義呢?
[00:13:59.340 --> 00:14:02.340]  每一個社會都會對某一些家庭關係
[00:14:02.340 --> 00:14:05.340]  社會裡面人際關係
[00:14:05.340 --> 00:14:08.340]  的明文也好,非明文也好
[00:14:08.340 --> 00:14:11.340]  的規例
[00:14:11.340 --> 00:14:14.340]  有些可能寫出來,有些可能大家明白的
[00:14:14.340 --> 00:14:17.340]  例如例子,給個例子
[00:14:17.340 --> 00:14:20.340]  我們華人的文化都是這樣的
[00:14:20.340 --> 00:14:23.340]  特別對男人,還是對女人
[00:14:23.340 --> 00:14:26.340]  諸多要求,華人的傳統文化
[00:14:26.340 --> 00:14:29.340]  女人多些要求,還是對男人
[00:14:29.340 --> 00:14:32.340]  多些要求,女人是吧
[00:14:32.340 --> 00:14:35.340]  因為女人要什麼?三從四得,沒錯
[00:14:35.340 --> 00:14:38.340]  男人呢?就三妻四妾
[00:14:38.340 --> 00:14:41.340]  所以是兩回事,華人文化
[00:14:41.340 --> 00:14:44.340]  都是這樣,有些家規,或者
[00:14:44.340 --> 00:14:47.340]  一些code,我們叫它做
[00:14:47.340 --> 00:14:50.340]  social code,是去處理,以及去
[00:14:50.340 --> 00:14:53.340]  形容,或者甚至去
[00:14:53.340 --> 00:14:56.340]  限制了某一些的關係
[00:14:56.340 --> 00:14:59.340]  的動態
[00:14:59.340 --> 00:15:02.340]  回到第一世紀
[00:15:02.340 --> 00:15:05.340]  回到第一世紀
[00:15:05.340 --> 00:15:08.340]  羅馬帝國的社會,有什麼文明
[00:15:08.340 --> 00:15:11.340]  或者非文明的法規
[00:15:11.340 --> 00:15:14.340]  code,去處理一些
[00:15:14.340 --> 00:15:17.340]  所謂家庭的關係,我們可以統稱
[00:15:17.340 --> 00:15:20.340]  叫做household code
[00:15:20.340 --> 00:15:23.340]  就是家庭的法規
[00:15:23.340 --> 00:15:26.340]  國有國法,家有家規
[00:15:26.340 --> 00:15:29.340]  他們的家規是怎樣呢
[00:15:29.340 --> 00:15:32.340]  所以我在這裡讀一段文字
[00:15:32.340 --> 00:15:35.340]  不是聖經來的,是當時
[00:15:35.340 --> 00:15:38.340]  應該是異熟能詳,在羅馬逛街的時候
[00:15:38.340 --> 00:15:41.340]  在大城市逛街的時候
[00:15:41.340 --> 00:15:44.340]  你就會聽到,這首歌就會這樣唱
[00:15:44.340 --> 00:15:47.340]  或者有一種這樣的社會價值
[00:15:47.340 --> 00:15:50.340]  或者所謂的household code
[00:15:50.340 --> 00:15:53.340]  我不知道你有沒有聽過一個人叫做阿里士多德
[00:15:53.340 --> 00:15:56.340]  不是豆麗士多德
[00:15:56.340 --> 00:15:59.340]  他不會新年頭上路
[00:15:59.340 --> 00:16:02.340]  阿里士多德是一個哲學家
[00:16:02.340 --> 00:16:05.340]  很出名的哲學家,有很多的teaching
[00:16:05.340 --> 00:16:08.340]  有很多的教導,都是深入民心的
[00:16:08.340 --> 00:16:11.340]  阿里士多德說了一句這樣的說話,聽清楚
[00:16:11.340 --> 00:16:14.340]  他說什麼呢
[00:16:14.340 --> 00:16:17.340]  他說到household management的時候
[00:16:17.340 --> 00:16:20.340]  怎樣管治一個家庭
[00:16:20.340 --> 00:16:23.340]  這樣就分三部份
[00:16:23.340 --> 00:16:26.340]  他說第一部份是什麼呢
[00:16:26.340 --> 00:16:29.340]  就是主人怎樣對
[00:16:29.340 --> 00:16:32.340]  僕人的家規
[00:16:32.340 --> 00:16:35.340]  第二部份
[00:16:35.340 --> 00:16:38.340]  就是父親怎樣去管治子女的家規
[00:16:38.340 --> 00:16:41.340]  第三部份
[00:16:41.340 --> 00:16:44.340]  就是丈夫怎樣對
[00:16:44.340 --> 00:16:47.340]  管理,管治妻子的家規
[00:16:47.340 --> 00:16:50.340]  三部份
[00:16:50.340 --> 00:16:53.340]  所以說到
[00:16:53.340 --> 00:16:56.340]  他一連串就說到男人
[00:16:56.340 --> 00:16:59.340]  男人是一個家庭之主
[00:16:59.340 --> 00:17:02.340]  男人是家庭之主
[00:17:02.340 --> 00:17:05.340]  所以他就要管理什麼呢
[00:17:05.340 --> 00:17:08.340]  管理三件事,當時羅馬的家庭
[00:17:08.340 --> 00:17:11.340]  特別大的家庭
[00:17:11.340 --> 00:17:14.340]  就會有三個關係的方面
[00:17:14.340 --> 00:17:17.340]  第一個就是主人和僕人
[00:17:17.340 --> 00:17:20.340]  第二個就是主人父親和子女
[00:17:20.340 --> 00:17:23.340]  第三部份就是主人和妻子
[00:17:23.340 --> 00:17:26.340]  換句話說
[00:17:26.340 --> 00:17:29.340]  當時的哲學,當時的價值
[00:17:29.340 --> 00:17:32.340]  這些的家規
[00:17:32.340 --> 00:17:35.340]  就是那個男人就是整個家庭裡面的
[00:17:35.340 --> 00:17:38.340]  Sovereign
[00:17:38.340 --> 00:17:41.340]  主人,最高的主人
[00:17:41.340 --> 00:17:44.340]  最高的權威
[00:17:44.340 --> 00:17:47.340]  最高的權威
[00:17:47.340 --> 00:17:50.340]  所以每個人都要聽他的話
[00:17:50.340 --> 00:17:53.340]  不單止是這樣
[00:17:53.340 --> 00:17:56.340]  亞里斯多德寫這本書叫做Politics
[00:17:56.340 --> 00:17:59.340]  政治,你說的政治不是我們今天很限制那種
[00:17:59.340 --> 00:18:02.340]  我們投票那些
[00:18:02.340 --> 00:18:05.340]  政治是說到整個社會裡面的Order
[00:18:05.340 --> 00:18:08.340]  整個的規律應該是怎樣
[00:18:08.340 --> 00:18:11.340]  下帝國的規律就好像一個大的家庭
[00:18:11.340 --> 00:18:14.340]  哪一個是最頂的那個,就是羅馬帝王
[00:18:14.340 --> 00:18:17.340]  羅馬帝王就處理他下面不同的關係
[00:18:17.340 --> 00:18:20.340]  羅馬帝王就處理他下面不同的關係
[00:18:20.340 --> 00:18:23.340]  他就是有特權,有唯一的大權
[00:18:23.340 --> 00:18:26.340]  如果你將這個
[00:18:26.340 --> 00:18:29.340]  廣義的帝國,所謂帝國的家庭
[00:18:29.340 --> 00:18:32.340]  縮小了變成一個家族
[00:18:32.340 --> 00:18:35.340]  一個家庭,一個Household的時候
[00:18:35.340 --> 00:18:38.340]  整個的Household最高的那個是誰
[00:18:38.340 --> 00:18:41.340]  就是男人
[00:18:41.340 --> 00:18:44.340]  男士,父親,丈夫
[00:18:44.340 --> 00:18:47.340]  就是最大的,甚至
[00:18:47.340 --> 00:18:50.340]  當時的羅馬的社會
[00:18:50.340 --> 00:18:53.340]  就說男人要好好處理自己的家庭
[00:18:53.340 --> 00:18:56.340]  處理這三件事
[00:18:56.340 --> 00:18:59.340]  以至整個的國度
[00:18:59.340 --> 00:19:02.340]  整個的帝國,才會有所謂
[00:19:02.340 --> 00:19:05.340]  國安,才會有安全性
[00:19:05.340 --> 00:19:08.340]  那些叫做Pax Romana
[00:19:08.340 --> 00:19:11.340]  就是羅馬盛世,羅馬盛世怎樣
[00:19:11.340 --> 00:19:14.340]  可以維持到,就是所有這些人
[00:19:14.340 --> 00:19:17.340]  好好處理自己的Household
[00:19:17.340 --> 00:19:20.340]  所以那個男人,就是有這個特權
[00:19:20.340 --> 00:19:23.340]  去到命令
[00:19:23.340 --> 00:19:26.340]  和去管治在他下面的
[00:19:26.340 --> 00:19:29.340]  妻子,二女,僕人
[00:19:29.340 --> 00:19:32.340]  那家庭好的時候
[00:19:32.340 --> 00:19:35.340]  大家就好了,大家就有
[00:19:35.340 --> 00:19:38.340]  國安,大家就舒舒服服
[00:19:38.340 --> 00:19:41.340]  可以生活下去
[00:19:41.340 --> 00:19:44.340]  保羅
[00:19:44.340 --> 00:19:47.340]  在《二筆所書》
[00:19:47.340 --> 00:19:50.340]  講到這些所謂Household的
[00:19:50.340 --> 00:19:53.340]  relationship的時候
[00:19:53.340 --> 00:19:56.340]  如果聽清楚《二筆所書》
[00:19:56.340 --> 00:19:59.340]  就是有這三件事
[00:19:59.340 --> 00:20:02.340]  第五章,第六章,你回去看
[00:20:02.340 --> 00:20:05.340]  就是講這三件事
[00:20:05.340 --> 00:20:08.340]  丈夫怎樣管理妻子
[00:20:08.340 --> 00:20:11.340]  父親怎樣管理二女
[00:20:11.340 --> 00:20:14.340]  家裡的主人怎樣管理他的僕人
[00:20:14.340 --> 00:20:17.340]  其實就是這三件事,但是保羅
[00:20:17.340 --> 00:20:20.340]  用一些當事人一聽
[00:20:20.340 --> 00:20:23.340]  是很熟悉的事
[00:20:23.340 --> 00:20:26.340]  現在就,轉他一點
[00:20:26.340 --> 00:20:29.340]  等於一些人就將一首
[00:20:29.340 --> 00:20:32.340]  平時很普遍
