
[00:00:00.000 --> 00:00:02.620]  今天跟大家講一個新的講道系列
[00:02:45.280 --> 00:02:46.120]  活出我們的信心
[00:02:46.120 --> 00:02:47.160]  第一樣東西
[00:02:47.160 --> 00:02:49.960]  首先我們要學的是不要怕
[00:02:49.960 --> 00:02:52.200]  讓別人知道我們是基督徒
[00:02:52.200 --> 00:02:55.080]  我們要表明我們是基督徒的身份
[00:02:55.080 --> 00:02:56.960]  很多人有難處
[00:02:56.960 --> 00:02:57.800]  原因是什麼呢
[00:02:57.800 --> 00:02:58.400]  其實大家都知道
[00:02:58.400 --> 00:02:59.860]  因爲有時候我們也會害怕
[00:02:59.860 --> 00:03:00.800]  害怕什麼呢
[00:03:00.800 --> 00:03:02.400]  就是害怕別人挑戰我們
[00:03:02.400 --> 00:03:03.580]  害怕別人取笑我們
[00:03:03.580 --> 00:03:05.020]  害怕別人歧視我們
[00:03:05.020 --> 00:03:05.960]  在美國呢
[00:03:05.960 --> 00:03:08.920]  很多時候好像對基督教的信仰不是很友善
[00:03:08.920 --> 00:03:10.640]  其他的宗教信仰裏面來說
[00:03:10.640 --> 00:03:11.880]  沒有那麼多人攻擊的
[00:03:11.880 --> 00:03:13.440]  但是對基督教裏面來說
[00:03:13.440 --> 00:03:16.800]  整天看新聞、看電視、上互聯網
[00:03:16.800 --> 00:03:22.080]  時不時都看到一些刻意地挑剔、針對我們的信仰
[00:03:22.080 --> 00:03:23.240]  我們怕被人挑戰
[00:03:23.240 --> 00:03:25.040]  一知道我們是基督徒的時候
[00:03:25.040 --> 00:03:27.240]  他會怎麼對待我們呢
[00:03:27.240 --> 00:03:28.960]  很多時候我們又怕
[00:03:28.960 --> 00:03:33.440]  別人問一些我們不懂得解答的信仰問題
[00:03:33.440 --> 00:03:34.960]  但是保羅跟着告訴我們
[00:03:34.960 --> 00:03:38.600]  除非你們完全經不起考驗
[00:03:38.600 --> 00:03:41.120]  除非你們的信心經不起考驗
[00:03:41.120 --> 00:03:42.240]  你們應該知道
[00:03:42.240 --> 00:03:46.920]  耶穌基督在你們的生命裏面
[00:03:46.920 --> 00:03:47.800]  每一個基督徒
[00:03:47.800 --> 00:03:50.200]  怎麼能夠知道我們有沒有耶穌基督的生命呢
[00:03:50.200 --> 00:03:51.280]  第一樣東西
[00:03:51.280 --> 00:03:52.800]  肯不肯承認呢
[00:03:52.800 --> 00:03:54.880]  我們連承認都不敢承認的時候
[00:03:54.880 --> 00:03:59.520]  怎麼能夠讓人知道我們擁有耶穌基督的生命呢
[00:03:59.520 --> 00:04:03.240]  在過去86屆奧斯卡金像獎
[00:04:03.240 --> 00:04:05.360]  不知道我們當中有沒有人喜歡看的呢
[00:04:05.360 --> 00:04:06.440]  師母很喜歡看的
[00:04:06.440 --> 00:04:07.400]  那我陪她看
[00:04:07.400 --> 00:04:08.440]  不過今年沒得看
[00:04:08.440 --> 00:04:09.440]  因爲剛剛那段時間
[00:04:09.440 --> 00:04:12.360]  電線壞了
[00:04:12.360 --> 00:04:16.000]  後來我不是經意的
[00:04:16.000 --> 00:04:17.840]  上網的時候
[00:04:17.840 --> 00:04:20.920]  看到今年奧斯卡有一個很特別的地方
[00:04:20.920 --> 00:04:22.000]  是什麼呢
[00:04:22.000 --> 00:04:26.640]  就是今年奧斯卡最佳男演員的得主
[00:04:26.640 --> 00:04:29.160]  Matthew McConaughey
[00:04:29.160 --> 00:04:31.080]  他得獎的時候
[00:04:31.080 --> 00:04:33.840]  他竟然在拿獎的時候發出他的感言
[00:04:33.840 --> 00:04:36.760]  他說:我想感謝神
[00:04:36.760 --> 00:04:40.560]  因爲這是我對他的看法
[00:04:40.560 --> 00:04:41.960]  哇 這個就很特別
[00:04:41.960 --> 00:04:42.720]  OK
[00:04:42.720 --> 00:04:44.600]  很明顯他是基督徒
[00:04:44.600 --> 00:04:48.560]  但是我們很少在奧斯卡的頒獎禮裏面
[00:04:48.560 --> 00:04:51.200]  有些人亂髮言論
[00:04:51.200 --> 00:04:54.000]  但是我從來沒聽過在我記憶裏面
[00:04:54.000 --> 00:04:56.760]  有人在拿獎的時間
[00:04:56.760 --> 00:04:59.120]  將榮耀歸給神
[00:04:59.120 --> 00:05:00.800]  他說我要感謝神
[00:05:00.800 --> 00:05:03.760]  因爲祂是我所仰望
[00:05:03.760 --> 00:05:07.480]  他已經用機會賜福了我的生活
[00:05:07.480 --> 00:05:09.680]  我知道我不是我的手
[00:05:09.680 --> 00:05:14.200]  或者任何其他人的手能夠做得到的
[00:05:14.200 --> 00:05:16.800]  公開表示信仰
[00:05:16.800 --> 00:05:17.840]  不單如此
[00:05:17.840 --> 00:05:21.000]  並且爲神做見證
[00:05:21.000 --> 00:05:22.440]  在這樣的場合裏面
[00:05:22.440 --> 00:05:24.600]  是相當特別的
[00:05:24.600 --> 00:05:27.360]  當然你說你公開表示信仰
[00:05:27.360 --> 00:05:29.120]  不等於你是一個不斷成長
[00:05:29.120 --> 00:05:32.320]  不斷成熟的基督徒
[00:05:32.320 --> 00:05:34.400]  但最低限度Matthew McConaughey
[00:05:34.400 --> 00:05:36.920]  他通過了一個信心的考驗
[00:05:36.920 --> 00:05:41.320]  他不怕在別人面前承認他的信仰
[00:05:41.320 --> 00:05:42.200]  大家想一想
[00:05:42.200 --> 00:05:44.560]  奧斯卡不是普通的聚會
[00:05:44.560 --> 00:05:46.160]  全世界所有國家
[00:05:46.160 --> 00:05:50.040]  只要有電視都會用重金買回去轉播
[00:05:50.040 --> 00:05:52.280]  因爲你會拿到很多廣告商
[00:05:52.280 --> 00:05:54.040]  給錢來賣廣告
[00:05:54.040 --> 00:05:55.480]  很多人看
[00:05:55.480 --> 00:06:00.440]  他站在所有的演員、導演、製片
[00:06:00.440 --> 00:06:03.600]  還有全世界的觀衆面前
[00:06:03.600 --> 00:06:04.920]  但在那一瞬間
[00:06:04.920 --> 00:06:06.240]  他能夠想到的是
[00:06:06.240 --> 00:06:08.520]  將榮耀歸給神
[00:06:08.520 --> 00:06:12.280]  表明他是一個基督徒
[00:06:12.280 --> 00:06:13.200]  當我看到這樣的時候
[00:06:13.200 --> 00:06:14.520]  我心裏很感動
[00:06:14.520 --> 00:06:16.520]  因爲一來是少見
[00:06:16.520 --> 00:06:18.160]  回想起來很多時候
[00:06:18.160 --> 00:06:19.840]  我發現很多基督徒
[00:06:19.840 --> 00:06:22.480]  只是敢於在教裏面做見證
[00:06:22.480 --> 00:06:26.280]  還要手震震地說見證
[00:06:26.280 --> 00:06:29.760]  在教裏面才肯承認我們是基督徒
[00:06:29.760 --> 00:06:32.440]  在平時上班、上學、工作的時間
[00:06:32.440 --> 00:06:33.560]  我們有意無意的
[00:06:33.560 --> 00:06:34.560]  不是故意的
[00:06:34.560 --> 00:06:38.120]  不過有意無意去躲避
[00:06:38.120 --> 00:06:39.360]  就像剛纔所說的
[00:06:39.360 --> 00:06:40.320]  因爲我們懼怕
[00:06:40.320 --> 00:06:42.080]  我們缺乏信心
[00:06:42.080 --> 00:06:45.240]  我們不能夠通過最基本的考驗
[00:06:45.240 --> 00:06:47.080]  我相信在想
[00:06:47.080 --> 00:06:47.840]  爲什麼在新約裏面
[00:06:47.840 --> 00:06:49.640]  耶穌要設立贈禮呢
[00:06:49.640 --> 00:06:51.920]  舊約有很多條文禮節
[00:06:51.920 --> 00:06:53.000]  新約只有兩個
[00:06:53.000 --> 00:06:55.560]  贈禮和主親禮
[00:06:55.560 --> 00:06:57.920]  爲什麼耶穌會設立贈禮呢
[00:06:57.920 --> 00:06:59.240]  當然在聖經裏面
[00:06:59.240 --> 00:07:00.680]  我們沒有清楚看到
[00:07:00.680 --> 00:07:02.360]  我們明白贈禮的意思
[00:07:02.360 --> 00:07:05.440]  但是爲什麼耶穌要設立贈禮呢
[00:07:05.440 --> 00:07:06.720]  我相信其中一件事
[00:07:06.720 --> 00:07:08.040]  我想到的是
[00:07:08.040 --> 00:07:09.840]  因爲贈禮
[00:07:09.840 --> 00:07:13.640]  就是我們進入基督耶穌的生命裏面
[00:07:13.640 --> 00:07:15.560]  第一個的考驗
[00:07:15.560 --> 00:07:17.720]  我們說贈禮不是拯救你的方法
[00:07:17.720 --> 00:07:19.600]  贈禮是表示你的信心的方法
[00:07:19.600 --> 00:07:20.440]  是不是手震的時候
[00:07:20.440 --> 00:07:21.920]  牧師經常提醒你
[00:07:21.920 --> 00:07:23.880]  你不是說贈了自動就得救
[00:07:23.880 --> 00:07:25.120]  不
[00:07:25.120 --> 00:07:27.280]  但是這個行動
[00:07:27.280 --> 00:07:31.840]  表示你對耶穌基督的信心
[00:07:31.840 --> 00:07:32.720]  I don't know about you
[00:07:32.720 --> 00:07:34.840]  所以如果你說
[00:07:34.840 --> 00:07:35.720]  Excuse me
[00:07:35.720 --> 00:07:37.080]  如果你說我相信耶穌了
[00:07:37.080 --> 00:07:38.720]  我真心信主的
[00:07:38.720 --> 00:07:39.760]  不就行了嗎
[00:07:39.760 --> 00:07:40.840]  心裏面相信
[00:07:40.840 --> 00:07:41.800]  口裏面承認
[00:07:41.800 --> 00:07:43.720]  OK 我信了耶穌就行了
[00:07:43.720 --> 00:07:45.360]  爲什麼要受贈呢
[00:07:45.360 --> 00:07:47.320]  This is why
[00:07:47.320 --> 00:07:48.560]  讓人知道
[00:07:48.560 --> 00:07:52.880]  你是一個真心跟隨耶穌基督的人
[00:07:52.880 --> 00:07:54.080]  藉着贈禮
[00:07:54.080 --> 00:07:59.000]  我們學習如何活出我們的信心
[00:07:59.000 --> 00:08:00.680]  聖經在羅馬書裏說
[00:08:00.680 --> 00:08:02.800]  由於你們我們的信心
[00:08:02.800 --> 00:08:04.520]  你的信心我的信心
[00:08:04.520 --> 00:08:06.400]  我們可以互相獲得鼓勵
[00:08:06.400 --> 00:08:08.520]  這是現代中文版的翻譯
[00:08:08.520 --> 00:08:09.480]  和合本是說
[00:08:09.480 --> 00:08:12.440]  你們與我彼此的信心
[00:08:12.440 --> 00:08:13.960]  就可以同得安慰
[00:08:13.960 --> 00:08:15.640]  因爲你和我的信心
[00:08:15.640 --> 00:08:16.760]  大家可以得鼓勵
[00:08:16.760 --> 00:08:20.080]  大家可以得安慰
[00:08:20.080 --> 00:08:21.240]  當我看到聖經的時候
[00:08:21.240 --> 00:08:22.160]  我就想起
[00:08:22.160 --> 00:08:25.120]  原來當我們能夠表現信心
[00:08:25.120 --> 00:08:26.560]  我們在信上有經歷
[00:08:26.560 --> 00:08:29.480]  我們能夠勇於站出來
[00:08:29.480 --> 00:08:31.560]  去分享去見證的時候
[00:08:31.560 --> 00:08:32.920]  我們可以成爲衆弟兄姊妹
[00:08:32.920 --> 00:08:33.560]  互相激勵
[00:08:33.560 --> 00:08:34.480]  弟兄姊妹激勵我們
[00:08:34.480 --> 00:08:36.400]  我們激勵弟兄姊妹
[00:08:36.400 --> 00:08:39.560]  這就是教會里團契的好處
[00:08:39.560 --> 00:08:41.080]  原來我經歷了神
[00:08:41.080 --> 00:08:42.320]  你們同樣也會經歷
[00:08:42.320 --> 00:08:43.960]  原來我所信的神是真實的
[00:08:43.960 --> 00:08:45.800]  你們也會經歷到真實的
[00:08:45.800 --> 00:08:48.480]  由於我們能夠分享見證的時候
[00:08:48.480 --> 00:08:51.400]  大家就很興奮
[00:08:51.400 --> 00:08:52.880]  我們知道沒有信錯
[00:08:52.880 --> 00:08:58.640]  因爲彼此印證神的實在
[00:08:58.640 --> 00:09:00.280]  上個星期
[00:09:00.280 --> 00:09:01.560]  部活節
[00:09:01.560 --> 00:09:02.480]  下午有贈禮
[00:09:02.480 --> 00:09:03.480]  不知道有誰在
[00:09:03.480 --> 00:09:07.760]  上個星期贈禮的時間
[00:09:07.760 --> 00:09:08.640]  只有幾個
[00:09:08.640 --> 00:09:10.480]  只有兩三隻手
[00:09:10.480 --> 00:09:11.040]  不要緊
[00:09:11.040 --> 00:09:13.680]  我告訴你們發生了什麼
[00:09:13.680 --> 00:09:15.360]  上個星期贈禮
[00:09:15.360 --> 00:09:15.840]  不是很多人
[00:09:15.840 --> 00:09:16.720]  只有五個人
[00:09:16.720 --> 00:09:20.160]  不過受贈弟兄姊妹的年紀
[00:09:20.160 --> 00:09:22.880]  最年輕的十八歲
[00:09:22.880 --> 00:09:24.880]  最成熟的五十多歲
[00:09:24.880 --> 00:09:28.400]  未到六十歲
[00:09:28.400 --> 00:09:31.880]  不同年齡的人都有
[00:09:31.880 --> 00:09:32.880]  不過有一件事
[00:09:32.880 --> 00:09:35.040]  同樣令我覺得很感動
[00:09:35.040 --> 00:09:35.720]  他們每個人都說
[00:09:35.720 --> 00:09:38.440]  他們信耶穌的經過
[00:09:38.440 --> 00:09:40.640]  他們信耶穌的見證
[00:09:40.640 --> 00:09:41.640]  我就發覺
[00:09:41.640 --> 00:09:43.280]  無論他們什麼年紀都好
[00:09:43.280 --> 00:09:45.320]  他們都是從自己的生活裏面
[00:09:45.320 --> 00:09:48.000]  體驗得到天父上帝
[00:09:48.000 --> 00:09:50.960]  怎樣去祝福他們、幫助他們
[00:09:50.960 --> 00:09:52.720]  和安慰他們
[00:09:52.720 --> 00:09:53.720]  於是到了一個地步
[00:09:53.720 --> 00:09:55.480]  發覺我們再不可以等
[00:09:55.480 --> 00:09:56.720]  再不可以推遲
[00:09:56.720 --> 00:09:58.080]  我真的經歷到
[00:09:58.080 --> 00:09:59.560]  神是這麼實在的主宰
[00:09:59.560 --> 00:10:01.080]  我要透過贈禮
[00:10:01.080 --> 00:10:03.160]  告訴別人祂是真的
[00:10:03.160 --> 00:10:04.240]  我要透過贈禮
[00:10:04.240 --> 00:10:04.920]  告訴別人
[00:10:04.920 --> 00:10:08.440]  我們是真心的相信祂
[00:10:08.440 --> 00:10:09.280]  當我聽到的時候
[00:10:09.280 --> 00:10:10.720]  我心裏很感動
[00:10:10.720 --> 00:10:12.080]  不單單感動弟兄姊妹
[00:10:12.080 --> 00:10:13.280]  我想告訴你們
[00:10:13.280 --> 00:10:14.760]  每次我都很感動
[00:10:14.760 --> 00:10:16.640]  不過這次
[00:10:16.640 --> 00:10:19.040]  我忽然之間有個特別的感覺
[00:10:19.040 --> 00:10:21.280]  神透過他們的受贈
[00:10:21.280 --> 00:10:23.200]  激勵了我
[00:10:23.200 --> 00:10:24.840]  Why?
[00:10:24.840 --> 00:10:26.640]  因爲聖經說
[00:10:26.640 --> 00:10:27.960]  這是耶穌說的
[00:10:27.960 --> 00:10:30.760]  我父作事到如今
[00:10:30.760 --> 00:10:33.320]  我也作事
[00:10:33.320 --> 00:10:34.360]  當我見到弟兄姊妹
[00:10:34.360 --> 00:10:35.880]  一個一個出來講見證
[00:10:35.880 --> 00:10:37.880]  一個一個接受贈禮的時候
[00:10:37.880 --> 00:10:40.480]  告訴我天父上帝沒有停止工作
[00:10:40.480 --> 00:10:42.160]  耶穌基督沒有停止工作
[00:10:42.160 --> 00:10:45.040]  聖靈也沒有停止工作
[00:10:45.040 --> 00:10:47.040]  他仍然作工
[00:10:47.040 --> 00:10:47.880]  爲什麼對我來說
[00:10:47.880 --> 00:10:48.560]  這麼有幫助
[00:10:48.560 --> 00:10:49.480]  這麼有鼓勵呢
[00:10:49.480 --> 00:10:50.280]  因爲我告訴你們
[00:10:50.280 --> 00:10:52.360]  有時候做牧師都很辛苦
[00:10:52.360 --> 00:10:53.120]  不單單是我
[00:10:53.120 --> 00:10:54.600]  我相信其他童工有時候
[00:10:54.600 --> 00:10:55.440]  都做得很辛苦
[00:10:55.440 --> 00:10:56.640]  但是
[00:10:56.640 --> 00:10:57.960]  辛苦完
[00:10:57.960 --> 00:10:59.960]  不是經常見到有果效的
[00:10:59.960 --> 00:11:01.560]  你們知道嗎
[00:11:01.560 --> 00:11:03.000]  但是每一次的贈禮
[00:11:03.000 --> 00:11:03.840]  就是讓我們看到
[00:11:03.840 --> 00:11:04.840]  聖靈的工作
[00:11:04.840 --> 00:11:05.800]  天父的恩典
[00:11:05.800 --> 00:11:07.560]  耶穌基督的力量
[00:11:07.560 --> 00:11:10.600]  充滿了弟兄姊妹的心
[00:11:10.600 --> 00:11:13.480]  神沒有停止過作工
[00:11:13.480 --> 00:11:15.040]  哇 這個就激勵我
[00:11:15.040 --> 00:11:18.360]  要繼續積極地傳福音
[00:11:18.360 --> 00:11:20.280]  去收耶穌基督的莊稼
[00:11:20.280 --> 00:11:22.760]  所以保羅也是這樣告訴我們
[00:11:22.760 --> 00:11:25.160]  親愛的弟兄姊妹們
[00:11:25.160 --> 00:11:27.240]  親愛的弟兄姊妹們
[00:11:27.240 --> 00:11:29.000]  你們務要堅固
[00:11:29.000 --> 00:11:30.240]  不可搖動
[00:11:30.240 --> 00:11:31.920]  上上揭力
[00:11:31.920 --> 00:11:34.000]  多作主動
[00:11:34.000 --> 00:11:37.320]  因爲知道你們的勞苦在主裏面
[00:11:37.320 --> 00:11:41.560]  並不是徒然的
[00:11:41.560 --> 00:11:42.520]  所以弟兄姊妹
[00:11:42.520 --> 00:11:43.560]  如果你說信耶穌很久了
[00:11:43.560 --> 00:11:44.920]  但是還沒有受浸的話
[00:11:44.920 --> 00:11:46.960]  我不知道爲什麼
[00:11:46.960 --> 00:11:48.160]  不知道什麼原因
[00:11:48.160 --> 00:11:49.280]  可能你問問自己
[00:11:49.280 --> 00:11:49.960]  啊 爲什麼
[00:11:49.960 --> 00:11:52.320]  我不知道
[00:11:52.320 --> 00:11:54.120]  最常聽到的就是
[00:11:54.120 --> 00:11:55.640]  I'm not ready
[00:11:55.640 --> 00:11:57.200]  What does it mean
[00:11:57.200 --> 00:11:58.720]  除非你不信耶穌
[00:11:58.720 --> 00:11:59.400]  你信耶穌
[00:11:59.400 --> 00:12:02.880]  這就是表示你信心的第一步
[00:12:02.880 --> 00:12:04.800]  是進入福音的門
[00:12:04.800 --> 00:12:05.640]  所以我鼓勵你
[00:12:05.640 --> 00:12:06.840]  你還沒有受浸的話
[00:12:06.840 --> 00:12:07.640]  你要受浸
[00:12:07.640 --> 00:12:08.640]  上個禮拜的暴節過了
[00:12:08.640 --> 00:12:09.240]  不要緊
[00:12:09.240 --> 00:12:10.320]  很快就有了
[00:12:10.320 --> 00:12:11.760]  希望下一次贈禮的時間
[00:12:11.760 --> 00:12:13.240]  你能夠sign up
[00:12:13.240 --> 00:12:16.360]  接受這個浸禮
[00:12:16.360 --> 00:12:17.280]  我剛纔說過
[00:12:17.280 --> 00:12:19.000]  不單單我們要透過浸禮
[00:12:19.000 --> 00:12:20.240]  表明基督徒的身份
[00:12:20.240 --> 00:12:22.320]  而且我們要知道
[00:12:22.320 --> 00:12:24.120]  如果神在我生命工作
[00:12:24.120 --> 00:12:28.000]  都會在其他人生命當中做工的時候
[00:12:28.000 --> 00:12:29.480]  求神幫助我們
[00:12:29.480 --> 00:12:32.120]  能夠把握每一個機會
[00:12:32.120 --> 00:12:34.000]  帶領人去認識耶穌基督
[00:12:34.000 --> 00:12:35.040]  剛纔我們報告的時候
[00:12:35.040 --> 00:12:38.320]  5月9日10日有什麼事幹
[00:12:38.320 --> 00:12:41.040]  9月10日有什麼事幹
[00:12:41.040 --> 00:12:42.760]  張瑪麗小姐在我們當中
[00:12:42.760 --> 00:12:44.160]  誰是張瑪麗
[00:12:44.160 --> 00:12:47.280]  年輕一代的可能不認識
[00:12:47.280 --> 00:12:49.160]  但是無論是誰都好
[00:12:49.160 --> 00:12:50.760]  你認不認識她都好
[00:12:50.760 --> 00:12:52.000]  她是一個機會
[00:12:52.000 --> 00:12:54.560]  讓我們可以邀請我們的弟兄姊妹朋友
[00:12:54.560 --> 00:12:56.840]  家人 被信主的那些
[00:12:56.840 --> 00:12:57.920]  來參加這個報道會
[00:12:57.920 --> 00:12:58.840]  星期五晚上
[00:12:58.840 --> 00:13:00.080]  然後星期六的下午
[00:13:00.080 --> 00:13:02.960]  我鼓勵大家
[00:13:02.960 --> 00:13:03.600]  不要想着
[00:13:03.600 --> 00:13:05.720]  哎呀 這個人我請過很多次了
[00:13:05.720 --> 00:13:06.720]  他來過教會了
[00:13:06.720 --> 00:13:07.720]  還是沒信
[00:13:07.720 --> 00:13:09.040]  都沒必要浪費機油
[00:13:09.040 --> 00:13:10.640]  浪費口水
[00:13:10.640 --> 00:13:11.920]  No
[00:13:11.920 --> 00:13:12.760]  You never know
[00:13:12.760 --> 00:13:16.080]  你不知道神在什麼時間造谷
[00:13:16.080 --> 00:13:18.400]  把握每一個神給我們的機會
[00:13:18.400 --> 00:13:20.880]  邀請他們來參加教會的聚會
[00:13:20.880 --> 00:13:22.680]  因爲不只是你做工作
[00:13:22.680 --> 00:13:25.400]  不是你去帶一個人信耶穌
[00:13:25.400 --> 00:13:26.720]  是神自己
[00:13:26.720 --> 00:13:29.440]  我們只是一個媒體
[00:13:29.440 --> 00:13:31.440]  一個通道
[00:13:31.440 --> 00:13:34.280]  讓人透過我們可以和神接觸
[00:13:34.280 --> 00:13:36.200]  這個就是會點
[00:13:36.200 --> 00:13:38.040]  人與神的交會點
[00:13:38.040 --> 00:13:42.800]  讓我們有機會聽到福音
[00:13:42.800 --> 00:13:43.960]  除此之外
[00:13:43.960 --> 00:13:45.400]  這個星期我又
[00:13:45.400 --> 00:13:47.960]  除了找到這個Matthew McKenna的見證之外
[00:13:47.960 --> 00:13:49.320]  我又看到另外一個故事
[00:13:49.320 --> 00:13:51.160]  也是很特別的
[00:13:51.160 --> 00:13:52.920]  這個故事是講到
[00:13:52.920 --> 00:13:55.680]  最近有一個在亞特蘭大的小朋友
[00:13:55.680 --> 00:13:59.200]  他叫做Vinny Myrick
[00:13:59.200 --> 00:14:01.480]  有什麼事發生在他身上呢
[00:14:01.480 --> 00:14:03.560]  首先我跟大家講一下他的背景
[00:14:03.560 --> 00:14:05.160]  他大概十歲都沒到
[00:14:05.160 --> 00:14:06.000]  九歲多而已
[00:14:06.000 --> 00:14:07.600]  快要十歲
[00:14:07.600 --> 00:14:10.280]  後來我看一些媒體報道
[00:14:10.280 --> 00:14:11.520]  他在教會里面
[00:14:11.520 --> 00:14:13.320]  是教會的兒童師班
[00:14:13.320 --> 00:14:17.280]  或者Junior Choir的其中一個師班員
[00:14:17.280 --> 00:14:21.160]  在過去的一個星期裏面
[00:14:21.160 --> 00:14:23.360]  他有一天在家門口的司機
[00:14:23.360 --> 00:14:24.920]  和他的Chihuahua在玩的時候
[00:14:24.920 --> 00:14:27.360]  忽然間有個歹徒走過來
[00:14:27.360 --> 00:14:29.400]  就在那裏引誘他
[00:14:29.400 --> 00:14:30.480]  和他聊天
[00:14:30.480 --> 00:14:32.080]  走到很近的時候
[00:14:32.080 --> 00:14:33.560]  一手抓住他
[00:14:33.560 --> 00:14:35.240]  就扔到車尾箱裏
[00:14:35.240 --> 00:14:38.720]  車尾的後排,不是車尾箱,不是車輪
[00:14:38.720 --> 00:14:39.840]  就開車走
[00:14:39.840 --> 00:14:42.400]  就是劫持他,綁架了他
[00:14:42.400 --> 00:14:45.160]  用來做什麼我不知道
