
[00:00:00.000 --> 00:00:03.240]  「玉子豆腐大家就食得多啦」
[00:06:48.000 --> 00:06:53.000]  也要求我們愛神並且彼此相愛
[00:06:53.000 --> 00:06:54.000]  提到彼此相愛
[00:06:54.000 --> 00:06:56.000]  其中一個很重要的元素
[00:06:56.000 --> 00:06:59.000]  就是聖徒的相交
[00:06:59.000 --> 00:07:05.000]  在約翰一書一章特別強調了這一點
[00:07:05.000 --> 00:07:09.000]  相交就是團契fellowship
[00:07:09.000 --> 00:07:13.000]  意思是一些人在思想
[00:07:13.000 --> 00:07:18.000]  信念 情感和活動上的交流
[00:07:18.000 --> 00:07:21.000]  我們作為基督徒的相交
[00:07:21.000 --> 00:07:24.000]  和世上一般人的相交
[00:07:24.000 --> 00:07:27.000]  有什麼分別呢
[00:07:27.000 --> 00:07:29.000]  我讀過一篇文章
[00:07:29.000 --> 00:07:33.000]  可以在約翰一書的第一章
[00:07:33.000 --> 00:07:35.000]  我們今天的經文裡
[00:07:35.000 --> 00:07:42.000]  看到基督徒相交的八個大特質
[00:07:42.000 --> 00:07:46.000]  第一 我們的相交不是凡凡之交
[00:07:46.000 --> 00:07:50.000]  而是生命的相交
[00:07:50.000 --> 00:07:54.000]  我們信主不是單是一種信仰
[00:07:54.000 --> 00:07:57.000]  而是生命
[00:07:57.000 --> 00:08:00.000]  信仰令人覺得可有可無
[00:08:00.000 --> 00:08:02.000]  喜歡就信
[00:08:02.000 --> 00:08:04.000]  有事就信
[00:08:04.000 --> 00:08:05.000]  記得就信
[00:08:05.000 --> 00:08:08.000]  想起才信
[00:08:08.000 --> 00:08:11.000]  只是生命的一部份
[00:08:11.000 --> 00:08:14.000]  而這個正正就是普世基督徒的
[00:08:14.000 --> 00:08:16.000]  一個最大的弊病
[00:08:16.000 --> 00:08:18.000]  在需要的時候
[00:08:18.000 --> 00:08:19.000]  在失意的時候
[00:08:19.000 --> 00:08:21.000]  在病了的時候
[00:08:21.000 --> 00:08:23.000]  在教堂的時候
[00:08:23.000 --> 00:08:25.000]  在侍奉的時候
[00:08:25.000 --> 00:08:26.000]  他們的主
[00:08:26.000 --> 00:08:31.000]  只有在那時候才會發生作用
[00:08:31.000 --> 00:08:35.000]  我們和主的關係也僅限於此
[00:08:35.000 --> 00:08:37.000]  還記得當日你決戰的時候
[00:08:37.000 --> 00:08:41.000]  是怎樣禱告的嗎
[00:08:41.000 --> 00:08:43.000]  我們是接受耶穌基督
[00:08:43.000 --> 00:08:46.000]  成為我們生命的主
[00:08:46.000 --> 00:08:49.000]  我們將我們的生命主權交上
[00:08:49.000 --> 00:08:53.000]  由祂去掌管我們的一生
[00:08:53.000 --> 00:08:55.000]  包括我們生命裏面
[00:08:55.000 --> 00:08:58.000]  有些我們不願意交出的部份
[00:08:58.000 --> 00:09:00.000]  都由祂去作主
[00:09:00.000 --> 00:09:05.000]  由祂掌管我們生命的全部
[00:09:05.000 --> 00:09:10.000]  這樣才叫做真正的相信主
[00:09:10.000 --> 00:09:16.000]  在約翰一書一章一到二節
[00:09:16.000 --> 00:09:20.000]  論到從起初原有的生命之道
[00:09:20.000 --> 00:09:23.000]  就是我們所聽見所看見
[00:09:23.000 --> 00:09:26.000]  親眼看過親手摸過的
[00:09:26.000 --> 00:09:29.000]  這生命已經顯現出來
[00:09:29.000 --> 00:09:31.000]  我們也看見過
[00:09:31.000 --> 00:09:33.000]  現在又作見證
[00:09:33.000 --> 00:09:35.000]  將原與父同在
[00:09:35.000 --> 00:09:40.000]  且顯現與我們永遠的生命傳給你們
[00:09:40.000 --> 00:09:43.000]  第一第二節提到生命
[00:09:43.000 --> 00:09:47.000]  單是提這個詞提了三次
[00:09:47.000 --> 00:09:48.000]  約翰特別提到
[00:09:48.000 --> 00:09:51.000]  他寫這封信的其中一個目的
[00:09:51.000 --> 00:09:54.000]  就是要將這個生命和生命之道
[00:09:54.000 --> 00:09:57.000]  傳給弟兄姊妹
[00:09:57.000 --> 00:10:00.000]  基督徒的相教
[00:10:00.000 --> 00:10:05.000]  主要不是在興趣上、思想上、情感上
[00:10:05.000 --> 00:10:07.000]  或者活動上的交流
[00:10:07.000 --> 00:10:12.000]  而是神的兒女在生命上的
[00:10:12.000 --> 00:10:16.000]  彼此接觸和相教
[00:10:16.000 --> 00:10:18.000]  因此不是膚淺的
[00:10:18.000 --> 00:10:22.000]  不是表面的
[00:10:22.000 --> 00:10:26.000]  為甚麼基督徒會以弟兄姊妹相稱
[00:10:26.000 --> 00:10:30.000]  因為我們都是從神而生
[00:10:30.000 --> 00:10:34.000]  我們都是神的兒女
[00:10:34.000 --> 00:10:37.000]  約翰一書三章一節
[00:10:37.000 --> 00:10:40.000]  你看父賜給我們是何等的慈愛
[00:10:40.000 --> 00:10:43.000]  使我們得稱為神的兒女
[00:10:43.000 --> 00:10:46.000]  我們也珍視他的兒女
[00:10:46.000 --> 00:10:48.000]  只有信主的人
[00:10:48.000 --> 00:10:50.000]  才有神的生命
[00:10:50.000 --> 00:10:54.000]  才能夠成為神的兒女
[00:10:54.000 --> 00:10:56.000]  約翰福音一章十二節
[00:10:56.000 --> 00:10:59.000]  凡接待她的就是信她名的人
[00:10:59.000 --> 00:11:01.000]  她就賜他們權柄
[00:11:01.000 --> 00:11:05.000]  作神的兒女
[00:11:05.000 --> 00:11:08.000]  這個是權柄
[00:11:08.000 --> 00:11:11.000]  我們不可以輕看
[00:11:11.000 --> 00:11:13.000]  既然大家同為神的兒女
[00:11:13.000 --> 00:11:15.000]  以弟兄姊妹相稱
[00:11:15.000 --> 00:11:18.000]  我們就不會不抽不彩
[00:11:18.000 --> 00:11:22.000]  我們就會相教
[00:11:22.000 --> 00:11:24.000]  齊詩蓮牧師是香港信義會
[00:11:24.000 --> 00:11:27.000]  天恩堂的首任牧師
[00:11:27.000 --> 00:11:29.000]  也是1953年
[00:11:29.000 --> 00:11:31.000]  港九培靈會的講員
[00:11:31.000 --> 00:11:33.000]  在當年培靈會裏面
[00:11:33.000 --> 00:11:35.000]  他講到相教
[00:11:35.000 --> 00:11:38.000]  他更加清楚地講明這個道理
[00:11:38.000 --> 00:11:41.000]  他提出了一個例子
[00:11:41.000 --> 00:11:44.000]  在第二次世界大戰之前
[00:11:44.000 --> 00:11:46.000]  他被神學院派到哈爾濱
[00:11:46.000 --> 00:11:49.000]  做實驗的工作
[00:11:49.000 --> 00:11:52.000]  他說那個城市風景很好
[00:11:52.000 --> 00:11:57.000]  尤其是以墳場的風景最為美麗
[00:11:57.000 --> 00:11:59.000]  有一天
[00:11:59.000 --> 00:12:02.000]  一位童工同學去到墳場散步
[00:12:02.000 --> 00:12:06.000]  偶然見到一位年輕的俄國籍女子
[00:12:06.000 --> 00:12:09.000]  手裏面拿著一束鮮花
[00:12:09.000 --> 00:12:11.000]  走到一個新墳墓的面前
[00:12:11.000 --> 00:12:15.000]  把花插在墓前的花朵裏面
[00:12:15.000 --> 00:12:21.000]  然後她就坐在墓旁邊的椅子上
[00:12:21.000 --> 00:12:25.000]  低著頭對著墳墓說話
[00:12:25.000 --> 00:12:27.000]  她說了很多話
[00:12:27.000 --> 00:12:30.000]  有時拿出手帕來抹眼淚
[00:12:30.000 --> 00:12:33.000]  有時又見到她很快樂的表情
[00:12:33.000 --> 00:12:36.000]  那位童工和齊牧師遠遠地
[00:12:36.000 --> 00:12:38.000]  看著這個情景
[00:12:38.000 --> 00:12:40.000]  他們就猜想
[00:12:40.000 --> 00:12:43.000]  想到在墳墓裏面的
[00:12:43.000 --> 00:12:45.000]  不是她親愛的父母
[00:12:45.000 --> 00:12:48.000]  就是她親愛的丈夫
[00:12:48.000 --> 00:12:50.000]  她為什麼要這樣做呢
[00:12:50.000 --> 00:12:52.000]  她是要把心裏面的苦情
[00:12:52.000 --> 00:12:54.000]  或者快樂說給
[00:12:54.000 --> 00:12:57.000]  那個在墳墓裏面的人
[00:12:57.000 --> 00:13:01.000]  那個在墳墓裏面的死人
[00:13:01.000 --> 00:13:06.000]  要跟裏面的死者相隔
[00:13:06.000 --> 00:13:09.000]  把心裏面的憂
[00:13:09.000 --> 00:13:11.000]  把心裏面的愁
[00:13:11.000 --> 00:13:15.000]  說給那個已經死了的人聽
[00:13:15.000 --> 00:13:17.000]  希望墳墓裏面的親人
[00:13:17.000 --> 00:13:20.000]  能夠跟她分憂
[00:13:20.000 --> 00:13:23.000]  把心裏面的喜樂
[00:13:23.000 --> 00:13:25.000]  說給墓裏面的人
[00:13:25.000 --> 00:13:28.000]  希望能夠將喜樂
[00:13:28.000 --> 00:13:30.000]  跟死者分享
[00:13:30.000 --> 00:13:32.000]  但是這位可憐的俄國少女
[00:13:32.000 --> 00:13:36.000]  能不能夠達成她的願望呢
[00:13:36.000 --> 00:13:39.000]  大家都知道是不可能的
[00:13:39.000 --> 00:13:41.000]  她心裏面的憂愁
[00:13:41.000 --> 00:13:43.000]  她心裏面的喜樂
[00:13:43.000 --> 00:13:45.000]  在墳墓裏面的死人
[00:13:45.000 --> 00:13:50.000]  是不能夠跟她分擔共享的
[00:13:50.000 --> 00:13:53.000]  我們看到她的需要
[00:13:53.000 --> 00:13:57.000]  其實我們是同樣需要的
[00:13:57.000 --> 00:14:00.000]  這個就是相隔
[00:14:00.000 --> 00:14:02.000]  但是可惜的就是
[00:14:02.000 --> 00:14:04.000]  她所做的
[00:14:04.000 --> 00:14:08.000]  不過只是一些心理上的麻醉意見
[00:14:08.000 --> 00:14:10.000]  是心理作用
[00:14:10.000 --> 00:14:14.000]  只是做了相隔的動作
[00:14:14.000 --> 00:14:17.000]  而未得到實在的
[00:14:17.000 --> 00:14:20.000]  實質的相隔
[00:14:20.000 --> 00:14:21.000]  相反
[00:14:21.000 --> 00:14:23.000]  從這件事看到
[00:14:23.000 --> 00:14:26.000]  也引申作為靈性上面的事實
[00:14:26.000 --> 00:14:28.000]  沒有神的生命
[00:14:28.000 --> 00:14:31.000]  是不能夠跟神相隔
[00:14:31.000 --> 00:14:33.000]  但是我們感謝神
[00:14:33.000 --> 00:14:35.000]  祂要跟我們相隔
[00:14:35.000 --> 00:14:37.000]  所以就將祂的生命
[00:14:37.000 --> 00:14:41.000]  祂的兒子耶穌基督賜給我們
[00:14:41.000 --> 00:14:43.000]  因此我們向神傾訴
[00:14:43.000 --> 00:14:47.000]  我們禱告祂不單止分擔
[00:14:47.000 --> 00:14:50.000]  祂更加是承擔
[00:14:50.000 --> 00:14:52.000]  承擔我們的罪
[00:14:52.000 --> 00:14:53.000]  承擔我們的痛苦
[00:14:53.000 --> 00:14:55.000]  承擔我們的憂慮
[00:14:55.000 --> 00:15:01.000]  承擔我們沒有人能夠明白的重擔
[00:15:01.000 --> 00:15:03.000]  祂也分享我們的喜樂
[00:15:03.000 --> 00:15:07.000]  分享我們勝過罪惡的那份歡愉
[00:15:07.000 --> 00:15:12.000]  分享我們一切願意跟祂分享的
[00:15:12.000 --> 00:15:14.000]  得著祂的愛
[00:15:14.000 --> 00:15:16.000]  不是心理作用
[00:15:16.000 --> 00:15:19.000]  也不是只是做了相隔的動作
[00:15:19.000 --> 00:15:21.000]  而是真正的
[00:15:21.000 --> 00:15:26.000]  得到實在的相隔
[00:15:26.000 --> 00:15:28.000]  沒有神的生命
[00:15:28.000 --> 00:15:33.000]  連於神生命的 可以跟神相隔
[00:15:33.000 --> 00:15:36.000]  又可以彼此相隔
[00:15:36.000 --> 00:15:38.000]  其他不信的人呢
[00:15:38.000 --> 00:15:42.000]  我臨到後書6章14到15節
[00:15:42.000 --> 00:15:44.000]  你們信的和不信的
[00:15:44.000 --> 00:15:47.000]  原不相配 不要同父一亞
[00:15:47.000 --> 00:15:50.000]  義和不義有什麼相隔呢
[00:15:50.000 --> 00:15:55.000]  光明和黑暗有什麼相通呢
[00:15:55.000 --> 00:15:57.000]  基督和彼列
[00:15:57.000 --> 00:15:59.000]  彼列就是撒旦的別名
[00:15:59.000 --> 00:16:01.000]  有什麼相和呢
[00:16:01.000 --> 00:16:06.000]  信主的和不信主的有什麼相干呢
[00:16:06.000 --> 00:16:09.000]  未得到神生命的人
[00:16:09.000 --> 00:16:13.000]  他們生活的領域是在罪惡當中
[00:16:13.000 --> 00:16:15.000]  有神生命的人
[00:16:15.000 --> 00:16:19.000]  他們是活在神的義裡面
[00:16:19.000 --> 00:16:21.000]  人如果沒有神的生命
[00:16:21.000 --> 00:16:24.000]  端不能夠跟神相隔
[00:16:24.000 --> 00:16:27.000]  所以聖經說
[00:16:27.000 --> 00:16:33.000]  信主的和不信主的有什麼相干呢
[00:16:33.000 --> 00:16:36.000]  這裡不是指在日常生活上
[00:16:36.000 --> 00:16:40.000]  大家不可以接觸 不可以交談
[00:16:40.000 --> 00:16:44.000]  仍然是指在屬靈和所信的生命上
[00:16:44.000 --> 00:16:47.000]  不能夠有什麼深入的相隔
[00:16:47.000 --> 00:16:49.000]  因為一個有神的生命
[00:16:49.000 --> 00:16:51.000]  一個沒有神的生命
[00:16:51.000 --> 00:16:55.000]  兩者在人生觀 價值觀 道德觀等等
[00:16:55.000 --> 00:16:57.000]  都有極大的差異
[00:16:57.000 --> 00:16:59.000]  怎麼相通呢
[00:16:59.000 --> 00:17:03.000]  所以基督徒最好 最資深的朋友
[00:17:03.000 --> 00:17:06.000]  不應該是一個未信主的人
[00:17:06.000 --> 00:17:11.000]  因為無論大家屬地的交情有多深
[00:17:11.000 --> 00:17:16.000]  靈裡面始終是不相通的
[00:17:16.000 --> 00:17:23.000]  生命相交 生命相同才可以相交
[00:17:23.000 --> 00:17:29.000]  當兩者在人生觀 價值觀 道德觀等等
[00:17:29.000 --> 00:17:31.000]  都有極大的差異
[00:17:31.000 --> 00:17:34.000]  遇到難題 怎麼處理呢
[00:17:34.000 --> 00:17:39.000]  只有 也都唯有用人的方法
[00:17:39.000 --> 00:17:41.000]  所以神要賜給我們生命
[00:17:41.000 --> 00:17:44.000]  就是要跟祂相同的生命
[00:17:44.000 --> 00:17:48.000]  在二世紀書11章19到20節說
[00:17:48.000 --> 00:17:51.000]  我要使他們有合一的心
[00:17:51.000 --> 00:17:54.000]  也要將生靈放在他們裡面
[00:17:54.000 --> 00:17:57.000]  又從他們肉體中除掉石心
[00:17:57.000 --> 00:17:59.000]  賜給他們肉心
[00:17:59.000 --> 00:18:02.000]  使他們服從我的律例
[00:18:02.000 --> 00:18:06.000]  謹守遵行我的典章
[00:18:06.000 --> 00:18:08.000]  他們要作我的指紋
[00:18:08.000 --> 00:18:11.000]  我要作他們的神
[00:18:11.000 --> 00:18:14.000]  有了跟神相同的生命
[00:18:14.000 --> 00:18:16.000]  就可以跟神相交
[00:18:16.000 --> 00:18:20.000]  就可以跟弟兄姊妹相交
[00:18:20.000 --> 00:18:24.000]  如果家裡仍然有未信的親人
[00:18:24.000 --> 00:18:28.000]  我們就要好好趕緊的為他們祈禱
[00:18:28.000 --> 00:18:33.000]  盼望他們早日得著神的生命
[00:18:33.000 --> 00:18:36.000]  作為教會 我們真正要反思的問題是
[00:18:36.000 --> 00:18:41.000]  我們彼此的團契 不是單單什麼什麼團
[00:18:41.000 --> 00:18:47.000]  最重要的是 我們有沒有生命的相交
[00:18:47.000 --> 00:18:53.000]  我們突然有生命相交的條件
[00:18:53.000 --> 00:18:59.000]  而沒有生命相交的實質
[00:18:59.000 --> 00:19:02.000]  第二 真正的育子團契
[00:19:02.000 --> 00:19:05.000]  除了有生命相交之外
[00:19:05.000 --> 00:19:11.000]  還要有真理的相交
[00:19:11.000 --> 00:19:15.000]  這封鎖書四章十五到十六節說
[00:19:15.000 --> 00:19:18.000]  唯有 唯用愛心說誠實話
[00:19:18.000 --> 00:19:21.000]  凡事長進 憐於元首基督
[00:19:21.000 --> 00:19:25.000]  全身都靠他 聯絡得合適
[00:19:25.000 --> 00:19:27.000]  百節各按各職
[00:19:27.000 --> 00:19:31.000]  招著各體的功用彼此相助
[00:19:31.000 --> 00:19:33.000]  便叫身體漸漸增長
[00:19:33.000 --> 00:19:36.000]  在愛中建立自己
[00:19:36.000 --> 00:19:39.000]  用愛心說誠實話
[00:19:39.000 --> 00:19:42.000]  誠實話就是truth
[00:19:42.000 --> 00:19:45.000]  又有翻譯作為真理
[00:19:45.000 --> 00:19:49.000]  唯有在愛裡面持守真理
[00:19:49.000 --> 00:19:56.000]  活出真理 行出真理 彰顯真理
[00:19:56.000 --> 00:20:03.000]  基督徒相交的內容主要是生命之道
[00:20:03.000 --> 00:20:05.000]  即是聖經
[00:20:05.000 --> 00:20:10.000]  其次才是生活 工作 家庭 時事等等的話題
[00:20:10.000 --> 00:20:14.000]  這些事當然都可以談 都可以講
[00:20:14.000 --> 00:20:17.000]  因為我們始終生活在地上
[00:20:17.000 --> 00:20:24.000]  而這些話題不應該成為主題
[00:20:24.000 --> 00:20:27.000]  就是講到在地上生活的事
[00:20:27.000 --> 00:20:32.000]  那些事亦都受到真理的規範提醒
[00:20:32.000 --> 00:20:34.000]  並且作為準則
[00:20:34.000 --> 00:20:40.000]  什麼事其實都是和真理息息相關
[00:20:40.000 --> 00:20:43.000]  有一個年輕的傳道人講道
[00:20:43.000 --> 00:20:46.000]  在會眾當中有一位神學院
[00:20:46.000 --> 00:20:48.000]  講道學的老教授
[00:20:48.000 --> 00:20:49.000]  講完之後
[00:20:49.000 --> 00:20:52.000]  這位年輕的傳道人就走來問這位老人家
[00:20:52.000 --> 00:20:55.000]  先生 你覺得我的講章怎麼樣
[00:20:55.000 --> 00:20:57.000]  老人家回答說
[00:20:57.000 --> 00:20:59.000]  沒有什麼味道
[00:20:59.000 --> 00:21:03.000]  這位青年很不服氣地說
[00:21:03.000 --> 00:21:07.000]  沒有味道 你知不知道我花了多少時間
[00:21:07.000 --> 00:21:10.000]  多少日子的功夫才預備好
[00:21:10.000 --> 00:21:15.000]  哦 那就更加不足為怪
[00:21:15.000 --> 00:21:17.000]  青年人又問
[00:21:17.000 --> 00:21:19.000]  你說他沒有味道
[00:21:19.000 --> 00:21:24.000]  是因為聖經的題目講得不對
[00:21:24.000 --> 00:21:27.000]  老人家說 不是 你講得很對
[00:21:27.000 --> 00:21:30.000]  那是我用的比喻不適當
[00:21:30.000 --> 00:21:32.000]  不是 很適當
[00:21:32.000 --> 00:21:35.000]  青年人忍不住再問
[00:21:35.000 --> 00:21:39.000]  那你說沒有味道到底是什麼意思
[00:21:39.000 --> 00:21:42.000]  老教授於是答說
[00:21:42.000 --> 00:21:46.000]  因為裡頭沒有基督
[00:21:46.000 --> 00:21:48.000]  你只是著重你
[00:21:48.000 --> 00:21:51.000]  甚至你只是著重你的事工
[00:21:51.000 --> 00:21:54.000]  你的預備的功課
[00:21:54.000 --> 00:21:56.000]  你講得好不好
[00:21:56.000 --> 00:21:59.000]  你的題目對不對
[00:21:59.000 --> 00:22:04.000]  青年人回應說
[00:22:04.000 --> 00:22:08.000]  這個題目裡本來就沒有基督
[00:22:08.000 --> 00:22:10.000]  我們不能夠總是講基督
[00:22:10.000 --> 00:22:13.000]  題目是什麼 我們就講什麼
[00:22:13.000 --> 00:22:15.000]  老人家說
[00:22:15.000 --> 00:22:18.000]  聖經之中無論是哪一個題目
[00:22:18.000 --> 00:22:23.000]  都是直接指引到聖經的中心
[00:22:23.000 --> 00:22:27.000]  就是耶穌基督身上
[00:22:27.000 --> 00:22:29.000]  我說了幾十年
[00:22:29.000 --> 00:22:31.000]  都沒見過一個題目
[00:22:31.000 --> 00:22:36.000]  不能夠引到基督身上
[00:22:36.000 --> 00:22:41.000]  聖經是為耶穌基督作見證
[00:22:41.000 --> 00:22:45.000]  聖經也都應該讀出基督
[00:22:45.000 --> 00:22:48.000]  不應該只是讀到一些故事
[00:22:48.000 --> 00:22:51.000]  一些教訓 一些道理
[00:22:51.000 --> 00:22:55.000]  基督徒也是為基督作見證
[00:22:55.000 --> 00:22:58.000]  不應該只是講一些哲理
[00:22:58.000 --> 00:23:01.000]  講一些教訓 一些道理
[00:23:01.000 --> 00:23:06.000]  講生活 講工作 講家庭 講事實
[00:23:06.000 --> 00:23:09.000]  有什麼說話比神的話語
[00:23:09.000 --> 00:23:13.000]  更能夠幫助別人和建立自己呢
