
[00:00:00.000 --> 00:00:03.300]  有位弟兄和他的堂妹
[00:07:59.300 --> 00:08:03.300]  自然能夠行出律法所要求
[00:08:03.300 --> 00:08:06.300]  神所喜悅的事情
[00:08:06.300 --> 00:08:10.300]  基督用祂的肉身來到世上
[00:08:10.300 --> 00:08:16.300]  目的是要成就救恩
[00:08:16.300 --> 00:08:22.300]  承擔人因為犯罪而要受的刑罰
[00:08:22.300 --> 00:08:28.300]  就好像一個罪犯被帶到法庭一樣
[00:08:28.300 --> 00:08:31.300]  他快要被定罪
[00:08:31.300 --> 00:08:35.300]  未定罪之前他仍然是自由
[00:08:35.300 --> 00:08:42.300]  同樣我們內心的罪性會被定
[00:08:42.300 --> 00:08:48.300]  我們因著我們的罪都要面對死亡
[00:08:48.300 --> 00:08:55.300]  譬如我們長期在背後說人閒話
[00:08:55.300 --> 00:09:02.300]  欺負人或者無理地氣人
[00:09:02.300 --> 00:09:05.300]  這也是我們的罪性
[00:09:05.300 --> 00:09:06.300]  第四句話
[00:09:06.300 --> 00:09:08.300]  使律法的義
[00:09:08.300 --> 00:09:12.300]  成就在我們這個不隨從肉體
[00:09:12.300 --> 00:09:15.300]  只隨從聖靈的人身上
[00:09:15.300 --> 00:09:18.300]  當我們隨從聖靈
[00:09:18.300 --> 00:09:21.300]  就是被聖靈去引導
[00:09:21.300 --> 00:09:23.300]  被聖靈去管理
[00:09:23.300 --> 00:09:27.300]  能夠幫助我們遵行律法
[00:09:27.300 --> 00:09:29.300]  雖然我們不是故意
[00:09:29.300 --> 00:09:32.300]  說每一天都要去守律法
[00:09:32.300 --> 00:09:36.300]  但是因為順著聖靈的帶領
[00:09:36.300 --> 00:09:39.300]  我們可以滿足律法的要求
[00:09:39.300 --> 00:09:42.300]  好像《解體書五章》夜二夜三節
[00:09:42.300 --> 00:09:44.300]  提到信徒可以結出
[00:09:44.300 --> 00:09:46.300]  聖靈的果子
[00:09:46.300 --> 00:09:49.300]  人愛喜樂和平忍耐
[00:09:49.300 --> 00:09:52.300]  溫柔節制等等
[00:09:52.300 --> 00:09:55.300]  當我們順服聖靈的管理
[00:09:55.300 --> 00:09:58.300]  可以讓律法所要求的義
[00:09:58.300 --> 00:10:00.300]  來實踐出來
[00:10:00.300 --> 00:10:03.300]  就好像一位司機
[00:10:03.300 --> 00:10:06.300]  他在高速公路上駕駛
[00:10:06.300 --> 00:10:09.300]  公路有一些路牌
[00:10:09.300 --> 00:10:15.300]  顯示速度限制120公里時速
[00:10:15.300 --> 00:10:20.300]  這個公路非常寬闊又直
[00:10:20.300 --> 00:10:25.300]  這位司機很想檢查自己的車
[00:10:25.300 --> 00:10:28.300]  最高速他的跑車去到多少
[00:10:28.300 --> 00:10:31.300]  因為沒有警察的緣故
[00:10:31.300 --> 00:10:33.300]  他就加速
[00:10:33.300 --> 00:10:37.300]  將車加速到270公里
[00:10:37.300 --> 00:10:41.300]  後來他的車要轉入另一個公路
[00:10:41.300 --> 00:10:43.300]  但是沒有路牌
[00:10:43.300 --> 00:10:45.300]  竟然看到一個巡警
[00:10:45.300 --> 00:10:50.300]  駕著警車上前來
[00:10:50.300 --> 00:10:55.300]  他說時速不可以超過80公里
[00:10:55.300 --> 00:10:59.300]  所以這位司機立刻減速
[00:10:59.300 --> 00:11:04.300]  讓他的車去80公里或以下
[00:11:04.300 --> 00:11:08.300]  分別是什麼呢
[00:11:08.300 --> 00:11:11.300]  之前因為沒有一個巡警
[00:11:11.300 --> 00:11:13.300]  只有路牌
[00:11:13.300 --> 00:11:16.300]  他沒有理會這些路牌的指示
[00:11:16.300 --> 00:11:19.300]  去違法超速駕駛
[00:11:19.300 --> 00:11:22.300]  但是因為有這個警察之後
[00:11:22.300 --> 00:11:24.300]  他就聽從
[00:11:24.300 --> 00:11:27.300]  免得被罰
[00:11:27.300 --> 00:11:29.300]  這個警察
[00:11:29.300 --> 00:11:35.300]  很給聖靈在我們內心的提醒
[00:11:35.300 --> 00:11:38.300]  提醒我們去做一些正確的事情
[00:11:38.300 --> 00:11:42.300]  提醒我們去做神所喜悅的事情
[00:11:42.300 --> 00:11:44.300]  作為一個基督徒
[00:11:44.300 --> 00:11:47.300]  我們可以選擇生活
[00:11:47.300 --> 00:11:51.300]  好像一個被拯救的人一樣
[00:11:51.300 --> 00:11:53.300]  或者我們選擇
[00:11:53.300 --> 00:11:58.300]  來到一個不信主的人一樣
[00:11:58.300 --> 00:12:01.300]  放縱我們的私慾
[00:12:01.300 --> 00:12:03.300]  去犯罪
[00:12:03.300 --> 00:12:05.300]  不尊重神的話
[00:12:05.300 --> 00:12:09.300]  很少去讀神的話
[00:12:09.300 --> 00:12:12.300]  很少去禱告親近神
[00:12:12.300 --> 00:12:13.300]  很少
[00:12:13.300 --> 00:12:15.300]  你都敬拜主
[00:12:15.300 --> 00:12:18.300]  正如第五節說
[00:12:18.300 --> 00:12:20.300]  隨從肉體的人
[00:12:20.300 --> 00:12:23.300]  體貼肉體的事
[00:12:23.300 --> 00:12:25.300]  第二方面說到
[00:12:25.300 --> 00:12:27.300]  隨從聖靈的人
[00:12:27.300 --> 00:12:29.300]  就要體貼聖靈的事
[00:12:29.300 --> 00:12:31.300]  即是去思想
[00:12:31.300 --> 00:12:33.300]  聖靈的事情
[00:12:33.300 --> 00:12:36.300]  在第六節提到有兩個結果
[00:12:36.300 --> 00:12:39.300]  體貼肉體的結果就是死
[00:12:39.300 --> 00:12:42.300]  體貼聖靈的結果就是
[00:12:42.300 --> 00:12:44.300]  生命平安
[00:12:44.300 --> 00:12:46.300]  第七節解釋到
[00:12:46.300 --> 00:12:49.300]  什麼是死呢
[00:12:49.300 --> 00:12:51.300]  原來體貼肉體的
[00:12:51.300 --> 00:12:54.300]  就是從神為仇
[00:12:54.300 --> 00:12:56.300]  這裡死的意思是
[00:12:56.300 --> 00:12:58.300]  行事為人
[00:12:58.300 --> 00:13:00.300]  與神為敵
[00:13:00.300 --> 00:13:03.300]  在屬靈上
[00:13:03.300 --> 00:13:05.300]  與神為敵
[00:13:05.300 --> 00:13:07.300]  在屬靈上是死的
[00:13:07.300 --> 00:13:10.300]  即是說他沒有接納神
[00:13:10.300 --> 00:13:13.300]  沒有信服神的帶靈
[00:13:13.300 --> 00:13:15.300]  而生命就是說
[00:13:15.300 --> 00:13:17.300]  能夠討神喜悅
[00:13:17.300 --> 00:13:19.300]  所以在律法之下
[00:13:19.300 --> 00:13:22.300]  我們不能夠去取悅
[00:13:22.300 --> 00:13:24.300]  我們的主
[00:13:24.300 --> 00:13:25.300]  第八節
[00:13:25.300 --> 00:13:27.300]  他說屬肉體的人
[00:13:27.300 --> 00:13:30.300]  不能夠得神的喜悅
[00:13:30.300 --> 00:13:33.300]  屬肉體的人
[00:13:33.300 --> 00:13:37.300]  就是那些失喪的人
[00:13:37.300 --> 00:13:42.300]  未以耶穌基督為他生命主宰的人
[00:13:42.300 --> 00:13:44.300]  他沒有永恆生命的人
[00:13:44.300 --> 00:13:48.300]  好像羅馬書七章第五節提到
[00:13:48.300 --> 00:13:51.300]  因為我們屬肉體的時候
[00:13:51.300 --> 00:13:54.300]  乃因律法而生的惡肉
[00:13:54.300 --> 00:13:57.300]  就在我們肢體中發動
[00:13:57.300 --> 00:14:01.300]  以致結成死亡的果子
[00:14:01.300 --> 00:14:05.300]  為了要得著生命
[00:14:05.300 --> 00:14:07.300]  得著平安
[00:14:07.300 --> 00:14:10.300]  我們需要每一天
[00:14:10.300 --> 00:14:12.300]  將生命的主權
[00:14:12.300 --> 00:14:15.300]  交給耶穌
[00:14:15.300 --> 00:14:17.300]  透過神的說話
[00:14:17.300 --> 00:14:21.300]  去明白神自己的心意
[00:14:21.300 --> 00:14:23.300]  聖靈的帶領
[00:14:23.300 --> 00:14:26.300]  當我們有一些困惑的時候
[00:14:26.300 --> 00:14:29.300]  我們都可以問主
[00:14:29.300 --> 00:14:33.300]  到底應該怎樣做呢?
[00:14:33.300 --> 00:14:37.300]  當聖靈指示我們怎樣做的時候
[00:14:37.300 --> 00:14:41.300]  我們可以按著聖靈的指引來做
[00:14:41.300 --> 00:14:44.300]  順服祂的帶領來做
[00:14:44.300 --> 00:14:46.300]  真正的基督徒
[00:14:46.300 --> 00:14:48.300]  就是一個有神的靈
[00:14:48.300 --> 00:14:51.300]  居住在他內心裡邊的人
[00:14:51.300 --> 00:14:55.300]  如果你真誠地相信基督的拯救
[00:14:55.300 --> 00:14:58.300]  承認祂是你的救主
[00:14:58.300 --> 00:15:01.300]  聖靈就會進入你的心裡邊
[00:15:01.300 --> 00:15:07.300]  提醒我們應該怎樣去生活
[00:15:07.300 --> 00:15:10.300]  你順服聖靈的指引
[00:15:10.300 --> 00:15:14.300]  可以說是一位真正的神的兒女
[00:15:14.300 --> 00:15:18.300]  一個失喪的人就行在肉體當中
[00:15:18.300 --> 00:15:21.300]  他不能夠討神的喜悅
[00:15:21.300 --> 00:15:24.300]  所以他不能夠有自由意志
[00:15:24.300 --> 00:15:26.300]  不做任何的事情
[00:15:26.300 --> 00:15:31.300]  以致他可以取悅這位主
[00:15:31.300 --> 00:15:34.300]  他被罪所捆綁
[00:15:34.300 --> 00:15:37.300]  他經常犯罪
[00:15:37.300 --> 00:15:39.300]  有兩個的可能
[00:15:39.300 --> 00:15:43.300]  就是我們可以按著肉體來生活
[00:15:43.300 --> 00:15:47.300]  或者按著聖靈來生活
[00:15:47.300 --> 00:15:49.300]  問題是
[00:15:49.300 --> 00:15:52.300]  你是不是要向肉體去負責
[00:15:52.300 --> 00:15:59.300]  繼續放縱自己的私慾去犯罪
[00:15:59.300 --> 00:16:08.300]  還是你按著聖靈的幫助
[00:16:08.300 --> 00:16:12.300]  帶領你願意來順服聖靈呢?
[00:16:12.300 --> 00:16:16.300]  我們沒有欠肉體的債
[00:16:16.300 --> 00:16:22.300]  但我們欠了主的恩情、主的拯救
[00:16:22.300 --> 00:16:24.300]  主的吩咐
[00:16:24.300 --> 00:16:30.300]  叫我們來將人帶到祂的根前
[00:16:30.300 --> 00:16:33.300]  讓更多人可以認識祂
[00:16:33.300 --> 00:16:36.300]  被祂來祝福
[00:16:36.300 --> 00:16:42.300]  享受神給祂永恆的生命
[00:16:42.300 --> 00:16:44.300]  有時我們都會問人
[00:16:44.300 --> 00:16:47.300]  你近來忙不忙呢?
[00:16:47.300 --> 00:16:51.300]  都是有一些善意、關心
[00:16:51.300 --> 00:16:54.300]  當別人這樣問我們的時候
[00:16:54.300 --> 00:16:56.300]  或許我們盡快說到
[00:16:56.300 --> 00:17:01.300]  我們要面對家庭、工作
[00:17:01.300 --> 00:17:05.300]  或者侍奉裡邊要負責的事
[00:17:05.300 --> 00:17:07.300]  如果我們說不到要做很多事
[00:17:07.300 --> 00:17:12.300]  可能好像覺得自己不是那麼有價值
[00:17:12.300 --> 00:17:16.300]  上帝根據我們的忙碌程度
[00:17:16.300 --> 00:17:21.300]  來定我們的價值嗎?
[00:17:21.300 --> 00:17:25.300]  祂會看看我們做了多少事
[00:17:25.300 --> 00:17:32.300]  來衡量我們的身價嗎?
[00:17:32.300 --> 00:17:38.300]  會不會因為我們做到筋疲力竭
[00:17:38.300 --> 00:17:45.300]  身心交瘁會給我們更多的獎賞呢?
[00:17:45.300 --> 00:17:50.300]  其實不會
[00:17:50.300 --> 00:17:53.300]  其實我們未認識主的時候
[00:17:53.300 --> 00:17:55.300]  祂已經為我們犧牲
[00:17:55.300 --> 00:17:58.300]  祂看我們為寶貴
[00:17:58.300 --> 00:18:03.300]  祂就是這樣去愛惜我們
[00:18:03.300 --> 00:18:06.300]  在《馬太荒》11章8節說
[00:18:06.300 --> 00:18:10.300]  「煩惱苦擔重擔的人可以到我這裡來
[00:18:10.300 --> 00:18:13.300]  我就使你們得安息」
[00:18:13.300 --> 00:18:21.300]  以前可能都不太體會這句聖經的實在意思
[00:18:21.300 --> 00:18:26.300]  但到現在自己年紀都一把了
[00:18:26.300 --> 00:18:30.300]  發覺比起以往年輕的時候
[00:18:30.300 --> 00:18:34.300]  都是較為容易的疲倦
[00:18:34.300 --> 00:18:41.300]  就會更深體會到勞苦重擔
[00:18:41.300 --> 00:18:45.300]  聖經說到少年人都會疲乏
[00:18:45.300 --> 00:18:48.300]  縱然我們有很年輕的
[00:18:48.300 --> 00:18:52.300]  我們都會有疲乏的時間
[00:18:52.300 --> 00:18:54.300]  作為基督的追隨者
[00:18:54.300 --> 00:19:01.300]  不需要令自己很疲乏
[00:19:01.300 --> 00:19:07.300]  因為耶穌不但將我們從罪當中釋放了出來
[00:19:07.300 --> 00:19:09.300]  更加讓我們脫離了
[00:19:09.300 --> 00:19:14.300]  證明自己的價值的這些捆綁
[00:19:14.300 --> 00:19:17.300]  不要因為我們做得多事
[00:19:17.300 --> 00:19:21.300]  來得著神的喜悅
[00:19:21.300 --> 00:19:25.300]  重要的是我們是否愛主
[00:19:25.300 --> 00:19:30.300]  對祂忠心
[00:19:30.300 --> 00:19:33.300]  我們為神做一些事情
[00:19:33.300 --> 00:19:39.300]  或許我們經歷到更加在生命裏的成長
[00:19:39.300 --> 00:19:43.300]  體驗到神和我們一起同工
[00:19:43.300 --> 00:19:46.300]  體會到神自己的大能
[00:19:46.300 --> 00:19:48.300]  神的幫助
[00:19:48.300 --> 00:19:52.300]  讓我們知道神的能力是多麼偉大
[00:19:52.300 --> 00:19:54.300]  不是因為我們的能力
[00:19:54.300 --> 00:19:57.300]  是主自己的能力
[00:19:57.300 --> 00:20:02.300]  讓我們可以更加像我們的主
[00:20:02.300 --> 00:20:07.300]  有一個柔和謙卑的生命
[00:20:07.300 --> 00:20:09.300]  第三方面
[00:20:09.300 --> 00:20:12.300]  我們去隨從聖靈
[00:20:12.300 --> 00:20:17.300]  因為聖靈可以賜給我們有永恆生命
[00:20:17.300 --> 00:20:20.300]  讓必死的身體可以活過來
[00:20:20.300 --> 00:20:22.300]  在九至十一節的經文
[00:20:22.300 --> 00:20:24.300]  第九節說
[00:20:24.300 --> 00:20:27.300]  如果神的靈住在你們心裏
[00:20:27.300 --> 00:20:29.300]  你們就不屬肉體
[00:20:29.300 --> 00:20:31.300]  乃屬聖靈了
[00:20:31.300 --> 00:20:34.300]  人若沒有基督的靈
[00:20:34.300 --> 00:20:37.300]  就不是屬基督的
[00:20:37.300 --> 00:20:40.300]  這一節聖經也是很重要
[00:20:40.300 --> 00:20:44.300]  你肯不肯定自己是屬基督呢?
[00:20:44.300 --> 00:20:46.300]  還是只是頭腦說
[00:20:46.300 --> 00:20:48.300]  我屬基督
[00:20:48.300 --> 00:20:52.300]  沒有行動去愛主、愛人
[00:20:52.300 --> 00:20:56.300]  基督徒可能屬肉體
[00:20:56.300 --> 00:20:58.300]  或者屬靈
[00:20:58.300 --> 00:21:03.300]  不信的人是屬肉體
[00:21:03.300 --> 00:21:06.300]  得救的人是屬靈
[00:21:06.300 --> 00:21:08.300]  所以第九節說
[00:21:08.300 --> 00:21:11.300]  你們就不屬肉體了
[00:21:11.300 --> 00:21:13.300]  乃屬聖靈了
[00:21:13.300 --> 00:21:17.300]  就是一個真正信靠主的人
[00:21:17.300 --> 00:21:22.300]  我們怎樣知道我們屬於主呢?
[00:21:22.300 --> 00:21:25.300]  因為神的靈住在我們的內心裏
[00:21:25.300 --> 00:21:28.300]  引導我們每日的生活
[00:21:28.300 --> 00:21:30.300]  如果神的靈住在我們裏
[00:21:30.300 --> 00:21:34.300]  我們就是在聖靈裏得著
[00:21:34.300 --> 00:21:36.300]  神的拯救
[00:21:36.300 --> 00:21:40.300]  如果沒有聖靈的內住
[00:21:40.300 --> 00:21:43.300]  就不是一個真正的基督徒
[00:21:43.300 --> 00:21:47.300]  這些信徒呼求、祈禱
[00:21:47.300 --> 00:21:51.300]  叫聖靈進入他們的生命當中
[00:21:51.300 --> 00:21:54.300]  他們想看看聖靈的內住
[00:21:54.300 --> 00:21:59.300]  帶來他們生命有多奇特的改變
[00:21:59.300 --> 00:22:03.300]  他們根據路加福音11章13節的經文
[00:22:03.300 --> 00:22:06.300]  耶穌怎樣說呢?
[00:22:06.300 --> 00:22:09.300]  「你們雖然不好
[00:22:09.300 --> 00:22:13.300]  尚且知道那好東西給兒女,何況天父
[00:22:13.300 --> 00:22:18.300]  豈不更將聖靈給求他的人?」
[00:22:18.300 --> 00:22:21.300]  當他們去祈求
[00:22:21.300 --> 00:22:25.300]  就可以得著聖靈的引導
[00:22:25.300 --> 00:22:27.300]  那些向神祈求的人
[00:22:27.300 --> 00:22:29.300]  就是得著聖靈了
[00:22:29.300 --> 00:22:32.300]  我們既然已經信靠主
[00:22:32.300 --> 00:22:35.300]  就已經有聖靈去引導我們
[00:22:35.300 --> 00:22:38.300]  我們不再在肉體當中
[00:22:38.300 --> 00:22:41.300]  身體因罪而死
[00:22:41.300 --> 00:22:42.300]  第十節說
[00:22:42.300 --> 00:22:45.300]  我們的身體是必死的
[00:22:45.300 --> 00:22:48.300]  這個肉體必定要死
[00:22:48.300 --> 00:22:50.300]  他說人的靈
[00:22:50.300 --> 00:22:52.300]  是因為有神的義
[00:22:52.300 --> 00:22:55.300]  的緣故可以活著
[00:22:55.300 --> 00:22:57.300]  「心靈卻因義而活」
[00:22:57.300 --> 00:22:59.300]  是說到人的靈
[00:22:59.300 --> 00:23:01.300]  得著主的拯救
[00:23:01.300 --> 00:23:03.300]  失喪的人
[00:23:03.300 --> 00:23:05.300]  他們也有他們的靈
[00:23:05.300 --> 00:23:08.300]  但他們的靈是要死
[00:23:08.300 --> 00:23:12.300]  因為他們與神分開
[00:23:12.300 --> 00:23:14.300]  信從聖靈的人
[00:23:14.300 --> 00:23:17.300]  有聖靈來包圍他們
[00:23:17.300 --> 00:23:21.300]  將神的義加在我們身上
[00:23:21.300 --> 00:23:23.300]  聖靈代表基督
[00:23:23.300 --> 00:23:28.300]  在我們裡面的引導內住
[00:23:28.300 --> 00:23:30.300]  保羅建議我們
[00:23:30.300 --> 00:23:33.300]  將憂慮變成禱告
[00:23:33.300 --> 00:23:36.300]  想減少憂慮
[00:23:36.300 --> 00:23:39.300]  就多些禱告交託給主
[00:23:39.300 --> 00:23:42.300]  菲勒比書四章六至七節
[00:23:42.300 --> 00:23:43.300]  很清楚說
[00:23:43.300 --> 00:23:45.300]  「應當一無掛慮
[00:23:45.300 --> 00:23:51.300]  只要凡事直著禱告祈求和感謝
[00:23:51.300 --> 00:23:54.300]  將你們所要的告訴神
[00:23:54.300 --> 00:23:58.300]  神所賜出人意外的平安
[00:23:58.300 --> 00:24:00.300]  必在基督耶穌裡
[00:24:00.300 --> 00:24:03.300]  保守你們的心懷意念
[00:24:03.300 --> 00:24:05.300]  真正的平安
[00:24:05.300 --> 00:24:10.300]  不是因為我樂觀的思想
[00:24:10.300 --> 00:24:12.300]  是祢致神
[00:24:12.300 --> 00:24:15.300]  知道祂會掌管一切
[00:24:15.300 --> 00:24:18.300]  會掌管我們的生命
[00:24:18.300 --> 00:24:21.300]  讓神的平安充滿我們
[00:24:21.300 --> 00:24:24.300]  對付我們的憂慮」
[00:24:24.300 --> 00:24:28.300]  既然耶穌是從死裡復活
[00:24:28.300 --> 00:24:33.300]  我們的肉身將來也會復活
[00:24:33.300 --> 00:24:36.300]  人的身體有永恆的一面
[00:24:36.300 --> 00:24:38.300]  所以信徒的肉身
[00:24:38.300 --> 00:24:40.300]  雖然死
[00:24:40.300 --> 00:24:43.300]  聖經說只是睡著
[00:24:43.300 --> 00:24:48.300]  貼上羅列加田書四章十三節
[00:24:48.300 --> 00:24:51.300]  「論到睡了的人
[00:24:51.300 --> 00:24:54.300]  我們不願意你們不知道
[00:24:54.300 --> 00:24:56.300]  恐怕你們憂傷
[00:24:56.300 --> 00:25:00.300]  像那些沒有指望的人一樣」
[00:25:00.300 --> 00:25:04.300]  基督徒的死亡不是憂傷
[00:25:04.300 --> 00:25:06.300]  而是有指望
[00:25:06.300 --> 00:25:09.300]  有永恆的盼望
[00:25:09.300 --> 00:25:12.300]  基督徒的死不是完結
