
[00:00:00.000 --> 00:00:05.040]  好,讓我們來到聆聽神的話語之先
[00:02:09.680 --> 00:02:12.560]  不過是特別的地位
[00:02:12.560 --> 00:02:14.160]  所以加一個老字
[00:02:14.160 --> 00:02:16.160]  其實都是一種尊重
[00:02:16.160 --> 00:02:18.800]  老這個中文字
[00:02:18.800 --> 00:02:20.800]  其實是怎樣來的呢?
[00:02:20.800 --> 00:02:23.440]  給大家看一看圖畫
[00:02:23.440 --> 00:02:27.280]  這個就是甲骨文
[00:02:27.280 --> 00:02:29.280]  老字
[00:02:29.280 --> 00:02:31.280]  是怎樣來構成的呢?
[00:02:31.280 --> 00:02:33.280]  第一部分
[00:02:33.280 --> 00:02:35.280]  我們看一看
[00:02:35.280 --> 00:02:37.280]  我圈住的位置
[00:02:37.280 --> 00:02:39.280]  原來是一個人
[00:02:39.280 --> 00:02:41.280]  頭髮散亂
[00:02:41.280 --> 00:02:43.280]  大家看到有三支叉
[00:02:43.280 --> 00:02:45.280]  不是天線
[00:02:45.280 --> 00:02:47.280]  是代表著
[00:02:47.280 --> 00:02:49.280]  頭髮散亂
[00:02:49.280 --> 00:02:51.280]  腰是彎彎的
[00:02:51.280 --> 00:02:53.280]  第二部分
[00:02:53.280 --> 00:02:55.280]  這是什麼呢?
[00:02:55.280 --> 00:02:57.280]  是一支拐杖
[00:02:57.280 --> 00:03:01.280]  原來在甲骨文的老字
[00:03:01.280 --> 00:03:03.280]  就是一個頭髮散亂
[00:03:03.280 --> 00:03:05.280]  腰是彎彎的
[00:03:05.280 --> 00:03:07.280]  拿著拐杖的人
[00:03:07.280 --> 00:03:09.280]  為什麼會這樣呢?
[00:03:09.280 --> 00:03:11.280]  頭髮散亂不是他
[00:03:11.280 --> 00:03:13.280]  所謂不顧及自己的形象
[00:03:13.280 --> 00:03:15.280]  其實在古代
[00:03:15.280 --> 00:03:17.280]  因為一個年老的人
[00:03:17.280 --> 00:03:20.640]  他不需要來驅泥於禮節
[00:03:20.640 --> 00:03:23.280]  所以故意不需要蓄起頭髮
[00:03:23.280 --> 00:03:25.280]  所以就出現了一種
[00:03:25.280 --> 00:03:27.280]  所謂散亂的情況
[00:03:27.280 --> 00:03:29.280]  這個是
[00:03:29.280 --> 00:03:31.280]  叫做老年人的特權
[00:03:31.280 --> 00:03:33.280]  如果年輕的
[00:03:33.280 --> 00:03:35.280]  他們要束好頭髮
[00:03:35.280 --> 00:03:37.280]  所以老年人可以
[00:03:37.280 --> 00:03:39.280]  披頭散髮
[00:03:39.280 --> 00:03:41.280]  在今天看來好像不太好
[00:03:41.280 --> 00:03:43.280]  但原來在昔日來說
[00:03:43.280 --> 00:03:45.280]  是老年人的一個特權
[00:03:45.280 --> 00:03:47.280]  另外要拿著拐杖
[00:03:47.280 --> 00:03:49.280]  很明顯
[00:03:49.280 --> 00:03:51.280]  因為當年事越來越高
[00:03:51.280 --> 00:03:53.280]  身體的狀況
[00:03:53.280 --> 00:03:55.280]  當然沒有像年輕的時候
[00:03:55.280 --> 00:03:57.280]  那麼好
[00:03:57.280 --> 00:03:59.280]  所以行路就需要拿著拐杖
[00:03:59.280 --> 00:04:01.280]  甲骨文告訴我們
[00:04:01.280 --> 00:04:03.280]  拐杖這東西
[00:04:03.280 --> 00:04:05.280]  是很早很早已經出現
[00:04:05.280 --> 00:04:07.280]  當人有需要的時候
[00:04:07.280 --> 00:04:09.280]  就要靠他幫忙
[00:04:09.280 --> 00:04:11.280]  所以有些人稱呼這支拐杖
[00:04:11.280 --> 00:04:13.280]  叫做老友記
[00:04:13.280 --> 00:04:15.280]  去到差不多
[00:04:15.280 --> 00:04:17.280]  就要拿著老友記
[00:04:17.280 --> 00:04:19.280]  和他一起出街
[00:04:19.280 --> 00:04:21.280]  我們看完
[00:04:21.280 --> 00:04:23.280]  這個老字
[00:04:23.280 --> 00:04:25.280]  在甲骨文裡面
[00:04:25.280 --> 00:04:27.280]  給我們一種形象
[00:04:27.280 --> 00:04:29.280]  看上去也是一般般
[00:04:29.280 --> 00:04:31.280]  沒有什麼活力
[00:04:31.280 --> 00:04:33.280]  披頭散髮
[00:04:33.280 --> 00:04:35.280]  又要拿著拐杖
[00:04:35.280 --> 00:04:37.280]  再加上今天
[00:04:37.280 --> 00:04:39.280]  是一個經濟掛帥
[00:04:39.280 --> 00:04:41.280]  用經濟表現來掛帥的社會
[00:04:41.280 --> 00:04:43.280]  老年人
[00:04:43.280 --> 00:04:45.280]  好像就代表著
[00:04:45.280 --> 00:04:47.280]  沒有了生產力
[00:04:47.280 --> 00:04:49.280]  或者是成為了
[00:04:49.280 --> 00:04:51.280]  社會的負擔
[00:04:51.280 --> 00:04:53.280]  因為在很多
[00:04:53.280 --> 00:04:55.280]  醫療或者是
[00:04:55.280 --> 00:04:57.280]  社會福利的開支
[00:04:57.280 --> 00:04:59.280]  似乎都會放了不少
[00:04:59.280 --> 00:05:01.280]  在這些老年人的上面
[00:05:01.280 --> 00:05:03.280]  但他們就不會再從事
[00:05:03.280 --> 00:05:05.280]  什麼很大的經濟生產的能力
[00:05:05.280 --> 00:05:07.280]  所以很多人
[00:05:07.280 --> 00:05:09.280]  甚至是長者自己
[00:05:09.280 --> 00:05:11.280]  都覺得人老了
[00:05:11.280 --> 00:05:13.280]  就變得好像很沒用
[00:05:13.280 --> 00:05:15.280]  很沒價值
[00:05:15.280 --> 00:05:17.280]  還有一些長者
[00:05:17.280 --> 00:05:19.280]  特別是退休的人士
[00:05:19.280 --> 00:05:21.280]  本來一直在工作
[00:05:21.280 --> 00:05:23.280]  可能都有很穩定的入息
[00:05:23.280 --> 00:05:25.280]  也不錯的生活
[00:05:25.280 --> 00:05:27.280]  但當他退休
[00:05:27.280 --> 00:05:29.280]  離開了工作崗位
[00:05:29.280 --> 00:05:31.280]  有時候他們就會說一句
[00:05:31.280 --> 00:05:33.280]  沒有入息
[00:05:33.280 --> 00:05:35.280]  就等於沒有出息
[00:05:35.280 --> 00:05:37.280]  你想想
[00:05:37.280 --> 00:05:39.280]  一個人是不是這樣的呢
[00:05:39.280 --> 00:05:41.280]  沒有了入息
[00:05:41.280 --> 00:05:43.280]  是不是等於沒有出息呢
[00:05:43.280 --> 00:05:45.280]  如果我們純粹
[00:05:45.280 --> 00:05:47.280]  用一個人能夠賺到多少錢
[00:05:47.280 --> 00:05:49.280]  去衡量的話
[00:05:49.280 --> 00:05:51.280]  可能真的是
[00:05:51.280 --> 00:05:53.280]  但如果人只是用他可以賺到多少錢
[00:05:53.280 --> 00:05:55.280]  就代表著他是不是一個有出息的人呢
[00:05:55.280 --> 00:05:57.280]  似乎又是
[00:05:57.280 --> 00:05:59.280]  很可悲
[00:05:59.280 --> 00:06:01.280]  這種形象是不夠健康
[00:06:01.280 --> 00:06:03.280]  也都不正面
[00:06:03.280 --> 00:06:05.280]  我們今天就要去
[00:06:05.280 --> 00:06:07.280]  看一看
[00:06:07.280 --> 00:06:09.280]  究竟老是一回什麼的事
[00:06:09.280 --> 00:06:11.280]  教會的
[00:06:11.280 --> 00:06:13.280]  看法和社會
[00:06:13.280 --> 00:06:15.280]  會不會有不同呢
[00:06:15.280 --> 00:06:17.280]  所以我今天就
[00:06:17.280 --> 00:06:19.280]  和大家去分享
[00:06:19.280 --> 00:06:21.280]  在詩篇的第92篇
[00:06:21.280 --> 00:06:23.280]  第12到第15節
[00:06:23.280 --> 00:06:25.280]  裡面
[00:06:25.280 --> 00:06:27.280]  看看在詩篇裡面
[00:06:27.280 --> 00:06:29.280]  可以給到什麼智慧
[00:06:29.280 --> 00:06:31.280]  和提醒我們
[00:06:31.280 --> 00:06:33.280]  詩篇的第92篇
[00:06:33.280 --> 00:06:35.280]  大家可以看到
[00:06:35.280 --> 00:06:37.280]  安息日的詩歌
[00:06:37.280 --> 00:06:39.280]  是一首重讚之詩
[00:06:39.280 --> 00:06:41.280]  如果你有聖經
[00:06:41.280 --> 00:06:43.280]  你會看到這個標題
[00:06:43.280 --> 00:06:45.280]  為什麼是
[00:06:45.280 --> 00:06:47.280]  重讚之詩呢
[00:06:47.280 --> 00:06:49.280]  因為在這篇詩篇裡面
[00:06:49.280 --> 00:06:51.280]  是要去重讚上帝的慈愛
[00:06:51.280 --> 00:06:53.280]  罪人會滅亡
[00:06:53.280 --> 00:06:55.280]  義人興亡
[00:06:55.280 --> 00:06:57.280]  這一種
[00:06:57.280 --> 00:06:59.280]  是對於未來的期許
[00:06:59.280 --> 00:07:01.280]  詩人對於未來的期許
[00:07:01.280 --> 00:07:03.280]  由於詩人
[00:07:03.280 --> 00:07:05.280]  很肯定
[00:07:05.280 --> 00:07:07.280]  這麼美麗的景況
[00:07:07.280 --> 00:07:09.280]  義人是要滅亡
[00:07:09.280 --> 00:07:11.280]  義人是不會滅亡
[00:07:11.280 --> 00:07:13.280]  是興亡
[00:07:13.280 --> 00:07:15.280]  惡作惡的人就必定受到
[00:07:15.280 --> 00:07:17.280]  這個懲罰,要滅亡
[00:07:17.280 --> 00:07:19.280]  因著這樣的緣故
[00:07:19.280 --> 00:07:21.280]  向上帝發出讚美
[00:07:21.280 --> 00:07:25.280]  我們集中看的段落
[00:07:25.280 --> 00:07:27.280]  第12到第15節
[00:07:27.280 --> 00:07:29.280]  就是詩人
[00:07:29.280 --> 00:07:31.280]  要來形容義人
[00:07:31.280 --> 00:07:33.280]  一直到
[00:07:33.280 --> 00:07:35.280]  他年老的時候
[00:07:35.280 --> 00:07:37.280]  仍然都是興旺的
[00:07:37.280 --> 00:07:39.280]  那種情景
[00:07:39.280 --> 00:07:41.280]  詩人用了一些
[00:07:41.280 --> 00:07:43.280]  例子來形容
[00:07:43.280 --> 00:07:45.280]  義人興旺的情景
[00:07:45.280 --> 00:07:47.280]  他用了
[00:07:47.280 --> 00:07:49.280]  兩種樹
[00:07:49.280 --> 00:07:51.280]  來做形容
[00:07:51.280 --> 00:07:53.280]  我們在第12節
[00:07:53.280 --> 00:07:55.280]  一看就看到
[00:07:55.280 --> 00:07:57.280]  義人要興旺於
[00:07:57.280 --> 00:07:59.280]  棕樹
[00:07:59.280 --> 00:08:01.280]  為什麼義人要興旺於棕樹呢
[00:08:01.280 --> 00:08:03.280]  給大家看看
[00:08:03.280 --> 00:08:05.280]  不知道大家看得清不清楚
[00:08:05.280 --> 00:08:07.280]  因為這邊的相機壞了
[00:08:07.280 --> 00:08:09.280]  所以現在這邊不能看
[00:08:09.280 --> 00:08:11.280]  我們就集中看這邊
[00:08:11.280 --> 00:08:13.280]  這些就是棕樹
[00:08:13.280 --> 00:08:15.280]  你發現在那些
[00:08:15.280 --> 00:08:17.280]  棕樹的
[00:08:17.280 --> 00:08:19.280]  中間有些白色的
[00:08:19.280 --> 00:08:21.280]  好像一塊塊是什麼呢
[00:08:21.280 --> 00:08:23.280]  其實是一些袋子
[00:08:23.280 --> 00:08:25.280]  袋子是用來裝著
[00:08:25.280 --> 00:08:27.280]  那些果子,不要讓它
[00:08:27.280 --> 00:08:29.280]  那麼快掉到地上
[00:08:29.280 --> 00:08:31.280]  所以那些果子就長滿了
[00:08:31.280 --> 00:08:33.280]  在棕樹的上面
[00:08:33.280 --> 00:08:35.280]  好了
[00:08:35.280 --> 00:08:37.280]  為什麼義人要
[00:08:37.280 --> 00:08:39.280]  興旺於棕樹呢
[00:08:39.280 --> 00:08:41.280]  因為在中東地區
[00:08:41.280 --> 00:08:43.280]  的棕樹結的果子
[00:08:43.280 --> 00:08:45.280]  其實是一些棗
[00:08:45.280 --> 00:08:47.280]  下一張圖
[00:08:47.280 --> 00:08:49.280]  大家會看到那些果實
[00:08:49.280 --> 00:08:51.280]  是怎麼樣的
[00:08:51.280 --> 00:08:53.280]  一個個好像很小的芒果
[00:08:53.280 --> 00:08:55.280]  豬腰芒的形狀
[00:08:55.280 --> 00:08:57.280]  不過再小一點
[00:08:57.280 --> 00:08:59.280]  就是這些棗
[00:08:59.280 --> 00:09:01.280]  這樣的棗
[00:09:01.280 --> 00:09:03.280]  是很甘甜的
[00:09:03.280 --> 00:09:05.280]  很好吃的
[00:09:05.280 --> 00:09:07.280]  也可以成為當地的人
[00:09:07.280 --> 00:09:09.280]  一些比較平常的食糧
[00:09:09.280 --> 00:09:11.280]  因為吃了之後
[00:09:11.280 --> 00:09:13.280]  帶有能量、熱量
[00:09:13.280 --> 00:09:15.280]  是一種日常的食品
[00:09:15.280 --> 00:09:17.280]  那麼
[00:09:17.280 --> 00:09:19.280]  這些這樣的
[00:09:19.280 --> 00:09:21.280]  棕樹結的果子
[00:09:21.280 --> 00:09:23.280]  當然可以吃
[00:09:23.280 --> 00:09:25.280]  也養活了很多的人
[00:09:25.280 --> 00:09:27.280]  而且它是
[00:09:27.280 --> 00:09:29.280]  非常的茂盛
[00:09:29.280 --> 00:09:31.280]  茂盛的
[00:09:31.280 --> 00:09:33.280]  那種情況成為了
[00:09:33.280 --> 00:09:35.280]  一種很特別的記號
[00:09:35.280 --> 00:09:37.280]  如果我們看舊約聖經
[00:09:37.280 --> 00:09:39.280]  就知道了
[00:09:39.280 --> 00:09:41.280]  譬如我們翻開在
[00:09:41.280 --> 00:09:43.280]  烈王記上的第六章
[00:09:43.280 --> 00:09:45.280]  烈王記上的第六章
[00:09:45.280 --> 00:09:49.280]  二十九、三十二、三十五
[00:09:49.280 --> 00:09:51.280]  這三節裡面提到什麼呢
[00:09:51.280 --> 00:09:53.280]  就是在聖殿的裏邊
[00:09:53.280 --> 00:09:55.280]  聖殿的牆壁
[00:09:55.280 --> 00:09:57.280]  和殿門
[00:09:57.280 --> 00:09:59.280]  上面都是刻了
[00:09:59.280 --> 00:10:01.280]  一些天使、基督伯
[00:10:01.280 --> 00:10:03.280]  也都刻住了
[00:10:03.280 --> 00:10:05.280]  棕樹的圖案
[00:10:05.280 --> 00:10:07.280]  在上面
[00:10:07.280 --> 00:10:09.280]  大家可以想到
[00:10:09.280 --> 00:10:11.280]  人進到聖殿的時候
[00:10:11.280 --> 00:10:13.280]  透過聖殿的門
[00:10:13.280 --> 00:10:15.280]  也都是聖殿的牆壁
[00:10:15.280 --> 00:10:17.280]  都會看到這些棕樹的圖案
[00:10:17.280 --> 00:10:19.280]  所以想像
[00:10:19.280 --> 00:10:21.280]  棕樹在
[00:10:21.280 --> 00:10:23.280]  上帝的殿當中
[00:10:23.280 --> 00:10:25.280]  是反映著一種什麼呢
[00:10:25.280 --> 00:10:27.280]  就要像棕樹一樣
[00:10:27.280 --> 00:10:29.280]  不斷的去結果
[00:10:29.280 --> 00:10:31.280]  當然棕樹
[00:10:31.280 --> 00:10:33.280]  還有一種勝利的意思
[00:10:33.280 --> 00:10:35.280]  大家記得當耶穌
[00:10:35.280 --> 00:10:37.280]  進入聖城耶路撒冷的時候
[00:10:37.280 --> 00:10:39.280]  群眾沿途
[00:10:39.280 --> 00:10:41.280]  是搖著棕樹枝
[00:10:41.280 --> 00:10:43.280]  所以我們在復活節的
[00:10:43.280 --> 00:10:45.280]  主日之前一個禮拜
[00:10:45.280 --> 00:10:47.280]  叫做棕樹的主日
[00:10:47.280 --> 00:10:49.280]  那就是歡呼迎接
[00:10:49.280 --> 00:10:51.280]  君王進城的一個情況
[00:10:51.280 --> 00:10:53.280]  大家看到上面
[00:10:53.280 --> 00:10:55.280]  叉開的那些就是一條條的
[00:10:55.280 --> 00:10:57.280]  棕樹枝
[00:10:57.280 --> 00:10:59.280]  所以義人
[00:10:59.280 --> 00:11:01.280]  興旺於棕樹
[00:11:01.280 --> 00:11:03.280]  就是希望義人
[00:11:03.280 --> 00:11:05.280]  一直下去都是
[00:11:05.280 --> 00:11:07.280]  勝利的,他不會被罪惡
[00:11:07.280 --> 00:11:09.280]  去勝過,反而他是
[00:11:09.280 --> 00:11:11.280]  以善來勝惡
[00:11:11.280 --> 00:11:13.280]  也都是結出美好的
[00:11:13.280 --> 00:11:15.280]  果子,所以詩人
[00:11:15.280 --> 00:11:17.280]  第一樣就用了棕樹
[00:11:17.280 --> 00:11:19.280]  來講出義人的情況
[00:11:19.280 --> 00:11:21.280]  然後在第十二節
[00:11:21.280 --> 00:11:23.280]  的下半節就說
[00:11:23.280 --> 00:11:25.280]  他要生長如
[00:11:25.280 --> 00:11:27.280]  尼巴嫩的香柏樹
[00:11:27.280 --> 00:11:29.280]  我們就看看這個香柏樹
[00:11:29.280 --> 00:11:31.280]  是怎麼樣的,特意
[00:11:31.280 --> 00:11:33.280]  給大家看看這幅圖
[00:11:33.280 --> 00:11:35.280]  這個香柏樹是高過
[00:11:35.280 --> 00:11:37.280]  屋子很多的,特別可能
[00:11:37.280 --> 00:11:39.280]  在加拿大很多人都會
[00:11:39.280 --> 00:11:41.280]  用這些香柏木
[00:11:41.280 --> 00:11:43.280]  來做主要的建材之一
[00:11:43.280 --> 00:11:45.280]  而我們看到
[00:11:45.280 --> 00:11:47.280]  在聖經裡面很明顯
[00:11:47.280 --> 00:11:49.280]  做聖殿
[00:11:49.280 --> 00:11:51.280]  其中一種主要的木材
[00:11:51.280 --> 00:11:53.280]  就是取自
[00:11:53.280 --> 00:11:55.280]  這個香柏樹
[00:11:55.280 --> 00:11:57.280]  香柏樹有一個學名叫
[00:11:57.280 --> 00:11:59.280]  雪蟲,有時候大家想想
[00:11:59.280 --> 00:12:01.280]  如果在冬天的時候
[00:12:01.280 --> 00:12:03.280]  鋪滿雪,整棵聖誕樹
[00:12:03.280 --> 00:12:05.280]  跑了出來
[00:12:05.280 --> 00:12:07.280]  這些尼巴嫩的
[00:12:07.280 --> 00:12:09.280]  香柏樹,對於
[00:12:09.280 --> 00:12:11.280]  以色列人來說,是他們在
[00:12:11.280 --> 00:12:13.280]  對於樹木的認識當中
[00:12:13.280 --> 00:12:15.280]  是最高最大的
[00:12:15.280 --> 00:12:17.280]  一種,它的生長
[00:12:17.280 --> 00:12:19.280]  速度是非常之快
[00:12:19.280 --> 00:12:21.280]  大概可以高到
[00:12:21.280 --> 00:12:23.280]  120尺這麼高
[00:12:23.280 --> 00:12:25.280]  樹幹的直徑
[00:12:25.280 --> 00:12:27.280]  是有8尺的,你想想
[00:12:27.280 --> 00:12:29.280]  如果一道門
[00:12:29.280 --> 00:12:31.280]  是6尺的話,還要
[00:12:31.280 --> 00:12:33.280]  直徑大於一道門
[00:12:33.280 --> 00:12:35.280]  這麼高
[00:12:35.280 --> 00:12:37.280]  這些
[00:12:37.280 --> 00:12:39.280]  尼巴嫩的香柏樹
[00:12:39.280 --> 00:12:41.280]  是代表著
[00:12:41.280 --> 00:12:43.280]  它的生命力很強
[00:12:43.280 --> 00:12:45.280]  它是非常壯麗
[00:12:45.280 --> 00:12:47.280]  高雅,而且壽命
[00:12:47.280 --> 00:12:49.280]  也很長,再加上
[00:12:49.280 --> 00:12:51.280]  這種樹木拿來
[00:12:51.280 --> 00:12:53.280]  做一個木材建築用的話
[00:12:53.280 --> 00:12:55.280]  是會有一種
[00:12:55.280 --> 00:12:57.280]  樹木的香氣
[00:12:57.280 --> 00:12:59.280]  還有因為夠堅硬
[00:12:59.280 --> 00:13:01.280]  所以我們看到
[00:13:01.280 --> 00:13:03.280]  很多在聖殿裏面的
[00:13:03.280 --> 00:13:05.280]  木材,就是取用
[00:13:05.280 --> 00:13:07.280]  這個香柏木
[00:13:07.280 --> 00:13:09.280]  同樣我們在獵王記上的第六章
[00:13:09.280 --> 00:13:11.280]  第九至第十五
[00:13:11.280 --> 00:13:13.280]  第九和第十五節
[00:13:13.280 --> 00:13:15.280]  是很清楚的說到
[00:13:15.280 --> 00:13:17.280]  所羅門建這個聖殿的時候
[00:13:17.280 --> 00:13:19.280]  香柏木就成為了
[00:13:19.280 --> 00:13:21.280]  這個聖殿的
[00:13:21.280 --> 00:13:23.280]  柱和橫樑
[00:13:23.280 --> 00:13:25.280]  還要是聖殿的
[00:13:25.280 --> 00:13:27.280]  牆身是貼上
[00:13:27.280 --> 00:13:29.280]  這些香柏木的木板
[00:13:29.280 --> 00:13:31.280]  這個是在說
[00:13:31.280 --> 00:13:33.280]  什麼呢?義人
[00:13:33.280 --> 00:13:35.280]  生長於尼巴嫩的香柏樹
[00:13:35.280 --> 00:13:37.280]  就是義人
[00:13:37.280 --> 00:13:39.280]  好像這個在聖殿裏面
[00:13:39.280 --> 00:13:41.280]  成為了主要
[00:13:41.280 --> 00:13:43.280]  木材的香柏樹
[00:13:43.280 --> 00:13:45.280]  它能夠和主同在
[00:13:45.280 --> 00:13:47.280]  也是去反映
[00:13:47.280 --> 00:13:49.280]  主的榮耀
[00:13:49.280 --> 00:13:51.280]  詩人在第十三節說
[00:13:51.280 --> 00:13:53.280]  他們栽於耶華的殿中
[00:13:53.280 --> 00:13:55.280]  剛才我說了
[00:13:55.280 --> 00:13:57.280]  是建聖殿的木材
[00:13:57.280 --> 00:13:59.280]  刻在聖殿的殿門牆身上的圖案
[00:13:59.280 --> 00:14:01.280]  就是有棕樹
[00:14:01.280 --> 00:14:03.280]  因此
[00:14:03.280 --> 00:14:05.280]  這兩種樹
[00:14:05.280 --> 00:14:07.280]  用來比作義人
[00:14:07.280 --> 00:14:09.280]  我們是完全明白
[00:14:09.280 --> 00:14:11.280]  它發旺在上帝的院內
[00:14:11.280 --> 00:14:13.280]  它們發白的時候
[00:14:13.280 --> 00:14:15.280]  要凝結果子
[00:14:15.280 --> 00:14:17.280]  而且是鮮美多汁
[00:14:17.280 --> 00:14:19.280]  這是什麼意思呢?
[00:14:19.280 --> 00:14:23.280]  當我們想想
[00:14:23.280 --> 00:14:25.280]  在一個教會裏面
[00:14:25.280 --> 00:14:27.280]  有很多年輕人
[00:14:27.280 --> 00:14:29.280]  他們在讀書的時候
[00:14:29.280 --> 00:14:31.280]  非常熱心
[00:14:31.280 --> 00:14:33.280]  尋求信仰
[00:14:33.280 --> 00:14:35.280]  積極參與侍奉
[00:14:35.280 --> 00:14:37.280]  但當人一路成長的時候
[00:14:37.280 --> 00:14:39.280]  他面對的是什麼呢?
[00:14:39.280 --> 00:14:41.280]  各種各樣的
[00:14:41.280 --> 00:14:43.280]  引誘、挑戰、衝擊
[00:14:43.280 --> 00:14:45.280]  打擊他的信仰
[00:14:45.280 --> 00:14:47.280]  所以我們也見不少
[00:14:47.280 --> 00:14:49.280]  有很多人
[00:14:49.280 --> 00:14:51.280]  年輕的時候對於信仰
[00:14:51.280 --> 00:14:53.280]  非常熱誠
[00:14:53.280 --> 00:14:55.280]  但到了他離開了學校
[00:14:55.280 --> 00:14:57.280]  在一個工作環境裏
[00:14:57.280 --> 00:14:59.280]  抵受不住
[00:14:59.280 --> 00:15:01.280]  各種價值觀的衝擊
[00:15:01.280 --> 00:15:03.280]  也抵受不住一些引誘
[00:15:03.280 --> 00:15:05.280]  可能就已經離開了
[00:15:05.280 --> 00:15:07.280]  這個信仰
[00:15:07.280 --> 00:15:09.280]  能夠一生都
[00:15:09.280 --> 00:15:11.280]  持守這個信仰
[00:15:11.280 --> 00:15:13.280]  一生都按照
[00:15:13.280 --> 00:15:15.280]  聖經的教導而行
[00:15:15.280 --> 00:15:17.280]  成為一個義人
[00:15:17.280 --> 00:15:19.280]  實在不容易
[00:15:19.280 --> 00:15:21.280]  因為很多人會面對一種情況
[00:15:21.280 --> 00:15:23.280]  叫做「晚節不保」
[00:15:23.280 --> 00:15:25.280]  可能在一生當中
[00:15:25.280 --> 00:15:27.280]  他都做了很多很有意思
[00:15:27.280 --> 00:15:29.280]  很好的事
[00:15:29.280 --> 00:15:31.280]  但竟然到了最後期的時候
[00:15:31.280 --> 00:15:33.280]  就做得非常差
[00:15:33.280 --> 00:15:35.280]  我們不用看
[00:15:35.280 --> 00:15:37.280]  現實的情況
[00:15:37.280 --> 00:15:39.280]  在聖經裏面已經知道
[00:15:39.280 --> 00:15:41.280]  有不少這樣的記載
[00:15:41.280 --> 00:15:43.280]  給我們看見
[00:15:43.280 --> 00:15:45.280]  開始的時候非常好
[00:15:45.280 --> 00:15:47.280]  到了最後
[00:15:47.280 --> 00:15:49.280]  令人覺得搖頭嘆息
[00:15:49.280 --> 00:15:51.280]  其中一個就是大衛
[00:15:51.280 --> 00:15:53.280]  為什麼聖殿不是由大衛來建呢?
[00:15:53.280 --> 00:15:55.280]  就是因為他手裏
[00:15:55.280 --> 00:15:57.280]  充滿著
[00:15:57.280 --> 00:15:59.280]  殺人的血
[00:15:59.280 --> 00:16:01.280]  為了搶奪別人的妻子
[00:16:01.280 --> 00:16:03.280]  借刀殺人
[00:16:03.280 --> 00:16:05.280]  所以在上帝的眼中
[00:16:05.280 --> 00:16:07.280]  他到了最後
[00:16:07.280 --> 00:16:09.280]  其實是
[00:16:09.280 --> 00:16:11.280]  可以說是不合資格
[00:16:11.280 --> 00:16:13.280]  因此建造這個聖殿
[00:16:13.280 --> 00:16:15.280]  就交由他的兒子
[00:16:15.280 --> 00:16:17.280]  所羅門王來完成
[00:16:17.280 --> 00:16:19.280]  因此當一個義人
[00:16:19.280 --> 00:16:21.280]  能夠去到
[00:16:21.280 --> 00:16:23.280]  發白的時候
[00:16:23.280 --> 00:16:25.280]  年老的時候
[00:16:25.280 --> 00:16:27.280]  他仍然來到他中心的跟從主
[00:16:27.280 --> 00:16:29.280]  這個才是
[00:16:29.280 --> 00:16:31.280]  真正的義人
[00:16:31.280 --> 00:16:33.280]  也是非常可貴
[00:16:33.280 --> 00:16:35.280]  他所做的一切
[00:16:35.280 --> 00:16:37.280]  真的可以反映到神的榮耀
[00:16:37.280 --> 00:16:41.280]  在經文最後提到
