
[00:00:00.000 --> 00:00:02.000]  孔子明門後亭 節會平安
[00:02:17.000 --> 00:02:18.000]  舊約聖經當中
[00:02:18.000 --> 00:02:20.000]  上帝揀選阿伯拉罕的
[00:02:20.000 --> 00:02:22.000]  孫
[00:02:22.000 --> 00:02:23.000]  是不是 以色列
[00:02:23.000 --> 00:02:26.000]  上帝揀選阿伯拉罕的孫
[00:02:26.000 --> 00:02:27.000]  以色列
[00:02:27.000 --> 00:02:28.000]  那個是不是阿伯拉罕的孫
[00:02:28.000 --> 00:02:29.000]  請問
[00:02:29.000 --> 00:02:30.000]  請問雅各是不是
[00:02:30.000 --> 00:02:32.000]  繼續
[00:02:32.000 --> 00:02:34.000]  阿伯拉罕生以撒
[00:02:34.000 --> 00:02:36.000]  阿伯拉罕生以撒
[00:02:36.000 --> 00:02:37.000]  以撒生雅各
[00:02:37.000 --> 00:02:38.000]  以撒生雅各
[00:02:38.000 --> 00:02:40.000]  雅各的別名又叫以色列
[00:02:40.000 --> 00:02:42.000]  雅各又叫以色列
[00:02:42.000 --> 00:02:44.000]  今天上帝的選民叫什麼人
[00:02:44.000 --> 00:02:46.000]  上帝的選民叫什麼人
[00:02:46.000 --> 00:02:47.000]  以色列人
[00:02:47.000 --> 00:02:48.000]  以色列人
[00:02:48.000 --> 00:02:50.000]  以色列是阿伯拉罕的孫
[00:02:50.000 --> 00:02:52.000]  以色列是阿伯拉罕的孫
[00:02:52.000 --> 00:02:54.000]  以色列是阿伯拉罕的孫
[00:02:54.000 --> 00:02:55.000]  上帝在那裡看著
[00:02:55.000 --> 00:02:56.000]  上帝在那裡看著
[00:02:56.000 --> 00:02:58.000]  不過現在來到二十世紀了
[00:02:58.000 --> 00:02:59.000]  二十一世紀了
[00:02:59.000 --> 00:03:00.000]  現在二十一世紀了
[00:03:00.000 --> 00:03:02.000]  我們聽到以色列其實是猶太人
[00:03:02.000 --> 00:03:05.000]  我們聽到以色列其實是猶太人
[00:03:05.000 --> 00:03:06.000]  十字派去了哪裡
[00:03:06.000 --> 00:03:08.000]  十個字派去了什麼地方呢
[00:03:08.000 --> 00:03:09.000]  不知道
[00:03:09.000 --> 00:03:10.000]  不知道
[00:03:10.000 --> 00:03:12.000]  你知道可以寫什麼博士論文
[00:03:12.000 --> 00:03:14.000]  你知道可以寫什麼博士論文
[00:03:14.000 --> 00:03:15.000]  今天全部是猶太人
[00:03:15.000 --> 00:03:17.000]  現在全部是猶太人
[00:03:17.000 --> 00:03:19.000]  為什麼我們要注意這些
[00:03:19.000 --> 00:03:20.000]  為什麼要注意這些
[00:03:20.000 --> 00:03:22.000]  我忍不住要告訴你們
[00:03:22.000 --> 00:03:24.000]  我忍不住要告訴你們
[00:03:24.000 --> 00:03:25.000]  這個是我沒有預備
[00:03:25.000 --> 00:03:26.000]  不過我再告訴你
[00:03:26.000 --> 00:03:28.000]  你知道猶太人剛剛過了新年嗎
[00:03:28.000 --> 00:03:30.000]  猶太人剛剛過了新年
[00:03:30.000 --> 00:03:31.000]  猶太人的新年呢
[00:03:31.000 --> 00:03:33.000]  猶太人的新年
[00:03:33.000 --> 00:03:35.000]  是我們開學的日子
[00:03:35.000 --> 00:03:37.000]  是我們開學的日子
[00:03:37.000 --> 00:03:38.000]  九月
[00:03:38.000 --> 00:03:39.000]  九月
[00:03:39.000 --> 00:03:41.000]  但你有沒有讀出埃及的東西
[00:03:41.000 --> 00:03:44.000]  但你有沒有讀出埃及的東西
[00:03:44.000 --> 00:03:47.000]  他們出埃及的時候是愉悅節
[00:03:47.000 --> 00:03:49.000]  他們出埃及的時候是愉悅節
[00:03:49.000 --> 00:03:51.000]  聖經說愉悅節是正月
[00:03:51.000 --> 00:03:54.000]  聖經說愉悅節是正月
[00:03:54.000 --> 00:03:55.000]  愉悅節是什麼時候
[00:03:55.000 --> 00:03:56.000]  愉悅節是什麼時候
[00:03:56.000 --> 00:03:57.000]  愉悅節是什麼時候
[00:03:57.000 --> 00:03:58.000]  四月份
[00:03:58.000 --> 00:03:59.000]  四月份
[00:03:59.000 --> 00:04:00.000]  為什麼有兩個新年
[00:04:00.000 --> 00:04:01.000]  為什麼有兩個新年
[00:04:01.000 --> 00:04:02.000]  有沒有想過
[00:04:02.000 --> 00:04:03.000]  有沒有想過
[00:04:03.000 --> 00:04:04.000]  有沒有想過
[00:04:04.000 --> 00:04:06.000]  是喔
[00:04:06.000 --> 00:04:07.000]  兩度都是聖經
[00:04:07.000 --> 00:04:08.000]  兩度都是聖經
[00:04:08.000 --> 00:04:10.000]  今天猶太人的新年是九月
[00:04:10.000 --> 00:04:11.000]  今天猶太人的新年是九月
[00:04:11.000 --> 00:04:12.000]  今天猶太人的新年是九月
[00:04:12.000 --> 00:04:13.000]  為什麼
[00:04:13.000 --> 00:04:15.000]  北苗和汾州九月份最忙
[00:04:15.000 --> 00:04:18.000]  北苗和汾州九月份最忙
[00:04:18.000 --> 00:04:20.000]  因為那裏有很多猶太的聖地
[00:04:20.000 --> 00:04:22.000]  因為那裏有很多猶太的教堂
[00:04:22.000 --> 00:04:25.000]  猶太人的新年那天兩邊馬路都停車
[00:04:25.000 --> 00:04:28.000]  兩邊馬路都停車
[00:04:28.000 --> 00:04:31.000]  馬路停車都被他們停在街上
[00:04:31.000 --> 00:04:34.000]  城市警察都允許他們停車在街上
[00:04:34.000 --> 00:04:35.000]  這是不是事實
[00:04:35.000 --> 00:04:36.000]  這是不是事實
[00:04:36.000 --> 00:04:37.000]  這是不是事實
[00:04:37.000 --> 00:04:38.000]  為什麼
[00:04:38.000 --> 00:04:39.000]  為什麼
[00:04:39.000 --> 00:04:41.000]  南北國亡了
[00:04:41.000 --> 00:04:43.000]  南北國滅亡了
[00:04:43.000 --> 00:04:47.000]  南北國存在
[00:04:47.000 --> 00:04:49.000]  南國寧願存在
[00:04:49.000 --> 00:04:52.000]  南國什麼都和北國不同
[00:04:52.000 --> 00:04:54.000]  南國什麼都和北國不同
[00:04:54.000 --> 00:04:55.000]  所以南國的新年
[00:04:55.000 --> 00:04:56.000]  所以南國的新年
[00:04:56.000 --> 00:04:57.000]  北國在九月
[00:04:57.000 --> 00:04:58.000]  北國在九月份
[00:04:58.000 --> 00:04:59.000]  北國在九月份
[00:04:59.000 --> 00:05:01.000]  今天他們見到猶太人
[00:05:01.000 --> 00:05:02.000]  今天見到猶太人
[00:05:02.000 --> 00:05:04.000]  今天不知道以色列去了哪裏
[00:05:04.000 --> 00:05:06.000]  不知道以色列去了哪裏
[00:05:06.000 --> 00:05:07.000]  我也不知道以色列去了哪裏
[00:05:07.000 --> 00:05:09.000]  我也不知道以色列去了哪裏
[00:05:09.000 --> 00:05:10.000]  王副司知不知道
[00:05:10.000 --> 00:05:11.000]  王副司知不知道
[00:05:11.000 --> 00:05:12.000]  王副司知不知道
[00:05:12.000 --> 00:05:13.000]  王副司知不知道
[00:05:13.000 --> 00:05:14.000]  王副司知不知道
[00:05:14.000 --> 00:05:15.000]  十字派去了哪裏
[00:05:15.000 --> 00:05:16.000]  十字派去了哪裏
[00:05:16.000 --> 00:05:17.000]  十字派去了哪裏
[00:05:17.000 --> 00:05:18.000]  這是題外話
[00:05:18.000 --> 00:05:19.000]  這是題外話
[00:05:19.000 --> 00:05:21.000]  即是說上帝是看著以色列人的
[00:05:21.000 --> 00:05:23.000]  上帝是看著以色列人的
[00:05:23.000 --> 00:05:24.000]  《聖經》的故事
[00:05:24.000 --> 00:05:25.000]  今天的故事
[00:05:25.000 --> 00:05:27.000]  我有一兩三句可以講完
[00:05:27.000 --> 00:05:29.000]  今天的經文
[00:05:29.000 --> 00:05:31.000]  這個故事我兩三句話都可以講
[00:05:31.000 --> 00:05:32.000]  即是來到這個時代
[00:05:32.000 --> 00:05:34.000]  是阿哈第二個兒子
[00:05:34.000 --> 00:05:36.000]  叫若蘭登基了
[00:05:36.000 --> 00:05:37.000]  就是來到
[00:05:37.000 --> 00:05:38.000]  這個時候來到
[00:05:38.000 --> 00:05:40.000]  阿哈的第二個兒子
[00:05:40.000 --> 00:05:42.000]  若蘭登基
[00:05:42.000 --> 00:05:43.000]  摩訶
[00:05:43.000 --> 00:05:44.000]  摩訶
[00:05:44.000 --> 00:05:45.000]  摩訶是什麼人
[00:05:45.000 --> 00:05:47.000]  摩訶是什麼人
[00:05:47.000 --> 00:05:49.000]  羅德和一個小女子
[00:05:49.000 --> 00:05:51.000]  亂倫所生的兒子的後裔
[00:05:51.000 --> 00:05:54.000]  是羅德和第二女
[00:05:54.000 --> 00:05:55.000]  亂倫
[00:05:55.000 --> 00:05:56.000]  亂倫
[00:05:56.000 --> 00:05:58.000]  所生的兒子的後裔
[00:05:58.000 --> 00:06:00.000]  所生的兒子的後裔
[00:06:00.000 --> 00:06:02.000]  在哪裏記載
[00:06:02.000 --> 00:06:03.000]  在什麽地方記載
[00:06:03.000 --> 00:06:05.000]  《創世紀》十九章
[00:06:05.000 --> 00:06:07.000]  《創世紀》十九章
[00:06:07.000 --> 00:06:10.000]  全部是《聖經》
[00:06:10.000 --> 00:06:12.000]  全部是《聖經》來的
[00:06:12.000 --> 00:06:13.000]  所以讀《聖經》的時候
[00:06:13.000 --> 00:06:16.000]  你一定要有前的經文在底
[00:06:16.000 --> 00:06:17.000]  不然看不明白
[00:06:17.000 --> 00:06:20.000]  如果一定要有前的經文做底
[00:06:20.000 --> 00:06:21.000]  不是保證
[00:06:21.000 --> 00:06:22.000]  羅德是什麽人
[00:06:22.000 --> 00:06:23.000]  羅德是什麽人
[00:06:23.000 --> 00:06:24.000]  阿巴拉罕的侄子
[00:06:24.000 --> 00:06:26.000]  亞伯拉罕的侄子
[00:06:26.000 --> 00:06:27.000]  全部是一家人
[00:06:27.000 --> 00:06:28.000]  全部是一家人
[00:06:28.000 --> 00:06:29.000]  以色列人
[00:06:29.000 --> 00:06:30.000]  以色列人
[00:06:30.000 --> 00:06:31.000]  現在要打摩
[00:06:31.000 --> 00:06:33.000]  現在以色列人要打摩
[00:06:33.000 --> 00:06:37.000]  香港有個節目叫
[00:06:37.000 --> 00:06:38.000]  不打自己人
[00:06:38.000 --> 00:06:40.000]  香港有個節目叫
[00:06:40.000 --> 00:06:41.000]  不打自己人
[00:06:41.000 --> 00:06:43.000]  現在自己人打自己人
[00:06:43.000 --> 00:06:44.000]  這是很典型的
[00:06:44.000 --> 00:06:46.000]  自己人打自己人
[00:06:46.000 --> 00:06:47.000]  其實我剛才講了
[00:06:47.000 --> 00:06:49.000]  當自己人打自己人
[00:06:49.000 --> 00:06:50.000]  你知道最傷心的是誰嗎
[00:06:50.000 --> 00:06:52.000]  我剛才已經講過
[00:06:52.000 --> 00:06:54.000]  自己人打自己人
[00:06:54.000 --> 00:06:56.000]  什麽人最傷心
[00:06:56.000 --> 00:06:57.000]  上帝
[00:06:57.000 --> 00:06:58.000]  上帝
[00:06:58.000 --> 00:07:00.000]  家裏自己的子女要打架
[00:07:00.000 --> 00:07:01.000]  最傷心的是誰
[00:07:01.000 --> 00:07:04.000]  就是在家裏子女要打架
[00:07:04.000 --> 00:07:06.000]  最傷心的是誰
[00:07:06.000 --> 00:07:07.000]  是老爺奶奶
[00:07:07.000 --> 00:07:09.000]  當然是老爺奶奶
[00:07:09.000 --> 00:07:12.000]  就算老爺有很多老婆
[00:07:12.000 --> 00:07:14.000]  就是老爺有很多老婆
[00:07:14.000 --> 00:07:16.000]  不和阿媽生的子女打架
[00:07:16.000 --> 00:07:19.000]  不和媽媽所生的子女打架
[00:07:19.000 --> 00:07:20.000]  最傷心的是誰
[00:07:20.000 --> 00:07:21.000]  最傷心的是誰
[00:07:21.000 --> 00:07:22.000]  當然是老爺
[00:07:22.000 --> 00:07:23.000]  也是老爺
[00:07:23.000 --> 00:07:26.000]  我現在是不是講中國歷史
[00:07:26.000 --> 00:07:28.000]  我現在是講中國歷史
[00:07:28.000 --> 00:07:30.000]  康熙有五十多個兒子
[00:07:30.000 --> 00:07:32.000]  康熙有五十多個兒子
[00:07:32.000 --> 00:07:34.000]  拳龍王
[00:07:34.000 --> 00:07:39.000]  全部都是很多兒子很多老婆
[00:07:39.000 --> 00:07:40.000]  很多淒涼的事
[00:07:40.000 --> 00:07:42.000]  當有很多老婆的時候
[00:07:42.000 --> 00:07:44.000]  有很多淒涼的事
[00:07:44.000 --> 00:07:47.000]  那你說多老婆好不好
[00:07:47.000 --> 00:07:48.000]  多老婆好不好
[00:07:48.000 --> 00:07:50.000]  我的答案就是
[00:07:50.000 --> 00:07:52.000]  你看到一個兒子生另一個兒子好不好
[00:07:52.000 --> 00:07:54.000]  那你就多生老婆
[00:07:54.000 --> 00:07:59.000]  大衛的歷史已經講了
[00:07:59.000 --> 00:08:01.000]  大衛的歷史已經告訴我們
[00:08:01.000 --> 00:08:03.000]  其實很傷心的
[00:08:03.000 --> 00:08:06.000]  今天若蘭王要攻打摩亞
[00:08:06.000 --> 00:08:08.000]  其實今天若蘭王要攻打摩亞
[00:08:08.000 --> 00:08:12.000]  上帝傷不傷心
[00:08:12.000 --> 00:08:13.000]  上帝傷不傷心
[00:08:13.000 --> 00:08:14.000]  上帝很傷心
[00:08:14.000 --> 00:08:15.000]  上帝很傷心
[00:08:15.000 --> 00:08:17.000]  不過上帝疼誰多一點
[00:08:17.000 --> 00:08:19.000]  上帝疼誰多一點呢
[00:08:19.000 --> 00:08:20.000]  以色列
[00:08:20.000 --> 00:08:21.000]  以色列
[00:08:21.000 --> 00:08:22.000]  因為上帝解釋以色列
[00:08:22.000 --> 00:08:24.000]  因為上帝已經解釋以色列
[00:08:24.000 --> 00:08:26.000]  摩亞呢
[00:08:26.000 --> 00:08:27.000]  摩亞呢
[00:08:27.000 --> 00:08:28.000]  上帝沒有解釋他
[00:08:28.000 --> 00:08:29.000]  上帝並沒有解釋他
[00:08:29.000 --> 00:08:31.000]  但並不是上帝不疼他
[00:08:31.000 --> 00:08:33.000]  並不代表上帝不痛惜他
[00:08:33.000 --> 00:08:35.000]  不愛惜他
[00:08:35.000 --> 00:08:37.000]  那上帝怎樣去處理這件事呢
[00:08:37.000 --> 00:08:39.000]  上帝怎樣去處理這件事呢
[00:08:39.000 --> 00:08:40.000]  各位聽眾朋友
[00:08:40.000 --> 00:08:41.000]  我們讀聶王記下第三章
[00:08:41.000 --> 00:08:43.000]  就要這樣角度來看聖經
[00:08:43.000 --> 00:08:45.000]  但我們讀聶王記下第三章的時候
[00:08:45.000 --> 00:08:47.000]  要用這種角度去看聖經
[00:08:47.000 --> 00:08:49.000]  兩個都是頑皮的
[00:08:49.000 --> 00:08:52.000]  兩個都是不聽話的孩子
[00:08:52.000 --> 00:08:53.000]  以色列
[00:08:53.000 --> 00:08:54.000]  以色列
[00:08:54.000 --> 00:08:55.000]  說是拜耶和華
[00:08:55.000 --> 00:08:56.000]  說是拜耶和華
[00:08:56.000 --> 00:08:58.000]  同時也拜巴力
[00:08:58.000 --> 00:08:59.000]  同時也拜巴力
[00:08:59.000 --> 00:09:03.000]  這是不是若蘭的爸爸阿哈耶西別
[00:09:03.000 --> 00:09:07.000]  所高舉的事呢
[00:09:07.000 --> 00:09:12.000]  這是不是若蘭的父母亞哈王和耶錫賓所高舉的事呢
[00:09:12.000 --> 00:09:13.000]  耶和華高不高興呢
[00:09:13.000 --> 00:09:14.000]  耶和華高不高興呢
[00:09:14.000 --> 00:09:16.000]  如果耶和華高興就不用怕以利亞了
[00:09:16.000 --> 00:09:19.000]  如果耶和華高興就不用怕以利亞了
[00:09:19.000 --> 00:09:21.000]  我講了很多以利亞的事
[00:09:21.000 --> 00:09:22.000]  我講了很多以利亞的事
[00:09:22.000 --> 00:09:24.000]  那另外一個摩亞呢
[00:09:24.000 --> 00:09:25.000]  那另外一個摩亞
[00:09:25.000 --> 00:09:26.000]  是亂倫所生的
[00:09:26.000 --> 00:09:27.000]  是亂倫所生的
[00:09:27.000 --> 00:09:28.000]  有沒有上帝呢
[00:09:28.000 --> 00:09:29.000]  有沒有上帝呢
[00:09:29.000 --> 00:09:30.000]  有沒有上帝呢
[00:09:30.000 --> 00:09:31.000]  沒有
[00:09:31.000 --> 00:09:32.000]  沒有
[00:09:32.000 --> 00:09:33.000]  他們的神是什麼神呢
[00:09:33.000 --> 00:09:34.000]  他們的神是什麼神呢
[00:09:34.000 --> 00:09:35.000]  他們的神是什麼神呢
[00:09:35.000 --> 00:09:36.000]  你們知道嗎
[00:09:36.000 --> 00:09:37.000]  你們知道嗎
[00:09:37.000 --> 00:09:38.000]  Kimosh
[00:09:38.000 --> 00:09:39.000]  Kimosh
[00:09:39.000 --> 00:09:40.000]  中文叫基末
[00:09:40.000 --> 00:09:41.000]  中文叫基末
[00:09:41.000 --> 00:09:42.000]  叫基末
[00:09:42.000 --> 00:09:43.000]  叫基末
[00:09:43.000 --> 00:09:44.000]  誰是摩亞人啊聖經
[00:09:44.000 --> 00:09:45.000]  誰是摩亞人啊聖經
[00:09:45.000 --> 00:09:46.000]  誰是摩亞人啊聖經
[00:09:46.000 --> 00:09:47.000]  誰是摩亞人啊聖經
[00:09:47.000 --> 00:09:48.000]  誰是摩亞人啊聖經
[00:09:48.000 --> 00:09:49.000]  誰是摩亞人啊聖經
[00:09:49.000 --> 00:09:50.000]  誰是摩亞人啊聖經
[00:09:50.000 --> 00:09:51.000]  誰是摩亞人啊聖經
[00:09:51.000 --> 00:09:52.000]  誰是摩亞人啊聖經
[00:09:52.000 --> 00:09:53.000]  誰是摩亞人啊聖經
[00:09:53.000 --> 00:10:00.000]  誰是摩亞人啊聖經
[00:10:00.000 --> 00:10:01.000]  誰是摩亞人啊聖經
[00:10:01.000 --> 00:10:02.000]  誰是摩亞人啊聖經
[00:10:02.000 --> 00:10:03.000]  誰是摩亞人啊聖經
[00:10:03.000 --> 00:10:04.000]  誰是摩亞人啊聖經
[00:10:04.000 --> 00:10:05.000]  誰是摩亞人啊聖經
[00:10:05.000 --> 00:10:06.000]  誰是摩亞人啊聖經
[00:10:06.000 --> 00:10:07.000]  誰是摩亞人啊聖經
[00:10:07.000 --> 00:10:08.000]  誰是摩亞人啊聖經
[00:10:08.000 --> 00:10:09.000]  誰是摩亞人啊聖經
[00:10:09.000 --> 00:10:10.000]  誰是摩亞人啊聖經
[00:10:10.000 --> 00:10:11.000]  誰是摩亞人啊聖經
[00:10:11.000 --> 00:10:12.000]  誰是摩亞人啊聖經
[00:10:12.000 --> 00:10:13.000]  誰是摩亞人啊聖經
[00:10:13.000 --> 00:10:14.000]  誰是摩亞人啊聖經
[00:10:14.000 --> 00:10:15.000]  誰是摩亞人啊聖經
[00:10:15.000 --> 00:10:16.000]  誰是摩亞人啊聖經
[00:10:16.000 --> 00:10:17.000]  誰是摩亞人啊聖經
[00:10:17.000 --> 00:10:25.000]  誰是摩亞人啊聖經
[00:10:25.000 --> 00:10:26.000]  誰是摩亞人啊聖經
[00:10:26.000 --> 00:10:27.000]  誰是摩亞人啊聖經
[00:10:27.000 --> 00:10:28.000]  誰是摩亞人啊聖經
[00:10:28.000 --> 00:10:29.000]  誰是摩亞人啊聖經
[00:10:29.000 --> 00:10:30.000]  誰是摩亞人啊聖經
[00:10:30.000 --> 00:10:31.000]  誰是摩亞人啊聖經
[00:10:31.000 --> 00:10:32.000]  誰是摩亞人啊聖經
[00:10:32.000 --> 00:10:33.000]  誰是摩亞人啊聖經
[00:10:33.000 --> 00:10:34.000]  誰是摩亞人啊聖經
[00:10:34.000 --> 00:10:35.000]  誰是摩亞人啊聖經
[00:10:35.000 --> 00:10:36.000]  誰是摩亞人啊聖經
[00:10:36.000 --> 00:10:37.000]  誰是摩亞人啊聖經
[00:10:37.000 --> 00:10:38.000]  誰是摩亞人啊聖經
[00:10:38.000 --> 00:10:39.000]  誰是摩亞人啊聖經
[00:10:39.000 --> 00:10:40.000]  誰是摩亞人啊聖經
[00:10:40.000 --> 00:10:41.000]  誰是摩亞人啊聖經
[00:10:41.000 --> 00:10:42.000]  誰是摩亞人啊聖經
[00:10:42.000 --> 00:10:48.000]  誰是摩亞人啊聖經
[00:10:48.000 --> 00:10:49.000]  誰是摩亞人啊聖經
[00:10:49.000 --> 00:10:50.000]  誰是摩亞人啊聖經
[00:10:50.000 --> 00:10:51.000]  誰是摩亞人啊聖經
[00:10:51.000 --> 00:10:52.000]  誰是摩亞人啊聖經
[00:10:52.000 --> 00:10:53.000]  誰是摩亞人啊聖經
[00:10:53.000 --> 00:10:54.000]  誰是摩亞人啊聖經
[00:10:54.000 --> 00:10:55.000]  誰是摩亞人啊聖經
[00:10:55.000 --> 00:10:56.000]  誰是摩亞人啊聖經
[00:10:56.000 --> 00:10:57.000]  誰是摩亞人啊聖經
[00:10:57.000 --> 00:10:58.000]  誰是摩亞人啊聖經
[00:10:58.000 --> 00:10:59.000]  誰是摩亞人啊聖經
[00:10:59.000 --> 00:11:00.000]  誰是摩亞人啊聖經
[00:11:00.000 --> 00:11:01.000]  誰是摩亞人啊聖經
[00:11:01.000 --> 00:11:02.000]  誰是摩亞人啊聖經
[00:11:02.000 --> 00:11:03.000]  誰是摩亞人啊聖經
[00:11:03.000 --> 00:11:04.000]  誰是摩亞人啊聖經
[00:11:04.000 --> 00:11:05.000]  誰是摩亞人啊聖經
[00:11:05.000 --> 00:11:12.000]  誰是摩亞人啊聖經
[00:11:12.000 --> 00:11:13.000]  誰是摩亞人啊聖經
[00:11:13.000 --> 00:11:14.000]  誰是摩亞人啊聖經
[00:11:14.000 --> 00:11:15.000]  誰是摩亞人啊聖經
[00:11:15.000 --> 00:11:16.000]  誰是摩亞人啊聖經
[00:11:16.000 --> 00:11:17.000]  誰是摩亞人啊聖經
[00:11:17.000 --> 00:11:18.000]  誰是摩亞人啊聖經
[00:11:18.000 --> 00:11:19.000]  誰是摩亞人啊聖經
[00:11:19.000 --> 00:11:20.000]  誰是摩亞人啊聖經
[00:11:20.000 --> 00:11:21.000]  誰是摩亞人啊聖經
[00:11:21.000 --> 00:11:22.000]  誰是摩亞人啊聖經
[00:11:22.000 --> 00:11:23.000]  誰是摩亞人啊聖經
[00:11:23.000 --> 00:11:24.000]  誰是摩亞人啊聖經
[00:11:24.000 --> 00:11:25.000]  誰是摩亞人啊聖經
[00:11:25.000 --> 00:11:26.000]  誰是摩亞人啊聖經
[00:11:26.000 --> 00:11:27.000]  誰是摩亞人啊聖經
[00:11:27.000 --> 00:11:28.000]  誰是摩亞人啊聖經
[00:11:28.000 --> 00:11:29.000]  誰是摩亞人啊聖經
[00:11:29.000 --> 00:11:35.000]  誰是摩亞人啊聖經
[00:11:35.000 --> 00:11:36.000]  誰是摩亞人啊聖經
[00:11:36.000 --> 00:11:37.000]  誰是摩亞人啊聖經
[00:11:37.000 --> 00:11:38.000]  誰是摩亞人啊聖經
[00:11:38.000 --> 00:11:39.000]  誰是摩亞人啊聖經
[00:11:39.000 --> 00:11:40.000]  誰是摩亞人啊聖經
[00:11:40.000 --> 00:11:41.000]  誰是摩亞人啊聖經
[00:11:41.000 --> 00:11:42.000]  誰是摩亞人啊聖經
[00:11:42.000 --> 00:11:43.000]  誰是摩亞人啊聖經
[00:11:43.000 --> 00:11:44.000]  誰是摩亞人啊聖經
[00:11:44.000 --> 00:11:45.000]  誰是摩亞人啊聖經
[00:11:45.000 --> 00:11:46.000]  誰是摩亞人啊聖經
[00:11:46.000 --> 00:11:47.000]  誰是摩亞人啊聖經
[00:11:47.000 --> 00:11:48.000]  誰是摩亞人啊聖經
[00:11:48.000 --> 00:11:49.000]  誰是摩亞人啊聖經
[00:11:49.000 --> 00:11:50.000]  誰是摩亞人啊聖經
[00:11:50.000 --> 00:11:51.000]  誰是摩亞人啊聖經
[00:11:51.000 --> 00:11:52.000]  誰是摩亞人啊聖經
[00:11:52.000 --> 00:12:02.000]  誰是摩亞人啊聖經
[00:12:02.000 --> 00:12:03.000]  誰是摩亞人啊聖經
[00:12:03.000 --> 00:12:04.000]  誰是摩亞人啊聖經
[00:12:04.000 --> 00:12:05.000]  誰是摩亞人啊聖經
[00:12:05.000 --> 00:12:06.000]  誰是摩亞人啊聖經
[00:12:06.000 --> 00:12:07.000]  誰是摩亞人啊聖經
[00:12:07.000 --> 00:12:08.000]  誰是摩亞人啊聖經
[00:12:08.000 --> 00:12:09.000]  誰是摩亞人啊聖經
[00:12:09.000 --> 00:12:10.000]  誰是摩亞人啊聖經
