
[00:00:00.000 --> 00:00:02.500]  今年的情人節是因為這個過年的緣故
[00:05:27.060 --> 00:05:30.340]  最初情人節不只是講情愛的問題
[00:05:30.340 --> 00:05:32.960]  特別你回到故事的本身
[00:05:32.960 --> 00:05:35.860]  當華倫太坐牢的時候
[00:05:35.860 --> 00:05:39.160]  很多人都想鼓勵她和安慰她
[00:05:39.160 --> 00:05:43.220]  但是寫給牢裡的信就不能寫很多東西
[00:05:43.220 --> 00:05:46.600]  通常他們就用了一個心形剪了出來
[00:05:46.600 --> 00:05:50.320]  真的這樣 To my Valentine 送進牢裡
[00:05:50.320 --> 00:05:53.900]  希望成為華倫太的安慰和鼓勵
[00:05:53.900 --> 00:05:56.580]  也都希望傳遞這個紅色的心
[00:05:56.580 --> 00:05:58.660]  沒有東西寫的 縮而送給別人
[00:05:58.660 --> 00:06:05.460]  大家默默為了我們犧牲的收視去禱告
[00:06:05.460 --> 00:06:07.980]  所以當收到一個心形卡的時候
[00:06:07.980 --> 00:06:10.760]  其實是代表愛意的表達
[00:06:10.760 --> 00:06:13.440]  和你願意去支持對方
[00:06:13.440 --> 00:06:15.100]  所以武漢理解人說
[00:06:15.100 --> 00:06:16.860]  他都可以收到你的卡
[00:06:16.860 --> 00:06:20.380]  他不一定是你的 Lover
[00:06:20.380 --> 00:06:25.900]  但是後來特別在美國之後幾十年的時候
[00:06:25.900 --> 00:06:28.620]  性癮癡就變成了一個商品
[00:06:28.620 --> 00:06:30.100]  大家都感覺到的
[00:06:30.100 --> 00:06:34.580]  已經縮在一個很浪漫的愛情框架裡
[00:06:34.580 --> 00:06:36.940]  然後就開始送禮物
[00:06:36.940 --> 00:06:40.460]  朱古力很快就成為當中的寵兒
[00:06:40.460 --> 00:06:42.220]  還有最重要的一樣東西
[00:06:42.220 --> 00:06:45.420]  現在收花都挺有要求的
[00:06:45.420 --> 00:06:49.740]  起碼花的標準你知道是怎樣的嗎?
[00:06:49.740 --> 00:06:52.940]  大過你的臉
[00:06:52.940 --> 00:06:55.300]  遮不到你的臉你就很沒面子
[00:06:55.300 --> 00:06:56.580]  你明白嗎?
[00:06:56.580 --> 00:06:58.740]  你會發現花越來越瘋狂
[00:06:58.740 --> 00:07:02.180]  買花的尺寸越來越誇張
[00:07:02.180 --> 00:07:04.340]  還有花已經不足夠了
[00:07:04.340 --> 00:07:08.380]  不知為何現在的愛情和物質永遠掛鉤
[00:07:08.380 --> 00:07:11.100]  最重要是裡面究竟在放什麼
[00:07:11.100 --> 00:07:13.020]  你試試放一顆朱古力
[00:07:13.020 --> 00:07:14.860]  看你會怎樣
[00:07:14.860 --> 00:07:16.980]  男生會覺得很吃虧
[00:07:16.980 --> 00:07:19.180]  經常追女生都是要花錢的
[00:07:19.180 --> 00:07:20.260]  所以幾年前經常說
[00:07:20.260 --> 00:07:23.060]  有沒有一個女朋友是可以去麥當勞的
[00:07:23.060 --> 00:07:24.940]  大家都這樣在做夢
[00:07:24.940 --> 00:07:26.140]  但是你不要想
[00:07:26.140 --> 00:07:28.740]  現在的男生都是很刁鑽的
[00:07:28.740 --> 00:07:32.260]  女追男都是很普通的事
[00:07:32.260 --> 00:07:34.140]  還有現在女生追不起嗎?
[00:07:34.140 --> 00:07:36.420]  很多女生都可以去賺錢的
[00:07:36.420 --> 00:07:38.180]  有沒有想過 弟兄?
[00:07:38.180 --> 00:07:42.540]  哇 收到這樣的情人節禮物
[00:07:42.540 --> 00:07:44.340]  你怎樣都會嫁的
[00:07:44.340 --> 00:07:46.420]  你都嫁給他 都是嫁的
[00:07:46.420 --> 00:07:49.700]  現在男生是會嫁女生的
[00:07:49.700 --> 00:07:53.740]  但是會不會覺得情人節已經變成了物慾主義
[00:07:53.740 --> 00:07:55.540]  你和我在這個世界生活
[00:07:55.540 --> 00:07:58.540]  五國五國 潮流興 潮流興
[00:07:58.540 --> 00:08:00.940]  我們整個的思維
[00:08:00.940 --> 00:08:03.100]  就已經被這個世界的黃
[00:08:03.100 --> 00:08:05.980]  帶到我們去一個很物慾主義的地方
[00:08:05.980 --> 00:08:08.100]  好像沒有物質
[00:08:08.100 --> 00:08:12.460]  愛真的是信息一點的
[00:08:12.460 --> 00:08:14.100]  我結婚幾十年了 很坦白
[00:08:14.100 --> 00:08:15.900]  我拍拖七年才結婚
[00:08:15.900 --> 00:08:17.780]  結婚已經三十多年了
[00:08:17.780 --> 00:08:18.940]  沒有問我幾多歲
[00:08:18.940 --> 00:08:21.140]  很小的時候拍拖的
[00:08:21.140 --> 00:08:22.540]  很小的時候拍拖的
[00:08:22.540 --> 00:08:24.180]  但是問題是
[00:08:24.180 --> 00:08:26.660]  你記不記得你送過什麼禮物
[00:08:26.660 --> 00:08:28.140]  你去哪裡吃過什麼
[00:08:28.140 --> 00:08:29.900]  其實你最開心的回憶
[00:08:29.900 --> 00:08:34.060]  你問我 我真的連餐廳都沒有這些回憶
[00:08:34.060 --> 00:08:36.180]  最開心是我們小時候去過哪裡
[00:08:36.180 --> 00:08:38.860]  其實就想起在海旁
[00:08:38.860 --> 00:08:41.180]  拿著一個雞腿 拿著一粒玉米
[00:08:41.180 --> 00:08:43.420]  在那裡吃 聊天 不知道在做什麼
[00:08:43.420 --> 00:08:45.340]  我其實在想做什麼 都不知道在做什麼
[00:08:45.340 --> 00:08:46.540]  就是兩個人在一起
[00:08:46.540 --> 00:08:49.820]  其實真的不是在這些物質的計算裡面
[00:08:49.820 --> 00:08:51.620]  即使你說有沒有吃過什麼大餐
[00:08:51.620 --> 00:08:54.140]  那時候流行去什麼餐廳聊天的時候
[00:08:54.140 --> 00:08:56.180]  其實沒有什麼餐廳的
[00:08:56.180 --> 00:08:58.260]  可能還有現在因為東西拆得太快
[00:08:58.260 --> 00:08:59.660]  都很難找到的
[00:08:59.660 --> 00:09:04.820]  現在突然間發現 原來我們真的有間餐廳都去過
[00:09:04.820 --> 00:09:08.860]  就是在佐敦一間名校附近的
[00:09:08.860 --> 00:09:11.300]  叫Indian Club
[00:09:11.300 --> 00:09:13.540]  我不知道大家認不認識
[00:09:13.540 --> 00:09:16.340]  我回頭都問我老公
[00:09:16.340 --> 00:09:19.100]  為什麼你無緣無故要帶他去印度會
[00:09:19.100 --> 00:09:21.540]  你又不是印度人
[00:09:21.540 --> 00:09:22.700]  我老公很坦白地說
[00:09:22.700 --> 00:09:25.460]  便宜嘛
[00:09:25.460 --> 00:09:26.860]  是啊
[00:09:26.860 --> 00:09:28.380]  那不就是一樣追女孩
[00:09:28.380 --> 00:09:31.580]  是不是一樣 總之都是這些點點滴滴
[00:09:31.580 --> 00:09:34.940]  現在我們說要表達愛情 追一個女孩
[00:09:34.940 --> 00:09:35.860]  你沒有經濟
[00:09:35.860 --> 00:09:39.020]  好像連愛的資格都是沒有的一樣
[00:09:39.020 --> 00:09:41.700]  想結婚 大家就要想
[00:09:41.700 --> 00:09:43.420]  哇 存了一年錢
[00:09:43.420 --> 00:09:44.980]  大家說要買房子
[00:09:44.980 --> 00:09:48.340]  大家又要有什麼什麼才可以結婚
[00:09:48.340 --> 00:09:53.580]  很坦白 我們是八百塊的時候就決定結婚的
[00:09:53.580 --> 00:09:55.060]  八百塊 OK
[00:09:55.060 --> 00:09:58.700]  那時他正在讀神學 我剛出來工作
[00:09:58.700 --> 00:10:00.980]  神學畢業我們就結婚
[00:10:00.980 --> 00:10:03.180]  我們八百塊的時候就決定結婚
[00:10:03.180 --> 00:10:07.580]  因為神學生訂教堂其實是有半價的
[00:10:07.580 --> 00:10:10.900]  我們湊湊麻煩都可以訂到教堂
[00:10:10.900 --> 00:10:12.500]  其他東西我們就不想了
[00:10:12.500 --> 00:10:13.700]  我們都是結婚戒指的
[00:10:13.700 --> 00:10:16.980]  款式和白金戒指的款式都是一樣的
[00:10:16.980 --> 00:10:19.140]  我不說賣告白了 當年很流行的
[00:10:19.140 --> 00:10:24.620]  二十八塊我們對結婚戒指
[00:10:24.620 --> 00:10:28.460]  不結婚就結了婚
[00:10:28.460 --> 00:10:33.780]  到今時今日 因為肥了不能戴
[00:10:33.780 --> 00:10:34.940]  所以不用這麼緊張
[00:10:34.940 --> 00:10:36.580]  其實戒指這麼貴沒有用的
[00:10:36.580 --> 00:10:40.060]  戴一會兒就肥了 不適合戴
[00:10:40.060 --> 00:10:43.300]  各位姐妹 我們生活了在這個世界很久
[00:10:43.300 --> 00:10:45.980]  我們有時候真的被這個世界的價值觀
[00:10:45.980 --> 00:10:47.900]  其實充分了我們的腦袋
[00:10:47.900 --> 00:10:50.820]  以至今時今日 為什麼年輕人拍拖這麼艱難
[00:10:50.820 --> 00:10:52.460]  找男女朋友這麼艱難
[00:10:52.460 --> 00:10:54.300]  甚至就算他們結了婚
[00:10:54.300 --> 00:10:57.580]  他們的生活卻是由痛苦開始
[00:10:57.580 --> 00:10:58.700]  為什麼呢
[00:10:58.700 --> 00:11:04.060]  平均一對年輕的結婚的青少年 年輕夫婦
[00:11:04.060 --> 00:11:06.980]  他們是由負債開始他們的家庭生活
[00:11:06.980 --> 00:11:10.500]  是不是很可悲
[00:11:10.500 --> 00:11:13.260]  去那些叫做債務重整
[00:11:13.260 --> 00:11:16.980]  或者銀行做貸款的姐妹就知道了
[00:11:16.980 --> 00:11:19.820]  普普通通 他們一個新的家庭
[00:11:19.820 --> 00:11:24.100]  是由負三十萬開始的
[00:11:24.100 --> 00:11:28.300]  你想一下 我們為了一個很浪漫的愛情
[00:11:28.300 --> 00:11:30.940]  去滿足世界的標準
[00:11:30.940 --> 00:11:35.100]  但是我們卻帶給家庭很大的困惑
[00:11:35.100 --> 00:11:36.700]  是不是真的值得呢
[00:11:36.700 --> 00:11:40.620]  情人節 你問我 好像只有他們兩個最開心
[00:11:40.620 --> 00:11:43.740]  其實當你追到女兒 或者有了男朋友之後
[00:11:43.740 --> 00:11:46.980]  你第二個情人節已經沒那麼開心了 知道嗎
[00:11:46.980 --> 00:11:49.620]  因為你已經覺得很煩了
[00:11:49.620 --> 00:11:51.660]  上次那裡已經搞得這麼大
[00:11:51.660 --> 00:11:54.300]  那這次還有什麼可以做呢
[00:11:54.300 --> 00:11:57.740]  所以結了婚的夫婦就不是很喜歡說情人節的
[00:11:57.740 --> 00:11:59.380]  所以教會不搞是最對的
[00:11:59.380 --> 00:12:01.060]  他們不是很想教會搞
[00:12:01.060 --> 00:12:02.460]  搞的時候小組就糟糕了
[00:12:02.460 --> 00:12:04.060]  回去就要問老公
[00:12:04.060 --> 00:12:06.100]  要不要給個面子 你要不要來
[00:12:06.100 --> 00:12:08.300]  情人節你不出席 問誰呢
[00:12:08.300 --> 00:12:10.380]  你想一下 完全那些浪漫的氣氛
[00:12:10.380 --> 00:12:12.180]  在實際生活是找不到的
[00:12:12.180 --> 00:12:15.620]  唯一就是大部分人仍然喜歡的情人節就是示愛
[00:12:15.620 --> 00:12:17.580]  或者情人節就是求婚
[00:12:17.580 --> 00:12:21.980]  甚至最聰明的男生最好就是情人節結婚
[00:12:21.980 --> 00:12:23.860]  然後下次就慶祝少一點
[00:12:23.860 --> 00:12:26.460]  你知不知道有這個死撇子
[00:12:26.460 --> 00:12:29.340]  所以 你們姐妹有沒有想過什麼叫做愛情
[00:12:29.340 --> 00:12:31.220]  或者什麼叫做真愛呢
[00:12:31.220 --> 00:12:37.260]  如果2月14號其實是在紀念這個修士的殉道
[00:12:37.260 --> 00:12:40.420]  他本身想表達的是什麼呢
[00:12:40.420 --> 00:12:44.780]  他表達的愛是 他原本自己是擁有幸福的
[00:12:44.780 --> 00:12:49.300]  他為了別人的幸福卻捨棄了自己的幸福
[00:12:49.300 --> 00:12:52.980]  這個是一個犧牲的愛
[00:12:52.980 --> 00:13:00.340]  原來情人節要表達的不是價值 不是浪漫 不是威
[00:13:00.340 --> 00:13:05.380]  是在說我願意愛對方 我願意犧牲自己
[00:13:05.380 --> 00:13:09.940]  所以我們就進入了一個很困難的問題
[00:13:09.940 --> 00:13:13.540]  我相信年輕的弟兄姊妹都快要掉到地上了
[00:13:13.540 --> 00:13:16.220]  哪有人說愛情是說犧牲的
[00:13:16.220 --> 00:13:19.500]  從來這兩個字已經是很少聽的了
[00:13:19.500 --> 00:13:23.660]  連父母 夫婦之間的關係都不說犧牲兩個字
[00:13:23.660 --> 00:13:26.140]  我們在這十幾二十年說的是什麼字呢
[00:13:26.140 --> 00:13:27.420]  不公平
[00:13:27.420 --> 00:13:32.340]  一說犧牲的 就會更大的聲音就是不公平
[00:13:32.340 --> 00:13:36.500]  為什麼我們女人以前就說沒事做就要在家裡做呢
[00:13:36.500 --> 00:13:38.700]  現在我都和我老公同打份工
[00:13:38.700 --> 00:13:41.980]  為什麼回家那些家務是要我負責的
[00:13:41.980 --> 00:13:44.900]  為什麼沒有廁紙是要問我的
[00:13:44.900 --> 00:13:48.260]  很多姐妹都曾經有過這些困惑的
[00:13:48.260 --> 00:13:51.540]  如果我們說我們要為對方犧牲 這樣叫愛
[00:13:51.540 --> 00:13:54.460]  大家就說這樣不行 那不就是吃虧了
[00:13:54.460 --> 00:13:57.340]  是不是很吃虧啊 是很吃虧的
[00:13:57.340 --> 00:13:58.820]  這樣算是很難算的
[00:13:58.820 --> 00:14:01.740]  我曾經聽過最荒謬的說法
[00:14:01.740 --> 00:14:08.500]  就是一對夫婦的問題是丈夫埋怨上帝不公平
[00:14:08.500 --> 00:14:10.100]  什麼不公平啊
[00:14:10.100 --> 00:14:17.700]  上帝為什麼在創造裡面只有母語 但沒有父語
[00:14:17.700 --> 00:14:19.180]  我真的好像你那樣想笑出來
[00:14:19.180 --> 00:14:22.060]  不過真的練得到 忍著不笑
[00:14:22.060 --> 00:14:25.380]  不是吧 但是真的 很不開心
[00:14:25.380 --> 00:14:27.660]  因為現在父女要在意他的心情
[00:14:27.660 --> 00:14:29.980]  你不就罵他了嗎 呵呵呵 在意他吧
[00:14:29.980 --> 00:14:32.460]  他真的很不開心 他覺得是不公平的
[00:14:32.460 --> 00:14:35.900]  所以他怎麼要求 為什麼夫妻倆這麼累 整天都吵架
[00:14:35.900 --> 00:14:38.380]  因為其實一個人處理餵奶就已經搞定了
[00:14:38.380 --> 00:14:41.660]  另一個就睡覺了 省得多就睡覺了
[00:14:41.660 --> 00:14:44.300]  我和我老公是鄰家的 大家一定不會這麼浪漫在一起的
[00:14:44.300 --> 00:14:46.220]  一個人搞定了 為什麼要兩個危婦呢
[00:14:46.220 --> 00:14:47.580]  他都要起床了
[00:14:47.580 --> 00:14:53.300]  他說他吃一次奶 我要換一次片 這樣才公平
[00:14:53.300 --> 00:14:55.220]  不知道是什麼
[00:14:55.220 --> 00:14:58.620]  很多在爸爸媽媽的小組 或者我們男士的成長的位置
[00:14:58.620 --> 00:15:00.740]  都感恩一日 大家坦白嘛
[00:15:00.740 --> 00:15:02.620]  我們上課的同學都很坦白的
[00:15:02.620 --> 00:15:04.820]  其實他們真的分享心情的
[00:15:04.820 --> 00:15:07.180]  明明兒子玩得好好的
[00:15:07.180 --> 00:15:10.300]  媽媽走過來 兒子就跑過去了
[00:15:10.300 --> 00:15:12.740]  那你明白了 因為吃人奶的嘛
[00:15:12.740 --> 00:15:15.100]  老婆一出現 就等於一個奶瓶
[00:15:15.100 --> 00:15:17.620]  其實很坦白 媽媽不要這麼開心
[00:15:17.620 --> 00:15:19.060]  他整天都跑過來的
[00:15:19.060 --> 00:15:23.460]  但是想不到 爸爸心裡就不開心的
[00:15:23.460 --> 00:15:28.140]  覺得永遠都沒有辦法和太太一樣
[00:15:28.140 --> 00:15:31.020]  兒女永遠都是黏著媽媽的
[00:15:31.020 --> 00:15:36.580]  是什麼令我們這麼變態的呢 是不是
[00:15:36.580 --> 00:15:38.380]  愛不是付出
[00:15:38.380 --> 00:15:41.060]  愛不是見到他們開心 自己就很開心的嗎
[00:15:41.060 --> 00:15:44.620]  反而在夫婦或者親子關係裡面
[00:15:44.620 --> 00:15:46.220]  都有這樣的要求
[00:15:46.220 --> 00:15:48.340]  可能現在雖然潮流興
[00:15:48.340 --> 00:15:50.660]  我們已經不怕說「我愛你」
[00:15:50.660 --> 00:15:54.420]  但是我們卻不明白什麼叫做「我愛你」
[00:15:54.420 --> 00:15:55.860]  「我愛你」來自於什麼
[00:15:55.860 --> 00:15:58.420]  「我愛你」的動力來自什麼
[00:15:58.420 --> 00:16:02.420]  同價來說是來自「我」字
[00:16:02.420 --> 00:16:06.260]  因為愛是一種態度 愛是一種選擇
[00:16:06.260 --> 00:16:10.340]  現在經常有很多做夢的女孩就等別人來愛
[00:16:10.340 --> 00:16:13.620]  等別人來愛是沒有動力的 只有怨婦
[00:16:13.620 --> 00:16:16.820]  因為你是等的 你不可以出招的
[00:16:16.820 --> 00:16:18.300]  你沒有主權的
[00:16:18.300 --> 00:16:21.380]  但是愛不是的 愛是一種選擇
[00:16:21.380 --> 00:16:23.140]  愛是一種自己的態度
[00:16:23.140 --> 00:16:25.500]  是我愛你
[00:16:25.500 --> 00:16:29.180]  所以是充滿著動力 充滿著方向
[00:16:29.180 --> 00:16:31.900]  並不是坐在那裡 只有「等」字
[00:16:31.900 --> 00:16:33.340]  但是某程度來說
[00:16:33.340 --> 00:16:37.460]  面對著找到大家相愛的是不是這麼幸福呢
[00:16:37.460 --> 00:16:40.500]  很多時候這個「稱」是經常拿出來稱的
[00:16:40.500 --> 00:16:43.580]  如果你有拍拖的 或者你考慮結不結婚的
[00:16:43.580 --> 00:16:46.900]  你總有一群閨密很關心你的 是不是
[00:16:46.900 --> 00:16:48.740]  接著就大家去談的了
[00:16:48.740 --> 00:16:50.820]  大部分的人都會教你
[00:16:50.820 --> 00:16:52.460]  找一個是什麼
[00:16:52.460 --> 00:16:54.740]  愛你多一點的
[00:16:54.740 --> 00:16:56.900]  來結婚
[00:16:56.900 --> 00:17:00.060]  這樣你就會幸福一點了 有些保障
[00:17:00.060 --> 00:17:03.580]  又或者如果男生當然是找一個愛自己的女生
[00:17:03.580 --> 00:17:06.700]  那你就可以安安樂樂下半生了
[00:17:06.700 --> 00:17:08.020]  是不是真的這樣
[00:17:08.020 --> 00:17:11.100]  是不是真的你找到一個覺得他愛你多一點
[00:17:11.100 --> 00:17:14.420]  你一生就可以得到他的幸福呢
[00:17:14.420 --> 00:17:18.140]  現在的愛情觀和以前的愛情觀是相差得太遠了
[00:17:18.140 --> 00:17:22.100]  以前是在說 我願不願意毀身給一個人
[00:17:22.100 --> 00:17:23.860]  所以我決定嫁給他
[00:17:23.860 --> 00:17:27.380]  或者我決定和他組織新的家庭 我娶了他回來
[00:17:27.380 --> 00:17:30.100]  娶他回來是負上責任
[00:17:30.100 --> 00:17:33.580]  嫁給他那個 其實都一樣是說這個責任問題
[00:17:33.580 --> 00:17:36.780]  我就願意毀身在這個新的家庭裏面
[00:17:36.780 --> 00:17:38.260]  為什麼要考慮
[00:17:38.260 --> 00:17:42.940]  是因為我們說的是天長地久 是說一生一世
[00:17:42.940 --> 00:17:46.580]  但是現在的愛情觀真的完全亂了
