
[00:00:00.000 --> 00:00:02.400]  我們在讀的是《舊約》聖經
[00:07:32.400 --> 00:07:33.800]  歷代志上的作者
[00:07:33.800 --> 00:07:35.400]  非常強調這一段聖經
[00:07:35.400 --> 00:07:40.200]  上帝大魏如何高高興興的去預備
[00:07:40.200 --> 00:07:42.000]  人民怎麼樣大大歡喜
[00:07:42.000 --> 00:07:46.000]  因爲他是在仰望將來的未來
[00:07:46.000 --> 00:07:46.800]  當然也可以說
[00:07:46.800 --> 00:07:49.400]  當他們迴歸憂傷的時候
[00:07:49.400 --> 00:07:51.800]  他們曾經重建過一個聖殿
[00:07:51.800 --> 00:07:53.400]  但是那個聖殿是一個
[00:07:53.400 --> 00:07:55.200]  第二個聖殿
[00:07:55.200 --> 00:07:57.000]  非常小小的聖殿
[00:07:57.000 --> 00:07:59.600]  那個聖殿讓他們更加痛苦
[00:07:59.600 --> 00:08:00.600]  更加哭泣
[00:08:00.600 --> 00:08:03.600]  他們期待着未來的將來
[00:08:03.600 --> 00:08:05.600]  有一個更榮耀
[00:08:05.600 --> 00:08:10.000]  真正的上帝永遠的聖殿而來
[00:08:10.000 --> 00:08:11.200]  就在這個情況下
[00:08:11.200 --> 00:08:13.200]  在這個高興的情況下
[00:08:13.200 --> 00:08:15.400]  大魏開始他的一個禱告
[00:08:15.400 --> 00:08:17.800]  我想你留意這個禱告
[00:08:17.800 --> 00:08:20.600]  這個禱告背景還是有一個
[00:08:20.600 --> 00:08:24.000]  對於將來這個聖殿的一個盼望
[00:08:24.000 --> 00:08:27.200]  歷代志上第29章第10節這樣說
[00:08:27.200 --> 00:08:32.000]  大魏在全會衆眼前重贊耶和華
[00:08:32.000 --> 00:08:33.000]  大魏說
[00:08:33.000 --> 00:08:36.400]  耶和華以色列的上帝我們的父
[00:08:36.400 --> 00:08:41.400]  你是應當稱重的直到永永遠遠
[00:08:41.400 --> 00:08:42.400]  大魏說
[00:08:42.400 --> 00:08:45.200]  耶和華你是我們的父
[00:08:45.200 --> 00:08:48.000]  如果你這樣從舊約的角度來看
[00:08:48.000 --> 00:08:49.600]  這是理所當然
[00:08:49.600 --> 00:08:51.800]  因爲在初埃及記
[00:08:51.800 --> 00:08:52.800]  耶和華已經說
[00:08:52.800 --> 00:08:54.800]  以色列是我的兒子
[00:08:54.800 --> 00:08:56.400]  我的長子
[00:08:56.400 --> 00:08:59.000]  所以以色列人叫耶和華
[00:08:59.000 --> 00:09:00.000]  作爲我們的父
[00:09:00.000 --> 00:09:01.000]  其實很有道理
[00:09:01.000 --> 00:09:03.000]  但是我們的父
[00:09:03.000 --> 00:09:05.600]  或者呼召上帝做父親
[00:09:05.600 --> 00:09:07.200]  原來在舊約聖經裏面
[00:09:07.200 --> 00:09:09.800]  是非常少見的一件事情
[00:09:09.800 --> 00:09:11.000]  聖學家有說
[00:09:11.000 --> 00:09:12.400]  在舊約聖經裏面講到
[00:09:12.400 --> 00:09:14.600]  耶和華是以色列人的父
[00:09:14.600 --> 00:09:17.000]  可能大概只有14次
[00:09:17.000 --> 00:09:19.600]  然後我們的父就更加少
[00:09:19.600 --> 00:09:21.400]  等一下我回來到新約的時候
[00:09:21.400 --> 00:09:24.400]  再跟你說我們的父的這個事情
[00:09:24.400 --> 00:09:25.400]  他說我們的父
[00:09:25.400 --> 00:09:27.200]  你是應當稱重的
[00:09:27.200 --> 00:09:28.800]  直到永永遠遠
[00:09:28.800 --> 00:09:29.400]  繼續
[00:09:29.400 --> 00:09:31.400]  我想跟你讀完這幾節
[00:09:31.400 --> 00:09:32.600]  你再問你
[00:09:32.600 --> 00:09:36.000]  這幾節讓你想起什麼東西
[00:09:36.000 --> 00:09:39.600]  依賴至上第29章第11節這樣說
[00:09:39.600 --> 00:09:42.200]  耶和華尊大能力
[00:09:42.200 --> 00:09:46.200]  榮耀勝利威嚴都是你的
[00:09:46.200 --> 00:09:48.400]  天上地下一切都是你的
[00:09:48.400 --> 00:09:50.000]  耶和華國度是你的
[00:09:50.000 --> 00:09:54.200]  並且你爲至高爲萬有之首
[00:09:54.200 --> 00:09:55.400]  榮耀是你的
[00:09:55.400 --> 00:09:57.400]  耶和華國度是你的
[00:09:57.400 --> 00:09:59.600]  一切都是你的
[00:09:59.600 --> 00:10:02.000]  這讓你想起什麼東西
[00:10:02.000 --> 00:10:03.200]  再讀兩節
[00:10:03.200 --> 00:10:06.000]  豐富尊榮都從你來
[00:10:06.000 --> 00:10:07.600]  你也治理萬物
[00:10:07.600 --> 00:10:10.400]  在你手裏有大能大力
[00:10:10.400 --> 00:10:13.000]  你的手使人尊大強盛
[00:10:13.000 --> 00:10:14.400]  我們的上帝
[00:10:14.400 --> 00:10:16.600]  現在我們稱謝你
[00:10:16.600 --> 00:10:19.600]  讚美你榮耀的名
[00:10:19.600 --> 00:10:22.400]  所以一邊是在講上帝榮耀的名
[00:10:22.400 --> 00:10:24.800]  一邊是講上帝的國度
[00:10:24.800 --> 00:10:28.000]  所有的一切尊貴榮耀都是屬於他
[00:10:28.000 --> 00:10:30.200]  我不知道你會想起什麼東西
[00:10:30.200 --> 00:10:32.400]  其實你應該真的想起
[00:10:32.400 --> 00:10:35.200]  尤其是前面說我們的父
[00:10:35.200 --> 00:10:37.800]  你會想起新約裏面有另外一個禱告
[00:10:37.800 --> 00:10:40.000]  跟這個禱告很相近的
[00:10:40.000 --> 00:10:42.400]  那個是耶穌教我們的主禱文
[00:10:42.400 --> 00:10:44.200]  對不對
[00:10:44.200 --> 00:10:46.000]  你的國度降臨
[00:10:46.000 --> 00:10:48.200]  願你的名爲聖
[00:10:48.200 --> 00:10:50.600]  然後到最後一切榮耀
[00:10:50.600 --> 00:10:52.600]  全是你的直到永遠
[00:10:52.600 --> 00:10:54.400]  阿們永永遠遠
[00:10:54.400 --> 00:10:57.000]  但是最重要的一個關鍵詞是
[00:10:57.000 --> 00:10:58.000]  我們的父
[00:10:58.000 --> 00:10:59.400]  我想帶你去看
[00:10:59.400 --> 00:11:02.600]  馬太福音第六章第九節這樣說
[00:11:02.600 --> 00:11:05.000]  是耶穌的主禱文
[00:11:05.000 --> 00:11:07.600]  所以你們要這樣禱告
[00:11:07.600 --> 00:11:09.600]  我們在天上的父
[00:11:09.600 --> 00:11:12.200]  願人都尊你的名爲聖
[00:11:12.200 --> 00:11:13.400]  願你的國降臨
[00:11:13.400 --> 00:11:15.400]  願你的旨意行在地上
[00:11:15.400 --> 00:11:17.600]  如同行在天上
[00:11:17.600 --> 00:11:19.200]  我們在天上的父
[00:11:19.200 --> 00:11:20.200]  這是中文的翻譯
[00:11:20.200 --> 00:11:22.000]  但是如果你去看原文
[00:11:22.000 --> 00:11:23.000]  或者是英文
[00:11:23.000 --> 00:11:25.600]  其實是Our Father in Heaven
[00:11:25.600 --> 00:11:27.800]  中文如果你直接翻這個原文
[00:11:27.800 --> 00:11:30.400]  應該是我們的父在天上
[00:11:30.400 --> 00:11:32.600]  所以他不是在講我們
[00:11:32.600 --> 00:11:33.800]  不是天上的父
[00:11:33.800 --> 00:11:35.600]  而是我們的父
[00:11:35.600 --> 00:11:38.000]  只是我們的父在天上
[00:11:38.000 --> 00:11:39.600]  那我們的父就有意思
[00:11:39.600 --> 00:11:42.800]  原來我們的父在整個舊約裏面
[00:11:42.800 --> 00:11:45.600]  舊約有929章的聖經裏面
[00:11:45.600 --> 00:11:47.600]  只是出現過三次
[00:11:47.600 --> 00:11:48.800]  第一次就是
[00:11:48.800 --> 00:11:52.400]  或是有一次就是歷代志29章
[00:11:52.400 --> 00:11:53.400]  剛纔我們所讀的
[00:11:53.400 --> 00:11:55.400]  另外兩次在以賽爾書
[00:11:55.400 --> 00:11:57.000]  那我想講的就是說
[00:11:57.000 --> 00:12:00.600]  當你去閱讀馬太福音第6章
[00:12:00.600 --> 00:12:01.800]  講到主禱文的時候
[00:12:01.800 --> 00:12:05.000]  這個主禱文其實是帶你回到
[00:12:05.000 --> 00:12:07.800]  舊約的時代的歷代志裏面
[00:12:07.800 --> 00:12:11.200]  告訴你大衛所預言的
[00:12:11.200 --> 00:12:13.800]  就是將來有一個聖殿
[00:12:13.800 --> 00:12:18.000]  大衛所預言的那個永遠的聖殿
[00:12:18.000 --> 00:12:20.600]  在耶穌基督裏面將要成就
[00:12:20.600 --> 00:12:23.400]  耶穌在教他們這個主禱文的時候
[00:12:23.400 --> 00:12:25.000]  當然他還沒有成就
[00:12:25.000 --> 00:12:27.000]  但是很快他就要成就
[00:12:27.000 --> 00:12:29.600]  所以這個主禱文是有一點是
[00:12:29.600 --> 00:12:30.800]  往後看
[00:12:30.800 --> 00:12:32.600]  但是又是往前看
[00:12:32.600 --> 00:12:34.600]  因爲在不久的將來
[00:12:34.600 --> 00:12:36.000]  耶穌在十字架上
[00:12:36.000 --> 00:12:39.400]  祂要成就了這個新的
[00:12:39.400 --> 00:12:42.000]  永永遠遠的這個聖殿
[00:12:42.000 --> 00:12:45.600]  祂會成爲我們應許的救主
[00:12:45.600 --> 00:12:48.200]  在十字架上祂爲我們贖罪
[00:12:48.200 --> 00:12:50.600]  在十字架上祂粉碎這個聖殿
[00:12:50.600 --> 00:12:52.800]  三天裏面我會再重建
[00:12:52.800 --> 00:12:56.800]  用祂受使撲我的身體成爲這個聖殿
[00:12:56.800 --> 00:12:58.600]  然後在這個聖殿裏面
[00:12:58.600 --> 00:13:02.200]  我們去祈禱祈禱這個主禱文
[00:13:02.200 --> 00:13:04.000]  所以有人覺得很有意思
[00:13:04.000 --> 00:13:06.800]  每一個星期主日
[00:13:06.800 --> 00:13:08.600]  我們來到教會里面崇拜
[00:13:08.600 --> 00:13:09.600]  我們都會
[00:13:09.600 --> 00:13:10.800]  我不知道你們教會
[00:13:10.800 --> 00:13:13.200]  我們教會都會念主禱文
[00:13:13.200 --> 00:13:17.400]  這個主禱文是成就了當年大衛所期待的
[00:13:17.400 --> 00:13:19.200]  有一天在聖殿裏面
[00:13:19.200 --> 00:13:21.400]  大衛會感謝上帝
[00:13:21.400 --> 00:13:23.200]  在聖殿裏面我們說
[00:13:23.200 --> 00:13:24.600]  願你的國降臨
[00:13:24.600 --> 00:13:27.000]  願你的旨意行在地上
[00:13:27.000 --> 00:13:30.200]  願人都尊你的名爲聖
[00:13:30.200 --> 00:13:33.000]  這一切是指向心願裏面
[00:13:33.000 --> 00:13:35.800]  今天我們在教會里面還是繼續祈禱
[00:13:35.800 --> 00:13:37.000]  因爲耶穌已經來了
[00:13:37.000 --> 00:13:38.800]  但是祂還要再來
[00:13:38.800 --> 00:13:40.400]  上帝的國已經降臨
[00:13:40.400 --> 00:13:43.800]  但是上帝國還沒完全降臨
[00:13:43.800 --> 00:13:44.600]  上帝的名
[00:13:44.600 --> 00:13:48.000]  耶穌的名已經在我們身上被稱爲信
[00:13:48.000 --> 00:13:51.400]  但是還有許許多多的人還沒有認識耶穌的
[00:13:51.400 --> 00:13:56.600]  我們盼望有更多的人會尊祂的名爲聖
[00:13:56.600 --> 00:14:00.800]  這是讓我們期待的將來
[00:14:00.800 --> 00:14:02.800]  願上帝的國降臨
[00:14:02.800 --> 00:14:07.000]  上帝的名在我們當中得到榮耀
[00:14:07.000 --> 00:14:11.200]  也希望在新年裏面成爲我們的鼓勵
[00:14:11.200 --> 00:14:16.800]  希望大家都學習到歷代志
[00:14:16.800 --> 00:14:19.200]  怎麼樣仰望着新約的基督
[00:14:19.200 --> 00:14:22.200]  讓我們珍惜今天我們所看見的
[00:14:22.200 --> 00:14:26.000]  也努力爲天國打那一場漂亮的仗
[00:14:26.000 --> 00:14:27.200]  大家努力
