
[00:00:00.000 --> 00:00:03.700]  今天也是我們家庭主日
[00:02:43.940 --> 00:02:47.940]  他不是都always 亞居拉 百居拉的
[00:02:47.940 --> 00:02:51.940]  他也提到百居拉 亞居拉
[00:02:51.940 --> 00:02:54.940]  而且他都有拉
[00:02:54.940 --> 00:02:56.940]  所以中文很confuse
[00:02:56.940 --> 00:02:58.940]  不過你如果讀英文的話
[00:02:58.940 --> 00:03:02.940]  亞居拉 百居拉 百居拉叫做什麼呢
[00:03:02.940 --> 00:03:05.940]  Priscilla 我們當中有沒有Priscilla
[00:03:05.940 --> 00:03:06.940]  有 舉一下手好嗎
[00:03:06.940 --> 00:03:09.940]  門子楊 是不是
[00:03:09.940 --> 00:03:10.940]  所以你就知道了
[00:03:10.940 --> 00:03:11.940]  你想到門子楊
[00:03:11.940 --> 00:03:16.940]  你就知道他一定是女的 是不是
[00:03:16.940 --> 00:03:20.940]  我們今天要從這對夫妻來看
[00:03:20.940 --> 00:03:21.940]  雖然聖經上面
[00:03:21.940 --> 00:03:26.940]  你沒有清楚的提到他們有孩子
[00:03:26.940 --> 00:03:28.940]  但是呢
[00:03:28.940 --> 00:03:34.940]  我想他們這對夫妻就代表一個家庭
[00:03:34.940 --> 00:03:37.940]  所以我們從這個家庭我們來看
[00:03:37.940 --> 00:03:41.940]  什麼樣子 是這樣子的一個家庭
[00:03:41.940 --> 00:03:44.940]  為什麼我稱他是一個模範的家庭
[00:03:44.940 --> 00:03:46.940]  你在聖經上面剛才所提到的例子裡面
[00:03:46.940 --> 00:03:48.940]  你可以看到
[00:03:48.940 --> 00:03:51.940]  當我們講到一個模範家庭的時候
[00:03:51.940 --> 00:03:55.940]  大概會講到一個什麼圖畫
[00:03:55.940 --> 00:03:58.940]  第一個一定要有的是什麼
[00:03:58.940 --> 00:04:07.940]  一定是夫妻家庭同心相愛 有沒有
[00:04:07.940 --> 00:04:10.940]  所以這對家庭 這對夫妻
[00:04:10.940 --> 00:04:12.940]  他們同心 他們彼此相愛
[00:04:12.940 --> 00:04:14.940]  他們彼此包容
[00:04:14.940 --> 00:04:17.940]  雖然聖經沒有把相愛這兩個字寫錯
[00:04:17.940 --> 00:04:18.940]  但是你可以看見
[00:04:18.940 --> 00:04:20.940]  在我們剛才讀的聖經裡面
[00:04:20.940 --> 00:04:23.940]  保羅在那邊傳福音
[00:04:23.940 --> 00:04:27.940]  雅吉拉 百吉拉他們去投靠
[00:04:27.940 --> 00:04:30.940]  他們去跟著保羅一起同宮對不對
[00:04:30.940 --> 00:04:34.940]  所以他們夫妻兩個人很同心
[00:04:34.940 --> 00:04:37.940]  今天我們在教會的裡面
[00:04:37.940 --> 00:04:41.940]  我們非常需要家庭的同心
[00:04:41.940 --> 00:04:43.940]  家庭彼此的相愛
[00:04:43.940 --> 00:04:48.940]  夫妻能夠夫唱夫隨
[00:04:48.940 --> 00:04:52.940]  是不是 同心同行
[00:04:52.940 --> 00:04:54.940]  有時候在教會裡面你會發現
[00:04:54.940 --> 00:04:56.940]  先生走在前
[00:04:56.940 --> 00:05:00.940]  太太在怎麼樣 遠遠的跟著
[00:05:00.940 --> 00:05:02.940]  甚至有的先生走在前
[00:05:02.940 --> 00:05:08.940]  太太怎麼樣 在後面扯
[00:05:08.940 --> 00:05:10.940]  什麼 後腿
[00:05:10.940 --> 00:05:12.940]  甚至太太走在前
[00:05:12.940 --> 00:05:15.940]  先生在後面怎麼樣
[00:05:15.940 --> 00:05:18.940]  拼命的拉
[00:05:18.940 --> 00:05:20.940]  上帝的心意是要夫妻怎麼樣
[00:05:20.940 --> 00:05:23.940]  同心合一
[00:05:23.940 --> 00:05:25.940]  所以雅吉拉 百吉拉他們是一對
[00:05:25.940 --> 00:05:29.940]  同心合一 彼此相愛的家庭
[00:05:29.940 --> 00:05:31.940]  甚至據說
[00:05:31.940 --> 00:05:34.940]  在教會的傳說的裡面
[00:05:34.940 --> 00:05:36.940]  雅吉拉 百吉拉在最後
[00:05:36.940 --> 00:05:38.940]  他們為主殉道的時候
[00:05:38.940 --> 00:05:40.940]  他們是手牽著手
[00:05:40.940 --> 00:05:47.940]  一起被阻截去了
[00:05:47.940 --> 00:05:52.940]  所以對夫妻他們同心相愛
[00:05:52.940 --> 00:05:53.940]  在今天這個時代
[00:05:53.940 --> 00:05:56.940]  其實是非常的不容易
[00:05:56.940 --> 00:05:59.940]  我認識有一對宣教士夫婦
[00:05:59.940 --> 00:06:02.940]  他們在中國宣教
[00:06:02.940 --> 00:06:05.940]  有一次當他們走在街上的時候
[00:06:05.940 --> 00:06:08.940]  他們夫妻兩個牽著手走
[00:06:08.940 --> 00:06:10.940]  然後走了一段時間之後
[00:06:10.940 --> 00:06:12.940]  突然有一個女的就跑過來
[00:06:12.940 --> 00:06:14.940]  就來問他們說
[00:06:14.940 --> 00:06:19.940]  他說我觀察了你們很久
[00:06:19.940 --> 00:06:20.940]  你們兩個人
[00:06:20.940 --> 00:06:21.940]  他們兩個人在小區
[00:06:21.940 --> 00:06:23.940]  在小區散步
[00:06:23.940 --> 00:06:26.940]  他說我觀察你們很久
[00:06:26.940 --> 00:06:29.940]  你們兩個為什麼這把年紀了
[00:06:29.940 --> 00:06:31.940]  還牽著手走路
[00:06:31.940 --> 00:06:32.940]  其實他們也不老了
[00:06:32.940 --> 00:06:35.940]  大概差不多60歲左右的人
[00:06:35.940 --> 00:06:37.940]  可是在國內
[00:06:37.940 --> 00:06:40.940]  這樣子的夫妻牽著手
[00:06:40.940 --> 00:06:44.940]  他們會覺得很奇怪
[00:06:44.940 --> 00:06:45.940]  我認識另外以前教會
[00:06:45.940 --> 00:06:46.940]  有一個姐妹
[00:06:46.940 --> 00:06:47.940]  他們夫妻兩個人
[00:06:47.940 --> 00:06:49.940]  回去中國之後
[00:06:49.940 --> 00:06:50.940]  太太是在這邊
[00:06:50.940 --> 00:06:52.940]  拿到教育博士的
[00:06:52.940 --> 00:06:55.940]  回去之後去某一個地方
[00:06:55.940 --> 00:06:59.940]  去做他們的國際學校的校長
[00:06:59.940 --> 00:07:01.940]  他們跟當年的同學們
[00:07:01.940 --> 00:07:03.940]  聚在一起的時候
[00:07:03.940 --> 00:07:06.940]  同學們給他們一個comment是什麼
[00:07:06.940 --> 00:07:12.940]  他說你們倆還在一起
[00:07:12.940 --> 00:07:15.940]  因為他的同學都已經是
[00:07:15.940 --> 00:07:16.940]  帶的是不同的
[00:07:16.940 --> 00:07:18.940]  你懂我意思嗎
[00:07:18.940 --> 00:07:22.940]  不同的另外一個一半
[00:07:22.940 --> 00:07:23.940]  在今天這個社會裡面
[00:07:23.940 --> 00:07:24.940]  你會發現
[00:07:24.940 --> 00:07:27.940]  一個家庭常常被破裂掉
[00:07:27.940 --> 00:07:30.940]  魔鬼的工作就是如此
[00:07:30.940 --> 00:07:32.940]  夫妻不能夠同心
[00:07:32.940 --> 00:07:35.940]  夫妻不能夠彼此相愛
[00:07:35.940 --> 00:07:38.940]  這是這個社會的悲哀
[00:07:38.940 --> 00:07:41.940]  但是這也是教會的重要性
[00:07:41.940 --> 00:07:45.940]  教會一定要建立一個一個
[00:07:45.940 --> 00:07:49.940]  一個能夠同心相愛的家庭
[00:07:49.940 --> 00:07:50.940]  所以雅居拉 百居拉
[00:07:50.940 --> 00:07:52.940]  他們是一個榜樣
[00:07:52.940 --> 00:07:53.940]  他們同心同心
[00:07:53.940 --> 00:07:54.940]  他們彼此相愛
[00:07:54.940 --> 00:07:56.940]  他們在一起扶持的當中
[00:07:56.940 --> 00:07:59.940]  以彼此接納 彼此包容
[00:07:59.940 --> 00:08:02.940]  他們有不同的恩賜
[00:08:02.940 --> 00:08:07.940]  他們一起在一起的侍奉
[00:08:07.940 --> 00:08:10.940]  所以全家要同心相愛
[00:08:10.940 --> 00:08:11.940]  這個雅居拉 百居拉
[00:08:11.940 --> 00:08:13.940]  他們給我們看見的榜樣
[00:08:13.940 --> 00:08:15.940]  除了彼此相愛之外
[00:08:15.940 --> 00:08:19.940]  第二個就是他們同心配搭 侍奉
[00:08:19.940 --> 00:08:21.940]  怎麼看得出來呢
[00:08:21.940 --> 00:08:24.940]  你看見雅居拉 百居拉
[00:08:24.940 --> 00:08:28.940]  當他們在扶持當中的時候
[00:08:28.940 --> 00:08:31.940]  他們開放自己的家庭
[00:08:31.940 --> 00:08:33.940]  所以保羅後來在問安的時候
[00:08:33.940 --> 00:08:34.940]  他曾經問到
[00:08:34.940 --> 00:08:37.940]  他說也問百居拉 雅居拉
[00:08:37.940 --> 00:08:41.940]  家中教會的安
[00:08:41.940 --> 00:08:43.940]  所以表示說雅居拉 百居拉
[00:08:43.940 --> 00:08:45.940]  他們家中也有一個教會的
[00:08:45.940 --> 00:08:48.940]  他們家就是什麼 家庭教會
[00:08:48.940 --> 00:08:50.940]  他們的家就有一個小組
[00:08:50.940 --> 00:08:53.940]  他們家就是一個小組教會
[00:08:53.940 --> 00:08:54.940]  所以雅居拉 百居拉
[00:08:54.940 --> 00:08:58.940]  他們彼此同心合一的侍奉
[00:08:58.940 --> 00:09:00.940]  保羅後來投靠他們
[00:09:00.940 --> 00:09:02.940]  保羅是單身的宣教士
[00:09:02.940 --> 00:09:04.940]  但是他們是有家庭的
[00:09:04.940 --> 00:09:05.940]  所以他們接待保羅
[00:09:05.940 --> 00:09:07.940]  我相信保羅住在他家裡面的時候
[00:09:07.940 --> 00:09:08.940]  夫妻他們怎麼樣子
[00:09:08.940 --> 00:09:12.940]  接待他 照顧他 是不是
[00:09:12.940 --> 00:09:13.940]  所以雅居拉 百居拉
[00:09:13.940 --> 00:09:19.940]  他們同心一起的侍奉
[00:09:19.940 --> 00:09:21.940]  今天很多時候
[00:09:21.940 --> 00:09:25.940]  在教會裡面 有時候姐妹服侍
[00:09:25.940 --> 00:09:28.940]  但是先生沒有參與服侍
[00:09:28.940 --> 00:09:30.940]  有時候先生服侍
[00:09:30.940 --> 00:09:32.940]  太太沒有服侍
[00:09:32.940 --> 00:09:34.940]  有時候爸爸媽媽服侍
[00:09:34.940 --> 00:09:36.940]  孩子不服侍
[00:09:36.940 --> 00:09:38.940]  但是這個家是同心合一
[00:09:38.940 --> 00:09:41.940]  一起服侍的 多好
[00:09:41.940 --> 00:09:42.940]  對不對
[00:09:42.940 --> 00:09:44.940]  你知道仇敵的工作
[00:09:44.940 --> 00:09:49.940]  就是要讓我們分分分
[00:09:49.940 --> 00:09:51.940]  你看現在這個社會裡面
[00:09:51.940 --> 00:09:53.940]  越來越多是怎麼樣
[00:09:53.940 --> 00:09:55.940]  這個叫太空家庭
[00:09:55.940 --> 00:09:59.940]  或者叫做大雁家庭
[00:09:59.940 --> 00:10:00.940]  或者是說
[00:10:00.940 --> 00:10:05.940]  這個叫做內在美家庭
[00:10:05.940 --> 00:10:07.940]  過去早年台灣 香港
[00:10:07.940 --> 00:10:09.940]  移民來的比較多的時候
[00:10:09.940 --> 00:10:13.940]  很多是一個人在這邊帶著孩子
[00:10:13.940 --> 00:10:16.940]  然後先生在台灣 在香港打拼
[00:10:16.940 --> 00:10:18.940]  現在國內來的移民越來越多了
[00:10:18.940 --> 00:10:20.940]  這種情形也越來越多
[00:10:20.940 --> 00:10:22.940]  很多是一個人在這裡帶著孩子
[00:10:22.940 --> 00:10:24.940]  然後先生在大陸打拼
[00:10:24.940 --> 00:10:27.940]  是不是
[00:10:27.940 --> 00:10:30.940]  周子美
[00:10:30.940 --> 00:10:31.940]  很多時候仇敵
[00:10:31.940 --> 00:10:33.940]  藉著工作的關係
[00:10:33.940 --> 00:10:35.940]  藉著這些方式
[00:10:35.940 --> 00:10:36.940]  要讓我們覺得
[00:10:36.940 --> 00:10:38.940]  我們這樣做是不得已的
[00:10:38.940 --> 00:10:42.940]  甚至覺得是情有可原
[00:10:42.940 --> 00:10:43.940]  可是沒有什麼事情
[00:10:43.940 --> 00:10:47.940]  我記得在講家庭婚姻的時候
[00:10:47.940 --> 00:10:49.940]  有一句話非常重要
[00:10:49.940 --> 00:10:51.940]  可以說是一個名言
[00:10:51.940 --> 00:10:54.940]  任何的成功
[00:10:54.940 --> 00:10:57.940]  都不能夠彌補什麼
[00:10:57.940 --> 00:11:01.940]  家庭的失敗
[00:11:01.940 --> 00:11:02.940]  周子美
[00:11:02.940 --> 00:11:06.940]  所以教會在面對這一個世代
[00:11:06.940 --> 00:11:09.940]  家庭越來越多的破裂的時候
[00:11:09.940 --> 00:11:12.940]  我們更需要看見家庭的重要性
[00:11:12.940 --> 00:11:13.940]  夫妻同心
[00:11:13.940 --> 00:11:17.940]  兒女們一起在這樣的一個夫妻相愛
[00:11:17.940 --> 00:11:19.940]  父母親彼此相愛的一個環境當中成長
[00:11:19.940 --> 00:11:21.940]  建立一個同心侍奉的家庭
[00:11:21.940 --> 00:11:22.940]  雅吉拉 百吉拉
[00:11:22.940 --> 00:11:25.940]  他們同心合一的侍奉
[00:11:25.940 --> 00:11:28.940]  他們一起的配搭
[00:11:28.940 --> 00:11:30.940]  他們開放家庭
[00:11:30.940 --> 00:11:32.940]  他們的家是打開的
[00:11:32.940 --> 00:11:34.940]  我在年輕的時候
[00:11:34.940 --> 00:11:36.940]  那麼跟師母結婚
[00:11:36.940 --> 00:11:39.940]  我們就有一個心願
[00:11:39.940 --> 00:11:42.940]  希望我們的家是一個開放的家庭
[00:11:42.940 --> 00:11:44.940]  那時候我們帶年輕人
[00:11:44.940 --> 00:11:45.940]  就是社親
[00:11:45.940 --> 00:11:47.940]  就是所謂的央二道
[00:11:47.940 --> 00:11:51.940]  我們社親大概有六十幾個人
[00:11:51.940 --> 00:11:52.940]  所以我第一次
[00:11:52.940 --> 00:11:54.940]  我們剛結婚的時候
[00:11:54.940 --> 00:11:59.940]  我們家就邀請這些社親來我們家吃飯
[00:11:59.940 --> 00:12:02.940]  來了大概三十多個人
[00:12:02.940 --> 00:12:04.940]  我都不知道我們那時候怎麼弄的
[00:12:04.940 --> 00:12:09.940]  反正就是搞了三十多個人的菜
[00:12:09.940 --> 00:12:12.940]  那麼就邀請這些年輕人
[00:12:12.940 --> 00:12:14.940]  到我們家裡面一起用餐
[00:12:14.940 --> 00:12:15.940]  那麼常常有一些年輕人
[00:12:15.940 --> 00:12:19.940]  他們要談戀愛的或怎麼樣子
[00:12:19.940 --> 00:12:21.940]  我們就把他們請來家裡面
[00:12:21.940 --> 00:12:23.940]  請他們吃飯跟他們談
[00:12:23.940 --> 00:12:26.940]  或者是給他們做一些輔導
[00:12:26.940 --> 00:12:27.940]  所以家裡面是開放的
[00:12:27.940 --> 00:12:30.940]  所以那時候我們輔導的年輕人
[00:12:30.940 --> 00:12:32.940]  他們都已經有一個觀念
[00:12:32.940 --> 00:12:35.940]  就是將來他們出去建立的家庭
[00:12:35.940 --> 00:12:40.940]  他們也要開放家庭
[00:12:40.940 --> 00:12:42.940]  我們現在有一些小組
[00:12:42.940 --> 00:12:46.940]  在做小組對不對
[00:12:46.940 --> 00:12:49.940]  其實小組
[00:12:49.940 --> 00:12:53.940]  在過去常常稱小組叫做家庭小組
[00:12:53.940 --> 00:12:55.940]  為什麼叫家庭小組
[00:12:55.940 --> 00:12:58.940]  因為在家庭裡面舉行小組
[00:12:58.940 --> 00:13:00.940]  為什麼在家庭舉行小組呢
[00:13:00.940 --> 00:13:06.940]  因為為了傳福音給你周遭的鄰居
[00:13:06.940 --> 00:13:08.940]  所以你住在PV的
[00:13:08.940 --> 00:13:10.940]  如果今天是住在Gardena
[00:13:10.940 --> 00:13:13.940]  跑去那邊去就很辛苦了
[00:13:13.940 --> 00:13:14.940]  但是你住在PV山上
[00:13:14.940 --> 00:13:16.940]  你旁邊的周遭的鄰居
[00:13:16.940 --> 00:13:19.940]  他們要到你家聚會就比較方便了
[00:13:19.940 --> 00:13:23.940]  這就是為什麼小組要在家裡面的原因
[00:13:23.940 --> 00:13:26.940]  我一來我們教會我就發現
[00:13:26.940 --> 00:13:32.940]  我們教會的團契絕大多數都在教會聚會
[00:13:32.940 --> 00:13:35.940]  我實在很佩服
[00:13:35.940 --> 00:13:38.940]  擠得滿滿的
[00:13:38.940 --> 00:13:40.940]  人很多的
[00:13:40.940 --> 00:13:43.940]  擠在一個教室裡面
[00:13:43.940 --> 00:13:44.940]  你們不覺得平常上課
[00:13:44.940 --> 00:13:49.940]  已經滿多機會到學校了
[00:13:49.940 --> 00:13:52.940]  寫了團契
[00:13:52.940 --> 00:13:54.940]  還有學生團契
[00:13:54.940 --> 00:13:57.940]  反正這些我們很多團契都在小組
[00:13:57.940 --> 00:13:58.940]  都在這個教會裡面
[00:13:58.940 --> 00:14:01.940]  禮拜五晚上已經是沒有地方了
[00:14:01.940 --> 00:14:02.940]  大家都在搶地方
[00:14:02.940 --> 00:14:06.940]  有時候搶得頭破血流
[00:14:06.940 --> 00:14:11.940]  鼓勵你們能夠回家的回家
[00:14:11.940 --> 00:14:12.940]  當然你說我有孩子
[00:14:12.940 --> 00:14:15.940]  教會有這些因素
[00:14:15.940 --> 00:14:16.940]  所以我們必須要在教會
[00:14:16.940 --> 00:14:17.940]  這情有可原
[00:14:17.940 --> 00:14:19.940]  但是我們當中有些團體
[00:14:19.940 --> 00:14:21.940]  都已經沒有小孩子問題了
[00:14:21.940 --> 00:14:24.940]  是不是所以來教會聚會
[00:14:24.940 --> 00:14:27.940]  其實是一個習慣
[00:14:27.940 --> 00:14:31.940]  我記得上次到我們教會的林祥元牧師
[00:14:31.940 --> 00:14:32.940]  聖迪耶哥林祥元牧師
[00:14:32.940 --> 00:14:36.940]  他們是教會裡面是比較多是小組的
[00:14:36.940 --> 00:14:39.940]  所以我們當中有從教會過來就講說
[00:14:39.940 --> 00:14:41.940]  他說他剛到我們這邊來的時候
[00:14:41.940 --> 00:14:42.940]  覺得不太習慣
[00:14:42.940 --> 00:14:43.940]  為什麼
[00:14:43.940 --> 00:14:45.940]  因為在那邊都是在家裡面聚會了
[00:14:45.940 --> 00:14:47.940]  到了這邊來是怎麼樣子
[00:14:47.940 --> 00:14:53.940]  現在都在教會聚會
[00:14:53.940 --> 00:14:54.940]  所以我們一些小組
[00:14:54.940 --> 00:14:57.940]  現在準備要開始分支小組
[00:14:57.940 --> 00:14:59.940]  要開始小組
[00:14:59.940 --> 00:15:00.940]  我也鼓勵說
[00:15:00.940 --> 00:15:03.940]  如果你們可以在家裡面開始的話
[00:15:03.940 --> 00:15:05.940]  這樣子一方面也可以紓解
[00:15:05.940 --> 00:15:08.940]  教會空間使用的壓力
[00:15:08.940 --> 00:15:10.940]  不然的話大家通通在禮拜五
[00:15:10.940 --> 00:15:12.940]  越搞越多
[00:15:12.940 --> 00:15:14.940]  我們教堂必須要不斷的擴大
[00:15:14.940 --> 00:15:16.940]  不斷的蓋禮拜堂才行
[00:15:16.940 --> 00:15:20.940]  但是這種情形在中國大陸你會發現
[00:15:20.940 --> 00:15:24.940]  上帝就接著大環境讓你通通回家
[00:15:24.940 --> 00:15:25.940]  你越是要搞大教會
[00:15:25.940 --> 00:15:27.940]  你要搞這個大寫字樓
[00:15:27.940 --> 00:15:28.940]  我就通通不讓你
[00:15:28.940 --> 00:15:30.940]  你通通變成小小的
[00:15:30.940 --> 00:15:31.940]  十幾個人聚會我不太管你
[00:15:31.940 --> 00:15:34.940]  但是你只要四十幾個人以上聚會
[00:15:34.940 --> 00:15:39.940]  我就要管你
[00:15:39.940 --> 00:15:41.940]  這一天會不會來到美國呢
[00:15:41.940 --> 00:15:45.940]  You never know
[00:15:45.940 --> 00:15:47.940]  我們要預備好
[00:15:47.940 --> 00:15:48.940]  要預備好
[00:15:48.940 --> 00:15:51.940]  所以讓你的家成為一個開放的家
[00:15:51.940 --> 00:15:52.940]  跟你旁邊說
[00:15:52.940 --> 00:15:56.940]  讓你的家成為一個開放的家
[00:15:56.940 --> 00:15:57.940]  開放家
[00:15:57.940 --> 00:16:00.940]  開放家庭是需要附帶家的
[00:16:00.940 --> 00:16:02.940]  以前我們家裡面開放小組聚會的時候
[00:16:02.940 --> 00:16:03.940]  那時候小孩子小
[00:16:03.940 --> 00:16:05.940]  一群孩子完了之後
[00:16:05.940 --> 00:16:06.940]  聚會完了之後
[00:16:06.940 --> 00:16:11.940]  你會發現全屋子都亂的
[00:16:11.940 --> 00:16:12.940]  所以會前要預備
[00:16:12.940 --> 00:16:13.940]  會後還要預備
[00:16:13.940 --> 00:16:16.940]  往往聚完會後搞到十一點
[00:16:16.940 --> 00:16:18.940]  把家裡面收集乾的東西
[00:16:18.940 --> 00:16:20.940]  過完瓢盆把他弄一弄
[00:16:20.940 --> 00:16:21.940]  但是丟什麼給你講
[00:16:21.940 --> 00:16:23.940]  孩子從小在這個環境打造
[00:16:23.940 --> 00:16:24.940]  他們後來有一段時間
[00:16:24.940 --> 00:16:25.940]  我沒有在墓會
[00:16:25.940 --> 00:16:26.940]  我在宣教的時候
[00:16:26.940 --> 00:16:28.940]  他們常到禮拜六禮拜天就說
[00:16:28.940 --> 00:16:29.940]  Daddy
[00:16:29.940 --> 00:16:30.940]  Mommy
[00:16:30.940 --> 00:16:34.940]  這禮拜六禮拜天誰會來啊
[00:16:34.940 --> 00:16:37.940]  沒人來他們覺得有失落感了
[00:16:37.940 --> 00:16:39.940]  因為他們習慣常常會有家裡面來
[00:16:39.940 --> 00:16:42.940]  常常有家人住到家裡面來
[00:16:42.940 --> 00:16:43.940]  丟什麼
[00:16:43.940 --> 00:16:45.940]  常常我們很多父母親
[00:16:45.940 --> 00:16:46.940]  很關心小孩子是不是
[00:16:46.940 --> 00:16:47.940]  大概父母親來美國
[00:16:47.940 --> 00:16:49.940]  常常都是為了孩子煙火
[00:16:49.940 --> 00:16:50.940]  希望他讀名校
[00:16:50.940 --> 00:16:52.940]  今天早上還有人提到說
[00:16:52.940 --> 00:16:54.940]  他希望他的小孩子去練歌大
[00:16:54.940 --> 00:16:55.940]  什麼歌大呢
[00:16:55.940 --> 00:16:56.940]  歌唱大學
[00:16:56.940 --> 00:17:00.940]  不是格倫比亞大學
[00:17:00.940 --> 00:17:02.940]  丟什麼
[00:17:02.940 --> 00:17:05.940]  但是你的孩子讀了歌大
[00:17:05.940 --> 00:17:07.940]  或者讀了哈佛
[00:17:07.940 --> 00:17:09.940]  可是他如果不愛主
[00:17:09.940 --> 00:17:11.940]  你願意嗎
[00:17:11.940 --> 00:17:14.940]  他如果不信主你願意嗎
[00:17:14.940 --> 00:17:16.940]  他如果沒有受到
[00:17:16.940 --> 00:17:19.940]  好的這個聖經裡面的教導
[00:17:19.940 --> 00:17:22.940]  成為一個被上帝所使用的人
[00:17:22.940 --> 00:17:23.940]  一個健康的
[00:17:23.940 --> 00:17:25.940]  一個合乎神心意的人
[00:17:25.940 --> 00:17:28.940]  你願意這樣子的孩子嗎
[00:17:28.940 --> 00:17:30.940]  所以親愛的兄弟妹
[00:17:30.940 --> 00:17:33.940]  我常常覺得最好的Parenting是什麼
[00:17:33.940 --> 00:17:35.940]  就是做榜樣
[00:17:35.940 --> 00:17:36.940]  當你做一個榜樣
[00:17:36.940 --> 00:17:39.940]  你父母親是一個樂於接待別人
[00:17:39.940 --> 00:17:41.940]  是一個開放家庭的時候
[00:17:41.940 --> 00:17:43.940]  孩子從小也會學習這樣子
[00:17:43.940 --> 00:17:45.940]  所以這個百濟拉亞濟拉
[00:17:45.940 --> 00:17:46.940]  他們是開放家庭的
[00:17:46.940 --> 00:17:49.940]  還有他們一起侍奉
[00:17:49.940 --> 00:17:53.940]  另外他們全家一起同工
[00:17:53.940 --> 00:17:55.940]  傳福音
[00:17:55.940 --> 00:18:01.940]  全家一起先教
[00:18:01.940 --> 00:18:04.940]  講到傳福音
[00:18:04.940 --> 00:18:05.940]  我們教會一直在談說
[00:18:05.940 --> 00:18:07.940]  我們教會要怎麼樣子出去執堂
[00:18:07.940 --> 00:18:08.940]  我們教會要出去
[00:18:08.940 --> 00:18:10.940]  但是我這些年來我發現
[00:18:10.940 --> 00:18:11.940]  我分析來
[00:18:11.940 --> 00:18:13.940]  今天洛杉磯的教會
[00:18:13.940 --> 00:18:17.940]  大概目前還有去開拓的地方
[00:18:17.940 --> 00:18:19.940]  可能要往非常東的地方
[00:18:19.940 --> 00:18:22.940]  就到了什麼地方去呢
[00:18:22.940 --> 00:18:24.940]  就到了Riverside
[00:18:24.940 --> 00:18:26.940]  到了Rancho Cucamonga
[00:18:26.940 --> 00:18:28.940]  甚至Rancho Cucamonga
[00:18:28.940 --> 00:18:30.940]  現在都已經好幾間華人教會
[00:18:30.940 --> 00:18:36.940]  再往東要到哪裡去
[00:18:36.940 --> 00:18:38.940]  再往東那個地方
