
[00:00:00.000 --> 00:00:03.420]  今天要講的是青年才俊前程感受
[00:04:46.880 --> 00:04:53.700]  所以他去做會計師、律師、最好的醫生
[00:04:53.700 --> 00:04:57.540]  這些就是覺得賺錢或者最穩定
[00:04:57.540 --> 00:05:01.380]  也是最好的前程感受的工作
[00:05:01.380 --> 00:05:05.400]  於是他從小就在家裏栽培 他很努力讀書
[00:05:05.400 --> 00:05:06.860]  他說不單是這樣
[00:05:06.860 --> 00:05:09.640]  他發覺他在教會裏面長大
[00:05:09.640 --> 00:05:13.180]  他說整個教會都是在訓練我們成為一個yuppie
[00:05:13.180 --> 00:05:15.560]  因為他在教會裏面所見到的
[00:05:15.560 --> 00:05:17.420]  在上了位的人
[00:05:17.420 --> 00:05:22.580]  在當時教會裏面推舉出來的長老、執事
[00:05:22.580 --> 00:05:24.080]  都是這些人
[00:05:24.080 --> 00:05:28.980]  我們會慢慢慢慢很留意他們究竟做哪一行
[00:05:28.980 --> 00:05:30.360]  他們去甚麼學校
[00:05:30.360 --> 00:05:34.020]  然後你周圍所有的團體裏面的年輕人
[00:05:34.020 --> 00:05:37.700]  都是有共同的志願去最好的學校
[00:05:37.700 --> 00:05:41.580]  我這位朋友Russell 結果他去了史丹佛大學
[00:05:41.580 --> 00:05:46.140]  當然上了史丹佛大學就已經是前程感受了
[00:05:46.140 --> 00:05:51.420]  但是他在過程裏面改變了方向
[00:05:51.420 --> 00:05:55.840]  他最後選擇了去讀社會學
[00:05:55.840 --> 00:05:59.760]  Sociology 後來還讀了博士 在伯克利讀了博士
[00:05:59.760 --> 00:06:02.980]  但是他選擇走這個方向的時候
[00:06:02.980 --> 00:06:08.040]  他選擇去研究一些弱勢的群體
[00:06:08.040 --> 00:06:13.980]  於是他在當中開始住在一個很弱勢的群體的地方
[00:06:13.980 --> 00:06:16.780]  和一幫柬埔寨的移民
[00:06:16.780 --> 00:06:22.560]  和一幫可能是黑市的西班牙裔的人住在一起
[00:06:22.560 --> 00:06:24.860]  然後在一個很惡劣的環境裏面
[00:06:24.860 --> 00:06:27.060]  他面對社會的不公平
[00:06:27.060 --> 00:06:33.680]  也是幫助他們打官司 和他們的居民
[00:06:33.680 --> 00:06:40.340]  就是那些租地方給他們的地主打官司
[00:06:40.340 --> 00:06:44.200]  在這個過程裏面 Russell 的人生完全改變了
[00:06:44.200 --> 00:06:48.580]  他開始更加覺得自己貼近了聖經
[00:06:48.580 --> 00:06:53.980]  他的人生改變了 Russell 最後也做到了醫生
[00:06:53.980 --> 00:06:56.360]  為什麼呢?因為他娶了一個醫生的太太
[00:06:56.360 --> 00:06:58.160]  不過他的醫生太太
[00:06:58.160 --> 00:07:04.360]  就是在一個弱勢群體裏面去服侍一個弱勢的醫院
[00:07:04.360 --> 00:07:06.060]  很不一樣的故事 是吧?
[00:07:06.060 --> 00:07:10.700]  今天你將有能力成為一個年輕的才俊
[00:07:10.700 --> 00:07:13.280]  你要追求前程的感受
[00:07:13.280 --> 00:07:17.040]  將會是一個怎樣的旅程呢?
[00:07:17.040 --> 00:07:19.200]  如果你問耶穌 耶穌會告訴你
[00:07:19.200 --> 00:07:21.660]  有一樣東西你一定要經過的
[00:07:21.660 --> 00:07:25.720]  你需要經過一個駱駝的針眼
[00:07:25.720 --> 00:07:28.160]  你記得耶穌講的故事吧
[00:07:28.160 --> 00:07:30.260]  耶穌看了周圍
[00:07:30.260 --> 00:07:32.800]  我現在讀《馬可福音》第十章二十三節
[00:07:32.800 --> 00:07:36.880]  對門徒說:有錢的人進天國是何等難的?
[00:07:36.880 --> 00:07:39.060]  門徒對他的話非常驚奇
[00:07:39.060 --> 00:07:41.140]  耶穌又對他說:孩子們
[00:07:41.140 --> 00:07:45.320]  你們要進上帝的國是何等的難?
[00:07:45.320 --> 00:07:52.260]  駱駝過針眼比財主進上帝的國更容易呢?
[00:07:52.260 --> 00:07:57.260]  耶穌給我們很多的一些很驚訝的提示
[00:07:57.260 --> 00:08:03.540]  當我們覺得錢財其實對於我們的隱憂不是很大的時候
[00:08:03.540 --> 00:08:07.220]  耶穌告訴我們 有錢人
[00:08:07.220 --> 00:08:11.980]  包括我們這裡所在的、所聽的所有的年輕才俊
[00:08:11.980 --> 00:08:14.580]  很有可能會前程感受的人
[00:08:14.580 --> 00:08:18.320]  上帝告訴我們 有錢的人
[00:08:18.320 --> 00:08:21.860]  或者將會有錢的、有能力去有錢的人
[00:08:21.860 --> 00:08:23.760]  要進天國 或者想有錢
[00:08:23.760 --> 00:08:25.420]  或者你一輩子都不會很有錢
[00:08:25.420 --> 00:08:28.400]  不過你很想有錢的人進天國是多難?
[00:08:28.400 --> 00:08:31.740]  比駱駝穿針眼更加困難
[00:08:31.740 --> 00:08:35.440]  今天我想用這個時間跟你分享三段聖經
[00:08:35.440 --> 00:08:41.460]  所以選擇了用Google Chrome的這個圓圈
[00:08:41.460 --> 00:08:43.460]  因為我們會讀三段聖經
[00:08:43.460 --> 00:08:47.840]  三段聖經由馬太、馬可和路加的
[00:08:47.840 --> 00:08:52.960]  三段聖經都是跟年輕才俊感受前程有關
[00:08:52.960 --> 00:08:55.800]  三段聖經都是跟錢有關係的
[00:08:55.800 --> 00:08:59.240]  在當中上帝給我們有警告、有挑戰
[00:08:59.240 --> 00:09:02.340]  也都有很大很大的鼓舞
[00:09:02.340 --> 00:09:04.800]  這三段聖經我們叫Synoptic Gospel
[00:09:04.800 --> 00:09:07.420]  如果你知道 我不知道中文是什麼
[00:09:07.420 --> 00:09:10.580]  總之馬太、馬可、路加是很相似的
[00:09:10.580 --> 00:09:13.720]  但是它當中也都有一些很特殊的地方
[00:09:13.720 --> 00:09:16.320]  有兩段聖經是大家很熟的 我經常都說的
[00:09:16.320 --> 00:09:19.700]  第三段聖經是我們第一次一起去看的
[00:09:19.700 --> 00:09:21.400]  先講兩段比較熟的
[00:09:21.400 --> 00:09:23.620]  馬太福音 上帝給我們的警告
[00:09:23.620 --> 00:09:27.880]  不要為自己在地上積蓄財寶
[00:09:27.880 --> 00:09:31.140]  地上有蟲子咬能受壞
[00:09:31.140 --> 00:09:33.640]  也有賊或動來偷
[00:09:33.640 --> 00:09:36.880]  要在天上積蓄財寶
[00:09:36.880 --> 00:09:40.600]  天上沒有蟲子咬不會受壞
[00:09:40.600 --> 00:09:44.880]  也沒有賊或動來偷
[00:09:44.880 --> 00:09:48.620]  你的財寶在哪裏?你的心也在哪裏?
[00:09:48.620 --> 00:09:51.520]  什麼叫做追求天上的寶貝呢?
[00:09:51.520 --> 00:09:55.200]  如果你按照香港人找工作
[00:09:55.200 --> 00:09:59.200]  或者是選擇讀什麼科的條件
[00:09:59.200 --> 00:10:03.800]  你會不會是積蓄財寶在天上
[00:10:03.800 --> 00:10:06.920]  還是你其實是積蓄財寶在地上呢?
[00:10:06.920 --> 00:10:08.600]  上帝繼續這麼說
[00:10:08.600 --> 00:10:13.680]  眼睛是身體的燈 眼睛若明亮 全身就光明
[00:10:13.680 --> 00:10:16.020]  你的眼睛若昏花 全身就黑暗
[00:10:16.020 --> 00:10:21.480]  你裏面的光 若黑暗了 那黑暗是何等大的呢?
[00:10:21.480 --> 00:10:23.740]  我想我的朋友Russell在說
[00:10:23.740 --> 00:10:26.480]  教會裏面是一皮的所在地
[00:10:26.480 --> 00:10:30.480]  尤其是中國裔的美國人
[00:10:30.480 --> 00:10:34.160]  就是非常之移民 都是想他們出人頭地
[00:10:34.160 --> 00:10:36.160]  其實是一種黑眼來的
[00:10:36.160 --> 00:10:39.260]  當我們只是想去追求一些東西的時候
[00:10:39.260 --> 00:10:43.060]  其實無緣之間我們和這個世界越來越相近
[00:10:43.060 --> 00:10:44.600]  其實是沒有什麼分別
[00:10:44.600 --> 00:10:46.000]  而耶穌警告我們
[00:10:46.000 --> 00:10:49.180]  這個是身體整個人的眼睛黑暗了
[00:10:49.180 --> 00:10:51.180]  一個人不能服侍兩個主
[00:10:51.180 --> 00:10:54.860]  不是恨這個 愛那個 就是重這個 輕那個
[00:10:54.860 --> 00:10:59.580]  你們不能又服侍上帝 不服侍瑪雅
[00:10:59.580 --> 00:11:00.820]  我不知道你有沒有想過
[00:11:00.820 --> 00:11:04.780]  如果你在衡量你前面所要做的工作
[00:11:04.780 --> 00:11:08.540]  你所要找的人生
[00:11:08.540 --> 00:11:11.460]  如果你不用錢去衡量的話
[00:11:11.460 --> 00:11:14.020]  你結果的選擇會是怎麼樣呢?
[00:11:14.020 --> 00:11:17.460]  又或者 如果你現在做的那份工作
[00:11:17.460 --> 00:11:19.460]  人工突然間減半
[00:11:19.460 --> 00:11:21.460]  你還會不會做呢?
[00:11:21.460 --> 00:11:22.600]  如果你不會做
[00:11:22.600 --> 00:11:26.180]  那這個究竟是不是上帝給你的呼召呢?
[00:11:26.180 --> 00:11:29.620]  還是你純粹是用一個數字來衡量
[00:11:29.620 --> 00:11:32.000]  你應該去做些什麼呢?
[00:11:32.000 --> 00:11:37.100]  我想上帝是叫我們脫離這個金錢的捆綁
[00:11:37.100 --> 00:11:40.340]  要我們不用人的眼光去衡量
[00:11:40.340 --> 00:11:44.460]  我們究竟要怎麼樣去投資我們今天的一生
[00:11:44.460 --> 00:11:47.980]  好 我們去《馬可》第二段也是很熟悉的
[00:11:47.980 --> 00:11:50.540]  耶穌向著他 就愛他對他說
[00:11:50.540 --> 00:11:52.540]  這個是年輕的財主
[00:11:52.540 --> 00:11:57.260]  你還缺少一樣 去變賣你所有的分級窮人
[00:11:57.260 --> 00:12:01.420]  就有必有財寶在天上 然後來跟從我
[00:12:01.420 --> 00:12:04.700]  他聽見這話 念就變了色
[00:12:04.700 --> 00:12:09.660]  悠悠愁愁的走了 因為他的產業很多
[00:12:09.660 --> 00:12:14.200]  我想我經常去到這段聖經很感動
[00:12:14.200 --> 00:12:16.800]  因為耶穌向著他 就愛他
[00:12:16.800 --> 00:12:20.060]  我經常去到夢想 耶穌向著我 就愛我
[00:12:20.060 --> 00:12:22.060]  就是當年的我 現在的我都是
[00:12:22.060 --> 00:12:25.060]  接著叫我去變賣所有
[00:12:25.060 --> 00:12:27.300]  什麼叫變賣所有分級窮人呢?
[00:12:27.300 --> 00:12:28.940]  可能我們今天沒有時間去想
[00:12:28.940 --> 00:12:31.320]  是不是真的叫他去分級窮人呢?
[00:12:31.320 --> 00:12:33.220]  我想什麼叫分級窮人呢?
[00:12:33.220 --> 00:12:34.380]  怎麼樣分級窮人呢?
[00:12:34.380 --> 00:12:36.660]  先不要想太多
[00:12:36.660 --> 00:12:39.680]  問題是為什麼他要去變賣的原因
[00:12:39.680 --> 00:12:43.120]  是因為他不變賣 他沒有辦法來跟隨耶穌
[00:12:43.120 --> 00:12:47.280]  如果我們不放棄我們一些屬世的追求的話
[00:12:47.280 --> 00:12:48.720]  我們沒有辦法來跟隨耶穌
[00:12:48.720 --> 00:12:54.260]  如果我堅持要我成為一個青年才俊
[00:12:54.260 --> 00:12:58.340]  就是前程感受的時候 我們沒有辦法來跟隨耶穌
[00:12:58.340 --> 00:13:01.640]  唯一可以跟隨耶穌的人 是一張白紙
[00:13:01.640 --> 00:13:06.820]  一張將我自己所有的條件 包括對婚姻的期望
[00:13:06.820 --> 00:13:10.080]  對生活的期望完全擦乾淨的人
[00:13:10.080 --> 00:13:13.240]  這樣上帝就可以開始寫這個
[00:13:13.240 --> 00:13:18.660]  祂為我們人生的那個心意
[00:13:18.660 --> 00:13:22.640]  這個人憂愁愁離走了 因為他的產業很多
[00:13:22.640 --> 00:13:25.840]  其實他憂愁走是因為他眼睛很盲
[00:13:25.840 --> 00:13:27.840]  以為他的產業很多
[00:13:27.840 --> 00:13:31.140]  其實他一點都沒有 在上帝的眼中裡面
[00:13:31.140 --> 00:13:33.140]  他是毫無產業
[00:13:33.140 --> 00:13:36.200]  起碼在教會的傳統裡面
[00:13:36.200 --> 00:13:39.720]  我們聽說他有回來 因為他成為巴拿巴
[00:13:39.720 --> 00:13:42.040]  我都希望我們這裡所有的人
[00:13:42.040 --> 00:13:44.260]  無論你今天憂憂愁愁聽完
[00:13:44.260 --> 00:13:46.260]  聽到這裡停了還是什麼
[00:13:46.260 --> 00:13:49.260]  我都希望有一天你會成為巴拿巴
[00:13:49.260 --> 00:13:54.380]  因為這個不單止是我們天上有多少錢財的問題
[00:13:54.380 --> 00:13:56.940]  也是關於我們生與死
[00:13:56.940 --> 00:13:59.940]  究竟我們是不是在跟隨耶穌的問題
[00:13:59.940 --> 00:14:04.120]  好 帶入今天我真是想跟大家做的茶經
[00:14:04.120 --> 00:14:06.120]  一段新的聖經
[00:14:06.120 --> 00:14:10.240]  我想起這段聖經是因為之前有一位弟兄
[00:14:10.240 --> 00:14:14.400]  WhatsApp我問我關於這段聖經
[00:14:14.400 --> 00:14:17.960]  我就沒什麼時間 那時候沒時間去回
[00:14:17.960 --> 00:14:21.720]  很詳細回他 我扔了一些筆記給他
[00:14:21.720 --> 00:14:26.320]  今天我就想起 我覺得我需要跟大家讀這段聖經
[00:14:26.320 --> 00:14:29.240]  這段聖經是很特別的 是老家獨有的聖經
[00:14:29.240 --> 00:14:30.600]  不義管家的比喻
[00:14:30.600 --> 00:14:32.760]  我想你可能有些印象
[00:14:32.760 --> 00:14:34.560]  耶穌又對門徒說
[00:14:34.560 --> 00:14:37.020]  某財主有一個管家
[00:14:37.020 --> 00:14:43.840]  有人向主人告管家浪費他的財物
[00:14:43.840 --> 00:14:46.340]  如果你記得故事繼續下去
[00:14:46.340 --> 00:14:49.240]  主人就跟他說 要辭你了
[00:14:49.240 --> 00:14:53.040]  你所經營的交出來交代清楚
[00:14:53.040 --> 00:14:54.580]  你不能再做我的管家
[00:14:54.580 --> 00:14:55.760]  就是炒油
[00:14:55.760 --> 00:14:57.940]  這個管家是不義的管家
[00:14:57.940 --> 00:14:59.720]  一開始就不義了
[00:14:59.720 --> 00:15:01.540]  於是主人就要炒他
[00:15:01.540 --> 00:15:04.340]  炒他就叫他收拾好電盤數
[00:15:04.340 --> 00:15:05.620]  於是他做什麼呢?
[00:15:05.620 --> 00:15:07.420]  他就叫其他的人
[00:15:07.420 --> 00:15:10.860]  他說主人要辭我 我又沒有工作了
[00:15:10.860 --> 00:15:12.260]  將來又不知道做什麼
[00:15:12.260 --> 00:15:14.280]  你叫我去鋤地 我又沒有氣力
[00:15:14.280 --> 00:15:18.340]  要討飯 我又怕醜
[00:15:18.340 --> 00:15:21.440]  於是他做了一些更不義的東西
[00:15:21.440 --> 00:15:24.160]  他叫主人欠債的人一個一個來
[00:15:24.160 --> 00:15:28.060]  然後跟他們說 你欠多少?
[00:15:28.060 --> 00:15:31.480]  100 變50 總之給他們很多甜頭
[00:15:31.480 --> 00:15:34.940]  因為他想這些主人的欠債者
[00:15:34.940 --> 00:15:39.840]  將來成為他的一些朋友 可以周濟他
[00:15:39.840 --> 00:15:42.540]  但是這個故事驚訝的地方
[00:15:42.540 --> 00:15:47.840]  驚訝的地方是主人對這個不義管家的評價
[00:15:47.840 --> 00:15:50.380]  我想大家都知道
[00:15:50.380 --> 00:15:54.600]  我讀一讀第十六章第八節
[00:15:54.600 --> 00:15:58.800]  主人就誇獎這不義管家做事精明
[00:15:58.800 --> 00:16:01.120]  不要誇獎他不義
[00:16:01.120 --> 00:16:02.060]  他不是誇獎他不義
[00:16:02.060 --> 00:16:03.760]  他誇獎他做事精明
[00:16:03.760 --> 00:16:06.680]  一會兒回來再跟你解釋究竟發生了什麼事
[00:16:06.680 --> 00:16:11.240]  因為今世之子應付自己的世代
[00:16:11.240 --> 00:16:14.560]  比光明之子更加精明
[00:16:14.560 --> 00:16:17.640]  開始你看到耶穌是在移動
[00:16:17.640 --> 00:16:22.240]  從故事裡面移動到一個屬靈的教訓
[00:16:22.240 --> 00:16:23.980]  我又告訴你們
[00:16:23.980 --> 00:16:28.960]  要藉著那不義的錢財結交朋友
[00:16:28.960 --> 00:16:31.580]  正如那個不義的管家那樣
[00:16:31.580 --> 00:16:33.960]  到了錢財無用的時候
[00:16:33.960 --> 00:16:37.800]  他們可以接你們到永遠的住處去
[00:16:37.800 --> 00:16:41.980]  這些全部都是在說一些屬靈的東西
[00:16:41.980 --> 00:16:46.200]  永遠的住處其中一個更直接的反應是永遠的帳幕
[00:16:46.200 --> 00:16:49.500]  這個帳幕就是跟以色列人所認識的
[00:16:49.500 --> 00:16:53.900]  會幕、將來的新天新地都是很有關係的
[00:16:53.900 --> 00:16:55.260]  然後耶穌繼續說
[00:16:55.260 --> 00:16:59.520]  祂說:人在最小的事上忠心
[00:16:59.520 --> 00:17:01.140]  在最大的事也忠心
[00:17:01.140 --> 00:17:02.960]  在最小的事不義
[00:17:02.960 --> 00:17:05.680]  在最大的事也不義
[00:17:05.680 --> 00:17:06.780]  OK 先記住了
[00:17:06.780 --> 00:17:07.820]  大家都記得了
[00:17:07.820 --> 00:17:09.840]  一會兒再解釋多一點
[00:17:09.840 --> 00:17:10.800]  第十一節
[00:17:10.800 --> 00:17:14.700]  若是你們在不義的錢財上不忠心
[00:17:14.700 --> 00:17:18.980]  誰還把那真實的錢財託付你們呢?
[00:17:18.980 --> 00:17:22.900]  若是你們在別人的東西上不忠心
[00:17:22.900 --> 00:17:28.360]  誰還把你們自己的東西給你們呢?
[00:17:28.360 --> 00:17:30.400]  OK 最後一節
[00:17:30.400 --> 00:17:35.420]  一個僕人不能服侍兩個主
[00:17:35.420 --> 00:17:38.120]  他不是恨這個、愛那個
[00:17:38.120 --> 00:17:40.520]  就是重這個、輕那個
[00:17:40.520 --> 00:17:44.340]  你們不能又服侍上帝、又服侍馬門呢?
[00:17:44.340 --> 00:17:46.640]  這個又回到馬太福音那一句話
[00:17:46.640 --> 00:17:49.660]  但是那個場景或者前後上下文
[00:17:49.660 --> 00:17:50.980]  有少許不同的
[00:17:50.980 --> 00:17:53.420]  耶穌說了另外一個故事
[00:17:53.420 --> 00:17:57.540]  好了 但是通常我們讀聖經讀到這裡
[00:17:57.540 --> 00:18:01.140]  我們以為已經完了
[00:18:01.140 --> 00:18:04.760]  OK 但是其實還沒有完
[00:18:04.760 --> 00:18:06.100]  我想給你看多一節
[00:18:06.100 --> 00:18:09.260]  看了一節你就更加明白這個故事
[00:18:09.260 --> 00:18:10.960]  究竟為什麼要這麼說
[00:18:10.960 --> 00:18:13.720]  告訴誰知道是做些什麼的
[00:18:13.720 --> 00:18:15.340]  第十四節原來還沒有完
[00:18:15.340 --> 00:18:17.840]  這個故事的關鍵是第十四節
[00:18:17.840 --> 00:18:21.460]  第十四節原來除了耶穌和門徒之外
[00:18:21.460 --> 00:18:23.600]  還有一幫人在聽這個故事
[00:18:23.600 --> 00:18:24.500]  那幫人是什麼呢?
[00:18:24.500 --> 00:18:25.600]  法利塞人
[00:18:25.600 --> 00:18:29.020]  法利塞人是貪愛錢財的
[00:18:29.020 --> 00:18:31.340]  這個你可能都知道
[00:18:31.340 --> 00:18:34.320]  我們說法利塞人兩個特質
[00:18:34.320 --> 00:18:35.220]  一個是假冒為疑
[00:18:35.220 --> 00:18:37.260]  另外一個貪愛錢財
[00:18:37.260 --> 00:18:42.160]  OK 他們聽見這一切話就嘲笑耶穌
[00:18:42.160 --> 00:18:45.620]  你想想他為什麼會嘲笑耶穌
[00:18:45.620 --> 00:18:47.160]  耶穌在說些什麼呢?
[00:18:47.160 --> 00:18:50.560]  耶穌在說錢的問題
[00:18:50.560 --> 00:18:58.000]  耶穌在說怎樣將錢財投資在永遠的住處的問題
[00:18:58.000 --> 00:18:59.320]  永遠的住處
[00:18:59.320 --> 00:19:03.160]  耶穌跟他們說要在錢財上面忠心
[00:19:03.160 --> 00:19:05.800]  先不要說什麼叫忠心
[00:19:05.800 --> 00:19:09.060]  但是耶穌是跟他們不斷很清晰地在說錢
[00:19:09.060 --> 00:19:10.860]  說他們不可以有福事
[00:19:10.860 --> 00:19:12.240]  耶和華服侍上帝
[00:19:12.240 --> 00:19:14.060]  又服侍錢財
[00:19:14.060 --> 00:19:16.780]  他必須要單一服侍耶和華
[00:19:16.780 --> 00:19:19.380]  而這幫人是聽得明白的
[00:19:19.380 --> 00:19:22.060]  聽得明白的結果是什麼呢?
[00:19:22.060 --> 00:19:23.980]  他嘲笑耶穌
[00:19:23.980 --> 00:19:24.640]  OK
[00:19:24.640 --> 00:19:25.740]  我想跟你說
[00:19:25.740 --> 00:19:28.060]  有兩幫人是聽得明白耶穌說話
[00:19:28.060 --> 00:19:29.280]  一個就是年輕的財主
[00:19:29.280 --> 00:19:30.740]  於是他悠悠愁愁走了
[00:19:30.740 --> 00:19:31.800]  另外一方面
[00:19:31.800 --> 00:19:33.380]  有另外一幫人聽得明白耶穌
[00:19:33.380 --> 00:19:35.640]  他就嘲笑他神經病的
[00:19:35.640 --> 00:19:38.380]  就是耶穌給了他一個 Investment Portfolio
