
[00:00:00.000 --> 00:00:01.860]  各位電影節目的平安
[00:04:13.500 --> 00:04:15.420]  筋疲力盡
[00:04:15.420 --> 00:04:16.740]  你有沒有試過
[00:04:16.740 --> 00:04:17.860]  回來崇拜
[00:04:17.860 --> 00:04:18.740]  打瞌睡呢?
[00:04:20.180 --> 00:04:20.820]  沒有
[00:04:20.820 --> 00:04:23.380]  有沒有試過聽我說的時候打瞌睡呢?
[00:04:23.380 --> 00:04:25.660]  讓我留意一下
[00:04:25.660 --> 00:04:26.940]  說真的
[00:04:26.940 --> 00:04:27.780]  我這麼多年
[00:04:27.780 --> 00:04:29.820]  信耶穌班教的歷程裡面
[00:04:29.820 --> 00:04:31.140]  我也
[00:04:31.140 --> 00:04:33.220]  試過打瞌睡
[00:04:33.220 --> 00:04:36.940]  有人也見過我打瞌睡
[00:04:36.940 --> 00:04:39.700]  有時候真的是心靈原意
[00:04:39.700 --> 00:04:40.700]  肉體軟弱
[00:04:40.700 --> 00:04:44.300]  加上赫西瑪利園這個地方
[00:04:44.300 --> 00:04:45.220]  對於這群門徒來講
[00:04:45.220 --> 00:04:46.540]  其實是很熟悉的
[00:04:47.340 --> 00:04:49.740]  因為其實他們經常在那裡休息
[00:04:49.740 --> 00:04:51.540]  經常在那裡祈禱
[00:04:51.540 --> 00:04:55.620]  所以他們來到這赫西瑪利園的地方
[00:04:55.620 --> 00:04:56.820]  對於他們來講
[00:04:56.820 --> 00:04:58.620]  是一個很舒服
[00:04:58.620 --> 00:05:00.060]  很安恕的地帶
[00:05:00.060 --> 00:05:00.860]  Comfort Zone
[00:05:00.860 --> 00:05:02.900]  無論是實際的環境
[00:05:02.900 --> 00:05:04.140]  和心理上
[00:05:04.140 --> 00:05:06.820]  對他們來講都很舒服的
[00:05:06.820 --> 00:05:07.980]  安恕地帶
[00:05:07.980 --> 00:05:12.620]  知道嬰兒的安恕地帶在哪裡嗎?
[00:05:12.620 --> 00:05:14.820]  是啊
[00:05:14.820 --> 00:05:17.300]  大家知道在媽媽的懷抱裡面
[00:05:17.460 --> 00:05:18.860]  對於他們來講是最安全的
[00:05:18.860 --> 00:05:21.100]  心心靈都很舒服的
[00:05:21.100 --> 00:05:24.940]  你的安恕地帶在哪裡呢?
[00:05:24.940 --> 00:05:28.100]  在哪裡
[00:05:28.100 --> 00:05:29.820]  你是很容易
[00:05:29.820 --> 00:05:31.940]  會覺得在那裡
[00:05:31.940 --> 00:05:33.740]  面對人或者面對自己
[00:05:33.740 --> 00:05:35.260]  你會覺得很舒服
[00:05:35.260 --> 00:05:37.820]  有些人會覺得是家裡
[00:05:37.820 --> 00:05:40.060]  有些人可能會說
[00:05:40.060 --> 00:05:41.500]  哎呀不行,家裡太煩了
[00:05:41.500 --> 00:05:42.980]  回家太多事情煩了
[00:05:42.980 --> 00:05:44.580]  可能是你的學校
[00:05:44.580 --> 00:05:46.060]  或者你的工作
[00:05:47.820 --> 00:05:49.340]  可能工作地點對於這些人來講
[00:05:49.340 --> 00:05:50.460]  也是很煩的
[00:05:50.460 --> 00:05:52.740]  回到工作就覺得很痛苦了
[00:05:52.740 --> 00:05:55.460]  可能他家對外面的一個小花園
[00:05:55.460 --> 00:05:58.460]  是他的安恕地帶
[00:05:58.460 --> 00:06:02.100]  你知不知道
[00:06:02.100 --> 00:06:04.420]  小組和教會
[00:06:04.420 --> 00:06:06.380]  都可以有安恕地帶
[00:06:06.380 --> 00:06:09.660]  這個安恕地帶
[00:06:09.660 --> 00:06:11.820]  不一定是說這個地方
[00:06:11.820 --> 00:06:14.180]  而可能是我們停留在
[00:06:14.180 --> 00:06:16.260]  某一個環境當中
[00:06:16.820 --> 00:06:18.500]  哎呀梁牧師,我們現在
[00:06:18.500 --> 00:06:20.140]  好像現在這樣
[00:06:20.140 --> 00:06:23.380]  一百人聚會是最好的了
[00:06:23.380 --> 00:06:24.780]  不要再多了
[00:06:24.780 --> 00:06:27.660]  我希望你們不會這樣想
[00:06:27.660 --> 00:06:29.420]  過往很多在不同的地方
[00:06:29.420 --> 00:06:30.460]  教會的弟兄姊妹
[00:06:30.460 --> 00:06:32.180]  他們都會有這樣的想法
[00:06:32.180 --> 00:06:34.300]  當他們要轉變
[00:06:34.300 --> 00:06:36.860]  或者可能我們到了某個程度
[00:06:36.860 --> 00:06:37.820]  不夠坐了
[00:06:37.820 --> 00:06:39.420]  我們想了很多辦法都不夠了
[00:06:39.420 --> 00:06:40.860]  我們要分開兩堂
[00:06:40.860 --> 00:06:42.620]  或者要再怎麼樣呢
[00:06:42.620 --> 00:06:43.500]  將來有一天
[00:06:43.500 --> 00:06:44.420]  我們
[00:06:44.420 --> 00:06:45.980]  神給我們有一個意象
[00:06:45.980 --> 00:06:47.100]  我們要藉堂
[00:06:47.100 --> 00:06:48.780]  去到另外一個地方
[00:06:48.780 --> 00:06:51.140]  再開一個新的崇拜地點
[00:06:51.140 --> 00:06:53.820]  有些人會覺得不舒服的
[00:06:53.820 --> 00:06:54.620]  為什麼
[00:06:54.620 --> 00:06:57.460]  因為突然間有很多不同的轉變
[00:06:57.460 --> 00:06:59.700]  哎呀我們現在在這裡多麼好呢
[00:06:59.700 --> 00:07:01.420]  我們的小組
[00:07:01.420 --> 00:07:02.980]  在這裡聚會
[00:07:02.980 --> 00:07:05.940]  一直這幾年都覺得很開心很舒服
[00:07:05.940 --> 00:07:07.860]  我們這幾個弟兄姊妹
[00:07:07.860 --> 00:07:09.540]  一起聚會很舒服的
[00:07:09.540 --> 00:07:10.620]  不想改變
[00:07:10.620 --> 00:07:13.620]  這些就是我們安恕的地帶
[00:07:15.020 --> 00:07:17.260]  人在安恕的地帶不想改變是很正常的
[00:07:17.260 --> 00:07:21.020]  不過有時候我們太過沉溺在這裡
[00:07:21.020 --> 00:07:23.580]  會很容易看貼了我們自己的肉體
[00:07:23.580 --> 00:07:25.260]  我們想怎麼樣
[00:07:25.260 --> 00:07:26.460]  就怎麼樣
[00:07:26.460 --> 00:07:29.140]  我們很容易陷入迷惑
[00:07:29.140 --> 00:07:31.460]  正正就像這班門徒那樣
[00:07:31.460 --> 00:07:32.820]  他們身體上面的需要
[00:07:32.820 --> 00:07:33.340]  令到他們
[00:07:33.340 --> 00:07:35.300]  雖然耶穌很多次提醒他們
[00:07:35.300 --> 00:07:36.700]  你們不要睡
[00:07:36.700 --> 00:07:38.620]  你們要警醒和我一起祈禱
[00:07:38.620 --> 00:07:40.340]  但是實在上
[00:07:40.340 --> 00:07:43.020]  他們的肉體上面太辛苦太累了
[00:07:43.020 --> 00:07:44.660]  他們頂不住
[00:07:45.220 --> 00:07:46.220]  要睡覺
[00:07:46.220 --> 00:07:49.460]  對於耶穌來說
[00:07:49.460 --> 00:07:50.860]  祂有什麼掙扎呢
[00:07:50.860 --> 00:07:52.580]  耶穌是神來的
[00:07:52.580 --> 00:07:53.940]  怎麼會有掙扎呢
[00:07:53.940 --> 00:07:57.660]  但是我們看清楚聖經裡面這裡說給我們聽
[00:07:57.660 --> 00:08:01.100]  在夏西瑪利園這麼安全的地方
[00:08:01.100 --> 00:08:02.260]  很寧靜
[00:08:02.260 --> 00:08:04.580]  晚上這個很寧靜的環境
[00:08:04.580 --> 00:08:07.060]  但是耶穌祂的心裡面
[00:08:07.060 --> 00:08:09.140]  波濤洶湧
[00:08:09.140 --> 00:08:12.020]  不斷的思緒
[00:08:12.020 --> 00:08:13.500]  很多東西浮現
[00:08:13.820 --> 00:08:15.340]  因為祂將要知道
[00:08:15.340 --> 00:08:16.820]  祂很清楚知道
[00:08:16.820 --> 00:08:19.620]  祂要承受一個很大的苦楚
[00:08:19.620 --> 00:08:21.820]  祂要走上十字架這條道路
[00:08:21.820 --> 00:08:23.580]  祂內心很忐忑不安
[00:08:23.580 --> 00:08:24.460]  憂愁
[00:08:24.460 --> 00:08:25.780]  難過
[00:08:25.780 --> 00:08:26.660]  不是吧
[00:08:26.660 --> 00:08:27.700]  耶穌也會這樣嗎
[00:08:27.700 --> 00:08:29.540]  我們人就是這樣
[00:08:29.540 --> 00:08:30.980]  是
[00:08:30.980 --> 00:08:34.220]  耶穌道成肉身
[00:08:34.220 --> 00:08:36.060]  以我們人的樣式
[00:08:36.060 --> 00:08:37.580]  在這個世界上生活
[00:08:37.580 --> 00:08:41.020]  祂同樣都分享著我們人
[00:08:41.020 --> 00:08:43.220]  部分有的性情
[00:08:43.620 --> 00:08:47.620]  所以祂一樣面對著這些痛苦將要來臨的時候
[00:08:47.620 --> 00:08:50.860]  祂都想如果有得避開就避開
[00:08:50.860 --> 00:08:53.580]  去求這個虎杯離開
[00:08:53.580 --> 00:08:55.620]  甚至祂在行動上面
[00:08:55.620 --> 00:08:59.420]  祂都很想在這個時刻有人陪祂
[00:08:59.420 --> 00:09:00.900]  多走一會兒
[00:09:00.900 --> 00:09:02.980]  祂都很想有人支持祂
[00:09:02.980 --> 00:09:03.940]  體恤祂
[00:09:03.940 --> 00:09:07.220]  但是偏偏祂身邊這群門徒
[00:09:07.220 --> 00:09:09.420]  完全都不明白祂
[00:09:10.180 --> 00:09:13.940]  到最後都是祂自己很孤單的樣子
[00:09:13.940 --> 00:09:17.260]  去迎接這個死亡的時刻來臨
[00:09:17.260 --> 00:09:21.580]  祂內心裡面沒有人明白祂那種感受
[00:09:21.580 --> 00:09:25.180]  弟兄姊妹在現實生活裡面
[00:09:25.180 --> 00:09:26.700]  你有沒有經歷過一些事
[00:09:26.700 --> 00:09:28.940]  你知道自己應該是要去
[00:09:28.940 --> 00:09:31.540]  你應該知道自己要這樣去做
[00:09:31.540 --> 00:09:34.900]  但是你又很掙扎很不想去
[00:09:40.420 --> 00:09:44.700]  可能神已經呼召了你很久
[00:09:44.700 --> 00:09:47.900]  我相信在座當中有弟兄姊妹
[00:09:47.900 --> 00:09:49.900]  有神對你生命的呼召
[00:09:49.900 --> 00:09:53.140]  可能要你去放下自己正在做的職業
[00:09:53.140 --> 00:09:56.980]  去全職侍奉
[00:09:56.980 --> 00:09:58.980]  又或者去宣教
[00:09:58.980 --> 00:10:01.660]  又或者神呼召你
[00:10:01.660 --> 00:10:04.180]  要進入去另外一個地方裡面
[00:10:04.180 --> 00:10:06.180]  去服侍其他的群體
[00:10:07.540 --> 00:10:10.220]  但往往我過往這段時間
[00:10:10.220 --> 00:10:11.900]  我自己覺得生活很舒服
[00:10:11.900 --> 00:10:13.020]  我不想改變
[00:10:13.020 --> 00:10:14.580]  有沒有呢?
[00:10:14.580 --> 00:10:18.900]  又或者說回我們生活上面
[00:10:18.900 --> 00:10:21.900]  有沒有一些事情是神想你去做
[00:10:21.900 --> 00:10:24.620]  但是你覺得有難度
[00:10:24.620 --> 00:10:28.020]  有沒有一些人
[00:10:28.020 --> 00:10:29.900]  是神在挑戰你
[00:10:29.900 --> 00:10:32.300]  那些人是你覺得很難去愛的
[00:10:32.300 --> 00:10:36.900]  但是神有時就會挑戰你
[00:10:37.540 --> 00:10:38.220]  去愛
[00:10:38.220 --> 00:10:40.140]  前幾個禮拜
[00:10:40.140 --> 00:10:42.740]  在我們教會附近的貝爾蒙區
[00:10:42.740 --> 00:10:44.580]  有另外一間教會
[00:10:44.580 --> 00:10:46.860]  開了一個新的福音士工
[00:10:46.860 --> 00:10:50.700]  這個福音士工就叫做社區廚房
[00:10:50.700 --> 00:10:52.860]  即是社區飯堂
[00:10:52.860 --> 00:10:56.300]  他其實就是服侍在這個社區裡面
[00:10:56.300 --> 00:11:00.100]  一群貧困有需要的人
[00:11:00.100 --> 00:11:05.420]  前幾個禮拜他第一晚開張
[00:11:05.420 --> 00:11:08.740]  因為我很想去認識一下他們教會的士工
[00:11:08.740 --> 00:11:10.260]  因為我們教會
[00:11:10.260 --> 00:11:12.980]  都想看看怎樣可以服侍一下
[00:11:12.980 --> 00:11:14.340]  我們身邊的鄰舍
[00:11:14.340 --> 00:11:15.860]  我們思想感
[00:11:15.860 --> 00:11:17.460]  所以去觀摩一下
[00:11:17.460 --> 00:11:21.220]  當然他那天就去吃了一個晚餐
[00:11:21.220 --> 00:11:23.580]  我進去的時候
[00:11:23.580 --> 00:11:25.980]  你不要以為免費就很隨便
[00:11:25.980 --> 00:11:29.300]  進去他有四樣東西給我選
[00:11:29.300 --> 00:11:30.940]  選一個主菜
[00:11:30.940 --> 00:11:32.300]  四樣選一樣
[00:11:32.300 --> 00:11:33.540]  一個主菜
[00:11:34.100 --> 00:11:38.900]  選完主菜之後還有一些很漂亮的沙律菜
[00:11:38.900 --> 00:11:41.420]  不是那些送頭送尾的沙律菜
[00:11:41.420 --> 00:11:43.780]  真的比超級市場買的沙律菜還要漂亮
[00:11:43.780 --> 00:11:47.060]  還有不同的沙律汁讓你選擇要不要
[00:11:47.060 --> 00:11:48.700]  有飲品
[00:11:48.700 --> 00:11:51.660]  飲完之後
[00:11:51.660 --> 00:11:52.580]  吃完之後
[00:11:52.580 --> 00:11:54.940]  還有雪糕問你吃不吃
[00:11:54.940 --> 00:11:56.980]  吃完雪糕
[00:11:56.980 --> 00:11:59.900]  還有一排麵包和一排雞蛋問你要不要
[00:12:02.380 --> 00:12:05.900]  但是最令我很深刻印象和欣賞的
[00:12:05.900 --> 00:12:08.060]  是什麼呢
[00:12:08.060 --> 00:12:10.420]  當然不是食物
[00:12:10.420 --> 00:12:11.780]  你不要當我這樣貪吃
[00:12:11.780 --> 00:12:15.660]  我是很受感動
[00:12:15.660 --> 00:12:17.020]  進去的時候
[00:12:17.020 --> 00:12:20.740]  他們這個市公不是就這樣提供一些東西給人吃
[00:12:20.740 --> 00:12:22.660]  有個開著冷氣
[00:12:22.660 --> 00:12:23.820]  有個位置給人吃
[00:12:23.820 --> 00:12:25.420]  你吃完就走
[00:12:25.420 --> 00:12:27.020]  而是他真的
[00:12:27.020 --> 00:12:30.260]  整間教會和弟兄姊妹帶著一個心
[00:12:30.260 --> 00:12:32.100]  去歡迎
[00:12:32.700 --> 00:12:34.060]  每一個進來的人
[00:12:34.060 --> 00:12:36.220]  無論是進來的那個
[00:12:36.220 --> 00:12:38.980]  好像是看到我已經知道是我的伯父
[00:12:38.980 --> 00:12:41.740]  無論那個人是什麼樣的人
[00:12:41.740 --> 00:12:43.660]  他穿什麼樣的衣服
[00:12:43.660 --> 00:12:46.500]  他的衣著是很光鮮
[00:12:46.500 --> 00:12:49.260]  或者是很骯髒的露宿者
[00:12:49.260 --> 00:12:51.500]  他的種族
[00:12:51.500 --> 00:12:52.820]  他是黃種人
[00:12:52.820 --> 00:12:53.580]  亞洲人
[00:12:53.580 --> 00:12:55.620]  是白種人
[00:12:55.620 --> 00:12:59.020]  還是他是沿著亞布地區路
[00:12:59.020 --> 00:13:01.340]  他們一樣都是
[00:13:01.460 --> 00:13:03.460]  笑容一樣
[00:13:03.460 --> 00:13:05.340]  語氣一樣
[00:13:05.340 --> 00:13:08.340]  很真誠地去接待他們
[00:13:08.340 --> 00:13:14.900]  一直我和他們聊天
[00:13:14.900 --> 00:13:18.020]  了解認識他們怎樣去運作這個市公的時候
[00:13:18.020 --> 00:13:20.580]  我心裡面不斷有一條問題問我自己
[00:13:20.580 --> 00:13:22.660]  假如
[00:13:22.660 --> 00:13:24.780]  假如啊弟兄姊妹
[00:13:24.780 --> 00:13:26.140]  不用這麼大反應
[00:13:26.140 --> 00:13:29.860]  不是我們教會一定要走這個方向
[00:13:30.180 --> 00:13:31.900]  而是那一刻我問我自己
[00:13:31.900 --> 00:13:33.900]  假如如果我們教會
[00:13:33.900 --> 00:13:36.900]  我們都是做同一個這些的市公
[00:13:36.900 --> 00:13:39.580]  我
[00:13:39.580 --> 00:13:41.420]  接不接受到呢
[00:13:41.420 --> 00:13:44.660]  我能不能夠都好像這班弟兄姊妹這樣
[00:13:44.660 --> 00:13:46.220]  帶著這個心情
[00:13:46.220 --> 00:13:46.940]  帶著這個笑容
[00:13:46.940 --> 00:13:47.820]  這個語氣
[00:13:47.820 --> 00:13:50.540]  去接待一些可能有時候有些人外表看起來
[00:13:50.540 --> 00:13:51.620]  是我自己不是這麼喜歡
[00:13:51.620 --> 00:13:53.540]  這麼想去接近的人
[00:13:53.540 --> 00:13:59.900]  弟兄姊妹
[00:14:01.140 --> 00:14:02.860]  我們人生裡面有很多安書地
[00:14:02.860 --> 00:14:04.220]  但是我們不想改變
[00:14:04.220 --> 00:14:07.420]  但是神往往就想挑戰我們
[00:14:07.420 --> 00:14:09.820]  不要體貼自己的肉體
[00:14:09.820 --> 00:14:10.980]  體貼神
[00:14:10.980 --> 00:14:11.980]  聖靈的帶領
[00:14:11.980 --> 00:14:13.100]  神的心意
[00:14:13.100 --> 00:14:17.060]  跟從耶穌是有很多掙扎的
[00:14:17.060 --> 00:14:20.220]  特別是你認真面對這個信仰的時候
[00:14:20.220 --> 00:14:22.100]  心靈你很願意
[00:14:22.100 --> 00:14:23.580]  肉體卻是軟弱
[00:14:23.580 --> 00:14:27.260]  不如我們在這裡安靜一會先
[00:14:27.260 --> 00:14:27.700]  好不好
[00:14:27.700 --> 00:14:28.980]  我們閉上雙眼
[00:14:30.180 --> 00:14:31.860]  我們聽聽聖靈
[00:14:31.860 --> 00:14:34.580]  對你生命有什麼提醒
[00:14:34.580 --> 00:14:37.580]  有什麼事情
[00:14:37.580 --> 00:14:40.460]  是神很想你去做
[00:14:40.460 --> 00:14:43.820]  但是你猶豫了很久
[00:14:43.820 --> 00:14:48.540]  同樣有什麼事情是神叫你不要去做
[00:14:48.540 --> 00:14:50.740]  你都經常去做
[00:14:50.740 --> 00:14:51.900]  肉體軟弱的呢
[00:14:51.900 --> 00:14:56.780]  就是這些真正的問題
[00:14:56.780 --> 00:15:01.100]  就是在這些掙扎裡面
[00:15:01.100 --> 00:15:04.460]  你試一下現在跟神去禱告
[00:15:26.780 --> 00:15:28.780]  我現在是在祈禱的過程中
[00:15:28.780 --> 00:15:30.100]  我已經在祈禱了
[00:15:30.100 --> 00:15:31.100]  我已經在祈禱了
[00:15:31.100 --> 00:15:32.100]  我已經在祈禱了
[00:15:32.100 --> 00:15:33.100]  我已經在祈禱了
[00:15:33.100 --> 00:15:34.100]  我已經在祈禱了
[00:15:34.100 --> 00:15:35.100]  我已經在祈禱了
[00:15:35.100 --> 00:15:36.100]  我已經在祈禱了
[00:15:36.100 --> 00:15:37.100]  我已經在祈禱了
[00:15:37.100 --> 00:15:38.100]  我已經在祈禱了
[00:15:38.100 --> 00:15:39.100]  我已經在祈禱了
[00:15:39.100 --> 00:15:40.100]  我已經在祈禱了
[00:15:40.100 --> 00:15:41.100]  我已經在祈禱了
[00:15:41.100 --> 00:15:42.100]  我已經在祈禱了
[00:15:42.100 --> 00:15:43.100]  我已經在祈禱了
[00:15:43.100 --> 00:15:44.100]  我已經在祈禱了
[00:15:44.100 --> 00:15:45.100]  我已經在祈禱了
[00:15:45.100 --> 00:15:46.100]  我已經在祈禱了
[00:15:46.100 --> 00:15:47.100]  我已經在祈禱了
[00:15:47.100 --> 00:15:48.100]  我已經在祈禱了
[00:15:48.100 --> 00:15:49.100]  我已經在祈禱了
[00:15:49.100 --> 00:16:03.100]  我已經在祈禱了
[00:16:03.100 --> 00:16:09.100]  我已經在祈禱了
[00:16:09.100 --> 00:16:10.100]  我已經在祈禱了
[00:16:10.100 --> 00:16:11.100]  我已經在祈禱了
[00:16:11.100 --> 00:16:12.100]  我已經在祈禱了
[00:16:12.100 --> 00:16:13.100]  我已經在祈禱了
[00:16:13.100 --> 00:16:14.100]  我已經在祈禱了
[00:16:14.100 --> 00:16:15.100]  我已經在祈禱了
[00:16:15.100 --> 00:16:16.100]  我已經在祈禱了
[00:16:16.100 --> 00:16:17.100]  我已經在祈禱了
[00:16:17.100 --> 00:16:18.100]  我已經在祈禱了
[00:16:18.100 --> 00:16:19.100]  我已經在祈禱了
[00:16:19.100 --> 00:16:20.100]  我已經在祈禱了
[00:16:20.100 --> 00:16:21.100]  我已經在祈禱了
[00:16:21.100 --> 00:16:22.100]  我已經在祈禱了
[00:16:22.100 --> 00:16:23.100]  我已經在祈禱了
[00:16:23.100 --> 00:16:24.100]  我已經在祈禱了
[00:16:24.100 --> 00:16:25.100]  我已經在祈禱了
[00:16:25.100 --> 00:16:26.100]  我已經在祈禱了
[00:16:26.100 --> 00:16:27.100]  我已經在祈禱了
[00:16:27.100 --> 00:16:28.100]  我已經在祈禱了
[00:16:28.100 --> 00:16:29.100]  我已經在祈禱了
[00:16:29.100 --> 00:16:30.100]  我已經在祈禱了
[00:16:30.100 --> 00:16:31.100]  我已經在祈禱了
[00:16:31.100 --> 00:16:32.100]  我已經在祈禱了
[00:16:32.100 --> 00:16:33.100]  我已經在祈禱了
[00:16:33.100 --> 00:16:34.100]  我已經在祈禱了
[00:16:34.100 --> 00:16:35.100]  我已經在祈禱了
[00:16:35.100 --> 00:16:36.100]  我已經在祈禱了
[00:16:36.100 --> 00:16:37.100]  我已經在祈禱了
[00:16:37.100 --> 00:16:38.100]  我已經在祈禱了
