
[00:00:00.000 --> 00:00:12.000]  新年的一開始,那麼接著我們繼續要開始講啟示錄
[00:03:35.000 --> 00:03:37.000]  我們來看一看
[00:03:37.000 --> 00:03:39.000]  我們在前面提到說
[00:03:39.000 --> 00:03:42.000]  當這個前面提到這個
[00:03:42.000 --> 00:03:45.000]  還記得我們講的開四印的是不是
[00:03:45.000 --> 00:03:47.000]  那麼講到四匹的馬
[00:03:47.000 --> 00:03:50.000]  白馬紅馬黑馬還有灰馬
[00:03:50.000 --> 00:03:53.000]  這些都是代表這些審判的來臨
[00:03:53.000 --> 00:03:56.000]  那麼在最後的講到第四個
[00:03:56.000 --> 00:03:59.000]  第四個這個災開始的時候
[00:03:59.000 --> 00:04:03.000]  那時候會有這個地上有四分之一的
[00:04:03.000 --> 00:04:05.000]  這個人都要死亡
[00:04:05.000 --> 00:04:08.000]  我那一天跟一個神學院院長
[00:04:08.000 --> 00:04:12.000]  這個在談他邀請我去教課
[00:04:12.000 --> 00:04:14.000]  然後就談起這個最近的COVID-19
[00:04:14.000 --> 00:04:18.000]  他就提到說哇現在加州的這個疫情很嚴重
[00:04:18.000 --> 00:04:20.000]  但是他就也提到說
[00:04:20.000 --> 00:04:24.000]  他說還沒有還沒有到達那個那個那個瘟疫
[00:04:24.000 --> 00:04:26.000]  到達那個四分之一的人
[00:04:26.000 --> 00:04:29.000]  都是全世界四分之一人口都死的那個情況之下
[00:04:29.000 --> 00:04:30.000]  換句話說
[00:04:30.000 --> 00:04:33.000]  聖經在起訴裡面告訴我們這些災難來臨
[00:04:33.000 --> 00:04:36.000]  有一個馬太福音對照馬太福音二十四章
[00:04:36.000 --> 00:04:39.000]  耶穌所講的就是這只是災難的什麼
[00:04:39.000 --> 00:04:40.000]  起頭
[00:04:40.000 --> 00:04:43.000]  所以換句話說就好像婦人生產一樣
[00:04:43.000 --> 00:04:47.000]  那個這個這個生產的之前的那個陣痛
[00:04:47.000 --> 00:04:49.000]  是會越來越頻繁
[00:04:49.000 --> 00:04:51.000]  越來越痛的
[00:04:51.000 --> 00:04:54.000]  所以這個災難的起頭只是一個開始
[00:04:54.000 --> 00:04:58.000]  因此親愛的兄弟妹單單這一次的COVID-19
[00:04:58.000 --> 00:05:01.000]  這一個這個好像看起來這麼大的疫情
[00:05:01.000 --> 00:05:03.000]  其實只是災難的起頭
[00:05:03.000 --> 00:05:04.000]  請你記得
[00:05:04.000 --> 00:05:05.000]  因此這個災難的起頭
[00:05:05.000 --> 00:05:08.000]  那我們就一起來從聖經裡面看見說
[00:05:08.000 --> 00:05:13.000]  我們當如何去面對這個末世的光景
[00:05:13.000 --> 00:05:16.000]  我們看這個圖上面裡面提到說
[00:05:16.000 --> 00:05:19.000]  當這個啟示錄第六章十五到十七節
[00:05:19.000 --> 00:05:21.000]  這個地方講到說
[00:05:21.000 --> 00:05:23.000]  那麼約翰看見
[00:05:23.000 --> 00:05:28.000]  看見了這個這個發生的這一個很很大的一個災難
[00:05:28.000 --> 00:05:32.000]  這時候這時候這個災難厲害到一個什麼地步
[00:05:32.000 --> 00:05:34.000]  他說他說會發生什麼事情
[00:05:34.000 --> 00:05:38.000]  他說會發生這一個大天地大震動
[00:05:38.000 --> 00:05:40.000]  日同變黑
[00:05:40.000 --> 00:05:43.000]  這是第六印展開的時候
[00:05:43.000 --> 00:05:48.000]  這個情況我們把它形容就是天崩地裂
[00:05:48.000 --> 00:05:50.000]  天崩地裂
[00:05:50.000 --> 00:05:52.000]  第六印展開的時候
[00:05:52.000 --> 00:05:56.000]  這個全世界要面臨一個極大的災難
[00:05:56.000 --> 00:05:57.000]  大到一個地步
[00:05:57.000 --> 00:05:59.000]  這個地方他就說
[00:05:59.000 --> 00:06:01.000]  他說天都挪移了
[00:06:01.000 --> 00:06:03.000]  好像是書卷被捲起來
[00:06:03.000 --> 00:06:06.000]  山裡海島都被挪移離開本位
[00:06:06.000 --> 00:06:08.000]  那麼甚至地上所有一切的人
[00:06:08.000 --> 00:06:11.000]  不管是君王父戶或者君或者是臣宰
[00:06:11.000 --> 00:06:14.000]  或者是一些販夫手足圍爐的自主的
[00:06:14.000 --> 00:06:18.000]  所有人都在組都在這個發出一個呼聲說
[00:06:18.000 --> 00:06:22.000]  這個山啊你來擋住我吧
[00:06:22.000 --> 00:06:24.000]  你來藏住我吧
[00:06:24.000 --> 00:06:26.000]  那個意思就是說
[00:06:26.000 --> 00:06:28.000]  山都被震動了
[00:06:28.000 --> 00:06:30.000]  海都被震震震動了
[00:06:30.000 --> 00:06:34.000]  山跟海山裡這些高山低谷
[00:06:34.000 --> 00:06:36.000]  怎麼能夠去遮蓋你呢
[00:06:36.000 --> 00:06:37.000]  不能嘛
[00:06:37.000 --> 00:06:38.000]  所以表示一件事情
[00:06:38.000 --> 00:06:41.000]  沒有人可以逃脫這樣子的一個憤怒
[00:06:41.000 --> 00:06:46.000]  羔羊的憤怒
[00:06:46.000 --> 00:06:49.000]  我覺得當我們面臨到新冠狀這個病毒的時候呢
[00:06:49.000 --> 00:06:51.000]  現在可能很多的人心裡面
[00:06:51.000 --> 00:06:54.000]  大概也有類似這種感覺
[00:06:54.000 --> 00:06:57.000]  特別我們住在加州洛杉磯的人
[00:06:57.000 --> 00:07:03.000]  我怎麼樣子能夠躲避這個災難呢
[00:07:03.000 --> 00:07:05.000]  我記得才幾個月前
[00:07:05.000 --> 00:07:07.000]  當我們談起的時候
[00:07:07.000 --> 00:07:08.000]  還有第一公子沒跟我講
[00:07:08.000 --> 00:07:11.000]  他說這個會是真的嗎
[00:07:11.000 --> 00:07:14.000]  美國的疫情有這麼嚴重嗎
[00:07:14.000 --> 00:07:16.000]  我都覺得你問問看
[00:07:16.000 --> 00:07:17.000]  你旁邊的人
[00:07:17.000 --> 00:07:18.000]  他就是問我說
[00:07:18.000 --> 00:07:21.000]  他說你看我們旁邊的人有沒有人得啊
[00:07:21.000 --> 00:07:23.000]  好像我們也沒有聽到有什麼人
[00:07:23.000 --> 00:07:27.000]  有啦有可能有一個兩個比較少啦
[00:07:27.000 --> 00:07:29.000]  而且都是跟我們比較遠的
[00:07:29.000 --> 00:07:30.000]  是不是
[00:07:30.000 --> 00:07:31.000]  原有在爾羅
[00:07:31.000 --> 00:07:33.000]  那現在再問的時候
[00:07:33.000 --> 00:07:36.000]  你會發現不是只有在很遠邊的
[00:07:36.000 --> 00:07:39.000]  是這個某某人的家庭裡面
[00:07:39.000 --> 00:07:40.000]  誰誰誰
[00:07:40.000 --> 00:07:42.000]  甚至我們自己的教會的人
[00:07:42.000 --> 00:07:43.000]  瞳孔等等
[00:07:43.000 --> 00:07:45.000]  我們就看見好像感覺
[00:07:45.000 --> 00:07:48.000]  有點感覺那個疫情好像有點
[00:07:48.000 --> 00:07:51.000]  就開始已經迫近我們那種感覺
[00:07:51.000 --> 00:07:55.000]  有沒有
[00:07:55.000 --> 00:07:57.000]  但是庸子妹
[00:07:57.000 --> 00:07:58.000]  在這種情況之下
[00:07:58.000 --> 00:07:59.000]  神的兒女們
[00:07:59.000 --> 00:08:02.000]  我們該怎麼辦
[00:08:02.000 --> 00:08:03.000]  在這種情況之下
[00:08:03.000 --> 00:08:05.000]  我們我們才該怎麼辦
[00:08:05.000 --> 00:08:08.000]  其實在這個地方講到天崩地裂的時候
[00:08:08.000 --> 00:08:10.000]  事實上不是現在的情形
[00:08:10.000 --> 00:08:14.000]  這個情況講的是那個大災難開始的時候
[00:08:14.000 --> 00:08:15.000]  那個東西
[00:08:15.000 --> 00:08:16.000]  可能我們
[00:08:16.000 --> 00:08:17.000]  我不曉得
[00:08:17.000 --> 00:08:18.000]  也許在我們今天這個世代
[00:08:18.000 --> 00:08:19.000]  我們就可以經驗
[00:08:19.000 --> 00:08:23.000]  我真是禱告求主保守我們
[00:08:23.000 --> 00:08:25.000]  今年的信息很重要
[00:08:25.000 --> 00:08:28.000]  庸子妹你看見天崩地裂
[00:08:28.000 --> 00:08:30.000]  啟示律提到這個幕後的災難的時候
[00:08:30.000 --> 00:08:34.000]  那個天崩地裂到後面七號七晚的那個審判更厲害
[00:08:34.000 --> 00:08:36.000]  還沒有還沒講到那邊
[00:08:36.000 --> 00:08:37.000]  在這個地方
[00:08:37.000 --> 00:08:40.000]  誰能站得住呢
[00:08:40.000 --> 00:08:47.000]  啟示律第六章十五十七節就最後用這一句問話
[00:08:47.000 --> 00:08:51.000]  結果第七章的一開始
[00:08:51.000 --> 00:08:55.000]  約翰看到了一線生機
[00:08:55.000 --> 00:08:58.000]  他看到什麼
[00:08:58.000 --> 00:09:00.000]  他看到他說
[00:09:00.000 --> 00:09:04.000]  此後我看見四位天使站在地的四角
[00:09:04.000 --> 00:09:07.000]  執掌地上四方的風
[00:09:07.000 --> 00:09:13.000]  叫風不吹在地上海上和樹上
[00:09:13.000 --> 00:09:14.000]  好這個地方
[00:09:14.000 --> 00:09:16.000]  這個地方請注意
[00:09:16.000 --> 00:09:17.000]  他說約翰
[00:09:17.000 --> 00:09:22.000]  他說我看見四個天使站在地的四角
[00:09:22.000 --> 00:09:25.000]  這個地方不是在告訴你天象學
[00:09:25.000 --> 00:09:29.000]  這個地球學地球是圓的地球是方的
[00:09:29.000 --> 00:09:32.000]  這個地方四角是在形容什麼
[00:09:32.000 --> 00:09:36.000]  四角在形容地球的各個角落
[00:09:36.000 --> 00:09:37.000]  各個角落
[00:09:37.000 --> 00:09:41.000]  所以他的意思就是指的是整個全世界
[00:09:41.000 --> 00:09:44.000]  我們中文講一句話講說四面怎麼樣
[00:09:44.000 --> 00:09:46.000]  八方對不對四面八方
[00:09:46.000 --> 00:09:47.000]  那個意思是什麼
[00:09:47.000 --> 00:09:50.000]  就是全世界就是全部了全地了
[00:09:50.000 --> 00:09:54.000]  所以在這裡講地上的四角
[00:09:54.000 --> 00:09:58.000]  這個四個天使站在地的四角在做什麼呢
[00:09:58.000 --> 00:10:04.000]  他們在執掌地上四方的風
[00:10:04.000 --> 00:10:10.000]  風在就約的時候
[00:10:10.000 --> 00:10:12.000]  它是代表什麼呢
[00:10:12.000 --> 00:10:17.000]  風在就約的時候通常是在形容神的正路
[00:10:17.000 --> 00:10:22.000]  還有神施行審判的這種代表或者是說工具
[00:10:22.000 --> 00:10:27.000]  所以譬如說剛才這個經文我不一一念了
[00:10:27.000 --> 00:10:30.000]  如果你回去查考在獵王記上
[00:10:30.000 --> 00:10:32.000]  還有這個詩篇耶利米蘇
[00:10:32.000 --> 00:10:34.000]  在這個地方經文裡面
[00:10:34.000 --> 00:10:37.000]  他就提到好像提到這個風來的時候
[00:10:37.000 --> 00:10:40.000]  他提到是一種審判
[00:10:40.000 --> 00:10:42.000]  那麼他提到也形容說
[00:10:42.000 --> 00:10:46.000]  當這個敵人來攻擊的時候如風一樣
[00:10:46.000 --> 00:10:47.000]  所以那代表戰爭
[00:10:47.000 --> 00:10:50.000]  所以你可以看見不管是他戰爭也好
[00:10:50.000 --> 00:10:52.000]  或者是代表這個災難也好
[00:10:52.000 --> 00:10:55.000]  這個代表是一個全世界性的災難
[00:10:55.000 --> 00:11:00.000]  或者是全球性的一個戰爭
[00:11:00.000 --> 00:11:02.000]  那麼四位天使執掌
[00:11:02.000 --> 00:11:04.000]  執掌就是管理的意思
[00:11:04.000 --> 00:11:06.000]  執掌四方的風是什麼意思呢
[00:11:06.000 --> 00:11:12.000]  就是這四位天使他來掌管神要毀滅世界的災難
[00:11:12.000 --> 00:11:15.000]  或者是這一個審判
[00:11:15.000 --> 00:11:21.000]  這四位天使他們在那邊執掌他們在管理
[00:11:21.000 --> 00:11:26.000]  然後他就看見這四位天使
[00:11:26.000 --> 00:11:32.000]  這四位掌管全球性災難的這四位天使
[00:11:32.000 --> 00:11:38.000]  他叫風不吹在地上海上和樹上
[00:11:38.000 --> 00:11:42.000]  換句話說就是他止住
[00:11:42.000 --> 00:11:46.000]  他讓這個災難不臨到
[00:11:46.000 --> 00:11:48.000]  親愛的同事們我們看見一件事情
[00:11:48.000 --> 00:11:50.000]  這一節生機讓我們看見一件事情
[00:11:50.000 --> 00:11:52.000]  當天崩地裂的時候
[00:11:52.000 --> 00:11:56.000]  仍然有一線的生機
[00:11:56.000 --> 00:12:00.000]  我們從歷史上面我們可以看見這件事情
[00:12:00.000 --> 00:12:02.000]  我們從歷史上面我們可以看見
[00:12:02.000 --> 00:12:04.000]  首先我們看見
[00:12:04.000 --> 00:12:08.000]  從亞當夏娃犯罪開始
[00:12:08.000 --> 00:12:10.000]  丁慧珍我們都很清楚知道亞當夏娃犯罪
[00:12:10.000 --> 00:12:13.000]  亞當夏娃犯罪是因為不聽上帝的話對不對
[00:12:13.000 --> 00:12:16.000]  上帝告訴他我這不可以吃他們就吃了
[00:12:16.000 --> 00:12:17.000]  所以他犯罪
[00:12:17.000 --> 00:12:19.000]  那麼當亞當夏娃犯罪之後
[00:12:19.000 --> 00:12:21.000]  丁慧珍請告訴我一件事情
[00:12:21.000 --> 00:12:27.000]  亞當夏娃犯罪之後
[00:12:27.000 --> 00:12:31.000]  上帝跟夏娃講了一句什麼話
[00:12:31.000 --> 00:12:36.000]  亞當被做主對不對
[00:12:36.000 --> 00:12:40.000]  上帝跟亞當說你要汗流滿面怎麼樣
[00:12:40.000 --> 00:12:42.000]  才得糊口
[00:12:42.000 --> 00:12:44.000]  那夏娃呢
[00:12:44.000 --> 00:12:46.000]  上帝跟夏娃說什麼
[00:12:46.000 --> 00:12:50.000]  他說你要受生產之苦是不是
[00:12:50.000 --> 00:12:53.000]  好那丁慧珍妹
[00:12:53.000 --> 00:12:56.000]  可是在那個時候在創世紀裡面
[00:12:56.000 --> 00:12:59.000]  第三章十五節提到什麼
[00:12:59.000 --> 00:13:02.000]  女人的後裔要傷他的頭
[00:13:02.000 --> 00:13:05.000]  就是指什麼指魔鬼的頭
[00:13:05.000 --> 00:13:07.000]  那個女人的後裔指誰呢
[00:13:07.000 --> 00:13:11.000]  那個女人的後裔就是指的什麼
[00:13:11.000 --> 00:13:13.000]  耶穌基督看到沒有
[00:13:13.000 --> 00:13:19.000]  所以我們看見在這個伊甸園的這個罪惡
[00:13:19.000 --> 00:13:22.000]  在伊甸園的這一個審判的裡面
[00:13:22.000 --> 00:13:25.000]  上帝留下了一線生機
[00:13:25.000 --> 00:13:27.000]  就是女人的後裔
[00:13:27.000 --> 00:13:30.000]  那麼接著我們看這個
[00:13:30.000 --> 00:13:33.000]  創世紀第七章第一節裡面講到
[00:13:33.000 --> 00:13:35.000]  這個洪水滅世對不對
[00:13:35.000 --> 00:13:40.000]  那個當時候犯罪人的那個罪惡
[00:13:40.000 --> 00:13:42.000]  升達天庭
[00:13:42.000 --> 00:13:44.000]  罪惡到了一個地步
[00:13:44.000 --> 00:13:46.000]  真是罪惡滿盈
[00:13:46.000 --> 00:13:49.000]  我們中國人講說罪惡滿盈
[00:13:49.000 --> 00:13:51.000]  上達天庭
[00:13:51.000 --> 00:13:52.000]  所以這個洪水
[00:13:52.000 --> 00:13:56.000]  神就派洪水要來滅世對不對
[00:13:56.000 --> 00:14:00.000]  要來毀滅了當時候的這個世界
[00:14:00.000 --> 00:14:01.000]  那丟著唄
[00:14:01.000 --> 00:14:05.000]  那整個世界的所有一切通通被毀滅了
[00:14:05.000 --> 00:14:07.000]  只有誰沒有被毀滅
[00:14:07.000 --> 00:14:10.000]  羅亞一家對不對
[00:14:10.000 --> 00:14:12.000]  羅亞一家
[00:14:12.000 --> 00:14:13.000]  親愛的同志們
[00:14:13.000 --> 00:14:17.000]  方舟在這個神毀滅世界的當中
[00:14:17.000 --> 00:14:19.000]  神留下了一線生機
[00:14:19.000 --> 00:14:21.000]  就是藉著方舟
[00:14:21.000 --> 00:14:23.000]  藉著這個方舟
[00:14:23.000 --> 00:14:26.000]  使得羅亞一家八口都得救了
[00:14:26.000 --> 00:14:29.000]  這一個例子告訴我們一件事情
[00:14:29.000 --> 00:14:30.000]  親愛的同志們
[00:14:30.000 --> 00:14:34.000]  神的救恩是給誰的
[00:14:34.000 --> 00:14:36.000]  給那相信的人
[00:14:36.000 --> 00:14:38.000]  羅亞為什麼能夠進方舟
[00:14:38.000 --> 00:14:39.000]  上帝告訴羅亞
[00:14:39.000 --> 00:14:41.000]  你要去找方舟
[00:14:41.000 --> 00:14:42.000]  就像今天同志們
[00:14:42.000 --> 00:14:43.000]  很簡單一件事情
[00:14:43.000 --> 00:14:46.000]  現在大太陽的
[00:14:46.000 --> 00:14:48.000]  然後今天上帝跟你說
[00:14:48.000 --> 00:14:51.000]  你要去買雨傘
[00:14:51.000 --> 00:14:53.000]  因為呢
[00:14:53.000 --> 00:14:54.000]  為什麼
[00:14:54.000 --> 00:14:56.000]  你要準備下雨了
[00:14:56.000 --> 00:14:57.000]  明明大太陽
[00:14:57.000 --> 00:14:58.000]  我今天早上出來的時候
[00:14:58.000 --> 00:15:00.000]  還跟師母禱告感謝詹美祖
[00:15:00.000 --> 00:15:02.000]  這個大太陽
[00:15:02.000 --> 00:15:04.000]  這個復活得生的早晨
[00:15:04.000 --> 00:15:05.000]  感謝詹美祖
[00:15:05.000 --> 00:15:06.000]  你就是陽
[00:15:06.000 --> 00:15:07.000]  你的光就是世界的光
[00:15:07.000 --> 00:15:08.000]  我還這樣禱告
[00:15:08.000 --> 00:15:09.000]  那結果呢
[00:15:09.000 --> 00:15:11.000]  假設說剛才
[00:15:11.000 --> 00:15:12.000]  主跟你說
[00:15:12.000 --> 00:15:13.000]  去買太陽
[00:15:13.000 --> 00:15:15.000]  買這個雨傘
[00:15:15.000 --> 00:15:17.000]  你會不會去買
[00:15:17.000 --> 00:15:19.000]  你會不會去買
[00:15:19.000 --> 00:15:21.000]  你說
[00:15:21.000 --> 00:15:24.000]  這是不是主跟我說的
[00:15:24.000 --> 00:15:26.000]  還是我自己亂想
[00:15:26.000 --> 00:15:27.000]  是嗎
[00:15:27.000 --> 00:15:28.000]  親愛的同志們
[00:15:28.000 --> 00:15:29.000]  很多時候我們會不會
[00:15:29.000 --> 00:15:30.000]  也是這樣子一種態度
[00:15:30.000 --> 00:15:31.000]  讀聖經的時候
[00:15:31.000 --> 00:15:32.000]  我們讀了神的話
[00:15:32.000 --> 00:15:34.000]  我們覺得這是主跟我說嗎
[00:15:34.000 --> 00:15:37.000]  還是我今天剛好讀到
[00:15:37.000 --> 00:15:39.000]  親愛的同志們
[00:15:39.000 --> 00:15:41.000]  你要有一個信
[00:15:41.000 --> 00:15:43.000]  你對神的話要有信心
[00:15:43.000 --> 00:15:45.000]  是不是
[00:15:45.000 --> 00:15:48.000]  所以當這個羅亞
[00:15:48.000 --> 00:15:49.000]  那個時候
[00:15:49.000 --> 00:15:52.000]  神跟他說要去造方舟的時候
[00:15:52.000 --> 00:15:53.000]  他沒有辦法
[00:15:53.000 --> 00:15:54.000]  他不可能知道
[00:15:54.000 --> 00:15:56.000]  他也沒有辦法想像
[00:15:56.000 --> 00:15:58.000]  那個洪水
[00:15:58.000 --> 00:16:00.000]  四十天不停地下
[00:16:00.000 --> 00:16:01.000]  大到一個地步
[00:16:01.000 --> 00:16:02.000]  到今天
[00:16:02.000 --> 00:16:03.000]  我想我們還沒有經歷過
[00:16:03.000 --> 00:16:04.000]  這種洪水吧
[00:16:04.000 --> 00:16:05.000]  我看我們
[00:16:05.000 --> 00:16:06.000]  我們在這裡活著的人
[00:16:06.000 --> 00:16:08.000]  都還沒經歷過這種洪水
[00:16:08.000 --> 00:16:09.000]  這種洪水是一個
[00:16:09.000 --> 00:16:10.000]  全普世性的
[00:16:10.000 --> 00:16:12.000]  我們沒有辦法想像的
[00:16:12.000 --> 00:16:14.000]  上帝曾經做過這樣的事情
[00:16:14.000 --> 00:16:16.000]  讓洪水淹沒了整個世界
[00:16:16.000 --> 00:16:17.000]  親愛的同志們
[00:16:17.000 --> 00:16:18.000]  羅亞一家因為相信
[00:16:18.000 --> 00:16:20.000]  羅亞因為相信
[00:16:20.000 --> 00:16:21.000]  他就進入這個方舟了
[00:16:21.000 --> 00:16:22.000]  那麼請問
[00:16:22.000 --> 00:16:23.000]  這個羅亞進方舟
[00:16:23.000 --> 00:16:25.000]  是一個人進去呢
[00:16:25.000 --> 00:16:28.000]  還是他一家進去
[00:16:28.000 --> 00:16:29.000]  一家進去
[00:16:29.000 --> 00:16:30.000]  同志們
[00:16:30.000 --> 00:16:31.000]  所以這是一個
[00:16:31.000 --> 00:16:33.000]  聖經告訴我們很重要的一件事情
[00:16:33.000 --> 00:16:35.000]  你不要只是一個人信耶穌
[00:16:35.000 --> 00:16:36.000]  你信了耶穌
[00:16:36.000 --> 00:16:37.000]  你要相信一件事情
[00:16:37.000 --> 00:16:39.000]  上帝要藉著你
[00:16:39.000 --> 00:16:41.000]  帶領你的全家都進方舟
[00:16:41.000 --> 00:16:43.000]  所以你全家還沒有信耶穌的
[00:16:43.000 --> 00:16:45.000]  你是那一個很關鍵的人
[00:16:45.000 --> 00:16:46.000]  你不要說等著牧師來
[00:16:46.000 --> 00:16:47.000]  等著誰來
[00:16:47.000 --> 00:16:49.000]  就是你
[00:16:49.000 --> 00:16:51.000]  因為你是那謀恩的那一個人
[00:16:51.000 --> 00:16:52.000]  你要有信心相信說
[00:16:52.000 --> 00:16:54.000]  你要在主的面前宣教說
[00:16:54.000 --> 00:16:57.000]  這個我們全家當信主耶穌
[00:16:57.000 --> 00:16:59.000]  你和你一家都必得救
[00:16:59.000 --> 00:17:02.000]  Amen
[00:17:02.000 --> 00:17:05.000]  那麼第二個
[00:17:05.000 --> 00:17:06.000]  好
[00:17:06.000 --> 00:17:09.000]  接著我們看
[00:17:09.000 --> 00:17:11.000]  初蓋基經裡面也提到
[00:17:11.000 --> 00:17:12.000]  提到什麼
[00:17:12.000 --> 00:17:15.000]  提到這個育月節的事情
[00:17:15.000 --> 00:17:18.000]  育月節是怎麼來的
[00:17:18.000 --> 00:17:19.000]  育月節就是
[00:17:19.000 --> 00:17:23.000]  摩西要把以色列人帶出埃及的時候
[00:17:23.000 --> 00:17:24.000]  還記得嗎
[00:17:24.000 --> 00:17:25.000]  行了十齋對不對
[00:17:25.000 --> 00:17:28.000]  其中最關鍵最厲害的就是什麼呢
[00:17:28.000 --> 00:17:32.000]  就是他要殺埃及人的長子
[00:17:32.000 --> 00:17:34.000]  那麼上帝就跟以色列人講說
[00:17:34.000 --> 00:17:36.000]  你們只有在
[00:17:36.000 --> 00:17:38.000]  你們要殺羊羔
[00:17:38.000 --> 00:17:42.000]  然後用羊羔的血塗門楣
[00:17:42.000 --> 00:17:45.000]  那麼我要派秘密的天使
[00:17:45.000 --> 00:17:47.000]  如果天使看到這個門楣上面有血
[00:17:47.000 --> 00:17:51.000]  就知道這個是以色列人
[00:17:51.000 --> 00:17:54.000]  他就不會要去滅他們
