
[00:00:00.000 --> 00:00:02.600]  各位大家好 早安
[00:02:27.600 --> 00:02:32.320]  會不會這樣呢?
[00:02:32.320 --> 00:02:37.840]  當我們去想團契是一個怎樣的處境的時候
[00:02:37.840 --> 00:02:45.280]  我們會不會覺得應該按照我們的年齡層
[00:02:45.280 --> 00:02:48.680]  我們有共同的興趣
[00:02:48.680 --> 00:02:51.400]  以致我們劃分我們的團契
[00:02:51.400 --> 00:02:54.560]  以致我們能夠志趣相投的時候
[00:02:54.560 --> 00:03:01.840]  我們能夠更加做到我們的團契生活
[00:03:01.840 --> 00:03:05.400]  當我們回到教會久一點的時候
[00:03:05.400 --> 00:03:08.080]  我們會說一個這樣的說法
[00:03:08.080 --> 00:03:10.800]  就是我們要彼此相交
[00:03:10.800 --> 00:03:16.000]  其實相交這個字是從聖經而來的
[00:03:16.000 --> 00:03:19.960]  是聖經的用語
[00:03:19.960 --> 00:03:24.880]  剛才我們讀這段經文 有讀過
[00:03:24.880 --> 00:03:30.440]  簡單地說就是相交等同團契生活
[00:03:30.440 --> 00:03:32.960]  我之後會再解釋
[00:03:32.960 --> 00:03:42.280]  但是我們想想團契生活應該是怎樣的一回事呢?
[00:03:42.280 --> 00:03:46.320]  有一個今天的說法
[00:03:46.320 --> 00:03:52.240]  團契或小組是提供一個靈明成長的環境
[00:03:52.240 --> 00:03:56.600]  讓我們能夠彼此關顧、服侍、激發愛心
[00:03:56.600 --> 00:04:00.400]  經歷神的真實
[00:04:00.400 --> 00:04:07.880]  我想整體上大家對這個定義都會同意
[00:04:07.880 --> 00:04:12.560]  但是團契是否就是這麼簡單
[00:04:12.560 --> 00:04:17.200]  說我們跟弟兄姊妹之間的關係呢?
[00:04:17.200 --> 00:04:19.720]  我們今天看這段經文的時候
[00:04:19.720 --> 00:04:24.280]  我們可以再看多一點
[00:04:24.280 --> 00:04:27.880]  當然我們說我們作為一個基督徒的時候
[00:04:27.880 --> 00:04:32.040]  大家可能初信的時候
[00:04:32.040 --> 00:04:37.440]  接受栽培可能都見過這幅差不多的圖畫
[00:04:37.440 --> 00:04:43.960]  就是說我們的生命的中心是基督
[00:04:43.960 --> 00:04:50.240]  當我們有基督在我們生命的中心的時候
[00:04:50.240 --> 00:04:53.040]  我們以一個直向的關係
[00:04:53.040 --> 00:04:56.560]  就是藉著祈禱和讀神的話語
[00:04:56.560 --> 00:04:59.720]  我們能夠認識上帝
[00:04:59.720 --> 00:05:03.360]  但是我們更加有一個橫向的關係
[00:05:03.360 --> 00:05:10.640]  就是我們對這個世界未信的朋友作見證
[00:05:10.640 --> 00:05:12.040]  見證耶穌基督
[00:05:12.040 --> 00:05:14.840]  另一方面 我們另一個橫向關係
[00:05:14.840 --> 00:05:21.320]  就是我們教會弟兄姊妹肢體之間的相交
[00:05:21.320 --> 00:05:22.520]  大家都很同意
[00:05:22.520 --> 00:05:29.120]  這是我們整個基督徒生命的重要性
[00:05:29.120 --> 00:05:35.600]  我們回到今天我們讀這段經文的內容的時候
[00:05:35.600 --> 00:05:37.760]  《約翰一書》
[00:05:37.760 --> 00:05:43.440]  大家對《約翰一書》有沒有什麼印象?
[00:05:43.440 --> 00:05:49.360]  大家有沒有讀過《約翰一書》最少一次的?
[00:05:49.360 --> 00:05:51.680]  最少一次 OK
[00:05:51.680 --> 00:05:56.600]  其他沒讀過 是吧? OK
[00:05:56.600 --> 00:06:02.800]  不要緊 我們就嘗試看一看
[00:06:02.800 --> 00:06:05.120]  今天這段經文《約翰一書》的第一章
[00:06:05.120 --> 00:06:08.600]  其實這本書不長 只有五章
[00:06:08.600 --> 00:06:15.600]  鼓勵大家細讀這本書
[00:06:15.600 --> 00:06:21.960]  而我們去看這段經文的起點的時候
[00:06:21.960 --> 00:06:24.560]  大家可能有個發現
[00:06:24.560 --> 00:06:27.280]  這一章的三到七節當中
[00:06:27.280 --> 00:06:33.560]  其實連續有四次「相交」這個字出現
[00:06:33.560 --> 00:06:35.560]  很特別的
[00:06:35.560 --> 00:06:39.000]  而我們看《新約聖經》的內容的時候
[00:06:39.000 --> 00:06:41.800]  「相交」這個字在另一本書
[00:06:41.800 --> 00:06:45.600]  在哥倫多後書出現得很多
[00:06:45.600 --> 00:06:48.640]  不過都是比較分散一點
[00:06:48.640 --> 00:06:54.240]  但是如果集中地「相交」這個字
[00:06:54.240 --> 00:06:59.600]  在三到七節當中出現了四次
[00:06:59.600 --> 00:07:02.080]  就唯一在《約翰一書》出現
[00:07:02.080 --> 00:07:06.240]  所以我們可以很肯定地說
[00:07:06.240 --> 00:07:14.040]  《約翰一書》其中一個很重要的主題是「相交」
[00:07:14.040 --> 00:07:17.080]  那什麼叫「相交」呢?
[00:07:17.080 --> 00:07:21.840]  我們剛才很簡單地說「相交」就是團契
[00:07:21.840 --> 00:07:27.000]  而我們再看清楚這個字的意思的時候
[00:07:27.000 --> 00:07:30.720]  在我們中文的不同翻譯本裡面
[00:07:30.720 --> 00:07:33.680]  有不同的說法
[00:07:33.680 --> 00:07:36.360]  《栗鎮忠》說「團契」
[00:07:36.360 --> 00:07:38.640]  《新約本》說「彼此相通」
[00:07:38.640 --> 00:07:42.160]  《新漢語》說「契合相交」
[00:07:42.160 --> 00:07:47.240]  《環球聖經》說「親密的契交」
[00:07:47.240 --> 00:07:54.800]  不同的形容詞都好像說一個很親密的關係
[00:07:54.800 --> 00:08:01.120]  但是基本上在大部分的英語翻譯
[00:08:01.120 --> 00:08:07.760]  Kane、James、NIV、ESV、NASB、NetBible
[00:08:07.760 --> 00:08:09.880]  其實都是翻譯同一個字
[00:08:09.880 --> 00:08:14.520]  Fellowship 即是「團契」
[00:08:14.520 --> 00:08:19.000]  我們剛才說了團契的定義
[00:08:19.000 --> 00:08:21.240]  小組團的定義
[00:08:21.240 --> 00:08:27.760]  似乎是說我們和弟兄姊妹之間的關係
[00:08:27.760 --> 00:08:30.800]  但是我們再看清楚
[00:08:30.800 --> 00:08:36.640]  「團契」在新約不同的經文裡面
[00:08:36.640 --> 00:08:39.640]  其實是一個怎樣的理解
[00:08:39.640 --> 00:08:43.760]  我們看看哥倫多前書一章
[00:08:43.760 --> 00:08:47.400]  這段經文說「神是信實的你們
[00:08:47.400 --> 00:08:51.280]  原是他所召,好與他而止
[00:08:51.280 --> 00:08:54.680]  我們主耶穌基督一同得分」
[00:08:54.680 --> 00:08:59.080]  「得分」這個字就是「相交」、「團契」
[00:08:59.080 --> 00:09:04.240]  其實這是一個分享的意念
[00:09:04.240 --> 00:09:09.440]  第二,如果我們從《仕途行傳》二章四十二節說
[00:09:09.440 --> 00:09:14.440]  「都恆心遵守仕途的教訓彼此交接」
[00:09:14.440 --> 00:09:17.040]  「交接」這個字也是「相交」
[00:09:17.040 --> 00:09:19.560]  他們去抹餅祈禱
[00:09:19.560 --> 00:09:24.240]  這裡似乎和我們一般的意念更加清晰
[00:09:24.240 --> 00:09:31.440]  就是說弟兄姊妹之間彼此聯絡的處境
[00:09:31.440 --> 00:09:35.920]  第三個「相交」這個意念有點特別
[00:09:35.920 --> 00:09:38.160]  在哥倫多後書的九章十三節
[00:09:38.160 --> 00:09:43.160]  這裡說「他們從者供給事上得了憑據
[00:09:43.160 --> 00:09:45.160]  知道你們承認基督
[00:09:45.160 --> 00:09:50.760]  順服他的福音,多多地捐錢」
[00:09:50.760 --> 00:09:53.160]  其實這個字是「相交」
[00:09:53.160 --> 00:10:01.360]  「給他們和眾人使將榮耀歸於神」
[00:10:01.360 --> 00:10:05.960]  所以這裡所說的「相交」或「團契」
[00:10:05.960 --> 00:10:07.840]  是一個捐獻的意思
[00:10:07.840 --> 00:10:10.760]  所以中文的翻譯是這樣做的
[00:10:10.760 --> 00:10:14.560]  其實這個「相交」或「團契」
[00:10:14.560 --> 00:10:22.560]  在新約的理念裡有不同的層次
[00:10:22.560 --> 00:10:26.560]  回到今天我們說這段經文的時候
[00:10:26.560 --> 00:10:32.360]  我想有三個主題想和大家分享
[00:10:32.360 --> 00:10:37.960]  我們如何活出一個合神心意的團契生活
[00:10:37.960 --> 00:10:44.960]  第一點:我們首先要和基督的生命連結
[00:10:44.960 --> 00:10:48.760]  第二:我們需要認識神
[00:10:48.760 --> 00:10:55.360]  第三:我們要向神認罪
[00:10:55.360 --> 00:11:02.960]  第一點:一章一到四節的大主題
[00:11:02.960 --> 00:11:05.960]  是要連結基督的生命
[00:11:05.960 --> 00:11:09.160]  因為一章三節這樣說
[00:11:09.160 --> 00:11:12.560]  「我們將所看見所聽見的傳給你們
[00:11:12.560 --> 00:11:14.760]  使你們與我們相交
[00:11:14.760 --> 00:11:22.760]  乃是與父並他兒子耶穌基督相交的」
[00:11:22.760 --> 00:11:26.360]  如果我們仔細看這一節的經文
[00:11:26.360 --> 00:11:28.560]  其實是在說這件事
[00:11:28.560 --> 00:11:31.160]  我們弟兄姊妹之間
[00:11:31.160 --> 00:11:36.560]  能夠有一個好的團契生活
[00:11:36.560 --> 00:11:39.760]  背後有一個原因
[00:11:39.760 --> 00:11:46.760]  我們教會不是一個社區團體
[00:11:46.760 --> 00:11:50.360]  你來參加一些社康活動
[00:11:50.360 --> 00:11:53.760]  大家來社交一下、玩一下
[00:11:53.760 --> 00:11:55.760]  不是這麼簡單
[00:11:55.760 --> 00:11:58.560]  我們背後有一個很重要的原因
[00:11:58.560 --> 00:12:03.360]  是因為首先我們自己
[00:12:03.360 --> 00:12:07.560]  是與父和耶穌基督
[00:12:07.560 --> 00:12:13.160]  首先有一個團契的生活
[00:12:13.160 --> 00:12:16.160]  因為這樣的緣故
[00:12:16.160 --> 00:12:18.560]  這是背後的一個原因
[00:12:18.560 --> 00:12:29.760]  我們能夠與弟兄姊妹之間有相交的生活
[00:12:29.760 --> 00:12:35.160]  我們如何能夠與父和耶穌基督有相交的生活?
[00:12:35.160 --> 00:12:42.960]  用剛才我介紹的三個理念分享的理念
[00:12:42.960 --> 00:12:45.560]  首先有一個分享的理念
[00:12:45.560 --> 00:12:48.360]  這段經文一章二節說
[00:12:48.360 --> 00:12:50.960]  「這生命已經顯現出來
[00:12:50.960 --> 00:12:53.360]  我們也看見過
[00:12:53.360 --> 00:12:55.760]  現在又作見證
[00:12:55.760 --> 00:12:57.760]  願與父同在
[00:12:57.760 --> 00:13:02.760]  並顯現與我們那永遠的生命全給你們」
[00:13:02.760 --> 00:13:06.360]  這段經文告訴我們
[00:13:06.360 --> 00:13:11.560]  基督首先願意分享祂的生命給我們
[00:13:11.560 --> 00:13:17.760]  所以我們能夠與父和耶穌基督
[00:13:17.760 --> 00:13:20.960]  有一個團契
[00:13:20.960 --> 00:13:22.960]  另一方面
[00:13:22.960 --> 00:13:30.760]  我們如何與基督有彼此聯絡的關係?
[00:13:30.760 --> 00:13:36.360]  回到剛才的十字圖畫
[00:13:36.360 --> 00:13:38.760]  基督在中心的時候
[00:13:38.760 --> 00:13:40.960]  我們藉著禱告
[00:13:40.960 --> 00:13:48.560]  將我們的心思、意念、心底的處境
[00:13:48.560 --> 00:13:54.560]  向神、向基督說出來
[00:13:54.560 --> 00:13:55.560]  但另一方面
[00:13:55.560 --> 00:13:58.560]  我們藉著讀上帝的話語
[00:13:58.560 --> 00:14:02.560]  我們能夠明白神的心意
[00:14:02.560 --> 00:14:06.160]  我們能夠明白基督的心意
[00:14:06.160 --> 00:14:10.360]  藉著這個靈修的過程
[00:14:10.360 --> 00:14:21.360]  我們與主耶穌基督有彼此聯絡的關係
[00:14:21.360 --> 00:14:29.760]  至於捐獻的部分是怎樣呢?
[00:14:29.760 --> 00:14:32.960]  我們看看在約翰福音裏
[00:14:32.960 --> 00:14:35.560]  我們很熟悉的那段經文
[00:14:35.560 --> 00:14:37.560]  約翰福音三章十六節
[00:14:37.560 --> 00:14:42.560]  是我們信仰一個很核心的內容
[00:14:42.560 --> 00:14:43.560]  這裏說:
[00:14:43.560 --> 00:14:48.560]  「神愛世人,甚至將祂的獨生子賜給他們
[00:14:48.560 --> 00:14:55.360]  叫一切相信的不致滅亡,反得永生」
[00:14:55.360 --> 00:14:57.760]  父上帝愛我們
[00:14:57.760 --> 00:15:04.360]  將祂的獨生子捐獻出來送給我們
[00:15:04.360 --> 00:15:08.360]  以致當我們願意相信的時候
[00:15:08.360 --> 00:15:14.360]  我們就能夠承受祂賜給我們的永生
[00:15:14.360 --> 00:15:19.760]  所以這裏上帝將祂的獨生子賜給我們
[00:15:19.760 --> 00:15:26.960]  都是表達了一個捐獻的言言
[00:15:26.960 --> 00:15:30.360]  所以在這樣的情況之下
[00:15:30.360 --> 00:15:34.360]  我們就是能夠與父上帝和耶穌基督
[00:15:34.360 --> 00:15:40.360]  有那份團契相交的生活
[00:15:40.360 --> 00:15:45.360]  我想和大家分享一個我自己的故事
[00:15:45.360 --> 00:15:50.360]  我在很多年前,三十多年前
[00:15:50.360 --> 00:15:53.360]  來澳洲讀醫科
[00:15:53.360 --> 00:15:55.360]  然後我回到香港做醫生
[00:15:55.360 --> 00:15:58.360]  在政府醫院工作
[00:15:58.360 --> 00:16:03.360]  頭十幾年我和我的上司
[00:16:03.360 --> 00:16:07.360]  這個上司是改裝了的
[00:16:07.360 --> 00:16:09.360]  你不認識他
[00:16:09.360 --> 00:16:15.360]  完全不是這樣的樣子
[00:16:15.360 --> 00:16:19.360]  頭十幾年我和他的關係都非常好
[00:16:19.360 --> 00:16:22.360]  我基本上是他的得力助手
[00:16:22.360 --> 00:16:24.360]  基本上是他的左右手
[00:16:24.360 --> 00:16:26.360]  他很多時候要出去開會
[00:16:26.360 --> 00:16:28.360]  醫院只剩下我一個
[00:16:28.360 --> 00:16:30.360]  基本上我已經打了色
[00:16:30.360 --> 00:16:32.360]  他沒有空做
[00:16:32.360 --> 00:16:36.360]  但十幾年之後有些事情發生了
[00:16:36.360 --> 00:16:41.360]  令到他對我的改觀一百八十度
[00:16:41.360 --> 00:16:46.360]  他甚至去到一個位置
[00:16:46.360 --> 00:16:51.360]  我有一次早上上班開電郵
[00:16:51.360 --> 00:16:57.360]  收到一個三千字的文章
[00:16:57.360 --> 00:17:01.360]  晚上三點鐘送出來
[00:17:01.360 --> 00:17:05.360]  數過有什麼不是
[00:17:05.360 --> 00:17:11.360]  他對我的不滿很嚴峻
[00:17:11.360 --> 00:17:15.360]  有一次有另一個病房護士告訴我
[00:17:15.360 --> 00:17:19.360]  我的上司下班後留下
[00:17:19.360 --> 00:17:23.360]  過去兩個星期病房
[00:17:23.360 --> 00:17:27.360]  不停地看病歷
[00:17:27.360 --> 00:17:29.360]  抄下很多東西
[00:17:29.360 --> 00:17:34.360]  我之後知道他做了什麼
[00:17:34.360 --> 00:17:40.360]  兩個星期後他約我見
[00:17:40.360 --> 00:17:42.360]  然後數我的罪狀
[00:17:42.360 --> 00:17:44.360]  二十種還是三十種
[00:17:44.360 --> 00:17:48.360]  總之我在病房處理病人不理想
[00:17:48.360 --> 00:17:52.360]  逐項逐項向我表達
[00:17:52.360 --> 00:17:57.360]  這裡做得不好 這裡做得不對
[00:17:57.360 --> 00:18:01.360]  在這個過程當中很痛苦
[00:18:01.360 --> 00:18:04.360]  直至有六年的時間
[00:18:04.360 --> 00:18:06.360]  直至他退休為止
[00:18:06.360 --> 00:18:11.360]  這個情況才能夠完結
[00:18:11.360 --> 00:18:15.360]  但在這個過程當中
[00:18:15.360 --> 00:18:18.360]  我可以做的就是
[00:18:18.360 --> 00:18:24.360]  學習和耶穌基督和上帝有傳契
[00:18:24.360 --> 00:18:31.360]  我要將我的難處向上帝祈禱
[00:18:31.360 --> 00:18:33.360]  直接讀他的話語
[00:18:33.360 --> 00:18:38.360]  去嘗試明白上帝的心意
[00:18:38.360 --> 00:18:41.360]  不是馬上有答案
[00:18:41.360 --> 00:18:43.360]  在這個過程當中
[00:18:43.360 --> 00:18:49.360]  有件事發生了
[00:18:49.360 --> 00:18:56.360]  我上師另外做了一件事
[00:18:56.360 --> 00:19:01.360]  就是對我的憎恨去到一個地步
[00:19:01.360 --> 00:19:06.360]  他去到一次門診的處境
[00:19:06.360 --> 00:19:08.360]  因為我在政府醫院工作
[00:19:08.360 --> 00:19:13.360]  門診的模式大家可能以往經驗過
[00:19:13.360 --> 00:19:16.360]  就是你來看專科門診的時候
[00:19:16.360 --> 00:19:18.360]  你不能選醫生
[00:19:18.360 --> 00:19:23.360]  到時隨機看哪個醫生的狀態
[00:19:23.360 --> 00:19:29.360]  所以有一次的狀態就是這樣
[00:19:29.360 --> 00:19:33.360]  我的上師看了一個病人
[00:19:33.360 --> 00:19:36.360]  上一次是我看的
[00:19:36.360 --> 00:19:43.360]  然後他就游說病人去投訴我
[00:19:43.360 --> 00:19:46.360]  他的護士覺得很奇怪
[00:19:46.360 --> 00:19:50.360]  為什麼會游說病人去投訴另一個醫生
[00:19:50.360 --> 00:19:53.360]  她覺得很不明白發生什麼事
[00:19:53.360 --> 00:19:59.360]  她就將這件事跟門診的護士主管分享
[00:19:59.360 --> 00:20:05.360]  然後護士主管跟我說這件事
[00:20:05.360 --> 00:20:07.360]  不知道大家知不知道
[00:20:07.360 --> 00:20:12.360]  其實在香港我們有一個醫生守則
[00:20:12.360 --> 00:20:16.360]  這是醫務委員會發出的守則
[00:20:16.360 --> 00:20:18.360]  醫生的守則就是說
[00:20:18.360 --> 00:20:26.360]  你不可以去游說病人投訴另一個醫生
[00:20:26.360 --> 00:20:32.360]  這是違反醫生守則的元素
[00:20:32.360 --> 00:20:34.360]  當然我也知道
[00:20:34.360 --> 00:20:38.360]  但是他做了這件事
[00:20:38.360 --> 00:20:40.360]  之後的做法就是
[00:20:40.360 --> 00:20:47.360]  我將這件事跟我們的部門主任分享
[00:20:47.360 --> 00:20:50.360]  部門主任聽完也覺得不對勁
[00:20:50.360 --> 00:20:56.360]  所以要求我的上師向我道歉
[00:20:56.360 --> 00:21:03.360]  但是其實我有權去醫務委員會投訴他
[00:21:03.360 --> 00:21:06.360]  這是違反醫生守則
[00:21:06.360 --> 00:21:09.360]  這是不可以做的事
[00:21:09.360 --> 00:21:11.360]  他做了
[00:21:11.360 --> 00:21:16.360]  但是上帝的話語在我的心裏
[00:21:16.360 --> 00:21:19.360]  其實我猶豫了一段時間
[00:21:19.360 --> 00:21:21.360]  但是有一句話
[00:21:21.360 --> 00:21:25.360]  上帝的話語在我心裏
[00:21:25.360 --> 00:21:29.360]  不斷地浮現
[00:21:29.360 --> 00:21:35.360]  就是「身冤在我,我必報應」
[00:21:35.360 --> 00:21:37.360]  我有權做這件事
[00:21:37.360 --> 00:21:40.360]  但是上帝的話提醒我
[00:21:40.360 --> 00:21:43.360]  上帝會對付他
[00:21:43.360 --> 00:21:47.360]  不用我出手去對付他
[00:21:47.360 --> 00:21:51.360]  當然最終的結論就是
[00:21:51.360 --> 00:21:55.360]  我沒有去醫務委員會投訴他
[00:21:55.360 --> 00:21:59.360]  因為上帝的話告訴我
[00:21:59.360 --> 00:22:01.360]  「身冤在我,我必報應」
[00:22:01.360 --> 00:22:08.360]  上帝會知道他的惡的狀態
[00:22:08.360 --> 00:22:13.360]  所以我們去反省一下
[00:22:13.360 --> 00:22:16.360]  我們與耶穌基督的關係是怎樣的
[00:22:16.360 --> 00:22:19.360]  當我們說要跟弟兄姊妹之間
[00:22:19.360 --> 00:22:22.360]  有一個好的團結生活的時候
[00:22:22.360 --> 00:22:25.360]  我們首先要看看
[00:22:25.360 --> 00:22:32.360]  我們自己與耶穌基督的團契是怎樣的
[00:22:32.360 --> 00:22:35.360]  我們有沒有定時
[00:22:35.360 --> 00:22:38.360]  藉著禱告、藉著讀神的話語
[00:22:38.360 --> 00:22:44.360]  與耶穌基督建立團契生活
[00:22:44.360 --> 00:22:46.360]  第二點我想和大家分享
[00:22:46.360 --> 00:22:49.360]  認識神
[00:22:49.360 --> 00:22:56.360]  因為
[00:22:56.360 --> 00:22:58.360]  認識神
[00:22:58.360 --> 00:23:01.360]  在這段經文的第一章
[00:23:01.360 --> 00:23:05.360]  頭兩節的經文說到
[00:23:05.360 --> 00:23:08.360]  司徒約翰的經驗
[00:23:08.360 --> 00:23:10.360]  論到生命之道
[00:23:10.360 --> 00:23:13.360]  就是從起初以有
[00:23:13.360 --> 00:23:18.360]  我們親眼見過、看過、親手觸摸過的
[00:23:18.360 --> 00:23:22.360]  這是司徒約翰自己
[00:23:22.360 --> 00:23:26.360]  親身跟隨耶穌的過程中
[00:23:26.360 --> 00:23:31.360]  他親身經歷過的經驗
[00:23:31.360 --> 00:23:44.360]  所以他與耶穌基督有一個很親密的經驗
[00:23:44.360 --> 00:23:47.360]  而在這個過程當中
[00:23:47.360 --> 00:23:50.360]  約翰接著說
[00:23:50.360 --> 00:23:54.360]  一個很大的宣告就是
[00:23:54.360 --> 00:23:56.360]  第一章五節這裡說
[00:23:56.360 --> 00:23:59.360]  神是光
[00:23:59.360 --> 00:24:03.360]  剛才我們崇拜之前
[00:24:03.360 --> 00:24:04.360]  Nelson的分享
[00:24:04.360 --> 00:24:07.360]  牧師的祈禱裡也說了
[00:24:07.360 --> 00:24:09.360]  神是世界的光
[00:24:09.360 --> 00:24:11.360]  不僅如此
[00:24:11.360 --> 00:24:13.360]  約翰的宣稱就是
[00:24:13.360 --> 00:24:15.360]  神是光
[00:24:15.360 --> 00:24:19.360]  在他裡面毫無黑暗
[00:24:19.360 --> 00:24:23.360]  這個宣告對約翰來說
[00:24:23.360 --> 00:24:28.360]  有什麼特別呢?
[00:24:28.360 --> 00:24:31.360]  他作為猶太人的他
[00:24:31.360 --> 00:24:34.360]  他在《猶約聖經》裡
[00:24:34.360 --> 00:24:38.360]  如何理解神是光呢?
[00:24:38.360 --> 00:24:39.360]  或者我們可以從
[00:24:39.360 --> 00:24:43.360]  《出埃及記》十三章這段經文裡
[00:24:43.360 --> 00:24:47.360]  去看到以色列民族
[00:24:47.360 --> 00:24:52.360]  他們如何經驗神是光
[00:24:52.360 --> 00:24:56.360]  因為當他們在曠野漂流的時候
[00:24:56.360 --> 00:24:59.360]  他們已經出到埃及的時候
[00:24:59.360 --> 00:25:02.360]  上帝如何帶領他們呢?
[00:25:02.360 --> 00:25:06.360]  《出埃及記》十三章二十一到二十二節說
[00:25:06.360 --> 00:25:11.360]  日間耀和華在雲柱中領他們的路
[00:25:11.360 --> 00:25:15.360]  在夜間裡火柱中的光照他們
[00:25:15.360 --> 00:25:18.360]  使他們日夜都可以行走
[00:25:18.360 --> 00:25:21.360]  日間雲柱 夜間有火柱
[00:25:21.360 --> 00:25:26.360]  總不離開百姓的面前
[00:25:26.360 --> 00:25:31.360]  所以他們在被救贖之後
[00:25:31.360 --> 00:25:35.360]  去經歷上帝的光
[00:25:35.360 --> 00:25:40.360]  引領他們 與他們同在
[00:25:40.360 --> 00:25:43.360]  而約翰自己在《約翰福音》裡
[00:25:43.360 --> 00:25:50.360]  如何表達耶穌基督神是光呢?
[00:25:50.360 --> 00:25:54.360]  在《約翰福音》第一章裡
[00:25:54.360 --> 00:26:02.360]  講到施洗約翰的來臨
[00:26:02.360 --> 00:26:11.360]  而施洗約翰來到這個世界的目的
[00:26:11.360 --> 00:26:13.360]  就是要作見證
[00:26:13.360 --> 00:26:17.360]  而且這裡講到他要為光作見證
[00:26:17.360 --> 00:26:21.360]  叫眾人因為可以信他
[00:26:21.360 --> 00:26:26.360]  而他自己本身不是那個光
[00:26:26.360 --> 00:26:28.360]  要為光作見證
[00:26:28.360 --> 00:26:33.360]  這個光是真光 要照耀世上的人
[00:26:33.360 --> 00:26:38.360]  所以繼續在《約翰福音》第八章裡
[00:26:38.360 --> 00:26:42.360]  講到耶穌基督自己宣告
[00:26:42.360 --> 00:26:44.360]  祂是世界的光
[00:26:44.360 --> 00:26:49.360]  跟隨我的就不在黑暗裡
[00:26:49.360 --> 00:26:51.360]  必要得著生命的光
[00:26:51.360 --> 00:26:55.360]  所以這裡很明顯告訴我們
[00:26:55.360 --> 00:26:57.360]  神是光
[00:26:57.360 --> 00:27:01.360]  這個光如何去照耀他們
[00:27:01.360 --> 00:27:05.360]  在以色列的歷史裡被救贖之後
[00:27:05.360 --> 00:27:10.360]  經驗上帝與他們同在 引領他們
[00:27:10.360 --> 00:27:13.360]  所以耶穌基督也同樣宣告
[00:27:13.360 --> 00:27:16.360]  祂是光 照耀我們
[00:27:16.360 --> 00:27:24.360]  令我們不會再在黑暗裡行走
[00:27:24.360 --> 00:27:27.360]  這裡我想和大家分享一個
[00:27:27.360 --> 00:27:32.360]  美國華裔的見證
[00:27:32.360 --> 00:27:38.360]  不知道大家有沒有聽過袁佑軒的故事
[00:27:38.360 --> 00:27:44.360]  他信主之後去攻讀神學
[00:27:44.360 --> 00:27:48.360]  曾經做過慕迪神學院的教授
[00:27:48.360 --> 00:27:54.360]  但在他年幼九歲的時候
[00:27:54.360 --> 00:27:58.360]  在他家裡發現一些色情雜誌
[00:27:58.360 --> 00:28:04.360]  開始感受到在這些色情雜誌的刺激下
[00:28:04.360 --> 00:28:10.360]  對性慾有一個很強的需求
[00:28:10.360 --> 00:28:13.360]  當他去到高中的時候
