
[00:00:00.000 --> 00:00:02.600]  今天大家看的題目叫做「不要等」
[00:01:59.600 --> 00:02:03.520]  我們是慢跑還是超慢跑去跟隨神呢?
[00:02:03.520 --> 00:02:07.840]  中學階段或者小學階段
[00:02:07.840 --> 00:02:10.080]  都聽過一首詩
[00:02:10.080 --> 00:02:13.240]  「勸君莫惜金柳衣」
[00:02:13.240 --> 00:02:15.760]  「勸君莫惜金柳衣」
[00:02:15.760 --> 00:02:17.520]  「勸君惜取少年時」
[00:02:17.520 --> 00:02:18.720]  大家明白了
[00:02:18.720 --> 00:02:21.880]  鼓勵年輕人不要想著穿漂亮的衣服
[00:02:21.880 --> 00:02:23.560]  不需要穿名牌
[00:02:23.560 --> 00:02:25.720]  要趁著年輕的時候
[00:02:25.720 --> 00:02:28.400]  要好好地讀書
[00:02:28.400 --> 00:02:30.800]  現在的小朋友都不用我說了
[00:02:30.800 --> 00:02:31.640]  他小時候
[00:02:31.640 --> 00:02:33.640]  父母兩歲已經叫他讀書了
[00:02:33.640 --> 00:02:34.560]  很慘
[00:02:34.560 --> 00:02:37.960]  但是這首詩提醒
[00:02:37.960 --> 00:02:39.960]  要把握機會
[00:02:39.960 --> 00:02:42.760]  不要等到花開很盛放的時候
[00:02:42.760 --> 00:02:44.880]  應該剪下來做插花的
[00:02:44.880 --> 00:02:47.360]  今天好像沒有插花
[00:02:47.360 --> 00:02:49.720]  可能花凋謝了
[00:02:49.720 --> 00:02:51.280]  「莫待無花空」
[00:02:51.280 --> 00:02:55.640]  不要等花凋謝的時候才剪下來
[00:02:55.640 --> 00:02:57.840]  要把握時間、把握機會
[00:02:57.840 --> 00:03:00.440]  鼓勵年輕人去把握這個時機
[00:03:00.440 --> 00:03:03.680]  剪轉剪轉這首歌唱了幾十年了
[00:03:03.680 --> 00:03:08.480]  我唱了差不多有50年
[00:03:08.480 --> 00:03:10.720]  我已經拿了路由卡了
[00:03:10.720 --> 00:03:12.200]  要唱另一首歌了
[00:03:12.200 --> 00:03:14.960]  不要唱這首歌那麼珍惜機會了
[00:03:14.960 --> 00:03:16.920]  時間無多剩了
[00:03:16.920 --> 00:03:18.680]  「老人之歌」
[00:03:18.680 --> 00:03:20.520]  不知道大家聽過沒有
[00:03:20.520 --> 00:03:23.600]  「一晚通宵唔捱得」
[00:03:23.600 --> 00:03:25.320]  「兩腳無力唔行得」
[00:03:25.320 --> 00:03:27.000]  「三粒藥丸唔少得」
[00:03:27.000 --> 00:03:28.840]  「四次夜尿又唔忍得」
[00:03:28.840 --> 00:03:30.840]  「五更醒咗唔瞓得」
[00:03:30.840 --> 00:03:32.360]  「六種骨痛唔識得」
[00:03:32.360 --> 00:03:34.360]  「七樣凍品唔受得」
[00:03:34.360 --> 00:03:35.760]  「八卦小器唔激得」
[00:03:35.760 --> 00:03:37.120]  「九屎垃圾唔捨得」
[00:03:37.120 --> 00:03:39.120]  「十分鐘後唔記得」
[00:03:39.120 --> 00:03:39.920]  記得嗎?
[00:03:39.920 --> 00:03:41.920]  如果不記得就馬上拍一張照
[00:03:41.920 --> 00:03:44.440]  我想給大家最主要的
[00:03:44.440 --> 00:03:46.240]  如果我是年輕人
[00:03:46.240 --> 00:03:47.920]  家裡有長輩
[00:03:47.920 --> 00:03:50.000]  就想一下他們的情況
[00:03:50.000 --> 00:03:52.200]  我們要關心老人家、長者
[00:03:52.200 --> 00:03:53.760]  他們有這樣的情況
[00:03:53.760 --> 00:03:55.760]  如果我們是長者的時候
[00:03:55.760 --> 00:03:57.760]  這些更加是會心微笑
[00:03:57.760 --> 00:04:00.080]  不要緊,大家是有份的
[00:04:00.080 --> 00:04:01.240]  理不孤單的
[00:04:01.240 --> 00:04:03.240]  總有一件事在你身上發生
[00:04:03.240 --> 00:04:04.320]  我們
[00:04:04.320 --> 00:04:07.600]  先不想太興奮
[00:04:07.600 --> 00:04:09.120]  在這樣的情況之下
[00:04:09.120 --> 00:04:09.960]  怎麼辦呢?
[00:04:09.960 --> 00:04:11.520]  怎麼看我們餘下的人生
[00:04:11.520 --> 00:04:14.400]  或者怎麼看我們有的生命呢?
[00:04:14.400 --> 00:04:17.000]  看回《聖經》的一些人物
[00:04:17.000 --> 00:04:20.800]  雅各很出名
[00:04:20.800 --> 00:04:23.880]  但他的生命裡充滿了很多軟弱
[00:04:23.880 --> 00:04:25.720]  騙爸爸騙媽媽
[00:04:25.720 --> 00:04:28.560]  被人騙、被兒子騙
[00:04:28.560 --> 00:04:29.680]  臨老的時候
[00:04:29.680 --> 00:04:33.080]  他的孫子被人說不見了
[00:04:33.080 --> 00:04:35.920]  最晚年的時候
[00:04:35.920 --> 00:04:36.920]  大饑荒
[00:04:36.920 --> 00:04:38.120]  縱然他有錢也好
[00:04:38.120 --> 00:04:41.280]  大饑荒要走去埃及擲米擲糧
[00:04:41.280 --> 00:04:43.160]  見到法老王的時候
[00:04:43.160 --> 00:04:43.680]  他就說
[00:04:43.680 --> 00:04:46.000]  「我就是世紀居日子一百三十年」
[00:04:46.000 --> 00:04:47.400]  「我一生的年月」
[00:04:47.400 --> 00:04:49.520]  「又短又苦」
[00:04:49.520 --> 00:04:50.800]  是個有錢人
[00:04:50.800 --> 00:04:51.760]  他也說「又短又苦」
[00:04:51.760 --> 00:04:54.520]  可能是向法老炸死了
[00:04:54.520 --> 00:04:57.840]  「比不上我祖先在世紀居日子」
[00:04:57.840 --> 00:04:59.120]  很快的
[00:04:59.120 --> 00:05:00.600]  「又短又苦」
[00:05:00.600 --> 00:05:03.120]  摩西他自己的這首詩裡面
[00:05:03.120 --> 00:05:04.600]  也有這樣的說法
[00:05:04.600 --> 00:05:06.680]  「我們其中所驚誇的」
[00:05:06.680 --> 00:05:08.360]  「可以牙刷的是什麼呢?」
[00:05:08.360 --> 00:05:10.520]  「奴婦受煩轉眼即逝」
[00:05:10.520 --> 00:05:12.360]  「如便飛而去」
[00:05:12.360 --> 00:05:14.600]  一下子就過去了
[00:05:14.600 --> 00:05:17.240]  我記得我第一次在這裡分享的時候
[00:05:17.240 --> 00:05:19.040]  應該是二十多年前了
[00:05:19.040 --> 00:05:20.640]  不知道大家當中有沒有記得
[00:05:20.640 --> 00:05:24.800]  印象我當時很年輕的一個小智
[00:05:24.800 --> 00:05:26.120]  也很年輕的
[00:05:26.120 --> 00:05:28.760]  轉過了二十多年的時候
[00:05:28.760 --> 00:05:30.680]  真的很快就過去了
[00:05:30.680 --> 00:05:33.800]  未來不知道有沒有機會再過二十年
[00:05:33.800 --> 00:05:34.600]  如果是這樣的話
[00:05:34.600 --> 00:05:37.040]  我怎樣去把握我今天的日子呢?
[00:05:37.040 --> 00:05:40.280]  人生是不是這麼苦這麼短呢?
[00:05:40.280 --> 00:05:43.320]  我想到最近在香港那場大火裡面
[00:05:43.320 --> 00:05:45.480]  原來人生的終局
[00:05:45.480 --> 00:05:47.280]  不是一些老人家的事情
[00:05:47.280 --> 00:05:48.640]  可能很年輕的人
[00:05:48.640 --> 00:05:52.560]  隨時一刻都可能灰飛煙滅
[00:05:52.560 --> 00:05:56.040]  到當人生裡面最後一刻的時候
[00:05:56.040 --> 00:05:58.880]  我們有沒有一些遺憾呢?
[00:05:58.880 --> 00:06:01.240]  有時候那些危機管理就覺得
[00:06:01.240 --> 00:06:05.840]  如果我今天只剩下二十四小時的生命
[00:06:05.840 --> 00:06:07.920]  我有沒有一些遺憾的事情
[00:06:07.920 --> 00:06:09.080]  我還沒做
[00:06:09.080 --> 00:06:12.320]  我要趁著這二十四個小時儘快做了
[00:06:12.320 --> 00:06:15.000]  我們有沒有這樣的驚覺呢?
[00:06:15.000 --> 00:06:17.160]  當保羅自己看他人生的時候
[00:06:17.160 --> 00:06:18.400]  他就不同了
[00:06:18.400 --> 00:06:20.000]  他說我離世的時候到了
[00:06:20.000 --> 00:06:25.880]  在他離世之前兩三年就寫了這本提摩泰的後書
[00:06:25.880 --> 00:06:27.280]  給他的徒弟
[00:06:27.280 --> 00:06:29.280]  他說美好的仗我已經打過了
[00:06:29.280 --> 00:06:31.320]  當跑的路我已經跑盡了
[00:06:31.320 --> 00:06:33.880]  我該信的道已經守住了
[00:06:33.880 --> 00:06:39.040]  他毫無後悔的勇往直前的面對主面
[00:06:39.040 --> 00:06:43.640]  這是不是我們期盼的心態去過我們的日子呢?
[00:06:43.640 --> 00:06:45.320]  我們不知道有多少個時日
[00:06:45.320 --> 00:06:48.920]  不過此時此刻我們怎樣看待我們的生命呢?
[00:06:48.920 --> 00:06:51.280]  我就引用了今天所讀的經文
[00:06:51.280 --> 00:06:53.760]  在《傳道書》第十二章的經文
[00:06:53.760 --> 00:06:56.080]  彼此分享和鼓勵
[00:06:56.080 --> 00:06:57.800]  這段經文已經看過了
[00:06:57.800 --> 00:06:59.600]  有些明白有些不明白
[00:06:59.600 --> 00:07:03.360]  他說你趁著年輕衰老的日子尚未來到
[00:07:03.360 --> 00:07:05.760]  當紀念你的主
[00:07:05.760 --> 00:07:09.120]  這段經文提醒一些年輕人
[00:07:09.120 --> 00:07:12.320]  或者未曾衰老的人
[00:07:12.320 --> 00:07:14.840]  今天我們怎樣看待我們的生命呢?
[00:07:14.840 --> 00:07:16.840]  你覺不覺得你年輕呢?
[00:07:16.840 --> 00:07:20.520]  年輕不代表你是一個年紀小
[00:07:20.520 --> 00:07:24.800]  年輕是指在心境上
[00:07:24.800 --> 00:07:28.600]  例如現在的青少年
[00:07:28.600 --> 00:07:31.320]  老氣橫秋
[00:07:31.320 --> 00:07:33.160]  老職之外
[00:07:33.160 --> 00:07:36.280]  人生好像沒有什麼盼望
[00:07:36.280 --> 00:07:40.000]  捱到比長者還要慘
[00:07:40.000 --> 00:07:44.720]  年輕你怎樣給自己定義呢?
[00:07:44.720 --> 00:07:46.840]  你是不是一個年輕的人呢?
[00:07:46.840 --> 00:07:49.600]  不是在講心智上
[00:07:49.600 --> 00:07:51.240]  不是在講年紀上
[00:07:51.240 --> 00:07:54.280]  究竟我們怎樣看待我們今天的生命呢?
[00:07:54.280 --> 00:07:57.680]  無論你從一個年紀或者從一個心境看的時候
[00:07:57.680 --> 00:07:59.360]  無論什麼情況都好
[00:07:59.360 --> 00:08:02.120]  當紀念做你的主
[00:08:02.120 --> 00:08:05.200]  想想我們是由上帝創造的
[00:08:05.200 --> 00:08:07.640]  我們有一天要回到上帝的時候
[00:08:07.640 --> 00:08:10.240]  好像有一個少年要走到老年的時候
[00:08:10.240 --> 00:08:13.680]  這段階段我們可以做些什麼呢?
[00:08:13.680 --> 00:08:16.800]  施人華提醒我們要紀念做我們的主
[00:08:16.800 --> 00:08:18.920]  在這段經文裏面
[00:08:18.920 --> 00:08:20.440]  很實際講到究竟
[00:08:20.440 --> 00:08:22.960]  真是講年紀老大的情況
[00:08:22.960 --> 00:08:27.280]  看看和我們剛才老人之歌有什麼相似的地方
[00:08:27.280 --> 00:08:28.800]  他說
[00:08:28.800 --> 00:08:30.800]  衰敗的只是什麼呢?
[00:08:30.800 --> 00:08:32.800]  看守房屋的發展
[00:08:32.800 --> 00:08:35.560]  就是古代
[00:08:35.560 --> 00:08:37.800]  如果你想著幾千年前的時候
[00:08:37.800 --> 00:08:42.080]  拿著支棍去守住房屋的發展代表什麼呢?
[00:08:42.080 --> 00:08:45.440]  手開始有震動
[00:08:45.440 --> 00:08:48.480]  用現代的醫學去可能有什麼病呢?
[00:08:48.480 --> 00:08:51.800]  柏金遜
[00:08:51.800 --> 00:08:56.000]  拿著支棍都不可以很鎮靜
[00:08:56.000 --> 00:08:57.480]  看守房屋的發展
[00:08:57.480 --> 00:08:59.120]  強壯的鬱身
[00:08:59.120 --> 00:09:02.400]  以前是挺起腰板走路的
[00:09:02.400 --> 00:09:04.400]  就是趾高氣揚的
[00:09:04.400 --> 00:09:05.800]  老了
[00:09:05.800 --> 00:09:07.800]  為什麼彎下身呢?
[00:09:07.800 --> 00:09:09.200]  是什麼呢?
[00:09:09.200 --> 00:09:11.200]  現代醫學的其中解釋
[00:09:11.200 --> 00:09:13.800]  骨質疏鬆
[00:09:13.800 --> 00:09:18.320]  你看到老人家是彎起身去走路的
[00:09:18.320 --> 00:09:21.200]  就是不能再挺起腰去走路了
[00:09:21.200 --> 00:09:23.200]  身體已經彎曲了
[00:09:23.200 --> 00:09:25.880]  推磨的婦女因人少而停工
[00:09:25.880 --> 00:09:29.880]  大家乘巴士
[00:09:29.880 --> 00:09:30.880]  等巴士
[00:09:30.880 --> 00:09:31.880]  經常看到巴士廣告
[00:09:31.880 --> 00:09:35.880]  如果想去深圳購物
[00:09:35.880 --> 00:09:37.880]  其中一個廣告是去深圳的
[00:09:37.880 --> 00:09:38.880]  是什麼呢?
[00:09:38.880 --> 00:09:40.880]  按摩
[00:09:40.880 --> 00:09:42.880]  沒看過這個廣告
[00:09:42.880 --> 00:09:46.880]  整容
[00:09:46.880 --> 00:09:49.880]  不是整容是美顏
[00:09:49.880 --> 00:09:52.880]  是一種整牙
[00:09:52.880 --> 00:09:56.880]  搞到很多牙醫牙痛的聲音
[00:09:56.880 --> 00:10:00.880]  整隻牙幾萬元到幾千元就搞定了
[00:10:00.880 --> 00:10:03.880]  推磨牙是磨東西的
[00:10:03.880 --> 00:10:06.880]  年紀老大就開始脫牙
[00:10:06.880 --> 00:10:07.880]  大假牙
[00:10:07.880 --> 00:10:10.880]  中牙
[00:10:10.880 --> 00:10:13.880]  牙少就開始停工
[00:10:13.880 --> 00:10:15.880]  第四個情況
[00:10:15.880 --> 00:10:21.880]  從窗戶往外看的眼光昏暗
[00:10:21.880 --> 00:10:25.880]  超過四十歲就開始明白多些
[00:10:25.880 --> 00:10:28.880]  未到四十歲就感受少些
[00:10:28.880 --> 00:10:31.880]  開始老化
[00:10:31.880 --> 00:10:34.880]  六十歲有什麼呢?
[00:10:34.880 --> 00:10:35.880]  白內障
[00:10:35.880 --> 00:10:38.880]  再差些是青光眼
[00:10:38.880 --> 00:10:41.880]  或者黃斑病變
[00:10:41.880 --> 00:10:43.880]  大家很有經驗
[00:10:43.880 --> 00:10:45.880]  看東西會蒙起眼睛
[00:10:45.880 --> 00:10:46.880]  不過不要緊
[00:10:46.880 --> 00:10:47.880]  弄完白內障
[00:10:47.880 --> 00:10:49.880]  有些三度變焦的鏡頭
[00:10:49.880 --> 00:10:53.880]  放在眼睛都可以將視力改變
[00:10:53.880 --> 00:10:56.880]  看東西開始蒙蒙查查
[00:10:56.880 --> 00:10:59.880]  不是單是身體蒙查
[00:10:59.880 --> 00:11:02.880]  可能心靈上也蒙蒙查查
[00:11:02.880 --> 00:11:05.880]  對世界事物已經不認識
[00:11:05.880 --> 00:11:07.880]  看東西不清不楚
[00:11:07.880 --> 00:11:09.880]  這是另一個討論
[00:11:09.880 --> 00:11:14.880]  門口關閉推磨的聲音微小
[00:11:14.880 --> 00:11:17.880]  跟第三個有關係
[00:11:17.880 --> 00:11:21.880]  嘴巴不想合起來
[00:11:21.880 --> 00:11:24.880]  吃東西的份量少了
[00:11:24.880 --> 00:11:28.880]  不要請老人去吃自助餐
[00:11:28.880 --> 00:11:31.880]  虧本
[00:11:31.880 --> 00:11:34.880]  他吃不到太多東西
[00:11:34.880 --> 00:11:35.880]  已經沒有胃口
[00:11:35.880 --> 00:11:37.880]  吃東西已經有限制
[00:11:37.880 --> 00:11:39.880]  胃已經不能再消化很多
[00:11:39.880 --> 00:11:41.880]  門口關閉的口
[00:11:41.880 --> 00:11:43.880]  推磨的聲音微小
[00:11:43.880 --> 00:11:44.880]  不會吃太多東西
[00:11:44.880 --> 00:11:46.880]  尿一叫就驚醒
[00:11:46.880 --> 00:11:51.880]  大家住在城市比較少
[00:11:51.880 --> 00:11:55.880]  新界五六點就聽到鳥叫
[00:11:55.880 --> 00:11:57.880]  然後就起床
[00:11:57.880 --> 00:12:00.880]  醒了就睡不著
[00:12:00.880 --> 00:12:04.880]  這是講長者的情況
[00:12:04.880 --> 00:12:06.880]  或是衰敗日子的情況
[00:12:06.880 --> 00:12:09.880]  唱歌女子的聲音也都微弱
[00:12:09.880 --> 00:12:14.880]  姐妹年輕時唱頌士班很大聲
[00:12:14.880 --> 00:12:17.880]  年紀大了想唱都唱不出
[00:12:17.880 --> 00:12:21.880]  聲帶已經沉了
[00:12:21.880 --> 00:12:23.880]  不應該大聲唱
[00:12:23.880 --> 00:12:25.880]  罵人都小聲一點
[00:12:25.880 --> 00:12:29.880]  人怕高處路上有驚慌
[00:12:29.880 --> 00:12:31.880]  是甚麼
[00:12:31.880 --> 00:12:35.880]  所以有些長者很怕出街
[00:12:35.880 --> 00:12:36.880]  為甚麼
[00:12:36.880 --> 00:12:39.880]  怕高處有驚慌
[00:12:39.880 --> 00:12:41.880]  逛街隨時被人撞
[00:12:41.880 --> 00:12:44.880]  年輕時被人撞你撞我撞你無所謂
[00:12:44.880 --> 00:12:46.880]  老人家被人撞會怎樣
[00:12:46.880 --> 00:12:49.880]  跌倒跌倒會怎樣
[00:12:49.880 --> 00:12:54.880]  骨折會怎樣
[00:12:54.880 --> 00:12:56.880]  行行得不行得
[00:12:56.880 --> 00:12:58.880]  年輕人不行得無所謂
[00:12:58.880 --> 00:13:00.880]  但老人家跌倒不行得
[00:13:00.880 --> 00:13:03.880]  睡床要睡幾個月
[00:13:03.880 --> 00:13:05.880]  如果再處理不好睡床
[00:13:05.880 --> 00:13:09.880]  長期睡床有甚麼困難
[00:13:09.880 --> 00:13:10.880]  壓力瘡
[00:13:10.880 --> 00:13:13.880]  如果身體再差有肺炎
[00:13:13.880 --> 00:13:15.880]  跟住就再見
[00:13:15.880 --> 00:13:17.880]  所以老人家很怕跌
[00:13:17.880 --> 00:13:21.880]  所以年輕人記住拖住老人家出街
[00:13:21.880 --> 00:13:23.880]  行樹開花
[00:13:23.880 --> 00:13:25.880]  白色頭殼
[00:13:25.880 --> 00:13:27.880]  頭髮斑白
[00:13:27.880 --> 00:13:29.880]  馬渣成為重擔
[00:13:29.880 --> 00:13:31.880]  拿些東西
[00:13:31.880 --> 00:13:33.880]  細細隻很難拿
[00:13:33.880 --> 00:13:35.880]  拿不到東西
[00:13:35.880 --> 00:13:37.880]  慾望不再挑起
[00:13:37.880 --> 00:13:42.880]  沒心機沒衝動去做任何事
[00:13:42.880 --> 00:13:45.880]  在講衰敗的日子
[00:13:45.880 --> 00:13:47.880]  跟住下來
[00:13:47.880 --> 00:13:49.880]  因為差不多有結論
[00:13:49.880 --> 00:13:51.880]  一切歸於原位
[00:13:51.880 --> 00:13:53.880]  人歸他永遠的家
[00:13:53.880 --> 00:13:56.880]  吊喪的在街上往來
[00:13:56.880 --> 00:13:58.880]  我們很明白
[00:13:58.880 --> 00:14:00.880]  做年紀大時
[00:14:00.880 --> 00:14:02.880]  經常如果在紅磡出入
[00:14:02.880 --> 00:14:04.880]  去完萬國就去世界
[00:14:04.880 --> 00:14:06.880]  去完世界就去萬國
[00:14:06.880 --> 00:14:08.880]  吊喪的在街上往來
[00:14:08.880 --> 00:14:10.880]  是講什麼
[00:14:10.880 --> 00:14:12.880]  出席很多喪禮
[00:14:12.880 --> 00:14:14.880]  教會也有些喪禮
[00:14:14.880 --> 00:14:16.880]  去到他告訴大家
[00:14:16.880 --> 00:14:18.880]  有些這樣的情況出現
[00:14:18.880 --> 00:14:22.880]  人去行到人生的結局
[00:14:22.880 --> 00:14:23.880]  終結了
[00:14:23.880 --> 00:14:26.880]  銀鏈截斷
[00:14:26.880 --> 00:14:27.880]  金冠破裂
[00:14:27.880 --> 00:14:29.880]  全體在旁邊損壞
[00:14:29.880 --> 00:14:32.880]  一切的東西都歸於原處了
[00:14:32.880 --> 00:14:34.880]  水輪在井口斷裂
[00:14:34.880 --> 00:14:37.880]  塵土亦不歸於地
[00:14:37.880 --> 00:14:38.880]  過完了
[00:14:38.880 --> 00:14:40.880]  少年老年最終就是
[00:14:40.880 --> 00:14:45.880]  去到人生最後的終局
[00:14:45.880 --> 00:14:47.880]  在這樣的情況
[00:14:47.880 --> 00:14:49.880]  詩人提醒我們
[00:14:49.880 --> 00:14:51.880]  未到這樣的情況的時候
[00:14:51.880 --> 00:14:54.880]  去紀念做我們的主
[00:14:54.880 --> 00:14:56.880]  我們從哪裡來的時候
[00:14:56.880 --> 00:14:58.880]  也從哪裡回去
[00:14:58.880 --> 00:15:00.880]  在這個人生過程裡面的時候
[00:15:00.880 --> 00:15:02.880]  我們要紀念神
[00:15:02.880 --> 00:15:03.880]  在我們生命當中
[00:15:03.880 --> 00:15:05.880]  做過一切一切的事情
[00:15:05.880 --> 00:15:07.880]  當我們今天還沒去到
[00:15:07.880 --> 00:15:09.880]  人生最後一刻的時候
[00:15:09.880 --> 00:15:11.880]  我們記住神什麼呢
[00:15:11.880 --> 00:15:14.880]  神有記住我們什麼呢
[00:15:14.880 --> 00:15:17.880]  紀念主的意念是一個很重要的
[00:15:17.880 --> 00:15:20.880]  對信徒來說很大的提醒
[00:15:20.880 --> 00:15:21.880]  這裡說了
[00:15:21.880 --> 00:15:23.880]  紀念我們出於塵土
[00:15:23.880 --> 00:15:24.880]  而歸於塵土
[00:15:24.880 --> 00:15:27.880]  神在聖經裡面很多次說
[00:15:27.880 --> 00:15:30.880]  神要記住羅亞的約
[00:15:30.880 --> 00:15:32.880]  說到人類犯罪
[00:15:32.880 --> 00:15:35.880]  但神要用洪水滅了世界
[00:15:35.880 --> 00:15:38.880]  亦都用了一個彩虹和人立約
[00:15:38.880 --> 00:15:39.880]  見到彩虹之後
[00:15:39.880 --> 00:15:42.880]  不會再用洪水毀滅這個世界
[00:15:42.880 --> 00:15:43.880]  人是有軟弱
[00:15:43.880 --> 00:15:45.880]  不過神有恩典提醒我們
[00:15:45.880 --> 00:15:50.880]  神的恩典是不會因為我們犯罪而去抹殺
[00:15:50.880 --> 00:15:52.880]  軟弱我們迴轉之後
[00:15:52.880 --> 00:15:54.880]  神的約仍然有效
[00:15:54.880 --> 00:15:56.880]  阿伯拉罕以撒亞國的約
[00:15:56.880 --> 00:15:59.880]  亦都是在說這件事
[00:15:59.880 --> 00:16:00.880]  以色列人祖先
[00:16:00.880 --> 00:16:01.880]  他做了很多的事情
[00:16:01.880 --> 00:16:04.880]  好的壞的神都知道
[00:16:04.880 --> 00:16:08.880]  唯有我們怎樣去看我們的神呢
[00:16:08.880 --> 00:16:10.880]  所以在詩篇有一個回應
[00:16:10.880 --> 00:16:14.880]  無論如何不要忘記神的恩惠
[00:16:14.880 --> 00:16:16.880]  在人的困難當中
[00:16:16.880 --> 00:16:18.880]  我們不會忘記神的恩惠
[00:16:18.880 --> 00:16:21.880]  但當人的豐富的時候
[00:16:21.880 --> 00:16:23.880]  環境安定的時候
[00:16:23.880 --> 00:16:25.880]  我們有沒有忘記神的恩惠呢
[00:16:25.880 --> 00:16:29.880]  會不會忘記了神對於我們生命裡面的提醒
[00:16:29.880 --> 00:16:33.880]  或者忘記了神託付我們生命的任務要完成呢
[00:16:33.880 --> 00:16:36.880]  才是說不要忘記神的恩惠
[00:16:36.880 --> 00:16:38.880]  神的使命
[00:16:38.880 --> 00:16:40.880]  詩篇137篇差不多是一個
[00:16:40.880 --> 00:16:45.880]  講到以色列人秘魯巴比倫回歸之後
[00:16:45.880 --> 00:16:48.880]  他們看見神在他們身上的作為的時候
[00:16:48.880 --> 00:16:49.880]  提醒他們
[00:16:49.880 --> 00:16:50.880]  今天的日子
[00:16:50.880 --> 00:16:54.880]  怎樣去過他敬畏神的生活
[00:16:54.880 --> 00:16:56.880]  剛才說了
[00:16:56.880 --> 00:16:59.880]  這個是私人對於生命的體會
[00:16:59.880 --> 00:17:01.880]  我也嘗試投入一下
[00:17:01.880 --> 00:17:04.880]  回顧我過去二十多年的時候
[00:17:04.880 --> 00:17:07.880]  究竟紀念著神什麼事情呢
[00:17:07.880 --> 00:17:09.880]  神又紀念著我什麼事情呢
[00:17:09.880 --> 00:17:12.880]  這是我過往二十五年裡
[00:17:12.880 --> 00:17:15.880]  在一些侍奉裡的日子的經歷
[00:17:15.880 --> 00:17:16.880]  有三個問題
[00:17:16.880 --> 00:17:18.880]  我在這二十多年裡
[00:17:18.880 --> 00:17:19.880]  在海外侍奉裡
[00:17:19.880 --> 00:17:21.880]  有幾個問題經常營繞著我
[00:17:21.880 --> 00:17:23.880]  今天我們怎樣看呢
[00:17:23.880 --> 00:17:25.880]  嘗試和大家一起分享
[00:17:25.880 --> 00:17:26.880]  第一個問題是
