
[00:00:00.000 --> 00:00:02.340]  原本這個星期的「港獨」
[00:04:35.660 --> 00:04:38.500]  上主給了提醒我
[00:04:38.500 --> 00:04:41.380]  猶大王希西加和我們一樣
[00:04:41.380 --> 00:04:43.820]  他會在這個時代裏面
[00:04:43.820 --> 00:04:45.940]  面對風浪
[00:04:45.940 --> 00:04:50.700]  面對著沒有人可以想像的那種壓力
[00:04:50.700 --> 00:04:53.820]  他在那個時刻感到無力
[00:04:53.820 --> 00:04:55.860]  感到無助
[00:04:55.860 --> 00:04:58.260]  他要面對的是甚麼呢?
[00:04:58.260 --> 00:05:03.420]  他要面對的是亞述大軍的入侵
[00:05:03.420 --> 00:05:07.700]  亞述是當時世界級的強國
[00:05:07.700 --> 00:05:09.940]  是超級大國
[00:05:09.940 --> 00:05:14.580]  亞述剛剛消滅了北面比猶大更強的阿蘭
[00:05:14.580 --> 00:05:17.940]  即是大概今天的敘利亞那個地方
[00:05:17.940 --> 00:05:25.140]  也消滅了和猶大關係很親密的以色列王國
[00:05:25.140 --> 00:05:28.460]  現在亞述的大軍繼續南進
[00:05:28.460 --> 00:05:31.500]  準備來入侵猶大
[00:05:31.500 --> 00:05:33.060]  在那個時刻
[00:05:33.060 --> 00:05:37.260]  亞述已經將很多猶大的城邑攻陷
[00:05:37.260 --> 00:05:39.740]  剩下耶路撒冷
[00:05:39.740 --> 00:05:43.060]  而亞述的大將來到耶路撒冷的城下
[00:05:43.060 --> 00:05:45.540]  在那裏罵陣
[00:05:45.540 --> 00:05:46.940]  亞述的大將
[00:05:46.940 --> 00:05:49.380]  用所有百姓都能夠聽得懂的
[00:05:49.380 --> 00:05:51.980]  希伯來話來罵陣
[00:05:51.980 --> 00:05:55.340]  讓所有百姓可以聽到他所罵的
[00:05:55.340 --> 00:05:57.660]  所講的甚麼說話
[00:05:57.660 --> 00:06:03.180]  目的是要消滅猶大人心底裏的力量
[00:06:03.180 --> 00:06:07.340]  亞述的大將譏笑猶大王希西加
[00:06:07.340 --> 00:06:12.780]  問他究竟有哪個國家能夠幫助猶大
[00:06:12.780 --> 00:06:14.980]  拯救猶大
[00:06:14.980 --> 00:06:17.500]  究竟有哪個國家的神
[00:06:17.500 --> 00:06:19.860]  能夠拯救他的民族
[00:06:19.860 --> 00:06:23.060]  脫離亞述的手
[00:06:23.060 --> 00:06:27.420]  面對著亞述大將的這種譏諷
[00:06:27.420 --> 00:06:29.980]  要回答真的不容易
[00:06:29.980 --> 00:06:32.780]  而那個答案是令人絕望
[00:06:32.780 --> 00:06:35.260]  因為這個答案就是沒有
[00:06:35.260 --> 00:06:38.220]  沒有任何國家可以幫助猶大
[00:06:38.220 --> 00:06:43.300]  沒有任何的神明可以幫助猶大
[00:06:43.300 --> 00:06:46.380]  希西加王的幫助從哪裏出來呢
[00:06:46.380 --> 00:06:48.380]  可以說是沒有
[00:06:48.380 --> 00:06:52.780]  難怪亞述的大將可以這麼驕傲
[00:06:52.780 --> 00:06:56.860]  面對著一個沒有能力去面對的情景
[00:06:56.860 --> 00:07:00.020]  面對著失控的狀態
[00:07:00.020 --> 00:07:06.060]  猶大王希西加來到神面前禱告
[00:07:06.060 --> 00:07:08.620]  當我讀他的禱告的時候
[00:07:08.620 --> 00:07:10.380]  我在這裏疑問
[00:07:10.380 --> 00:07:12.620]  他是不是真的禱告呢
[00:07:12.620 --> 00:07:16.420]  又或者他根本就不是禱告
[00:07:16.420 --> 00:07:19.740]  他的禱告一點都不像禱告
[00:07:19.740 --> 00:07:23.340]  他的禱告只是將他心底裏那種無助
[00:07:23.340 --> 00:07:26.780]  那種無力的情況告訴神
[00:07:26.780 --> 00:07:28.460]  他告訴神
[00:07:28.460 --> 00:07:32.300]  他好像一位將要生孩子的婦人
[00:07:32.300 --> 00:07:34.260]  但是要生的時候
[00:07:34.260 --> 00:07:37.380]  他沒有力量
[00:07:37.380 --> 00:07:39.820]  從猶大王希西加的禱告
[00:07:39.820 --> 00:07:42.660]  這個經驗裏面我明白
[00:07:42.660 --> 00:07:44.060]  上主提醒了我
[00:07:44.060 --> 00:07:46.460]  一次給了我安慰
[00:07:46.460 --> 00:07:48.340]  上主告訴我
[00:07:48.340 --> 00:07:53.380]  當我來到神面前禱告的時候
[00:07:53.380 --> 00:07:58.940]  我們是向這位永恆的主面對面
[00:07:58.940 --> 00:08:01.700]  與祂獨對
[00:08:01.700 --> 00:08:05.100]  禱告不是要求這樣求那樣
[00:08:05.100 --> 00:08:09.180]  禱告不是要神成就我這樣成就那樣
[00:08:09.180 --> 00:08:12.660]  禱告是我來到神面前
[00:08:12.660 --> 00:08:15.940]  將我心靈深處那種無助
[00:08:15.940 --> 00:08:18.260]  困擾、哀傷
[00:08:18.260 --> 00:08:21.900]  向上主傾訴
[00:08:21.900 --> 00:08:24.940]  沒錯,我們不是神
[00:08:24.940 --> 00:08:27.700]  面對著社會的爭議
[00:08:27.700 --> 00:08:31.900]  面對著這個時代轟轟烈烈的事件
[00:08:31.900 --> 00:08:33.380]  這些事件
[00:08:33.380 --> 00:08:37.060]  好像一個大地震忽然的來到
[00:08:37.060 --> 00:08:38.580]  整個的社會
[00:08:38.580 --> 00:08:42.420]  每一個人都在震動當中
[00:08:42.420 --> 00:08:44.900]  沒有人知道怎樣去理解
[00:08:44.900 --> 00:08:47.140]  怎樣去面對
[00:08:47.140 --> 00:08:48.780]  怎樣去結束
[00:08:48.780 --> 00:08:50.860]  怎樣去處理
[00:08:50.860 --> 00:08:53.700]  但有一樣東西我們知道
[00:08:53.700 --> 00:08:57.340]  就是我們可以來到我們的神面前
[00:08:57.340 --> 00:09:00.620]  將心靈裏面那種嘆息
[00:09:00.620 --> 00:09:03.740]  無法言喻的那種感受
[00:09:03.740 --> 00:09:06.940]  向上主傾訴
[00:09:06.940 --> 00:09:11.060]  並且只有祂願意聆聽
[00:09:11.060 --> 00:09:12.980]  願意關心
[00:09:12.980 --> 00:09:15.420]  又願意幫助
[00:09:15.420 --> 00:09:19.140]  我也確信只有這位上主能夠明白
[00:09:19.140 --> 00:09:21.740]  我心底裏面的情況
[00:09:21.740 --> 00:09:24.740]  只有這位神能夠體諒
[00:09:24.740 --> 00:09:29.220]  在我靈裏面那種傷痛
[00:09:29.220 --> 00:09:32.260]  這幾天有弟兄姊妹詢問我
[00:09:32.260 --> 00:09:35.420]  面對著社會的這些事情的時候
[00:09:35.420 --> 00:09:37.020]  除了禱告之外
[00:09:37.020 --> 00:09:39.220]  還可以做些甚麼呢?
[00:09:39.220 --> 00:09:43.980]  禱告好像沒有甚麼作用一樣
[00:09:43.980 --> 00:09:46.100]  我的回答是
[00:09:46.100 --> 00:09:50.260]  禱告不是只是求這樣求那樣
[00:09:50.260 --> 00:09:55.180]  不是只是要求神成就我想要的事
[00:09:55.180 --> 00:09:58.260]  禱告不是將神綁架過來
[00:09:58.260 --> 00:10:00.820]  要神站在我那邊
[00:10:00.820 --> 00:10:02.860]  禱告是我承認
[00:10:02.860 --> 00:10:05.820]  神才是神
[00:10:05.820 --> 00:10:09.180]  禱告是我來到我的父神面前
[00:10:09.180 --> 00:10:11.700]  向祂傾心吐意
[00:10:11.700 --> 00:10:15.580]  陳明心裏面的傷痛
[00:10:15.580 --> 00:10:17.860]  弟兄姊妹
[00:10:17.860 --> 00:10:21.700]  我也鼓勵和邀請大家
[00:10:21.700 --> 00:10:27.180]  在我們心底裏面向上主附上禱告
[00:10:27.180 --> 00:10:30.180]  為香港來禱告
[00:10:30.180 --> 00:10:32.660]  為整個社會禱告
[00:10:32.660 --> 00:10:35.740]  為每一位百姓來禱告
[00:10:35.740 --> 00:10:40.180]  為我認識或不認識的示威者禱告
[00:10:40.180 --> 00:10:45.220]  為我認識或不認識的警察禱告
[00:10:45.220 --> 00:10:50.220]  為我們贊成或反對的反對者來禱告
[00:10:50.220 --> 00:10:53.180]  為我們的政府禱告
[00:10:53.180 --> 00:10:55.860]  今天崇拜完了之後
[00:10:55.860 --> 00:11:01.300]  教會會在禮堂的樹安排了一個祈禱會
[00:11:01.300 --> 00:11:04.620]  讓我們一起來為香港守望
[00:11:04.620 --> 00:11:08.980]  為香港求平安
[00:11:08.980 --> 00:11:12.900]  這個星期除了我沒有力禱告之外
[00:11:12.900 --> 00:11:16.500]  我也怕了我的手機
[00:11:16.500 --> 00:11:18.780]  過去我收到很多的WhatsApp
[00:11:18.780 --> 00:11:20.460]  圖文並茂
[00:11:20.460 --> 00:11:22.180]  我也很開心
[00:11:22.180 --> 00:11:27.340]  因為代表著我和弟兄姊妹朋友的聯繫
[00:11:27.340 --> 00:11:29.580]  但這個星期我收到的WhatsApp
[00:11:29.580 --> 00:11:32.100]  同樣都是圖文並茂
[00:11:32.100 --> 00:11:33.940]  有長有短
[00:11:33.940 --> 00:11:36.260]  有真有假
[00:11:36.260 --> 00:11:38.060]  平時我會說
[00:11:38.060 --> 00:11:41.660]  這個代表著人類科技的進步
[00:11:41.660 --> 00:11:42.980]  十多年前
[00:11:42.980 --> 00:11:46.340]  如果我要將一個訊息告訴你
[00:11:46.340 --> 00:11:51.220]  寫一封信可能也要一個星期
[00:11:51.220 --> 00:11:52.940]  不是很多年之前
[00:11:52.940 --> 00:11:55.420]  我要將一個訊息告訴你
[00:11:55.420 --> 00:11:57.300]  我發一個電郵給你
[00:11:57.300 --> 00:11:58.500]  可能你不看
[00:11:58.500 --> 00:12:01.740]  過了幾天之後才能回覆
[00:12:01.740 --> 00:12:04.300]  但現在我要將一個訊息告訴你
[00:12:04.300 --> 00:12:05.980]  只要按一個按鈕
[00:12:05.980 --> 00:12:08.860]  你的電話就響了
[00:12:08.860 --> 00:12:14.260]  於是我就將一個資訊告訴你
[00:12:14.260 --> 00:12:15.340]  這個星期
[00:12:15.340 --> 00:12:21.260]  我會說這個人類科技的進步是戰場
[00:12:21.260 --> 00:12:24.220]  兩派各抒己見
[00:12:24.220 --> 00:12:26.460]  努力的宣傳
[00:12:26.460 --> 00:12:28.860]  甚至互相謾罵
[00:12:28.860 --> 00:12:31.140]  彼此的指責
[00:12:31.140 --> 00:12:33.340]  大家都歸邊
[00:12:33.340 --> 00:12:36.220]  大家都站在自己的立場
[00:12:36.220 --> 00:12:39.260]  互相成為了陌路人
[00:12:39.260 --> 00:12:41.780]  可能在這幾個星期之前
[00:12:41.780 --> 00:12:43.460]  大家住在同一條街
[00:12:43.460 --> 00:12:45.180]  同一座屋邨裏面
[00:12:45.180 --> 00:12:48.020]  見到面點下頭打下招呼
[00:12:48.020 --> 00:12:50.420]  今日在街上見面
[00:12:50.420 --> 00:12:52.340]  是互相的罵陣
[00:12:52.340 --> 00:12:54.700]  互相的對抗
[00:12:54.700 --> 00:12:56.820]  又或者穿著不同顏色的衣服
[00:12:56.820 --> 00:12:58.780]  來向對方示威
[00:12:58.780 --> 00:13:02.580]  表達我的看法和立場
[00:13:02.580 --> 00:13:05.500]  面對著這種爭論
[00:13:05.500 --> 00:13:08.260]  有時我會有些疑問
[00:13:08.260 --> 00:13:10.340]  究竟哪些才是對
[00:13:10.340 --> 00:13:12.940]  哪些才是錯
[00:13:12.940 --> 00:13:15.460]  當我想表達一下我的意見
[00:13:15.460 --> 00:13:19.660]  甚至努力地將這個意見做到最平衡
[00:13:19.660 --> 00:13:22.700]  但我通常收到的只是別人的回罵
[00:13:22.700 --> 00:13:25.060]  批評和指責
[00:13:25.060 --> 00:13:28.340]  所以前一陣子我截斷了同學的群組
[00:13:28.340 --> 00:13:32.420]  免得我再被別人責罵
[00:13:32.420 --> 00:13:35.500]  不同的人有不同的意見
[00:13:35.500 --> 00:13:38.340]  人人都用最大的聲音
[00:13:38.340 --> 00:13:41.020]  來表達他的意見是有道理的
[00:13:41.020 --> 00:13:42.940]  因為聲音夠大
[00:13:42.940 --> 00:13:45.820]  代表著他有夠權威
[00:13:45.820 --> 00:13:47.260]  人人都用激情
[00:13:47.260 --> 00:13:50.420]  來證明他的意見才有真理
[00:13:50.420 --> 00:13:54.100]  因為夠激才能夠吸引人
[00:13:54.100 --> 00:13:58.940]  亦都證明自己所講的夠真
[00:13:58.940 --> 00:14:01.300]  有人引用學者的言論
[00:14:01.300 --> 00:14:04.500]  證明對方的見解是錯的
[00:14:04.500 --> 00:14:07.060]  有人引用名人的立場
[00:14:07.060 --> 00:14:11.220]  來證明有多少人支持自己
[00:14:11.220 --> 00:14:13.220]  甚至在教會的圈子裏面
[00:14:13.220 --> 00:14:15.220]  都有不同的教會
[00:14:15.220 --> 00:14:16.700]  不同的目者
[00:14:16.700 --> 00:14:19.020]  表達不同的立場
[00:14:19.020 --> 00:14:21.300]  大家引經據典
[00:14:21.300 --> 00:14:25.580]  似乎大家都有自己的道理
[00:14:25.580 --> 00:14:29.100]  到底誰對誰錯
[00:14:29.100 --> 00:14:31.940]  誰是誰非
[00:14:31.940 --> 00:14:34.420]  到底真理是甚麼
[00:14:34.420 --> 00:14:38.340]  到底在哪裏才找到真理
[00:14:38.340 --> 00:14:40.500]  有些教會決定不討論
[00:14:40.500 --> 00:14:43.940]  不碰任何關於這方面的議題
[00:14:43.940 --> 00:14:47.180]  免得引來教會的分裂
[00:14:47.180 --> 00:14:48.980]  我都很希望是這樣
[00:14:48.980 --> 00:14:52.420]  這樣就可以很開心地過日子
[00:14:52.420 --> 00:14:54.860]  講完道大家就可以一起喝茶
[00:14:54.860 --> 00:14:56.820]  這樣多開心
[00:14:56.820 --> 00:15:00.500]  不過我亦都不想弟兄姊妹成為隱士
[00:15:00.500 --> 00:15:02.740]  和世界脫節
[00:15:02.740 --> 00:15:06.300]  畢竟上主讓我們活在地上
[00:15:06.300 --> 00:15:10.540]  是要我們在地上成為炎 成為光
[00:15:10.540 --> 00:15:13.060]  正如我們教會都有個招牌寫著
[00:15:13.060 --> 00:15:15.460]  基督是世界的光
[00:15:15.460 --> 00:15:18.220]  我們怎能夠不在這個時代裏面
[00:15:18.220 --> 00:15:22.820]  去問甚麼才是真理呢
[00:15:22.820 --> 00:15:25.900]  楊福音那裏說
[00:15:25.900 --> 00:15:29.500]  律法是從摩西那裏說而來
[00:15:29.500 --> 00:15:35.060]  恩典和真理是由耶穌基督那裏說而來
[00:15:35.060 --> 00:15:37.180]  聖經很清楚讓我們看見
[00:15:37.180 --> 00:15:41.100]  耶穌基督祂才是真理
[00:15:41.100 --> 00:15:43.020]  聖經讓我們看見
[00:15:43.020 --> 00:15:45.380]  人世間有很多爭拗
[00:15:45.380 --> 00:15:47.060]  不過這些爭拗
[00:15:47.060 --> 00:15:51.580]  很多時候只是今世屬地的事
[00:15:51.580 --> 00:15:53.900]  都會過去
[00:15:53.900 --> 00:15:57.660]  聖經說唯有主的道是永存
[00:15:57.660 --> 00:16:00.060]  無疑我們活在社會
[00:16:00.060 --> 00:16:02.820]  活在地上 活在香港
[00:16:02.820 --> 00:16:05.700]  我們都應該關心香港
[00:16:05.700 --> 00:16:08.020]  我們都應該盡力了解
[00:16:08.020 --> 00:16:12.980]  每一個方面的意見和看法
[00:16:12.980 --> 00:16:17.260]  只不過我都很想勉勵弟兄姊妹
[00:16:17.260 --> 00:16:18.620]  如果我們困在
[00:16:18.620 --> 00:16:21.780]  今日世界上的這些思想裏面
[00:16:21.780 --> 00:16:24.860]  以為這些思想 這些看法 這些立場
[00:16:24.860 --> 00:16:27.860]  就是一切 代表一切
[00:16:27.860 --> 00:16:31.220]  我要為祂而生 我要為祂而死
[00:16:31.220 --> 00:16:33.820]  這個才是真理
[00:16:33.820 --> 00:16:35.220]  我們沒有看見
[00:16:35.220 --> 00:16:38.460]  這些都是今世的智慧
[00:16:38.460 --> 00:16:42.180]  和永恆的神的智慧相比
[00:16:42.180 --> 00:16:45.420]  根本不算甚麼
[00:16:45.420 --> 00:16:50.340]  史圖保羅在哥倫多城那裏侍奉神
[00:16:50.340 --> 00:16:54.540]  在那裏親自建立了哥倫多教會
[00:16:54.540 --> 00:16:57.980]  在那裏教導信徒
[00:16:57.980 --> 00:17:02.180]  哥倫多是希臘的城市
[00:17:02.180 --> 00:17:05.420]  城裏的人多數是希臘人
[00:17:05.420 --> 00:17:08.740]  而哥倫多教會亦都是希臘人
[00:17:08.740 --> 00:17:11.060]  他們受希臘的文化影響
[00:17:11.060 --> 00:17:15.500]  他們很重視智慧 很重視哲學
[00:17:15.500 --> 00:17:17.700]  所以今日西方的哲學
[00:17:17.700 --> 00:17:21.220]  甚至西方的政治上很多的觀念
[00:17:21.220 --> 00:17:24.460]  包括我們所講的民主思想
[00:17:24.460 --> 00:17:29.580]  都可以追溯到希臘人的思想裏面
[00:17:29.580 --> 00:17:32.620]  史圖保羅面對著當時哥倫多信徒
[00:17:32.620 --> 00:17:36.700]  他們講智慧 講人間的智慧
[00:17:36.700 --> 00:17:40.100]  甚至哥倫多的信徒質疑
[00:17:40.100 --> 00:17:44.460]  到底史圖保羅所講的耶穌基督的信仰
[00:17:44.460 --> 00:17:46.420]  有沒有智慧呢?
[00:17:46.420 --> 00:17:51.740]  在地上講死人復活有沒有價值呢?
[00:17:51.740 --> 00:17:54.300]  史圖保羅的回答就是
[00:17:54.300 --> 00:17:58.340]  神的智慧高過人的智慧
[00:17:58.340 --> 00:18:00.420]  因此認識神的智慧
[00:18:00.420 --> 00:18:06.300]  遠比認識人間的智慧來得重要
[00:18:06.300 --> 00:18:11.020]  弟子們 在這個人言人殊的日子裏
[00:18:11.020 --> 00:18:13.580]  求主給我們有恩典
[00:18:13.580 --> 00:18:17.940]  一方面我們不是做隱士
[00:18:17.940 --> 00:18:19.420]  拒絕這個世界
[00:18:19.420 --> 00:18:22.220]  彷彿世界所有東西與我們無關
[00:18:22.220 --> 00:18:25.460]  但另一方面當我們活在這個地上的時候
[00:18:25.460 --> 00:18:30.180]  我們也要小心地上所講的智慧和知識
[00:18:30.180 --> 00:18:32.180]  我們更加應該看見
[00:18:32.180 --> 00:18:35.860]  永恆的真理是甚麼
[00:18:35.860 --> 00:18:38.460]  而永恆的真理 神的道
[00:18:38.460 --> 00:18:43.700]  比地上的真理更加有價值
[00:18:43.700 --> 00:18:46.060]  這個星期在我心靈裏面
[00:18:46.060 --> 00:18:49.460]  不斷出現的經文
[00:18:49.460 --> 00:18:53.580]  就是耶利米哀歌五章十九節
[00:18:53.580 --> 00:18:58.580]  耶和華 你傳到永遠
[00:18:58.580 --> 00:19:03.860]  你的寶座 傳到萬代
[00:19:03.860 --> 00:19:05.060]  有一首詩歌
[00:19:05.060 --> 00:19:07.540]  本來我想選它做回應詩
[00:19:07.540 --> 00:19:09.820]  不過我知道大家不懂唱
[00:19:09.820 --> 00:19:12.300]  所以我沒有選那首歌
[00:19:12.300 --> 00:19:14.660]  虎哥說 主你永存
[00:19:14.660 --> 00:19:16.660]  主你永存
[00:19:16.660 --> 00:19:19.380]  唯有你是永存的主
[00:19:19.380 --> 00:19:22.460]  很多年前當我買了一本聖經手冊
[00:19:22.460 --> 00:19:25.260]  聖經百科全書的時候
[00:19:25.260 --> 00:19:28.580]  這本聖經百科全書封面那裏
[00:19:28.580 --> 00:19:35.900]  有一幅廢墟的相片
[00:19:35.900 --> 00:19:41.060]  有很多廢墟 凍了一條柱子在那裏
[00:19:41.060 --> 00:19:42.860]  我看著那張相片的時候
[00:19:42.860 --> 00:19:45.300]  我就想起了這節聖經
[00:19:45.300 --> 00:19:49.300]  耶和華 你傳到永遠
[00:19:49.300 --> 00:19:53.020]  你的寶座 傳到萬代
[00:19:53.020 --> 00:19:57.820]  所以我在那本聖經百科全書的封面裏
[00:19:57.820 --> 00:20:02.020]  寫了一節經文 勉勵自己
[00:20:02.020 --> 00:20:07.540]  那幅相片所拍的是當時新日時代裏面
[00:20:07.540 --> 00:20:11.420]  一個的城市 今天的樣子
[00:20:11.420 --> 00:20:15.700]  昔日這個城市是輝煌的城市
[00:20:15.700 --> 00:20:21.780]  昔日這個城市是當時貿易最重要的地方
[00:20:21.780 --> 00:20:24.300]  是很多人往來的地方
[00:20:24.300 --> 00:20:26.900]  是知識傳遞的地方
[00:20:26.900 --> 00:20:30.900]  是很多學者 文人相聚的地方
[00:20:30.900 --> 00:20:36.020]  也是史特普羅去全福音建立教會的地方
[00:20:36.020 --> 00:20:41.220]  但今天這個城市剩下的只是廢墟
[00:20:41.220 --> 00:20:44.620]  不過神卻永遠長存
[00:20:44.620 --> 00:20:48.780]  神的寶座長存
[00:20:48.780 --> 00:20:53.860]  先知耶利米面對著自己國家的衰亡
[00:20:53.860 --> 00:20:56.900]  在他心底裏面最大的心願
[00:20:56.900 --> 00:20:59.740]  他向神的禱告 祈求
[00:20:59.740 --> 00:21:03.780]  就是他的百姓能夠回轉歸向神
[00:21:03.780 --> 00:21:07.140]  不過事情並沒有這樣成就
[00:21:07.140 --> 00:21:09.780]  在亡國的失落裏面
[00:21:09.780 --> 00:21:12.140]  神給他提醒
[00:21:12.140 --> 00:21:14.140]  所以他寫了「哀歌」
[00:21:14.140 --> 00:21:16.140]  耶利米哀歌
[00:21:16.140 --> 00:21:18.460]  透過這篇詩來哀悼
[00:21:18.460 --> 00:21:22.100]  表達他心靈裏面那種傷痛
[00:21:22.100 --> 00:21:25.580]  但在哀歌的最後的部份裏面
[00:21:25.580 --> 00:21:31.940]  他除了描述對他的同胞 民族的傷痛之外
[00:21:31.940 --> 00:21:33.940]  他發出了信心
[00:21:33.940 --> 00:21:37.340]  信心的呼籲和宣告
[00:21:37.340 --> 00:21:39.540]  因為上主提醒他
[00:21:39.540 --> 00:21:41.940]  社會無論多麼動盪
[00:21:41.940 --> 00:21:44.740]  世界無論多大的困擾
[00:21:44.740 --> 00:21:48.860]  大神的寶座是永不動搖
[00:21:48.860 --> 00:21:51.740]  上主超越人類的歷史
[00:21:51.740 --> 00:21:54.140]  上主掌管歷史
[00:21:54.140 --> 00:21:56.660]  他是萬王之王
[00:21:56.660 --> 00:21:59.220]  萬主之主
[00:21:59.220 --> 00:22:03.340]  耶和華 你傳到永遠
[00:22:03.340 --> 00:22:08.540]  你的寶座傳到萬代
