
[00:00:00.000 --> 00:00:03.200]  大家好,各位馬年快樂
[00:01:27.200 --> 00:01:30.200]  沒理由不會的,你是華人,是嗎?
[00:01:30.200 --> 00:01:38.200]  說到馬年,馬就是講速度和成功和那種衝勁
[00:01:38.200 --> 00:01:41.200]  我們希望新一年都是盼望有些突破,是嗎?
[00:01:41.200 --> 00:01:43.200]  個個都是事事如意的
[00:01:43.200 --> 00:01:47.200]  特別是我們新一年,新的馬年裡面
[00:01:47.200 --> 00:01:49.200]  我們有很多好的消息,是嗎?
[00:01:49.200 --> 00:01:51.200]  還有我們非常之有盼望的
[00:01:51.200 --> 00:01:53.200]  譬如,接下來星期六
[00:01:53.200 --> 00:01:55.200]  CMA就會上到多倫多那裡參賽
[00:01:56.200 --> 00:01:58.200]  那個卡拉OK的大賽
[00:01:58.200 --> 00:02:01.200]  我們希望他馬上成功,好嗎?
[00:02:01.200 --> 00:02:03.200]  希望他馬上成功
[00:02:03.200 --> 00:02:05.200]  上個星期,我去了一個教會
[00:02:05.200 --> 00:02:08.200]  有一個小的年宵
[00:02:08.200 --> 00:02:10.200]  跟團體一起去
[00:02:10.200 --> 00:02:13.200]  他們其中一個攤位是寫揮春的
[00:02:13.200 --> 00:02:16.200]  寫什麼呢?找來找去寫什麼呢?
[00:02:16.200 --> 00:02:20.200]  有人說寫成會
[00:02:20.200 --> 00:02:22.200]  成會搭馬,好嗎?
[00:02:24.200 --> 00:02:27.200]  萬馬奔騰,成會搭馬,好嗎?
[00:02:27.200 --> 00:02:29.200]  我寫的那些字
[00:02:29.200 --> 00:02:31.200]  很噁心,是嗎?
[00:02:31.200 --> 00:02:35.200]  那些漂亮的藝人寫的那些,我懶得放上來
[00:02:35.200 --> 00:02:39.200]  左邊那些,有人叫我寫馬上有錢
[00:02:39.200 --> 00:02:42.200]  因為Percy幫我作了個花名
[00:02:42.200 --> 00:02:43.200]  馬年,對了
[00:02:43.200 --> 00:02:45.200]  馬上,即是Mark Sir
[00:02:45.200 --> 00:02:49.200]  Mark Sir有錢,Mark Sir有錢,Mark Sir有錢
[00:02:49.200 --> 00:02:52.200]  太好了,太好了,太好了
[00:02:52.200 --> 00:02:54.200]  因為新年的緣故
[00:02:54.200 --> 00:02:56.200]  我也選了一節經文
[00:02:56.200 --> 00:02:58.200]  是跟馬有關的
[00:02:58.200 --> 00:03:00.200]  聖經裡面提到很多馬
[00:03:00.200 --> 00:03:02.200]  除了搭馬之外
[00:03:02.200 --> 00:03:05.200]  這段聖經是來自啟示錄
[00:03:05.200 --> 00:03:08.200]  啟示錄第十九章提到一隻馬
[00:03:08.200 --> 00:03:10.200]  馬上有一個君王
[00:03:10.200 --> 00:03:13.200]  我們不妨用經文來思想一下
[00:03:13.200 --> 00:03:16.200]  到底馬年裡面有什麼值得我們反省的
[00:03:16.200 --> 00:03:19.200]  特別生命的方向、生命的節奏等等
[00:03:19.200 --> 00:03:23.200]  這裡提到一隻白馬出現
[00:03:23.200 --> 00:03:26.200]  白馬上有一位君王坐著
[00:03:26.200 --> 00:03:29.200]  然後用了很多描述來告訴我們
[00:03:29.200 --> 00:03:33.200]  這個君王是值得我們敬拜和跟隨的
[00:03:33.200 --> 00:03:35.200]  但是我們打開啟示錄的時候
[00:03:35.200 --> 00:03:38.200]  特別是新征頭,我們要先弄清楚
[00:03:38.200 --> 00:03:40.200]  因為很多時候還沒接觸過聖經
[00:03:40.200 --> 00:03:42.200]  或者我們初初接觸聖經的時候
[00:03:42.200 --> 00:03:44.200]  我們不太熟悉聖經到底在說什麼
[00:03:44.200 --> 00:03:48.200]  和聖經裡面不同寫作的方法
[00:03:48.200 --> 00:03:52.200]  我們就會當作啟示錄做什麼
[00:03:52.200 --> 00:03:54.200]  就是通勝
[00:03:54.200 --> 00:03:56.200]  以前有沒有看過通勝
[00:03:56.200 --> 00:03:58.200]  有吧
[00:03:58.200 --> 00:04:00.200]  今年會不會行運
[00:04:00.200 --> 00:04:04.200]  或者將來、未來有沒有犯太歲
[00:04:04.200 --> 00:04:06.200]  要做些什麼等等
[00:04:06.200 --> 00:04:08.200]  那些紅色一本的,有沒有看過
[00:04:08.200 --> 00:04:10.200]  有啊,現在沒有一本了
[00:04:10.200 --> 00:04:12.200]  現在是下載在APP上看的
[00:04:12.200 --> 00:04:16.200]  當然那些是看上腦,騙你十年八年
[00:04:16.200 --> 00:04:20.200]  那些東西是不值得相信的
[00:04:20.200 --> 00:04:22.200]  但是很多時候我們都會當啟示錄
[00:04:22.200 --> 00:04:26.200]  就是預測未來,預先寫好的報紙
[00:04:26.200 --> 00:04:29.200]  告訴我們世界末日到了
[00:04:29.200 --> 00:04:31.200]  或者世界末了就快到了
[00:04:31.200 --> 00:04:33.200]  會有什麼事情發生
[00:04:33.200 --> 00:04:36.200]  然後我們就嘗試去做一些配對
[00:04:36.200 --> 00:04:39.200]  這裡提到一些符號
[00:04:39.200 --> 00:04:41.200]  提到一些異象
[00:04:41.200 --> 00:04:47.200]  和我們今天在報章或新聞上看到的異象
[00:04:47.200 --> 00:04:48.200]  是否符合呢
[00:04:48.200 --> 00:04:49.200]  如果是符合的話
[00:04:49.200 --> 00:04:51.200]  那一定是啟示錄裡面說的話
[00:04:51.200 --> 00:04:54.200]  一邊展示一邊揭曉
[00:04:54.200 --> 00:04:56.200]  然後告訴我們是對的
[00:04:56.200 --> 00:04:57.200]  好像預測未來那樣
[00:04:57.200 --> 00:04:59.200]  其實不是這樣的
[00:04:59.200 --> 00:05:00.200]  完全不是這樣的
[00:05:00.200 --> 00:05:02.200]  所以今天你聽了什麼都好
[00:05:02.200 --> 00:05:04.200]  啟示錄就不是通勝
[00:05:04.200 --> 00:05:06.200]  明白嗎
[00:05:06.200 --> 00:05:08.200]  啟示錄不是通勝
[00:05:08.200 --> 00:05:10.200]  不要當它是通勝
[00:05:10.200 --> 00:05:12.200]  當然它有說未來的東西
[00:05:12.200 --> 00:05:14.200]  告訴我們耶穌一定會再來
[00:05:14.200 --> 00:05:17.200]  這位君王一定會將新天新地帶來
[00:05:17.200 --> 00:05:19.200]  公義真理它將會帶來
[00:05:19.200 --> 00:05:21.200]  這個是我們盼望
[00:05:21.200 --> 00:05:24.200]  但是很多時候不是我們現代人這樣說
[00:05:24.200 --> 00:05:26.200]  或者那種印象
[00:05:26.200 --> 00:05:28.200]  就是預先寫好的報紙
[00:05:28.200 --> 00:05:30.200]  啟示錄有它的背景
[00:05:30.200 --> 00:05:33.200]  啟示錄是當時第一世紀的時候
[00:05:33.200 --> 00:05:39.200]  特別寫給一些小數的教會
[00:05:39.200 --> 00:05:42.200]  他們當時在羅馬帝國底下
[00:05:42.200 --> 00:05:43.200]  他們受到很多壓迫
[00:05:43.200 --> 00:05:45.200]  受到很多打壓
[00:05:45.200 --> 00:05:46.200]  受到很多壓力
[00:05:46.200 --> 00:05:49.200]  於是他們有時候灰心
[00:05:49.200 --> 00:05:51.200]  有時候他們失去盼望
[00:05:51.200 --> 00:05:55.200]  啟示錄就是用一個這樣的方法
[00:05:55.200 --> 00:05:56.200]  告訴他們
[00:05:56.200 --> 00:05:57.200]  鼓勵他們
[00:05:57.200 --> 00:06:01.200]  特別是用一些他們當時熟悉的image
[00:06:01.200 --> 00:06:03.200]  當時他們熟悉的符號
[00:06:03.200 --> 00:06:04.200]  象徵
[00:06:04.200 --> 00:06:08.200]  來表達出上帝仍然是掌權的
[00:06:08.200 --> 00:06:10.200]  所以是一本鼓勵的書
[00:06:10.200 --> 00:06:12.200]  是一本牧羊的書
[00:06:12.200 --> 00:06:15.200]  不是預測未來
[00:06:15.200 --> 00:06:17.200]  大家知道在第一世紀的時候
[00:06:17.200 --> 00:06:18.200]  我們經常說
[00:06:18.200 --> 00:06:20.200]  新約的背景
[00:06:20.200 --> 00:06:23.200]  就是當時羅馬帝國非常富強
[00:06:23.200 --> 00:06:27.200]  他們會用很多的方法來維持住
[00:06:27.200 --> 00:06:32.200]  帝國裡面的太平和秩序
[00:06:32.200 --> 00:06:35.200]  特別是啟示錄的背景
[00:06:35.200 --> 00:06:36.200]  那些教會
[00:06:36.200 --> 00:06:40.200]  他們很多時候在今天的東地中海的地方
[00:06:40.200 --> 00:06:42.200]  特別是今天的土耳其
[00:06:42.200 --> 00:06:44.200]  巴勒斯坦地等等
[00:06:44.200 --> 00:06:45.200]  他們受到很多的壓力
[00:06:45.200 --> 00:06:48.200]  因為羅馬帝國要去到
[00:06:48.200 --> 00:06:52.200]  維持住那個太平盛世
[00:06:52.200 --> 00:06:56.200]  為了維持住羅馬帝國所塑造出來的和諧
[00:06:56.200 --> 00:06:59.200]  就叫那些異見分子不要出聲
[00:06:59.200 --> 00:07:00.200]  或者打壓他們
[00:07:00.200 --> 00:07:02.200]  不准他們說任何話
[00:07:02.200 --> 00:07:04.200]  不准他們說反羅馬的話
[00:07:04.200 --> 00:07:08.200]  或者去挑釁羅馬帝國政權的東西
[00:07:08.200 --> 00:07:10.200]  所以在東地中海
[00:07:10.200 --> 00:07:12.200]  即是今天的土耳其巴勒斯坦地等等的地方
[00:07:12.200 --> 00:07:16.200]  他們就會推行一種叫做
[00:07:16.200 --> 00:07:18.200]  帝王的崇拜
[00:07:18.200 --> 00:07:19.200]  帝王崇拜
[00:07:19.200 --> 00:07:21.200]  即是國家領導人有個廟
[00:07:21.200 --> 00:07:23.200]  你就一定要去供奉他
[00:07:23.200 --> 00:07:25.200]  於是有很多的經濟壓力
[00:07:25.200 --> 00:07:27.200]  對當時的人來說
[00:07:27.200 --> 00:07:32.200]  因為很多時候他們的經濟和宗教
[00:07:32.200 --> 00:07:34.200]  是完全混為一談的
[00:07:34.200 --> 00:07:35.200]  不能分開的
[00:07:35.200 --> 00:07:36.200]  我們就可以分開
[00:07:36.200 --> 00:07:38.200]  以前是不能分開的
[00:07:38.200 --> 00:07:40.200]  你要去購物
[00:07:40.200 --> 00:07:42.200]  或者去做生意
[00:07:42.200 --> 00:07:45.200]  或者你要在商務裏面有順利
[00:07:45.200 --> 00:07:48.200]  你就需要去拜一拜那個國家領導人
[00:07:48.200 --> 00:07:50.200]  你要去那個廟
[00:07:50.200 --> 00:07:52.200]  向他供奉也好
[00:07:52.200 --> 00:07:54.200]  或者向他上香也好
[00:07:54.200 --> 00:07:56.200]  那你才會有人脈
[00:07:56.200 --> 00:07:57.200]  你才會有生意
[00:07:57.200 --> 00:07:58.200]  如果你不這樣做的話
[00:07:58.200 --> 00:08:00.200]  你就會失去很多的保護
[00:08:00.200 --> 00:08:04.200]  所以啟示錄就是給當時的教會
[00:08:04.200 --> 00:08:07.200]  來對他們講說話的
[00:08:07.200 --> 00:08:08.200]  因為當時的教會
[00:08:08.200 --> 00:08:11.200]  他們相信的是耶穌基督才是主宰
[00:08:11.200 --> 00:08:13.200]  如果有個國家領導人
[00:08:13.200 --> 00:08:15.200]  他們要去供奉他的話
[00:08:15.200 --> 00:08:17.200]  那就成為一種很大的
[00:08:17.200 --> 00:08:19.200]  生命裏面的張力
[00:08:19.200 --> 00:08:21.200]  那怎麼辦呢?
[00:08:21.200 --> 00:08:22.200]  我們會蝕底
[00:08:22.200 --> 00:08:23.200]  怎麼辦呢?
[00:08:23.200 --> 00:08:24.200]  我們受到那麼多壓力
[00:08:24.200 --> 00:08:26.200]  我們受到那麼多的迫害
[00:08:26.200 --> 00:08:27.200]  那怎麼辦呢?
[00:08:27.200 --> 00:08:29.200]  啟示錄就是用一個這樣的方法
[00:08:29.200 --> 00:08:31.200]  去跟他們展現出
[00:08:31.200 --> 00:08:34.200]  真正作王掌權的是哪一位
[00:08:34.200 --> 00:08:36.200]  所以啟示錄裏面
[00:08:36.200 --> 00:08:37.200]  我們看這些經文的時候
[00:08:37.200 --> 00:08:40.200]  我們需要有一個這樣的背景
[00:08:40.200 --> 00:08:42.200]  怎樣鼓勵到他們呢?
[00:08:42.200 --> 00:08:44.200]  我們先看看這段經文
[00:08:44.200 --> 00:08:45.200]  這段經文我們講過了
[00:08:45.200 --> 00:08:46.200]  是講馬的
[00:08:46.200 --> 00:08:49.200]  右邊那裏有一個空了的框
[00:08:49.200 --> 00:08:51.200]  當我們讀這段經文的時候
[00:08:51.200 --> 00:08:53.200]  請你想像一下
[00:08:53.200 --> 00:08:55.200]  到底他所描述的
[00:08:55.200 --> 00:08:56.200]  所形容的
[00:08:56.200 --> 00:08:58.200]  是會怎樣的呢?
[00:08:58.200 --> 00:08:59.200]  讀一讀好嗎?
[00:08:59.200 --> 00:09:00.200]  然後你讀的時候
[00:09:00.200 --> 00:09:02.200]  那些意象
[00:09:02.200 --> 00:09:03.200]  或者那些image
[00:09:03.200 --> 00:09:07.200]  你會想像到一個怎樣的畫面呢?
[00:09:07.200 --> 00:09:09.200]  啟示錄十九章十一節
[00:09:09.200 --> 00:09:10.200]  後來我看見天開了
[00:09:10.200 --> 00:09:13.200]  有一匹白馬
[00:09:13.200 --> 00:09:15.200]  這匹白馬騎在馬上
[00:09:15.200 --> 00:09:17.200]  是稱為誠信
[00:09:17.200 --> 00:09:18.200]  真實
[00:09:18.200 --> 00:09:22.200]  他審判征戰都憑著公義
[00:09:22.200 --> 00:09:24.200]  他的眼睛如火焰
[00:09:24.200 --> 00:09:27.200]  頭上戴著許多冠冕
[00:09:27.200 --> 00:09:30.200]  他身上寫著一個名字
[00:09:30.200 --> 00:09:31.200]  除了他自己
[00:09:31.200 --> 00:09:33.200]  沒有人知道
[00:09:33.200 --> 00:09:36.200]  他穿著浸過血的衣服
[00:09:36.200 --> 00:09:40.200]  他的名稱為上帝之道
[00:09:40.200 --> 00:09:44.200]  眾天君都騎著白馬
[00:09:44.200 --> 00:09:47.200]  穿著又白又潔淨的細馬布
[00:09:47.200 --> 00:09:49.200]  跟隨他
[00:09:49.200 --> 00:09:51.200]  有利劍從他口中出來
[00:09:51.200 --> 00:09:54.200]  用來擊打列國
[00:09:54.200 --> 00:09:58.200]  他用鐵匠管轄他們
[00:09:58.200 --> 00:10:01.200]  並且要串全能上帝
[00:10:01.200 --> 00:10:04.200]  列路的駕走池
[00:10:04.200 --> 00:10:07.200]  在他衣服和大腿上寫著
[00:10:07.200 --> 00:10:08.200]  萬王之王
[00:10:08.200 --> 00:10:10.200]  萬主之主
[00:10:10.200 --> 00:10:15.200]  你想像到一個怎樣的圖畫
[00:10:15.200 --> 00:10:17.200]  想像一下
[00:10:17.200 --> 00:10:19.200]  這些是文字的描述
[00:10:19.200 --> 00:10:22.200]  到底那個圖畫會是怎樣呢?
[00:10:22.200 --> 00:10:24.200]  那個圖像會是怎樣呢?
[00:10:24.200 --> 00:10:27.200]  如果你在AI那裡
[00:10:27.200 --> 00:10:30.200]  他出了一張這樣的畫給我
[00:10:30.200 --> 00:10:34.200]  你覺得是否合理?
[00:10:34.200 --> 00:10:36.200]  白馬
[00:10:36.200 --> 00:10:41.200]  口中有利劍
[00:10:41.200 --> 00:10:46.200]  然後眼如火焰
[00:10:46.200 --> 00:10:49.200]  穿著的衣服是甚麼?
[00:10:49.200 --> 00:10:52.200]  浸過血的
[00:10:52.200 --> 00:10:54.200]  有血沾上的
[00:10:54.200 --> 00:10:59.200]  這裡沒有寫萬王之王萬主之主
[00:10:59.200 --> 00:11:05.200]  大概應該想像到一個這樣的意象
[00:11:05.200 --> 00:11:07.200]  這種意象看下去的時候
[00:11:07.200 --> 00:11:10.200]  雖然現在是AI generate出來
[00:11:10.200 --> 00:11:15.200]  但當時大概應該看到一個這樣的畫面
[00:11:15.200 --> 00:11:18.200]  並且我們講到背景是怎樣的
[00:11:18.200 --> 00:11:22.200]  當時的人在羅馬帝國底下受壓迫
[00:11:22.200 --> 00:11:26.200]  在羅馬帝國的街上走走
[00:11:26.200 --> 00:11:30.200]  你大概會經常看到一個這樣的影像
[00:11:30.200 --> 00:11:35.200]  無論是石雕、浮雕、長畫等等
[00:11:35.200 --> 00:11:37.200]  你都會經常看到有白馬
[00:11:37.200 --> 00:11:39.200]  或者有馬匹戰馬
[00:11:39.200 --> 00:11:41.200]  因為在羅馬的文化裡面
[00:11:41.200 --> 00:11:43.200]  羅馬的帝國
[00:11:43.200 --> 00:11:46.200]  他們是怎樣建國的?
[00:11:46.200 --> 00:11:48.200]  是用軍事建國的
[00:11:48.200 --> 00:11:51.200]  好像今天用飛機大炮一樣
[00:11:51.200 --> 00:11:55.200]  每次一個地方被羅馬佔據了之後
[00:11:55.200 --> 00:11:57.200]  佔領了之後
[00:11:57.200 --> 00:11:59.200]  將那個地方打殘了之後
[00:11:59.200 --> 00:12:02.200]  那些軍隊就會海船回歸回京都
[00:12:02.200 --> 00:12:04.200]  或者各大城市
[00:12:04.200 --> 00:12:07.200]  就會有遊行、有儀式
[00:12:07.200 --> 00:12:10.200]  中央電視台就會宣佈一件事
[00:12:10.200 --> 00:12:13.200]  就是羅馬人多威風
[00:12:13.200 --> 00:12:15.200]  帝國是必成的
[00:12:15.200 --> 00:12:17.200]  帝國既然是必勝的話
[00:12:17.200 --> 00:12:19.200]  你每一個在帝國裡面的人
[00:12:19.200 --> 00:12:21.200]  就需要就範的
[00:12:21.200 --> 00:12:23.200]  你一定要跟他
[00:12:23.200 --> 00:12:25.200]  一定要拜他
[00:12:25.200 --> 00:12:29.200]  這個就是普遍羅馬的市民
[00:12:29.200 --> 00:12:32.200]  在街上會看到的形象
[00:12:32.200 --> 00:12:37.200]  但是啟示錄將這個形象顛倒過來
[00:12:37.200 --> 00:12:40.200]  因為他形容的是誰?
[00:12:40.200 --> 00:12:42.200]  他形容的不是羅馬將軍
[00:12:42.200 --> 00:12:44.200]  也不是羅馬帝王
[00:12:44.200 --> 00:12:47.200]  他形容的騎著白馬上面的
[00:12:47.200 --> 00:12:49.200]  是另一位
[00:12:49.200 --> 00:12:51.200]  這一位是怎樣的呢?
[00:12:51.200 --> 00:12:53.200]  他的名號你看到嗎?
[00:12:53.200 --> 00:12:56.200]  是誠信、真實
[00:12:56.200 --> 00:12:58.200]  Faithful and truthful
[00:12:58.200 --> 00:13:01.200]  還有公義有justice
[00:13:01.200 --> 00:13:03.200]  羅馬帝國不會說這些的
[00:13:03.200 --> 00:13:05.200]  因為羅馬帝國說什麼?
[00:13:05.200 --> 00:13:07.200]  誰權頭大
[00:13:07.200 --> 00:13:10.200]  就是誠信、真實和公義
[00:13:10.200 --> 00:13:11.200]  什麼叫公義?
[00:13:11.200 --> 00:13:13.200]  我打殘你就是公義
[00:13:13.200 --> 00:13:15.200]  什麼叫真理?
[00:13:15.200 --> 00:13:17.200]  我摒過金的你
[00:13:17.200 --> 00:13:19.200]  我就是真理
[00:13:19.200 --> 00:13:21.200]  這個叫真理
[00:13:21.200 --> 00:13:22.200]  這個叫誠信
[00:13:22.200 --> 00:13:24.200]  和我們今天的帝國都是一樣
[00:13:24.200 --> 00:13:26.200]  無論你說什麼國家都好
[00:13:26.200 --> 00:13:27.200]  你說英國也好
[00:13:27.200 --> 00:13:28.200]  中國也好
[00:13:28.200 --> 00:13:29.200]  美國也好
[00:13:29.200 --> 00:13:30.200]  什麼國家都好
[00:13:30.200 --> 00:13:32.200]  我們都是說權頭的
[00:13:32.200 --> 00:13:35.200]  但是這一位坐在白馬上面的啟示錄說
[00:13:35.200 --> 00:13:39.200]  這一位最終會得勝掌權一切的君王
[00:13:39.200 --> 00:13:41.200]  他的名號
[00:13:41.200 --> 00:13:43.200]  他的權頭、他的名號
[00:13:43.200 --> 00:13:46.200]  是誠信、真實和公義
[00:13:46.200 --> 00:13:51.200]  這個告訴我們到底哪一位才是真正的君王
[00:13:51.200 --> 00:13:53.200]  啟示錄是做什麼的?
[00:13:53.200 --> 00:13:55.200]  啟示錄是要揭穿一些東西的
[00:13:55.200 --> 00:13:57.200]  你看一些意象
[00:13:57.200 --> 00:13:58.200]  看一些image的時候
[00:13:58.200 --> 00:14:01.200]  就是去review那個reality
[00:14:01.200 --> 00:14:04.200]  就不是讓你看外殼這麼簡單
[00:14:04.200 --> 00:14:06.200]  好像洋蔥這樣慢慢慢慢撕開的時候
[00:14:06.200 --> 00:14:09.200]  你就明白裡面原來是爛的
[00:14:09.200 --> 00:14:12.200]  他就是想揭示告訴你在地上的帝國
[00:14:12.200 --> 00:14:14.200]  你慢慢撕開每一個層次的時候
[00:14:14.200 --> 00:14:18.200]  其實天下烏鴉是一樣黑的
[00:14:18.200 --> 00:14:22.200]  無論他打著什麼的旗號
[00:14:22.200 --> 00:14:24.200]  語言上面也好
[00:14:24.200 --> 00:14:27.200]  image上面也好
[00:14:27.200 --> 00:14:31.200]  其實本身裡面都是腐爛的
[00:14:31.200 --> 00:14:34.200]  因為這個是帝國的權利
[00:14:34.200 --> 00:14:36.200]  這個是人的腐敗的權利
[00:14:36.200 --> 00:14:39.200]  如果你說要找世間上
[00:14:39.200 --> 00:14:43.200]  有些我們相信、能夠相信、能夠去跟隨的
[00:14:43.200 --> 00:14:47.200]  就一定不是地上帝國的權柄
[00:14:47.200 --> 00:14:49.200]  千萬不要搞錯這件事
[00:14:49.200 --> 00:14:52.200]  啟示錄要一直問一個問題
[00:14:52.200 --> 00:14:57.200]  到底你的生命是向著哪一個方向?
[00:14:57.200 --> 00:15:00.200]  你的生命追趕的方向是什麼?
[00:15:00.200 --> 00:15:02.200]  追求的方向是什麼?
[00:15:02.200 --> 00:15:06.200]  今天我們都有很多這些熟悉的畫面
[00:15:06.200 --> 00:15:08.200]  無論剛才說到的一些帝國
[00:15:08.200 --> 00:15:10.200]  political power也好
[00:15:10.200 --> 00:15:12.200]  有很多熟悉的畫面就是
[00:15:12.200 --> 00:15:13.200]  在我們生命裡面
[00:15:13.200 --> 00:15:17.200]  我們都有不同的吸引我們跟隨的東西
[00:15:17.200 --> 00:15:23.200]  無論是一些我們的事業、金錢
[00:15:23.200 --> 00:15:24.200]  或者生命裡面的安逸
[00:15:24.200 --> 00:15:26.200]  我們想去control一些東西
[00:15:26.200 --> 00:15:29.200]  去控制一些東西
[00:15:29.200 --> 00:15:34.200]  啟示錄就是想去揭示這件事
[00:15:34.200 --> 00:15:39.200]  它們本身是不值得我們將生命交上的
[00:15:39.200 --> 00:15:43.200]  真正你要將你生命的賭注放在哪裡?
[00:15:43.200 --> 00:15:45.200]  放在這一位上
[00:15:45.200 --> 00:15:47.200]  其中真正白馬
[00:15:47.200 --> 00:15:50.200]  真正作王的這一位
[00:15:50.200 --> 00:15:52.200]  這一位是誰?
[00:15:52.200 --> 00:15:54.200]  當然就是耶穌基督
[00:15:54.200 --> 00:15:59.200]  這裡說到祂有許多的冠冕
[00:15:59.200 --> 00:16:02.200]  當時的王
[00:16:02.200 --> 00:16:03.200]  古代的王
[00:16:03.200 --> 00:16:05.200]  包括羅馬帝國
[00:16:05.200 --> 00:16:06.200]  佔領了一個地方的時候
[00:16:06.200 --> 00:16:08.200]  他們就會在那個地方
[00:16:08.200 --> 00:16:13.200]  然後拿了本地君王的皇冠
[00:16:13.200 --> 00:16:15.200]  然後就帶了上去自己那裡
[00:16:15.200 --> 00:16:17.200]  有些故事是這樣說的
[00:16:17.200 --> 00:16:18.200]  將軍去到一個地方
[00:16:18.200 --> 00:16:20.200]  羅馬王去到一個地方
[00:16:20.200 --> 00:16:26.200]  他們就會帶幾個冠冕在頭上
[00:16:26.200 --> 00:16:27.200]  代表什麼?
[00:16:27.200 --> 00:16:29.200]  是我已經戰勝了你
[00:16:29.200 --> 00:16:33.200]  表明我對你們的權柄
[00:16:33.200 --> 00:16:35.200]  你們是在我之下
[00:16:35.200 --> 00:16:36.200]  如果你熟讀啟示錄的話
[00:16:36.200 --> 00:16:41.200]  你就知道
[00:16:41.200 --> 00:16:45.200]  啟示錄裡面介紹過一些人物
[00:16:45.200 --> 00:16:47.200]  是有很多冠冕的
[00:16:47.200 --> 00:16:49.200]  我們現在看的是第十九章
[00:16:49.200 --> 00:16:51.200]  差不多結束了
[00:16:51.200 --> 00:16:53.200]  在頭十八章那裡
[00:16:53.200 --> 00:16:58.200]  已經介紹過一些人物
[00:16:58.200 --> 00:17:01.200]  是有不同的冠冕的
[00:17:01.200 --> 00:17:04.200]  我們之前說的啟示錄
[00:17:04.200 --> 00:17:07.200]  是介紹過幾個所謂叫做
[00:17:07.200 --> 00:17:09.200]  Unholy Trinity
[00:17:09.200 --> 00:17:12.200]  就是邪惡的三一
[00:17:12.200 --> 00:17:18.200]  就是有三大邪惡的化身
[00:17:18.200 --> 00:17:22.200]  是用不同的symbol去表達的
[00:17:22.200 --> 00:17:24.200]  第一個就是龍
[00:17:24.200 --> 00:17:28.200]  第二個就是從海裡面出來的怪獸
[00:17:28.200 --> 00:17:31.200]  第三個就是地出來的怪獸
[00:17:31.200 --> 00:17:36.200]  在第一個怪獸出現的古龍
[00:17:36.200 --> 00:17:39.200]  龍Dragon
[00:17:39.200 --> 00:17:41.200]  它出現的時候
[00:17:41.200 --> 00:17:43.200]  啟示錄就去到揭示
[00:17:43.200 --> 00:17:45.200]  這隻龍是很厲害的
[00:17:45.200 --> 00:17:49.200]  怎麼厲害呢?它頭上有七個冠冕
[00:17:49.200 --> 00:17:51.200]  戴著七個冠冕
[00:17:51.200 --> 00:17:53.200]  就是說它掌管了所有東西
[00:17:53.200 --> 00:17:56.200]  原來它的身份是誰呢?
[00:17:56.200 --> 00:18:00.200]  就是撒旦
[00:18:00.200 --> 00:18:02.200]  接著到第十三章
[00:18:02.200 --> 00:18:05.200]  有隻怪獸從海裡面出來的
[00:18:05.200 --> 00:18:07.200]  為什麼從海裡面出來呢?
[00:18:07.200 --> 00:18:11.200]  因為以前近東古代中東的人
