
[00:00:00.000 --> 00:00:02.700]  弟兄姊妹,午安啦應該係咪
[00:01:07.600 --> 00:01:11.800]  咁如果事緣你記得上個禮拜我哋就已經講緊係末世嘅景象啦
[00:01:11.800 --> 00:01:13.900]  咁我知道小組討論呢都有啲激烈下嘅
[00:01:13.900 --> 00:01:17.300]  大家都好驚好少去講末世嘅嘢咁樣
[00:01:17.300 --> 00:01:20.700]  如果你問我呢我細個嘅時候呢其實成日都聽呢啲道嘅
[00:01:20.700 --> 00:01:22.900]  60年代呢嘅港台
[00:01:22.900 --> 00:01:24.900]  基督教呢成日都會講呢啲
[00:01:24.900 --> 00:01:28.300]  即係末世呀跟住耶穌又審判呀
[00:01:28.300 --> 00:01:30.600]  咁所以呢嚇到我哋啲細路女呢就好驚嘅
[00:01:30.600 --> 00:01:33.900]  咁做基督徒呢好乖好乖好乖好乖咁做啦ok
[00:01:33.900 --> 00:01:37.600]  咁但係當成個香港嘅社會開始發達啦
[00:01:37.600 --> 00:01:39.400]  開始繁榮嘅時候呢
[00:01:39.400 --> 00:01:42.800]  咁我哋發現大家學歷嘅讀書又叻咗啦高咗啦
[00:01:42.800 --> 00:01:46.300]  香港成為一個國際城市咁資訊又發達咗
[00:01:46.300 --> 00:01:48.600]  漸漸呢我哋就發現咦
[00:01:48.600 --> 00:01:51.000]  好似啲老目者嚇人咁樣嘅
[00:01:51.000 --> 00:01:53.600]  成日都話饑荒即係打仗好緊張嘛嗰陣時
[00:01:53.600 --> 00:01:55.200]  但係而家發覺成日都打仗
[00:01:55.200 --> 00:01:57.000]  即係成日都饑荒㗎啦
[00:01:57.000 --> 00:02:00.400]  再讀得書多就諗下咁樣二次世界戰
[00:02:00.400 --> 00:02:03.400]  都慘到好嚴重㗎啦咁耶穌都未嚟
[00:02:03.400 --> 00:02:06.000]  所以發現呢即係呢十幾廿年呢
[00:02:06.000 --> 00:02:09.600]  開始成個基督教嘅港台其實就好少講一啲
[00:02:09.600 --> 00:02:11.600]  即係恐嚇性嘅說話嘅
[00:02:11.600 --> 00:02:14.200]  通常啲道呢都係好鍾意聽嘅
[00:02:14.200 --> 00:02:17.400]  就係耶穌好愛你呀你犯咗罪唔緊要㗎
[00:02:17.400 --> 00:02:18.400]  你悔改返嚟呢
[00:02:18.400 --> 00:02:23.600]  狗因就白白畀你㗎啦咁你病嘅呢神會醫治你啦
[00:02:23.600 --> 00:02:25.200]  你冇老公嘅呢祈禱啦
[00:02:25.200 --> 00:02:27.600]  上帝會畀個老公你㗎啦你份好工都得嘅
[00:02:27.600 --> 00:02:29.200]  阿神都會畀份好工嚟
[00:02:29.200 --> 00:02:32.000]  咁事實上真係嘅呢段時間嘅氣氛
[00:02:32.000 --> 00:02:34.200]  大家都係即係會係呢啲嘅狀態
[00:02:34.200 --> 00:02:36.200]  所以今日再一次去面對住一啲
[00:02:36.200 --> 00:02:38.000]  可能係叫末世論啦
[00:02:38.000 --> 00:02:40.600]  或者係講緊末日嘅即係經文嘅時候
[00:02:40.600 --> 00:02:42.200]  我都發覺我哋教嘅電影節目呢
[00:02:42.200 --> 00:02:46.200]  都好似好生疏即係有少少係即係好似接唔住咁樣
[00:02:46.200 --> 00:02:49.400]  但係當我哋去諗原來耶穌係臨死之前
[00:02:49.400 --> 00:02:50.400]  佢係好愛我哋
[00:02:50.400 --> 00:02:52.400]  所以講一啲嘢好重要嘅嘢
[00:02:52.400 --> 00:02:55.200]  呢篇嘅訊息係同門徒講嘅
[00:02:55.200 --> 00:02:58.000]  已經唔係同街上面周街嘅人講
[00:02:58.000 --> 00:03:00.400]  係特別係為佢所愛嘅門徒講
[00:03:00.400 --> 00:03:02.400]  要提醒佢哋點樣去預備呢
[00:03:02.400 --> 00:03:06.400]  即係當佢離開咗呢個地上嘅時候
[00:03:06.400 --> 00:03:07.800]  門徒仲要繼續喺度生活
[00:03:07.800 --> 00:03:08.800]  仲要食飯
[00:03:08.800 --> 00:03:09.600]  仲要搵嘢做
[00:03:09.600 --> 00:03:11.200]  仲要交租嘅時間
[00:03:11.200 --> 00:03:13.200]  究竟佢點樣去過呢段日子
[00:03:13.200 --> 00:03:16.800]  以至到佢真係好肯定自己能夠進入天國嘅裏面呢
[00:03:16.800 --> 00:03:19.600]  所以呢呢篇道對我哋嚟講都係重要嘅
[00:03:19.600 --> 00:03:21.000]  事源係點樣發生嘅呢
[00:03:21.000 --> 00:03:21.800]  如果有記得嘅呢
[00:03:21.800 --> 00:03:23.800]  就係因為上個禮拜嗰度講開
[00:03:23.800 --> 00:03:25.800]  門徒一路聽耶穌一路咁講嘅時候
[00:03:25.800 --> 00:03:29.200]  就話啊耶穌其實你幾時會德國降臨
[00:03:29.200 --> 00:03:30.800]  究竟末後嘅日子呢
[00:03:30.800 --> 00:03:32.200]  係有啲咩嘅徵兆
[00:03:32.200 --> 00:03:34.200]  咁如果大家都仲有啲印象嘅
[00:03:34.200 --> 00:03:35.200]  就係我哋發現
[00:03:35.200 --> 00:03:38.800]  喺末後嘅耶穌就話會好多嘅迷惑會出現啦
[00:03:38.800 --> 00:03:40.200]  假基督會出現嘅
[00:03:40.200 --> 00:03:41.400]  迪基督會出現嘅
[00:03:41.400 --> 00:03:44.000]  天災人禍又多啊咁最慘呢就係
[00:03:44.000 --> 00:03:46.000]  不法嘅事增多呢
[00:03:46.000 --> 00:03:49.200]  係令到人嘅愛心呢都會冷淡
[00:03:49.200 --> 00:03:52.400]  咁其實喺呢段嘅經文所講嘅氣候呢
[00:03:52.400 --> 00:03:54.600]  可能我哋係近呢一年半載呢
[00:03:54.600 --> 00:03:56.200]  大家都開始feel到
[00:03:56.200 --> 00:03:58.000]  所以耶穌提醒佢門徒呢
[00:03:58.000 --> 00:03:59.800]  我哋除咗要謹慎之外呢
[00:03:59.800 --> 00:04:02.000]  仲一樣嘢嘅就要忍耐
[00:04:02.000 --> 00:04:04.200]  喺呢咁艱難嘅日子嘅裏面
[00:04:04.200 --> 00:04:06.600]  好似有嘢講唔到出口
[00:04:06.600 --> 00:04:08.000]  唔知點做嘅時間
[00:04:08.000 --> 00:04:09.600]  呢啲係苦難嘅日子
[00:04:09.600 --> 00:04:12.200]  信徒需要嘅係要忍耐到底
[00:04:12.200 --> 00:04:13.400]  就必然得救
[00:04:13.400 --> 00:04:14.200]  所以同隔離嗰個講
[00:04:14.200 --> 00:04:17.200]  你係需要學習忍耐嘅
[00:04:17.200 --> 00:04:18.800]  第二呢
[00:04:18.800 --> 00:04:20.600]  亦都由於耶穌話
[00:04:20.600 --> 00:04:22.400]  你哋唔好畀人哋呃啊
[00:04:22.400 --> 00:04:23.800]  我講清楚
[00:04:23.800 --> 00:04:26.200]  我返嚟嘅日子呢係冇人知嘅
[00:04:26.200 --> 00:04:27.200]  咁嗰陣時
[00:04:27.200 --> 00:04:28.800]  弟兄姊妹如果聽入腦呢
[00:04:28.800 --> 00:04:30.400]  我哋就好安全㗎喎
[00:04:30.400 --> 00:04:31.800]  咁多年以嚟呢
[00:04:31.800 --> 00:04:32.800]  其實香港都好多人講話
[00:04:32.800 --> 00:04:34.600]  呢個有基督嗰個有基督嘅
[00:04:34.600 --> 00:04:36.200]  呢一個月呢個日呢
[00:04:36.200 --> 00:04:37.800]  就大家要喺嗰度呢
[00:04:37.800 --> 00:04:40.000]  變賣家財呀咁樣去祈禱等耶穌嚟
[00:04:40.000 --> 00:04:42.000]  我哋都成日都聽到啲新聞
[00:04:42.000 --> 00:04:43.200]  大家聽親我哋得啖笑
[00:04:43.200 --> 00:04:44.200]  因為好安樂
[00:04:44.200 --> 00:04:45.400]  耶穌講得好清楚
[00:04:45.400 --> 00:04:47.400]  嗰個日子呢係冇人知道嘅
[00:04:47.400 --> 00:04:49.000]  咁所以大家就好易分㗎啦
[00:04:49.000 --> 00:04:51.000]  講明時辰八字嗰啲呢
[00:04:51.000 --> 00:04:52.200]  我哋就得啖笑啦
[00:04:52.200 --> 00:04:53.600]  係唔使理佢嘅
[00:04:53.600 --> 00:04:55.800]  但係點解我哋需要警醒呢
[00:04:55.800 --> 00:04:58.200]  係咪耶穌返嚟我哋就要警醒呢
[00:04:58.200 --> 00:05:00.200]  咁耶穌返嚟其實應該好開心等呀
[00:05:00.200 --> 00:05:02.000]  有咩警醒呢咁樣
[00:05:02.000 --> 00:05:03.600]  正如我哋話阿爸今日呢
[00:05:03.600 --> 00:05:04.400]  出咗糧呀
[00:05:04.400 --> 00:05:07.800]  佢返嚟呢我哋細個時候會斬料返嚟㗎咁樣
[00:05:07.800 --> 00:05:08.800]  你好開心呀
[00:05:08.800 --> 00:05:10.400]  喺度呢好雀躍等緊阿爸
[00:05:10.400 --> 00:05:12.800]  斬叉燒呀定係斬燒鵝呀咁樣
[00:05:12.800 --> 00:05:14.000]  咁嘅心情㗎嘛
[00:05:14.000 --> 00:05:15.600]  點解要警醒呀
[00:05:15.600 --> 00:05:17.400]  原來耶穌畀我哋知道呢
[00:05:17.400 --> 00:05:19.200]  末後耶穌係會返嚟
[00:05:19.200 --> 00:05:22.600]  但係信徒係需要準備嘅
[00:05:22.600 --> 00:05:24.800]  點解需要準備呀
[00:05:24.800 --> 00:05:27.600]  最重要唔係耶穌返嚟咁解呀
[00:05:27.600 --> 00:05:32.800]  耶穌返嚟帶嚟嘅係一個審判
[00:05:32.800 --> 00:05:35.200]  正如我哋話阿媽返嚟有咩驚啫
[00:05:35.200 --> 00:05:36.200]  冇嘢驚㗎
[00:05:36.200 --> 00:05:38.200]  但係如果阿媽走之前同你講
[00:05:38.200 --> 00:05:40.400]  嗱你好做曬你嘅功課呀
[00:05:40.400 --> 00:05:41.600]  搵好你嘅書呀
[00:05:41.600 --> 00:05:43.400]  我返嚟就同你默書㗎啦咁
[00:05:43.400 --> 00:05:46.000]  如果你知道大鑊喇阿媽喺樓下㗎喇
[00:05:46.000 --> 00:05:47.200]  撳住嗰個
[00:05:47.200 --> 00:05:49.400]  即係升降機嗰度見到阿媽上嚟呢
[00:05:49.400 --> 00:05:52.000]  你就明明白白咁就掉低曬你玩具
[00:05:52.000 --> 00:05:53.600]  就點呀
[00:05:53.600 --> 00:05:56.400]  走返入房扮嘢都要讀書啦係咪先
[00:05:56.400 --> 00:05:58.600]  即係話耶穌講
[00:05:58.600 --> 00:06:01.400]  喂你哋要留心我一定會返嚟
[00:06:01.400 --> 00:06:03.000]  除咗個安慰之外
[00:06:03.000 --> 00:06:05.600]  其實仲係有一個好大嘅預警㗎
[00:06:05.600 --> 00:06:07.600]  我返嚟你哋點樣預備
[00:06:07.600 --> 00:06:09.000]  你哋點樣要警醒
[00:06:09.000 --> 00:06:10.200]  係因為
[00:06:10.200 --> 00:06:12.600]  末後係有一個審判嘅
[00:06:12.600 --> 00:06:14.400]  耶穌好擔心班門徒呢
[00:06:14.400 --> 00:06:16.000]  當佢唔喺度嘅時候呢
[00:06:16.000 --> 00:06:17.600]  佢唔知會變成點樣
[00:06:17.600 --> 00:06:19.400]  佢能唔能夠維持佢嘅信仰
[00:06:19.400 --> 00:06:21.200]  好好似同佢一齊嘅時候一樣
[00:06:21.200 --> 00:06:23.000]  於是佢用咗三個呢
[00:06:23.000 --> 00:06:26.400]  比喻嚟到係去幫助班門徒明白
[00:06:26.400 --> 00:06:28.600]  點樣係去預備
[00:06:28.600 --> 00:06:30.400]  嗰個末後嘅日子
[00:06:30.400 --> 00:06:32.000]  咁呢三個嘅比喻呢
[00:06:32.000 --> 00:06:33.800]  其實平時如果返教會
[00:06:33.800 --> 00:06:36.000]  返得一段時間都會斬開咁樣
[00:06:36.000 --> 00:06:37.000]  嚟到去睇嘅
[00:06:37.000 --> 00:06:38.800]  今日我哋試下一次過睇
[00:06:38.800 --> 00:06:40.600]  咁你知嗰個螢光幕好細㗎啦
[00:06:40.600 --> 00:06:42.400]  咁所以你有電話或者係有聖經
[00:06:42.400 --> 00:06:43.600]  我鼓勵你打開佢
[00:06:43.600 --> 00:06:45.800]  咁按你自己老花大細呢
[00:06:45.800 --> 00:06:46.800]  就抹大啲啲字啦
[00:06:46.800 --> 00:06:48.400]  因為好細隻㗎咋ok
[00:06:48.400 --> 00:06:51.000]  第一個比喻就講緊善薄同埋惡薄
[00:06:51.000 --> 00:06:52.800]  原來耶穌話當
[00:06:52.800 --> 00:06:54.200]  佢要離開我哋啦
[00:06:54.200 --> 00:06:56.800]  佢睇十字架之後佢復活佢離開啦ok
[00:06:56.800 --> 00:06:58.800]  呢段時間就好似個主人呢
[00:06:58.800 --> 00:07:00.400]  佢就要離開屋企
[00:07:00.400 --> 00:07:02.800]  佢就將呢一個嘅屋企呢
[00:07:02.800 --> 00:07:05.600]  就交托畀其中一位嘅管家
[00:07:05.600 --> 00:07:07.000]  予以重任
[00:07:07.000 --> 00:07:09.000]  就係佢唔喺度嘅時候呢
[00:07:09.000 --> 00:07:11.200]  佢就代表咗主人呢
[00:07:11.200 --> 00:07:14.400]  嚟到係去管理呢一個嘅家庭嘅
[00:07:14.400 --> 00:07:17.800]  咁所以一人之下呢就萬人之上
[00:07:17.800 --> 00:07:19.600]  係一個即係種澤嚟嘅
[00:07:19.600 --> 00:07:20.800]  咁但係
[00:07:20.800 --> 00:07:23.600]  好可惜有兩類嘅僕人將會出現嘅
[00:07:23.600 --> 00:07:24.400]  一部呢
[00:07:24.400 --> 00:07:27.600]  被稱為中心有見識嘅僕人
[00:07:27.600 --> 00:07:29.200]  但係另一個呢
[00:07:29.200 --> 00:07:32.400]  就係被稱為當主人舞蹈嘅
[00:07:32.400 --> 00:07:33.400]  嘅僕人
[00:07:33.400 --> 00:07:35.600]  權力係從上帝而嚟嘅
[00:07:35.600 --> 00:07:39.000]  頂梓梅每一個相信主嘅信徒
[00:07:39.000 --> 00:07:41.000]  上帝都賦予我哋有權命
[00:07:41.000 --> 00:07:42.200]  所以喺地上
[00:07:42.200 --> 00:07:43.800]  你可以醫病趕鬼
[00:07:43.800 --> 00:07:45.600]  你可以釋放誰就釋放誰
[00:07:45.600 --> 00:07:47.600]  你要捆綁誰就捆綁誰
[00:07:47.600 --> 00:07:51.400]  呢個係上帝俾信徒俾教會一個好大嘅權命
[00:07:51.400 --> 00:07:53.600]  但係當權力
[00:07:53.600 --> 00:07:55.000]  擺喺你嘅手上
[00:07:55.000 --> 00:07:57.000]  你係一個忠心良善嘅僕人
[00:07:57.000 --> 00:07:59.600]  去運用上帝所賜予你嘅位份
[00:07:59.600 --> 00:08:00.800]  去服侍
[00:08:00.800 --> 00:08:01.600]  定一話
[00:08:01.600 --> 00:08:04.200]  你係愛嚟即係自己使用呢
[00:08:04.200 --> 00:08:06.000]  就好似呢兩個僕人一樣
[00:08:06.000 --> 00:08:08.000]  一個係按時呢
[00:08:08.000 --> 00:08:09.000]  去分糧
[00:08:09.000 --> 00:08:10.400]  俾佢嘅同伴
[00:08:10.400 --> 00:08:13.200]  亦都張頭家呢打理得好好嘅
[00:08:13.200 --> 00:08:14.600]  但係惡僕呢
[00:08:14.600 --> 00:08:17.400]  卻因為主人都唔知幾時返
[00:08:17.400 --> 00:08:18.800]  既然主人唔喺度呢
[00:08:18.800 --> 00:08:20.200]  就我大曬㗎喇
[00:08:20.200 --> 00:08:21.800]  我鍾意點做就點做
[00:08:21.800 --> 00:08:23.800]  我鍾意點安排就點安排
[00:08:23.800 --> 00:08:25.800]  又或者有啲人心裏面諗
[00:08:25.800 --> 00:08:28.200]  玩一輪先啦
[00:08:28.200 --> 00:08:30.600]  等我臨返嚟嘅時執返淨咪得囉
[00:08:30.600 --> 00:08:32.800]  好多我哋屋企啲費用都係咁嘅
[00:08:32.800 --> 00:08:35.200]  你臨返嚟佢就執返淨㗎喇
[00:08:35.200 --> 00:08:37.400]  咁但係
[00:08:37.400 --> 00:08:39.600]  聖經形容佢嘅字眼係啲咩呢
[00:08:39.600 --> 00:08:41.200]  就係佢會動手打同伴
[00:08:41.200 --> 00:08:44.000]  佢會同呢啲醉酒嘅人一齊吃喝
[00:08:44.000 --> 00:08:46.800]  通常聖經用呢啲同醉酒嘅人一齊嘅生活
[00:08:46.800 --> 00:08:49.200]  係形容一啲唔信主嘅人
[00:08:49.200 --> 00:08:52.000]  即係一啲唔喺救恩裏面嘅人先係咁嘅
[00:08:52.000 --> 00:08:53.000]  即係話
[00:08:53.000 --> 00:08:54.800]  當主人離開嘅時候
[00:08:54.800 --> 00:08:57.000]  原來竟然有僕人
[00:08:57.000 --> 00:08:58.600]  唔單止對上帝係舞蹈
[00:08:58.600 --> 00:08:59.800]  當主人舞蹈
[00:08:59.800 --> 00:09:01.600]  甚至可能有信徒
[00:09:01.600 --> 00:09:04.000]  係會離開咗佢嘅信仰
[00:09:04.000 --> 00:09:07.000]  同一啲未信主嘅人嘅行為
[00:09:07.000 --> 00:09:08.800]  其實係一模一樣嘅
[00:09:08.800 --> 00:09:10.000]  結果係點嘅
[00:09:10.000 --> 00:09:11.600]  上下文夫認就係
[00:09:11.600 --> 00:09:14.000]  呢個將人哋嘅日子係冇人知嘅
[00:09:14.000 --> 00:09:15.800]  所以你估唔到嘅時候
[00:09:15.800 --> 00:09:17.200]  主人返嚟
[00:09:17.200 --> 00:09:19.000]  發現咗咁嘅情況之下
[00:09:19.000 --> 00:09:21.000]  佢就將嗰個惡僕召嚟
[00:09:21.000 --> 00:09:22.400]  個結果係點呢
[00:09:22.400 --> 00:09:24.400]  個結果就係將嗰個嘅惡僕
[00:09:24.400 --> 00:09:26.000]  重重咁自罪
[00:09:26.000 --> 00:09:28.200]  將佢定為假冒為善嘅人
[00:09:28.200 --> 00:09:32.400]  而且要佢喺出面掉低哀哭切齒
[00:09:32.400 --> 00:09:33.400]  如果讀聖經讀得多
[00:09:33.400 --> 00:09:35.600]  你就知道哀哭切齒呢四個字
[00:09:35.600 --> 00:09:39.400]  通常形容啲人係喺地獄裏面嘅狀況
[00:09:39.400 --> 00:09:40.600]  《利用經文》
[00:09:40.600 --> 00:09:41.800]  耶穌用呢個比喻
[00:09:41.800 --> 00:09:43.800]  係好想提醒佢嘅門徒
[00:09:43.800 --> 00:09:45.800]  冇錯 你哋係被呼召嘅
[00:09:45.800 --> 00:09:47.800]  你哋係上帝所揀選嘅
[00:09:47.800 --> 00:09:50.800]  係去代表上帝活喺呢個地上嘅
[00:09:50.800 --> 00:09:54.800]  以馬來利係馬太福音個好重要嘅其中一個message
[00:09:54.800 --> 00:09:56.800]  神要臨在人間
[00:09:56.800 --> 00:09:58.200]  係透過邊個呀
[00:09:58.200 --> 00:09:59.800]  係透過你同埋我
[00:09:59.800 --> 00:10:02.800]  所以同隔離我講係要透過你嘅
[00:10:02.800 --> 00:10:04.400]  我哋係上帝嘅代言人
[00:10:04.400 --> 00:10:06.800]  我哋有呢個尊貴嘅身份
[00:10:06.800 --> 00:10:10.400]  上帝將一切嘅權柄係畀過我哋
[00:10:10.400 --> 00:10:13.400]  但係究竟我哋係一個忠心良善嘅僕人
[00:10:13.400 --> 00:10:16.200]  嚟到係去為上帝打理好頭家
[00:10:16.200 --> 00:10:17.800]  等後主再嚟
[00:10:17.800 --> 00:10:20.000]  定一話我哋係亂咁用上帝
[00:10:20.000 --> 00:10:21.200]  畀我哋嘅一切呢
[00:10:21.200 --> 00:10:24.800]  嚟到係同一啲未信主嘅人一樣咁嘅做法呢
[00:10:24.800 --> 00:10:28.000]  耶穌喺呢段嘅經文裏面提醒佢嘅門徒
[00:10:28.000 --> 00:10:29.600]  我哋要忠心
[00:10:29.600 --> 00:10:30.800]  咩叫忠心呀
[00:10:30.800 --> 00:10:33.600]  我括住一個細字叫小心世俗化
[00:10:33.600 --> 00:10:36.000]  係咁多年信主嘅生涯裏面
[00:10:36.000 --> 00:10:37.800]  如果我喺段經文裏面去回望
[00:10:37.800 --> 00:10:39.600]  即係我哋做教徒嘅生涯呢
[00:10:39.600 --> 00:10:42.400]  香港都會面對咗同樣一個問題
[00:10:42.400 --> 00:10:44.400]  由我哋細個嗰時候好謹慎
[00:10:44.400 --> 00:10:45.400]  要求好嚴格
[00:10:45.400 --> 00:10:47.200]  所以教徒係好老土嘅
[00:10:47.200 --> 00:10:48.400]  言行好老土
[00:10:48.400 --> 00:10:49.800]  衣著都好老土嘅
[00:10:49.800 --> 00:10:50.800]  呢樣又唔得
[00:10:50.800 --> 00:10:52.000]  嗰樣又唔得
[00:10:52.000 --> 00:10:53.600]  但係慢慢開始
[00:10:53.600 --> 00:10:55.600]  耶穌又好似唔返嚟咁樣
[00:10:55.600 --> 00:10:57.800]  即係世界又因因向榮
[00:10:57.800 --> 00:10:59.600]  大家就即係永遠向好
[00:10:59.600 --> 00:11:02.600]  漸漸連教會開始都世俗化
[00:11:02.600 --> 00:11:04.600]  當我哋好想俾世人認同
[00:11:04.600 --> 00:11:07.400]  我哋嘅衣著已經係同世界冇乜分別㗎
[00:11:07.400 --> 00:11:08.400]  我細個嗰時候呢
[00:11:08.400 --> 00:11:10.000]  係唔可以戴頸鏈㗎
[00:11:10.000 --> 00:11:11.800]  唔可以戴耳環㗎你知唔知教會
[00:11:11.800 --> 00:11:13.600]  所以你見我啲人一定都掛住頸鏈呢
[00:11:13.600 --> 00:11:15.800]  你間教會可以戴嘛
[00:11:15.800 --> 00:11:16.800]  你明唔明呀
[00:11:16.800 --> 00:11:18.600]  細個嗰時候好多樣嘢係唔准做
[00:11:18.600 --> 00:11:20.400]  但係而家我哋樣樣都做得㗎
[00:11:20.400 --> 00:11:23.000]  以前呢我哋講貞潔呢係好嚴重㗎
[00:11:23.000 --> 00:11:25.400]  拍拖嘅時候就係拖手仔㗎咋知唔知呀
[00:11:25.400 --> 00:11:27.200]  但係而家你知道教會裏面
[00:11:27.200 --> 00:11:29.600]  所謂貞潔嘅情況係好亂㗎
[00:11:29.600 --> 00:11:32.400]  所以要推廣即係貞潔運動呢
[00:11:32.400 --> 00:11:35.000]  嗰個嘅機構喺教會都其實好難生存
[00:11:35.000 --> 00:11:35.600]  咁嘅程度
[00:11:35.600 --> 00:11:36.800]  唔好講喺外面
[00:11:36.800 --> 00:11:39.400]  喺教會裏面呢都唔係咁容易生存
[00:11:39.400 --> 00:11:40.800]  點解會咁嘅
[00:11:40.800 --> 00:11:44.200]  上帝委託咗我哋喺地上係上帝嘅代言人
[00:11:44.200 --> 00:11:45.600]  人哋睇到基督徒
[00:11:45.600 --> 00:11:46.800]  睇到教會
[00:11:49.600 --> 00:11:53.000]  但係我哋卻偏偏要同世界同化
[00:11:53.000 --> 00:11:54.000]  得到認同
[00:11:54.000 --> 00:11:56.400]  我哋就將好多樣嘢收斂啦
[00:11:56.400 --> 00:11:58.000]  同大家係一樣啦
[00:11:58.000 --> 00:12:00.200]  我哋講緊嘅係包容同埋接納
[00:12:00.200 --> 00:12:02.400]  但係卻冇咗自己嘅獨特性
[00:12:02.400 --> 00:12:03.800]  小心世俗化
[00:12:03.800 --> 00:12:05.800]  當上帝唔喺我哋身邊
[00:12:05.800 --> 00:12:09.000]  好似都唔知耶穌幾時返嚟嘅時候
[00:12:09.000 --> 00:12:12.200]  我哋有冇忠心去守住上帝嘅道呢
[00:12:12.200 --> 00:12:15.600]  我哋冇忠心去執行上帝嘅心意呢
[00:12:15.600 --> 00:12:17.400]  就好似呢個僕人一樣
[00:12:17.400 --> 00:12:19.000]  就算主人唔喺度
[00:12:19.000 --> 00:12:21.600]  佢知道主人要乜嘅
[00:12:21.600 --> 00:12:23.000]  佢都按照主人嘅心意
[00:12:23.000 --> 00:12:24.800]  將頭家打理得好
[00:12:24.800 --> 00:12:27.600]  呢一個係一個忠心良善僕人
[00:12:27.600 --> 00:12:29.000]  應有嘅表現
[00:12:29.000 --> 00:12:30.600]  第二個嘅比喻呢
[00:12:30.600 --> 00:12:32.200]  係講緊十童女嘅比喻
[00:12:32.200 --> 00:12:34.000]  呢個故事應該大家好熟㗎啦
[00:12:34.000 --> 00:12:36.400]  就講緊天國呢好似有十個嘅童女
[00:12:36.400 --> 00:12:37.400]  佢哋攞住燈
[00:12:37.400 --> 00:12:39.200]  預備出去迎接新郎
[00:12:39.200 --> 00:12:40.400]  咁喺中東嘅地帶
[00:12:40.400 --> 00:12:42.000]  同我哋中國以前嗰啲
[00:12:42.000 --> 00:12:43.800]  蕭素民族一樣嘅啫
[00:12:43.800 --> 00:12:45.800]  大家第一屋企就唔會有電燈㗎啦
[00:12:45.800 --> 00:12:46.400]  係咪
[00:12:46.400 --> 00:12:47.800]  家亦都冇街燈嘅
[00:12:47.800 --> 00:12:49.200]  咁一般嘅婚禮呢
[00:12:49.200 --> 00:12:50.600]  上晝個新郎哥
[00:12:50.600 --> 00:12:53.000]  就一定喺自己嘅家鄉嗰度慶祝出發
[00:12:53.000 --> 00:12:53.800]  咁然後呢
[00:12:53.800 --> 00:12:55.200]  就返山涉水咁樣樣
[00:12:55.200 --> 00:12:56.800]  就去到新娘個屋企
[00:12:56.800 --> 00:12:57.600]  咁所以一般呢
[00:12:57.600 --> 00:12:59.800]  應該可能下晝呀或者係黃昏呢
[00:12:59.800 --> 00:13:02.000]  點都會到達女家㗎啦
[00:13:02.000 --> 00:13:03.400]  咁而夜晚一刻呢
[00:13:03.400 --> 00:13:05.200]  喺女家就會開個盛大的party
[00:13:05.200 --> 00:13:06.800]  一個婚宴咁樣
[00:13:06.800 --> 00:13:08.200]  咁所以預防萬一啦
[00:13:08.200 --> 00:13:09.800]  同埋表示歡迎啦
[00:13:09.800 --> 00:13:12.200]  咁女家通常就會安排呢個童女呢
[00:13:12.200 --> 00:13:13.200]  就揸住啲燈呢
[00:13:13.200 --> 00:13:15.400]  出去預備迎接新郎嘅
[00:13:15.400 --> 00:13:16.600]  咁最重要呢就係話
[00:13:16.600 --> 00:13:18.800]  當如果有啲遠啲嘅
[00:13:18.800 --> 00:13:19.800]  行得耐啲嘅
