
[00:00:00.000 --> 00:00:04.480]  今天我們會講教會的真相和面貌
[00:02:02.400 --> 00:02:06.000]  所以我們今天就嘗試來看一個
[00:02:06.000 --> 00:02:09.800]  在《始唐人傳》的報告
[00:02:09.800 --> 00:02:12.000]  一個階段的報告
[00:02:12.000 --> 00:02:15.800]  就是由五章的十二到十六節
[00:02:15.800 --> 00:02:18.800]  不如我們一齊讀速 預備起
[00:02:18.800 --> 00:02:23.800]  (朗讀単語)
[00:02:23.800 --> 00:02:28.800]  (朗讀単語)
[00:02:28.800 --> 00:02:34.400]  (朗讀単語)
[00:02:34.400 --> 00:02:39.000]  (朗讀単語)
[00:02:39.000 --> 00:02:45.000]  (朗讀単語)
[00:02:45.000 --> 00:02:51.000]  (朗讀単語)
[00:02:51.000 --> 00:02:56.000]  (朗讀単語)
[00:02:56.000 --> 00:02:59.000]  (朗讀単語)
[00:02:59.000 --> 00:03:03.400]  (朗讀単語)
[00:03:03.400 --> 00:03:06.600]  整個《始唐人傳》一共有28章
[00:03:06.600 --> 00:03:08.400]  他們所記載的就是
[00:03:08.400 --> 00:03:11.400]  由耶穌升天 聖靈降臨
[00:03:11.400 --> 00:03:16.400]  以至到其後的大概三、四十年教會一直的發展
[00:03:16.400 --> 00:03:19.800]  無論是在最初的耶路撒冷開始
[00:03:19.800 --> 00:03:24.400]  而一直怎樣的福音傳到更遠的地方
[00:03:24.400 --> 00:03:28.200]  而今天我們看這個報告
[00:03:28.200 --> 00:03:30.000]  特別我們看到最尾那一節
[00:03:30.000 --> 00:03:32.400]  他會說到耶路撒冷這個境地
[00:03:32.400 --> 00:03:37.600]  好像是一個初期的匯報
[00:03:37.600 --> 00:03:40.800]  在《始唐人傳》一章八節裏面說
[00:03:40.800 --> 00:03:43.800]  當聖靈的能力臨到的時候
[00:03:43.800 --> 00:03:48.000]  福音要從耶路撒冷 猶太傳遞
[00:03:48.000 --> 00:03:50.000]  和撒瑪利亞直到地
[00:03:50.000 --> 00:03:52.600]  好像是一個階段
[00:03:52.600 --> 00:03:55.000]  來到這裏的時候有一個匯報
[00:03:55.000 --> 00:03:57.200]  但其實這種匯報
[00:03:57.200 --> 00:03:59.400]  多的可能說到四、五節
[00:03:59.400 --> 00:04:01.800]  少的可能只有一節
[00:04:01.800 --> 00:04:04.000]  大概在整個《始唐人傳》裏面
[00:04:04.000 --> 00:04:07.800]  就有十幾個這些簡單的匯報
[00:04:07.800 --> 00:04:11.600]  好像在《始唐人傳》一章的十二到十五節裏面
[00:04:11.600 --> 00:04:14.000]  說到最初的一百二十人
[00:04:14.000 --> 00:04:15.000]  聖靈未降臨之前
[00:04:15.000 --> 00:04:17.600]  他們怎樣聚集來祈禱
[00:04:17.600 --> 00:04:20.800]  然後去到第二章的四十二到四十七節
[00:04:20.800 --> 00:04:22.000]  就說到那時候
[00:04:22.000 --> 00:04:23.400]  因為聖靈降臨之後
[00:04:23.400 --> 00:04:26.400]  有三千人來信主
[00:04:26.400 --> 00:04:29.000]  然後他們就在家裏聚會
[00:04:29.000 --> 00:04:31.000]  去抹餅去紀念主
[00:04:31.000 --> 00:04:33.000]  然後去到第三、第四章
[00:04:33.000 --> 00:04:35.400]  說到他們醫治完癱子之後
[00:04:35.400 --> 00:04:38.200]  癱子得救那一天
[00:04:38.200 --> 00:04:42.000]  信主的人一天裏面有五千人
[00:04:42.000 --> 00:04:44.600]  說的是男性
[00:04:44.600 --> 00:04:47.600]  然後那個報告就會強調他們是甚麼
[00:04:47.600 --> 00:04:48.800]  「凡物公用」
[00:04:48.800 --> 00:04:50.200]  因為你想想那個人數
[00:04:50.200 --> 00:04:52.600]  信主的人數多成這樣
[00:04:52.600 --> 00:04:54.200]  一定是很多的需要
[00:04:54.200 --> 00:04:56.200]  很多的不足之處
[00:04:56.200 --> 00:05:00.600]  所以當他們這樣來描述這個報告的時候
[00:05:00.600 --> 00:05:03.800]  都是說到教會裏面的情況
[00:05:03.800 --> 00:05:07.200]  就像我們常常說的教會的內情
[00:05:07.200 --> 00:05:10.400]  或者我們稱為Invirginity是怎樣的呢?
[00:05:10.400 --> 00:05:12.400]  信徒與信徒之間的關係
[00:05:12.400 --> 00:05:15.200]  教會裏面的團契與團契之間的關係
[00:05:15.200 --> 00:05:19.200]  整個教會是一群信徒聚在一起的時候
[00:05:19.200 --> 00:05:22.000]  是怎樣來生活的呢?
[00:05:22.000 --> 00:05:23.600]  至於愛情方面
[00:05:23.600 --> 00:05:26.000]  來到這一章我們就會看到
[00:05:26.000 --> 00:05:30.200]  因為開始看到在耶路撒冷和以外的地方
[00:05:30.200 --> 00:05:32.800]  很多人來信主
[00:05:33.800 --> 00:05:36.600]  但是我們記得五章裏面
[00:05:36.600 --> 00:05:40.800]  之後我們會說到的就是有一對夫婦
[00:05:40.800 --> 00:05:44.600]  因為賣了的田產
[00:05:44.600 --> 00:05:47.600]  他們是效法巴拿巴這樣做
[00:05:47.600 --> 00:05:53.000]  去供應當時大批人信主而有缺乏的需要
[00:05:53.000 --> 00:05:56.800]  但是他們又懷著一份貪心
[00:05:56.800 --> 00:05:59.400]  以致他們的貪是貪在哪裏呢?
[00:05:59.400 --> 00:06:01.400]  可能是貪在那個明星
[00:06:01.400 --> 00:06:03.000]  個人明星上面
[00:06:03.000 --> 00:06:05.800]  他們想給人得著稱讚
[00:06:05.800 --> 00:06:09.200]  他們會想我賣就賣光了
[00:06:09.200 --> 00:06:11.400]  但我又不捨得給光
[00:06:11.400 --> 00:06:13.200]  我不捨得給光也沒有問題的
[00:06:13.200 --> 00:06:14.600]  給光也沒有問題的
[00:06:14.600 --> 00:06:17.200]  不過我就說我給光
[00:06:17.200 --> 00:06:20.400]  所以神的審判就在這個臨到
[00:06:20.400 --> 00:06:21.800]  有些人說是否給得
[00:06:21.800 --> 00:06:25.000]  罵到他 罵死了他呢?
[00:06:25.000 --> 00:06:26.600]  很明顯不是的
[00:06:26.600 --> 00:06:28.400]  因為他那裏說得很清楚
[00:06:28.400 --> 00:06:34.800]  他說他欺控聖靈即是等於欺控神
[00:06:34.800 --> 00:06:37.200]  這是一個很危險的提醒
[00:06:37.200 --> 00:06:40.800]  也是一個很危險的警告
[00:06:40.800 --> 00:06:42.200]  而在這個警告裏面
[00:06:42.200 --> 00:06:44.400]  彼得他的角色是甚麼?
[00:06:44.400 --> 00:06:47.200]  彼得說我負責問問題
[00:06:47.200 --> 00:06:49.000]  他只是問問題
[00:06:49.000 --> 00:06:50.400]  他只是提醒他
[00:06:50.400 --> 00:06:54.600]  他還不斷給機會阿娜尼亞的太太去回答
[00:06:54.600 --> 00:06:58.000]  他給機會她去承認
[00:06:58.000 --> 00:07:00.200]  是呀 我做得不足
[00:07:00.200 --> 00:07:02.400]  我有做得不足的地方
[00:07:02.400 --> 00:07:04.200]  而彼得在神的手裏面
[00:07:04.200 --> 00:07:06.000]  就是一個問問題
[00:07:06.000 --> 00:07:08.600]  而行這個審判
[00:07:08.600 --> 00:07:12.000]  我們知道是神的工作
[00:07:12.000 --> 00:07:15.000]  而我們今天來到看這個段落的時候
[00:07:15.000 --> 00:07:17.200]  特別經歷完一個坦子的醫治
[00:07:17.200 --> 00:07:18.600]  哇 很開心
[00:07:18.600 --> 00:07:20.000]  五千人信主
[00:07:20.000 --> 00:07:22.200]  不過跟著教會內部
[00:07:22.200 --> 00:07:25.400]  有一些欺騙的問題出現了
[00:07:25.400 --> 00:07:26.600]  而來到這個報告
[00:07:26.600 --> 00:07:29.600]  我大致上會將它分成兩個的部分
[00:07:29.600 --> 00:07:32.600]  十二、十三節是第一個的部分
[00:07:32.600 --> 00:07:36.800]  而十四、十五、十六就是第二個的部分
[00:07:36.800 --> 00:07:37.800]  第一個的部分
[00:07:37.800 --> 00:07:40.800]  它講到他們那些的仕途
[00:07:40.800 --> 00:07:41.800]  在民間
[00:07:41.800 --> 00:07:44.400]  即是講在整個的地域
[00:07:44.400 --> 00:07:47.000]  在耶路撒冷這個地方
[00:07:47.000 --> 00:07:48.800]  不只是在教會裏面
[00:07:48.800 --> 00:07:52.200]  或者在教會裏面來發生
[00:07:52.200 --> 00:07:56.000]  而是在民間來行了很多的神蹟騎士
[00:07:56.000 --> 00:07:58.800]  我相信後面就是講他們那個神蹟騎士
[00:07:58.800 --> 00:08:01.600]  就是怎樣在一個公開的地方
[00:08:01.600 --> 00:08:05.600]  有人會抬一些人來讓彼得來醫治他
[00:08:05.600 --> 00:08:10.400]  接著就講他們同心合意聚集在所羅門的廊下
[00:08:10.400 --> 00:08:12.800]  所羅門的廊下開始有人聚集
[00:08:12.800 --> 00:08:17.400]  似乎就是那位坦子得醫治之後的時間
[00:08:17.400 --> 00:08:21.200]  因為他們就在那裏來聽彼得解釋
[00:08:21.200 --> 00:08:23.600]  來講為什麼這個人會信主
[00:08:23.600 --> 00:08:24.800]  為什麼這個人會起得身
[00:08:24.800 --> 00:08:26.000]  為什麼這個人會行得
[00:08:26.000 --> 00:08:27.800]  他可以進聖殿來敬拜
[00:08:27.800 --> 00:08:31.800]  很多的問題在那裏開始聚集來學習
[00:08:31.800 --> 00:08:34.200]  如果我們按照這樣來看的時候
[00:08:34.200 --> 00:08:35.600]  第十二節的第二句
[00:08:35.600 --> 00:08:40.000]  那個「他們」最直接的解釋
[00:08:40.000 --> 00:08:43.200]  就是在講那班仕途
[00:08:43.200 --> 00:08:48.800]  可能是在講最初見過耶穌基督
[00:08:48.800 --> 00:08:51.600]  和耶穌基督一起又見過他復活的那班
[00:08:51.600 --> 00:08:55.000]  可能都是在講不是很多的人
[00:08:55.000 --> 00:08:58.200]  最初他們一起禱告都是只有百二人
[00:08:58.200 --> 00:09:00.600]  是不是在講這班的仕途呢?
[00:09:00.600 --> 00:09:03.200]  但是如果我們留心十三節裏面
[00:09:03.200 --> 00:09:07.000]  他就用另外一個詞是講其餘的人
[00:09:07.000 --> 00:09:12.600]  其餘的人是相對於十二節這一段講的「他們」
[00:09:12.600 --> 00:09:16.600]  那是不是很大部分的人呢?
[00:09:16.600 --> 00:09:20.800]  在解釋裏面我們就相信這班其餘的人
[00:09:20.800 --> 00:09:25.400]  都是已經接受了主耶穌為救主的人
[00:09:25.400 --> 00:09:27.400]  都是一班信徒
[00:09:27.400 --> 00:09:33.200]  因為這個其餘的人是相對於後面十三節裏面講的「百姓」
[00:09:33.200 --> 00:09:37.200]  「百姓」就是講一班周圍在社會裏面
[00:09:37.200 --> 00:09:40.200]  特別是講到他們未信主
[00:09:40.200 --> 00:09:43.600]  雖然他們有機會見過聖靈降臨
[00:09:43.600 --> 00:09:45.000]  或者聽聞過
[00:09:45.000 --> 00:09:49.800]  或者他們見過也聽聞過這個坦子得醫子
[00:09:49.800 --> 00:09:51.800]  甚至教會有醜聞
[00:09:51.800 --> 00:09:54.400]  他們都聽聞過都不一定
[00:09:54.400 --> 00:09:58.600]  但是他們講的這一班的百姓是尊重他們的
[00:09:58.600 --> 00:10:00.800]  而他們兩個的對比
[00:10:00.800 --> 00:10:02.200]  十三節裏面那個對比
[00:10:02.200 --> 00:10:06.000]  其餘的人和這班百姓「卻」
[00:10:06.000 --> 00:10:11.200]  好像這兩批人是一個不同的
[00:10:11.200 --> 00:10:13.400]  頭一班人這樣的反應
[00:10:13.400 --> 00:10:19.000]  不過第二班人就有這樣的反應在裏面
[00:10:19.000 --> 00:10:22.400]  所以我們從十二、十三節裏面去理解的時候
[00:10:22.400 --> 00:10:25.800]  特別我們從第一章開始看下來
[00:10:25.800 --> 00:10:30.200]  如果你用手機去做一個搜尋的話
[00:10:30.200 --> 00:10:34.200]  你就會見到「同心合二」這個字
[00:10:34.200 --> 00:10:38.400]  多數一般的情況下來到這裏
[00:10:38.400 --> 00:10:42.800]  都是形容教會的一個整體
[00:10:42.800 --> 00:10:47.400]  就應該不只是單單那些的仕途
[00:10:47.400 --> 00:10:49.000]  而是講到教會
[00:10:49.000 --> 00:10:50.400]  但是有多少人呢?
[00:10:50.400 --> 00:10:51.800]  我們不知道
[00:10:51.800 --> 00:10:54.000]  但是為什麼會有一些人
[00:10:54.000 --> 00:10:59.800]  其餘的人沒有一個敢去接近他們
[00:10:59.800 --> 00:11:01.400]  又回來到他們
[00:11:01.400 --> 00:11:04.400]  好像在這一班教會的信徒裏面
[00:11:04.400 --> 00:11:06.600]  當時在耶路撒冷這一班
[00:11:06.600 --> 00:11:11.600]  120加3000加5000最少的人裏面
[00:11:11.600 --> 00:11:13.000]  好像有兩批
[00:11:13.000 --> 00:11:16.400]  一批就是在所羅門的廊下
[00:11:16.400 --> 00:11:20.200]  一批就是不敢去接近的人
[00:11:20.200 --> 00:11:24.800]  這批不敢接近的人是因為什麼原因呢?
[00:11:24.800 --> 00:11:30.400]  是不是因為之前發生過的兩件事情呢?
[00:11:30.400 --> 00:11:34.200]  他們的領袖彼得
[00:11:34.200 --> 00:11:40.000]  帶過去在他們的宗教領袖的面前受過審
[00:11:40.000 --> 00:11:43.400]  雖然最終都釋放
[00:11:43.400 --> 00:11:48.600]  但是和宗教領袖對立
[00:11:48.600 --> 00:11:51.800]  我們會不會有危險呢?
[00:11:51.800 --> 00:11:54.000]  而另外一個就更加直接
[00:11:54.000 --> 00:11:58.600]  就是教會裏面有人因為欺騙
[00:11:58.600 --> 00:12:02.000]  而即時被審判死亡
[00:12:02.000 --> 00:12:04.800]  是不是他們在那裏想
[00:12:04.800 --> 00:12:06.600]  但是你又會想回頭
[00:12:06.600 --> 00:12:09.200]  如果我行得正 站得正
[00:12:09.200 --> 00:12:10.600]  那我又何必害怕呢?
[00:12:10.600 --> 00:12:14.800]  那我就可以一點都不害怕
[00:12:14.800 --> 00:12:19.400]  來到所羅門的廊下聚集
[00:12:19.400 --> 00:12:22.400]  為什麼會在所羅門的廊下聚集呢?
[00:12:22.400 --> 00:12:25.400]  我相信其中一個就是
[00:12:25.400 --> 00:12:29.200]  這是學習聖經或者學習神的道
[00:12:29.200 --> 00:12:31.800]  那個地方的轉移
[00:12:31.800 --> 00:12:37.400]  之前人數的情況或者各樣的限制
[00:12:37.400 --> 00:12:40.800]  可能他們會在家裏聽主的道
[00:12:40.800 --> 00:12:45.200]  或者甚至用樓房來聽主的道
[00:12:45.200 --> 00:12:48.800]  但是似乎可能人數的多
[00:12:48.800 --> 00:12:53.800]  或者那個地點是一個新的聚集點
[00:12:53.800 --> 00:12:55.200]  要描述這個報告就是
[00:12:55.200 --> 00:12:59.400]  現在他們轉去那裏想學習
[00:12:59.400 --> 00:13:01.000]  去學習神的道
[00:13:01.000 --> 00:13:04.800]  但是有一班人不敢去接觸他們
[00:13:04.800 --> 00:13:07.200]  不過他們很受百姓歡迎
[00:13:07.200 --> 00:13:09.000]  我相信很受百姓歡迎
[00:13:09.000 --> 00:13:10.600]  不難理解的
[00:13:10.600 --> 00:13:12.600]  如果你是有一間房子
[00:13:12.600 --> 00:13:14.200]  你是包租婆
[00:13:14.200 --> 00:13:16.000]  你想租給別人
[00:13:16.000 --> 00:13:18.400]  你想選擇一個什麼租客
[00:13:18.400 --> 00:13:21.200]  或者你搬去一個新的屋邨
[00:13:21.200 --> 00:13:24.600]  你都很想問我們地下的那個保安員
[00:13:24.600 --> 00:13:26.000]  不知道怎麼樣的呢?
[00:13:26.000 --> 00:13:28.200]  我們隔壁的房子不知道怎麼樣的呢?
[00:13:28.200 --> 00:13:32.000]  如果有人告訴你很正直的
[00:13:32.000 --> 00:13:34.600]  隔壁那個你不用擔心
[00:13:34.600 --> 00:13:37.800]  他不會搗亂
[00:13:37.800 --> 00:13:39.000]  不會晚上很吵
[00:13:39.000 --> 00:13:43.400]  也不會在裏面開很多聲音出來
[00:13:43.400 --> 00:13:45.200]  如果我是一個這樣的
[00:13:45.200 --> 00:13:46.800]  我都想我的鄰舍
[00:13:46.800 --> 00:13:48.600]  想我周圍的人
[00:13:48.600 --> 00:13:50.200]  特別他講到的是什麼?
[00:13:50.200 --> 00:13:53.000]  他們這對夫婦
[00:13:53.000 --> 00:13:57.600]  上一段講到這對夫婦的死亡
[00:13:57.600 --> 00:14:00.000]  是出於一個貪心的時候
[00:14:00.000 --> 00:14:03.400]  這一班是一班誠實的人
[00:14:03.400 --> 00:14:04.800]  而這一班的人
[00:14:04.800 --> 00:14:07.600]  因著他們的信仰那種堅持
[00:14:07.600 --> 00:14:10.000]  不惜也不害怕
[00:14:10.000 --> 00:14:13.800]  和他們的宗教領袖來對抗
[00:14:13.800 --> 00:14:15.200]  因為他們說什麼?
[00:14:15.200 --> 00:14:16.600]  聽神話
[00:14:16.600 --> 00:14:18.800]  善於聽人話
[00:14:18.800 --> 00:14:20.600]  在他們這樣的時候
[00:14:20.600 --> 00:14:22.800]  你做包租婆
[00:14:22.800 --> 00:14:23.400]  好不好?
[00:14:23.400 --> 00:14:24.400]  這些租客
[00:14:24.400 --> 00:14:25.400]  當然好
[00:14:25.400 --> 00:14:26.600]  你可以和他講道理
[00:14:26.600 --> 00:14:28.200]  你可以和他做些什麼
[00:14:28.200 --> 00:14:31.000]  但是是不是因為這樣
[00:14:31.000 --> 00:14:35.200]  百姓尊重是一個正面的時候
[00:14:35.200 --> 00:14:37.800]  其餘的人所做的行為
[00:14:37.800 --> 00:14:41.000]  就一定是負面的呢?
[00:14:41.000 --> 00:14:45.200]  還是其實他們都是要去思考
[00:14:45.200 --> 00:14:47.000]  去到每一個階段
[00:14:47.000 --> 00:14:50.200]  一些大事情發生的時候
[00:14:50.200 --> 00:14:54.400]  特別教會面對的是什麼?
[00:14:54.400 --> 00:14:55.600]  和當權的
[00:14:55.600 --> 00:14:59.600]  或者和一些有權勢的人
[00:14:59.600 --> 00:15:01.200]  是一個對立面
[00:15:01.200 --> 00:15:04.800]  甚至教會裏面出現一些
[00:15:04.800 --> 00:15:07.000]  不光彩的事情
[00:15:07.000 --> 00:15:09.000]  都會使我們
[00:15:09.000 --> 00:15:12.800]  迫其然要來考慮考慮
[00:15:12.800 --> 00:15:15.400]  我相信在那兩件事件裏面
[00:15:15.400 --> 00:15:17.600]  他們所經歷的
[00:15:17.600 --> 00:15:21.000]  除了看到有人得醫治
[00:15:21.000 --> 00:15:22.400]  這個大能
[00:15:22.400 --> 00:15:24.200]  神的大能之外
[00:15:24.200 --> 00:15:26.800]  也看到神那種聖潔
[00:15:26.800 --> 00:15:31.200]  因為在那對夫婦的死亡
[00:15:31.200 --> 00:15:34.600]  還有他們看到這個人的得救
[00:15:34.600 --> 00:15:37.000]  看到很多神的聖情
[00:15:37.000 --> 00:15:38.800]  很多神的形象在那裏
[00:15:38.800 --> 00:15:41.600]  讓他們來見到
[00:15:41.600 --> 00:15:44.200]  很不其然產生出來的
[00:15:44.200 --> 00:15:46.800]  就是一個敬畏的心
[00:15:46.800 --> 00:15:49.400]  當我們害怕
[00:15:49.400 --> 00:15:51.000]  而害怕的裏面
[00:15:51.000 --> 00:15:56.600]  是在挑戰我們對神的敬畏的時候
[00:15:56.600 --> 00:15:59.200]  這個害怕是好事
[00:15:59.200 --> 00:16:01.800]  也幫我們去想清楚
[00:16:01.800 --> 00:16:05.200]  是有我們真的要去計算代價的
[00:16:05.200 --> 00:16:09.200]  做一個主耶穌的跟隨
[00:16:09.200 --> 00:16:10.800]  祂的門號
[00:16:10.800 --> 00:16:12.600]  是要計算的
[00:16:12.600 --> 00:16:14.200]  有些事情發生了
[00:16:14.200 --> 00:16:17.800]  是要你來考慮清楚
[00:16:17.800 --> 00:16:22.200]  來去想的
[00:16:22.200 --> 00:16:25.000]  如果我們在這些關口上
[00:16:25.000 --> 00:16:26.600]  考慮清楚
[00:16:26.600 --> 00:16:28.400]  思考完
[00:16:28.400 --> 00:16:31.200]  仍然跟隨的話
[00:16:31.200 --> 00:16:32.400]  我很相信
[00:16:32.400 --> 00:16:34.200]  神會有很多的祝福
[00:16:34.200 --> 00:16:38.600]  臨到我們的身上
[00:16:38.600 --> 00:16:40.800]  而在我們頭一段裏面
[00:16:40.800 --> 00:16:42.600]  十二到十三節
[00:16:42.600 --> 00:16:45.000]  說了這個情況的時候
[00:16:45.000 --> 00:16:48.000]  所以你看到我在分段裏面
[00:16:48.000 --> 00:16:51.200]  看到他們是用神蹟啟示
[00:16:51.200 --> 00:16:53.200]  來去傳主道
[00:16:53.200 --> 00:16:54.200]  為什麼我會這樣說呢?
[00:16:54.200 --> 00:16:55.400]  因為第二段就是說
[00:16:55.400 --> 00:16:57.400]  那些人是怎樣信主的
[00:16:57.400 --> 00:16:59.800]  好像很神奇
[00:16:59.800 --> 00:17:02.400]  好像很厲害
[00:17:02.400 --> 00:17:05.000]  彼得在這個領袖群裏面
[00:17:05.000 --> 00:17:09.000]  那種站出來的形象
[00:17:09.000 --> 00:17:10.600]  是不是很厲害
[00:17:10.600 --> 00:17:13.800]  不知道牧師是否真的可以做到
[00:17:13.800 --> 00:17:15.600]  行神蹟啟示
[00:17:15.600 --> 00:17:17.400]  甚至是怎樣
[00:17:17.400 --> 00:17:20.600]  我們一起來再看十四到十六節
[00:17:20.600 --> 00:17:23.000]  他說信主的人越發增添
[00:17:23.000 --> 00:17:25.000]  連男帶女都很多
[00:17:25.000 --> 00:17:28.200]  甚至有人將病人抬到街上
[00:17:28.200 --> 00:17:29.800]  放在床上
[00:17:29.800 --> 00:17:31.800]  或者在浴紙上
[00:17:31.800 --> 00:17:34.000]  好讓彼得走過來的時候
[00:17:34.000 --> 00:17:38.800]  或者影子投在這些人的身上
[00:17:38.800 --> 00:17:41.000]  還有許多人帶著病人
[00:17:41.000 --> 00:17:43.200]  和被污淩纏磨的
[00:17:43.200 --> 00:17:46.000]  從耶路撒冷四處的城鎮內
[00:17:46.000 --> 00:17:49.000]  他們全都得了醫治
[00:17:49.000 --> 00:17:52.000]  全都得了醫治
[00:17:52.000 --> 00:17:54.400]  哇 全部
[00:17:54.400 --> 00:17:56.400]  是不是比耶穌還厲害
[00:17:56.400 --> 00:17:59.400]  很厲害
[00:17:59.400 --> 00:18:00.400]  是一個描述
[00:18:00.400 --> 00:18:05.600]  連走過的影子都可以有醫治的能力
[00:18:05.600 --> 00:18:10.400]  我們要追究那個歷史背景
[00:18:10.400 --> 00:18:13.400]  當時以前的人真的這樣相信
[00:18:13.400 --> 00:18:17.400]  你的影子就是你整個人的現身
[00:18:17.400 --> 00:18:19.400]  所以你的影子就等於你的人
[00:18:19.400 --> 00:18:23.800]  你觸摸它就有能力從那裡而來
[00:18:23.800 --> 00:18:25.800]  我們回想起
[00:18:25.800 --> 00:18:29.800]  耶穌基督醫治血流的女士一樣
[00:18:29.800 --> 00:18:31.000]  那個女士是怎樣說的
[00:18:31.000 --> 00:18:33.400]  我摸到她的衣服
[00:18:33.400 --> 00:18:34.400]  摸到她就好了
[00:18:34.400 --> 00:18:35.600]  摸到她就好了
[00:18:35.600 --> 00:18:38.800]  她不斷地自己說
[00:18:38.800 --> 00:18:39.800]  我摸到就好了
[00:18:39.800 --> 00:18:41.200]  摸到就會得醫治了
[00:18:41.200 --> 00:18:43.200]  但最終是否真實
[00:18:43.200 --> 00:18:47.200]  而耶穌也感受能力從那裡而出
[00:18:47.200 --> 00:18:50.200]  所以在他們的信念
[00:18:50.200 --> 00:18:52.200]  或者當時在這個歷史背景下
[00:18:52.200 --> 00:18:54.200]  他們真的這樣相信
[00:18:54.200 --> 00:18:58.200]  而這個相信就令他們將病人抬到來
[00:18:58.200 --> 00:19:00.200]  全部人都得醫治
[00:19:00.200 --> 00:19:01.200]  是不是很好
[00:19:01.200 --> 00:19:03.200]  開醫治大會
[00:19:03.200 --> 00:19:08.200]  我們今天是否能夠這樣來醫治所有的人
[00:19:08.200 --> 00:19:09.200]  是就好了
[00:19:09.200 --> 00:19:11.200]  我們今天的公立醫院爆棚
[00:19:11.200 --> 00:19:14.200]  輪候急診室時間
[00:19:14.200 --> 00:19:16.200]  還要分流制
[00:19:16.200 --> 00:19:19.200]  擺幾個就搞定了
[00:19:19.200 --> 00:19:23.200]  每區擺幾個
[00:19:23.200 --> 00:19:25.200]  是不是在說這件事呢
[00:19:25.200 --> 00:19:28.200]  還是我們在想
[00:19:28.200 --> 00:19:31.200]  這段經文其實想帶出甚麼呢
[00:19:31.200 --> 00:19:34.200]  我想跟大家看一段參考經文
[00:19:34.200 --> 00:19:36.200]  就在我們輔助經文裏面
[00:19:36.200 --> 00:19:37.200]  最尾那段
[00:19:37.200 --> 00:19:40.200]  在《路加福音》的六章
[00:19:40.200 --> 00:19:42.200]  十七到十九節
[00:19:42.200 --> 00:19:44.200]  我們一起來讀出來
[00:19:46.200 --> 00:20:14.200]  (用英文翻譯)
[00:20:14.200 --> 00:20:17.200]  你有沒有留意呢
[00:20:17.200 --> 00:20:18.200]  這裏是在說《路加福音》
[00:20:18.200 --> 00:20:20.200]  描述的是耶穌
[00:20:20.200 --> 00:20:21.200]  而我們又知道
[00:20:21.200 --> 00:20:23.200]  《路加福音》和《士徒行傳》
[00:20:23.200 --> 00:20:25.200]  其實是出於同一個作者
[00:20:25.200 --> 00:20:27.200]  路加醫生
[00:20:27.200 --> 00:20:29.200]  所以他是刻意
[00:20:29.200 --> 00:20:32.200]  特意用一些相同
[00:20:32.200 --> 00:20:35.200]  或者甚至完全一樣的字眼
[00:20:35.200 --> 00:20:38.200]  來描述悶透今天所做的
[00:20:38.200 --> 00:20:41.200]  即是耶穌當日所做的
