
[00:00:00.000 --> 00:00:03.620]  弟兄姊妹、朋友、牧者平安
[00:02:06.140 --> 00:02:08.700]  狗不會生一隻貓出來
[00:02:08.700 --> 00:02:11.140]  蘋果樹不會結出葡萄
[00:02:11.140 --> 00:02:14.580]  神也創造了太陽月亮星辰
[00:02:14.580 --> 00:02:18.700]  他們都是按著一些軌跡去運作
[00:02:18.700 --> 00:02:20.540]  不用派人管理
[00:02:20.540 --> 00:02:22.140]  回想這件事
[00:02:22.140 --> 00:02:26.880]  我們也要多謝神沒有派人去管理宇宙的運作
[00:02:26.880 --> 00:02:30.100]  因為人真的會有人為的錯失
[00:02:30.100 --> 00:02:33.040]  否則宇宙就大亂了
[00:02:33.040 --> 00:02:37.480]  神將自然的定律放在祂的創造當中
[00:02:37.480 --> 00:02:39.380]  所以你家的後院
[00:02:39.380 --> 00:02:41.340]  每年你種瓜就有瓜
[00:02:41.340 --> 00:02:43.000]  種豆就有豆
[00:02:43.000 --> 00:02:44.840]  無論我們在哪裡住
[00:02:44.840 --> 00:02:47.340]  我們早上起床都看到太陽
[00:02:47.340 --> 00:02:49.680]  晚上我們會看到月亮
[00:02:49.680 --> 00:02:54.300]  所有都是神設計的自然定律
[00:02:54.300 --> 00:02:56.140]  今天的經文裡面
[00:02:56.140 --> 00:03:00.000]  我們同樣看到三個屬靈投資的定律
[00:03:00.000 --> 00:03:02.300]  全部都是神設計的
[00:03:02.300 --> 00:03:04.600]  只要我們願意去循復
[00:03:04.600 --> 00:03:10.240]  按照這些屬靈投資的定律去生活
[00:03:10.240 --> 00:03:12.380]  去做人生的投資
[00:03:12.380 --> 00:03:16.180]  是一定可以得到神設計的結果
[00:03:16.180 --> 00:03:17.900]  神設計的結果
[00:03:17.900 --> 00:03:21.640]  我們就叫做神的應許
[00:03:21.640 --> 00:03:26.300]  屬靈定律可以用一個數題去表達
[00:03:26.300 --> 00:03:28.780]  1+1=3
[00:03:28.780 --> 00:03:33.240]  第一個1是我們看到的神給我們的教導
[00:03:33.240 --> 00:03:40.880]  第二個1是人循復去遵從神的教導
[00:03:40.880 --> 00:03:44.800]  第三個3就是神應許的結果
[00:03:44.800 --> 00:03:47.040]  如果我們從人的眼中去看
[00:03:47.040 --> 00:03:48.840]  人的邏輯來想
[00:03:48.840 --> 00:03:51.440]  1+1怎麼會等於3呢
[00:03:51.440 --> 00:03:54.900]  但是屬靈定律就是這樣
[00:03:54.900 --> 00:03:58.300]  做屬靈的投資就是這樣
[00:03:58.300 --> 00:04:00.500]  1+1=3
[00:04:00.500 --> 00:04:02.700]  因為當中有一個
[00:04:02.700 --> 00:04:07.300]  是要用屬靈眼睛去看到的信心
[00:04:07.300 --> 00:04:08.800]  缺乏這個信心
[00:04:08.800 --> 00:04:12.940]  我們真的很難明白1+1怎麼可能等於3呢
[00:04:12.940 --> 00:04:14.340]  缺乏這個信心
[00:04:14.340 --> 00:04:17.980]  也很難得到神應許的結果
[00:04:17.980 --> 00:04:23.440]  明白屬靈定律去投資的數字是這樣算的
[00:04:23.440 --> 00:04:26.600]  我們現在去看今天的五節經文
[00:04:26.600 --> 00:04:32.940]  就很有意思了
[00:04:32.940 --> 00:04:34.040]  今天的經文裡面
[00:04:34.040 --> 00:04:36.540]  第23和27兩節
[00:04:36.540 --> 00:04:38.700]  是告訴我們第一個定律
[00:04:38.700 --> 00:04:41.600]  「一生果效,由心而發」
[00:04:41.600 --> 00:04:45.380]  24和26節的經文是講第二個定律
[00:04:45.380 --> 00:04:48.480]  「看似吃虧,其實是受益的」
[00:04:48.480 --> 00:04:50.480]  最後一節和25節的經文
[00:04:50.480 --> 00:04:52.440]  所講的第三個定律
[00:04:52.440 --> 00:04:56.100]  就是「我祝福人,神賜福我」
[00:04:56.100 --> 00:04:59.340]  首先我們看看23和27的經文裡面
[00:04:59.340 --> 00:05:01.740]  講到一些異人的情況
[00:05:01.740 --> 00:05:04.280]  它說異人的心願盡是好的
[00:05:04.280 --> 00:05:08.100]  懇切求善的,就求得恩寵
[00:05:08.100 --> 00:05:10.600]  我們用現代人的說話來講
[00:05:10.600 --> 00:05:13.680]  就是說那些奉公守法的人
[00:05:13.680 --> 00:05:15.840]  心裡面有神的人
[00:05:15.840 --> 00:05:20.280]  他們所追求的都是為別人
[00:05:20.280 --> 00:05:23.440]  為自己的好處去想的
[00:05:23.440 --> 00:05:25.200]  所以他們所做的事
[00:05:25.200 --> 00:05:27.600]  都是真心真意的行善
[00:05:27.600 --> 00:05:32.240]  一定會為自己和別人帶來益處的
[00:05:32.240 --> 00:05:34.180]  但是經文裡面講到一些
[00:05:34.180 --> 00:05:36.240]  惡人的情形又是怎樣呢
[00:05:36.240 --> 00:05:38.900]  它說惡人的指望卻帶來憤怒
[00:05:38.900 --> 00:05:42.400]  但那求惡的,惡必臨到他
[00:05:42.400 --> 00:05:45.040]  所以這些不肯奉公守法
[00:05:45.040 --> 00:05:46.640]  心裡面沒有神的人
[00:05:46.640 --> 00:05:49.040]  他們想的東西,他們追求的東西
[00:05:49.040 --> 00:05:50.740]  會帶給自己什麼呢?
[00:05:50.740 --> 00:05:52.540]  災難
[00:05:52.540 --> 00:05:54.440]  帶給自己從神禮
[00:05:54.440 --> 00:05:58.400]  傾倒下來在他們身上的那種憤怒
[00:05:58.400 --> 00:06:01.880]  這兩句經文要講給我們聽的道理
[00:06:01.880 --> 00:06:04.000]  一點都不難明白,是不是?
[00:06:04.000 --> 00:06:08.140]  人心謀算的東西是一定會影響我們的行為
[00:06:08.140 --> 00:06:10.740]  而每一個人都要為自己的行為
[00:06:10.740 --> 00:06:13.140]  去承受它的後果
[00:06:13.140 --> 00:06:15.640]  道理也好像我們中國人所說的
[00:06:15.640 --> 00:06:18.240]  好人有好報,惡人有惡報
[00:06:18.240 --> 00:06:21.300]  這個道理其實在《針言》裡面
[00:06:21.300 --> 00:06:25.200]  前前後後重複講過很多次給我們聽
[00:06:25.200 --> 00:06:29.080]  不過如果我們看看我們周圍的生活
[00:06:29.080 --> 00:06:31.080]  我們有些苦惱的
[00:06:31.080 --> 00:06:33.900]  因為實在我們都看到很多情況
[00:06:33.900 --> 00:06:35.580]  好人難做
[00:06:35.580 --> 00:06:38.780]  做了好人,你不見得有好報
[00:06:38.780 --> 00:06:40.680]  怎麼去理解呢?
[00:06:40.680 --> 00:06:44.140]  在這些時候,我們作為神的兒女
[00:06:44.140 --> 00:06:47.880]  我們要記得一加一等於三
[00:06:47.880 --> 00:06:51.140]  我們要有屬靈的眼睛去看見
[00:06:51.140 --> 00:06:53.340]  有信心這件事
[00:06:53.340 --> 00:06:55.300]  我們要相信神的憤怒
[00:06:55.300 --> 00:06:57.300]  是會按照祂的公平公義
[00:06:57.300 --> 00:07:00.300]  祂的時間去臨到的
[00:07:00.300 --> 00:07:03.900]  不要看見別人做神不喜歡的事
[00:07:03.900 --> 00:07:07.280]  不願意去遵從神的吩咐
[00:07:07.280 --> 00:07:10.280]  但是他們仍然平安無事過得很好
[00:07:10.280 --> 00:07:13.140]  而我們心中憤憤不平
[00:07:13.140 --> 00:07:15.340]  正如《針言》裡面所提醒的
[00:07:15.340 --> 00:07:17.540]  祂說你要保守你的心
[00:07:17.540 --> 00:07:19.240]  勝過保守一切
[00:07:19.240 --> 00:07:23.080]  因為一生的果效是從哪裡出來的?
[00:07:23.080 --> 00:07:26.580]  是從我們的心裡出來的
[00:07:26.580 --> 00:07:31.580]  《掃靈定律》一就是一生的果效由心而發
[00:07:31.580 --> 00:07:36.940]  我們只管按照神的教導去狠切求善
[00:07:36.940 --> 00:07:39.380]  然後我們順服遵從的
[00:07:39.380 --> 00:07:42.280]  多為別人的好處去著想
[00:07:42.280 --> 00:07:45.780]  用信心來等待神應許的結果
[00:07:45.780 --> 00:07:47.200]  什麼結果?
[00:07:47.200 --> 00:07:51.180]  盡是好的,求得恩寵
[00:07:51.180 --> 00:07:53.340]  再看第二個定律
[00:07:53.340 --> 00:07:57.680]  裡面說到一些慷慨的人是怎樣的
[00:07:57.680 --> 00:07:59.800]  他說
[00:07:59.800 --> 00:08:02.100]  有施捨的,錢財增添
[00:08:02.100 --> 00:08:05.840]  願意出售的,祝福臨到頭上
[00:08:05.840 --> 00:08:07.100]  願意慷慨
[00:08:07.100 --> 00:08:10.140]  去為別人的需要而白白付出的人
[00:08:10.140 --> 00:08:13.200]  一定會為自己帶來豐足的
[00:08:13.200 --> 00:08:15.740]  就好像在別人有需要的時候
[00:08:15.740 --> 00:08:19.580]  願意賺少一點,甚至不賺也好
[00:08:19.580 --> 00:08:22.840]  我都開倉把糧食出賣
[00:08:22.840 --> 00:08:26.000]  這些情況,人看來真的很吃虧
[00:08:26.000 --> 00:08:27.780]  非常吃虧
[00:08:27.780 --> 00:08:31.480]  但其實是為自己賺得人的祝福
[00:08:31.480 --> 00:08:33.480]  可能你在這時候就想
[00:08:33.480 --> 00:08:35.280]  人的祝福重要嗎?
[00:08:35.280 --> 00:08:38.080]  不是神的賜福最重要嗎?
[00:08:38.080 --> 00:08:40.680]  是的,神的祝福真的很重要
[00:08:40.680 --> 00:08:43.880]  神願意賜福給我們是最重要的事
[00:08:43.880 --> 00:08:45.880]  不過人的祝福
[00:08:45.880 --> 00:08:47.540]  我們不要小看
[00:08:47.540 --> 00:08:51.180]  人給我們的祝福是一件美事
[00:08:51.180 --> 00:08:53.700]  我們當中每一個結了婚的人
[00:08:53.700 --> 00:08:55.580]  在你結婚的當天
[00:08:55.580 --> 00:08:58.080]  哪一個不想自己的父母
[00:08:58.080 --> 00:09:00.740]  送給我們祝福呢?
[00:09:00.740 --> 00:09:03.380]  子女長大了,出去讀書了
[00:09:03.380 --> 00:09:04.980]  哪一個做父母的
[00:09:04.980 --> 00:09:06.540]  不把自己的祝福
[00:09:06.540 --> 00:09:09.580]  滿滿地送給我們的子女呢?
[00:09:09.580 --> 00:09:11.480]  不要小看人的祝福
[00:09:11.480 --> 00:09:14.640]  更何況,神是可以藉著人
[00:09:14.640 --> 00:09:18.340]  來將祂的福賜給我們
[00:09:18.340 --> 00:09:22.600]  反過來看那些不夠慷慨的人又怎樣呢?
[00:09:22.600 --> 00:09:24.200]  經文就說他們
[00:09:24.200 --> 00:09:27.400]  「論色過度,反治窮乏」
[00:09:27.400 --> 00:09:31.380]  「團糧不賣的,百姓必就做」
[00:09:31.380 --> 00:09:34.180]  他們就說到一些
[00:09:34.180 --> 00:09:36.380]  本來你都應該付出的
[00:09:36.380 --> 00:09:39.100]  你連這些都不願意付出
[00:09:39.100 --> 00:09:41.100]  計算得太好
[00:09:41.100 --> 00:09:43.600]  太過度去計較了
[00:09:43.600 --> 00:09:47.100]  就像人家饑荒缺糧的時候
[00:09:47.100 --> 00:09:48.340]  你要賺得更多
[00:09:48.340 --> 00:09:49.700]  你要囤積那些東西
[00:09:49.700 --> 00:09:51.500]  不願意去賣出來
[00:09:51.500 --> 00:09:54.740]  好像是為自己爭取最多的東西
[00:09:54.740 --> 00:09:58.540]  其實是失去了人給的祝福
[00:09:58.540 --> 00:10:01.100]  這件事呢
[00:10:01.100 --> 00:10:03.840]  剛剛出來工作的時候
[00:10:03.840 --> 00:10:06.640]  我相信很多人都有經歷過
[00:10:06.640 --> 00:10:08.740]  就是在工作的時候
[00:10:08.740 --> 00:10:11.540]  我們千萬對這個工作
[00:10:11.540 --> 00:10:13.340]  不要太過計較
[00:10:13.340 --> 00:10:15.000]  也不要怕吃虧
[00:10:15.000 --> 00:10:17.800]  我不知道大家有沒有這樣的經驗
[00:10:17.800 --> 00:10:19.500]  剛剛出來工作的時候
[00:10:19.500 --> 00:10:22.400]  就是所謂的「做新人」的時候
[00:10:22.400 --> 00:10:24.000]  所以我們所說的
[00:10:24.000 --> 00:10:25.200]  不要怕吃虧
[00:10:25.200 --> 00:10:28.300]  那個吃虧都不是指一些盲目的
[00:10:28.300 --> 00:10:30.100]  沒有道德標準
[00:10:30.100 --> 00:10:32.300]  沒有理性的吃虧
[00:10:32.300 --> 00:10:36.800]  事實上在辦公室裡面的生存之道
[00:10:36.800 --> 00:10:39.600]  這個也可以說算得上是
[00:10:39.600 --> 00:10:41.400]  不要太過計較
[00:10:41.400 --> 00:10:43.300]  不要怕吃虧
[00:10:43.300 --> 00:10:45.400]  往往在這樣的情況之下
[00:10:45.400 --> 00:10:47.600]  你可以在那個環境裡面
[00:10:47.600 --> 00:10:50.800]  更加容易跟別人建立好的工作關係
[00:10:50.800 --> 00:10:52.100]  還有很奇妙的
[00:10:52.100 --> 00:10:54.200]  辦公室裡面一定有一些人
[00:10:54.200 --> 00:10:56.900]  那些同事是有正義感的
[00:10:56.900 --> 00:10:58.500]  當我們看到你不怕吃虧
[00:10:58.500 --> 00:10:59.600]  不怕吃虧的時候
[00:10:59.600 --> 00:11:01.100]  真的會主動
[00:11:01.100 --> 00:11:04.300]  很願意主動的去教你多一些東西
[00:11:04.300 --> 00:11:08.000]  這種情況正正就是我們所說的
[00:11:08.000 --> 00:11:09.500]  看似吃虧
[00:11:09.500 --> 00:11:11.700]  其實受益
[00:11:11.700 --> 00:11:14.400]  當我們為神的緣故
[00:11:14.400 --> 00:11:16.100]  我們願意去付出
[00:11:16.100 --> 00:11:18.600]  我們願意去擺上
[00:11:18.600 --> 00:11:21.900]  無論是你的時間、金錢、精神、體力
[00:11:21.900 --> 00:11:23.400]  任何的東西
[00:11:23.400 --> 00:11:26.000]  你願意去付出的時候
[00:11:26.000 --> 00:11:28.800]  我們千萬不要覺得比別人更加屬靈
[00:11:28.800 --> 00:11:30.600]  或者是更加愛神
[00:11:30.600 --> 00:11:34.600]  因為這個都會是一個屬靈驕傲的陷阱
[00:11:34.600 --> 00:11:38.800]  但是如果我們覺得
[00:11:38.800 --> 00:11:40.200]  我沒有感覺到驕傲
[00:11:40.200 --> 00:11:41.800]  但是我覺得很委屈
[00:11:41.800 --> 00:11:43.000]  很吃虧
[00:11:43.000 --> 00:11:46.400]  每個人都顧著自己的家庭和工作
[00:11:46.400 --> 00:11:48.800]  我也要顧著家庭和工作
[00:11:48.800 --> 00:11:51.000]  不過我還要為教會付出很多
[00:11:51.000 --> 00:11:52.500]  為神做很多事情
[00:11:52.500 --> 00:11:56.600]  我還要背負著傳福音這個使命
[00:11:56.600 --> 00:11:58.300]  如果我們這樣想的時候
[00:11:58.300 --> 00:12:01.000]  覺得很吃虧
[00:12:01.000 --> 00:12:02.400]  很委屈
[00:12:02.400 --> 00:12:05.300]  我們心裡面可能也開始埋怨神
[00:12:05.300 --> 00:12:06.900]  千萬不要這樣
[00:12:06.900 --> 00:12:09.200]  我們應該高高興興
[00:12:09.200 --> 00:12:11.100]  甚至可以的話
[00:12:11.100 --> 00:12:13.200]  用享受的心態
[00:12:13.200 --> 00:12:16.400]  去做種種的屬靈投資
[00:12:16.400 --> 00:12:19.300]  按照神的教導去循復遵從
[00:12:19.300 --> 00:12:22.800]  用信心等待神應許的結果
[00:12:22.800 --> 00:12:24.100]  什麼結果?
[00:12:24.100 --> 00:12:26.400]  肯定會是看似吃虧
[00:12:26.400 --> 00:12:28.700]  其實是受益的
[00:12:28.700 --> 00:12:31.100]  第三個定律
[00:12:31.100 --> 00:12:36.300]  其實可以說是由第一個和第二個定律歸納出來的
[00:12:36.300 --> 00:12:39.100]  因為一生果效 由心而發
[00:12:39.100 --> 00:12:42.100]  看似吃虧 其實受益
[00:12:42.100 --> 00:12:43.800]  我問你們
[00:12:43.800 --> 00:12:47.600]  什麼可以
[00:12:47.600 --> 00:12:51.000]  讓一些本來很像吃虧的東西
[00:12:51.000 --> 00:12:52.800]  變成受益呢?
[00:12:52.800 --> 00:12:57.900]  有哪一個最看重我們裡面的心思意念呢?
[00:12:57.900 --> 00:12:59.400]  是神
[00:12:59.400 --> 00:13:02.200]  是祂看重我們裡面的心思意念
[00:13:02.200 --> 00:13:04.700]  是指祂有那種能力
[00:13:04.700 --> 00:13:07.300]  叫本來真是吃虧的東西
[00:13:07.300 --> 00:13:09.100]  反過來成為
[00:13:09.100 --> 00:13:11.600]  叫我們有益的東西
[00:13:11.600 --> 00:13:13.100]  經文是這樣說
[00:13:13.100 --> 00:13:15.800]  慷慨待人 必然豐裕
[00:13:15.800 --> 00:13:19.100]  滋潤人的 連自己也得滋潤
[00:13:19.100 --> 00:13:22.500]  經文出現了兩次滋潤那個字
[00:13:22.500 --> 00:13:24.300]  中文譯為滋潤
[00:13:24.300 --> 00:13:27.400]  原文是兩個不同的字
[00:13:27.400 --> 00:13:30.600]  也有兩個不同的意思
[00:13:30.600 --> 00:13:33.100]  第一個滋潤是水
[00:13:33.100 --> 00:13:35.300]  我們一般人用的水
[00:13:35.300 --> 00:13:38.400]  第二個滋潤是雨水
[00:13:38.400 --> 00:13:42.300]  還是形容是傾盆下來的雨水
[00:13:42.300 --> 00:13:46.600]  所以這一節經文其實想告訴我們什麼呢?
[00:13:46.600 --> 00:13:50.200]  如果你願意用有限的水
[00:13:50.200 --> 00:13:52.900]  去灌溉別人的田地
[00:13:52.900 --> 00:13:56.500]  神一定會將無限的雨水
[00:13:56.500 --> 00:13:58.100]  傾倒下來
[00:13:58.100 --> 00:14:00.400]  灌溉你的田地
[00:14:00.400 --> 00:14:03.900]  這種祝福別人其實是祝福自己的道理
[00:14:03.900 --> 00:14:05.900]  怎麼發生呢?
[00:14:05.900 --> 00:14:07.900]  純粹是因為有神
[00:14:07.900 --> 00:14:10.700]  有一位慈愛 公義
[00:14:10.700 --> 00:14:13.600]  以及掌管一切的神
[00:14:13.600 --> 00:14:17.100]  你用你有限的資源去祝福別人的時候
[00:14:17.100 --> 00:14:18.700]  神已經準備了
[00:14:18.700 --> 00:14:21.400]  將祂無限的資源更大
[00:14:21.400 --> 00:14:24.400]  更多的去賜福給你
[00:14:24.400 --> 00:14:27.300]  就好像《仕途行傳》裡面
[00:14:27.300 --> 00:14:30.100]  保羅曾經引用主耶穌的一句說話
[00:14:30.100 --> 00:14:33.300]  「施比受 更為有福」
[00:14:33.300 --> 00:14:36.900]  在人體內一片好心去幫人 去祝福人
[00:14:36.900 --> 00:14:38.600]  真的要付出時間
[00:14:38.600 --> 00:14:43.200]  真的要付出 可能是為了金錢
[00:14:43.200 --> 00:14:47.900]  但是同時也可能是沒有回報的
[00:14:47.900 --> 00:14:49.300]  真的挺吃虧的
[00:14:49.300 --> 00:14:51.300]  從人的角度去看
[00:14:51.300 --> 00:14:53.500]  不過因為神的緣故
[00:14:53.500 --> 00:14:55.100]  因為有神的緣故
[00:14:55.100 --> 00:14:57.800]  整件事就變化了
[00:14:57.800 --> 00:15:02.300]  你會得到更大 更多從去來的福氣
[00:15:02.300 --> 00:15:03.800]  使你受益
[00:15:03.800 --> 00:15:05.600]  雖然我們這樣說
[00:15:05.600 --> 00:15:07.900]  不過我們千萬不要因為要得到神
[00:15:07.900 --> 00:15:09.900]  給我們更大更好的福氣
[00:15:09.900 --> 00:15:12.800]  而去祝福人 幫助人
[00:15:12.800 --> 00:15:15.800]  因為第一個的定律是什麼?
[00:15:15.800 --> 00:15:19.200]  一心果效 是從心而發
[00:15:19.200 --> 00:15:23.000]  所以祝福人 幫助人的時候
[00:15:23.000 --> 00:15:26.800]  我們的動機都要正確
[00:15:26.800 --> 00:15:31.700]  聖經裡面也有提醒我們
[00:15:31.700 --> 00:15:36.300]  在做施捨 慷慨去幫助祝福人的時候
[00:15:36.300 --> 00:15:37.900]  不要做在人前
[00:15:37.900 --> 00:15:39.800]  這是假冒為善
[00:15:39.800 --> 00:15:43.000]  也要甘心樂意的去做
[00:15:43.000 --> 00:15:46.100]  其實在哥倫多前書裡面
[00:15:46.100 --> 00:15:48.100]  哥倫多後書裡面第九章
[00:15:48.100 --> 00:15:50.300]  保羅有一番的說話
[00:15:50.300 --> 00:15:51.700]  也說了給我們聽
[00:15:51.700 --> 00:15:54.800]  神很願意賜福給我們
[00:15:54.800 --> 00:15:57.900]  有三個的目的
[00:15:57.900 --> 00:16:00.200]  第一個目的是為人家的
[00:16:00.200 --> 00:16:02.900]  經文說神能將各樣的恩惠
[00:16:02.900 --> 00:16:04.900]  多多加給你們
[00:16:04.900 --> 00:16:07.100]  使你們凡事常常充足
[00:16:07.100 --> 00:16:10.200]  能多行各樣善事
[00:16:10.200 --> 00:16:12.000]  所以第一個的目的
[00:16:12.000 --> 00:16:14.400]  神就是要給我們有能力
[00:16:14.400 --> 00:16:18.500]  去行多種不同的善事
[00:16:18.500 --> 00:16:21.100]  以致可以去祝福人家
[00:16:21.100 --> 00:16:22.900]  所以神賜福給我們
[00:16:22.900 --> 00:16:25.300]  是想我們去為別人
[00:16:25.300 --> 00:16:27.400]  祝福別人
[00:16:27.400 --> 00:16:28.200]  經文繼續說
[00:16:28.200 --> 00:16:30.700]  他施捨錢財
[00:16:30.700 --> 00:16:32.100]  周濟貧窮
[00:16:32.100 --> 00:16:34.400]  他的仁義全道永遠
[00:16:34.400 --> 00:16:36.700]  所以第二個目的是為誰
[00:16:36.700 --> 00:16:38.200]  為我們的
[00:16:38.200 --> 00:16:40.800]  神給我們能力去祝福人家
[00:16:40.800 --> 00:16:42.900]  讓我們的生命能夠有機會
[00:16:42.900 --> 00:16:44.900]  去結出仁義的果子
[00:16:44.900 --> 00:16:48.700]  不用兩手空空去見我們的神
[00:16:48.700 --> 00:16:50.500]  這個是為我們
[00:16:50.500 --> 00:16:52.200]  最後一個的目的
[00:16:52.200 --> 00:16:54.200]  是為神自己
[00:16:54.200 --> 00:16:55.900]  經文最後在第十一節說
[00:16:55.900 --> 00:16:57.900]  叫你們凡事付足
[00:16:57.900 --> 00:16:59.900]  可以多多施捨
[00:16:59.900 --> 00:17:03.800]  就藉著我們使感謝歸於神
[00:17:03.800 --> 00:17:07.800]  神藉著我們願意去祝福別人的行動
[00:17:07.800 --> 00:17:10.800]  讓別人去能夠因為感恩
[00:17:10.800 --> 00:17:12.900]  因為感謝去認識我們的神
[00:17:12.900 --> 00:17:15.300]  歸榮耀給神
[00:17:15.300 --> 00:17:17.600]  所以神願意賜福給我們
[00:17:17.600 --> 00:17:24.700]  這三個目的很清楚讓我們知道
[00:17:24.700 --> 00:17:25.900]  在1950年代
[00:17:25.900 --> 00:17:28.400]  有五個美國的宣教士
[00:17:28.400 --> 00:17:30.800]  去到南美洲的一個國家
[00:17:30.800 --> 00:17:33.100]  阿瓜多爾的傳福音
[00:17:33.100 --> 00:17:35.400]  他們的對象是在當地的
[00:17:35.400 --> 00:17:37.200]  一個印第安的民族
[00:17:37.200 --> 00:17:39.300]  瓦拉尼
[00:17:39.300 --> 00:17:42.900]  這個民族和外界隔絕了很多世紀
[00:17:42.900 --> 00:17:46.300]  最出名的一件事就是殘殺陌生人
[00:17:46.300 --> 00:17:48.300]  他們那種殘暴的程度
[00:17:48.300 --> 00:17:54.000]  連周圍的印第安民族都害怕了他們
[00:17:54.000 --> 00:17:57.100]  五個宣教士在1955年開始
[00:17:57.100 --> 00:17:59.100]  就去了阿瓜多爾
[00:17:59.100 --> 00:18:01.100]  經過一些努力
[00:18:01.100 --> 00:18:05.800]  開始和當地一些人有些溝通
[00:18:05.800 --> 00:18:08.100]  看來應該有機會日後
[00:18:08.100 --> 00:18:11.100]  再繼續深入的跟他們認識
[00:18:11.100 --> 00:18:15.100]  誰知在1956年1月份的一天
[00:18:15.100 --> 00:18:19.800]  十幾個當地的人拿著長矛
[00:18:19.800 --> 00:18:23.400]  就將這五個宣教士殺死了
[00:18:23.400 --> 00:18:26.100]  這個宣教故事如果停在這裡
[00:18:26.100 --> 00:18:29.000]  用五條殉道的生命去做結束
[00:18:29.000 --> 00:18:32.800]  我相信任何人聽到都覺得很可惜
[00:18:32.800 --> 00:18:35.200]  但很感謝神
[00:18:35.200 --> 00:18:37.800]  這一個殉道的事情
[00:18:37.800 --> 00:18:40.300]  激勵了當時在美國的大學生
[00:18:40.300 --> 00:18:44.100]  一批一批地去投入海外的宣教
[00:18:44.100 --> 00:18:49.100]  其中有一些還回到阿瓜多爾這個地方
[00:18:49.100 --> 00:18:51.800]  九年後的1965年
[00:18:51.800 --> 00:18:54.800]  殺害宣教士的其中兩個人
[00:18:54.800 --> 00:18:56.300]  信了主
[00:18:56.300 --> 00:18:58.300]  後來還做了牧師
[00:18:58.300 --> 00:19:01.800]  帶領他們的同胞去信耶穌
[00:19:01.800 --> 00:19:04.800]  其中一位的殉道的宣教士
[00:19:04.800 --> 00:19:07.500]  Jim Elliott曾經這樣說過
[00:19:07.500 --> 00:19:11.000]  以捨去他不能夠保留的事物
[00:19:11.000 --> 00:19:13.700]  來得到他不能夠失去的事物
[00:19:13.700 --> 00:19:16.300]  這個人不是傻瓜
[00:19:16.300 --> 00:19:17.600]  沒錯
[00:19:17.600 --> 00:19:20.900]  他和他的同伴並不是傻瓜
[00:19:20.900 --> 00:19:23.900]  他們一起捨去了不能夠保留的
[00:19:23.900 --> 00:19:25.800]  就是他們的生命
[00:19:25.800 --> 00:19:28.400]  但是得到不會失去的
[00:19:28.400 --> 00:19:33.400]  就是這個Worani民族寶貴的靈魂
[00:19:33.400 --> 00:19:35.100]  看似吃虧
[00:19:35.100 --> 00:19:36.900]  其實受益
[00:19:36.900 --> 00:19:38.800]  無論在別人
[00:19:38.800 --> 00:19:40.600]  在他們自己
[00:19:40.600 --> 00:19:41.900]  在神
[00:19:41.900 --> 00:19:43.300]  三方面
[00:19:43.300 --> 00:19:46.600]  他們都達到了神賜福給他們的目的
