
[00:00:00.000 --> 00:00:06.380]  今天感恩可以再和大家分享有關主的訊息
[00:05:19.780 --> 00:05:21.580]  去心的人
[00:05:21.580 --> 00:05:22.540]  是吧
[00:05:22.540 --> 00:05:24.860]  是啦 有很多的
[00:05:24.860 --> 00:05:27.020]  不單止是八福
[00:05:27.020 --> 00:05:28.820]  還有很多的講論
[00:05:28.820 --> 00:05:31.100]  在第四章到第七章裏面
[00:05:31.100 --> 00:05:33.100]  有很多的講論
[00:05:33.100 --> 00:05:36.220]  有論姦淫
[00:05:36.220 --> 00:05:38.380]  講男女關係
[00:05:38.380 --> 00:05:40.060]  有論姦淫
[00:05:40.060 --> 00:05:42.060]  很多的講論在裏面
[00:05:42.060 --> 00:05:44.340]  還有教人怎樣祈禱
[00:05:44.340 --> 00:05:45.820]  很多的講論在裏面
[00:05:45.820 --> 00:05:48.740]  不過去到第七章的時候
[00:05:48.740 --> 00:05:51.580]  接著就是去到第八章
[00:05:51.580 --> 00:05:53.660]  第八章到第九章
[00:05:53.660 --> 00:05:54.740]  又有些不同了
[00:05:54.740 --> 00:05:56.140]  就不是講論了
[00:05:56.140 --> 00:05:58.180]  剛才有弟兄講到
[00:05:58.180 --> 00:06:00.820]  是甚麼呢
[00:06:00.820 --> 00:06:02.660]  是醫治
[00:06:02.660 --> 00:06:05.620]  第八章到第九章是講醫治
[00:06:05.620 --> 00:06:07.100]  大家記不記得有甚麼醫治
[00:06:07.100 --> 00:06:08.140]  很多醫治的
[00:06:08.140 --> 00:06:11.700]  耶穌在這一兩章的經文裏面
[00:06:11.700 --> 00:06:14.020]  有甚麼醫治
[00:06:14.020 --> 00:06:17.020]  有些想大麻瘋的
[00:06:17.020 --> 00:06:17.860]  得醫治
[00:06:17.860 --> 00:06:20.460]  還有呢
[00:06:20.460 --> 00:06:22.820]  啞巴 啞巴得醫治
[00:06:22.820 --> 00:06:25.020]  還有呢
[00:06:25.020 --> 00:06:27.260]  那些瘸腿的得醫治
[00:06:27.260 --> 00:06:28.540]  癱瘓的呢
[00:06:28.540 --> 00:06:31.100]  癱瘓的腿完全不能動
[00:06:31.100 --> 00:06:32.620]  都得醫治
[00:06:32.620 --> 00:06:34.140]  還有呢
[00:06:34.140 --> 00:06:36.020]  看不到東西的呢
[00:06:36.020 --> 00:06:39.060]  又得醫治
[00:06:39.060 --> 00:06:41.100]  在短短的
[00:06:41.100 --> 00:06:44.220]  八章到第九章裏面
[00:06:44.220 --> 00:06:47.820]  講的是耶穌的醫治
[00:06:47.820 --> 00:06:49.740]  醫治
[00:06:49.740 --> 00:06:53.980]  再醫治
[00:06:53.980 --> 00:06:55.780]  去到我們剛剛讀的經文裏面
[00:06:55.780 --> 00:06:58.500]  其實是講甚麼呢
[00:06:58.500 --> 00:06:59.580]  我們剛剛讀的經文
[00:06:59.580 --> 00:07:02.940]  就是去到第九章的接近尾
[00:07:02.940 --> 00:07:05.140]  就是三十五節
[00:07:05.140 --> 00:07:07.740]  去到三十八節
[00:07:07.740 --> 00:07:09.060]  在第三十五節那裏
[00:07:09.060 --> 00:07:12.540]  我們看下去PowerPoint那裏
[00:07:12.540 --> 00:07:14.900]  其實這裏就是一個小小的總結
[00:07:14.900 --> 00:07:17.020]  三十五節那裏
[00:07:17.020 --> 00:07:21.620]  我們再看下去
[00:07:21.620 --> 00:07:22.900]  下不到
[00:07:22.900 --> 00:07:24.180]  有PowerPoint的
[00:07:24.180 --> 00:07:26.180]  先看下不下得到
[00:07:26.180 --> 00:07:26.980]  再下
[00:07:26.980 --> 00:07:30.660]  對了 就這裏了
[00:07:30.660 --> 00:07:33.860]  其實這裏是一個小小的總結
[00:07:33.860 --> 00:07:35.380]  講的就是
[00:07:35.380 --> 00:07:38.380]  主耶穌祂那三重的即是
[00:07:38.380 --> 00:07:40.420]  還有一會兒三十六節裏面
[00:07:40.420 --> 00:07:42.660]  講的祂那種憐憫的心腸
[00:07:42.660 --> 00:07:45.740]  我們先看下三十五節
[00:07:45.740 --> 00:07:49.820]  耶穌走遍各城各鄉
[00:07:49.820 --> 00:07:51.500]  祂周圍去
[00:07:51.500 --> 00:07:54.460]  周圍去做甚麼呢
[00:07:54.460 --> 00:07:59.020]  祂就是去在會堂裏面去教訓人
[00:07:59.020 --> 00:08:02.420]  去宣講天國的福音
[00:08:02.420 --> 00:08:04.500]  還有第三就是
[00:08:04.500 --> 00:08:07.380]  祂來到去醫治各樣的病症
[00:08:07.380 --> 00:08:08.540]  這個可以就是說
[00:08:08.540 --> 00:08:10.580]  講到耶穌基督
[00:08:10.580 --> 00:08:12.420]  祂
[00:08:12.420 --> 00:08:14.660]  祂的事工
[00:08:14.660 --> 00:08:16.300]  當祂來到
[00:08:16.300 --> 00:08:18.980]  祂出來侍奉的時候
[00:08:18.980 --> 00:08:19.980]  祂去做的
[00:08:19.980 --> 00:08:21.580]  有三樣東西就是
[00:08:21.580 --> 00:08:22.980]  教訓人
[00:08:22.980 --> 00:08:24.500]  教訓者在講甚麼呢
[00:08:24.500 --> 00:08:26.220]  就是我們
[00:08:26.220 --> 00:08:27.780]  那些登山補訓
[00:08:27.780 --> 00:08:29.580]  很多講論
[00:08:29.580 --> 00:08:31.580]  但大家不知記不記得
[00:08:31.580 --> 00:08:32.980]  在這些講論裏面
[00:08:32.980 --> 00:08:35.780]  去到第七章
[00:08:35.780 --> 00:08:37.620]  又有個小小的總結
[00:08:37.620 --> 00:08:39.180]  有個小小的
[00:08:39.180 --> 00:08:42.940]  有個總結很重要的
[00:08:42.940 --> 00:08:44.300]  我拍了些經文
[00:08:44.300 --> 00:08:48.940]  我找找先
[00:08:48.940 --> 00:08:56.220]  就在第七章的
[00:08:56.220 --> 00:08:59.420]  第24節那裏
[00:08:59.420 --> 00:09:01.260]  那裏耶穌又有個對祂的教訓
[00:09:01.260 --> 00:09:02.940]  有個總結就是說
[00:09:02.940 --> 00:09:05.300]  凡是聽見我的話去行的
[00:09:05.300 --> 00:09:07.260]  就好比一個聰明人
[00:09:07.260 --> 00:09:10.140]  把房子蓋在盤石上
[00:09:10.140 --> 00:09:12.740]  雨淋水沖風吹
[00:09:12.740 --> 00:09:14.380]  葬著那房子
[00:09:14.380 --> 00:09:16.580]  房子總不倒塌
[00:09:16.580 --> 00:09:20.980]  因為根基立在盤石上
[00:09:20.980 --> 00:09:23.660]  凡聽見我的話不去行的
[00:09:23.660 --> 00:09:26.220]  就好比一個無知的人
[00:09:26.220 --> 00:09:29.420]  把房子蓋在沙土上
[00:09:29.420 --> 00:09:32.140]  雨淋水沖風吹
[00:09:32.140 --> 00:09:34.020]  葬著那房子
[00:09:34.020 --> 00:09:36.180]  那房子就倒塌了
[00:09:36.180 --> 00:09:40.900]  並且倒塌得很大
[00:09:40.900 --> 00:09:43.660]  這個小小的總結
[00:09:43.660 --> 00:09:46.060]  又講耶穌的教訓是甚麼呢
[00:09:46.060 --> 00:09:48.060]  原來耶穌不是只有「講」字
[00:09:48.060 --> 00:09:50.900]  祂也不想我們只有「聽」字
[00:09:50.900 --> 00:09:52.620]  耶穌的教訓是告訴我們
[00:09:52.620 --> 00:09:55.300]  原來我們是可以去實踐出來的
[00:09:55.300 --> 00:09:57.140]  為了實踐出來的時候
[00:09:57.140 --> 00:09:58.700]  才真的幫到我們
[00:09:58.700 --> 00:10:01.020]  如果我們不能夠實踐出來的話
[00:10:01.020 --> 00:10:03.100]  其實就真的只有「聽」字
[00:10:03.100 --> 00:10:05.660]  你聽五年 十年 二十年
[00:10:05.660 --> 00:10:08.500]  可能都是只有「聽」字
[00:10:08.500 --> 00:10:12.300]  這個其實就不是耶穌教訓人的目的
[00:10:12.300 --> 00:10:14.500]  所以當我們聽耶穌的教訓的時候
[00:10:14.500 --> 00:10:15.740]  我們看聖經的時候
[00:10:15.740 --> 00:10:18.820]  我們都願意去實踐出來
[00:10:18.820 --> 00:10:22.100]  接著耶穌第二個職事是甚麼呢
[00:10:22.100 --> 00:10:25.900]  宣講天國的福音
[00:10:25.900 --> 00:10:28.380]  宣講天國的福音
[00:10:28.380 --> 00:10:29.820]  耶穌不單止是一個老師
[00:10:29.820 --> 00:10:33.220]  只是教人一些做人的道理那麼簡單
[00:10:33.220 --> 00:10:36.940]  或者給一些價值觀那麼簡單
[00:10:36.940 --> 00:10:39.940]  更加重要的 祂是要告訴人聽
[00:10:39.940 --> 00:10:42.820]  天國已經甚麼
[00:10:42.820 --> 00:10:45.780]  天國已經近了
[00:10:45.780 --> 00:10:48.820]  所以我們應該悔改
[00:10:48.820 --> 00:10:52.500]  這個也是主耶穌出來傳道的時候
[00:10:52.500 --> 00:10:53.740]  祂說的
[00:10:53.740 --> 00:10:56.980]  黑暗裏面的百姓看見大江
[00:10:56.980 --> 00:10:58.980]  坐在死蔭之地的人
[00:10:58.980 --> 00:11:02.660]  有江發言 召著他們
[00:11:02.660 --> 00:11:04.020]  所以接著祂就說
[00:11:04.020 --> 00:11:08.220]  天國近了 你們應當悔改
[00:11:08.220 --> 00:11:10.020]  這個就是耶穌基督
[00:11:10.020 --> 00:11:12.700]  祂一直要去傳講的天國福音
[00:11:12.700 --> 00:11:14.180]  積著教訓人
[00:11:14.180 --> 00:11:16.740]  祂也都來到宣講天國的福音
[00:11:16.740 --> 00:11:18.940]  祂不單止宣講天國的福音
[00:11:18.940 --> 00:11:20.900]  更加重要的是甚麼
[00:11:20.900 --> 00:11:23.980]  祂施行這個醫治
[00:11:23.980 --> 00:11:26.780]  祂周圍去醫治
[00:11:26.780 --> 00:11:29.220]  祂不是只有一把口說
[00:11:29.220 --> 00:11:31.940]  祂去醫治 去醫治人
[00:11:31.940 --> 00:11:34.180]  祂讓人能夠去得到釋放
[00:11:34.180 --> 00:11:36.420]  在很多的困難當中
[00:11:36.420 --> 00:11:38.700]  特別提到有個啞巴鬼
[00:11:38.700 --> 00:11:40.900]  啞巴 不是啞巴鬼
[00:11:40.900 --> 00:11:42.740]  那個人為甚麼會啞巴呢
[00:11:42.740 --> 00:11:45.460]  原來不是因為他聲帶有問題
[00:11:45.460 --> 00:11:47.540]  而是因為鬼附
[00:11:47.540 --> 00:11:50.500]  鬼令到他不能說話
[00:11:50.500 --> 00:11:52.260]  原來有些疾病很有趣的
[00:11:52.260 --> 00:11:55.580]  當然不是傷風感冒
[00:11:55.580 --> 00:11:58.300]  是和靈界有些關係的
[00:11:58.300 --> 00:12:02.460]  當然我們不會將所有病都和靈界扯上關係
[00:12:02.460 --> 00:12:06.460]  但原來有些病真的和靈界扯上關係
[00:12:06.460 --> 00:12:13.300]  這個有時候需要我們一些屬靈的禱告
[00:12:13.300 --> 00:12:15.140]  需要屬靈的醫治
[00:12:15.140 --> 00:12:18.580]  這個就是我們要辨別的 要分辨的
[00:12:18.580 --> 00:12:23.380]  鬼附和一些病我們可以分辨得出來
[00:12:23.380 --> 00:12:25.420]  我們繼續看下去的時候
[00:12:25.420 --> 00:12:29.620]  耶穌當祂一路走遍各城各鄉
[00:12:29.620 --> 00:12:35.020]  去實踐祂的三重的職事的時候
[00:12:35.020 --> 00:12:38.140]  其實原來背後一直支持著祂的
[00:12:38.140 --> 00:12:40.860]  是一個憐憫的心腸
[00:12:40.860 --> 00:12:42.180]  是一個憐憫的心腸
[00:12:42.180 --> 00:12:45.060]  我們在第36節看到
[00:12:45.060 --> 00:12:47.380]  我們再讀一次 1 2 3
[00:12:47.380 --> 00:12:51.980]  「他看見許多的人就憐憫他們
[00:12:51.980 --> 00:12:54.580]  因為他們困苦流離
[00:12:54.580 --> 00:12:58.300]  如同若沒有牧人一般」
[00:12:58.300 --> 00:13:01.620]  其實耶穌一路見到那些人的時候
[00:13:01.620 --> 00:13:04.460]  祂就不只是見到多人
[00:13:04.460 --> 00:13:08.500]  祂是見到他們是困苦流離
[00:13:08.500 --> 00:13:09.900]  就憐憫他們
[00:13:09.900 --> 00:13:12.460]  其實困苦流離是什麼意思呢
[00:13:12.460 --> 00:13:14.900]  困苦流離的意思不代表只是你
[00:13:14.900 --> 00:13:17.980]  可能你沒有屋住 但不一定沒有屋住的
[00:13:17.980 --> 00:13:22.540]  困苦流離是說一個狀態就是
[00:13:22.540 --> 00:13:25.540]  就是很累
[00:13:25.540 --> 00:13:27.140]  那個人很累
[00:13:27.140 --> 00:13:28.420]  每天是這樣做
[00:13:28.420 --> 00:13:30.540]  但不知道做來做什麼
[00:13:30.540 --> 00:13:32.940]  就是不知道明天為何
[00:13:32.940 --> 00:13:36.020]  沒有盼望 沒有希望 沒有計劃
[00:13:36.020 --> 00:13:36.980]  很累
[00:13:36.980 --> 00:13:39.900]  或者有些東西卡住他 就卡住他
[00:13:39.900 --> 00:13:41.540]  好像解決不了一樣
[00:13:41.540 --> 00:13:45.060]  看不到出路 看不到盼望
[00:13:45.060 --> 00:13:46.660]  困苦流離
[00:13:46.660 --> 00:13:50.700]  那個意思就是一個這樣的狀態在裏面
[00:13:50.700 --> 00:13:56.500]  所以說的不是說沒有屋住或者其他的東西
[00:13:56.500 --> 00:13:59.260]  因為耶穌祂說人主有窩
[00:13:59.260 --> 00:14:03.020]  祂卻沒有枕頭的地方
[00:14:03.020 --> 00:14:04.700]  不過祂慘不慘啊
[00:14:04.700 --> 00:14:06.740]  祂不慘 祂很有動力 祂周圍去
[00:14:06.740 --> 00:14:10.100]  祂就是因為周圍去所以沒有枕頭的地方
[00:14:10.100 --> 00:14:11.940]  但祂見到需要
[00:14:11.940 --> 00:14:13.900]  祂憐憫他們
[00:14:13.900 --> 00:14:16.500]  就是那種火 那種動力
[00:14:16.500 --> 00:14:19.900]  不斷在祂裏面燃燒
[00:14:19.900 --> 00:14:22.740]  所以祂困不困苦流離
[00:14:22.740 --> 00:14:24.620]  耶穌困不困苦流離
[00:14:24.620 --> 00:14:26.180]  其實祂不困苦流離
[00:14:26.180 --> 00:14:29.060]  可能有時候我們眼光看祂好像困苦流離
[00:14:29.060 --> 00:14:31.380]  但祂一點都不困苦流離
[00:14:31.380 --> 00:14:33.900]  因為祂裏面那種侍奉的火
[00:14:33.900 --> 00:14:35.700]  心裏面那種喜樂
[00:14:35.700 --> 00:14:39.620]  那種力量 嘩 真是想像不到
[00:14:39.620 --> 00:14:40.940]  在這裏祂看到的就是
[00:14:40.940 --> 00:14:42.580]  當祂一路出去
[00:14:42.580 --> 00:14:45.180]  去到不同的城 不同的鄉的時候
[00:14:45.180 --> 00:14:47.420]  祂接觸不同的人的時候
[00:14:47.420 --> 00:14:49.900]  祂就見到人的需要
[00:14:49.900 --> 00:14:54.180]  所以祂就在當中去憐憫他們
[00:14:54.180 --> 00:14:56.900]  其實這裏也值得我們去看回頭
[00:14:56.900 --> 00:15:01.900]  我們自己 我們自己又怎樣呢
[00:15:01.900 --> 00:15:03.100]  我們經常都見到很多人
[00:15:03.100 --> 00:15:05.140]  下街都見到很多人
[00:15:05.140 --> 00:15:08.660]  我們搭車 擠車都見到很多人
[00:15:08.660 --> 00:15:10.860]  但我們見不見到人的需要呢
[00:15:10.860 --> 00:15:12.940]  就是見到我們自己
[00:15:12.940 --> 00:15:14.940]  有時候我們在車裏看看
[00:15:14.940 --> 00:15:18.140]  最緊要看看有沒有位子坐
[00:15:18.140 --> 00:15:20.620]  一上車最緊要看看有沒有位子坐
[00:15:20.620 --> 00:15:25.700]  有的話當然第一時間坐過去
[00:15:25.700 --> 00:15:27.820]  還是我們都看看
[00:15:27.820 --> 00:15:29.700]  其實和我們一起上車的人
[00:15:29.700 --> 00:15:31.220]  還有沒有其他的人
[00:15:31.220 --> 00:15:35.420]  比我們更加需要坐那個位子呢
[00:15:35.420 --> 00:15:37.660]  有時候我都發覺是 排隊呢
[00:15:37.660 --> 00:15:40.620]  有時候都是想快些上車
[00:15:40.620 --> 00:15:42.860]  但你留意下身邊可能有些
[00:15:42.860 --> 00:15:45.940]  比較年紀大些的公公婆婆
[00:15:45.940 --> 00:15:48.540]  他們行動沒有我們那麼快
[00:15:48.540 --> 00:15:51.780]  搶一定不夠我們搶 這些位子
[00:15:51.780 --> 00:15:55.660]  但會不會我們都讓他們先上車呢
[00:15:55.660 --> 00:15:58.980]  寧願選擇自己包尾
[00:15:58.980 --> 00:16:01.660]  選擇將位子給他們坐
[00:16:01.660 --> 00:16:03.660]  我們有沒有留意下身邊的人
[00:16:03.660 --> 00:16:06.340]  他們有這個需要呢
[00:16:06.340 --> 00:16:08.660]  有時候我又留意到有些
[00:16:08.660 --> 00:16:11.660]  有些媽咪 那些年輕的媽咪
[00:16:11.660 --> 00:16:13.860]  牽著一個抱著一個
[00:16:13.860 --> 00:16:16.940]  還要抱著一袋東西那些呢
[00:16:16.940 --> 00:16:18.580]  有時候你又怎樣上車呢
[00:16:18.580 --> 00:16:21.660]  還要拿個錢包出來嘟
[00:16:21.660 --> 00:16:24.540]  還要怎樣嘟 是吧
[00:16:24.540 --> 00:16:28.700]  我們就讓他先吧
[00:16:28.700 --> 00:16:30.540]  讓他先上車
[00:16:30.540 --> 00:16:33.940]  都不是排前排後的問題
[00:16:33.940 --> 00:16:35.940]  我們看不看到人的需要呢
[00:16:35.940 --> 00:16:37.380]  還是看到那裏一大堆人
[00:16:37.380 --> 00:16:39.340]  我們就跑過去 嘩 看看
[00:16:39.340 --> 00:16:42.420]  有沒有大減價 有什麼好處
[00:16:42.420 --> 00:16:44.740]  有時候買菜也是
[00:16:44.740 --> 00:16:46.340]  哪些東西便宜 哪些東西新鮮
[00:16:46.340 --> 00:16:49.180]  哪裏多人 我們就跑過去看看
[00:16:49.180 --> 00:16:50.540]  是不是這樣呢
[00:16:50.540 --> 00:16:53.060]  還是我們都看看人群裏面
[00:16:53.060 --> 00:16:56.500]  其實有什麼需要
[00:16:56.500 --> 00:16:58.940]  我們看下去
[00:16:58.940 --> 00:17:00.140]  我們一路看下去
[00:17:00.140 --> 00:17:02.140]  我們都跑一跑
[00:17:02.140 --> 00:17:05.940]  可能我們身邊的人
[00:17:05.940 --> 00:17:07.460]  有沒有一些
[00:17:07.460 --> 00:17:10.700]  是一些困苦流離的人呢
[00:17:10.700 --> 00:17:13.260]  就提過困苦流離就不一定是
[00:17:13.260 --> 00:17:16.020]  沒有房子住 很窮
[00:17:16.020 --> 00:17:17.060]  不一定是這樣
[00:17:17.060 --> 00:17:18.340]  當然那些也是
[00:17:18.340 --> 00:17:19.900]  但不一定是
[00:17:19.900 --> 00:17:22.700]  可能很有錢
[00:17:22.700 --> 00:17:25.340]  可能很有學識
[00:17:25.340 --> 00:17:29.180]  可能家裏三千呎
[00:17:29.180 --> 00:17:30.500]  不過只有你一個人住
[00:17:30.500 --> 00:17:32.220]  那你說會怎樣呢
[00:17:32.220 --> 00:17:36.700]  你想想 三千呎
[00:17:36.700 --> 00:17:38.380]  很簡單的嘛
[00:17:38.380 --> 00:17:40.620]  這裏我們很多班房的嘛
[00:17:40.620 --> 00:17:42.260]  給你一個班房
[00:17:42.260 --> 00:17:44.740]  全座 整個筲箕灣浸信會
[00:17:44.740 --> 00:17:45.940]  給你一個班房住
[00:17:45.940 --> 00:17:47.540]  接著這裏沒有人的
[00:17:47.540 --> 00:17:50.940]  你會怎樣 是吧
[00:17:50.940 --> 00:17:53.060]  困苦流離是在說
[00:17:53.060 --> 00:17:56.380]  一個的狀態 一個的心情
[00:17:56.380 --> 00:18:00.100]  今天很多的
[00:18:00.100 --> 00:18:01.620]  不同的人
[00:18:01.620 --> 00:18:03.220]  不同階層的人
[00:18:03.220 --> 00:18:04.940]  不同年齡背景的人
[00:18:04.940 --> 00:18:06.580]  不同性別的人
[00:18:06.580 --> 00:18:10.220]  其實他們都可能在一個這樣的狀態裏面
[00:18:10.220 --> 00:18:12.420]  有時候我們說我們壓力很大 是不是
[00:18:12.420 --> 00:18:13.980]  突然之間有沒有壓力
[00:18:13.980 --> 00:18:14.860]  有囉 是不是
[00:18:14.860 --> 00:18:16.940]  不過我們有耶穌嘛
[00:18:16.940 --> 00:18:17.980]  是吧
[00:18:17.980 --> 00:18:19.780]  有壓力 有耶穌
[00:18:19.780 --> 00:18:22.220]  那麼壓力就給耶穌
[00:18:22.220 --> 00:18:25.580]  但是很多人是不認識耶穌的嘛
[00:18:25.580 --> 00:18:27.340]  不認識耶穌那怎麼辦呢
[00:18:27.340 --> 00:18:29.860]  當然啦 有錢可以找心理輔導的
[00:18:29.860 --> 00:18:31.260]  都幫得到的 幫得到的
[00:18:31.260 --> 00:18:33.100]  我不會否定這些的
[00:18:33.100 --> 00:18:34.220]  幫得到的
[00:18:34.220 --> 00:18:35.740]  但是沒錢的呢
[00:18:35.740 --> 00:18:37.820]  大哥看一次 怎知道多少錢
[00:18:37.820 --> 00:18:41.580]  我印象中好像一千多元看一次
[00:18:41.580 --> 00:18:42.380]  是吧
[00:18:42.380 --> 00:18:44.220]  不要說排政府那些
[00:18:44.220 --> 00:18:48.100]  那些等不到的 大哥
[00:18:48.100 --> 00:18:50.420]  很多人的心裏面是
[00:18:50.420 --> 00:18:52.180]  困苦流離
[00:18:52.180 --> 00:18:55.180]  找不到出路
[00:18:55.180 --> 00:18:57.620]  怎辦呢
[00:18:57.620 --> 00:19:00.980]  我們有沒有留意到我們身邊也有這樣的人
[00:19:00.980 --> 00:19:03.860]  如果有的時候我們可以怎樣做呢
[00:19:03.860 --> 00:19:08.500]  還有我們再看在剛才PowerPoint裏面
