
[00:00:00.000 --> 00:00:04.000]  在禮堂的頂姊妹朋友們平安
[00:01:46.000 --> 00:01:49.000]  是令到你願意用盡你的生命
[00:01:49.000 --> 00:01:51.000]  就算死亡也在所不惜
[00:01:51.000 --> 00:01:55.000]  來為他追求
[00:01:55.000 --> 00:01:58.000]  近一些我們香港有一個藝人
[00:01:58.000 --> 00:02:00.000]  他都講了一句說話
[00:02:00.000 --> 00:02:03.000]  我想大家一見到就會會心微笑
[00:02:03.000 --> 00:02:05.000]  他說 做人如果沒有夢想
[00:02:05.000 --> 00:02:07.000]  跟一條鹹魚有什麼分別
[00:02:07.000 --> 00:02:10.000]  不知道大家對剛才這兩個人講的說話
[00:02:10.000 --> 00:02:13.000]  有沒有共鳴或同感
[00:02:13.000 --> 00:02:16.000]  還有就是在聖經裏面
[00:02:16.000 --> 00:02:18.000]  在啟示錄第三章
[00:02:18.000 --> 00:02:21.000]  使徒約翰他寫給老弟家教會的信裏面
[00:02:21.000 --> 00:02:25.000]  他論到神對老弟家教會的審判
[00:02:25.000 --> 00:02:27.000]  裏面這樣說
[00:02:27.000 --> 00:02:29.000]  神對這個教會說
[00:02:29.000 --> 00:02:30.000]  我知道你的行為
[00:02:30.000 --> 00:02:31.000]  你不冷也不熱
[00:02:31.000 --> 00:02:33.000]  我巴不得你或冷或熱
[00:02:33.000 --> 00:02:35.000]  因為你好似溫水
[00:02:35.000 --> 00:02:36.000]  不熱又不冷
[00:02:36.000 --> 00:02:39.000]  所以我要將你從我口中吐出去
[00:02:39.000 --> 00:02:43.000]  很嚴厲的一個審判
[00:02:43.000 --> 00:02:47.000]  我相信剛才我們聽到的那兩句說話
[00:02:47.000 --> 00:02:49.000]  和這段經文
[00:02:49.000 --> 00:02:52.000]  都不謀而合地帶出一個重點
[00:02:52.000 --> 00:02:55.000]  就是如果一個人活著
[00:02:55.000 --> 00:02:59.000]  他沒有激情 沒有熱情 沒有passion
[00:02:59.000 --> 00:03:01.000]  你心裏沒有那團火的話
[00:03:01.000 --> 00:03:05.000]  你的人生基本上是沒有意義的
[00:03:05.000 --> 00:03:08.000]  那今天你和我
[00:03:08.000 --> 00:03:10.000]  我們有沒有激情呢
[00:03:10.000 --> 00:03:12.000]  或者有些人說
[00:03:12.000 --> 00:03:14.000]  我已經活了半世
[00:03:14.000 --> 00:03:17.000]  甚至可能已經大半世了
[00:03:17.000 --> 00:03:21.000]  什麼激情 什麼火都已經熄滅了
[00:03:21.000 --> 00:03:24.000]  經過這麼多年的日子
[00:03:24.000 --> 00:03:26.000]  但是有些年輕的
[00:03:26.000 --> 00:03:30.000]  我還在拼搏 上班 打拼
[00:03:30.000 --> 00:03:32.000]  你又怎樣呢
[00:03:32.000 --> 00:03:34.000]  你對工作有沒有激情呢
[00:03:34.000 --> 00:03:37.000]  你對生活有沒有熱誠呢
[00:03:37.000 --> 00:03:40.000]  你對信仰有沒有火呢
[00:03:40.000 --> 00:03:46.000]  還是我們的人生只剩下吃飯 睡覺 上廁所呢
[00:03:46.000 --> 00:03:48.000]  今天這段經文
[00:03:48.000 --> 00:03:49.000]  我想和大家一起
[00:03:49.000 --> 00:03:52.000]  透過故事裏面的一些人物
[00:03:52.000 --> 00:03:54.000]  去看激情這件事
[00:03:54.000 --> 00:03:56.000]  原來對我們很重要
[00:03:56.000 --> 00:04:00.000]  和對我們帶來很大的影響
[00:04:00.000 --> 00:04:04.000]  當我們說耶穌和撒瑪利亞婦人的故事
[00:04:04.000 --> 00:04:08.000]  很多時候我們很快就會想到頭半段
[00:04:08.000 --> 00:04:11.000]  耶穌和撒瑪利亞婦人
[00:04:11.000 --> 00:04:14.000]  傾訊仰 談道的經過
[00:04:14.000 --> 00:04:16.000]  不過我今天講到的重點
[00:04:16.000 --> 00:04:18.000]  我想集中在後半段
[00:04:18.000 --> 00:04:22.000]  就是講到撒瑪利亞婦人
[00:04:22.000 --> 00:04:25.000]  她信道之後 她的生命改變
[00:04:25.000 --> 00:04:27.000]  和她帶來的影響
[00:04:27.000 --> 00:04:30.000]  講一下背景
[00:04:30.000 --> 00:04:32.000]  撒瑪利亞人
[00:04:32.000 --> 00:04:34.000]  其實撒瑪利亞是舊約時代
[00:04:34.000 --> 00:04:38.000]  北角以色列的主要地區
[00:04:38.000 --> 00:04:40.000]  也是首都所在地
[00:04:40.000 --> 00:04:43.000]  大約在主前722年
[00:04:43.000 --> 00:04:47.000]  北角的以色列被亞述國滅了
[00:04:47.000 --> 00:04:51.000]  之後亞述人將大部分的猶太人
[00:04:51.000 --> 00:04:53.000]  遷徙到外地
[00:04:53.000 --> 00:04:56.000]  又將很多異族的人 亞述人
[00:04:56.000 --> 00:04:59.000]  遷到撒瑪利亞這個地方
[00:04:59.000 --> 00:05:01.000]  從那時候開始
[00:05:01.000 --> 00:05:06.000]  那個地方的猶太人和那些外族人
[00:05:06.000 --> 00:05:09.000]  他們就通婚 生小孩
[00:05:09.000 --> 00:05:12.000]  我們今天講的是混血兒
[00:05:12.000 --> 00:05:15.000]  他們的後裔就是撒瑪利亞人
[00:05:15.000 --> 00:05:18.000]  猶太人很看不起撒瑪利亞人
[00:05:18.000 --> 00:05:21.000]  因為覺得他們那種不純正
[00:05:21.000 --> 00:05:22.000]  不是純正的猶太人
[00:05:22.000 --> 00:05:25.000]  好像習總那樣 說得難聽一點
[00:05:30.000 --> 00:05:34.000]  當耶穌在雅各的井旁
[00:05:34.000 --> 00:05:38.000]  向撒瑪利亞婦人拿水喝的時候
[00:05:38.000 --> 00:05:41.000]  當時撒瑪利亞婦人已經覺得很驚奇
[00:05:41.000 --> 00:05:42.000]  很奇怪
[00:05:42.000 --> 00:05:43.000]  你作為猶太人
[00:05:43.000 --> 00:05:47.000]  為什麼向撒瑪利亞婦人拿水喝呢?
[00:05:47.000 --> 00:05:51.000]  還有一點奇怪的就是
[00:05:51.000 --> 00:05:53.000]  耶穌一方面又向她拿水喝
[00:05:53.000 --> 00:05:55.000]  但同時又告訴她
[00:05:55.000 --> 00:05:58.000]  其實我有活水賜給你的
[00:05:58.000 --> 00:06:03.000]  但更加讓這個婦人驚訝的是
[00:06:03.000 --> 00:06:08.000]  耶穌竟然知道她有五個丈夫
[00:06:08.000 --> 00:06:11.000]  猶太人認為一個女人可以離兩次婚
[00:06:11.000 --> 00:06:13.000]  最多去結三次婚
[00:06:13.000 --> 00:06:17.000]  如果撒瑪利亞人和他們有同樣的標準的話
[00:06:17.000 --> 00:06:19.000]  她現在有五個丈夫
[00:06:19.000 --> 00:06:25.000]  可想而知這個婦人的行為生活是極之不道德
[00:06:25.000 --> 00:06:30.000]  耶穌前後這三個奇怪的動作
[00:06:30.000 --> 00:06:34.000]  讓這個婦人知道她一定與眾不同
[00:06:34.000 --> 00:06:37.000]  她必是先知無疑
[00:06:37.000 --> 00:06:40.000]  所以當耶穌主動邀請她
[00:06:40.000 --> 00:06:42.000]  你來相信我
[00:06:42.000 --> 00:06:45.000]  跟她有深入的信仰交流
[00:06:45.000 --> 00:06:47.000]  又清清楚楚告訴她
[00:06:47.000 --> 00:06:49.000]  現在跟你說的話
[00:06:49.000 --> 00:06:52.000]  就是你一直等待的尼塞亞的時候
[00:06:52.000 --> 00:06:59.000]  這個婦人的生命隨之帶來了一個極大的改變
[00:06:59.000 --> 00:07:02.000]  在經文28到30節
[00:07:02.000 --> 00:07:05.000]  他講到這個婦人的反應是怎樣
[00:07:05.000 --> 00:07:09.000]  她連自己的水罐都放下
[00:07:09.000 --> 00:07:11.000]  就衝進城裏
[00:07:11.000 --> 00:07:13.000]  還大聲跟人說
[00:07:13.000 --> 00:07:17.000]  你們看看有個人將我所作的全部都說出來了
[00:07:17.000 --> 00:07:20.000]  難道他就是基督?
[00:07:20.000 --> 00:07:23.000]  接著那些人聽到之後
[00:07:23.000 --> 00:07:27.000]  一群人出城要來到耶穌那裏
[00:07:27.000 --> 00:07:32.000]  當這個婦人與真神相遇之後
[00:07:32.000 --> 00:07:34.000]  她很興奮
[00:07:34.000 --> 00:07:36.000]  興奮到一個地步
[00:07:36.000 --> 00:07:39.000]  連自己賴以為生的工具
[00:07:39.000 --> 00:07:42.000]  那個水罐都忘記了拿走
[00:07:42.000 --> 00:07:44.000]  急不及待地走去
[00:07:44.000 --> 00:07:46.000]  去傳揚耶穌的名聲
[00:07:46.000 --> 00:07:49.000]  她留下水罐這個舉動
[00:07:49.000 --> 00:07:53.000]  其實是反映她生活的優先次序
[00:07:53.000 --> 00:07:56.000]  已經發生了一個重大的改變
[00:07:56.000 --> 00:07:58.000]  不單止這樣
[00:07:58.000 --> 00:08:04.000]  她還不怕將自己不光彩的人生顯露人前
[00:08:04.000 --> 00:08:07.000]  可見她認識耶穌之後
[00:08:07.000 --> 00:08:11.000]  她心裏有一個真是為她自己所做的
[00:08:11.000 --> 00:08:14.000]  願意去悔改
[00:08:14.000 --> 00:08:16.000]  一個真正肯不顧一切
[00:08:16.000 --> 00:08:18.000]  願意為主做見證的人
[00:08:18.000 --> 00:08:21.000]  才顯明她是真心悔改
[00:08:21.000 --> 00:08:26.000]  否則她是否真悔改都很難說
[00:08:26.000 --> 00:08:30.000]  我們看完這個婦人之後
[00:08:30.000 --> 00:08:33.000]  我們集體來看這群撒瑪利亞人
[00:08:33.000 --> 00:08:36.000]  因為這個婦人的見證
[00:08:36.000 --> 00:08:38.000]  很多城裏的撒瑪利亞人
[00:08:38.000 --> 00:08:40.000]  他們就信了耶穌
[00:08:40.000 --> 00:08:45.000]  他們隨即在城裏走出來見耶穌
[00:08:45.000 --> 00:08:49.000]  並且要求耶穌跟他們住下來
[00:08:49.000 --> 00:08:52.000]  耶穌很體恤
[00:08:52.000 --> 00:08:53.000]  就答應了他們
[00:08:53.000 --> 00:08:56.000]  在那裏跟他們住兩天
[00:08:56.000 --> 00:08:57.000]  那兩天裏
[00:08:57.000 --> 00:08:59.000]  他們一定是要求耶穌
[00:08:59.000 --> 00:09:00.000]  說多一點給他們聽
[00:09:00.000 --> 00:09:02.000]  分享多一點
[00:09:02.000 --> 00:09:05.000]  以致到41節說
[00:09:05.000 --> 00:09:06.000]  因著耶穌的話
[00:09:06.000 --> 00:09:10.000]  信祂的人就更多了
[00:09:10.000 --> 00:09:11.000]  當他們認識到
[00:09:11.000 --> 00:09:13.000]  耶穌就是真神之後
[00:09:13.000 --> 00:09:15.000]  就迫切地去見祂
[00:09:15.000 --> 00:09:16.000]  要與祂同在
[00:09:16.000 --> 00:09:19.000]  有渴慕去聽祂的話
[00:09:19.000 --> 00:09:23.000]  好讓他們得著更加寶貴的恩典
[00:09:23.000 --> 00:09:27.000]  最後他們甚至跟撒瑪利亞婦人說
[00:09:27.000 --> 00:09:28.000]  現在我們信
[00:09:28.000 --> 00:09:31.000]  不再是因為你之前的說話
[00:09:31.000 --> 00:09:32.000]  而是因為我們自己
[00:09:32.000 --> 00:09:35.000]  都親自聽到神的話
[00:09:35.000 --> 00:09:38.000]  我們知道這位真是世人的救主
[00:09:38.000 --> 00:09:40.000]  從他們的表現
[00:09:40.000 --> 00:09:42.000]  他們說出來的說話
[00:09:42.000 --> 00:09:43.000]  我們都可以感受到
[00:09:43.000 --> 00:09:45.000]  這班撒瑪利亞人
[00:09:45.000 --> 00:09:49.000]  他們那份欣喜興奮之情
[00:09:49.000 --> 00:09:52.000]  相反我們又看看耶穌的門徒
[00:09:52.000 --> 00:09:54.000]  他們的反應
[00:09:54.000 --> 00:09:56.000]  可以說跟撒瑪利亞人
[00:09:56.000 --> 00:09:59.000]  形成一個強烈的對比
[00:09:59.000 --> 00:10:02.000]  撒瑪利亞人他們出城
[00:10:02.000 --> 00:10:04.000]  是為了讓他們的心靈
[00:10:04.000 --> 00:10:06.000]  得到更大的滿足
[00:10:06.000 --> 00:10:08.000]  他們很開心
[00:10:08.000 --> 00:10:11.000]  很歡欣雀躍地去迎見真神
[00:10:11.000 --> 00:10:12.000]  但門徒出城
[00:10:12.000 --> 00:10:14.000]  是為了去買食物
[00:10:14.000 --> 00:10:18.000]  很滿足他們肉身的需要
[00:10:18.000 --> 00:10:21.000]  當門徒買東西回來
[00:10:21.000 --> 00:10:22.000]  買東西吃回來之後
[00:10:22.000 --> 00:10:23.000]  他們見到耶穌
[00:10:23.000 --> 00:10:25.000]  竟然跟一個撒瑪利亞人
[00:10:25.000 --> 00:10:27.000]  而且還是女人
[00:10:27.000 --> 00:10:28.000]  在聊天的時候
[00:10:28.000 --> 00:10:30.000]  他們心裏覺得很稀奇
[00:10:30.000 --> 00:10:32.000]  他們有很多疑惑
[00:10:32.000 --> 00:10:34.000]  但他們又不敢說出來
[00:10:34.000 --> 00:10:36.000]  只是在肚子裡咕嚕咕嚕
[00:10:36.000 --> 00:10:38.000]  他們發出兩個疑問
[00:10:38.000 --> 00:10:40.000]  其中一句
[00:10:40.000 --> 00:10:42.000]  我相信應該是他們
[00:10:42.000 --> 00:10:44.000]  用來問撒瑪利亞婦人
[00:10:44.000 --> 00:10:46.000]  你要什麼?
[00:10:46.000 --> 00:10:48.000]  你到底想怎樣?
[00:10:48.000 --> 00:10:49.000]  你要什麼?
[00:10:49.000 --> 00:10:50.000]  另一句說話就是
[00:10:50.000 --> 00:10:52.000]  他們應該要對耶穌說
[00:10:52.000 --> 00:10:56.000]  你為什麼跟一個撒瑪利亞婦人聊天?
[00:10:56.000 --> 00:11:00.000]  不過他們不敢直接問出來
[00:11:00.000 --> 00:11:02.000]  從這些描述裏面
[00:11:02.000 --> 00:11:04.000]  我們似乎都看到
[00:11:04.000 --> 00:11:07.000]  門徒跟了耶穌這麼久
[00:11:07.000 --> 00:11:09.000]  其實他們都摸不透
[00:11:09.000 --> 00:11:13.000]  他們的主的心懷
[00:11:13.000 --> 00:11:15.000]  他們不知道他們的主
[00:11:15.000 --> 00:11:17.000]  就是那位真神
[00:11:17.000 --> 00:11:19.000]  那位愛人的神
[00:11:19.000 --> 00:11:24.000]  他們不單止沒有為救人靈魂的事著急
[00:11:24.000 --> 00:11:27.000]  反而仍然是用世俗的眼光
[00:11:27.000 --> 00:11:29.000]  去看待撒瑪利亞人
[00:11:29.000 --> 00:11:34.000]  而且只是著眼於口福的需要
[00:11:34.000 --> 00:11:36.000]  最後我們看看
[00:11:36.000 --> 00:11:38.000]  耶穌的心境是怎樣
[00:11:38.000 --> 00:11:42.000]  經文說耶穌離開猶太
[00:11:42.000 --> 00:11:44.000]  再去加利利
[00:11:44.000 --> 00:11:47.000]  然後說他必須經過撒瑪利亞
[00:11:47.000 --> 00:11:50.000]  按照一個正常的猶太人的做法
[00:11:50.000 --> 00:11:54.000]  通常如果他們從猶太去加利利
[00:11:54.000 --> 00:11:57.000]  他們通常會繞過約旦河東岸
[00:11:57.000 --> 00:12:01.000]  在比利亞再迂迴而上
[00:12:01.000 --> 00:12:03.000]  避開撒瑪利亞
[00:12:03.000 --> 00:12:06.000]  但耶穌卻是必須經過
[00:12:06.000 --> 00:12:09.000]  所以你看到必須這兩個字
[00:12:09.000 --> 00:12:12.000]  其實是基於耶穌要在撒瑪利亞
[00:12:12.000 --> 00:12:16.000]  來得著靈魂的使命
[00:12:16.000 --> 00:12:19.000]  一份迫切的使命感
[00:12:19.000 --> 00:12:24.000]  又趨使耶穌在正午十二點的時候
[00:12:24.000 --> 00:12:28.000]  坐在井邊來等撒瑪利亞婦人
[00:12:28.000 --> 00:12:33.000]  當時是中午的十二點正
[00:12:33.000 --> 00:12:36.000]  烈日當空,很熱很曬
[00:12:36.000 --> 00:12:40.000]  當時耶穌已經周居勞頓,很累
[00:12:40.000 --> 00:12:42.000]  如果換作是你和我
[00:12:42.000 --> 00:12:44.000]  可能我們在大熱天時之下
[00:12:44.000 --> 00:12:45.000]  走了一段路
[00:12:45.000 --> 00:12:49.000]  我們那一刻可能很想找一間快餐店
[00:12:49.000 --> 00:12:51.000]  走進去享受冷氣
[00:12:51.000 --> 00:12:53.000]  點杯凍飲,喝杯可樂
[00:12:53.000 --> 00:12:55.000]  很爽
[00:12:55.000 --> 00:12:57.000]  哪還有心情,哪還有精力
[00:12:57.000 --> 00:13:01.000]  去跟別人講福音
[00:13:01.000 --> 00:13:04.000]  可能當時門徒的心情也是這樣
[00:13:04.000 --> 00:13:11.000]  但是耶穌卻選擇了走出安書區
[00:13:11.000 --> 00:13:15.000]  祂要來到這麼曬的環境下
[00:13:15.000 --> 00:13:17.000]  這麼累的情況下
[00:13:17.000 --> 00:13:20.000]  祂仍然刻意來等待這個婦人
[00:13:20.000 --> 00:13:23.000]  祂更加打破世俗的看法
[00:13:23.000 --> 00:13:29.000]  就是祂和一個人體不正經的婦人來傾談
[00:13:29.000 --> 00:13:32.000]  這個婦人又是在大熱天時12點
[00:13:32.000 --> 00:13:34.000]  一個人出來打水
[00:13:34.000 --> 00:13:36.000]  大家可能也覺得奇怪
[00:13:36.000 --> 00:13:39.000]  除非你真的已經渴到快死
[00:13:39.000 --> 00:13:41.000]  沒辦法不在12點出來
[00:13:41.000 --> 00:13:45.000]  否則你也不會在這些時間出來
[00:13:45.000 --> 00:13:49.000]  但是她卻是一個人在12點出來
[00:13:49.000 --> 00:13:52.000]  可見其實她平日的生活行為
[00:13:52.000 --> 00:13:55.000]  其實應該是她自己也知道
[00:13:55.000 --> 00:13:57.000]  很多人不恥她這些行為
[00:13:57.000 --> 00:14:00.000]  她自己也很慚愧、很自卑
[00:14:00.000 --> 00:14:02.000]  不敢去見到別人
[00:14:02.000 --> 00:14:08.000]  而那些人也不喜歡跟她結伴出來
[00:14:08.000 --> 00:14:13.000]  但是當門徒給食物耶穌的時候
[00:14:13.000 --> 00:14:18.000]  耶穌就有一個很奇特的回應
[00:14:18.000 --> 00:14:22.000]  我想耶穌的回應也解釋了
[00:14:22.000 --> 00:14:30.000]  為什麼耶穌有這麼多與別不同和不尋常的舉動
[00:14:30.000 --> 00:14:34.000]  當時門徒就叫耶穌吃東西
[00:14:34.000 --> 00:14:36.000]  耶穌就說:我有食物吃了
[00:14:36.000 --> 00:14:38.000]  是你們不知道的
[00:14:38.000 --> 00:14:42.000]  但門徒就說:難道之前就有人給了東西給祂吃
[00:14:42.000 --> 00:14:47.000]  但耶穌說:我的食物就是遵行差我來者的旨意
[00:14:47.000 --> 00:14:50.000]  並且完成祂的工作
[00:14:50.000 --> 00:14:52.000]  利用耶穌的表現
[00:14:52.000 --> 00:14:54.000]  耶穌說的話
[00:14:54.000 --> 00:14:55.000]  我們看到
[00:14:55.000 --> 00:14:58.000]  祂因著對神旨意的信服
[00:14:58.000 --> 00:15:01.000]  對神一份激情的愛
[00:15:01.000 --> 00:15:04.000]  驅使祂能夠衝破人的軟弱
[00:15:04.000 --> 00:15:07.000]  自我和世俗的眼光、思想
[00:15:07.000 --> 00:15:12.000]  為著人的靈魂而放下自己的心意
[00:15:12.000 --> 00:15:16.000]  願意走出自己的安殊區
[00:15:16.000 --> 00:15:20.000]  為要討神的喜悅
[00:15:20.000 --> 00:15:23.000]  我們看完經文裡的人物
[00:15:23.000 --> 00:15:27.000]  我們也要作反思
[00:15:27.000 --> 00:15:29.000]  我們又怎樣呢?
[00:15:29.000 --> 00:15:32.000]  我對上帝是否充滿激情呢?
[00:15:32.000 --> 00:15:37.000]  我想從經文裡引伸出來的幾個指標
[00:15:37.000 --> 00:15:40.000]  或者可以幫助我們去驗證一下
[00:15:40.000 --> 00:15:43.000]  我自己是否對上帝充滿激情
[00:15:43.000 --> 00:15:47.000]  第一,你為自己信耶穌興奮
[00:15:47.000 --> 00:15:49.000]  大家可以回想一下
[00:15:49.000 --> 00:15:51.000]  你信主那一刻
[00:15:51.000 --> 00:15:53.000]  或者到你洗禮的那一刻
[00:15:53.000 --> 00:15:56.000]  甚至到你現在信主一段時間之後
[00:15:56.000 --> 00:16:02.000]  你是否仍然充滿著那份激情呢?
[00:16:02.000 --> 00:16:05.000]  你當日信主那一刻的興奮
[00:16:05.000 --> 00:16:07.000]  是否依然存在呢?
[00:16:07.000 --> 00:16:09.000]  你有沒有以自己作為一個基督徒
[00:16:09.000 --> 00:16:11.000]  引以為榮呢?
[00:16:11.000 --> 00:16:14.000]  還是你害怕別人知道你是基督徒呢?
[00:16:14.000 --> 00:16:17.000]  曾經有些弟兄姊妹告訴我
[00:16:17.000 --> 00:16:20.000]  他們害怕別人知道他們是基督徒
[00:16:20.000 --> 00:16:24.000]  甚至說公司的人都不知道他們是基督徒
[00:16:24.000 --> 00:16:27.000]  平時不喜歡跟別人一起吃飯
[00:16:27.000 --> 00:16:31.000]  總之自己一個人吃飯
[00:16:31.000 --> 00:16:35.000]  其實這個真的不是太好
[00:16:35.000 --> 00:16:36.000]  如果是這樣的話
[00:16:36.000 --> 00:16:38.000]  我們怎樣向別人傳福音呢?
[00:16:38.000 --> 00:16:41.000]  這一點也反映了一些東西
[00:16:41.000 --> 00:16:43.000]  我們信主之後
[00:16:43.000 --> 00:16:45.000]  我們有沒有那份喜樂呢?
[00:16:45.000 --> 00:16:46.000]  像這個婦人一樣
[00:16:46.000 --> 00:16:48.000]  信主之後她很興奮很開心
[00:16:48.000 --> 00:16:51.000]  跑去傳給別人聽
[00:16:51.000 --> 00:16:54.000]  有一次我在一個聚會裡
[00:16:54.000 --> 00:16:58.000]  我聽到余德純博士的一個分享
[00:16:58.000 --> 00:17:01.000]  他說有一次他去美國波士頓一個城市
[00:17:01.000 --> 00:17:03.000]  去講座
[00:17:03.000 --> 00:17:06.000]  一年幾次的講座
[00:17:06.000 --> 00:17:09.000]  有些女士每次都出現
[00:17:09.000 --> 00:17:11.000]  每次都跟余德純博士說
[00:17:11.000 --> 00:17:15.000]  我不會信耶穌的
[00:17:15.000 --> 00:17:17.000]  但到最後一次之後
[00:17:17.000 --> 00:17:20.000]  余德純博士說後來有人告訴他
[00:17:20.000 --> 00:17:23.000]  有人看到一個女士
[00:17:23.000 --> 00:17:25.000]  不搭電梯走
[00:17:25.000 --> 00:17:26.000]  她就層層的
[00:17:26.000 --> 00:17:27.000]  我不知道她當時是幾樓
[00:17:27.000 --> 00:17:29.000]  總之她就層層的下樓梯
[00:17:29.000 --> 00:17:31.000]  每去到一層
[00:17:31.000 --> 00:17:33.000]  她就去捉住那些不認識的
[00:17:33.000 --> 00:17:35.000]  捉住那些人告訴他
[00:17:35.000 --> 00:17:36.000]  我信了耶穌啊
[00:17:36.000 --> 00:17:37.000]  我信了耶穌啊
[00:17:37.000 --> 00:17:38.000]  我信了耶穌啊
[00:17:38.000 --> 00:17:41.000]  每一層都是這樣說
[00:17:41.000 --> 00:17:42.000]  兄弟姐妹
[00:17:42.000 --> 00:17:45.000]  我想我們都未曾做過這樣的事
[00:17:45.000 --> 00:17:48.000]  但是你從這個女士的表現裡面
[00:17:48.000 --> 00:17:49.000]  你都看到
[00:17:49.000 --> 00:17:51.000]  原來她信了耶穌
[00:17:51.000 --> 00:17:54.000]  她看到這個耶穌這麼好的時候
[00:17:54.000 --> 00:17:55.000]  她那份的興奮
[00:17:55.000 --> 00:17:59.000]  她那份的激情
[00:17:59.000 --> 00:18:02.000]  我希望我們每一個耶穌的門徒
[00:18:02.000 --> 00:18:04.000]  我們都仍然有這份激情
[00:18:04.000 --> 00:18:05.000]  你信主幾年
[00:18:05.000 --> 00:18:06.000]  你信主越久
[00:18:06.000 --> 00:18:08.000]  你應該經歷神更多
[00:18:08.000 --> 00:18:11.000]  你那份激情應該是更厲害的
[00:18:11.000 --> 00:18:14.000]  所以我們都一起在這方面
[00:18:14.000 --> 00:18:17.000]  好好地學習
[00:18:17.000 --> 00:18:18.000]  第二就是
[00:18:18.000 --> 00:18:22.000]  你的人生優先次序有沒有改變呢?
[00:18:22.000 --> 00:18:23.000]  這個撒瑪利亞婦人
[00:18:23.000 --> 00:18:24.000]  信了耶穌之後
[00:18:24.000 --> 00:18:28.000]  連謀生工具都忘記了
[00:18:28.000 --> 00:18:31.000]  因為耶穌對她來說更重要
[00:18:31.000 --> 00:18:32.000]  當然這樣說
[00:18:32.000 --> 00:18:33.000]  不是說你信了耶穌之後
[00:18:33.000 --> 00:18:35.000]  就叫你不用上班了
[00:18:35.000 --> 00:18:37.000]  以後耶穌在天上
[00:18:37.000 --> 00:18:39.000]  掉些瑪拿來給你吃
[00:18:39.000 --> 00:18:40.000]  不用工作了
[00:18:40.000 --> 00:18:41.000]  不是這樣的意思
[00:18:41.000 --> 00:18:45.000]  不過我們信了耶穌之後
[00:18:45.000 --> 00:18:46.000]  應該是我們知道
[00:18:46.000 --> 00:18:47.000]  我們的人生
[00:18:47.000 --> 00:18:51.000]  你的優先次序會不同的
[00:18:51.000 --> 00:18:52.000]  我記得那時候
[00:18:52.000 --> 00:18:54.000]  我自己信主以前
[00:18:54.000 --> 00:18:55.000]  我覺得人生很灰的
[00:18:55.000 --> 00:18:56.000]  很不開心
[00:18:56.000 --> 00:18:58.000]  都不知道為了什麼
[00:18:58.000 --> 00:18:59.000]  但是信了主之後
[00:18:59.000 --> 00:19:00.000]  原來我知道
[00:19:00.000 --> 00:19:01.000]  神很愛我
[00:19:01.000 --> 00:19:04.000]  原來我人生的一個目標
[00:19:04.000 --> 00:19:06.000]  就是我要榮耀神
[00:19:06.000 --> 00:19:08.000]  所以那時候開始
[00:19:08.000 --> 00:19:09.000]  我都要學習
[00:19:09.000 --> 00:19:13.000]  我怎樣以上帝的事為念
[00:19:13.000 --> 00:19:16.000]  我記得當年我上教會的時候
[00:19:16.000 --> 00:19:18.000]  每年的猜拳年會
