
[00:00:00.000 --> 00:00:07.000]  好 今天我想就來分享一件事情 就是現在網路非常發達
[00:04:42.000 --> 00:04:43.000]  所以在這段經文裡面呢
[00:04:43.000 --> 00:04:45.000]  我們就來看見呢
[00:04:45.000 --> 00:04:46.000]  跟大家分享幾個
[00:04:46.000 --> 00:04:48.000]  我們要思考的部分
[00:04:48.000 --> 00:04:49.000]  第一個
[00:04:49.000 --> 00:04:50.000]  這個一個一個
[00:04:50.000 --> 00:04:51.000]  不好意思
[00:04:51.000 --> 00:04:52.000]  第一個呢
[00:04:52.000 --> 00:04:53.000]  我們來看
[00:04:53.000 --> 00:04:54.000]  所有美好的禮物
[00:04:54.000 --> 00:04:57.000]  都從天上的父親來
[00:04:57.000 --> 00:04:58.000]  所以呢
[00:04:58.000 --> 00:05:00.000]  跟隔壁的說
[00:05:00.000 --> 00:05:07.000]  美好的禮物都從天上來
[00:05:07.000 --> 00:05:08.000]  在這段經文裡面呢
[00:05:08.000 --> 00:05:11.000]  我以為它只是重複在運用
[00:05:11.000 --> 00:05:12.000]  但是我去查考以後
[00:05:12.000 --> 00:05:13.000]  就發現呢
[00:05:13.000 --> 00:05:14.000]  不一樣
[00:05:14.000 --> 00:05:17.000]  這裡講到各樣美善的恩賜
[00:05:17.000 --> 00:05:18.000]  那美善的恩賜呢
[00:05:18.000 --> 00:05:24.000]  這個字很特別
[00:05:24.000 --> 00:05:27.000]  看上去
[00:05:27.000 --> 00:05:29.000]  不好意思
[00:05:29.000 --> 00:05:31.000]  各樣美善的恩賜
[00:05:31.000 --> 00:05:32.000]  那這個恩賜呢
[00:05:32.000 --> 00:05:33.000]  很特別
[00:05:33.000 --> 00:05:36.000]  在聖經裡面只出現兩個地方
[00:05:36.000 --> 00:05:37.000]  那其實我們看見
[00:05:37.000 --> 00:05:38.000]  甚至有很多個
[00:05:38.000 --> 00:05:39.000]  這個字呢
[00:05:39.000 --> 00:05:41.000]  其實中文有很多個地方
[00:05:41.000 --> 00:05:42.000]  但其實呢
[00:05:42.000 --> 00:05:43.000]  在希臘文裡面
[00:05:43.000 --> 00:05:45.000]  只出現兩個地方
[00:05:45.000 --> 00:05:47.000]  那一個地方就在這裡
[00:05:47.000 --> 00:05:49.000]  那一個地方在哪裡呢
[00:05:49.000 --> 00:05:52.000]  在菲律賓書四章十五節
[00:05:52.000 --> 00:05:54.000]  它在菲律賓書四章十五節呢
[00:05:54.000 --> 00:05:56.000]  它講這個恩賜呢
[00:05:56.000 --> 00:05:57.000]  它的字眼呢
[00:05:57.000 --> 00:05:58.000]  叫授授
[00:05:58.000 --> 00:05:59.000]  什麼叫授授呢
[00:05:59.000 --> 00:06:00.000]  就是呢
[00:06:00.000 --> 00:06:03.000]  我們饋送禮物那個授授
[00:06:03.000 --> 00:06:05.000]  給公司的那個授授
[00:06:05.000 --> 00:06:06.000]  所以各樣美善的恩賜呢
[00:06:06.000 --> 00:06:08.000]  其實它表達一件事
[00:06:08.000 --> 00:06:10.000]  就是有一個好的禮物呢
[00:06:10.000 --> 00:06:12.000]  要從天上來賜給我們
[00:06:12.000 --> 00:06:13.000]  而這個禮物呢
[00:06:13.000 --> 00:06:14.000]  如果從這段經文
[00:06:14.000 --> 00:06:16.000]  我們從這個字眼呢
[00:06:16.000 --> 00:06:18.000]  在希臘文的信仰法裡面呢
[00:06:18.000 --> 00:06:20.000]  我們可以稍微明白一下
[00:06:20.000 --> 00:06:21.000]  它可能指著呢
[00:06:21.000 --> 00:06:23.000]  就是一個物質上的東西呢
[00:06:23.000 --> 00:06:26.000]  來給我們
[00:06:26.000 --> 00:06:27.000]  那所以上帝說
[00:06:27.000 --> 00:06:30.000]  祂會把美好的物質的禮物呢
[00:06:30.000 --> 00:06:33.000]  都給我們
[00:06:33.000 --> 00:06:35.000]  那這些物質禮物都從哪裡
[00:06:35.000 --> 00:06:37.000]  都從天上來
[00:06:37.000 --> 00:06:39.000]  那其實在我們人生的生活裡面
[00:06:39.000 --> 00:06:40.000]  好像經驗也不是
[00:06:40.000 --> 00:06:42.000]  真的從天上掉下一份禮物嘛
[00:06:42.000 --> 00:06:43.000]  都是透過呢
[00:06:43.000 --> 00:06:45.000]  我們的親友
[00:06:45.000 --> 00:06:46.000]  送給我們
[00:06:46.000 --> 00:06:48.000]  但是我們常常想的時候呢
[00:06:48.000 --> 00:06:49.000]  是怎麼想的呢
[00:06:49.000 --> 00:06:50.000]  是因為我對他好
[00:06:50.000 --> 00:06:51.000]  還給我呢
[00:06:51.000 --> 00:06:53.000]  有一次我有一個經驗
[00:06:53.000 --> 00:06:55.000]  就是去年的時候呢
[00:06:55.000 --> 00:06:57.000]  應該是前年
[00:06:57.000 --> 00:06:59.000]  去年的時候呢
[00:06:59.000 --> 00:07:01.000]  去年那個過年前呢
[00:07:01.000 --> 00:07:03.000]  那我就跟一個牧師呢
[00:07:03.000 --> 00:07:04.000]  全家呢
[00:07:04.000 --> 00:07:05.000]  我們就去了武林農場
[00:07:05.000 --> 00:07:06.000]  去了武林農場
[00:07:06.000 --> 00:07:07.000]  那露營
[00:07:07.000 --> 00:07:08.000]  那我們全家第一次露營
[00:07:08.000 --> 00:07:11.000]  而且選一個最冷的山上
[00:07:11.000 --> 00:07:12.000]  那所以呢
[00:07:12.000 --> 00:07:13.000]  晚上睡覺
[00:07:13.000 --> 00:07:15.000]  他是說告訴我們
[00:07:15.000 --> 00:07:17.000]  晚上你要帶電毯去
[00:07:17.000 --> 00:07:18.000]  他說露營怎麼有電毯呢
[00:07:18.000 --> 00:07:19.000]  我說露營怎麼有電毯
[00:07:19.000 --> 00:07:20.000]  可以插電呢
[00:07:20.000 --> 00:07:21.000]  他說現在露營呢
[00:07:21.000 --> 00:07:23.000]  露營鏡旁邊都有一個插座
[00:07:23.000 --> 00:07:25.000]  可以讓你插
[00:07:25.000 --> 00:07:27.000]  所以我們就在帳篷裡面呢
[00:07:27.000 --> 00:07:29.000]  鋪上電毯
[00:07:29.000 --> 00:07:31.000]  就睡在上面
[00:07:31.000 --> 00:07:33.000]  睡久還是會熱
[00:07:33.000 --> 00:07:35.000]  雖然天氣很冷
[00:07:35.000 --> 00:07:36.000]  但是呢我就看見我們在
[00:07:36.000 --> 00:07:38.000]  他就吃飯的時候
[00:07:38.000 --> 00:07:39.000]  他全部吃飯呢
[00:07:39.000 --> 00:07:40.000]  他搞定
[00:07:40.000 --> 00:07:41.000]  我說好嘛
[00:07:41.000 --> 00:07:42.000]  那我們後面再來算錢
[00:07:42.000 --> 00:07:44.000]  原來他就拿一個鍋子出來
[00:07:44.000 --> 00:07:45.000]  那鍋子呢
[00:07:45.000 --> 00:07:46.000]  我說這什麼鍋子
[00:07:46.000 --> 00:07:48.000]  這樣看起來破破舊舊的
[00:07:48.000 --> 00:07:50.000]  他說不要小看這個鍋子
[00:07:50.000 --> 00:07:52.000]  他說這個鍋子叫豬血鍋
[00:07:52.000 --> 00:07:54.000]  他說這麼重
[00:07:54.000 --> 00:07:55.000]  你幹嘛帶來山上
[00:07:55.000 --> 00:07:57.000]  他說因為這個鍋子
[00:07:57.000 --> 00:07:58.000]  比上所有的鍋子
[00:07:58.000 --> 00:07:59.000]  我說為什麼呢
[00:07:59.000 --> 00:08:04.000]  他說煎炒煮炸燉滷燜
[00:08:04.000 --> 00:08:06.000]  還有還有什麼
[00:08:06.000 --> 00:08:07.000]  還有煮飯也可以
[00:08:07.000 --> 00:08:08.000]  反正是什麼都可以
[00:08:08.000 --> 00:08:10.000]  就在那裡面都可以做
[00:08:10.000 --> 00:08:13.000]  我說這種鍋子這麼厲害
[00:08:13.000 --> 00:08:15.000]  那剛才心中打怡
[00:08:15.000 --> 00:08:18.000]  就回來上網就開始看網路
[00:08:18.000 --> 00:08:20.000]  我說真的這種鍋子很厲害
[00:08:20.000 --> 00:08:22.000]  我說這個鍋子這麼厲害
[00:08:22.000 --> 00:08:23.000]  有一個也不錯
[00:08:23.000 --> 00:08:24.000]  一看價錢
[00:08:24.000 --> 00:08:26.000]  太貴了
[00:08:26.000 --> 00:08:28.000]  一個鍋子呢
[00:08:28.000 --> 00:08:30.000]  三四千塊起票
[00:08:30.000 --> 00:08:31.000]  上萬都有
[00:08:31.000 --> 00:08:32.000]  就是一個鍋子而已
[00:08:32.000 --> 00:08:33.000]  豬血鍋
[00:08:33.000 --> 00:08:36.000]  你說為什麼這個鍋子這麼貴
[00:08:36.000 --> 00:08:37.000]  後來又長了一些知識
[00:08:37.000 --> 00:08:39.000]  原來鍋子也叫荷蘭鍋
[00:08:39.000 --> 00:08:40.000]  然後日本南部呢
[00:08:40.000 --> 00:08:42.000]  也常用茄鍋來煮東西
[00:08:42.000 --> 00:08:44.000]  那所以聽說有個茶壺呢
[00:08:44.000 --> 00:08:46.000]  用那個豬血做個茶壺
[00:08:46.000 --> 00:08:48.000]  那個市價可以超過兩萬到三萬以上
[00:08:48.000 --> 00:08:51.000]  我說這種鍋子為什麼可以這麼厲害
[00:08:51.000 --> 00:08:52.000]  那後來發現
[00:08:52.000 --> 00:08:55.000]  當然它有個好處
[00:08:55.000 --> 00:08:56.000]  但是呢
[00:08:56.000 --> 00:08:57.000]  剛這樣回來回來就算了
[00:08:57.000 --> 00:08:58.000]  看那麼貴
[00:08:58.000 --> 00:09:00.000]  當然就心中想一想就算了
[00:09:00.000 --> 00:09:01.000]  這麼貴就買一個鍋子
[00:09:01.000 --> 00:09:02.000]  而且不常用嘛
[00:09:02.000 --> 00:09:03.000]  幹嘛用呢
[00:09:03.000 --> 00:09:04.000]  幹嘛買呢
[00:09:04.000 --> 00:09:05.000]  那後來呢
[00:09:05.000 --> 00:09:06.000]  有一次呢
[00:09:06.000 --> 00:09:07.000]  就打個電話
[00:09:07.000 --> 00:09:09.000]  問候以前海洋的一個學妹
[00:09:09.000 --> 00:09:11.000]  就說妳現在在哪裡
[00:09:11.000 --> 00:09:14.000]  因為她工作有一點更換
[00:09:14.000 --> 00:09:15.000]  就問她
[00:09:15.000 --> 00:09:18.000]  她說她回到原來的公司去上班
[00:09:18.000 --> 00:09:19.000]  我說妳那麼厲害
[00:09:19.000 --> 00:09:21.000]  離開公司還要回去就回去
[00:09:21.000 --> 00:09:22.000]  她說對啊
[00:09:22.000 --> 00:09:23.000]  然後回去
[00:09:23.000 --> 00:09:26.000]  但是她說她現在在一個新的部門
[00:09:26.000 --> 00:09:27.000]  她說妳什麼新的部門
[00:09:27.000 --> 00:09:30.000]  我說她說她在賣鍋子
[00:09:30.000 --> 00:09:33.000]  她在海洋大學是造船系畢業的
[00:09:33.000 --> 00:09:34.000]  她做了輪獎
[00:09:34.000 --> 00:09:37.000]  那輪獎讓她公司起死回生
[00:09:37.000 --> 00:09:38.000]  真的就是到現在
[00:09:38.000 --> 00:09:42.000]  她設計那輪獎還在賣錢
[00:09:42.000 --> 00:09:43.000]  那她也很恩典
[00:09:43.000 --> 00:09:45.000]  生氣真的恩戴她
[00:09:45.000 --> 00:09:46.000]  那為什麼
[00:09:46.000 --> 00:09:47.000]  因為她在大學時代
[00:09:47.000 --> 00:09:48.000]  她就很信了主
[00:09:48.000 --> 00:09:50.000]  信了主就在團企
[00:09:50.000 --> 00:09:52.000]  在教會很熱心的服侍
[00:09:52.000 --> 00:09:53.000]  在我們教會聚會
[00:09:53.000 --> 00:09:54.000]  那後來研究所呢
[00:09:54.000 --> 00:09:56.000]  她就固定時間會不見
[00:09:56.000 --> 00:09:58.000]  因為我就邀她去瑞芳國中
[00:09:58.000 --> 00:10:00.000]  帶那個中輟生
[00:10:00.000 --> 00:10:02.000]  所以她就固定就不見
[00:10:02.000 --> 00:10:06.000]  那就會離開實驗室
[00:10:06.000 --> 00:10:08.000]  那沒有人知道她去哪裡
[00:10:08.000 --> 00:10:10.000]  反正她沒有來
[00:10:10.000 --> 00:10:12.000]  各位看到她不在就是了
[00:10:12.000 --> 00:10:15.000]  所以聽說後來她的論文
[00:10:15.000 --> 00:10:18.000]  在研究生畢業的論文
[00:10:18.000 --> 00:10:21.000]  其實打的是最低分的
[00:10:21.000 --> 00:10:22.000]  那她就說
[00:10:22.000 --> 00:10:24.000]  可是她到了公司以後
[00:10:24.000 --> 00:10:26.000]  她就設計一個螺獎
[00:10:26.000 --> 00:10:28.000]  那螺獎就讓公司敢賣
[00:10:28.000 --> 00:10:30.000]  到現在還在賣錢
[00:10:30.000 --> 00:10:31.000]  到現在還在賣錢
[00:10:31.000 --> 00:10:32.000]  所以她說
[00:10:32.000 --> 00:10:33.000]  那公司賺很多錢
[00:10:33.000 --> 00:10:36.000]  都是她賺的
[00:10:36.000 --> 00:10:37.000]  但是呢 沈也恩待她
[00:10:37.000 --> 00:10:40.000]  就發現她很認真來服侍沈的時候
[00:10:40.000 --> 00:10:42.000]  那沈真的紀念她
[00:10:42.000 --> 00:10:43.000]  所以她兩年後
[00:10:43.000 --> 00:10:44.000]  她畢業後兩年
[00:10:44.000 --> 00:10:45.000]  結果工程師學會呢
[00:10:45.000 --> 00:10:50.000]  就把她的論文評比為最佳論文
[00:10:50.000 --> 00:10:53.000]  她說沈抹去我的羞恥
[00:10:53.000 --> 00:10:55.000]  因為兩年前的那個畢業論文
[00:10:55.000 --> 00:10:57.000]  被評分了設計最低分
[00:10:57.000 --> 00:10:58.000]  那兩年後呢
[00:10:58.000 --> 00:11:01.000]  就台灣的工程師學會呢
[00:11:01.000 --> 00:11:04.000]  就評定她的論文是最佳的論文
[00:11:04.000 --> 00:11:06.000]  她說沈抹去她的羞恥
[00:11:06.000 --> 00:11:08.000]  所以但是這一個人呢
[00:11:08.000 --> 00:11:09.000]  她就這樣來服侍
[00:11:09.000 --> 00:11:10.000]  那服侍
[00:11:10.000 --> 00:11:12.000]  那我講的是一件事
[00:11:12.000 --> 00:11:14.000]  那我就打電話給她
[00:11:14.000 --> 00:11:15.000]  她就回到原來的部門
[00:11:15.000 --> 00:11:16.000]  她就賣鍋子
[00:11:16.000 --> 00:11:18.000]  本來賣螺獎現在賣鍋子
[00:11:18.000 --> 00:11:19.000]  本來是設計的
[00:11:19.000 --> 00:11:20.000]  現在去做門市
[00:11:20.000 --> 00:11:24.000]  然後去管理這些賣鍋子
[00:11:24.000 --> 00:11:25.000]  她說你賣什麼鍋啊
[00:11:25.000 --> 00:11:28.000]  她說我賣鑄鐵鍋
[00:11:28.000 --> 00:11:30.000]  我說你賣鑄鐵鍋
[00:11:30.000 --> 00:11:31.000]  我說我知道
[00:11:31.000 --> 00:11:33.000]  她說那學長你怎麼會知道
[00:11:33.000 --> 00:11:35.000]  我說我最近剛剛研究
[00:11:35.000 --> 00:11:37.000]  那剛好下一句她說
[00:11:37.000 --> 00:11:38.000]  剛好我們最近有特價
[00:11:38.000 --> 00:11:43.000]  那學長我送你一個好了
[00:11:43.000 --> 00:11:44.000]  那我剛才就說好
[00:11:44.000 --> 00:11:45.000]  她趕快送給我
[00:11:45.000 --> 00:11:46.000]  她就送過來了
[00:11:46.000 --> 00:11:48.000]  那過了一段時間她就送來了
[00:11:48.000 --> 00:11:51.000]  那個過程當中我只是在思想
[00:11:51.000 --> 00:11:53.000]  我就想說那學妹送禮物給我
[00:11:53.000 --> 00:11:54.000]  我剛才就接受
[00:11:54.000 --> 00:11:55.000]  她說我想一想
[00:11:55.000 --> 00:11:56.000]  我那時候在想
[00:11:56.000 --> 00:11:59.000]  是想到說我跟她的關係
[00:11:59.000 --> 00:12:02.000]  就是在學生時代
[00:12:02.000 --> 00:12:04.000]  關注她一起陪伴她
[00:12:04.000 --> 00:12:05.000]  走過一些路程
[00:12:05.000 --> 00:12:07.000]  我跟她的關係
[00:12:07.000 --> 00:12:09.000]  可是後來才想到
[00:12:09.000 --> 00:12:11.000]  其實不是這個關係
[00:12:11.000 --> 00:12:17.000]  所有的禮物都從上帝那裡來
[00:12:17.000 --> 00:12:19.000]  因為我生命當中所擁有的
[00:12:19.000 --> 00:12:20.000]  所得著的
[00:12:20.000 --> 00:12:22.000]  若我沒有看見上帝
[00:12:22.000 --> 00:12:26.000]  其實我還不知道上帝在做什麼事情
[00:12:26.000 --> 00:12:27.000]  所有禮物
[00:12:27.000 --> 00:12:29.000]  並不是因為你跟別人的關係好
[00:12:29.000 --> 00:12:30.000]  你才會得到
[00:12:30.000 --> 00:12:32.000]  所有禮物也不是因為你跟別人
[00:12:32.000 --> 00:12:33.000]  你做了什麼代價
[00:12:33.000 --> 00:12:34.000]  付在別人身上
[00:12:34.000 --> 00:12:35.000]  別人一定要給你
[00:12:35.000 --> 00:12:37.000]  若是這樣就不是禮物
[00:12:37.000 --> 00:12:41.000]  那不過是我們工作所得來換取的結果
[00:12:41.000 --> 00:12:42.000]  但是一個真正禮物
[00:12:42.000 --> 00:12:44.000]  真的從天上來
[00:12:44.000 --> 00:12:45.000]  若神沒有感動
[00:12:45.000 --> 00:12:46.000]  若神沒有啟示
[00:12:46.000 --> 00:12:47.000]  若神沒有作為
[00:12:47.000 --> 00:12:49.000]  其實我們就看見了
[00:12:49.000 --> 00:12:51.000]  我們得不到什麼樣的禮物
[00:12:51.000 --> 00:12:54.000]  所以我們的交給要再回到哪裡呢
[00:12:54.000 --> 00:12:56.000]  我就看見神提醒我
[00:12:56.000 --> 00:13:01.000]  交給要回去到神的身上
[00:13:01.000 --> 00:13:03.000]  各樣美善的恩賜
[00:13:03.000 --> 00:13:05.000]  這個恩賜其實我們就可以翻成禮物
[00:13:05.000 --> 00:13:09.000]  各樣美善的禮物都從上帝那裡來
[00:13:09.000 --> 00:13:12.000]  有人就做一個比喻來講這些禮物
[00:13:12.000 --> 00:13:14.000]  從上帝那裡怎麼得到
[00:13:14.000 --> 00:13:18.000]  他說他到天堂看到許多的禮物
[00:13:18.000 --> 00:13:19.000]  很多禮物
[00:13:19.000 --> 00:13:22.000]  這些禮物都標上了很多人的名字
[00:13:22.000 --> 00:13:23.000]  上面有你的名字
[00:13:23.000 --> 00:13:25.000]  有我的名字
[00:13:25.000 --> 00:13:27.000]  有人就說那你說這樣子
[00:13:27.000 --> 00:13:30.000]  但是為什麼我們都還沒有得到呢
[00:13:30.000 --> 00:13:32.000]  他說可能有兩種原因
[00:13:32.000 --> 00:13:34.000]  第一種原因就是
[00:13:34.000 --> 00:13:37.000]  你雖然知道那個禮物是寫上你的名字
[00:13:37.000 --> 00:13:38.000]  但是你忘記跟上帝說
[00:13:38.000 --> 00:13:42.000]  上帝我需要這個東西
[00:13:42.000 --> 00:13:45.000]  第二個沒有得到就是上帝已經送來了
[00:13:45.000 --> 00:13:46.000]  而且送到你家的門口
[00:13:46.000 --> 00:13:48.000]  但是你還拒絕他
[00:13:48.000 --> 00:13:49.000]  你說可不可能呢
[00:13:49.000 --> 00:13:50.000]  可能
[00:13:50.000 --> 00:13:51.000]  我們常常沒有看嘛
[00:13:51.000 --> 00:13:52.000]  看見上帝
[00:13:52.000 --> 00:13:54.000]  我們只看見那些人物
[00:13:54.000 --> 00:13:55.000]  看見誰
[00:13:55.000 --> 00:13:58.000]  但是我們沒有看見愛我們的上帝
[00:13:58.000 --> 00:14:00.000]  所以第一個我們就分享
[00:14:00.000 --> 00:14:02.000]  一個各樣美善的恩賜
[00:14:02.000 --> 00:14:04.000]  這個恩賜用法裡面
[00:14:04.000 --> 00:14:06.000]  可能是講個比較物質性的
[00:14:06.000 --> 00:14:08.000]  來送給我們
[00:14:08.000 --> 00:14:11.000]  第二個講個各樣全被的賞賜
[00:14:11.000 --> 00:14:13.000]  那你說這個恩賜賞賜
[00:14:13.000 --> 00:14:15.000]  我本來以為它只是重複的用語
[00:14:15.000 --> 00:14:16.000]  但是後來這個賞賜
[00:14:16.000 --> 00:14:19.000]  原來是這裡面也出現兩次
[00:14:19.000 --> 00:14:22.000]  這字眼只出現兩次
[00:14:22.000 --> 00:14:23.000]  第一次就在這裡
[00:14:23.000 --> 00:14:27.000]  第二次在羅馬書五章十六節
[00:14:27.000 --> 00:14:29.000]  那羅馬書五章十六節很特別
[00:14:29.000 --> 00:14:31.000]  因為羅馬書五章十六節
[00:14:31.000 --> 00:14:33.000]  它在講一件事
[00:14:33.000 --> 00:14:34.000]  它在講什麼呢
[00:14:34.000 --> 00:14:36.000]  它講我們救恩的事情
[00:14:36.000 --> 00:14:37.000]  它說什麼呢
[00:14:37.000 --> 00:14:40.000]  它說
[00:14:40.000 --> 00:14:43.000]  因一人犯罪就禁罪
[00:14:43.000 --> 00:14:44.000]  也不如恩賜
[00:14:44.000 --> 00:14:45.000]  就是這個字
[00:14:45.000 --> 00:14:47.000]  原來審判是由一人禁罪
[00:14:47.000 --> 00:14:50.000]  恩賜乃是由許過過半而成義
[00:14:50.000 --> 00:14:54.000]  所以這個字眼在聖經的用法裡面
[00:14:54.000 --> 00:14:56.000]  在雅各書這樣用
[00:14:56.000 --> 00:14:58.000]  但是在羅馬書就只有一種用法
[00:14:58.000 --> 00:15:01.000]  就跟救恩有關係
[00:15:01.000 --> 00:15:03.000]  而這個全被這個字眼
[00:15:03.000 --> 00:15:05.000]  還可以翻譯成成熟
[00:15:05.000 --> 00:15:07.000]  完全的意思
[00:15:07.000 --> 00:15:08.000]  所以其實整個經文
[00:15:08.000 --> 00:15:10.000]  如果是我們這樣來讀下來
